energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.71185593,4.11008969,1.34563983,0.77110940,0.00899740,0.56394200,1.58966404,1.39644904,1.68520612,0.00000000
-5.70585293,4.13465778,1.35159914,0.78224324,0.00900554,0.56202770,1.59137404,1.40461742,1.69331896,0.00000000
-5.69984992,4.14762563,1.35374309,0.79038229,0.00897658,0.55922522,1.59015626,1.40892089,1.69572011,0.00000000
-5.69384692,4.14869626,1.35205252,0.79541498,0.00890819,0.55550693,1.58601627,1.40927045,1.69234176,0.00000000
-5.68784392,4.13779417,1.34657917,0.79728806,0.00879917,0.55085809,1.57903299,1.40564566,1.68323046,0.00000000
-5.68184092,4.11506220,1.33744229,0.79600695,0.00864948,0.54527653,1.56935227,1.39809419,1.66854399,0.00000000
-5.67583792,4.08085024,1.32482224,0.79163402,0.00846021,0.53877192,1.55717681,1.38672904,1.64854407,0.00000000
-5.66983492,4.03569641,1.30895149,0.78428501,0.00823351,0.53136467,1.54275302,1.37172369,1.62358486,0.00000000
-5.66383192,3.98030198,1.29010345,0.77412367,0.00797246,0.52308446,1.52635554,1.35330554,1.59409831,0.00000000
-5.65782891,3.91550148,1.26857984,0.76135507,0.00768095,0.51396862,1.50827045,1.33174792,1.56057684,0.00000000
-5.65182591,3.84222979,1.24469735,0.74621789,0.00736352,0.50406033,1.48877826,1.30736123,1.52355445,0.00000000
-5.64582291,3.76148807,1.21877434,0.72897604,0.00702514,0.49340684,1.46813765,1.28048367,1.48358743,0.00000000
-5.63981991,3.67431057,1.19111851,0.70991011,0.00667105,0.48205781,1.44657119,1.25147211,1.44123537,0.00000000
-5.63381691,3.58173398,1.16201605,0.68930901,0.00630654,0.47006387,1.42425383,1.22069352,1.39704382,0.00000000
-5.62781391,3.48477079,1.13172309,0.66746221,0.00593683,0.45747551,1.40130499,1.18851735,1.35152918,0.00000000
-5.62181091,3.38438795,1.10045973,0.64465285,0.00556685,0.44434231,1.37778475,1.15530921,1.30516656,0.00000000
-5.61580790,3.28149145,1.06840694,0.62115199,0.00520116,0.43071263,1.35369422,1.12142592,1.25838106,0.00000000
-5.60980490,3.17691699,1.03570645,0.59721408,0.00484385,0.41663371,1.32898029,1.08721199,1.21154261,0.00000000
-5.60380190,3.07142671,1.00246325,0.57307380,0.00449842,0.40215208,1.30354412,1.05299752,1.16496435,0.00000000
-5.59779890,2.96571104,0.96875068,0.54894417,0.00416780,0.38731439,1.27725290,1.01909715,1.11890421,0.00000000
-5.59179590,2.86039486,0.93461724,0.52501584,0.00385431,0.37216839,1.24995402,0.98580985,1.07356924,0.00000000
-5.58579290,2.75604654,0.90009480,0.50145734,0.00355968,0.35676402,1.22149063,0.95341920,1.02912202,0.00000000
-5.57978989,2.65318853,0.86520733,0.47841613,0.00328507,0.34115454,1.19171746,0.92219367,0.98568847,0.00000000
-5.57378689,2.55230785,0.82997964,0.45602016,0.00303116,0.32539741,1.16051600,0.89238664,0.94336621,0.00000000
-5.56778389,2.45386541,0.79444529,0.43437965,0.00279820,0.30955506,1.12780775,0.86423573,0.90223285,0.00000000
-5.56178089,2.35830262,0.75865330,0.41358897,0.00258603,0.29369516,1.09356497,0.83796127,0.86235338,0.00000000
-5.55577789,2.26604488,0.72267306,0.39372822,0.00239425,0.27789056,1.05781807,0.81376373,0.82378636,0.00000000
-5.54977489,2.17750105,0.68659736,0.37486456,0.00222218,0.26221875,1.02065929,0.79182012,0.78658832,0.00000000
-5.54377189,2.09305917,0.65054314,0.35705308,0.00206900,0.24676084,0.98224248,0.77227943,0.75081632,0.00000000
-5.53776888,2.01307843,0.61465030,0.34033715,0.00193376,0.23160016,0.94277918,0.75525738,0.71652858,0.00000000
-5.53176588,1.93787826,0.57907853,0.32474841,0.00181544,0.21682046,0.90253121,0.74083082,0.68378338,0.00000000
-5.52576288,1.86772545,0.54400256,0.31030627,0.00171296,0.20250390,0.86180048,0.72903218,0.65263653,0.00000000
-5.51975988,1.80282038,0.50960635,0.29701731,0.00162522,0.18872884,0.82091667,0.71984436,0.62313779,0.00000000
-5.51375688,1.74328380,0.47607643,0.28487444,0.00155112,0.17556774,0.78022376,0.71319672,0.59532674,0.00000000
-5.50775388,1.68914533,0.44359519,0.27385630,0.00148952,0.16308510,0.74006606,0.70896246,0.56922870,0.00000000
-5.50175088,1.64033501,0.41233433,0.26392675,0.00143928,0.15133572,0.70077498,0.70695781,0.54485104,0.00000000
-5.49574787,1.59667882,0.38244910,0.25503489,0.00139926,0.14036334,0.66265701,0.70694345,0.52218047,0.00000000
-5.48974487,1.55789906,0.35407355,0.24711556,0.00136827,0.13019976,0.62598381,0.70862821,0.50118167,0.00000000
-5.48374187,1.52362003,0.32731718,0.24009046,0.00134513,0.12086454,0.59098485,0.71167525,0.48179735,0.00000000
-5.47773887,1.49337907,0.30226301,0.23386991,0.00132862,0.11236521,0.55784297,0.71571057,0.46395011,0.00000000
-5.47173587,1.46664282,0.27896720,0.22835531,0.00131750,0.10469819,0.52669292,0.72033360,0.44754594,0.00000000
-5.46573287,1.44282814,0.25746020,0.22344216,0.00131054,0.09785012,0.49762296,0.72512973,0.43247917,0.00000000
-5.45972986,1.42132673,0.23774921,0.21902357,0.00130650,0.09179979,0.47067909,0.72968407,0.41863888,0.00000000
-5.45372686,1.40153252,0.21982175,0.21499411,0.00130419,0.08652036,0.44587172,0.73359615,0.40591615,0.00000000
-5.44772386,1.38287035,0.20365010,0.21125385,0.00130244,0.08198190,0.42318405,0.73649478,0.39421189,0.00000000
-5.44172086,1.36482476,0.18919627,0.20771241,0.00130020,0.07815406,0.40258173,0.73805257,0.38344482,0.00000000
-5.43571786,1.34696733,0.17641715,0.20429278,0.00129648,0.07500873,0.38402301,0.73799947,0.37355900,0.00000000
-5.42971486,1.32898129,0.16526959,0.20093471,0.00129044,0.07252245,0.36746881,0.73613466,0.36453063,0.00000000
-5.42371186,1.31068213,0.15571502,0.19759758,0.00128141,0.07067868,0.35289206,0.73233640,0.35637351,0.00000000
-5.41770885,1.29203318,0.14772347,0.19426253,0.00126888,0.06946950,0.34028568,0.72656932,0.34914299,0.00000000
-5.41170585,1.27315530,0.14127660,0.19093373,0.00125254,0.06889680,0.32966885,0.71888879,0.34293798,0.00000000
-5.40570285,1.25433012,0.13636978,0.18763868,0.00123228,0.06897287,0.32109107,0.70944231,0.33790089,0.00000000
-5.39969985,1.23599652,0.13301299,0.18442768,0.00120821,0.06972025,0.31463383,0.69846761,0.33421538,0.00000000
-5.39369685,1.21874041,0.13123049,0.18137213,0.00118065,0.07117090,0.31040978,0.68628775,0.33210188,0.00000000
-5.38769385,1.20327804,0.13105940,0.17856212,0.00115014,0.07336456,0.30855935,0.67330320,0.33181109,0.00000000
-5.38169085,1.19043343,0.13254714,0.17610303,0.00111738,0.07634653,0.30924500,0.65998125,0.33361546,0.00000000
-5.37568784,1.18111077,0.13574787,0.17411152,0.00108328,0.08016472,0.31264331,0.64684324,0.33779911,0.00000000
-5.36968484,1.17626269,0.14071820,0.17271094,0.00104888,0.08486626,0.31893527,0.63444990,0.34464639,0.00000000
-5.36368184,1.17685574,0.14751220,0.17202637,0.00101536,0.09049365,0.32829523,0.62338545,0.35442959,0.00000000
-5.35767884,1.18383430,0.15617610,0.17217949,0.00098400,0.09708075,0.34087895,0.61424099,0.36739627,0.00000000
-5.35167584,1.19808427,0.16674284,0.17328348,0.00095616,0.10464864,0.35681135,0.60759782,0.38375661,0.00000000
-5.34567284,1.22039805,0.17922678,0.17543815,0.00093323,0.11320168,0.37617452,0.60401112,0.40367143,0.00000000
-5.33966983,1.25144204,0.19361879,0.17872554,0.00091663,0.12272387,0.39899659,0.60399467,0.42724133,0.00000000
-5.33366683,1.29172805,0.20988199,0.18320608,0.00090778,0.13317576,0.42524204,0.60800702,0.45449744,0.00000000
-5.32766383,1.34158960,0.22794842,0.18891555,0.00090805,0.14449210,0.45480390,0.61643947,0.48539427,0.00000000
-5.32166083,1.40116419,0.24771676,0.19586292,0.00091875,0.15658035,0.48749838,0.62960628,0.51980503,0.00000000
-5.31565783,1.47038213,0.26905131,0.20402918,0.00094110,0.16932029,0.52306232,0.64773726,0.55751974,0.00000000
-5.30965483,1.54896238,0.29178233,0.21336714,0.00097625,0.18256465,0.56115358,0.67097278,0.59824625,0.00000000
-5.30365183,1.63641569,0.31570781,0.22380234,0.00102516,0.19614104,0.60135466,0.69936143,0.64161447,0.00000000
-5.29764882,1.73205462,0.34059657,0.23523483,0.00108869,0.20985502,0.64317948,0.73286007,0.68718343,0.00000000
-5.29164582,1.83501040,0.36619275,0.24754194,0.00116748,0.22349425,0.68608314,0.77133611,0.73445136,0.00000000
-5.28564282,1.94425553,0.39222144,0.26058183,0.00126198,0.23683375,0.72947447,0.81457198,0.78286814,0.00000000
-5.27963982,2.05863156,0.41839523,0.27419754,0.00137242,0.24964188,0.77273074,0.86227127,0.83184999,0.00000000
-5.27363682,2.17688065,0.44442153,0.28822172,0.00149876,0.26168705,0.81521424,0.91406644,0.88079559,0.00000000
-5.26763382,2.29767983,0.47001024,0.30248139,0.00164069,0.27274471,0.85628989,0.96952763,0.92910319,0.00000000
-5.26163082,2.41967649,0.49488156,0.31680300,0.00179758,0.28260444,0.89534315,1.02817241,0.97618797,0.00000000
-5.25562781,2.54152394,0.51877350,0.33101718,0.00196850,0.29107680,0.93179766,1.08947596,1.02149890,0.00000000
-5.24962481,2.66191545,0.54144883,0.34496336,0.00215217,0.29799963,0.96513167,1.15288173,1.06453448,0.00000000
-5.24362181,2.77961589,0.56270114,0.35849386,0.00234698,0.30324350,0.99489263,1.21781199,1.10485663,0.00000000
-5.23761881,2.89348972,0.58235983,0.37147738,0.00255096,0.30671610,1.02070940,1.28367841,1.14210227,0.00000000
-5.23161581,3.00252450,0.60029363,0.38380191,0.00276183,0.30836535,1.04230142,1.34989234,1.17599201,0.00000000
-5.22561281,3.10584950,0.61641282,0.39537682,0.00297699,0.30818103,1.05948459,1.41587465,1.20633567,0.00000000
-5.21960980,3.20274869,0.63066970,0.40613416,0.00319357,0.30619491,1.07217364,1.48106512,1.23303452,0.00000000
-5.21360680,3.29266826,0.64305771,0.41602922,0.00340848,0.30247937,1.08038092,1.54493119,1.25608003,0.00000000
-5.20760380,3.37521853,0.65360891,0.42504026,0.00361847,0.29714454,1.08421178,1.60697598,1.27554943,0.00000000
-5.20160080,3.45017057,0.66239020,0.43316759,0.00382019,0.29033413,1.08385684,1.66674542,1.29159825,0.00000000
-5.19559780,3.51744783,0.66949843,0.44043191,0.00401027,0.28222011,1.07958154,1.72383434,1.30445020,0.00000000
-5.18959480,3.57711352,0.67505450,0.44687208,0.00418543,0.27299659,1.07171350,1.77789140,1.31438487,0.00000000
-5.18359180,3.62935409,0.67919686,0.45254240,0.00434252,0.26287298,1.06062843,1.82862258,1.32172391,0.00000000
-5.17758879,3.67445976,0.68207468,0.45750945,0.00447868,0.25206694,1.04673508,1.87579316,1.32681608,0.00000000
-5.17158579,3.71280265,0.68384082,0.46184864,0.00459135,0.24079731,1.03045995,1.91922798,1.33002203,0.00000000
-5.16558279,3.74481341,0.68464511,0.46564048,0.00467839,0.22927736,1.01223253,1.95880988,1.33169915,0.00000000
-5.15957979,3.77095713,0.68462798,0.46896683,0.00473814,0.21770852,0.99247140,1.99447640,1.33218726,0.00000000
-5.15357679,3.79170927,0.68391481,0.47190708,0.00476947,0.20627505,0.97157186,2.02621463,1.33179561,0.00000000
-5.14757379,3.80753249,0.68261117,0.47453446,0.00477180,0.19513948,0.94989551,2.05405460,1.33079153,0.00000000
-5.14157079,3.81885522,0.68079902,0.47691261,0.00474514,0.18443931,0.92776185,2.07806129,1.32939126,0.00000000
-5.13556778,3.82605258,0.67853413,0.47909248,0.00469006,0.17428476,0.90544231,2.09832584,1.32775312,0.00000000
-5.12956478,3.82943071,0.67584468,0.48110975,0.00460768,0.16475772,0.88315664,2.11495631,1.32597328,0.00000000
-5.12356178,3.82921479,0.67273115,0.48298285,0.00449965,0.15591180,0.86107165,2.12806870,1.32408416,0.00000000
-5.11755878,3.82554171,0.66916743,0.48471165,0.00436805,0.14777345,0.83930204,2.13777857,1.32205556,0.00000000
-5.11155578,3.81845754,0.66510311,0.48627702,0.00421533,0.14034394,0.81791339,2.14419419,1.31979828,0.00000000
-5.10555278,3.80792018,0.66046686,0.48764120,0.00404427,0.13360208,0.79692669,2.14741133,1.31717023,0.00000000
-5.09954977,3.79380721,0.65517080,0.48874910,0.00385784,0.12750762,0.77632432,2.14751040,1.31398461,0.00000000
-5.09354677,3.77592865,0.64911558,0.48953049,0.00365915,0.12200487,0.75605708,2.14455608,1.31001989,0.00000000
-5.08754377,3.75404425,0.64219605,0.48990297,0.00345133,0.11702669,0.73605183,2.13859946,1.30503119,0.00000000
-5.08154077,3.72788450,0.63430725,0.48977575,0.00323747,0.11249840,0.71621955,2.12968265,1.29876259,0.00000000
-5.07553777,3.69717428,0.62535047,0.48905391,0.00302054,0.10834161,0.69646328,2.11784551,1.29095977,0.00000000
-5.06953477,3.66165811,0.61523917,0.48764317,0.00280331,0.10447773,0.67668580,2.10313396,1.28138267,0.00000000
-5.06353177,3.62112548,0.60390436,0.48545473,0.00258833,0.10083116,0.65679661,2.08560926,1.26981743,0.00000000
-5.05752876,3.57543491,0.59129938,0.48241008,0.00237785,0.09733195,0.63671815,2.06535739,1.25608714,0.00000000
-5.05152576,3.52453521,0.57740378,0.47844549,0.00217380,0.09391794,0.61639084,2.04249784,1.24006112,0.00000000
-5.04552276,3.46848272,0.56222603,0.47351594,0.00197781,0.09053633,0.59577704,2.01719085,1.22166211,0.00000000
-5.03951976,3.40745327,0.54580516,0.46759823,0.00179119,0.08714469,0.57486361,1.98964248,1.20087109,0.00000000
-5.03351676,3.34174807,0.52821102,0.46069316,0.00161490,0.08371145,0.55366319,1.96010676,1.17772975,0.00000000
-5.02751376,3.27179288,0.50954329,0.45282657,0.00144962,0.08021581,0.53221418,1.92888470,1.15234017,0.00000000
-5.02151076,3.19813045,0.48992925,0.44404924,0.00129577,0.07664726,0.51057939,1.89631974,1.12486204,0.00000000
-5.01550775,3.12140633,0.46952043,0.43443555,0.00115350,0.07300474,0.48884366,1.86278987,1.09550744,0.00000000
-5.00950475,3.04234880,0.44848826,0.42408105,0.00102275,0.06929545,0.46711045,1.82869663,1.06453335,0.00000000
-5.00350175,2.96174384,0.42701901,0.41309899,0.00090330,0.06553351,0.44549764,1.79445152,1.03223253,0.00000000
-4.99749875,2.88040649,0.40530811,0.40161604,0.00079477,0.06173845,0.42413285,1.76046067,0.99892291,0.00000000
-4.99149575,2.79915017,0.38355434,0.38976733,0.00069667,0.05793372,0.40314833,1.72710843,0.96493619,0.00000000
-4.98549275,2.71875546,0.36195387,0.37769122,0.00060844,0.05414513,0.38267585,1.69474116,0.93060612,0.00000000
-4.97948974,2.63994023,0.34069462,0.36552393,0.00052945,0.05039950,0.36284169,1.66365190,0.89625696,0.00000000
-4.97348674,2.56333253,0.31995111,0.35339433,0.00045905,0.04672336,0.34376203,1.63406716,0.86219274,0.00000000
-4.96748374,2.48944778,0.29987993,0.34141925,0.00039656,0.04314186,0.32553885,1.60613644,0.82868762,0.00000000
-4.96148074,2.41867137,0.28061610,0.32969937,0.00034133,0.03967794,0.30825657,1.57992536,0.79597788,0.00000000
-4.95547774,2.35124761,0.26227030,0.31831606,0.00029270,0.03635160,0.29197951,1.55541269,0.76425579,0.00000000
-4.94947474,2.28727523,0.24492715,0.30732913,0.00025006,0.03317950,0.27675021,1.53249161,0.73366553,0.00000000
-4.94347174,2.22670995,0.22864454,0.29677570,0.00021280,0.03017468,0.26258875,1.51097510,0.70430128,0.00000000
-4.93746873,2.16937335,0.21345382,0.28667017,0.00018038,0.02734652,0.24949288,1.49060526,0.67620753,0.00000000
-4.93146573,2.11496772,0.19936104,0.27700524,0.00015228,0.02470082,0.23743905,1.47106590,0.64938136,0.00000000
-4.92546273,2.06309582,0.18634888,0.26775386,0.00012801,0.02224006,0.22638424,1.45199780,0.62377669,0.00000000
-4.91945973,2.01328435,0.17437928,0.25887204,0.00010715,0.01996367,0.21626831,1.43301570,0.59930999,0.00000000
-4.91345673,1.96500977,0.16339659,0.25030233,0.00008929,0.01786845,0.20701700,1.41372619,0.57586732,0.00000000
-4.90745373,1.91772515,0.15333108,0.24197772,0.00007406,0.01594902,0.19854510,1.39374533,0.55331222,0.00000000
-4.90145073,1.87088655,0.14410258,0.23382579,0.00006114,0.01419821,0.19075997,1.37271527,0.53149411,0.00000000
-4.89544772,1.82397765,0.13562421,0.22577293,0.00005022,0.01260754,0.18356496,1.35031887,0.51025671,0.00000000
-4.88944472,1.77653154,0.12780596,0.21774830,0.00004105,0.01116760,0.17686279,1.32629175,0.48944623,0.00000000
-4.88344172,1.72814872,0.12055806,0.20968752,0.00003337,0.00986841,0.17055863,1.30043114,0.46891888,0.00000000
-4.87743872,1.67851068,0.11379394,0.20153575,0.00002699,0.00869973,0.16456288,1.27260132,0.44854747,0.00000000
-4.87143572,1.62738865,0.10743286,0.19325025,0.00002171,0.00765136,0.15879348,1.24273558,0.42822678,0.00000000
-4.86543272,1.57464765,0.10140193,0.18480211,0.00001737,0.00671329,0.15317775,1.21083477,0.40787770,0.00000000
-4.85942971,1.52024569,0.09563770,0.17617726,0.00001381,0.00587592,0.14765371,1.17696281,0.38744976,0.00000000
-4.85342671,1.46422902,0.09008718,0.16737675,0.00001092,0.00513011,0.14217087,1.14123969,0.36692239,0.00000000
-4.84742371,1.40672371,0.08470835,0.15841630,0.00000858,0.00446732,0.13669057,1.10383251,0.34630458,0.00000000
-4.84142071,1.34792456,0.07947015,0.14932516,0.00000670,0.00387959,0.13118584,1.06494535,0.32563336,0.00000000
-4.83541771,1.28808214,0.07435212,0.14014448,0.00000521,0.00335956,0.12564085,1.02480854,0.30497108,0.00000000
-4.82941471,1.22748890,0.06934358,0.13092521,0.00000402,0.00290051,0.12005012,0.98366815,0.28440178,0.00000000
-4.82341171,1.16646511,0.06444255,0.12172574,0.00000308,0.00249627,0.11441742,0.94177625,0.26402688,0.00000000
-4.81740870,1.10534560,0.05965451,0.11260937,0.00000235,0.00214121,0.10875454,0.89938236,0.24396041,0.00000000
-4.81140570,1.04446762,0.05499091,0.10364172,0.00000178,0.00183022,0.10307998,0.85672661,0.22432407,0.00000000
-4.80540270,0.98416066,0.05046771,0.09488826,0.00000134,0.00155865,0.09741762,0.81403465,0.20524241,0.00000000
-4.79939970,0.92473819,0.04610391,0.08641209,0.00000100,0.00132226,0.09179544,0.77151451,0.18683824,0.00000000
-4.79339670,0.86649176,0.04192019,0.07827192,0.00000074,0.00111720,0.08624435,0.72935514,0.16922853,0.00000000
-4.78739370,0.80968713,0.03793759,0.07052047,0.00000055,0.00093999,0.08079713,0.68772667,0.15252104,0.00000000
-4.78139070,0.75456252,0.03417649,0.06320324,0.00000040,0.00078745,0.07548752,0.64678182,0.13681149,0.00000000
-4.77538769,0.70132846,0.03065567,0.05635770,0.00000030,0.00065669,0.07034948,0.60665833,0.12218169,0.00000000
-4.76938469,0.65016906,0.02739166,0.05001282,0.00000022,0.00054510,0.06541658,0.56748176,0.10869833,0.00000000
-4.76338169,0.60124418,0.02439825,0.04418909,0.00000016,0.00045031,0.06072154,0.52936860,0.09641257,0.00000000
-4.75737869,0.55469213,0.02168625,0.03889877,0.00000013,0.00037019,0.05629586,0.49242897,0.08536023,0.00000000
-4.75137569,0.51063247,0.01926334,0.03414641,0.00000010,0.00030281,0.05216956,0.45676900,0.07556258,0.00000000
-4.74537269,0.46916864,0.01713418,0.02992970,0.00000009,0.00024646,0.04837094,0.42249225,0.06702754,0.00000000
-4.73936968,0.43039010,0.01530051,0.02624029,0.00000009,0.00019960,0.04492636,0.38970054,0.05975110,0.00000000
-4.73336668,0.39437381,0.01376145,0.02306488,0.00000011,0.00016088,0.04186004,0.35849364,0.05371895,0.00000000
-4.72736368,0.36118495,0.01251372,0.02038615,0.00000013,0.00012910,0.03919380,0.32896827,0.04890808,0.00000000
-4.72136068,0.33087687,0.01155195,0.01818381,0.00000018,0.00010323,0.03694674,0.30121631,0.04528820,0.00000000
-4.71535768,0.30349026,0.01086896,0.01643550,0.00000024,0.00008237,0.03513487,0.27532240,0.04282306,0.00000000
-4.70935468,0.27905185,0.01045596,0.01511759,0.00000033,0.00006576,0.03377070,0.25136122,0.04147137,0.00000000
-4.70335168,0.25757250,0.01030269,0.01420593,0.00000045,0.00005277,0.03286274,0.22939461,0.04118748,0.00000000
-4.69734867,0.23904520,0.01039756,0.01367638,0.00000062,0.00004287,0.03241495,0.20946874,0.04192166,0.00000000
-4.69134567,0.22344303,0.01072763,0.01350533,0.00000085,0.00003569,0.03242625,0.19161163,0.04362010,0.00000000
-4.68534267,0.21071725,0.01127861,0.01367004,0.00000115,0.00003091,0.03288995,0.17583106,0.04622471,0.00000000
-4.67933967,0.20079597,0.01203475,0.01414896,0.00000155,0.00002836,0.03379328,0.16211320,0.04967263,0.00000000
-4.67333667,0.19358334,0.01297881,0.01492199,0.00000208,0.00002797,0.03511703,0.15042189,0.05389578,0.00000000
-4.66733367,0.18895953,0.01409186,0.01597074,0.00000277,0.00002976,0.03683533,0.14069878,0.05882037,0.00000000
-4.66133067,0.18678174,0.01535330,0.01727880,0.00000366,0.00003389,0.03891550,0.13286426,0.06436656,0.00000000
-4.65532766,0.18688610,0.01674081,0.01883210,0.00000481,0.00004064,0.04131832,0.12681921,0.07044843,0.00000000
-4.64932466,0.18909069,0.01823038,0.02061932,0.00000626,0.00005042,0.04399831,0.12244756,0.07697420,0.00000000
-4.64332166,0.19319956,0.01979649,0.02263237,0.00000810,0.00006378,0.04690451,0.11961939,0.08384703,0.00000000
