energy_ev,total_up,Ag_p_up,Ag_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.44772386,1.54805048,0.07383316,1.32312276,0.06331395,0.07513094,0.00043660,0.01371110,0.00480740,0.13787249
-5.44172086,1.55836064,0.07646710,1.32866732,0.06401512,0.07653080,0.00043785,0.01388418,0.00475970,0.14168023
-5.43571786,1.56364515,0.07887377,1.32990950,0.06446275,0.07771413,0.00043628,0.01398356,0.00468263,0.14516877
-5.42971486,1.56395676,0.08102562,1.32692277,0.06465963,0.07867678,0.00043192,0.01400785,0.00457765,0.14831955
-5.42371186,1.55941057,0.08289975,1.31983202,0.06461365,0.07941654,0.00042483,0.01395723,0.00444671,0.15111852
-5.41770885,1.55017829,0.08447810,1.30880882,0.06433723,0.07993283,0.00041516,0.01383338,0.00429217,0.15355554
-5.41170585,1.53648118,0.08574748,1.29406550,0.06384650,0.08022646,0.00040309,0.01363935,0.00411678,0.15562365
-5.40570285,1.51858190,0.08669954,1.27584833,0.06316045,0.08029939,0.00038883,0.01337949,0.00392357,0.15731835
-5.39969985,1.49677563,0.08733054,1.25443002,0.06230006,0.08015454,0.00037265,0.01305920,0.00371576,0.15863693
-5.39369685,1.47138071,0.08764107,1.23010179,0.06128740,0.07979566,0.00035484,0.01268479,0.00349668,0.15957774
-5.38769385,1.44272934,0.08763565,1.20316533,0.06014471,0.07922716,0.00033572,0.01226325,0.00326970,0.16013966
-5.38169085,1.41115852,0.08732220,1.17392509,0.05889365,0.07845413,0.00031561,0.01180203,0.00303814,0.16032158
-5.37568784,1.37700180,0.08671159,1.14268109,0.05755459,0.07748226,0.00029485,0.01130882,0.00280518,0.16012213
-5.36968484,1.34058209,0.08581701,1.10972262,0.05614603,0.07631786,0.00027377,0.01079132,0.00257381,0.15953942
-5.36368184,1.30220586,0.08465353,1.07532309,0.05468425,0.07496794,0.00025271,0.01025711,0.00234680,0.15857116
-5.35767884,1.26215901,0.08323753,1.03973625,0.05318306,0.07344023,0.00023198,0.00971338,0.00212661,0.15721478
-5.35167584,1.22070439,0.08158637,1.00319384,0.05165382,0.07174331,0.00021187,0.00916691,0.00191541,0.15546788
-5.34567284,1.17808130,0.07971800,0.96590484,0.05010554,0.06988673,0.00019266,0.00862388,0.00171504,0.15332876
-5.33966983,1.13450664,0.07765081,0.92805620,0.04854530,0.06788110,0.00017462,0.00808984,0.00152702,0.15079716
-5.33366683,1.09017777,0.07540345,0.88981488,0.04697868,0.06573825,0.00015797,0.00756972,0.00135257,0.14787504
-5.32766383,1.04527670,0.07299488,0.85133126,0.04541040,0.06347136,0.00014292,0.00706780,0.00119262,0.14456754
-5.32166083,0.99997545,0.07044447,0.81274329,0.04384507,0.06109509,0.00012966,0.00658776,0.00104785,0.14088386
-5.31565783,0.95444201,0.06777212,0.77418139,0.04228798,0.05862570,0.00011838,0.00613281,0.00091872,0.13683817
-5.30965483,0.90884670,0.06499855,0.73577361,0.04074588,0.05608118,0.00010922,0.00570574,0.00080554,0.13245043
-5.30365183,0.86336842,0.06214556,0.69765073,0.03922782,0.05348137,0.00010235,0.00530909,0.00070849,0.12774706
-5.29764882,0.81820037,0.05923626,0.65995098,0.03774586,0.05084799,0.00009791,0.00494528,0.00062770,0.12276150
-5.29164582,0.77355493,0.05629541,0.62282409,0.03631579,0.04820471,0.00009604,0.00461671,0.00056329,0.11753449
-5.28564282,0.72966744,0.05334956,0.58643441,0.03495766,0.04557723,0.00009688,0.00432598,0.00051540,0.11211420
-5.27963982,0.68679859,0.05042727,0.55096293,0.03369617,0.04299319,0.00010058,0.00407596,0.00048427,0.10655606
-5.27363682,0.64523536,0.04755921,0.51660807,0.03256097,0.04048220,0.00010729,0.00386996,0.00047024,0.10092244
-5.26763382,0.60529037,0.04477814,0.48358526,0.03158671,0.03807575,0.00011718,0.00371181,0.00047381,0.09528202
-5.26163082,0.56729977,0.04211889,0.45212530,0.03081294,0.03580708,0.00013039,0.00360591,0.00049564,0.08970909
-5.25562781,0.53161976,0.03961823,0.42247162,0.03028379,0.03371109,0.00014711,0.00355734,0.00053657,0.08428254
-5.24962481,0.49862188,0.03731460,0.39487659,0.03004747,0.03182412,0.00016749,0.00357184,0.00059760,0.07908493
-5.24362181,0.46868723,0.03524791,0.36959705,0.03015552,0.03018377,0.00019169,0.00365576,0.00067990,0.07420126
-5.23761881,0.44220003,0.03345914,0.34688937,0.03066193,0.02882861,0.00021988,0.00381604,0.00078474,0.06971789
-5.23161581,0.41954046,0.03198994,0.32700414,0.03162198,0.02779792,0.00025219,0.00406010,0.00091350,0.06572129
-5.22561281,0.40107736,0.03088223,0.31018069,0.03309093,0.02713132,0.00028876,0.00439566,0.00106756,0.06229693
-5.21960980,0.38716067,0.03017765,0.29664182,0.03512254,0.02686837,0.00032968,0.00483059,0.00124824,0.05952808
-5.21360680,0.37811398,0.02991703,0.28658866,0.03776742,0.02704810,0.00037504,0.00537265,0.00145675,0.05749473
-5.20760380,0.37422724,0.03013977,0.28019589,0.04107122,0.02770845,0.00042489,0.00602925,0.00169407,0.05627243
-5.20160080,0.37574980,0.03088319,0.27760752,0.04507280,0.02888566,0.00047924,0.00680711,0.00196085,0.05593124
-5.19559780,0.38288379,0.03218182,0.27893304,0.04980233,0.03061354,0.00053807,0.00771201,0.00225732,0.05653465
-5.18959480,0.39577805,0.03406657,0.28424426,0.05527934,0.03292273,0.00060132,0.00874840,0.00258323,0.05813838
-5.18359180,0.41452249,0.03656391,0.29357269,0.06151098,0.03583973,0.00066890,0.00991906,0.00293767,0.06078934
-5.17758879,0.43914321,0.03969494,0.30690745,0.06849034,0.03938606,0.00074068,0.01122485,0.00331910,0.06452433
-5.17158579,0.46959821,0.04347445,0.32419390,0.07619508,0.04357723,0.00081649,0.01266433,0.00372521,0.06936893
-5.16558279,0.50577407,0.04790996,0.34533283,0.08458633,0.04842175,0.00089613,0.01423357,0.00415292,0.07533618
-5.15957979,0.54748364,0.05300071,0.37018035,0.09360807,0.05392019,0.00097936,0.01592595,0.00459837,0.08242542
-5.15357679,0.59446487,0.05873681,0.39854845,0.10318700,0.06006428,0.00106593,0.01773201,0.00505694,0.09062113
-5.14757379,0.64638110,0.06509838,0.43020635,0.11323286,0.06683614,0.00115554,0.01963951,0.00552328,0.09989195
-5.14157079,0.70282301,0.07205490,0.46488272,0.12363955,0.07420774,0.00124790,0.02163344,0.00599143,0.11018987
-5.13556778,0.76331224,0.07956478,0.50226872,0.13428668,0.08214059,0.00134265,0.02369627,0.00645496,0.12144978
-5.12956478,0.82730716,0.08757514,0.54202201,0.14504186,0.09058572,0.00143945,0.02580822,0.00690706,0.13358934
-5.12356178,0.89421058,0.09602199,0.58377179,0.15576358,0.09948408,0.00153791,0.02794770,0.00734080,0.14650937
-5.11755878,0.96337965,0.10483074,0.62712472,0.16630455,0.10876732,0.00163763,0.03009186,0.00774928,0.16009477
-5.11155578,1.03413778,0.11391710,0.67167181,0.17651555,0.11835901,0.00173818,0.03221717,0.00812588,0.17421602
-5.10555278,1.10578849,0.12318847,0.71699617,0.18624949,0.12817629,0.00183912,0.03430016,0.00846447,0.18873137
-5.09954977,1.17763083,0.13254566,0.76268133,0.19536572,0.13813202,0.00193997,0.03631812,0.00875964,0.20348955
-5.09354677,1.24897595,0.14188510,0.80832006,0.20373428,0.14813727,0.00204024,0.03824989,0.00900687,0.21833318
-5.08754377,1.31916440,0.15110133,0.85352338,0.21123999,0.15810414,0.00213942,0.04007657,0.00920277,0.23310264
-5.08154077,1.38758346,0.16008981,0.89792931,0.21778611,0.16794885,0.00223698,0.04178228,0.00934516,0.24764034
-5.07553777,1.45368371,0.16874994,0.94121118,0.22329759,0.17759496,0.00233238,0.04335473,0.00943320,0.26179524
-5.06953477,1.51699438,0.17698805,0.98308501,0.22772357,0.18697653,0.00242507,0.04478573,0.00946746,0.27542750
-5.06353177,1.57713645,0.18472044,1.02331557,0.23103911,0.19604120,0.00251451,0.04607158,0.00944989,0.28841299
-5.05752876,1.63383289,0.19187620,1.06172085,0.23324603,0.20475288,0.00260017,0.04721329,0.00938378,0.30064739
-5.05152576,1.68691563,0.19839969,1.09817460,0.23437287,0.21309406,0.00268152,0.04821656,0.00927367,0.31204993
-5.04552276,1.73632842,0.20425260,1.13260667,0.23447392,0.22106746,0.00275809,0.04909167,0.00912517,0.32256620
-5.03951976,1.78212564,0.20941545,1.16500122,0.23362734,0.22869695,0.00282940,0.04985317,0.00894482,0.33217027
-5.03351676,1.82446670,0.21388845,1.19539256,0.23193257,0.23602769,0.00289505,0.05051933,0.00873981,0.34086560
-5.02751376,1.86360630,0.21769172,1.22385893,0.22950699,0.24312538,0.00295466,0.05111156,0.00851779,0.34868497
-5.02151076,1.89988082,0.22086473,1.25051443,0.22648217,0.25007457,0.00300792,0.05165364,0.00828655,0.35568924
-5.01550775,1.93369155,0.22346512,1.27549942,0.22299973,0.25697616,0.00305456,0.05217089,0.00805387,0.36196501
-5.00950475,1.96548529,0.22556690,1.29896997,0.21920709,0.26394413,0.00309436,0.05268934,0.00782716,0.36762128
-5.00350175,1.99573364,0.22725804,1.32108690,0.21525333,0.27110150,0.00312715,0.05323487,0.00761336,0.37278530
-4.99749875,2.02491158,0.22863775,1.34200498,0.21128524,0.27857592,0.00315282,0.05383240,0.00741867,0.37759770
-4.99149575,2.05347694,0.22981342,1.36186298,0.20744380,0.28649483,0.00317129,0.05450524,0.00724845,0.38220729
-4.98549275,2.08185137,0.23089744,1.38077517,0.20386130,0.29498058,0.00318250,0.05527449,0.00710714,0.38676559
-4.97948974,2.11040420,0.23200411,1.39882470,0.20065903,0.30414565,0.00318644,0.05615866,0.00699819,0.39142158
-4.97348674,2.13943982,0.23324665,1.41605955,0.19794575,0.31408822,0.00318311,0.05717342,0.00692404,0.39631671
-4.96748374,2.16918933,0.23473460,1.43249094,0.19581692,0.32488827,0.00317256,0.05833157,0.00688621,0.40158048
-4.96148074,2.19980671,0.23657153,1.44809477,0.19435462,0.33660440,0.00315482,0.05964313,0.00688538,0.40732686
-4.95547774,2.23136983,0.23885326,1.46281564,0.19362816,0.34927151,0.00312998,0.06111563,0.00692147,0.41365141
-4.94947474,2.26388588,0.24166653,1.47657356,0.19369517,0.36289942,0.00309814,0.06275452,0.00699384,0.42062954
-4.94347174,2.29730087,0.24508812,1.48927271,0.19460319,0.37747248,0.00305940,0.06456358,0.00710140,0.42831551
-4.93746873,2.33151245,0.24918433,1.50081191,0.19639137,0.39295016,0.00301395,0.06654547,0.00724283,0.43674241
-4.93146573,2.36638501,0.25401083,1.51109597,0.19909237,0.40926845,0.00296200,0.06870216,0.00741670,0.44592288
-4.92546273,2.40176613,0.25961259,1.52004749,0.20273400,0.42634216,0.00290379,0.07103532,0.00762163,0.45585034
-4.91945973,2.43750310,0.26602390,1.52761802,0.20734074,0.44406776,0.00283966,0.07354663,0.00785643,0.46650073
-4.91345673,2.47345846,0.27326831,1.53379829,0.21293464,0.46232671,0.00277001,0.07623782,0.00812017,0.47783431
-4.90745373,2.50952343,0.28135839,1.53862654,0.21953591,0.48098898,0.00269532,0.07911060,0.00841227,0.48979756
-4.90145073,2.54562853,0.29029520,1.54219469,0.22716269,0.49991674,0.00261614,0.08216634,0.00873250,0.50232485
-4.89544772,2.58175055,0.30006742,1.54465188,0.23583038,0.51896781,0.00253312,0.08540558,0.00908100,0.51533975
-4.88944472,2.61791576,0.31065022,1.54620527,0.24555028,0.53799892,0.00244701,0.08882733,0.00945819,0.52875605
-4.88344172,2.65419908,0.32200381,1.54711808,0.25632779,0.55686857,0.00235862,0.09242822,0.00986473,0.54247821
-4.87743872,2.69071971,0.33407184,1.54770505,0.26816014,0.57543941,0.00226885,0.09620157,0.01030141,0.55640154
-4.87143572,2.72763356,0.34677985,1.54832571,0.28103405,0.59358017,0.00217868,0.10013647,0.01076901,0.57041201
-4.86543272,2.76512347,0.36003377,1.54937594,0.29492327,0.61116709,0.00208912,0.10421688,0.01126821,0.58438598
-4.85942971,2.80338796,0.37371892,1.55127832,0.30978636,0.62808495,0.00200125,0.10842089,0.01179946,0.59818988
-4.85342671,2.84262972,0.38769951,1.55447207,0.32556485,0.64422780,0.00191618,0.11272017,0.01236283,0.61168021
-4.84742371,2.88304482,0.40181899,1.55940292,0.34218207,0.65949940,0.00183502,0.11707979,0.01295797,0.62470394
-4.84142071,2.92481355,0.41590134,1.56651378,0.35954266,0.67381363,0.00175889,0.12145829,0.01358399,0.63709954
-4.83541771,2.96809372,0.42975336,1.57623644,0.37753298,0.68709486,0.00168890,0.12580817,0.01423948,0.64869878
-4.82941471,3.01301688,0.44316823,1.58898463,0.39602249,0.69927831,0.00162611,0.13007682,0.01492244,0.65932935
-4.82341171,3.05968772,0.45593000,1.60514875,0.41486604,0.71031069,0.00157157,0.13420777,0.01563033,0.66881839
-4.81740870,3.10818649,0.46781920,1.62509208,0.43390698,0.72015079,0.00152624,0.13814230,0.01636015,0.67699677
-4.81140570,3.15857405,0.47861920,1.64914830,0.45298103,0.72877029,0.00149105,0.14182138,0.01710844,0.68370403
-4.80540270,3.21089866,0.48812308,1.67761998,0.47192072,0.73615455,0.00146683,0.14518770,0.01787146,0.68879377
-4.79939970,3.26520377,0.49614083,1.71077760,0.49056002,0.74230329,0.00145434,0.14818786,0.01864519,0.69213917
-4.79339670,3.32153542,0.50250630,1.74885836,0.50873907,0.74723114,0.00145425,0.15077450,0.01942551,0.69363839
-4.78739370,3.37994822,0.50708374,1.79206449,0.52630864,0.75096769,0.00146713,0.15290826,0.02020822,0.69321947
-4.78139070,3.44050859,0.50977341,1.84056016,0.54313408,0.75355726,0.00149344,0.15455949,0.02098912,0.69084444
-4.77538769,3.50329452,0.51051596,1.89446686,0.55909844,0.75505783,0.00153351,0.15570952,0.02176406,0.68651225
-4.76938469,3.56839082,0.50929540,1.95385674,0.57410472,0.75553950,0.00158756,0.15635155,0.02252891,0.68026043
-4.76338169,3.63587978,0.50614033,2.01874394,0.58807694,0.75508210,0.00165565,0.15649098,0.02327961,0.67216524
-4.75737869,3.70582700,0.50112338,2.08907391,0.60096016,0.75377220,0.00173769,0.15614515,0.02401205,0.66234016
-4.75137569,3.77826317,0.49435890,2.16471125,0.61271924,0.75169948,0.00183341,0.15534262,0.02472202,0.65093289
-4.74537269,3.85316237,0.48599892,2.24542655,0.62333666,0.74895271,0.00194236,0.15412186,0.02540517,0.63812091
-4.73936968,3.93041852,0.47622773,2.33088317,0.63280943,0.74561549,0.00206386,0.15252961,0.02605688,0.62410578
-4.73336668,4.00982133,0.46525514,2.42062481,0.64114533,0.74176200,0.00219703,0.15061877,0.02667221,0.60910658
-4.72736368,4.09103383,0.45330905,2.51406514,0.64835884,0.73745305,0.00234075,0.14844621,0.02724584,0.59335269
-4.72136068,4.17357319,0.44062750,2.61048052,0.65446691,0.73273272,0.00249368,0.14607037,0.02777203,0.57707648
-4.71535768,4.25679688,0.42745077,2.70900702,0.65948506,0.72762577,0.00265421,0.14354899,0.02824467,0.56050616
-4.70935468,4.33989572,0.41401389,2.80864248,0.66342391,0.72213619,0.00282053,0.14093695,0.02865733,0.54385922
-4.70335168,4.42189533,0.40053989,2.90825473,0.66628654,0.71624687,0.00299059,0.13828440,0.02900336,0.52733685
-4.69734867,4.50166680,0.38723415,3.00659607,0.66806677,0.70992066,0.00316217,0.13563533,0.02927610,0.51111950
-4.69134567,4.57794700,0.37428014,3.10232448,0.66874860,0.70310267,0.00333286,0.13302645,0.02946901,0.49536382
-4.68534267,4.64936836,0.36183650,3.19403102,0.66830681,0.69572392,0.00350017,0.13048675,0.02957601,0.48020113
-4.67933967,4.71449736,0.35003580,3.28027309,0.66670860,0.68770597,0.00366149,0.12803733,0.02959167,0.46573735
-4.67333667,4.77188024,0.33898456,3.35961236,0.66391643,0.67896649,0.00381426,0.12569189,0.02951154,0.45205418
-4.66733367,4.82009420,0.32876479,3.43065604,0.65989158,0.66942533,0.00395592,0.12345752,0.02933241,0.43921168
-4.66133067,4.85780162,0.31943647,3.49209995,0.65459849,0.65901084,0.00408404,0.12133590,0.02905254,0.42725154
-4.65532766,4.88380473,0.31104089,3.54277152,0.64800933,0.64766603,0.00419639,0.11932464,0.02867190,0.41620111
-4.64932466,4.89709806,0.30360455,3.58167069,0.64010875,0.63535418,0.00429098,0.11741892,0.02819235,0.40607767
-4.64332166,4.89691573,0.29714307,3.60800691,0.63089831,0.62206368,0.00436610,0.11561299,0.02761765,0.39689255
