energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.74787394,4.55043309,1.91789233,0.00000000,0.01729373,0.31271048,2.35858935,2.76049155,1.27587952,0.00000000
-5.74187094,4.44296433,1.86075576,0.00000000,0.01636136,0.30669985,2.31870399,2.69277115,1.25204061,0.00000000
-5.73586793,4.33441800,1.80052933,0.00000000,0.01538218,0.30085026,2.27799549,2.62543824,1.22805045,0.00000000
-5.72986493,4.22564155,1.73795526,0.00000000,0.01437208,0.29521686,2.23691931,2.55885787,1.20416960,0.00000000
-5.72386193,4.11739946,1.67374154,0.00000000,0.01334663,0.28984223,2.19587212,2.49335353,1.18062438,0.00000000
-5.71785893,4.01036099,1.60855059,0.00000000,0.01232058,0.28475595,2.15518702,2.42920237,1.15760271,0.00000000
-5.71185593,3.90509237,1.54299076,0.00000000,0.01130765,0.27997475,2.11513169,2.36663207,1.13525165,0.00000000
-5.70585293,3.80205297,1.47761057,0.00000000,0.01032017,0.27550314,2.07590906,2.30581923,1.11367654,0.00000000
-5.69984992,3.70159509,1.41289545,0.00000000,0.00936896,0.27133452,2.03766002,2.24688904,1.09294156,0.00000000
-5.69384692,3.60396677,1.34926668,0.00000000,0.00846312,0.26745253,2.00046753,2.18991611,1.07307144,0.00000000
-5.68784392,3.50931683,1.28708216,0.00000000,0.00761003,0.26383265,1.96436169,2.13492615,1.05405410,0.00000000
-5.68184092,3.41770155,1.22663856,0.00000000,0.00681528,0.26044378,1.92932508,2.08189825,1.03584390,0.00000000
-5.67583792,3.32909220,1.16817438,0.00000000,0.00608274,0.25724991,1.89529806,2.03076756,1.01836530,0.00000000
-5.66983492,3.24338305,1.11187365,0.00000000,0.00541463,0.25421146,1.86218359,1.98142824,1.00151674,0.00000000
-5.66383192,3.16039931,1.05786978,0.00000000,0.00481168,0.25128662,1.82985148,1.93373657,0.98517445,0.00000000
-5.65782891,3.07990490,1.00624946,0.00000000,0.00427324,0.24843229,1.79814205,1.88751418,0.96919632,0.00000000
-5.65182591,3.00160996,0.95705646,0.00000000,0.00379746,0.24560485,1.76686918,1.84255161,0.95342559,0.00000000
-5.64582291,2.92517831,0.91029517,0.00000000,0.00338152,0.24276065,1.73582318,1.79861208,0.93769455,0.00000000
-5.63981991,2.85023493,0.86593399,0.00000000,0.00302177,0.23985639,1.70477354,1.75543580,0.92182817,0.00000000
-5.63381691,2.77637390,0.82390871,0.00000000,0.00271393,0.23684928,1.67347214,1.71274494,0.90564783,0.00000000
-5.62781391,2.70316713,0.78412588,0.00000000,0.00245328,0.23369722,1.64165716,1.67024936,0.88897519,0.00000000
-5.62181091,2.63017400,0.74646637,0.00000000,0.00223485,0.23035897,1.60905783,1.62765317,0.87163628,0.00000000
-5.61580790,2.55695225,0.71078931,0.00000000,0.00205351,0.22679444,1.57540052,1.58466219,0.85346579,0.00000000
-5.60980490,2.48306995,0.67693643,0.00000000,0.00190417,0.22296510,1.54041588,1.54099214,0.83431158,0.00000000
-5.60380190,2.40811866,0.64473680,0.00000000,0.00178189,0.21883463,1.50384725,1.49637753,0.81403934,0.00000000
-5.59779890,2.33172721,0.61401208,0.00000000,0.00168196,0.21436970,1.46545986,1.45058077,0.79253725,0.00000000
-5.59179590,2.25357576,0.58458208,0.00000000,0.00159999,0.20954095,1.42505068,1.40340125,0.76972041,0.00000000
-5.58579290,2.17340955,0.55627053,0.00000000,0.00153197,0.20432417,1.38245823,1.35468404,0.74553502,0.00000000
-5.57978989,2.09105158,0.52891090,0.00000000,0.00147437,0.19870141,1.33757207,1.30432758,0.71996184,0.00000000
-5.57378689,2.00641351,0.50235192,0.00000000,0.00142408,0.19266227,1.29034111,1.25229005,0.69301889,0.00000000
-5.56778389,1.91950416,0.47646273,0.00000000,0.00137855,0.18620492,1.24078044,1.19859395,0.66476314,0.00000000
-5.56178089,1.83043485,0.45113732,0.00000000,0.00133568,0.17933702,1.18897597,1.14332857,0.63529097,0.00000000
-5.55577789,1.73942141,0.42629802,0.00000000,0.00129391,0.17207639,1.13508677,1.08665007,0.60473747,0.00000000
-5.54977489,1.64678221,0.40189804,0.00000000,0.00125218,0.16445125,1.07934455,1.02877913,0.57327433,0.00000000
-5.54377189,1.55293256,0.37792279,0.00000000,0.00120991,0.15650016,1.02205049,0.96999619,0.54110652,0.00000000
-5.53776888,1.45837536,0.35439002,0.00000000,0.00116700,0.14827148,0.96356932,0.91063433,0.50846788,0.00000000
-5.53176588,1.36368849,0.33134879,0.00000000,0.00112380,0.13982249,0.90432103,0.85107025,0.47561563,0.00000000
-5.52576288,1.26950960,0.30887745,0.00000000,0.00108111,0.13121805,0.84477046,0.79171361,0.44282431,0.00000000
-5.51975988,1.17651882,0.28708057,0.00000000,0.00104016,0.12252903,0.78541545,0.73299539,0.41037919,0.00000000
-5.51375688,1.08542046,0.26608520,0.00000000,0.00100260,0.11383039,0.72677404,0.67535555,0.37856957,0.00000000
-5.50775388,0.99692431,0.24603662,0.00000000,0.00097049,0.10519924,0.66937132,0.61923082,0.34768218,0.00000000
-5.50175088,0.91172756,0.22709366,0.00000000,0.00094633,0.09671271,0.61372663,0.56504300,0.31799509,0.00000000
-5.49574787,0.83049794,0.20942397,0.00000000,0.00093305,0.08844596,0.56034161,0.51318816,0.28977219,0.00000000
-5.48974487,0.75385882,0.19319934,0.00000000,0.00093402,0.08047027,0.50968952,0.46402742,0.26325850,0.00000000
-5.48374187,0.68237670,0.17859113,0.00000000,0.00095309,0.07285139,0.46220636,0.41787928,0.23867651,0.00000000
-5.47773887,0.61655136,0.16576607,0.00000000,0.00099462,0.06564813,0.41828376,0.37501392,0.21622336,0.00000000
-5.47173587,0.55680874,0.15488229,0.00000000,0.00106346,0.05891130,0.37826402,0.33564935,0.19606916,0.00000000
-5.46573287,0.50349653,0.14608578,0.00000000,0.00116502,0.05268295,0.34243691,0.29994953,0.17835602,0.00000000
-5.45972986,0.45688225,0.13950710,0.00000000,0.00130523,0.04699604,0.31103838,0.26802420,0.16319796,0.00000000
-5.45372686,0.41715331,0.13525836,0.00000000,0.00149054,0.04187435,0.28425072,0.23993023,0.15068137,0.00000000
-5.44772386,0.38441879,0.13343040,0.00000000,0.00172792,0.03733266,0.26220378,0.21567424,0.14086577,0.00000000
-5.44172086,0.35871236,0.13409009,0.00000000,0.00202474,0.03337726,0.24497710,0.19521615,0.13378489,0.00000000
-5.43571786,0.33999580,0.13727768,0.00000000,0.00238871,0.03000659,0.23260229,0.17847341,0.12944765,0.00000000
-5.42971486,0.32816287,0.14300422,0.00000000,0.00282772,0.02721192,0.22506546,0.16532554,0.12783904,0.00000000
-5.42371186,0.32304299,0.15124908,0.00000000,0.00334970,0.02497825,0.22230941,0.15561882,0.12892068,0.00000000
-5.41770885,0.32440457,0.16195747,0.00000000,0.00396232,0.02328509,0.22423520,0.14917088,0.13263110,0.00000000
-5.41170585,0.33195790,0.17503833,0.00000000,0.00467280,0.02210722,0.23070316,0.14577512,0.13888559,0.00000000
-5.40570285,0.34535759,0.19036240,0.00000000,0.00548755,0.02141545,0.24153316,0.14520479,0.14757583,0.00000000
-5.39969985,0.36420465,0.20776092,0.00000000,0.00641183,0.02117722,0.25650429,0.14721688,0.15856922,0.00000000
-5.39369685,0.38804857,0.22702495,0.00000000,0.00744941,0.02135710,0.27535411,0.15155575,0.17170820,0.00000000
-5.38769385,0.41638951,0.24790567,0.00000000,0.00860216,0.02191724,0.29777774,0.15795660,0.18680968,0.00000000
-5.38169085,0.44868132,0.27011563,0.00000000,0.00986969,0.02281768,0.32342709,0.16614903,0.20366473,0.00000000
-5.37568784,0.48433541,0.29333135,0.00000000,0.01124901,0.02401664,0.35191057,0.17586062,0.22203890,0.00000000
-5.36968484,0.52272603,0.31719716,0.00000000,0.01273419,0.02547074,0.38279372,0.18682082,0.24167317,0.00000000
-5.36368184,0.56319730,0.34133043,0.00000000,0.01431619,0.02713523,0.41560102,0.19876514,0.26228584,0.00000000
-5.35767884,0.60507204,0.36532827,0.00000000,0.01598263,0.02896424,0.44981928,0.21143973,0.28357547,0.00000000
-5.35167584,0.64766254,0.38877528,0.00000000,0.01771781,0.03091108,0.48490271,0.22460638,0.30522490,0.00000000
-5.34567284,0.69028330,0.41125259,0.00000000,0.01950273,0.03292859,0.52027997,0.23804777,0.32690640,0.00000000
-5.33966983,0.73226532,0.43234756,0.00000000,0.02131536,0.03496959,0.55536303,0.25157305,0.34828791,0.00000000
-5.33366683,0.77297179,0.45166407,0.00000000,0.02313091,0.03698744,0.58955788,0.26502330,0.36904016,0.00000000
-5.32766383,0.81181446,0.46883289,0.00000000,0.02492239,0.03893665,0.62227674,0.27827697,0.38884455,0.00000000
-5.32166083,0.84827019,0.48352179,0.00000000,0.02666116,0.04077358,0.65295155,0.29125469,0.40740143,0.00000000
-5.31565783,0.88189692,0.49544499,0.00000000,0.02831767,0.04245722,0.68104813,0.30392341,0.42443859,0.00000000
-5.30965483,0.91234824,0.50437149,0.00000000,0.02986226,0.04394996,0.70608058,0.31629945,0.43971941,0.00000000
-5.30365183,0.93938585,0.51013193,0.00000000,0.03126605,0.04521841,0.72762529,0.32845018,0.45305048,0.00000000
-5.29764882,0.96288912,0.51262377,0.00000000,0.03250181,0.04623411,0.74533383,0.34049403,0.46428819,0.00000000
-5.29164582,0.98286106,0.51181444,0.00000000,0.03354481,0.04697427,0.75894435,0.35259869,0.47334400,0.00000000
-5.28564282,0.99943030,0.50774240,0.00000000,0.03437372,0.04742231,0.76829065,0.36497728,0.48018808,0.00000000
-5.27963982,1.01284855,0.50051609,0.00000000,0.03497125,0.04756831,0.77330860,0.37788242,0.48485104,0.00000000
-5.27363682,1.02348351,0.49031071,0.00000000,0.03532482,0.04740930,0.77403957,0.39159830,0.48742367,0.00000000
-5.26763382,1.03180723,0.47736318,0.00000000,0.03542700,0.04694939,0.77063048,0.40643069,0.48805461,0.00000000
-5.26163082,1.03838020,0.46196539,0.00000000,0.03527579,0.04619966,0.76333056,0.42269544,0.48694591,0.00000000
-5.25562781,1.04383165,0.44445611,0.00000000,0.03487468,0.04517793,0.75248484,0.44070540,0.48434672,0.00000000
-5.24962481,1.04883690,0.42521191,0.00000000,0.03423258,0.04390831,0.73852459,0.46075655,0.48054539,0.00000000
-5.24362181,1.05409241,0.40463749,0.00000000,0.03336354,0.04242064,0.72195516,0.48311359,0.47586010,0.00000000
-5.23761881,1.06028979,0.38315590,0.00000000,0.03228621,0.04074977,0.70334177,0.50799571,0.47062867,0.00000000
-5.23161581,1.06808966,0.36119888,0.00000000,0.03102332,0.03893473,0.68329371,0.53556312,0.46519782,0.00000000
-5.22561281,1.07809677,0.33919780,0.00000000,0.02960089,0.03701788,0.66244787,0.56590486,0.45991238,0.00000000
-5.21960980,1.09083712,0.31757552,0.00000000,0.02804742,0.03504402,0.64145208,0.59902866,0.45510496,0.00000000
-5.21360680,1.10673847,0.29673916,0.00000000,0.02639304,0.03305944,0.62094909,0.63485330,0.45108650,0.00000000
-5.20760380,1.12611488,0.27707423,0.00000000,0.02466863,0.03111106,0.60156177,0.67320396,0.44813798,0.00000000
-5.20160080,1.14915607,0.25893995,0.00000000,0.02290499,0.02924565,0.58387993,0.71381097,0.44650377,0.00000000
-5.19559780,1.17592194,0.24266578,0.00000000,0.02113202,0.02750902,0.56844939,0.75631215,0.44638667,0.00000000
-5.18959480,1.20634263,0.22854909,0.00000000,0.01937807,0.02594538,0.55576330,0.80025881,0.44794483,0.00000000
-5.18359180,1.24022374,0.21685379,0.00000000,0.01766933,0.02459678,0.54625597,0.84512542,0.45129050,0.00000000
-5.17758879,1.27725664,0.20780969,0.00000000,0.01602938,0.02350253,0.54029905,0.89032252,0.45649061,0.00000000
-5.17158579,1.31703294,0.20161227,0.00000000,0.01447882,0.02269878,0.53819978,0.93521258,0.46356878,0.00000000
-5.16558279,1.35906247,0.19842277,0.00000000,0.01303508,0.02221813,0.54020113,0.97912806,0.47250861,0.00000000
-5.15957979,1.40279368,0.19836816,0.00000000,0.01171235,0.02208921,0.54648316,1.02139120,0.48325796,0.00000000
-5.15357679,1.44763517,0.20154084,0.00000000,0.01052153,0.02233633,0.55716523,1.06133436,0.49573357,0.00000000
-5.14757379,1.49297733,0.20799804,0.00000000,0.00947038,0.02297911,0.57230846,1.09832036,0.50982598,0.00000000
-5.14157079,1.53821284,0.21776048,0.00000000,0.00856365,0.02403203,0.59191794,1.13176169,0.52540404,0.00000000
-5.13556778,1.58275485,0.23081065,0.00000000,0.00780334,0.02550404,0.61594432,1.16113789,0.54231897,0.00000000
-5.12956478,1.62605215,0.24709047,0.00000000,0.00718889,0.02739809,0.64428433,1.18601019,0.56040749,0.00000000
-5.12356178,1.66760043,0.26649858,0.00000000,0.00671748,0.02971066,0.67678016,1.20603292,0.57949403,0.00000000
-5.11755878,1.70694937,0.28888746,0.00000000,0.00638429,0.03243130,0.71321768,1.22096108,0.59939191,0.00000000
-5.11155578,1.74370540,0.31406064,0.00000000,0.00618271,0.03554221,0.75332356,1.23065388,0.61990343,0.00000000
-5.10555278,1.77753036,0.34177034,0.00000000,0.00610458,0.03901784,0.79676177,1.23507422,0.64081933,0.00000000
-5.09954977,1.80813647,0.37171586,0.00000000,0.00614043,0.04282471,0.84312982,1.23428421,0.66191746,0.00000000
-5.09354677,1.83527851,0.40354315,0.00000000,0.00627961,0.04692127,0.89195543,1.22843713,0.68296137,0.00000000
-5.08754377,1.85874402,0.43684580,0.00000000,0.00651048,0.05125804,0.94269421,1.21776639,0.70369896,0.00000000
-5.08154077,1.87834258,0.47116780,0.00000000,0.00682059,0.05577792,0.99472922,1.20257222,0.72386163,0.00000000
-5.07553777,1.89389541,0.50600831,0.00000000,0.00719675,0.06041681,1.04737288,1.18320686,0.74316437,0.00000000
-5.06953477,1.90522629,0.54082850,0.00000000,0.00762529,0.06510452,1.09987194,1.16005906,0.76130698,0.00000000
-5.06353177,1.91215467,0.57506050,0.00000000,0.00809212,0.06976589,1.15141589,1.13353886,0.77797681,0.00000000
-5.05752876,1.91449199,0.60811829,0.00000000,0.00858297,0.07432229,1.20114905,1.10406330,0.79285304,0.00000000
-5.05152576,1.91204137,0.63941045,0.00000000,0.00908356,0.07869328,1.24818624,1.07204380,0.80561256,0.00000000
-5.04552276,1.90460122,0.66835411,0.00000000,0.00957981,0.08279853,1.29163193,1.03787571,0.81593737,0.00000000
-5.03951976,1.89197249,0.69438997,0.00000000,0.01005808,0.08655988,1.33060216,1.00193053,0.82352318,0.00000000
-5.03351676,1.87396921,0.71699749,0.00000000,0.01050543,0.08990342,1.36424864,0.96455067,0.82808895,0.00000000
-5.02751376,1.85043165,0.73570995,0.00000000,0.01090982,0.09276160,1.39178387,0.92604709,0.82938681,0.00000000
-5.02151076,1.82124128,0.75012840,0.00000000,0.01126042,0.09507526,1.41250640,0.88669941,0.82721199,0.00000000
-5.01550775,1.78633641,0.75993416,0.00000000,0.01154779,0.09679543,1.42582479,0.84675821,0.82141203,0.00000000
-5.00950475,1.74572744,0.76489910,0.00000000,0.01176413,0.09788485,1.43127925,0.80644916,0.81189489,0.00000000
-5.00350175,1.69951059,0.76489323,0.00000000,0.01190344,0.09831923,1.42855971,0.76597832,0.79863540,0.00000000
-4.99749875,1.64787911,0.75988929,0.00000000,0.01196164,0.09808802,1.41751936,0.72553823,0.78167956,0.00000000
-4.99149575,1.59113111,0.74996396,0.00000000,0.01193665,0.09719474,1.39818290,0.68531410,0.76114654,0.00000000
-4.98549275,1.52967334,0.73529571,0.00000000,0.01182843,0.09565693,1.37074887,0.64548968,0.73722802,0.00000000
-4.97948974,1.46402060,0.71615933,0.00000000,0.01163893,0.09350553,1.33558601,0.60625240,0.71018493,0.00000000
-4.97348674,1.39479057,0.69291733,0.00000000,0.01137197,0.09078390,1.29322356,0.56779741,0.68034168,0.00000000
-4.96748374,1.32269436,0.66600864,0.00000000,0.01103311,0.08754641,1.24433604,0.53033031,0.64807811,0.00000000
-4.96148074,1.24852307,0.63593510,0.00000000,0.01062945,0.08385670,1.18972309,0.49406851,0.61381950,0.00000000
-4.95547774,1.17313115,0.60324623,0.00000000,0.01016933,0.07978570,1.13028536,0.45924114,0.57802511,0.00000000
-4.94947474,1.09741721,0.56852313,0.00000000,0.00966213,0.07540944,1.06699752,0.42608767,0.54117576,0.00000000
-4.94347174,1.02230334,0.53236202,0.00000000,0.00911793,0.07080686,1.00087958,0.39485534,0.50376109,0.00000000
-4.93746873,0.94871375,0.49535804,0.00000000,0.00854720,0.06605756,0.93296786,0.36579566,0.46626682,0.00000000
-4.93146573,0.87755376,0.45809017,0.00000000,0.00796056,0.06123968,0.86428666,0.33916015,0.42916287,0.00000000
-4.92546273,0.80968990,0.42110743,0.00000000,0.00736845,0.05642799,0.79582193,0.31519565,0.39289241,0.00000000
-4.91945973,0.74593190,0.38491715,0.00000000,0.00678093,0.05169211,0.72849781,0.29413941,0.35786259,0.00000000
-4.91345673,0.68701708,0.34997533,0.00000000,0.00620745,0.04709520,0.66315671,0.27621407,0.32443691,0.00000000
-4.90745373,0.63359754,0.31667939,0.00000000,0.00565666,0.04269280,0.60054367,0.26162293,0.29292958,0.00000000
-4.90145073,0.58623044,0.28536349,0.00000000,0.00513632,0.03853208,0.54129507,0.25054541,0.26360184,0.00000000
-4.89544772,0.54537123,0.25629604,0.00000000,0.00465319,0.03465145,0.48593200,0.24313303,0.23666028,0.00000000
-4.88944472,0.51136997,0.22967965,0.00000000,0.00421301,0.03108045,0.43485784,0.23950583,0.21225689,0.00000000
-4.88344172,0.48447034,0.20565293,0.00000000,0.00382042,0.02783997,0.38836006,0.23974942,0.19049080,0.00000000
-4.87743872,0.46481119,0.18429404,0.00000000,0.00347908,0.02494266,0.34661549,0.24391257,0.17141133,0.00000000
-4.87143572,0.45243015,0.16562565,0.00000000,0.00319163,0.02239366,0.30969864,0.25200554,0.15502212,0.00000000
-4.86543272,0.44726916,0.14962091,0.00000000,0.00295976,0.02019144,0.27759247,0.26399909,0.14128603,0.00000000
-4.85942971,0.44918135,0.13621009,0.00000000,0.00278433,0.01832879,0.25020077,0.27982417,0.13013051,0.00000000
-4.85342671,0.45793920,0.12528760,0.00000000,0.00266536,0.01679387,0.22736178,0.29937251,0.12145325,0.00000000
-4.84742371,0.47324355,0.11671922,0.00000000,0.00260214,0.01557140,0.20886232,0.32249792,0.11512774,0.00000000
-4.84142071,0.49473336,0.11034906,0.00000000,0.00259327,0.01464374,0.19445186,0.34901854,0.11100870,0.00000000
-4.83541771,0.52199601,0.10600634,0.00000000,0.00263674,0.01399212,0.18385627,0.37871991,0.10893711,0.00000000
-4.82941471,0.55457805,0.10351165,0.00000000,0.00272992,0.01359765,0.17679074,0.41135902,0.10874489,0.00000000
-4.82341171,0.59199627,0.10268270,0.00000000,0.00286962,0.01344246,0.17297171,0.44666905,0.11025903,0.00000000
-4.81740870,0.63374893,0.10333954,0.00000000,0.00305210,0.01351069,0.17212747,0.48436505,0.11330527,0.00000000
-4.81140570,0.67932714,0.10530903,0.00000000,0.00327312,0.01378937,0.17400743,0.52415013,0.11771123,0.00000000
-4.80540270,0.72822607,0.10842885,0.00000000,0.00352791,0.01426929,0.17838990,0.56572219,0.12330915,0.00000000
-4.79939970,0.77995596,0.11255073,0.00000000,0.00381123,0.01494566,0.18508823,0.60878086,0.12993820,0.00000000
-4.79339670,0.83405258,0.11754317,0.00000000,0.00411742,0.01581879,0.19395549,0.65303446,0.13744641,0.00000000
-4.78739370,0.89008683,0.12329351,0.00000000,0.00444040,0.01689447,0.20488741,0.69820661,0.14569229,0.00000000
-4.78139070,0.94767327,0.12970940,0.00000000,0.00477376,0.01818429,0.21782379,0.74404227,0.15454614,0.00000000
-4.77538769,1.00647715,0.13671960,0.00000000,0.00511088,0.01970574,0.23274817,0.79031288,0.16389118,0.00000000
-4.76938469,1.06621960,0.14427419,0.00000000,0.00544496,0.02148212,0.24968596,0.83682023,0.17362430,0.00000000
-4.76338169,1.12668082,0.15234413,0.00000000,0.00576919,0.02354217,0.26870092,0.88339900,0.18365671,0.00000000
-4.75737869,1.18770076,0.16092007,0.00000000,0.00607687,0.02591954,0.28989006,0.92991768,0.19391419,0.00000000
-4.75137569,1.24917739,0.17001057,0.00000000,0.00636155,0.02865184,0.31337714,0.97627769,0.20433725,0.00000000
-4.74537269,1.31106229,0.17963956,0.00000000,0.00661716,0.03177958,0.33930472,1.02241094,0.21488083,0.00000000
-4.73936968,1.37335376,0.18984325,0.00000000,0.00683821,0.03534474,0.36782514,1.06827563,0.22551385,0.00000000
-4.73336668,1.43608751,0.20066630,0.00000000,0.00701990,0.03938906,0.39909054,1.11385067,0.23621845,0.00000000
-4.72736368,1.49932532,0.21215769,0.00000000,0.00715821,0.04395218,0.43324224,1.15912890,0.24698893,0.00000000
-4.72136068,1.56314214,0.22436596,0.00000000,0.00725009,0.04906951,0.47039988,1.20410946,0.25783046,0.00000000
-4.71535768,1.62761209,0.23733446,0.00000000,0.00729346,0.05477001,0.51065069,1.24878980,0.26875761,0.00000000
-4.70935468,1.69279417,0.25109639,0.00000000,0.00728732,0.06107394,0.55403939,1.29315759,0.27979270,0.00000000
-4.70335168,1.75871824,0.26567006,0.00000000,0.00723172,0.06799059,0.60055907,1.33718326,0.29096406,0.00000000
-4.69734867,1.82537217,0.28105456,0.00000000,0.00712781,0.07551620,0.65014362,1.38081340,0.30230426,0.00000000
-4.69134567,1.89269070,0.29722599,0.00000000,0.00697769,0.08363210,0.70266211,1.42396548,0.31384842,0.00000000
-4.68534267,1.96054675,0.31413455,0.00000000,0.00678442,0.09230324,0.75791542,1.46652434,0.32563254,0.00000000
-4.67933967,2.02874584,0.33170267,0.00000000,0.00655187,0.10147711,0.81563548,1.50834053,0.33769204,0.00000000
-4.67333667,2.09702370,0.34982429,0.00000000,0.00628458,0.11108331,0.87548722,1.54923076,0.35006048,0.00000000
-4.66733367,2.16504763,0.36836537,0.00000000,0.00598760,0.12103368,0.93707334,1.58898047,0.36276842,0.00000000
-4.66133067,2.23242136,0.38716585,0.00000000,0.00566639,0.13122315,0.99994163,1.62734836,0.37584250,0.00000000
-4.65532766,2.29869335,0.40604278,0.00000000,0.00532656,0.14153128,1.06359480,1.66407267,0.38930464,0.00000000
-4.64932466,2.36336811,0.42479470,0.00000000,0.00497379,0.15182453,1.12750214,1.69887895,0.40317131,0.00000000
-4.64332166,2.42591987,0.44320708,0.00000000,0.00461361,0.16195915,1.19111271,1.73148877,0.41745288,0.00000000
