energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.71185593,1.81954067,0.09863490,1.33655335,0.00389968,0.00509019,0.02030379,0.25319076,0.27344942,0.06068287
-5.70585293,1.83494852,0.10067264,1.34860164,0.00388277,0.00519469,0.02059196,0.25604699,0.27336821,0.06055230
-5.69984992,1.84295332,0.10231747,1.35578126,0.00384241,0.00527465,0.02074085,0.25777944,0.27159754,0.06012183
-5.69384692,1.84314135,0.10353150,1.35771355,0.00378004,0.00532981,0.02074890,0.25833025,0.26817709,0.05939313
-5.68784392,1.83523264,0.10428450,1.35409871,0.00369770,0.00536065,0.02061800,0.25766537,0.26318245,0.05837403
-5.68184092,1.81909773,0.10455554,1.34473050,0.00359794,0.00536838,0.02035346,0.25577738,0.25672371,0.05707867
-5.67583792,1.79477060,0.10433448,1.32950852,0.00348387,0.00535503,0.01996399,0.25268753,0.24894301,0.05552735
-5.66983492,1.76245686,0.10362314,1.30844750,0.00335899,0.00532346,0.01946155,0.24844693,0.24001126,0.05374633
-5.66383192,1.72253688,0.10243612,1.28168313,0.00322722,0.00527740,0.01886099,0.24313687,0.23012415,0.05176733
-5.65782891,1.67556347,0.10080126,1.24947402,0.00309278,0.00522146,0.01817979,0.23686818,0.21949751,0.04962696
-5.65182591,1.62225406,0.09875963,1.21219947,0.00296010,0.00516109,0.01743759,0.22977963,0.20836240,0.04736594
-5.64582291,1.56347762,0.09636512,1.17035324,0.00283380,0.00510259,0.01665574,0.22203545,0.19695992,0.04502827
-5.63981991,1.50023659,0.09368359,1.12453332,0.00271853,0.00505301,0.01585675,0.21382207,0.18553606,0.04266024
-5.63381691,1.43364455,0.09079157,1.07542803,0.00261894,0.00502012,0.01506381,0.20534406,0.17433666,0.04030950
-5.62781391,1.36490022,0.08777470,1.02379910,0.00253955,0.00501227,0.01430026,0.19681961,0.16360266,0.03802403
-5.62181091,1.29525881,0.08472574,0.97046214,0.00248471,0.00503831,0.01358904,0.18847547,0.15356576,0.03585112
-5.61580790,1.22600152,0.08174240,0.91626539,0.00245849,0.00510740,0.01295222,0.18054167,0.14444445,0.03383643
-5.60980490,1.15840425,0.07892499,0.86206746,0.00246459,0.00522888,0.01241057,0.17324604,0.13644063,0.03202311
-5.60380190,1.09370651,0.07637395,0.80871481,0.00250624,0.00541207,0.01198308,0.16680877,0.12973666,0.03045090
-5.59779890,1.03308129,0.07418738,0.75701986,0.00258616,0.00566601,0.01168662,0.16143709,0.12449294,0.02915542
-5.59179590,0.97760699,0.07245856,0.70774040,0.00270642,0.00599929,0.01153559,0.15732020,0.12084587,0.02816747
-5.58579290,0.92824194,0.07127365,0.66156090,0.00286840,0.00641978,0.01154161,0.15462461,0.11890631,0.02751247
-5.57978989,0.88580216,0.07070956,0.61907642,0.00307268,0.00693437,0.01171324,0.15348985,0.11875828,0.02720994
-5.57378689,0.85094305,0.07083198,0.58077933,0.00331899,0.00754871,0.01205584,0.15402486,0.12045805,0.02727316
-5.56778389,0.82414515,0.07169378,0.54704941,0.00360615,0.00826700,0.01257129,0.15630491,0.12403348,0.02770880
-5.56178089,0.80570435,0.07333363,0.51814727,0.00393200,0.00909169,0.01325797,0.16036926,0.12948358,0.02851675
-5.55577789,0.79572672,0.07577500,0.49421131,0.00429340,0.01002331,0.01411058,0.16621960,0.13677842,0.02969005
-5.54977489,0.79412794,0.07902550,0.47525810,0.00468623,0.01106031,0.01512022,0.17381922,0.14585917,0.03121485
-5.54377189,0.80063727,0.08307660,0.46118604,0.00510538,0.01219885,0.01627437,0.18309314,0.15663856,0.03307056
-5.53776888,0.81480594,0.08790362,0.45178213,0.00554483,0.01343280,0.01755704,0.19392901,0.16900160,0.03523011
-5.53176588,0.83601967,0.09346617,0.44673136,0.00599773,0.01475364,0.01894899,0.20617890,0.18280673,0.03766030
-5.52576288,0.86351506,0.09970882,0.44562863,0.00645653,0.01615053,0.02042795,0.21966203,0.19788734,0.04032233
-5.51975988,0.89639930,0.10656216,0.44799257,0.00691313,0.01761042,0.02196910,0.23416823,0.21405376,0.04317243
-5.51375688,0.93367285,0.11394403,0.45328084,0.00735902,0.01911820,0.02354545,0.24946220,0.23109578,0.04616265
-5.50775388,0.97425441,0.12176109,0.46090662,0.00778557,0.02065694,0.02512842,0.26528846,0.24878551,0.04924174
-5.50175088,1.01700757,0.12991045,0.47025553,0.00818418,0.02220822,0.02668847,0.28137684,0.26688082,0.05235614
-5.49574787,1.06076839,0.13828156,0.48070276,0.00854654,0.02375244,0.02819578,0.29744834,0.28512909,0.05545109
-5.48974487,1.10437320,0.14675815,0.49162975,0.00886492,0.02526924,0.02962096,0.31322127,0.30327132,0.05847174
-5.48374187,1.14668584,0.15522025,0.50244004,0.00913233,0.02673792,0.03093577,0.32841751,0.32104645,0.06136430
-5.47773887,1.18662357,0.16354617,0.51257385,0.00934277,0.02813791,0.03211390,0.34276848,0.33819591,0.06407723
-5.47173587,1.22318089,0.17161457,0.52152099,0.00949144,0.02944917,0.03313160,0.35602102,0.35446802,0.06656229
-5.46573287,1.25545062,0.17930639,0.52883181,0.00957483,0.03065269,0.03396836,0.36794263,0.36962248,0.06877559
-5.45972986,1.28264179,0.18650672,0.53412588,0.00959091,0.03173085,0.03460737,0.37832613,0.38343453,0.07067848
-5.45372686,1.30409362,0.19310664,0.53709826,0.00953911,0.03266782,0.03503604,0.38699358,0.39569884,0.07223830
-5.44772386,1.31928568,0.19900489,0.53752325,0.00942039,0.03344989,0.03524619,0.39379936,0.40623301,0.07342894
-5.44172086,1.32784374,0.20410942,0.53525564,0.00923716,0.03406573,0.03523427,0.39863228,0.41488058,0.07423130
-5.43571786,1.32954153,0.20833883,0.53022956,0.00899320,0.03450661,0.03500133,0.40141680,0.42151354,0.07463344
-5.42971486,1.32429859,0.21162373,0.52245507,0.00869351,0.03476652,0.03455286,0.40211338,0.42603422,0.07463064
-5.42371186,1.31217441,0.21390780,0.51201282,0.00834414,0.03484228,0.03389855,0.40071788,0.42837668,0.07422521
-5.41770885,1.29335949,0.21514886,0.49904702,0.00795199,0.03473353,0.03305186,0.39726028,0.42850740,0.07342619
-5.41170585,1.26816363,0.21531963,0.48375717,0.00752457,0.03444268,0.03202949,0.39180262,0.42642550,0.07224883
-5.40570285,1.23700225,0.21440836,0.46638896,0.00706974,0.03397482,0.03085086,0.38443644,0.42216227,0.07071404
-5.39969985,1.20038126,0.21241921,0.44722460,0.00659553,0.03333753,0.02953739,0.37527971,0.41578023,0.06884765
-5.39369685,1.15888106,0.20937239,0.42657326,0.00610983,0.03254073,0.02811190,0.36447347,0.40737163,0.06667967
-5.38769385,1.11314031,0.20530395,0.40476161,0.00562027,0.03159636,0.02659793,0.35217820,0.39705646,0.06424349
-5.38169085,1.06383993,0.20026542,0.38212517,0.00513395,0.03051818,0.02501908,0.33857008,0.38497993,0.06157503
-5.37568784,1.01168782,0.19432295,0.35900042,0.00465737,0.02932144,0.02339849,0.32383724,0.37130965,0.05871195
-5.36968484,0.95740456,0.18755623,0.33571802,0.00419625,0.02802256,0.02175825,0.30817600,0.35623227,0.05569285
-5.36368184,0.90171043,0.18005713,0.31259719,0.00375549,0.02663883,0.02011901,0.29178722,0.33994993,0.05255653
-5.35767884,0.84531389,0.17192787,0.28994136,0.00333911,0.02518804,0.01849960,0.27487289,0.32267635,0.04934128
-5.35167584,0.78890152,0.16327916,0.26803492,0.00295026,0.02368821,0.01691679,0.25763278,0.30463281,0.04608428
-5.34567284,0.73312956,0.15422786,0.24714123,0.00259122,0.02215721,0.01538515,0.24026144,0.28604396,0.04282100
-5.33966983,0.67861697,0.14489476,0.22750148,0.00226349,0.02061252,0.01391690,0.22294545,0.26713370,0.03958475
-5.33366683,0.62593979,0.13540200,0.20933444,0.00196780,0.01907093,0.01252197,0.20586091,0.24812109,0.03640629
-5.32766383,0.57562692,0.12587073,0.19283677,0.00170426,0.01754828,0.01120806,0.18917136,0.22921657,0.03331346
-5.32166083,0.52815694,0.11641867,0.17818381,0.00147242,0.01605930,0.00998074,0.17302595,0.21061837,0.03033097
-5.31565783,0.48395595,0.10715795,0.16553051,0.00127137,0.01461741,0.00884366,0.15755804,0.19250945,0.02748022
-5.30965483,0.44339632,0.09819308,0.15501242,0.00109986,0.01323463,0.00779876,0.14288415,0.17505485,0.02477922
-5.30365183,0.40679610,0.08961927,0.14674650,0.00095635,0.01192148,0.00684648,0.12910336,0.15839965,0.02224255
-5.29764882,0.37441900,0.08152110,0.14083171,0.00083915,0.01068702,0.00598604,0.11629700,0.14266753,0.01988145
-5.29164582,0.34647492,0.07397153,0.13734919,0.00074642,0.00953884,0.00521569,0.10452881,0.12795996,0.01770388
-5.28564282,0.32312083,0.06703133,0.13636205,0.00067630,0.00848318,0.00453296,0.09384547,0.11435600,0.01571476
-5.27963982,0.30446200,0.06074885,0.13791475,0.00062691,0.00752506,0.00393489,0.08427738,0.10191274,0.01391611
-5.27363682,0.29055356,0.05516027,0.14203215,0.00059639,0.00666846,0.00341829,0.07583982,0.09066625,0.01230738
-5.26763382,0.28140231,0.05029007,0.14871829,0.00058293,0.00591652,0.00297996,0.06853438,0.08063309,0.01088571
-5.26163082,0.27696889,0.04615188,0.15795500,0.00058478,0.00527178,0.00261683,0.06235050,0.07181213,0.00964622
-5.25562781,0.27717021,0.04274956,0.16970067,0.00060022,0.00473641,0.00232616,0.05726728,0.06418673,0.00858242
-5.24962481,0.28188236,0.04007849,0.18388908,0.00062760,0.00431251,0.00210568,0.05325528,0.05772714,0.00768643
-5.24362181,0.29094385,0.03812694,0.20042872,0.00066532,0.00400229,0.00195370,0.05027845,0.05239298,0.00694941
-5.23761881,0.30415941,0.03687760,0.21920266,0.00071176,0.00380830,0.00186915,0.04829598,0.04813575,0.00636181
-5.23161581,0.32130421,0.03630907,0.24006916,0.00076537,0.00373364,0.00185168,0.04726409,0.04490126,0.00591366
-5.22561281,0.34212863,0.03639735,0.26286305,0.00082457,0.00378210,0.00190159,0.04713771,0.04263193,0.00559488
-5.21960980,0.36636353,0.03711717,0.28739812,0.00088781,0.00395820,0.00201987,0.04787201,0.04126884,0.00539544
-5.21360680,0.39372580,0.03844334,0.31347027,0.00095352,0.00426726,0.00220810,0.04942366,0.04075357,0.00530563
-5.20760380,0.42392436,0.04035174,0.34086163,0.00102015,0.00471535,0.00246833,0.05175193,0.04102967,0.00531615
-5.20160080,0.45666614,0.04282032,0.36934529,0.00108617,0.00530915,0.00280298,0.05481945,0.04204387,0.00541827
-5.19559780,0.49166201,0.04582968,0.39869063,0.00115008,0.00605583,0.00321460,0.05859277,0.04374699,0.00560388
-5.18959480,0.52863241,0.04936355,0.42866892,0.00121045,0.00696273,0.00370574,0.06304251,0.04609442,0.00586554
-5.18359180,0.56731244,0.05340900,0.45905889,0.00126593,0.00803715,0.00427866,0.06814334,0.04904646,0.00619645
-5.17758879,0.60745611,0.05795634,0.48965208,0.00131529,0.00928594,0.00493510,0.07387358,0.05256832,0.00659047
-5.17158579,0.64883969,0.06299887,0.52025764,0.00135744,0.01071517,0.00567607,0.08021460,0.05662991,0.00704201
-5.16558279,0.69126386,0.06853238,0.55070630,0.00139147,0.01232980,0.00650155,0.08714995,0.06120560,0.00754596
-5.15957979,0.73455477,0.07455449,0.58085337,0.00141667,0.01413325,0.00741031,0.09466438,0.06627373,0.00809757
-5.15357679,0.77856384,0.08106390,0.61058057,0.00143256,0.01612718,0.00839973,0.10274272,0.07181630,0.00869238
-5.14757379,0.82316661,0.08805949,0.63979673,0.00143893,0.01831124,0.00946562,0.11136876,0.07781861,0.00932605
-5.14157079,0.86826072,0.09553951,0.66843733,0.00143581,0.02068292,0.01060222,0.12052413,0.08426913,0.00999430
-5.13556778,0.91376340,0.10350079,0.69646300,0.00142354,0.02323758,0.01180213,0.13018742,0.09115958,0.01069276
-5.12956478,0.95960871,0.11193805,0.72385731,0.00140272,0.02596855,0.01305646,0.14033347,0.09848523,0.01141698
-5.12356178,1.00574515,0.12084348,0.75062391,0.00137426,0.02886743,0.01435502,0.15093304,0.10624562,0.01216231
-5.11755878,1.05213376,0.13020649,0.77678354,0.00133935,0.03192452,0.01568657,0.16195278,0.11444551,0.01292392
-5.11155578,1.09874723,0.14001382,0.80237104,0.00129946,0.03512940,0.01703922,0.17335573,0.12309620,0.01369688
-5.10555278,1.14557021,0.15024986,0.82743275,0.00125636,0.03847163,0.01840089,0.18510220,0.13221711,0.01447616
-5.09954977,1.19260094,0.16089735,0.85202448,0.00121207,0.04194156,0.01975981,0.19715113,0.14183753,0.01525682
-5.09354677,1.23985420,0.17193831,0.87621022,0.00116887,0.04553115,0.02110514,0.20946181,0.15199839,0.01603411
-5.08754377,1.28736535,0.18335511,0.90006156,0.00112935,0.04923488,0.02242752,0.22199588,0.16275394,0.01680369
-5.08154077,1.33519510,0.19513176,0.92365795,0.00109635,0.05305048,0.02371962,0.23471959,0.17417317,0.01756180
-5.07553777,1.38343456,0.20725505,0.94708738,0.00107299,0.05697962,0.02497675,0.24760601,0.18634071,0.01830552
-5.06953477,1.43220973,0.21971572,0.97044737,0.00106272,0.06102838,0.02619722,0.26063714,0.19935697,0.01903293
-5.06353177,1.48168494,0.23250926,0.99384591,0.00106929,0.06520744,0.02738271,0.27380573,0.21333742,0.01974335
-5.05752876,1.53206425,0.24563635,1.01740187,0.00109684,0.06953198,0.02853843,0.28711655,0.22841079,0.02043744
-5.05152576,1.58359019,0.25910277,1.04124461,0.00114986,0.07402124,0.02967313,0.30058705,0.24471596,0.02111735
-5.04552276,1.63653933,0.27291875,1.06551226,0.00123327,0.07869763,0.03079891,0.31424719,0.26239759,0.02178675
-5.03951976,1.69121394,0.28709762,1.09034849,0.00135242,0.08358550,0.03193085,0.32813844,0.28160042,0.02245080
-5.03351676,1.74792993,0.30165379,1.11589759,0.00151311,0.08870954,0.03308640,0.34231172,0.30246229,0.02311607
-5.02751376,1.80700076,0.31660004,1.14229765,0.00172160,0.09409285,0.03428460,0.35682455,0.32510611,0.02379032
-5.02151076,1.86871797,0.33194433,1.16967213,0.00198458,0.09975476,0.03554519,0.37173720,0.34963104,0.02448231
-5.01550775,1.93332888,0.34768611,1.19812000,0.00230913,0.10570847,0.03688754,0.38710822,0.37610315,0.02520136
-5.00950475,2.00101233,0.36381237,1.22770486,0.00270264,0.11195873,0.03832950,0.40298932,0.40454608,0.02595707
-5.00350175,2.07185397,0.38029375,1.25844366,0.00317272,0.11849950,0.03988626,0.41941998,0.43493219,0.02675878
-4.99749875,2.14582208,0.39708075,1.29029570,0.00372702,0.12531198,0.04156923,0.43642206,0.46717461,0.02761517
-4.99149575,2.22274573,0.41410052,1.32315257,0.00437307,0.13236293,0.04338499,0.45399455,0.50112094,0.02853372
-4.98549275,2.30229662,0.43125436,1.35682990,0.00511801,0.13960352,0.04533445,0.47210898,0.53654881,0.02952023
-4.97948974,2.38397607,0.44841617,1.39106159,0.00596834,0.14696888,0.04741208,0.49070558,0.57316403,0.03057840
-4.97348674,2.46710831,0.46543209,1.42549717,0.00692961,0.15437825,0.04960559,0.50969060,0.61060147,0.03170941
-4.96748374,2.55084112,0.48212154,1.45970280,0.00800604,0.16173606,0.05189567,0.52893488,0.64842904,0.03291159
-4.96148074,2.63415438,0.49827955,1.49316618,0.00920021,0.16893366,0.05425624,0.54827388,0.68615471,0.03418015
-4.95547774,2.71587667,0.51368060,1.52530561,0.01051262,0.17585194,0.05665481,0.56750933,0.72323662,0.03550709
-4.94947474,2.79470987,0.52808377,1.55548290,0.01194142,0.18236455,0.05905333,0.58641235,0.75909599,0.03688113
-4.94347174,2.86926092,0.54123906,1.58301999,0.01348200,0.18834180,0.06140915,0.60472806,0.79313237,0.03828778
-4.93746873,2.93807975,0.55289478,1.60721853,0.01512676,0.19365492,0.06367633,0.62218166,0.82474076,0.03970959
-4.93146573,2.99970203,0.56280548,1.62738185,0.01686488,0.19818060,0.06580704,0.63848549,0.85332987,0.04112641
-4.92546273,3.05269492,0.57074037,1.64283825,0.01868221,0.20180558,0.06775318,0.65334710,0.87834076,0.04251589
-4.91945973,3.09570388,0.57649157,1.65296474,0.02056122,0.20443106,0.06946797,0.66647787,0.89926511,0.04385392
-4.91345673,3.12749878,0.57988214,1.65721008,0.02248117,0.20597672,0.07090752,0.67760183,0.91566228,0.04511533
-4.90745373,3.14701699,0.58077314,1.65511612,0.02441828,0.20638417,0.07203241,0.68646443,0.92717429,0.04627447
-4.90145073,3.15340190,0.57906973,1.64633654,0.02634617,0.20561968,0.07280897,0.69284086,0.93353834,0.04730598
-4.89544772,3.14603496,0.57472580,1.63065202,0.02823633,0.20367593,0.07321048,0.69654357,0.93459588,0.04818552
-4.88944472,3.12456013,0.56774695,1.60798127,0.03005877,0.20057285,0.07321802,0.69742879,0.93029830,0.04889046
-4.88344172,3.08889962,0.55819177,1.57838737,0.03178276,0.19635742,0.07282108,0.69540164,0.92070864,0.04940060
-4.87743872,3.03926041,0.54617120,1.54207934,0.03337769,0.19110246,0.07201786,0.69041990,0.90599951,0.04969878
-4.87143572,2.97613137,0.53184607,1.49940871,0.03481390,0.18490440,0.07081520,0.68249601,0.88644724,0.04977145
-4.86543272,2.90027142,0.51542301,1.45086149,0.03606364,0.17788030,0.06922831,0.67169745,0.86242262,0.04960915
-4.85942971,2.81268911,0.49714870,1.39704595,0.03710191,0.17016407,0.06728013,0.65814548,0.83437877,0.04920678
-4.85342671,2.71461498,0.47730289,1.33867674,0.03790734,0.16190222,0.06500048,0.64201211,0.80283649,0.04856386
-4.84742371,2.60746771,0.45619044,1.27655620,0.03846286,0.15324919,0.06242506,0.62351569,0.76836800,0.04768458
-4.84142071,2.49281566,0.43413264,1.21155363,0.03875636,0.14436270,0.05959421,0.60291511,0.73157963,0.04657771
-4.83541771,2.37233543,0.41145822,1.14458351,0.03878109,0.13539896,0.05655170,0.58050286,0.69309422,0.04525641
-4.82941471,2.24776904,0.38849444,1.07658343,0.03853596,0.12650830,0.05334337,0.55659730,0.65353385,0.04373782
-4.82341171,2.12088128,0.36555841,1.00849266,0.03802554,0.11783117,0.05001585,0.53153420,0.61350359,0.04204269
-4.81740870,1.99341880,0.34294921,0.94123209,0.03725999,0.10949460,0.04661536,0.50565817,0.57357685,0.04019470
-4.81140570,1.86707219,0.32094086,0.87568614,0.03625471,0.10160953,0.04318655,0.47931392,0.53428256,0.03821990
-4.80540270,1.74344214,0.29977634,0.81268715,0.03502979,0.09426863,0.03977157,0.45283792,0.49609477,0.03614597
-4.79939970,1.62401061,0.27966305,0.75300256,0.03360941,0.08754503,0.03640918,0.42655060,0.45942463,0.03400147
-4.79339670,1.51011745,0.26076952,0.69732504,0.03202102,0.08149177,0.03313418,0.40074937,0.42461498,0.03181518
-4.78739370,1.40294291,0.24322361,0.64626567,0.03029447,0.07614196,0.02997690,0.37570267,0.39193755,0.02961531
-4.78139070,1.30349607,0.22711208,0.60034986,0.02846110,0.07150955,0.02696295,0.35164519,0.36159244,0.02742895
-4.77538769,1.21260890,0.21248151,0.56001596,0.02655282,0.06759075,0.02411309,0.32877450,0.33370997,0.02528141
-4.76938469,1.13093580,0.19934045,0.52561611,0.02460122,0.06436586,0.02144332,0.30724896,0.30835446,0.02319579
-4.76338169,1.05895778,0.18766266,0.49741902,0.02263673,0.06180150,0.01896500,0.28718710,0.28552960,0.02119259
-4.75737869,0.99699086,0.17739120,0.47561411,0.02068791,0.05985305,0.01668521,0.26866829,0.26518523,0.01928943
-4.75137569,0.94519770,0.16844334,0.46031670,0.01878083,0.05846722,0.01460712,0.25173474,0.24722506,0.01750089
-4.74537269,0.90360184,0.16071576,0.45157384,0.01693862,0.05758470,0.01273040,0.23639450,0.23151499,0.01583848
-4.73936968,0.87210349,0.15409025,0.44937027,0.01518107,0.05714266,0.01105177,0.22262552,0.21789175,0.01431070
-4.73336668,0.85049641,0.14843925,0.45363438,0.01352453,0.05707716,0.00956546,0.21038027,0.20617147,0.01292317
-4.72736368,0.83848483,0.14363141,0.46424378,0.01198176,0.05732522,0.00826375,0.19959098,0.19615800,0.01167885
-4.72136068,0.83570007,0.13953672,0.48103049,0.01056208,0.05782674,0.00713742,0.19017499,0.18765062,0.01057836
-4.71535768,0.84171618,0.13603114,0.50378557,0.00927147,0.05852593,0.00617622,0.18204026,0.18045104,0.00962027
-4.70935468,0.85606434,0.13300069,0.53226320,0.00811287,0.05937253,0.00536929,0.17509049,0.17436949,0.00880149
-4.70335168,0.87824570,0.13034476,0.56618441,0.00708647,0.06032252,0.00470549,0.16922999,0.16922984,0.00811758
-4.69734867,0.90774267,0.12797860,0.60524047,0.00619010,0.06133858,0.00417371,0.16436792,0.16487355,0.00756317
-4.69134567,0.94402854,0.12583509,0.64909621,0.00541957,0.06239016,0.00376314,0.16042186,0.16116270,0.00713225
-4.68534267,0.98657568,0.12386564,0.69739339,0.00476914,0.06345328,0.00346344,0.15732059,0.15798181,0.00681847
-4.67933967,1.03486234,0.12204034,0.74975443,0.00423182,0.06451008,0.00326488,0.15500612,0.15523877,0.00661547
-4.67333667,1.08837854,0.12034746,0.80578651,0.00379975,0.06554812,0.00315845,0.15343488,0.15286480,0.00651704
-4.66733367,1.14663102,0.11879229,0.86508634,0.00346456,0.06655962,0.00313591,0.15257815,0.15081360,0.00651729
-4.66133067,1.20914776,0.11739553,0.92724557,0.00321764,0.06754059,0.00318977,0.15242182,0.14905988,0.00661085
-4.65532766,1.27548212,0.11619129,0.99185691,0.00305036,0.06848994,0.00331332,0.15296545,0.14759729,0.00679288
-4.64932466,1.34521685,0.11522485,1.05852090,0.00295434,0.06940861,0.00350057,0.15422094,0.14643597,0.00705914
-4.64332166,1.41796795,0.11455023,1.12685311,0.00292163,0.07029888,0.00374617,0.15621062,0.14559978,0.00740597
