energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.45372686,4.58580321,0.00852173,0.06486908,1.53186546,1.60029634,0.01751536,3.08350629,0.45469487,0.38923581
-5.44772386,4.57818836,0.00850718,0.06281107,1.51445072,1.61612115,0.01741570,3.07520409,0.45117898,0.38353274
-5.44172086,4.55425328,0.00850280,0.06052702,1.49211634,1.62582485,0.01721437,3.05607667,0.44653211,0.37649797
-5.43571786,4.51354145,0.00850108,0.05804529,1.46481508,1.62907759,0.01691431,3.02582520,0.44064754,0.36816444
-5.42971486,4.45585927,0.00849490,0.05539676,1.43259585,1.62563153,0.01652027,2.98433145,0.43344928,0.35858633
-5.42371186,4.38128114,0.00847771,0.05261396,1.39560099,1.61532859,0.01603860,2.93166041,0.42489331,0.34783774
-5.41770885,4.29014836,0.00844365,0.04973030,1.35406097,1.59810663,0.01547717,2.86805859,0.41496780,0.33601077
-5.41170585,4.18306213,0.00838764,0.04677922,1.30828699,1.57400377,0.01484504,2.79394814,0.40369245,0.32321323
-5.40570285,4.06087113,0.00830553,0.04379344,1.25866175,1.54316069,0.01415227,2.70991732,0.39111695,0.30956609
-5.39969985,3.92465404,0.00819409,0.04080430,1.20562905,1.50582062,0.01340964,2.61670758,0.37731884,0.29520072
-5.39369685,3.77569747,0.00805113,0.03784120,1.14968246,1.46232693,0.01262830,2.51519762,0.36240071,0.28025608
-5.38769385,3.61546994,0.00787545,0.03493112,1.09135348,1.41311817,0.01181958,2.40638493,0.34648692,0.26487583
-5.38169085,3.44559229,0.00766687,0.03209832,1.03119957,1.35872065,0.01099463,2.29136521,0.32972000,0.24920565
-5.37568784,3.26780537,0.00742616,0.02936410,0.96979236,1.29973857,0.01016420,2.17131003,0.31225673,0.23339057
-5.36968484,3.08393553,0.00715502,0.02674672,0.90770621,1.23684203,0.00933841,2.04744348,0.29426410,0.21757260
-5.36368184,2.89585895,0.00685594,0.02426142,0.84550745,1.17075304,0.00852654,1.92101805,0.27591518,0.20188848
-5.35767884,2.70546539,0.00653211,0.02192049,0.78374447,1.10223018,0.00773690,1.79329059,0.25738511,0.18646782
-5.35167584,2.51462255,0.00618733,0.01973347,0.72293873,1.03205222,0.00697670,1.66549872,0.23884712,0.17143139
-5.34567284,2.32514180,0.00582581,0.01770737,0.66357703,0.96100138,0.00625194,1.53883847,0.22046894,0.15688982
-5.33966983,2.13874627,0.00545209,0.01584696,0.60610495,0.88984669,0.00556747,1.41444354,0.20240940,0.14294250
-5.33366683,1.95704221,0.00507082,0.01415506,0.55092166,0.81932817,0.00492689,1.29336699,0.18481558,0.12967687
-5.32766383,1.78149437,0.00468671,0.01263281,0.49837608,0.75014229,0.00433268,1.17656554,0.16782031,0.11716797
-5.32166083,1.61340598,0.00430431,0.01128002,0.44876454,0.68292917,0.00378620,1.06488710,0.15154029,0.10547820
-5.31565783,1.45390393,0.00392796,0.01009541,0.40232973,0.61826211,0.00328785,0.95906168,0.13607474,0.09465747
-5.30965483,1.30392924,0.00356163,0.00907685,0.35926107,0.55663941,0.00283711,0.85969583,0.12150463,0.08474349
-5.30365183,1.16423301,0.00320891,0.00822162,0.31969625,0.49847905,0.00243274,0.76727066,0.10789246,0.07576229
-5.29764882,1.03537758,0.00287288,0.00752651,0.28372397,0.44411588,0.00207284,0.68214323,0.09528266,0.06772891
-5.29164582,0.91774254,0.00255613,0.00698802,0.25138754,0.39380155,0.00175503,0.60455108,0.08370236,0.06064821
-5.28564282,0.81153503,0.00226073,0.00660236,0.22268933,0.34770681,0.00147656,0.53461948,0.07316274,0.05451580
-5.27963982,0.71680361,0.00198824,0.00636554,0.19759567,0.30592596,0.00123442,0.47237100,0.06366061,0.04931898
-5.27363682,0.63345484,0.00173974,0.00627335,0.17604216,0.26848305,0.00102547,0.41773673,0.05518037,0.04503768
-5.26763382,0.56127183,0.00151587,0.00632132,0.15793906,0.23533947,0.00084649,0.37056861,0.04769603,0.04164543
-5.26163082,0.49993365,0.00131690,0.00650459,0.14317656,0.20640245,0.00069434,0.33065240,0.04117343,0.03911020
-5.25562781,0.44903494,0.00114277,0.00681790,0.13162977,0.18153403,0.00056593,0.29772055,0.03557238,0.03739525
-5.24962481,0.40810487,0.00099320,0.00725539,0.12316320,0.16056016,0.00045835,0.27146457,0.03084872,0.03645976
-5.24362181,0.37662470,0.00086773,0.00781052,0.11763473,0.14327944,0.00036888,0.25154644,0.02695624,0.03625950
-5.23761881,0.35404362,0.00076578,0.00847595,0.11489871,0.12947131,0.00029500,0.23760872,0.02384829,0.03674732
-5.23161581,0.33979214,0.00068674,0.00924339,0.11480841,0.11890330,0.00023443,0.22928305,0.02147924,0.03787353
-5.22561281,0.33329313,0.00063002,0.01010357,0.11721763,0.11133732,0.00018513,0.22619696,0.01980544,0.03958628
-5.21960980,0.33397011,0.00059507,0.01104616,0.12198145,0.10653480,0.00014528,0.22797890,0.01878601,0.04183181
-5.21360680,0.34125308,0.00058142,0.01205974,0.12895632,0.10426054,0.00011330,0.23426145,0.01838320,0.04455469
-5.20760380,0.35458178,0.00058870,0.01313186,0.13799942,0.10428554,0.00008781,0.24468300,0.01856239,0.04769809
-5.20160080,0.37340692,0.00061665,0.01424910,0.14896744,0.10638860,0.00006765,0.25888789,0.01929185,0.05120396
-5.19559780,0.39718949,0.00066508,0.01539719,0.16171490,0.11035710,0.00005181,0.27652537,0.02054220,0.05501334
-5.18959480,0.42539867,0.00073389,0.01656122,0.17609227,0.11598681,0.00003945,0.29724760,0.02228557,0.05906661
-5.18359180,0.45750873,0.00082297,0.01772584,0.19194379,0.12308118,0.00002988,0.32070710,0.02449473,0.06330394
-5.17758879,0.49299547,0.00093221,0.01887552,0.20910540,0.13145015,0.00002252,0.34655381,0.02714192,0.06766559
-5.17158579,0.53133255,0.00106142,0.01999489,0.22740289,0.14090866,0.00001690,0.37443230,0.03019780,0.07209249
-5.16558279,0.57198821,0.00121025,0.02106903,0.24665030,0.15127519,0.00001266,0.40397923,0.03363031,0.07652675
-5.15957979,0.61442286,0.00137817,0.02208384,0.26664896,0.16237037,0.00000947,0.43482158,0.03740367,0.08091224
-5.15357679,0.65808777,0.00156438,0.02302637,0.28718706,0.17401585,0.00000711,0.46657565,0.04147750,0.08519526
-5.14757379,0.70242533,0.00176775,0.02388520,0.30804011,0.18603362,0.00000537,0.49884741,0.04580619,0.08932523
-5.14157079,0.74687096,0.00198677,0.02465073,0.32897218,0.19824588,0.00000412,0.53123393,0.05033848,0.09325543
-5.13556778,0.79085694,0.00221956,0.02531552,0.34973810,0.21047542,0.00000324,0.56332640,0.05501742,0.09694365
-5.12956478,0.83381809,0.00246377,0.02587454,0.37008659,0.22254673,0.00000264,0.59471446,0.05978058,0.10035303
-5.12356178,0.87519933,0.00271664,0.02632537,0.38976428,0.23428764,0.00000226,0.62499195,0.06456065,0.10345266
-5.11755878,0.91446484,0.00297499,0.02666843,0.40852051,0.24553164,0.00000206,0.65376390,0.06928640,0.10621835
-5.11155578,0.95110864,0.00323526,0.02690706,0.42611283,0.25612061,0.00000200,0.68065449,0.07388391,0.10863319
-5.10555278,0.98466610,0.00349356,0.02704754,0.44231299,0.26590798,0.00000207,0.70531579,0.07827812,0.11068809
-5.09954977,1.01472589,0.00374578,0.02709912,0.45691312,0.27476216,0.00000227,0.72743675,0.08239459,0.11238224
-5.09354677,1.04094185,0.00398763,0.02707391,0.46973190,0.28256992,0.00000258,0.74675221,0.08616146,0.11372338
-5.08754377,1.06304415,0.00421480,0.02698672,0.48062045,0.28923975,0.00000303,0.76305128,0.08951141,0.11472794
-5.08154077,1.08084905,0.00442305,0.02685478,0.48946758,0.29470482,0.00000363,0.77618476,0.09238374,0.11542097
-5.07553777,1.09426668,0.00460834,0.02669752,0.49620407,0.29892547,0.00000442,0.78607109,0.09472622,0.11583585
-5.06953477,1.10330627,0.00476697,0.02653607,0.50080581,0.30189094,0.00000543,0.79270037,0.09649686,0.11601379
-5.06353177,1.10807839,0.00489570,0.02639290,0.50329552,0.30362033,0.00000672,0.79613626,0.09766539,0.11600302
-5.05752876,1.10879370,0.00499182,0.02629128,0.50374288,0.30416254,0.00000833,0.79651527,0.09821440,0.11585770
-5.05152576,1.10575829,0.00505330,0.02625469,0.50226299,0.30359520,0.00001035,0.79404361,0.09814005,0.11563669
-5.04552276,1.09936529,0.00507881,0.02630623,0.49901309,0.30202259,0.00001284,0.78899126,0.09745246,0.11540189
-5.03951976,1.09008322,0.00506780,0.02646799,0.49418775,0.29957250,0.00001591,0.78168377,0.09617549,0.11521653
-5.03351676,1.07844120,0.00502050,0.02676041,0.48801258,0.29639223,0.00001965,0.77249168,0.09434623,0.11514323
-5.02751376,1.06501174,0.00493793,0.02720162,0.48073670,0.29264385,0.00002418,0.76181835,0.09201395,0.11524194
-5.02151076,1.05039174,0.00482185,0.02780686,0.47262445,0.28849883,0.00002963,0.75008635,0.08923871,0.11556788
-5.01550775,1.03518251,0.00467468,0.02858788,0.46394647,0.28413239,0.00003612,0.73772334,0.08608963,0.11616959
-5.00950475,1.01996976,0.00449946,0.02955251,0.45497077,0.27971774,0.00004379,0.72514783,0.08264291,0.11708703
-5.00350175,1.00530444,0.00429971,0.03070427,0.44595412,0.27542049,0.00005279,0.71275562,0.07897968,0.11835003
-4.99749875,0.99168526,0.00407932,0.03204206,0.43713417,0.27139349,0.00006325,0.70090756,0.07518373,0.11997695
-4.99149575,0.97954389,0.00384243,0.03356010,0.42872263,0.26777232,0.00007531,0.68991906,0.07133928,0.12197390
-4.98549275,0.96923331,0.00359331,0.03524790,0.42089991,0.26467166,0.00008908,0.68005206,0.06752878,0.12433423
-4.97948974,0.96101995,0.00333620,0.03709048,0.41381139,0.26218258,0.00010469,0.67150965,0.06383095,0.12703872
-4.97348674,0.95507987,0.00307525,0.03906868,0.40756542,0.26037109,0.00012222,0.66443347,0.06031891,0.13005613
-4.96748374,0.95149912,0.00281436,0.04115968,0.40223316,0.25927766,0.00014172,0.65890421,0.05705869,0.13334438
-4.96148074,0.95027812,0.00255710,0.04333766,0.39785018,0.25891800,0.00016322,0.65494480,0.05410805,0.13685209
-4.95547774,0.95133969,0.00230667,0.04557451,0.39441958,0.25928479,0.00018671,0.65252615,0.05151550,0.14052065
-4.94947474,0.95454023,0.00206583,0.04784075,0.39191651,0.26035038,0.00021214,0.65157507,0.04931981,0.14428651
-4.94347174,0.95968326,0.00183684,0.05010642,0.39029366,0.26207014,0.00023941,0.65198370,0.04754975,0.14808373
-4.93746873,0.96653465,0.00162151,0.05234206,0.38948745,0.26438639,0.00026838,0.65362003,0.04622417,0.15184663
-4.93146573,0.97483837,0.00142114,0.05451962,0.38942442,0.26723254,0.00029886,0.65633865,0.04535230,0.15551238
-4.92546273,0.98433219,0.00123659,0.05661336,0.39002750,0.27053725,0.00033063,0.65999129,0.04493437,0.15902347
-4.91945973,0.99476209,0.00106828,0.05860066,0.39122180,0.27422841,0.00036342,0.66443638,0.04496232,0.16232982
-4.91345673,1.00589487,0.00091625,0.06046264,0.39293942,0.27823663,0.00039697,0.66954709,0.04542068,0.16539060
-4.90745373,1.01752808,0.00078021,0.06218467,0.39512327,0.28249811,0.00043098,0.67521745,0.04628759,0.16817542
-4.90145073,1.02949686,0.00065959,0.06375667,0.39772945,0.28695672,0.00046516,0.68136626,0.04753576,0.17066512
-4.89544772,1.04167740,0.00055362,0.06517322,0.40072819,0.29156522,0.00049925,0.68793837,0.04913346,0.17285187
-4.88944472,1.05398680,0.00046134,0.06643344,0.40410337,0.29628555,0.00053302,0.69490362,0.05104549,0.17473870
-4.88344172,1.06637955,0.00038168,0.06754067,0.40785050,0.30108816,0.00056631,0.70225333,0.05323405,0.17633850
-4.87743872,1.07884090,0.00031351,0.06850197,0.41197361,0.30595060,0.00059901,0.70999465,0.05565948,0.17767249
-4.87143572,1.09137760,0.00025566,0.06932748,0.41648099,0.31085533,0.00063114,0.71814323,0.05828089,0.17876824
-4.86543272,1.10400668,0.00020699,0.07002957,0.42138028,0.31578698,0.00066281,0.72671466,0.06105672,0.17965746
-4.85942971,1.11674310,0.00016638,0.07062201,0.42667312,0.32072936,0.00069425,0.73571528,0.06394506,0.18037351
-4.85342671,1.12958706,0.00013278,0.07111903,0.43234988,0.32566226,0.00072585,0.74513302,0.06690400,0.18094897
-4.84742371,1.14251191,0.00010520,0.07153444,0.43838468,0.33055851,0.00075808,0.75492887,0.06989177,0.18141322
-4.84142071,1.15545351,0.00008276,0.07188073,0.44473125,0.33538129,0.00079159,0.76502966,0.07286690,0.18179030
-4.83541771,1.16830180,0.00006463,0.07216842,0.45131975,0.34008219,0.00082712,0.77532267,0.07578829,0.18209713
-4.82941471,1.18089541,0.00005011,0.07240535,0.45805502,0.34459999,0.00086553,0.78565260,0.07861536,0.18234212
-4.82341171,1.19301956,0.00003858,0.07259635,0.46481638,0.34886039,0.00090771,0.79582116,0.08130813,0.18252443
-4.81740870,1.20440786,0.00002948,0.07274298,0.47145899,0.35277684,0.00095465,0.80558955,0.08382745,0.18263371
-4.81140570,1.21474786,0.00002237,0.07284349,0.47781704,0.35625245,0.00100730,0.81468385,0.08613528,0.18265047
-4.80540270,1.22369043,0.00001685,0.07289302,0.48370841,0.35918286,0.00106659,0.82280316,0.08819511,0.18254708
-4.79939970,1.23086246,0.00001261,0.07288395,0.48894084,0.36146021,0.00113334,0.82963018,0.08997239,0.18228916
-4.79339670,1.23588234,0.00000936,0.07280642,0.49331918,0.36297775,0.00120826,0.83484384,0.09143522,0.18183756
-4.78739370,1.23837753,0.00000690,0.07264900,0.49665358,0.36363514,0.00129185,0.83813327,0.09255494,0.18115060
-4.78139070,1.23800325,0.00000506,0.07239940,0.49876793,0.36334391,0.00138440,0.83921252,0.09330697,0.18018649
-4.77538769,1.23446130,0.00000368,0.07204530,0.49950841,0.36203308,0.00148590,0.83783521,0.09367150,0.17890590
-4.76938469,1.22751802,0.00000266,0.07157510,0.49875149,0.35965428,0.00159607,0.83380827,0.09363429,0.17727442
-4.76338169,1.21702032,0.00000191,0.07097873,0.49641105,0.35618642,0.00171429,0.82700410,0.09318730,0.17526483
-4.75737869,1.20290891,0.00000137,0.07024831,0.49244407,0.35163933,0.00183961,0.81737039,0.09232935,0.17285906
-4.75137569,1.18522789,0.00000099,0.06937875,0.48685478,0.34605626,0.00197074,0.80493701,0.09106646,0.17004978
-4.74537269,1.16413008,0.00000071,0.06836823,0.47969680,0.33951507,0.00210610,0.78981945,0.08941214,0.16684145
-4.73936968,1.13987784,0.00000053,0.06721859,0.47107313,0.33212789,0.00224382,0.77221861,0.08738741,0.16325088
-4.73336668,1.11283900,0.00000041,0.06593549,0.46113410,0.32403924,0.00238181,0.75241685,0.08502061,0.15930725
-4.72736368,1.08347820,0.00000033,0.06452861,0.45007302,0.31542269,0.00251782,0.73077025,0.08234702,0.15505165
-4.72136068,1.05234390,0.00000030,0.06301158,0.43812007,0.30647603,0.00264952,0.70769754,0.07940822,0.15053604
-4.71535768,1.02005166,0.00000030,0.06140194,0.42553433,0.29741534,0.00277457,0.68366603,0.07625126,0.14582197
-4.70935468,0.98726442,0.00000034,0.05972100,0.41259454,0.28846793,0.00289073,0.65917521,0.07292782,0.14097883
-4.70335168,0.95467069,0.00000040,0.05799365,0.39958886,0.27986468,0.00299596,0.63473872,0.06949306,0.13608196
-4.69734867,0.92296166,0.00000049,0.05624814,0.38680421,0.27183203,0.00308847,0.61086552,0.06600458,0.13121063
-4.69134567,0.89280823,0.00000061,0.05451588,0.37451548,0.26458389,0.00316688,0.58804107,0.06252135,0.12644598
-4.68534267,0.86483898,0.00000077,0.05283122,0.36297535,0.25831394,0.00323023,0.56670935,0.05910258,0.12186905
-4.67933967,0.83962007,0.00000098,0.05123125,0.35240495,0.25318859,0.00327808,0.54725659,0.05580684,0.11755899
-4.67333667,0.81763781,0.00000123,0.04975555,0.34298581,0.24934091,0.00331056,0.52999725,0.05269113,0.11359139
-4.66733367,0.79928465,0.00000154,0.04844596,0.33485353,0.24686579,0.00332838,0.51516297,0.04981022,0.11003694
-4.66133067,0.78484902,0.00000192,0.04734634,0.32809336,0.24581657,0.00333284,0.50289495,0.04721607,0.10696034
-4.65532766,0.77450940,0.00000237,0.04650220,0.32273786,0.24620313,0.00332583,0.49323988,0.04495738,0.10441947
-4.64932466,0.76833254,0.00000291,0.04596027,0.31876668,0.24799176,0.00330976,0.48614969,0.04307931,0.10246479
-4.64332166,0.76627588,0.00000355,0.04576798,0.31610852,0.25110646,0.00328752,0.48148504,0.04162327,0.10113893
