energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.69984992,3.37544591,0.97745134,1.47975697,0.01777964,0.22226181,1.58852010,0.00000000,1.07862678,0.50723044
-5.69384692,3.27344741,0.94822371,1.43087235,0.01806245,0.21509799,1.54731078,0.00000000,1.05589750,0.48692266
-5.68784392,3.16460297,0.91658910,1.37929647,0.01824260,0.20734796,1.50233327,0.00000000,1.03055982,0.46585082
-5.68184092,3.05111903,0.88318073,1.32608737,0.01831725,0.19917021,1.45449067,0.00000000,1.00321630,0.44438942
-5.67583792,2.93518381,0.84864154,1.27228218,0.01828569,0.19072666,1.40469189,0.00000000,0.97448057,0.42289991
-5.66983492,2.81890520,0.81360842,1.21886549,0.01814943,0.18217843,1.35382590,0.00000000,0.94495997,0.40172176
-5.66383192,2.70425504,0.77869722,1.16674145,0.01791209,0.17368177,1.30273843,0.00000000,0.91523919,0.38116487
-5.65782891,2.59302153,0.74448895,1.11671077,0.01757931,0.16538423,1.25221167,0.00000000,0.88586547,0.36150329
-5.65182591,2.48677073,0.71151751,1.06945288,0.01715848,0.15742125,1.20294751,0.00000000,0.85733573,0.34297053
-5.64582291,2.38681799,0.68025924,1.02551368,0.01665857,0.14991306,1.15555463,0.00000000,0.83008610,0.32575643
-5.63981991,2.29420934,0.65112435,0.98529886,0.01608975,0.14296229,1.11053964,0.00000000,0.80448389,0.31000549
-5.63381691,2.20971277,0.62445053,0.94907249,0.01546314,0.13665203,1.06830214,0.00000000,0.78082227,0.29581671
-5.62781391,2.13381868,0.60049861,0.91696048,0.01479040,0.13104453,1.02913344,0.00000000,0.75931754,0.28324463
-5.62181091,2.06674880,0.57945031,0.88895834,0.01408340,0.12618057,0.99321882,0.00000000,0.74010897,0.27230159
-5.61580790,2.00847223,0.56140804,0.86494255,0.01335390,0.12207939,0.96064260,0.00000000,0.72326091,0.26296090
-5.60980490,1.95872758,0.54639654,0.84468465,0.01261321,0.11873923,0.93139578,0.00000000,0.70876704,0.25516074
-5.60380190,1.91704981,0.53436631,0.82786750,0.01187192,0.11613847,0.90538553,0.00000000,0.69655624,0.24880866
-5.59779890,1.88280034,0.52519851,0.81410270,0.01113970,0.11423717,0.88244604,0.00000000,0.68650002,0.24378640
-5.59179590,1.85519940,0.51871130,0.80294868,0.01042504,0.11297914,0.86235037,0.00000000,0.67842081,0.23995494
-5.58579290,1.83335920,0.51466726,0.79392859,0.00973519,0.11229426,0.84482250,0.00000000,0.67210097,0.23715957
-5.57978989,1.81631696,0.51278182,0.78654769,0.00907603,0.11210118,0.82954952,0.00000000,0.66729215,0.23523493
-5.57378689,1.80306696,0.51273233,0.78030952,0.00845208,0.11231009,0.81619339,0.00000000,0.66372453,0.23400975
-5.56778389,1.79259068,0.51416765,0.77473067,0.00786646,0.11282568,0.80440207,0.00000000,0.66111586,0.23331139
-5.56178089,1.78388461,0.51671807,0.76935373,0.00732104,0.11355001,0.79381978,0.00000000,0.65917996,0.23296998
-5.55577789,1.77598510,0.52000524,0.76375834,0.00681646,0.11438538,0.78409634,0.00000000,0.65763449,0.23282222
-5.54977489,1.76799005,0.52365193,0.75757010,0.00635231,0.11523703,0.77489538,0.00000000,0.65620794,0.23271461
-5.54377189,1.75907711,0.52729154,0.75046740,0.00592724,0.11601559,0.76590147,0.00000000,0.65464569,0.23250637
-5.53776888,1.74851846,0.53057688,0.74218614,0.00553917,0.11663925,0.75682610,0.00000000,0.65271516,0.23207177
-5.53176588,1.73569204,0.53318835,0.73252237,0.00518544,0.11703567,0.74741261,0.00000000,0.65020998,0.23130204
-5.52576288,1.72008936,0.53484108,0.72133306,0.00486297,0.11714341,0.73744009,0.00000000,0.64695333,0.23010675
-5.51975988,1.70132005,0.53529103,0.70853504,0.00456845,0.11691310,0.72672618,0.00000000,0.64280030,0.22841478
-5.51375688,1.67911335,0.53433985,0.69410251,0.00429848,0.11630811,0.71512902,0.00000000,0.63763960,0.22617475
-5.50775388,1.65331675,0.53183840,0.67806304,0.00404970,0.11530487,0.70254828,0.00000000,0.63139440,0.22335511
-5.50175088,1.62389216,0.52768883,0.66049261,0.00381893,0.11389284,0.68892528,0.00000000,0.62402254,0.21994365
-5.49574787,1.59090968,0.52184531,0.64150972,0.00360324,0.11207402,0.67424230,0.00000000,0.61551613,0.21594680
-5.48974487,1.55453955,0.51431319,0.62126892,0.00340002,0.10986223,0.65852116,0.00000000,0.60590046,0.21138839
-5.48374187,1.51504228,0.50514683,0.59995400,0.00320707,0.10728207,0.64182100,0.00000000,0.59523244,0.20630815
-5.47773887,1.47275747,0.49444612,0.57777104,0.00302258,0.10436758,0.62423526,0.00000000,0.58359830,0.20075989
-5.47173587,1.42809141,0.48235168,0.55494147,0.00284515,0.10116079,0.60588808,0.00000000,0.57111088,0.19480944
-5.46573287,1.38150390,0.46903917,0.53169546,0.00267378,0.09771006,0.58692993,0.00000000,0.55790618,0.18853230
-5.45972986,1.33349433,0.45471257,0.50826557,0.00250785,0.09406832,0.56753276,0.00000000,0.54413945,0.18201121
-5.45372686,1.28458739,0.43959689,0.48488102,0.00234707,0.09029135,0.54788447,0.00000000,0.52998066,0.17533356
-5.44772386,1.23531868,0.42393041,0.46176234,0.00219140,0.08643594,0.52818312,0.00000000,0.51560946,0.16858872
-5.44172086,1.18622033,0.40795673,0.43911682,0.00204106,0.08255822,0.50863068,0.00000000,0.50120974,0.16186545
-5.43571786,1.13780705,0.39191686,0.41713442,0.00189641,0.07871202,0.48942676,0.00000000,0.48696381,0.15524933
-5.42971486,1.09056276,0.37604167,0.39598446,0.00175791,0.07494740,0.47076230,0.00000000,0.47304645,0.14882033
-5.42371186,1.04492827,0.36054479,0.37581289,0.00162606,0.07130933,0.45281342,0.00000000,0.45961892,0.14265065
-5.41770885,1.00129010,0.34561636,0.35674027,0.00150138,0.06783664,0.43573583,0.00000000,0.44682321,0.13680270
-5.41170585,0.95997101,0.33141768,0.33886036,0.00138431,0.06456110,0.41965973,0.00000000,0.43477671,0.13132761
-5.40570285,0.92122240,0.31807703,0.32223945,0.00127522,0.06150685,0.40468569,0.00000000,0.42356763,0.12626392
-5.39969985,0.88521898,0.30568676,0.30691632,0.00117436,0.05869004,0.39088145,0.00000000,0.41325128,0.12163688
-5.39369685,0.85205588,0.29430168,0.29290291,0.00108184,0.05611873,0.37828001,0.00000000,0.40384752,0.11745807
-5.38769385,0.82174842,0.28393896,0.28018566,0.00099764,0.05379310,0.36687902,0.00000000,0.39533957,0.11372565
-5.38169085,0.79423476,0.27457927,0.26872754,0.00092160,0.05170586,0.35664153,0.00000000,0.38767423,0.11042494
-5.37568784,0.76938119,0.26616936,0.25847078,0.00085340,0.04984291,0.34749821,0.00000000,0.38076365,0.10752954
-5.36968484,0.74699020,0.25862581,0.24934009,0.00079261,0.04818421,0.33935086,0.00000000,0.37448856,0.10500294
-5.36368184,0.72681082,0.25183980,0.24124654,0.00073871,0.04670485,0.33207718,0.00000000,0.36870295,0.10280032
-5.35767884,0.70855112,0.24568280,0.23409176,0.00069106,0.04537618,0.32553651,0.00000000,0.36323992,0.10087082
-5.35167584,0.69189216,0.24001279,0.22777250,0.00064900,0.04416707,0.31957647,0.00000000,0.35791857,0.09915990
-5.34567284,0.67650295,0.23468085,0.22218525,0.00061179,0.04304521,0.31403993,0.00000000,0.35255159,0.09761182
-5.33966983,0.66205563,0.22953783,0.21723088,0.00057873,0.04197838,0.30877230,0.00000000,0.34695308,0.09617216
-5.33366683,0.64824043,0.22444075,0.21281899,0.00054908,0.04093566,0.30362850,0.00000000,0.34094641,0.09479013
-5.32766383,0.63477939,0.21925878,0.20887185,0.00052216,0.03988854,0.29847951,0.00000000,0.33437167,0.09342072
-5.32166083,0.62143850,0.21387848,0.20532775,0.00049736,0.03881187,0.29321805,0.00000000,0.32709228,0.09202654
-5.31565783,0.60803758,0.20820806,0.20214357,0.00047409,0.03768466,0.28776316,0.00000000,0.31900053,0.09057922
-5.30965483,0.59445740,0.20218064,0.19929644,0.00045188,0.03649058,0.28206349,0.00000000,0.31002183,0.08906040
-5.30365183,0.58064384,0.19575629,0.19678442,0.00043031,0.03521842,0.27609911,0.00000000,0.30011734,0.08746215
-5.29764882,0.56660893,0.18892283,0.19462624,0.00040906,0.03386209,0.26988182,0.00000000,0.28928510,0.08578704
-5.29164582,0.55242860,0.18169545,0.19285990,0.00038791,0.03242063,0.26345395,0.00000000,0.27755940,0.08404750
-5.28564282,0.53823763,0.17411514,0.19154044,0.00036671,0.03089787,0.25688573,0.00000000,0.26500873,0.08226497
-5.27963982,0.52422176,0.16624619,0.19073675,0.00034536,0.02930195,0.25027142,0.00000000,0.25173228,0.08046847
-5.27363682,0.51060762,0.15817269,0.19052775,0.00032388,0.02764475,0.24372438,0.00000000,0.23785532,0.07869294
-5.26763382,0.49765099,0.14999443,0.19099794,0.00030230,0.02594111,0.23737137,0.00000000,0.22352363,0.07697732
-5.26163082,0.48562378,0.14182237,0.19223272,0.00028072,0.02420810,0.23134633,0.00000000,0.20889745,0.07536255
-5.25562781,0.47480062,0.13377377,0.19431337,0.00025926,0.02246415,0.22578404,0.00000000,0.19414507,0.07388945
-5.24962481,0.46544546,0.12596732,0.19731229,0.00023807,0.02072826,0.22081371,0.00000000,0.17943658,0.07259672
-5.24362181,0.45779881,0.11851845,0.20128831,0.00021731,0.01901925,0.21655317,0.00000000,0.16493783,0.07151907
-5.23761881,0.45206619,0.11153497,0.20628252,0.00019714,0.01735505,0.21310342,0.00000000,0.15080509,0.07068553
-5.23161581,0.44840813,0.10511314,0.21231467,0.00017772,0.01575209,0.21054417,0.00000000,0.13718041,0.07011809
-5.22561281,0.44693214,0.09933445,0.21938028,0.00015920,0.01422486,0.20893024,0.00000000,0.12418796,0.06983066
-5.21960980,0.44768681,0.09426297,0.22744856,0.00014168,0.01278552,0.20828905,0.00000000,0.11193132,0.06982827
-5.21360680,0.45065834,0.08994356,0.23646131,0.00012528,0.01144369,0.20861919,0.00000000,0.10049181,0.07010682
-5.20760380,0.45576939,0.08640075,0.24633271,0.00011007,0.01020631,0.20989019,0.00000000,0.08992785,0.07065297
-5.20160080,0.46288037,0.08363842,0.25695020,0.00009611,0.00907768,0.21204331,0.00000000,0.08027523,0.07144456
-5.19559780,0.47179301,0.08164023,0.26817630,0.00008344,0.00805954,0.21499339,0.00000000,0.07154813,0.07245123
-5.18959480,0.48225615,0.08037065,0.27985148,0.00007207,0.00715125,0.21863169,0.00000000,0.06374094,0.07363533
-5.18359180,0.49397338,0.07977668,0.29179797,0.00006201,0.00635007,0.22282953,0.00000000,0.05683050,0.07495314
-5.17758879,0.50661256,0.07979006,0.30382445,0.00005324,0.00565146,0.22744264,0.00000000,0.05077879,0.07635623
-5.17158579,0.51981663,0.08032994,0.31573158,0.00004575,0.00504938,0.23231608,0.00000000,0.04553578,0.07779297
-5.16558279,0.53321573,0.08130587,0.32731814,0.00003953,0.00453669,0.23728964,0.00000000,0.04104248,0.07921022
-5.15957979,0.54643995,0.08262110,0.33838780,0.00003457,0.00410545,0.24220342,0.00000000,0.03723379,0.08055496
-5.15357679,0.55913263,0.08417595,0.34875614,0.00003089,0.00374732,0.24690358,0.00000000,0.03404136,0.08177611
-5.14757379,0.57096360,0.08587124,0.35825781,0.00002852,0.00345380,0.25124792,0.00000000,0.03139615,0.08282611
-5.14157079,0.58164208,0.08761169,0.36675364,0.00002752,0.00321657,0.25511131,0.00000000,0.02923069,0.08366261
-5.13556778,0.59092869,0.08930910,0.37413726,0.00002797,0.00302772,0.25839062,0.00000000,0.02748107,0.08424990
-5.12956478,0.59864620,0.09088524,0.38034113,0.00003004,0.00287998,0.26100899,0.00000000,0.02608852,0.08456027
-5.12356178,0.60468851,0.09227443,0.38534156,0.00003389,0.00276686,0.26291941,0.00000000,0.02500067,0.08457506
-5.11755878,0.60902753,0.09342554,0.38916251,0.00003978,0.00268282,0.26410727,0.00000000,0.02417237,0.08428557
-5.11155578,0.61171748,0.09430359,0.39187786,0.00004800,0.00262334,0.26459182,0.00000000,0.02356630,0.08369357
-5.10555278,0.61289637,0.09489064,0.39361200,0.00005894,0.00258498,0.26442644,0.00000000,0.02315310,0.08281159
-5.09954977,0.61278446,0.09518608,0.39453849,0.00007302,0.00256539,0.26369764,0.00000000,0.02291127,0.08166278
-5.09354677,0.61167940,0.09520625,0.39487669,0.00009077,0.00256332,0.26252267,0.00000000,0.02282683,0.08028053
-5.08754377,0.60994832,0.09498347,0.39488647,0.00011276,0.00257856,0.26104592,0.00000000,0.02289268,0.07870768
-5.08154077,0.60801672,0.09456432,0.39486090,0.00013963,0.00261188,0.25943402,0.00000000,0.02310777,0.07699535
-5.07553777,0.60635460,0.09400751,0.39511710,0.00017210,0.00266492,0.25786986,0.00000000,0.02347610,0.07520159
-5.06953477,0.60546013,0.09338116,0.39598570,0.00021093,0.00274007,0.25654575,0.00000000,0.02400562,0.07338963
-5.06353177,0.60584144,0.09275976,0.39779890,0.00025689,0.00284037,0.25565578,0.00000000,0.02470702,0.07162595
-5.05752876,0.60799717,0.09222085,0.40087795,0.00031080,0.00296933,0.25538790,0.00000000,0.02559243,0.06997823
-5.05152576,0.61239640,0.09184161,0.40552010,0.00037346,0.00313078,0.25591586,0.00000000,0.02667421,0.06851314
-5.04552276,0.61945888,0.09169544,0.41198597,0.00044562,0.00332875,0.25739143,0.00000000,0.02796368,0.06729408
-5.03951976,0.62953635,0.09184877,0.42048756,0.00052797,0.00356725,0.25993716,0.00000000,0.02947001,0.06637907
-5.03351676,0.64289574,0.09235814,0.43117753,0.00062111,0.00385018,0.26364016,0.00000000,0.03119917,0.06581867
-5.02751376,0.65970494,0.09326779,0.44414041,0.00072546,0.00418116,0.26854703,0.00000000,0.03315309,0.06565414
-5.02151076,0.68002210,0.09460770,0.45938598,0.00084129,0.00456345,0.27466039,0.00000000,0.03532904,0.06591586
-5.01550775,0.70378875,0.09639248,0.47684530,0.00096863,0.00499984,0.28193704,0.00000000,0.03771914,0.06662211
-5.00950475,0.73082730,0.09862078,0.49636972,0.00110726,0.00549261,0.29028804,0.00000000,0.04031027,0.06777821
-5.00350175,0.76084332,0.10127566,0.51773293,0.00125666,0.00604351,0.29958068,0.00000000,0.04308413,0.06937611
-4.99749875,0.79343237,0.10432559,0.54063613,0.00141601,0.00665381,0.30964241,0.00000000,0.04601767,0.07139443
-4.99149575,0.82809160,0.10772625,0.56471622,0.00158413,0.00732439,0.32026652,0.00000000,0.04908372,0.07379894
-4.98549275,0.86423547,0.11142305,0.58955673,0.00175951,0.00805585,0.33121947,0.00000000,0.05225190,0.07654363
-4.97948974,0.90121535,0.11535416,0.61470114,0.00194031,0.00884868,0.34224952,0.00000000,0.05548977,0.07957201
-4.97348674,0.93834199,0.11945404,0.63966806,0.00212437,0.00970351,0.35309643,0.00000000,0.05876415,0.08281909
-4.96748374,0.97491027,0.12365730,0.66396769,0.00230925,0.01062137,0.36350173,0.00000000,0.06204250,0.08621347
-4.96148074,1.01022497,0.12790267,0.68711883,0.00249226,0.01160392,0.37321919,0.00000000,0.06529447,0.08967987
-4.95547774,1.04362672,0.13213700,0.70866584,0.00267054,0.01265378,0.38202506,0.00000000,0.06849335,0.09314180
-4.94947474,1.07451674,0.13631891,0.72819461,0.00284113,0.01377479,0.38972758,0.00000000,0.07161743,0.09652436
-4.94347174,1.10237959,0.14042223,0.74534702,0.00300104,0.01497228,0.39617535,0.00000000,0.07465127,0.09975701
-4.93746873,1.12680259,0.14443869,0.75983311,0.00314734,0.01625323,0.40126426,0.00000000,0.07758664,0.10277626
-4.93146573,1.14749123,0.14837997,0.77144052,0.00327724,0.01762645,0.40494255,0.00000000,0.08042322,0.10552812
-4.92546273,1.16427972,0.15227890,0.78004061,0.00338822,0.01910256,0.40721380,0.00000000,0.08316888,0.10797024
-4.91945973,1.17713621,0.15618966,0.78559114,0.00347804,0.02069397,0.40813779,0.00000000,0.08583965,0.11007361
-4.91345673,1.18616234,0.16018703,0.78813530,0.00354490,0.02241465,0.40782899,0.00000000,0.08845916,0.11182379
-4.90745373,1.19158713,0.16436455,0.78779718,0.00358743,0.02427978,0.40645288,0.00000000,0.09105778,0.11322152
-4.90145073,1.19375554,0.16883177,0.78477398,0.00360479,0.02630532,0.40422016,0.00000000,0.09367124,0.11428275
-4.89544772,1.19311206,0.17371048,0.77932520,0.00359666,0.02850738,0.40137912,0.00000000,0.09633901,0.11503807
-4.88944472,1.19018013,0.17913024,0.77175960,0.00356327,0.03090150,0.39820645,0.00000000,0.09910229,0.11553147
-4.88344172,1.18553841,0.18522319,0.76242037,0.00350540,0.03350185,0.39499681,0.00000000,0.10200185,0.11581856
-4.87743872,1.17979492,0.19211842,0.75166935,0.00342434,0.03632033,0.39205177,0.00000000,0.10507577,0.11596427
-4.87143572,1.17356026,0.19993617,0.73987116,0.00332181,0.03936566,0.38966832,0.00000000,0.10835710,0.11604014
-4.86543272,1.16742121,0.20878194,0.72737779,0.00319997,0.04264253,0.38812759,0.00000000,0.11187174,0.11612130
-4.85942971,1.16191586,0.21874093,0.71451469,0.00306129,0.04615074,0.38768421,0.00000000,0.11563641,0.11628322
-4.85342671,1.15751145,0.22987300,0.70156864,0.00290848,0.04988453,0.38855665,0.00000000,0.11965711,0.11659853
-4.84742371,1.15458588,0.24220836,0.68877833,0.00274442,0.05383201,0.39091901,0.00000000,0.12392784,0.11713383
-4.84142071,1.15341377,0.25574423,0.67632760,0.00257204,0.05797489,0.39489454,0.00000000,0.12842993,0.11794679
-4.83541771,1.15415747,0.27044270,0.66434194,0.00239426,0.06228835,0.40055117,0.00000000,0.13313185,0.11908364
-4.82941471,1.15686355,0.28622990,0.65288802,0.00221390,0.06674132,0.40789918,0.00000000,0.13798967,0.12057709
-4.82341171,1.16146463,0.30299653,0.64197623,0.00203362,0.07129688,0.41689111,0.00000000,0.14294807,0.12244491
-4.81740870,1.16778649,0.32059989,0.63156600,0.00185583,0.07591315,0.42742388,0.00000000,0.14794182,0.12468905
-4.81140570,1.17555984,0.33886731,0.62157332,0.00168268,0.08054425,0.43934312,0.00000000,0.15289793,0.12729559
-4.80540270,1.18443623,0.35760084,0.61188017,0.00151601,0.08514168,0.45244931,0.00000000,0.15773804,0.13023521
-4.79939970,1.19400703,0.37658317,0.60234504,0.00135734,0.08965575,0.46650574,0.00000000,0.16238121,0.13346450
-4.79339670,1.20382473,0.39558443,0.59281410,0.00120784,0.09403721,0.48124766,0.00000000,0.16674691,0.13692769
-4.78739370,1.21342524,0.41436965,0.58313226,0.00106838,0.09823891,0.49639248,0.00000000,0.17075799,0.14055904
-4.78139070,1.22235021,0.43270655,0.57315363,0.00093951,0.10221744,0.51165040,0.00000000,0.17434367,0.14428559
-4.77538769,1.23016827,0.45037331,0.56275081,0.00082150,0.10593464,0.52673508,0.00000000,0.17744223,0.14803010
-4.76938469,1.23649417,0.46716586,0.55182259,0.00071435,0.10935891,0.54137388,0.00000000,0.18000342,0.15171424
-4.76338169,1.24100495,0.48290454,0.54029974,0.00061787,0.11246626,0.55531720,0.00000000,0.18199039,0.15526162
-4.75737869,1.24345240,0.49743955,0.52814874,0.00053169,0.11524102,0.56834647,0.00000000,0.18338106,0.15860075
-4.75137569,1.24367140,0.51065501,0.51537325,0.00045528,0.11767614,0.58028050,0.00000000,0.18416897,0.16166760
-4.74537269,1.24158378,0.52247149,0.50201353,0.00038803,0.11977312,0.59097987,0.00000000,0.18436338,0.16440778
-4.73936968,1.23719765,0.53284667,0.48814380,0.00032923,0.12154147,0.60034913,0.00000000,0.18398885,0.16677811
-4.73336668,1.23060237,0.54177422,0.47386800,0.00027816,0.12299783,0.60833683,0.00000000,0.18308409,0.16874768
-4.72736368,1.22195967,0.54928094,0.45931401,0.00023408,0.12416469,0.61493335,0.00000000,0.18170035,0.17029820
-4.72136068,1.21149135,0.55542221,0.44462693,0.00019624,0.12506888,0.62016667,0.00000000,0.17989932,0.17142377
-4.71535768,1.19946449,0.56027617,0.42996176,0.00016393,0.12573978,0.62409642,0.00000000,0.17775069,0.17213006
-4.70935468,1.18617485,0.56393673,0.41547587,0.00013649,0.12620754,0.62680651,0.00000000,0.17532948,0.17243293
-4.70335168,1.17192973,0.56650609,0.40132167,0.00011328,0.12650122,0.62839683,0.00000000,0.17271330,0.17235675
-4.69734867,1.15703089,0.56808697,0.38763997,0.00009374,0.12664705,0.62897450,0.00000000,0.16997967,0.17193230
-4.69134567,1.14175887,0.56877519,0.37455412,0.00007735,0.12666700,0.62864520,0.00000000,0.16720357,0.17119465
-4.68534267,1.12635927,0.56865293,0.36216546,0.00006365,0.12657757,0.62750516,0.00000000,0.16445528,0.17018097
-4.67933967,1.11103190,0.56778322,0.35055004,0.00005223,0.12638901,0.62563419,0.00000000,0.16179866,0.16892851
-4.67333667,1.09592333,0.56620586,0.33975690,0.00004275,0.12610494,0.62309032,0.00000000,0.15928996,0.16747280
-4.66733367,1.08112310,0.56393510,0.32980771,0.00003490,0.12572252,0.61990619,0.00000000,0.15697713,0.16584628
-4.66133067,1.06666385,0.56095930,0.32069798,0.00002841,0.12523292,0.61608759,0.00000000,0.15489970,0.16407734
-4.65532766,1.05252513,0.55724238,0.31239948,0.00002306,0.12462236,0.61161404,0.00000000,0.15308919,0.16218978
-4.64932466,1.03864057,0.55272721,0.30486384,0.00001867,0.12387339,0.60644146,0.00000000,0.15156990,0.16020281
-4.64332166,1.02490789,0.54734053,0.29802690,0.00001507,0.12296648,0.60050670,0.00000000,0.15036015,0.15813147
