energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.64582291,11.06565467,2.17446177,7.75054076,0.01899695,0.56100690,0.12536328,1.86890666
-5.63981991,11.17874461,2.21542872,7.82031008,0.01990359,0.55364698,0.12965145,1.89864088
-5.63381691,11.27544857,2.25418037,7.87854942,0.02075528,0.54513619,0.13396233,1.92551878
-5.62781391,11.35761082,2.29070677,7.92685663,0.02154133,0.53566036,0.13827265,1.94974236
-5.62181091,11.42717882,2.32501854,7.96688898,0.02225189,0.52541801,0.14255702,1.97153623
-5.61580790,11.48609093,2.35713427,8.00027466,0.02287817,0.51461197,0.14678799,1.99113400
-5.60980490,11.53617404,2.38706880,8.02853235,0.02341267,0.50344146,0.15093620,2.00876551
-5.60380190,11.57905585,2.41482283,8.05300272,0.02384928,0.49209515,0.15497065,2.02464562
-5.59779890,11.61609517,2.44037435,8.07479455,0.02418347,0.48074525,0.15885920,2.03896498
-5.59179590,11.64833318,2.46367230,8.09474772,0.02441235,0.46954286,0.16256916,2.05188314
-5.58579290,11.67646699,2.48463276,8.11341411,0.02453467,0.45861461,0.16606805,2.06352427
-5.57978989,11.70084590,2.50313768,8.13105677,0.02455091,0.44806066,0.16932439,2.07397559
-5.57378689,11.72148956,2.51903633,8.14766656,0.02446315,0.43795401,0.17230862,2.08328846
-5.56778389,11.73812635,2.53214929,8.16299494,0.02427500,0.42834097,0.17499403,2.09148209
-5.56178089,11.75024908,2.54227484,8.17660048,0.02399152,0.41924271,0.17735765,2.09854942
-5.55577789,11.75718461,2.54919745,8.18790624,0.02361901,0.41065769,0.17938107,2.10446507
-5.54977489,11.75817334,2.55269810,8.19626474,0.02316485,0.40256481,0.18105126,2.10919467
-5.54377189,11.75245402,2.55256588,8.20102677,0.02263727,0.39492706,0.18236111,2.11270518
-5.53776888,11.73934923,2.54861052,8.20161014,0.02204519,0.38769541,0.18330989,2.11497566
-5.53176588,11.71834689,2.54067525,8.19756471,0.02139797,0.38081297,0.18390347,2.11600778
-5.52576288,11.68917331,2.52864945,8.18862999,0.02070519,0.37421895,0.18415435,2.11583564
-5.51975988,11.65185388,2.51248061,8.17478212,0.01997648,0.36785245,0.18408134,2.11453415
-5.51375688,11.60675775,2.49218498,8.15626750,0.01922129,0.36165600,0.18370916,2.11222561
-5.50775388,11.55462413,2.46785644,8.13362097,0.01844876,0.35557856,0.18306764,2.10908388
-5.50175088,11.49656827,2.43967326,8.10766729,0.01766757,0.34957810,0.18219084,2.10533598
-5.49574787,11.43406642,2.40790225,8.07950543,0.01688578,0.34362354,0.18111590,2.10126074
-5.48974487,11.36892019,2.37290018,8.05047603,0.01611080,0.33769618,0.17988182,2.09718455
-5.48374187,11.30320160,2.33511235,8.02211338,0.01534926,0.33179055,0.17852817,2.09347415
-5.47773887,11.23918131,2.29506826,7.99608401,0.01460700,0.32591466,0.17709375,2.09052690
-5.47173587,11.17924337,2.25337448,7.97411474,0.01388904,0.32008978,0.17561542,2.08875871
-5.46573287,11.12579065,2.21070513,7.95791376,0.01319961,0.31434973,0.17412705,2.08859029
-5.45972986,11.08114552,2.16779007,7.94908851,0.01254216,0.30873977,0.17265866,2.09043236
-5.45372686,11.04745088,2.12540138,7.94906481,0.01191943,0.30331513,0.17123595,2.09467042
-5.44772386,11.02657661,2.08433849,7.95901113,0.01133351,0.29813931,0.16988012,2.10164998
-5.44172086,11.02003602,2.04541253,7.97977223,0.01078594,0.29328204,0.16860811,2.11166287
-5.43571786,11.02891681,2.00943023,8.01181574,0.01027784,0.28881726,0.16743317,2.12493539
-5.42971486,11.05382991,1.97717786,8.05519443,0.00981000,0.28482086,0.16636591,2.14161881
-5.42371186,11.09487868,1.94940564,8.10952652,0.00938298,0.28136839,0.16541557,2.16178278
-5.41770885,11.15164996,1.92681277,8.17399500,0.00899729,0.27853283,0.16459156,2.18541175
-5.41170585,11.22322704,1.91003342,8.24736630,0.00865349,0.27638229,0.16390520,2.21240474
-5.40570285,11.30822347,1.89962374,8.32802728,0.00835226,0.27497787,0.16337138,2.24257811
-5.39969985,11.40483562,1.89605008,8.41403880,0.00809453,0.27437155,0.16301020,2.27567121
-5.39369685,11.51091064,1.89967820,8.50320301,0.00788155,0.27460427,0.16284825,2.31135439
-5.38769385,11.62402586,1.91076381,8.59314106,0.00771493,0.27570412,0.16291954,2.34923886
-5.38169085,11.74157510,1.92944409,8.68137713,0.00759662,0.27768480,0.16326592,2.38888762
-5.37568784,11.86085713,1.95573039,8.76542467,0.00752894,0.28054431,0.16393682,2.42982689
-5.36968484,11.97916147,1.98950210,8.84287051,0.00751449,0.28426387,0.16498827,2.47155718
-5.36368184,12.09384735,2.03050171,8.91145296,0.00755610,0.28880724,0.16648128,2.51356354
-5.35767884,12.20241197,2.07833132,8.96913031,0.00765667,0.29412037,0.16847944,2.55532435
-5.35167584,12.30254538,2.13245076,9.01413682,0.00781907,0.30013141,0.17104586,2.59631827
-5.34567284,12.39217004,2.19217757,9.04502427,0.00804596,0.30675120,0.17423963,2.63602925
-5.33966983,12.46946442,2.25668934,9.06068779,0.00833963,0.31387413,0.17811189,2.67394952
-5.33366683,12.53287110,2.32502856,9.06037591,0.00870182,0.32137952,0.18270168,2.70958074
-5.32766383,12.58109066,2.39611059,9.04368537,0.00913359,0.32913336,0.18803193,2.74243378
-5.32166083,12.61306392,2.46873495,9.01054234,0.00963512,0.33699055,0.19410561,2.77202745
-5.31565783,12.62794533,2.54160032,8.96117216,0.01020564,0.34479747,0.20090254,2.79788708
-5.30965483,12.62507123,2.61332335,8.89606027,0.01084331,0.35239491,0.20837684,2.81954335
-5.30365183,12.60392625,2.68246144,8.81590736,0.01154518,0.35962133,0.21645545,2.83653217
-5.29764882,12.56411172,2.74753918,8.72158161,0.01230716,0.36631625,0.22503766,2.84839622
-5.29164582,12.50531885,2.80707829,8.61407114,0.01312407,0.37232385,0.23399592,2.85468855
-5.28564282,12.42730931,2.85963038,8.49443905,0.01398971,0.37749655,0.24317797,2.85497864
-5.27963982,12.32990479,2.90381179,8.36378327,0.01489692,0.38169852,0.25241011,2.84886094
-5.27363682,12.21298637,2.93833953,8.22320271,0.01583778,0.38480906,0.26150168,2.83596579
-5.26763382,12.07650341,2.96206702,8.07377073,0.01680373,0.38672563,0.27025060,2.81597239
-5.26163082,11.92049098,2.97401854,7.91651605,0.01778576,0.38736652,0.27844955,2.78862324
-5.25562781,11.74509391,2.97342080,7.75241110,0.01877459,0.38667309,0.28589279,2.75373926
-5.24962481,11.55059505,2.95973035,7.58236679,0.01976085,0.38461128,0.29238319,2.71123479
-5.24362181,11.33744499,2.93265548,7.40723273,0.02073527,0.38117267,0.29773902,2.66113144
-5.23761881,11.10629013,2.89217145,7.22780155,0.02168886,0.37637471,0.30180057,2.60356991
-5.23161581,10.85799643,2.83852819,7.04481576,0.02261305,0.37026026,0.30443582,2.53881879
-5.22561281,10.59366631,2.77224968,6.85897595,0.02349985,0.36289647,0.30554530,2.46727980
-5.21960980,10.31464680,2.69412496,6.67094896,0.02434194,0.35437291,0.30506575,2.38948857
-5.21360680,10.02252766,2.60519061,6.48137512,0.02513284,0.34479909,0.30297240,2.30611107
-5.20760380,9.71912905,2.50670547,6.29087398,0.02586701,0.33430147,0.29927992,2.21793518
-5.20160080,9.40647917,2.40011820,6.10004806,0.02653993,0.32302002,0.29404193,2.12585794
-5.19559780,9.08678272,2.28702905,5.90948479,0.02714826,0.31110445,0.28734924,2.03086878
-5.18959480,8.76238207,2.16914722,5.71975682,0.02768993,0.29871034,0.27932677,1.93402941
-5.18359180,8.43571321,2.04824558,5.53142120,0.02816430,0.28599521,0.27012962,1.83645127
-5.17758879,8.10925881,1.92611428,5.34501800,0.02857231,0.27311471,0.25993815,1.73927145
-5.17158579,7.78550092,1.80451536,5.16106895,0.02891660,0.26021914,0.24895270,1.64362817
-5.16558279,7.46687574,1.68513970,4.98007674,0.02920174,0.24745025,0.23738784,1.55063675
-5.15957979,7.15573226,1.56956810,4.80252517,0.02943430,0.23493866,0.22546671,1.46136704
-5.15357679,6.85429650,1.45923756,4.62888058,0.02962307,0.22280170,0.21341541,1.37682300
-5.14757379,6.56464230,1.35541392,4.45959437,0.02977913,0.21114191,0.20145785,1.29792526
-5.14157079,6.28866907,1.25917126,4.29510651,0.02991593,0.20004615,0.18981101,1.22549669
-5.13556778,6.02808635,1.17137860,4.13584942,0.03004926,0.18958528,0.17868083,1.16025163
-5.12956478,5.78440456,1.09269364,3.98225188,0.03019721,0.17981437,0.16825877,1.10278830
-5.12356178,5.55893072,1.02356330,3.83474203,0.03037999,0.17077341,0.15871895,1.05358454
-5.11755878,5.35276790,0.96423042,3.69374900,0.03061963,0.16248842,0.15021595,1.01299629
-5.11155578,5.16681694,0.91474570,3.55970240,0.03093966,0.15497280,0.14288312,0.98125853
-5.10555278,5.00177886,0.87498395,3.43302925,0.03136453,0.14822898,0.13683139,0.95848792
-5.09954977,4.85815682,0.84466359,3.31414807,0.03191911,0.14225004,0.13214844,0.94468687
-5.09354677,4.73625670,0.82336819,3.20346006,0.03262795,0.13702143,0.12889809,0.93974836
-5.08754377,4.63618560,0.81056912,3.10133756,0.03351459,0.13252253,0.12712008,0.94346120
-5.08154077,4.55784842,0.80564824,3.00811040,0.03460070,0.12872813,0.12682983,0.95551541
-5.07553777,4.50094267,0.80791981,2.92405076,0.03590540,0.12560963,0.12801851,0.97550755
-5.06953477,4.46495254,0.81665094,2.84935753,0.03744441,0.12313600,0.13065319,1.00294607
-5.06353177,4.44914332,0.83108007,2.78414130,0.03922944,0.12127452,0.13467724,1.03725670
-5.05752876,4.45255768,0.85043303,2.72841102,0.04126761,0.11999117,0.14001093,1.07778816
-5.05152576,4.47401542,0.87393676,2.68206364,0.04356102,0.11925087,0.14655249,1.12381858
-5.04552276,4.51211833,0.90083043,2.64487761,0.04610659,0.11901739,0.15417939,1.17456286
-5.03951976,4.56526140,0.93037421,2.61651119,0.04889594,0.11925316,0.16275033,1.22918140
-5.03351676,4.63165182,0.96185599,2.59650614,0.05191570,0.11991895,0.17210753,1.28679054
-5.02751376,4.70933600,0.99459628,2.58429708,0.05514789,0.12097345,0.18207980,1.34647479
-5.02151076,4.79623514,1.02795163,2.57922646,0.05857056,0.12237286,0.19248599,1.40730101
-5.01550775,4.89018854,1.06131712,2.58056471,0.06215864,0.12407060,0.20313904,1.46833435
-5.00950475,4.98900365,1.09412811,2.58753479,0.06588492,0.12601703,0.21385041,1.52865577
-5.00350175,5.09051122,1.12586157,2.59934001,0.06972112,0.12815943,0.22443475,1.58738052
-4.99749875,5.19262305,1.15603746,2.61519382,0.07363900,0.13044211,0.23471473,1.64367700
-4.99149575,5.29338999,1.18422000,2.63434988,0.07761149,0.13280681,0.24452565,1.69678527
-4.98549275,5.39105705,1.21001920,2.65613098,0.08161366,0.13519327,0.25371986,1.74603419
-4.97948974,5.48411287,1.23309256,2.67995494,0.08562359,0.13754006,0.26217048,1.79085652
-4.97348674,5.57133063,1.25314674,2.70535626,0.08962300,0.13978562,0.26977453,1.83080082
-4.96748374,5.65179797,1.26993935,2.73200195,0.09359759,0.14186944,0.27645496,1.86553963
-4.96148074,5.72493412,1.28328034,2.75970082,0.09753717,0.14373341,0.28216176,1.89487324
-4.95547774,5.79049283,1.29303312,2.78840551,0.10143541,0.14532315,0.28687185,1.91872860
-4.94947474,5.84855083,1.29911489,2.81820714,0.10528928,0.14658944,0.29058784,1.93715339
-4.94347174,5.89948214,1.30149627,2.84932287,0.10909826,0.14748953,0.29333573,1.95030535
-4.93746873,5.94391951,1.30019993,2.88207704,0.11286329,0.14798828,0.29516157,1.95843720
-4.93146573,5.98270510,1.29529819,2.91687699,0.11658554,0.14805923,0.29612740,1.96187821
-4.92546273,6.01683296,1.28690961,2.95418502,0.12026510,0.14768532,0.29630662,1.96101298
-4.91945973,6.04738667,1.27519453,2.99448794,0.12389960,0.14685938,0.29577905,1.95625885
-4.91345673,6.07547540,1.26034984,3.03826602,0.12748300,0.14558432,0.29462603,1.94804312
-4.90745373,6.10217209,1.24260303,3.08596301,0.13100445,0.14387305,0.29292580,1.93678121
-4.90145073,6.12845677,1.22220586,3.13795869,0.13444744,0.14174799,0.29074942,1.92285716
-4.89544772,6.15516820,1.19942783,3.19454531,0.13778928,0.13924041,0.28815749,1.90660734
-4.88944472,6.18296585,1.17454978,3.25590894,0.14100087,0.13638942,0.28519786,1.88830839
-4.88344172,6.21230389,1.14785784,3.32211625,0.14404694,0.13324080,0.28190435,1.86816980
-4.87743872,6.24341781,1.11963799,3.39310702,0.14688668,0.12984563,0.27829660,1.84633159
-4.87143572,6.27632356,1.09017133,3.46869211,0.14947474,0.12625879,0.27438099,1.82286679
-4.86543272,6.31082819,1.05973026,3.54855649,0.15176259,0.12253737,0.27015255,1.79778862
-4.85942971,6.34655046,1.02857553,3.63226635,0.15370015,0.11873916,0.26559762,1.77106156
-4.85342671,6.38294905,0.99695418,3.71927944,0.15523772,0.11492099,0.26069710,1.74261547
-4.84742371,6.41935601,0.96509827,3.80895746,0.15632788,0.11113731,0.25543008,1.71236166
-4.84142071,6.45501264,0.93322424,3.90057945,0.15692759,0.10743878,0.24977752,1.68020993
-4.83541771,6.48910530,0.90153279,3.99335514,0.15700005,0.10387102,0.24372571,1.64608520
-4.82941471,6.52079875,0.87020896,4.08643764,0.15651645,0.10047358,0.23726942,1.60994278
-4.82341171,6.54926529,0.83942240,4.17893484,0.15545746,0.09727904,0.23041436,1.57178128
-4.81740870,6.57370825,0.80932753,4.26991938,0.15381435,0.09431236,0.22317897,1.53165250
-4.81140570,6.59337936,0.78006351,4.35843724,0.15158963,0.09159046,0.21559526,1.48966759
-4.80540270,6.60758992,0.75175401,4.44351544,0.14879736,0.08912204,0.20770895,1.44599946
-4.79939970,6.61571640,0.72450665,4.52416937,0.14546293,0.08690761,0.19957864,1.40088134
-4.79339670,6.61720168,0.69841226,4.59941050,0.14162238,0.08493985,0.19127436,1.35460186
-4.78739370,6.61155345,0.67354409,4.66825536,0.13732133,0.08320409,0.18287543,1.30749713
-4.78139070,6.59834148,0.64995698,4.72973644,0.13261358,0.08167916,0.17446797,1.25994054
-4.77538769,6.57719565,0.62768683,4.78291580,0.12755934,0.08033830,0.16614214,1.21233123
-4.76938469,6.54780625,0.60675055,4.82690164,0.12222336,0.07915044,0.15798934,1.16508185
-4.76338169,6.50992812,0.58714652,4.86086802,0.11667287,0.07808149,0.15009960,1.11860687
-4.75737869,6.46338930,0.56885600,4.88407761,0.11097562,0.07709582,0.14255926,1.07331191
-4.75137569,6.40810489,0.55184531,4.89590682,0.10519788,0.07615783,0.13544909,1.02958504
-4.74537269,6.34409575,0.53606912,4.89587247,0.09940275,0.07523354,0.12884303,0.98779032
-4.73936968,6.27151147,0.52147455,4.88365908,0.09364860,0.07429213,0.12280750,0.94826418
-4.73336668,6.19065629,0.50800621,4.85914521,0.08798784,0.07330747,0.11740127,0.91131437
-4.72736368,6.10201642,0.49561186,4.82242759,0.08246610,0.07225945,0.11267598,0.87722170
-4.72136068,6.00628668,0.48424852,4.77384161,0.07712165,0.07113519,0.10867708,0.84624389
-4.71535768,5.90439439,0.47388859,4.71397672,0.07198522,0.06992999,0.10544515,0.81862125
-4.70935468,5.79751825,0.46452584,4.64368548,0.06708015,0.06864803,0.10301743,0.79458337
-4.70335168,5.68710020,0.45618066,4.56408546,0.06242277,0.06730277,0.10142940,0.77435610
-4.69734867,5.57484833,0.44890437,4.47655302,0.05802304,0.06591703,0.10071629,0.75816811
-4.69134567,5.46272945,0.44278212,4.38270882,0.05388537,0.06452279,0.10091429,0.74625611
-4.68534267,5.35295019,0.43793417,4.28439478,0.05000953,0.06316060,0.10206136,0.73886813
-4.67933967,5.24792618,0.43451533,4.18364292,0.04639158,0.06187872,0.10419756,0.73626431
-4.67333667,5.15023925,0.43271226,4.08263652,0.04302481,0.06073197,0.10736478,0.73871465
-4.66733367,5.06258328,0.43273878,3.98366458,0.03990063,0.05978031,0.11160578,0.74649372
-4.66133067,4.98769976,0.43482919,3.88907053,0.03700930,0.05908718,0.11696264,0.75987201
-4.65532766,4.92830468,0.43922962,3.80119655,0.03434059,0.05871770,0.12347462,0.77910444
-4.64932466,4.88700878,0.44618790,3.72232496,0.03188427,0.05873666,0.13117543,0.80441620
-4.64332166,4.86623366,0.45594211,3.65461818,0.02963037,0.05920647,0.14009014,0.83598654
-4.63731866,4.86812636,0.46870837,3.60005892,0.02756948,0.06018511,0.15023178,0.87393131
-4.63131566,4.89447544,0.48466823,3.56039235,0.02569273,0.06172397,0.16159787,0.91828513
-4.62531266,4.94663164,0.50395633,3.53707194,0.02399178,0.06386591,0.17416697,0.96898396
-4.61930965,5.02543621,0.52664869,3.53121067,0.02245873,0.06664332,0.18789553,1.02584918
-4.61330665,5.13115987,0.55275235,3.54353932,0.02108595,0.07007648,0.20271520,1.08857413
-4.60730365,5.26345547,0.58219668,3.57437354,0.01986594,0.07417210,0.21853068,1.15671389
-4.60130065,5.42132667,0.61482699,3.62359102,0.01879116,0.07892214,0.23521850,1.22967911
-4.59529765,5.60311508,0.65040063,3.69062019,0.01785396,0.08430304,0.25262655,1.30673466
-4.58929465,5.80650741,0.68858604,3.77444157,0.01704649,0.09027531,0.27057476,1.38700326
-4.58329165,6.02856379,0.72896481,3.87360238,0.01636076,0.09678360,0.28885675,1.46947464
-4.57728864,6.26576765,0.77103694,3.98624498,0.01578870,0.10375721,0.30724265,1.55302011
-4.57128564,6.51409678,0.81422906,4.11014899,0.01532228,0.11111111,0.32548294,1.63641225
-4.56528264,6.76911443,0.85790572,4.24278653,0.01495379,0.11874742,0.34331329,1.71834950
-4.55927964,7.02607833,0.90138316,4.38138961,0.01467599,0.12655745,0.36046024,1.79748479
-4.55327664,7.28006474,0.94394534,4.52302781,0.01448245,0.13442411,0.37664763,1.87245744
-4.54727364,7.52610398,0.98486167,4.66469434,0.01436778,0.14222470,0.39160352,1.94192731
-4.54127064,7.75932292,1.02340578,4.80339750,0.01432788,0.14983412,0.40506733,2.00460999
-4.53526763,7.97508958,1.05887486,4.93625467,0.01436016,0.15712813,0.41679710,2.05931184
-4.52926463,8.16915466,1.09060857,5.06058519,0.01446364,0.16398688,0.42657644,2.10496352
-4.52326163,8.33778440,1.11800723,5.17399872,0.01463907,0.17029830,0.43422100,2.14065079
-4.51725863,8.47787976,1.14054825,5.27447542,0.01488884,0.17596139,0.43958418,2.16564140
-4.51125563,8.58707668,1.15780048,5.36043449,0.01521689,0.18088926,0.44256192,2.17940697
-4.50525263,8.66382341,1.16943577,5.43078816,0.01562843,0.18501167,0.44309623,2.18163905
-4.49924962,8.70743143,1.17523747,5.48497860,0.01612964,0.18827719,0.44117752,2.17225861
-4.49324662,8.71809761,1.17510550,5.52299598,0.01672720,0.19065464,0.43684542,2.15141875
-4.48724362,8.69689659,1.16905789,5.54537690,0.01742780,0.19213392,0.43018825,2.11950033
-4.48124062,8.64574373,1.15722886,5.55318302,0.01823757,0.19272613,0.42134102,2.07710088
-4.47523762,8.56733018,1.13986350,5.54796101,0.01916147,0.19246301,0.41048212,2.02501720
-4.46923462,8.46503305,1.11730943,5.53168574,0.02020268,0.19139560,0.39782875,1.96422235
-4.46323162,8.34280480,1.09000581,5.50668921,0.02136206,0.18959242,0.38363139,1.89583810
-4.45722861,8.20504682,1.05847025,5.47557900,0.02263758,0.18713705,0.36816747,1.82110381
-4.45122561,8.05647293,1.02328412,5.44114972,0.02402394,0.18412527,0.35173434,1.74134319
-4.44522261,7.90196883,0.98507696,5.40629205,0.02551227,0.18066201,0.33464210,1.65793005
-4.43921961,7.74645346,0.94451047,5.37390315,0.02708997,0.17685805,0.31720621,1.57225438
-4.43321661,7.59474801,0.90226280,5.34680272,0.02874070,0.17282680,0.29974038,1.48569004
-4.42721361,7.45145750,0.85901354,5.32765782,0.03044465,0.16868118,0.28254977,1.39956502
-4.42121061,7.32086901,0.81542992,5.31891954,0.03217884,0.16453073,0.26592476,1.31513515
-4.41520760,7.20686946,0.77215454,5.32277307,0.03391775,0.16047914,0.25013550,1.23356206
-4.40920460,7.11288447,0.72979488,5.34110244,0.03563403,0.15662217,0.23542712,1.15589562
-4.40320160,7.04183861,0.68891476,5.37546961,0.03729934,0.15304606,0.22201597,1.08306123
-4.39719860,6.99613605,0.65002776,5.42710718,0.03888536,0.14982645,0.21008658,1.01585180
-4.39119560,6.97765947,0.61359252,5.49692274,0.04036484,0.14702779,0.19978959,0.95492426
-4.38519260,6.98778414,0.58000992,5.58551245,0.04171266,0.14470323,0.19124040,0.90080010
-4.37918959,7.02740354,0.54962174,5.69318108,0.04290691,0.14289486,0.18451866,0.85386946
-4.37318659,7.09696243,0.52271079,5.81996511,0.04392986,0.14163427,0.17966829,0.81439809
-4.36718359,7.19649341,0.49950211,5.96565624,0.04476884,0.14094343,0.17669822,0.78253645
-4.36118059,7.32565320,0.48016494,6.12982231,0.04541698,0.14083551,0.17558357,0.75833043
-4.35517759,7.48375546,0.46481544,6.31182349,0.04587372,0.14131593,0.17626724,0.74173275
-4.34917459,7.66979787,0.45351957,6.51082248,0.04614514,0.14238322,0.17866191,0.73261478
-4.34317159,7.88248199,0.44629631,6.72578769,0.04624406,0.14402977,0.18265242,0.73077799
-4.33716858,8.12022549,0.44312070,6.95549002,0.04618982,0.14624246,0.18809837,0.73596483
-4.33116558,8.38116740,0.44392687,7.19849399,0.04600799,0.14900297,0.19483712,0.74786861
-4.32516258,8.66316781,0.44861076,7.45314514,0.04572963,0.15228792,0.20268699,0.76614221
-4.31915958,8.96380429,0.45703267,7.71755616,0.04539054,0.15606877,0.21145077,0.79040557
-4.31315658,9.28036769,0.46901941,7.98959441,0.04503022,0.16031155,0.22091948,0.82025177
-4.30715358,9.60986048,0.48436635,8.26687387,0.04469069,0.16497647,0.23087639,0.85525189
