energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.34567284,13.53423887,0.04885935,0.99562741,1.75654741,1.44202864,4.09915903,5.10319935,0.06888538,5.09228235
-5.33966983,13.67821933,0.04955747,0.99637169,1.77947546,1.48528396,4.12252790,5.12098128,0.07132052,5.17469615
-5.33366683,13.80284860,0.05025490,0.99324356,1.80083820,1.52797330,4.14305922,5.12841920,0.07377287,5.25247182
-5.32766383,13.90781913,0.05095917,0.98631070,1.82057330,1.56984466,4.16020622,5.12591022,0.07622666,5.32517001
-5.32166083,13.99300405,0.05167663,0.97570538,1.83863049,1.61061655,4.17343944,5.11401787,0.07866359,5.39233904
-5.31565783,14.05841923,0.05241198,0.96162034,1.85496568,1.64997700,4.18225273,5.09344772,0.08106283,5.45350616
-5.30965483,14.10418429,0.05316788,0.94430279,1.86953514,1.68758384,4.18616910,5.06501970,0.08340109,5.50817117
-5.30365183,14.13048518,0.05394465,0.92404701,1.88229013,1.72306671,4.18474654,5.02963828,0.08565277,5.55580293
-5.29764882,14.13754035,0.05474006,0.90118560,1.89317249,1.75603068,4.17758412,4.98826151,0.08779032,5.59583971
-5.29164582,14.12557291,0.05554924,0.87608005,1.90211140,1.78606174,4.16432839,4.94187048,0.08978464,5.62769350
-5.28564282,14.09479029,0.05636471,0.84911072,1.90902172,1.81273393,4.14468025,4.89144007,0.09160562,5.65075870
-5.27963982,14.04537270,0.05717652,0.82066696,1.91380404,1.83561814,4.11840223,4.83791235,0.09322283,5.66442493
-5.27363682,13.97747096,0.05797252,0.79113751,1.91634643,1.85429224,4.08532606,4.78217344,0.09460623,5.66809374
-5.26763382,13.89121367,0.05873866,0.76090167,1.91652810,1.86835221,4.04536042,4.72503453,0.09572696,5.66119847
-5.26163082,13.78672307,0.05945945,0.73032159,1.91422459,1.87742394,3.99849845,4.66721765,0.09655819,5.64322647
-5.25562781,13.66413814,0.06011838,0.69973578,1.90931426,1.88117516,3.94482465,4.60934612,0.09707599,5.61374255
-5.24962481,13.52364321,0.06069843,0.66945400,1.90168583,1.87932702,3.88452070,4.55193987,0.09726005,5.57241248
-5.24362181,13.36549962,0.06118260,0.63975377,1.89124638,1.87166484,3.81786966,4.49541502,0.09709448,5.51902526
-5.23761881,13.19007794,0.06155437,0.61087818,1.87792940,1.85804753,3.74525804,4.44008718,0.09656839,5.45351284
-5.23161581,12.99788814,0.06179820,0.58303518,1.86170221,1.83841517,3.66717520,4.38617775,0.09567641,5.37596618
-5.22561281,12.78960498,0.06189993,0.55639796,1.84257246,1.81279447,3.58420981,4.33382232,0.09441900,5.28664649
-5.21960980,12.56608652,0.06184718,0.53110641,1.82059297,1.78130177,3.49704290,4.28308024,0.09280261,5.18599098
-5.21360680,12.32838388,0.06162960,0.50726917,1.79586473,1.74414339,3.40643760,4.23394450,0.09083966,5.07461244
-5.20760380,12.07774103,0.06123919,0.48496635,1.76853758,1.70161335,3.31322534,4.18635131,0.08854832,4.95329255
-5.20160080,11.81558411,0.06067040,0.46425240,1.73880863,1.65408838,3.21828915,4.14018864,0.08595211,4.82296901
-5.19559780,11.54350056,0.05992029,0.44515905,1.70691812,1.60202059,3.12254411,4.09530351,0.08307934,4.68471683
-5.18959480,11.26320889,0.05898854,0.42769814,1.67314313,1.54592793,3.02691591,4.05150782,0.07996242,4.53972473
-5.18359180,10.97652094,0.05787745,0.41186426,1.63778922,1.48638292,2.93231811,4.00858298,0.07663707,4.38926741
-5.17758879,10.68529851,0.05659187,0.39763702,1.60118052,1.42400007,2.83962907,3.96628340,0.07314136,4.23467526
-5.17158579,10.39140718,0.05513909,0.38498300,1.56364874,1.35942247,2.74966950,3.92433957,0.06951489,4.07730252
-5.16558279,10.09667004,0.05352870,0.37385738,1.52552168,1.29330812,2.66318165,3.88246113,0.06579775,3.91849560
-5.15957979,9.80282407,0.05177241,0.36420533,1.48711193,1.22631650,2.58081093,3.84034050,0.06202967,3.75956284
-5.15357679,9.51148182,0.04988383,0.35596313,1.44870635,1.15909581,2.50309092,3.79765773,0.05824913,3.60174713
-5.14757379,9.22410073,0.04787826,0.34905929,1.41055690,1.09227138,2.43043233,3.75408692,0.05449263,3.44620239
-5.14157079,8.94196173,0.04577243,0.34341550,1.37287347,1.02643557,2.36311641,3.70930446,0.05079402,3.29397498
-5.13556778,8.66615822,0.04358423,0.33894774,1.33581891,0.96213940,2.30129306,3.66299919,0.04718393,3.14599059
-5.12956478,8.39759588,0.04133247,0.33556745,1.29950672,0.89988605,2.24498360,3.61488433,0.04368944,3.00304700
-5.12356178,8.13700292,0.03903656,0.33318277,1.26400149,0.84012640,2.19408801,3.56471082,0.04033375,2.86581262
-5.11755878,7.88494989,0.03671626,0.33170005,1.22932189,0.78325648,2.14839614,3.51228146,0.03713609,2.73483062
-5.11155578,7.64187729,0.03439139,0.33102529,1.19544628,0.72961664,2.10760239,3.45746513,0.03411169,2.61052799
-5.10555278,7.40812907,0.03208153,0.33106581,1.16232039,0.67949248,2.07132288,3.40021042,0.03127193,2.49322871
-5.09954977,7.18398960,0.02980576,0.33173184,1.12986677,0.63311694,2.03911442,3.34055762,0.02862452,2.38317005
-5.09354677,6.96972156,0.02758245,0.33293803,1.09799538,0.59067363,2.01049428,3.27864852,0.02617378,2.28052090
-5.08754377,6.76560243,0.02542893,0.33460479,1.06661472,0.55230069,1.98495985,3.21473311,0.02392106,2.18540078
-5.08154077,6.57195707,0.02336138,0.33665951,1.03564303,0.51809521,1.96200743,3.14917281,0.02186507,2.09789862
-5.07553777,6.38918466,0.02139459,0.33903731,1.00501884,0.48811768,1.94114937,3.08243985,0.02000231,2.01809005
-5.06953477,6.21777838,0.01954182,0.34168160,0.97471030,0.46239630,1.92192895,3.01511260,0.01832757,1.94605236
-5.06353177,6.05833689,0.01781469,0.34454414,0.94472307,0.44093097,1.90393269,2.94786706,0.01683428,1.88187639
-5.05752876,5.91156709,0.01622312,0.34758481,0.91510615,0.42369671,1.88679969,2.88146477,0.01551495,1.82567480
-5.05152576,5.77827832,0.01477528,0.35077092,0.88595558,0.41064652,1.87022810,2.81673759,0.01436153,1.77758649
-5.04552276,5.65936849,0.01347757,0.35407630,0.85741589,0.40171356,1.85397869,2.75456998,0.01336580,1.73777708
-5.03951976,5.55580316,0.01233470,0.35747996,0.82967927,0.39681275,1.83787575,2.69587946,0.01251958,1.70643574
-5.03351676,5.46858880,0.01134970,0.36096468,0.80298259,0.39584183,1.82180576,2.64159598,0.01181505,1.68376860
-5.02751376,5.39874183,0.01052403,0.36451540,0.77760250,0.39868196,1.80571415,2.59264094,0.01124492,1.66998944
-5.02151076,5.34725492,0.00985772,0.36811760,0.75384893,0.40519806,1.78960053,2.54990645,0.01080257,1.66530828
-5.01550775,5.31506224,0.00934944,0.37175566,0.73205725,0.41523899,1.77351303,2.51423555,0.01048215,1.66991850
-5.00950475,5.30300518,0.00899665,0.37541145,0.71257946,0.42863772,1.75754198,2.48640368,0.01027865,1.68398340
-5.00350175,5.31179985,0.00879575,0.37906308,0.69577488,0.44521164,1.74181339,2.46710202,0.01018789,1.70762284
-4.99749875,5.34200751,0.00874218,0.38268384,0.68200053,0.46476306,1.72648243,2.45692279,0.01020649,1.74090059
-4.99149575,5.39400885,0.00883057,0.38624165,0.67160157,0.48708001,1.71172726,2.45634676,0.01033180,1.78381303
-4.98549275,5.46798263,0.00905486,0.38969866,0.66490208,0.51193738,1.69774311,2.46573319,0.01056180,1.83627947
-4.97948974,5.56388916,0.00940835,0.39301134,0.66219630,0.53909834,1.68473683,2.48531203,0.01089498,1.89813457
-4.97348674,5.68145858,0.00988387,0.39613094,0.66374060,0.56831603,1.67292176,2.51517863,0.01133018,1.96912278
-4.96748374,5.82018389,0.01047379,0.39900424,0.66974610,0.59933544,1.66251279,2.55529077,0.01186645,2.04889495
-4.96148074,5.97931836,0.01117013,0.40157470,0.68037208,0.63189538,1.65372155,2.60546794,0.01250285,2.13700690
-4.95547774,6.15787690,0.01196460,0.40378377,0.69572020,0.66573044,1.64675152,2.66539296,0.01323829,2.23291973
-4.94947474,6.35464081,0.01284865,0.40557255,0.71582944,0.70057283,1.64179287,2.73461562,0.01407137,2.33600162
-4.94347174,6.56816532,0.01381351,0.40688339,0.74067178,0.73615396,1.63901706,2.81255830,0.01500019,2.44553076
-4.93746873,6.79678944,0.01485022,0.40766174,0.77014857,0.77220581,1.63857096,2.89852344,0.01602220,2.56069913
-4.93146573,7.03864742,0.01594969,0.40785776,0.80408766,0.80846186,1.64057060,2.99170255,0.01713410,2.68061690
-4.92546273,7.29168166,0.01710265,0.40742802,0.84224127,0.84465776,1.64509465,3.09118658,0.01833166,2.80431714
-4.91945973,7.55365655,0.01829977,0.40633679,0.88428468,0.88053164,1.65217769,3.19597743,0.01960966,2.93076099
-4.91345673,7.82217342,0.01953161,0.40455727,0.92981589,0.91582421,1.66180372,3.30500019,0.02096181,3.05884308
-4.90745373,8.09468648,0.02078863,0.40207237,0.97835647,0.95027868,1.67389999,3.41711596,0.02238070,3.18739753
-4.90145073,8.36852012,0.02206126,0.39887518,1.02935366,0.98364072,1.68833173,3.53113500,0.02385778,3.31520474
-4.89544772,8.64088802,0.02333982,0.39496913,1.08218409,1.01565859,1.70489806,3.64582990,0.02538335,3.44099920
-4.88944472,8.90891464,0.02461463,0.39036772,1.13615922,1.04608347,1.72332958,3.75994874,0.02694661,3.56347898
-4.88344172,9.16965975,0.02587591,0.38509395,1.19053281,1.07467039,1.74328800,3.87222814,0.02853573,3.68131703
-4.87743872,9.42014653,0.02711388,0.37917947,1.24451044,1.10117957,1.76436803,3.98140618,0.03013789,3.79317479
-4.87143572,9.65739409,0.02831874,0.37266344,1.29726130,1.12537855,1.78610200,4.08623535,0.03173949,3.89771845
-4.86543272,9.87845447,0.02948069,0.36559121,1.34793210,1.14704499,1.80796704,4.18549568,0.03332624,3.99363781
-4.85942971,10.08045460,0.03058999,0.35801299,1.39566304,1.16597009,1.82939505,4.27800811,0.03488338,4.07966784
-4.85342671,10.26064291,0.03163706,0.34998235,1.43960555,1.18196275,1.84978512,4.36264858,0.03639590,4.15461266
-4.84742371,10.41644007,0.03261249,0.34155481,1.47894138,1.19485417,1.86851814,4.43836266,0.03784881,4.21737140
-4.84142071,10.54549288,0.03350724,0.33278653,1.51290257,1.20450278,1.88497313,4.50418113,0.03922738,4.26696523
-4.83541771,10.64573012,0.03431270,0.32373312,1.54079155,1.21079935,1.89854469,4.55923627,0.04051752,4.30256472
-4.82941471,10.71541826,0.03502092,0.31444865,1.56200079,1.21367188,1.90866078,4.60277879,0.04170605,4.32351638
-4.82341171,10.75321534,0.03562471,0.30498479,1.57603099,1.21309021,1.91480029,4.63419506,0.04278104,4.32936715
-4.81740870,10.75822039,0.03611790,0.29539022,1.58250731,1.20906988,1.91650932,4.65302416,0.04373216,4.31988570
-4.81140570,10.73001616,0.03649548,0.28571026,1.58119260,1.20167521,1.91341570,4.65897415,0.04455095,4.29507931
-4.80540270,10.66870276,0.03675379,0.27598657,1.57199704,1.19102123,1.90524091,4.65193667,0.04523112,4.25520522
-4.79939970,10.57492003,0.03689070,0.26625712,1.55498381,1.17727437,1.89180887,4.63199925,0.04576875,4.20077559
-4.79339670,10.44985689,0.03690572,0.25655624,1.53037001,1.16065185,1.87305127,4.59945422,0.04616244,4.13255547
-4.78739370,10.29524628,0.03680010,0.24691474,1.49852312,1.14141965,1.84900907,4.55480373,0.04641342,4.05155344
-4.78139070,10.11334510,0.03657689,0.23736013,1.45995256,1.11988913,1.81983031,4.49875979,0.04652550,3.95900495
-4.77538769,9.90689899,0.03624089,0.22791686,1.41529693,1.09641243,1.78576419,4.43223918,0.04650501,3.85634878
-4.76938469,9.67909261,0.03579861,0.21860650,1.36530722,1.07137668,1.74715197,4.35635260,0.04636056,3.74519724
-4.76338169,9.43348686,0.03525814,0.20944804,1.31082662,1.04519737,1.70441499,4.27238824,0.04610279,3.62730123
-4.75737869,9.17394478,0.03462895,0.20045805,1.25276777,1.01831095,1.65804052,4.18178980,0.04574398,3.50451128
-4.75137569,8.90454871,0.03392166,0.19165084,1.19208833,0.99116694,1.60856616,4.08612946,0.04529763,3.37873607
-4.74537269,8.62951140,0.03314777,0.18303864,1.12976584,0.96421984,1.55656345,3.98707666,0.04477798,3.25189980
-4.73936968,8.35308405,0.03231938,0.17463172,1.06677267,0.93792098,1.50262146,3.88636337,0.04419949,3.12590000
-4.73336668,8.07946426,0.03144883,0.16643849,1.00405226,0.91271054,1.44733103,3.78574705,0.04357636,3.00256700
-4.72736368,7.81270684,0.03054845,0.15846564,0.94249714,0.88900989,1.39127017,3.68697242,0.04292204,2.88362648
-4.72136068,7.55663986,0.02963022,0.15071827,0.88292960,0.86721442,1.33499122,3.59173318,0.04224877,2.77066593
-4.71535768,7.31478838,0.02870550,0.14320005,0.82608548,0.84768690,1.27900997,3.50163473,0.04156724,2.66510586
-4.70935468,7.09030739,0.02778481,0.13591336,0.77260138,0.83075145,1.22379701,3.41815910,0.04088632,2.56817635
-4.70335168,6.88592524,0.02687762,0.12885956,0.72300552,0.81668819,1.16977127,3.34263275,0.04021282,2.48089897
-4.69734867,6.70389846,0.02599219,0.12203916,0.67771216,0.80572859,1.11729584,3.27619821,0.03955145,2.40407440
-4.69134567,6.54597810,0.02513547,0.11545213,0.63701953,0.79805151,1.06667577,3.21978991,0.03890482,2.33827523
-4.68534267,6.41338761,0.02431305,0.10909814,0.60111092,0.79377991,1.01815759,3.17411487,0.03827356,2.28384392
-4.67933967,6.30681214,0.02352911,0.10297687,0.57005856,0.79297846,0.97193049,3.13963840,0.03765648,2.24089537
-4.67333667,6.22639844,0.02278647,0.09708825,0.54382996,0.79565186,0.92812850,3.11657500,0.03705086,2.20932362
-4.66733367,6.17176518,0.02208663,0.09143277,0.52229621,0.80174407,0.88683379,3.10488475,0.03645277,2.18881232
-4.66133067,6.14202281,0.02142981,0.08601171,0.50524176,0.81113847,0.84808048,3.10427498,0.03585738,2.17884845
-4.65532766,6.13580266,0.02081508,0.08082732,0.49237540,0.82365916,0.81185903,3.11420745,0.03525935,2.17873906
-4.64932466,6.15129461,0.02024044,0.07588304,0.48334197,0.83907326,0.77812087,3.13391100,0.03465316,2.18763051
-4.64332166,6.18629302,0.01970294,0.07118356,0.47773455,0.85709447,0.74678327,3.16239947,0.03403346,2.20453009
