energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.80190095,2.80196053,0.00917117,0.11363282,0.93985653,1.38335080,1.17685537,0.00000000,0.79101320,0.36358505
-5.79589795,2.87616314,0.00954777,0.11876388,0.97306207,1.41323873,1.21261599,0.00000000,0.82830852,0.37141213
-5.78989495,2.93740295,0.00988950,0.12337885,1.00164327,1.43730758,1.24304311,0.00000000,0.86247028,0.37711783
-5.78389195,2.98476086,0.01019302,0.12740404,1.02515000,1.45520121,1.26766923,0.00000000,0.89300097,0.38060850
-5.77788894,3.01757651,0.01045583,0.13077709,1.04322722,1.46666971,1.28613280,0.00000000,0.91946763,0.38183666
-5.77188594,3.03547210,0.01067640,0.13344915,1.05562699,1.47157950,1.29819026,0.00000000,0.94151593,0.38080243
-5.76588294,3.03836976,0.01085426,0.13538674,1.06221774,1.46992137,1.30372534,0.00000000,0.95888280,0.37755354
-5.75987994,3.02650151,0.01099007,0.13657324,1.06299052,1.46181579,1.30275522,0.00000000,0.97140676,0.37218394
-5.75387694,3.00041126,0.01108567,0.13700979,1.05806175,1.44751528,1.29543323,0.00000000,0.97903562,0.36483102
-5.74787394,2.96094830,0.01114418,0.13671574,1.04767224,1.42740356,1.28204769,0.00000000,0.98183099,0.35567162
-5.74187094,2.90925235,0.01116994,0.13572845,1.03218253,1.40199115,1.26301699,0.00000000,0.97996929,0.34491685
-5.73586793,2.84673007,0.01116853,0.13410245,1.01206440,1.37190744,1.23888074,0.00000000,0.97373906,0.33280615
-5.72986493,2.77502352,0.01114677,0.13190810,0.98788884,1.33788903,1.21028721,0.00000000,0.96353443,0.31960052
-5.72386193,2.69597125,0.01111255,0.12922953,0.96031090,1.30076461,1.17797728,0.00000000,0.94984488,0.30557543
-5.71785893,2.61156275,0.01107482,0.12616218,0.93005158,1.26143646,1.14276537,0.00000000,0.93324150,0.29101344
-5.71185593,2.52388771,0.01104338,0.12280983,0.89787768,1.22085896,1.10551781,0.00000000,0.91436014,0.27619687
-5.70585293,2.43508112,0.01102870,0.11928140,0.86458003,1.18001468,1.06712927,0.00000000,0.89388190,0.26140075
-5.69984992,2.34726598,0.01104168,0.11568739,0.83095084,1.13988856,1.02849801,0.00000000,0.87251176,0.24688614
-5.69384692,2.26249528,0.01109341,0.11213639,0.79776099,1.10144099,0.99050067,0.00000000,0.85095590,0.23289419
-5.68784392,2.18269481,0.01119481,0.10873151,0.76573806,1.06558052,0.95396743,0.00000000,0.82989875,0.21964080
-5.68184092,2.10960891,0.01135633,0.10556707,0.73554567,1.03313722,0.91965836,0.00000000,0.80998033,0.20731229
-5.67583792,2.04475068,0.01158755,0.10272557,0.70776499,1.00483746,0.88824179,0.00000000,0.79177514,0.19606192
-5.66983492,1.98935848,0.01189681,0.10027503,0.68287903,0.98128122,0.86027536,0.00000000,0.77577302,0.18600744
-5.66383192,1.94436017,0.01229085,0.09826692,0.66126009,0.96292255,0.83619057,0.00000000,0.76236302,0.17722966
-5.65782891,1.91034654,0.01277439,0.09673465,0.64316107,0.95005425,0.81628129,0.00000000,0.75182085,0.16977200
-5.65182591,1.88755488,0.01334983,0.09569270,0.62871058,0.94279725,0.80069665,0.00000000,0.74430047,0.16364108
-5.64582291,1.87586361,0.01401693,0.09513643,0.61791228,0.94109541,0.78943875,0.00000000,0.73983007,0.15880816
-5.63981991,1.87479813,0.01477263,0.09504260,0.61064835,0.94471586,0.78236516,0.00000000,0.73831283,0.15521155
-5.63381691,1.88354823,0.01561081,0.09537052,0.60668694,0.95325530,0.77919626,0.00000000,0.73953231,0.15275971
-5.62781391,1.90099640,0.01652233,0.09606384,0.60569326,0.96615198,0.77952714,0.00000000,0.74316237,0.15133515
-5.62181091,1.92575633,0.01749504,0.09705282,0.60724410,0.98270323,0.78284370,0.00000000,0.74878117,0.15079880
-5.61580790,1.95622045,0.01851395,0.09825717,0.61084498,1.00208780,0.78854237,0.00000000,0.75588873,0.15099491
-5.60980490,1.99061487,0.01956150,0.09958906,0.61594947,1.02339263,0.79595272,0.00000000,0.76392744,0.15175623
-5.60380190,2.02705983,0.02061802,0.10095655,0.62197993,1.04564271,0.80436215,0.00000000,0.77230446,0.15290941
-5.59779890,2.06363356,0.02166215,0.10226691,0.62834891,1.06783331,0.81304177,0.00000000,0.78041537,0.15428031
-5.59179590,2.09843713,0.02267148,0.10343006,0.63448035,1.08896315,0.82127239,0.00000000,0.78766782,0.15569934
-5.58579290,2.12965796,0.02362323,0.10436173,0.63982992,1.10806744,0.82836983,0.00000000,0.79350448,0.15700634
-5.57978989,2.15562956,0.02449490,0.10498641,0.64390371,1.12424930,0.83370835,0.00000000,0.79742409,0.15805517
-5.57378689,2.17488530,0.02526506,0.10523984,0.64627454,1.13670858,0.83674149,0.00000000,0.79900002,0.15871763
-5.56778389,2.18620405,0.02591400,0.10507110,0.64659549,1.14476681,0.83701958,0.00000000,0.79789539,0.15888677
-5.56178089,2.18864610,0.02642444,0.10444406,0.64461001,1.14788730,0.83420311,0.00000000,0.79387431,0.15847935
-5.55577789,2.18157811,0.02678210,0.10333829,0.64015845,1.14568984,0.82807172,0.00000000,0.78680880,0.15743753
-5.54977489,2.16468616,0.02697622,0.10174939,0.63318079,1.13795924,0.81852844,0.00000000,0.77668123,0.15572963
-5.54377189,2.13797667,0.02699987,0.09968869,0.62371566,1.12464762,0.80559921,0.00000000,0.76358234,0.15335005
-5.53776888,2.10176553,0.02685024,0.09718235,0.61189570,1.10587053,0.78942779,0.00000000,0.74770489,0.15031831
-5.53176588,2.05665608,0.02652867,0.09427009,0.59793971,1.08189706,0.77026654,0.00000000,0.72933365,0.14667733
-5.52576288,2.00350722,0.02604061,0.09100334,0.58214196,1.05313474,0.74846340,0.00000000,0.70883199,0.14249100
-5.51975988,1.94339345,0.02539536,0.08744318,0.56485923,1.02010982,0.72444605,0.00000000,0.68662598,0.13784122
-5.51375688,1.87755856,0.02460574,0.08365798,0.54649620,0.98344414,0.69870372,0.00000000,0.66318682,0.13282447
-5.50775388,1.80736538,0.02368759,0.07972092,0.52748988,0.94382954,0.67176782,0.00000000,0.63901221,0.12754806
-5.50175088,1.73424385,0.02265923,0.07570754,0.50829370,0.90200106,0.64419196,0.00000000,0.61460782,0.12212633
-5.49574787,1.65963955,0.02154079,0.07169325,0.48936201,0.85871023,0.61653246,0.00000000,0.59046946,0.11667679
-5.48974487,1.58496488,0.02035353,0.06775119,0.47113539,0.81469934,0.58932997,0.00000000,0.56706668,0.11131642
-5.48374187,1.51155486,0.01911922,0.06395008,0.45402752,0.77067801,0.56309291,0.00000000,0.54482861,0.10615823
-5.47773887,1.44062896,0.01785939,0.06035260,0.43841380,0.72730267,0.53828332,0.00000000,0.52413224,0.10130824
-5.47173587,1.37326019,0.01659480,0.05701394,0.42462209,0.68515978,0.51530541,0.00000000,0.50529368,0.09686280
-5.46573287,1.31035219,0.01534483,0.05398074,0.41292571,0.64475311,0.49449713,0.00000000,0.48856240,0.09290649
-5.45972986,1.25262459,0.01412706,0.05129042,0.40353883,0.60649546,0.47612477,0.00000000,0.47411854,0.08951045
-5.45372686,1.20060656,0.01295689,0.04897079,0.39661394,0.57070458,0.46038052,0.00000000,0.46207312,0.08673129
-5.44772386,1.15463790,0.01184730,0.04704002,0.39224155,0.53760327,0.44738276,0.00000000,0.45247071,0.08461044
-5.44172086,1.11487707,0.01080867,0.04550684,0.39045162,0.50732315,0.43717879,0.00000000,0.44529440,0.08317392
-5.43571786,1.08131487,0.00984875,0.04437096,0.39121652,0.47991159,0.42974948,0.00000000,0.44047239,0.08243259
-5.42971486,1.05379255,0.00897269,0.04362379,0.39445530,0.45534110,0.42501561,0.00000000,0.43788581,0.08238260
-5.42371186,1.03202312,0.00818316,0.04324913,0.40003870,0.43352061,0.42284518,0.00000000,0.43737718,0.08300626
-5.41770885,1.01561444,0.00748053,0.04322406,0.40779487,0.41430770,0.42306135,0.00000000,0.43875903,0.08427301
-5.41170585,1.00409284,0.00686314,0.04351991,0.41751529,0.39752135,0.42545070,0.00000000,0.44182221,0.08614060
-5.40570285,0.99692624,0.00632753,0.04410313,0.42896081,0.38295436,0.42977119,0.00000000,0.44634359,0.08855635
-5.39969985,0.99354569,0.00586879,0.04493630,0.44186753,0.37038507,0.43575975,0.00000000,0.45209271,0.09145853
-5.39369685,0.99336489,0.00548085,0.04597902,0.45595252,0.35958786,0.44313928,0.00000000,0.45883734,0.09477773
-5.38769385,0.99579695,0.00515676,0.04718882,0.47091911,0.35034221,0.45162475,0.00000000,0.46634779,0.09843831
-5.38169085,1.00026836,0.00488906,0.04852198,0.48646202,0.34244006,0.46092861,0.00000000,0.47439994,0.10235981
-5.37568784,1.00623013,0.00466998,0.04993437,0.50227204,0.33569157,0.47076531,0.00000000,0.48277715,0.10645840
-5.36968484,1.01316611,0.00449172,0.05138217,0.51804051,0.32992909,0.48085512,0.00000000,0.49127125,0.11064829
-5.36368184,1.02059907,0.00434671,0.05282262,0.53346365,0.32500978,0.49092741,0.00000000,0.49968261,0.11484324
-5.35767884,1.02809468,0.00422773,0.05421467,0.54824667,0.32081682,0.50072329,0.00000000,0.50781990,0.11895790
-5.35167584,1.03526404,0.00412811,0.05551960,0.56210787,0.31725959,0.50999813,0.00000000,0.51549945,0.12290932
-5.34567284,1.04176511,0.00404184,0.05670162,0.57478264,0.31427303,0.51852368,0.00000000,0.52254472,0.12661826
-5.33966983,1.04730350,0.00396366,0.05772842,0.58602744,0.31181642,0.52609023,0.00000000,0.52878593,0.13001061
-5.33366683,1.05163302,0.00388912,0.05857162,0.59562380,0.30987188,0.53250872,0.00000000,0.53406023,0.13301864
-5.32766383,1.05455618,0.00381461,0.05920723,0.60338213,0.30844264,0.53761292,0.00000000,0.53821231,0.13558225
-5.32166083,1.05592485,0.00373735,0.05961597,0.60914541,0.30755128,0.54126161,0.00000000,0.54109570,0.13765005
-5.31565783,1.05564107,0.00365537,0.05978362,0.61279262,0.30723801,0.54334082,0.00000000,0.54257474,0.13918032
-5.30965483,1.05365810,0.00356749,0.05970115,0.61424182,0.30755907,0.54376601,0.00000000,0.54252706,0.14014182
-5.30365183,1.04998131,0.00347323,0.05936489,0.61345267,0.30858510,0.54248408,0.00000000,0.54084655,0.14051440
-5.29764882,1.04466900,0.00337274,0.05877653,0.61042840,0.31039945,0.53947515,0.00000000,0.53744665,0.14028939
-5.29164582,1.03783255,0.00326672,0.05794304,0.60521703,0.31309652,0.53475392,0.00000000,0.53226370,0.13946974
-5.28564282,1.02963602,0.00315631,0.05687650,0.59791169,0.31677969,0.52837051,0.00000000,0.52526018,0.13806993
-5.27963982,1.02029446,0.00304298,0.05559385,0.58865008,0.32155913,0.52041064,0.00000000,0.51642763,0.13611563
-5.27363682,1.01007117,0.00292844,0.05411649,0.57761288,0.32754913,0.51099507,0.00000000,0.50578892,0.13364309
-5.26763382,0.99927342,0.00281453,0.05246986,0.56502119,0.33486509,0.50027822,0.00000000,0.49339983,0.13069828
-5.26163082,0.98824668,0.00270310,0.05068288,0.55113286,0.34362004,0.48844583,0.00000000,0.47934964,0.12733584
-5.25562781,0.97736740,0.00259592,0.04878740,0.53623793,0.35392091,0.47571181,0.00000000,0.46376073,0.12361774
-5.24962481,0.96703429,0.00249463,0.04681750,0.52065307,0.36586443,0.46231419,0.00000000,0.44678701,0.11961188
-5.24362181,0.95765857,0.00240060,0.04480882,0.50471526,0.37953304,0.44851019,0.00000000,0.42861135,0.11539043
-5.23761881,0.94965318,0.00231496,0.04279783,0.48877473,0.39499074,0.43457074,0.00000000,0.40944182,0.11102820
-5.23161581,0.94342153,0.00223846,0.04082105,0.47318747,0.41227930,0.42077434,0.00000000,0.38950718,0.10660083
-5.22561281,0.93934609,0.00217153,0.03891437,0.45830731,0.43141485,0.40740053,0.00000000,0.36905141,0.10218306
-5.21960980,0.93777722,0.00211421,0.03711223,0.44447794,0.45238508,0.39472321,0.00000000,0.34832784,0.09784705
-5.21360680,0.93902269,0.00206620,0.03544699,0.43202495,0.47514731,0.38300395,0.00000000,0.32759281,0.09366073
-5.20760380,0.94333835,0.00202683,0.03394822,0.42124822,0.49962743,0.37248545,0.00000000,0.30709930,0.08968632
-5.20160080,0.95092005,0.00199517,0.03264207,0.41241473,0.52571973,0.36338550,0.00000000,0.28709066,0.08597907
-5.19559780,0.96189728,0.00196999,0.03155080,0.40575208,0.55328783,0.35589144,0.00000000,0.26779473,0.08258610
-5.18959480,0.97632859,0.00194989,0.03069225,0.40144284,0.58216641,0.35015541,0.00000000,0.24941853,0.07954558
-5.18359180,0.99419886,0.00193332,0.03007951,0.39961997,0.61216380,0.34629046,0.00000000,0.23214369,0.07688613
-5.17758879,1.01541845,0.00191867,0.02972064,0.40036326,0.64306508,0.34436768,0.00000000,0.21612279,0.07462640
-5.17158579,1.03982408,0.00190431,0.02961856,0.40369700,0.67463574,0.34441438,0.00000000,0.20147663,0.07277508
-5.16558279,1.06718132,0.00188868,0.02977095,0.40958899,0.70662545,0.34641325,0.00000000,0.18829254,0.07133099
-5.15957979,1.09718849,0.00187035,0.03017042,0.41795069,0.73877181,0.35030278,0.00000000,0.17662376,0.07028351
-5.15357679,1.12948174,0.00184805,0.03080465,0.42863879,0.77080397,0.35597856,0.00000000,0.16648971,0.06961324
-5.14757379,1.16364108,0.00182075,0.03165676,0.44145787,0.80244581,0.36329565,0.00000000,0.15787722,0.06929274
-5.14157079,1.19919723,0.00178764,0.03270573,0.45616431,0.83341878,0.37207185,0.00000000,0.15074260,0.06928761
-5.13556778,1.23563905,0.00174823,0.03392696,0.47247127,0.86344423,0.38209177,0.00000000,0.14501435,0.06955749
-5.12956478,1.27242147,0.00170228,0.03529290,0.49005457,0.89224533,0.39311158,0.00000000,0.14059648,0.07005734
-5.12356178,1.30897392,0.00164986,0.03677379,0.50855948,0.91954872,0.40486435,0.00000000,0.13737217,0.07073867
-5.11755878,1.34470917,0.00159130,0.03833838,0.52760816,0.94508603,0.41706584,0.00000000,0.13520787,0.07155081
-5.11155578,1.37903252,0.00152720,0.03995483,0.54680762,0.96859541,0.42942065,0.00000000,0.13395739,0.07244223
-5.10555278,1.41135163,0.00145835,0.04159155,0.56575817,0.98982338,0.44162850,0.00000000,0.13346619,0.07336177
-5.09954977,1.44108666,0.00138576,0.04321801,0.58406195,1.00852717,0.45339068,0.00000000,0.13357549,0.07425981
-5.09354677,1.46768098,0.00131057,0.04480566,0.60133159,1.02447764,0.46441641,0.00000000,0.13412631,0.07508943
-5.08754377,1.49061223,0.00123400,0.04632870,0.61719873,1.03746297,0.47442906,0.00000000,0.13496322,0.07580740
-5.08154077,1.50940365,0.00115736,0.04776489,0.63132220,1.04729310,0.48317209,0.00000000,0.13593781,0.07637504
-5.07553777,1.52363548,0.00108193,0.04909618,0.64339572,1.05380480,0.49041454,0.00000000,0.13691181,0.07675902
-5.06953477,1.53295605,0.00100898,0.05030934,0.65315487,1.05686738,0.49595613,0.00000000,0.13775977,0.07693197
-5.06353177,1.53709230,0.00093969,0.05139643,0.66038329,1.05638847,0.49963155,0.00000000,0.13837135,0.07687288
-5.05752876,1.53585918,0.00087515,0.05235516,0.66491771,1.05231995,0.50131417,0.00000000,0.13865304,0.07656748
-5.05152576,1.52916750,0.00081628,0.05318906,0.66665187,1.04466322,0.50091875,0.00000000,0.13852950,0.07600830
-5.04552276,1.51702975,0.00076388,0.05390749,0.66553900,1.03347373,0.49840327,0.00000000,0.13794431,0.07519463
-5.03951976,1.49956338,0.00071855,0.05452554,0.66159291,1.01886418,0.49376974,0.00000000,0.13686020,0.07413232
-5.03351676,1.47699122,0.00068070,0.05506361,0.65488737,1.00100599,0.48706382,0.00000000,0.13525884,0.07283339
-5.02751376,1.44963858,0.00065057,0.05554689,0.64555404,0.98012893,0.47837344,0.00000000,0.13314007,0.07131551
-5.02151076,1.41792707,0.00062819,0.05600461,0.63377859,0.95651846,0.46782616,0.00000000,0.13052068,0.06960128
-5.01550775,1.38236492,0.00061340,0.05646910,0.61979537,0.93051082,0.45558557,0.00000000,0.12743278,0.06771744
-5.00950475,1.34353406,0.00060588,0.05697462,0.60388056,0.90248589,0.44184653,0.00000000,0.12392179,0.06569399
-5.00350175,1.30207425,0.00060513,0.05755616,0.58634399,0.87285803,0.42682967,0.00000000,0.12004411,0.06356314
-4.99749875,1.25866481,0.00061053,0.05824793,0.56751999,0.84206508,0.41077499,0.00000000,0.11586462,0.06135833
-4.99149575,1.21400447,0.00062129,0.05908197,0.54775730,0.81055611,0.39393503,0.00000000,0.11145395,0.05911314
-4.98549275,1.16879033,0.00063657,0.06008657,0.52740864,0.77877834,0.37656766,0.00000000,0.10688577,0.05686028
-4.97948974,1.12369652,0.00065540,0.06128478,0.50682013,0.74716380,0.35892879,0.00000000,0.10223408,0.05463058
-4.97348674,1.07935368,0.00067680,0.06269306,0.48632100,0.71611645,0.34126526,0.00000000,0.09757068,0.05245212
-4.96748374,1.03633009,0.00069972,0.06431998,0.46621398,0.68600024,0.32380817,0.00000000,0.09296284,0.05034945
-4.96148074,0.99511519,0.00072315,0.06616521,0.44676673,0.65712877,0.30676689,0.00000000,0.08847127,0.04834298
-4.95547774,0.95610635,0.00074607,0.06821883,0.42820466,0.62975700,0.29032398,0.00000000,0.08414847,0.04644847
-4.94947474,0.91959947,0.00076753,0.07046092,0.41070545,0.60407538,0.27463115,0.00000000,0.08003755,0.04467682
-4.94347174,0.88578369,0.00078667,0.07286156,0.39439539,0.58020677,0.25980653,0.00000000,0.07617140,0.04303394
-4.93746873,0.85474060,0.00080269,0.07538122,0.37934786,0.55820607,0.24593322,0.00000000,0.07257249,0.04152093
-4.93146573,0.82644782,0.00081494,0.07797167,0.36558383,0.53806275,0.23305920,0.00000000,0.06925295,0.04013432
-4.92546273,0.80078686,0.00082289,0.08057715,0.35307439,0.51970604,0.22119854,0.00000000,0.06621529,0.03886658
-4.91945973,0.77755465,0.00082614,0.08313605,0.34174526,0.50301241,0.21033393,0.00000000,0.06345332,0.03770679
-4.91345673,0.75647846,0.00082445,0.08558290,0.33148292,0.48781508,0.20042021,0.00000000,0.06095358,0.03664130
-4.90745373,0.73723318,0.00081774,0.08785052,0.32214216,0.47391497,0.19138892,0.00000000,0.05869692,0.03565470
-4.90145073,0.71946035,0.00080606,0.08987251,0.31355467,0.46109262,0.18315348,0.00000000,0.05666032,0.03473061
-4.89544772,0.70278800,0.00078962,0.09158567,0.30553825,0.44912043,0.17561484,0.00000000,0.05481880,0.03385266
-4.88944472,0.68685029,0.00076872,0.09293246,0.29790624,0.43777475,0.16866736,0.00000000,0.05314738,0.03300537
-4.88344172,0.67130633,0.00074382,0.09386334,0.29047678,0.42684719,0.16220461,0.00000000,0.05162292,0.03217500
-4.87743872,0.65585716,0.00071543,0.09433878,0.28308145,0.41615479,0.15612485,0.00000000,0.05022589,0.03135030
-4.87143572,0.64026036,0.00068416,0.09433111,0.27557299,0.40554848,0.15033608,0.00000000,0.04894192,0.03052313
-4.86543272,0.62434174,0.00065065,0.09382574,0.26783174,0.39491979,0.14476029,0.00000000,0.04776309,0.02968901
-4.85942971,0.60800370,0.00061558,0.09282212,0.25977067,0.38420531,0.13933700,0.00000000,0.04668895,0.02884743
-4.85342671,0.59123005,0.00057961,0.09133406,0.25133878,0.37338908,0.13402577,0.00000000,0.04572725,0.02800206
-4.84742371,0.57408733,0.00054340,0.08938962,0.24252281,0.36250273,0.12880775,0.00000000,0.04489429,0.02716081
-4.84142071,0.55672261,0.00050755,0.08703043,0.23334731,0.35162360,0.12368628,0.00000000,0.04421501,0.02633564
-4.83541771,0.53935808,0.00047261,0.08431058,0.22387310,0.34087101,0.11868652,0.00000000,0.04372269,0.02554234
-4.82941471,0.52228287,0.00043907,0.08129506,0.21419437,0.33040084,0.11385409,0.00000000,0.04345841,0.02480008
-4.82341171,0.50584234,0.00040733,0.07805788,0.20443445,0.32039889,0.10925308,0.00000000,0.04347019,0.02413089
-4.81740870,0.49042550,0.00037769,0.07467987,0.19474066,0.31107317,0.10496322,0.00000000,0.04381182,0.02355901
-4.81140570,0.47645101,0.00035038,0.07124632,0.18527841,0.30264556,0.10107657,0.00000000,0.04454154,0.02311013
-4.80540270,0.46435230,0.00032553,0.06784450,0.17622475,0.29534322,0.09769377,0.00000000,0.04572045,0.02281064
-4.79939970,0.45456225,0.00030318,0.06456119,0.16776180,0.28938982,0.09492000,0.00000000,0.04741069,0.02268675
-4.79339670,0.44749795,0.00028331,0.06148024,0.16007013,0.28499718,0.09286074,0.00000000,0.04967349,0.02276364
-4.78739370,0.44354602,0.00026580,0.05868027,0.15332242,0.28235734,0.09161761,0.00000000,0.05256713,0.02306455
-4.78139070,0.44304864,0.00025050,0.05623265,0.14767752,0.28163526,0.09128416,0.00000000,0.05614469,0.02360997
-4.77538769,0.44629091,0.00023720,0.05419960,0.14327518,0.28296250,0.09194199,0.00000000,0.06045178,0.02441677
-4.76938469,0.45348963,0.00022566,0.05263270,0.14023139,0.28643179,0.09365709,0.00000000,0.06552435,0.02549746
-4.76338169,0.46478385,0.00021562,0.05157171,0.13863470,0.29209277,0.09647663,0.00000000,0.07138636,0.02685952
-4.75737869,0.48022742,0.00020681,0.05104369,0.13854341,0.29994891,0.10042628,0.00000000,0.07804776,0.02850479
-4.75137569,0.49978382,0.00019895,0.05106260,0.13998369,0.30995572,0.10550806,0.00000000,0.08550256,0.03042909
-4.74537269,0.52332346,0.00019180,0.05162916,0.14294889,0.32202035,0.11169897,0.00000000,0.09372725,0.03262192
-4.73936968,0.55062358,0.00018512,0.05273116,0.14739974,0.33600255,0.11895029,0.00000000,0.10267959,0.03506639
-4.73336668,0.58137119,0.00017869,0.05434419,0.15326582,0.35171728,0.12718782,0.00000000,0.11229795,0.03773936
-4.72736368,0.61516893,0.00017234,0.05643268,0.16044795,0.36893870,0.13631291,0.00000000,0.12250118,0.04061178
-4.72136068,0.65154406,0.00016592,0.05895131,0.16882176,0.38740584,0.14620450,0.00000000,0.13318927,0.04364932
-4.71535768,0.68996066,0.00015934,0.06184678,0.17824220,0.40682978,0.15672206,0.00000000,0.14424467,0.04681318
-4.70935468,0.72983482,0.00015252,0.06505989,0.18854901,0.42690238,0.16770942,0.00000000,0.15553448,0.05006124
-4.70335168,0.77055270,0.00014542,0.06852782,0.19957303,0.44730628,0.17899949,0.00000000,0.16691336,0.05334930
-4.69734867,0.81149104,0.00013805,0.07218666,0.21114306,0.46772618,0.19041966,0.00000000,0.17822731,0.05663262
-4.69134567,0.85203957,0.00013042,0.07597402,0.22309335,0.48786099,0.20179785,0.00000000,0.18931809,0.05986752
-4.68534267,0.89162478,0.00012257,0.07983177,0.23527115,0.50743646,0.21296887,0.00000000,0.20002819,0.06301314
-4.67933967,0.92973403,0.00011458,0.08370859,0.24754431,0.52621803,0.22378106,0.00000000,0.21020627,0.06603311
-4.67333667,0.96593918,0.00010652,0.08756251,0.25980847,0.54402321,0.23410272,0.00000000,0.21971273,0.06889727
-4.66733367,0.99991865,0.00009848,0.09136307,0.27199360,0.56073306,0.24382825,0.00000000,0.22842538,0.07158317
-4.66133067,1.03147685,0.00009054,0.09509319,0.28406949,0.57630215,0.25288353,0.00000000,0.23624471,0.07407736
-4.65532766,1.06055990,0.00008280,0.09875051,0.29604995,0.59076639,0.26123047,0.00000000,0.24309870,0.07637637
-4.64932466,1.08726669,0.00007535,0.10234821,0.30799535,0.60424830,0.26887024,0.00000000,0.24894688,0.07848733
-4.64332166,1.11185434,0.00006827,0.10591520,0.32001337,0.61695907,0.27584517,0.00000000,0.25378334,0.08042814
