energy_ev,total_up,Ag_p_up,Ag_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.86793397,2.29771340,0.34359112,0.75257371,0.23543277,1.22822756,0.00661670,0.05222368,0.30721206,0.00000000
-5.86193097,2.20375818,0.33594880,0.71775688,0.23157571,1.17379133,0.00638603,0.05073742,0.30288797,0.00000000
-5.85592796,2.11321902,0.33016006,0.68382636,0.22833517,1.12085638,0.00613062,0.04938038,0.29938795,0.00000000
-5.84992496,2.02738317,0.32625714,0.65124577,0.22577462,1.07019483,0.00585489,0.04816997,0.29671614,0.00000000
-5.84392196,1.94738392,0.32426203,0.62043623,0.22393639,1.02248341,0.00556366,0.04712105,0.29486283,0.00000000
-5.83791896,1.87416632,0.32418117,0.59176353,0.22283890,0.97828674,0.00526200,0.04624485,0.29380208,0.00000000
-5.83191596,1.80846070,0.32600085,0.56552767,0.22247479,0.93804525,0.00495511,0.04554808,0.29349020,0.00000000
-5.82591296,1.75076486,0.32968325,0.54195524,0.22281033,0.90206778,0.00464814,0.04503225,0.29386497,0.00000000
-5.81990995,1.70133542,0.33516358,0.52119481,0.22378588,0.87052915,0.00434603,0.04469319,0.29484579,0.00000000
-5.81390695,1.66018837,0.34234811,0.50331547,0.22531755,0.84347257,0.00405343,0.04452076,0.29633485,0.00000000
-5.80790395,1.62710848,0.35111343,0.48830829,0.22729992,0.82081636,0.00377456,0.04449895,0.29821902,0.00000000
-5.80190095,1.60166674,0.36130664,0.47609074,0.22960967,0.80236477,0.00351311,0.04460620,0.30037271,0.00000000
-5.79589795,1.58324483,0.37274669,0.46651342,0.23210995,0.78782198,0.00327220,0.04481599,0.30266123,0.00000000
-5.78989495,1.57106520,0.38522656,0.45936897,0.23465536,0.77680865,0.00305438,0.04509771,0.30494478,0.00000000
-5.78389195,1.56422527,0.39851640,0.45440241,0.23709723,0.76888025,0.00286153,0.04541775,0.30708270,0.00000000
-5.77788894,1.56173419,0.41236735,0.45132258,0.23928904,0.76354614,0.00269499,0.04574075,0.30893781,0.00000000
-5.77188594,1.56255041,0.42651605,0.44981396,0.24109172,0.76028885,0.00255553,0.04603093,0.31038075,0.00000000
-5.76588294,1.56561870,0.44068968,0.44954840,0.24237861,0.75858251,0.00244347,0.04625360,0.31129395,0.00000000
-5.75987994,1.56990504,0.45461138,0.45019634,0.24303993,0.75791006,0.00235874,0.04637650,0.31157533,0.00000000
-5.75387694,1.57442829,0.46800612,0.45143699,0.24298651,0.75777847,0.00230099,0.04637117,0.31114132,0.00000000
-5.74787394,1.57828757,0.48060662,0.45296721,0.24215283,0.75773164,0.00226975,0.04621417,0.30992932,0.00000000
-5.74187094,1.58068484,0.49215957,0.45450888,0.24049900,0.75736079,0.00226449,0.04588808,0.30789941,0.00000000
-5.73586793,1.58094205,0.50243170,0.45581445,0.23801196,0.75631210,0.00228482,0.04538231,0.30503534,0.00000000
-5.72986493,1.57851294,0.51121582,0.45667097,0.23470563,0.75429164,0.00233055,0.04469362,0.30134481,0.00000000
-5.72386193,1.57298946,0.51833657,0.45690227,0.23062016,0.75106785,0.00240186,0.04382640,0.29685903,0.00000000
-5.71785893,1.56410327,0.52365577,0.45636980,0.22582044,0.74647163,0.00249937,0.04279257,0.29163171,0.00000000
-5.71185593,1.55172283,0.52707724,0.45497199,0.22039374,0.74039446,0.00262426,0.04161131,0.28573743,0.00000000
-5.70585293,1.53584663,0.52855082,0.45264272,0.21444683,0.73278491,0.00277829,0.04030844,0.27926956,0.00000000
-5.69984992,1.51659343,0.52807554,0.44934892,0.20810255,0.72364392,0.00296387,0.03891562,0.27233788,0.00000000
-5.69384692,1.49419016,0.52570170,0.44508762,0.20149607,0.71301912,0.00318402,0.03746932,0.26506576,0.00000000
-5.68784392,1.46895809,0.52153165,0.43988284,0.19477093,0.70099876,0.00344236,0.03600962,0.25758728,0.00000000
-5.68184092,1.44129810,0.51571926,0.43378231,0.18807495,0.68770532,0.00374301,0.03457894,0.25004408,0.00000000
-5.67583792,1.41167532,0.50846784,0.42685440,0.18155625,0.67328911,0.00409045,0.03322066,0.24258216,0.00000000
-5.66983492,1.38060378,0.50002654,0.41918512,0.17535933,0.65792217,0.00448941,0.03197774,0.23534863,0.00000000
-5.66383192,1.34863105,0.49068515,0.41087548,0.16962135,0.64179233,0.00494460,0.03089140,0.22848844,0.00000000
-5.65782891,1.31632339,0.48076731,0.40203901,0.16446872,0.62509763,0.00546050,0.02999974,0.22214112,0.00000000
-5.65182591,1.28425112,0.47062243,0.39279950,0.16001397,0.60804117,0.00604107,0.02933663,0.21643750,0.00000000
-5.64582291,1.25297455,0.46061614,0.38328869,0.15635300,0.59082607,0.00668949,0.02893055,0.21149661,0.00000000
-5.63981991,1.22303024,0.45111989,0.37364412,0.15356269,0.57365089,0.00740784,0.02880373,0.20742257,0.00000000
-5.63381691,1.19491777,0.44249968,0.36400661,0.15169890,0.55670513,0.00819682,0.02897134,0.20430171,0.00000000
-5.62781391,1.16908694,0.43510443,0.35451768,0.15079494,0.54016498,0.00905547,0.02944098,0.20219990,0.00000000
-5.62181091,1.14592566,0.42925432,0.34531657,0.15086048,0.52418930,0.00998093,0.03021223,0.20116015,0.00000000
-5.61580790,1.12574866,0.42522951,0.33653699,0.15188095,0.50891576,0.01096826,0.03127656,0.20120062,0.00000000
-5.60980490,1.10878737,0.42325969,0.32830359,0.15381745,0.49445747,0.01201035,0.03261736,0.20231316,0.00000000
-5.60380190,1.09518134,0.42351484,0.32072819,0.15660721,0.48089993,0.01309782,0.03421020,0.20446234,0.00000000
-5.59779890,1.08497163,0.42609758,0.31390609,0.16016466,0.46829872,0.01421912,0.03602335,0.20758528,0.00000000
-5.59179590,1.07809662,0.43103761,0.30791240,0.16438310,0.45667790,0.01536066,0.03801843,0.21159218,0.00000000
-5.58579290,1.07439077,0.43828835,0.30279875,0.16913698,0.44602933,0.01650707,0.04015136,0.21636773,0.00000000
-5.57978989,1.07358653,0.44772609,0.29859063,0.17428474,0.43631314,0.01764153,0.04237341,0.22177340,0.00000000
-5.57378689,1.07531992,0.45915188,0.29528541,0.17967232,0.42745929,0.01874619,0.04463246,0.22765057,0.00000000
-5.56778389,1.07913964,0.47229607,0.29285147,0.18513709,0.41937037,0.01980272,0.04687437,0.23382454,0.00000000
-5.56178089,1.08451994,0.48682551,0.29122837,0.19051223,0.41192562,0.02079285,0.04904442,0.24010929,0.00000000
-5.55577789,1.09087685,0.50235321,0.29032826,0.19563145,0.40498600,0.02169898,0.05108887,0.24631285,0.00000000
-5.54977489,1.09758730,0.51845022,0.29003865,0.20033378,0.39840020,0.02250480,0.05295642,0.25224317,0.00000000
-5.54377189,1.10401072,0.53465937,0.29022623,0.20446845,0.39201144,0.02319593,0.05459974,0.25771418,0.00000000
-5.53776888,1.10951210,0.55051021,0.29074199,0.20789952,0.38566457,0.02376041,0.05597682,0.26255198,0.00000000
-5.53176588,1.11348568,0.56553495,0.29142706,0.21051015,0.37921336,0.02418928,0.05705217,0.26660066,0.00000000
-5.52576288,1.11537828,0.57928440,0.29211935,0.21220634,0.37252751,0.02447693,0.05779789,0.26972783,0.00000000
-5.51975988,1.11471120,0.59134365,0.29266046,0.21291993,0.36549911,0.02462137,0.05819443,0.27182924,0.00000000
-5.51375688,1.11109967,0.60134650,0.29290266,0.21261073,0.35804815,0.02462444,0.05823115,0.27283264,0.00000000
-5.50775388,1.10426888,0.60898839,0.29271552,0.21126777,0.35012687,0.02449180,0.05790653,0.27270036,0.00000000
-5.50175088,1.09406591,0.61403700,0.29199188,0.20890940,0.34172262,0.02423276,0.05722813,0.27143075,0.00000000
-5.49574787,1.08046678,0.61634016,0.29065288,0.20558245,0.33285925,0.02386005,0.05621227,0.26905821,0.00000000
-5.48974487,1.06357844,0.61583081,0.28865168,0.20136027,0.32359678,0.02338940,0.05488335,0.26565182,0.00000000
-5.48374187,1.04363530,0.61252861,0.28597580,0.19633993,0.31402936,0.02283901,0.05327304,0.26131271,0.00000000
-5.47773887,1.02099070,0.60653827,0.28264786,0.19063846,0.30428180,0.02222890,0.05141915,0.25617010,0.00000000
-5.47173587,0.99610334,0.59804457,0.27872468,0.18438849,0.29450461,0.02158025,0.04936443,0.25037628,0.00000000
-5.46573287,0.96951963,0.58730439,0.27429485,0.17773340,0.28486785,0.02091463,0.04715516,0.24410076,0.00000000
-5.45972986,0.94185238,0.57463599,0.26947472,0.17082209,0.27555417,0.02025327,0.04483978,0.23752369,0.00000000
-5.45372686,0.91375702,0.56040614,0.26440326,0.16380377,0.26675125,0.01961628,0.04246742,0.23082898,0.00000000
-5.44772386,0.88590633,0.54501563,0.25923577,0.15682285,0.25864394,0.01902200,0.04008654,0.22419735,0.00000000
-5.44172086,0.85896477,0.52888377,0.25413690,0.15001415,0.25140670,0.01848636,0.03774361,0.21779960,0.00000000
-5.43571786,0.83356352,0.51243270,0.24927342,0.14349869,0.24519629,0.01802236,0.03548197,0.21179040,0.00000000
-5.42971486,0.81027734,0.49607203,0.24480676,0.13738016,0.24014541,0.01763964,0.03334082,0.20630289,0.00000000
-5.42371186,0.78960430,0.48018469,0.24088608,0.13174220,0.23635732,0.01734426,0.03135440,0.20144423,0.00000000
-5.41770885,0.77194898,0.46511435,0.23764194,0.12664663,0.23390170,0.01713850,0.02955136,0.19729245,0.00000000
-5.41170585,0.75761011,0.45115516,0.23518086,0.12213265,0.23281203,0.01702093,0.02795437,0.19389455,0.00000000
-5.40570285,0.74677297,0.43854410,0.23358127,0.11821700,0.23308447,0.01698651,0.02657992,0.19126608,0.00000000
-5.39969985,0.73950674,0.42745612,0.23289065,0.11489505,0.23467842,0.01702692,0.02543827,0.18939206,0.00000000
-5.39369685,0.73576713,0.41800246,0.23312438,0.11214286,0.23751860,0.01713092,0.02453368,0.18822937,0.00000000
-5.38769385,0.73540375,0.41023186,0.23426602,0.10991990,0.24149864,0.01728493,0.02386470,0.18771034,0.00000000
-5.38169085,0.73817227,0.40413473,0.23626917,0.10817248,0.24648618,0.01747354,0.02342473,0.18774750,0.00000000
-5.37568784,0.74375042,0.39964989,0.23906076,0.10683766,0.25232899,0.01768024,0.02320254,0.18823919,0.00000000
-5.36968484,0.75175750,0.39667357,0.24254565,0.10584749,0.25886219,0.01788802,0.02318308,0.18907589,0.00000000
-5.36368184,0.76177625,0.39507012,0.24661224,0.10513326,0.26591611,0.01808015,0.02334822,0.19014682,0.00000000
-5.35767884,0.77337645,0.39468407,0.25113892,0.10462989,0.27332457,0.01824075,0.02367760,0.19134680,0.00000000
-5.35167584,0.78613903,0.39535276,0.25600107,0.10427988,0.28093326,0.01835547,0.02414953,0.19258274,0.00000000
-5.34567284,0.79967988,0.39691910,0.26107823,0.10403703,0.28860788,0.01841198,0.02474188,0.19377977,0.00000000
-5.33966983,0.81367230,0.39924394,0.26626113,0.10386945,0.29624167,0.01840043,0.02543292,0.19488658,0.00000000
-5.33366683,0.82786720,0.40221735,0.27145846,0.10376205,0.30376220,0.01831381,0.02620218,0.19587978,0.00000000
-5.32766383,0.84211024,0.40576848,0.27660274,0.10371812,0.31113691,0.01814809,0.02703123,0.19676713,0.00000000
-5.32166083,0.85635514,0.40987369,0.28165544,0.10376015,0.31837729,0.01790236,0.02790435,0.19758942,0.00000000
-5.31565783,0.87067271,0.41456238,0.28661077,0.10392982,0.32554149,0.01757877,0.02880916,0.19842101,0.00000000
-5.30965483,0.88525513,0.41992061,0.29149826,0.10428705,0.33273510,0.01718234,0.02973707,0.19936887,0.00000000
-5.30365183,0.90041521,0.42609228,0.29638377,0.10490830,0.34011015,0.01672071,0.03068362,0.20057035,0.00000000
-5.29764882,0.91658080,0.43327786,0.30136912,0.10588414,0.34786225,0.01620373,0.03164871,0.20218953,0.00000000
-5.29164582,0.93428427,0.44173087,0.30659015,0.10731614,0.35622580,0.01564303,0.03263660,0.20441245,0.00000000
-5.28564282,0.95414765,0.45175220,0.31221334,0.10931329,0.36546760,0.01505149,0.03365582,0.20744136,0.00000000
-5.27963982,0.97686372,0.46368264,0.31843121,0.11198806,0.37587889,0.01444271,0.03471886,0.21148816,0.00000000
-5.27363682,1.00317398,0.47789390,0.32545648,0.11545220,0.38776605,0.01383046,0.03584178,0.21676741,0.00000000
-5.26763382,1.03384410,0.49477846,0.33351539,0.11981258,0.40144043,0.01322811,0.03704359,0.22348897,0.00000000
-5.26163082,1.06963788,0.51473877,0.34284035,0.12516706,0.41720754,0.01264820,0.03834561,0.23185078,0.00000000
-5.25562781,1.11129056,0.53817595,0.35366215,0.13160069,0.43535594,0.01210191,0.03977064,0.24203183,0.00000000
-5.24962481,1.15948263,0.56547864,0.36620214,0.13918229,0.45614649,0.01159876,0.04134208,0.25418581,0.00000000
-5.24362181,1.21481480,0.59701206,0.38066449,0.14796154,0.47980202,0.01114630,0.04308306,0.26843537,0.00000000
-5.23761881,1.27778527,0.63310771,0.39722892,0.15796671,0.50649811,0.01074990,0.04501545,0.28486748,0.00000000
-5.23161581,1.34876987,0.67405378,0.41604406,0.16920306,0.53635517,0.01041269,0.04715897,0.30352982,0.00000000
-5.22561281,1.42800564,0.72008652,0.43722169,0.18165192,0.56943214,0.01013550,0.04953033,0.32442843,0.00000000
-5.21960980,1.51557845,0.77138241,0.46083189,0.19527051,0.60572202,0.00991703,0.05214235,0.34752652,0.00000000
-5.21360680,1.61141467,0.82805136,0.48689932,0.20999246,0.64514946,0.00975392,0.05500331,0.37274457,0.00000000
-5.20760380,1.71527705,0.89013067,0.51540063,0.22572888,0.68757027,0.00964107,0.05811624,0.39996154,0.00000000
-5.20160080,1.82676466,0.95757969,0.54626295,0.24237003,0.73277295,0.00957189,0.06147852,0.42901712,0.00000000
-5.19559780,1.94531648,1.03027515,0.57936347,0.25978743,0.78048200,0.00953863,0.06508139,0.45971487,0.00000000
-5.18959480,2.07021837,1.10800704,0.61453002,0.27783630,0.83036289,0.00953277,0.06890982,0.49182597,0.00000000
-5.18359180,2.20061276,1.19047495,0.65154258,0.29635821,0.88202828,0.00954538,0.07294235,0.52509353,0.00000000
-5.17758879,2.33551056,1.27728496,0.69013555,0.31518386,0.93504527,0.00956744,0.07715111,0.55923708,0.00000000
-5.17158579,2.47380472,1.36794721,0.73000076,0.33413589,0.98894327,0.00959023,0.08150207,0.59395722,0.00000000
-5.16558279,2.61428508,1.46187434,0.77079106,0.35303163,1.04322219,0.00960558,0.08595531,0.62894006,0.00000000
-5.15957979,2.75565389,1.55838108,0.81212452,0.37168570,1.09736066,0.00960617,0.09046549,0.66386150,0.00000000
-5.15357679,2.89654198,1.65668539,0.85358907,0.38991249,1.15082400,0.00958570,0.09498244,0.69839121,0.00000000
-5.14757379,3.03552526,1.75591158,0.89474768,0.40752846,1.20307176,0.00953905,0.09945194,0.73219617,0.00000000
-5.14157079,3.17114168,1.85509583,0.93514401,0.42435429,1.25356478,0.00946239,0.10381654,0.76494396,0.00000000
-5.13556778,3.30190861,1.95319453,0.97430855,0.44021687,1.30177165,0.00935314,0.10801659,0.79630572,0.00000000
-5.12956478,3.42634097,2.04909578,1.01176533,0.45495120,1.34717474,0.00921003,0.11199138,0.82595900,0.00000000
-5.12356178,3.54297026,2.14163423,1.04703906,0.46840230,1.38927578,0.00903295,0.11568032,0.85359046,0.00000000
-5.11755878,3.65036458,2.22960932,1.07966286,0.48042700,1.42760129,0.00882288,0.11902435,0.87889875,0.00000000
-5.11155578,3.74714993,2.31180683,1.10918631,0.49089585,1.46170782,0.00858175,0.12196728,0.90159755,0.00000000
-5.10555278,3.83203262,2.38702327,1.13518396,0.49969502,1.49118742,0.00831224,0.12445723,0.92141892,0.00000000
-5.09954977,3.90382267,2.45409259,1.15726385,0.50672821,1.51567311,0.00801763,0.12644806,0.93811701,0.00000000
-5.09354677,3.96145785,2.51191444,1.17507614,0.51191864,1.53484479,0.00770161,0.12790077,0.95147217,0.00000000
-5.08754377,4.00402777,2.55948295,1.18832132,0.51521089,1.54843521,0.00736811,0.12878479,0.96129531,0.00000000
-5.08154077,4.03079729,2.59591496,1.19675794,0.51657271,1.55623614,0.00702115,0.12907912,0.96743247,0.00000000
-5.07553777,4.04122830,2.62047653,1.20020939,0.51599657,1.55810447,0.00666470,0.12877331,0.96976950,0.00000000
-5.06953477,4.03499901,2.63260660,1.19856950,0.51350094,1.55396785,0.00630254,0.12786820,0.96823637,0.00000000
-5.06353177,4.01201958,2.63193661,1.19180666,0.50913112,1.54382983,0.00593821,0.12637638,0.96281121,0.00000000
-5.05752876,3.97244325,2.61830515,1.17996622,0.50295958,1.52777376,0.00557495,0.12432237,0.95352346,0.00000000
-5.05152576,3.91667200,2.59176698,1.16317094,0.49508579,1.50596551,0.00521561,0.12174249,0.94045616,0.00000000
-5.04552276,3.84535610,2.55259568,1.14161942,0.48563527,1.47865421,0.00486269,0.11868438,0.92374695,0.00000000
-5.03951976,3.75938719,2.50127989,1.11558248,0.47475811,1.44617119,0.00451831,0.11520626,0.90358769,0.00000000
-5.03351676,3.65988467,2.43851317,1.08539755,0.46262673,1.40892661,0.00418427,0.11137582,0.88022251,0.00000000
-5.02751376,3.54817553,2.36517772,1.05146124,0.44943302,1.36740376,0.00386201,0.10726895,0.85394438,0.00000000
-5.02151076,3.42576835,2.28232275,1.01422030,0.43538490,1.32215125,0.00355272,0.10296819,0.82508999,0.00000000
-5.01550775,3.29432196,2.19113820,0.97416138,0.42070244,1.27377297,0.00325732,0.09856098,0.79403335,0.00000000
-5.00950475,3.15561004,2.09292505,0.93179986,0.40561354,1.22291637,0.00297656,0.09413791,0.76117811,0.00000000
-5.00350175,3.01148282,1.98906311,0.88766824,0.39034945,1.17025930,0.00271099,0.08979077,0.72694888,0.00000000
-4.99749875,2.86382724,1.88097783,0.84230449,0.37514010,1.11649588,0.00246103,0.08561069,0.69178195,0.00000000
-4.99149575,2.71452699,1.77010700,0.79624074,0.36020963,1.06232201,0.00222701,0.08168633,0.65611574,0.00000000
-4.98549275,2.56542382,1.65786875,0.74999275,0.34577196,1.00842102,0.00200915,0.07810210,0.62038124,0.00000000
-4.97948974,2.41828150,1.54563170,0.70405041,0.33202673,0.95544995,0.00180760,0.07493653,0.58499291,0.00000000
-4.97348674,2.27475327,1.43468819,0.65886959,0.31915575,0.90402696,0.00162247,0.07226088,0.55034031,0.00000000
-4.96748374,2.13635391,1.32623119,0.61486549,0.30731979,0.85472032,0.00145378,0.07013779,0.51678073,0.00000000
-4.96148074,2.00443697,1.22133544,0.57240756,0.29665609,0.80803923,0.00130155,0.06862024,0.48463305,0.00000000
-4.95547774,1.88017742,1.12094300,0.53181603,0.28727640,0.76442668,0.00116570,0.06775066,0.45417300,0.00000000
-4.94947474,1.76455990,1.02585329,0.49336010,0.27926563,0.72425449,0.00104616,0.06756024,0.42562985,0.00000000
-4.94347174,1.65837241,0.93671756,0.45725741,0.27268119,0.68782043,0.00094277,0.06806842,0.39918461,0.00000000
-4.93746873,1.56220503,0.85403747,0.42367488,0.26755286,0.65534738,0.00085538,0.06928262,0.37496967,0.00000000
-4.93146573,1.47645314,0.77816745,0.39273059,0.26388316,0.62698431,0.00078378,0.07119804,0.35306973,0.00000000
-4.92546273,1.40132456,0.70932029,0.36449649,0.26164837,0.60280883,0.00072774,0.07379778,0.33352395,0.00000000
-4.91945973,1.33684990,0.64757566,0.33900175,0.26079986,0.58283106,0.00068701,0.07705293,0.31632913,0.00000000
-4.91345673,1.28289549,0.59289075,0.31623654,0.26126589,0.56699851,0.00066135,0.08092305,0.30144362,0.00000000
-4.90745373,1.23917814,0.54511273,0.29615598,0.26295379,0.55520173,0.00065051,0.08535658,0.28879193,0.00000000
-4.90145073,1.20528134,0.50399244,0.27868427,0.26575236,0.54728046,0.00065425,0.09029161,0.27826978,0.00000000
-4.89544772,1.18067230,0.46919886,0.26371878,0.26953467,0.54303013,0.00067237,0.09565671,0.26974930,0.00000000
-4.88944472,1.16471961,0.44033398,0.25113401,0.27416098,0.54220852,0.00070471,0.10137198,0.26308443,0.00000000
-4.88344172,1.15671118,0.41694765,0.24078549,0.27948197,0.54454253,0.00075116,0.10735032,0.25811621,0.00000000
-4.87743872,1.15587230,0.39855230,0.23251359,0.28534203,0.54973491,0.00081167,0.11349880,0.25467796,0.00000000
-4.87143572,1.16138380,0.38463705,0.22614714,0.29158284,0.55747096,0.00088627,0.11972038,0.25260013,0.00000000
-4.86543272,1.17240008,0.37468118,0.22150707,0.29804695,0.56742526,0.00097507,0.12591563,0.25171495,0.00000000
-4.85942971,1.18806709,0.36816676,0.21840998,0.30458139,0.57926815,0.00107827,0.13198474,0.25186060,0.00000000
-4.85342671,1.20753987,0.36459023,0.21667169,0.31104138,0.59267220,0.00119613,0.13782965,0.25288495,0.00000000
-4.84742371,1.22999970,0.36347290,0.21611072,0.31729377,0.60731840,0.00132902,0.14335617,0.25464884,0.00000000
-4.84142071,1.25467036,0.36437014,0.21655180,0.32322045,0.62290194,0.00147737,0.14847626,0.25702880,0.00000000
-4.83541771,1.28083320,0.36687921,0.21782916,0.32872126,0.63913758,0.00164164,0.15311014,0.25991916,0.00000000
-4.82941471,1.30784058,0.37064565,0.21978968,0.33371664,0.65576427,0.00182233,0.15718840,0.26323350,0.00000000
-4.82341171,1.33512704,0.37536790,0.22229570,0.33814952,0.67254888,0.00201994,0.16065381,0.26690540,0.00000000
-4.81740870,1.36221786,0.38080032,0.22522739,0.34198665,0.68928883,0.00223489,0.16346289,0.27088844,0.00000000
-4.81140570,1.38873434,0.38675439,0.22848456,0.34521907,0.70581341,0.00246752,0.16558708,0.27515535,0.00000000
-4.80540270,1.41439543,0.39309792,0.23198774,0.34786159,0.72198371,0.00271799,0.16701351,0.27969640,0.00000000
-4.79939970,1.43901542,0.39975248,0.23567846,0.34995146,0.73769099,0.00298627,0.16774520,0.28451695,0.00000000
-4.79339670,1.46249765,0.40668896,0.23951870,0.35154592,0.75285352,0.00327202,0.16780078,0.28963427,0.00000000
-4.78739370,1.48482411,0.41392136,0.24348938,0.35271885,0.76741203,0.00357457,0.16721362,0.29507361,0.00000000
-4.78139070,1.50604150,0.42149905,0.24758794,0.35355660,0.78132394,0.00389284,0.16603044,0.30086386,0.00000000
-4.77538769,1.52624419,0.42949774,0.25182519,0.35415300,0.79455661,0.00422528,0.16430937,0.30703266,0.00000000
-4.76938469,1.54555484,0.43800949,0.25622138,0.35460399,0.80708006,0.00456986,0.16211766,0.31360143,0.00000000
-4.76338169,1.56410373,0.44713210,0.26080183,0.35500179,0.81885967,0.00492401,0.15952897,0.32058045,0.00000000
-4.75737869,1.58200791,0.45695848,0.26559221,0.35542923,0.82984912,0.00528462,0.15662050,0.32796422,0.00000000
-4.75137569,1.59935128,0.46756630,0.27061387,0.35595427,0.83998438,0.00564805,0.15347004,0.33572744,0.00000000
-4.74537269,1.61616696,0.47900852,0.27587933,0.35662515,0.84917893,0.00601019,0.15015298,0.34382177,0.00000000
-4.73936968,1.63242287,0.49130521,0.28138828,0.35746634,0.85732087,0.00636650,0.14673962,0.35217364,0.00000000
-4.73336668,1.64801158,0.50443715,0.28712441,0.35847577,0.86427197,0.00671206,0.14329277,0.36068342,0.00000000
-4.72736368,1.66274520,0.51834143,0.29305302,0.35962317,0.86986909,0.00704177,0.13986572,0.36922574,0.00000000
-4.72136068,1.67635565,0.53290943,0.29911993,0.36085006,0.87392786,0.00735036,0.13650080,0.37765146,0.00000000
-4.71535768,1.68850046,0.54798722,0.30525144,0.36207107,0.87624852,0.00763265,0.13322855,0.38579090,0.00000000
-4.70935468,1.69877397,0.56337843,0.31135557,0.36317692,0.87662379,0.00788361,0.13006739,0.39345841,0.00000000
-4.70335168,1.70672326,0.57884941,0.31732451,0.36403859,0.87484819,0.00809857,0.12702401,0.40045814,0.00000000
-4.69734867,1.71186810,0.59413657,0.32303804,0.36451282,0.87072850,0.00827337,0.12409429,0.40659062,0.00000000
-4.69134567,1.71372370,0.60895529,0.32836789,0.36444837,0.86409464,0.00840451,0.12126467,0.41166000,0.00000000
-4.68534267,1.71182516,0.62301023,0.33318272,0.36369303,0.85481043,0.00848927,0.11851400,0.41548148,0.00000000
-4.67933967,1.70575210,0.63600631,0.33735344,0.36210073,0.84278361,0.00852584,0.11581562,0.41788868,0.00000000
-4.67333667,1.69515230,0.64765991,0.34075866,0.35953866,0.82797449,0.00851340,0.11313965,0.41874052,0.00000000
-4.66733367,1.67976286,0.65770969,0.34328989,0.35589385,0.81040275,0.00845216,0.11045526,0.41792726,0.00000000
-4.66133067,1.65942789,0.66592653,0.34485632,0.35107891,0.79015204,0.00834338,0.10773290,0.41537552,0.00000000
-4.65532766,1.63411176,0.67212210,0.34538877,0.34503681,0.76737207,0.00818939,0.10494631,0.41105183,0.00000000
-4.64932466,1.60390727,0.67615568,0.34484289,0.33774429,0.74227801,0.00799347,0.10207422,0.40496476,0.00000000
-4.64332166,1.56903844,0.67793895,0.34320112,0.32921382,0.71514737,0.00775982,0.09910170,0.39716547,0.00000000
