energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.11755878,5.54631393,1.45772552,3.36193062,0.02638544,0.54899196,0.10221081,0.03819441,1.54979359
-5.11155578,5.53395300,1.48857756,3.35297135,0.02687804,0.54599050,0.10059832,0.03490944,1.54933576
-5.10555278,5.51340360,1.52283323,3.33366763,0.02733164,0.54321583,0.09862055,0.03170722,1.55055658
-5.09954977,5.48740055,1.56109951,3.30561125,0.02775963,0.54094811,0.09632960,0.02862211,1.55427072
-5.09354677,5.45865983,1.60384665,3.27052133,0.02817592,0.53943649,0.09378265,0.02568299,1.56118730
-5.08754377,5.42975478,1.65137174,3.23016903,0.02859419,0.53888777,0.09103997,0.02291304,1.57187491
-5.08154077,5.40299479,1.70376664,3.18629950,0.02902701,0.53945621,0.08816277,0.02032971,1.58673010
-5.07553777,5.38031264,1.76089214,3.14055532,0.02948506,0.54123502,0.08521101,0.01794486,1.60595119
-5.06953477,5.36316630,1.82236019,3.09440506,0.02997636,0.54425004,0.08224130,0.01576507,1.62951863
-5.06353177,5.35246094,1.88752573,3.04908087,0.03050568,0.54845598,0.07930497,0.01379210,1.65718348
-5.05752876,5.34849550,1.95548915,3.00552823,0.03107404,0.55373547,0.07644640,0.01202342,1.68846484
-5.05152576,5.35093736,2.02511014,2.96437058,0.03167838,0.55990123,0.07370168,0.01045279,1.72265686
-5.04552276,5.35882720,2.09503290,2.92589056,0.03231149,0.56670128,0.07109768,0.00907097,1.75884563
-5.03951976,5.37061432,2.16372230,2.89002879,0.03296209,0.57382704,0.06865160,0.00786626,1.79593546
-5.03351676,5.38422128,2.22950985,2.85640001,0.03361515,0.58092425,0.06637094,0.00682526,1.83268391
-5.02751376,5.39713497,2.29064770,2.82432568,0.03425242,0.58760601,0.06425387,0.00593335,1.86774417
-5.02151076,5.40651983,2.34536864,2.79288086,0.03485311,0.59346761,0.06229009,0.00517531,1.89971323
-5.01550775,5.40934756,2.39194930,2.76095282,0.03539471,0.59810239,0.06046203,0.00453577,1.92718362
-5.00950475,5.40253686,2.42877387,2.72730797,0.03585398,0.60111790,0.05874624,0.00399964,1.94879652
-5.00350175,5.38309623,2.45439525,2.69066332,0.03620791,0.60215167,0.05711508,0.00355242,1.96329387
-4.99749875,5.34826251,2.46759079,2.64975876,0.03643472,0.60088584,0.05553846,0.00318051,1.96956695
-4.99149575,5.29562840,2.46740995,2.60342614,0.03651485,0.59705989,0.05398561,0.00287137,1.96669928
-4.98549275,5.22325278,2.45321163,2.55065186,0.03643179,0.59048099,0.05242673,0.00261367,1.95400186
-4.97948974,5.12974853,2.42468936,2.49062976,0.03617286,0.58103147,0.05083454,0.00239738,1.93103910
-4.97348674,5.01434423,2.38188334,2.42280205,0.03572973,0.56867308,0.04918560,0.00221377,1.89764448
-4.96748374,4.87691728,2.32517885,2.34688665,0.03509882,0.55344791,0.04746124,0.00205541,1.85392518
-4.96148074,4.71799773,2.25529128,2.26289016,0.03428145,0.53547613,0.04564837,0.00191612,1.80025594
-4.95547774,4.53874370,2.17323883,2.17110656,0.03328383,0.51495053,0.04373979,0.00179088,1.73726244
-4.94947474,4.34089072,2.08030437,2.07210228,0.03211674,0.49212841,0.04173431,0.00167572,1.66579554
-4.94347174,4.12667857,1.97798850,1.96668944,0.03079518,0.46732123,0.03963646,0.00156763,1.58689760
-4.93746873,3.89876009,1.86795636,1.85588907,0.02933774,0.44088257,0.03745606,0.00146443,1.50176292
-4.93146573,3.66009747,1.75198063,1.74088688,0.02776591,0.41319506,0.03520745,0.00136465,1.41169426
-4.92546273,3.41385135,1.63188361,1.62298423,0.02610327,0.38465694,0.03290866,0.00126740,1.31805751
-4.91945973,3.16326845,1.50948072,1.50354711,0.02437469,0.35566880,0.03058041,0.00117223,1.22223673
-4.91345673,2.91157296,1.38652804,1.38395559,0.02260546,0.32662112,0.02824509,0.00107909,1.12559131
-4.90745373,2.66186641,1.26467556,1.26555634,0.02082054,0.29788318,0.02592577,0.00098816,1.02941721
-4.90145073,2.41703977,1.14542796,1.14961999,0.01904376,0.26979348,0.02364520,0.00089979,0.93491334
-4.89544772,2.17970071,1.03011381,1.03730509,0.01729727,0.24265225,0.02142500,0.00081445,0.84315434
-4.88944472,1.95211796,0.91986375,0.92962959,0.01560095,0.21671592,0.01928491,0.00073262,0.75507023
-4.88344172,1.73618343,0.81559774,0.82745056,0.01397205,0.19219379,0.01724222,0.00065478,0.67143310
-4.87743872,1.53339216,0.71802103,0.73145210,0.01242493,0.16924672,0.01531136,0.00058136,0.59285087
-4.87143572,1.34483878,0.62762794,0.64214118,0.01097094,0.14798759,0.01350364,0.00051271,0.51976734
-4.86543272,1.17122915,0.54471259,0.55985075,0.00961838,0.12848360,0.01182716,0.00044908,0.45246814
-4.85942971,1.01290458,0.46938515,0.48474911,0.00837264,0.11075967,0.01028686,0.00039064,0.39109139
-4.85342671,0.86987630,0.40159227,0.41685432,0.00723635,0.09480307,0.00888466,0.00033745,0.33564214
-4.84742371,0.74186729,0.34114047,0.35605260,0.00620967,0.08056862,0.00761974,0.00028945,0.28600952
-4.84142071,0.62835891,0.28772084,0.30211926,0.00529062,0.06798436,0.00648888,0.00024654,0.24198546
-4.83541771,0.52863968,0.24093416,0.25474108,0.00447538,0.05695726,0.00548681,0.00020850,0.20328407
-4.82941471,0.44185388,0.20031515,0.21353897,0.00375869,0.04737882,0.00460660,0.00017508,0.16956081
-4.82341171,0.36704830,0.16535519,0.17809006,0.00313419,0.03913032,0.00384014,0.00014597,0.14043057
-4.81740870,0.30321533,0.13552268,0.14794840,0.00259473,0.03208757,0.00317843,0.00012083,0.11548432
-4.81140570,0.24933144,0.11028080,0.12266370,0.00213273,0.02612501,0.00261200,0.00009931,0.09430375
-4.80540270,0.20439036,0.08910232,0.10179773,0.00174043,0.02111920,0.00213119,0.00008104,0.07647373
-4.79939970,0.16743045,0.07148147,0.08493817,0.00141011,0.01695162,0.00172647,0.00006566,0.06159246
-4.79339670,0.13755644,0.05694290,0.07170971,0.00113429,0.01351074,0.00138861,0.00005281,0.04927940
-4.78739370,0.11395554,0.04504805,0.06178263,0.00090587,0.01069358,0.00110888,0.00004218,0.03918103
-4.78139070,0.09590833,0.03539910,0.05487868,0.00071826,0.00840664,0.00087916,0.00003344,0.03097461
-4.77538769,0.08279511,0.02764096,0.05077462,0.00056542,0.00656636,0.00069204,0.00002632,0.02437034
-4.76938469,0.07409795,0.02146153,0.04930355,0.00044191,0.00509928,0.00054084,0.00002057,0.01911205
-4.76338169,0.06939937,0.01659083,0.05035411,0.00034290,0.00394175,0.00041964,0.00001596,0.01497673
-4.75737869,0.06837788,0.01279908,0.05386784,0.00026417,0.00303962,0.00032327,0.00001230,0.01177329
-4.75137569,0.07080116,0.00989431,0.05983482,0.00020205,0.00234759,0.00024725,0.00000941,0.00934059
-4.74537269,0.07651714,0.00771963,0.06828768,0.00015343,0.00182866,0.00018775,0.00000714,0.00754526
-4.73936968,0.08544355,0.00615046,0.07929417,0.00011567,0.00145348,0.00014154,0.00000538,0.00627920
-4.73336668,0.09755613,0.00509198,0.09294843,0.00008658,0.00119976,0.00010594,0.00000403,0.00545722
-4.72736368,0.11287596,0.00447685,0.10936095,0.00006434,0.00105175,0.00007873,0.00000300,0.00501467
-4.72136068,0.13145614,0.00426343,0.12864766,0.00004747,0.00099986,0.00005808,0.00000221,0.00490542
-4.71535768,0.15336809,0.00443444,0.15091805,0.00003477,0.00104037,0.00004254,0.00000162,0.00510006
-4.70935468,0.17868789,0.00499631,0.17626279,0.00002529,0.00117528,0.00003094,0.00000118,0.00558445
-4.70335168,0.20748280,0.00597901,0.20474110,0.00001826,0.00141234,0.00002234,0.00000085,0.00635865
-4.69734867,0.23979860,0.00743645,0.23636828,0.00001309,0.00176511,0.00001601,0.00000061,0.00743621
-4.69134567,0.27564786,0.00944741,0.27110378,0.00000931,0.00225327,0.00001140,0.00000043,0.00884375
-4.68534267,0.31499980,0.01211681,0.30884039,0.00000658,0.00290295,0.00000805,0.00000031,0.01062088
-4.67933967,0.35777194,0.01557729,0.34939508,0.00000462,0.00374707,0.00000565,0.00000021,0.01282036
-4.67333667,0.40382419,0.01999091,0.39250196,0.00000322,0.00482586,0.00000393,0.00000015,0.01550835
-4.66733367,0.45295549,0.02555073,0.43780793,0.00000222,0.00618720,0.00000272,0.00000010,0.01876485
-4.66133067,0.50490339,0.03248213,0.48487151,0.00000153,0.00788696,0.00000187,0.00000007,0.02268402
-4.65532766,0.55934675,0.04104352,0.53316513,0.00000104,0.00998921,0.00000127,0.00000005,0.02737433
-4.64932466,0.61591144,0.05152627,0.58208113,0.00000070,0.01256615,0.00000086,0.00000003,0.03295856
-4.64332166,0.67417903,0.06425339,0.63094166,0.00000047,0.01569784,0.00000058,0.00000002,0.03957316
-4.63731866,0.73369796,0.07957690,0.67901221,0.00000032,0.01947153,0.00000039,0.00000001,0.04736725
-4.63131566,0.79399681,0.09787340,0.72551854,0.00000021,0.02398053,0.00000026,0.00000001,0.05650072
-4.62531266,0.85459885,0.11953766,0.76966655,0.00000014,0.02932265,0.00000017,0.00000001,0.06714163
-4.61930965,0.91503719,0.14497415,0.81066433,0.00000009,0.03559811,0.00000011,0.00000000,0.07946259
-4.61330665,0.97486938,0.17458611,0.84774558,0.00000006,0.04290681,0.00000007,0.00000000,0.09363614
-4.60730365,1.03369078,0.20876260,0.88019343,0.00000004,0.05134511,0.00000005,0.00000000,0.10982913
-4.60130065,1.09114545,0.24786311,0.90736360,0.00000002,0.06100207,0.00000003,0.00000000,0.12819606
-4.59529765,1.14693407,0.29220057,0.92870590,0.00000002,0.07195520,0.00000002,0.00000000,0.14887160
-4.58929465,1.20081791,0.34202265,0.94378302,0.00000001,0.08426583,0.00000001,0.00000000,0.17196230
-4.58329165,1.25261863,0.39749243,0.95228563,0.00000001,0.09797438,0.00000001,0.00000000,0.19753798
-4.57728864,1.30221370,0.45866878,0.95404328,0.00000000,0.11309543,0.00000000,0.00000000,0.22562290
-4.57128564,1.34952754,0.52548764,0.94903024,0.00000000,0.12961317,0.00000000,0.00000000,0.25618725
-4.56528264,1.39451897,0.59774504,0.93736626,0.00000000,0.14747712,0.00000000,0.00000000,0.28913940
-4.55927964,1.43716570,0.67508291,0.91931208,0.00000000,0.16659871,0.00000000,0.00000000,0.32431929
-4.55327664,1.47744693,0.75697888,0.89525994,0.00000000,0.18684869,0.00000000,0.00000000,0.36149363
-4.54727364,1.51532529,0.84274087,0.86571955,0.00000000,0.20805586,0.00000000,0.00000000,0.40035317
-4.54127064,1.55072953,0.93150756,0.83130030,0.00000000,0.23000712,0.00000000,0.00000000,0.44051264
-4.53526763,1.58353939,1.02225524,0.79269042,0.00000000,0.25244923,0.00000000,0.00000000,0.48151355
-4.52926463,1.61357376,1.11381155,0.75063420,0.00000000,0.27509220,0.00000000,0.00000000,0.52283015
-4.52326163,1.64058354,1.20487626,0.70590837,0.00000000,0.29761440,0.00000000,0.00000000,0.56387857
-4.51725863,1.66424981,1.29404871,0.65929843,0.00000000,0.31966940,0.00000000,0.00000001,0.60402901
-4.51125563,1.68418781,1.37986137,0.61157622,0.00000001,0.34089422,0.00000001,0.00000001,0.64262080
-4.50525263,1.69995699,1.46081851,0.56347945,0.00000001,0.36091895,0.00000001,0.00000002,0.67897980
-4.49924962,1.71107657,1.53543861,0.51569387,0.00000001,0.37937720,0.00000001,0.00000003,0.71243759
-4.49324662,1.71704601,1.60229893,0.46883873,0.00000002,0.39591711,0.00000002,0.00000004,0.74235163
