energy_ev,total_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86793397,1.99375663,0.65551511,0.50030944,0.29271933,0.40358065,0.01969910,0.09737024,0.03978229,0.84169699
-5.86193097,1.97414093,0.66340051,0.48095027,0.28846869,0.40931813,0.02110688,0.09488193,0.03882505,0.82808144
-5.85592796,1.95056415,0.66909692,0.46077770,0.28324695,0.41479693,0.02252583,0.09208883,0.03792833,0.81191671
-5.84992496,1.92327569,0.67258554,0.44001043,0.27711282,0.41994245,0.02394614,0.08901042,0.03710364,0.79340646
-5.84392196,1.89256931,0.67387967,0.41886694,0.27014339,0.42468119,0.02535783,0.08567270,0.03636021,0.77278721
-5.83791896,1.85877025,0.67302094,0.39756033,0.26243115,0.42894038,0.02675073,0.08210730,0.03570469,0.75032046
-5.83191596,1.82222147,0.67007501,0.37629344,0.25408052,0.43264775,0.02811448,0.07835042,0.03514092,0.72628422
-5.82591296,1.78326984,0.66512684,0.35525437,0.24520396,0.43573119,0.02943852,0.07444166,0.03466977,0.70096437
-5.81990995,1.74225312,0.65827595,0.33461265,0.23591797,0.43811869,0.03071201,0.07042270,0.03428907,0.67464628
-5.81390695,1.69948817,0.64963180,0.31451620,0.22633920,0.43973842,0.03192382,0.06633603,0.03399352,0.64760710
-5.80790395,1.65526120,0.63930964,0.29508915,0.21658064,0.44051909,0.03306256,0.06222370,0.03377487,0.62010889
-5.80190095,1.60982044,0.62742687,0.27643062,0.20674838,0.44039061,0.03411655,0.05812619,0.03362202,0.59239297
-5.79589795,1.56337153,0.61410016,0.25861440,0.19693881,0.43928517,0.03507390,0.05408137,0.03352137,0.56467563
-5.78989495,1.51607585,0.59944346,0.24168954,0.18723652,0.43713860,0.03592264,0.05012371,0.03345711,0.53714528
-5.78389195,1.46805177,0.58356666,0.22568181,0.17771287,0.43389212,0.03665088,0.04628359,0.03341177,0.50996106
-5.77788894,1.41937861,0.56657532,0.21059579,0.16842534,0.42949434,0.03724701,0.04258696,0.03336668,0.48325285
-5.77188594,1.37010301,0.54857089,0.19641763,0.15941759,0.42390348,0.03770003,0.03905502,0.03330261,0.45712261
-5.76588294,1.32024723,0.52965173,0.18311816,0.15072013,0.41708971,0.03799981,0.03570432,0.03320038,0.43164668
-5.75987994,1.26981892,0.50991449,0.17065625,0.14235166,0.40903742,0.03813750,0.03254683,0.03304153,0.40687910
-5.75387694,1.21882154,0.48945586,0.15898236,0.13432077,0.39974741,0.03810589,0.02959028,0.03280892,0.38285540
-5.74787394,1.16726506,0.46837436,0.14804190,0.12662812,0.38923875,0.03789976,0.02683866,0.03248735,0.35959687
-5.74187094,1.11517611,0.44677216,0.13777856,0.11926866,0.37755023,0.03751625,0.02429266,0.03206409,0.33711490
-5.73586793,1.06260711,0.42475658,0.12813716,0.11223413,0.36474126,0.03695511,0.02195034,0.03152936,0.31541515
-5.72986493,1.00964388,0.40244137,0.11906633,0.10551536,0.35089227,0.03621899,0.01980773,0.03087659,0.29450157
-5.72386193,0.95641143,0.37994745,0.11052054,0.09910452,0.33610425,0.03531351,0.01785946,0.03010273,0.27437978
-5.71785893,0.90307756,0.35740317,0.10246187,0.09299705,0.32049775,0.03424732,0.01609936,0.02920830,0.25506006
-5.71185593,0.84985436,0.33494411,0.09486118,0.08719337,0.30421114,0.03303208,0.01452107,0.02819734,0.23655963
-5.70585293,0.79699747,0.31271229,0.08769893,0.08170018,0.28739821,0.03168218,0.01311852,0.02707726,0.21890433
-5.69984992,0.74480346,0.29085503,0.08096560,0.07653139,0.27022531,0.03021455,0.01188637,0.02585852,0.20212971
-5.69384692,0.69360541,0.26952336,0.07466179,0.07170865,0.25286800,0.02864824,0.01082044,0.02455427,0.18628160
-5.68784392,0.64376725,0.24887027,0.06879808,0.06726156,0.23550747,0.02700397,0.00991797,0.02317983,0.17141618
-5.68184092,0.59567715,0.22904876,0.06339473,0.06322746,0.21832681,0.02530365,0.00917788,0.02175216,0.15759973
-5.67583792,0.54974043,0.21020996,0.05848126,0.05965099,0.20150732,0.02356981,0.00860088,0.02028931,0.14490817
-5.66983492,0.50637238,0.19250125,0.05409602,0.05658332,0.18522502,0.02182509,0.00818963,0.01880980,0.13342639
-5.66383192,0.46599152,0.17606468,0.05028573,0.05408116,0.16964745,0.02009173,0.00794869,0.01733207,0.12324758
-5.65782891,0.42901330,0.16103568,0.04710513,0.05220565,0.15493092,0.01839103,0.00788448,0.01587398,0.11447253
-5.65182591,0.39584491,0.14754202,0.04461663,0.05102104,0.14121822,0.01674303,0.00800525,0.01445230,0.10720900
-5.64582291,0.36688085,0.13570327,0.04289002,0.05059328,0.12863696,0.01516610,0.00832083,0.01308238,0.10157118
-5.63981991,0.34249968,0.12563049,0.04200217,0.05098858,0.11729835,0.01367672,0.00884247,0.01177780,0.09767914
-5.63381691,0.32306161,0.11742634,0.04203679,0.05227188,0.10729665,0.01228931,0.00958261,0.01055020,0.09565838
-5.62781391,0.30890697,0.11118541,0.04308396,0.05450534,0.09870898,0.01101618,0.01055455,0.00940913,0.09563925
-5.62181091,0.30035511,0.10699473,0.04523960,0.05774685,0.09159564,0.00986751,0.01177218,0.00836205,0.09775630
-5.61580790,0.29770365,0.10493440,0.04860460,0.06204854,0.08600068,0.00885148,0.01324958,0.00741435,0.10214733
-5.60980490,0.30122763,0.10507813,0.05328370,0.06745541,0.08195272,0.00797437,0.01500072,0.00656947,0.10895222
-5.60380190,0.31117829,0.10749378,0.05938385,0.07400402,0.07946585,0.00724074,0.01703905,0.00582907,0.11831128
-5.59779890,0.32778123,0.11224348,0.06701222,0.08172136,0.07854060,0.00665365,0.01937715,0.00519318,0.13036312
-5.59179590,0.35123358,0.11938366,0.07627360,0.09062386,0.07916476,0.00621489,0.02202633,0.00466048,0.14524194
-5.58579290,0.38170011,0.12896444,0.08726732,0.10071653,0.08131416,0.00592511,0.02499634,0.00422848,0.16307431
-5.57978989,0.41930819,0.14102874,0.10008367,0.11199245,0.08495320,0.00578404,0.02829496,0.00389375,0.18397521
-5.57378689,0.46414142,0.15561083,0.11479987,0.12443234,0.09003517,0.00579060,0.03192772,0.00365213,0.20804359
-5.56778389,0.51623224,0.17273428,0.13147565,0.13800444,0.09650248,0.00594301,0.03589760,0.00349888,0.23535738
-5.56178089,0.57555356,0.19240959,0.15014864,0.15266461,0.10428654,0.00623879,0.04020474,0.00342884,0.26596804
-5.55577789,0.64200964,0.21463117,0.17082976,0.16835656,0.11330769,0.00667480,0.04484618,0.00343655,0.29989486
-5.54977489,0.71542686,0.23937406,0.19349861,0.18501231,0.12347496,0.00724717,0.04981556,0.00351631,0.33711909
-5.54377189,0.79554444,0.26659029,0.21809945,0.20255269,0.13468585,0.00795122,0.05510293,0.00366223,0.37757827
-5.53776888,0.88200592,0.29620507,0.24453758,0.22088792,0.14682627,0.00878136,0.06069437,0.00386829,0.42116071
-5.53176588,0.97435182,0.32811301,0.27267679,0.23991818,0.15977056,0.00973100,0.06657182,0.00412828,0.46770073
-5.52576288,1.07201403,0.36217442,0.30233778,0.25953404,0.17338186,0.01079243,0.07271269,0.00443581,0.51697463
-5.51975988,1.17431253,0.39821205,0.33329799,0.27961688,0.18751271,0.01195672,0.07908955,0.00478431,0.56869786
-5.51375688,1.28045496,0.43600832,0.36529285,0.30003912,0.20200614,0.01321371,0.08566989,0.00516700,0.62252356
-5.50775388,1.38953945,0.47530341,0.39801880,0.32066422,0.21669711,0.01455197,0.09241572,0.00557685,0.67804280
-5.50175088,1.50056129,0.51579436,0.43113787,0.34134673,0.23141443,0.01595886,0.09928338,0.00600661,0.73478669
-5.49574787,1.61242336,0.55713541,0.46428407,0.36193215,0.24598311,0.01742063,0.10622334,0.00644884,0.79223058
-5.48974487,1.72395088,0.59893979,0.49707130,0.38225690,0.26022714,0.01892256,0.11318011,0.00689590,0.84980044
-5.48374187,1.83391014,0.64078309,0.52910286,0.40214838,0.27397265,0.02044923,0.12009236,0.00734007,0.90688149
-5.47773887,1.94103117,0.68220845,0.55998199,0.42142536,0.28705129,0.02198473,0.12689319,0.00777362,0.96282907
-5.47173587,2.04403398,0.72273336,0.58932346,0.43989881,0.29930393,0.02351298,0.13351068,0.00818894,1.01698155
-5.46573287,2.14165769,0.76185838,0.61676559,0.45737319,0.31058439,0.02501806,0.13986864,0.00857864,1.06867514
-5.45972986,2.23269203,0.79907736,0.64198242,0.47364855,0.32076306,0.02648455,0.14588778,0.00893574,1.11726015
-5.45372686,2.31601008,0.83388917,0.66469546,0.48852329,0.32973054,0.02789783,0.15148706,0.00925384,1.16211846
-5.44772386,2.39060130,0.86581053,0.68468467,0.50179773,0.33740080,0.02924439,0.15658539,0.00952726,1.20268143
-5.44172086,2.45560372,0.89438959,0.70179811,0.51327849,0.34371403,0.03051209,0.16110358,0.00975120,1.23844785
-5.43571786,2.51033405,0.91921982,0.71595988,0.52278347,0.34863886,0.03169036,0.16496651,0.00992194,1.26900120
-5.42971486,2.55431441,0.93995357,0.72717595,0.53014743,0.35217404,0.03277032,0.16810538,0.01003695,1.29402549
-5.42371186,2.58729456,0.95631496,0.73553762,0.53522784,0.35434926,0.03374490,0.17046008,0.01009501,1.31331905
-5.41770885,2.60926844,0.96811121,0.74122230,0.53791083,0.35522528,0.03460883,0.17198145,0.01009629,1.32680560
-5.41170585,2.62048419,0.97524211,0.74449151,0.53811682,0.35489313,0.03535856,0.17263339,0.01004242,1.33454190
-5.40570285,2.62144668,0.97770695,0.74568611,0.53580564,0.35347260,0.03599221,0.17239469,0.00993651,1.33672163
-5.39969985,2.61291221,0.97560852,0.74521872,0.53098077,0.35110978,0.03650940,0.17126048,0.00978310,1.33367494
-5.39369685,2.59587507,0.96915384,0.74356353,0.52369236,0.34797394,0.03691108,0.16924322,0.00958814,1.32586357
-5.38769385,2.57154596,0.95865138,0.74124383,0.51403883,0.34425366,0.03719938,0.16637313,0.00935887,1.31387138
-5.38169085,2.54132275,0.94450471,0.73881745,0.50216691,0.34015236,0.03737740,0.16269805,0.00910368,1.29839040
-5.37568784,2.50675416,0.92720268,0.73686058,0.48826990,0.33588338,0.03744912,0.15828263,0.00883198,1.28020278
-5.36968484,2.46949735,0.90730635,0.73595046,0.47258422,0.33166461,0.03741921,0.15320701,0.00855401,1.26015899
-5.36368184,2.43127070,0.88543310,0.73664739,0.45538427,0.32771295,0.03729298,0.14756486,0.00828059,1.23915299
-5.35767884,2.39380312,0.86223839,0.73947663,0.43697579,0.32423863,0.03707633,0.14146097,0.00802294,1.21809512
-5.35167584,2.35878160,0.83839588,0.74491068,0.41768795,0.32143955,0.03677568,0.13500844,0.00779243,1.19788367
-5.34567284,2.32779869,0.81457660,0.75335251,0.39786448,0.31949585,0.03639802,0.12832554,0.00760031,1.17937599
-5.33966983,2.30230165,0.79142799,0.76512036,0.37785411,0.31856469,0.03595092,0.12153243,0.00745748,1.16336028
-5.33366683,2.28354510,0.76955356,0.78043442,0.35800089,0.31877559,0.03544250,0.11474790,0.00737425,1.15052907
-5.32766383,2.27254880,0.74949401,0.79940603,0.33863454,0.32022625,0.03488150,0.10808605,0.00736007,1.14145536
-5.32166083,2.27006212,0.73171059,0.82202968,0.32006144,0.32297915,0.03427721,0.10165333,0.00742330,1.13657232
-5.31565783,2.27653652,0.71657121,0.84817829,0.30255638,0.32705889,0.03363940,0.09554584,0.00757099,1.13615737
-5.30965483,2.29210726,0.70434004,0.87760188,0.28635555,0.33245055,0.03297829,0.08984698,0.00780865,1.14032139
-5.30365183,2.31658498,0.69517086,0.90992993,0.27165094,0.33909901,0.03230431,0.08462564,0.00814007,1.14900332
-5.29764882,2.34945782,0.68910451,0.94467737,0.25858620,0.34690937,0.03162797,0.07993486,0.00856714,1.16197066
-5.29164582,2.38990408,0.68607052,0.98125437,0.24725436,0.35574855,0.03095958,0.07581106,0.00908971,1.17882580
-5.28564282,2.43681530,0.68589285,1.01897953,0.23769703,0.36544806,0.03030900,0.07227376,0.00970547,1.19901812
-5.27963982,2.48882916,0.68829955,1.05709632,0.22990546,0.37580788,0.02968539,0.06932587,0.01040991,1.22186139
-5.27363682,2.54437118,0.69293587,1.09479246,0.22382297,0.38660148,0.02909691,0.06695438,0.01119625,1.24655608
-5.26763382,2.60170404,0.69938048,1.13122143,0.21934900,0.39758187,0.02855045,0.06513156,0.01205552,1.27221559
-5.26163082,2.65898291,0.70716393,1.16552582,0.21634416,0.40848848,0.02805148,0.06381648,0.01297663,1.29789576
-5.25562781,2.71431479,0.71578882,1.19686152,0.21463646,0.41905472,0.02760387,0.06295686,0.01394650,1.32262635
-5.24962481,2.76582013,0.72475070,1.22442216,0.21402817,0.42901597,0.02720982,0.06249112,0.01495035,1.34544353
-5.24362181,2.81169423,0.73355910,1.24746286,0.21430322,0.43811784,0.02686987,0.06235061,0.01597191,1.36542213
-5.23761881,2.85026639,0.74175748,1.26532240,0.21523486,0.44612421,0.02658301,0.06246193,0.01699380,1.38170641
-5.23161581,2.88005457,0.74894169,1.27744323,0.21659320,0.45282495,0.02634684,0.06274926,0.01799796,1.39353833
-5.22561281,2.89981358,0.75477588,1.28338821,0.21815258,0.45804283,0.02615779,0.06313663,0.01896604,1.40028213
-5.21960980,2.90857480,0.75900533,1.28285384,0.21969842,0.46163953,0.02601149,0.06355012,0.01987993,1.40144440
-5.21360680,2.90567608,0.76146564,1.27567908,0.22103330,0.46352023,0.02590305,0.06391981,0.02072224,1.39668883
-5.20760380,2.89078052,0.76208789,1.26184969,0.22198224,0.46363681,0.02582747,0.06418166,0.02147679,1.38584525
-5.20160080,2.86388349,0.76089953,1.24149777,0.22239692,0.46198932,0.02577994,0.06427895,0.02212911,1.36891245
-5.19559780,2.82530756,0.75802095,1.21489653,0.22215882,0.45862567,0.02575618,0.06416361,0.02266684,1.34605501
-5.18959480,2.77568562,0.75365787,1.18245066,0.22118111,0.45363950,0.02575270,0.06379708,0.02308012,1.31759407
-5.18359180,2.71593294,0.74808987,1.14468242,0.21940935,0.44716640,0.02576697,0.06315095,0.02336187,1.28399281
-5.17758879,2.64720935,0.74165554,1.10221434,0.21682108,0.43937840,0.02579749,0.06220720,0.02350803,1.24583702
-5.17158579,2.57087312,0.73473490,1.05574901,0.21342417,0.43047713,0.02584384,0.06095815,0.02351758,1.20381187
-5.16558279,2.48842868,0.72772989,1.00604702,0.20925426,0.42068586,0.02590648,0.05940605,0.02339261,1.15867582
-5.15957979,2.40147021,0.72104378,0.95390370,0.20437128,0.41024074,0.02598664,0.05756243,0.02313814,1.11123273
-5.15357679,2.31162372,0.71506044,0.90012581,0.19885535,0.39938166,0.02608597,0.05544718,0.02276193,1.06230358
-5.14757379,2.22048995,0.71012445,0.84550899,0.19280209,0.38834312,0.02620623,0.05308741,0.02227413,1.01269875
-5.14157079,2.12959059,0.70652306,0.79081686,0.18631784,0.37734552,0.02634890,0.05051617,0.02168694,0.96319213
-5.13556778,2.04032000,0.70447066,0.73676247,0.17951463,0.36658723,0.02651481,0.04777109,0.02101413,0.91449811
-5.12956478,1.95390450,0.70409686,0.68399279,0.17250557,0.35623784,0.02670375,0.04489296,0.02027056,0.86725223
-5.12356178,1.87137075,0.70543851,0.63307673,0.16540040,0.34643294,0.02691421,0.04192432,0.01947172,0.82199627
-5.11755878,1.79352440,0.70843624,0.58449690,0.15830180,0.33727052,0.02714312,0.03890812,0.01863322,0.77916828
-5.11155578,1.72093981,0.71293578,0.53864529,0.15130232,0.32880928,0.02738574,0.03588655,0.01777041,0.73909767
-5.10555278,1.65396084,0.71869404,0.49582289,0.14448213,0.32106889,0.02763566,0.03289994,0.01689797,0.70200552
-5.09954977,1.59271254,0.72538965,0.45624282,0.13790771,0.31403205,0.02788492,0.02998596,0.01602961,0.66800981
-5.09354677,1.53712273,0.73263771,0.42003692,0.13163141,0.30764847,0.02812430,0.02717892,0.01517790,0.63713518
-5.08754377,1.48695232,0.74000799,0.38726503,0.12569186,0.30184021,0.02834363,0.02450936,0.01435407,0.60932655
-5.08154077,1.44183259,0.74704572,0.35792650,0.12011522,0.29650852,0.02853235,0.02200386,0.01356808,0.58446582
-5.07553777,1.40130752,0.75329416,0.33197333,0.11491708,0.29154138,0.02868001,0.01968505,0.01282859,0.56239085
-5.06953477,1.36487897,0.75831775,0.30932415,0.11010489,0.28682170,0.02877690,0.01757175,0.01214314,0.54291562
-5.06353177,1.33205236,0.76172484,0.28987838,0.10568080,0.28223560,0.02881465,0.01567941,0.01151833,0.52585062
-5.05752876,1.30238076,0.76318893,0.27352998,0.10164462,0.27768037,0.02878688,0.01402050,0.01096006,0.51102250
-5.05152576,1.27550502,0.76246723,0.26018004,0.09799683,0.27307170,0.02868967,0.01260514,0.01047379,0.49829199
-5.04552276,1.25118816,0.75941592,0.24974777,0.09474140,0.26834986,0.02852204,0.01144170,0.01006477,0.48756937
-5.03951976,1.22934226,0.75400112,0.24217928,0.09188824,0.26348450,0.02828626,0.01053741,0.00973832,0.47882655
-5.03351676,1.21004659,0.74630515,0.23745399,0.08945515,0.25847786,0.02798800,0.00989895,0.00950004,0.47210543
-5.02751376,1.19355613,0.73652768,0.23558818,0.08746920,0.25336616,0.02763633,0.00953295,0.00935589,0.46752194
-5.02151076,1.18029985,0.72498175,0.23663566,0.08596738,0.24821923,0.02724359,0.00944641,0.00931232,0.46526568
-5.01550775,1.17086898,0.71208470,0.24068554,0.08499645,0.24313834,0.02682497,0.00964696,0.00937623,0.46559499
-5.00950475,1.16599549,0.69834442,0.24785709,0.08461213,0.23825225,0.02639810,0.01014294,0.00955489,0.46882772
-5.00350175,1.16652169,0.68434147,0.25829193,0.08487742,0.23371190,0.02598232,0.01094337,0.00985573,0.47532784
-4.99749875,1.17336221,0.67070773,0.27214392,0.08586027,0.22968373,0.02559800,0.01205767,0.01028609,0.48548855
-4.99149575,1.18745981,0.65810254,0.28956701,0.08763068,0.22634214,0.02526569,0.01349521,0.01085287,0.49971238
-4.98549275,1.20973680,0.64718717,0.31070165,0.09025720,0.22386135,0.02500525,0.01526477,0.01156210,0.51838907
-4.97948974,1.24104422,0.63859869,0.33566030,0.09380314,0.22240700,0.02483502,0.01737370,0.01241852,0.54187211
-4.97348674,1.28211067,0.63292424,0.36451266,0.09832252,0.22212794,0.02477096,0.01982709,0.01342509,0.57045480
-4.96748374,1.33349318,0.63067668,0.39727122,0.10385603,0.22314855,0.02482599,0.02262676,0.01458253,0.60434689
-4.96148074,1.39553204,0.63227254,0.43387801,0.11042710,0.22556191,0.02500932,0.02577028,0.01588885,0.64365278
-4.95547774,1.46831187,0.63801316,0.47419296,0.11803827,0.22942408,0.02532605,0.02924992,0.01733900,0.68835226
-4.94947474,1.55163055,0.64806958,0.51798477,0.12666814,0.23474988,0.02577687,0.03305172,0.01892454,0.73828469
-4.94347174,1.64497787,0.66247205,0.56492478,0.13626891,0.24151019,0.02635799,0.03715463,0.02063343,0.79313765
-4.93746873,1.74752500,0.68110424,0.61458424,0.14676482,0.24963105,0.02706128,0.04152992,0.02244999,0.85244053
-4.93146573,1.85812579,0.70370267,0.66643556,0.15805145,0.25899451,0.02787457,0.04614067,0.02435492,0.91556392
-4.92546273,1.97533039,0.72986131,0.71985761,0.16999622,0.26944124,0.02878220,0.05094170,0.02632553,0.98172496
-4.91945973,2.09741122,0.75904130,0.77414517,0.18243982,0.28077486,0.02976567,0.05587971,0.02833615,1.04999893
-4.91345673,2.22240073,0.79058548,0.82852253,0.19519890,0.29276786,0.03080452,0.06089384,0.03035858,1.11933698
-4.90745373,2.34814007,0.82373735,0.88216065,0.20806975,0.30516871,0.03187726,0.06591651,0.03236282,1.18858954
-4.90145073,2.47233709,0.85766375,0.93419775,0.22083309,0.31771021,0.03296236,0.07087472,0.03431782,1.25653490
-4.89544772,2.59263176,0.89148055,0.98376223,0.23325958,0.33011842,0.03403938,0.07569158,0.03619237,1.32191211
-4.88944472,2.70666684,0.92428052,1.02999756,0.24511615,0.34212213,0.03508991,0.08028818,0.03795603,1.38345687
-4.88344172,2.81216086,0.95516225,1.07208770,0.25617272,0.35346232,0.03609862,0.08458567,0.03958012,1.43993938
-4.87743872,2.90698091,0.98325927,1.10928241,0.26620918,0.36390124,0.03705410,0.08850749,0.04103867,1.49020247
-4.87143572,2.98921208,1.00776807,1.14092120,0.27502225,0.37323090,0.03794959,0.09198169,0.04230929,1.53319868
-4.86543272,3.05722090,1.02797423,1.16645492,0.28243199,0.38128044,0.03878357,0.09494317,0.04337402,1.56802456
-4.85942971,3.10970996,1.04327537,1.18546408,0.28828779,0.38792226,0.03956005,0.09733579,0.04421995,1.59395087
-4.85342671,3.14576148,1.05320034,1.19767299,0.29247326,0.39307650,0.04028875,0.09911432,0.04483977,1.61044735
-4.84742371,3.16486787,1.05742370,1.20295920,0.29491023,0.39671381,0.04098495,0.10024592,0.04523204,1.61720078
-4.84142071,3.16694800,1.05577503,1.20135768,0.29556126,0.39885618,0.04166915,0.10071142,0.04540131,1.61412584
-4.83541771,3.15234839,1.04824269,1.19305955,0.29443086,0.39957595,0.04236651,0.10050592,0.04535800,1.60136790
-4.82941471,3.12182923,1.03497208,1.17840554,0.29156512,0.39899279,0.04310597,0.09963911,0.04511808,1.57929782
-4.82341171,3.07653587,1.01625824,1.15787421,0.28704998,0.39726900,0.04391932,0.09813490,0.04470250,1.54849895
-4.81740870,3.01795695,0.99253344,1.13206566,0.28100799,0.39460313,0.04483992,0.09603066,0.04413653,1.50974677
-4.81140570,2.94787087,0.96435023,1.10168134,0.27359392,0.39122230,0.04590148,0.09337596,0.04344883,1.46398227
-4.80540270,2.86828306,0.93236064,1.06750081,0.26498921,0.38737332,0.04713657,0.09023090,0.04267045,1.41227999
-4.79939970,2.78135649,0.89729254,1.03035647,0.25539570,0.38331320,0.04857517,0.08666409,0.04183382,1.35581229
-4.79339670,2.68933829,0.85992418,0.99110724,0.24502878,0.37929917,0.05024322,0.08275047,0.04097157,1.29581132
-4.78739370,2.59448563,0.82105786,0.95061233,0.23411028,0.37557876,0.05216119,0.07856886,0.04011545,1.23353024
-4.78139070,2.49899349,0.78149389,0.90970599,0.22286144,0.37238016,0.05434277,0.07419962,0.03929528,1.17020521
-4.77538769,2.40492737,0.74200577,0.86917427,0.21149623,0.36990343,0.05679374,0.06972226,0.03853797,1.10701977
-4.76938469,2.31416314,0.70331763,0.82973458,0.20021527,0.36831272,0.05951100,0.06521325,0.03786672,1.04507282
-4.76338169,2.22833635,0.66608452,0.79201856,0.18920053,0.36772983,0.06248195,0.06074414,0.03730030,0.98535123
-4.75737869,2.14880244,0.63087635,0.75655901,0.17861106,0.36822946,0.06568403,0.05637989,0.03685257,0.92870809
-4.75137569,2.07660911,0.59816582,0.72378086,0.16857989,0.36983624,0.06908476,0.05217760,0.03653222,0.87584706
-4.74537269,2.01248135,0.56832064,0.69399658,0.15921201,0.37252373,0.07264200,0.04818571,0.03634260,0.82731310
-4.73936968,1.95681927,0.54160002,0.66740573,0.15058367,0.37621535,0.07630467,0.04444347,0.03628190,0.78348951
-4.73336668,1.90970817,0.51815548,0.64409857,0.14274275,0.38078739,0.08001380,0.04098092,0.03634343,0.74460120
-4.72736368,1.87094004,0.49803547,0.62406329,0.13571027,0.38607374,0.08370392,0.03781916,0.03651611,0.71072338
-4.72136068,1.84004509,0.48119363,0.60719638,0.12948281,0.39187246,0.08730477,0.03497100,0.03678510,0.68179519
-4.71535768,1.81633164,0.46749997,0.59331557,0.12403575,0.39795371,0.09074334,0.03244182,0.03713258,0.65763733
-4.70935468,1.79893248,0.45675444,0.58217465,0.11932706,0.40406885,0.09394597,0.03023073,0.03753860,0.63797266
-4.70335168,1.78685558,0.44870226,0.57347958,0.11530157,0.40996032,0.09684070,0.02833180,0.03798200,0.62244878
-4.69734867,1.77903688,0.44305024,0.56690502,0.11189540,0.41537194,0.09935962,0.02673539,0.03844132,0.61066165
-4.69134567,1.77439314,0.43948351,0.56211091,0.10904045,0.42005912,0.10144111,0.02542959,0.03889566,0.60217904
-4.68534267,1.77187270,0.43768194,0.55875811,0.10666866,0.42379875,0.10303199,0.02440146,0.03932556,0.59656311
-4.67933967,1.77050215,0.43733568,0.55652293,0.10471607,0.42639815,0.10408941,0.02363837,0.03971370,0.59339115
-4.67333667,1.76942741,0.43815931,0.55510973,0.10312631,0.42770287,0.10458243,0.02312905,0.04004547,0.59227378
-4.66733367,1.76794777,0.43990412,0.55426150,0.10185357,0.42760302,0.10449313,0.02286463,0.04030943,0.59287024
-4.66133067,1.76554179,0.44236822,0.55376793,0.10086494,0.42603778,0.10381743,0.02283939,0.04049756,0.59490013
-4.65532766,1.76188455,0.44540412,0.55347101,0.10014208,0.42299803,0.10256529,0.02305138,0.04060536,0.59815153
-4.64932466,1.75685583,0.44892369,0.55326796,0.09968209,0.41852699,0.10076049,0.02350281,0.04063175,0.60248547
-4.64332166,1.75053942,0.45290047,0.55311159,0.09949776,0.41271883,0.09843996,0.02420025,0.04057884,0.60783663
