energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.51375688,1.84200082,0.00206669,0.24776469,0.98083673,0.26912133,0.02128512,0.98780959,0.66413795,0.36651847
-5.50775388,1.82657667,0.00216507,0.23880100,0.96472002,0.26803075,0.02132517,0.99126693,0.63300195,0.36365204
-5.50175088,1.81748999,0.00227138,0.23155614,0.95270919,0.26805802,0.02126203,0.99649248,0.60629488,0.36256931
-5.49574787,1.81479532,0.00238622,0.22610443,0.94483167,0.26917893,0.02109645,1.00344414,0.58414860,0.36332267
-5.48974487,1.81853083,0.00251035,0.22250577,0.94108264,0.27136149,0.02083185,1.01208611,0.56663456,0.36596165
-5.48374187,1.82871860,0.00264467,0.22080524,0.94142747,0.27456669,0.02047416,1.02238967,0.55376817,0.37053136
-5.47773887,1.84536131,0.00279018,0.22103221,0.94580276,0.27874899,0.02003150,1.03433204,0.54551307,0.37707009
-5.47173587,1.86843522,0.00294790,0.22319907,0.95411552,0.28385649,0.01951391,1.04789326,0.54178509,0.38560596
-5.46573287,1.89787988,0.00311879,0.22729962,0.96624087,0.28983073,0.01893289,1.06305123,0.54245539,0.39615302
-5.45972986,1.93358517,0.00330366,0.23330704,0.98201820,0.29660624,0.01830101,1.07977526,0.54735280,0.40870674
-5.45372686,1.97537655,0.00350309,0.24117185,1.00124645,0.30410990,0.01763136,1.09801864,0.55626534,0.42323944
-5.44772386,2.02299990,0.00371734,0.25081978,1.02367887,0.31226023,0.01693713,1.11771067,0.56894102,0.43969575
-5.44172086,2.07610714,0.00394622,0.26214996,1.04901798,0.32096669,0.01623108,1.13874905,0.58508825,0.45798861
-5.43571786,2.13424401,0.00418905,0.27503351,1.07691150,0.33012928,0.01552518,1.16099314,0.60437612,0.47799612
-5.42971486,2.19684148,0.00444455,0.28931293,1.10694983,0.33963844,0.01483017,1.18425881,0.62643507,0.49955947
-5.42371186,2.26321180,0.00471083,0.30480218,1.13866567,0.34937546,0.01415529,1.20831550,0.65085827,0.52248228
-5.41770885,2.33255013,0.00498534,0.32128791,1.17153645,0.35921347,0.01350806,1.23288581,0.67720404,0.54653154
-5.41170585,2.40394229,0.00526490,0.33853177,1.20498965,0.36901908,0.01289411,1.25764812,0.70499977,0.57144013
-5.40570285,2.47637871,0.00554571,0.35627370,1.23841132,0.37865469,0.01231719,1.28224211,0.73374724,0.59691107
-5.39969985,2.54877438,0.00582343,0.37423648,1.27115758,0.38798142,0.01177915,1.30627714,0.76292966,0.62262318
-5.39369685,2.61999399,0.00609328,0.39213103,1.30256877,0.39686256,0.01128009,1.32934326,0.79202016,0.64823815
-5.38769385,2.68888127,0.00635019,0.40966258,1.33198577,0.40516738,0.01081855,1.35102416,0.82049157,0.67340852
-5.38169085,2.75429105,0.00658889,0.42653724,1.35876770,0.41277522,0.01039174,1.37091148,0.84782710,0.69778631
-5.37568784,2.81512244,0.00680414,0.44246889,1.38231021,0.41957955,0.00999584,1.38861977,0.87353146,0.72103183
-5.36968484,2.87035147,0.00699088,0.45718592,1.40206337,0.42549177,0.00962625,1.40380107,0.89714193,0.74282235
-5.36368184,2.91906140,0.00714440,0.47043764,1.41754828,0.43044460,0.00927796,1.41615837,0.91823880,0.76286003
-5.35767884,2.96046917,0.00726054,0.48199997,1.42837152,0.43439484,0.00894580,1.42545722,0.93645466,0.78087895
-5.35167584,2.99394652,0.00733582,0.49168038,1.43423664,0.43732523,0.00862474,1.43153458,0.95148201,0.79665082
-5.34567284,3.01903495,0.00736761,0.49932157,1.43495207,0.43924538,0.00831012,1.43430463,0.96307899,0.80998914
-5.33966983,3.03545363,0.00735417,0.50480412,1.43043512,0.44019160,0.00799784,1.43376102,0.97107268,0.82075180
-5.33366683,3.04310028,0.00729479,0.50804776,1.42071184,0.44022564,0.00768450,1.42997548,0.97536012,0.82884202
-5.32766383,3.04204502,0.00718978,0.50901148,1.40591284,0.43943237,0.00736754,1.42309289,0.97590697,0.83420776
-5.32166083,3.03251793,0.00704050,0.50769245,1.38626536,0.43791647,0.00704523,1.41332320,0.97274391,0.83683978
-5.31565783,3.01489127,0.00684925,0.50412394,1.36208203,0.43579831,0.00671671,1.40093044,0.96596126,0.83676851
-5.30965483,2.98965746,0.00661925,0.49837233,1.33374717,0.43320912,0.00638192,1.38621986,0.95570198,0.83406020
-5.30365183,2.95740446,0.00635450,0.49053356,1.30170115,0.43028582,0.00604155,1.36952353,0.94215371,0.82881249
-5.29764882,2.91878973,0.00605965,0.48072910,1.26642388,0.42716555,0.00569695,1.35118560,0.92554026,0.82114978
-5.29164582,2.87451449,0.00573983,0.46910170,1.22841821,0.42398043,0.00534997,1.33154780,0.90611301,0.81121874
-5.28564282,2.82529939,0.00540049,0.45581116,1.18819394,0.42085242,0.00500290,1.31093602,0.88414266,0.79918405
-5.27963982,2.77186281,0.00504725,0.44103016,1.14625338,0.41788891,0.00465827,1.28964864,0.85991185,0.78522472
-5.27363682,2.71490263,0.00468568,0.42494044,1.10307873,0.41517885,0.00431879,1.26794723,0.83370864,0.76953093
-5.26763382,2.65508189,0.00432120,0.40772928,1.05912202,0.41278990,0.00398726,1.24604984,0.80582131,0.75230151
-5.26163082,2.59301885,0.00395893,0.38958640,1.01479753,0.41076642,0.00366640,1.22412722,0.77653439,0.73374196
-5.25562781,2.52928099,0.00360353,0.37070133,0.97047697,0.40912856,0.00335888,1.20230190,0.74612587,0.71406295
-5.24962481,2.46438300,0.00325917,0.35126107,0.92648723,0.40787238,0.00306722,1.18065003,0.71486557,0.69347913
-5.24362181,2.39878800,0.00292943,0.33144823,0.88311047,0.40697089,0.00279377,1.15920567,0.68301432,0.67220806
-5.23761881,2.33291129,0.00261726,0.31143942,0.84058613,0.40637614,0.00254074,1.13796706,0.65082384,0.65046908
-5.23161581,2.26712596,0.00232496,0.29140393,0.79911458,0.40602192,0.00231017,1.11690443,0.61853700,0.62848208
-5.22561281,2.20176949,0.00205421,0.27150260,0.75886173,0.40582728,0.00210402,1.09596875,0.58638820,0.60646582
-5.21960980,2.13715057,0.00180608,0.25188686,0.71996430,0.40570040,0.00192415,1.07510081,0.55460360,0.58463589
-5.21360680,2.07355551,0.00158109,0.23269785,0.68253519,0.40554286,0.00177240,1.05424012,0.52340120,0.56320223
-5.20760380,2.01125365,0.00137922,0.21406578,0.64666860,0.40525394,0.00165066,1.03333319,0.49299037,0.54236625
-5.20160080,1.95050148,0.00120005,0.19610923,0.61244455,0.40473492,0.00156089,1.01234057,0.46357104,0.52231751
-5.19559780,1.89154509,0.00104275,0.17893475,0.57993257,0.40389312,0.00150514,0.99124254,0.43533238,0.50323031
-5.18959480,1.83462112,0.00090621,0.16263642,0.54919442,0.40264553,0.00148565,0.97004305,0.40845117,0.48526019
-5.18359180,1.77995600,0.00078908,0.14729572,0.52028577,0.40092196,0.00150479,0.94877189,0.38308984,0.46854054
-5.17758879,1.72776397,0.00068984,0.13298157,0.49325687,0.39866749,0.00156511,0.92748498,0.35939448,0.45317960
-5.17158579,1.67824398,0.00060687,0.11975050,0.46815229,0.39584427,0.00166926,0.90626302,0.33749292,0.43925805
-5.16558279,1.63157593,0.00053848,0.10764718,0.44500989,0.39243249,0.00182000,0.88520845,0.31749304,0.42682721
-5.15957979,1.58791660,0.00048297,0.09670512,0.42385918,0.38843061,0.00202006,0.86444110,0.29948156,0.41590827
-5.15357679,1.54739577,0.00043868,0.08694768,0.40471937,0.38385485,0.00227208,0.84409286,0.28352339,0.40649237
-5.14757379,1.51011273,0.00040401,0.07838930,0.38759714,0.37873794,0.00257846,0.82430149,0.26966175,0.39854175
-5.14157079,1.47613377,0.00037741,0.07103699,0.37248456,0.37312730,0.00294124,0.80520421,0.25791901,0.39199198
-5.13556778,1.44549076,0.00035747,0.06489197,0.35935719,0.36708271,0.00336190,0.78693120,0.24829842,0.38675509
-5.12956478,1.41818110,0.00034288,0.05995159,0.34817260,0.36067364,0.00384121,0.76959946,0.24078667,0.38272368
-5.12356178,1.39416930,0.00033245,0.05621135,0.33886940,0.35397639,0.00437906,0.75330735,0.23535721,0.37977568
-5.11755878,1.37339014,0.00032510,0.05366696,0.33136694,0.34707117,0.00497425,0.73813001,0.23197425,0.37777977
-5.11155578,1.35575341,0.00031992,0.05231658,0.32556570,0.34003937,0.00562440,0.72411609,0.23059739,0.37660106
-5.10555278,1.34115032,0.00031608,0.05216295,0.32134838,0.33296101,0.00632573,0.71128568,0.23118657,0.37610704
-5.09954977,1.32946115,0.00031290,0.05321556,0.31858175,0.32591268,0.00707306,0.69962982,0.23370729,0.37617337
-5.09354677,1.32056415,0.00030982,0.05549263,0.31711909,0.31896593,0.00785968,0.68911138,0.23813580,0.37668940
-5.08754377,1.31434513,0.00030639,0.05902298,0.31680338,0.31218622,0.00867738,0.67966753,0.24446415,0.37756321
-5.08154077,1.31070752,0.00030225,0.06384750,0.31747079,0.30563247,0.00951654,0.67121337,0.25270464,0.37872597
-5.07553777,1.30958227,0.00029715,0.07002044,0.31895477,0.29935713,0.01036618,0.66364678,0.26289371,0.38013542
-5.06953477,1.31093720,0.00029094,0.07761007,0.32109019,0.29340677,0.01121422,0.65685417,0.27509480,0.38177841
-5.06353177,1.31478514,0.00028354,0.08669891,0.32371770,0.28782298,0.01204770,0.65071667,0.28940005,0.38367234
-5.05752876,1.32119037,0.00027492,0.09738326,0.32668794,0.28264358,0.01285307,0.64511668,0.30593063,0.38586545
-5.05152576,1.33027270,0.00026515,0.10977195,0.32986551,0.27790392,0.01361656,0.63994413,0.32483543,0.38843593
-5.04552276,1.34220884,0.00025430,0.12398433,0.33313253,0.27363801,0.01432454,0.63510236,0.34628808,0.39148977
-5.03951976,1.35723042,0.00024253,0.14014732,0.33639165,0.26987953,0.01496396,0.63051296,0.37048215,0.39515761
-5.03351676,1.37561859,0.00022998,0.15839155,0.33956825,0.26666233,0.01552274,0.62611959,0.39762444,0.39959029
-5.02751376,1.39769486,0.00021685,0.17884668,0.34261195,0.26402054,0.01599011,0.62189025,0.42792658,0.40495362
-5.02151076,1.42380828,0.00020331,0.20163572,0.34549705,0.26198800,0.01635706,0.61781801,0.46159496,0.41142211
-5.01550775,1.45431922,0.00018957,0.22686877,0.34822211,0.26059710,0.01661654,0.61392005,0.49881916,0.41917216
-5.00950475,1.48958006,0.00017581,0.25463608,0.35080848,0.25987707,0.01676379,0.61023500,0.53975951,0.42837472
-5.00350175,1.52991363,0.00016220,0.28500084,0.35329795,0.25985169,0.01679642,0.60681880,0.58453381,0.43918765
-4.99749875,1.57559004,0.00014892,0.31799178,0.35574946,0.26053665,0.01671453,0.60373919,0.63320410,0.45174820
-4.99149575,1.62680300,0.00013610,0.35359610,0.35823523,0.26193667,0.01652069,0.60106922,0.68576378,0.46616563
-4.98549275,1.68364679,0.00012386,0.39175284,0.36083609,0.26404260,0.01621980,0.59888004,0.74212582,0.48251444
-4.97948974,1.74609497,0.00011231,0.43234719,0.36363668,0.26682872,0.01581897,0.59723361,0.80211272,0.50082843
-4.97348674,1.81398202,0.00010152,0.47520600,0.36672030,0.27025049,0.01532716,0.59617553,0.86544875,0.52109579
-4.96748374,1.88698911,0.00009154,0.52009482,0.37016392,0.27424287,0.01475494,0.59572856,0.93175501,0.54325540
-4.96148074,1.96463476,0.00008241,0.56671669,0.37403344,0.27871956,0.01411411,0.59588730,1.00054781,0.56719473
-4.95547774,2.04627140,0.00007414,0.61471291,0.37837941,0.28357313,0.01341724,0.59661421,1.07124075,0.59274919
-4.94947474,2.13108807,0.00006673,0.66366595,0.38323343,0.28867625,0.01267735,0.59783741,1.14315052,0.61970318
-4.94347174,2.21811957,0.00006015,0.71310436,0.38860536,0.29388390,0.01190746,0.59945029,1.21550651,0.64779273
-4.93746873,2.30626196,0.00005439,0.76250982,0.39448143,0.29903677,0.01112025,0.60131311,1.28746415,0.67670977
-4.93146573,2.39429390,0.00004938,0.81132606,0.40082329,0.30396542,0.01032770,0.60325646,1.35812146,0.70610770
-4.92546273,2.48090312,0.00004510,0.85896934,0.40756810,0.30849527,0.00954083,0.60508637,1.42653842,0.73560829
-4.91945973,2.56471706,0.00004147,0.90484035,0.41462944,0.31245213,0.00876947,0.60659097,1.49175842,0.76480951
-4.91345673,2.64433647,0.00003844,0.94833702,0.42189926,0.31566797,0.00802213,0.60754816,1.55283125,0.79329403
-4.90745373,2.71837070,0.00003595,0.98886783,0.42925052,0.31798672,0.00730585,0.60773407,1.60883643,0.82063820
-4.90145073,2.78547332,0.00003394,1.02586522,0.43654043,0.31926973,0.00662621,0.60693174,1.65890653,0.84642109
-4.89544772,2.84437677,0.00003235,1.05879875,0.44361441,0.31940079,0.00598734,0.60493968,1.70224916,0.87023340
-4.88944472,2.89392479,0.00003111,1.08718734,0.45031024,0.31829025,0.00539199,0.60157992,1.73816732,0.89168603
-4.88344172,2.93310157,0.00003017,1.11061062,0.45646258,0.31587827,0.00484165,0.59670505,1.76607706,0.91041792
-4.87743872,2.96105685,0.00002947,1.12871860,0.46190760,0.31213690,0.00433666,0.59020416,1.78552217,0.92610331
-4.87143572,2.97712610,0.00002897,1.14123986,0.46648757,0.30707104,0.00387643,0.58200729,1.79618536,0.93845799
-4.86543272,2.98084569,0.00002861,1.14798771,0.47005540,0.30071815,0.00345955,0.57208838,1.79789568,0.94724470
-4.85942971,2.97196258,0.00002836,1.14886432,0.47247895,0.29314692,0.00308398,0.56046656,1.79063208,0.95227756
-4.85342671,2.95043878,0.00002816,1.14386288,0.47364503,0.28445480,0.00274724,0.54720599,1.77452313,0.95342552
-4.84742371,2.91645067,0.00002800,1.13306749,0.47346301,0.27476477,0.00244655,0.53241413,1.74984302,0.95061492
-4.84142071,2.87038357,0.00002784,1.11665112,0.47186804,0.26422133,0.00217895,0.51623879,1.71700413,0.94383112
-4.83541771,2.81282204,0.00002765,1.09487150,0.46882363,0.25298610,0.00194145,0.49886404,1.67654651,0.93311928
-4.82941471,2.74453637,0.00002741,1.06806531,0.46432367,0.24123304,0.00173109,0.48050533,1.62912455,0.91858429
-4.82341171,2.66646582,0.00002711,1.03664054,0.45839379,0.22914369,0.00154506,0.46140390,1.57549153,0.90038991
-4.81740870,2.57969917,0.00002673,1.00106753,0.45109191,0.21690255,0.00138074,0.44182084,1.51648230,0.87875701
-4.81140570,2.48545312,0.00002627,0.96186868,0.44250804,0.20469262,0.00123570,0.42203095,1.45299460,0.85396113
-4.80540270,2.38504897,0.00002573,0.91960728,0.43276326,0.19269152,0.00110781,0.40231660,1.38596975,0.82632904
-4.79939970,2.27988819,0.00002510,0.87487555,0.42200780,0.18106801,0.00099516,0.38296172,1.31637281,0.79623462
-4.79339670,2.17142719,0.00002439,0.82828234,0.41041833,0.16997913,0.00089613,0.36424618,1.24517299,0.76409380
-4.78739370,2.06115182,0.00002361,0.78044075,0.39819447,0.15956792,0.00080933,0.34644041,1.17332460,0.73035875
-4.78139070,1.95055202,0.00002277,0.73195589,0.38555455,0.14996175,0.00073362,0.32980057,1.10174903,0.69551129
-4.77538769,1.84109690,0.00002189,0.68341327,0.37273077,0.14127115,0.00066808,0.31456424,1.03131802,0.66005554
-4.76938469,1.73421080,0.00002097,0.63536795,0.35996387,0.13358925,0.00061200,0.30094650,0.96283877,0.62451001
-4.76338169,1.63125062,0.00002005,0.58833483,0.34749751,0.12699158,0.00056484,0.28913670,0.89704093,0.58939921
-4.75737869,1.53348469,0.00001913,0.54278024,0.33557245,0.12153624,0.00052622,0.27929563,0.83456594,0.55524481
-4.75137569,1.44207370,0.00001825,0.49911514,0.32442075,0.11726440,0.00049588,0.27155328,0.77595876,0.52255665
-4.74537269,1.35805370,0.00001741,0.45768991,0.31426024,0.11420100,0.00047371,0.26600708,0.72166213,0.49182376
-4.73936968,1.28232156,0.00001664,0.41879100,0.30528927,0.11235557,0.00045966,0.26272060,0.67201339,0.46350539
-4.73336668,1.21562306,0.00001595,0.38263931,0.29768205,0.11172318,0.00045376,0.26172275,0.62724389,0.43802248
-4.72736368,1.15854353,0.00001536,0.34939029,0.29158455,0.11228534,0.00045608,0.26300740,0.58748068,0.41574945
-4.72136068,1.11150129,0.00001489,0.31913573,0.28711120,0.11401097,0.00046672,0.26653341,0.55275058,0.39700675
-4.71535768,1.07474362,0.00001455,0.29190700,0.28434233,0.11685727,0.00048579,0.27222514,0.52298615,0.38205407
-4.70935468,1.04834548,0.00001434,0.26767956,0.28332245,0.12077050,0.00051335,0.27997328,0.49803336,0.37108450
-4.70335168,1.03221065,0.00001428,0.24637847,0.28405938,0.12568673,0.00054945,0.28963616,0.47766071,0.36421970
-4.69734867,1.02607523,0.00001435,0.22788473,0.28652407,0.13153247,0.00059403,0.30104141,0.46156928,0.36150621
-4.69134567,1.02951349,0.00001457,0.21204208,0.29065130,0.13822523,0.00064699,0.31398804,0.44940360,0.36291301
-4.68534267,1.04194585,0.00001493,0.19866407,0.29634102,0.14567402,0.00070809,0.32824903,0.44076283,0.36833044
-4.67933967,1.06264900,0.00001541,0.18754113,0.30346032,0.15377988,0.00077695,0.34357422,0.43521206,0.37757055
-4.67333667,1.09076809,0.00001601,0.17844743,0.31184603,0.16243634,0.00085309,0.35969384,0.43229339,0.39036903
-4.66733367,1.12533089,0.00001671,0.17114736,0.32130789,0.17153002,0.00093583,0.37632237,0.43153665,0.40638871
-4.66133067,1.16526399,0.00001749,0.16540148,0.33163215,0.18094125,0.00102436,0.39316305,0.43246959,0.42522473
-4.65532766,1.20941099,0.00001833,0.16097187,0.34258570,0.19054494,0.00111770,0.40991277,0.43462728,0.44641140
-4.64932466,1.25655258,0.00001922,0.15762683,0.35392061,0.20021156,0.00121470,0.42626748,0.43756085,0.46943063
-4.64332166,1.30542837,0.00002012,0.15514478,0.36537911,0.20980839,0.00131408,0.44192804,0.44084528,0.49372199
