energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,3.18983091,-2.44040584,1.20768814,-0.83938885,0.98360877,-0.20469322,0.27477717,-0.43956962,0.00213096,-0.02073051,0.68026852,-0.34667370,0.02722778,-0.04438859,0.91151488,-1.05803987
-5.89794897,3.11549020,-2.50352015,1.15966683,-0.85286045,0.98825114,-0.20769542,0.25867630,-0.44517572,0.00203837,-0.02030058,0.67539661,-0.35083328,0.02616133,-0.04637327,0.86993618,-1.09229751
-5.89194597,3.03333574,-2.56288486,1.10878478,-0.86485368,0.99023209,-0.21055871,0.24216619,-0.44990253,0.00194150,-0.01983135,0.66862417,-0.35458431,0.02499749,-0.04827005,0.82637644,-1.12468051
-5.88594297,2.94458428,-2.61752774,1.05580540,-0.87529005,0.98955098,-0.21321655,0.22546817,-0.45367644,0.00184233,-0.01932876,0.66006012,-0.35785537,0.02375199,-0.05004439,0.78146964,-1.15468764
-5.87993997,2.85050523,-2.66649005,1.00150876,-0.88408770,0.98624691,-0.21560156,0.20879669,-0.45642677,0.00174294,-0.01879875,0.64984311,-0.36057111,0.02244183,-0.05166231,0.73583855,-1.18183340
-5.87393697,2.75240674,-2.70886126,0.94667762,-0.89116616,0.98040685,-0.21764845,0.19235569,-0.45808974,0.00164544,-0.01824718,0.63814345,-0.36265551,0.02108484,-0.05309150,0.69008119,-1.20566502
-5.86793397,2.65162432,-2.74381587,0.89208480,-0.89645256,0.97217358,-0.21929720,0.17633560,-0.45861288,0.00155199,-0.01767985,0.62516499,-0.36403586,0.01969933,-0.05430237,0.64475913,-1.22577991
-5.86193097,2.54951155,-2.77065060,0.83848178,-0.89988913,0.96175265,-0.22049625,0.16091107,-0.45795961,0.00146469,-0.01710256,0.61114625,-0.36464708,0.01830362,-0.05526911,0.60038801,-1.24184275
-5.85592796,2.44743240,-2.78881988,0.78658895,-0.90144135,0.94941791,-0.22120566,0.14623939,-0.45611377,0.00138567,-0.01652110,0.59636085,-0.36443627,0.01691569,-0.05597062,0.55743053,-1.25360126
-5.84992496,2.34675462,-2.79796788,0.73708725,-0.90110611,0.93551495,-0.22139998,0.13245958,-0.45308368,0.00131696,-0.01594143,0.58111682,-0.36336720,0.01555282,-0.05639133,0.51629171,-1.26089990
-5.84392196,2.24884333,-2.79795488,0.69061136,-0.89891929,0.92046193,-0.22107068,0.11969215,-0.44890548,0.00126055,-0.01536966,0.56575467,-0.36142434,0.01423129,-0.05652181,0.47731675,-1.26369054
-5.83791896,2.15505421,-2.78887645,0.64774429,-0.89496213,0.90474748,-0.22022793,0.10803935,-0.44364538,0.00121833,-0.01481215,0.55064388,-0.35861630,0.01296611,-0.05635921,0.44079104,-1.26203954
-5.83191596,2.06672568,-2.77107385,0.60901308,-0.88936578,0.88892541,-0.21890174,0.09758598,-0.43740071,0.00119210,-0.01427558,0.53617809,-0.35497829,0.01177084,-0.05590745,0.40694229,-1.25613054
-5.82591296,1.98516932,-2.74513485,0.57488561,-0.88231346,0.87360612,-0.21714218,0.08840050,-0.43029941,0.00118351,-0.01376695,0.52276855,-0.35057352,0.01065743,-0.05517719,0.37594424,-1.24626283
-5.81990995,1.91165833,-2.71188427,0.54576814,-0.87404009,0.85944488,-0.21501872,0.08053641,-0.42249813,0.00119410,-0.01329351,0.51083627,-0.34549324,0.00963617,-0.05418549,0.34792185,-1.23284502
-5.81390695,1.84741363,-2.67236443,0.52200355,-0.86482898,0.84712714,-0.21261867,0.07403374,-0.41417867,0.00122522,-0.01286278,0.50080288,-0.33985544,0.00871564,-0.05295535,0.32295729,-1.21638416
-5.80790395,1.79358772,-2.62780595,0.50386990,-0.85500581,0.83735145,-0.21004469,0.06892058,-0.40554317,0.00127804,-0.01248236,0.49308045,-0.33380224,0.00790271,-0.05151489,0.30109648,-1.19747082
-5.80190095,1.75124639,-2.57959017,0.49157939,-0.84492984,0.83081039,-0.20741152,0.06521446,-0.39680788,0.00135349,-0.01215978,0.48806070,-0.32749588,0.00720265,-0.04989651,0.28235558,-1.17676061
-5.79589795,1.72134864,-2.52920463,0.48527745,-0.83498299,0.82817032,-0.20484195,0.06292361,-0.38819620,0.00145225,-0.01190231,0.48610384,-0.32111367,0.00661916,-0.04813576,0.26672733,-1.15495290
-5.78989495,1.70472554,-2.47819356,0.48504198,-0.82555710,0.83005068,-0.20246231,0.06204787,-0.37993097,0.00157468,-0.01171671,0.48752757,-0.31484197,0.00615450,-0.04627026,0.25418650,-1.13276779
-5.78389195,1.70205858,-2.42810564,0.49088276,-0.81704003,0.83700353,-0.20039761,0.06257933,-0.37222654,0.00172083,-0.01160896,0.49259659,-0.30886949,0.00580956,-0.04433850,0.24469460,-1.11092221
-5.77788894,1.71385848,-2.38044137,0.50274106,-0.80980142,0.84949431,-0.19876649,0.06450260,-0.36528105,0.00189032,-0.01158395,0.50151312,-0.30338032,0.00558402,-0.04237863,0.23820333,-1.09010630
-5.77188594,1.74044530,-2.33660224,0.52048953,-0.80417875,0.86788440,-0.19767631,0.06779471,-0.35926918,0.00208240,-0.01164525,0.51440870,-0.29854690,0.00547639,-0.04042742,0.23465680,-1.07096099
-5.76588294,1.78193077,-2.29784413,0.54393248,-0.80046433,0.89241628,-0.19721855,0.07242469,-0.35433583,0.00229581,-0.01179480,0.53133775,-0.29452336,0.00548411,-0.03851923,0.23399251,-1.05405781
-5.75987994,1.83820380,-2.26523670,0.57280672,-0.79889407,0.92320177,-0.19746469,0.07835286,-0.35059093,0.00252885,-0.01203269,0.55227302,-0.29143948,0.00560360,-0.03668516,0.23614111,-1.03988164
-5.75387694,1.90891983,-2.23963048,0.60678298,-0.79963840,0.96021389,-0.19846289,0.08552991,-0.34810566,0.00277930,-0.01235699,0.57710327,-0.28939565,0.00583031,-0.03495237,0.24102500,-1.02881704
-5.74787394,1.99349476,-2.22163287,0.64546816,-0.80279578,1.00328255,-0.20023546,0.09389577,-0.34691030,0.00304444,-0.01276357,0.60563311,-0.28845891,0.00615870,-0.03334363,0.24855613,-1.02113870
-5.74187094,2.09110399,-2.21159369,0.68840839,-0.80838914,1.05209422,-0.20277735,0.10337858,-0.34699353,0.00332106,-0.01324610,0.63758521,-0.28866041,0.00658227,-0.03187698,0.25863311,-1.01700598
-5.73586793,2.20068681,-2.20960065,0.73509296,-0.81636513,1.10619566,-0.20605581,0.11389358,-0.34830347,0.00360552,-0.01379603,0.67260458,-0.28999434,0.00709356,-0.03056571,0.27113794,-1.01646186
-5.72986493,2.32095632,-2.21548440,0.78495919,-0.82659644,1.16500143,-0.21001099,0.12534234,-0.35075012,0.00389375,-0.01440270,0.71026494,-0.29241830,0.00768411,-0.02941843,0.28593273,-1.01943586
-5.72386193,2.45041467,-2.22883262,0.83739815,-0.83888656,1.22780487,-0.21455777,0.13761213,-0.35420911,0.00418137,-0.01505352,0.75007684,-0.29585517,0.00834452,-0.02843934,0.30285659,-1.02575062
-5.71785893,2.58737355,-2.24901205,0.89176119,-0.85297703,1.29379231,-0.21958848,0.15057577,-0.35852654,0.00446374,-0.01573428,0.79149722,-0.30019631,0.00906439,-0.02762867,0.32172308,-1.03513179
-5.71185593,2.72997931,-2.27519721,0.94736724,-0.86855646,1.36205978,-0.22497662,0.16409192,-0.36352469,0.00473611,-0.01642942,0.83394015,-0.30530594,0.00983243,-0.02698317,0.34231847,-1.04722045
-5.70585293,2.87624219,-2.30640434,1.00351068,-0.88527102,1.43163183,-0.23058120,0.17800588,-0.36900813,0.00499368,-0.01712251,0.87678833,-0.31102649,0.01063651,-0.02649674,0.36440095,-1.06158746
-5.69984992,3.02406901,-2.34152878,1.05946975,-0.90273577,1.50148178,-0.23625175,0.19215098,-0.37477027,0.00523178,-0.01779664,0.91940498,-0.31718469,0.01146377,-0.02616105,0.38770105,-1.07774917
-5.69384692,3.17129849,-2.37938441,1.11451535,-0.92054637,1.57055286,-0.24183351,0.20635052,-0.38059974,0.00544596,-0.01843499,0.96114591,-0.32359801,0.01230079,-0.02596623,0.41192333,-1.09518367
-5.68784392,3.31573854,-2.41874334,1.16792010,-0.93829069,1.63777964,-0.24717292,0.22042028,-0.38628662,0.00563215,-0.01902127,1.00137125,-0.33008133,0.01313378,-0.02590144,0.43674935,-1.11334710
-5.68184092,3.45520447,-2.45837451,1.21896760,-0.95556000,1.70210916,-0.25212278,0.23417150,-0.39162820,0.00578675,-0.01954024,1.03945681,-0.33645337,0.01394882,-0.02595551,0.46184199,-1.13168952
-5.67583792,3.58755766,-2.49707991,1.26696185,-0.97195921,1.76252148,-0.25654723,0.24741435,-0.39643415,0.00590678,-0.01997821,1.07480468,-0.34254277,0.01473212,-0.02611744,0.48685094,-1.14966968
-5.66983492,3.71074363,-2.53372732,1.31123658,-0.98711613,1.81804899,-0.26032613,0.25996173,-0.40053101,0.00598991,-0.02032343,1.10685303,-0.34819348,0.01547035,-0.02637678,0.51141919,-1.16676869
-5.66383192,3.82282897,-2.56727869,1.35116467,-1.00068940,1.86779432,-0.26335870,0.27163321,-0.40376588,0.00603460,-0.02056649,1.13508496,-0.35326927,0.01615091,-0.02672405,0.53519044,-1.18250196
-5.65782891,3.92203640,-2.59681371,1.38616739,-1.01237513,1.91094659,-0.26556633,0.28225920,-0.40600934,0.00604007,-0.02070058,1.15903643,-0.35765729,0.01676226,-0.02715087,0.55781702,-1.19642953
-5.65182591,4.00677730,-2.62154792,1.41572345,-1.02191206,1.94679565,-0.26689444,0.29168493,-0.40715766,0.00600640,-0.02072171,1.17830305,-0.36127040,0.01729426,-0.02765016,0.57896813,-1.20816446
-5.64582291,4.07568118,-2.64084543,1.43937776,-1.02908543,1.97474426,-0.26731338,0.29977432,-0.40713407,0.00593444,-0.02062877,1.19254595,-0.36404846,0.01773840,-0.02821608,0.59833797,-1.21737945
-5.63981991,4.12762137,-2.65422609,1.45674970,-1.03372940,1.99431812,-0.26681820,0.30641347,-0.40588957,0.00582582,-0.02042356,1.20149667,-0.36595835,0.01808812,-0.02884403,0.61565361,-1.22381139
-5.63381691,4.16173651,-2.66136733,1.46754076,-1.03572829,2.00517350,-0.26542760,0.31151367,-0.40340281,0.00568289,-0.02011068,1.20496091,-0.36699290,0.01833894,-0.02953042,0.63068209,-1.22726420
-5.62781391,4.17744723,-2.66210099,1.47154129,-1.03501647,2.00710255,-0.26318192,0.31501381,-0.39967958,0.00550861,-0.01969729,1.20282141,-0.36716883,0.01848864,-0.03027248,0.64323655,-1.22760970
-5.62181091,4.17446748,-2.65640553,1.46863610,-1.03157723,2.00003605,-0.26014034,0.31688209,-0.39475151,0.00530646,-0.01919286,1.19503970,-0.36652378,0.01853734,-0.03106789,0.65318108,-1.22478678
-5.61580790,4.15281019,-2.64439404,1.45880869,-1.02544046,1.98404374,-0.25637758,0.31711691,-0.38867440,0.00508034,-0.01860879,1.18165673,-0.36511264,0.01848748,-0.03191451,0.66043411,-1.21879886
-5.60980490,4.11278677,-2.62629889,1.44214375,-1.01667937,1.95933189,-0.25198009,0.31574699,-0.38152596,0.00483444,-0.01795800,1.16279238,-0.36300334,0.01834378,-0.03280995,0.66497010,-1.20970972
-5.60380190,4.05500018,-2.60245345,1.41882768,-1.00540628,1.92623840,-0.24704199,0.31283055,-0.37340306,0.00457311,-0.01725443,1.13864365,-0.36027237,0.01811307,-0.03375119,0.66681956,-1.19763797
-5.59779890,3.98033160,-2.57327172,1.38914693,-0.99176755,1.88522516,-0.24166098,0.30845370,-0.36441861,0.00430076,-0.01651263,1.10948158,-0.35700020,0.01780413,-0.03473419,0.66606723,-1.18275020
-5.59179590,3.88992060,-2.53922669,1.35348402,-0.97593782,1.83686788,-0.23593445,0.30272803,-0.35469805,0.00402173,-0.01574723,1.07564673,-0.35326679,0.01742737,-0.03575357,0.66284857,-1.16525301
-5.58579290,3.78513923,-2.50082820,1.31231105,-0.95811364,1.78184346,-0.22995578,0.29578740,-0.34437553,0.00374021,-0.01497248,1.03754326,-0.34914744,0.01699456,-0.03680227,0.65734475,-1.14538431
-5.57978989,3.66756040,-2.45860114,1.26618092,-0.93850676,1.72091514,-0.22381117,0.28778423,-0.33358987,0.00346015,-0.01420185,0.99563159,-0.34470914,0.01651845,-0.03787131,0.64977621,-1.12340409
-5.57378689,3.53892155,-2.41306489,1.21571621,-0.91733722,1.65491565,-0.21757704,0.27888523,-0.32248043,0.00318520,-0.01344762,0.95041981,-0.34000759,0.01601247,-0.03894963,0.64039518,-1.09958501
-5.56778389,3.40108434,-2.36471467,1.16159615,-0.89482649,1.58472889,-0.21131812,0.26926681,-0.31118301,0.00291864,-0.01272061,0.90245380,-0.33508494,0.01549028,-0.04002402,0.62947745,-1.07420310
-5.56178089,3.25599177,-2.31400567,1.10454196,-0.87119095,1.51127042,-0.20508618,0.25911033,-0.29982589,0.00266341,-0.01202987,0.85230651,-0.32996842,0.01496548,-0.04107918,0.61731381,-1.04752914
-5.55577789,3.10562406,-2.26134038,1.04530107,-0.84663598,1.43546752,-0.19891953,0.24859742,-0.28852616,0.00242201,-0.01138256,0.80056642,-0.32466989,0.01445126,-0.04209784,0.60420139,-1.01982080
-5.54977489,2.95195480,-2.20705977,0.98463083,-0.82135086,1.35823930,-0.19284326,0.23790543,-0.27738661,0.00219660,-0.01078385,0.74782577,-0.31918621,0.01396010,-0.04306104,0.59043550,-0.99131602
-5.54377189,2.79690882,-2.15143844,0.92328223,-0.79550471,1.28047755,-0.18687005,0.22720325,-0.26649311,0.00198897,-0.01023690,0.69466866,-0.31350047,0.01350355,-0.04394855,0.57630219,-0.96222792
-5.53776888,2.64232340,-2.09468386,0.86198426,-0.76924377,1.20302898,-0.18100156,0.21664773,-0.25591274,0.00180057,-0.00974291,0.64165962,-0.30758408,0.01309204,-0.04473933,0.56207186,-0.93274125
-5.53176588,2.48991414,-2.03693967,0.80142964,-0.74268987,1.12667936,-0.17523027,0.20638064,-0.24569278,0.00163257,-0.00930127,0.58933293,-0.30139931,0.01273477,-0.04541211,0.54799422,-0.90301061
-5.52576288,2.34124656,-1.97829245,0.74226220,-0.71594041,1.05214030,-0.16954161,0.19652645,-0.23586050,0.00148591,-0.00890972,0.53818300,-0.29490251,0.01243965,-0.04594604,0.53429478,-0.87316044
-5.51975988,2.19771442,-1.91878171,0.68506658,-0.68906965,0.98003875,-0.16391630,0.18719089,-0.22642381,0.00136131,-0.00856459,0.48865628,-0.28804749,0.01221329,-0.04632139,0.52117296,-0.84328655
-5.51375688,2.06052529,-1.85841211,0.63036050,-0.66213117,0.91090993,-0.15833266,0.17846034,-0.21737280,0.00125935,-0.00826108,0.44114477,-0.28078913,0.01206110,-0.04652025,0.50880170,-0.81345910
-5.50775388,1.93069346,-1.79716728,0.57858970,-0.63516137,0.84519341,-0.15276888,0.17040203,-0.20868196,0.00118053,-0.00799350,0.39598142,-0.27308687,0.01198736,-0.04652720,0.49732879,-0.78372674
-5.50175088,1.80904013,-1.73502417,0.53012571,-0.60818384,0.78323265,-0.14720506,0.16306500,-0.20031304,0.00112523,-0.00775563,0.35343747,-0.26490796,0.01199538,-0.04632993,0.48687930,-0.75412148
-5.49574787,1.69620022,-1.67196712,0.48526631,-0.58121399,0.72527764,-0.14162496,0.15648171,-0.19221840,0.00109383,-0.00754095,0.31372173,-0.25623034,0.01208764,-0.04591981,0.47755924,-0.72466400
-5.48974487,1.59263491,-1.60800076,0.44423841,-0.55426404,0.67149034,-0.13601727,0.15067015,-0.18434460,0.00108665,-0.00734296,0.27698166,-0.24704491,0.01226598,-0.04529230,0.46945987,-0.69536903
-5.48374187,1.49864887,-1.54316085,0.40720303,-0.52734769,0.62195259,-0.13037660,0.14563636,-0.17663608,0.00110402,-0.00715542,0.24330616,-0.23735719,0.01253172,-0.04444723,0.46266237,-0.66625032
-5.47773887,1.41441064,-1.47752260,0.37426186,-0.50048435,0.57667573,-0.12470391,0.14137708,-0.16903878,0.00114622,-0.00697258,0.21272981,-0.22718822,0.01288582,-0.04338894,0.45724247,-0.63732505
-5.47173587,1.33997484,-1.41120595,0.34546501,-0.47370270,0.53561158,-0.11900654,0.13788254,-0.16150341,0.00121351,-0.00678932,0.18523820,-0.21657472,0.01332897,-0.04212630,0.45327462,-0.60861728
-5.46573287,1.27530469,-1.34437765,0.32081928,-0.44704322,0.49866387,-0.11329782,0.13513894,-0.15398832,0.00130607,-0.00660136,0.16077420,-0.20556847,0.01386161,-0.04067245,0.45083534,-0.58016036
-5.45972986,1.22029338,-1.27725005,0.30029644,-0.42055976,0.46569982,-0.10759637,0.13313077,-0.14646175,0.00142400,-0.00640527,0.13924465,-0.19423503,0.01448393,-0.03904452,0.45000542,-0.55199822
-5.45372686,1.17478307,-1.21007696,0.28384109,-0.39431989,0.43656093,-0.10192508,0.13184258,-0.13890352,0.00156725,-0.00619859,0.12052731,-0.18265182,0.01519584,-0.03726309,0.45087075,-0.52418548
-5.44772386,1.13858051,-1.14314691,0.27137754,-0.36840433,0.41107287,-0.09630996,0.13126026,-0.13130587,0.00173558,-0.00597978,0.10447762,-0.17090572,0.01599681,-0.03535165,0.45352155,-0.49678661
-5.44172086,1.11146848,-1.07677440,0.26281538,-0.34290524,0.38905375,-0.09077885,0.13137169,-0.12367377,0.00192854,-0.00574821,0.09093519,-0.15909030,0.01688571,-0.03333588,0.45805003,-0.46987418
-5.43571786,1.09321269,-1.01128978,0.25805358,-0.31792376,0.37032073,-0.08536012,0.13216669,-0.11602444,0.00214536,-0.00550408,0.07972962,-0.14730286,0.01786062,-0.03124291,0.46454649,-0.44352651
-5.42971486,1.08356401,-0.94702857,0.25698279,-0.29356696,0.35469472,-0.08008148,0.13363647,-0.10838638,0.00238497,-0.00524834,0.07068563,-0.13564133,0.01891859,-0.02910056,0.47309399,-0.41782493
-5.42371186,1.08225633,-0.88432073,0.25948606,-0.26994430,0.34200318,-0.07496889,0.13577236,-0.10079788,0.00264593,-0.00498254,0.06362728,-0.12420138,0.02005538,-0.02693658,0.48376192,-0.39285095
-5.41770885,1.08900056,-0.82348090,0.26543788,-0.24716403,0.33208117,-0.07004573,0.13856418,-0.09330522,0.00292637,-0.00470872,0.05838129,-0.11307360,0.02126523,-0.02477795,0.49659873,-0.36868358
-5.41170585,1.10347560,-0.76479977,0.27470180,-0.22532961,0.32477081,-0.06533212,0.14199818,-0.08596062,0.00322403,-0.00442929,0.05477952,-0.10234113,0.02254068,-0.02265022,0.51162439,-0.34539698
-5.40570285,1.12531735,-0.70853733,0.28712705,-0.20453646,0.31991950,-0.06084460,0.14605480,-0.07882014,0.00353619,-0.00414686,0.05266053,-0.09207762,0.02387234,-0.02057698,0.52882283,-0.32305874
-5.39969985,1.15410696,-0.65491814,0.30254436,-0.18486920,0.31737721,-0.05659599,0.15070641,-0.07194163,0.00385973,-0.00386414,0.05187039,-0.08234569,0.02524887,-0.01857942,0.54813510,-0.30172870
-5.39369685,1.18935943,-0.60412882,0.32076156,-0.16639938,0.31699336,-0.05259550,0.15591514,-0.06538282,0.00419111,-0.00358381,0.05226289,-0.07319594,0.02665690,-0.01667600,0.56945356,-0.28145860
-5.38769385,1.23051396,-0.55631760,0.34155937,-0.14918406,0.31861355,-0.04884911,0.16163106,-0.05919969,0.00452641,-0.00330843,0.05369921,-0.06466637,0.02808110,-0.01488226,0.59261761,-0.26229228
-5.38169085,1.27692701,-0.51159592,0.36468779,-0.13326497,0.32207657,-0.04536005,0.16779077,-0.05344507,0.00486143,-0.00304037,0.05604730,-0.05678234,0.02950437,-0.01321077,0.61741144,-0.24426663
-5.37568784,1.32786927,-0.47004165,0.38986365,-0.11866842,0.32721220,-0.04212941,0.17431655,-0.04816769,0.00519172,-0.00278172,0.05918103,-0.04955700,0.03090805,-0.01167113,0.64356400,-0.22741298
-5.36968484,1.38252707,-0.43170352,0.41676957,-0.10540585,0.33383978,-0.03915683,0.18111632,-0.04341142,0.00551264,-0.00253429,0.06297932,-0.04299205,0.03227234,-0.01027011,0.67075145,-0.21175873
-5.36368184,1.44000889,-0.39660649,0.44505472,-0.09347489,0.34176806,-0.03644120,0.18808420,-0.03921499,0.00581953,-0.00229953,0.06732536,-0.03707880,0.03357668,-0.00901190,0.69860220,-0.19732927
-5.35767884,1.49935705,-0.36475725,0.47433752,-0.08286087,0.35079620,-0.03398127,0.19510193,-0.03561182,0.00610776,-0.00207860,0.07210608,-0.03179953,0.03480026,-0.00789834,0.72670449,-0.18414975
-5.35167584,1.55956454,-0.33614976,0.50421046,-0.07353860,0.36071612,-0.03177620,0.20204111,-0.03263016,0.00637283,-0.00187231,0.07721180,-0.02712886,0.03592266,-0.00692924,0.75461631,-0.17224657
-5.34567284,1.61959646,-0.31077008,0.53424682,-0.06547424,0.37131599,-0.02982598,0.20876605,-0.03029333,0.00661052,-0.00168118,0.08253634,-0.02303536,0.03692435,-0.00610276,0.78187738,-0.16164859
-5.33966983,1.67841531,-0.28860032,0.56400931,-0.05862724,0.38238479,-0.02813168,0.21513734,-0.02862002,0.00681698,-0.00150546,0.08797736,-0.01948299,0.03778739,-0.00541566,0.80802275,-0.15238764
-5.33366683,1.73500908,-0.26962141,0.59306021,-0.05295211,0.39371760,-0.02669552,0.22101583,-0.02762458,0.00698883,-0.00134515,0.09343711,-0.01643261,0.03849600,-0.00486368,0.83259747,-0.14449847
-5.32766383,1.78842099,-0.25381440,0.62097265,-0.04840001,0.40512144,-0.02552078,0.22626704,-0.02731717,0.00712325,-0.00120007,0.09882345,-0.01384325,0.03903712,-0.00444179,0.85517178,-0.13801801
-5.32166083,1.83777926,-0.24116042,0.64734243,-0.04491994,0.41642109,-0.02461151,0.23076563,-0.02770385,0.00721809,-0.00106986,0.10405105,-0.01167337,0.03940092,-0.00414444,0.87535607,-0.13298388
-5.31565783,1.88232562,-0.23163912,0.67179998,-0.04245968,0.42746482,-0.02397209,0.23439991,-0.02878643,0.00727187,-0.00095405,0.10904279,-0.00988177,0.03958122,-0.00396573,0.89281496,-0.12943229
-5.30965483,1.92144094,-0.22522591,0.69402165,-0.04096633,0.43812932,-0.02360670,0.23707601,-0.03056213,0.00728388,-0.00085206,0.11373107,-0.00842848,0.03957582,-0.00389961,0.90727986,-0.12739540
-5.30365183,1.95466659,-0.22188810,0.71373990,-0.04038644,0.44832379,-0.02351862,0.23872175,-0.03302304,0.00725420,-0.00076327,0.11805911,-0.00727534,0.03938669,-0.00393988,0.91855937,-0.12689823
-5.29764882,1.98172040,-0.22158035,0.73075168,-0.04066587,0.45799267,-0.02370953,0.23928982,-0.03615548,0.00718366,-0.00068703,0.12198203,-0.00638646,0.03902006,-0.00408030,0.92654696,-0.12795536
-5.29164582,2.00250610,-0.22423963,0.74492466,-0.04174941,0.46711684,-0.02417877,0.23876019,-0.03993910,0.00707386,-0.00062266,0.12546760,-0.00572850,0.03848632,-0.00431459,0.93122560,-0.13056757
-5.28564282,2.01711573,-0.22978029,0.75620076,-0.04358012,0.47571325,-0.02492265,0.23714166,-0.04434606,0.00692709,-0.00056952,0.12849664,-0.00527077,0.03779991,-0.00463638,0.93266897,-0.13471865
-5.27963982,2.02582463,-0.23808944,0.76459693,-0.04609871,0.48383278,-0.02593380,0.23447251,-0.04934017,0.00674630,-0.00052698,0.13106299,-0.00498530,0.03697888,-0.00503919,0.93103929,-0.14037261
-5.27363682,2.02907916,-0.24902318,0.77020296,-0.04924284,0.49155647,-0.02720068,0.23082006,-0.05487616,0.00653501,-0.00049447,0.13317298,-0.00484672,0.03604458,-0.00551636,0.92658165,-0.14747146
-5.26763382,2.02747759,-0.26240400,0.77317648,-0.05294660,0.49899028,-0.02870724,0.22627927,-0.06089911,0.00629719,-0.00047144,0.13484447,-0.00483219,0.03502099,-0.00606106,0.91961530,-0.15593380
-5.26163082,2.02174505,-0.27801967,0.77373535,-0.05714020,0.50625853,-0.03043276,0.22097046,-0.06734426,0.00603719,-0.00045745,0.13610547,-0.00492121,0.03393416,-0.00666621,0.91052204,-0.16565436
