energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.54377189,1.55232458,0.07608491,1.34145221,0.00052047,0.01429827,0.05151266,0.09796826,0.00369284,0.11271013
-5.53776888,1.53959141,0.07768012,1.32522864,0.00050285,0.01409325,0.05107307,0.10040486,0.00353511,0.11632066
-5.53176588,1.52354298,0.07914229,1.30591260,0.00048270,0.01383768,0.05054278,0.10278385,0.00336049,0.11997643
-5.52576288,1.50464903,0.08046588,1.28398392,0.00046049,0.01353791,0.04993827,0.10508641,0.00317228,0.12364198
-5.51975988,1.48334617,0.08164403,1.25989773,0.00043675,0.01320068,0.04927527,0.10728831,0.00297395,0.12727388
-5.51375688,1.46002204,0.08266813,1.23406913,0.00041202,0.01283283,0.04856802,0.10936013,0.00276899,0.13082115
-5.50775388,1.43500342,0.08352759,1.20686136,0.00038685,0.01244108,0.04782872,0.11126790,0.00256082,0.13422615
-5.50175088,1.40854918,0.08420992,1.17857788,0.00036181,0.01203182,0.04706715,0.11297399,0.00235277,0.13742588
-5.49574787,1.38084802,0.08470093,1.14945868,0.00033746,0.01161092,0.04629047,0.11443838,0.00214792,0.14035362
-5.48974487,1.35202094,0.08498527,1.11968070,0.00031434,0.01118364,0.04550328,0.11562016,0.00194911,0.14294091
-5.48374187,1.32212829,0.08504710,1.08936216,0.00029295,0.01075459,0.04470782,0.11647919,0.00175890,0.14511981
-5.47773887,1.29118040,0.08487092,1.05857019,0.00027378,0.01032772,0.04390443,0.11697795,0.00157952,0.14682525
-5.47173587,1.25915138,0.08444256,1.02733125,0.00025727,0.00990635,0.04309210,0.11708336,0.00141289,0.14799754
-5.46573287,1.22599479,0.08375019,0.99564341,0.00024382,0.00949329,0.04226923,0.11676857,0.00126063,0.14858470
-5.45972986,1.19166034,0.08278530,0.96348962,0.00023376,0.00909099,0.04143442,0.11601464,0.00112407,0.14854480
-5.45372686,1.15611046,0.08154371,0.93085121,0.00022739,0.00870164,0.04058737,0.11481194,0.00100429,0.14784788
-5.44772386,1.11933580,0.08002639,0.89772060,0.00022497,0.00832741,0.03972971,0.11316135,0.00090217,0.14647768
-5.44172086,1.08136880,0.07824012,0.86411265,0.00022667,0.00797060,0.03886584,0.11107508,0.00081845,0.14443280
-5.43571786,1.04229449,0.07619805,0.83007395,0.00023264,0.00763381,0.03800371,0.10857712,0.00075375,0.14172754
-5.42971486,1.00225818,0.07391991,0.79568950,0.00024293,0.00732014,0.03715539,0.10570335,0.00070864,0.13839213
-5.42371186,0.96146960,0.07143207,0.76108677,0.00025757,0.00703334,0.03633759,0.10250125,0.00068372,0.13447247
-5.41770885,0.92020333,0.06876739,0.72643678,0.00027651,0.00677788,0.03557189,0.09902923,0.00067959,0.13002942
-5.41170585,0.87879590,0.06596474,0.69195242,0.00029963,0.00655907,0.03488488,0.09535568,0.00069695,0.12513760
-5.40570285,0.83763951,0.06306848,0.65788419,0.00032676,0.00638311,0.03430801,0.09155768,0.00073659,0.11988380
-5.39969985,0.79717304,0.06012762,0.62451380,0.00035767,0.00625708,0.03387720,0.08771953,0.00079943,0.11436504
-5.39369685,0.75787087,0.05719497,0.59214597,0.00039204,0.00618885,0.03363235,0.08393109,0.00088646,0.10868646
-5.38769385,0.72023000,0.05432612,0.56109902,0.00042950,0.00618707,0.03361649,0.08028602,0.00099880,0.10295893
-5.38169085,0.68475633,0.05157842,0.53169480,0.00046964,0.00626098,0.03387483,0.07687994,0.00113761,0.09729675
-5.37568784,0.65195056,0.04900993,0.50424845,0.00051197,0.00642022,0.03445362,0.07380859,0.00130406,0.09181521
-5.36968484,0.62229439,0.04667840,0.47905851,0.00055597,0.00667463,0.03539881,0.07116611,0.00149926,0.08662833
-5.36368184,0.59623756,0.04464024,0.45639787,0.00060107,0.00703398,0.03675466,0.06904323,0.00172421,0.08184673
-5.35767884,0.57418614,0.04294964,0.43650577,0.00064669,0.00750766,0.03856218,0.06752575,0.00197968,0.07757565
-5.35167584,0.55649243,0.04165772,0.41958135,0.00069224,0.00810436,0.04085758,0.06669302,0.00226613,0.07391327
-5.34567284,0.54344666,0.04081170,0.40577877,0.00073714,0.00883174,0.04367069,0.06661656,0.00258361,0.07094913
-5.33966983,0.53527081,0.04045427,0.39520398,0.00078083,0.00969604,0.04702346,0.06735887,0.00293167,0.06876298
-5.33366683,0.53211430,0.04062290,0.38791334,0.00082280,0.01070177,0.05092849,0.06897232,0.00330923,0.06742365
-5.32766383,0.53405184,0.04134931,0.38391384,0.00086261,0.01185135,0.05538779,0.07149821,0.00371454,0.06698829
-5.32166083,0.54108321,0.04265889,0.38316488,0.00089990,0.01314477,0.06039173,0.07496594,0.00414510,0.06750168
-5.31565783,0.55313485,0.04457024,0.38558150,0.00093440,0.01457937,0.06591823,0.07939233,0.00459759,0.06899577
-5.30965483,0.57006312,0.04709466,0.39103876,0.00096600,0.01614957,0.07193229,0.08478111,0.00506785,0.07148932
-5.30365183,0.59165909,0.05023578,0.39937711,0.00099468,0.01784676,0.07838591,0.09112254,0.00555095,0.07498768
-5.29764882,0.61765471,0.05398909,0.41040854,0.00102058,0.01965919,0.08521841,0.09839324,0.00604114,0.07948267
-5.29164582,0.64772996,0.05834166,0.42392320,0.00104400,0.02157204,0.09235711,0.10655623,0.00653201,0.08495254
-5.28564282,0.68152116,0.06327186,0.43969632,0.00106535,0.02356752,0.09971858,0.11556120,0.00701655,0.09136219
-5.27963982,0.71862989,0.06874919,0.45749519,0.00108521,0.02562513,0.10721018,0.12534510,0.00748737,0.09866336
-5.27363682,0.75863257,0.07473427,0.47708597,0.00110430,0.02772198,0.11473212,0.13583302,0.00793679,0.10679515
-5.26763382,0.80109042,0.08117904,0.49824012,0.00112343,0.02983326,0.12217978,0.14693940,0.00835713,0.11568467
-5.26163082,0.84555962,0.08802711,0.52074030,0.00114351,0.03193283,0.12944642,0.15856965,0.00874088,0.12524799
-5.25562781,0.89160147,0.09521438,0.54438559,0.00116553,0.03399380,0.13642598,0.17062212,0.00908100,0.13539137
-5.24962481,0.93879234,0.10266999,0.56899578,0.00119051,0.03598932,0.14301612,0.18299052,0.00937107,0.14601280
-5.24362181,0.98673317,0.11031746,0.59441480,0.00121948,0.03789334,0.14912120,0.19556658,0.00960561,0.15700384
-5.23761881,1.03505839,0.11807621,0.62051305,0.00125343,0.03968139,0.15465511,0.20824318,0.00978020,0.16825185
-5.23161581,1.08344391,0.12586331,0.64718861,0.00129328,0.04133142,0.15954403,0.22091767,0.00989172,0.17964246
-5.22561281,1.13161410,0.13359548,0.67436737,0.00133986,0.04282458,0.16372869,0.23349537,0.00993847,0.19106235
-5.21960980,1.17934742,0.14119126,0.70200208,0.00139385,0.04414595,0.16716640,0.24589319,0.00992024,0.20240218
-5.21360680,1.22648065,0.14857336,0.73007031,0.00145575,0.04528517,0.16983239,0.25804316,0.00983840,0.21355963
-5.20760380,1.27291146,0.15567096,0.75857146,0.00152589,0.04623701,0.17172078,0.26989577,0.00969582,0.22444245
-5.20160080,1.31859920,0.16242204,0.78752297,0.00160435,0.04700172,0.17284483,0.28142303,0.00949688,0.23497139
-5.19559780,1.36356390,0.16877544,0.81695575,0.00169099,0.04758532,0.17323664,0.29262089,0.00924731,0.24508276
-5.18959480,1.40788325,0.17469276,0.84690919,0.00178542,0.04799960,0.17294624,0.30351109,0.00895406,0.25473070
-5.18359180,1.45168781,0.18014976,0.87742573,0.00188700,0.04826205,0.17204013,0.31414214,0.00862509,0.26388883
-5.17758879,1.49515423,0.18513746,0.90854526,0.00199489,0.04839552,0.17059934,0.32458934,0.00826914,0.27255123
-5.17158579,1.53849683,0.18966254,0.94029961,0.00210797,0.04842774,0.16871702,0.33495376,0.00789549,0.28073274
-5.16558279,1.58195757,0.19374726,0.97270721,0.00222499,0.04839062,0.16649579,0.34536011,0.00751374,0.28846832
-5.15957979,1.62579475,0.19742882,1.00576810,0.00234449,0.04831948,0.16404479,0.35595342,0.00713349,0.29581167
-5.15357679,1.67027070,0.20075803,1.03945958,0.00246489,0.04825204,0.16147670,0.36689469,0.00676415,0.30283296
-5.14757379,1.71563892,0.20379760,1.07373254,0.00258453,0.04822743,0.15890476,0.37835553,0.00641471,0.30961579
-5.14157079,1.76213107,0.20661987,1.10850859,0.00270170,0.04828508,0.15643990,0.39051194,0.00609351,0.31625361
-5.13556778,1.80994435,0.20930428,1.14367828,0.00281469,0.04846361,0.15418820,0.40353748,0.00580813,0.32284546
-5.12956478,1.85922982,0.21193464,1.17910032,0.00292182,0.04879972,0.15224854,0.41759613,0.00556521,0.32949160
-5.12356178,1.91008215,0.21459634,1.21460204,0.00302151,0.04932729,0.15071087,0.43283499,0.00537041,0.33628893
-5.11755878,1.96253152,0.21737363,1.24998108,0.00311228,0.05007639,0.14965477,0.44937740,0.00522832,0.34332657
-5.11155578,2.01653790,0.22034721,1.28500830,0.00319282,0.05107267,0.14914868,0.46731656,0.00514249,0.35068186
-5.10555278,2.07198841,0.22359211,1.31943210,0.00326199,0.05233673,0.14924955,0.48671017,0.00511543,0.35841686
-5.09954977,2.12869791,0.22717613,1.35298381,0.00331886,0.05388388,0.15000307,0.50757631,0.00514870,0.36657569
-5.09354677,2.18641293,0.23115866,1.38538436,0.00336271,0.05572398,0.15144434,0.52989078,0.00524297,0.37518270
-5.08754377,2.24481916,0.23559022,1.41635187,0.00339305,0.05786157,0.15359892,0.55358620,0.00539815,0.38424169
-5.08154077,2.30355200,0.24051236,1.44561000,0.00340964,0.06029613,0.15648425,0.57855279,0.00561351,0.39373609
-5.07553777,2.36220998,0.24595807,1.47289688,0.00341243,0.06302259,0.16011115,0.60464099,0.00588780,0.40363013
-5.06953477,2.42037035,0.25195256,1.49797417,0.00340162,0.06603186,0.16448553,0.63166578,0.00621940,0.41387089
-5.06353177,2.47760615,0.25851416,1.52063594,0.00337760,0.06931153,0.16960987,0.65941241,0.00660644,0.42439098
-5.05752876,2.53350371,0.26565528,1.54071704,0.00334098,0.07284653,0.17548462,0.68764341,0.00704692,0.43511182
-5.05152576,2.58767983,0.27338324,1.55810041,0.00329253,0.07661973,0.18210923,0.71610644,0.00753879,0.44594713
-5.04552276,2.63979744,0.28170079,1.57272305,0.00323317,0.08061255,0.18948270,0.74454252,0.00808003,0.45680638
-5.03951976,2.68957888,0.29060623,1.58458032,0.00316398,0.08480529,0.19760373,0.77269439,0.00866871,0.46759808
-5.03351676,2.73681600,0.30009290,1.59372815,0.00308615,0.08917739,0.20647020,0.80031437,0.00930296,0.47823256
-5.02751376,2.78137642,0.31014819,1.60028320,0.00300096,0.09370742,0.21607818,0.82717144,0.00998099,0.48862416
-5.02151076,2.82320558,0.32075198,1.60442066,0.00290978,0.09837292,0.22642037,0.85305714,0.01070103,0.49869264
-5.01550775,2.86232446,0.33187450,1.60637001,0.00281402,0.10315004,0.23748420,0.87779017,0.01146125,0.50836376
-5.00950475,2.89882325,0.34347392,1.60640869,0.00271512,0.10801297,0.24924948,0.90121930,0.01225968,0.51756913
-5.00350175,2.93285138,0.35549376,1.60485428,0.00261455,0.11293333,0.26168613,0.92322476,0.01309408,0.52624536
-4.99749875,2.96460487,0.36786034,1.60205538,0.00251375,0.11787955,0.27475172,0.94371805,0.01396185,0.53433266
-4.99149575,2.99431182,0.38048060,1.59838189,0.00241414,0.12281619,0.28838952,0.96264042,0.01485989,0.54177316
-4.98549275,3.02221734,0.39324050,1.59421527,0.00231706,0.12770351,0.30252678,0.97996013,0.01578452,0.54850912
-4.97948974,3.04856916,0.40600430,1.58993932,0.00222382,0.13249714,0.31707385,0.99566897,0.01673137,0.55448136
-4.97348674,3.07360496,0.41861488,1.58593199,0.00213559,0.13714807,0.33192400,1.00977829,0.01769537,0.55962815
-4.96748374,3.09754257,0.43089533,1.58255892,0.00205349,0.14160302,0.34695419,1.02231488,0.01867070,0.56388464
-4.96148074,3.12057391,0.44265186,1.58016879,0.00197847,0.14580504,0.36202685,1.03331707,0.01965080,0.56718325
-4.95547774,3.14286295,0.45367798,1.57909090,0.00191138,0.14969466,0.37699263,1.04283137,0.02062846,0.56945485
-4.94947474,3.16454812,0.46375996,1.57963489,0.00185292,0.15321121,0.39169402,1.05090967,0.02159594,0.57063091
-4.94347174,3.18574868,0.47268331,1.58209245,0.00180365,0.15629464,0.40596979,1.05760734,0.02254503,0.57064648
-4.93746873,3.20657469,0.48024006,1.58674076,0.00176400,0.15888740,0.41966000,1.06298210,0.02346730,0.56944384
-4.93146573,3.22713937,0.48623647,1.59384702,0.00173424,0.16093664,0.43261128,1.06709361,0.02435428,0.56697668
-4.92546273,3.24757297,0.49050077,1.60367361,0.00171454,0.16239632,0.44468224,1.07000375,0.02519762,0.56321442
-4.91945973,3.26803645,0.49289061,1.61648297,0.00170492,0.16322929,0.45574858,1.07177713,0.02598934,0.55814641
-4.91345673,3.28873388,0.49329970,1.63254169,0.00170531,0.16340919,0.46570763,1.07248192,0.02672200,0.55178575
-4.90745373,3.30992191,0.49166343,1.65212303,0.00171553,0.16292203,0.47448215,1.07219046,0.02738892,0.54417229
-4.90145073,3.33191530,0.48796288,1.67550712,0.00173531,0.16176736,0.48202303,1.07097960,0.02798427,0.53537468
-4.89544772,3.35508753,0.48222735,1.70297877,0.00176434,0.15995896,0.48831080,1.06893055,0.02850323,0.52549121
-4.88944472,3.37986595,0.47453488,1.73482217,0.00180222,0.15752498,0.49335583,1.06612807,0.02894204,0.51464927
-4.88344172,3.40672122,0.46501100,1.77131280,0.00184853,0.15450760,0.49719722,1.06265910,0.02929804,0.50300347
-4.87743872,3.43615151,0.45382559,1.81270659,0.00190279,0.15096204,0.49990037,1.05861068,0.02956965,0.49073241
-4.87143572,3.46866199,0.44118815,1.85922671,0.00196450,0.14695521,0.50155347,1.05406753,0.02975635,0.47803428
-4.86543272,3.50474067,0.42734152,1.91104868,0.00203315,0.14256376,0.50226298,1.04910926,0.02985859,0.46512143
-4.85942971,3.54483207,0.41255453,1.96828457,0.00210819,0.13787195,0.50214854,1.04380757,0.02987769,0.45221425
-4.85342671,3.58931013,0.39711394,2.03096715,0.00218905,0.13296917,0.50133732,1.03822367,0.02981574,0.43953462
-4.84742371,3.63845205,0.38131581,2.09903500,0.00227517,0.12794738,0.49995840,1.03240618,0.02967547,0.42729927
-4.84142071,3.69241461,0.36545705,2.17231941,0.00236592,0.12289849,0.49813729,1.02638970,0.02946016,0.41571341
-4.83541771,3.75121438,0.34982708,2.25053408,0.00246069,0.11791189,0.49599090,1.02019420,0.02917352,0.40496479
-4.82941471,3.81471303,0.33470033,2.33326820,0.00255883,0.11307213,0.49362326,1.01382539,0.02881962,0.39521857
-4.82341171,3.88260852,0.32032944,2.41998360,0.00265964,0.10845682,0.49112206,1.00727598,0.02840281,0.38661316
-4.81740870,3.95443270,0.30693969,2.51001616,0.00276243,0.10413493,0.48855623,1.00052775,0.02792766,0.37925706
-4.81140570,4.02955528,0.29472443,2.60258168,0.00286645,0.10016542,0.48597457,0.99355433,0.02739897,0.37322685
-4.80540270,4.10719397,0.28384192,2.69678602,0.00297094,0.09659624,0.48340535,0.98632434,0.02682170,0.36856622
-4.79939970,4.18643008,0.27441322,2.79163930,0.00307509,0.09346368,0.48085697,0.97880473,0.02620099,0.36528613
-4.79339670,4.26622866,0.26652130,2.88607334,0.00317807,0.09079220,0.47831936,0.97096392,0.02554213,0.36336575
-4.78739370,4.34546225,0.26021118,2.97896206,0.00327904,0.08859441,0.47576620,0.96277446,0.02485060,0.36275421
-4.78139070,4.42293681,0.25549094,3.06914381,0.00337711,0.08687156,0.47315753,0.95421510,0.02413200,0.36337291
-4.77538769,4.49741904,0.25233348,3.15544495,0.00347138,0.08561409,0.47044278,0.94527187,0.02339205,0.36511834
-4.76938469,4.56766383,0.25067900,3.23670391,0.00356092,0.08480254,0.46756396,0.93593827,0.02263652,0.36786510
-4.76338169,4.63244105,0.25043784,3.31179512,0.00364480,0.08440855,0.46445883,0.92621450,0.02187121,0.37146911
-4.75737869,4.69056110,0.25149390,3.37965204,0.00372206,0.08439604,0.46106404,0.91610586,0.02110186,0.37577097
-4.75137569,4.74089874,0.25370820,3.43928892,0.00379175,0.08472247,0.45731797,0.90562042,0.02033404,0.38059930
-4.74537269,4.78241509,0.25692291,3.48982088,0.00385292,0.08534017,0.45316341,0.89476644,0.01957312,0.38577411
-4.73936968,4.81417768,0.26096543,3.53048204,0.00390463,0.08619778,0.44854990,0.88354963,0.01882408,0.39111021
-4.73336668,4.83537878,0.26565276,3.56064153,0.00394597,0.08724167,0.44343586,0.87197079,0.01809153,0.39642067
-4.72736368,4.84535212,0.27079606,3.57981721,0.00397610,0.08841740,0.43779036,0.86002402,0.01737956,0.40152030
-4.72136068,4.84358819,0.27620527,3.58768705,0.00399423,0.08967117,0.43159478,0.84769588,0.01669169,0.40622930
-4.71535768,4.82974806,0.28169386,3.58409805,0.00399966,0.09095128,0.42484417,0.83496571,0.01603087,0.41037692
-4.70935468,4.80367587,0.28708360,3.56907258,0.00399182,0.09220943,0.41754848,0.82180715,0.01539942,0.41380520
-4.70335168,4.76540953,0.29220917,3.54281194,0.00397029,0.09340212,0.40973356,0.80819099,0.01479907,0.41637273
-4.69734867,4.71518931,0.29692263,3.50569699,0.00393482,0.09449169,0.40144195,0.79408917,0.01423099,0.41795828
-4.69134567,4.65346375,0.30109749,3.45828556,0.00388540,0.09544744,0.39273346,0.77947969,0.01369586,0.41846416
-4.68534267,4.58089203,0.30463227,3.40130644,0.00382221,0.09624636,0.38368541,0.76435220,0.01319394,0.41781930
-4.67933967,4.49834229,0.30745330,3.33564972,0.00374572,0.09687369,0.37439241,0.74871381,0.01272514,0.41598167
-4.67333667,4.40688499,0.30951679,3.26235334,0.00365667,0.09732325,0.36496581,0.73259474,0.01228918,0.41294011
-4.66733367,4.30778069,0.31080979,3.18258577,0.00355607,0.09759738,0.35553247,0.71605327,0.01188558,0.40871517
-4.66133067,4.20246202,0.31135006,3.09762503,0.00344525,0.09770656,0.34623299,0.69917968,0.01151386,0.40335909
-4.65532766,4.09250954,0.31118482,3.00883425,0.00332581,0.09766883,0.33721924,0.68209877,0.01117350,0.39695463
-4.64932466,3.97962172,0.31038827,2.91763423,0.00319964,0.09750870,0.32865125,0.66497060,0.01086405,0.38961290
-4.64332166,3.86557972,0.30905795,2.82547375,0.00306886,0.09725597,0.32069349,0.64798941,0.01058513,0.38147003
