energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.88594297,7.05831165,0.00433793,4.66765518,0.14347908,0.54514063,6.15452740,4.09414619
-5.87993997,6.92056589,0.00410226,4.60672377,0.13598473,0.52216262,6.04823115,4.05315916
-5.87393697,6.75235127,0.00385261,4.52480628,0.12798902,0.49719379,5.91485173,3.99343974
-5.86793397,6.55632902,0.00359316,4.42313461,0.11962893,0.47065491,5.75649510,3.91583679
-5.86193097,6.33544829,0.00332802,4.30317580,0.11104047,0.44297047,5.57554472,3.82142098
-5.85592796,6.09288795,0.00306115,4.16660806,0.10235517,0.41455844,5.37461655,3.71146992
-5.84992496,5.83199972,0.00279622,4.01529529,0.09369689,0.38582107,5.15651415,3.58745081
-5.84392196,5.55625371,0.00253656,3.85126035,0.08517918,0.35713710,4.92418457,3.45100090
-5.83791896,5.26918718,0.00228513,3.67665728,0.07690316,0.32885545,4.68067574,3.30390555
-5.83191596,4.97435687,0.00204443,3.49374254,0.06895603,0.30129058,4.42909564,3.14807420
-5.82591296,4.67529525,0.00181651,3.30484557,0.06141015,0.27471946,4.17257355,2.98551419
-5.81990995,4.37547061,0.00160296,3.11233868,0.05432273,0.24938010,3.91422336,2.81830273
-5.81390695,4.07825080,0.00140492,2.91860658,0.04773605,0.22547152,3.65710918,2.64855745
-5.80790395,3.78687067,0.00122312,2.72601588,0.04167818,0.20315486,3.40421300,2.47840588
-5.80190095,3.50440268,0.00105790,2.53688476,0.03616400,0.18255558,3.15840463,2.30995450
-5.79589795,3.23373072,0.00090927,2.35345342,0.03119664,0.16376635,2.92241381,2.14525793
-5.78989495,2.97752680,0.00077696,2.17785558,0.02676904,0.14685047,2.69880446,1.98628897
-5.78389195,2.73823046,0.00066049,2.01209155,0.02286568,0.13184552,2.48995136,1.83491018
-5.77788894,2.51803083,0.00055921,1.85800328,0.01946429,0.11876703,2.29801898,1.69284759
-5.77188594,2.31885115,0.00047237,1.71725175,0.01653761,0.10761206,2.12494274,1.56166702
-5.76588294,2.14233566,0.00039918,1.59129699,0.01405498,0.09836240,1.97241272,1.44275357
-5.75987994,1.98983884,0.00033886,1.48138099,0.01198380,0.09098734,1.84185971,1.33729454
-5.75387694,1.86241687,0.00029070,1.38851362,0.01029086,0.08544603,1.73444376,1.24626586
-5.74787394,1.76082144,0.00025409,1.31346167,0.00894341,0.08168922,1.65104522,1.17042229
-5.74187094,1.68549571,0.00022854,1.25674102,0.00791007,0.07966055,1.59225835,1.11029117
-5.73586793,1.63657282,0.00021379,1.21861207,0.00716154,0.07929731,1.55838754,1.06616971
-5.72986493,1.61387686,0.00020973,1.19907825,0.00667112,0.08053085,1.54944645,1.03812572
-5.72386193,1.61692672,0.00021650,1.19788796,0.00641505,0.08328668,1.56516012,1.02600142
-5.71785893,1.64494315,0.00023449,1.21453969,0.00637275,0.08748437,1.60497047,1.02942040
-5.71185593,1.69685931,0.00026431,1.24829072,0.00652685,0.09303736,1.66804545,1.04779741
-5.70585293,1.77133540,0.00030683,1.29816938,0.00686324,0.09985288,1.75329221,1.08035102
-5.69984992,1.86677751,0.00036316,1.36299101,0.00737095,0.10783195,1.85937454,1.12611886
-5.69384692,1.98136125,0.00043464,1.44137773,0.00804201,0.11686968,1.98473485,1.18397552
-5.68784392,2.11306013,0.00052280,1.53178210,0.00887130,0.12685586,2.12762064,1.25265288
-5.68184092,2.25967866,0.00062936,1.63251437,0.00985627,0.13767595,2.28611544,1.33076275
-5.67583792,2.41888993,0.00075615,1.74177323,0.01099678,0.14921238,2.45817368,1.41682144
-5.66983492,2.58827696,0.00090511,1.85767940,0.01229477,0.16134626,2.64165899,1.50927612
-5.66383192,2.76537701,0.00107817,1.97831154,0.01375399,0.17395936,2.83438471,1.60653225
-5.65782891,2.94772757,0.00127724,2.10174349,0.01537969,0.18693627,3.03415575,1.70698168
-5.65182591,3.13291261,0.00150411,2.22608174,0.01717827,0.20016675,3.23880995,1.80903064
-5.64582291,3.31860748,0.00176040,2.34950213,0.01915688,0.21354793,3.44625781,1.91112693
-5.63981991,3.50262079,0.00204741,2.47028418,0.02132296,0.22698648,3.65451856,2.01178544
-5.63381691,3.68293146,0.00236614,2.58684220,0.02368382,0.24040039,3.86175137,2.10961131
-5.62781391,3.85771962,0.00271711,2.69775165,0.02624605,0.25372034,4.06628007,2.20331998
-5.62181091,4.02538979,0.00310035,2.80176993,0.02901497,0.26689059,4.26661042,2.29175359
-5.61580790,4.18458569,0.00351531,2.89785086,0.03199405,0.27986920,4.46143919,2.37389316
-5.60980490,4.33419593,0.00396083,2.98515230,0.03518426,0.29262759,4.64965469,2.44886660
-5.60380190,4.47335068,0.00443506,3.06303679,0.03858349,0.30514946,4.83032898,2.51595219
-5.59779890,4.60140966,0.00493548,3.13106558,0.04218590,0.31742899,5.00270249,2.57457802
-5.59179590,4.71794245,0.00545886,3.18898645,0.04598143,0.32946854,5.16616199,2.62431756
-5.58579290,4.82270232,0.00600130,3.23671628,0.04995527,0.34127580,5.32021345,2.66488202
-5.57978989,4.91559530,0.00655831,3.27431943,0.05408751,0.35286057,5.46445161,2.69611023
-5.57378689,4.99664617,0.00712476,3.30198329,0.05835291,0.36423139,5.59852802,2.71795663
-5.56778389,5.06596348,0.00769510,3.31999228,0.06272078,0.37539210,5.72211958,2.73047825
-5.56178089,5.12370539,0.00826334,3.32870171,0.06715505,0.38633852,5.83489943,2.73382138
-5.55577789,5.17004803,0.00882322,3.32851267,0.07161456,0.39705544,5.93651189,2.72820847
-5.54977489,5.20515813,0.00936832,3.31984929,0.07605348,0.40751413,6.02655283,2.71392596
-5.54377189,5.22917083,0.00989219,3.30313894,0.08042197,0.41767039,6.10455656,2.69131321
-5.53776888,5.24217388,0.01038846,3.27879639,0.08466701,0.42746336,6.16998991,2.66075285
-5.53176588,5.24419844,0.01085098,3.24721201,0.08873341,0.43681515,6.22225368,2.62266268
-5.52576288,5.23521681,0.01127398,3.20874431,0.09256492,0.44563139,6.26069163,2.57748895
-5.51975988,5.21514675,0.01165210,3.16371674,0.09610550,0.45380263,6.28460613,2.52570104
-5.51375688,5.18386196,0.01198057,3.11241822,0.09930065,0.46120668,6.29328013,2.46778721
-5.50775388,5.14120795,0.01225529,3.05510724,0.10209878,0.46771183,6.28600413,2.40425129
-5.50175088,5.08702225,0.01247287,2.99201858,0.10445253,0.47318081,6.26210704,2.33561011
-5.49574787,5.02115808,0.01263072,2.92337226,0.10632012,0.47747546,6.22098966,2.26239136
-5.48974487,4.94351015,0.01272710,2.84938381,0.10766649,0.48046198,6.16215924,2.18513186
-5.48374187,4.85404153,0.01276118,2.77027528,0.10846439,0.48201655,6.08526377,2.10437612
-5.47773887,4.75281038,0.01273302,2.68628625,0.10869523,0.48203115,5.99012461,2.02067508
-5.47173587,4.63999545,0.01264361,2.59768425,0.10834972,0.48041947,5.87676599,1.93458507
-5.46573287,4.51591936,0.01249488,2.50477403,0.10742831,0.47712263,5.74544030,1.84666704
-5.45972986,4.38106870,0.01228967,2.40790525,0.10594135,0.47211459,5.59664797,1.75748600
-5.45372686,4.23611019,0.01203175,2.30747821,0.10390895,0.46540700,5.43115098,1.66761080
-5.44772386,4.08190225,0.01172575,2.20394736,0.10136065,0.45705337,5.24997939,1.57761419
-5.44172086,3.91950149,0.01137718,2.09782238,0.09833481,0.44715241,5.05443023,1.48807318
-5.43571786,3.75016387,0.01099235,1.98966686,0.09487776,0.43585039,4.84605871,1.39956954
-5.42971486,3.57534023,0.01057833,1.88009440,0.09104277,0.42334245,4.62666164,1.31269054
-5.42371186,3.39666646,0.01014292,1.76976255,0.08688888,0.40987282,4.39825346,1.22802960
-5.41770885,3.21594835,0.00969453,1.65936447,0.08247955,0.39573387,4.16303548,1.14618679
-5.41170585,3.03514164,0.00924216,1.54961891,0.07788132,0.38126407,3.92335937,1.06776903
-5.40570285,2.85632759,0.00879526,1.44125861,0.07316240,0.36684476,3.68168570,0.99338973
-5.39969985,2.68168504,0.00836366,1.33501782,0.06839123,0.35289600,3.44053928,0.92366783
-5.39369685,2.51345930,0.00795749,1.23161912,0.06363522,0.33987127,3.20246237,0.85922586
-5.38769385,2.35392886,0.00758701,1.13176026,0.05895946,0.32825138,2.96996751,0.80068719
-5.38169085,2.20537065,0.00726252,1.03610141,0.05442565,0.31853745,2.74549139,0.74867201
-5.37568784,2.07002450,0.00699421,0.94525325,0.05009113,0.31124324,2.53135112,0.70379229
-5.36968484,1.95005761,0.00679204,0.85976637,0.04600812,0.30688669,2.32970431,0.66664551
-5.36368184,1.84752949,0.00666555,0.78012226,0.04222309,0.30598099,2.14251390,0.63780724
-5.35767884,1.76435819,0.00662375,0.70672617,0.03877638,0.30902515,1.97151862,0.61782262
-5.35167584,1.70228805,0.00667493,0.63990209,0.03570191,0.31649420,1.81820971,0.60719701
-5.34567284,1.66285973,0.00682653,0.57988973,0.03302713,0.32882918,1.68381415,0.60638584
-5.33966983,1.64738274,0.00708496,0.52684367,0.03077306,0.34642720,1.56928455,0.61578408
-5.33366683,1.65691121,0.00745547,0.48083455,0.02895445,0.36963150,1.47529555,0.63571573
-5.32766383,1.69222312,0.00794200,0.44185197,0.02758011,0.39872212,1.40224638,0.66642350
-5.32166083,1.75380389,0.00854708,0.40980912,0.02665328,0.43390715,1.35026930,0.70805949
-5.31565783,1.84183453,0.00927173,0.38454874,0.02617199,0.47531508,1.31924312,0.76067708
-5.30965483,1.95618527,0.01011539,0.36585012,0.02612963,0.52298847,1.30881143,0.82422473
-5.30365183,2.09641496,0.01107592,0.35343693,0.02651536,0.57687926,1.31840478,0.89854203
-5.29764882,2.26177687,0.01214957,0.34698552,0.02731466,0.63684615,1.34726609,0.98335846
-5.29164582,2.45123101,0.01333105,0.34613356,0.02850980,0.70265406,1.39447857,1.07829525
-5.28564282,2.66346318,0.01461361,0.35048857,0.03008033,0.77397605,1.45899540,1.18287022
-5.27963982,2.89691028,0.01598921,0.35963627,0.03200354,0.85039766,1.53967038,1.29650594
-5.27363682,3.14979155,0.01744863,0.37314853,0.03425484,0.93142363,1.63528848,1.41854056
-5.26763382,3.42014439,0.01898168,0.39059062,0.03680817,1.01648683,1.74459556,1.54824121
-5.26163082,3.70586374,0.02057745,0.41152774,0.03963629,1.10495900,1.86632606,1.68481907
-5.25562781,4.00474305,0.02222446,0.43553059,0.04271106,1.19616305,1.99922774,1.82744530
-5.24962481,4.31451502,0.02391093,0.46217991,0.04600364,1.28938611,2.14208236,1.97526698
-5.24362181,4.63288997,0.02562493,0.49106979,0.04948458,1.38389299,2.29372128,2.12742179
-5.23761881,4.95758984,0.02735456,0.52180994,0.05312396,1.47893926,2.45303530,2.28305054
-5.23161581,5.28637584,0.02908805,0.55402653,0.05689133,1.57378332,2.61897794,2.44130657
-5.22561281,5.61706830,0.03081384,0.58736199,0.06075570,1.66769712,2.79056190,2.60136121
-5.21960980,5.94755770,0.03252061,0.62147361,0.06468540,1.75997487,2.96684878,2.76240479
-5.21360680,6.27580651,0.03419721,0.65603126,0.06864800,1.84993965,3.14693240,2.92364317
-5.20760380,6.59984217,0.03583260,0.69071431,0.07261013,1.93694778,3.32991673,3.08428984
-5.20160080,6.91774250,0.03741574,0.72520808,0.07653741,2.02039105,3.51488972,3.24355425
-5.19559780,7.22761517,0.03893545,0.75920019,0.08039435,2.09969716,3.70089474,3.40062748
-5.18959480,7.52757387,0.04038027,0.79237707,0.08414433,2.17432878,3.88690185,3.55466638
-5.18359180,7.81571413,0.04173839,0.82442103,0.08774973,2.24378187,4.07178100,3.70477786
-5.17758879,8.09009178,0.04299751,0.85500833,0.09117215,2.30758384,4.25427962,3.85000506
-5.17158579,8.34870744,0.04414489,0.88380841,0.09437271,2.36529230,4.43300693,3.98931701
-5.16558279,8.58949972,0.04516740,0.91048469,0.09731262,2.41649495,4.60642677,4.12160340
-5.15957979,8.81034947,0.04605166,0.93469699,0.09995373,2.46081103,4.77286066,4.24567580
-5.15357679,9.00909681,0.04678426,0.95610575,0.10225937,2.49789480,4.93050212,4.36027626
-5.14757379,9.18357127,0.04735214,0.97437786,0.10419518,2.52744091,5.07744239,4.46409367
-5.14157079,9.33163483,0.04774292,0.98919400,0.10573008,2.54919174,5.21170729,4.55578791
-5.13556778,9.45123622,0.04794543,1.00025724,0.10683721,2.56294610,5.33130395,4.63402099
-5.12956478,9.54047402,0.04795014,1.00730230,0.10749488,2.56856896,5.43427555,4.69749414
-5.12356178,9.59766530,0.04774969,1.01010525,0.10768749,2.56600122,5.51876154,4.74498906
-5.11755878,9.62141574,0.04733934,1.00849285,0.10740622,2.55526875,5.58306041,4.77541138
-5.11155578,9.61068700,0.04671743,1.00235118,0.10664964,2.53648995,5.62569179,4.78783396
-5.10555278,9.56485706,0.04588565,0.99163290,0.10542405,2.50988073,5.64545450,4.78153780
-5.09954977,9.48376947,0.04484931,0.97636269,0.10374359,2.47575645,5.64147748,4.75604812
-5.09354677,9.36776809,0.04361740,0.95664049,0.10163007,2.43453013,5.61326077,4.71116370
-5.08754377,9.21771485,0.04220256,0.93264230,0.09911253,2.38670673,5.56070433,4.64697758
-5.08154077,9.03498888,0.04062086,0.90461828,0.09622657,2.33287350,5.48412303,4.56388816
-5.07553777,8.82146657,0.03889152,0.87288833,0.09301340,2.27368668,5.38424718,4.46259978
-5.06953477,8.57948351,0.03703640,0.83783512,0.08951871,2.20985510,5.26220853,4.34411280
-5.06353177,8.31178002,0.03507949,0.79989505,0.08579144,2.14212147,5.11951257,4.20970370
-5.05752876,8.02143306,0.03304627,0.75954729,0.08188238,2.07124245,4.95799878,4.06089608
-5.05152576,7.71177818,0.03096303,0.71730169,0.07784281,1.99796840,4.77979091,3.89942415
-5.04552276,7.38632552,0.02885619,0.67368579,0.07372318,1.92302411,4.58723999,3.72719042
-5.03951976,7.04867400,0.02675169,0.62923179,0.06957185,1.84709153,4.38286292,3.54621967
-5.03351676,6.70242795,0.02467433,0.58446377,0.06543403,1.77079540,4.16927962,3.35861122
-5.02751376,6.35112002,0.02264732,0.53988590,0.06135083,1.69469263,3.94915163,3.16649170
-5.02151076,5.99814341,0.02069180,0.49597194,0.05735865,1.61926578,3.72512475,2.97197003
-5.01550775,5.64669615,0.01882661,0.45315640,0.05348871,1.54492108,3.49977788,2.77709649
-5.00950475,5.29973880,0.01706807,0.41182766,0.04976688,1.47199077,3.27557974,2.58382698
-5.00350175,4.95996639,0.01542996,0.37232320,0.04621372,1.40073941,3.05485462,2.39399352
-4.99749875,4.62979439,0.01392354,0.33492683,0.04284472,1.33137374,2.83975746,2.20928149
-4.99149575,4.31135761,0.01255778,0.29986799,0.03967077,1.26405511,2.63225834,2.03121380
-4.98549275,4.00652039,0.01133952,0.26732292,0.03669873,1.19891362,2.43413563,1.86114165
-4.97948974,3.71689583,0.01027385,0.23741735,0.03393206,1.13606299,2.24697671,1.70024146
-4.97348674,3.44387137,0.00936441,0.21023061,0.03137162,1.07561511,2.07218482,1.54951710
-4.96748374,3.18863810,0.00861372,0.18580059,0.02901638,1.01769323,1.91099035,1.40980645
-4.96148074,2.95222096,0.00802356,0.16412945,0.02686411,0.96244313,1.76446473,1.28179115
-4.95547774,2.73550741,0.00759520,0.14518954,0.02491205,0.91004134,1.63353517,1.16600848
-4.94947474,2.53927217,0.00732967,0.12892938,0.02315743,0.86070016,1.51899851,1.06286421
-4.94347174,2.36419655,0.00722793,0.11527933,0.02159796,0.81466905,1.42153273,0.97264532
-4.93746873,2.21088091,0.00729092,0.10415671,0.02023208,0.77223244,1.34170482,0.89553184
-4.93146573,2.07984960,0.00751953,0.09547031,0.01905919,0.73370406,1.27997437,0.83160700
-4.92546273,1.97154844,0.00791453,0.08912402,0.01807969,0.69941824,1.23669222,0.78086519
-4.91945973,1.88633493,0.00847637,0.08501971,0.01729493,0.66971868,1.21209420,0.74321745
-4.91345673,1.82446228,0.00920488,0.08305916,0.01670705,0.64494531,1.20629037,0.71849450
-4.90745373,1.78605852,0.01009897,0.08314523,0.01631879,0.62542007,1.21925046,0.70644730
-4.90145073,1.77110236,0.01115627,0.08518234,0.01613316,0.61143230,1.25078657,0.70674572
-4.89544772,1.77939776,0.01237270,0.08907630,0.01615315,0.60322460,1.30053466,0.71897560
-4.88944472,1.81054910,0.01374210,0.09473376,0.01638141,0.60097987,1.36793625,0.74263516
-4.88344172,1.86393919,0.01525586,0.10206134,0.01681988,0.60481014,1.45222216,0.77713122
-4.87743872,1.93871173,0.01690264,0.11096471,0.01746956,0.61474787,1.55240004,0.82177627
-4.87143572,2.03376023,0.01866813,0.12134764,0.01833020,0.63073996,1.66724734,0.87578711
-4.86543272,2.14772460,0.02053490,0.13311128,0.01940010,0.65264489,1.79531113,0.93828569
-4.85942971,2.27899648,0.02248243,0.14615376,0.02067597,0.68023294,1.93491616,1.00830299
-4.85342671,2.42573386,0.02448721,0.16037015,0.02215280,0.71318961,2.08418177,1.08478610
-4.84742371,2.58588492,0.02652300,0.17565290,0.02382381,0.75112180,2.24104813,1.16660907
-4.84142071,2.75722084,0.02856126,0.19189270,0.02568043,0.79356665,2.40331176,1.25258725
-4.83541771,2.93737632,0.03057164,0.20897981,0.02771234,0.84000226,2.56866952,1.34149510
-4.82941471,3.12389657,0.03252265,0.22680583,0.02990747,0.88986002,2.73477015,1.43208694
-4.82341171,3.31428884,0.03438240,0.24526572,0.03225212,0.94253764,2.89927153,1.52311991
-4.81740870,3.50607642,0.03611942,0.26426010,0.03473101,0.99741244,3.05990198,1.61337846
-4.81140570,3.69685282,0.03770353,0.28369776,0.03732730,1.05385410,3.21452308,1.70169913
-4.80540270,3.88433386,0.03910665,0.30349814,0.04002274,1.11123642,3.36119180,1.78699481
-4.79939970,4.06640548,0.04030367,0.32359387,0.04279766,1.16894751,3.49821955,1.86827726
-4.79339670,4.24116541,0.04127323,0.34393321,0.04563109,1.22639803,3.62422576,1.94467708
-4.78739370,4.40695723,0.04199829,0.36448248,0.04850076,1.28302741,3.73818417,2.01546003
-4.78139070,4.56239564,0.04246678,0.38522827,0.05138327,1.33830784,3.83946016,2.08003941
-4.77538769,4.70638270,0.04267187,0.40617968,0.05425412,1.39174621,3.92783789,2.13798377
-4.76938469,4.83811483,0.04261225,0.42737053,0.05708795,1.44288426,4.00353678,2.18901996
-4.76338169,4.95708145,0.04229213,0.44886147,0.05985869,1.49129740,4.06721703,2.23303166
-4.75737869,5.06305610,0.04172111,0.47074229,0.06253987,1.53659258,4.11997460,2.27005368
-4.75137569,5.15608154,0.04091382,0.49313412,0.06510501,1.57840582,4.16332629,2.30026257
-4.74537269,5.23645038,0.03988950,0.51619173,0.06752800,1.61640005,4.19918585,2.32396438
-4.73936968,5.30468298,0.03867138,0.54010565,0.06978369,1.65026360,4.22983230,2.34158026
-4.73336668,5.36150400,0.03728596,0.56510414,0.07184842,1.67970991,4.25787138,2.35363077
-4.72736368,5.40781903,0.03576221,0.59145449,0.07370068,1.70447867,4.28619110,2.36071964
-4.72136068,5.44469194,0.03413079,0.61946355,0.07532177,1.72433866,4.31791211,2.36351761
-4.71535768,5.47332371,0.03242316,0.64947705,0.07669642,1.73909207,4.35633303,2.36274686
-4.70935468,5.49503220,0.03067078,0.68187717,0.07781345,1.74858021,4.40487089,2.35916614
-4.70335168,5.51123262,0.02890436,0.71707798,0.07866622,1.75269025,4.46699624,2.35355681
-4.69734867,5.52341752,0.02715312,0.75551838,0.07925308,1.75136228,4.54616244,2.34670955
-4.69134567,5.53313508,0.02544416,0.79765198,0.07957762,1.74459632,4.64572848,2.33941139
-4.68534267,5.54196426,0.02380201,0.84393390,0.07964869,1.73245840,4.76887487,2.33243264
-4.67933967,5.55148552,0.02224813,0.89480421,0.07948028,1.71508515,4.91851249,2.32651328
-4.67333667,5.56324595,0.02080067,0.95066822,0.07909116,1.69268619,5.09718477,2.32234844
-4.66733367,5.57871843,0.01947424,1.01187390,0.07850429,1.66554399,5.30696442,2.32057248
-4.66133067,5.59925462,0.01827981,1.07868722,0.07774600,1.63401071,5.54934687,2.32174187
-4.65532766,5.62603268,0.01722470,1.15126605,0.07684509,1.59850191,5.82514342,2.32631671
-4.64932466,5.66000123,0.01631269,1.22963393,0.07583167,1.55948731,6.13437838,2.33464159
-4.64332166,5.70182196,0.01554409,1.31365503,0.07473598,1.51747875,6.47619503,2.34692636
-4.63731866,5.75181383,0.01491603,1.40301178,0.07358720,1.47301592,6.84877629,2.36322784
-4.63131566,5.80990234,0.01442263,1.49718670,0.07241219,1.42665054,7.24928610,2.38343375
-4.62531266,5.87557785,0.01405536,1.59545013,0.07123446,1.37892967,7.67383770,2.40725008
-4.61930965,5.94786655,0.01380337,1.69685508,0.07007312,1.33037921,8.11749438,2.43419337
-4.61330665,6.02531775,0.01365377,1.80024060,0.06894221,1.28148830,8.57430744,2.46358910
-4.60730365,6.10601038,0.01359214,1.90424433,0.06785016,1.23269555,9.03739482,2.49457733
-4.60130065,6.18758065,0.01360280,2.00732477,0.06679952,1.18437789,9.49906162,2.52612628
-4.59529765,6.26727193,0.01366932,2.10779313,0.06578709,1.13684255,9.95096216,2.55705428
-4.58929465,6.34200639,0.01377487,2.20385408,0.06480422,1.09032261,10.38430030,2.58605983
-4.58329165,6.40847671,0.01390266,2.29365435,0.06383746,1.04497640,10.79006278,2.61175925
-4.57728864,6.46325482,0.01403638,2.37533733,0.06286943,1.00089054,11.15927782,2.63273054
-4.57128564,6.50291346,0.01416052,2.44710160,0.06187990,0.95808658,11.48328930,2.64756209
-4.56528264,6.52415515,0.01426081,2.50726098,0.06084696,0.91653060,11.75403532,2.65490386
-4.55927964,6.52394285,0.01432450,2.55430321,0.05974837,0.87614532,11.96431901,2.65351902
-4.55327664,6.49962568,0.01434070,2.58694472,0.05856284,0.83682385,12.10805922,2.64233332
-4.54727364,6.44905385,0.01430056,2.60417872,0.05727125,0.79844435,12.18050920,2.62047995
-4.54127064,6.37067657,0.01419749,2.60531428,0.05585785,0.76088480,12.17843265,2.58733752
-4.53526763,6.26361831,0.01402728,2.59000443,0.05431117,0.72403696,12.10022841,2.54255918
-4.52926463,6.12772932,0.01378808,2.55826186,0.05262481,0.68781901,11.94599747,2.48609147
-4.52326163,5.96360799,0.01348043,2.51046149,0.05079791,0.65218611,11.71754903,2.41818189
-4.51725863,5.77259422,0.01310715,2.44732969,0.04883543,0.61713855,11.41834522,2.33937483
-4.51125563,5.55673411,0.01267313,2.36992080,0.04674817,0.58272718,11.05338735,2.25049615
-4.50525263,5.31871845,0.01218515,2.27958215,0.04455244,0.54905599,10.62904945,2.15262735
-4.49924962,5.06179800,0.01165162,2.17790936,0.04226965,0.51628196,10.15286728,2.04707061
-4.49324662,4.78968049,0.01108219,2.06669403,0.03992562,0.48461232,9.63329325,1.93530670
-4.48724362,4.50641433,0.01048752,1.94786649,0.03754979,0.45429947,9.07942876,1.81894776
-4.48124062,4.21626481,0.00987885,1.82343615,0.03517429,0.42563412,8.50074627,1.69968743
-4.47523762,3.92358867,0.00926767,1.69543217,0.03283302,0.39893690,7.90681329,1.57925068
-4.46923462,3.63271234,0.00866541,1.56584689,0.03056067,0.37454896,7.30702968,1.45934544
-4.46323162,3.34781901,0.00808311,1.43658422,0.02839181,0.35282202,6.71038818,1.34161827
-4.45722861,3.07284843,0.00753114,1.30941484,0.02636002,0.33410825,6.12526644,1.22761566
-4.45122561,2.81141274,0.00701895,1.18593947,0.02449718,0.31875029,5.55925635,1.11875219
-4.44522261,2.56673015,0.00655488,1.06756104,0.02283277,0.30707171,5.01903440,1.01628654
-4.43921961,2.34157778,0.00614600,0.95546613,0.02139341,0.29936822,4.51027417,0.92130561
-4.43321661,2.13826317,0.00579803,0.85061540,0.02020245,0.29589962,4.03760006,0.83471676
-4.42721361,1.95861382,0.00551521,0.75374246,0.01927969,0.29688278,3.60457945,0.75724770
-4.42121061,1.80398280,0.00530038,0.66536030,0.01864122,0.30248562,3.21374860,0.68945322
-4.41520760,1.67526820,0.00515492,0.58577396,0.01829936,0.31282221,2.86666702,0.63172775
-4.40920460,1.57294374,0.00507884,0.51509813,0.01826265,0.32794898,2.56399390,0.58432238
-4.40320160,1.49709775,0.00507088,0.45327827,0.01853593,0.34786216,2.30558025,0.54736516
-4.39719860,1.44747758,0.00512864,0.40011393,0.01912044,0.37249652,2.09057047,0.52088303
-4.39119560,1.42353685,0.00524867,0.35528278,0.02001395,0.40172526,1.91750768,0.50482423
-4.38519260,1.42448312,0.00542669,0.31836449,0.02121094,0.43536146,1.78443794,0.49907972
-4.37918959,1.44932390,0.00565774,0.28886334,0.02270274,0.47316075,1.68900942,0.50350246
-4.37318659,1.49690932,0.00593639,0.26622894,0.02447774,0.51482551,1.62856364,0.51792364
-4.36718359,1.56597020,0.00625689,0.24987466,0.02652155,0.56001042,1.60021705,0.54216488
-4.36118059,1.65515061,0.00661342,0.23919340,0.02881719,0.60832926,1.60093210,0.57604594
-4.35517759,1.76303440,0.00700022,0.23357076,0.03134530,0.65936297,1.62757782,0.61938743
-4.34917459,1.88816545,0.00741180,0.23239571,0.03408435,0.71266854,1.67698072,0.67200850
-4.34317159,2.02906174,0.00784308,0.23506895,0.03701083,0.76778860,1.74596710,0.73371953
-4.33716858,2.18422351,0.00828953,0.24100930,0.04009954,0.82426127,1.83139839,0.80431026
-4.33116558,2.35213611,0.00874726,0.24965857,0.04332379,0.88162989,1.93020093,0.88353394
-4.32516258,2.53126805,0.00921308,0.26048510,0.04665568,0.93945216,2.03939190,0.97108835
-4.31915958,2.72006542,0.00968454,0.27298657,0.05006637,0.99730831,2.15610250,1.06659485
-4.31315658,2.91694343,0.01015988,0.28669210,0.05352638,1.05480776,2.27759951,1.16957665
-4.30715358,3.12027637,0.01063802,0.30116413,0.05700581,1.11159412,2.40130578,1.27943782
