energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.56178089,2.14965703,0.83361865,0.23358921,0.35323776,1.30066525,0.00065371,0.05601138,0.78331385,0.00000000
-5.55577789,2.12476313,0.84118539,0.23028914,0.35224525,1.28051435,0.00061865,0.05536408,0.77410494,0.00000000
-5.54977489,2.09746305,0.84936510,0.22702191,0.35172055,1.25760990,0.00059290,0.05491101,0.76451331,0.00000000
-5.54377189,2.06742333,0.85744314,0.22367473,0.35139597,1.23216707,0.00057457,0.05460055,0.75421784,0.00000000
-5.53776888,2.03439344,0.86471164,0.22014325,0.35100990,1.20445877,0.00056194,0.05437950,0.74293163,0.00000000
-5.53176588,1.99820974,0.87049119,0.21633452,0.35031482,1.17480368,0.00055348,0.05419479,0.73041073,0.00000000
-5.52576288,1.95879672,0.87415174,0.21216946,0.34908476,1.14355302,0.00054779,0.05399510,0.71646136,0.00000000
-5.51975988,1.91616582,0.87513186,0.20758500,0.34712191,1.11107686,0.00054367,0.05373247,0.70094553,0.00000000
-5.51375688,1.87041187,0.87295568,0.20253557,0.34426207,1.07775040,0.00054008,0.05336371,0.68378466,0.00000000
-5.50775388,1.82170734,0.86724670,0.19699403,0.34037886,1.04394096,0.00053614,0.05285161,0.66496134,0.00000000
-5.50175088,1.77029471,0.85773802,0.19095201,0.33538642,1.00999610,0.00053116,0.05216591,0.64451889,0.00000000
-5.49574787,1.71647716,0.84427849,0.18441961,0.32924065,0.97623329,0.00052459,0.05128402,0.62255891,0.00000000
-5.48974487,1.66060801,0.82683472,0.17742446,0.32193883,0.94293160,0.00051604,0.05019133,0.59923694,0.00000000
-5.48374187,1.60307919,0.80548880,0.17001029,0.31351787,0.91032538,0.00050525,0.04888137,0.57475623,0.00000000
-5.47773887,1.54430909,0.78043200,0.16223495,0.30405108,0.87860023,0.00049211,0.04735555,0.54936005,0.00000000
-5.47173587,1.48473022,0.75195474,0.15416803,0.29364386,0.84789125,0.00047660,0.04562267,0.52332273,0.00000000
-5.46573287,1.42477700,0.72043340,0.14588814,0.28242827,0.81828331,0.00045882,0.04369821,0.49693971,0.00000000
-5.45972986,1.36487408,0.68631461,0.13748004,0.27055704,0.78981339,0.00043896,0.04160340,0.47051719,0.00000000
-5.45372686,1.30542555,0.65009770,0.12903159,0.25819694,0.76247449,0.00041727,0.03936412,0.44436147,0.00000000
-5.44772386,1.24680525,0.61231624,0.12063079,0.24552217,0.73622102,0.00039404,0.03700973,0.41876871,0.00000000
-5.44172086,1.18934859,0.57351931,0.11236295,0.23270770,0.71097519,0.00036962,0.03457187,0.39401517,0.00000000
-5.43571786,1.13334601,0.53425339,0.10430802,0.21992309,0.68663412,0.00034437,0.03208325,0.37034853,0.00000000
-5.42971486,1.07903818,0.49504553,0.09653836,0.20732690,0.66307725,0.00031865,0.02957649,0.34798052,0.00000000
-5.42371186,1.02661317,0.45638846,0.08911685,0.19506186,0.64017378,0.00029282,0.02708306,0.32708101,0.00000000
-5.41770885,0.97620543,0.41872799,0.08209543,0.18325105,0.61778971,0.00026721,0.02463243,0.30777390,0.00000000
-5.41170585,0.92789662,0.38245318,0.07551418,0.17199508,0.59579442,0.00024215,0.02225125,0.29013489,0.00000000
-5.40570285,0.88171813,0.34788940,0.06940083,0.16137045,0.57406632,0.00021791,0.01996284,0.27419099,0.00000000
-5.39969985,0.83765516,0.31529432,0.06377083,0.15142886,0.55249764,0.00019472,0.01778675,0.25992201,0.00000000
-5.39369685,0.79565198,0.28485675,0.05862776,0.14219770,0.53099807,0.00017278,0.01573857,0.24726362,0.00000000
-5.38769385,0.75561828,0.25669803,0.05396424,0.13368139,0.50949735,0.00015223,0.01382987,0.23611206,0.00000000
-5.38169085,0.71743622,0.23087586,0.04976308,0.12586355,0.48794674,0.00013318,0.01206831,0.22632997,0.00000000
-5.37568784,0.68096781,0.20738987,0.04599875,0.11870980,0.46631951,0.00011569,0.01045787,0.21775333,0.00000000
-5.36968484,0.64606252,0.18618881,0.04263903,0.11217106,0.44461040,0.00009979,0.00899916,0.21019895,0.00000000
-5.36368184,0.61256463,0.16717859,0.03964670,0.10618712,0.42283441,0.00008547,0.00768985,0.20347229,0.00000000
-5.35767884,0.58032010,0.15023103,0.03698131,0.10069034,0.40102483,0.00007269,0.00652508,0.19737535,0.00000000
-5.35167584,0.54918290,0.13519262,0.03460088,0.09560922,0.37923089,0.00006138,0.00549796,0.19171403,0.00000000
-5.34567284,0.51902029,0.12189304,0.03246347,0.09087184,0.35751496,0.00005146,0.00460005,0.18630506,0.00000000
-5.33966983,0.48971726,0.11015316,0.03052859,0.08640891,0.33594973,0.00004284,0.00382178,0.18098189,0.00000000
-5.33366683,0.46117973,0.09979214,0.02875838,0.08215638,0.31461520,0.00003542,0.00315287,0.17559957,0.00000000
-5.32766383,0.43333665,0.09063353,0.02711858,0.07805753,0.29359579,0.00002907,0.00258276,0.17003840,0.00000000
-5.32166083,0.40614095,0.08251026,0.02557926,0.07406451,0.27297771,0.00002369,0.00210085,0.16420632,0.00000000
-5.31565783,0.37956931,0.07526841,0.02411519,0.07013930,0.25284638,0.00001917,0.00169683,0.15803996,0.00000000
-5.30965483,0.35362101,0.06876991,0.02270615,0.06625410,0.23328427,0.00001540,0.00136086,0.15150449,0.00000000
-5.30365183,0.32831577,0.06289405,0.02133682,0.06239126,0.21436895,0.00001229,0.00108372,0.14459231,0.00000000
-5.29764882,0.30369091,0.05753806,0.01999659,0.05854267,0.19617155,0.00000973,0.00085693,0.13732075,0.00000000
-5.29164582,0.27979797,0.05261688,0.01867923,0.05470889,0.17875544,0.00000765,0.00067283,0.12972897,0.00000000
-5.28564282,0.25669892,0.04806214,0.01738232,0.05089789,0.16217527,0.00000598,0.00052455,0.12187428,0.00000000
-5.27963982,0.23446222,0.04382077,0.01610673,0.04712365,0.14647627,0.00000463,0.00040606,0.11382808,0.00000000
-5.27363682,0.21315892,0.03985307,0.01485597,0.04340462,0.13169388,0.00000357,0.00031213,0.10567163,0.00000000
-5.26763382,0.19285893,0.03613069,0.01363555,0.03976220,0.11785361,0.00000273,0.00023823,0.09749188,0.00000000
-5.26163082,0.17362777,0.03263454,0.01245242,0.03621924,0.10497111,0.00000207,0.00018056,0.08937757,0.00000000
-5.25562781,0.15552366,0.02935263,0.01131438,0.03279870,0.09305257,0.00000156,0.00013589,0.08141565,0.00000000
-5.24962481,0.13859535,0.02627816,0.01022961,0.02952242,0.08209523,0.00000117,0.00010158,0.07368826,0.00000000
-5.24362181,0.12288061,0.02340776,0.00920633,0.02641016,0.07208815,0.00000087,0.00007542,0.06627035,0.00000000
-5.23761881,0.10840531,0.02074000,0.00825248,0.02347887,0.06301310,0.00000064,0.00005566,0.05922783,0.00000000
-5.23161581,0.09518337,0.01827411,0.00737554,0.02074213,0.05484572,0.00000047,0.00004085,0.05261648,0.00000000
-5.22561281,0.08321718,0.01600913,0.00658249,0.01820992,0.04755662,0.00000035,0.00002987,0.04648145,0.00000000
-5.21960980,0.07249878,0.01394316,0.00587980,0.01588854,0.04111277,0.00000026,0.00002182,0.04085731,0.00000000
-5.21360680,0.06301145,0.01207297,0.00527352,0.01378071,0.03547884,0.00000019,0.00001602,0.03576866,0.00000000
-5.20760380,0.05473170,0.01039382,0.00476947,0.01188593,0.03061856,0.00000015,0.00001195,0.03123109,0.00000000
-5.20160080,0.04763154,0.00889943,0.00437344,0.01020085,0.02649620,0.00000012,0.00000921,0.02725256,0.00000000
-5.19559780,0.04168101,0.00758208,0.00409146,0.00871980,0.02307784,0.00000011,0.00000752,0.02383487,0.00000000
-5.18959480,0.03685056,0.00643293,0.00393003,0.00743538,0.02033270,0.00000012,0.00000669,0.02097535,0.00000000
-5.18359180,0.03311359,0.00544225,0.00389643,0.00633907,0.01823427,0.00000014,0.00000659,0.01866852,0.00000000
-5.17758879,0.03044859,0.00459980,0.00399891,0.00542182,0.01676137,0.00000018,0.00000718,0.01690770,0.00000000
-5.17158579,0.02884123,0.00389521,0.00424693,0.00467465,0.01589893,0.00000025,0.00000846,0.01568647,0.00000000
-5.16558279,0.02828593,0.00331827,0.00465131,0.00408920,0.01563869,0.00000035,0.00001046,0.01499997,0.00000000
-5.15957979,0.02878718,0.00285929,0.00522433,0.00365819,0.01597963,0.00000049,0.00001330,0.01484594,0.00000000
-5.15357679,0.03036028,0.00250938,0.00597973,0.00337586,0.01692812,0.00000070,0.00001712,0.01522547,0.00000000
-5.14757379,0.03303175,0.00226062,0.00693267,0.00323831,0.01849793,0.00000098,0.00002211,0.01614349,0.00000000
-5.14157079,0.03683915,0.00210629,0.00809962,0.00324373,0.02070988,0.00000137,0.00002852,0.01760894,0.00000000
-5.13556778,0.04183040,0.00204094,0.00949809,0.00339259,0.02359134,0.00000191,0.00003666,0.01963465,0.00000000
-5.12956478,0.04806275,0.00206048,0.01114636,0.00368772,0.02717542,0.00000263,0.00004691,0.02223694,0.00000000
-5.12356178,0.05560109,0.00216219,0.01306313,0.00413427,0.03149994,0.00000360,0.00005971,0.02543492,0.00000000
-5.11755878,0.06451604,0.00234467,0.01526703,0.00473965,0.03660619,0.00000490,0.00007557,0.02924962,0.00000000
-5.11155578,0.07488150,0.00260780,0.01777611,0.00551329,0.04253750,0.00000662,0.00009511,0.03370282,0.00000000
-5.10555278,0.08677198,0.00295261,0.02060738,0.00646635,0.04933756,0.00000888,0.00011903,0.03881578,0.00000000
-5.09954977,0.10025954,0.00338118,0.02377613,0.00761136,0.05704873,0.00001182,0.00014812,0.04460778,0.00000000
-5.09354677,0.11541067,0.00389644,0.02729541,0.00896174,0.06571009,0.00001562,0.00018329,0.05109467,0.00000000
-5.08754377,0.13228292,0.00450199,0.03117542,0.01053122,0.07535553,0.00002050,0.00022557,0.05828724,0.00000000
-5.08154077,0.15092160,0.00520196,0.03542299,0.01233321,0.08601177,0.00002672,0.00027608,0.06618968,0.00000000
-5.07553777,0.17135643,0.00600075,0.04004101,0.01438012,0.09769641,0.00003456,0.00033609,0.07479815,0.00000000
-5.06953477,0.19359840,0.00690280,0.04502805,0.01668258,0.11041605,0.00004438,0.00040696,0.08409932,0.00000000
-5.06353177,0.21763688,0.00791245,0.05037792,0.01924870,0.12416460,0.00005659,0.00049020,0.09406921,0.00000000
-5.05752876,0.24343702,0.00903362,0.05607945,0.02208326,0.13892170,0.00007164,0.00058742,0.10467218,0.00000000
-5.05152576,0.27093762,0.01026965,0.06211626,0.02518696,0.15465145,0.00009003,0.00070031,0.11586018,0.00000000
-5.04552276,0.30004946,0.01162308,0.06846670,0.02855576,0.17130139,0.00011234,0.00083068,0.12757230,0.00000000
-5.03951976,0.33065434,0.01309547,0.07510391,0.03218025,0.18880189,0.00013917,0.00098041,0.13973475,0.00000000
-5.03351676,0.36260464,0.01468717,0.08199594,0.03604522,0.20706585,0.00017117,0.00115141,0.15226105,0.00000000
-5.02751376,0.39572362,0.01639725,0.08910601,0.04012936,0.22598887,0.00020902,0.00134563,0.16505278,0.00000000
-5.02151076,0.42980652,0.01822329,0.09639285,0.04440515,0.24544980,0.00025339,0.00156503,0.17800063,0.00000000
-5.01550775,0.46462230,0.02016134,0.10381114,0.04883902,0.26531180,0.00030499,0.00181150,0.19098588,0.00000000
-5.00950475,0.49991613,0.02220588,0.11131199,0.05339171,0.28542375,0.00036445,0.00208689,0.20388224,0.00000000
-5.00350175,0.53541254,0.02434977,0.11884355,0.05801890,0.30562211,0.00043239,0.00239292,0.21655809,0.00000000
-4.99749875,0.57081924,0.02658430,0.12635153,0.06267210,0.32573315,0.00050930,0.00273121,0.22887896,0.00000000
-4.99149575,0.60583138,0.02889929,0.13377990,0.06729978,0.34557546,0.00059558,0.00310319,0.24071029,0.00000000
-4.98549275,0.64013635,0.03128322,0.14107147,0.07184865,0.36496280,0.00069148,0.00351010,0.25192033,0.00000000
-4.97948974,0.67341886,0.03372344,0.14816857,0.07626524,0.38370706,0.00079705,0.00395299,0.26238319,0.00000000
-4.97348674,0.70536629,0.03620642,0.15501367,0.08049746,0.40162144,0.00091215,0.00443274,0.27198184,0.00000000
-4.96748374,0.73567409,0.03871805,0.16155003,0.08449637,0.41852362,0.00103637,0.00495002,0.28061100,0.00000000
-4.96148074,0.76405136,0.04124402,0.16772232,0.08821783,0.43423899,0.00116905,0.00550537,0.28817997,0.00000000
-4.95547774,0.79022615,0.04377030,0.17347728,0.09162421,0.44860380,0.00130925,0.00609925,0.29461507,0.00000000
-4.94947474,0.81395082,0.04628354,0.17876433,0.09468592,0.46146823,0.00145573,0.00673211,0.29986183,0.00000000
-4.94347174,0.83500705,0.04877170,0.18353624,0.09738274,0.47269931,0.00160698,0.00740445,0.30388674,0.00000000
-4.93746873,0.85321064,0.05122455,0.18774983,0.09970497,0.48218371,0.00176120,0.00811698,0.30667859,0.00000000
-4.93146573,0.86841596,0.05363436,0.19136666,0.10165426,0.48983034,0.00191637,0.00887071,0.30824932,0.00000000
-4.92546273,0.88052014,0.05599646,0.19435375,0.10324412,0.49557276,0.00207023,0.00966707,0.30863433,0.00000000
-4.91945973,0.88946675,0.05830990,0.19668438,0.10450005,0.49937145,0.00222039,0.01050802,0.30789236,0.00000000
-4.91345673,0.89524913,0.06057804,0.19833880,0.10545942,0.50121581,0.00236435,0.01139617,0.30610486,0.00000000
-4.90745373,0.89791322,0.06280910,0.19930502,0.10617081,0.50112603,0.00249956,0.01233487,0.30337490,0.00000000
-4.90145073,0.89755980,0.06501665,0.19957951,0.10669316,0.49915468,0.00262354,0.01332821,0.29982565,0.00000000
-4.89544772,0.89434610,0.06721995,0.19916783,0.10709452,0.49538800,0.00273390,0.01438106,0.29559855,0.00000000
-4.88944472,0.88848664,0.06944419,0.19808512,0.10745048,0.48994692,0.00282845,0.01549898,0.29085106,0.00000000
-4.88344172,0.88025321,0.07172060,0.19635652,0.10784244,0.48298766,0.00290528,0.01668811,0.28575422,0.00000000
-4.87743872,0.86997382,0.07408629,0.19401724,0.10835559,0.47470177,0.00296279,0.01795500,0.28048996,0.00000000
-4.87143572,0.85803050,0.07658395,0.19111254,0.10907679,0.46531568,0.00299976,0.01930633,0.27524820,0.00000000
-4.86543272,0.84485585,0.07926136,0.18769735,0.11009241,0.45508943,0.00301542,0.02074860,0.27022385,0.00000000
-4.85942971,0.83092819,0.08217064,0.18383561,0.11148612,0.44431470,0.00300943,0.02228779,0.26561374,0.00000000
-4.85342671,0.81676534,0.08536730,0.17959938,0.11333672,0.43331181,0.00298194,0.02392892,0.26161347,0.00000000
-4.84742371,0.80291690,0.08890916,0.17506761,0.11571615,0.42242582,0.00293355,0.02567565,0.25841424,0.00000000
-4.84142071,0.78995508,0.09285506,0.17032469,0.11868766,0.41202151,0.00286530,0.02752989,0.25619972,0.00000000
-4.83541771,0.77846425,0.09726351,0.16545881,0.12230425,0.40247727,0.00277864,0.02949136,0.25514298,0.00000000
-4.82941471,0.76902930,0.10219119,0.16056015,0.12660737,0.39417798,0.00267538,0.03155731,0.25540354,0.00000000
-4.82341171,0.76222302,0.10769158,0.15571901,0.13162605,0.38750684,0.00255759,0.03372229,0.25712446,0.00000000
-4.81740870,0.75859281,0.11381344,0.15102401,0.13737626,0.38283632,0.00242761,0.03597794,0.26042974,0.00000000
-4.81140570,0.75864703,0.12059957,0.14656023,0.14386081,0.38051848,0.00228790,0.03831306,0.26542180,0.00000000
-4.80540270,0.76284140,0.12808561,0.14240767,0.15106955,0.38087474,0.00214098,0.04071367,0.27217929,0.00000000
-4.79939970,0.77156581,0.13629904,0.13863982,0.15897991,0.38418552,0.00198940,0.04316330,0.28075515,0.00000000
-4.79339670,0.78513198,0.14525848,0.13532258,0.16755787,0.39068003,0.00183561,0.04564338,0.29117501,0.00000000
-4.78739370,0.80376243,0.15497323,0.13251337,0.17675908,0.40052655,0.00168193,0.04813375,0.30343595,0.00000000
-4.78139070,0.82758105,0.16544300,0.13026072,0.18653026,0.41382369,0.00153049,0.05061329,0.31750566,0.00000000
-4.77538769,0.85660589,0.17665813,0.12860400,0.19681077,0.43059290,0.00138319,0.05306064,0.33332199,0.00000000
-4.76938469,0.89074422,0.18859989,0.12757355,0.20753410,0.45077273,0.00124165,0.05545491,0.35079300,0.00000000
-4.76338169,0.92979035,0.20124114,0.12719098,0.21862946,0.47421523,0.00110723,0.05777643,0.36979747,0.00000000
-4.75737869,0.97342636,0.21454721,0.12746963,0.23002322,0.50068464,0.00098098,0.06000751,0.39018586,0.00000000
-4.75137569,1.02122587,0.22847698,0.12841523,0.24164012,0.52985888,0.00086365,0.06213303,0.41178184,0.00000000
-4.74537269,1.07266078,0.24298398,0.13002645,0.25340434,0.56133372,0.00075576,0.06414099,0.43438429,0.00000000
-4.73936968,1.12711112,0.25801769,0.13229557,0.26524024,0.59462996,0.00065751,0.06602294,0.45776983,0.00000000
-4.73336668,1.18387767,0.27352477,0.13520893,0.27707291,0.62920333,0.00056893,0.06777423,0.48169584,0.00000000
-4.72736368,1.24219708,0.28945020,0.13874737,0.28882844,0.66445707,0.00048981,0.06939407,0.50590397,0.00000000
-4.72136068,1.30125920,0.30573836,0.14288642,0.30043398,0.69975676,0.00041979,0.07088554,0.53012413,0.00000000
-4.71535768,1.36022611,0.32233384,0.14759638,0.31181770,0.73444709,0.00035837,0.07225528,0.55407888,0.00000000
-4.70935468,1.41825222,0.33918214,0.15284225,0.32290870,0.76786990,0.00030497,0.07351321,0.57748818,0.00000000
-4.70335168,1.47450504,0.35623000,0.15858355,0.33363695,0.79938290,0.00025891,0.07467206,0.60007446,0.00000000
-4.69734867,1.52818577,0.37342556,0.16477406,0.34393343,0.82837843,0.00021951,0.07574689,0.62156792,0.00000000
-4.69134567,1.57854928,0.39071829,0.17136165,0.35373047,0.85430147,0.00018605,0.07675451,0.64171197,0.00000000
-4.68534267,1.62492277,0.40805870,0.17828814,0.36296245,0.87666623,0.00015783,0.07771298,0.66026872,0.00000000
-4.67933967,1.66672257,0.42539800,0.18548935,0.37156696,0.89507075,0.00013416,0.07864120,0.67702438,0.00000000
-4.67333667,1.70346875,0.44268766,0.19289546,0.37948637,0.90920880,0.00011442,0.07955848,0.69179456,0.00000000
-4.66733367,1.73479698,0.45987920,0.20043163,0.38666982,0.91887876,0.00009801,0.08048436,0.70442924,0.00000000
-4.66133067,1.76046758,0.47692404,0.20801902,0.39307575,0.92398913,0.00008440,0.08143850,0.71481730,0.00000000
-4.65532766,1.78037144,0.49377387,0.21557625,0.39867466,0.92456050,0.00007312,0.08244074,0.72289060,0.00000000
-4.64932466,1.79453296,0.51038126,0.22302118,0.40345218,0.92072410,0.00006375,0.08351131,0.72862736,0.00000000
-4.64332166,1.80310993,0.52670098,0.23027318,0.40741223,0.91271685,0.00005594,0.08467118,0.73205472,0.00000000
