energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.86793397,0.41720633,0.00503249,0.00068854,0.10651874,0.00463503,0.25113401,0.09810794,0.01797443
-5.86193097,0.45336951,0.00547199,0.00084189,0.11440497,0.00507830,0.27266179,0.10591218,0.01976673
-5.85592796,0.49126530,0.00592831,0.00102413,0.12252892,0.00555811,0.29518550,0.11393025,0.02169588
-5.84992496,0.53101059,0.00640042,0.00123918,0.13092555,0.00607927,0.31877386,0.12215856,0.02377557
-5.84392196,0.57275736,0.00688714,0.00149116,0.13964430,0.00664723,0.34351772,0.13059948,0.02602134
-5.83791896,0.61669037,0.00738710,0.00178429,0.14874870,0.00726792,0.36952884,0.13926120,0.02845027
-5.83191596,0.66302179,0.00789867,0.00212275,0.15831501,0.00794758,0.39693679,0.14815708,0.03108057
-5.82591296,0.71198256,0.00841992,0.00251064,0.16842985,0.00869255,0.42588382,0.15730449,0.03393096
-5.81990995,0.76381063,0.00894852,0.00295179,0.17918675,0.00950902,0.45651785,0.16672295,0.03701991
-5.81390695,0.81873608,0.00948174,0.00344960,0.19068182,0.01040264,0.48898353,0.17643196,0.04036464
-5.80790395,0.87696370,0.01001632,0.00400690,0.20300850,0.01137821,0.52341167,0.18644818,0.04398011
-5.80190095,0.93865350,0.01054849,0.00462575,0.21625165,0.01243929,0.55990743,0.19678250,0.04787774
-5.79589795,1.00390018,0.01107390,0.00530729,0.23048124,0.01358775,0.59853778,0.20743679,0.05206422
-5.78989495,1.07271235,0.01158765,0.00605154,0.24574584,0.01482344,0.63931879,0.21840077,0.05654022
-5.78389195,1.14499270,0.01208427,0.00685725,0.26206638,0.01614381,0.68220339,0.22964901,0.06129922
-5.77788894,1.22052035,0.01255788,0.00772180,0.27943028,0.01754362,0.72707044,0.24113836,0.06632640
-5.77188594,1.29893646,0.01300215,0.00864100,0.29778666,0.01901467,0.77371574,0.25280598,0.07159780
-5.76588294,1.37973425,0.01341053,0.00960913,0.31704260,0.02054570,0.82184559,0.26456813,0.07707971
-5.75987994,1.46225449,0.01377637,0.01061885,0.33706094,0.02212238,0.87107374,0.27631976,0.08272837
-5.75387694,1.54568707,0.01409309,0.01166122,0.35765988,0.02372736,0.92092194,0.28793528,0.08849006
-5.74787394,1.62907922,0.01435437,0.01272584,0.37861441,0.02534055,0.97082452,0.29927021,0.09430157
-5.74187094,1.71135063,0.01455440,0.01380095,0.39965971,0.02693942,1.02013722,0.31016395,0.10009113
-5.73586793,1.79131518,0.01468803,0.01487363,0.42049655,0.02849954,1.06814995,0.32044355,0.10577971
-5.72986493,1.86770883,0.01475103,0.01593008,0.44079845,0.02999517,1.11410348,0.32992826,0.11128277
-5.72386193,1.93922282,0.01474020,0.01695590,0.46022047,0.03139990,1.15720922,0.33843489,0.11651224
-5.71785893,2.00454097,0.01465357,0.01793645,0.47840924,0.03268748,1.19667172,0.34578360,0.12137893
-5.71185593,2.06237958,0.01449051,0.01885723,0.49501391,0.03383256,1.23171274,0.35180389,0.12579499
-5.70585293,2.11152846,0.01425175,0.01970426,0.50969746,0.03481153,1.26159607,0.35634064,0.12967658
-5.69984992,2.15089115,0.01393946,0.02046448,0.52214803,0.03560328,1.28565204,0.35925981,0.13294645
-5.69384692,2.17952265,0.01355719,0.02112613,0.53208959,0.03618993,1.30330049,0.36045360,0.13553645
-5.68784392,2.19666299,0.01310980,0.02167908,0.53929165,0.03655742,1.31407138,0.35984477,0.13738975
-5.68184092,2.20176501,0.01260332,0.02211518,0.54357737,0.03669601,1.31762192,0.35739001,0.13846283
-5.67583792,2.19451520,0.01204481,0.02242846,0.54482991,0.03660065,1.31374957,0.35308206,0.13872698
-5.66983492,2.17484649,0.01144216,0.02261534,0.54299658,0.03627115,1.30240023,0.34695064,0.13816930
-5.66383192,2.14294255,0.01080387,0.02267471,0.53809063,0.03571219,1.28367121,0.33906201,0.13679324
-5.65782891,2.09923332,0.01013879,0.02260797,0.53019067,0.03493318,1.25780902,0.32951728,0.13461854
-5.65182591,2.04438204,0.00945592,0.02241891,0.51943771,0.03394793,1.22520192,0.31844948,0.13168063
-5.64582291,1.97926440,0.00876415,0.02211363,0.50603004,0.03277419,1.18636770,0.30601956,0.12802950
-5.63981991,1.90494079,0.00807204,0.02170026,0.49021606,0.03143308,1.14193722,0.29241154,0.12372810
-5.63381691,1.82262298,0.00738765,0.02118868,0.47228567,0.02994839,1.09263455,0.27782692,0.11885038
-5.62781391,1.73363660,0.00671834,0.02059021,0.45256033,0.02834583,1.03925447,0.26247877,0.11347894
-5.62181091,1.63938129,0.00607063,0.01991717,0.43138252,0.02665226,0.98263850,0.24658556,0.10770258
-5.61580790,1.54128999,0.00545016,0.01918252,0.40910485,0.02489489,0.92365037,0.23036513,0.10161364
-5.60980490,1.44078918,0.00486155,0.01839946,0.38607948,0.02310058,0.86315190,0.21402900,0.09530544
-5.60380190,1.33926154,0.00430843,0.01758101,0.36264810,0.02129507,0.80198040,0.19777716,0.08886978
-5.59779890,1.23801241,0.00379341,0.01673968,0.33913302,0.01950245,0.74092815,0.18179363,0.08239461
-5.59179590,1.13824104,0.00331817,0.01588712,0.31582956,0.01774463,0.68072493,0.16624282,0.07596206
-5.58579290,1.04101760,0.00288348,0.01503391,0.29299997,0.01604090,0.62202372,0.15126681,0.06964675
-5.57978989,0.94726624,0.00248929,0.01418929,0.27086917,0.01440773,0.56539028,0.13698363,0.06351445
-5.57378689,0.85775449,0.00213484,0.01336113,0.24962208,0.01285858,0.51129641,0.12348644,0.05762125
-5.56778389,0.77308881,0.00181878,0.01255575,0.22940280,0.01140385,0.46011689,0.11084364,0.05201296
-5.56178089,0.69371591,0.00153927,0.01177804,0.21031526,0.01005095,0.41213006,0.09909975,0.04672509
-5.55577789,0.61992923,0.00129407,0.01103142,0.19242534,0.00880447,0.36752133,0.08827706,0.04178300
-5.54977489,0.55187970,0.00108072,0.01031803,0.17576411,0.00766637,0.32638952,0.07837769,0.03720246
-5.54377189,0.48959001,0.00089653,0.00963885,0.16033200,0.00663631,0.28875515,0.06938623,0.03299044
-5.53776888,0.43297127,0.00073878,0.00899387,0.14610355,0.00571191,0.25457040,0.06127254,0.02914609
-5.53176588,0.38184124,0.00060473,0.00838233,0.13303251,0.00488916,0.22372993,0.05399465,0.02566182
-5.52576288,0.33594312,0.00049169,0.00780288,0.12105696,0.00416269,0.19608213,0.04750173,0.02252448
-5.51975988,0.29496410,0.00039711,0.00725380,0.11010431,0.00352619,0.17144032,0.04173690,0.01971659
-5.51375688,0.25855296,0.00031859,0.00673318,0.10009586,0.00297266,0.14959338,0.03663976,0.01721743
-5.50775388,0.22633625,0.00025388,0.00623909,0.09095092,0.00249473,0.13031557,0.03214875,0.01500416
-5.50175088,0.19793249,0.00020098,0.00576967,0.08259020,0.00208490,0.11337520,0.02820312,0.01305281
-5.49574787,0.17296424,0.00015806,0.00532327,0.07493859,0.00173575,0.09854210,0.02474452,0.01133909
-5.48974487,0.15106791,0.00012350,0.00489850,0.06792720,0.00144014,0.08559365,0.02171829,0.00983912
-5.48374187,0.13190128,0.00009589,0.00449426,0.06149475,0.00119129,0.07431958,0.01907438,0.00853003
-5.47773887,0.11514893,0.00007402,0.00410973,0.05558834,0.00098294,0.06452540,0.01676801,0.00739032
-5.47173587,0.10052568,0.00005684,0.00374442,0.05016371,0.00080933,0.05603474,0.01475997,0.00640024
-5.46573287,0.08777835,0.00004347,0.00339802,0.04518505,0.00066532,0.04869057,0.01301677,0.00554191
-5.45972986,0.07668615,0.00003318,0.00307047,0.04062450,0.00054633,0.04235569,0.01151059,0.00479946
-5.45372686,0.06705999,0.00002536,0.00276182,0.03646143,0.00044836,0.03691246,0.01021909,0.00415900
-5.44772386,0.05874091,0.00001951,0.00247218,0.03268164,0.00036793,0.03226206,0.00912516,0.00360857
-5.44172086,0.05159809,0.00001526,0.00220172,0.02927646,0.00030210,0.02832337,0.00821656,0.00313807
-5.43571786,0.04552643,0.00001227,0.00195053,0.02624194,0.00024837,0.02503167,0.00748558,0.00273907
-5.42971486,0.04044414,0.00001032,0.00171866,0.02357810,0.00020466,0.02233726,0.00692872,0.00240475
-5.42371186,0.03629027,0.00000921,0.00150605,0.02128835,0.00016924,0.02020395,0.00654633,0.00212965
-5.41770885,0.03302238,0.00000883,0.00131252,0.01937895,0.00014073,0.01860779,0.00634226,0.00190962
-5.41170585,0.03061447,0.00000908,0.00113774,0.01785870,0.00011798,0.01753563,0.00632360,0.00174160
-5.40570285,0.02905501,0.00000990,0.00098131,0.01673869,0.00010014,0.01698404,0.00650036,0.00162353
-5.39969985,0.02834524,0.00001126,0.00084270,0.01603218,0.00008652,0.01695805,0.00688517,0.00155424
-5.39369685,0.02849765,0.00001316,0.00072133,0.01575454,0.00007662,0.01747019,0.00749294,0.00153332
-5.38769385,0.02953454,0.00001561,0.00061662,0.01592319,0.00007013,0.01853944,0.00834054,0.00156106
-5.38169085,0.03148671,0.00001864,0.00052798,0.01655762,0.00006685,0.02019023,0.00944642,0.00163833
-5.37568784,0.03439226,0.00002228,0.00045491,0.01767931,0.00006674,0.02245154,0.01083011,0.00176654
-5.36968484,0.03829532,0.00002658,0.00039707,0.01931171,0.00006989,0.02535585,0.01251183,0.00194756
-5.36368184,0.04324493,0.00003160,0.00035428,0.02148010,0.00007654,0.02893823,0.01451187,0.00218367
-5.35767884,0.04929386,0.00003739,0.00032666,0.02421148,0.00008706,0.03323541,0.01685009,0.00247752
-5.35167584,0.05649761,0.00004403,0.00031463,0.02753433,0.00010199,0.03828478,0.01954528,0.00283205
-5.34567284,0.06491343,0.00005159,0.00031901,0.03147851,0.00012204,0.04412369,0.02261462,0.00325054
-5.33966983,0.07459960,0.00006014,0.00034106,0.03607504,0.00014811,0.05078865,0.02607312,0.00373652
-5.33366683,0.08561494,0.00006975,0.00038255,0.04135599,0.00018133,0.05831487,0.02993314,0.00429384
-5.32766383,0.09801864,0.00008053,0.00044584,0.04735445,0.00022307,0.06673599,0.03420405,0.00492668
-5.32166083,0.11187051,0.00009257,0.00053388,0.05410450,0.00027498,0.07608407,0.03889194,0.00563961
-5.31565783,0.12723156,0.00010597,0.00065027,0.06164140,0.00033898,0.08638995,0.04399960,0.00643764
-5.30965483,0.14416512,0.00012089,0.00079932,0.07000175,0.00041733,0.09768391,0.04952662,0.00732640
-5.30365183,0.16273830,0.00013746,0.00098600,0.07922382,0.00051264,0.10999667,0.05546966,0.00831219
-5.29764882,0.18302379,0.00015589,0.00121601,0.08934788,0.00062786,0.12336071,0.06182300,0.00940217
-5.29164582,0.20510181,0.00017640,0.00149568,0.10041643,0.00076629,0.13781176,0.06857916,0.01060448
-5.28564282,0.22906219,0.00019926,0.00183196,0.11247450,0.00093162,0.15339043,0.07572969,0.01192841
-5.27963982,0.25500617,0.00022483,0.00223231,0.12556955,0.00112782,0.17014377,0.08326607,0.01338450
-5.27363682,0.28304779,0.00025350,0.00270461,0.13975129,0.00135922,0.18812668,0.09118057,0.01498462
-5.26763382,0.31331450,0.00028575,0.00325697,0.15507093,0.00163033,0.20740291,0.09946709,0.01674205
-5.26163082,0.34594690,0.00032215,0.00389757,0.17158008,0.00194587,0.22804544,0.10812186,0.01867134
-5.25562781,0.38109705,0.00036337,0.00463441,0.18932906,0.00231061,0.25013616,0.11714386,0.02078824
-5.24962481,0.41892543,0.00041016,0.00547505,0.20836457,0.00272925,0.27376457,0.12653507,0.02310944
-5.24362181,0.45959617,0.00046340,0.00642635,0.22872684,0.00320634,0.29902545,0.13630024,0.02565217
-5.23761881,0.50327066,0.00052407,0.00749412,0.25044614,0.00374605,0.32601542,0.14644632,0.02843371
-5.23161581,0.55009949,0.00059324,0.00868280,0.27353886,0.00435204,0.35482834,0.15698151,0.03147081
-5.22561281,0.60021287,0.00067212,0.00999514,0.29800324,0.00502728,0.38554973,0.16791388,0.03477889
-5.21960980,0.65370999,0.00076199,0.01143189,0.32381495,0.00577387,0.41825024,0.17924967,0.03837127
-5.21360680,0.71064754,0.00086426,0.01299150,0.35092281,0.00659285,0.45297864,0.19099131,0.04225825
-5.20760380,0.77102813,0.00098042,0.01466985,0.37924486,0.00748406,0.48975434,0.20313531,0.04644615
-5.20160080,0.83478915,0.00111203,0.01646008,0.40866512,0.00844603,0.52856025,0.21567011,0.05093646
-5.19559780,0.90179288,0.00126076,0.01835247,0.43903131,0.00947587,0.56933602,0.22857408,0.05572493
-5.18959480,0.97181841,0.00142833,0.02033436,0.47015383,0.01056921,0.61197242,0.24181382,0.06080088
-5.18359180,1.04455630,0.00161653,0.02239028,0.50180629,0.01172024,0.65630724,0.25534293,0.06614660
-5.17758879,1.11960651,0.00182725,0.02450204,0.53372763,0.01292176,0.70212311,0.26910129,0.07173707
-5.17158579,1.19648008,0.00206245,0.02664904,0.56562614,0.01416531,0.74914759,0.28301517,0.07753981
-5.16558279,1.27460500,0.00232415,0.02880865,0.59718520,0.01544137,0.79705591,0.29699804,0.08351517
-5.15957979,1.35333637,0.00261451,0.03095665,0.62807077,0.01673962,0.84547626,0.31095226,0.08961688
-5.15357679,1.43197073,0.00293580,0.03306785,0.65794041,0.01804921,0.89399789,0.32477153,0.09579289
-5.14757379,1.50976422,0.00329039,0.03511666,0.68645348,0.01935915,0.94218159,0.33834412,0.10198660
-5.14157079,1.58595400,0.00368085,0.03707785,0.71328218,0.02065865,0.98957237,0.35155667,0.10813835
-5.13556778,1.65978194,0.00410990,0.03892721,0.73812294,0.02193753,1.03571368,0.36429844,0.11418708
-5.12956478,1.73051977,0.00458043,0.04064228,0.76070763,0.02318656,1.08016275,0.37646574,0.12007226
-5.12356178,1.79749419,0.00509552,0.04220305,0.78081401,0.02439778,1.12250603,0.38796641,0.12573582
-5.11755878,1.86011085,0.00565841,0.04359253,0.79827496,0.02556484,1.16237417,0.39872383,0.13112410
-5.11155578,1.91787584,0.00627249,0.04479734,0.81298582,0.02668317,1.19945553,0.40868056,0.13618968
-5.10555278,1.97041330,0.00694123,0.04580807,0.82490959,0.02775010,1.23350752,0.41780105,0.14089301
-5.09954977,2.01747829,0.00766812,0.04661960,0.83407951,0.02876489,1.26436494,0.42607329,0.14520374
-5.09354677,2.05896373,0.00845659,0.04723120,0.84059876,0.02972866,1.29194488,0.43350943,0.14910163
-5.08754377,2.09490114,0.00930985,0.04764651,0.84463737,0.03064415,1.31624767,0.44014494,0.15257707
-5.08154077,2.12545464,0.01023083,0.04787333,0.84642615,0.03151546,1.33735370,0.44603658,0.15563107
-5.07553777,2.15090851,0.01122191,0.04792331,0.84624812,0.03234765,1.35541618,0.45125909,0.15827477
-5.06953477,2.17164878,0.01228486,0.04781144,0.84442748,0.03314630,1.37065013,0.45590073,0.16052846
-5.06353177,2.18813963,0.01342057,0.04755542,0.84131686,0.03391697,1.38331810,0.46005797,0.16242014
-5.05752876,2.20089600,0.01462889,0.04717501,0.83728328,0.03466471,1.39371339,0.46382950,0.16398375
-5.05152576,2.21045361,0.01590845,0.04669122,0.83269348,0.03539354,1.40214167,0.46730997,0.16525712
-5.04552276,2.21733835,0.01725648,0.04612557,0.82789937,0.03610599,1.40890209,0.47058376,0.16627967
-5.03951976,2.22203652,0.01866867,0.04549926,0.82322422,0.03680272,1.41426888,0.47371919,0.16709025
-5.03351676,2.22496774,0.02013903,0.04483247,0.81895028,0.03748224,1.41847461,0.47676350,0.16772489
-5.02751376,2.22646218,0.02165981,0.04414368,0.81530837,0.03814075,1.42169621,0.47973892,0.16821488
-5.02151076,2.22674331,0.02322148,0.04344910,0.81247009,0.03877211,1.42404438,0.48264013,0.16858516
-5.01550775,2.22591740,0.02481272,0.04276225,0.81054277,0.03936801,1.42555730,0.48543326,0.16885314
-5.00950475,2.22397020,0.02642048,0.04209368,0.80956752,0.03991818,1.42619902,0.48805654,0.16902800
-5.00350175,2.22077129,0.02803011,0.04145079,0.80952053,0.04041086,1.42586250,0.49042266,0.16911054
-4.99749875,2.21608556,0.02962553,0.04083785,0.81031730,0.04083330,1.42437744,0.49242269,0.16909360
-4.99149575,2.20959150,0.03118944,0.04025615,0.81181974,0.04117236,1.42152225,0.49393136,0.16896296
-4.98549275,2.20090494,0.03270361,0.03970428,0.81384571,0.04141519,1.41703955,0.49481354,0.16869876
-4.97948974,2.18960705,0.03414919,0.03917851,0.81618046,0.04154992,1.41065442,0.49493143,0.16827721
-4.97348674,2.17527494,0.03550708,0.03867327,0.81858948,0.04156633,1.40209409,0.49415224,0.16767272
-4.96748374,2.15751308,0.03675827,0.03818168,0.82083199,0.04145648,1.39110823,0.49235578,0.16686001
-4.96148074,2.13598372,0.03788431,0.03769611,0.82267451,0.04121521,1.37748844,0.48944173,0.16581636
-4.95547774,2.11043462,0.03886765,0.03720875,0.82390379,0.04084062,1.36108591,0.48533601,0.16452375
-4.94947474,2.08072258,0.03969215,0.03671215,0.82433847,0.04033427,1.34182628,0.47999607,0.16297069
-4.94347174,2.04683136,0.04034338,0.03619970,0.82383891,0.03970136,1.31972072,0.47341476,0.16115376
-4.93746873,2.00888310,0.04080907,0.03566604,0.82231472,0.03895068,1.29487279,0.46562249,0.15907873
-4.93146573,1.96714260,0.04107947,0.03510738,0.81972958,0.03809438,1.26748054,0.45668773,0.15676116
-4.92546273,1.92201427,0.04114757,0.03452172,0.81610323,0.03714764,1.23783381,0.44671573,0.15422641
-4.91945973,1.87403189,0.04100942,0.03390893,0.81151036,0.03612817,1.20630683,0.43584548,0.15150925
-4.91345673,1.82384175,0.04066428,0.03327077,0.80607656,0.03505562,1.17334648,0.42424521,0.14865276
-4.90745373,1.77217998,0.04011472,0.03261078,0.79997146,0.03395087,1.13945689,0.41210650,0.14570689
-4.90145073,1.71984536,0.03936662,0.03193400,0.79339941,0.03283530,1.10518102,0.39963737,0.14272654
-4.89544772,1.66766874,0.03842915,0.03124675,0.78658812,0.03173000,1.07108019,0.38705471,0.13976939
-4.88944472,1.61648074,0.03731457,0.03055619,0.77977570,0.03065504,1.03771260,0.37457630,0.13689338
-4.88344172,1.56707920,0.03603797,0.02986994,0.77319692,0.02962874,1.00561170,0.36241287,0.13415431
-4.87743872,1.52019782,0.03461704,0.02919560,0.76706922,0.02866700,0.97526566,0.35076054,0.13160327
-4.87143572,1.47647760,0.03307156,0.02854033,0.76157915,0.02778282,0.94709855,0.33979392,0.12928435
-4.86543272,1.43644220,0.03142304,0.02791041,0.75687016,0.02698580,0.92145442,0.32966025,0.12723257
-4.85942971,1.40047833,0.02969419,0.02731087,0.75303203,0.02628189,0.89858464,0.32047471,0.12547220
-4.85342671,1.36882205,0.02790839,0.02674512,0.75009292,0.02567324,0.87863933,0.31231717,0.12401550
-4.84742371,1.34155148,0.02608916,0.02621478,0.74801422,0.02515817,0.86166289,0.30523042,0.12286201
-4.84142071,1.31858614,0.02425966,0.02571949,0.74668870,0.02473134,0.84759410,0.29921992,0.12199842
-4.83541771,1.29969290,0.02244219,0.02525689,0.74594203,0.02438404,0.83627039,0.29425511,0.12139891
-4.82941471,1.28449806,0.02065774,0.02482265,0.74553783,0.02410459,0.82743627,0.29027209,0.12102615
-4.82341171,1.27250505,0.01892557,0.02441070,0.74518589,0.02387887,0.82075532,0.28717752,0.12083274
-4.81740870,1.26311674,0.01726297,0.02401342,0.74455340,0.02369091,0.81582515,0.28485359,0.12076312
-4.81140570,1.25566132,0.01568491,0.02362204,0.74327853,0.02352359,0.81219467,0.28316370,0.12075576
-4.80540270,1.24942041,0.01420400,0.02322699,0.74098582,0.02335929,0.80938271,0.28195865,0.12074572
-4.79939970,1.24365823,0.01283030,0.02281842,0.73730254,0.02318064,0.80689731,0.28108300,0.12066715
-4.79339670,1.23765034,0.01157137,0.02238660,0.73187533,0.02297115,0.80425454,0.28038131,0.12045597
-4.78739370,1.23071076,0.01043237,0.02192242,0.72438619,0.02271586,0.80099633,0.27970399,0.12005223
-4.78139070,1.22221627,0.00941610,0.02141781,0.71456702,0.02240189,0.79670630,0.27891249,0.11940244
-4.77538769,1.21162697,0.00852327,0.02086615,0.70221218,0.02201885,0.79102310,0.27788366,0.11846135
-4.76938469,1.19850225,0.00775266,0.02026254,0.68718815,0.02155919,0.78365081,0.27651315,0.11719350
-4.76338169,1.18251181,0.00710140,0.01960406,0.66944018,0.02101843,0.77436596,0.27471766,0.11557417
-4.75737869,1.16344148,0.00656523,0.01888994,0.64899544,0.02039520,0.76302125,0.27243619,0.11358992
-4.75137569,1.14119389,0.00613874,0.01812152,0.62596265,0.01969122,0.74954590,0.26963014,0.11123860
-4.74537269,1.11578440,0.00581566,0.01730230,0.60052839,0.01891114,0.73394291,0.26628251,0.10852890
-4.73936968,1.08733285,0.00558912,0.01643772,0.57295023,0.01806226,0.71628366,0.26239625,0.10547955
-4.73336668,1.05605187,0.00545185,0.01553500,0.54354721,0.01715417,0.69670026,0.25799199,0.10211810
-4.72736368,1.02223270,0.00539641,0.01460286,0.51268826,0.01619837,0.67537640,0.25310527,0.09847951
-4.72136068,0.98622941,0.00541540,0.01365118,0.48077906,0.01520777,0.65253707,0.24778359,0.09460460
-4.71535768,0.94844258,0.00550159,0.01269069,0.44824822,0.01419623,0.62843810,0.24208340,0.09053835
-4.70935468,0.90930321,0.00564803,0.01173265,0.41553334,0.01317810,0.60335579,0.23606721,0.08632839
-4.70335168,0.86925784,0.00584821,0.01078849,0.38306758,0.01216773,0.57757733,0.22980101,0.08202343
-4.69734867,0.82875534,0.00609611,0.00986954,0.35126740,0.01117911,0.55139241,0.22335210,0.07767201
-4.69134567,0.78823597,0.00638621,0.00898679,0.32052189,0.01022549,0.52508620,0.21678735,0.07332140
-4.68534267,0.74812294,0.00671356,0.00815071,0.29118399,0.00931912,0.49893401,0.21017201,0.06901683
-4.67933967,0.70881659,0.00707376,0.00737108,0.26356390,0.00847104,0.47319761,0.20356895,0.06480090
-4.67333667,0.67069101,0.00746293,0.00665698,0.23792475,0.00769098,0.44812308,0.19703837,0.06071332
-4.66733367,0.63409297,0.00787766,0.00601672,0.21448041,0.00698723,0.42394017,0.19063787,0.05679090
-4.66133067,0.59934267,0.00831495,0.00545791,0.19339540,0.00636675,0.40086278,0.18442270,0.05306768
-4.65532766,0.56673594,0.00877212,0.00498755,0.17478657,0.00583517,0.37909033,0.17844628,0.04957524
-4.64932466,0.53654727,0.00924675,0.00461209,0.15872633,0.00539691,0.35880968,0.17276069,0.04634310
-4.64332166,0.50903326,0.00973657,0.00433757,0.14524697,0.00505537,0.34019718,0.16741706,0.04339914
-4.63731866,0.48443584,0.01023934,0.00416974,0.13434580,0.00481302,0.32342068,0.16246592,0.04077002
-4.63131566,0.46298489,0.01075283,0.00411412,0.12599063,0.00467162,0.30864099,0.15795729,0.03848148
-4.62531266,0.44489979,0.01127468,0.00417610,0.12012534,0.00463235,0.29601276,0.15394045,0.03655855
-4.61930965,0.43038972,0.01180235,0.00436092,0.11667511,0.00469592,0.28568437,0.15046356,0.03502556
-4.61330665,0.41965226,0.01233310,0.00467364,0.11555114,0.00486270,0.27779688,0.14757285,0.03390599
-4.60730365,0.41287050,0.01286395,0.00511901,0.11665454,0.00513271,0.27248189,0.14531165,0.03322211
-4.60130065,0.41020839,0.01339167,0.00570135,0.11987935,0.00550569,0.26985834,0.14371916,0.03299438
-4.59529765,0.41180459,0.01391281,0.00642425,0.12511455,0.00598098,0.27002829,0.14282898,0.03324073
-4.58929465,0.41776500,0.01442371,0.00729032,0.13224500,0.00655748,0.27307195,0.14266763,0.03397563
-4.58329165,0.42815435,0.01492061,0.00830084,0.14115145,0.00723349,0.27904195,0.14325288,0.03520899
-4.57728864,0.44298707,0.01539963,0.00945538,0.15170974,0.00800651,0.28795738,0.14459220,0.03694509
-4.57128564,0.46221813,0.01585691,0.01075141,0.16378917,0.00887308,0.29979764,0.14668128,0.03918141
-4.56528264,0.48573427,0.01628864,0.01218396,0.17725055,0.00982851,0.31449667,0.14950269,0.04190753
-4.55927964,0.51334615,0.01669112,0.01374520,0.19194390,0.01086672,0.33193780,0.15302483,0.04510414
-4.55327664,0.54478217,0.01706086,0.01542426,0.20770621,0.01198003,0.35194962,0.15720125,0.04874225
-4.54727364,0.57968434,0.01739457,0.01720693,0.22435958,0.01315900,0.37430333,0.16197033,0.05278266
-4.54127064,0.61760686,0.01768925,0.01907563,0.24170988,0.01439233,0.39871181,0.16725547,0.05717574
-4.53526763,0.65801796,0.01794218,0.02100942,0.25954626,0.01566685,0.42483077,0.17296587,0.06186157
-4.52926463,0.70030507,0.01815094,0.02298420,0.27764175,0.01696755,0.45226227,0.17899788,0.06677056
-4.52326163,0.74378390,0.01831345,0.02497300,0.29575510,0.01827775,0.48056062,0.18523697,0.07182440
-4.51725863,0.78771124,0.01842796,0.02694649,0.31363388,0.01957932,0.50924086,0.19156036,0.07693754
-4.51125563,0.83130139,0.01849305,0.02887360,0.33101897,0.02085305,0.53778962,0.19784029,0.08201905
-4.50525263,0.87374602,0.01850770,0.03072225,0.34765036,0.02207907,0.56567817,0.20394778,0.08697482
-4.49924962,0.91423673,0.01847130,0.03246024,0.36327397,0.02323733,0.59237734,0.20975695,0.09171019
-4.49324662,0.95198972,0.01838369,0.03405619,0.37764949,0.02430822,0.61737381,0.21514958,0.09613260
