energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.66983492,2.83487047,0.01167046,0.27478925,1.20712432,0.31039054,0.65419055,1.01910948,0.01947868,1.23116790
-5.66383192,2.91903112,0.01217491,0.28179352,1.25637200,0.31919021,0.66660026,1.04465576,0.01962172,1.27988844
-5.65782891,2.99965803,0.01264655,0.28852460,1.30412756,0.32822979,0.67738705,1.06908735,0.01968314,1.32679733
-5.65182591,3.07578524,0.01307489,0.29486769,1.34983036,0.33735977,0.68634311,1.09219637,0.01965447,1.37136351
-5.64582291,3.14659562,0.01345004,0.30072286,1.39297740,0.34644032,0.69331746,1.11381690,0.01952980,1.41312872
-5.63981991,3.21142247,0.01376301,0.30600434,1.43312484,0.35534243,0.69821344,1.13382319,0.01930605,1.45171121
-5.63381691,3.26974621,0.01400601,0.31063939,1.46988812,0.36394864,0.70098504,1.15212648,0.01898300,1.48680676
-5.62781391,3.32118655,0.01417263,0.31456701,1.50294073,0.37215318,0.70163201,1.16867088,0.01856331,1.51818699
-5.62181091,3.36549118,0.01425809,0.31773658,1.53201222,0.37986182,0.70019436,1.18342857,0.01805243,1.54569534
-5.61580790,3.40252194,0.01425935,0.32010663,1.55688546,0.38699138,0.69674641,1.19639466,0.01745835,1.56924115
-5.60980490,3.43223949,0.01417523,0.32164383,1.57739377,0.39346907,0.69139080,1.20758206,0.01679130,1.58879211
-5.60380190,3.45468764,0.01400638,0.32232240,1.59341787,0.39923170,0.68425272,1.21701676,0.01606342,1.60436591
-5.59779890,3.46997809,0.01375531,0.32212390,1.60488317,0.40422489,0.67547464,1.22473360,0.01528831,1.61602132
-5.59179590,3.47827657,0.01342625,0.32103756,1.61175733,0.40840241,0.66521170,1.23077292,0.01448059,1.62384933
-5.58579290,3.47979098,0.01302500,0.31906090,1.61404820,0.41172551,0.65362786,1.23517812,0.01365545,1.62796474
-5.57978989,3.47476175,0.01255873,0.31620096,1.61180219,0.41416258,0.64089293,1.23799414,0.01282817,1.62849868
-5.57378689,3.46345486,0.01203573,0.31247556,1.60510290,0.41568887,0.62718040,1.23926695,0.01201372,1.62559204
-5.56778389,3.44615718,0.01146516,0.30791493,1.59406998,0.41628646,0.61266595,1.23904383,0.01122634,1.61939034
-5.56178089,3.42317411,0.01085672,0.30256318,1.57885782,0.41594428,0.59752669,1.23737435,0.01047921,1.61003981
-5.55577789,3.39482901,0.01022039,0.29647973,1.55965416,0.41465841,0.58194070,1.23431182,0.00978412,1.59768471
-5.54977489,3.36146382,0.00956611,0.28974036,1.53667818,0.41243221,0.56608692,1.22991503,0.00915131,1.58246593
-5.54377189,3.32344060,0.00890354,0.28243782,1.51017807,0.40927667,0.55014508,1.22425007,0.00858920,1.56452050
-5.53776888,3.28114309,0.00824177,0.27468194,1.48042789,0.40521058,0.53429556,1.21739196,0.00810435,1.54398194
-5.53176588,3.23497811,0.00758917,0.26659900,1.44772371,0.40026062,0.51871892,1.20942607,0.00770137,1.52098120
-5.52576288,3.18537620,0.00695316,0.25833051,1.41237914,0.39446139,0.50359519,1.20044908,0.00738289,1.49564802
-5.51975988,3.13279146,0.00634016,0.25003123,1.37472024,0.38785526,0.48910261,1.19056952,0.00714965,1.46811254
-5.51375688,3.07770016,0.00575545,0.24186660,1.33508005,0.38049206,0.47541603,1.17990776,0.00700053,1.43850697
-5.50775388,3.02059845,0.00520317,0.23400950,1.29379302,0.37242868,0.46270476,1.16859564,0.00693268,1.40696733
-5.50175088,2.96199909,0.00468634,0.22663669,1.25118953,0.36372854,0.45113018,1.15677564,0.00694166,1.37363519
-5.49574787,2.90242748,0.00420690,0.21992475,1.20759086,0.35446105,0.44084301,1.14459973,0.00702157,1.33865937
-5.48974487,2.84241725,0.00376578,0.21404593,1.16330477,0.34470097,0.43198038,1.13222805,0.00716530,1.30219755
-5.48374187,2.78250574,0.00336304,0.20916395,1.11862206,0.33452786,0.42466304,1.11982747,0.00736465,1.26441806
-5.47773887,2.72322960,0.00299796,0.20542995,1.07381417,0.32402555,0.41899255,1.10757005,0.00761058,1.22550148
-5.47173587,2.66512080,0.00266918,0.20297868,1.02913198,0.31328165,0.41504888,1.09563161,0.00789341,1.18564246
-5.46573287,2.60870316,0.00237484,0.20192520,0.98480579,0.30238724,0.41288835,1.08419032,0.00820309,1.14505135
-5.45972986,2.55448955,0.00211272,0.20236210,0.94104652,0.29143655,0.41254214,1.07342533,0.00852934,1.10395587
-5.45372686,2.50297980,0.00188036,0.20435745,0.89804780,0.28052676,0.41401544,1.06351561,0.00886196,1.06260246
-5.44772386,2.45465916,0.00167517,0.20795351,0.85598898,0.26975774,0.41728734,1.05463870,0.00919100,1.02125741
-5.44172086,2.40999723,0.00149454,0.21316621,0.81503852,0.25923192,0.42231140,1.04696962,0.00950699,0.98020734
-5.43571786,2.36944724,0.00133588,0.21998563,0.77535774,0.24905389,0.42901708,1.04067967,0.00980114,0.93975902
-5.42971486,2.33344537,0.00119676,0.22837720,0.73710439,0.23932996,0.43731187,1.03593530,0.01006551,0.90023835
-5.42371186,2.30240991,0.00107488,0.23828383,0.70043582,0.23016753,0.44708410,1.03289683,0.01029317,0.86198814
-5.41770885,2.27674008,0.00096814,0.24962874,0.66551147,0.22167415,0.45820649,1.03171725,0.01047833,0.82536484
-5.41170585,2.25681425,0.00087467,0.26231896,0.63249446,0.21395628,0.47054001,1.03254073,0.01061641,0.79073386
-5.40570285,2.24298746,0.00079280,0.27624938,0.60155203,0.20711778,0.48393832,1.03550128,0.01070415,0.75846367
-5.39969985,2.23558799,0.00072106,0.29130711,0.57285480,0.20125806,0.49825222,1.04072112,0.01073957,0.72891860
-5.39369685,2.23491291,0.00065821,0.30737601,0.54657471,0.19646989,0.51333422,1.04830910,0.01072201,0.70245057
-5.38769385,2.24122266,0.00060318,0.32434112,0.52288188,0.19283704,0.52904280,1.05835884,0.01065206,0.67938990
-5.38169085,2.25473444,0.00055507,0.34209287,0.50194020,0.19043164,0.54524638,1.07094688,0.01053146,0.66003544
-5.37568784,2.27561454,0.00051309,0.36053067,0.48390214,0.18931152,0.56182650,1.08613040,0.01036303,0.64464451
-5.36968484,2.30396968,0.00047661,0.37956584,0.46890276,0.18951751,0.57868024,1.10394488,0.01015048,0.63342285
-5.36368184,2.33983743,0.00044509,0.39912351,0.45705339,0.19107091,0.59572164,1.12440125,0.00989830,0.62651515
-5.35767884,2.38317593,0.00041805,0.41914348,0.44843503,0.19397115,0.61288196,1.14748280,0.00961157,0.62399650
-5.35167584,2.43385310,0.00039509,0.43957983,0.44309213,0.19819390,0.63010871,1.17314159,0.00929578,0.62586521
-5.34567284,2.49163585,0.00037586,0.46039929,0.44102666,0.20368961,0.64736345,1.20129458,0.00895667,0.63203735
-5.33966983,2.55617942,0.00036004,0.48157834,0.44219315,0.21038267,0.66461849,1.23181941,0.00860003,0.64234340
-5.33366683,2.62701759,0.00034735,0.50309928,0.44649468,0.21817129,0.68185246,1.26454999,0.00823156,0.65652721
-5.32766383,2.70355433,0.00033751,0.52494521,0.45378024,0.22692807,0.69904509,1.29927220,0.00785670,0.67424745
-5.32166083,2.78505733,0.00033026,0.54709438,0.46384351,0.23650141,0.71617148,1.33571981,0.00748055,0.69508173
-5.31565783,2.87065427,0.00032537,0.56951417,0.47642341,0.24671766,0.73319603,1.37357107,0.00710770,0.71853314
-5.30965483,2.95933245,0.00032257,0.59215497,0.49120622,0.25738406,0.75006667,1.41244628,0.00674218,0.74403940
-5.30365183,3.04994237,0.00032164,0.61494444,0.50782948,0.26829238,0.76670943,1.45190675,0.00638739,0.77098410
-5.29764882,3.14120577,0.00032233,0.63778244,0.52588764,0.27922314,0.78302406,1.49145548,0.00604607,0.79870989
-5.29164582,3.23172864,0.00032438,0.66053713,0.54493914,0.28995034,0.79888081,1.53054001,0.00572029,0.82653320
-5.28564282,3.32001926,0.00032755,0.68304239,0.56451500,0.30024652,0.81411879,1.56855761,0.00541143,0.85375997
-5.27963982,3.40451135,0.00033157,0.70509701,0.58412850,0.30988803,0.82854602,1.60486303,0.00512028,0.87970197
-5.27363682,3.48359210,0.00033620,0.72646560,0.60328575,0.31866028,0.84194144,1.63877887,0.00484699,0.90369306
-5.26763382,3.55563440,0.00034116,0.74688159,0.62149680,0.32636289,0.85405874,1.66960846,0.00459123,0.92510510
-5.26163082,3.61903266,0.00034619,0.76605194,0.63828699,0.33281445,0.86463205,1.69665097,0.00435219,0.94336266
-5.25562781,3.67224099,0.00035104,0.78366385,0.65320807,0.33785687,0.87338321,1.71921842,0.00412872,0.95795645
-5.24962481,3.71381274,0.00035545,0.79939282,0.66584885,0.34135906,0.88003040,1.73665398,0.00391938,0.96845471
-5.24362181,3.74243966,0.00035919,0.81291207,0.67584492,0.34321991,0.88429764,1.74835086,0.00372256,0.97451252
-5.23761881,3.75698958,0.00036201,0.82390276,0.68288716,0.34337045,0.88592491,1.75377113,0.00353654,0.97587851
-5.23161581,3.75654072,0.00036373,0.83206463,0.68672878,0.34177514,0.88467824,1.75246361,0.00335961,0.97239911
-5.22561281,3.74041148,0.00036416,0.83712656,0.68719056,0.33843220,0.88035933,1.74407995,0.00319011,0.96401996
-5.21960980,3.70818422,0.00036314,0.83885658,0.68416424,0.33337315,0.87281441,1.72838834,0.00302652,0.95078482
-5.21360680,3.65972200,0.00036058,0.83707096,0.67761393,0.32666143,0.86194156,1.70528387,0.00286750,0.93283179
-5.20760380,3.59517746,0.00035638,0.83164177,0.66757543,0.31839021,0.84769657,1.67479530,0.00271195,0.91038736
-5.20160080,3.51499335,0.00035051,0.82250281,0.65415359,0.30867961,0.83009665,1.63708765,0.00255902,0.88375826
-5.19559780,3.41989454,0.00034298,0.80965350,0.63751789,0.29767321,0.80922215,1.59246052,0.00240811,0.85332167
-5.18959480,3.31087170,0.00033382,0.79316059,0.61789628,0.28553418,0.78521600,1.54134205,0.00225889,0.81951401
-5.18359180,3.18915724,0.00032311,0.77315764,0.59556766,0.27244108,0.75828099,1.48427883,0.00211129,0.78281873
-5.17758879,3.05619450,0.00031097,0.74984230,0.57085319,0.25858344,0.72867506,1.42192210,0.00196546,0.74375358
-5.17158579,2.91360106,0.00029754,0.72347150,0.54410687,0.24415732,0.69670468,1.35501080,0.00182174,0.70285766
-5.16558279,2.76312791,0.00028301,0.69435484,0.51570561,0.22936094,0.66271682,1.28435211,0.00168062,0.66067868
-5.15957979,2.60661570,0.00026755,0.66284633,0.48603921,0.21439050,0.62708973,1.21080036,0.00154271,0.61776073
-5.15357679,2.44594983,0.00025139,0.62933497,0.45550055,0.19943629,0.59022285,1.13523511,0.00140869,0.57463298
-5.14757379,2.28301586,0.00023473,0.59423452,0.42447628,0.18467919,0.55252654,1.05853919,0.00127926,0.53179939
-5.14157079,2.11965686,0.00021780,0.55797281,0.39333836,0.17028761,0.51441174,0.98157760,0.00115511,0.48972982
-5.13556778,1.95763383,0.00020080,0.52098103,0.36243649,0.15641493,0.47628004,0.90517787,0.00103687,0.44885254
-5.12956478,1.79859063,0.00018394,0.48368347,0.33209187,0.14319739,0.43851466,0.83011268,0.00092510,0.40954830
-5.12356178,1.64402405,0.00016741,0.44648787,0.30259205,0.13075255,0.40147233,0.75708509,0.00082028,0.37214595
-5.11755878,1.49525987,0.00015137,0.40977689,0.27418734,0.11917824,0.36547652,0.68671682,0.00072274,0.33691966
-5.11155578,1.35343515,0.00013597,0.37390082,0.24708835,0.10855193,0.33081218,0.61953965,0.00063270,0.30408753
-5.10555278,1.21948688,0.00012133,0.33917168,0.22146499,0.09893063,0.29772184,0.55599022,0.00055027,0.27381164
-5.09954977,1.09414686,0.00010755,0.30585892,0.19744659,0.09035105,0.26640341,0.49640790,0.00047542,0.24619926
-5.09354677,0.97794246,0.00009470,0.27418666,0.17512308,0.08283024,0.23700935,0.44103562,0.00040801,0.22130519
-5.08754377,0.87120259,0.00008283,0.24433247,0.15454720,0.07636641,0.20964731,0.39002341,0.00034779,0.19913495
-5.08154077,0.77406833,0.00007197,0.21642759,0.13573733,0.07094007,0.18438192,0.34343416,0.00029445,0.17964868
-5.07553777,0.68650737,0.00006211,0.19055846,0.11868098,0.06651533,0.16123768,0.30125123,0.00024758,0.16276566
-5.06953477,0.60833143,0.00005324,0.16676935,0.10333869,0.06304145,0.14020266,0.26338745,0.00020674,0.14836910
-5.06353177,0.53921587,0.00004533,0.14506594,0.08964811,0.06045440,0.12123287,0.22969505,0.00017144,0.13631133
-5.05752876,0.47872064,0.00003833,0.12541955,0.07752821,0.05867870,0.10425696,0.19997614,0.00014118,0.12641901
-5.05152576,0.42631194,0.00003219,0.10777188,0.06688340,0.05762921,0.08918117,0.17399324,0.00011545,0.11849838
-5.04552276,0.38138377,0.00002686,0.09204001,0.05760745,0.05721312,0.07589428,0.15147969,0.00009375,0.11234051
-5.03951976,0.34327898,0.00002225,0.07812136,0.04958723,0.05733196,0.06427238,0.13214950,0.00007559,0.10772633
-5.03351676,0.31130931,0.00001831,0.06589869,0.04270605,0.05788365,0.05418342,0.11570656,0.00006052,0.10443156
-5.02751376,0.28477393,0.00001496,0.05524468,0.03684658,0.05876461,0.04549126,0.10185295,0.00004812,0.10223134
-5.02151076,0.26297649,0.00001215,0.04602622,0.03189348,0.05987188,0.03805937,0.09029631,0.00003798,0.10090460
-5.01550775,0.24524018,0.00000979,0.03810819,0.02773552,0.06110519,0.03175394,0.08075617,0.00002978,0.10023817
-5.00950475,0.23092097,0.00000784,0.03135673,0.02426731,0.06236901,0.02644650,0.07296931,0.00002318,0.10003049
-5.00350175,0.21941877,0.00000624,0.02564193,0.02139070,0.06357445,0.02201602,0.06669410,0.00001792,0.10009492
-4.99749875,0.21018665,0.00000493,0.02084004,0.01901576,0.06464108,0.01835054,0.06171384,0.00001376,0.10026274
-4.99149575,0.20273807,0.00000387,0.01683509,0.01706150,0.06549851,0.01534829,0.05783928,0.00001050,0.10038555
-4.98549275,0.19665221,0.00000302,0.01352004,0.01545627,0.06608774,0.01291851,0.05491024,0.00000798,0.10033732
-4.97948974,0.19157749,0.00000234,0.01079754,0.01413797,0.06636224,0.01098185,0.05279653,0.00000604,0.10001587
-4.97348674,0.18723343,0.00000181,0.00858023,0.01305405,0.06628875,0.00947056,0.05139813,0.00000457,0.09934387
-4.96748374,0.18341083,0.00000140,0.00679085,0.01216139,0.06584771,0.00832840,0.05064477,0.00000349,0.09826927
-4.96148074,0.17997054,0.00000108,0.00536195,0.01142605,0.06503338,0.00751049,0.05049493,0.00000272,0.09676529
-4.95547774,0.17684096,0.00000085,0.00423557,0.01082299,0.06385360,0.00698297,0.05093430,0.00000221,0.09482993
-4.94947474,0.17401430,0.00000069,0.00336268,0.01033568,0.06232928,0.00672261,0.05197371,0.00000193,0.09248501
-4.94347174,0.17154189,0.00000059,0.00270255,0.00995583,0.06049355,0.00671647,0.05364677,0.00000185,0.08977489
-4.93746873,0.16952866,0.00000054,0.00222215,0.00968300,0.05839077,0.00696146,0.05600687,0.00000198,0.08676493
-4.93146573,0.16812699,0.00000055,0.00189547,0.00952432,0.05607526,0.00746398,0.05912403,0.00000235,0.08353965
-4.92546273,0.16753003,0.00000062,0.00170287,0.00949421,0.05360996,0.00823957,0.06308127,0.00000297,0.08020086
-4.91945973,0.16796479,0.00000075,0.00163047,0.00961411,0.05106504,0.00931255,0.06797081,0.00000391,0.07686565
-4.91345673,0.16968501,0.00000095,0.00166960,0.00991234,0.04851645,0.01071570,0.07389002,0.00000526,0.07366447
-4.90745373,0.17296411,0.00000125,0.00181626,0.01042378,0.04604462,0.01248989,0.08093723,0.00000711,0.07073926
-4.90145073,0.17808822,0.00000167,0.00207063,0.01118976,0.04373312,0.01468370,0.08920754,0.00000963,0.06824156
-4.89544772,0.18534941,0.00000223,0.00243660,0.01225768,0.04166749,0.01735287,0.09878869,0.00001300,0.06633090
-4.88944472,0.19503926,0.00000298,0.00292134,0.01368070,0.03993424,0.02055973,0.10975700,0.00001744,0.06517305
-4.88344172,0.20744272,0.00000396,0.00353487,0.01551722,0.03861984,0.02437238,0.12217379,0.00002327,0.06493844
-4.87743872,0.22283234,0.00000524,0.00428957,0.01783019,0.03780991,0.02886361,0.13608201,0.00003083,0.06580040
-4.87143572,0.24146282,0.00000689,0.00519973,0.02068623,0.03758836,0.03410968,0.15150351,0.00004057,0.06793330
-4.86543272,0.26356584,0.00000900,0.00628096,0.02415445,0.03803662,0.04018867,0.16843689,0.00005300,0.07151038
-4.85942971,0.28934508,0.00001167,0.00754970,0.02830498,0.03923277,0.04717854,0.18685609,0.00006875,0.07670126
-4.85342671,0.31897143,0.00001503,0.00902249,0.03320715,0.04125057,0.05515486,0.20670970,0.00008855,0.08366893
-4.84742371,0.35257829,0.00001922,0.01071528,0.03892744,0.04415835,0.06418815,0.22792108,0.00011322,0.09256624
-4.84142071,0.39025689,0.00002440,0.01264268,0.04552698,0.04801769,0.07434094,0.25038934,0.00014374,0.10353181
-4.83541771,0.43205152,0.00003075,0.01481710,0.05305888,0.05288192,0.08566453,0.27399093,0.00018117,0.11668539
-4.82941471,0.47795488,0.00003848,0.01724796,0.06156529,0.05879437,0.09819556,0.29858199,0.00022671,0.13212268
-4.82341171,0.52790330,0.00004781,0.01994074,0.07107435,0.06578645,0.11195247,0.32400123,0.00028165,0.14990983
-4.81740870,0.58177215,0.00005897,0.02289624,0.08159716,0.07387562,0.12693204,0.35007310,0.00034740,0.17007769
-4.81140570,0.63937148,0.00007222,0.02610974,0.09312478,0.08306320,0.14310603,0.37661131,0.00042543,0.19261613
-4.80540270,0.70044202,0.00008780,0.02957035,0.10562560,0.09333230,0.16041832,0.40342224,0.00051723,0.21746866
-4.79939970,0.76465203,0.00010598,0.03326050,0.11904311,0.10464590,0.17878245,0.43030831,0.00062433,0.24452776
-4.79339670,0.83159493,0.00012701,0.03715557,0.13329431,0.11694509,0.19807998,0.45707097,0.00074820,0.27363115
-4.78739370,0.90078846,0.00015111,0.04122375,0.14826879,0.13014789,0.21815978,0.48351328,0.00089020,0.30455945
-4.78139070,0.97167537,0.00017850,0.04542623,0.16382887,0.14414855,0.23883829,0.50944188,0.00105155,0.33703556
-4.77538769,1.04362620,0.00020934,0.04971757,0.17981069,0.15881751,0.25990113,0.53466847,0.00123321,0.37072599
-4.76938469,1.11594436,0.00024374,0.05404637,0.19602636,0.17400222,0.28110589,0.55901059,0.00143588,0.40524436
-4.76338169,1.18787374,0.00028176,0.05835634,0.21226738,0.18952878,0.30218628,0.58229199,0.00165985,0.44015734
-4.75737869,1.25860914,0.00032337,0.06258747,0.22830906,0.20520454,0.32285756,0.60434253,0.00190498,0.47499281
-4.75137569,1.32730942,0.00036846,0.06667760,0.24391599,0.22082160,0.34282321,0.62499781,0.00217060,0.50925041
-4.74537269,1.39311330,0.00041682,0.07056411,0.25884848,0.23616112,0.36178257,0.64409884,0.00245550,0.54241405
-4.73936968,1.45515770,0.00046814,0.07418576,0.27286959,0.25099852,0.37943932,0.66149170,0.00275785,0.57396610
-4.73336668,1.51259804,0.00052201,0.07748462,0.28575263,0.26510913,0.39551042,0.67702766,0.00307518,0.60340290
-4.72736368,1.56463009,0.00057789,0.08040802,0.29728888,0.27827444,0.40973530,0.69056369,0.00340439,0.63025079
-4.72136068,1.61051260,0.00063516,0.08291035,0.30729506,0.29028849,0.42188478,0.70196374,0.00374179,0.65408228
-4.71535768,1.64959002,0.00069310,0.08495478,0.31562036,0.30096417,0.43176940,0.71110063,0.00408310,0.67453153
-4.70935468,1.68131422,0.00075089,0.08651469,0.32215263,0.31013932,0.43924687,0.71785869,0.00442354,0.69130843
-4.70335168,1.70526453,0.00080765,0.08757483,0.32682348,0.31768224,0.44422809,0.72213717,0.00475795,0.70421074
-4.69734867,1.72116505,0.00086247,0.08813205,0.32961202,0.32349634,0.44668164,0.72385407,0.00508088,0.71313363
-4.69134567,1.72889829,0.00091440,0.08819574,0.33054698,0.32752389,0.44663633,0.72295048,0.00538678,0.71807598
-4.68534267,1.72851461,0.00096249,0.08778769,0.32970717,0.32974843,0.44418178,0.71939493,0.00567007,0.71914337
-4.67933967,1.72023661,0.00100583,0.08694169,0.32722006,0.33019592,0.43946682,0.71318765,0.00592541,0.71654725
-4.67333667,1.70445815,0.00104358,0.08570252,0.32325871,0.32893449,0.43269585,0.70436434,0.00614778,0.71060030
-4.66733367,1.68173782,0.00107496,0.08412474,0.31803693,0.32607267,0.42412318,0.69299914,0.00633268,0.70170816
-4.66133067,1.65278679,0.00109934,0.08227099,0.31180292,0.32175633,0.41404561,0.67920665,0.00647630,0.69035771
-4.65532766,1.61845131,0.00111620,0.08021006,0.30483167,0.31616426,0.40279344,0.66314256,0.00657562,0.67710233
-4.64932466,1.57969046,0.00112518,0.07801484,0.29741629,0.30950263,0.39072038,0.64500288,0.00662852,0.66254461
-4.64332166,1.53754964,0.00112609,0.07576001,0.28985871,0.30199860,0.37819267,0.62502162,0.00663385,0.64731731
