energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,V_p_up,V_d_up
-5.75987994,1.99023386,0.02796080,1.19536283,0.12637287,0.00015200,0.96875257,0.63365240
-5.75387694,2.07938838,0.02931320,1.24785423,0.13344492,0.00015748,1.01541636,0.65972518
-5.74787394,2.16222712,0.03057942,1.29627508,0.14026557,0.00016242,1.05900970,0.68333635
-5.74187094,2.23736470,0.03172981,1.33982564,0.14671907,0.00016673,1.09892938,0.70402893
-5.73586793,2.30354892,0.03273687,1.37779274,0.15269443,0.00017037,1.13462348,0.72139944
-5.72986493,2.35969155,0.03357603,1.40956802,0.15808824,0.00017326,1.16560333,0.73510908
-5.72386193,2.40489487,0.03422649,1.43466332,0.16280744,0.00017539,1.19145410,0.74489321
-5.71785893,2.43847313,0.03467180,1.45272270,0.16677180,0.00017672,1.21184361,0.75056876
-5.71185593,2.45996827,0.03490040,1.46353084,0.16991606,0.00017726,1.22652926,0.75203920
-5.70585293,2.46915946,0.03490602,1.46701739,0.17219168,0.00017701,1.23536284,0.74929717
-5.69984992,2.46606618,0.03468782,1.46325730,0.17356807,0.00017600,1.23829318,0.74242437
-5.69384692,2.45094486,0.03425049,1.45246715,0.17403326,0.00017426,1.23536673,0.73158908
-5.68784392,2.42427915,0.03360400,1.43499755,0.17359407,0.00017184,1.22672584,0.71704103
-5.68184092,2.38676434,0.03276337,1.41132206,0.17227565,0.00016880,1.21260512,0.69910424
-5.67583792,2.33928635,0.03174813,1.38202294,0.17012047,0.00016521,1.19332570,0.67816776
-5.66983492,2.28289611,0.03058170,1.34777426,0.16718677,0.00016114,1.16928782,0.65467484
-5.66383192,2.21878015,0.02929072,1.30932293,0.16354660,0.00015666,1.14096170,0.62911091
-5.65782891,2.14822831,0.02790418,1.26746840,0.15928344,0.00015186,1.10887707,0.60199069
-5.65182591,2.07259969,0.02645261,1.22304141,0.15448953,0.00014680,1.07361145,0.57384491
-5.64582291,1.99328778,0.02496717,1.17688281,0.14926300,0.00014156,1.03577760,0.54520706
-5.63981991,1.91168583,0.02347885,1.12982270,0.14370499,0.00013622,0.99601020,0.51660054
-5.63381691,1.82915349,0.02201758,1.08266075,0.13791672,0.00013084,0.95495229,0.48852653
-5.62781391,1.74698556,0.02061153,1.03614809,0.13199672,0.00012548,0.91324150,0.46145288
-5.62181091,1.66638368,0.01928644,0.99097121,0.12603834,0.00012020,0.87149670,0.43580433
-5.61580790,1.58843173,0.01806501,0.94773834,0.12012747,0.00011503,0.83030502,0.41195414
-5.60980490,1.51407527,0.01696648,0.90696842,0.11434072,0.00011001,0.79020990,0.39021730
-5.60380190,1.44410578,0.01600627,0.86908303,0.10874397,0.00010518,0.75170020,0.37084545
-5.59779890,1.37914955,0.01519575,0.83440122,0.10339139,0.00010054,0.71520082,0.35402347
-5.59179590,1.31966172,0.01454211,0.80313736,0.09832488,0.00009612,0.68106503,0.33986776
-5.58579290,1.26592508,0.01404833,0.77540185,0.09357397,0.00009191,0.64956872,0.32842617
-5.57978989,1.21805378,0.01371330,0.75120470,0.08915613,0.00008792,0.62090674,0.31967957
-5.57378689,1.17600145,0.01353199,0.73046159,0.08507746,0.00008413,0.59519155,0.31354488
-5.56778389,1.13957348,0.01349569,0.71300236,0.08133364,0.00008054,0.57245404,0.30987956
-5.56178089,1.10844285,0.01359235,0.69858148,0.07791119,0.00007713,0.55264677,0.30848744
-5.55577789,1.08216913,0.01380703,0.68689024,0.07478894,0.00007389,0.53564926,0.30912568
-5.54977489,1.06021986,0.01412229,0.67757034,0.07193951,0.00007080,0.52127552,0.31151280
-5.54377189,1.04199379,0.01451877,0.67022838,0.06933102,0.00006784,0.50928319,0.31533767
-5.53776888,1.02684520,0.01497571,0.66445095,0.06692862,0.00006502,0.49938442,0.32026906
-5.53176588,1.01410864,0.01547149,0.65981985,0.06469611,0.00006231,0.49125782,0.32596581
-5.52576288,1.00312331,0.01598430,0.65592706,0.06259736,0.00005971,0.48456120,0.33208712
-5.51975988,0.99325645,0.01649265,0.65238895,0.06059766,0.00005723,0.47894474,0.33830293
-5.51375688,0.98392498,0.01697601,0.64885936,0.05866482,0.00005487,0.47406394,0.34430382
-5.50775388,0.97461477,0.01741532,0.64504121,0.05677016,0.00005264,0.46959206,0.34981042
-5.50175088,0.96489691,0.01779350,0.64069615,0.05488921,0.00005055,0.46523151,0.35458177
-5.49574787,0.95444048,0.01809588,0.63565192,0.05300229,0.00004863,0.46072373,0.35842243
-5.48974487,0.94302145,0.01831058,0.62980726,0.05109477,0.00004690,0.45585732,0.36118808
-5.48374187,0.93052721,0.01842876,0.62313406,0.04915720,0.00004537,0.45047398,0.36278931
-5.47773887,0.91695685,0.01844480,0.61567663,0.04718525,0.00004409,0.44447206,0.36319342
-5.47173587,0.90241685,0.01835635,0.60754807,0.04517942,0.00004308,0.43780778,0.36242411
-5.46573287,0.88711256,0.01816428,0.59892391,0.04314467,0.00004237,0.43049379,0.36055907
-5.45972986,0.87133571,0.01787254,0.59003310,0.04108984,0.00004199,0.42259546,0.35772546
-5.45372686,0.85544839,0.01748788,0.58114670,0.03902706,0.00004195,0.41422497,0.35409346
-5.44772386,0.83986422,0.01701954,0.57256478,0.03697104,0.00004229,0.40553349,0.34986811
-5.44172086,0.82502750,0.01647874,0.56460199,0.03493832,0.00004301,0.39670193,0.34527983
-5.43571786,0.81139123,0.01587829,0.55757239,0.03294658,0.00004413,0.38793073,0.34057391
-5.42971486,0.79939507,0.01523203,0.55177436,0.03101385,0.00004565,0.37942905,0.33599956
-5.42371186,0.78944418,0.01455429,0.54747614,0.02915795,0.00004756,0.37140423,0.33179891
-5.41770885,0.78189009,0.01385939,0.54490281,0.02739583,0.00004986,0.36405168,0.32819648
-5.41170585,0.77701462,0.01316114,0.54422540,0.02574317,0.00005251,0.35754609,0.32538977
-5.40570285,0.77501747,0.01247239,0.54555268,0.02421401,0.00005550,0.35203406,0.32354116
-5.39969985,0.77600864,0.01180466,0.54892618,0.02282059,0.00005878,0.34762891,0.32277177
-5.39369685,0.78000571,0.01116785,0.55431875,0.02157324,0.00006233,0.34440756,0.32315747
-5.38769385,0.78693667,0.01057005,0.56163691,0.02048056,0.00006609,0.34240991,0.32472725
-5.38169085,0.79664806,0.01001738,0.57072698,0.01954957,0.00007002,0.34164065,0.32746414
-5.37568784,0.80891820,0.00951400,0.58138477,0.01878618,0.00007408,0.34207333,0.33130853
-5.36968484,0.82347505,0.00906220,0.59336851,0.01819558,0.00007822,0.34365653,0.33616384
-5.36368184,0.84001775,0.00866250,0.60641440,0.01778284,0.00008240,0.34632173,0.34190422
-5.35767884,0.85824088,0.00831388,0.62025404,0.01755352,0.00008661,0.34999240,0.34838393
-5.35167584,0.87786009,0.00801407,0.63463297,0.01751424,0.00009083,0.35459380,0.35544784
-5.34567284,0.89863781,0.00775983,0.64932915,0.01767332,0.00009505,0.36006277,0.36294265
-5.33966983,0.92040741,0.00754726,0.66417057,0.01804120,0.00009928,0.36635708,0.37072810
-5.33366683,0.94309453,0.00737220,0.67905087,0.01863091,0.00010356,0.37346343,0.37868754
-5.32766383,0.96673395,0.00723045,0.69394192,0.01945821,0.00010794,0.38140382,0.38673747
-5.32166083,0.99148094,0.00711811,0.70890262,0.02054166,0.00011249,0.39023955,0.39483518
-5.31565783,1.01761592,0.00703184,0.72408320,0.02190242,0.00011729,0.40007258,0.40298425
-5.30965483,1.04554171,0.00696901,0.73972437,0.02356376,0.00012244,0.41104391,0.41123744
-5.30365183,1.07577304,0.00692788,0.75615118,0.02555038,0.00012807,0.42332889,0.41969670
-5.29764882,1.10891821,0.00690764,0.77376156,0.02788746,0.00013429,0.43712955,0.42851016
-5.29164582,1.14565335,0.00690845,0.79300969,0.03059944,0.00014125,0.45266411,0.43786626
-5.28564282,1.18669003,0.00693136,0.81438487,0.03370864,0.00014907,0.47015402,0.44798497
-5.27963982,1.23273744,0.00697825,0.83838659,0.03723369,0.00015787,0.48980927,0.45910672
-5.27363682,1.28446070,0.00705162,0.86549687,0.04118788,0.00016778,0.51181236,0.47147922
-5.26763382,1.34243707,0.00715444,0.89615110,0.04557750,0.00017887,0.53630205,0.48534304
-5.26163082,1.40711220,0.00728991,0.93070862,0.05040023,0.00019123,0.56335737,0.50091634
-5.25562781,1.47875845,0.00746124,0.96942470,0.05564367,0.00020488,0.59298319,0.51837971
-5.24962481,1.55743766,0.00767137,1.01242509,0.06128410,0.00021982,0.62509785,0.53786174
-5.24362181,1.64297029,0.00792280,1.05968472,0.06728567,0.00023600,0.65952386,0.55942614
-5.23761881,1.73491288,0.00821731,1.11101162,0.07359981,0.00025335,0.69598232,0.58306099
-5.23161581,1.83254546,0.00855584,1.16603727,0.08016531,0.00027171,0.73409147,0.60867082
-5.22561281,1.93486993,0.00893831,1.22421395,0.08690880,0.00029091,0.77336993,0.63607200
-5.21960980,2.04062027,0.00936356,1.28481965,0.09374578,0.00031072,0.81324452,0.66499162
-5.21360680,2.14828449,0.00982924,1.34697061,0.10058226,0.00033087,0.85306262,0.69507028
-5.20760380,2.25613814,0.01033187,1.40964124,0.10731682,0.00035105,0.89210879,0.72586851
-5.20160080,2.36228809,0.01086685,1.47169076,0.11384313,0.00037092,0.92962493,0.75687694
-5.19559780,2.46472530,0.01142857,1.53189563,0.12005289,0.00039015,0.96483325,0.78752956
-5.18959480,2.56138435,0.01201052,1.58898653,0.12583892,0.00040836,0.99696113,0.81721981
-5.18359180,2.65020748,0.01260546,1.64168833,0.13109844,0.00042520,1.02526664,0.84531882
-5.17758879,2.72921045,0.01320559,1.68876145,0.13573624,0.00044032,1.04906380,0.87119489
-5.17158579,2.79654738,0.01380277,1.72904285,0.13966775,0.00045339,1.06774628,0.89423377
-5.16558279,2.85057193,0.01438868,1.76148493,0.14282176,0.00046413,1.08080846,0.91385852
-5.15957979,2.88989215,0.01495504,1.78519069,0.14514270,0.00047228,1.08786303,0.92954849
-5.15357679,2.91341664,0.01549378,1.79944366,0.14659237,0.00047766,1.08865424,0.94085646
-5.14757379,2.92039030,0.01599721,1.80373155,0.14715109,0.00048012,1.08306627,0.94742336
-5.14157079,2.91041823,0.01645816,1.79776253,0.14681808,0.00047959,1.07112650,0.94899004
-5.13556778,2.88347690,0.01687010,1.78147375,0.14561130,0.00047606,1.05300347,0.94540560
-5.12956478,2.83991258,0.01722724,1.75503191,0.14356654,0.00046958,1.02899994,0.93663216
-5.12356178,2.78042736,0.01752455,1.71882608,0.14073593,0.00046026,0.99954138,0.92274591
-5.11755878,2.70605372,0.01775789,1.67345338,0.13718598,0.00044829,0.96516062,0.90393445
-5.11155578,2.61811929,0.01792397,1.61969828,0.13299522,0.00043388,0.92647942,0.88049086
-5.10555278,2.51820338,0.01802039,1.55850672,0.12825160,0.00041731,0.88418806,0.85280462
-5.09954977,2.40808770,0.01804563,1.49095638,0.12304967,0.00039890,0.83902371,0.82134994
-5.09354677,2.28970339,0.01799906,1.41822433,0.11748793,0.00037896,0.79174875,0.78667216
-5.08754377,2.16507665,0.01788090,1.34155354,0.11166617,0.00035787,0.74312992,0.74937254
-5.08154077,2.03627520,0.01769224,1.26221967,0.10568315,0.00033598,0.69391902,0.71009238
-5.07553777,1.90535748,0.01743503,1.18149921,0.09963457,0.00031365,0.64483593,0.66949678
-5.06953477,1.77432627,0.01711202,1.10064008,0.09361142,0.00029124,0.59655440,0.62825872
-5.06353177,1.64508799,0.01672680,1.02083558,0.08769881,0.00026907,0.54969083,0.58704398
-5.05752876,1.51941847,0.01628372,0.94320207,0.08197514,0.00024747,0.50479627,0.54649720
-5.05152576,1.39893585,0.01578793,0.86876098,0.07651175,0.00022672,0.46235150,0.50722945
-5.04552276,1.28508044,0.01524528,0.79842502,0.07137285,0.00020706,0.42276492,0.46980755
-5.03951976,1.17910144,0.01466228,0.73298858,0.06661578,0.00018872,0.38637297,0.43474520
-5.03351676,1.08204982,0.01404607,0.67312205,0.06229147,0.00017186,0.35344264,0.40249593
-5.02751376,0.99477668,0.01340428,0.61936954,0.05844493,0.00015663,0.32417547,0.37344799
-5.02151076,0.91793610,0.01274496,0.57214956,0.05511592,0.00014314,0.29871265,0.34792084
-5.01550775,0.85199151,0.01207646,0.53175810,0.05233941,0.00013145,0.27714064,0.32616325
-5.00950475,0.79722468,0.01140725,0.49837352,0.05014600,0.00012160,0.25949691,0.30835291
-5.00350175,0.75374632,0.01074583,0.47206273,0.04856215,0.00011358,0.24577541,0.29459710
-4.99749875,0.72150775,0.01010053,0.45278831,0.04761013,0.00010737,0.23593146,0.28493459
-4.99149575,0.70031286,0.00947936,0.44041613,0.04730777,0.00010292,0.22988595,0.27933841
-4.98549275,0.68983005,0.00888985,0.43472325,0.04766799,0.00010014,0.22752862,0.27771944
-4.97948974,0.68960401,0.00833891,0.43540595,0.04869805,0.00009894,0.22872062,0.27993069
-4.97348674,0.69906713,0.00783269,0.44208796,0.05039868,0.00009921,0.23329624,0.28577229
-4.96748374,0.71755077,0.00737643,0.45432861,0.05276307,0.00010080,0.24106409,0.29499704
-4.96148074,0.74429658,0.00697442,0.47163137,0.05577582,0.00010357,0.25180791,0.30731654
-4.95547774,0.77846802,0.00662990,0.49345254,0.05941190,0.00010738,0.26528723,0.32240785
-4.94947474,0.81916239,0.00634500,0.51921035,0.06363584,0.00011205,0.28123810,0.33992063
-4.94347174,0.86542366,0.00612075,0.54829448,0.06840096,0.00011742,0.29937415,0.35948461
-4.93746873,0.91625610,0.00595712,0.58007606,0.07364904,0.00012333,0.31938817,0.38071745
-4.93146573,0.97063897,0.00585300,0.61391801,0.07931031,0.00012961,0.34095435,0.40323269
-4.92546273,1.02754189,0.00580632,0.64918567,0.08530381,0.00013610,0.36373135,0.42664764
-4.91945973,1.08594105,0.00581410,0.68525753,0.09153826,0.00014265,0.38736607,0.45059113
-4.91345673,1.14483564,0.00587257,0.72153577,0.09791334,0.00014911,0.41149829,0.47471069
-4.90745373,1.20326427,0.00597725,0.75745624,0.10432148,0.00015536,0.43576599,0.49867914
-4.90145073,1.26032078,0.00612314,0.79249782,0.11065004,0.00016128,0.45981119,0.52220018
-4.89544772,1.31516900,0.00630475,0.82619049,0.11678377,0.00016677,0.48328621,0.54501299
-4.88944472,1.36705594,0.00651628,0.85812212,0.12260766,0.00017174,0.50586007,0.56689546
-4.88344172,1.41532287,0.00675170,0.88794359,0.12800987,0.00017613,0.52722475,0.58766614
-4.87743872,1.45941404,0.00700489,0.91537216,0.13288469,0.00017989,0.54710126,0.60718485
-4.87143572,1.49888264,0.00726970,0.94019298,0.13713551,0.00018298,0.56524507,0.62535195
-4.86543272,1.53339401,0.00754008,0.96225881,0.14067745,0.00018539,0.58145084,0.64210642
-4.85942971,1.56272605,0.00781009,0.98148808,0.14343981,0.00018712,0.59555633,0.65742303
-4.85342671,1.58676692,0.00807404,0.99786151,0.14536798,0.00018817,0.60744514,0.67130867
-4.84742371,1.60551051,0.00832651,1.01141758,0.14642490,0.00018858,0.61704861,0.68379831
-4.84142071,1.61904990,0.00856243,1.02224718,0.14659191,0.00018836,0.62434641,0.69495076
-4.83541771,1.62756927,0.00877707,1.03048776,0.14586905,0.00018756,0.62936624,0.70484452
-4.82941471,1.63133485,0.00896618,1.03631740,0.14427467,0.00018622,0.63218246,0.71357399
-4.82341171,1.63068526,0.00912596,1.03994901,0.14184452,0.00018437,0.63291390,0.72124619
-4.81740870,1.62602175,0.00925315,1.04162492,0.13863031,0.00018207,0.63172082,0.72797808
-4.81140570,1.61779860,0.00934509,1.04161203,0.13469783,0.00017936,0.62880138,0.73389457
-4.80540270,1.60651397,0.00939974,1.04019760,0.13012467,0.00017628,0.62438753,0.73912706
-4.79939970,1.59270137,0.00941579,1.03768556,0.12499776,0.00017288,0.61874066,0.74381246
-4.79339670,1.57692177,0.00939268,1.03439341,0.11941076,0.00016919,0.61214703,0.74809246
-4.78739370,1.55975631,0.00933068,1.03064941,0.11346148,0.00016525,0.60491309,0.75211286
-4.78139070,1.54179945,0.00923095,1.02678997,0.10724931,0.00016112,0.59736088,0.75602270
-4.77538769,1.52365258,0.00909555,1.02315701,0.10087295,0.00015683,0.58982358,0.75997297
-4.76938469,1.50591775,0.00892756,1.02009512,0.09442834,0.00015242,0.58264114,0.76411483
-4.76338169,1.48919159,0.00873102,1.01794847,0.08800693,0.00014796,0.57615630,0.76859707
-4.75737869,1.47405917,0.00851099,1.01705728,0.08169431,0.00014348,0.57071083,0.77356308
-4.75137569,1.46108791,0.00827351,1.01775401,0.07556919,0.00013907,0.56664209,0.77914708
-4.74537269,1.45082164,0.00802558,1.02035922,0.06970277,0.00013477,0.56428000,0.78547012
-4.73936968,1.44377467,0.00777510,1.02517732,0.06415843,0.00013066,0.56394421,0.79263587
-4.73336668,1.44042634,0.00753075,1.03249242,0.05899164,0.00012682,0.56594170,0.80072659
-4.72736368,1.44121597,0.00730190,1.04256430,0.05425020,0.00012333,0.57056449,0.80979967
-4.72136068,1.44653849,0.00709847,1.05562493,0.04997460,0.00012028,0.57808758,0.81988499
-4.71535768,1.45674075,0.00693070,1.07187550,0.04619842,0.00011776,0.58876681,0.83098340
-4.70935468,1.47211860,0.00680902,1.09148409,0.04294888,0.00011585,0.60283668,0.84306657
-4.70335168,1.49291469,0.00674377,1.11458402,0.04024728,0.00011465,0.62050777,0.85607834
-4.69734867,1.51931673,0.00674496,1.14127269,0.03810940,0.00011425,0.64196372,0.86993749
-4.69134567,1.55145606,0.00682201,1.17161084,0.03654577,0.00011471,0.66735758,0.88454192
-4.68534267,1.58940622,0.00698345,1.20562194,0.03556187,0.00011611,0.69680734,0.89977386
-4.67933967,1.63318114,0.00723666,1.24329141,0.03515804,0.00011851,0.73039054,0.91550600
-4.67333667,1.68273266,0.00758753,1.28456550,0.03532942,0.00012195,0.76813812,0.93160781
-4.66733367,1.73794721,0.00804021,1.32934948,0.03606559,0.00012646,0.81002740,0.94795196
-4.66133067,1.79864140,0.00859684,1.37750507,0.03735025,0.00013205,0.85597448,0.96442008
-4.65532766,1.86455677,0.00925728,1.42884715,0.03916079,0.00013870,0.90582647,0.98090761
-4.64932466,1.93535373,0.01001896,1.48313972,0.04146782,0.00014637,0.95935383,0.99732742
-4.64332166,2.01060537,0.01087671,1.54009151,0.04423486,0.00015502,1.01624357,1.01361186
-4.63731866,2.08979153,0.01182265,1.59935171,0.04741805,0.00016454,1.07609377,1.02971321
-4.63131566,2.17229423,0.01284624,1.66050620,0.05096611,0.00017484,1.13841023,1.04560249
-4.62531266,2.25739503,0.01393431,1.72307516,0.05482053,0.00018579,1.20260585,1.06126693
-4.61930965,2.34427552,0.01507127,1.78651256,0.05891601,0.00019722,1.26800335,1.07670611
-4.61330665,2.43202166,0.01623935,1.85020827,0.06318124,0.00020896,1.33384184,1.09192739
-4.60730365,2.51963259,0.01741894,1.91349327,0.06754004,0.00022084,1.39928752,1.10694081
-4.60130065,2.60603464,0.01858910,1.97564841,0.07191280,0.00023264,1.46344863,1.12175411
-4.59529765,2.69010033,0.01972802,2.03591685,0.07621822,0.00024417,1.52539446,1.13636802
-4.58929465,2.77067253,0.02081365,2.09352002,0.08037532,0.00025521,1.58417796,1.15077238
-4.58329165,2.84659277,0.02182433,2.14767680,0.08430568,0.00026556,1.63886132,1.16494329
-4.57728864,2.91673312,0.02273943,2.19762522,0.08793572,0.00027504,1.68854342,1.17884141
-4.57128564,2.98003007,0.02354003,2.24264577,0.09119907,0.00028347,1.73238820,1.19241159
-4.56528264,3.03551896,0.02420949,2.28208531,0.09403877,0.00029071,1.76965242,1.20558366
-4.55927964,3.08236718,0.02473408,2.31538019,0.09640935,0.00029662,1.79971165,1.21827442
-4.55327664,3.11990453,0.02510341,2.34207752,0.09827852,0.00030113,1.82208309,1.23039043
-4.54727364,3.14764881,0.02531080,2.36185326,0.09962855,0.00030419,1.83644400,1.24183154
-4.54127064,3.16532541,0.02535353,2.37452615,0.10045702,0.00030578,1.84264471,1.25249477
-4.53526763,3.17287951,0.02523295,2.38006649,0.10077719,0.00030594,1.84071552,1.26227830
-4.52926463,3.17048031,0.02495442,2.37859939,0.10061767,0.00030472,1.83086698,1.27108536
-4.52326163,3.15851668,0.02452712,2.37040203,0.10002151,0.00030223,1.81348351,1.27882777
-4.51725863,3.13758468,0.02396374,2.35589519,0.09904477,0.00029860,1.78911063,1.28542904
-4.51125563,3.10846723,0.02328000,2.33562927,0.09775449,0.00029401,1.75843634,1.29082687
-4.50525263,3.07210707,0.02249412,2.31026564,0.09622633,0.00028864,1.72226764,1.29497507
-4.49924962,3.02957441,0.02162620,2.28055420,0.09454173,0.00028269,1.68150326,1.29784489
-4.49324662,2.98203062,0.02069748,2.24730819,0.09278492,0.00027636,1.63710396,1.29942576
-4.48724362,2.93068997,0.01972970,2.21137758,0.09103984,0.00026989,1.59006170,1.29972554
-4.48124062,2.87678094,0.01874439,2.17362223,0.08938706,0.00026346,1.54136922,1.29877034
-4.47523762,2.82150893,0.01776218,2.13488592,0.08790088,0.00025727,1.49199113,1.29660391
-4.46923462,2.76602190,0.01680225,2.09597244,0.08664674,0.00025151,1.44283783,1.29328675
-4.46323162,2.71138014,0.01588181,2.05762462,0.08567904,0.00024631,1.39474317,1.28889488
-4.45722861,2.65853130,0.01501568,2.02050688,0.08503941,0.00024180,1.34844648,1.28351838
-4.45122561,2.60829132,0.01421602,1.98519194,0.08475563,0.00023806,1.30457952,1.27725960
-4.44522261,2.56133156,0.01349214,1.95215179,0.08484109,0.00023516,1.26365846,1.27023123
-4.43921961,2.51817227,0.01285045,1.92175309,0.08529488,0.00023310,1.22608078,1.26255404
-4.43321661,2.47918213,0.01229451,1.89425669,0.08610249,0.00023189,1.19212682,1.25435455
-4.42721361,2.44458327,0.01182518,1.86982098,0.08723704,0.00023147,1.16196550,1.24576249
-4.42121061,2.41446114,0.01144085,1.84850866,0.08866098,0.00023178,1.13566347,1.23690816
-4.41520760,2.38877842,0.01113777,1.83029619,0.09032817,0.00023271,1.11319697,1.22791991
-4.40920460,2.36739177,0.01091040,1.81508547,0.09218622,0.00023415,1.09446564,1.21892159
-4.40320160,2.35007073,0.01075177,1.80271688,0.09417896,0.00023598,1.07930744,1.21003027
-4.39719860,2.33651750,0.01065391,1.79298310,0.09624892,0.00023804,1.06751381,1.20135418
-4.39119560,2.32638666,0.01060819,1.78564306,0.09833968,0.00024020,1.05884450,1.19299104
-4.38519260,2.31930407,0.01060573,1.78043531,0.10039801,0.00024231,1.05304134,1.18502670
-4.37918959,2.31488399,0.01063769,1.77709041,0.10237566,0.00024424,1.04984044,1.17753426
-4.37318659,2.31274381,0.01069556,1.77534164,0.10423068,0.00024587,1.04898243,1.17057345
-4.36718359,2.31251591,0.01077134,1.77493394,0.10592841,0.00024707,1.05022050,1.16419046
-4.36118059,2.31385629,0.01085774,1.77563049,0.10744182,0.00024776,1.05332602,1.15841788
-4.35517759,2.31644981,0.01094827,1.77721708,0.10875151,0.00024786,1.05809176,1.15327485
-4.34917459,2.32001201,0.01103725,1.77950391,0.10984513,0.00024731,1.06433275,1.14876724
-4.34317159,2.32428778,0.01111982,1.78232515,0.11071656,0.00024606,1.07188500,1.14488762
-4.33716858,2.32904721,0.01119190,1.78553622,0.11136465,0.00024412,1.08060230,1.14161524
-4.33116558,2.33407899,0.01125010,1.78900922,0.11179188,0.00024146,1.09035147,1.13891554
-4.32516258,2.33918218,0.01129162,1.79262678,0.11200288,0.00023811,1.10100638,1.13673959
-4.31915958,2.34415688,0.01131414,1.79627485,0.11200296,0.00023409,1.11244127,1.13502308
-4.31315658,2.34879458,0.01131572,1.79983489,0.11179684,0.00022945,1.12452372,1.13368518
-4.30715358,2.35286898,0.01129467,1.80317599,0.11138752,0.00022424,1.13710777,1.13262736
