energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.76588294,4.02431202,0.04006988,0.40711028,2.56059942,1.33462703,0.06080481,1.54634304,0.27442129,0.31351868
-5.75987994,4.06222552,0.04233457,0.40957103,2.56634999,1.35383252,0.06192238,1.56384436,0.27921234,0.31178467
-5.75387694,4.08329094,0.04455436,0.41035485,2.56287610,1.36611409,0.06287417,1.57448734,0.28273507,0.30918902
-5.74787394,4.08557615,0.04670441,0.40926016,2.54889024,1.37088588,0.06362673,1.57755068,0.28485469,0.30556593
-5.74187094,4.06767295,0.04875975,0.40613897,2.52342962,1.36775294,0.06415194,1.57251772,0.28547164,0.30078875
-5.73586793,4.02873884,0.05069558,0.40090171,2.48588767,1.35652317,0.06442758,1.55909207,0.28452423,0.29477387
-5.72986493,3.96851626,0.05248753,0.39351957,2.43603039,1.33721169,0.06443776,1.53720463,0.28198983,0.28748256
-5.72386193,3.88732930,0.05411204,0.38402435,2.37399757,1.31003770,0.06417302,1.50701222,0.27788455,0.27892106
-5.71785893,3.78605919,0.05554665,0.37250608,2.30028940,1.27541416,0.06363025,1.46888806,0.27226161,0.26913863
-5.71185593,3.66610081,0.05677041,0.35910833,2.21573995,1.23393128,0.06281239,1.42340528,0.26520838,0.25822419
-5.70585293,3.52930339,0.05776419,0.34402181,2.12147951,1.18633466,0.06172798,1.37131436,0.25684244,0.24630146
-5.69984992,3.37789899,0.05851118,0.32747647,2.01888810,1.13349955,0.06039053,1.31351615,0.24730671,0.23352310
-5.69384692,3.21442311,0.05899726,0.30973266,1.90954303,1.07640249,0.05881782,1.25103195,0.23676417,0.22006418
-5.68784392,3.04163149,0.05921146,0.29107164,1.79516322,1.01609201,0.05703123,1.18497228,0.22539210,0.20611526
-5.68184092,2.86241746,0.05914641,0.27178619,1.67755336,0.95365963,0.05505488,1.11650602,0.21337646,0.19187550
-5.67583792,2.67973341,0.05879870,0.25217136,1.55855021,0.89021262,0.05291502,1.04683122,0.20090637,0.17754608
-5.66983492,2.49651993,0.05816924,0.23251616,1.43997363,0.82684958,0.05063928,0.97714890,0.18816911,0.16332419
-5.66383192,2.31564484,0.05726357,0.21309614,1.32358402,0.76463982,0.04825613,0.90864082,0.17534568,0.14939785
-5.65782891,2.13985425,0.05609204,0.19416737,1.21104762,0.70460709,0.04579435,0.84245165,0.16260711,0.13594164
-5.65182591,1.97173618,0.05466988,0.17596174,1.10391033,0.64771789,0.04328262,0.77967612,0.15011159,0.12311354
-5.64582291,1.81369709,0.05301716,0.15868382,1.00358043,0.59487459,0.04074923,0.72135077,0.13800244,0.11105273
-5.63981991,1.66795049,0.05115864,0.14250920,0.91131971,0.54691278,0.03822184,0.66845025,0.12640686,0.09987847
-5.63381691,1.53651626,0.04912344,0.12758410,0.82824241,0.50460259,0.03572734,0.62188729,0.11543550,0.08968992
-5.62781391,1.42122863,0.04694465,0.11402630,0.75532071,0.46865306,0.03329180,0.58251565,0.10518267,0.08056666
-5.62181091,1.32375074,0.04465876,0.10192702,0.69339533,0.43971866,0.03094041,0.55113495,0.09572707,0.07256995
-5.61580790,1.24559287,0.04230499,0.09135352,0.64318962,0.41840716,0.02869750,0.52849638,0.08713298,0.06574434
-5.60980490,1.18813205,0.03992466,0.08235235,0.60532551,0.40528756,0.02658660,0.51530808,0.07945176,0.06011960
-5.60380190,1.15263029,0.03756034,0.07495272,0.58033952,0.40089732,0.02463047,0.51223933,0.07272341,0.05571274
-5.59779890,1.14024930,0.03525508,0.06916999,0.56869745,0.40574789,0.02285113,0.51992249,0.06697830,0.05252988
-5.59179590,1.15205981,0.03305166,0.06500893,0.57080634,0.42032781,0.02126985,0.53895203,0.06223866,0.05056801
-5.58579290,1.18904399,0.03099176,0.06246669,0.58702270,0.44510274,0.01990720,0.56988015,0.05852010,0.04981643
-5.57978989,1.25209024,0.02911525,0.06153520,0.61765629,0.48051225,0.01878294,0.61320881,0.05583272,0.05025773
-5.57378689,1.34198001,0.02745952,0.06220300,0.66296917,0.52696294,0.01791593,0.66937808,0.05418205,0.05186849
-5.56778389,1.45936696,0.02605884,0.06445648,0.72316982,0.58481832,0.01732399,0.73875126,0.05356969,0.05461954
-5.56178089,1.60474946,0.02494384,0.06828040,0.79840298,0.65438553,0.01702367,0.82159730,0.05399358,0.05847583
-5.55577789,1.77843774,0.02414098,0.07365790,0.88873562,0.73589969,0.01702999,0.91807144,0.05544803,0.06339611
-5.54977489,1.98051770,0.02367216,0.08056985,0.99414012,0.82950656,0.01735606,1.02819494,0.05792350,0.06933237
-5.54377189,2.21081361,0.02355433,0.08899386,1.11447583,0.93524439,0.01801271,1.15183538,0.06140611,0.07622919
-5.53776888,2.46885208,0.02379917,0.09890292,1.24947026,1.05302626,0.01900806,1.28868858,0.06587706,0.08402313
-5.53176588,2.75383014,0.02441280,0.11026382,1.39870137,1.18262374,0.02034695,1.43826358,0.07131188,0.09264230
-5.52576288,3.06458967,0.02539559,0.12303563,1.56158233,1.32365333,0.02203053,1.59987193,0.07767967,0.10200613
-5.51975988,3.39960088,0.02674192,0.13716814,1.73735003,1.47556649,0.02405564,1.77262244,0.08494237,0.11202546
-5.51375688,3.75695669,0.02844010,0.15260066,1.92505855,1.63764453,0.02641439,1.95542220,0.09305415,0.12260307
-5.50775388,4.13437964,0.03047227,0.16926107,2.12357849,1.80899896,0.02909370,2.14698478,0.10196091,0.13363458
-5.50175088,4.52924248,0.03281443,0.18706542,2.33160284,1.98857795,0.03207495,2.34584569,0.11160003,0.14500981
-5.49574787,4.93860264,0.03543657,0.20591795,2.54765968,2.17517930,0.03533378,2.55038520,0.12190035,0.15661448
-5.48974487,5.35925043,0.03830288,0.22571181,2.77013174,2.36746983,0.03883999,2.75885815,0.13278251,0.16833234
-5.48374187,5.78776977,0.04137213,0.24633028,2.99728235,2.56401089,0.04255767,2.96942993,0.14415956,0.18004747
-5.47773887,6.22060976,0.04459822,0.26764860,3.22728710,2.76328942,0.04644555,3.18021742,0.15593790,0.19164672
-5.47173587,6.65416471,0.04793080,0.28953630,3.45827021,2.96375343,0.05045751,3.38933358,0.16801861,0.20302225
-5.46573287,7.08485958,0.05131619,0.31186002,3.68834413,3.16385092,0.05454337,3.59493394,0.18029895,0.21407385
-5.45972986,7.50923767,0.05469833,0.33448657,3.91565100,3.36207049,0.05864989,3.79526308,0.19267428,0.22471110
-5.45372686,7.92404674,0.05801997,0.35728633,4.13840425,3.55698215,0.06272194,3.98869920,0.20504002,0.23485519
-5.44772386,8.32632014,0.06122387,0.38013657,4.35492857,3.74727662,0.06670384,4.17379491,0.21729385,0.24444020
-5.44172086,8.71344922,0.06425419,0.40292486,4.56369678,3.93180125,0.07054086,4.34931240,0.22933790,0.25341395
-5.43571786,9.08324399,0.06705784,0.42555210,4.76336188,4.10959104,0.07418071,4.51425137,0.24108086,0.26173827
-5.42971486,9.43397924,0.06958582,0.44793537,4.95278309,4.27989316,0.07757507,4.66786855,0.25244005,0.26938868
-5.42371186,9.76442394,0.07179450,0.47001020,5.13104484,4.44218388,0.08068104,4.80968787,0.26334311,0.27635356
-5.41770885,10.07385279,0.07364682,0.49173236,5.29746795,4.59617681,0.08346242,4.93950074,0.27372951,0.28263287
-5.41170585,10.36203930,0.07511319,0.51307905,5.45161273,4.74182210,0.08589081,5.05735649,0.28355160,0.28823639
-5.40570285,10.62923066,0.07617233,0.53404941,5.59327400,4.87929641,0.08794643,5.16354329,0.29277519,0.29318183
-5.39969985,10.87610582,0.07681170,0.55466442,5.72246844,5.00898391,0.08961863,5.25856055,0.30137976,0.29749265
-5.39369685,11.10371846,0.07702776,0.57496615,5.83941507,5.13144912,0.09090606,5.34308386,0.30935807,0.30119593
-5.38769385,11.31342766,0.07682589,0.59501644,5.94450977,5.24740262,0.09181648,5.41792417,0.31671543,0.30432030
-5.38169085,11.50681934,0.07622004,0.61489501,6.03829539,5.35766116,0.09236620,5.48398297,0.32346845,0.30689409
-5.37568784,11.68562187,0.07523205,0.63469711,6.12142850,5.46310376,0.09257922,5.54220554,0.32964355,0.30894379
-5.36968484,11.85161964,0.07389085,0.65453079,6.19464470,5.56462575,0.09248609,5.59353413,0.33527512,0.31049280
-5.36368184,12.00656814,0.07223134,0.67451373,6.25872370,5.66309261,0.09212248,5.63886334,0.34040358,0.31156067
-5.35767884,12.15211396,0.07029319,0.69476987,6.31445582,5.75929563,0.09152769,5.67899934,0.34507340,0.31216266
-5.35167584,12.28972279,0.06811954,0.71542570,6.36261099,5.85391115,0.09074293,5.71462481,0.34933113,0.31230976
-5.34567284,12.42061799,0.06575560,0.73660640,6.40391155,5.94746485,0.08980976,5.74627078,0.35322362,0.31200899
-5.33966983,12.54573161,0.06324740,0.75843171,6.43900939,6.04030275,0.08876845,5.77429650,0.35679651,0.31126399
-5.33366683,12.66566919,0.06064043,0.78101170,6.46846822,6.13256946,0.08765655,5.79887796,0.36009294,0.31007591
-5.32766383,12.78068885,0.05797856,0.80444237,6.49275094,6.22419475,0.08650769,5.82000515,0.36315266,0.30844428
-5.32166083,12.89069462,0.05530300,0.82880112,6.51221224,6.31488839,0.08535054,5.83748804,0.36601147,0.30636803
-5.31565783,12.99524329,0.05265146,0.85414221,6.52709594,6.40414327,0.08420813,5.85097046,0.36870095,0.30384647
-5.30965483,13.09356342,0.05005752,0.88049221,6.53753668,6.49124640,0.08309744,5.85995118,0.37124845,0.30088011
-5.30365183,13.18458515,0.04755016,0.90784557,6.54356517,6.57529693,0.08202927,5.86381070,0.37367736,0.29747148
-5.29764882,13.26697851,0.04515348,0.93616046,6.54511622,6.65523036,0.08100839,5.86184255,0.37600733,0.29362559
-5.29164582,13.33919852,0.04288661,0.96535498,6.54203885,6.72984777,0.08003400,5.85328740,0.37825463,0.28935036
-5.28564282,13.39953475,0.04076379,0.99530397,6.53410755,6.79784890,0.07910031,5.83736841,0.38043237,0.28465679
-5.27963982,13.44616358,0.03879451,1.02583660,6.52103419,6.85786776,0.07819735,5.81332629,0.38255057,0.27955898
-5.27363682,13.47720131,0.03698387,1.05673492,6.50247997,6.90850973,0.07731186,5.78045251,0.38461600,0.27407395
-5.26763382,13.49075661,0.03533292,1.08773361,6.47806713,6.94838898,0.07642826,5.73811964,0.38663175,0.26822145
-5.26163082,13.48498138,0.03383916,1.11852112,6.44739022,6.97616522,0.07552958,5.68580755,0.38859656,0.26202356
-5.25562781,13.45811891,0.03249702,1.14874229,6.41002707,6.99057899,0.07459842,5.62312496,0.39050400,0.25550440
-5.24962481,13.40854900,0.03129838,1.17800267,6.36554952,6.99048481,0.07361779,5.54982568,0.39234136,0.24868968
-5.24362181,13.33482979,0.03023311,1.20587451,6.31353432,6.97488161,0.07257186,5.46581960,0.39408866,0.24160639
-5.23761881,13.23573606,0.02928960,1.23190443,6.25357453,6.94294010,0.07144659,5.37117837,0.39571766,0.23428248
-5.23161581,13.11029411,0.02845531,1.25562272,6.18529168,6.89402667,0.07023018,5.26613610,0.39719112,0.22674657
-5.22561281,12.95781325,0.02771724,1.27655409,6.10834917,6.82772364,0.06891352,5.15108570,0.39846245,0.21902779
-5.21960980,12.77791389,0.02706243,1.29422956,6.02246688,6.74384570,0.06749032,5.02657141,0.39947582,0.21115562
-5.21360680,12.57055198,0.02647841,1.30819932,5.92743701,6.64245219,0.06595728,4.89327810,0.40016695,0.20315976
-5.20760380,12.33603962,0.02595362,1.31804598,5.82314097,6.52385526,0.06431408,4.75201826,0.40046452,0.19507012
-5.20160080,12.07506122,0.02547775,1.32339791,5.70956682,6.38862359,0.06256334,4.60371722,0.40029225,0.18691675
-5.19559780,11.78868464,0.02504213,1.32394212,5.58682650,6.23758147,0.06071041,4.44939710,0.39957176,0.17872978
-5.18959480,11.47836638,0.02463992,1.31943621,5.45517214,6.07180318,0.05876327,4.29016014,0.39822583,0.17053939
-5.18359180,11.14595005,0.02426637,1.30971883,5.31501023,5.89260247,0.05673227,4.12717165,0.39618231,0.16237571
-5.17758879,10.79365701,0.02391894,1.29471825,5.16691280,5.70151699,0.05462991,3.96164290,0.39337805,0.15426871
-5.17158579,10.42406864,0.02359732,1.27445860,5.01162430,5.50028779,0.05247058,3.79481402,0.38976306,0.14624806
-5.16558279,10.04009927,0.02330345,1.24906342,4.85006335,5.29083386,0.05027036,3.62793692,0.38530428,0.13834289
-5.15957979,9.64495967,0.02304135,1.21875629,4.68331842,5.07522214,0.04804675,3.46225842,0.37998897,0.13058162
-5.15357679,9.24211092,0.02281693,1.18385850,4.51263700,4.85563318,0.04581842,3.29900329,0.37382739,0.12299161
-5.14757379,8.83520910,0.02263770,1.14478354,4.33940784,4.63432320,0.04360498,3.13935731,0.36685442,0.11559898
-5.14157079,8.42804168,0.02251237,1.10202888,4.16513645,4.41358329,0.04142676,2.98445037,0.35913027,0.10842820
-5.13556778,8.02445689,0.02245039,1.05616490,3.99141428,4.19569645,0.03930450,2.83533961,0.35073984,0.10150192
-5.12956478,7.62828774,0.02246147,1.00782176,3.81988240,3.98289385,0.03725915,2.69299274,0.34179092,0.09484058
-5.12356178,7.24327300,0.02255500,0.95767431,3.65219091,3.77731114,0.03531156,2.55827191,0.33241116,0.08846226
-5.11755878,6.87297734,0.02273947,0.90642591,3.48995539,3.58094618,0.03348220,2.43191829,0.32274396,0.08238243
-5.11155578,6.52071344,0.02302195,0.85479153,3.33471231,3.39561946,0.03179088,2.31453791,0.31294348,0.07661377
-5.10555278,6.18946870,0.02340751,0.80348090,3.18787498,3.22293831,0.03025642,2.20658923,0.30316889,0.07116613
-5.09954977,5.88183908,0.02389878,0.75318227,3.05069205,3.06426604,0.02889638,2.10837297,0.29357839,0.06604639
-5.09354677,5.59997276,0.02449555,0.70454732,2.92421035,2.92069706,0.02772670,2.02002464,0.28432298,0.06125856
-5.08754377,5.34552547,0.02519449,0.65817777,2.80924357,2.79303867,0.02676143,1.94151052,0.27554059,0.05680376
-5.08154077,5.11962938,0.02598897,0.61461401,2.70634844,2.68180023,0.02601242,1.87262734,0.26735069,0.05268038
-5.07553777,4.92287663,0.02686908,0.57432613,2.61580918,2.58718982,0.02548906,1.81300605,0.25984976,0.04888421
-5.06953477,4.75531800,0.02782173,0.53770736,2.53763113,2.50911868,0.02519797,1.76212002,0.25310772,0.04540865
-5.06353177,4.61647680,0.02883092,0.50507012,2.47154377,2.44721305,0.02514284,1.71929752,0.24716567,0.04224492
-5.05752876,4.50537722,0.02987818,0.47664446,2.41701291,2.40083291,0.02532417,1.68373853,0.24203483,0.03938234
-5.05152576,4.42058576,0.03094311,0.45257871,2.37326156,2.36909691,0.02573912,1.65453541,0.23769690,0.03680853
-5.04552276,4.36026419,0.03200402,0.43294216,2.33929850,2.35091253,0.02638140,1.63069701,0.23410559,0.03450973
-5.03951976,4.32223148,0.03303866,0.41772926,2.31395318,2.34501027,0.02724119,1.61117542,0.23118941,0.03247106
-5.03351676,4.30403247,0.03402503,0.40686508,2.29591553,2.34998068,0.02830511,1.59489458,0.22885541,0.03067676
-5.02751376,4.30301031,0.03494218,0.40021163,2.28377887,2.36431278,0.02955625,1.58077965,0.22699367,0.02911045
-5.02151076,4.31638014,0.03577097,0.39757459,2.27608414,2.38643280,0.03097429,1.56778628,0.22548235,0.02775535
-5.01550775,4.34130116,0.03649484,0.39871018,2.27136372,2.41474163,0.03253565,1.55492848,0.22419298,0.02659453
-5.00950475,4.37494494,0.03710046,0.40333194,2.26818304,2.44765029,0.03421375,1.54130422,0.22299577,0.02561105
-5.00350175,4.41455772,0.03757827,0.41111707,2.26517876,2.48361209,0.03597938,1.52611772,0.22176466,0.02478819
-4.99749875,4.45751528,0.03792293,0.42171240,2.26109194,2.52115099,0.03780105,1.50869768,0.22038192,0.02410955
-4.99149575,4.50136911,0.03813355,0.43473988,2.25479560,2.55888562,0.03964559,1.48851075,0.21874210,0.02355922
-4.98549275,4.54388352,0.03821383,0.44980155,2.24531593,2.59554866,0.04147868,1.46516989,0.21675527,0.02312189
-4.97948974,4.58306337,0.03817203,0.46648423,2.23184692,2.63000164,0.04326559,1.43843751,0.21434932,0.02278296
-4.97348674,4.61717291,0.03802074,0.48436399,2.21375845,2.66124529,0.04497188,1.40822329,0.21147148,0.02252863
-4.96748374,4.64474641,0.03777656,0.50301057,2.19059836,2.68842594,0.04656421,1.37457714,0.20808892,0.02234598
-4.96148074,4.66459162,0.03745960,0.52199198,2.16208885,2.71083825,0.04801115,1.33767780,0.20418859,0.02222306
-4.95547774,4.67578711,0.03709286,0.54087937,2.12811820,2.72792509,0.04928403,1.29781764,0.19977632,0.02214895
-4.94947474,4.67767473,0.03670155,0.55925230,2.08872865,2.73927492,0.05035765,1.25538470,0.19487532,0.02211379
-4.94347174,4.66984842,0.03631231,0.57670446,2.04410126,2.74461732,0.05121109,1.21084260,0.18952428,0.02210891
-4.93746873,4.65214014,0.03595234,0.59284985,1.99453884,2.74381711,0.05182822,1.16470950,0.18377503,0.02212676
-4.93146573,4.62460396,0.03564855,0.60732929,1.94044771,2.73686734,0.05219825,1.11753685,0.17769012,0.02216100
-4.92546273,4.58749867,0.03542666,0.61981717,1.88231900,2.72388142,0.05231601,1.06988879,0.17134024,0.02220645
-4.91945973,4.54126932,0.03531033,0.63002807,1.82071027,2.70508447,0.05218209,1.02232295,0.16480173,0.02225909
-4.91345673,4.48652775,0.03532030,0.63772322,1.75622773,2.68080380,0.05180279,0.97537330,0.15815416,0.02231598
-4.90745373,4.42403204,0.03547365,0.64271617,1.68950950,2.65145855,0.05118983,0.92953535,0.15147813,0.02237516
-4.90145073,4.35466482,0.03578306,0.64487768,1.62121014,2.61754819,0.05035989,0.88525412,0.14485329,0.02243552
-4.89544772,4.27941006,0.03625619,0.64413927,1.55198651,2.57963998,0.04933402,0.84291501,0.13835663,0.02249669
-4.88944472,4.19932861,0.03689529,0.64049527,1.48248501,2.53835504,0.04813678,0.80283749,0.13206101,0.02255876
-4.88344172,4.11553212,0.03769679,0.63400319,1.41333019,2.49435340,0.04679537,0.76527162,0.12603397,0.02262216
-4.87743872,4.02915602,0.03865121,0.62478220,1.34511474,2.44831784,0.04533864,0.73039716,0.12033680,0.02268738
-4.87143572,3.94133158,0.03974318,0.61300970,1.27839076,2.40093717,0.04379607,0.69832497,0.11502385,0.02275478
-4.86543272,3.85315823,0.04095168,0.59891607,1.21366240,2.35288903,0.04219678,0.66910044,0.11014201,0.02282434
-4.85942971,3.76567649,0.04225047,0.58277776,1.15137982,2.30482315,0.04056860,0.64270862,0.10573040,0.02289546
-4.85342671,3.67984305,0.04360877,0.56490886,1.09193450,2.25734536,0.03893722,0.61908069,0.10182027,0.02296685
-4.84742371,3.59650867,0.04499206,0.54565162,1.03565599,2.21100337,0.03732555,0.59810147,0.09843497,0.02303632
-4.84142071,3.51640012,0.04636316,0.52536617,0.98281015,2.16627473,0.03575318,0.57961764,0.09559008,0.02310077
-4.83541771,3.44010717,0.04768332,0.50442001,0.93359891,2.12355782,0.03423609,0.56344637,0.09329371,0.02315618
-4.82941471,3.36807514,0.04891354,0.48317750,0.88816145,2.08316610,0.03278652,0.54938415,0.09154677,0.02319766
-4.82341171,3.30060355,0.05001592,0.46198997,0.84657692,2.04532619,0.03141307,0.53721544,0.09034346,0.02321955
-4.81740870,3.23785095,0.05095494,0.44118667,0.80886850,2.01017964,0.03012094,0.52672105,0.08967173,0.02321562
-4.81140570,3.17984561,0.05169881,0.42106703,0.77500858,1.97778842,0.02891237,0.51768586,0.08951387,0.02317930
-4.80540270,3.12650135,0.05222067,0.40189435,0.74492494,1.94814366,0.02778722,0.50990590,0.08984703,0.02310398
-4.79939970,3.07763768,0.05249960,0.38389119,0.71850764,1.92117703,0.02674356,0.50319436,0.09064390,0.02298323
-4.79339670,3.03300276,0.05252146,0.36723642,0.69561623,1.89677420,0.02577846,0.49738654,0.09187330,0.02281118
-4.78739370,2.99229795,0.05227953,0.35206409,0.67608704,1.87478916,0.02488862,0.49234356,0.09350079,0.02258280
-4.78139070,2.95520235,0.05177475,0.33846385,0.65974023,1.85505880,0.02407112,0.48795474,0.09548924,0.02229416
-4.77538769,2.92139571,0.05101582,0.32648288,0.64638626,1.83741656,0.02332405,0.48413855,0.09779945,0.02194266
-4.76938469,2.89057859,0.05001888,0.31612904,0.63583159,1.82170443,0.02264699,0.48084225,0.10039066,0.02152723
-4.76338169,2.86248846,0.04880700,0.30737498,0.62788337,1.80778243,0.02204148,0.47804018,0.10322106,0.02104843
-4.75737869,2.83691088,0.04740936,0.30016308,0.62235305,1.79553520,0.02151123,0.47573079,0.10624825,0.02050850
-4.75137569,2.81368548,0.04586024,0.29441063,0.61905888,1.78487523,0.02106231,0.47393274,0.10942974,0.01991132
-4.74537269,2.79270637,0.04419780,0.29001528,0.61782723,1.77574266,0.02070301,0.47268004,0.11272336,0.01926231
-4.73936968,2.77391750,0.04246283,0.28686040,0.61849296,1.76810189,0.02044372,0.47201668,0.11608771,0.01856827
-4.73336668,2.75730341,0.04069732,0.28482001,0.62089889,1.76193538,0.02029654,0.47199099,0.11948259,0.01783717
-4.72736368,2.74287639,0.03894317,0.28376339,0.62489459,1.75723505,0.02027482,0.47264992,0.12286946,0.01707785
-4.72136068,2.73066104,0.03724085,0.28355888,0.63033471,1.75399224,0.02039255,0.47403373,0.12621188,0.01629976
-4.71535768,2.72067762,0.03562825,0.28407722,0.63707703,1.75218694,0.02066373,0.47617112,0.12947592,0.01551265
-4.70935468,2.71292541,0.03413964,0.28519394,0.64498051,1.75177707,0.02110159,0.47907532,0.13263067,0.01472626
-4.70335168,2.70736733,0.03280489,0.28679123,0.65390338,1.75268886,0.02171790,0.48274115,0.13564860,0.01395003
-4.69734867,2.70391692,0.03164884,0.28875897,0.66370164,1.75480885,0.02252215,0.48714327,0.13850591,0.01319289
-4.69134567,2.70242874,0.03069096,0.29099533,0.67422793,1.75797832,0.02352093,0.49223578,0.14118293,0.01246301
-4.68534267,2.70269274,0.02994521,0.29340672,0.68533093,1.76199057,0.02471724,0.49795305,0.14366428,0.01176768
-4.67933967,2.70443315,0.02942017,0.29590743,0.69685528,1.76659132,0.02611001,0.50421187,0.14593905,0.01111323
-4.67333667,2.70731201,0.02911933,0.29841900,0.70864218,1.77148236,0.02769366,0.51091482,0.14800082,0.01050498
-4.66733367,2.71093721,0.02904159,0.30086943,0.72053052,1.77632835,0.02945791,0.51795456,0.14984766,0.00994725
-4.66133067,2.71487464,0.02918186,0.30319237,0.73235857,1.78076640,0.03138770,0.52521901,0.15148191,0.00944352
-4.65532766,2.71866388,0.02953180,0.30532644,0.74396618,1.78441810,0.03346329,0.53259699,0.15290994,0.00899646
-4.64932466,2.72183653,0.03008061,0.30721470,0.75519741,1.78690331,0.03566065,0.53998417,0.15414184,0.00860818
-4.64332166,2.72393635,0.03081577,0.30880441,0.76590350,1.78785495,0.03795190,0.54728895,0.15519102,0.00828040
