energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-4.85342671,1.21759457,0.36429427,0.39100623,0.00000002,0.13896484,0.37356983,0.10887655,0.00002285,0.70704913
-4.84742371,1.18579918,0.35730247,0.37907550,0.00000002,0.13658210,0.36770682,0.10499171,0.00001689,0.68929791
-4.84142071,1.15580985,0.35079546,0.36779006,0.00000001,0.13438161,0.36218953,0.10130397,0.00001240,0.67255209
-4.83541771,1.12816751,0.34491873,0.35734871,0.00000001,0.13240553,0.35712733,0.09786797,0.00000903,0.65712969
-4.82941471,1.10329984,0.33978417,0.34791111,0.00000001,0.13068562,0.35260094,0.09472844,0.00000654,0.64328072
-4.82341171,1.08151286,0.33546803,0.33959489,0.00000001,0.12924234,0.34866075,0.09191907,0.00000470,0.63118287
-4.81740870,1.06298754,0.33201032,0.33247434,0.00000000,0.12808443,0.34532669,0.08946183,0.00000335,0.62093999
-4.81140570,1.04778105,0.32941546,0.32658065,0.00000000,0.12720914,0.34258931,0.08736683,0.00000238,0.61258333
-4.80540270,1.03583204,0.32765416,0.32190350,0.00000000,0.12660271,0.34041197,0.08563250,0.00000167,0.60607498
-4.79939970,1.02696942,0.32666618,0.31839383,0.00000000,0.12624140,0.33873388,0.08424627,0.00000117,0.60131330
-4.79339670,1.02092384,0.32636383,0.31596756,0.00000000,0.12609262,0.33747371,0.08318546,0.00000081,0.59813981
-4.78739370,1.01734124,0.32663602,0.31451000,0.00000000,0.12611635,0.33653354,0.08241848,0.00000056,0.59634730
-4.78139070,1.01579776,0.32735265,0.31388090,0.00000000,0.12626664,0.33580297,0.08190617,0.00000039,0.59568860
-4.77538769,1.01581545,0.32836917,0.31391974,0.00000000,0.12649319,0.33516316,0.08160326,0.00000027,0.59588578
-4.76938469,1.01687827,0.32953116,0.31445126,0.00000000,0.12674283,0.33449067,0.08145998,0.00000018,0.59663946
-4.76338169,1.01844806,0.33067892,0.31529102,0.00000000,0.12696111,0.33366110,0.08142358,0.00000012,0.59763809
-4.75737869,1.01997999,0.33165188,0.31625091,0.00000000,0.12709366,0.33255233,0.08143993,0.00000009,0.59856686
-4.75137569,1.02093749,0.33229278,0.31714443,0.00000000,0.12708762,0.33104744,0.08145504,0.00000006,0.59911631
-4.74537269,1.02080626,0.33245172,0.31779182,0.00000000,0.12689284,0.32903735,0.08141653,0.00000004,0.59899036
-4.73936968,1.01910733,0.33198986,0.31802475,0.00000000,0.12646311,0.32642308,0.08127494,0.00000003,0.59791385
-4.73336668,1.01540902,0.33078284,0.31769074,0.00000000,0.12575722,0.32311783,0.08098506,0.00000002,0.59563933
-4.72736368,1.00933750,0.32872391,0.31665697,0.00000000,0.12473990,0.31904872,0.08050697,0.00000002,0.59195314
-4.72136068,1.00058600,0.32572656,0.31481367,0.00000000,0.12338275,0.31415839,0.07980700,0.00000001,0.58668062
-4.71535768,0.98892219,0.32172678,0.31207673,0.00000000,0.12166488,0.30840626,0.07885856,0.00000001,0.57969037
-4.70935468,0.97419375,0.31668478,0.30838972,0.00000000,0.11957355,0.30176960,0.07764265,0.00000001,0.57089739
-4.70335168,0.95633179,0.31058601,0.30372496,0.00000000,0.11710451,0.29424426,0.07614828,0.00000001,0.56026499
-4.69734867,0.93535191,0.30344164,0.29808389,0.00000001,0.11426222,0.28584501,0.07437258,0.00000001,0.54780537
-4.69134567,0.91135289,0.29528824,0.29149636,0.00000001,0.11105977,0.27660555,0.07232075,0.00000001,0.53357881
-4.68534267,0.88451277,0.28618670,0.28401913,0.00000001,0.10751860,0.26657793,0.07000571,0.00000001,0.51769136
-4.67933967,0.85508248,0.27622038,0.27573337,0.00000002,0.10366798,0.25583161,0.06744764,0.00000001,0.50029108
-4.67333667,0.82337714,0.26549258,0.26674145,0.00000002,0.09954417,0.24445189,0.06467316,0.00000001,0.48156298
-4.66733367,0.78976521,0.25412330,0.25716288,0.00000003,0.09518939,0.23253791,0.06171453,0.00000001,0.46172263
-4.66133067,0.75465600,0.24224544,0.24712977,0.00000004,0.09065062,0.22020016,0.05860859,0.00000001,0.44100890
-4.65532766,0.71848586,0.23000058,0.23678186,0.00000006,0.08597812,0.20755760,0.05539563,0.00000001,0.41967582
-4.64932466,0.68170378,0.21753456,0.22626135,0.00000008,0.08122399,0.19473448,0.05211832,0.00000001,0.39798418
-4.64332166,0.64475684,0.20499292,0.21570782,0.00000011,0.07644056,0.18185703,0.04882054,0.00000002,0.37619296
