energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.40570285,6.06180378,0.01061230,0.38793635,0.37870034,0.09858085,3.69151880,2.25722106,0.03338179,3.05541778
-5.39969985,6.30837251,0.01064483,0.40739372,0.38575349,0.10529252,3.81270882,2.35428906,0.03368471,3.17495268
-5.39369685,6.54806220,0.01063215,0.42688562,0.39203528,0.11210182,3.93374526,2.44778928,0.03397191,3.28996408
-5.38769385,6.77636384,0.01057440,0.44608401,0.39735500,0.11889337,4.05201703,2.53604863,0.03422599,3.39829902
-5.38169085,6.98897430,0.01047339,0.46466613,0.40153888,0.12555041,4.16493390,2.61751871,0.03443065,3.49790018
-5.37568784,7.18190974,0.01033257,0.48232376,0.40443423,0.13195741,4.26999085,2.69082002,0.03457108,3.58685897
-5.36968484,7.35161875,0.01015693,0.49877282,0.40591318,0.13800284,4.36483388,2.75478530,0.03463433,3.66346854
-5.36368184,7.49509191,0.00995296,0.51376291,0.40587582,0.14358195,4.44732547,2.80850082,0.03460959,3.72627530
-5.35767884,7.60996399,0.00972850,0.52708638,0.40425282,0.14859959,4.51560747,2.85134400,0.03448842,3.77412702
-5.35167584,7.69460470,0.00949262,0.53858645,0.40100745,0.15297290,4.56815915,2.88301577,0.03426500,3.80621617
-5.34567284,7.74819413,0.00925549,0.54816398,0.39613675,0.15663374,4.60384802,2.90356628,0.03393619,3.82211628
-5.33966983,7.77077886,0.00902819,0.55578238,0.38967207,0.15953091,4.62197139,2.91341220,0.03350165,3.82180999
-5.33366683,7.76330539,0.00882260,0.56147043,0.38167877,0.16163178,4.62228642,2.91334443,0.03296385,3.80570701
-5.32766383,7.72762809,0.00865116,0.56532256,0.37225508,0.16292363,4.60502721,2.90452499,0.03232798,3.77465084
-5.32166083,7.66648947,0.00852675,0.56749664,0.36153018,0.16341431,4.57090752,2.88847235,0.03160188,3.72991310
-5.31565783,7.58347182,0.00846240,0.56820895,0.34966144,0.16313229,4.52110841,2.86703484,0.03079581,3.67317512
-5.30965483,7.48292024,0.00847111,0.56772676,0.33683098,0.16212616,4.45725067,2.84235195,0.02992225,3.60649635
-5.30365183,7.36983796,0.00856561,0.56635840,0.32324147,0.16046341,4.38135240,2.81680434,0.02899560,3.53227017
-5.29764882,7.24975659,0.00875800,0.56444145,0.30911144,0.15822871,4.29577287,2.79295331,0.02803182,3.45316780
-5.29164582,7.12858431,0.00905955,0.56232941,0.29467006,0.15552146,4.20314417,2.77347115,0.02704805,3.37207150
-5.28564282,7.01243669,0.00948026,0.56037744,0.28015167,0.15245308,4.10629299,2.76106447,0.02606219,3.29199892
-5.27963982,6.90745511,0.01002860,0.55892784,0.26579011,0.14914365,4.00815497,2.75839247,0.02509246,3.21602053
-5.27363682,6.81961878,0.01071109,0.55829600,0.25181306,0.14571842,3.91168471,2.76798283,0.02415694,3.14717257
-5.26763382,6.75455660,0.01153195,0.55875744,0.23843652,0.14230409,3.81976458,2.79214791,0.02327310,3.08836810
-5.26163082,6.71736521,0.01249277,0.56053662,0.22585965,0.13902496,3.73511548,2.83290405,0.02245736,3.04230888
-5.25562781,6.71243977,0.01359218,0.56379820,0.21426004,0.13599926,3.66021296,2.89189689,0.02172466,3.01140095
-5.24962481,6.74332329,0.01482558,0.56864099,0.20378964,0.13333551,3.59721150,2.97033529,0.02108807,2.99767646
-5.24362181,6.81258015,0.01618495,0.57509519,0.19457129,0.13112937,3.54787982,3.06893648,0.02055846,3.00272463
-5.23761881,6.92169843,0.01765878,0.58312278,0.18669621,0.12946070,3.51354930,3.18788455,0.02014422,3.02763400
-5.23161581,7.07102481,0.01923202,0.59262135,0.18022223,0.12839129,3.49507744,3.32680424,0.01985104,3.07294821
-5.22561281,7.25973470,0.02088628,0.60343092,0.17517301,0.12796307,3.49282743,3.48475108,0.01968180,3.13863708
-5.21960980,7.48583901,0.02260007,0.61534351,0.17153819,0.12819699,3.50666430,3.66021905,0.01963652,3.22408417
-5.21360680,7.74622781,0.02434922,0.62811492,0.16927438,0.12909257,3.53596777,3.85116561,0.01971237,3.32809179
-5.20760380,8.03674973,0.02610746,0.64147801,0.16830716,0.13062815,3.57966085,4.05505403,0.01990387,3.44890371
-5.20160080,8.35232468,0.02784708,0.65515690,0.16853382,0.13276177,3.63625308,4.26891184,0.02020304,3.58424530
-5.19559780,8.68708653,0.02953976,0.66888120,0.16982688,0.13543277,3.70389651,4.48940388,0.02059974,3.73138031
-5.18959480,9.03455099,0.03115747,0.68239947,0.17203828,0.13856389,3.78045221,4.71291784,0.02108206,3.88718276
-5.18359180,9.38780327,0.03267338,0.69549141,0.17500411,0.14206397,3.86356486,4.93565971,0.02163670,4.04822209
-5.17758879,9.73969934,0.03406290,0.70797790,0.17854978,0.14583099,3.95074239,5.15375604,0.02224950,4.21085905
-5.17158579,10.08307406,0.03530460,0.71972872,0.18249543,0.14975547,4.03943812,5.36335982,0.02290593,4.37134921
-5.16558279,10.41094928,0.03638107,0.73066727,0.18666150,0.15372409,4.12713227,5.56075646,0.02359164,4.52595104
-5.15957979,10.71673505,0.03727979,0.74077256,0.19087429,0.15762327,4.21141017,5.74246642,0.02429295,4.67103476
-5.15357679,10.99441732,0.03799368,0.75007823,0.19497132,0.16134284,4.29003474,5.90534107,0.02499740,4.80318834
-5.14757379,11.23872608,0.03852164,0.75866890,0.19880634,0.16477940,4.36101082,6.04664855,0.02569415,4.91931707
-5.14157079,11.44527859,0.03886876,0.76667438,0.20225384,0.16783946,4.42263972,6.16414701,0.02637444,5.01673301
-5.13556778,11.61069330,0.03904637,0.77426201,0.20521292,0.17044216,4.47356232,6.25614266,0.02703186,5.09323132
-5.12956478,11.73267126,0.03907188,0.78162790,0.20761042,0.17252145,4.51278994,6.32153104,0.02766260,5.14715064
-5.12356178,11.81004285,0.03896830,0.78898758,0.20940303,0.17402784,4.53972227,6.35982024,0.02826557,5.17741541
-5.11755878,11.84277897,0.03876364,0.79656667,0.21057861,0.17492940,4.55415236,6.37113553,0.02884246,5.18355882
-5.11155578,11.83196700,0.03849011,0.80459211,0.21115629,0.17521223,4.55625891,6.35620565,0.02939759,5.16572540
-5.10555278,11.77975305,0.03818307,0.81328440,0.21118557,0.17488030,4.54658652,6.31633134,0.02993775,5.12465374
-5.09954977,11.68925310,0.03787999,0.82285097,0.21074441,0.17395464,4.52601503,6.25333758,0.03047189,5.06163990
-5.09354677,11.56443639,0.03761923,0.83348112,0.20993612,0.17247207,4.49571890,6.16951124,0.03101070,4.97848326
-5.08754377,11.40998531,0.03743885,0.84534211,0.20888549,0.17048332,4.45711846,6.06752647,0.03156610,4.87741713
-5.08154077,11.23113666,0.03737539,0.85857665,0.20773393,0.16805086,4.41182437,5.95036028,0.03215070,4.76102684
-5.07553777,11.03350940,0.03746275,0.87330114,0.20663398,0.16524636,4.36157718,5.82120113,0.03277719,4.63215861
-5.06953477,10.82292442,0.03773113,0.88960452,0.20574325,0.16214794,4.30818373,5.68335341,0.03345763,4.49382276
-5.06353177,10.60522183,0.03820615,0.90754734,0.20521811,0.15883732,4.25345238,5.54014068,0.03420286,4.34909478
-5.05752876,10.38608116,0.03890807,0.92716050,0.20520716,0.15539693,4.19912880,5.39481061,0.03502182,4.20101799
-5.05152576,10.17084996,0.03985123,0.94844357,0.20584490,0.15190722,4.14683427,5.25044428,0.03592091,4.05251115
-5.04552276,9.96438561,0.04104372,0.97136225,0.20724578,0.14844399,4.09800837,5.10987247,0.03690351,3.90628414
-5.03951976,9.77091500,0.04248717,0.99584519,0.20949876,0.14507617,4.05385780,4.97560127,0.03796948,3.76476439
-5.03351676,9.59391627,0.04417683,1.02177993,0.21266275,0.14186379,4.01531290,4.84974906,0.03911486,3.63003638
-5.02751376,9.43602601,0.04610179,1.04900852,0.21676308,0.13885645,3.98299356,4.73399661,0.04033161,3.50379564
-5.02151076,9.29897488,0.04824539,1.07732303,0.22178909,0.13609221,3.95718578,4.62955173,0.04160756,3.38731846
-5.01550775,9.18355365,0.05058584,1.10646157,0.22769310,0.13359688,3.93782980,4.53712944,0.04292653,3.28144764
-5.00950475,9.08961098,0.05309689,1.13610533,0.23439080,0.13138385,3.92452078,4.45694817,0.04426854,3.18659413
-5.00350175,9.01608310,0.05574869,1.16587744,0.24176298,0.12945438,3.91652213,4.38874226,0.04561025,3.10275384
-4.99749875,8.96105474,0.05850874,1.19534402,0.24965875,0.12779826,3.91279158,4.33179021,0.04692552,3.02953817
-4.99149575,8.92184943,0.06134280,1.22401806,0.25790008,0.12639497,3.91201930,4.28495782,0.04818612,2.96621685
-4.98549275,8.89514634,0.06421593,1.25136650,0.26628742,0.12521504,3.91267708,4.24675487,0.04936257,2.91177064
-4.97948974,8.87711967,0.06709344,1.27682048,0.27460643,0.12422186,3.91307687,4.21540342,0.05042506,2.86495177
-4.97348674,8.86359576,0.06994180,1.29978893,0.28263527,0.12337351,3.91143673,4.18891522,0.05134440,2.82434928
-4.96748374,8.85022212,0.07272953,1.31967501,0.29015242,0.12262486,3.90595171,4.16517575,0.05209307,2.78845681
-4.96148074,8.83264220,0.07542789,1.33589489,0.29694456,0.12192961,3.89486686,4.14203152,0.05264619,2.75574002
-4.95547774,8.80666905,0.07801151,1.34789824,0.30281420,0.12124235,3.87654943,4.11737764,0.05298244,2.72470103
-4.94947474,8.76845128,0.08045881,1.35518932,0.30758679,0.12052044,3.84955720,4.08924214,0.05308489,2.69393776
-4.94347174,8.71462454,0.08275235,1.35734776,0.31111696,0.11972572,3.81270012,4.05586407,0.05294171,2.66219584
-4.93746873,8.64244279,0.08487884,1.35404798,0.31329358,0.11882599,3.76509244,4.01576204,0.05254672,2.62841155
-4.93146573,8.54988398,0.08682921,1.34507613,0.31404355,0.11779616,3.70619319,3.96779099,0.05189970,2.59174460
-4.92546273,8.43572624,0.08859825,1.33034358,0.31333405,0.11661907,3.63583318,3.91118479,0.05100655,2.55159983
-4.91945973,8.29959180,0.09018438,1.30989625,0.31117318,0.11528598,3.55422736,3.84558329,0.04987926,2.50763767
-4.91345673,8.14195731,0.09158902,1.28391916,0.30760912,0.11379672,3.46197225,3.77104297,0.04853555,2.45977353
-4.90745373,7.96413093,0.09281611,1.25273576,0.30272764,0.11215948,3.36002840,3.68803121,0.04699851,2.40816673
-4.90145073,7.76819768,0.09387137,1.21680212,0.29664841,0.11039035,3.24968907,3.59740452,0.04529589,2.35320022
-4.89544772,7.55693633,0.09476166,1.17669605,0.28951997,0.10851257,3.13253657,3.50037233,0.04345934,2.29545225
-4.88944472,7.33371185,0.09549425,1.13310166,0.28151398,0.10655561,3.01038832,3.39844793,0.04152353,2.23566191
-4.88344172,7.10234876,0.09607618,1.08679002,0.27281870,0.10455406,2.88523510,3.29338914,0.03952518,2.17469024
-4.87743872,6.86699099,0.09651366,1.03859674,0.26363227,0.10254647,2.75917430,3.18713118,0.03750210,2.11347882
-4.87143572,6.63195448,0.09681159,0.98939747,0.25415592,0.10057410,2.63434092,3.08171483,0.03549218,2.05300779
-4.86543272,6.40157853,0.09697315,0.94008235,0.24458751,0.09867975,2.51283923,2.97921278,0.03353246,1.99425501
-4.85942971,6.18008182,0.09699956,0.89153049,0.23511562,0.09690654,2.39667762,2.88165705,0.03165830,1.93815795
-4.85342671,5.97142820,0.09688993,0.84458541,0.22591438,0.09529685,2.28770907,2.79097019,0.02990263,1.88557968
-4.84742371,5.77920703,0.09664131,0.80003243,0.21713925,0.09389134,2.18757919,2.70890263,0.02829527,1.83727993
-4.84142071,5.60653147,0.09624879,0.75857870,0.20892384,0.09272806,2.09768335,2.63697816,0.02686247,1.79389206
-4.83541771,5.45595748,0.09570580,0.72083655,0.20137786,0.09184173,2.01913389,2.57644918,0.02562653,1.75590630
-4.82941471,5.32942508,0.09500448,0.68731054,0.19458606,0.09126305,1.95273810,2.52826259,0.02460559,1.72365940
-4.82341171,5.22822266,0.09413611,0.65838846,0.18860828,0.09101825,1.89898700,2.49303711,0.02381349,1.69733054
-4.81740870,5.15297379,0.09309171,0.63433639,0.18348043,0.09112859,1.85805458,2.47105210,0.02325978,1.67694317
-4.81140570,5.10364575,0.09186251,0.61529763,0.17921618,0.09161009,1.82980695,2.46224755,0.02294985,1.66237215
-4.80540270,5.07957778,0.09044063,0.60129535,0.17580938,0.09247320,1.81382037,2.46623465,0.02288504,1.65335545
-4.79939970,5.07952684,0.08881963,0.59223863,0.17323685,0.09372269,1.80940696,2.48231593,0.02306297,1.64950973
-4.79339670,5.10172826,0.08699507,0.58793133,0.17146153,0.09535745,1.81564691,2.50951383,0.02347774,1.65034878
-4.78739370,5.14396824,0.08496501,0.58808338,0.17043569,0.09737050,1.83142563,2.54660625,0.02412027,1.65530413
-4.78139070,5.20366539,0.08273049,0.59232403,0.17010411,0.09974898,1.85547450,2.59216760,0.02497865,1.66374678
-4.77538769,5.27795806,0.08029582,0.60021641,0.17040718,0.10247431,1.88641388,2.64461385,0.02603846,1.67500954
-4.76938469,5.36379496,0.07766888,0.61127293,0.17128359,0.10552240,1.92279691,2.70224990,0.02728314,1.68840913
-4.76338169,5.45802602,0.07486124,0.62497114,0.17267281,0.10886402,1.96315301,2.76331796,0.02869435,1.70326743
-4.75737869,5.55749140,0.07188819,0.64076949,0.17451710,0.11246535,2.00602995,2.82604537,0.03025238,1.71893160
-4.75137569,5.65910645,0.06876864,0.65812266,0.17676319,0.11628866,2.05003341,2.88869064,0.03193652,1.73479251
-4.74537269,5.75994072,0.06552490,0.67649616,0.17936351,0.12029321,2.09386331,2.94958655,0.03372552,1.75030125
-4.73936968,5.85728973,0.06218238,0.69537989,0.18227707,0.12443632,2.13634612,3.00717944,0.03559805,1.76498365
-4.73336668,5.94873824,0.05876914,0.71430041,0.18547001,0.12867473,2.17646266,3.06006371,0.03753318,1.77845262
-4.72736368,6.03221411,0.05531543,0.73283181,0.18891588,0.13296601,2.21337084,3.10701113,0.03951097,1.79041820
-4.72136068,6.10603213,0.05185313,0.75060494,0.19259569,0.13727028,2.24642305,3.14699433,0.04151300,1.80069549
-4.71535768,6.16892731,0.04841511,0.76731498,0.19649773,0.14155192,2.27517803,3.17920434,0.04352296,1.80921021
-4.70935468,6.22007740,0.04503469,0.78272713,0.20061732,0.14578146,2.29940694,3.20306200,0.04552727,1.81600207
-4.70335168,6.25911443,0.04174494,0.79668048,0.20495636,0.14993733,2.31909381,3.21822321,0.04751567,1.82122573
-4.69734867,6.28612506,0.03857817,0.80908986,0.20952283,0.15400766,2.33443015,3.22457819,0.04948171,1.82514939
-4.69134567,6.30163999,0.03556534,0.81994580,0.21433016,0.15799169,2.34580407,3.22224507,0.05142323,1.82815077
-4.68534267,6.30661216,0.03273556,0.82931235,0.21939646,0.16190107,2.35378397,3.21155789,0.05334275,1.83071042
-4.67933967,6.30238414,0.03011570,0.83732298,0.22474367,0.16576058,2.35909720,3.19304967,0.05524758,1.83340203
-4.67333667,6.29064485,0.02772995,0.84417440,0.23039643,0.16960840,2.36260387,3.16743075,0.05714988,1.83687974
-4.66733367,6.27337595,0.02559957,0.85011848,0.23638090,0.17349573,2.36526660,3.13556313,0.05906647,1.84186207
-4.66133067,6.25278867,0.02374262,0.85545236,0.24272322,0.17748578,2.36811643,3.09843127,0.06101835,1.84911268
-4.65532766,6.23125186,0.02217378,0.86050677,0.24944782,0.18165197,2.37221587,3.05710999,0.06303001,1.85941770
-4.64932466,6.21121243,0.02090419,0.86563305,0.25657553,0.18607540,2.37861978,3.01273023,0.06512851,1.87356009
-4.64332166,6.19510984,0.01994131,0.87118885,0.26412138,0.19084159,2.38833504,2.96644347,0.06734226,1.89229117
