energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.63381691,1.46728102,0.40484846,0.33387037,0.00018959,0.10756351,0.02652564,0.84660844,0.21485644,0.11762404
-5.62781391,1.47085500,0.40094839,0.33843208,0.00022560,0.10965924,0.02740679,0.84431237,0.21553417,0.11888609
-5.62181091,1.47404798,0.39655410,0.34288386,0.00026813,0.11213456,0.02821951,0.84130298,0.21657810,0.12033511
-5.61580790,1.47770937,0.39198123,0.34733880,0.00031792,0.11508062,0.02895212,0.83808733,0.21819237,0.12206881
-5.60980490,1.48270091,0.38756003,0.35191146,0.00037567,0.11858594,0.02959347,0.83518566,0.22058318,0.12418612
-5.60380190,1.48987455,0.38362620,0.35671507,0.00044203,0.12273404,0.03013329,0.83311787,0.22395285,0.12678450
-5.59779890,1.50004972,0.38051120,0.36185860,0.00051759,0.12760118,0.03056262,0.83238949,0.22849352,0.12995714
-5.59179590,1.51399018,0.37853226,0.36744352,0.00060282,0.13325396,0.03087415,0.83347759,0.23438082,0.13379005
-5.58579290,1.53238113,0.37798230,0.37356053,0.00069803,0.13974710,0.03106255,0.83681658,0.24176749,0.13835918
-5.57978989,1.55580673,0.37912025,0.38028596,0.00080338,0.14712125,0.03112473,0.84278452,0.25077723,0.14372759
-5.57378689,1.58472902,0.38216189,0.38767825,0.00091877,0.15540103,0.03105996,0.85169022,0.26149901,0.14994282
-5.56778389,1.61946876,0.38727177,0.39577431,0.00104391,0.16459338,0.03086999,0.86376158,0.27398210,0.15703461
-5.56178089,1.66018916,0.39455645,0.40458619,0.00117819,0.17468619,0.03055892,0.87913571,0.28823197,0.16501301
-5.55577789,1.70688348,0.40405944,0.41409811,0.00132075,0.18564756,0.03013311,0.89785136,0.30420748,0.17386705
-5.54977489,1.75936738,0.41575823,0.42426412,0.00147041,0.19742553,0.02960092,0.91984414,0.32181955,0.18356410
-5.54377189,1.81727691,0.42956350,0.43500666,0.00162568,0.20994858,0.02897237,0.94494507,0.34093146,0.19404999
-5.53776888,1.88007303,0.44532086,0.44621618,0.00178481,0.22312692,0.02825878,0.97288269,0.36136108,0.20524995
-5.53176588,1.94705297,0.46281510,0.45775205,0.00194576,0.23685456,0.02747230,1.00328927,0.38288496,0.21707046
-5.52576288,2.01736884,0.48177692,0.46944491,0.00210626,0.25101225,0.02662553,1.03571085,0.40524453,0.22940201
-5.51975988,2.09005327,0.50189203,0.48110051,0.00226387,0.26547129,0.02573102,1.06962124,0.42815403,0.24212255
-5.51375688,2.16405148,0.52281225,0.49250503,0.00241600,0.28009799,0.02480095,1.10443953,0.45131026,0.25510187
-5.50775388,2.23825887,0.54416828,0.50343169,0.00256003,0.29475883,0.02384672,1.13955056,0.47440358,0.26820635
-5.50175088,2.31156256,0.56558359,0.51364851,0.00269333,0.30932593,0.02287874,1.17432753,0.49713000,0.28130423
-5.49574787,2.38288531,0.58668873,0.52292691,0.00281338,0.32368281,0.02190616,1.20815582,0.51920365,0.29427094
-5.48974487,2.45122952,0.60713558,0.53105061,0.00291781,0.33772998,0.02093682,1.24045677,0.54036923,0.30699432
-5.48374187,2.51571916,0.62661059,0.53782458,0.00300452,0.35139019,0.01997722,1.27071042,0.56041373,0.31937940
-5.47773887,2.57563734,0.64484657,0.54308343,0.00307172,0.36461297,0.01903249,1.29847582,0.57917682,0.33135255
-5.47173587,2.63045733,0.66163226,0.54669872,0.00311801,0.37737817,0.01810659,1.32340787,0.59655944,0.34286461
-5.46573287,2.67986495,0.67681916,0.54858496,0.00314241,0.38969833,0.01720239,1.34526961,0.61252991,0.35389291
-5.45972986,2.72377104,0.69032532,0.54870362,0.00314442,0.40161948,0.01632189,1.36393931,0.62712729,0.36444193
-5.45372686,2.76231277,0.70213572,0.54706517,0.00312401,0.41322043,0.01546642,1.37941178,0.64046157,0.37454251
-5.44772386,2.79584343,0.71229941,0.54372879,0.00308164,0.42461033,0.01463682,1.39179379,0.65271070,0.38424968
-5.44172086,2.82491103,0.72092321,0.53879983,0.00301824,0.43592455,0.01383365,1.40129371,0.66411436,0.39363897
-5.43571786,2.85022647,0.72816272,0.53242504,0.00293519,0.44731911,0.01305733,1.40820599,0.67496477,0.40280166
-5.42971486,2.87262297,0.73421073,0.52478594,0.00283424,0.45896361,0.01230826,1.41289122,0.68559480,0.41183881
-5.42371186,2.89300868,0.73928399,0.51609055,0.00271746,0.47103322,0.01158694,1.41575300,0.69636396,0.42085471
-5.41770885,2.91231513,0.74360887,0.50656406,0.00258720,0.48369990,0.01089397,1.41721276,0.70764289,0.42994987
-5.41170585,2.93144424,0.74740682,0.49643879,0.00244599,0.49712333,0.01023012,1.41768418,0.71979703,0.43921397
-5.40570285,2.95121676,0.75088040,0.48594425,0.00229645,0.51144203,0.00959626,1.41754845,0.73317021,0.44871930
-5.39969985,2.97232514,0.75420066,0.47529756,0.00214121,0.52676503,0.00899336,1.41713194,0.74806906,0.45851476
-5.39369685,2.99529326,0.75749658,0.46469491,0.00198289,0.54316461,0.00842243,1.41668743,0.76474883,0.46862116
-5.38769385,3.02044544,0.76084710,0.45430448,0.00182394,0.56067058,0.00788447,1.41638001,0.78340141,0.47902777
-5.38169085,3.04788638,0.76427628,0.44426118,0.00166666,0.57926629,0.00738042,1.41627833,0.80414606,0.48969056
-5.37568784,3.07749313,0.76775158,0.43466329,0.00151311,0.59888679,0.00691115,1.41635172,0.82702334,0.50053219
-5.36968484,3.10891977,0.77118560,0.42557141,0.00136510,0.61941929,0.00647742,1.41647319,0.85199260,0.51144386
-5.36368184,3.14161440,0.77444103,0.41700943,0.00122412,0.64070601,0.00607991,1.41642812,0.87893300,0.52228892
-5.35767884,3.17484776,0.77733840,0.40896753,0.00109139,0.66254936,0.00571928,1.41592812,0.90764826,0.53290821
-5.35167584,3.20775204,0.77966642,0.40140702,0.00096782,0.68471936,0.00539617,1.41462914,0.93787485,0.54312683
-5.34567284,3.23936796,0.78119414,0.39426651,0.00085403,0.70696309,0.00511138,1.41215299,0.96929323,0.55276217
-5.33966983,3.26869790,0.78168445,0.38746930,0.00075037,0.72901572,0.00486588,1.40811086,1.00154187,0.56163272
-5.33366683,3.29476243,0.78090800,0.38093132,0.00065696,0.75061283,0.00466099,1.40212782,1.03423322,0.56956743
-5.32766383,3.31665754,0.77865713,0.37456926,0.00057370,0.77150344,0.00449845,1.39386687,1.06697116,0.57641514
-5.32166083,3.33360999,0.77475882,0.36830853,0.00050032,0.79146323,0.00438058,1.38305143,1.09936907,0.58205358
-5.31565783,3.34502797,0.76908629,0.36209053,0.00043641,0.81030730,0.00431031,1.36948512,1.13106778,0.58639772
-5.30965483,3.35054484,0.76156853,0.35587890,0.00038148,0.82790200,0.00429133,1.35306797,1.16175257,0.58940686
-5.30365183,3.35005377,0.75219741,0.34966452,0.00033495,0.84417509,0.00432806,1.33380822,1.19116842,0.59109028
-5.29764882,3.34373158,0.74103206,0.34346886,0.00029623,0.85912381,0.00442571,1.31182931,1.21913290,0.59151111
-5.29164582,3.33205055,0.72820028,0.33734576,0.00026469,0.87282026,0.00459019,1.28737161,1.24554583,0.59078805
-5.28564282,3.31577735,0.71389694,0.33138134,0.00023976,0.88541375,0.00482806,1.26078903,1.27039538,0.58909500
-5.27963982,3.29595882,0.69837954,0.32569220,0.00022088,0.89712978,0.00514639,1.23254047,1.29376008,0.58665836
-5.27363682,3.27389496,0.68196090,0.32042194,0.00020754,0.90826553,0.00555252,1.20317664,1.31580643,0.58375198
-5.26763382,3.25109964,0.66499955,0.31573611,0.00019928,0.91918170,0.00605386,1.17332265,1.33678225,0.58069000
-5.26163082,3.22925052,0.64788803,0.31181591,0.00019571,0.93029095,0.00665759,1.14365726,1.35700564,0.57781760
-5.25562781,3.21012972,0.63103962,0.30885074,0.00019650,0.94204316,0.00737033,1.11488943,1.37685010,0.57549997
-5.24962481,3.19555749,0.61487410,0.30703015,0.00020134,0.95490796,0.00819776,1.08773326,1.39672616,0.57410991
-5.24362181,3.18732118,0.59980304,0.30653525,0.00021001,0.96935506,0.00914427,1.06288224,1.41706044,0.57401433
-5.23761881,3.18710253,0.58621521,0.30753015,0.00022227,0.98583327,0.01021256,1.04098381,1.43827286,0.57556034
-5.23161581,3.19640585,0.57446277,0.31015375,0.00023794,1.00474890,0.01140327,1.02261531,1.46075315,0.57906119
-5.22561281,3.21649046,0.56484873,0.31451213,0.00025682,1.02644458,0.01271465,1.00826223,1.48483780,0.58478287
-5.21960980,3.24831007,0.55761614,0.32067207,0.00027872,1.05117935,0.01414225,0.99829961,1.51078852,0.59293172
-5.21360680,3.29246196,0.55293965,0.32865585,0.00030342,1.07911124,0.01567870,0.99297741,1.53877354,0.60364379
-5.20760380,3.34914855,0.55091948,0.33843765,0.00033067,1.11028296,0.01731357,0.99241049,1.56885268,0.61697626
-5.20160080,3.41815326,0.55157835,0.34994175,0.00036018,1.14461176,0.01903334,0.99657351,1.60096721,0.63290155
-5.19559780,3.49883218,0.55486131,0.36304269,0.00039164,1.18188408,0.02082146,1.00530111,1.63493522,0.65130430
-5.18959480,3.59012258,0.56063851,0.37756739,0.00042466,1.22175544,0.02265854,1.01829339,1.67045295,0.67198163
-5.18359180,3.69056810,0.56871081,0.39329917,0.00045882,1.26375589,0.02452267,1.03512635,1.70710233,0.69464668
-5.17758879,3.79836033,0.57881798,0.40998369,0.00049366,1.30730092,0.02638986,1.05526712,1.74436448,0.71893539
-5.17158579,3.91139514,0.59064909,0.42733639,0.00052867,1.35170779,0.02823457,1.07809306,1.78163886,0.74441646
-5.16558279,4.02734176,0.60385467,0.44505133,0.00056334,1.39621646,0.03003039,1.10291420,1.81826713,0.77060406
-5.15957979,4.14372185,0.61806002,0.46281089,0.00059713,1.44001457,0.03175071,1.12899787,1.85356083,0.79697287
-5.15357679,4.25799519,0.63287911,0.48029612,0.00062950,1.48226540,0.03336952,1.15559450,1.88683151,0.82297492
-5.14757379,4.36764850,0.64792851,0.49719702,0.00065994,1.52213756,0.03486215,1.18196353,1.91742187,0.84805742
-5.14157079,4.47028326,0.66284058,0.51322256,0.00068796,1.55883531,0.03620609,1.20739824,1.94473646,0.87168110
-5.13556778,4.56369894,0.67727546,0.52810979,0.00071314,1.59162792,0.03738161,1.23124843,1.96827038,0.89333797
-5.12956478,4.64596784,0.69093129,0.54163172,0.00073510,1.61987707,0.03837247,1.25294006,1.98763461,0.91256808
-5.12356178,4.71549839,0.70355232,0.55360354,0.00075356,1.64306076,0.03916636,1.27199098,2.00257665,0.92897438
-5.11755878,4.77108421,0.71493451,0.56388705,0.00076831,1.66079291,0.03975531,1.28802226,2.01299556,0.94223509
-5.11155578,4.81193703,0.72492859,0.57239292,0.00077924,1.67283764,0.04013588,1.30076470,2.01895057,0.95211319
-5.10555278,4.83770239,0.73344055,0.57908093,0.00078632,1.67911773,0.04030923,1.31006051,2.02066299,0.95846256
-5.09954977,4.84845790,0.74042961,0.58395814,0.00078964,1.67971695,0.04028094,1.31586027,2.01851132,0.96123071
-5.09354677,4.84469477,0.74590410,0.58707510,0.00078935,1.67487611,0.04006078,1.31821565,2.01301986,0.96045794
-5.08754377,4.82728392,0.74991550,0.58852053,0.00078569,1.66498337,0.03966229,1.31726851,2.00484140,0.95627317
-5.08154077,4.79742914,0.75255120,0.58841466,0.00077897,1.65055907,0.03910216,1.31323713,1.99473498,0.94888672
-5.07553777,4.75660970,0.75392647,0.58690179,0.00076953,1.63223607,0.03839965,1.30640063,1.98353962,0.93858040
-5.06953477,4.70651589,0.75417622,0.58414235,0.00075776,1.61073647,0.03757589,1.29708239,1.97214540,0.92569556
-5.06353177,4.64898050,0.75344704,0.58030509,0.00074408,1.58684572,0.03665311,1.28563358,1.96146303,0.91061955
-5.05752876,4.58590972,0.75188999,0.57555972,0.00072887,1.56138540,0.03565394,1.27241763,1.95239327,0.89377135
-5.05152576,4.51921653,0.74965460,0.57007043,0.00071253,1.53518571,0.03460077,1.25779644,1.94579737,0.87558690
-5.04552276,4.45075914,0.74688420,0.56399053,0.00069542,1.50905871,0.03351507,1.24211897,1.94246959,0.85650482
-5.03951976,4.38228700,0.74371294,0.55745851,0.00067784,1.48377344,0.03241693,1.22571251,1.94311263,0.83695296
-5.03351676,4.31539569,0.74026431,0.55059559,0.00066008,1.46003351,0.03132461,1.20887694,1.94831680,0.81733632
-5.02751376,4.25149193,0.73665118,0.54350475,0.00064233,1.43845811,0.03025427,1.19188187,1.95854326,0.79802665
-5.02151076,4.19176893,0.73297712,0.53627113,0.00062475,1.41956653,0.02921974,1.17496640,1.97411169,0.77935392
-5.01550775,4.13719190,0.72933861,0.52896374,0.00060743,1.40376690,0.02823245,1.15834117,1.99519238,0.76159998
-5.00950475,4.08849300,0.72582781,0.52163801,0.00059044,1.39134887,0.02730145,1.14219200,2.02180272,0.74499413
-5.00350175,4.04617460,0.72253549,0.51433910,0.00057376,1.38248038,0.02643349,1.12668465,2.05380779,0.72971094
-4.99749875,4.01051936,0.71955364,0.50710539,0.00055737,1.37720829,0.02563318,1.11196990,2.09092465,0.71586980
-4.99149575,3.98160567,0.71697745,0.49997215,0.00054122,1.37546242,0.02490321,1.09818834,2.13273008,0.70353629
-4.98549275,3.95932681,0.71490629,0.49297469,0.00052522,1.37706283,0.02424453,1.08547433,2.17867112,0.69272498
-4.97948974,3.94341241,0.71344350,0.48615109,0.00050930,1.38172962,0.02365661,1.07395857,2.22807804,0.68340346
-4.97348674,3.93345075,0.71269484,0.47954404,0.00049340,1.38909501,0.02313771,1.06376914,2.28017937,0.67549735
-4.96748374,3.92891102,0.71276566,0.47320187,0.00047744,1.39871698,0.02268502,1.05503060,2.33411842,0.66889597
-4.96148074,3.92916469,0.71375684,0.46717854,0.00046139,1.41009422,0.02229495,1.04786145,2.38897106,0.66345850
-4.95547774,3.93350543,0.71575975,0.46153283,0.00044523,1.42268167,0.02196324,1.04236990,2.44376437,0.65902036
-4.94947474,3.94116743,0.71885054,0.45632658,0.00042897,1.43590648,0.02168517,1.03864843,2.49749578,0.65539969
-4.94347174,3.95134224,0.72308419,0.45162245,0.00041262,1.44918375,0.02145567,1.03676747,2.54915258,0.65240358
-4.93746873,3.96319405,0.72848859,0.44748107,0.00039625,1.46193189,0.02126947,1.03676888,2.59773141,0.64983425
-4.93146573,3.97587403,0.73505935,0.44395816,0.00037993,1.47358715,0.02112121,1.03865958,2.64225745,0.64749467
-4.92546273,3.98853384,0.74275537,0.44110158,0.00036374,1.48361706,0.02100555,1.04240612,2.68180314,0.64519385
-4.91945973,4.00033890,0.75149600,0.43894872,0.00034778,1.49153261,0.02091731,1.04793049,2.71550603,0.64275152
-4.91345673,4.01048143,0.76115961,0.43752441,0.00033216,1.49689875,0.02085153,1.05510784,2.74258548,0.64000232
-4.90745373,4.01819373,0.77158418,0.43683948,0.00031698,1.49934330,0.02080366,1.06376620,2.76235792,0.63679924
-4.90145073,4.02276149,0.78256969,0.43689022,0.00030233,1.49856388,0.02076958,1.07368865,2.77425019,0.63301648
-4.89544772,4.02353726,0.79388254,0.43765865,0.00028830,1.49433287,0.02074579,1.08461781,2.77781088,0.62855160
-4.88944472,4.01995373,0.80526166,0.43911375,0.00027497,1.48650032,0.02072945,1.09626268,2.77271909,0.62332693
-4.88344172,4.01153649,0.81642631,0.44121363,0.00026239,1.47499483,0.02071848,1.10830761,2.75879045,0.61729031
-4.87743872,3.99791586,0.82708501,0.44390847,0.00025061,1.45982229,0.02071157,1.12042296,2.73598030,0.61041517
-4.87143572,3.97883736,0.83694539,0.44714411,0.00023965,1.44106278,0.02070824,1.13227724,2.70438356,0.60269984
-4.86543272,3.95417019,0.84572448,0.45086624,0.00022951,1.41886558,0.02070879,1.14354987,2.66423167,0.59416635
-4.85942971,3.92391337,0.85315886,0.45502475,0.00022019,1.39344255,0.02071427,1.15394429,2.61588619,0.58485861
-4.85342671,3.88819902,0.85901435,0.45957834,0.00021168,1.36506021,0.02072635,1.16320068,2.55982958,0.57484004
-4.84742371,3.84729248,0.86309474,0.46449879,0.00020393,1.33403061,0.02074721,1.17110766,2.49665322,0.56419090
-4.84142071,3.80158909,0.86524908,0.46977496,0.00019693,1.30070146,0.02077936,1.17751253,2.42704300,0.55300515
-4.83541771,3.75160746,0.86537733,0.47541615,0.00019062,1.26544581,0.02082549,1.18232946,2.35176309,0.54138725
-4.82941471,3.69797927,0.86343403,0.48145450,0.00018498,1.22865156,0.02088825,1.18554520,2.27163818,0.52944870
-4.82341171,3.64143579,0.85942986,0.48794654,0.00017996,1.19071128,0.02097005,1.18722212,2.18753493,0.51730469
-4.81740870,3.58279137,0.85343106,0.49497333,0.00017553,1.15201251,0.02107289,1.18749818,2.10034307,0.50507077
-4.81140570,3.52292433,0.84555674,0.50263945,0.00017167,1.11292891,0.02119820,1.18658392,2.01095682,0.49285976
-4.80540270,3.46275568,0.83597419,0.51107049,0.00016836,1.07381253,0.02134669,1.18475635,1.92025712,0.48077899
-4.79939970,3.40322625,0.82489256,0.52040918,0.00016560,1.03498739,0.02151828,1.18235008,1.82909519,0.46892781
-4.79339670,3.34527287,0.81255496,0.53081012,0.00016339,0.99674439,0.02171209,1.17974572,1.73827782,0.45739560
-4.78739370,3.28980417,0.79922972,0.54243326,0.00016176,0.95933788,0.02192638,1.17735620,1.64855479,0.44626023
-4.78139070,3.23767674,0.78520079,0.55543625,0.00016074,0.92298362,0.02215866,1.17561121,1.56060861,0.43558698
-4.77538769,3.18967218,0.77075801,0.56996602,0.00016037,0.88785827,0.02240580,1.17494053,1.47504667,0.42542794
-4.76938469,3.14647585,0.75618755,0.58614969,0.00016072,0.85410029,0.02266414,1.17575676,1.39239607,0.41582191
-4.76338169,3.10865778,0.74176282,0.60408539,0.00016187,0.82181197,0.02292965,1.17843804,1.31310077,0.40679473
-4.75737869,3.07665634,0.72773630,0.62383321,0.00016390,0.79106252,0.02319815,1.18331155,1.23752116,0.39835995
-4.75137569,3.05076527,0.71433256,0.64540679,0.00016692,0.76189199,0.02346547,1.19063828,1.16593580,0.39051983
-4.74537269,3.03112442,0.70174260,0.66876608,0.00017103,0.73431570,0.02372761,1.20059987,1.09854494,0.38326668
-4.73936968,3.01771458,0.69011968,0.69381149,0.00017636,0.70832907,0.02398090,1.21328791,1.03547579,0.37658430
-4.73336668,3.01035689,0.67957683,0.72038008,0.00018302,0.68391250,0.02422211,1.22869632,0.97678889,0.37044958
-4.72736368,3.00871669,0.67018581,0.74824400,0.00019113,0.66103621,0.02444853,1.24671710,0.92248560,0.36483414
-4.72136068,3.01231221,0.66197768,0.77711142,0.00020079,0.63966474,0.02465797,1.26713983,0.87251611,0.35970600
-4.71535768,3.02052790,0.65494470,0.80663031,0.00021212,0.61976110,0.02484878,1.28965489,0.82678784,0.35503120
-4.70935468,3.03263217,0.64904347,0.83639495,0.00022519,0.60129032,0.02501977,1.31386065,0.78517394,0.35077527
-4.70335168,3.04779931,0.64419911,0.86595512,0.00024005,0.58422250,0.02517012,1.33927422,0.74752156,0.34690466
-4.69734867,3.06513499,0.64031023,0.89482785,0.00025673,0.56853510,0.02529930,1.36534558,0.71365978,0.34338793
-4.69134567,3.08370461,0.63725447,0.92251131,0.00027520,0.55421464,0.02540688,1.39147471,0.68340700,0.34019689
-4.68534267,3.10256377,0.63489444,0.94850035,0.00029540,0.54125772,0.02549248,1.41703091,0.65657753,0.33730744
-4.67933967,3.12078969,0.63308369,0.97230315,0.00031723,0.52967144,0.02555560,1.44137386,0.63298749,0.33470031
-4.67333667,3.13751265,0.63167267,0.99345829,0.00034050,0.51947315,0.02559556,1.46387544,0.61245964,0.33236155
-4.66733367,3.15194608,0.63051433,1.01155144,0.00036500,0.51068973,0.02561145,1.48394155,0.59482730,0.33028284
-4.66133067,3.16341414,0.62946930,1.02623107,0.00039043,0.50335621,0.02560211,1.50103302,0.57993718,0.32846159
-4.65532766,3.17137553,0.62841041,1.03722232,0.00041648,0.49751404,0.02556614,1.51468473,0.56765113,0.32690076
-4.64932466,3.17544257,0.62722649,1.04433836,0.00044275,0.49320878,0.02550198,1.52452216,0.55784679,0.32560849
-4.64332166,3.17539430,0.62582529,1.04748882,0.00046882,0.49048743,0.02540803,1.53027465,0.55041720,0.32459747
