energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.83791896,4.56897460,0.00413802,0.62137399,0.73042430,0.88823698,1.50224903,2.01104424,0.01038347,1.18287408
-5.83191596,4.46748785,0.00386058,0.60095937,0.71682357,0.88172959,1.46610761,1.96204885,0.01065627,1.15625527
-5.82591296,4.36192765,0.00360114,0.57977690,0.70253429,0.87395674,1.42810079,1.91161643,0.01089011,1.12954408
-5.81990995,4.25319473,0.00335981,0.55802732,0.68764050,0.86492921,1.38845876,1.86026576,0.01107900,1.10293097
-5.81390695,4.14211580,0.00313612,0.53589944,0.67222378,0.85465909,1.34740804,1.80846670,0.01121765,1.07657792
-5.80790395,4.02945050,0.00292920,0.51356996,0.65636740,0.84316375,1.30517780,1.75663937,0.01130171,1.05062136
-5.80190095,3.91590030,0.00273785,0.49120383,0.64015982,0.83046967,1.26200573,1.70515511,0.01132793,1.02517533
-5.79589795,3.80211769,0.00256065,0.46895502,0.62369740,0.81661569,1.21814271,1.65433852,0.01129426,1.00033439
-5.78989495,3.68871412,0.00239607,0.44696728,0.60708583,0.80165548,1.17385565,1.60447007,0.01120001,0.97617600
-5.78389195,3.57626550,0.00224256,0.42537491,0.59044025,0.78565893,1.12942811,1.55578867,0.01104591,0.95276214
-5.77788894,3.46531444,0.00209864,0.40430310,0.57388389,0.76871232,1.08515843,1.50849387,0.01083406,0.93014009
-5.77188594,3.35636896,0.00196294,0.38386798,0.55754538,0.75091730,1.04135547,1.46274750,0.01056799,0.90834237
-5.76588294,3.24989766,0.00183428,0.36417609,0.54155485,0.73238867,0.99833202,1.41867463,0.01025253,0.88738598
-5.75987994,3.14632204,0.00171167,0.34532345,0.52603910,0.71325107,0.95639645,1.37636389,0.00989369,0.86727114
-5.75387694,3.04600676,0.00159437,0.32739430,0.51111633,0.69363497,0.91584309,1.33586755,0.00949854,0.84797992
-5.74787394,2.94924909,0.00148184,0.31045956,0.49689069,0.67367206,0.87694202,1.29720147,0.00907498,0.82947495
-5.74187094,2.85626879,0.00137376,0.29457515,0.48344719,0.65349049,0.83992903,1.26034548,0.00863158,0.81169861
-5.73586793,2.76719980,0.00127001,0.27978056,0.47084737,0.63321025,0.80499654,1.22524445,0.00817733,0.79457301
-5.72986493,2.68208495,0.00117063,0.26609757,0.45912600,0.61293903,0.77228598,1.19181044,0.00772143,0.77800098
-5.72386193,2.60087464,0.00107580,0.25352950,0.44828931,0.59276886,0.74188249,1.15992623,0.00727307,0.76186819
-5.71785893,2.52343017,0.00098580,0.24206105,0.43831468,0.57277377,0.71381205,1.12945027,0.00684127,0.74604652
-5.71185593,2.44953204,0.00090097,0.23165882,0.42915205,0.55300849,0.68804154,1.10022321,0.00643461,0.73039857
-5.70585293,2.37889304,0.00082171,0.22227252,0.42072687,0.53350851,0.66448160,1.07207568,0.00606118,0.71478315
-5.69984992,2.31117564,0.00074839,0.21383692,0.41294463,0.51429126,0.64299223,1.04483719,0.00572834,0.69906161
-5.69384692,2.24601278,0.00068140,0.20627443,0.40569641,0.49535842,0.62339079,1.01834562,0.00544265,0.68310450
-5.68784392,2.18303073,0.00062109,0.19949814,0.39886539,0.47669907,0.60546195,0.99245687,0.00520981,0.66679828
-5.68184092,2.12187291,0.00056775,0.19341531,0.39233374,0.45829368,0.58896887,0.96705407,0.00503451,0.65005175
-5.67583792,2.06222282,0.00052164,0.18793090,0.38598958,0.44011831,0.57366518,0.94205568,0.00492045,0.63280155
-5.66983492,2.00382483,0.00048295,0.18295117,0.37973344,0.42214904,0.55930682,0.91742211,0.00487023,0.61501672
-5.66383192,1.94650139,0.00045179,0.17838696,0.37348403,0.40436615,0.54566318,0.89316021,0.00488538,0.59670166
-5.65782891,1.89016554,0.00042825,0.17415665,0.36718274,0.38675783,0.53252703,0.86932539,0.00496628,0.57789749
-5.65182591,1.83482792,0.00041232,0.17018848,0.36079682,0.36932315,0.51972250,0.84602101,0.00511217,0.55868167
-5.64582291,1.78059772,0.00040397,0.16642229,0.35432098,0.35207421,0.50711102,0.82339518,0.00532113,0.53916571
-5.63981991,1.72767762,0.00040308,0.16281041,0.34777735,0.33503720,0.49459478,0.80163489,0.00559009,0.51949131
-5.63381691,1.67635302,0.00040950,0.15931798,0.34121380,0.31825246,0.48211772,0.78095784,0.00591481,0.49982484
-5.62781391,1.62697612,0.00042301,0.15592234,0.33470086,0.30177351,0.46966421,0.76160239,0.00628993,0.48035066
-5.62181091,1.57994594,0.00044337,0.15261202,0.32832739,0.28566516,0.45725548,0.74381602,0.00670896,0.46126355
-5.61580790,1.53568550,0.00047024,0.14938500,0.32219520,0.27000082,0.44494433,0.72784315,0.00716441,0.44276055
-5.60980490,1.49461734,0.00050324,0.14624670,0.31641314,0.25485920,0.43280835,0.71391272,0.00764785,0.42503281
-5.60380190,1.45713906,0.00054194,0.14320773,0.31109084,0.24032072,0.42094231,0.70222629,0.00815000,0.40825758
-5.59779890,1.42359993,0.00058583,0.14028148,0.30633246,0.22646365,0.40945004,0.69294728,0.00866092,0.39259107
-5.59179590,1.39428003,0.00063434,0.13748190,0.30223094,0.21336046,0.39843644,0.68619176,0.00917021,0.37816210
-5.58579290,1.36937285,0.00068684,0.13482136,0.29886280,0.20107435,0.38799994,0.68202137,0.00966716,0.36506720
-5.57978989,1.34897216,0.00074263,0.13230895,0.29628392,0.18965629,0.37822583,0.68043849,0.01014106,0.35336697
-5.57378689,1.33306360,0.00080096,0.12994907,0.29452628,0.17914270,0.36918077,0.68138386,0.01058142,0.34308416
-5.56778389,1.32152134,0.00086104,0.12774052,0.29359601,0.16955379,0.36090866,0.68473683,0.01097826,0.33420317
-5.56178089,1.31410956,0.00092202,0.12567602,0.29347249,0.16089265,0.35342798,0.69031779,0.01132237,0.32667118
-5.55577789,1.31048862,0.00098304,0.12374222,0.29410872,0.15314513,0.34673055,0.69789293,0.01160555,0.32040059
-5.54977489,1.31022515,0.00104324,0.12192009,0.29543269,0.14628044,0.34078185,0.70718072,0.01182089,0.31527277
-5.54377189,1.31280571,0.00110176,0.12018564,0.29734979,0.14025239,0.33552251,0.71785989,0.01196296,0.31114276
-5.53776888,1.31765284,0.00115775,0.11851095,0.29974592,0.13500121,0.33087093,0.72957852,0.01202792,0.30784470
-5.53176588,1.32414299,0.00121044,0.11686538,0.30249126,0.13045579,0.32672689,0.74196375,0.01201371,0.30519788
-5.52576288,1.33162534,0.00125911,0.11521692,0.30544451,0.12653625,0.32297573,0.75463168,0.01192003,0.30301291
-5.51975988,1.33944080,0.00130314,0.11353350,0.30845731,0.12315673,0.31949299,0.76719732,0.01174837,0.30109804
-5.51375688,1.34694043,0.00134198,0.11178436,0.31137877,0.12022817,0.31614930,0.77928403,0.01150193,0.29926508
-5.50775388,1.35350285,0.00137523,0.10994127,0.31405998,0.11766109,0.31281526,0.79053241,0.01118547,0.29733513
-5.50175088,1.35855004,0.00140260,0.10797960,0.31635823,0.11536821,0.30936607,0.80060828,0.01080518,0.29514356
-5.49574787,1.36156128,0.00142393,0.10587926,0.31814098,0.11326682,0.30568592,0.80920984,0.01036840,0.29254437
-5.48974487,1.36208491,0.00143922,0.10362536,0.31928943,0.11128082,0.30167189,0.81607373,0.00988340,0.28941376
-5.48374187,1.35974782,0.00144857,0.10120878,0.31970158,0.10934248,0.29723719,0.82098002,0.00935912,0.28565281
-5.47773887,1.35426267,0.00145224,0.09862640,0.31929481,0.10739371,0.29231388,0.82375616,0.00880484,0.28118925
-5.47173587,1.34543250,0.00145059,0.09588121,0.31800779,0.10538704,0.28685479,0.82427979,0.00822992,0.27597842
-5.46573287,1.33315321,0.00144413,0.09298216,0.31580187,0.10328609,0.28083471,0.82248045,0.00764355,0.27000325
-5.45972986,1.31741339,0.00143341,0.08994389,0.31266177,0.10106573,0.27425081,0.81834007,0.00705449,0.26327344
-5.45372686,1.29829201,0.00141911,0.08678621,0.30859566,0.09871184,0.26712233,0.81189239,0.00647088,0.25582388
-5.44772386,1.27595374,0.00140194,0.08353348,0.30363447,0.09622074,0.25948946,0.80322112,0.00590004,0.24771236
-5.44172086,1.25064199,0.00138267,0.08021384,0.29783067,0.09359827,0.25141150,0.79245685,0.00534838,0.23901667
-5.43571786,1.22266996,0.00136206,0.07685831,0.29125631,0.09085869,0.24296446,0.77977275,0.00482130,0.22983119
-5.42971486,1.19240964,0.00134088,0.07349982,0.28400050,0.08802330,0.23423799,0.76537905,0.00432313,0.22026312
-5.42371186,1.16027919,0.00131987,0.07017214,0.27616637,0.08511894,0.22533184,0.74951636,0.00385716,0.21042845
-5.41770885,1.12672875,0.00129972,0.06690881,0.26786754,0.08217633,0.21635207,0.73244793,0.00342567,0.20044784
-5.41170585,1.09222537,0.00128103,0.06374208,0.25922425,0.07922843,0.20740690,0.71445110,0.00302996,0.19044243
-5.40570285,1.05723721,0.00126434,0.06070179,0.25035932,0.07630878,0.19860266,0.69580808,0.00267047,0.18052990
-5.39969985,1.02221774,0.00125005,0.05781447,0.24139403,0.07344986,0.19003974,0.67679647,0.00234688,0.17082076
-5.39369685,0.98759050,0.00123846,0.05510237,0.23244401,0.07068165,0.18180886,0.65767980,0.00205821,0.16141505
-5.38769385,0.95373488,0.00122972,0.05258280,0.22361553,0.06803032,0.17398777,0.63869853,0.00180293,0.15239955
-5.38169085,0.92097370,0.00122386,0.05026752,0.21500210,0.06551712,0.16663849,0.62006189,0.00157911,0.14384558
-5.37568784,0.88956307,0.00122074,0.04816238,0.20668162,0.06315759,0.15980527,0.60194094,0.00138449,0.13580744
-5.36968484,0.85968501,0.00122010,0.04626720,0.19871435,0.06096098,0.15351332,0.58446324,0.00121661,0.12832158
-5.36368184,0.83144319,0.00122156,0.04457583,0.19114148,0.05893005,0.14776832,0.56770943,0.00107290,0.12140642
-5.35767884,0.80486212,0.00122459,0.04307649,0.18398468,0.05706109,0.14255685,0.55171187,0.00095076,0.11506293
-5.35167584,0.77988968,0.00122858,0.04175227,0.17724642,0.05534429,0.13784757,0.53645552,0.00084761,0.10927573
-5.34567284,0.75640309,0.00123284,0.04058188,0.17091117,0.05376436,0.13359317,0.52188094,0.00076097,0.10401487
-5.33966983,0.73421785,0.00123663,0.03954053,0.16494734,0.05230143,0.12973294,0.50788938,0.00068847,0.09923805
-5.33366683,0.71309934,0.00123915,0.03860098,0.15930982,0.05093204,0.12619588,0.49434969,0.00062794,0.09489312
-5.32766383,0.69277644,0.00123965,0.03773459,0.15394316,0.04963040,0.12290416,0.48110658,0.00057736,0.09092093
-5.32166083,0.67295647,0.00123738,0.03691249,0.14878492,0.04836960,0.11977669,0.46798998,0.00053493,0.08725825
-5.31565783,0.65334072,0.00123165,0.03610670,0.14376935,0.04712295,0.11673282,0.45482486,0.00049903,0.08384061
-5.30965483,0.63363977,0.00122188,0.03529111,0.13883091,0.04586522,0.11369574,0.44144106,0.00046826,0.08060506
-5.30365183,0.61358790,0.00120758,0.03444248,0.13390770,0.04457378,0.11059570,0.42768260,0.00044143,0.07749272
-5.29764882,0.59295584,0.00118839,0.03354119,0.12894446,0.04322961,0.10737263,0.41341609,0.00041750,0.07445085
-5.29164582,0.57156135,0.00116410,0.03257185,0.12389510,0.04181818,0.10397836,0.39853760,0.00039566,0.07143468
-5.28564282,0.54927716,0.00113465,0.03152368,0.11872469,0.04033002,0.10037807,0.38297807,0.00037523,0.06840868
-5.27963982,0.52603607,0.00110011,0.03039074,0.11341066,0.03876115,0.09655121,0.36670662,0.00035569,0.06534741
-5.27363682,0.50183302,0.00106072,0.02917191,0.10794348,0.03711328,0.09249171,0.34973204,0.00033666,0.06223588
-5.26763382,0.47672435,0.00101684,0.02787072,0.10232656,0.03539381,0.08820755,0.33210228,0.00031788,0.05906953
-5.26163082,0.45082436,0.00096897,0.02649498,0.09657559,0.03361560,0.08371984,0.31390213,0.00029918,0.05585376
-5.25562781,0.42429955,0.00091768,0.02505629,0.09071729,0.03179663,0.07906143,0.29524935,0.00028049,0.05260320
-5.24962481,0.39736114,0.00086365,0.02356947,0.08478782,0.02995960,0.07427516,0.27628956,0.00026180,0.04934074
-5.24362181,0.37025621,0.00080758,0.02205188,0.07883078,0.02813134,0.06941187,0.25719016,0.00024315,0.04609636
-5.23761881,0.34325826,0.00075023,0.02052277,0.07289508,0.02634235,0.06452838,0.23813382,0.00022463,0.04290594
-5.23161581,0.31665750,0.00069233,0.01900260,0.06703274,0.02462619,0.05968540,0.21931171,0.00020635,0.03981002
-5.22561281,0.29075158,0.00063463,0.01751242,0.06129677,0.02301903,0.05494562,0.20091708,0.00018844,0.03685266
-5.21960980,0.26583710,0.00057779,0.01607332,0.05573917,0.02155925,0.05037194,0.18313921,0.00017104,0.03408043
-5.21360680,0.24220229,0.00052245,0.01470595,0.05040922,0.02028710,0.04602602,0.16615825,0.00015427,0.03154154
-5.20760380,0.22012105,0.00046917,0.01343022,0.04535204,0.01924444,0.04196716,0.15014096,0.00013825,0.02928512
-5.20160080,0.19984853,0.00041840,0.01226497,0.04060754,0.01847460,0.03825145,0.13523742,0.00012308,0.02736077
-5.19559780,0.18161817,0.00037053,0.01122789,0.03620969,0.01802225,0.03493131,0.12157897,0.00010885,0.02581821
-5.18959480,0.16564019,0.00032584,0.01033544,0.03218615,0.01793334,0.03205528,0.10927700,0.00009563,0.02470703
-5.18359180,0.15210130,0.00028453,0.00960290,0.02855821,0.01825502,0.02966810,0.09842277,0.00008345,0.02407668
-5.17758879,0.14116535,0.00024671,0.00904443,0.02534106,0.01903550,0.02781102,0.08908803,0.00007234,0.02397631
-5.17158579,0.13297473,0.00021240,0.00867326,0.02254421,0.02032381,0.02652214,0.08132609,0.00006230,0.02445477
-5.16558279,0.12765201,0.00018157,0.00850180,0.02017213,0.02216952,0.02583697,0.07517351,0.00005332,0.02556045
-5.15957979,0.12530177,0.00015412,0.00854182,0.01822496,0.02462213,0.02578879,0.07065181,0.00004536,0.02734099
-5.15357679,0.12601212,0.00012989,0.00880452,0.01669929,0.02773044,0.02640913,0.06776940,0.00003839,0.02984289
-5.14757379,0.12985575,0.00010869,0.00930065,0.01558891,0.03154158,0.02772793,0.06652325,0.00003235,0.03311083
-5.14157079,0.13689042,0.00009031,0.01004046,0.01488548,0.03609990,0.02977363,0.06690046,0.00002719,0.03718683
-5.13556778,0.14715867,0.00007451,0.01103369,0.01457913,0.04144561,0.03257301,0.06887952,0.00002286,0.04210917
-5.12956478,0.16068680,0.00006104,0.01228935,0.01465898,0.04761328,0.03615073,0.07243123,0.00001931,0.04791104
-5.12356178,0.17748319,0.00004965,0.01381554,0.01511341,0.05463021,0.04052873,0.07751933,0.00001648,0.05461912
-5.11755878,0.19753601,0.00004011,0.01561911,0.01593025,0.06251467,0.04572527,0.08410094,0.00001434,0.06225189
-5.11155578,0.22081061,0.00003219,0.01770528,0.01709691,0.07127424,0.05175389,0.09212674,0.00001286,0.07081795
-5.10555278,0.24724675,0.00002567,0.02007722,0.01860021,0.08090415,0.05862209,0.10154115,0.00001201,0.08031436
-5.09954977,0.27675596,0.00002035,0.02273555,0.02042627,0.09138583,0.06632999,0.11228259,0.00001178,0.09072502
-5.09354677,0.30921930,0.00001605,0.02567791,0.02256025,0.10268569,0.07486887,0.12428377,0.00001219,0.10201927
-5.08754377,0.34448577,0.00001261,0.02889843,0.02498604,0.11475426,0.08421984,0.13747237,0.00001326,0.11415074
-5.08154077,0.38237169,0.00000990,0.03238735,0.02768599,0.12752577,0.09435253,0.15177196,0.00001502,0.12705665
-5.07553777,0.42266105,0.00000779,0.03613063,0.03064057,0.14091817,0.10522404,0.16710330,0.00001752,0.14065742
-5.06953477,0.46510718,0.00000617,0.04010968,0.03382817,0.15483370,0.11677812,0.18338597,0.00002084,0.15485699
-5.06353177,0.50943565,0.00000497,0.04430124,0.03722494,0.16915998,0.12894476,0.20054038,0.00002504,0.16954349
-5.05752876,0.55534844,0.00000412,0.04867732,0.04080469,0.18377172,0.14164013,0.21848998,0.00003024,0.18459072
-5.05152576,0.60252927,0.00000355,0.05320539,0.04453900,0.19853290,0.15476710,0.23716352,0.00003652,0.19986006
-5.04552276,0.65064990,0.00000323,0.05784870,0.04839738,0.21329941,0.16821623,0.25649737,0.00004400,0.21520310
-5.03951976,0.69937723,0.00000313,0.06256678,0.05234761,0.22792220,0.18186727,0.27643758,0.00005279,0.23046471
-5.03351676,0.74838089,0.00000321,0.06731616,0.05635623,0.24225061,0.19559134,0.29694153,0.00006301,0.24548663
-5.02751376,0.79734093,0.00000349,0.07205123,0.06038913,0.25613604,0.20925356,0.31797903,0.00007478,0.26011141
-5.02151076,0.84595538,0.00000394,0.07672527,0.06441233,0.26943562,0.22271618,0.33953274,0.00008819,0.27418662
-5.01550775,0.89394736,0.00000459,0.08129168,0.06839275,0.28201592,0.23584218,0.36159768,0.00010334,0.28756917
-5.00950475,0.94107128,0.00000543,0.08570525,0.07229918,0.29375644,0.24849915,0.38417995,0.00012030,0.30012958
-5.00350175,0.98711809,0.00000651,0.08992352,0.07610322,0.30455285,0.26056343,0.40729447,0.00013915,0.31175611
-4.99749875,1.03191914,0.00000784,0.09390820,0.07978024,0.31431983,0.27192426,0.43096194,0.00015989,0.32235853
-4.99149575,1.07534871,0.00000947,0.09762651,0.08331034,0.32299346,0.28248784,0.45520501,0.00018254,0.33187129
-4.98549275,1.11732492,0.00001146,0.10105250,0.08667915,0.33053292,0.29218113,0.48004398,0.00020708,0.34025622
-4.97948974,1.15780923,0.00001386,0.10416814,0.08987861,0.33692169,0.30095520,0.50549218,0.00023344,0.34750423
-4.97348674,1.19680437,0.00001674,0.10696428,0.09290751,0.34216790,0.30878785,0.53155123,0.00026154,0.35363626
-4.96748374,1.23435092,0.00002020,0.10944130,0.09577184,0.34630415,0.31568553,0.55820672,0.00029126,0.35870320
-4.96148074,1.27052273,0.00002433,0.11160946,0.09848490,0.34938645,0.32168420,0.58542418,0.00032246,0.36278471
-4.95547774,1.30542121,0.00002923,0.11348892,0.10106715,0.35149254,0.32684916,0.61314607,0.00035497,0.36598705
-4.94947474,1.33916884,0.00003504,0.11510932,0.10354571,0.35271957,0.33127370,0.64128962,0.00038862,0.36843985
-4.94347174,1.37190209,0.00004189,0.11650902,0.10595364,0.35318117,0.33507655,0.66974593,0.00042322,0.37029188
-4.93746873,1.40376382,0.00004992,0.11773391,0.10832881,0.35300392,0.33839809,0.69838023,0.00045860,0.37170602
-4.93146573,1.43489558,0.00005930,0.11883582,0.11071258,0.35232351,0.34139553,0.72703347,0.00049457,0.37285346
-4.92546273,1.46542975,0.00007018,0.11987067,0.11314816,0.35128049,0.34423706,0.75552507,0.00053098,0.37390733
-4.91945973,1.49548187,0.00008273,0.12089624,0.11567880,0.35001583,0.34709514,0.78365658,0.00056769,0.37503612
-4.91345673,1.52514320,0.00009712,0.12196978,0.11834575,0.34866641,0.35013933,0.81121628,0.00060460,0.37639689
-4.90745373,1.55447368,0.00011350,0.12314553,0.12118622,0.34736048,0.35352871,0.83798413,0.00064164,0.37812877
-4.90145073,1.58349548,0.00013203,0.12447214,0.12423128,0.34621345,0.35740438,0.86373699,0.00067877,0.38034678
-4.89544772,1.61218721,0.00015282,0.12599024,0.12750381,0.34532384,0.36188223,0.88825374,0.00071598,0.38313640
-4.88944472,1.64047904,0.00017598,0.12773019,0.13101670,0.34476981,0.36704646,0.91131995,0.00075331,0.38654910
-4.88344172,1.66824886,0.00020157,0.12971010,0.13477124,0.34460624,0.37294395,0.93273190,0.00079080,0.39059894
-4.87743872,1.69531974,0.00022961,0.13193434,0.13875586,0.34486248,0.37958000,0.95229988,0.00082851,0.39526050
-4.87143572,1.72145887,0.00026007,0.13439244,0.14294535,0.34554105,0.38691557,0.96985043,0.00086653,0.40046834
-4.86543272,1.74637829,0.00029285,0.13705864,0.14730051,0.34661707,0.39486620,0.98522773,0.00090490,0.40611783
-4.85942971,1.76973754,0.00032782,0.13989202,0.15176843,0.34803883,0.40330273,0.99829419,0.00094367,0.41206771
-4.85342671,1.79114853,0.00036475,0.14283725,0.15628323,0.34972924,0.41205402,1.00893024,0.00098286,0.41814394
-4.84742371,1.81018264,0.00040334,0.14582602,0.16076750,0.35158832,0.42091132,1.01703372,0.00102243,0.42414512
-4.84142071,1.82638032,0.00044326,0.14877902,0.16513425,0.35349663,0.42963456,1.02251910,0.00106232,0.42984896
-4.83541771,1.83926292,0.00048406,0.15160850,0.16928942,0.35531962,0.43795994,1.02531671,0.00110241,0.43501984
-4.82941471,1.84834682,0.00052526,0.15422122,0.17313478,0.35691267,0.44560891,1.02537240,0.00114253,0.43941703
-4.82341171,1.85315937,0.00056632,0.15652182,0.17657124,0.35812679,0.45229789,1.02264772,0.00118248,0.44280330
-4.81740870,1.85325644,0.00060666,0.15841631,0.17950243,0.35881465,0.45774861,1.01712097,0.00122203,0.44495365
-4.81140570,1.84824080,0.00064567,0.15981564,0.18183830,0.35883694,0.46169832,1.00878894,0.00126096,0.44566368
-4.80540270,1.83778081,0.00068271,0.16063917,0.18349875,0.35806854,0.46390982,0.99766968,0.00129906,0.44475739
-4.79939970,1.82162863,0.00071716,0.16081793,0.18441706,0.35640452,0.46418047,0.98380588,0.00133615,0.44209403
-4.79339670,1.79963703,0.00074841,0.16029745,0.18454297,0.35376554,0.46235014,0.96726883,0.00137215,0.43757374
-4.78739370,1.77177409,0.00077588,0.15904009,0.18384525,0.35010250,0.45830757,0.94816262,0.00140709,0.43114171
-4.78139070,1.73813492,0.00079908,0.15702675,0.18231380,0.34540027,0.45199485,0.92662826,0.00144113,0.42279078
-4.77538769,1.69894965,0.00081754,0.15425789,0.17996085,0.33968014,0.44341000,0.90284727,0.00147461,0.41256231
-4.76938469,1.65458709,0.00083091,0.15075386,0.17682161,0.33300111,0.43260738,0.87704439,0.00150807,0.40054528
-4.76338169,1.60555374,0.00083893,0.14655442,0.17295393,0.32545972,0.41969609,0.84948901,0.00154228,0.38687377
-4.75737869,1.55248767,0.00084145,0.14171762,0.16843725,0.31718847,0.40483634,0.82049498,0.00157821,0.37172284
-4.75137569,1.49614755,0.00083841,0.13631796,0.16337078,0.30835287,0.38823410,0.79041856,0.00161710,0.35530307
-4.74537269,1.43739671,0.00082988,0.13044404,0.15787083,0.29914712,0.37013424,0.75965433,0.00166039,0.33785400
-4.73936968,1.37718293,0.00081605,0.12419575,0.15206768,0.28978868,0.35081250,0.72862903,0.00170971,0.31963669
-4.73336668,1.31651439,0.00079720,0.11768106,0.14610180,0.28051169,0.33056672,0.69779334,0.00176687,0.30092585
-4.72736368,1.25643274,0.00077371,0.11101275,0.14011974,0.27155976,0.30970771,0.66761195,0.00183377,0.28200170
-4.72136068,1.19798405,0.00074605,0.10430496,0.13426978,0.26317801,0.28855007,0.63855193,0.00191236,0.26314201
-4.71535768,1.14218884,0.00071475,0.09766993,0.12869750,0.25560501,0.26740348,0.61107015,0.00200458,0.24461462
-4.70935468,1.09001222,0.00068040,0.09121485,0.12354139,0.24906463,0.24656470,0.58559992,0.00211222,0.22667052
-4.70335168,1.04233519,0.00064363,0.08503915,0.11892876,0.24375816,0.22631057,0.56253752,0.00223691,0.20953801
-4.69734867,0.99992818,0.00060510,0.07923208,0.11497186,0.23985709,0.20689221,0.54222920,0.00237994,0.19341782
-4.69134567,0.96342780,0.00056544,0.07387082,0.11176463,0.23749664,0.18853057,0.52495914,0.00254222,0.17847945
-4.68534267,0.93331765,0.00052531,0.06901906,0.10937992,0.23677044,0.17141339,0.51093885,0.00272421,0.16485880
-4.67933967,0.90991380,0.00048531,0.06472617,0.10786742,0.23772647,0.15569353,0.50029870,0.00292578,0.15265697
-4.67333667,0.89335554,0.00044601,0.06102680,0.10725229,0.24036439,0.14148856,0.49308173,0.00314618,0.14194023
-4.66733367,0.88360171,0.00040792,0.05794095,0.10753453,0.24463454,0.12888156,0.48924026,0.00338401,0.13274108
-4.66133067,0.88043262,0.00037152,0.05547460,0.10868914,0.25043850,0.11792286,0.48863538,0.00363716,0.12506026
-4.65532766,0.88345766,0.00033717,0.05362053,0.11066700,0.25763127,0.10863251,0.49103956,0.00390283,0.11886945
-4.64932466,0.89212809,0.00030521,0.05235962,0.11339649,0.26602510,0.10100339,0.49614214,0.00417759,0.11411465
-4.64332166,0.90575477,0.00027589,0.05166221,0.11678577,0.27539468,0.09500447,0.50355779,0.00445736,0.11071984
