energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.71185593,2.04865788,0.00188584,0.10777941,0.43857431,0.25051126,0.04443220,1.03283827,0.54822525,0.60193639
-5.70585293,2.08406563,0.00215824,0.10812833,0.44126280,0.25758223,0.04524075,1.04781608,0.55919975,0.61247330
-5.69984992,2.10990826,0.00245854,0.10790910,0.44179075,0.26384657,0.04583982,1.05756042,0.56775165,0.61994338
-5.69384692,2.12604882,0.00278676,0.10713391,0.44019766,0.26925209,0.04622489,1.06204975,0.57387063,0.62427105
-5.68784392,2.13253360,0.00314228,0.10582881,0.43657926,0.27376279,0.04639455,1.06136385,0.57759602,0.62543259
-5.68184092,2.12958164,0.00352374,0.10403258,0.43108287,0.27735814,0.04635035,1.05567751,0.57901248,0.62345515
-5.67583792,2.11756925,0.00392895,0.10179502,0.42390095,0.28003196,0.04609665,1.04525125,0.57824419,0.61841455
-5.66983492,2.09701017,0.00435489,0.09917494,0.41526323,0.28179085,0.04564045,1.03041975,0.57544787,0.61043194
-5.66383192,2.06853294,0.00479766,0.09623794,0.40542782,0.28265245,0.04499106,1.01157851,0.57080507,0.59966938
-5.65782891,2.03285629,0.00525252,0.09305403,0.39467176,0.28264360,0.04415984,0.98916947,0.56451415,0.58632480
-5.65182591,1.99076396,0.00571391,0.08969522,0.38328131,0.28179849,0.04315990,0.96366625,0.55678235,0.57062628
-5.64582291,1.94308000,0.00617556,0.08623322,0.37154271,0.28015690,0.04200578,0.93555966,0.54781838,0.55282609
-5.63981991,1.89064557,0.00663060,0.08273729,0.35973340,0.27776272,0.04071314,0.90534403,0.53782589,0.53319451
-5.63381691,1.83429790,0.00707172,0.07927238,0.34811427,0.27466263,0.03929843,0.87350484,0.52699795,0.51201368
-5.62781391,1.77485219,0.00749138,0.07589753,0.33692310,0.27090511,0.03777865,0.84050808,0.51551289,0.48957169
-5.62181091,1.71308665,0.00788198,0.07266465,0.32636928,0.26653972,0.03617101,0.80679144,0.50353134,0.46615693
-5.61580790,1.64973089,0.00823608,0.06961765,0.31662995,0.26161664,0.03449275,0.77275759,0.49119472,0.44205293
-5.60980490,1.58545757,0.00854670,0.06679196,0.30784749,0.25618644,0.03276082,0.73876942,0.47862480,0.41753366
-5.60380190,1.52087718,0.00880747,0.06421428,0.30012834,0.25029997,0.03099176,0.70514722,0.46592437,0.39285943
-5.59779890,1.45653540,0.00901289,0.06190280,0.29354299,0.24400837,0.02920147,0.67216760,0.45317875,0.36827344
-5.59179590,1.39291289,0.00915850,0.05986750,0.28812696,0.23736310,0.02740504,0.64006389,0.44045788,0.34399886
-5.58579290,1.33042676,0.00924106,0.05811082,0.28388273,0.23041591,0.02561665,0.60902773,0.42781871,0.32023674
-5.57978989,1.26943353,0.00925865,0.05662837,0.28078230,0.22321877,0.02384941,0.57921173,0.41530785,0.29716435
-5.57378689,1.21023299,0.00921075,0.05540984,0.27877029,0.21582365,0.02211532,0.55073274,0.40296404,0.27493433
-5.56778389,1.15307276,0.00909825,0.05443998,0.27776751,0.20828218,0.02042514,0.52367560,0.39082057,0.25367431
-5.56178089,1.09815318,0.00892343,0.05369957,0.27767482,0.20064518,0.01878842,0.49809730,0.37890729,0.23348719
-5.55577789,1.04563247,0.00868989,0.05316648,0.27837727,0.19296216,0.01721339,0.47403113,0.36725245,0.21445191
-5.54977489,0.99563200,0.00840242,0.05281671,0.27974840,0.18528063,0.01570703,0.45149103,0.35588408,0.19662467
-5.54377189,0.94824174,0.00806683,0.05262539,0.28165474,0.17764557,0.01427502,0.43047582,0.34483128,0.18004063
-5.53776888,0.90352574,0.00768975,0.05256783,0.28396045,0.17009883,0.01292183,0.41097350,0.33412516,0.16471594
-5.53176588,0.86152787,0.00727845,0.05262041,0.28653198,0.16267866,0.01165074,0.39296534,0.32379977,0.15065006
-5.52576288,0.82227764,0.00684056,0.05276158,0.28924287,0.15541945,0.01046390,0.37642992,0.31389291,0.13782829
-5.51975988,0.78579617,0.00638388,0.05297271,0.29197841,0.14835157,0.00936242,0.36134707,0.30444699,0.12622448
-5.51375688,0.75210223,0.00591616,0.05323884,0.29464013,0.14150146,0.00834646,0.34770152,0.29550989,0.11580370
-5.50775388,0.72121815,0.00544487,0.05354945,0.29715004,0.13489194,0.00741532,0.33548625,0.28713580,0.10652500
-5.50175088,0.69317534,0.00497704,0.05389894,0.29945429,0.12854261,0.00656758,0.32470552,0.27938601,0.09834397
-5.49574787,0.66801931,0.00451911,0.05428711,0.30152613,0.12247053,0.00580114,0.31537721,0.27232957,0.09121514
-5.48974487,0.64581362,0.00407679,0.05471933,0.30336804,0.11669089,0.00511339,0.30753461,0.26604368,0.08509414
-5.48374187,0.62664267,0.00365505,0.05520650,0.30501264,0.11121776,0.00450131,0.30122721,0.26061368,0.07993952
-5.47773887,0.61061286,0.00325798,0.05576485,0.30652244,0.10606483,0.00396157,0.29652060,0.25613246,0.07571424
-5.47173587,0.59785192,0.00288888,0.05641534,0.30798815,0.10124598,0.00349061,0.29349525,0.25269934,0.07238672
-5.46573287,0.58850618,0.00255021,0.05718287,0.30952545,0.09677583,0.00308477,0.29224411,0.25041805,0.06993153
-5.45972986,0.58273574,0.00224368,0.05809517,0.31127045,0.09266993,0.00274038,0.29286903,0.24939404,0.06832964
-5.45372686,0.58070765,0.00197031,0.05918144,0.31337367,0.08894490,0.00245380,0.29547612,0.24973100,0.06756831
-5.44772386,0.58258711,0.00173052,0.06047084,0.31599288,0.08561817,0.00222152,0.30017014,0.25152660,0.06764060
-5.44172086,0.58852724,0.00152424,0.06199072,0.31928506,0.08270759,0.00204019,0.30704806,0.25486777,0.06854464
-5.43571786,0.59865784,0.00135098,0.06376484,0.32339772,0.08023082,0.00190672,0.31619228,0.25982554,0.07028258
-5.42971486,0.61307356,0.00120998,0.06581158,0.32846010,0.07820451,0.00181824,0.32766362,0.26644982,0.07285943
-5.42371186,0.63182240,0.00110029,0.06814222,0.33457459,0.07664342,0.00177217,0.34149455,0.27476435,0.07628182
-5.41770885,0.65489503,0.00102083,0.07075938,0.34180895,0.07555947,0.00176623,0.35768314,0.28476208,0.08055666
-5.41170585,0.68221572,0.00097052,0.07365584,0.35018963,0.07496082,0.00179842,0.37618790,0.29640149,0.08568992
-5.40570285,0.71363552,0.00094830,0.07681360,0.35969674,0.07485103,0.00186706,0.39692405,0.30960385,0.09168544
-5.39969985,0.74892806,0.00095322,0.08020342,0.37026091,0.07522837,0.00197072,0.41976141,0.32425195,0.09854386
-5.39369685,0.78778860,0.00098442,0.08378491,0.38176233,0.07608528,0.00210821,0.44452408,0.34019022,0.10626177
-5.38769385,0.82983632,0.00104118,0.08750704,0.39403216,0.07740814,0.00227856,0.47099207,0.35722657,0.11483088
-5.38169085,0.87461987,0.00112289,0.09130918,0.40685624,0.07917713,0.00248098,0.49890486,0.37513580,0.12423745
-5.37568784,0.92162613,0.00122908,0.09512272,0.41998105,0.08136645,0.00271477,0.52796668,0.39366458,0.13446168
-5.36968484,0.97029160,0.00135930,0.09887300,0.43312170,0.08394464,0.00297929,0.55785337,0.41253770,0.14547729
-5.36368184,1.02001594,0.00151317,0.10248168,0.44597158,0.08687517,0.00327390,0.58822043,0.43146556,0.15725102
-5.35767884,1.07017700,0.00169026,0.10586934,0.45821323,0.09011705,0.00359785,0.61871181,0.45015225,0.16974212
-5.35167584,1.12014641,0.00189002,0.10895820,0.46952989,0.09362561,0.00395021,0.64896913,0.46830414,0.18290185
-5.34567284,1.16930519,0.00211179,0.11167490,0.47961728,0.09735324,0.00432981,0.67864069,0.48563834,0.19667277
-5.33966983,1.21705831,0.00235465,0.11395309,0.48819494,0.10125019,0.00473511,0.70738996,0.50189078,0.21098812
-5.33366683,1.26284781,0.00261740,0.11573584,0.49501655,0.10526528,0.00516418,0.73490313,0.51682352,0.22577104
-5.32766383,1.30616365,0.00289851,0.11697761,0.49987896,0.10934654,0.00561457,0.76089529,0.53023085,0.24093395
-5.32166083,1.34655230,0.00319610,0.11764589,0.50262923,0.11344179,0.00608329,0.78511527,0.54194415,0.25637792
-5.31565783,1.38362255,0.00350789,0.11772219,0.50316970,0.11749914,0.00656676,0.80734881,0.55183520,0.27199235
-5.30965483,1.41704883,0.00383122,0.11720253,0.50146057,0.12146754,0.00706080,0.82742027,0.55981794,0.28765501
-5.30365183,1.44657224,0.00416310,0.11609736,0.49752032,0.12529716,0.00756063,0.84519290,0.56584874,0.30323253
-5.29764882,1.47199961,0.00450026,0.11443089,0.49142364,0.12893998,0.00806096,0.86056796,0.56992537,0.31858145
-5.29164582,1.49320122,0.00483926,0.11223995,0.48329748,0.13235036,0.00855600,0.87348297,0.57208472,0.33355007
-5.28564282,1.51010774,0.00517656,0.10957239,0.47331514,0.13548577,0.00903968,0.88390951,0.57239976,0.34798093
-5.27963982,1.52270699,0.00550875,0.10648512,0.46168903,0.13830767,0.00950571,0.89185080,0.57097583,0.36171414
-5.27363682,1.53104098,0.00583267,0.10304191,0.44866239,0.14078259,0.00994786,0.89733940,0.56794667,0.37459142
-5.26763382,1.53520379,0.00614561,0.09931113,0.43450043,0.14288330,0.01036011,0.90043543,0.56347046,0.38646072
-5.26163082,1.53534047,0.00644555,0.09536332,0.41948139,0.14459025,0.01073695,0.90122527,0.55772607,0.39718141
-5.25562781,1.53164705,0.00673135,0.09126897,0.40388784,0.14589293,0.01107358,0.89982093,0.55090967,0.40662963
-5.24962481,1.52437157,0.00700297,0.08709643,0.38799858,0.14679140,0.01136622,0.89636006,0.54323189,0.41470375
-5.24362181,1.51381580,0.00726164,0.08291003,0.37208153,0.14729769,0.01161229,0.89100639,0.53491533,0.42132948
-5.23761881,1.50033720,0.00751006,0.07876855,0.35638767,0.14743696,0.01181070,0.88395037,0.52619267,0.42646445
-5.23161581,1.48435051,0.00775248,0.07472402,0.34114619,0.14724843,0.01196196,0.87540978,0.51730492,0.43010185
-5.22561281,1.46632833,0.00799484,0.07082086,0.32656104,0.14678590,0.01206835,0.86562985,0.50849982,0.43227303
-5.21960980,1.44679996,0.00824469,0.06709539,0.31280854,0.14611770,0.01213399,0.85488261,0.50003018,0.43304865
-5.21360680,1.42634793,0.00851124,0.06357568,0.30003626,0.14532608,0.01216478,0.84346515,0.49215174,0.43253828
-5.20760380,1.40560166,0.00880516,0.06028167,0.28836285,0.14450586,0.01216842,0.83169644,0.48512062,0.43088844
-5.20160080,1.38522792,0.00913837,0.05722563,0.27787865,0.14376247,0.01215415,0.81991263,0.47918992,0.42827895
-5.19559780,1.36591792,0.00952379,0.05441271,0.26864699,0.14320918,0.01213259,0.80846071,0.47460550,0.42491771
-5.18959480,1.34837120,0.00997495,0.05184177,0.26070581,0.14296375,0.01211539,0.79769058,0.47160085,0.42103410
-5.18359180,1.33327651,0.01050550,0.04950625,0.25406966,0.14314447,0.01211487,0.78794568,0.47039113,0.41687125
-5.17758879,1.32129034,0.01112879,0.04739513,0.24873158,0.14386574,0.01214358,0.77955253,0.47116637,0.41267738
-5.17158579,1.31301389,0.01185723,0.04549388,0.24466515,0.14523334,0.01221385,0.77280959,0.47408422,0.40869672
-5.16558279,1.30896937,0.01270177,0.04378542,0.24182622,0.14733968,0.01233729,0.76797577,0.47926243,0.40516030
-5.15957979,1.30957675,0.01367124,0.04225098,0.24015454,0.15025905,0.01252427,0.76525941,0.48677142,0.40227711
-5.15357679,1.31513218,0.01477180,0.04087091,0.23957515,0.15404322,0.01278347,0.76480802,0.49662740,0.40022586
-5.14757379,1.32578918,0.01600638,0.03962540,0.23999961,0.15871767,0.01312142,0.76669958,0.50878642,0.39914798
-5.14157079,1.34154375,0.01737420,0.03849509,0.24132705,0.16427846,0.01354211,0.77093584,0.52313976,0.39914195
-5.13556778,1.36222445,0.01887036,0.03746153,0.24344517,0.17069015,0.01404670,0.77743807,0.53951119,0.40025941
-5.12956478,1.38748826,0.02048558,0.03650757,0.24623132,0.17788479,0.01463323,0.78604573,0.55765627,0.40250317
-5.12356178,1.41682287,0.02220604,0.03561766,0.24955361,0.18576210,0.01529660,0.79651831,0.57726415,0.40582729
-5.11755878,1.44955573,0.02401342,0.03477800,0.25327230,0.19419102,0.01602848,0.80854046,0.59796192,0.41013925
-5.11155578,1.48486988,0.02588507,0.03397666,0.25724145,0.20301251,0.01681746,0.82173033,0.61932158,0.41530424
-5.10555278,1.52182649,0.02779437,0.03320363,0.26131094,0.21204356,0.01764931,0.83565119,0.64086971,0.42115133
-5.09954977,1.55939319,0.02971130,0.03245077,0.26532883,0.22108239,0.01850730,0.84982568,0.66209941,0.42748138
-5.09354677,1.59647772,0.03160311,0.03171178,0.26914418,0.22991461,0.01937265,0.86375259,0.68248436,0.43407641
-5.08754377,1.63196533,0.03343518,0.03098213,0.27261015,0.23831999,0.02022515,0.87692524,0.70149445,0.44071004
-5.08154077,1.66475885,0.03517198,0.03025896,0.27558743,0.24607989,0.02104369,0.88885105,0.71861240,0.44715859
-5.07553777,1.69381966,0.03677814,0.02954100,0.27794783,0.25298464,0.02180700,0.89907128,0.73335083,0.45321238
-5.06953477,1.71820787,0.03821951,0.02882848,0.27957789,0.25884097,0.02249433,0.90718030,0.74526888,0.45868682
-5.06353177,1.73712008,0.03946431,0.02812305,0.28038246,0.26347883,0.02308612,0.91284341,0.75398783,0.46343270
-5.05752876,1.74992297,0.04048412,0.02742767,0.28028784,0.26675751,0.02356470,0.91581246,0.75920500,0.46734536
-5.05152576,1.75618111,0.04125489,0.02674662,0.27924462,0.26857074,0.02391482,0.91593851,0.76070514,0.47037211
-5.04552276,1.75567777,0.04175773,0.02608531,0.27722977,0.26885051,0.02412422,0.91318089,0.75836902,0.47251773
-5.03951976,1.74842764,0.04197960,0.02545027,0.27424801,0.26756948,0.02418401,0.90761217,0.75217852,0.47384762
-5.03351676,1.73468074,0.04191374,0.02484896,0.27033219,0.26474190,0.02408894,0.89941868,0.74221825,0.47448840
-5.02751376,1.71491720,0.04155993,0.02428967,0.26554284,0.26042302,0.02383755,0.88889651,0.72867339,0.47462586
-5.02151076,1.68983310,0.04092446,0.02378129,0.25996652,0.25470692,0.02343217,0.87644295,0.71182397,0.47450025
-5.01550775,1.66031774,0.04001995,0.02333305,0.25371331,0.24772309,0.02287881,0.86254377,0.69203581,0.47439900
-5.00950475,1.62742341,0.03886491,0.02295429,0.24691336,0.23963177,0.02218686,0.84775671,0.66974859,0.47464706
-5.00350175,1.59232876,0.03748311,0.02265408,0.23971260,0.23061833,0.02136877,0.83269185,0.64546155,0.47559527
-4.99749875,1.55629740,0.03590277,0.02244087,0.23226789,0.22088699,0.02043952,0.81798965,0.61971751,0.47760700
-4.99149575,1.52063344,0.03415574,0.02232209,0.22474174,0.21065410,0.01941614,0.80429760,0.59308602,0.48104378
-4.98549275,1.48663579,0.03227640,0.02230375,0.21729684,0.20014142,0.01831711,0.79224631,0.56614618,0.48625028
-4.97948974,1.45555322,0.03030076,0.02239002,0.21009068,0.18956944,0.01716174,0.78242618,0.53947012,0.49353932
-4.97348674,1.42854179,0.02826537,0.02258291,0.20327049,0.17915125,0.01596960,0.77536552,0.51360758,0.50317756
-4.96748374,1.40662656,0.02620641,0.02288193,0.19696862,0.16908700,0.01475996,0.77151100,0.48907227,0.51537229
-4.96148074,1.39066878,0.02415876,0.02328384,0.19129879,0.15955927,0.01355126,0.77121122,0.46633038,0.53026011
-4.95547774,1.38133987,0.02215532,0.02378252,0.18635307,0.15072925,0.01236069,0.77470401,0.44579164,0.54789781
-4.94947474,1.37910284,0.02022626,0.02436892,0.18219988,0.14273404,0.01120381,0.78210792,0.42780292,0.56825586
-4.94347174,1.38420164,0.01839863,0.02503114,0.17888306,0.13568496,0.01009429,0.79341814,0.41264449,0.59121497
-4.93746873,1.39665853,0.01669593,0.02575460,0.17642185,0.12966670,0.00904371,0.80850687,0.40052869,0.61656571
-4.93146573,1.41627910,0.01513793,0.02652238,0.17481185,0.12473749,0.00806150,0.82712811,0.39160076,0.64401130
-4.92546273,1.44266434,0.01374053,0.02731567,0.17402688,0.12092992,0.00715486,0.84892635,0.38594147,0.67317363
-4.91945973,1.47522887,0.01251582,0.02811423,0.17402137,0.11825241,0.00632887,0.87344892,0.38357113,0.70360210
-4.91345673,1.51322424,0.01147216,0.02889704,0.17473342,0.11669113,0.00558660,0.90016115,0.38445440,0.73478505
-4.90745373,1.55576598,0.01061434,0.02964293,0.17608806,0.11621213,0.00492921,0.92846377,0.38850563,0.76616343
-4.90145073,1.60186323,0.00994379,0.03033128,0.17800068,0.11676375,0.00435624,0.95771173,0.39559412,0.79714610
-4.89544772,1.65044941,0.00945880,0.03094266,0.18038039,0.11827887,0.00386574,0.98723368,0.40554907,0.82712616
-4.88944472,1.70041297,0.00915483,0.03145946,0.18313312,0.12067723,0.00345454,1.01635128,0.41816398,0.85549790
-4.88344172,1.75062682,0.00902467,0.03186651,0.18616450,0.12386744,0.00311843,1.04439773,0.43320029,0.88167347
-4.87743872,1.79997583,0.00905875,0.03215153,0.18938211,0.12774893,0.00285245,1.07073483,0.45039023,0.90509900
-4.87143572,1.84738140,0.00924533,0.03230552,0.19269742,0.13221357,0.00265098,1.09476814,0.46943907,0.92526927
-4.86543272,1.89182287,0.00957072,0.03232301,0.19602712,0.13714714,0.00250801,1.11595983,0.49002686,0.94174080
-4.85942971,1.93235538,0.01001950,0.03220225,0.19929409,0.14243070,0.00241726,1.13383896,0.51180993,0.95414273
-4.85342671,1.96812421,0.01057474,0.03194517,0.20242792,0.14794182,0.00237232,1.14800926,0.53442254,0.96218525
-4.84742371,1.99837579,0.01121824,0.03155733,0.20536510,0.15355586,0.00236677,1.15815421,0.55747896,0.96566549
-4.84142071,2.02246569,0.01193073,0.03104766,0.20804916,0.15914721,0.00239432,1.16403977,0.58057632,0.96447066
-4.83541771,2.03986392,0.01269224,0.03042819,0.21043054,0.16459079,0.00244888,1.16551495,0.60329852,0.95857857
-4.82941471,2.05015816,0.01348233,0.02971366,0.21246664,0.16976362,0.00252466,1.16251040,0.62522141,0.94805564
-4.82341171,2.05305527,0.01428047,0.02892109,0.21412184,0.17454668,0.00261626,1.15503548,0.64591931,0.93305259
-4.81740870,2.04838146,0.01506646,0.02806932,0.21536779,0.17882685,0.00271876,1.14317412,0.66497291,0.91379816
-4.81140570,2.03608160,0.01582080,0.02717850,0.21618377,0.18249920,0.00282778,1.12707970,0.68197828,0.89059109
-4.80540270,2.01621770,0.01652516,0.02626961,0.21655731,0.18546926,0.00293961,1.10696928,0.69655689,0.86379086
-4.79939970,1.98896680,0.01716283,0.02536405,0.21648491,0.18765541,0.00305127,1.08311741,0.70836613,0.83380745
-4.79339670,1.95461818,0.01771914,0.02448309,0.21597278,0.18899128,0.00316060,1.05584964,0.71710983,0.80109063
-4.78739370,1.91356974,0.01818191,0.02364756,0.21503762,0.18942783,0.00326636,1.02553589,0.72254844,0.76611897
-4.78139070,1.86632347,0.01854180,0.02287740,0.21370719,0.18893538,0.00336829,0.99258365,0.72450806,0.72938908
-4.77538769,1.81347959,0.01879265,0.02219137,0.21202075,0.18750508,0.00346720,0.95743113,0.72288799,0.69140519
-4.76938469,1.75572930,0.01893171,0.02160673,0.21002896,0.18514996,0.00356501,0.92054026,0.71766625,0.65266945
-4.76338169,1.69384580,0.01895980,0.02113898,0.20779360,0.18190549,0.00366481,0.88238956,0.70890262,0.61367308
-4.75737869,1.62867355,0.01888136,0.02080161,0.20538659,0.17782938,0.00377087,0.84346698,0.69673907,0.57488850
-4.75137569,1.56111576,0.01870444,0.02060597,0.20288868,0.17300082,0.00388863,0.80426253,0.68139735,0.53676253
-4.74537269,1.49212011,0.01844049,0.02056105,0.20038757,0.16751910,0.00402469,0.76526097,0.66317389,0.49971079
-4.73936968,1.42266314,0.01810419,0.02067341,0.19797565,0.16150149,0.00418669,0.72693450,0.64243201,0.46411323
-4.73336668,1.35373341,0.01771303,0.02094707,0.19574745,0.15508071,0.00438329,0.68973579,0.61959204,0.43031077
-4.72736368,1.28631422,0.01728698,0.02138354,0.19379679,0.14840190,0.00462397,0.65409126,0.59511950,0.39860311
-4.72136068,1.22136618,0.01684795,0.02198182,0.19221402,0.14161917,0.00491888,0.62039506,0.56951216,0.36924751
-4.71535768,1.15981035,0.01641927,0.02273851,0.19108326,0.13489205,0.00527866,0.58900380,0.54328634,0.34245854
-4.70935468,1.10251250,0.01602518,0.02364797,0.19047995,0.12838174,0.00571417,0.56023232,0.51696322,0.31840868
-4.70335168,1.05026905,0.01569022,0.02470259,0.19046877,0.12224745,0.00623621,0.53435060,0.49105565,0.29722960
-4.69734867,1.00379521,0.01543872,0.02589305,0.19110210,0.11664288,0.00685528,0.51158196,0.46605601,0.27901418
-4.69134567,0.96371549,0.01529422,0.02720872,0.19241908,0.11171292,0.00758122,0.49210262,0.44242554,0.26381888
-4.68534267,0.93055699,0.01527903,0.02863810,0.19444527,0.10759071,0.00842287,0.47604254,0.42058551,0.25166655
-4.67933967,0.90474543,0.01541375,0.03016924,0.19719301,0.10439513,0.00938780,0.46348762,0.40091036,0.24254946
-4.67333667,0.88660376,0.01571692,0.03179024,0.20066232,0.10222867,0.01048190,0.45448284,0.38372290,0.23643244
-4.66733367,0.87635324,0.01620467,0.03348975,0.20484236,0.10117583,0.01170912,0.44903636,0.36929153,0.23325597
-4.66133067,0.87411649,0.01689046,0.03525740,0.20971318,0.10130191,0.01307117,0.44712416,0.35782931,0.23293921
-4.65532766,0.87992221,0.01778491,0.03708417,0.21524784,0.10265231,0.01456727,0.44869494,0.34949459,0.23538271
-4.64932466,0.89371085,0.01889566,0.03896275,0.22141447,0.10525220,0.01619390,0.45367490,0.34439291,0.24047089
-4.64332166,0.91534090,0.02022728,0.04088769,0.22817838,0.10910658,0.01794473,0.46197221,0.34257984,0.24807406
