energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.87393697,4.42647736,3.43407118,1.77411452,0.00549323,1.48423051,0.12975802,0.03496760,1.29481113
-5.86793397,4.40622899,3.46745924,1.76223489,0.00563797,1.48421173,0.12705229,0.03444102,1.28638900
-5.86193097,4.38079061,3.49290029,1.74824246,0.00580664,1.48131285,0.12411104,0.03390379,1.27771924
-5.85592796,4.35024848,3.51011822,1.73223021,0.00599812,1.47555418,0.12094997,0.03335762,1.26877961
-5.84992496,4.31465789,3.51889044,1.71426593,0.00621090,1.46695124,0.11758653,0.03280347,1.25953166
-5.84392196,4.27404832,3.51905497,1.69439117,0.00644311,1.45551396,0.11404025,0.03224175,1.24992606
-5.83791896,4.22843557,3.51052067,1.67262390,0.00669246,1.44124846,0.11033298,0.03167244,1.23991005
-5.83191596,4.17784044,3.49327993,1.64896454,0.00695628,1.42416110,0.10648920,0.03109534,1.22943653
-5.82591296,4.12231233,3.46742316,1.62340514,0.00723162,1.40426472,0.10253629,0.03051038,1.21847416
-5.81990995,4.06195623,3.43315392,1.59594094,0.00751523,1.38158647,0.09850466,0.02991786,1.20701776
-5.81390695,3.99696083,3.39080341,1.56658345,0.00780374,1.35617662,0.09442782,0.02931877,1.19509829
-5.80790395,3.92762539,3.34084290,1.53537402,0.00809372,1.32811772,0.09034225,0.02871507,1.18279151
-5.80190095,3.85438306,3.28389259,1.50239683,0.00838180,1.29753320,0.08628724,0.02810987,1.17022455
-5.79589795,3.77781839,3.22072568,1.46779012,0.00866478,1.26459468,0.08230442,0.02750766,1.15757984
-5.78989495,3.69867702,3.15226658,1.43175483,0.00893976,1.22952736,0.07843725,0.02691434,1.14509569
-5.78389195,3.61786607,3.07958217,1.39455967,0.00920424,1.19261274,0.07473030,0.02633728,1.13306321
-5.77788894,3.53644430,3.00386608,1.35654197,0.00945615,1.15418838,0.07122845,0.02578518,1.12181957
-5.77188594,3.45560168,2.92641562,1.31810416,0.00969393,1.11464436,0.06797594,0.02526796,1.11173743
-5.76588294,3.37662884,2.84860201,1.27970558,0.00991654,1.07441649,0.06501538,0.02479644,1.10321112
-5.75987994,3.30087729,2.77183478,1.24185002,0.01012346,1.03397639,0.06238671,0.02438202,1.09663995
-5.75387694,3.22971222,2.69752151,1.20506946,0.01031462,0.99381891,0.06012614,0.02403624,1.09240949
-5.74787394,3.16446010,2.62702472,1.16990477,0.01049034,0.95444736,0.05826516,0.02377035,1.09087164
-5.74187094,3.10635353,2.56161768,1.13688440,0.01065123,0.91635739,0.05682957,0.02359477,1.09232472
-5.73586793,3.05647641,2.50244122,1.10650214,0.01079809,0.88002026,0.05583864,0.02351861,1.09699441
-5.72986493,3.01571225,2.45046358,1.07919520,0.01093175,0.84586637,0.05530439,0.02354918,1.10501679
-5.72386193,2.98469862,2.40644542,1.05532376,0.01105298,0.81426995,0.05523105,0.02369154,1.11642452
-5.71785893,2.96379029,2.37091168,1.03515320,0.01116236,0.78553566,0.05561467,0.02394811,1.13113687
-5.71185593,2.95303336,2.34413193,1.01883991,0.01126015,0.75988792,0.05644301,0.02431841,1.14895456
-5.70585293,2.95215210,2.32611031,1.00642161,0.01134626,0.73746332,0.05769553,0.02479882,1.16955974
-5.69984992,2.96054956,2.31658584,0.99781271,0.01142017,0.71830681,0.05934377,0.02538257,1.19252141
-5.69384692,2.97732245,2.31504338,0.99280493,0.01148093,0.70237163,0.06135186,0.02605975,1.21730625
-5.68784392,3.00128993,2.32073497,0.99107351,0.01152717,0.68952310,0.06367731,0.02681758,1.24329462
-5.68184092,3.03103538,2.33271091,0.99218838,0.01155717,0.67954611,0.06627205,0.02764069,1.26980110
-5.67583792,3.06495946,2.34985945,0.99563022,0.01156895,0.67215597,0.06908364,0.02851162,1.29609884
-5.66983492,3.10134240,2.37095343,1.00081035,0.01156039,0.66701197,0.07205673,0.02941137,1.32144672
-5.66383192,3.13841274,2.39470218,1.00709377,0.01152938,0.66373329,0.07513461,0.03032009,1.34511826
-5.65782891,3.17441967,2.41980644,1.01382426,0.01147396,0.66191615,0.07826096,0.03121781,1.36643084
-5.65182591,3.20770573,2.44501401,1.02035032,0.01139252,0.66115184,0.08138155,0.03208520,1.38477429
-5.64582291,3.23677680,2.46917400,1.02605095,0.01128394,0.66104441,0.08444605,0.03290440,1.39963737
-5.63981991,3.26036624,2.49128712,1.03036007,0.01114771,0.66122760,0.08740971,0.03365970,1.41063099
-5.63381691,3.27749043,2.51055008,1.03278845,0.01098413,0.66137996,0.09023495,0.03433832,1.41750738
-5.62781391,3.28749326,2.52639207,1.03294249,0.01079434,0.66123779,0.09289275,0.03493094,1.42017404
-5.62181091,3.29007770,2.53850178,1.03053878,0.01058043,0.66060522,0.09536373,0.03543224,1.41870212
-5.61580790,3.28532299,2.54684363,1.02541420,0.01034546,0.65936107,0.09763901,0.03584122,1.41332868
-5.60980490,3.27368690,2.55166250,1.01753102,0.01009348,0.65746230,0.09972059,0.03616140,1.40445282
-5.60380190,3.25599272,2.55347655,1.00697702,0.00982945,0.65494398,0.10162140,0.03640080,1.39262567
-5.59779890,3.23340181,2.55305830,0.99396065,0.00955922,0.65191573,0.10336489,0.03657181,1.37853477
-5.59179590,3.20737266,2.55140465,0.97880168,0.00928939,0.64855505,0.10498418,0.03669083,1.36298324
-5.58579290,3.17960826,2.54969682,0.96191777,0.00902724,0.64509778,0.10652081,0.03677779,1.34686479
-5.57978989,3.15199391,2.54925183,0.94380768,0.00878054,0.64182614,0.10802313,0.03685550,1.33113525
-5.57378689,3.12652804,2.55146739,0.92503180,0.00855744,0.63905509,0.10954429,0.03694894,1.31678184
-5.56778389,3.10524871,2.55776233,0.90619107,0.00836633,0.63711736,0.11114005,0.03708433,1.30479127
-5.56178089,3.09015868,2.56951503,0.88790491,0.00821564,0.63634809,0.11286643,0.03728831,1.29611780
-5.55577789,3.08315201,2.58800231,0.87078932,0.00811374,0.63706954,0.11477718,0.03758700,1.29165229
-5.54977489,3.08594470,2.61434129,0.85543566,0.00806881,0.63957652,0.11692145,0.03800504,1.29219353
-5.54377189,3.10001208,2.64943654,0.84239116,0.00808866,0.64412328,0.11934148,0.03856478,1.29842241
-5.53776888,3.12653488,2.69393493,0.83214155,0.00818066,0.65091204,0.12207054,0.03928545,1.31088007
-5.53176588,3.16635587,2.74818976,0.82509641,0.00835160,0.66008383,0.12513131,0.04018245,1.32995040
-5.52576288,3.21994822,2.81223587,0.82157756,0.00860757,0.67171179,0.12853450,0.04126676,1.35584750
-5.51975988,3.28739638,2.88577678,0.82181062,0.00895390,0.68579709,0.13227808,0.04254452,1.38860827
-5.51375688,3.36838971,2.96818422,0.82591995,0.00939497,0.70226750,0.13634689,0.04401669,1.42809020
-5.50775388,3.46222870,3.05851022,0.83392669,0.00993419,0.72097865,0.14071288,0.04567888,1.47397433
-5.50175088,3.56784303,3.15551113,0.84574988,0.01057378,0.74171762,0.14533571,0.04752138,1.52577299
-5.49574787,3.68382046,3.25768267,0.86121027,0.01131471,0.76420879,0.15016392,0.04952922,1.58284211
-5.48974487,3.80844512,3.36330432,0.88003665,0.01215656,0.78812151,0.15513638,0.05168250,1.64439735
-5.48374187,3.93974371,3.47049139,0.90187406,0.01309734,0.81307925,0.16018420,0.05395672,1.70953366
-5.47773887,4.07553766,3.57725249,0.92629382,0.01413343,0.83866985,0.16523275,0.05632334,1.77724743
-5.47173587,4.21349952,3.68155008,0.95280467,0.01525941,0.86445638,0.17020385,0.05875036,1.84646066
-5.46573287,4.35121168,3.78136164,0.98086502,0.01646796,0.88998842,0.17501806,0.06120298,1.91604638
-5.45972986,4.48622566,3.87473916,1.00989564,0.01774985,0.91481314,0.17959685,0.06364440,1.98485465
-5.45372686,4.61612029,3.95986456,1.03929271,0.01909386,0.93848610,0.18386466,0.06603663,2.05173840
-5.44772386,4.73855728,4.03509908,1.06844106,0.02048685,0.96058129,0.18775074,0.06834131,2.11557864
-5.44172086,4.85133291,4.09902502,1.09672706,0.02191381,0.98070042,0.19119074,0.07052062,2.17530832
-5.43571786,4.95242479,4.15047848,1.12355143,0.02335805,0.99848108,0.19412803,0.07253811,2.22993451
-5.42971486,5.04003278,4.18857228,1.14834139,0.02480143,1.01360387,0.19651464,0.07435965,2.27855829
-5.42371186,5.11261352,4.21270871,1.17056236,0.02622467,1.02579828,0.19831191,0.07595417,2.32039219
-5.41770885,5.16890817,4.22258218,1.18972878,0.02760768,1.03484735,0.19949090,0.07729452,2.35477483
-5.41170585,5.20796307,4.21817228,1.20541410,0.02893009,1.04059124,0.20003244,0.07835817,2.38118246
-5.40570285,5.22914338,4.19972830,1.21725975,0.03017165,1.04292948,0.19992702,0.07912782,2.39923756
-5.39969985,5.23213981,4.16774621,1.22498281,0.03131283,1.04182225,0.19917445,0.07959194,2.40871412
-5.39369685,5.21696861,4.12293982,1.22838245,0.03233533,1.03729044,0.19778346,0.07974515,2.40953988
-5.38769385,5.18396531,4.06620765,1.22734467,0.03322264,1.02941476,0.19577110,0.07958851,2.40179547
-5.38169085,5.13377260,3.99859717,1.22184556,0.03396059,1.01833386,0.19316220,0.07912957,2.38571072
-5.37568784,5.06732285,3.92126821,1.21195254,0.03453776,1.00424141,0.18998877,0.07838234,2.36165822
-5.36968484,4.98581591,3.83545704,1.19782387,0.03494594,0.98738232,0.18628942,0.07736702,2.33014448
-5.36368184,4.89069281,3.74244245,1.17970602,0.03518046,0.96804803,0.18210875,0.07610963,2.29179896
-5.35767884,4.78360595,3.64351514,1.15792921,0.03524032,0.94657099,0.17749690,0.07464142,2.24736127
-5.35167584,4.66638659,3.53995123,1.13290086,0.03512841,0.92331825,0.17250897,0.07299815,2.19766690
-5.34567284,4.54101013,3.43299047,1.10509736,0.03485136,0.89868444,0.16720454,0.07121927,2.14363187
-5.33966983,4.40956009,3.32381952,1.07505407,0.03441949,0.87308400,0.16164719,0.06934690,2.08623655
-5.33366683,4.27419130,3.21356031,1.04335401,0.03384648,0.84694296,0.15590392,0.06742488,2.02650909
-5.32766383,4.13709310,3.10326322,1.01061536,0.03314903,0.82069039,0.15004461,0.06549760,1.96550866
-5.32166083,4.00045304,2.99390482,0.97747821,0.03234636,0.79474965,0.14414139,0.06360897,1.90430896
-5.31565783,3.86642192,2.88638931,0.94459094,0.03145969,0.76952975,0.13826789,0.06180130,1.84398195
-5.30965483,3.73708055,2.78155325,0.91259650,0.03051166,0.74541694,0.13249854,0.06011429,1.78558236
-5.30365183,3.61440899,2.68017267,0.88211915,0.02952564,0.72276702,0.12690763,0.05858409,1.73013285
-5.29764882,3.50025854,2.58297177,0.85375193,0.02852520,0.70189832,0.12156846,0.05724252,1.67861022
-5.29164582,3.39632714,2.49063261,0.82804524,0.02753342,0.68308593,0.11655234,0.05611635,1.63193256
-5.28564282,3.30413844,2.40380487,0.80549688,0.02657238,0.66655715,0.11192755,0.05522682,1.59094760
-5.27963982,3.22502482,2.32311531,0.78654376,0.02566264,0.65248854,0.10775836,0.05458930,1.55642231
-5.27363682,3.16011463,2.24917613,0.77155550,0.02482280,0.64100461,0.10410400,0.05421313,1.52903372
-5.26763382,3.11032367,2.18259201,0.76082999,0.02406919,0.63217825,0.10101766,0.05410162,1.50936111
-5.26163082,3.07635092,2.12396526,0.75459108,0.02341560,0.62603294,0.09854561,0.05425228,1.49787962
-5.25562781,3.05867837,2.07389892,0.75298816,0.02287311,0.62254656,0.09672628,0.05465712,1.49495526
-5.24962481,3.05757465,2.03299736,0.75609773,0.02245007,0.62165674,0.09558954,0.05530312,1.50084133
-5.24362181,3.07310204,2.00186447,0.76392658,0.02215202,0.62326745,0.09515605,0.05617283,1.51567640
-5.23761881,3.10512649,1.98109897,0.77641651,0.02198185,0.62725641,0.09543668,0.05724502,1.53948366
-5.23161581,3.15332988,1.97128700,0.79345019,0.02193991,0.63348316,0.09643215,0.05849533,1.57217177
-5.22561281,3.21722396,1.97299181,0.81485785,0.02202415,0.64179710,0.09813266,0.05989703,1.61353713
-5.21960980,3.29616535,1.98674055,0.84042455,0.02223037,0.65204530,0.10051782,0.06142170,1.66326750
-5.21360680,3.38937082,2.01300853,0.86989754,0.02255242,0.66407946,0.10355659,0.06303989,1.72094691
-5.20760380,3.49593244,2.05220087,0.90299361,0.02298245,0.67776172,0.10720741,0.06472173,1.78606187
-5.20160080,3.61483187,2.10463224,0.93940597,0.02351110,0.69296900,0.11141852,0.06643742,1.85800868
-5.19559780,3.74495379,2.17050516,0.97881052,0.02412773,0.70959552,0.11612843,0.06815775,1.93610188
-5.18959480,3.88509796,2.24988758,1.02087142,0.02482061,0.72755349,0.12126654,0.06985439,2.01958375
-5.18359180,4.03399022,2.34269074,1.06524574,0.02557714,0.74677187,0.12675399,0.07150023,2.10763474
-5.17758879,4.19029244,2.44864842,1.11158729,0.02638398,0.76719327,0.13250475,0.07306956,2.19938488
-5.17158579,4.35261197,2.56729878,1.15954967,0.02722725,0.78876937,0.13842686,0.07453824,2.29392608
-5.16558279,4.51951099,2.69797017,1.20878856,0.02809267,0.81145497,0.14442395,0.07588382,2.39032521
-5.15957979,4.68951649,2.83977211,1.25896355,0.02896576,0.83520135,0.15039695,0.07708564,2.48763801
-5.15357679,4.86113141,2.99159286,1.30973966,0.02983199,0.85994928,0.15624601,0.07812490,2.58492365
-5.14757379,5.03284767,3.15210456,1.36078863,0.03067702,0.88562231,0.16187260,0.07898479,2.68125980
-5.14157079,5.20316149,3.31977683,1.41179041,0.03148683,0.91212081,0.16718171,0.07965057,2.77575806
-5.13556778,5.37059136,3.49289927,1.46243477,0.03224805,0.93931742,0.17208422,0.08010972,2.86757942
-5.12956478,5.53369870,3.66961303,1.51242331,0.03294809,0.96705417,0.17649912,0.08035215,2.95594951
-5.12356178,5.69111105,3.84795084,1.56147190,0.03357551,0.99514171,0.18035585,0.08037029,3.04017309
-5.11755878,5.84154728,4.02588482,1.60931344,0.03412018,1.02336087,0.18359632,0.08015941,3.11964755
-5.11155578,5.98384396,4.20138039,1.65570107,0.03457358,1.05146652,0.18617679,0.07971770,3.19387461
-5.10555278,6.11698194,4.37245443,1.70041142,0.03492900,1.07919371,0.18806937,0.07904652,3.26247002
-5.09954977,6.24011176,4.53723537,1.74324800,0.03518178,1.10626575,0.18926309,0.07815052,3.32517052
-5.09354677,6.35257659,4.69402239,1.78404425,0.03532943,1.13240389,0.18976457,0.07703771,3.38183773
-5.08754377,6.45393117,4.84134100,1.82266612,0.03537176,1.15733797,0.18959804,0.07571948,3.43245855
-5.08154077,6.54395546,4.97799207,1.85901399,0.03531093,1.18081759,0.18880488,0.07421053,3.47714186
-5.07553777,6.62266161,5.10309148,1.89302354,0.03515141,1.20262286,0.18744255,0.07252875,3.51611133
-5.06953477,6.69029352,5.21609797,1.92466556,0.03489989,1.22257436,0.18558296,0.07069490,3.54969455
-5.06353177,6.74731809,5.31682726,1.95394449,0.03456512,1.24054136,0.18331041,0.06873235,3.57830851
-5.05752876,6.79440822,5.40545101,1.98089569,0.03415768,1.25644801,0.18071898,0.06666662,3.60244213
-5.05152576,6.83241746,5.48247995,2.00558142,0.03368964,1.27027679,0.17790965,0.06452493,3.62263612
-5.04552276,6.86234728,5.54873141,2.02808585,0.03317428,1.28206917,0.17498719,0.06233568,3.63946115
-5.03951976,6.88530776,5.60528217,2.04850897,0.03262561,1.29192315,0.17205692,0.06012790,3.65349500
-5.03351676,6.90247344,5.65340854,2.06696000,0.03205803,1.29998781,0.16922145,0.05793071,3.66529969
-5.02751376,6.91503586,5.69451600,2.08355041,0.03148583,1.30645516,0.16657759,0.05577277,3.67539943
-5.02151076,6.92415494,5.73006185,2.09838695,0.03092285,1.31154955,0.16421350,0.05368182,3.68426037
-5.01550775,6.93091128,5.76147429,2.11156504,0.03038199,1.31551530,0.16220620,0.05168423,3.69227286
-5.00950475,6.93626137,5.79007200,2.12316283,0.02987491,1.31860318,0.16061947,0.04980459,3.69973699
-5.00350175,6.94099792,5.81698812,2.13323629,0.02941169,1.32105638,0.15950228,0.04806543,3.70685200
-4.99749875,6.94571682,5.84310265,2.14181544,0.02900056,1.32309685,0.15888774,0.04648696,3.71370980
-4.99149575,6.95079246,5.86898663,2.14890211,0.02864770,1.32491265,0.15879261,0.04508690,3.72029291
-4.98549275,6.95636225,5.89486120,2.15446909,0.02835716,1.32664707,0.15921727,0.04388033,3.72647684
-4.97948974,6.96232130,5.92057372,2.15846091,0.02813074,1.32839004,0.16014634,0.04287968,3.73203658
-4.97348674,6.96832719,5.94559242,2.16079608,0.02796806,1.33017231,0.16154956,0.04209463,3.73665709
-4.96748374,6.97381477,5.96902008,2.16137075,0.02786663,1.33196273,0.16338326,0.04153218,3.73994701
-4.96148074,6.97802025,5.98962616,2.16006349,0.02782194,1.33366870,0.16559195,0.04119658,3.74145532
-4.95547774,6.98001348,6.00589621,2.15674117,0.02782775,1.33513983,0.16811031,0.04108940,3.74068996
-4.94947474,6.97873705,6.01609604,2.15126545,0.02787626,1.33617451,0.17086523,0.04120956,3.73713785
-4.94347174,6.97305041,6.01834788,2.14349976,0.02795842,1.33652914,0.17377798,0.04155330,3.73028554
-4.93746873,6.96177731,6.01071480,2.13331634,0.02806425,1.33592945,0.17676638,0.04211423,3.71963962
-4.93146573,6.94375438,5.99128945,2.12060321,0.02818315,1.33408329,0.17974690,0.04288336,3.70474632
-4.92546273,6.91787897,5.95828305,2.10527055,0.02830429,1.33069437,0.18263664,0.04384909,3.68520956
-4.91945973,6.88315440,5.91011042,2.08725652,0.02841689,1.32547615,0.18535526,0.04499728,3.66070693
-4.91345673,6.83873068,5.84546717,2.06653204,0.02851062,1.31816523,0.18782656,0.04631129,3.63100298
-4.90745373,6.78393937,5.76339578,2.04310454,0.02857592,1.30853363,0.18998003,0.04777214,3.59595962
-4.90145073,6.71832129,5.66333750,2.01702044,0.02860428,1.29639943,0.19175208,0.04935859,3.55554328
-4.89544772,6.64164608,5.54516818,1.98836633,0.02858855,1.28163520,0.19308710,0.05104741,3.50982865
-4.88944472,6.55392328,5.40921669,1.95726878,0.02852316,1.26417411,0.19393825,0.05281358,3.45899896
-4.88344172,6.45540457,5.25626550,1.92389285,0.02840435,1.24401322,0.19426815,0.05463062,3.40334304
-4.87743872,6.34657758,5.08753385,1.88843936,0.02823026,1.22121423,0.19404918,0.05647094,3.34324909
-4.87143572,6.22815154,4.90464476,1.85114098,0.02800108,1.19590143,0.19326376,0.05830628,3.27919569
-4.86543272,6.10103599,4.70957775,1.81225739,0.02771905,1.16825735,0.19190433,0.06010812,3.21174024
-4.85942971,5.96631330,4.50460977,1.77206966,0.02738842,1.13851616,0.18997320,0.06184815,3.14150547
-4.85342671,5.82520656,4.29224720,1.73087402,0.02701535,1.10695547,0.18748217,0.06349877,3.06916422
-4.84742371,5.67904410,4.07515202,1.68897538,0.02660774,1.07388667,0.18445204,0.06503353,2.99542335
-4.84142071,5.52922220,3.85606534,1.64668065,0.02617501,1.03964462,0.18091196,0.06642762,2.92100701
-4.83541771,5.37716739,3.63773139,1.60429230,0.02572781,1.00457698,0.17689864,0.06765823,2.84664003
-4.82941471,5.22429972,3.42282483,1.56210219,0.02527766,0.96903369,0.17245540,0.06870499,2.77303166
-4.82341171,5.07199828,3.21388375,1.52038595,0.02483657,0.93335709,0.16763121,0.06955022,2.70086039
-4.81740870,4.92156993,3.01325058,1.47939811,0.02441665,0.89787301,0.16247955,0.07017921,2.63075992
-4.81140570,4.77422212,2.82302228,1.43936795,0.02402968,0.86288310,0.15705728,0.07058042,2.56330688
-4.80540270,4.63104044,2.64501087,1.40049635,0.02368669,0.82865875,0.15142346,0.07074553,2.49901028
-4.79939970,4.49297114,2.48071481,1.36295343,0.02339754,0.79543652,0.14563822,0.07066954,2.43830302
-4.79339670,4.36080886,2.33130117,1.32687727,0.02317058,0.76341532,0.13976158,0.07035074,2.38153543
-4.78739370,4.23518947,2.19759824,1.29237344,0.02301231,0.73275519,0.13385240,0.06979060,2.32897103
-4.78139070,4.11658778,2.08009779,1.25951538,0.02292711,0.70357762,0.12796739,0.06899367,2.28078428
-4.77538769,4.00531972,1.97896602,1.22834559,0.02291710,0.67596722,0.12216029,0.06796737,2.23706047
-4.76938469,3.90154862,1.89406201,1.19887748,0.02298199,0.64997460,0.11648107,0.06672182,2.19779749
-4.76338169,3.80529492,1.82496241,1.17109778,0.02311912,0.62562012,0.11097544,0.06526955,2.16290959
-4.75737869,3.71644898,1.77099123,1.14496955,0.02332351,0.60289843,0.10568438,0.06362526,2.13223284
-4.75137569,3.63478629,1.73125340,1.12043554,0.02358807,0.58178339,0.10064393,0.06180550,2.10553227
-4.74537269,3.55998479,1.70467113,1.09742193,0.02390383,0.56223326,0.09588514,0.05982844,2.08251068
-4.73936968,3.49164364,1.69002201,1.07584243,0.02426031,0.54419592,0.09143407,0.05771347,2.06281883
-4.73336668,3.42930334,1.68597807,1.05560259,0.02464593,0.52761397,0.08731213,0.05548099,2.04606704
-4.72736368,3.37246660,1.69114498,1.03660435,0.02504844,0.51242953,0.08353633,0.05315204,2.03183804
-4.72136068,3.32061981,1.70410094,1.01875073,0.02545545,0.49858862,0.08011979,0.05074801,2.01970081
-4.71535768,3.27325471,1.72343448,1.00195063,0.02585489,0.48604513,0.07707225,0.04829040,2.00922533
-4.70935468,3.22989001,1.74778088,0.98612373,0.02623554,0.47476421,0.07440062,0.04580050,1.99999779
-4.70335168,3.19009250,1.77585659,0.97120516,0.02658749,0.46472510,0.07210957,0.04329915,1.99163610
-4.69734867,3.15349735,1.80649130,0.95715016,0.02690254,0.45592340,0.07020210,0.04080653,1.98380521
-4.69134567,3.11982696,1.83865700,0.94393830,0.02717458,0.44837274,0.06868002,0.03834195,1.97623177
-4.68534267,3.08890801,1.87149363,0.93157719,0.02739983,0.44210580,0.06754445,0.03592364,1.96871764
-4.67933967,3.06068596,1.90433075,0.92010553,0.02757707,0.43717474,0.06679613,0.03356868,1.96115178
-4.67333667,3.03523645,1.93670455,0.90959526,0.02770767,0.43365105,0.06643567,0.03129284,1.95351987
-4.66733367,3.01277296,1.96836976,0.90015259,0.02779560,0.43162463,0.06646371,0.02911049,1.94591118
-4.66133067,2.99365011,1.99930592,0.89191781,0.02784733,0.43120237,0.06688090,0.02703460,1.93852227
-4.65532766,2.97836206,2.02971740,0.88506363,0.02787153,0.43250589,0.06768781,0.02507665,1.93165699
-4.64932466,2.96753567,2.06002699,0.87979198,0.02787888,0.43566872,0.06888470,0.02324670,1.92572264
-4.64332166,2.96191800,2.09086270,0.87632929,0.02788159,0.44083271,0.07047126,0.02155332,1.92122201
-4.63731866,2.96235824,2.12303771,0.87492017,0.02789303,0.44814373,0.07244626,0.02000370,1.91874130
-4.63131566,2.96978414,2.15752375,0.87581953,0.02792723,0.45774686,0.07480712,0.01860362,1.91893419
-4.62531266,2.98517329,2.19541800,0.87928351,0.02799838,0.46978080,0.07754956,0.01735747,1.92250228
-4.61930965,3.00951992,2.23790442,0.88555927,0.02812035,0.48437196,0.08066722,0.01626835,1.93017238
-4.61330665,3.04379815,2.28621005,0.89487402,0.02830620,0.50162803,0.08415135,0.01533801,1.94267146
-4.60730365,3.08892264,2.34155764,0.90742371,0.02856773,0.52163149,0.08799059,0.01456688,1.96069989
-4.60130065,3.14570808,2.40511561,0.92336178,0.02891508,0.54443301,0.09217083,0.01395411,1.98490393
-4.59529765,3.21482886,2.47794718,0.94278842,0.02935641,0.57004506,0.09667521,0.01349748,2.01584857
-4.58929465,3.29678053,2.56096001,0.96574091,0.02989756,0.59843608,0.10148419,0.01319347,2.05399155
-4.58329165,3.39184462,2.65485836,0.99218540,0.03054193,0.62952528,0.10657580,0.01303718,2.09965974
-4.57728864,3.50005835,2.76009950,1.02201066,0.03129029,0.66317852,0.11192589,0.01302231,2.15302884
-4.57128564,3.62119073,2.87685614,1.05502418,0.03214074,0.69920548,0.11750856,0.01314120,2.21410726
-4.56528264,3.75472635,3.00498678,1.09095088,0.03308873,0.73735828,0.12329656,0.01338481,2.28272496
-4.55927964,3.89985795,3.14401533,1.12943476,0.03412713,0.77733193,0.12926171,0.01374276,2.35852797
-4.55327664,4.05548855,3.29312148,1.17004350,0.03524639,0.81876665,0.13537541,0.01420341,2.44097886
-4.54727364,4.22024355,3.45114275,1.21227606,0.03643469,0.86125222,0.14160893,0.01475392,2.52936345
-4.54127064,4.39249293,3.61658882,1.25557309,0.03767823,0.90433432,0.14793378,0.01538046,2.62280379
-4.53526763,4.57038322,3.78766829,1.29933002,0.03896150,0.94752297,0.15432195,0.01606831,2.72027700
-4.52926463,4.75187842,3.96232754,1.34291221,0.04026757,0.99030268,0.16074594,0.01680218,2.82063953
-4.52326163,4.93480875,4.13830085,1.38567185,0.04157850,1.03214433,0.16717887,0.01756639,2.92265610
-4.51725863,5.11692567,4.31317029,1.42696599,0.04287567,1.07251824,0.17359430,0.01834524,3.02503227
-4.51125563,5.29596133,4.48443364,1.46617490,0.04414019,1.11090816,0.17996609,0.01912327,3.12644966
-4.50525263,5.46969023,4.64957790,1.50272018,0.04535331,1.14682570,0.18626810,0.01988568,3.22560225
-4.49924962,5.63599083,4.80615586,1.53608191,0.04649688,1.17982455,0.19247393,0.02061859,3.32123269
-4.49324662,5.79290461,4.95186262,1.56581397,0.04755373,1.20951409,0.19855655,0.02130947,3.41216703
