energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.15357679,0.69870617,0.00024719,0.06616738,0.10229114,0.30166683,0.15759828,0.08025193,0.00159634,0.31608996
-5.14757379,0.65616677,0.00022936,0.06173573,0.09720111,0.28123525,0.14961837,0.07550541,0.00152497,0.29499131
-5.14157079,0.62158893,0.00021765,0.05767360,0.09328303,0.26494095,0.14296340,0.07158275,0.00146380,0.27716592
-5.13556778,0.59535897,0.00021160,0.05404160,0.09062054,0.25287047,0.13776152,0.06853351,0.00141432,0.26281433
-5.12956478,0.57774506,0.00021075,0.05089413,0.08929385,0.24504588,0.13411948,0.06639401,0.00137772,0.25209261
-5.12356178,0.56889401,0.00021469,0.04827816,0.08937745,0.24142732,0.13211940,0.06518663,0.00135493,0.24511049
-5.11755878,0.56882920,0.00022297,0.04623222,0.09093785,0.24191570,0.13181590,0.06491924,0.00134651,0.24192997
-5.11155578,0.57744942,0.00023517,0.04478573,0.09403136,0.24635555,0.13323387,0.06558494,0.00135269,0.24256429
-5.10555278,0.59452885,0.00025083,0.04395844,0.09870198,0.25453787,0.13636677,0.06716186,0.00137332,0.24697728
-5.09954977,0.61971818,0.00026952,0.04376020,0.10497929,0.26620329,0.14117562,0.06961328,0.00140788,0.25508311
-5.09354677,0.65254723,0.00029076,0.04419085,0.11287652,0.28104547,0.14758866,0.07288791,0.00145550,0.26674644
-5.08754377,0.69242914,0.00031408,0.04524025,0.12238866,0.29871490,0.15550170,0.07692041,0.00151497,0.28178312
-5.08154077,0.73866656,0.00033896,0.04688855,0.13349078,0.31882351,0.16477937,0.08163220,0.00158474,0.29996138
-5.07553777,0.79045999,0.00036491,0.04910647,0.14613653,0.34094987,0.17525701,0.08693256,0.00166300,0.32100384
-5.06953477,0.84691855,0.00039141,0.05185580,0.16025691,0.36464541,0.18674344,0.09271997,0.00174770,0.34459015
-5.06353177,0.90707323,0.00041793,0.05508989,0.17575932,0.38944161,0.19902457,0.09888383,0.00183661,0.37036067
-5.05752876,0.96989270,0.00044397,0.05875434,0.19252705,0.41485806,0.21186763,0.10530639,0.00192738,0.39792104
-5.05152576,1.03430148,0.00046903,0.06278772,0.21041925,0.44041152,0.22502623,0.11186503,0.00201761,0.42684770
-5.04552276,1.09920029,0.00049266,0.06712242,0.22927144,0.46562555,0.23824589,0.11843470,0.00210490,0.45669452
-5.03951976,1.16348800,0.00051444,0.07168559,0.24889662,0.49004069,0.25127005,0.12489057,0.00218695,0.48700024
-5.03351676,1.22608487,0.00053403,0.07640022,0.26908714,0.51322469,0.26384642,0.13111080,0.00226160,0.51729685
-5.02751376,1.28595625,0.00055113,0.08118626,0.28961728,0.53478262,0.27573327,0.13697930,0.00232693,0.54711862
-5.02151076,1.34213597,0.00056556,0.08596191,0.31024655,0.55436621,0.28670578,0.14238853,0.00238129,0.57601161
-5.01550775,1.39374890,0.00057721,0.09064497,0.33072386,0.57168236,0.29656190,0.14724202,0.00242335,0.60354347
-5.00950475,1.44003152,0.00058608,0.09515429,0.35079229,0.58650015,0.30512774,0.15145679,0.00245219,0.62931320
-5.00350175,1.48035012,0.00059227,0.09941127,0.37019471,0.59865616,0.31226218,0.15496535,0.00246725,0.65296062
-4.99749875,1.51421578,0.00059598,0.10334137,0.38867977,0.60805794,0.31786049,0.15771739,0.00246842,0.67417532
-4.99149575,1.54129560,0.00059751,0.10687571,0.40600844,0.61468519,0.32185695,0.15968095,0.00245599,0.69270465
-4.98549275,1.56141984,0.00059726,0.10995250,0.42196081,0.61858893,0.32422624,0.16084317,0.00243067,0.70836064
-4.97948974,1.57458469,0.00059572,0.11251849,0.43634280,0.61988831,0.32498351,0.16121043,0.00239353,0.72102552
-4.97348674,1.58095058,0.00059340,0.11453030,0.44899287,0.61876549,0.32418335,0.16080809,0.00234598,0.73065572
-4.96748374,1.58083618,0.00059091,0.11595549,0.45978810,0.61545864,0.32191745,0.15967962,0.00228968,0.73728401
-4.96148074,1.57470823,0.00058884,0.11677354,0.46864970,0.61025329,0.31831115,0.15788532,0.00222654,0.74101993
-4.95547774,1.56316762,0.00058782,0.11697649,0.47554748,0.60347255,0.31351909,0.15550057,0.00215857,0.74204823
-4.94947474,1.54693228,0.00058841,0.11656931,0.48050319,0.59546642,0.30772006,0.15261381,0.00208785,0.74062542
-4.94347174,1.52681730,0.00059116,0.11557002,0.48359238,0.58660064,0.30111121,0.14932411,0.00201646,0.73707449
-4.93746873,1.50371306,0.00059654,0.11400937,0.48494471,0.57724551,0.29390197,0.14573865,0.00194637,0.73177780
-4.93146573,1.47856196,0.00060490,0.11193029,0.48474263,0.56776507,0.28630780,0.14196994,0.00187938,0.72516850
-4.92546273,1.45233449,0.00061653,0.10938695,0.48321819,0.55850686,0.27854407,0.13813315,0.00181708,0.71772044
-4.91945973,1.42600524,0.00063154,0.10644351,0.48064822,0.54979284,0.27082014,0.13434329,0.00176078,0.70993700
-4.91345673,1.40052951,0.00064993,0.10317261,0.47734780,0.54191139,0.26333412,0.13071262,0.00171147,0.70233900
-4.90745373,1.37682119,0.00067157,0.09965354,0.47366223,0.53511094,0.25626804,0.12734810,0.00166979,0.69545210
-4.90145073,1.35573230,0.00069616,0.09597035,0.46995777,0.52959509,0.24978401,0.12434915,0.00163604,0.68979386
-4.89544772,1.33803469,0.00072327,0.09220962,0.46661126,0.52551945,0.24402107,0.12180558,0.00161017,0.68586098
-4.88944472,1.32440436,0.00075238,0.08845835,0.46399914,0.52299022,0.23909305,0.11979580,0.00159178,0.68411680
-4.88344172,1.31540853,0.00078280,0.08480170,0.46248606,0.52206441,0.23508731,0.11838540,0.00158018,0.68497959
-4.87743872,1.31149570,0.00081382,0.08132082,0.46241353,0.52275160,0.23206433,0.11762595,0.00157440,0.68881172
-4.87143572,1.31298880,0.00084461,0.07809079,0.46408893,0.52501720,0.23005820,0.11755418,0.00157329,0.69591017
-4.86543272,1.32008143,0.00087435,0.07517878,0.46777526,0.52878686,0.22907781,0.11819149,0.00157552,0.70649830
-4.85942971,1.33283705,0.00090218,0.07264237,0.47368199,0.53395197,0.22910864,0.11954369,0.00157968,0.72071935
-4.85342671,1.35119094,0.00092731,0.07052815,0.48195724,0.54037575,0.23011516,0.12160111,0.00158432,0.73863154
-4.84742371,1.37495474,0.00094898,0.06887068,0.49268153,0.54789994,0.23204351,0.12433895,0.00158805,0.76020510
-4.84142071,1.40382324,0.00096653,0.06769177,0.50586342,0.55635155,0.23482447,0.12771789,0.00158956,0.78532098
-4.83541771,1.43738307,0.00097940,0.06700003,0.52143705,0.56554943,0.23837659,0.13168495,0.00158769,0.81377157
-4.82941471,1.47512303,0.00098718,0.06679092,0.53926168,0.57531050,0.24260923,0.13617451,0.00158148,0.84526314
-4.82341171,1.51644565,0.00098960,0.06704703,0.55912340,0.58545529,0.24742559,0.14110960,0.00157022,0.87942015
-4.81740870,1.56067970,0.00098658,0.06773874,0.58073873,0.59581254,0.25272548,0.14640332,0.00155344,0.91579127
-4.81140570,1.60709345,0.00097817,0.06882524,0.60376037,0.60622287,0.25840792,0.15196041,0.00153094,0.95385704
-4.80540270,1.65490829,0.00096462,0.07025573,0.62778457,0.61654134,0.26437331,0.15767894,0.00150282,0.99303917
-4.79939970,1.70331273,0.00094632,0.07197101,0.65236038,0.62663880,0.27052537,0.16345221,0.00146943,1.03271121
-4.79339670,1.75147649,0.00092382,0.07390513,0.67700019,0.63640235,0.27677270,0.16917062,0.00143138,1.07221056
-4.78739370,1.79856458,0.00089778,0.07598730,0.70119153,0.64573464,0.28302994,0.17472373,0.00138948,1.11085168
-4.78139070,1.84375144,0.00086897,0.07814384,0.72440974,0.65455255,0.28921867,0.18000232,0.00134476,1.14794012
-4.77538769,1.88623474,0.00083823,0.08030019,0.74613120,0.66278521,0.29526788,0.18490048,0.00129835,1.18278734
-4.76938469,1.92524911,0.00080645,0.08238293,0.76584674,0.67037161,0.30111424,0.18931771,0.00125149,1.21472582
-4.76338169,1.96007922,0.00077453,0.08432168,0.78307488,0.67725817,0.30670199,0.19316096,0.00120545,1.24312425
-4.75737869,1.99007241,0.00074335,0.08605093,0.79737449,0.68339634,0.31198264,0.19634655,0.00116149,1.26740233
-4.75137569,2.01465038,0.00071376,0.08751161,0.80835648,0.68874046,0.31691440,0.19880198,0.00112082,1.28704475
-4.74537269,2.03331972,0.00068649,0.08865251,0.81569409,0.69324606,0.32146142,0.20046750,0.00108453,1.30161392
-4.73936968,2.04568096,0.00066223,0.08943135,0.81913157,0.69686872,0.32559285,0.20129745,0.00105355,1.31076104
-4.73336668,2.05143583,0.00064150,0.08981564,0.81849077,0.69956344,0.32928178,0.20126123,0.00102864,1.31423491
-4.72736368,2.05039236,0.00062470,0.08978314,0.81367553,0.70128461,0.33250407,0.20034399,0.00101035,1.31188837
-4.72136068,2.04246753,0.00061208,0.08932202,0.80467365,0.70198646,0.33523719,0.19854688,0.00099898,1.30368179
-4.71535768,2.02768731,0.00060374,0.08843068,0.79155639,0.70162405,0.33745900,0.19588684,0.00099460,1.28968351
-4.70935468,2.00618392,0.00059962,0.08711732,0.77447545,0.70015440,0.33914672,0.19239605,0.00099703,1.27006726
-4.70335168,1.97819027,0.00059952,0.08539914,0.75365764,0.69753794,0.34027601,0.18812091,0.00100585,1.24510633
-4.69734867,1.94403183,0.00060309,0.08330136,0.72939739,0.69373992,0.34082028,0.18312061,0.00102041,1.21516487
-4.69134567,1.90411600,0.00060986,0.08085608,0.70204737,0.68873185,0.34075029,0.17746540,0.00103987,1.18068661
-4.68534267,1.85891958,0.00061925,0.07810087,0.67200772,0.68249267,0.34003421,0.17123457,0.00106321,1.14218127
-4.67933967,1.80897460,0.00063060,0.07507746,0.63971417,0.67500976,0.33863792,0.16451414,0.00108928,1.10020946
-4.67333667,1.75485327,0.00064319,0.07183027,0.60562554,0.66627966,0.33652583,0.15739458,0.00111684,1.05536634
-4.66733367,1.69715252,0.00065625,0.06840505,0.57021126,0.65630848,0.33366211,0.14996833,0.00114459,1.00826505
-4.66133067,1.63647893,0.00066904,0.06484755,0.53393909,0.64511208,0.33001220,0.14232750,0.00117121,0.95952023
-4.65532766,1.57343437,0.00068079,0.06120237,0.49726377,0.63271597,0.32554473,0.13456161,0.00119544,0.90973252
-4.64932466,1.50860317,0.00069080,0.05751197,0.46061674,0.61915510,0.32023358,0.12675566,0.00121607,0.85947439
-4.64332166,1.44254107,0.00069844,0.05381579,0.42439735,0.60447341,0.31406005,0.11898835,0.00123203,0.80927801
