energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.88594297,2.52790706,-0.80804019,0.50786358,-0.20456767,0.25194063,-0.10113496,1.52155285,-0.45125990,0.65869929,-0.07850412,0.00178302,-0.00125725,0.49807502,-0.06870528,0.01377161,-0.01369229,0.94300331,-0.45065207
-5.87993997,2.45583121,-0.78389764,0.48819685,-0.20102668,0.24028303,-0.09687708,1.53594550,-0.44352405,0.63670087,-0.07998571,0.00182614,-0.00113442,0.49676179,-0.07063056,0.01351982,-0.01231124,0.90237478,-0.43384232
-5.87393697,2.38487477,-0.76836737,0.46757715,-0.19966878,0.22829144,-0.09363082,1.55213193,-0.44061269,0.61609983,-0.08256611,0.00186846,-0.00102231,0.49726791,-0.07361630,0.01323270,-0.01105796,0.86045018,-0.42145522
-5.86793397,2.31661389,-0.76201562,0.44635943,-0.20059248,0.21621587,-0.09147215,1.57051915,-0.44299167,0.59728471,-0.08631235,0.00191049,-0.00092086,0.49974099,-0.07773896,0.01291591,-0.00993425,0.81801304,-0.41378657
-5.86193097,2.25252938,-0.76529273,0.42488583,-0.20386621,0.20430174,-0.09046199,1.59148334,-0.45106047,0.58060294,-0.09127862,0.00195288,-0.00082989,0.50430356,-0.08306434,0.01257562,-0.00894053,0.77581639,-0.41106756
-5.85592796,2.19398828,-0.77852004,0.40347880,-0.20952501,0.19278428,-0.09064461,1.61537236,-0.46513998,0.56635980,-0.09750444,0.00199652,-0.00074908,0.51105731,-0.08964538,0.01221834,-0.00807604,0.73456669,-0.41345836
-5.84992496,2.14223061,-0.80187889,0.38243574,-0.21756780,0.18188364,-0.09204627,1.64251002,-0.48546149,0.55481862,-0.10501307,0.00204243,-0.00067797,0.52008769,-0.09752022,0.01185079,-0.00733896,0.69491060,-0.42104291
-5.84392196,2.09836071,-0.83540215,0.36202492,-0.22795537,0.17180063,-0.09467403,1.67320115,-0.51215710,0.54620197,-0.11381037,0.00209178,-0.00061601,0.53146833,-0.10671062,0.01147984,-0.00672662,0.65742479,-0.43382493
-5.83791896,2.06334235,-0.87896852,0.34248284,-0.24060916,0.16271321,-0.09851489,1.70773668,-0.54525190,0.54069349,-0.12388414,0.00214585,-0.00056257,0.54526510,-0.11722088,0.01111231,-0.00623562,0.62260866,-0.45172534
-5.83191596,2.03799673,-0.93229981,0.32401275,-0.25541090,0.15477375,-0.10353516,1.74639776,-0.58465784,0.53844008,-0.13520396,0.00220597,-0.00051695,0.56153918,-0.12903719,0.01075490,-0.00586200,0.59087989,-0.47458095
-5.82591296,2.02300212,-0.99496151,0.30678427,-0.27220298,0.14810696,-0.10968024,1.78945802,-0.63016997,0.53955400,-0.14772172,0.00227346,-0.00047839,0.58034909,-0.14212776,0.01041407,-0.00560139,0.56257242,-0.50214474
-5.81990995,2.01889434,-1.06636667,0.29093381,-0.29078990,0.14280850,-0.11687471,1.83718318,-0.68146494,0.54411478,-0.16137269,0.00234958,-0.00044614,0.60175119,-0.15644349,0.01009585,-0.00544905,0.53793657,-0.53408747
-5.81390695,2.02606710,-1.14578335,0.27656566,-0.31094040,0.13894412,-0.12502285,1.88982737,-0.73810225,0.55217053,-0.17607735,0.00243544,-0.00041941,0.62579871,-0.17191945,0.00980576,-0.00540002,0.51714085,-0.57000091
-5.80790395,2.04477142,-1.23234560,0.26375361,-0.33239060,0.13654942,-0.13400960,1.94762589,-0.79952837,0.56373862,-0.19174366,0.00253194,-0.00039745,0.65253914,-0.18847708,0.00954863,-0.00544911,0.50027505,-0.60940253
-5.80190095,2.07511381,-1.32506794,0.25254266,-0.35484791,0.13563002,-0.14370198,2.01078411,-0.86508394,0.57880556,-0.20827007,0.00263969,-0.00037952,0.68201001,-0.20602705,0.00932852,-0.00559100,0.48735425,-0.65174179
-5.79589795,2.11705282,-1.42286307,0.24295106,-0.37799573,0.13616217,-0.15395096,2.07946281,-0.93401421,0.59732606,-0.22554878,0.00275891,-0.00036494,0.71423327,-0.22447271,0.00914852,-0.00582019,0.47832346,-0.69640788
-5.78989495,2.17039416,-1.52456264,0.23497221,-0.40149883,0.13809374,-0.16459380,2.15376041,-1.00548260,0.61922136,-0.24346941,0.00288945,-0.00035308,0.74920842,-0.24371403,0.00901072,-0.00613098,0.47306264,-0.74273903
-5.78389195,2.23478475,-1.62894051,0.22857657,-0.42500935,0.14134563,-0.17545690,2.23369280,-1.07858736,0.64437685,-0.26192280,0.00303066,-0.00034338,0.78690468,-0.26365178,0.00891607,-0.00651748,0.47139192,-0.79003307
-5.77788894,2.30970625,-1.73473793,0.22371357,-0.44817322,0.14581353,-0.18635896,2.31917188,-1.15238092,0.67263930,-0.28080462,0.00318139,-0.00033537,0.82725276,-0.28419181,0.00886430,-0.00697348,0.47307699,-0.83755936
-5.77188594,2.39446900,-1.84069001,0.22031337,-0.47063699,0.15137004,-0.19711459,2.40998391,-1.22589160,0.70381381,-0.30001885,0.00334001,-0.00032864,0.87013635,-0.30524913,0.00885395,-0.00749248,0.47783470,-0.88457168
-5.76588294,2.48820727,-1.94555246,0.21828868,-0.49205475,0.15786725,-0.20753807,2.50576921,-1.29814703,0.73766082,-0.31948064,0.00350438,-0.00032287,0.91538416,-0.32675151,0.00888233,-0.00806753,0.48533886,-0.93032193
-5.75987994,2.58987696,-2.04812789,0.21753657,-0.51209507,0.16513966,-0.21744739,2.60600455,-1.36819845,0.77389354,-0.33911852,0.00367188,-0.00031785,0.96276275,-0.34864246,0.00894559,-0.00869127,0.49522633,-0.97407439
-5.75387694,2.69825676,-2.14729059,0.21794048,-0.53044774,0.17300755,-0.22666826,2.70998976,-1.43514522,0.81217602,-0.35887568,0.00383951,-0.00031342,1.01197085,-0.37088310,0.00903878,-0.00935580,0.50710361,-1.01512007
-5.74787394,2.81195386,-2.24200902,0.21937229,-0.54683010,0.18128072,-0.23503810,2.81683984,-1.49815842,0.85212230,-0.37871027,0.00400394,-0.00030953,1.06263550,-0.39345297,0.00915603,-0.01005273,0.52055390,-1.05279093
-5.74187094,2.92941496,-2.33136503,0.22169467,-0.56099286,0.18976259,-0.24240975,2.92548390,-1.55650277,0.89329691,-0.39859462,0.00416161,-0.00030616,1.11431061,-0.41634955,0.00929071,-0.01077314,0.53514475,-1.08647354
-5.73586793,3.04894329,-2.41456925,0.22476366,-0.57272511,0.19825455,-0.24865497,3.03467164,-1.60955584,0.93521695,-0.41851323,0.00430882,-0.00030338,1.16647822,-0.43958631,0.00943564,-0.01150764,0.55043621,-1.11562168
-5.72986493,3.16872188,-2.49097211,0.22843145,-0.58185850,0.20656055,-0.25366737,3.14298825,-1.65682388,0.97735613,-0.43845989,0.00444190,-0.00030131,1.21855278,-0.46318951,0.00958331,-0.01224642,0.56598959,-1.13976769
-5.72386193,3.28684329,-2.56007016,0.23254936,-0.58827037,0.21449176,-0.25736487,3.24887763,-1.69795345,1.01915071,-0.45843379,0.00455732,-0.00030010,1.26988860,-0.48719373,0.00972619,-0.01297940,0.58137643,-1.15853212
-5.71785893,3.40134534,-2.62150777,0.23697096,-0.59188582,0.22187119,-0.25969151,3.35067413,-1.73273867,1.06000758,-0.47843495,0.00465179,-0.00029993,1.31979055,-0.51163647,0.00985698,-0.01369632,0.59618783,-1.17163142
-5.71185593,3.51025220,-2.67507439,0.24155528,-0.59267860,0.22853808,-0.26061856,3.44664177,-1.76112366,1.09931440,-0.49845933,0.00472242,-0.00030100,1.36752784,-0.53655207,0.00996885,-0.01438693,0.61004351,-1.17888343
-5.70585293,3.61161994,-2.72069787,0.24616997,-0.59067082,0.23435200,-0.26014496,3.53502027,-1.78320034,1.13645156,-0.51849389,0.00476681,-0.00030351,1.41235073,-0.56196548,0.01005579,-0.01504119,0.62260062,-1.18021054
-5.69984992,3.70358510,-2.75843463,0.25069426,-0.58593158,0.23919644,-0.25829701,3.61407624,-1.79920202,1.17080589,-0.53851196,0.00478316,-0.00030766,1.45350953,-0.58788617,0.01011276,-0.01564948,0.63356183,-1.17564043
-5.69384692,3.78441490,-2.78845755,0.25502180,-0.57857448,0.24298177,-0.25512739,3.68215777,-1.80949314,1.20178557,-0.55846934,0.00477031,-0.00031364,1.49027555,-0.61430291,0.01013599,-0.01620282,0.64268249,-1.16530439
-5.68784392,3.85255713,-2.81104254,0.25906311,-0.56875415,0.24564749,-0.25071357,3.73775047,-1.81455613,1.22883589,-0.57830156,0.00472782,-0.00032162,1.52196319,-0.64117978,0.01012308,-0.01669309,0.64977651,-1.14943331
-5.68184092,3.90668812,-2.82655495,0.26274756,-0.55666202,0.24716362,-0.24515566,3.77953261,-1.81497618,1.25145529,-0.59792250,0.00465597,-0.00033176,1.54795229,-0.66845390,0.01007318,-0.01711322,0.65472080,-1.12835153
-5.67583792,3.94575659,-2.83543672,0.26602497,-0.54252133,0.24753130,-0.23857381,3.80642710,-1.81142501,1.26921102,-0.61722475,0.00455578,-0.00034417,1.56770995,-0.69603524,0.00998708,-0.01745744,0.65745802,-1.10246872
-5.66983492,3.96902191,-2.83819518,0.26886665,-0.52658167,0.24678239,-0.23110524,3.81764791,-1.80464449,1.28175383,-0.63608174,0.00442893,-0.00035898,1.58081084,-0.72380881,0.00986720,-0.01772134,0.65799761,-1.07227009
-5.66383192,3.97608464,-2.83539417,0.27126589,-0.50911320,0.24497840,-0.22290107,3.81273889,-1.79543111,1.28883101,-0.65435176,0.00427774,-0.00037627,1.58695508,-0.75163926,0.00971763,-0.01790210,0.65641509,-1.03830527
-5.65782891,3.96690832,-2.82764781,0.27323792,-0.49040071,0.24220841,-0.21412296,3.79160287,-1.78462191,1.29029706,-0.67188374,0.00410508,-0.00039613,1.58598277,-0.77937782,0.00954401,-0.01799848,0.65284958,-1.00117618
-5.65182591,3.94183091,-2.81561695,0.27481937,-0.47073768,0.23858649,-0.20493975,3.75451955,-1.77308243,1.28612159,-0.68852460,0.00391425,-0.00041866,1.57788447,-0.80687142,0.00935346,-0.01801090,0.64749969,-0.96152414
-5.64582291,3.90156537,-2.80000818,0.27606720,-0.45042056,0.23424838,-0.19552410,3.70215089,-1.76169678,1.27639384,-0.70412765,0.00370892,-0.00044396,1.56280693,-0.83397326,0.00915444,-0.01794144,0.64061804,-0.92001673
-5.63981991,3.84718866,-2.78157460,0.27705726,-0.42974331,0.22934781,-0.18604933,3.63553341,-1.75135981,1.26132344,-0.71856185,0.00349294,-0.00047217,1.54105363,-0.86055452,0.00895655,-0.01779372,0.63250451,-0.87733457
-5.63381691,3.78011943,-2.76111759,0.27788237,-0.40899239,0.22405250,-0.17668635,3.55605706,-1.74297095,1.24123732,-0.73172102,0.00327030,-0.00050344,1.51307993,-0.88651624,0.00877034,-0.01757282,0.62349851,-0.83415835
-5.62781391,3.70208458,-2.73948842,0.27865009,-0.38844222,0.21853990,-0.16760083,3.46543123,-1.73742905,1.21657268,-0.74353270,0.00304495,-0.00053799,1.47948270,-0.91180058,0.00860710,-0.01728514,0.61397052,-0.79115638
-5.62181091,3.61507575,-2.71758842,0.27948020,-0.36835113,0.21299302,-0.15895058,3.36563867,-1.73562731,1.18786605,-0.75396581,0.00282072,-0.00057609,1.44098487,-0.93640049,0.00847862,-0.01693821,0.60431315,-0.74897274
-5.61580790,3.52129689,-2.69636653,0.28050188,-0.34895796,0.20759629,-0.15088323,3.25887899,-1.73844744,1.15573893,-0.76303657,0.00260120,-0.00061807,1.39841512,-0.96036704,0.00839697,-0.01654045,0.59493206,-0.70821649
-5.60980490,3.42310469,-2.67681294,0.28185074,-0.33047918,0.20253159,-0.14353407,3.14750348,-1.74675195,1.12088035,-0.77081218,0.00238967,-0.00066433,1.35268364,-0.98381347,0.00837427,-0.01610095,0.58623676,-0.66945164
-5.60380190,3.32294371,-2.65994792,0.28366566,-0.31310648,0.19797464,-0.13702409,3.03394381,-1.76137373,1.08402699,-0.77741175,0.00218905,-0.00071531,1.30475470,-1.00691553,0.00842245,-0.01562925,0.57863179,-0.63318837
-5.59779890,3.22327858,-2.64680520,0.28608552,-0.29700501,0.19409166,-0.13145833,2.92063711,-1.78310217,1.04594167,-0.78300435,0.00200180,-0.00077151,1.25561712,-1.02990741,0.00855308,-0.01513502,0.57250817,-0.59987534
-5.59179590,3.12652545,-2.63840956,0.28924585,-0.28231199,0.19103654,-0.12692430,2.80995040,-1.81266547,1.00739095,-0.78780391,0.00182991,-0.00083347,1.20625384,-1.05307345,0.00877711,-0.01462790,0.56823559,-0.56989323
-5.58579290,3.03498537,-2.63574905,0.29327564,-0.26913586,0.18894837,-0.12349069,2.70410720,-1.85070908,0.96912285,-0.79206121,0.00167489,-0.00090172,1.15761172,-1.07673541,0.00910472,-0.01411718,0.56615525,-0.54354956
-5.57978989,2.95078175,-2.63974248,0.29829408,-0.25755578,0.18794947,-0.12120623,2.60511936,-1.89777075,0.93184533,-0.79605319,0.00153777,-0.00097679,1.11057291,-1.10123609,0.00954514,-0.01361165,0.56657357,-0.52107475
-5.57378689,2.87580438,-2.65120353,0.30440765,-0.24762161,0.18814391,-0.12009877,2.51472655,-1.95425297,0.89620673,-0.80007012,0.00141908,-0.00105916,1.06592874,-1.12691970,0.01010647,-0.01311937,0.56975700,-0.50261970
-5.56778389,2.81166186,-2.67080312,0.31170742,-0.23935429,0.18961643,-0.12017462,2.43434605,-2.02039419,0.86277863,-0.80440125,0.00131891,-0.00114922,1.02435738,-1.15411026,0.01079554,-0.01264752,0.57592780,-0.48825466
-5.56178089,2.75964429,-2.69903229,0.32026688,-0.23274665,0.19243187,-0.12141822,2.36503461,-2.09624042,0.83204189,-0.80931970,0.00123693,-0.00124724,0.98640606,-1.18308909,0.01161778,-0.01220228,0.58526111,-0.47796968
-5.55577789,2.72069736,-2.73616788,0.33014015,-0.22776471,0.19663502,-0.12379208,2.30746403,-2.18161923,0.80437643,-0.81506760,0.00117243,-0.00135331,0.95247836,-1.21407270,0.01257706,-0.01178873,0.59788318,-0.47167670
-5.54977489,2.69540874,-2.78224337,0.34136093,-0.22434943,0.20225082,-0.12723720,2.26191112,-2.27611820,0.78005502,-0.82184213,0.00112438,-0.00146733,0.92282734,-1.24719263,0.01367562,-0.01141081,0.61387094,-0.46921314
-5.54377189,2.68400699,-2.83702750,0.35394206,-0.22241900,0.20928495,-0.13167397,2.22826252,-2.37906998,0.75924118,-0.82978366,0.00109146,-0.00158898,0.89755430,-1.28247852,0.01491389,-0.01107131,0.63325270,-0.47034737
-5.53776888,2.68637265,-2.90001255,0.36787584,-0.22187169,0.21772476,-0.13700349,2.20603389,-2.48954586,0.74199121,-0.83896638,0.00107215,-0.00171765,0.87661334,-1.31984563,0.01629045,-0.01077194,0.65601013,-0.47478574
-5.53176588,2.70206080,-2.97041405,0.38313501,-0.22258923,0.22754038,-0.14310955,2.19440245,-2.60635945,0.72826005,-0.84939246,0.00106474,-0.00185246,0.85982131,-1.35908787,0.01780189,-0.01051333,0.68208123,-0.48218139
-5.52576288,2.73033365,-3.04718320,0.39967447,-0.22444070,0.23868607,-0.14986114,2.19225138,-2.72808167,0.71791058,-0.86098980,0.00106741,-0.00199224,0.84687247,-1.39987711,0.01944275,-0.01029523,0.71136421,-0.49214460
-5.51975988,2.77020141,-3.12903203,0.41743355,-0.22728691,0.25110164,-0.15711551,2.19822380,-2.85306751,0.71072573,-0.87361393,0.00107829,-0.00213555,0.83735724,-1.44176899,0.02120545,-0.01011660,0.74372194,-0.50425449
-5.51375688,2.82046928,-3.21447131,0.43633871,-0.23098518,0.26471396,-0.16472175,2.21078409,-2.97949437,0.70642279,-0.88705378,0.00109550,-0.00228066,0.83078393,-1.48421534,0.02308019,-0.00997583,0.77898684,-0.51807199
-5.50775388,2.87978820,-3.30185975,0.45630647,-0.23539430,0.27943839,-0.17252484,2.22828350,-3.10541106,0.70466905,-0.90104113,0.00111718,-0.00242562,0.82660255,-1.52658262,0.02505499,-0.00987088,0.81696583,-0.53315345
-5.50175088,2.94670679,-3.38946260,0.47724647,-0.24037970,0.29518011,-0.18036997,2.24902723,-3.22879579,0.70509809,-0.91526331,0.00114154,-0.00256829,0.82422940,-1.56817573,0.02711562,-0.00979953,0.85744496,-0.54906476
-5.49574787,3.01972206,-3.47551695,0.49906430,-0.24581832,0.31183528,-0.18810712,2.27134003,-3.34762082,0.70732582,-0.92937828,0.00116693,-0.00270638,0.82307157,-1.60826569,0.02924562,-0.00975957,0.90019353,-0.56539522
-5.48974487,3.09732662,-3.55830052,0.52166396,-0.25160331,0.32929194,-0.19559555,2.29362750,-3.45992072,0.71096550,-0.94303131,0.00119182,-0.00283755,0.82255001,-1.64612004,0.03142642,-0.00974899,0.94496742,-0.58177082
-5.48374187,3.17805026,-3.63620029,0.54494978,-0.25764803,0.34743077,-0.20270819,2.31443046,-3.56386107,0.71564125,-0.95587226,0.00121486,-0.00295944,0.82212043,-1.68103401,0.03363739,-0.00976616,0.99151131,-0.59786620
-5.47773887,3.26049443,-3.70777728,0.56882757,-0.26388923,0.36612548,-0.20933562,2.33247053,-3.65780394,0.72099932,-0.96757239,0.00123489,-0.00306978,0.82129122,-1.71236086,0.03585602,-0.00981000,1.03955983,-0.61341478
-5.47173587,3.34335845,-3.77182372,0.59320497,-0.27028923,0.38524305,-0.21538943,2.34668497,-3.74036660,0.72671695,-0.97783975,0.00125097,-0.00316649,0.81963763,-1.73953957,0.03805817,-0.00988002,1.08883750,-0.62821651
-5.46573287,3.42545703,-3.82740937,0.61799091,-0.27683681,0.40464377,-0.22080485,2.35625007,-3.81047038,0.73250842,-0.98643221,0.00126236,-0.00324767,0.81681199,-1.76211832,0.04021833,-0.00997646,1.13905763,-0.64214280
-5.45972986,3.50572893,-3.87391415,0.64309434,-0.28354672,0.42418123,-0.22554244,2.36059245,-3.86737652,0.73812835,-0.99316738,0.00126856,-0.00331176,0.81254970,-1.77977243,0.04231001,-0.01010022,1.18992030,-0.65513826
-5.45372686,3.58323762,-3.91104517,0.66842212,-0.29045779,0.44370229,-0.22958871,2.35938863,-3.91070729,0.74337246,-0.99792896,0.00126927,-0.00335754,0.80667107,-1.79231563,0.04430612,-0.01025283,1.24110979,-0.66721903
-5.44772386,3.65716476,-3.93883694,0.69387647,-0.29762953,0.46304711,-0.23295568,2.35255354,-3.94045064,0.74807584,-1.00066904,0.00126441,-0.00338420,0.79907928,-1.79970428,0.04617955,-0.01043639,1.29229177,-0.67846771
-5.44172086,3.72679812,-3.95763476,0.71935207,-0.30513746,0.48204952,-0.23567924,2.34021939,-3.95694841,0.75210933,-1.00140651,0.00125410,-0.00339136,0.78975487,-1.80203417,0.04790363,-0.01065331,1.34311070,-0.68902497
-5.43571786,3.79151562,-3.96806232,0.74473317,-0.31306718,0.50053762,-0.23781655,2.32270657,-3.96086834,0.75537445,-1.00022163,0.00123863,-0.00337908,0.77874738,-1.79953033,0.04945279,-0.01090617,1.39318790,-0.69907823
-5.42971486,3.85076729,-3.97097521,0.76989088,-0.32150761,0.51833480,-0.23944238,2.30048860,-3.95316175,0.75779734,-0.99724737,0.00121846,-0.00334786,0.76616477,-1.79253051,0.05080316,-0.01119749,1.44212061,-0.70884796
-5.42371186,3.90405714,-3.96740341,0.79468098,-0.33054365,0.53526132,-0.24064474,2.27415330,-3.93500904,0.75932230,-0.99265806,0.00119418,-0.00329859,0.75216141,-1.78146362,0.05193322,-0.01152942,1.48948261,-0.71857219
-5.41770885,3.95092645,-3.95848615,0.81894256,-0.34024865,0.55113627,-0.24151995,2.24436254,-3.90775640,0.75990551,-0.98665625,0.00116649,-0.00323256,0.73692538,-1.76682425,0.05282439,-0.01190349,1.53482634,-0.72849009
-5.41170585,3.99094017,-3.94540318,0.84249752,-0.35067720,0.56578012,-0.24216744,2.21181244,-3.87284719,0.75950933,-0.97945877,0.00113617,-0.00315135,0.72066574,-1.74914526,0.05346164,-0.01232037,1.57768706,-0.73882562
-5.40570285,4.02367718,-3.92930666,0.86515118,-0.36185860,0.57901764,-0.24268450,2.17719622,-3.83175206,0.75809756,-0.97128276,0.00110406,-0.00305682,0.70360053,-1.72896993,0.05383398,-0.01277967,1.61758880,-0.74977202
-5.39969985,4.04872549,-3.91125788,0.88669412,-0.37379155,0.59068126,-0.24316141,2.14117112,-3.78590165,0.75563199,-0.96233285,0.00107102,-0.00295100,0.68594585,-1.70682537,0.05393486,-0.01327969,1.65405206,-0.76147832
-5.39369685,4.06568219,-3.89217258,0.90690501,-0.38644037,0.60061456,-0.24367713,2.10433064,-3.73662577,0.75207029,-0.95279011,0.00103790,-0.00283602,0.66790662,-1.68319893,0.05376248,-0.01381743,1.68660313,-0.77403841
-5.38769385,4.07415833,-3.87277827,0.92555457,-0.39973317,0.60867597,-0.24429584,2.06718305,-3.68510209,0.74736543,-0.94280356,0.00100555,-0.00271406,0.64966919,-1.65851870,0.05331999,-0.01438846,1.71478451,-0.78748383
-5.38169085,4.07378793,-3.85358589,0.94241039,-0.41356209,0.61474231,-0.24506454,2.03013642,-3.63231715,0.74146643,-0.93248466,0.00097476,-0.00258725,0.63139589,-1.63313929,0.05261541,-0.01498706,1.73816612,-0.80178038
-5.37568784,4.06424031,-3.83487752,0.95724235,-0.42778593,0.61871223,-0.24601184,1.99349030,-3.57904122,0.73432032,-0.92190508,0.00094625,-0.00245762,0.61322169,-1.60733335,0.05166159,-0.01560631,1.75635676,-0.81682929
-5.36968484,4.04523476,-3.81671041,0.96982852,-0.44223493,0.62050917,-0.24714816,1.95743367,-3.52581804,0.72587503,-0.91109769,0.00092068,-0.00232706,0.59525265,-1.58128911,0.05047583,-0.01623840,1.76901522,-0.83247279
-5.36368184,4.01655621,-3.79893694,0.97996118,-0.45671774,0.62008395,-0.24846702,1.92204854,-3.47296914,0.71608304,-0.90006064,0.00089859,-0.00219724,0.57756611,-1.55511376,0.04907949,-0.01687495,1.77586073,-0.84850392
-5.35767884,3.97807079,-3.78123893,0.98745268,-0.47103030,0.61741669,-0.24994777,1.88731836,-3.42061175,0.70490531,-0.88876400,0.00088044,-0.00206964,0.56021234,-1.52884202,0.04749739,-0.01750740,1.77668206,-0.86468030
-5.35167584,3.92974019,-3.76317365,0.99214096,-0.48496612,0.61251805,-0.25155921,1.85314027,-3.36868847,0.69231518,-0.87715842,0.00086657,-0.00194547,0.54321722,-1.50244899,0.04575715,-0.01812750,1.77134503,-0.88074100
-5.34567284,3.87163382,-3.74422845,0.99389450,-0.49832757,0.60542992,-0.25326413,1.81934015,-3.31700603,0.67830216,-0.86518515,0.00085721,-0.00182570,0.52658583,-1.47586619,0.04388842,-0.01872783,1.75979816,-0.89642559
