energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-5.90395198,5.18844547,0.02970247,0.33617242,0.94837507,3.27133156,0.67917746,0.00000000,1.88635172,0.00000000
-5.89794897,5.34110164,0.03051908,0.35438585,0.97105964,3.35835844,0.70663910,0.00000000,1.95121261,0.00000000
-5.89194597,5.50440126,0.03132751,0.37299519,0.99552933,3.45115519,0.73658683,0.00000000,2.02131653,0.00000000
-5.88594297,5.67763525,0.03212787,0.39184694,1.02177296,3.54923211,0.76907974,0.00000000,2.09640006,0.00000000
-5.87993997,5.85991360,0.03292083,0.41078797,1.04974672,3.65198982,0.80412686,0.00000000,2.17610532,0.00000000
-5.87393697,6.05015099,0.03370746,0.42966735,1.07936820,3.75871348,0.84168058,0.00000000,2.25997199,0.00000000
-5.86793397,6.24705621,0.03448894,0.44833794,1.11051108,3.86856942,0.88163126,0.00000000,2.34743168,0.00000000
-5.86193097,6.44912705,0.03526639,0.46665799,1.14300101,3.98060514,0.92380321,0.00000000,2.43780556,0.00000000
-5.85592796,6.65465181,0.03604057,0.48449234,1.17661289,4.09375333,0.96795242,0.00000000,2.53030577,0.00000000
-5.84992496,6.86171861,0.03681161,0.50171357,1.21106987,4.20684062,1.01376606,0.00000000,2.62404092,0.00000000
-5.84392196,7.06823305,0.03757884,0.51820269,1.24604436,4.31860138,1.06086413,0.00000000,2.71802595,0.00000000
-5.83791896,7.27194481,0.03834048,0.53384973,1.28116115,4.42769678,1.10880319,0.00000000,2.81119639,0.00000000
-5.83191596,7.47048280,0.03909358,0.54855396,1.31600272,4.53273893,1.15708230,0.00000000,2.90242677,0.00000000
-5.82591296,7.66139848,0.03983391,0.56222393,1.35011667,4.63231952,1.20515109,0.00000000,2.99055282,0.00000000
-5.81990995,7.84221637,0.04055588,0.57477737,1.38302518,4.72504248,1.25241977,0.00000000,3.07439674,0.00000000
-5.81390695,8.01049019,0.04125270,0.58614090,1.41423614,4.80955935,1.29827095,0.00000000,3.15279499,0.00000000
-5.80790395,8.16386300,0.04191644,0.59624979,1.44325579,4.88460635,1.34207293,0.00000000,3.22462733,0.00000000
-5.80190095,8.30012931,0.04253827,0.60504772,1.46960222,4.94904174,1.38319409,0.00000000,3.28884650,0.00000000
-5.79589795,8.41729687,0.04310876,0.61248664,1.49281948,5.00188190,1.42101799,0.00000000,3.34450715,0.00000000
-5.78989495,8.51364595,0.04361820,0.61852687,1.51249164,5.04233488,1.45495871,0.00000000,3.39079318,0.00000000
-5.78389195,8.58778387,0.04405703,0.62313730,1.52825631,5.06982974,1.48447592,0.00000000,3.42704237,0.00000000
-5.77788894,8.63869253,0.04441619,0.62629603,1.53981710,5.08404068,1.50908927,0.00000000,3.45276748,0.00000000
-5.77188594,8.66576721,0.04468759,0.62799106,1.54695455,5.08490466,1.52839145,0.00000000,3.46767294,0.00000000
-5.76588294,8.66884496,0.04486451,0.62822135,1.54953503,5.07263178,1.54205974,0.00000000,3.47166661,0.00000000
-5.75987994,8.64822130,0.04494195,0.62699799,1.54751731,5.04770782,1.54986535,0.00000000,3.46486612,0.00000000
-5.75387694,8.60465449,0.04491699,0.62434548,1.54095648,5.01088874,1.55168054,0.00000000,3.44759945,0.00000000
-5.74787394,8.53935692,0.04478899,0.62030299,1.53000503,4.96318700,1.54748292,0.00000000,3.42039991,0.00000000
-5.74187094,8.45397367,0.04455983,0.61492553,1.51491103,4.90585031,1.53735714,0.00000000,3.38399541,0.00000000
-5.73586793,8.35054871,0.04423393,0.60828482,1.49601344,4.84033309,1.52149355,0.00000000,3.33929245,0.00000000
-5.72986493,8.23147966,0.04381828,0.60046984,1.47373458,4.76826182,1.50018417,0.00000000,3.28735523,0.00000000
-5.72386193,8.09946226,0.04332231,0.59158686,1.44857014,4.69139505,1.47381586,0.00000000,3.22938052,0.00000000
-5.71785893,7.95742616,0.04275769,0.58175885,1.42107689,4.61157946,1.44286106,0.00000000,3.16666893,0.00000000
-5.71185593,7.80846387,0.04213806,0.57112432,1.39185853,4.53070320,1.40786630,0.00000000,3.10059335,0.00000000
-5.70585293,7.65575472,0.04147866,0.55983536,1.36155008,4.45064781,1.36943895,0.00000000,3.03256550,0.00000000
-5.69984992,7.50248606,0.04079592,0.54805505,1.33080135,4.37324026,1.32823250,0.00000000,2.96400133,0.00000000
-5.69384692,7.35177392,0.04010702,0.53595413,1.30025991,4.30020626,1.28493093,0.00000000,2.89628629,0.00000000
-5.68784392,7.20658511,0.03942942,0.52370714,1.27055414,4.23312624,1.24023265,0.00000000,2.83074127,0.00000000
-5.68184092,7.06966314,0.03878035,0.51148808,1.24227672,4.17339506,1.19483439,0.00000000,2.76859011,0.00000000
-5.67583792,6.94345968,0.03817638,0.49946567,1.21596930,4.12218657,1.14941560,0.00000000,2.71092960,0.00000000
-5.66983492,6.83007378,0.03763297,0.48779857,1.19210848,4.08042390,1.10462379,0.00000000,2.65870256,0.00000000
-5.66383192,6.73120007,0.03716404,0.47663056,1.17109375,4.04875615,1.06106114,0.00000000,2.61267495,0.00000000
-5.65782891,6.64808782,0.03678169,0.46608596,1.15323757,4.02754215,1.01927275,0.00000000,2.57341749,0.00000000
-5.65182591,6.58151163,0.03649584,0.45626559,1.13875791,4.01684168,0.97973689,0.00000000,2.54129233,0.00000000
-5.64582291,6.53175488,0.03631404,0.44724328,1.12777354,4.01641427,0.94285726,0.00000000,2.51644540,0.00000000
-5.63981991,6.49860634,0.03624131,0.43906327,1.12030201,4.02572586,0.90895761,0.00000000,2.49880440,0.00000000
-5.63381691,6.48137018,0.03628003,0.43173851,1.11626055,4.04396295,0.87827862,0.00000000,2.48808295,0.00000000
-5.62781391,6.47888923,0.03642989,0.42525009,1.11546980,4.07005410,0.85097711,0.00000000,2.48379061,0.00000000
-5.62181091,6.48958095,0.03668798,0.41954774,1.11766021,4.10269820,0.82712750,0.00000000,2.48524880,0.00000000
-5.61580790,6.51148512,0.03704880,0.41455157,1.12248096,4.14039888,0.80672527,0.00000000,2.49161207,0.00000000
-5.60980490,6.54232214,0.03750444,0.41015480,1.12951118,4.18150411,0.78969240,0.00000000,2.50189438,0.00000000
-5.60380190,6.57956009,0.03804475,0.40622758,1.13827311,4.22425011,0.77588434,0.00000000,2.51499945,0.00000000
-5.59779890,6.62048876,0.03865760,0.40262177,1.14824672,4.26680815,0.76509839,0.00000000,2.52975448,0.00000000
-5.59179590,6.66229832,0.03932909,0.39917629,1.15888553,4.30733319,0.75708304,0.00000000,2.54494604,0.00000000
-5.58579290,6.70216029,0.04004389,0.39572309,1.16963299,4.34401269,0.75154800,0.00000000,2.55935706,0.00000000
-5.57978989,6.73730809,0.04078559,0.39209343,1.17993897,4.37511433,0.74817455,0.00000000,2.57180370,0.00000000
-5.57378689,6.76511475,0.04153702,0.38812403,1.18927588,4.39903101,0.74662591,0.00000000,2.58117076,0.00000000
-5.56778389,6.78316516,0.04228067,0.38366325,1.19715389,4.41432184,0.74655725,0.00000000,2.58644450,0.00000000
-5.56178089,6.78932051,0.04299904,0.37857654,1.20313475,4.41974777,0.74762508,0.00000000,2.58674164,0.00000000
-5.55577789,6.78177287,0.04367507,0.37275148,1.20684384,4.41430076,0.74949581,0.00000000,2.58133360,0.00000000
-5.54977489,6.75908827,0.04429249,0.36610173,1.20798010,4.39722566,0.75185325,0.00000000,2.56966519,0.00000000
-5.54377189,6.72023706,0.04483624,0.35857018,1.20632351,4.36803408,0.75440489,0.00000000,2.55136709,0.00000000
-5.53776888,6.66461085,0.04529278,0.35013080,1.20174004,4.32651009,0.75688699,0.00000000,2.52626186,0.00000000
-5.53176588,6.59202594,0.04565040,0.34078954,1.19418387,4.27270777,0.75906836,0.00000000,2.49436351,0.00000000
-5.52576288,6.50271374,0.04589951,0.33058391,1.18369706,4.20694090,0.76075294,0.00000000,2.45587083,0.00000000
-5.51975988,6.39729916,0.04603279,0.31958165,1.17040670,4.12976561,0.76178130,0.00000000,2.41115494,0.00000000
-5.51375688,6.27676839,0.04604540,0.30787830,1.15451975,4.04195679,0.76203113,0.00000000,2.36074207,0.00000000
-5.50775388,6.14242807,0.04593497,0.29559403,1.13631606,3.94447964,0.76141705,0.00000000,2.30529223,0.00000000
-5.50175088,5.99585788,0.04570169,0.28286981,1.11613960,3.83845746,0.75988971,0.00000000,2.24557511,0.00000000
-5.49574787,5.83885886,0.04534814,0.26986306,1.09438873,3.72513732,0.75743459,0.00000000,2.18244419,0.00000000
-5.48974487,5.67339990,0.04487924,0.25674319,1.07150549,3.60585484,0.75407048,0.00000000,2.11681043,0.00000000
-5.48374187,5.50156436,0.04430202,0.24368690,1.04796471,3.48199952,0.74984790,0.00000000,2.04961640,0.00000000
-5.47773887,5.32549898,0.04362538,0.23087374,1.02426302,3.35498184,0.74484747,0.00000000,1.98181209,0.00000000
-5.47173587,5.14736664,0.04285979,0.21848188,1.00090830,3.22620295,0.73917834,0.00000000,1.91433300,0.00000000
-5.46573287,4.96930416,0.04201704,0.20668428,0.97840970,3.09702804,0.73297659,0.00000000,1.84808125,0.00000000
-5.45972986,4.79338596,0.04110985,0.19564530,0.95726850,2.96876349,0.72640361,0.00000000,1.78391002,0.00000000
-5.45372686,4.62159407,0.04015160,0.18551790,0.93796992,2.84263848,0.71964429,0.00000000,1.72261151,0.00000000
-5.44772386,4.45579417,0.03915602,0.17644134,0.92097587,2.71979067,0.71290502,0.00000000,1.66490838,0.00000000
-5.44172086,4.29771760,0.03813688,0.16853938,0.90671872,2.60125605,0.70641117,0.00000000,1.61144830,0.00000000
-5.43571786,4.14894843,0.03710772,0.16191898,0.89559594,2.48796245,0.70040416,0.00000000,1.56280137,0.00000000
-5.42971486,4.01091487,0.03608165,0.15666944,0.88796555,2.38072625,0.69513786,0.00000000,1.51945986,0.00000000
-5.42371186,3.88488423,0.03507115,0.15286185,0.88414230,2.28025174,0.69087428,0.00000000,1.48183959,0.00000000
-5.41770885,3.77196033,0.03408790,0.15054887,0.88439447,2.18713275,0.68787861,0.00000000,1.45028267,0.00000000
-5.41170585,3.67308286,0.03314266,0.14976466,0.88894111,2.10185572,0.68641368,0.00000000,1.42506080,0.00000000
-5.40570285,3.58902791,0.03224518,0.15052507,0.89794991,2.02480421,0.68673388,0.00000000,1.40637893,0.00000000
-5.39969985,3.52040938,0.03140417,0.15282790,0.91153538,1.95626417,0.68907877,0.00000000,1.39437884,0.00000000
-5.39369685,3.46768119,0.03062724,0.15665327,0.92975774,1.89643001,0.69366667,0.00000000,1.38914248,0.00000000
-5.38769385,3.43114006,0.02992094,0.16196411,0.95262222,1.84541114,0.70068842,0.00000000,1.39069491,0.00000000
-5.38169085,3.41092942,0.02929076,0.16870679,0.98007922,1.80323920,0.71030160,0.00000000,1.39900699,0.00000000
-5.37568784,3.40704435,0.02874117,0.17681187,1.01202516,1.76987571,0.72262561,0.00000000,1.41399771,0.00000000
-5.36968484,3.41933819,0.02827576,0.18619493,1.04830429,1.74522037,0.73773764,0.00000000,1.43553654,0.00000000
-5.36368184,3.44753078,0.02789726,0.19675771,1.08871146,1.72911991,0.75566993,0.00000000,1.46344566,0.00000000
-5.35767884,3.49121867,0.02760773,0.20838935,1.13299590,1.72137741,0.77640832,0.00000000,1.49750254,0.00000000
-5.35167584,3.54988704,0.02740865,0.22096786,1.18086593,1.72176197,0.79989226,0.00000000,1.53744265,0.00000000
-5.34567284,3.62292322,0.02730110,0.23436177,1.23199457,1.73001847,0.82601603,0.00000000,1.58296255,0.00000000
-5.33966983,3.70963118,0.02728593,0.24843195,1.28602577,1.74587698,0.85463139,0.00000000,1.63372329,0.00000000
-5.33366683,3.80924632,0.02736388,0.26303356,1.34258112,1.76906145,0.88555111,0.00000000,1.68935386,0.00000000
-5.32766383,3.92094981,0.02753584,0.27801805,1.40126669,1.79929710,0.91855336,0.00000000,1.74945475,0.00000000
-5.32166083,4.04388138,0.02780289,0.29323523,1.46167971,1.83631596,0.95338668,0.00000000,1.81360118,0.00000000
-5.31565783,4.17714978,0.02816653,0.30853518,1.52341475,1.87986013,0.98977510,0.00000000,1.88134601,0.00000000
-5.30965483,4.31984017,0.02862872,0.32377017,1.58606914,1.92968225,1.02742326,0.00000000,1.95222193,0.00000000
-5.30365183,4.47101767,0.02919195,0.33879634,1.64924741,1.98554290,1.06602120,0.00000000,2.02574292,0.00000000
-5.29764882,4.62972704,0.02985924,0.35347518,1.71256451,2.04720491,1.10524877,0.00000000,2.10140494,0.00000000
-5.29164582,4.79498836,0.03063409,0.36767478,1.77564789,2.11442467,1.14477939,0.00000000,2.17868579,0.00000000
-5.28564282,4.96578934,0.03152039,0.38127088,1.83813835,2.18694076,1.18428323,0.00000000,2.25704447,0.00000000
-5.27963982,5.14107499,0.03252221,0.39414764,1.89968994,2.26446064,1.22342985,0.00000000,2.33592016,0.00000000
-5.27363682,5.31973591,0.03364357,0.40619827,1.95996904,2.34664612,1.26189042,0.00000000,2.41473134,0.00000000
-5.26763382,5.50059663,0.03488820,0.41732549,2.01865305,2.43309867,1.29933964,0.00000000,2.49287538,0.00000000
-5.26163082,5.68240550,0.03625917,0.42744193,2.07542893,2.52334568,1.33545761,0.00000000,2.56972916,0.00000000
-5.25562781,5.86382781,0.03775854,0.43647042,2.12999203,2.61682883,1.36993190,0.00000000,2.64465103,0.00000000
-5.24962481,6.04344349,0.03938703,0.44434441,2.18204550,2.71289563,1.40245982,0.00000000,2.71698461,0.00000000
-5.24362181,6.21975069,0.04114362,0.45100830,2.23130049,2.81079510,1.43275122,0.00000000,2.78606462,0.00000000
-5.23761881,6.39117584,0.04302519,0.45641793,2.27747740,2.90967836,1.46053181,0.00000000,2.85122475,0.00000000
-5.23161581,6.55609059,0.04502624,0.46054106,2.32030805,3.00860447,1.48554689,0.00000000,2.91180763,0.00000000
-5.22561281,6.71283541,0.04713861,0.46335789,2.35953885,3.10655174,1.50756553,0.00000000,2.96717644,0.00000000
-5.21960980,6.85974883,0.04935124,0.46486155,2.39493453,3.20243415,1.52638491,0.00000000,3.01672782,0.00000000
-5.21360680,6.99520129,0.05165009,0.46505852,2.42628241,3.29512239,1.54183457,0.00000000,3.05990540,0.00000000
-5.20760380,7.11763164,0.05401804,0.46396885,2.45339643,3.38346842,1.55378035,0.00000000,3.09621319,0.00000000
-5.20160080,7.22558435,0.05643495,0.46162613,2.47612088,3.46633255,1.56212753,0.00000000,3.12522802,0.00000000
-5.19559780,7.31774522,0.05887778,0.45807719,2.49433317,3.54261154,1.56682305,0.00000000,3.14661032,0.00000000
-5.18959480,7.39297357,0.06132077,0.45338137,2.50794533,3.61126630,1.56785643,0.00000000,3.16011236,0.00000000
-5.18359180,7.45032878,0.06373581,0.44760939,2.51690403,3.67134779,1.56525920,0.00000000,3.16558356,0.00000000
-5.17758879,7.48908979,0.06609278,0.44084185,2.52118893,3.72201977,1.55910282,0.00000000,3.16297226,0.00000000
-5.17158579,7.50876642,0.06836004,0.43316729,2.52080937,3.76257730,1.54949502,0.00000000,3.15232396,0.00000000
-5.16558279,7.50910197,0.07050496,0.42467994,2.51579966,3.79246023,1.53657474,0.00000000,3.13377593,0.00000000
-5.15957979,7.49006725,0.07249456,0.41547724,2.50621316,3.81126120,1.52050599,0.00000000,3.10754870,0.00000000
-5.15357679,7.45184684,0.07429614,0.40565724,2.49211581,3.81872802,1.50147080,0.00000000,3.07393479,0.00000000
-5.14757379,7.39481869,0.07587798,0.39531595,2.47357938,3.81476082,1.47966187,0.00000000,3.03328555,0.00000000
-5.14157079,7.31952895,0.07721008,0.38454494,2.45067539,3.79940439,1.45527528,0.00000000,2.98599686,0.00000000
-5.13556778,7.22666383,0.07826484,0.37342911,2.42347000,3.77283680,1.42850376,0.00000000,2.93249477,0.00000000
-5.12956478,7.11702087,0.07901780,0.36204490,2.39202052,3.73535525,1.39953094,0.00000000,2.87322183,0.00000000
-5.12356178,6.99148142,0.07944827,0.35045907,2.35637407,3.68736034,1.36852697,0.00000000,2.80862500,0.00000000
-5.11755878,6.85098649,0.07953995,0.33872794,2.31656844,3.62933997,1.33564579,0.00000000,2.73914598,0.00000000
-5.11155578,6.69651721,0.07928143,0.32689729,2.27263544,3.56185397,1.30102420,0.00000000,2.66521422,0.00000000
-5.10555278,6.52908116,0.07866662,0.31500286,2.22460660,3.48552035,1.26478275,0.00000000,2.58724308,0.00000000
-5.09954977,6.34970492,0.07769501,0.30307142,2.17252084,3.40100388,1.22702834,0.00000000,2.50562913,0.00000000
-5.09354677,6.15943274,0.07637187,0.29112224,2.11643376,3.30900733,1.18785836,0.00000000,2.42075426,0.00000000
-5.08754377,5.95933084,0.07470820,0.27916902,2.05642782,3.21026557,1.14736589,0.00000000,2.33299035,0.00000000
-5.08154077,5.75049596,0.07272060,0.26722198,1.99262283,3.10554228,1.10564573,0.00000000,2.24270575,0.00000000
-5.07553777,5.53406689,0.07043096,0.25529010,1.92518585,2.99562868,1.06280055,0.00000000,2.15027291,0.00000000
-5.06953477,5.31123704,0.06786601,0.24338328,1.85433984,2.88134389,1.01894695,0.00000000,2.05607626,0.00000000
-5.06353177,5.08326620,0.06505673,0.23151431,1.78037029,2.76353576,0.97422065,0.00000000,1.96051970,0.00000000
-5.05752876,4.85148986,0.06203763,0.21970058,1.70362931,2.64308160,0.92878069,0.00000000,1.86403270,0.00000000
-5.05152576,4.61732417,0.05884594,0.20796533,1.62453675,2.52088777,0.88281205,0.00000000,1.76707465,0.00000000
-5.04552276,4.38226563,0.05552078,0.19633850,1.54357806,2.39788747,0.83652668,0.00000000,1.67013675,0.00000000
-5.03951976,4.14788437,0.05210221,0.18485702,1.46129895,2.27503608,0.79016267,0.00000000,1.57374130,0.00000000
-5.03351676,3.91581089,0.04863034,0.17356470,1.37829689,2.15330381,0.74398160,0.00000000,1.47843829,0.00000000
-5.02751376,3.68771633,0.04514448,0.16251156,1.29520998,2.03366536,0.69826432,0.00000000,1.38479937,0.00000000
-5.02151076,3.46528700,0.04168227,0.15175281,1.21270353,1.91708699,0.65330520,0.00000000,1.29340956,0.00000000
-5.01550775,3.25019434,0.03827895,0.14134755,1.13145518,1.80451117,0.60940535,0.00000000,1.20485723,0.00000000
-5.00950475,3.04406169,0.03496675,0.13135722,1.05213924,1.69683963,0.56686509,0.00000000,1.11972286,0.00000000
-5.00350175,2.84842979,0.03177438,0.12184392,0.97541092,1.59491553,0.52597612,0.00000000,1.03856734,0.00000000
-4.99749875,2.66472270,0.02872661,0.11286878,0.90189140,1.49950560,0.48701385,0.00000000,0.96192049,0.00000000
-4.99149575,2.49421624,0.02584409,0.10449044,0.83215432,1.41128348,0.45023023,0.00000000,0.89027045,0.00000000
-4.98549275,2.33801040,0.02314319,0.09676364,0.76671425,1.33081481,0.41584750,0.00000000,0.82405459,0.00000000
-4.97948974,2.19700746,0.02063610,0.08973814,0.70601775,1.25854536,0.38405317,0.00000000,0.76365235,0.00000000
-4.97348674,2.07189678,0.01833093,0.08345794,0.65043714,1.19479250,0.35499628,0.00000000,0.70938040,0.00000000
-4.96748374,1.96314703,0.01623198,0.07796076,0.60026719,1.13974083,0.32878535,0.00000000,0.66149028,0.00000000
-4.96148074,1.87100614,0.01434009,0.07327786,0.55572472,1.09344200,0.30548769,0.00000000,0.62016848,0.00000000
-4.95547774,1.79550860,0.01265305,0.06943418,0.51695076,1.05581890,0.28513035,0.00000000,0.58553875,0.00000000
-4.94947474,1.73648965,0.01116605,0.06644861,0.48401504,1.02667391,0.26770227,0.00000000,0.55766642,0.00000000
-4.94347174,1.69360508,0.00987215,0.06433455,0.45692231,1.00570071,0.25315760,0.00000000,0.53656408,0.00000000
-4.93746873,1.66635535,0.00876281,0.06310038,0.43561981,0.99249903,0.24141982,0.00000000,0.52219822,0.00000000
-4.93146573,1.65411234,0.00782831,0.06275009,0.42000549,0.98659152,0.23238647,0.00000000,0.51449608,0.00000000
-4.92546273,1.65614706,0.00705822,0.06328368,0.40993621,0.98744177,0.22593397,0.00000000,0.51335218,0.00000000
-4.91945973,1.67165648,0.00644181,0.06469745,0.40523542,0.99447244,0.22192250,0.00000000,0.51863382,0.00000000
-4.91345673,1.69978789,0.00596841,0.06698404,0.40569979,1.00708278,0.22020040,0.00000000,0.53018517,0.00000000
-4.90745373,1.73965939,0.00562768,0.07013219,0.41110444,1.02466436,0.22060808,0.00000000,0.54782937,0.00000000
-4.90145073,1.79037540,0.00540990,0.07412615,0.42120647,1.04661456,0.22298110,0.00000000,0.57136855,0.00000000
-4.89544772,1.85103647,0.00530610,0.07894492,0.43574655,1.07234704,0.22715240,0.00000000,0.60058164,0.00000000
-4.88944472,1.92074322,0.00530820,0.08456101,0.45444887,1.10129910,0.23295365,0.00000000,0.63521998,0.00000000
-4.88344172,1.99859454,0.00540907,0.09093926,0.47701933,1.13293559,0.24021570,0.00000000,0.67500124,0.00000000
-4.87743872,2.08368077,0.00560255,0.09803532,0.50314241,1.16674973,0.24876831,0.00000000,0.71960190,0.00000000
-4.87143572,2.17507294,0.00588338,0.10579425,0.53247723,1.20226112,0.25843922,0.00000000,0.76864908,0.00000000
-4.86543272,2.27180948,0.00624716,0.11414922,0.56465311,1.23901147,0.26905295,0.00000000,0.82171237,0.00000000
-4.85942971,2.37288215,0.00669024,0.12302041,0.59926551,1.27655891,0.28042934,0.00000000,0.87829657,0.00000000
-4.85342671,2.47722284,0.00720957,0.13231437,0.63587259,1.31447160,0.29238227,0.00000000,0.93783600,0.00000000
-4.84742371,2.58369333,0.00780256,0.14192377,0.67399332,1.35232154,0.30471875,0.00000000,0.99969147,0.00000000
-4.84142071,2.69107930,0.00846695,0.15172786,0.71310739,1.38967948,0.31723856,0.00000000,1.06315022,0.00000000
-4.83541771,2.79809042,0.00920064,0.16159352,0.75265743,1.42611150,0.32973467,0.00000000,1.12742975,0.00000000
-4.82941471,2.90336716,0.01000152,0.17137702,0.79205384,1.46117814,0.34199462,0.00000000,1.19168561,0.00000000
-4.82341171,3.00549519,0.01086737,0.18092655,0.83068221,1.49443621,0.35380275,0.00000000,1.25502337,0.00000000
-4.81740870,3.10302716,0.01179572,0.19008529,0.86791342,1.52544357,0.36494344,0.00000000,1.31651466,0.00000000
-4.81140570,3.19451152,0.01278373,0.19869517,0.90311601,1.55376677,0.37520517,0.00000000,1.37521671,0.00000000
-4.80540270,3.27852712,0.01382808,0.20660097,0.93567047,1.57899126,0.38438534,0.00000000,1.43019490,0.00000000
-4.79939970,3.35372223,0.01492496,0.21365475,0.96498492,1.60073343,0.39229539,0.00000000,1.48054735,0.00000000
-4.79339670,3.41885584,0.01606997,0.21972031,0.99051138,1.61865402,0.39876632,0.00000000,1.52543050,0.00000000
-4.78739370,3.47283915,0.01725810,0.22467761,1.01176188,1.63247168,0.40365394,0.00000000,1.56408452,0.00000000
-4.78139070,3.51477492,0.01848374,0.22842679,1.02832369,1.64197596,0.40684379,0.00000000,1.59585732,0.00000000
-4.77538769,3.54399230,0.01974065,0.23089169,1.03987284,1.64703866,0.40825530,0.00000000,1.62022613,0.00000000
-4.76938469,3.56007509,0.02102199,0.23202266,1.04618514,1.64762272,0.40784501,0.00000000,1.63681531,0.00000000
-4.76338169,3.56288167,0.02232038,0.23179856,1.04714422,1.64378785,0.40560855,0.00000000,1.64540980,0.00000000
-4.75737869,3.55255532,0.02362791,0.23022778,1.04274613,1.63569237,0.40158134,0.00000000,1.64596334,0.00000000
-4.75137569,3.52952413,0.02493624,0.22734826,1.03310012,1.62359105,0.39583779,0.00000000,1.63860110,0.00000000
-4.74537269,3.49449045,0.02623662,0.22322649,1.01842573,1.60782879,0.38848915,0.00000000,1.62361671,0.00000000
-4.73936968,3.44841025,0.02752003,0.21795562,0.99904612,1.58883048,0.37968004,0.00000000,1.60146373,0.00000000
-4.73336668,3.39246350,0.02877724,0.21165260,0.97537813,1.56708752,0.36958381,0.00000000,1.57274217,0.00000000
-4.72736368,3.32801706,0.02999896,0.20445470,0.94791938,1.54314161,0.35839696,0.00000000,1.53818057,0.00000000
-4.72136068,3.25658203,0.03117592,0.19651537,0.91723316,1.51756689,0.34633295,0.00000000,1.49861472,0.00000000
-4.71535768,3.17976764,0.03229905,0.18799977,0.88393180,1.49095115,0.33361560,0.00000000,1.45496387,0.00000000
-4.70935468,3.09923401,0.03335965,0.17908017,0.84865908,1.46387731,0.32047247,0.00000000,1.40820556,0.00000000
-4.70335168,3.01664596,0.03434951,0.16993119,0.81207269,1.43690610,0.30712846,0.00000000,1.35935013,0.00000000
-4.69734867,2.93362972,0.03526116,0.16072547,0.77482723,1.41056066,0.29379995,0.00000000,1.30941582,0.00000000
-4.69134567,2.85173450,0.03608802,0.15162946,0.73755842,1.38531391,0.28068966,0.00000000,1.25940539,0.00000000
-4.68534267,2.77239984,0.03682462,0.14279982,0.70086906,1.36157909,0.26798234,0.00000000,1.21028495,0.00000000
-4.67933967,2.69692984,0.03746677,0.13438033,0.66531710,1.33970372,0.25584155,0.00000000,1.16296533,0.00000000
-4.67333667,2.62647444,0.03801172,0.12649940,0.63140595,1.31996693,0.24440737,0.00000000,1.11828659,0.00000000
-4.66733367,2.56201755,0.03845836,0.11926828,0.59957732,1.30258010,0.23379517,0.00000000,1.07700538,0.00000000
-4.66133067,2.50437166,0.03880730,0.11277980,0.57020639,1.28769012,0.22409524,0.00000000,1.03978544,0.00000000
-4.65532766,2.45417788,0.03906096,0.10710774,0.54359922,1.27538498,0.21537330,0.00000000,1.00719078,0.00000000
-4.64932466,2.41191047,0.03922358,0.10230669,0.51999220,1.26570073,0.20767152,0.00000000,0.97968135,0.00000000
-4.64332166,2.37788439,0.03930120,0.09841233,0.49955325,1.25862932,0.20101017,0.00000000,0.95761076,0.00000000
