energy_ev,total_up,Ca_p_up,Ca_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.86793397,2.16643144,0.01350389,0.00000000,1.77037425,0.43881971,0.01015244,0.38952214,0.00514912,1.10164137
-5.86193097,2.15140092,0.01338207,0.00000000,1.75794652,0.43338207,0.01082164,0.38661148,0.00507257,1.09413330
-5.85592796,2.13297883,0.01323077,0.00000000,1.73970817,0.42706678,0.01158371,0.38250936,0.00503629,1.08564470
-5.84992496,2.11174760,0.01305455,0.00000000,1.71610097,0.42000101,0.01244330,0.37731001,0.00503875,1.07649173
-5.84392196,2.08832404,0.01285815,0.00000000,1.68763951,0.41232357,0.01340286,0.37112690,0.00507808,1.06699098
-5.83791896,2.06334086,0.01264640,0.00000000,1.65490105,0.40418148,0.01446228,0.36409097,0.00515212,1.05744770
-5.83191596,2.03742885,0.01242400,0.00000000,1.61851514,0.39572656,0.01561858,0.35634868,0.00525836,1.04814494
-5.82591296,2.01120010,0.01219545,0.00000000,1.57915305,0.38711212,0.01686562,0.34805995,0.00539397,1.03933368
-5.81990995,1.98523261,0.01196492,0.00000000,1.53751701,0.37848980,0.01819394,0.33939574,0.00555578,1.03122435
-5.81390695,1.96005666,0.01173616,0.00000000,1.49432903,0.37000660,0.01959072,0.33053545,0.00574030,1.02398006
-5.80790395,1.93614310,0.01151242,0.00000000,1.45031941,0.36180208,0.02103983,0.32166403,0.00594367,1.01771178
-5.80190095,1.91389386,0.01129642,0.00000000,1.40621478,0.35400581,0.02252206,0.31296872,0.00616172,1.01247539
-5.79589795,1.89363465,0.01109031,0.00000000,1.36272572,0.34673503,0.02401541,0.30463559,0.00638998,1.00827105
-5.78989495,1.87561009,0.01089565,0.00000000,1.32053415,0.34009261,0.02549560,0.29684579,0.00662371,1.00504452
-5.78389195,1.85998131,0.01071345,0.00000000,1.28028054,0.33416529,0.02693665,0.28977160,0.00685800,1.00269072
-5.77788894,1.84682583,0.01054416,0.00000000,1.24255137,0.32902223,0.02831154,0.28357248,0.00708779,1.00105904
-5.77188594,1.83613998,0.01038776,0.00000000,1.20786704,0.32471395,0.02959304,0.27839112,0.00730803,0.99996056
-5.76588294,1.82784348,0.01024380,0.00000000,1.17667071,0.32127164,0.03075448,0.27434960,0.00751374,0.99917666
-5.75987994,1.82178620,0.01011147,0.00000000,1.14931858,0.31870698,0.03177059,0.27154605,0.00770015,0.99846878
-5.75387694,1.81775685,0.00998969,0.00000000,1.12607182,0.31701230,0.03261839,0.27005167,0.00786281,0.99758897
-5.74787394,1.81549333,0.00987723,0.00000000,1.10709089,0.31616136,0.03327790,0.26990845,0.00799771,0.99629091
-5.74187094,1.81469449,0.00977276,0.00000000,1.09243236,0.31611055,0.03373285,0.27112769,0.00810141,0.99434082
-5.73586793,1.81503304,0.00967498,0.00000000,1.08204867,0.31680061,0.03397128,0.27368942,0.00817112,0.99152804
-5.72986493,1.81616905,0.00958274,0.00000000,1.07579103,0.31815884,0.03398593,0.27754281,0.00820482,0.98767479
-5.72386193,1.81776399,0.00949506,0.00000000,1.07341542,0.32010172,0.03377453,0.28260760,0.00820127,0.98264486
-5.71785893,1.81949468,0.00941128,0.00000000,1.07459186,0.32253791,0.03333991,0.28877659,0.00816011,0.97635091
-5.71185593,1.82106690,0.00933112,0.00000000,1.07891651,0.32537161,0.03268989,0.29591903,0.00808185,0.96876014
-5.70585293,1.82222837,0.00925471,0.00000000,1.08592645,0.32850602,0.03183703,0.30388500,0.00796784,0.95989827
-5.69984992,1.82278056,0.00918267,0.00000000,1.09511658,0.33184703,0.03079825,0.31251037,0.00782025,0.94985177
-5.69384692,1.82258919,0.00911612,0.00000000,1.10595810,0.33530675,0.02959429,0.32162239,0.00764201,0.93876819
-5.68784392,1.82159299,0.00905670,0.00000000,1.11791779,0.33880700,0.02824900,0.33104547,0.00743671,0.92685491
-5.68184092,1.81981048,0.00900658,0.00000000,1.13047751,0.34228241,0.02678867,0.34060707,0.00720851,0.91437617
-5.67583792,1.81734446,0.00896842,0.00000000,1.14315288,0.34568319,0.02524124,0.35014326,0.00696202,0.90164875
-5.66983492,1.81438394,0.00894533,0.00000000,1.15551056,0.34897724,0.02363549,0.35950389,0.00670218,0.88903626
-5.66383192,1.81120345,0.00894085,0.00000000,1.16718323,0.35215166,0.02200030,0.36855692,0.00643410,0.87694240
-5.65782891,1.80815934,0.00895886,0.00000000,1.17788169,0.35521349,0.02036393,0.37719181,0.00616300,0.86580325
-5.65182591,1.80568323,0.00900350,0.00000000,1.18740342,0.35818960,0.01875339,0.38532185,0.00589403,0.85607876
-5.64582291,1.80427241,0.00907908,0.00000000,1.19563736,0.36112575,0.01719385,0.39288519,0.00563216,0.84824357
-5.63981991,1.80447739,0.00919001,0.00000000,1.20256447,0.36408477,0.01570822,0.39984469,0.00538214,0.84277739
-5.63381691,1.80688666,0.00934063,0.00000000,1.20825423,0.36714393,0.01431683,0.40618653,0.00514831,0.84015479
-5.62781391,1.81210909,0.00953514,0.00000000,1.21285718,0.37039161,0.01303713,0.41191765,0.00493463,0.84083469
-5.62181091,1.82075414,0.00977748,0.00000000,1.21659376,0.37392325,0.01188361,0.41706239,0.00474453,0.84524963
-5.61580790,1.83341059,0.01007115,0.00000000,1.21974012,0.37783693,0.01086774,0.42165826,0.00458092,0.85379465
-5.60980490,1.85062416,0.01041914,0.00000000,1.22261148,0.38222850,0.00999795,0.42575131,0.00444611,0.86681624
-5.60380190,1.87287477,0.01082376,0.00000000,1.22554381,0.38718667,0.00927977,0.42939134,0.00434181,0.88460108
-5.59779890,1.90055405,0.01128653,0.00000000,1.22887467,0.39278811,0.00871593,0.43262709,0.00426911,0.90736511
-5.59179590,1.93394386,0.01180804,0.00000000,1.23292409,0.39909273,0.00830650,0.43550191,0.00422846,0.93524281
-5.58579290,1.97319659,0.01238786,0.00000000,1.23797624,0.40613945,0.00804909,0.43804994,0.00421969,0.96827706
-5.57978989,2.01831776,0.01302440,0.00000000,1.24426270,0.41394249,0.00793898,0.44029300,0.00424200,1.00640995
-5.57378689,2.06915183,0.01371484,0.00000000,1.25194801,0.42248835,0.00796932,0.44223852,0.00429397,1.04947471
-5.56778389,2.12537167,0.01445505,0.00000000,1.26111802,0.43173371,0.00813130,0.44387831,0.00437360,1.09718930
-5.56178089,2.18647229,0.01523953,0.00000000,1.27177140,0.44160414,0.00841429,0.44518834,0.00447834,1.14915198
-5.55577789,2.25176934,0.01606140,0.00000000,1.28381471,0.45199383,0.00880601,0.44612948,0.00460510,1.20483935
-5.54977489,2.32040264,0.01691238,0.00000000,1.29706106,0.46276635,0.00929270,0.44664904,0.00475032,1.26360720
-5.54377189,2.39134514,0.01778288,0.00000000,1.31123238,0.47375641,0.00985931,0.44668308,0.00491005,1.32469470
-5.53776888,2.46341729,0.01866203,0.00000000,1.32596522,0.48477259,0.01048966,0.44615921,0.00507994,1.38723207
-5.53176588,2.53530689,0.01953786,0.00000000,1.34081985,0.49560105,0.01116670,0.44499983,0.00525542,1.45025216
-5.52576288,2.60559420,0.02039741,0.00000000,1.35529229,0.50601014,0.01187272,0.44312562,0.00543169,1.51270578
-5.51975988,2.67278198,0.02122703,0.00000000,1.36882898,0.51575575,0.01258969,0.44045906,0.00560389,1.57348099
-5.51375688,2.73532981,0.02201257,0.00000000,1.38084356,0.52458734,0.01329950,0.43692798,0.00576715,1.63142592
-5.50775388,2.79169211,0.02273971,0.00000000,1.39073524,0.53225458,0.01398434,0.43246886,0.00591676,1.68537465
-5.50175088,2.84035863,0.02339432,0.00000000,1.39790826,0.53851420,0.01462707,0.42702997,0.00604821,1.73417574
-5.49574787,2.87989653,0.02396278,0.00000000,1.40179186,0.54313715,0.01521155,0.42057417,0.00615735,1.77672225
-5.48974487,2.90899254,0.02443237,0.00000000,1.40186003,0.54591563,0.01572304,0.41308132,0.00624050,1.81198258
-5.48374187,2.92649391,0.02479166,0.00000000,1.39765052,0.54666988,0.01614852,0.40455040,0.00629449,1.83903067
-5.47773887,2.93144652,0.02503082,0.00000000,1.38878249,0.54525449,0.01647702,0.39500114,0.00631682,1.85707474
-5.47173587,2.92312868,0.02514201,0.00000000,1.37497204,0.54156391,0.01669990,0.38447534,0.00630568,1.86548297
-5.46573287,2.90107930,0.02511961,0.00000000,1.35604527,0.53553711,0.01681101,0.37303769,0.00625999,1.86380526
-5.45972986,2.86511899,0.02496046,0.00000000,1.33194821,0.52716092,0.01680690,0.36077622,0.00617948,1.85178991
-5.45372686,2.81536313,0.02466403,0.00000000,1.30275326,0.51647223,0.01668680,0.34780230,0.00606462,1.82939429
-5.44772386,2.75222624,0.02423248,0.00000000,1.26866183,0.50355858,0.01645265,0.33425019,0.00591668,1.79678918
-5.44172086,2.67641710,0.02367063,0.00000000,1.23000309,0.48855741,0.01610898,0.32027608,0.00573760,1.75435610
-5.43571786,2.58892481,0.02298590,0.00000000,1.18722868,0.47165360,0.01566269,0.30605676,0.00552999,1.70267794
-5.42971486,2.49099611,0.02218810,0.00000000,1.14090362,0.45307581,0.01512283,0.29178764,0.00529702,1.64252315
-5.42371186,2.38410480,0.02128918,0.00000000,1.09169363,0.43309125,0.01450028,0.27768046,0.00504230,1.57482401
-5.41770885,2.26991441,0.02030288,0.00000000,1.04034940,0.41199951,0.01380736,0.26396033,0.00476981,1.50065012
-5.41170585,2.15023568,0.01924439,0.00000000,0.98768816,0.39012535,0.01305747,0.25086252,0.00448374,1.42117810
-5.40570285,2.02698034,0.01812991,0.00000000,0.93457341,0.36781094,0.01226467,0.23862861,0.00418838,1.33765891
-5.39969985,1.90211321,0.01697620,0.00000000,0.88189334,0.34540769,0.01144331,0.22750249,0.00388801,1.25138408
-5.39369685,1.77760430,0.01580017,0.00000000,0.83053877,0.32326809,0.01060763,0.21772583,0.00358680,1.16365242
-5.38769385,1.65538266,0.01461842,0.00000000,0.78138135,0.30173774,0.00977142,0.20953356,0.00328865,1.07573837
-5.38169085,1.53729374,0.01344689,0.00000000,0.73525267,0.28114793,0.00894778,0.20314902,0.00299719,0.98886322
-5.37568784,1.42506134,0.01230049,0.00000000,0.69292488,0.26180895,0.00814880,0.19877921,0.00271565,0.90417027
-5.36968484,1.32025549,0.01119283,0.00000000,0.65509350,0.24400430,0.00738548,0.19661008,0.00244682,0.82270454
-5.36368184,1.22426688,0.01013596,0.00000000,0.62236276,0.22798605,0.00666754,0.19680209,0.00219304,0.74539745
-5.35767884,1.13828820,0.00914026,0.00000000,0.59523381,0.21397123,0.00600340,0.19948606,0.00195614,0.67305686
-5.35167584,1.06330260,0.00821434,0.00000000,0.57409611,0.20213954,0.00540018,0.20475962,0.00173752,0.60636210
-5.34567284,1.00007904,0.00736499,0.00000000,0.55922200,0.19263214,0.00486370,0.21268422,0.00153808,0.54586384
-5.33966983,0.94917392,0.00659725,0.00000000,0.55076460,0.18555157,0.00439861,0.22328303,0.00135830,0.49198818
-5.33366683,0.91093861,0.00591450,0.00000000,0.54875891,0.18096277,0.00400845,0.23653965,0.00119830,0.44504420
-5.32766383,0.88553176,0.00531855,0.00000000,0.55312592,0.17889489,0.00369579,0.25239802,0.00105784,0.40523431
-5.32166083,0.87293573,0.00480988,0.00000000,0.56367968,0.17934404,0.00346230,0.27076339,0.00093641,0.37266637
-5.31565783,0.87297613,0.00438773,0.00000000,0.58013684,0.18227654,0.00330891,0.29150457,0.00083328,0.34736693
-5.30965483,0.88534346,0.00405039,0.00000000,0.60212858,0.18763273,0.00323588,0.31445737,0.00074757,0.32929453
-5.30365183,0.90961603,0.00379532,0.00000000,0.62921436,0.19533117,0.00324284,0.33942936,0.00067826,0.31835269
-5.29764882,0.94528338,0.00361939,0.00000000,0.66089722,0.20527296,0.00332887,0.36620567,0.00062433,0.31440167
-5.29164582,0.99176931,0.00351902,0.00000000,0.69664012,0.21734620,0.00349247,0.39455587,0.00058472,0.31726887
-5.28564282,1.04845391,0.00349037,0.00000000,0.73588290,0.23143036,0.00373158,0.42424153,0.00055845,0.32675734
-5.27963982,1.11469409,0.00352945,0.00000000,0.77805919,0.24740039,0.00404352,0.45502436,0.00054461,0.34265240
-5.27363682,1.18984193,0.00363224,0.00000000,0.82261299,0.26513066,0.00442492,0.48667440,0.00054242,0.36472638
-5.26763382,1.27326054,0.00379478,0.00000000,0.86901417,0.28449828,0.00487167,0.51897808,0.00055125,0.39274145
-5.26163082,1.36433710,0.00401320,0.00000000,0.91677244,0.30538601,0.00537883,0.55174556,0.00057066,0.42645101
-5.25562781,1.46249274,0.00428382,0.00000000,0.96544928,0.32768446,0.00594056,0.58481702,0.00060043,0.46559968
-5.24962481,1.56718909,0.00460312,0.00000000,1.01466745,0.35129355,0.00655008,0.61806753,0.00064054,0.50992236
-5.24362181,1.67793138,0.00496774,0.00000000,1.06411755,0.37612321,0.00719965,0.65141009,0.00069122,0.55914276
-5.23761881,1.79426821,0.00537451,0.00000000,1.11356161,0.40209320,0.00788057,0.68479661,0.00075297,0.61297156
-5.23161581,1.91578785,0.00582038,0.00000000,1.16283324,0.42913214,0.00858324,0.71821666,0.00082655,0.67110464
-5.22561281,2.04211146,0.00630240,0.00000000,1.21183467,0.45717564,0.00929726,0.75169391,0.00091299,0.73322162
-5.21960980,2.17288355,0.00681770,0.00000000,1.26053055,0.48616374,0.01001155,0.78528033,0.00101359,0.79898483
-5.21360680,2.30775992,0.00736341,0.00000000,1.30893895,0.51603767,0.01071461,0.81904841,0.00112994,0.86803885
-5.20760380,2.44639390,0.00793665,0.00000000,1.35711988,0.54673609,0.01139468,0.85308171,0.00126388,0.94001064
-5.20160080,2.58842133,0.00853445,0.00000000,1.40516198,0.57819100,0.01204004,0.88746415,0.00141751,1.01451024
-5.19559780,2.73344502,0.00915374,0.00000000,1.45316795,0.61032350,0.01263933,0.92226866,0.00159313,1.09113197
-5.18959480,2.88101965,0.00979128,0.00000000,1.50123944,0.64303967,0.01318181,0.95754586,0.00179326,1.16945596
-5.18359180,3.03063764,0.01044364,0.00000000,1.54946222,0.67622680,0.01365770,0.99331320,0.00202053,1.24904983
-5.17758879,3.18171698,0.01110720,0.00000000,1.59789231,0.70975010,0.01405844,1.02954552,0.00227764,1.32947052
-5.17158579,3.33359170,0.01177805,0.00000000,1.64654378,0.74345034,0.01437701,1.06616726,0.00256729,1.41026596
-5.16558279,3.48550561,0.01245208,0.00000000,1.69537891,0.77714232,0.01460808,1.10304715,0.00289207,1.49097660
-5.15957979,3.63660992,0.01312489,0.00000000,1.74430106,0.81061462,0.01474820,1.13999552,0.00325436,1.57113684
-5.15357679,3.78596506,0.01379189,0.00000000,1.79315086,0.84363050,0.01479593,1.17676453,0.00365621,1.65027618
-5.14757379,3.93254702,0.01444825,0.00000000,1.84170566,0.87593016,0.01475181,1.21305147,0.00409919,1.72792045
-5.14157079,4.07525820,0.01508897,0.00000000,1.88968251,0.90723421,0.01461837,1.24850490,0.00458428,1.80359315
-5.13556778,4.21294269,0.01570897,0.00000000,1.93674441,0.93724843,0.01440001,1.28273340,0.00511171,1.87681710
-5.12956478,4.34440554,0.01630309,0.00000000,1.98250960,0.96566959,0.01410277,1.31531666,0.00568083,1.94711669
-5.12356178,4.46843570,0.01686622,0.00000000,2.02656350,0.99219212,0.01373418,1.34581812,0.00629001,2.01402104
-5.11755878,4.58383181,0.01739339,0.00000000,2.06847266,1.01651547,0.01330289,1.37379887,0.00693651,2.07706812
-5.11155578,4.68943005,0.01787985,0.00000000,2.10780020,1.03835184,0.01281843,1.39883186,0.00761641,2.13581012
-5.10555278,4.78413321,0.01832118,0.00000000,2.14412194,1.05743405,0.01229084,1.42051596,0.00832463,2.18982012
-5.09954977,4.86693984,0.01871344,0.00000000,2.17704257,1.07352311,0.01173032,1.43848919,0.00905482,2.23869997
-5.09354677,4.93697259,0.01905322,0.00000000,2.20621112,1.08641535,0.01114697,1.45244043,0.00979954,2.28208930
-5.08754377,4.99350443,0.01933779,0.00000000,2.23133488,1.09594870,0.01055042,1.46211937,0.01055025,2.31967524
-5.08154077,5.03598192,0.01956517,0.00000000,2.25219148,1.10200796,0.00994964,1.46734411,0.01129752,2.35120260
-5.07553777,5.06404445,0.01973420,0.00000000,2.26863809,1.10452878,0.00935270,1.46800633,0.01203120,2.37648381
-5.06953477,5.07753853,0.01984461,0.00000000,2.28061779,1.10350015,0.00876660,1.46407381,0.01274066,2.39540806
-5.06353177,5.07652648,0.01989707,0.00000000,2.28816240,1.09896540,0.00819721,1.45559045,0.01341509,2.40794914
-5.05752876,5.06128895,0.01989314,0.00000000,2.29139180,1.09102156,0.00764921,1.44267375,0.01404376,2.41417109
-5.05152576,5.03232088,0.01983528,0.00000000,2.29050964,1.07981711,0.00712610,1.42551015,0.01461635,2.41423124
-5.04552276,4.99032094,0.01972682,0.00000000,2.28579566,1.06554814,0.00663025,1.40434841,0.01512329,2.40838018
-5.03951976,4.93617454,0.01957182,0.00000000,2.27759480,1.04845324,0.00616304,1.37949143,0.01555602,2.39695825
-5.03351676,4.87093098,0.01937499,0.00000000,2.26630368,1.02880698,0.00572495,1.35128690,0.01590731,2.38038854
-5.02751376,4.79577549,0.01914156,0.00000000,2.25235501,1.00691261,0.00531574,1.32011726,0.01617144,2.35916643
-5.02151076,4.71199713,0.01887715,0.00000000,2.23620070,0.98309384,0.00493462,1.28638925,0.01634446,2.33384603
-5.01550775,4.62095401,0.01858754,0.00000000,2.21829450,0.95768643,0.00458038,1.25052358,0.01642424,2.30502419
-5.00950475,4.52403710,0.01827861,0.00000000,2.19907509,0.93102958,0.00425162,1.21294496,0.01641059,2.27332264
-5.00350175,4.42263430,0.01795608,0.00000000,2.17895055,0.90345763,0.00394685,1.17407295,0.01630523,2.23936936
-4.99749875,4.31809642,0.01762545,0.00000000,2.15828512,0.87529238,0.00366460,1.13431381,0.01611171,2.20378015
-4.99149575,4.21170657,0.01729183,0.00000000,2.13738906,0.84683628,0.00340362,1.09405361,0.01583531,2.16714133
-4.98549275,4.10465438,0.01695986,0.00000000,2.11651219,0.81836675,0.00316283,1.05365280,0.01548282,2.12999473
-4.97948974,3.99801618,0.01663365,0.00000000,2.09584172,0.79013191,0.00294150,1.01344227,0.01506231,2.09282569
-4.97348674,3.89274204,0.01631674,0.00000000,2.07550451,0.76234773,0.00273918,0.97372099,0.01458291,2.05605477
-4.96748374,3.78964993,0.01601214,0.00000000,2.05557368,0.73519671,0.00255575,0.93475520,0.01405447,2.02003366
-4.96148074,3.68942717,0.01572231,0.00000000,2.03607931,0.70882811,0.00239138,0.89677897,0.01348733,1.98504529
-4.95547774,3.59263851,0.01544932,0.00000000,2.01702260,0.68335950,0.00224650,0.85999609,0.01289197,1.95130809
-4.94947474,3.49974000,0.01519485,0.00000000,1.99839247,0.65887961,0.00212176,0.82458287,0.01227882,1.91898381
-4.94347174,3.41109736,0.01496038,0.00000000,1.98018370,0.63545200,0.00201791,0.79069176,0.01165797,1.88818829
-4.93746873,3.32700721,0.01474726,0.00000000,1.96241523,0.61311954,0.00193580,0.75845537,0.01103894,1.85900408
-4.93146573,3.24771940,0.01455685,0.00000000,1.94514727,0.59190906,0.00187624,0.72799055,0.01043058,1.83149397
-4.92546273,3.17345858,0.01439060,0.00000000,1.92849598,0.57183614,0.00183997,0.69940227,0.00984088,1.80571420
-4.91945973,3.10444330,0.01425013,0.00000000,1.91264449,0.55290943,0.00182755,0.67278694,0.00927689,1.78172628
-4.91345673,3.04090098,0.01413731,0.00000000,1.89784919,0.53513445,0.00183931,0.64823491,0.00874466,1.75960643
-4.90745373,2.98307767,0.01405421,0.00000000,1.88444073,0.51851654,0.00187528,0.62583198,0.00824921,1.73945186
-4.90145073,2.93124174,0.01400311,0.00000000,1.87281905,0.50306278,0.00193517,0.60565984,0.00779454,1.72138338
-4.89544772,2.88568120,0.01398644,0.00000000,1.86344277,0.48878288,0.00201828,0.58779529,0.00738365,1.70554415
-4.88944472,2.84669494,0.01400666,0.00000000,1.85681311,0.47568899,0.00212349,0.57230842,0.00701856,1.69209465
-4.88344172,2.81457856,0.01406612,0.00000000,1.85345310,0.46379466,0.00224930,0.55925988,0.00670041,1.68120436
-4.87743872,2.78960603,0.01416694,0.00000000,1.85388330,0.45311287,0.00239374,0.54869742,0.00642949,1.67304080
-4.87143572,2.77200865,0.01431080,0.00000000,1.85859537,0.44365362,0.00255445,0.54065205,0.00620533,1.66775694
-4.86543272,2.76195321,0.01449885,0.00000000,1.86802498,0.43542126,0.00272871,0.53513415,0.00602676,1.66547799
-4.85942971,2.75952106,0.01473148,0.00000000,1.88252575,0.42841170,0.00291346,0.53212987,0.00589203,1.66628875
-4.85342671,2.76469012,0.01500827,0.00000000,1.90234587,0.42261004,0.00310537,0.53159815,0.00579882,1.67022268
-4.84742371,2.77732130,0.01532786,0.00000000,1.92760890,0.41798869,0.00330093,0.53346872,0.00574441,1.67725360
-4.84142071,2.79715080,0.01568792,0.00000000,1.95829989,0.41450618,0.00349650,0.53764126,0.00572569,1.68729085
-4.83541771,2.82378913,0.01608518,0.00000000,1.99425794,0.41210695,0.00368843,0.54398595,0.00573933,1.70017851
-4.82941471,2.85672723,0.01651545,0.00000000,2.03517573,0.41072198,0.00387313,0.55234544,0.00578177,1.71569886
-4.82341171,2.89534976,0.01697376,0.00000000,2.08060605,0.41027049,0.00404721,0.56253820,0.00584941,1.73357989
-4.81740870,2.93895473,0.01745452,0.00000000,2.12997527,0.41066233,0.00420750,0.57436319,0.00593864,1.75350671
-4.81140570,2.98677844,0.01795171,0.00000000,2.18260294,0.41180124,0.00435120,0.58760555,0.00604593,1.77513585
-4.80540270,3.03802424,0.01845906,0.00000000,2.23772653,0.41358845,0.00447595,0.60204298,0.00616795,1.79811177
-4.79939970,3.09189323,0.01897037,0.00000000,2.29452986,0.41592659,0.00457986,0.61745256,0.00630163,1.82208424
-4.79339670,3.14761495,0.01947970,0.00000000,2.35217373,0.41872353,0.00466157,0.63361745,0.00644422,1.84672555
-4.78739370,3.20447589,0.01998158,0.00000000,2.40982702,0.42189590,0.00472032,0.65033320,0.00659337,1.87174610
-4.78139070,3.26184400,0.02047127,0.00000000,2.46669639,0.42537202,0.00475589,0.66741311,0.00674717,1.89690747
-4.77538769,3.31918743,0.02094484,0.00000000,2.52205298,0.42909399,0.00476866,0.68469240,0.00690418,1.92203168
-4.76938469,3.37608599,0.02139936,0.00000000,2.57525462,0.43301882,0.00475951,0.70203089,0.00706344,1.94700605
-4.76338169,3.43223458,0.02183289,0.00000000,2.62576223,0.43711850,0.00472982,0.71931392,0.00722448,1.97178302
-4.75737869,3.48743807,0.02224449,0.00000000,2.67314957,0.44137884,0.00468139,0.73645146,0.00738730,1.99637480
-4.75137569,3.54159769,0.02263415,0.00000000,2.71710583,0.44579726,0.00461636,0.75337546,0.00755232,2.02084303
-4.74537269,3.59468980,0.02300263,0.00000000,2.75743098,0.45037965,0.00453711,0.77003552,0.00772033,2.04528383
-4.73936968,3.64673805,0.02335130,0.00000000,2.79402430,0.45513629,0.00444617,0.78639321,0.00789243,2.06980919
-4.73336668,3.69778078,0.02368188,0.00000000,2.82686686,0.46007733,0.00434612,0.80241528,0.00806995,2.09452565
-4.72736368,3.74783559,0.02399622,0.00000000,2.85599923,0.46520788,0.00423951,0.81806631,0.00825437,2.11951167
-4.72136068,3.79686344,0.02429598,0.00000000,2.88149581,0.47052318,0.00412875,0.83330124,0.00844719,2.14479505
-4.71535768,3.84473469,0.02458239,0.00000000,2.90343768,0.47600405,0.00401603,0.84805823,0.00864986,2.17033192
-4.70935468,3.89119941,0.02485601,0.00000000,2.92188563,0.48161306,0.00390327,0.86225250,0.00886369,2.19598882
-4.70335168,3.93586418,0.02511647,0.00000000,2.93685544,0.48729149,0.00379206,0.87577149,0.00908973,2.22152894
-4.69734867,3.97817727,0.02536238,0.00000000,2.94829698,0.49295761,0.00368362,0.88847183,0.00932866,2.24660401
-4.69134567,4.01742350,0.02559117,0.00000000,2.95607874,0.49850607,0.00357881,0.90017834,0.00958079,2.27075228
-4.68534267,4.05272974,0.02579912,0.00000000,2.95997891,0.50380888,0.00347810,0.91068532,0.00984587,2.29340329
-4.67933967,4.08308118,0.02598133,0.00000000,2.95968384,0.50871771,0.00338158,0.91976016,0.01012315,2.31388942
-4.67333667,4.10734801,0.02613193,0.00000000,2.95479408,0.51306755,0.00328903,0.92714915,0.01041124,2.33146394
-4.66733367,4.12432140,0.02624420,0.00000000,2.94483789,0.51668162,0.00319997,0.93258521,0.01070815,2.34532477
-4.66133067,4.13275713,0.02631086,0.00000000,2.92929150,0.51937720,0.00311365,0.93579737,0.01101123,2.35464304
-4.65532766,4.13142481,0.02632435,0.00000000,2.90760503,0.52097223,0.00302917,0.93652127,0.01131722,2.35859493
-4.64932466,4.11916008,0.02627714,0.00000000,2.87923247,0.52129226,0.00294556,0.93451033,0.01162225,2.35639534
-4.64332166,4.09491716,0.02616214,0.00000000,2.84366417,0.52017739,0.00286177,0.92954697,0.01192193,2.34733168
