energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.62181091,3.11544608,0.02503819,0.14663380,1.53318437,0.47761156,0.56904183,0.62388099,0.05161136,1.64179120
-5.61580790,3.12290760,0.02480808,0.14803386,1.56671289,0.48407124,0.56746528,0.63082400,0.04958129,1.64724318
-5.60980490,3.13546972,0.02463414,0.14999369,1.60328673,0.49170571,0.56636942,0.63920897,0.04764151,1.65495825
-5.60380190,3.15363900,0.02452191,0.15254412,1.64314287,0.50059955,0.56585045,0.64913647,0.04582454,1.66518319
-5.59779890,3.17789086,0.02447639,0.15571183,1.68653904,0.51082657,0.56600455,0.66069287,0.04416174,1.67815672
-5.59179590,3.20866117,0.02450186,0.15951871,1.73374647,0.52244840,0.56692609,0.67394804,0.04268287,1.69410574
-5.58579290,3.24633569,0.02460174,0.16398105,1.78503985,0.53551281,0.56870524,0.68895275,0.04141561,1.71324032
-5.57978989,3.29123781,0.02477835,0.16910856,1.84068486,0.55005196,0.57142527,0.70573607,0.04038511,1.73574752
-5.57378689,3.34361524,0.02503279,0.17490347,1.90092392,0.56608068,0.57515946,0.72430288,0.03961362,1.76178451
-5.56778389,3.40362652,0.02536476,0.18135961,1.96596076,0.58359477,0.57996797,0.74463165,0.03912010,1.79147122
-5.56178089,3.47132833,0.02577239,0.18846158,2.03594463,0.60256983,0.58589471,0.76667283,0.03891991,1.82488318
-5.55577789,3.54666456,0.02625224,0.19618414,2.11095508,0.62296038,0.59296448,0.79034790,0.03902459,1.86204498
-5.54977489,3.62945812,0.02679920,0.20449177,2.19098824,0.64469973,0.60118052,0.81554941,0.03944164,1.90292480
-5.54377189,3.71940636,0.02740653,0.21333868,2.27594525,0.66770060,0.61052270,0.84214190,0.04017443,1.94743069
-5.53776888,3.81608059,0.02806599,0.22266900,2.36562377,0.69185654,0.62094651,0.86996407,0.04122215,1.99540863
-5.53176588,3.91893030,0.02876795,0.23241750,2.45971318,0.71704419,0.63238283,0.89883188,0.04257984,2.04664295
-5.52576288,4.02729189,0.02950167,0.24251058,2.55779365,0.74312632,0.64473871,0.92854271,0.04423846,2.10085893
-5.51975988,4.14040178,0.03025555,0.25286764,2.65933961,0.76995552,0.65789908,0.95888027,0.04618507,2.15772774
-5.51375688,4.25741336,0.03101746,0.26340272,2.76372726,0.79737830,0.67172939,0.98962010,0.04840298,2.21687329
-5.50775388,4.37741680,0.03177515,0.27402638,2.87024613,0.82523946,0.68607900,1.02053538,0.05087201,2.27788088
-5.50175088,4.49946084,0.03251656,0.28464769,2.97811402,0.85338636,0.70078527,1.05140265,0.05356874,2.34030696
-5.49574787,4.62257518,0.03323029,0.29517618,3.08649476,0.88167277,0.71567815,1.08200722,0.05646677,2.40368950
-5.48974487,4.74579237,0.03390588,0.30552378,3.19451795,0.90996223,0.73058497,1.11214791,0.05953702,2.46755858
-5.48374187,4.86816807,0.03453423,0.31560654,3.30129987,0.93813033,0.74533533,1.14164083,0.06274803,2.53144629
-5.47773887,4.98879852,0.03510781,0.32534605,3.40596459,0.96606611,0.75976583,1.17032206,0.06606625,2.59489579
-5.47173587,5.10683461,0.03562092,0.33467056,3.50766434,0.99367220,0.77372434,1.19804911,0.06945635,2.65746887
-5.46573287,5.22149204,0.03606980,0.34351572,3.60559857,1.02086379,0.78707377,1.22470115,0.07288154,2.71875187
-5.45972986,5.33205740,0.03645272,0.35182494,3.69903071,1.04756663,0.79969510,1.25017801,0.07630394,2.77835982
-5.45372686,5.43789049,0.03676997,0.35954938,3.78730239,1.07371403,0.81148968,1.27439823,0.07968490,2.83593885
-5.44772386,5.53842329,0.03702372,0.36664763,3.86984455,1.09924338,0.82238056,1.29729643,0.08298548,2.89116709
-5.44172086,5.63315647,0.03721787,0.37308519,3.94618546,1.12409229,0.83231310,1.31882013,0.08616686,2.94375424
-5.43571786,5.72165434,0.03735783,0.37883376,4.01595543,1.14819499,0.84125471,1.33892656,0.08919089,2.99344051
-5.42971486,5.80353921,0.03745020,0.38387047,4.07888852,1.17147913,0.84919387,1.35757970,0.09202065,3.03999502
-5.42371186,5.87848637,0.03750249,0.38817723,4.13482137,1.19386345,0.85613860,1.37474787,0.09462106,3.08321436
-5.41770885,5.94622022,0.03752276,0.39174011,4.18368946,1.21525665,0.86211439,1.39040209,0.09695954,3.12292164
-5.41170585,6.00651255,0.03751926,0.39454900,4.22552135,1.23555755,0.86716183,1.40451541,0.09900669,3.15896617
-5.40570285,6.05918306,0.03750013,0.39659743,4.26043094,1.25465668,0.87133408,1.41706333,0.10073698,3.19122420
-5.39969985,6.10410238,0.03747303,0.39788277,4.28860846,1.27243938,0.87469415,1.42802515,0.10212937,3.21960048
-5.39369685,6.14119713,0.03744492,0.39840657,4.31031032,1.28879001,0.87731239,1.43738625,0.10316787,3.24403065
-5.38769385,6.17045668,0.03742180,0.39817518,4.32584822,1.30359726,0.87926398,1.44514103,0.10384211,3.26448425
-5.38169085,6.19194066,0.03740850,0.39720050,4.33557777,1.31676004,0.88062668,1.45129629,0.10414761,3.28096786
-5.37568784,6.20578644,0.03740856,0.39550084,4.33988702,1.32819359,0.88147883,1.45587463,0.10408604,3.29352805
-5.36968484,6.21221551,0.03742412,0.39310179,4.33918495,1.33783536,0.88189764,1.45891768,0.10366524,3.30225373
-5.36368184,6.21153803,0.03745592,0.39003692,4.33389050,1.34565027,0.88195779,1.46048879,0.10289905,3.30727747
-5.35767884,6.20415471,0.03750327,0.38634845,4.32442219,1.35163480,0.88173028,1.46067496,0.10180700,3.30877548
-5.35167584,6.19055553,0.03756411,0.38208758,4.31118883,1.35581982,0.88128167,1.45958784,0.10041376,3.30696611
-5.34567284,6.17131522,0.03763513,0.37731458,4.29458160,1.35827186,0.88067348,1.45736371,0.09874844,3.30210686
-5.33966983,6.14708552,0.03771188,0.37209863,4.27496786,1.35909264,0.87996202,1.45416244,0.09684378,3.29448985
-5.33366683,6.11858470,0.03778895,0.36651727,4.25268705,1.35841716,0.87919832,1.45016555,0.09473521,3.28443627
-5.32766383,6.08658495,0.03786013,0.36065560,4.22804896,1.35641029,0.87842844,1.44557352,0.09245986,3.27228997
-5.32166083,6.05189874,0.03791868,0.35460533,4.20133456,1.35326228,0.87769388,1.44060259,0.09005556,3.25841077
-5.31565783,6.01536476,0.03795750,0.34846348,4.17279940,1.34918345,0.87703226,1.43548133,0.08755989,3.24316797
-5.30965483,5.97783477,0.03796942,0.34233107,4.14267962,1.34439854,0.87647811,1.43044717,0.08500928,3.22693456
-5.30365183,5.94016199,0.03794747,0.33631169,4.11120021,1.33914110,0.87606382,1.42574317,0.08243824,3.21008246
-5.29764882,5.90319170,0.03788506,0.33051007,4.07858502,1.33364815,0.87582066,1.42161515,0.07987877,3.19297923
-5.29164582,5.86775448,0.03777634,0.32503067,4.04506800,1.32815567,0.87577973,1.41830942,0.07735989,3.17598622
-5.28564282,5.83466200,0.03761635,0.31997634,4.01090472,1.32289482,0.87597297,1.41607082,0.07490738,3.15945820
-5.27963982,5.80470512,0.03740127,0.31544704,3.97638331,1.31808918,0.87643395,1.41514130,0.07254371,3.14374420
-5.27363682,5.77865357,0.03712865,0.31153865,3.94183366,1.31395290,0.87719855,1.41575866,0.07028808,3.12918913
-5.26763382,5.75725632,0.03679751,0.30834182,3.90763404,1.31068956,0.87830530,1.41815531,0.06815672,3.11613562
-5.26163082,5.74124145,0.03640845,0.30594090,3.87421397,1.30849162,0.87979539,1.42255668,0.06616318,3.10492541
-5.25562781,5.73131437,0.03596377,0.30441287,3.84205254,1.30753996,0.88171237,1.42917911,0.06431879,3.09589965
-5.24962481,5.72815329,0.03546738,0.30382617,3.81167177,1.30800336,0.88410137,1.43822679,0.06263313,3.08939727
-5.24362181,5.73240070,0.03492479,0.30423966,3.78362436,1.31003734,0.88700788,1.44988769,0.06111449,3.08575108
-5.23761881,5.74465049,0.03434296,0.30570133,3.75847618,1.31378227,0.89047612,1.46432824,0.05977033,3.08528103
-5.23161581,5.76543011,0.03373014,0.30824713,3.73678366,1.31936041,0.89454705,1.48168683,0.05860764,3.08828446
-5.22561281,5.79517802,0.03309557,0.31189968,3.71906700,1.32687172,0.89925597,1.50206618,0.05763317,3.09502356
-5.21960980,5.83421707,0.03244922,0.31666701,3.70578033,1.33638860,0.90462994,1.52552491,0.05685364,3.10571012
-5.21360680,5.88272491,0.03180145,0.32254136,3.69728020,1.34794963,0.91068498,1.55206864,0.05627569,3.12048854
-5.20760380,5.94070293,0.03116264,0.32949818,3.69379427,1.36155264,0.91742335,1.58164122,0.05590575,3.13941770
-5.20160080,6.00794583,0.03054282,0.33749523,3.69539197,1.37714749,0.92483090,1.61411660,0.05574979,3.16245298
-5.19559780,6.08401384,0.02995129,0.34647209,3.70195913,1.39462928,0.93287473,1.64929207,0.05581289,3.18942956
-5.18959480,6.16820996,0.02939629,0.35635001,3.71317833,1.41383231,0.94150132,1.68688350,0.05609877,3.22004838
-5.18359180,6.25956448,0.02888466,0.36703228,3.72851686,1.43452561,0.95063530,1.72652323,0.05660921,3.25386598
-5.17758879,6.35682879,0.02842162,0.37840506,3.74722340,1.45641055,0.96017892,1.76776110,0.05734348,3.29028940
-5.17158579,6.45848020,0.02801055,0.39033887,3.76833457,1.47912105,0.97001256,1.81006908,0.05829766,3.32857712
-5.16558279,6.56273881,0.02765285,0.40269067,3.79069168,1.50222666,0.97999612,1.85284975,0.05946417,3.36784661
-5.15957979,6.66759710,0.02734794,0.41530656,3.81296770,1.52523889,0.98997159,1.89544858,0.06083126,3.40708894
-5.15357679,6.77086204,0.02709327,0.42802505,3.83370369,1.54762069,0.99976671,1.93716990,0.06238262,3.44519017
-5.14757379,6.87020886,0.02688449,0.44068086,3.85135361,1.56879898,1.00919967,1.97729612,0.06409725,3.48095919
-5.14157079,6.96324481,0.02671556,0.45310915,3.86433565,1.58817978,1.01808488,2.01510965,0.06594939,3.51316114
-5.13556778,7.04758096,0.02657914,0.46515013,3.87108810,1.60516548,1.02623963,2.04991665,0.06790871,3.54055498
-5.12956478,7.12090892,0.02646678,0.47665374,3.87012719,1.61917347,1.03349130,2.08107171,0.06994073,3.56193389
-5.12356178,7.18107964,0.02636940,0.48748449,3.86010435,1.62965540,1.03968519,2.10800242,0.07200738,3.57616664
-5.11755878,7.22618077,0.02627758,0.49752606,3.83986020,1.63611609,1.04469232,2.13023279,0.07406782,3.58223813
-5.11155578,7.25460910,0.02618200,0.50668562,3.80847277,1.63813127,1.04841711,2.14740430,0.07607941,3.57928718
-5.10555278,7.26513490,0.02607380,0.51489771,3.76529756,1.63536332,1.05080451,2.15929377,0.07799882,3.56663993
-5.09954977,7.25695505,0.02594492,0.52212733,3.70999767,1.62757423,1.05184616,2.16582700,0.07978326,3.54383712
-5.09354677,7.22973256,0.02578842,0.52837238,3.64256256,1.61463513,1.05158530,2.16708755,0.08139173,3.51065416
-5.08754377,7.18362034,0.02559871,0.53366504,3.56331444,1.59653216,1.05012008,2.16332013,0.08278628,3.46711296
-5.08154077,7.11926838,0.02537177,0.53807211,3.47290231,1.57336814,1.04760493,2.15492829,0.08393327,3.41348510
-5.07553777,7.03781341,0.02510520,0.54169425,3.37228375,1.54536029,1.04424986,2.14246637,0.08480439,3.35028608
-5.06953477,6.94085182,0.02479834,0.54466411,3.26269551,1.51283407,1.04031752,2.12662600,0.08537765,3.27826128
-5.06353177,6.83039654,0.02445219,0.54714319,3.14561435,1.47621347,1.03611798,2.10821748,0.08563809,3.19836399
-5.05752876,6.70881989,0.02406933,0.54931774,3.02270988,1.43600831,1.03200131,2.08814681,0.08557822,3.11172685
-5.05152576,6.57878467,0.02365380,0.55139367,2.89579166,1.39279920,1.02834818,2.06738919,0.08519827,3.01962793
-5.04552276,6.44316627,0.02321087,0.55359056,2.76675270,1.34722094,1.02555876,2.04695998,0.08450609,2.92345290
-5.03951976,6.30496919,0.02274682,0.55613516,2.63751208,1.29994494,1.02404032,2.02788427,0.08351679,2.82465506
-5.03351676,6.16724113,0.02226869,0.55925447,2.50995856,1.25166162,1.02419403,2.01116624,0.08225214,2.72471476
-5.02751376,6.03298815,0.02178400,0.56316869,2.38589779,1.20306341,1.02640156,1.99775952,0.08073970,2.62509998
-5.02151076,5.90509424,0.02130050,0.56808443,2.26700462,1.15482896,1.03101201,1.98853967,0.07901178,2.52722932
-5.01550775,5.78624829,0.02082592,0.57418831,2.15478230,1.10760909,1.03832987,1.98427985,0.07710431,2.43243891
-5.00950475,5.67888111,0.02036772,0.58164138,2.05052963,1.06201492,1.04860457,1.98563069,0.07505551,2.34195408
-5.00350175,5.58511459,0.01993292,0.59057456,1.95531677,1.01860837,1.06202209,1.99310502,0.07290469,2.25686677
-4.99749875,5.50672473,0.01952793,0.60108524,1.86997020,0.97789517,1.07869926,2.00706817,0.07069098,2.17811896
-4.99149575,5.44511916,0.01915842,0.61323543,1.79506653,0.94032046,1.09868082,2.02773395,0.06845220,2.10649248
-4.98549275,5.40132970,0.01882926,0.62705123,1.73093501,0.90626660,1.12193959,2.05516658,0.06622389,2.04260496
-4.97948974,5.37601922,0.01854447,0.64252393,1.67766777,0.87605329,1.14837976,2.08928830,0.06403850,1.98691177
-4.97348674,5.36950183,0.01830721,0.65961249,1.63513701,0.84993933,1.17784306,2.12989217,0.06192479,1.93971307
-4.96748374,5.38177473,0.01811985,0.67824734,1.60301782,0.82812599,1.21011749,2.17665942,0.05990750,1.90116553
-4.96148074,5.41255940,0.01798398,0.69833525,1.58081538,0.81076121,1.24494830,2.22918043,0.05800716,1.87129756
-4.95547774,5.46134961,0.01790051,0.71976499,1.56789526,0.79794457,1.28205039,2.28697830,0.05624019,1.85002712
-4.94947474,5.52746337,0.01786976,0.74241340,1.56351533,0.78973232,1.32112169,2.34953370,0.05461911,1.83718113
-4.94347174,5.61009595,0.01789152,0.76615162,1.56685804,0.78614235,1.36185651,2.41630997,0.05315297,1.83251524
-4.93746873,5.70837093,0.01796515,0.79085101,1.57706191,0.78715849,1.40395843,2.48677690,0.05184783,1.83573320
-4.93146573,5.82138668,0.01808969,0.81638842,1.59325109,0.79273418,1.44715178,2.56043234,0.05070732,1.84650465
-4.92546273,5.94825585,0.01826385,0.84265056,1.61456204,0.80279510,1.49119123,2.63682029,0.04973323,1.86448081
-4.91945973,6.08813608,0.01848611,0.86953714,1.64016681,0.81724074,1.53586884,2.71554481,0.04892603,1.88930726
-4.91345673,6.24025034,0.01875472,0.89696264,1.66929208,0.83594491,1.58101850,2.79627901,0.04828542,1.92063350
-4.90745373,6.40389646,0.01906772,0.92485670,1.70123395,0.85875521,1.62651719,2.87876872,0.04781066,1.95811893
-4.90145073,6.57844557,0.01942293,0.95316292,1.73536812,0.88549159,1.67228338,2.96283085,0.04750090,2.00143536
-4.89544772,6.76333007,0.01981795,0.98183637,1.77115555,0.91594424,1.71827257,3.04834660,0.04735534,2.05026607
-4.88944472,6.95802230,0.02025011,1.01083997,1.80814391,0.94987113,1.76447023,3.13524986,0.04737326,2.10430177
-4.88344172,7.16200545,0.02071646,1.04013981,1.84596498,0.98699529,1.81088282,3.22351176,0.04755394,2.16323404
-4.87743872,7.37473900,0.02121378,1.06969992,1.88432866,1.02700245,1.85752715,3.31312205,0.04789650,2.22674663
-4.87143572,7.59562079,0.02173850,1.09947674,1.92301405,1.06953915,1.90441895,3.40406854,0.04839964,2.29450563
-4.86543272,7.82394847,0.02228678,1.12941369,1.96185824,1.11421174,1.95156119,3.49631569,0.04906129,2.36614889
-4.85942971,8.05888277,0.02285448,1.15943610,2.00074356,1.16058651,1.99893285,3.58978357,0.04987835,2.44127581
-4.85342671,8.29941505,0.02343717,1.18944699,2.03958394,1.20819125,2.04647875,3.68432840,0.05084625,2.51943797
-4.84742371,8.54434144,0.02403025,1.21932382,2.07831106,1.25651836,2.09410102,3.77972572,0.05195875,2.60013144
-4.84142071,8.79224547,0.02462894,1.24891660,2.11686114,1.30502967,2.14165276,3.87565726,0.05320758,2.68279135
-4.83541771,9.04149070,0.02522840,1.27804745,2.15516274,1.35316286,2.18893414,3.97170221,0.05458236,2.76678923
-4.82941471,9.29022442,0.02582383,1.30651168,2.19312636,1.40033967,2.23569145,4.06733364,0.05607041,2.85143351
-4.82341171,9.53639312,0.02641051,1.33408055,2.23063623,1.44597539,2.28161896,4.16192038,0.05765683,2.93597340
-4.81740870,9.77776959,0.02698396,1.36050553,2.26754463,1.48948970,2.32636404,4.25473445,0.05932458,3.01960623
-4.81140570,10.01199133,0.02753999,1.38552408,2.30366904,1.53031843,2.36953503,4.34496421,0.06105466,3.10148824
-4.80540270,10.23660927,0.02807483,1.40886660,2.33879225,1.56792573,2.41071202,4.43173253,0.06282646,3.18074851
-4.79939970,10.44914531,0.02858521,1.43026454,2.37266535,1.60181648,2.44946011,4.51411972,0.06461813,3.25650575
-4.79339670,10.64715678,0.02906844,1.44945919,2.40501346,1.63154830,2.48534471,4.59119033,0.06640704,3.32788729
-4.78739370,10.82830560,0.02952245,1.46621097,2.43554392,1.65674268,2.51794839,4.66202278,0.06817027,3.39404980
-4.78139070,10.99042950,0.02994589,1.48030879,2.46395643,1.67709492,2.54688878,4.72574079,0.06988518,3.45420082
-4.77538769,11.13161252,0.03033814,1.49157911,2.48995466,1.69238232,2.57183664,4.78154523,0.07152991,3.50762038
-4.76938469,11.25025186,0.03069931,1.49989436,2.51325871,1.70247032,2.59253358,4.82874514,0.07308397,3.55368175
-4.76338169,11.34511816,0.03103030,1.50518027,2.53361755,1.70731625,2.60880850,4.86678654,0.07452868,3.59187057
-4.75737869,11.41540629,0.03133275,1.50742191,2.55082101,1.70697046,2.62059201,4.89527753,0.07584761,3.62180122
-4.75137569,11.46077424,0.03160898,1.50666788,2.56471034,1.70157487,2.62792807,4.91400862,0.07702697,3.64322998
-4.74537269,11.48136763,0.03186201,1.50303255,2.57518690,1.69135865,2.63098215,4.92296703,0.07805582,3.65606399
-4.73936968,11.47782841,0.03209540,1.49669613,2.58221830,1.67663141,2.63004518,4.92234410,0.07892625,3.66036563
-4.73336668,11.45128637,0.03231322,1.48790232,2.58584170,1.65777398,2.62553302,4.91253525,0.07963347,3.65635188
-4.72736368,11.40333316,0.03251989,1.47695357,2.58616386,1.63522702,2.61798082,4.89413195,0.08017567,3.64438853
-4.72136068,11.33597915,0.03272009,1.46420407,2.58335800,1.60947809,2.60803246,4.86790602,0.08055390,3.62497932
-4.71535768,11.25159416,0.03291854,1.45005042,2.57765745,1.58104737,2.59642485,4.83478640,0.08077180,3.59875020
-4.70935468,11.15283405,0.03311990,1.43492043,2.56934639,1.55047276,2.58396763,4.79582929,0.08083525,3.56642943
-4.70335168,11.04255564,0.03332858,1.41926035,2.55874816,1.51829482,2.57151869,4.75218269,0.08075194,3.52882403
-4.69734867,10.92372335,0.03354852,1.40352089,2.54621163,1.48504211,2.55995628,4.70504690,0.08053093,3.48679363
-4.69134567,10.79931115,0.03378307,1.38814261,2.53209631,1.45121750,2.55014873,4.65563242,0.08018218,3.44122274
-4.68534267,10.67220389,0.03403479,1.37354130,2.51675700,1.41728584,2.54292288,4.60511731,0.07971605,3.39299257
-4.67933967,10.54510227,0.03430528,1.36009384,2.50052871,1.38366354,2.53903241,4.55460580,0.07914286,3.34295351
-4.67333667,10.42043546,0.03459509,1.34812514,2.48371253,1.35071030,2.53912749,4.50509017,0.07847251,3.29189960
-4.66733367,10.30028530,0.03490359,1.33789688,2.46656332,1.31872326,2.54372701,4.45741762,0.07771410,3.24054584
-4.66133067,10.18632538,0.03522893,1.32959833,2.44927956,1.28793369,2.55319471,4.41226372,0.07687570,3.18950947
-4.65532766,10.07977782,0.03556796,1.32333997,2.43199618,1.25850630,2.56772036,4.37011378,0.07596415,3.13929583
-4.64932466,9.98138962,0.03591635,1.31914996,2.41478033,1.23054099,2.58730701,4.33125312,0.07498499,3.09028950
-4.64332166,9.89142972,0.03626854,1.31697388,2.39763066,1.20407697,2.61176508,4.29576650,0.07394244,3.04275088
