energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.53776888,3.00947556,0.00226277,0.85165967,0.06987558,0.01151232,0.92264251,1.64744420,1.18311946
-5.53176588,3.18519761,0.00248641,0.92039928,0.07370785,0.01219866,0.96012477,1.75126928,1.25642610
-5.52576288,3.36509473,0.00273513,0.98888078,0.07812220,0.01302415,1.00037954,1.85346448,1.33086572
-5.51975988,3.54743039,0.00300951,1.05628877,0.08308399,0.01399575,1.04318982,1.95263180,1.40566525
-5.51375688,3.73047233,0.00331002,1.12180626,0.08854913,0.01512004,1.08834270,2.04741839,1.48004777
-5.50775388,3.91255418,0.00363700,1.18463780,0.09446523,0.01640341,1.13564246,2.13655963,1.55325829
-5.50175088,4.09213515,0.00399063,1.24403285,0.10077314,0.01785218,1.18492255,2.21892063,1.62458891
-5.49574787,4.26785444,0.00437091,1.29930810,0.10740876,0.01947281,1.23605527,2.29353391,1.69340225
-5.48974487,4.43857703,0.00477770,1.34986774,0.11430500,0.02127193,1.28895854,2.35963133,1.75915163
-5.48374187,4.60342790,0.00521062,1.39522056,0.12139383,0.02325644,1.34359895,2.41666824,1.82139708
-5.47773887,4.76181251,0.00566910,1.43499290,0.12860834,0.02543344,1.39999073,2.46433856,1.87981606
-5.47173587,4.91342178,0.00615227,1.46893677,0.13588461,0.02781005,1.45819041,2.50257970,1.93420821
-5.46573287,5.05822088,0.00665896,1.49693273,0.14316334,0.03039314,1.51828712,2.53156690,1.98449394
-5.45972986,5.19642197,0.00718765,1.51898713,0.15039113,0.03318894,1.58038894,2.55169711,2.03070657
-5.45372686,5.32844208,0.00773643,1.53522407,0.15752136,0.03620252,1.64460583,2.56356312,2.07297863
-5.44772386,5.45484809,0.00830291,1.54587243,0.16451453,0.03943712,1.71102982,2.56791917,2.11152285
-5.44172086,5.57629186,0.00888424,1.55124856,0.17133811,0.04289343,1.77971377,2.56563987,2.14660903
-5.43571786,5.69343892,0.00947703,1.55173580,0.17796588,0.04656880,1.85064955,2.55767445,2.17853794
-5.42971486,5.80689509,0.01007736,1.54776193,0.18437681,0.05045643,1.92374727,2.54499882,2.20761391
-5.42371186,5.91713511,0.01068081,1.53977576,0.19055358,0.05454450,1.99881660,2.52856800,2.23411763
-5.41770885,6.02443793,0.01128244,1.52822422,0.19648073,0.05881552,2.07555170,2.50927136,2.25828092
-5.41170585,6.12883257,0.01187688,1.51353130,0.20214280,0.06324565,2.15352079,2.48789301,2.28026480
-5.40570285,6.23005818,0.01245841,1.49607989,0.20752229,0.06780433,2.23216132,2.46507938,2.30014247
-5.39969985,6.32754119,0.01302108,1.47619751,0.21259799,0.07245402,2.31078158,2.44131566,2.31788814
-5.39369685,6.42039123,0.01355885,1.45414660,0.21734341,0.07715033,2.38856887,2.41691195,2.33337238
-5.38769385,6.50741672,0.01406574,1.43011979,0.22172574,0.08184235,2.46460450,2.39199986,2.34636447
-5.38169085,6.58715955,0.01453601,1.40424021,0.22570544,0.08647341,2.53788505,2.36653930,2.35654154
-5.37568784,6.65794746,0.01496438,1.37656659,0.22923627,0.09098206,2.60734918,2.34033480,2.36350402
-5.36968484,6.71796130,0.01534617,1.34710260,0.23226619,0.09530346,2.67190898,2.31306023,2.36679646
-5.36368184,6.76531369,0.01567751,1.31580964,0.23473876,0.09937096,2.73048440,2.28429012,2.36593257
-5.35767884,6.79813495,0.01595549,1.28262220,0.23659525,0.10311797,2.78203921,2.25353572,2.36042288
-5.35167584,6.81466142,0.01617830,1.24746454,0.23777718,0.10647994,2.82561675,2.22028363,2.34980349
-5.34567284,6.81332158,0.01634533,1.21026765,0.23822933,0.10939642,2.86037380,2.18403458,2.33366416
-5.33966983,6.79281515,0.01645722,1.17098535,0.23790288,0.11181314,2.88561090,2.14434045,2.31167417
-5.33366683,6.75218120,0.01651589,1.12960862,0.23675862,0.11368387,2.90079761,2.10083731,2.28360452
-5.32766383,6.69085148,0.01652448,1.08617708,0.23476997,0.11497220,2.90559158,2.05327294,2.24934512
-5.32166083,6.60868666,0.01648736,1.04078734,0.23192573,0.11565291,2.89985057,2.00152760,2.20891633
-5.31565783,6.50599364,0.01640992,0.99359751,0.22823217,0.11571306,2.88363692,1.94562702,2.16247412
-5.30965483,6.38352370,0.01629847,0.94482799,0.22371462,0.11515257,2.85721429,1.88574759,2.11030880
-5.30365183,6.24245181,0.01616009,0.89475841,0.21841814,0.11398436,2.82103725,1.82221353,2.05283759
-5.29764882,6.08433893,0.01600239,0.84372132,0.21240744,0.11223407,2.77573416,1.75548693,1.99059162
-5.29164582,5.91107974,0.01583331,0.79209291,0.20576593,0.10993920,2.72208447,1.68615138,1.92419811
-5.28564282,5.72483883,0.01566091,0.74028161,0.19859387,0.10714794,2.66099174,1.61489060,1.85435911
-5.27963982,5.52797910,0.01549316,0.68871521,0.19100586,0.10391753,2.59345369,1.54246346,1.78182772
-5.27363682,5.32298625,0.01533772,0.63782728,0.18312758,0.10031235,2.52053092,1.46967704,1.70738347
-5.26763382,5.11239304,0.01520177,0.58804382,0.17509213,0.09640187,2.44331567,1.39735923,1.63180776
-5.26163082,4.89870710,0.01509183,0.53977061,0.16703593,0.09225839,2.36290215,1.32633248,1.55586093
-5.25562781,4.68434526,0.01501357,0.49338204,0.15909453,0.08795488,2.28035948,1.25738989,1.48026178
-5.24962481,4.47157720,0.01497174,0.44921182,0.15139849,0.08356280,2.19670843,1.19127482,1.40567032
-5.24362181,4.26248005,0.01497004,0.40754593,0.14406940,0.07915023,2.11290254,1.12866473,1.33267454
-5.23761881,4.05890527,0.01501106,0.36861788,0.13721637,0.07478020,2.02981406,1.07015973,1.26178130
-5.23161581,3.86245797,0.01509620,0.33260644,0.13093302,0.07050931,1.94822485,1.01627591,1.19341153
-5.22561281,3.67448842,0.01522570,0.29963558,0.12529510,0.06638679,1.86882206,0.96744323,1.12789946
-5.21960980,3.49609457,0.01539860,0.26977648,0.12035886,0.06245385,1.79219810,0.92400755,1.06549559
-5.21360680,3.32813412,0.01561281,0.24305118,0.11616018,0.05874347,1.71885428,0.88623589,1.00637270
-5.20760380,3.17124402,0.01586518,0.21943760,0.11271447,0.05528050,1.64920740,0.85432415,0.95063432
-5.20160080,3.02586527,0.01615157,0.19887540,0.11001731,0.05208204,1.58359814,0.82840618,0.89832490
-5.19559780,2.89227057,0.01646695,0.18127232,0.10804570,0.04915812,1.52230056,0.80856318,0.84944081
-5.18959480,2.77059265,0.01680559,0.16651052,0.10675997,0.04651251,1.46553164,0.79483241,0.80394149
-5.18359180,2.66085112,0.01716118,0.15445273,0.10610605,0.04414370,1.41346009,0.78721441,0.76176009
-5.17758879,2.56297628,0.01752700,0.14494771,0.10601814,0.04204586,1.36621375,0.78567799,0.72281301
-5.17158579,2.47682836,0.01789611,0.13783502,0.10642155,0.04020985,1.32388505,0.79016263,0.68700787
-5.16558279,2.40221160,0.01826153,0.13294879,0.10723553,0.03862413,1.28653434,0.80057804,0.65424972
-5.15957979,2.33888288,0.01861643,0.13012059,0.10837614,0.03727556,1.25419096,0.81680122,0.62444533
-5.15357679,2.28655503,0.01895427,0.12918136,0.10975879,0.03615010,1.22685233,0.83867119,0.59750553
-5.14757379,2.24489577,0.01926899,0.12996255,0.11130066,0.03523334,1.20448131,0.86598226,0.57334594
-5.14157079,2.21352325,0.01955510,0.13229655,0.11292267,0.03451087,1.18700262,0.89847671,0.55188620
-5.13556778,2.19199983,0.01980786,0.13601670,0.11455107,0.03396854,1.17429889,0.93583775,0.53304823
-5.12956478,2.17982564,0.02002326,0.14095712,0.11611870,0.03359264,1.16620712,0.97768407,0.51675384
-5.12356178,2.17643361,0.02019819,0.14695240,0.11756578,0.03336992,1.16251642,1.02356681,0.50292226
-5.11755878,2.18118764,0.02033040,0.15383763,0.11884036,0.03328764,1.16296772,1.07297006,0.49146792
-5.11155578,2.19338515,0.02041854,0.16144870,0.11989854,0.03333354,1.16725603,1.12531548,0.48229894
-5.10555278,2.21226496,0.02046213,0.16962314,0.12070428,0.03349590,1.17503569,1.17997157,0.47531651
-5.09954977,2.23702109,0.02046158,0.17820155,0.12122917,0.03376354,1.18592875,1.23626764,0.47041551
-5.09354677,2.26682227,0.02041815,0.18702954,0.12145201,0.03412592,1.19953641,1.29351221,0.46748622
-5.08754377,2.30083657,0.02033389,0.19596030,0.12135835,0.03457332,1.21545305,1.35101519,0.46641720
-5.08154077,2.33826004,0.02021163,0.20485746,0.12093997,0.03509702,1.23328229,1.40811273,0.46709908
-5.07553777,2.37834746,0.02005495,0.21359823,0.12019449,0.03568949,1.25265405,1.46419354,0.46942887
-5.06953477,2.42044337,0.01986814,0.22207656,0.11912492,0.03634469,1.27324160,1.51872489,0.47331451
-5.06353177,2.46401082,0.01965613,0.23020603,0.11773930,0.03705822,1.29477731,1.57127670,0.47867910
-5.05752876,2.50865560,0.01942448,0.23792231,0.11605041,0.03782751,1.31706585,1.62154188,0.48546437
-5.05152576,2.55414352,0.01917931,0.24518481,0.11407546,0.03865190,1.33999369,1.66935130,0.49363287
-5.04552276,2.60040891,0.01892718,0.25197750,0.11183579,0.03953257,1.36353378,1.71468190,0.50316862
-5.03951976,2.64755254,0.01867507,0.25830856,0.10935652,0.04047241,1.38774467,1.75765687,0.51407575
-5.03351676,2.69582835,0.01843014,0.26420885,0.10666610,0.04147567,1.41276366,1.79853735,0.52637504
-5.02751376,2.74561852,0.01819969,0.26972925,0.10379585,0.04254751,1.43879371,1.83770531,0.54009841
-5.02151076,2.79739768,0.01799085,0.27493669,0.10077924,0.04369339,1.46608470,1.87563825,0.55528137
-5.01550775,2.85168769,0.01781045,0.27990932,0.09765122,0.04491837,1.49490954,1.91287659,0.57195393
-5.00950475,2.90900491,0.01766474,0.28473078,0.09444729,0.04622627,1.52553653,1.94998532,0.59013021
-5.00350175,2.96980312,0.01755911,0.28948399,0.09120258,0.04761888,1.55819915,1.98751180,0.60979759
-4.99749875,3.03441511,0.01749790,0.29424471,0.08795083,0.04909512,1.59306540,2.02594217,0.63090594
-4.99149575,3.10299668,0.01748409,0.29907530,0.08472345,0.05065031,1.63020819,2.06565868,0.65335769
-4.98549275,3.17547661,0.01751910,0.30401898,0.08154851,0.05227554,1.66957904,2.10690072,0.67699957
-4.97948974,3.25151621,0.01760261,0.30909498,0.07844996,0.05395720,1.71098669,2.14973188,0.70161657
-4.97348674,3.33048135,0.01773246,0.31429484,0.07544690,0.05567682,1.75408246,2.19401531,0.72692888
-4.96748374,3.41142953,0.01790455,0.31958017,0.07255318,0.05741104,1.79835343,2.23939916,0.75259214
-4.96148074,3.49311365,0.01811289,0.32488201,0.06977709,0.05913197,1.84312453,2.28531332,0.77820129
-4.95547774,3.57400304,0.01834971,0.33010183,0.06712142,0.06080769,1.88756978,2.33097818,0.80329812
-4.94947474,3.65232173,0.01860561,0.33511427,0.06458372,0.06240320,1.93073268,2.37542530,0.82738234
-4.94347174,3.72610238,0.01886990,0.33977141,0.06215681,0.06388139,1.97155492,2.41752926,0.84992585
-4.93746873,3.79325387,0.01913087,0.34390837,0.05982954,0.06520439,2.00891243,2.45604942,0.87038949
-4.93146573,3.85163934,0.01937627,0.34735006,0.05758764,0.06633494,2.04165700,2.48967950,0.88824179
-4.92546273,3.89916110,0.01959370,0.34991865,0.05541481,0.06723787,2.06866158,2.51710271,0.90297858
-4.91945973,3.93384812,0.01977115,0.35144143,0.05329377,0.06788160,2.08886715,2.53704956,0.91414272
-4.91345673,3.95394193,0.01989742,0.35175859,0.05120737,0.06823953,2.10132868,2.54835556,0.92134283
-4.90745373,3.95797642,0.01996266,0.35073065,0.04913961,0.06829132,2.10525805,2.55001586,0.92427020
-4.90145073,3.94484787,0.01995875,0.34824507,0.04707656,0.06802401,2.10006173,2.54123409,0.92271293
-4.89544772,3.91387141,0.01987970,0.34422174,0.04500715,0.06743278,2.08537138,2.52146300,0.91656664
-4.88944472,3.86482149,0.01972194,0.33861715,0.04292374,0.06652158,2.06106595,2.49043495,0.90584116
-4.88344172,3.79795429,0.01948453,0.33142702,0.04082249,0.06530333,2.02728415,2.44818076,0.89066287
-4.87743872,3.71401123,0.01916930,0.32268726,0.03870353,0.06379986,1.98442686,2.39503629,0.87127258
-4.87143572,3.61420359,0.01878085,0.31247343,0.03657091,0.06204160,1.93314946,2.33163636,0.84801902
-4.86543272,3.50017930,0.01832646,0.30089857,0.03443236,0.06006687,1.87434453,2.25889677,0.82134823
-4.85942971,3.37397360,0.01781595,0.28810965,0.03229889,0.05792107,1.80911589,2.17798518,0.79178946
-4.85342671,3.23794634,0.01726141,0.27428298,0.03018426,0.05565560,1.73874542,2.09028273,0.75993802
-4.84742371,3.09470885,0.01667689,0.25961859,0.02810439,0.05332666,1.66465409,1.99733814,0.72643615
-4.84142071,2.94704393,0.01607799,0.24433413,0.02607667,0.05099398,1.58835929,1.90081671,0.69195246
-4.83541771,2.79782264,0.01548150,0.22865842,0.02411931,0.04871953,1.51143021,1.80244642,0.65716106
-4.82941471,2.64992136,0.01490495,0.21282505,0.02225068,0.04656626,1.43544326,1.70396383,0.62272109
-4.82341171,2.50614258,0.01436617,0.19706626,0.02048876,0.04459686,1.36193927,1.60706179,0.58925754
-4.81740870,2.36914230,0.01388290,0.18160724,0.01885063,0.04287269,1.29238412,1.51334124,0.55734407
-4.81140570,2.24136639,0.01347240,0.16666129,0.01735205,0.04145280,1.22813406,1.42426873,0.52748831
-4.80540270,2.12499794,0.01315111,0.15242563,0.01600719,0.04039308,1.17040659,1.34114111,0.50012031
-4.79939970,2.02191639,0.01293431,0.13907818,0.01482844,0.03974558,1.12025778,1.26505833,0.47558414
-4.79339670,1.93366927,0.01283590,0.12677521,0.01382628,0.03955787,1.07856593,1.19690478,0.45413307
-4.78739370,1.86145600,0.01286818,0.11564986,0.01300932,0.03987259,1.04602181,1.13733930,0.43592802
-4.78139070,1.80612325,0.01304163,0.10581135,0.01238432,0.04072700,1.02312484,1.08679353,0.42103936
-4.77538769,1.76817052,0.01336485,0.09734497,0.01195629,0.04215258,1.01018459,1.04547782,0.40945159
-4.76938469,1.74776425,0.01384437,0.09031244,0.01172863,0.04417461,1.00732692,1.01339376,0.40107057
-4.76338169,1.74475873,0.01448459,0.08475273,0.01170322,0.04681179,1.01450346,0.99035224,0.39573287
-4.75737869,1.75872180,0.01528769,0.08068309,0.01188050,0.05007570,1.03150372,0.97599543,0.39321654
-4.75137569,1.78896337,0.01625355,0.07810012,0.01225959,0.05397026,1.05796861,0.96982159,0.39325292
-4.74537269,1.83456510,0.01737968,0.07698091,0.01283821,0.05849113,1.09340453,0.97121117,0.39553885
-4.73936968,1.89440953,0.01866110,0.07728406,0.01361270,0.06362501,1.13719727,0.97945294,0.39974873
-4.73336668,1.96720774,0.02009031,0.07895058,0.01457783,0.06934893,1.18862511,0.99376913,0.40554597
-4.72736368,2.05152436,0.02165719,0.08190465,0.01572674,0.07562957,1.24687083,1.01333853,0.41259344
-4.72136068,2.14579996,0.02334893,0.08605436,0.01705063,0.08242265,1.31103235,1.03731697,0.42056250
-4.71535768,2.24837047,0.02515004,0.09129232,0.01853862,0.08967240,1.38013238,1.06485468,0.42914054
-4.70935468,2.35748419,0.02704235,0.09749635,0.02017749,0.09731134,1.45312700,1.09511040,0.43803665
-4.70335168,2.47131709,0.02900504,0.10453033,0.02195148,0.10526019,1.52891404,1.12726220,0.44698563
-4.69734867,2.58798714,0.03101485,0.11224527,0.02384218,0.11342827,1.60634149,1.16051537,0.45575022
-4.69134567,2.70556893,0.03304626,0.12048061,0.02582845,0.12171419,1.68421676,1.19410767,0.46412183
-4.68534267,2.82210944,0.03507182,0.12906610,0.02788647,0.13000706,1.76131735,1.22731266,0.47191983
-4.67933967,2.93564603,0.03706260,0.13782395,0.02998994,0.13818805,1.83640337,1.25944156,0.47898979
-4.67333667,3.04422722,0.03898865,0.14657152,0.03211042,0.14613251,1.90823241,1.28984434,0.48520102
-4.66733367,3.14593704,0.04081967,0.15512452,0.03421777,0.15371248,1.97557681,1.31791072,0.49044352
-4.66133067,3.23892269,0.04252567,0.16330049,0.03628082,0.16079955,2.03724341,1.34307142,0.49462486
-4.65532766,3.32142553,0.04407778,0.17092269,0.03826816,0.16726798,2.09209536,1.36480023,0.49766723
-4.64932466,3.39181460,0.04544897,0.17782418,0.04014905,0.17299805,2.13907556,1.38261711,0.49950482
-4.64332166,3.44862167,0.04661494,0.18385185,0.04189440,0.17787940,2.17723091,1.39609231,0.50008177
-4.63731866,3.49057650,0.04755484,0.18887049,0.04347790,0.18181430,2.20573645,1.40485170,0.49935094
-4.63131566,3.51664080,0.04825203,0.19276641,0.04487710,0.18472070,2.22391834,1.40858283,0.49727326
-4.62531266,3.52603912,0.04869474,0.19545075,0.04607448,0.18653482,2.23127455,1.40704157,0.49381803
-4.61930965,3.51828513,0.04887653,0.19686207,0.04705846,0.18721334,2.22749223,1.40005887,0.48896379
-4.61330665,3.49320168,0.04879668,0.19696825,0.04782432,0.18673492,2.21246061,1.38754716,0.48269976
-4.60730365,3.45093325,0.04846042,0.19576757,0.04837490,0.18510102,2.18627886,1.36950582,0.47502773
-4.60130065,3.39195000,0.04787887,0.19328881,0.04872110,0.18233599,2.14925802,1.34602541,0.46596416
-4.59529765,3.31704254,0.04706888,0.18959056,0.04888226,0.17848644,2.10191690,1.31729011,0.45554227
-4.58929465,3.22730750,0.04605266,0.18475955,0.04888608,0.17361984,2.04497179,1.28357805,0.44381397
-4.58329165,3.12412413,0.04485716,0.17890823,0.04876848,0.16782244,1.97932025,1.24525949,0.43085140
-4.57728864,3.00912260,0.04351341,0.17217158,0.04857306,0.16119670,1.90601955,1.20279247,0.41674807
-4.57128564,2.88414520,0.04205556,0.16470347,0.04835030,0.15385816,1.82626061,1.15671621,0.40161922
-4.56528264,2.75120195,0.04051998,0.15667253,0.04815661,0.14593203,1.74133828,1.10764234,0.38560163
-4.55927964,2.61242218,0.03894409,0.14825779,0.04805305,0.13754963,1.65261930,1.05624409,0.36885264
-4.55327664,2.47000401,0.03736537,0.13964430,0.04810399,0.12884476,1.56150902,1.00324399,0.35154846
-4.54727364,2.32616357,0.03582017,0.13101885,0.04837552,0.11995024,1.46941813,0.94940017,0.33388192
-4.54127064,2.18308572,0.03434269,0.12256590,0.04893385,0.11099467,1.37773063,0.89549202,0.31605955
-4.53526763,2.04287788,0.03296397,0.11446390,0.04984365,0.10209956,1.28777408,0.84230536,0.29829833
-4.52926463,1.90752848,0.03171105,0.10688203,0.05116644,0.09337698,1.20079295,0.79061754,0.28082212
-4.52326163,1.77887103,0.03060619,0.09997750,0.05295894,0.08492762,1.11792597,0.74118307,0.26385785
-4.51725863,1.65855468,0.02966632,0.09389333,0.05527171,0.07683954,1.04018776,0.69471978,0.24763188
-4.51125563,1.54802184,0.02890266,0.08875665,0.05814779,0.06918735,0.96845531,0.65189602,0.23236638
-4.50525263,1.44849289,0.02832052,0.08467758,0.06162165,0.06203205,0.90345913,0.61331901,0.21827600
-4.49924962,1.36095813,0.02791929,0.08174845,0.06571834,0.05542128,0.84577921,0.57952454,0.20556501
-4.49324662,1.28617636,0.02769269,0.08004353,0.07045295,0.04939005,0.79584544,0.55096815,0.19442479
