energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.83791896,1.77355996,0.84260157,0.31528447,0.00161336,0.40833380,0.03768436,0.62236148,0.40048200,0.07516005
-5.83191596,1.88355152,0.90044295,0.33217018,0.00175858,0.43079813,0.03938027,0.66337183,0.42413944,0.08088641
-5.82591296,1.99538821,0.96136607,0.34964618,0.00190466,0.45419954,0.04091246,0.70454164,0.44888177,0.08663588
-5.81990995,2.10756812,1.02474610,0.36744640,0.00204993,0.47817965,0.04225025,0.74537234,0.47445541,0.09233799
-5.81390695,2.21857411,1.08994540,0.38530368,0.00219269,0.50237727,0.04336621,0.78536177,0.50058585,0.09792083
-5.80790395,2.32691908,1.15633498,0.40295750,0.00233123,0.52643908,0.04423707,0.82401931,0.52698681,0.10331297
-5.80190095,2.43119052,1.22331527,0.42016127,0.00246389,0.55002984,0.04484447,0.86088071,0.55336953,0.10844556
-5.79589795,2.53009206,1.29033541,0.43668900,0.00258915,0.57284173,0.04517553,0.89552195,0.57945183,0.11325425
-5.78989495,2.62248038,1.35690983,0.45234098,0.00270562,0.59460248,0.04522323,0.92757152,0.60496637,0.11768106
-5.78389195,2.70739554,1.42263130,0.46694831,0.00281211,0.61508182,0.04498664,0.95672044,0.62966777,0.12167602
-5.77788894,2.78408341,1.48717983,0.48037593,0.00290770,0.63409610,0.04447086,0.98272965,0.65333831,0.12519847
-5.77188594,2.85200923,1.55032664,0.49252423,0.00299170,0.65151070,0.04368680,1.00543430,0.67579178,0.12821804
-5.76588294,2.91086158,1.61193311,0.50332905,0.00306371,0.66724045,0.04265073,1.02474480,0.69687545,0.13071520
-5.75987994,2.96054699,1.67194461,0.51276026,0.00312361,0.68124774,0.04138373,1.04064469,0.71647025,0.13268141
-5.75387694,3.00117533,1.73037947,0.52081882,0.00317156,0.69353879,0.03991085,1.05318540,0.73448895,0.13411879
-5.74787394,3.03303727,1.78731372,0.52753287,0.00320797,0.70415812,0.03826035,1.06247836,0.75087292,0.13503945
-5.74187094,3.05657495,1.84286231,0.53295270,0.00323348,0.71318165,0.03646271,1.06868481,0.76558748,0.13546439
-5.73586793,3.07234778,1.89715803,0.53714530,0.00324890,0.72070880,0.03454970,1.07200409,0.77861641,0.13542213
-5.72986493,3.08099529,1.95032916,0.54018853,0.00325518,0.72685417,0.03255347,1.07266101,0.78995602,0.13494717
-5.72386193,3.08319922,2.00247728,0.54216543,0.00325337,0.73173907,0.03050563,1.07089302,0.79960919,0.13407825
-5.71785893,3.07964680,2.05365648,0.54315883,0.00324453,0.73548356,0.02843646,1.06693797,0.80757989,0.13285659
-5.71185593,3.07099741,2.10385530,0.54324682,0.00322972,0.73819933,0.02637423,1.06102311,0.81386857,0.13132427
-5.70585293,3.05785412,2.15298250,0.54249895,0.00320993,0.73998382,0.02434466,1.05335583,0.81846874,0.12952262
-5.69984992,3.04074168,2.20085754,0.54097365,0.00318606,0.74091581,0.02237044,1.04411667,0.82136500,0.12749095
-5.69384692,3.02009161,2.24720660,0.53871683,0.00315885,0.74105276,0.02047100,1.03345489,0.82253261,0.12526547
-5.68784392,2.99623521,2.29166433,0.53576163,0.00312890,0.74042989,0.01866239,1.02148661,0.82193873,0.12287858
-5.68184092,2.96940419,2.33378158,0.53212940,0.00309664,0.73906103,0.01695722,1.00829563,0.81954504,0.12035841
-5.67583792,2.93973862,2.37303868,0.52783168,0.00306233,0.73694111,0.01536480,0.99393659,0.81531178,0.11772878
-5.66983492,2.90730121,2.40886393,0.52287300,0.00302608,0.73405006,0.01389137,0.97844026,0.80920271,0.11500934
-5.66383192,2.87209685,2.44065631,0.51725437,0.00298786,0.73035788,0.01254033,0.96182037,0.80119085,0.11221608
-5.65782891,2.83409580,2.46781142,0.51097709,0.00294754,0.72583045,0.01131264,0.94408158,0.79126437,0.10936192
-5.65182591,2.79325905,2.48974942,0.50404663,0.00290489,0.72043587,0.01020714,0.92522793,0.77943250,0.10645757
-5.64582291,2.74956401,2.50594367,0.49647641,0.00285970,0.71415074,0.00922097,0.90527127,0.76573085,0.10351234
-5.63981991,2.70302907,2.51594863,0.48829106,0.00281174,0.70696617,0.00834994,0.88423912,0.75022594,0.10053504
-5.63381691,2.65373547,2.51942561,0.47952912,0.00276085,0.69889311,0.00758889,0.86218137,0.73301861,0.09753474
-5.62781391,2.60184514,2.51616532,0.47024489,0.00270698,0.68996663,0.00693204,0.83917566,0.71424603,0.09452151
-5.62181091,2.54761358,2.50610576,0.46050935,0.00265023,0.68024903,0.00637324,0.81533091,0.69408232,0.09150696
-5.61580790,2.49139701,2.48934479,0.45041006,0.00259087,0.66983148,0.00590623,0.79078898,0.67273755,0.08850454
-5.60980490,2.43365340,2.46614659,0.44005004,0.00252938,0.65883417,0.00552487,0.76572428,0.65045530,0.08552970
-5.60380190,2.37493743,2.43694148,0.42954570,0.00246650,0.64740480,0.00522320,0.74034156,0.62750881,0.08259984
-5.59779890,2.31588946,2.40231919,0.41902383,0.00240318,0.63571564,0.00499563,0.71487179,0.60419581,0.07973402
-5.59179590,2.25721922,2.36301553,0.40861790,0.00234064,0.62395915,0.00483691,0.68956653,0.58083241,0.07695251
-5.58579290,2.19968505,2.31989304,0.39846371,0.00228033,0.61234236,0.00474218,0.66469105,0.55774613,0.07427618
-5.57978989,2.14406955,2.27391630,0.38869473,0.00222395,0.60108025,0.00470695,0.64051653,0.53526836,0.07172581
-5.57378689,2.09115294,2.22612282,0.37943730,0.00217335,0.59038849,0.00472704,0.61731167,0.51372659,0.06932129
-5.56778389,2.04168530,2.17759070,0.37080585,0.00213056,0.58047576,0.00479852,0.59533425,0.49343659,0.06708081
-5.56178089,1.99635903,2.12940427,0.36289847,0.00209773,0.57153603,0.00491762,0.57482280,0.47469476,0.06502010
-5.55577789,1.95578267,2.08261920,0.35579301,0.00207703,0.56374116,0.00508066,0.55598886,0.45777092,0.06315172
-5.54977489,1.92045727,2.03822822,0.34954386,0.00207063,0.55723412,0.00528394,0.53901009,0.44290169,0.06148443
-5.54377189,1.89075635,1.99712902,0.34417960,0.00208058,0.55212310,0.00552370,0.52402452,0.43028467,0.06002273
-5.53776888,1.86691014,1.96009529,0.33970166,0.00210881,0.54847680,0.00579601,0.51112602,0.42007337,0.05876653
-5.53176588,1.84899488,1.92775221,0.33608391,0.00215694,0.54632113,0.00609672,0.50036129,0.41237330,0.05771101
-5.52576288,1.83692737,1.90055704,0.33327351,0.00222631,0.54563733,0.00642145,0.49172825,0.40723894,0.05684668
-5.51975988,1.83046505,1.87878553,0.33119255,0.00231784,0.54636173,0.00676552,0.48517601,0.40467194,0.05615955
-5.51375688,1.82921146,1.86252449,0.32974082,0.00243195,0.54838704,0.00712397,0.48060622,0.40462040,0.05563155
-5.50775388,1.83262683,1.85167077,0.32879936,0.00256855,0.55156518,0.00749159,0.47787589,0.40697933,0.05524100
-5.50175088,1.84004320,1.84593639,0.32823463,0.00272694,0.55571150,0.00786293,0.47680134,0.41159235,0.05496328
-5.49574787,1.85068362,1.84485965,0.32790323,0.00290583,0.56061019,0.00823234,0.47716328,0.41825447,0.05477155
-5.48974487,1.86368461,1.84782159,0.32765693,0.00310325,0.56602077,0.00859407,0.47871275,0.42671615,0.05463755
-5.48374187,1.87812104,1.85406730,0.32734777,0.00331662,0.57168531,0.00894237,0.48117783,0.43668846,0.05453241
-5.47773887,1.89303268,1.86273116,0.32683301,0.00354278,0.57733628,0.00927150,0.48427078,0.44784932,0.05442745
-5.47173587,1.90745158,1.87286527,0.32597995,0.00377798,0.58270458,0.00957593,0.48769557,0.45985080,0.05429500
-5.46573287,1.92042948,1.88347003,0.32467016,0.00401802,0.58752777,0.00985041,0.49115547,0.47232733,0.05410912
-5.45972986,1.93106449,1.89352611,0.32280323,0.00425832,0.59155798,0.01009007,0.49436072,0.48490467,0.05384623
-5.45372686,1.93852644,1.90202670,0.32029982,0.00449402,0.59456956,0.01029058,0.49703584,0.49720950,0.05348571
-5.44772386,1.94208025,1.90800930,0.31710403,0.00472015,0.59636610,0.01044822,0.49892675,0.50887942,0.05301032
-5.44172086,1.94110684,1.91058602,0.31318496,0.00493176,0.59678670,0.01056006,0.49980724,0.51957300,0.05240662
-5.43571786,1.93512107,1.90897168,0.30853754,0.00512407,0.59571139,0.01062397,0.49948494,0.52897974,0.05166514
-5.42971486,1.92378641,1.90250884,0.30318260,0.00529260,0.59306552,0.01063879,0.49780638,0.53682950,0.05078056
-5.42371186,1.90692597,1.89068926,0.29716626,0.00543337,0.58882298,0.01060438,0.49466132,0.54290113,0.04975174
-5.41770885,1.88452958,1.87317087,0.29055868,0.00554300,0.58300834,0.01052169,0.48998597,0.54702995,0.04858164
-5.41170585,1.85675692,1.84979014,0.28345218,0.00561882,0.57569758,0.01039282,0.48376517,0.54911379,0.04727718
-5.40570285,1.82393628,1.82056912,0.27595894,0.00565903,0.56701763,0.01022098,0.47603343,0.54911725,0.04584898
-5.39969985,1.78655923,1.78571714,0.26820821,0.00566267,0.55714450,0.01001061,0.46687469,0.54707401,0.04431109
-5.39369685,1.74527102,1.74562702,0.26034321,0.00562974,0.54630015,0.00976723,0.45642093,0.54308703,0.04268058
-5.38769385,1.70085691,1.70086582,0.25251771,0.00556121,0.53474804,0.00949749,0.44484944,0.53732649,0.04097712
-5.38169085,1.65422482,1.65216040,0.24489244,0.00545892,0.52278758,0.00920907,0.43237897,0.53002554,0.03922253
-5.37568784,1.60638448,1.60037829,0.23763144,0.00532561,0.51074742,0.00891057,0.41926477,0.52147396,0.03744024
-5.36968484,1.55842372,1.54650433,0.23089823,0.00516481,0.49897782,0.00861142,0.40579258,0.51200986,0.03565480
-5.36368184,1.51148245,1.49161386,0.22485216,0.00498070,0.48784233,0.00832171,0.39227182,0.50200970,0.03389130
-5.35767884,1.46672499,1.43684331,0.21964476,0.00477804,0.47770893,0.00805205,0.37902820,0.49187711,0.03217487
-5.35167584,1.42531155,1.38335909,0.21541640,0.00456198,0.46894076,0.00781339,0.36639580,0.48203064,0.03053010
-5.34567284,1.38836970,1.33232581,0.21229309,0.00433796,0.46188698,0.00761679,0.35470904,0.47289118,0.02898060
-5.33966983,1.35696657,1.28487472,0.21038373,0.00411150,0.45687363,0.00747322,0.34429471,0.46486930,0.02754845
-5.33366683,1.33208257,1.24207341,0.20977771,0.00388811,0.45419507,0.00739331,0.33546426,0.45835302,0.02625385
-5.32766383,1.31458758,1.20489765,0.21054299,0.00367311,0.45410602,0.00738711,0.32850670,0.45369646,0.02511473
-5.32166083,1.30521996,1.17420611,0.21272469,0.00347151,0.45681450,0.00746385,0.32368223,0.45120980,0.02414647
-5.31565783,1.30456929,1.15071865,0.21634427,0.00328790,0.46247583,0.00763161,0.32121680,0.45115074,0.02336166
-5.30965483,1.31306306,1.13499874,0.22139921,0.00312636,0.47118784,0.00789713,0.32129786,0.45371794,0.02277001
-5.30365183,1.33095777,1.12744043,0.22786332,0.00299036,0.48298749,0.00826551,0.32407121,0.45904639,0.02237825
-5.29764882,1.35833460,1.12825995,0.23568756,0.00288273,0.49784878,0.00873996,0.32963932,0.46720512,0.02219023
-5.29164582,1.39509977,1.13749223,0.24480153,0.00280562,0.51568235,0.00932162,0.33806078,0.47819696,0.02220701
-5.28564282,1.44098944,1.15499228,0.25511527,0.00276046,0.53633642,0.01000929,0.34935121,0.49196059,0.02242702
-5.27963982,1.49557908,1.18044120,0.26652171,0.00274798,0.55959941,0.01079937,0.36348535,0.50837463,0.02284639
-5.27363682,1.55829697,1.21335660,0.27889942,0.00276823,0.58520396,0.01168568,0.38040030,0.52726356,0.02345922
-5.26763382,1.62844140,1.25310724,0.29211567,0.00282061,0.61283249,0.01265950,0.39999966,0.54840533,0.02425795
-5.26163082,1.70520113,1.29893121,0.30602987,0.00290389,0.64212407,0.01370953,0.42215858,0.57154027,0.02523375
-5.25562781,1.78767844,1.34995731,0.32049705,0.00301632,0.67268262,0.01482210,0.44672920,0.59638102,0.02637688
-5.24962481,1.87491415,1.40522907,0.33537148,0.00315562,0.70408618,0.01598129,0.47354652,0.62262305,0.02767710
-5.24362181,1.96591369,1.46373054,0.35051030,0.00331911,0.73589711,0.01716925,0.50243414,0.64995536,0.02912399
-5.23761881,2.05967361,1.52441336,0.36577702,0.00350376,0.76767295,0.01836659,0.53320980,0.67807099,0.03070724
-5.23161581,2.15520736,1.58622412,0.38104471,0.00370627,0.79897776,0.01955283,0.56569030,0.70667690,0.03241689
-5.22561281,2.25156959,1.64813133,0.39619903,0.00392313,0.82939337,0.02070686,0.59969560,0.73550272,0.03424348
-5.21960980,2.34787796,1.70915097,0.41114060,0.00415073,0.85853043,0.02180757,0.63505177,0.76430824,0.03617810
-5.21360680,2.44333166,1.76836990,0.42578700,0.00438538,0.88603872,0.02283441,0.67159278,0.79288901,0.03821237
-5.20760380,2.53722572,1.82496622,0.44007399,0.00462343,0.91161633,0.02376800,0.70916082,0.82108008,0.04033826
-5.20160080,2.62896065,1.87822582,0.45395605,0.00486130,0.93501724,0.02459070,0.74760520,0.84875755,0.04254795
-5.19559780,2.71804680,1.92755459,0.46740613,0.00509553,0.95605711,0.02528717,0.78677998,0.87583794,0.04483345
-5.18959480,2.80410329,1.97248570,0.48041454,0.00532282,0.97461673,0.02584481,0.82654025,0.90227537,0.04718627
-5.18359180,2.88685151,2.01268182,0.49298707,0.00554009,0.99064309,0.02625416,0.86673752,0.92805680,0.04959706
-5.17758879,2.96610366,2.04793210,0.50514231,0.00574449,1.00414778,0.02650920,0.90721444,0.95319547,0.05205514
-5.17158579,3.04174673,2.07814427,0.51690827,0.00593341,1.01520282,0.02660742,0.94779925,0.97772303,0.05454814
-5.16558279,3.11372303,2.10333222,0.52831852,0.00610451,1.02393403,0.02654993,0.98830044,1.00168064,0.05706168
-5.15957979,3.18200828,2.12359985,0.53940788,0.00625570,1.03051213,0.02634129,1.02850206,1.02510973,0.05957911
-5.15357679,3.24658860,2.13912203,0.55020798,0.00638517,1.03514204,0.02598930,1.06816010,1.04804280,0.06208135
-5.14757379,3.30743784,2.15012375,0.56074284,0.00649137,1.03805080,0.02550464,1.10700047,1.07049488,0.06454692
-5.14157079,3.36449667,2.15685866,0.57102483,0.00657301,1.03947488,0.02490044,1.14471874,1.09245604,0.06695204
-5.13556778,3.41765480,2.15958816,0.58105105,0.00662907,1.03964721,0.02419174,1.18098205,1.11388555,0.06927098
-5.12956478,3.46673746,2.15856222,0.59080057,0.00665879,1.03878500,0.02339493,1.21543321,1.13470787,0.07147646
-5.12356178,3.51149735,2.15400290,0.60023257,0.00666167,1.03707861,0.02252721,1.24769695,1.15481084,0.07354030
-5.11755878,3.55161233,2.14609157,0.60928565,0.00663747,1.03468232,0.02160592,1.27738832,1.17404609,0.07543412
-5.11155578,3.58668957,2.13496031,0.61787824,0.00658623,1.03170738,0.02064806,1.30412271,1.19223169,0.07713015
-5.10555278,3.61627577,2.12068790,0.62591037,0.00650829,1.02821762,0.01966980,1.32752732,1.20915698,0.07860214
-5.09954977,3.63987315,2.10330058,0.63326652,0.00640425,1.02422800,0.01868599,1.34725343,1.22458916,0.07982618
-5.09354677,3.65696037,2.08277716,0.63981965,0.00627504,1.01970586,0.01770990,1.36298896,1.23828150,0.08078165
-5.08754377,3.66701732,2.05905819,0.64543611,0.00612189,1.01457502,0.01675295,1.37447081,1.24998258,0.08145196
-5.08154077,3.66955235,2.03205840,0.64998132,0.00594631,1.00872216,0.01582455,1.38149618,1.25944618,0.08182525
-5.07553777,3.66413057,2.00168148,0.65332580,0.00575014,1.00200532,0.01493208,1.38393265,1.26644138,0.08189496
-5.06953477,3.65040168,1.96783631,0.65535146,0.00553550,0.99426367,0.01408093,1.38172621,1.27076233,0.08166016
-5.06353177,3.62812569,1.93045346,0.65595766,0.00530476,0.98532830,0.01327458,1.37490714,1.27223719,0.08112579
-5.05752876,3.59719542,1.88950100,0.65506690,0.00506056,0.97503304,0.01251482,1.36359331,1.27073608,0.08030263
-5.05152576,3.55765431,1.84499871,0.65262971,0.00480571,0.96322503,0.01180196,1.34799085,1.26617748,0.07920712
-5.04552276,3.50970886,1.79702965,0.64862860,0.00454318,0.94977424,0.01113506,1.32839207,1.25853298,0.07786097
-5.03951976,3.45373490,1.74574874,0.64308088,0.00427604,0.93458152,0.01051223,1.30517086,1.24783022,0.07629064
-5.03351676,3.39027749,1.69138772,0.63604010,0.00400743,0.91758496,0.00993089,1.27877555,1.23415386,0.07452665
-5.02751376,3.32004442,1.63425624,0.62759618,0.00374046,0.89876410,0.00938800,1.24971976,1.21764469,0.07260281
-5.02151076,3.24389362,1.57473926,0.61787412,0.00347816,0.87814211,0.00888033,1.21857128,1.19849688,0.07055536
-5.01550775,3.16281496,1.51329079,0.60703135,0.00322345,0.85578577,0.00840461,1.18593962,1.17695359,0.06842210
-5.00950475,3.07790743,1.45042446,0.59525392,0.00297907,0.83180368,0.00795773,1.15246238,1.15330096,0.06624143
-5.00350175,2.99035245,1.38670137,0.58275152,0.00274750,0.80634268,0.00753685,1.11879100,1.12786090,0.06405154
-4.99749875,2.90138447,1.32271598,0.56975173,0.00253098,0.77958301,0.00713948,1.08557619,1.10098277,0.06188950
-4.99149575,2.81225997,1.25908060,0.55649358,0.00233141,0.75173247,0.00676355,1.05345338,1.07303436,0.05979055
-4.98549275,2.72422595,1.19640931,0.54322071,0.00215037,0.72302015,0.00640742,1.02302863,1.04439232,0.05778738
-4.97948974,2.63848903,1.13530199,0.53017446,0.00198908,0.69368988,0.00606986,0.99486513,1.01543240,0.05590952
-4.97348674,2.55618609,1.07632908,0.51758701,0.00184840,0.66399390,0.00575009,0.96947078,0.98651980,0.05418289
-4.96748374,2.47835738,1.02001767,0.50567491,0.00172881,0.63418705,0.00544764,0.94728698,0.95799990,0.05262934
-4.96148074,2.40592282,0.96683946,0.49463316,0.00163045,0.60452153,0.00516242,0.92867887,0.93018963,0.05126642
-4.95547774,2.33966220,0.91720075,0.48463009,0.00155311,0.57524254,0.00489456,0.91392734,0.90336976,0.05010714
-4.94947474,2.28019959,0.87143495,0.47580311,0.00149626,0.54658470,0.00464446,0.90322299,0.87777835,0.04915991
-4.94347174,2.22799246,0.82979756,0.46825549,0.00145908,0.51876934,0.00441266,0.89666215,0.85360558,0.04842850
-4.93746873,2.18332561,0.79246366,0.46205430,0.00144053,0.49200250,0.00419987,0.89424525,0.83099010,0.04791219
-4.93146573,2.14630995,0.75952785,0.45722946,0.00143933,0.46647343,0.00400687,0.89587764,0.81001712,0.04760589
-4.92546273,2.11688620,0.73100645,0.45377398,0.00145410,0.44235369,0.00383455,0.90137283,0.79071819,0.04750044
-4.91945973,2.09483313,0.70684167,0.45164528,0.00148333,0.41979632,0.00368388,0.91045844,0.77307288,0.04758294
-4.91345673,2.07978015,0.68690759,0.45076767,0.00152551,0.39893522,0.00355588,0.92278450,0.75701214,0.04783719
-4.90745373,2.07122380,0.67101737,0.45103568,0.00157918,0.37988445,0.00345167,0.93793425,0.74242336,0.04824415
-4.90145073,2.06854767,0.65893163,0.45231825,0.00164301,0.36273735,0.00337246,0.95543707,0.72915698,0.04878250
-4.89544772,2.07104493,0.65036744,0.45446368,0.00171587,0.34756555,0.00331955,0.97478325,0.71703425,0.04942926
-4.88944472,2.07794304,0.64500768,0.45730493,0.00179693,0.33441764,0.00329444,0.99544024,0.70585611,0.05016041
-4.88344172,2.08842967,0.64251044,0.46066536,0.00188573,0.32331785,0.00329877,1.01686988,0.69541263,0.05095154
-4.87743872,2.10167907,0.64251821,0.46436447,0.00198228,0.31426449,0.00333446,1.03854603,0.68549274,0.05177856
-4.87143572,2.11687805,0.64466654,0.46822365,0.00208711,0.30722858,0.00340368,1.05997200,0.67589388,0.05261832
-4.86543272,2.13325084,0.64859214,0.47207155,0.00220137,0.30215265,0.00350892,1.08069719,0.66643113,0.05344921
-4.85942971,2.15008183,0.65394011,0.47574907,0.00232687,0.29894989,0.00365307,1.10033224,0.65694542,0.05425180
-4.85342671,2.16673578,0.66037035,0.47911370,0.00246613,0.29750388,0.00383941,1.11856221,0.64731064,0.05500926
-4.84742371,2.18267456,0.66756300,0.48204311,0.00262237,0.29766903,0.00407170,1.13515710,0.63743916,0.05570783
-4.84142071,2.19747024,0.67522305,0.48443794,0.00279957,0.29927184,0.00435417,1.14997943,0.62728565,0.05633707
-4.83541771,2.21081399,0.68308397,0.48622373,0.00300237,0.30211311,0.00469151,1.16298848,0.61684909,0.05689012
-4.82941471,2.22252062,0.69091053,0.48735184,0.00323605,0.30597105,0.00508890,1.17424095,0.60617282,0.05736370
-4.82341171,2.23252875,0.69850094,0.48779958,0.00350642,0.31060547,0.00555193,1.18388802,0.59534275,0.05775812
-4.81740870,2.24089669,0.70568811,0.48756948,0.00381966,0.31576279,0.00608657,1.19216887,0.58448368,0.05807710
-4.81140570,2.24779426,0.71234049,0.48668767,0.00418218,0.32118183,0.00669897,1.19940083,0.57375413,0.05832746
-4.80540270,2.25349078,0.71836213,0.48520177,0.00460039,0.32660026,0.00739539,1.20596654,0.56333967,0.05851879
-4.79939970,2.25833986,0.72369227,0.48317795,0.00508048,0.33176140,0.00818195,1.21229841,0.55344527,0.05866295
-4.79339670,2.26276127,0.72830439,0.48069776,0.00562812,0.33642115,0.00906441,1.21886111,0.54428675,0.05877350
-4.78739370,2.26722064,0.73220455,0.47785439,0.00624817,0.34035478,0.01004786,1.22613247,0.53608191,0.05886515
-4.78139070,2.27220741,0.73542931,0.47474882,0.00694439,0.34336328,0.01113637,1.23458352,0.52904150,0.05895305
-4.77538769,2.27821187,0.73804279,0.47148575,0.00771915,0.34527899,0.01233272,1.24465837,0.52336039,0.05905220
-4.76938469,2.28570175,0.74013328,0.46816951,0.00857309,0.34597024,0.01363792,1.25675446,0.51920941,0.05917672
-4.76338169,2.29509918,0.74180895,0.46490004,0.00950490,0.34534478,0.01505091,1.27120407,0.51672791,0.05933924
-4.75737869,2.30675863,0.74319306,0.46176900,0.01051105,0.34335191,0.01656819,1.28825744,0.51601746,0.05955031
-4.75137569,2.32094660,0.74441850,0.45885609,0.01158567,0.33998304,0.01818348,1.30806845,0.51713683,0.05981785
-4.74537269,2.33782370,0.74562182,0.45622577,0.01272041,0.33527087,0.01988745,1.33068305,0.52009840,0.06014669
-4.73936968,2.35742990,0.74693700,0.45392435,0.01390443,0.32928700,0.02166759,1.35603116,0.52486614,0.06053821
-4.73336668,2.37967348,0.74848904,0.45197760,0.01512449,0.32213832,0.02350809,1.38392237,0.53135526,0.06099011
-4.72736368,2.40432438,0.75038778,0.45038901,0.01636510,0.31396212,0.02538986,1.41404561,0.53943335,0.06149630
-4.72136068,2.43101236,0.75272206,0.44913865,0.01760880,0.30492037,0.02729077,1.44597310,0.54892331,0.06204690
-4.71535768,2.45923042,0.75555469,0.44818295,0.01883652,0.29519333,0.02918589,1.47916849,0.55960756,0.06262841
-4.70935468,2.48834351,0.75891839,0.44745511,0.02002803,0.28497274,0.03104799,1.51299909,0.57123381,0.06322406
-4.70335168,2.51760267,0.76281299,0.44686655,0.02116248,0.27445508,0.03284808,1.54675191,0.58352183,0.06381420
-4.69734867,2.54616424,0.76720416,0.44630912,0.02221898,0.26383497,0.03455618,1.57965310,0.59617130,0.06437693
-4.69134567,2.57311367,0.77202368,0.44565820,0.02317722,0.25329910,0.03614204,1.61089009,0.60887019,0.06488876
-4.68534267,2.59749321,0.77717136,0.44477651,0.02401811,0.24302098,0.03757610,1.63963584,0.62130365,0.06532540
-4.67933967,2.61833247,0.78251859,0.44351863,0.02472442,0.23315644,0.03883033,1.66507425,0.63316286,0.06566259
-4.67333667,2.63468072,0.78791331,0.44173603,0.02528130,0.22384029,0.03987917,1.68642582,0.64415363,0.06587693
-4.66733367,2.64563959,0.79318619,0.43928237,0.02567686,0.21518394,0.04070036,1.70297267,0.65400446,0.06594680
-4.66133067,2.65039489,0.79815770,0.43601900,0.02590252,0.20727413,0.04127575,1.71408185,0.66247366,0.06585308
-4.65532766,2.64824600,0.80264574,0.43182031,0.02595339,0.20017264,0.04159189,1.71922606,0.66935534,0.06557992
-4.64932466,2.63863170,0.80647343,0.42657872,0.02582840,0.19391693,0.04164060,1.71800101,0.67448411,0.06511533
-4.64332166,2.62115115,0.80947661,0.42020917,0.02553035,0.18852150,0.04141920,1.71013866,0.67773815,0.06445165
