energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,Te_p_up,Te_d_up
-5.64582291,6.62623849,0.04662021,0.24576666,1.74553357,0.76508291,1.30925453,3.72189634,0.00000000
-5.63981991,6.58617838,0.04992273,0.23920561,1.74314156,0.74849033,1.29651047,3.71156672,0.00000000
-5.63381691,6.54371860,0.05369928,0.23334935,1.74241672,0.73180558,1.28011914,3.69857898,0.00000000
-5.62781391,6.49953539,0.05799139,0.22824010,1.74332785,0.71530299,1.26012140,3.68318587,0.00000000
-5.62181091,6.45411516,0.06284003,0.22388794,1.74572808,0.69923090,1.23658720,3.66557315,0.00000000
-5.61580790,6.40777801,0.06828479,0.22027228,1.74936696,0.68380980,1.20961885,3.64587523,0.00000000
-5.60980490,6.36070897,0.07436287,0.21734442,1.75390695,0.66923141,1.17935385,3.62419365,0.00000000
-5.60380190,6.31299370,0.08110793,0.21503102,1.75894355,0.65565843,1.14596708,3.60061679,0.00000000
-5.59779890,6.26465569,0.08854874,0.21323838,1.76402769,0.64322491,1.10967205,3.57523901,0.00000000
-5.59179590,6.21569168,0.09670766,0.21185720,1.76868924,0.63203687,1.07072105,3.54817744,0.00000000
-5.58579290,6.16610255,0.10559901,0.21076761,1.77246031,0.62217297,1.02940400,3.51958494,0.00000000
-5.57978989,6.11591726,0.11522739,0.20984436,1.77489720,0.61368522,0.98604587,3.48965817,0.00000000
-5.57378689,6.06520826,0.12558594,0.20896179,1.77559984,0.60659949,0.94100278,3.45863979,0.00000000
-5.56778389,6.01409745,0.13665472,0.20799848,1.77422788,0.60091574,0.89465675,3.42681475,0.00000000
-5.56178089,5.96275252,0.14839927,0.20684138,1.77051270,0.59660827,0.84740934,3.39450076,0.00000000
-5.55577789,5.91137461,0.16076939,0.20538940,1.76426508,0.59362569,0.79967432,3.36203368,0.00000000
-5.54977489,5.86017863,0.17369836,0.20355619,1.75537826,0.59189105,0.75186979,3.32974893,0.00000000
-5.54377189,5.80936836,0.18710254,0.20127226,1.74382669,0.59130213,0.70440991,3.29796050,0.00000000
-5.53776888,5.75910903,0.20088156,0.19848622,1.72966073,0.59173210,0.65769675,3.26693917,0.00000000
-5.53176588,5.70949987,0.21491912,0.19516545,1.71299809,0.59303076,0.61211255,3.23689173,0.00000000
-5.52576288,5.66054968,0.22908438,0.19129591,1.69401258,0.59502645,0.56801264,3.20794311,0.00000000
-5.51975988,5.61215771,0.24323403,0.18688149,1.67292120,0.59752877,0.52571951,3.18012280,0.00000000
-5.51375688,5.56410211,0.25721490,0.18194278,1.64997033,0.60033217,0.48551800,3.15335698,0.00000000
-5.50775388,5.51603735,0.27086722,0.17651546,1.62542206,0.60322036,0.44765198,3.12746719,0.00000000
-5.50175088,5.46750140,0.28402820,0.17064838,1.59954122,0.60597153,0.41232245,3.10217583,0.00000000
-5.49574787,5.41793266,0.29653603,0.16440146,1.57258405,0.60836414,0.37968717,3.07711852,0.00000000
-5.48974487,5.36669575,0.30823403,0.15784343,1.54478874,0.61018317,0.34986158,3.05186254,0.00000000
-5.48374187,5.31311470,0.31897475,0.15104963,1.51636838,0.61122650,0.32292098,3.02593031,0.00000000
-5.47773887,5.25651128,0.32862404,0.14409977,1.48750634,0.61131111,0.29890363,2.99882642,0.00000000
-5.47173587,5.19624584,0.33706467,0.13707577,1.45835407,0.61027897,0.27781453,2.97006642,0.00000000
-5.46573287,5.13175792,0.34419949,0.13005981,1.42903107,0.60800201,0.25962964,2.93920547,0.00000000
-5.45972986,5.06260356,0.34995403,0.12313239,1.39962686,0.60438620,0.24430008,2.90586489,0.00000000
-5.45372686,4.98848662,0.35427829,0.11637065,1.37020429,0.59937434,0.23175612,2.86975489,0.00000000
-5.44772386,4.90928187,0.35714771,0.10984685,1.34080386,0.59294738,0.22191074,2.83069186,0.00000000
-5.44172086,4.82504798,0.35856331,0.10362690,1.31144857,0.58512429,0.21466244,2.78860912,0.00000000
-5.43571786,4.73602928,0.35855097,0.09776920,1.28214878,0.57596034,0.20989720,2.74356030,0.00000000
-5.42971486,4.64264609,0.35715979,0.09232354,1.25290659,0.56554395,0.20748966,2.69571530,0.00000000
-5.42371186,4.54547396,0.35445984,0.08733022,1.22371964,0.55399214,0.20730330,2.64534890,0.00000000
-5.41770885,4.44521312,0.35053916,0.08281936,1.19458392,0.54144499,0.20918998,2.59282295,0.00000000
-5.41170585,4.34264995,0.34550023,0.07881037,1.16549543,0.52805914,0.21298885,2.53856321,0.00000000
-5.40570285,4.23861296,0.33945624,0.07531165,1.13645095,0.51400088,0.21852486,2.48303247,0.00000000
-5.39969985,4.13392592,0.33252698,0.07232049,1.10744773,0.49943904,0.22560728,2.42670157,0.00000000
-5.39369685,4.02936136,0.32483492,0.06982328,1.07848245,0.48453807,0.23402836,2.37002036,0.00000000
-5.38769385,3.92559702,0.31650134,0.06779590,1.04954960,0.46945168,0.24356253,2.31339032,0.00000000
-5.38169085,3.82317825,0.30764285,0.06620438,1.02063973,0.45431729,0.25396635,2.25714061,0.00000000
-5.37568784,3.72248861,0.29836835,0.06500589,0.99173762,0.43925158,0.26497946,2.20150904,0.00000000
-5.36968484,3.62373034,0.28877667,0.06414990,0.96282090,0.42434729,0.27632666,2.14662910,0.00000000
-5.36368184,3.52691605,0.27895470,0.06357962,0.93385924,0.40967144,0.28772121,2.09252375,0.00000000
-5.35767884,3.43187187,0.26897644,0.06323358,0.90481435,0.39526501,0.29886933,2.03910630,0.00000000
-5.35167584,3.33825192,0.25890256,0.06304743,0.87564086,0.38114389,0.30947579,1.98618829,0.00000000
-5.34567284,3.24556306,0.24878084,0.06295579,0.84628817,0.36730125,0.31925041,1.93349359,0.00000000
-5.33966983,3.15319835,0.23864704,0.06289413,0.81670323,0.35371084,0.32791522,1.88067801,0.00000000
-5.33366683,3.06047708,0.22852642,0.06280067,0.78683401,0.34033128,0.33521190,1.82735298,0.00000000
-5.32766383,2.96668899,0.21843563,0.06261812,0.75663362,0.32711086,0.34090920,1.77311183,0.00000000
-5.32166083,2.87114002,0.20838480,0.06229529,0.72606468,0.31399260,0.34480989,1.71755714,0.00000000
-5.31565783,2.77319694,0.19837987,0.06178847,0.69510371,0.30091935,0.34675695,1.66032743,0.00000000
-5.30965483,2.67232822,0.18842477,0.06106252,0.66374524,0.28783857,0.34663857,1.60112169,0.00000000
-5.30365183,2.56813914,0.17852359,0.06009167,0.63200533,0.27470660,0.34439176,1.53972046,0.00000000
-5.29764882,2.46039918,0.16868233,0.05885999,0.59992423,0.26149213,0.34000430,1.47600222,0.00000000
-5.29164582,2.34906036,0.15891041,0.05736144,0.56756807,0.24817882,0.33351495,1.40995445,0.00000000
-5.28564282,2.23426612,0.14922172,0.05559968,0.53502926,0.23476693,0.32501184,1.34167884,0.00000000
-5.27963982,2.11635026,0.13963518,0.05358750,0.50242577,0.22127388,0.31462928,1.27139063,0.00000000
-5.27363682,1.99582671,0.13017489,0.05134602,0.46989918,0.20773390,0.30254286,1.19941231,0.00000000
-5.26763382,1.87337100,0.12086981,0.04890363,0.43761164,0.19419677,0.28896340,1.12616237,0.00000000
-5.26163082,1.74979484,0.11175303,0.04629478,0.40574194,0.18072574,0.27412984,1.05213982,0.00000000
-5.25562781,1.62601559,0.10286082,0.04355869,0.37448095,0.16739500,0.25830150,0.97790564,0.00000000
-5.24962481,1.50302250,0.09423133,0.04073803,0.34402664,0.15428661,0.24175009,0.90406228,0.00000000
-5.24362181,1.38184176,0.08590324,0.03787761,0.31457905,0.14148732,0.22475175,0.83123233,0.00000000
-5.23761881,1.26350221,0.07791432,0.03502320,0.28633546,0.12908539,0.20757963,0.76003764,0.00000000
-5.23161581,1.14900344,0.07030010,0.03222053,0.25948598,0.11716759,0.19049708,0.69107981,0.00000000
-5.22561281,1.03928780,0.06309259,0.02951439,0.23420993,0.10581650,0.17375187,0.62492298,0.00000000
-5.21960980,0.93521738,0.05631924,0.02694806,0.21067294,0.09510831,0.15757153,0.56207960,0.00000000
-5.21360680,0.83755669,0.05000215,0.02456291,0.18902514,0.08511115,0.14215991,0.50299954,0.00000000
-5.20760380,0.74696130,0.04415753,0.02239825,0.16940019,0.07588398,0.12769499,0.44806285,0.00000000
-5.20160080,0.66397257,0.03879541,0.02049140,0.15191534,0.06747605,0.11432787,0.39757601,0.00000000
-5.19559780,0.58901779,0.03391970,0.01887796,0.13667218,0.05992695,0.10218284,0.35177150,0.00000000
-5.18959480,0.52241524,0.02952840,0.01759223,0.12375809,0.05326704,0.09135836,0.31081034,0.00000000
-5.18359180,0.46438309,0.02561407,0.01666774,0.11324810,0.04751838,0.08192877,0.27478682,0.00000000
-5.17758879,0.41505113,0.02216449,0.01613781,0.10520687,0.04269585,0.07394644,0.24373514,0.00000000
-5.17158579,0.37447407,0.01916334,0.01603614,0.09969056,0.03880842,0.06744419,0.21763689,0.00000000
-5.16558279,0.34264540,0.01659106,0.01639733,0.09674843,0.03586053,0.06243779,0.19642912,0.00000000
-5.15957979,0.31951052,0.01442562,0.01725723,0.09642374,0.03385328,0.05892823,0.18001203,0.00000000
-5.15357679,0.30497835,0.01264331,0.01865319,0.09875401,0.03278557,0.05690368,0.16825595,0.00000000
-5.14757379,0.29893046,0.01121948,0.02062403,0.10377023,0.03265483,0.05634104,0.16100720,0.00000000
-5.14157079,0.30122738,0.01012910,0.02320975,0.11149523,0.03345756,0.05720687,0.15809248,0.00000000
-5.13556778,0.31171144,0.00934729,0.02645098,0.12194098,0.03518936,0.05945791,0.15932158,0.00000000
-5.12956478,0.33020636,0.00884969,0.03038809,0.13510498,0.03784469,0.06304087,0.16448858,0.00000000
-5.12356178,0.35651346,0.00861266,0.03506002,0.15096588,0.04141616,0.06789196,0.17337154,0.00000000
-5.11755878,0.39040497,0.00861344,0.04050273,0.16947859,0.04589349,0.07393596,0.18573089,0.00000000
-5.11155578,0.43161497,0.00883011,0.04674752,0.19056900,0.05126223,0.08108510,0.20130701,0.00000000
-5.10555278,0.47982869,0.00924154,0.05381896,0.21412879,0.05750213,0.08923792,0.21981719,0.00000000
-5.09954977,0.53467085,0.00982721,0.06173280,0.24001058,0.06458553,0.09827829,0.24095265,0.00000000
-5.09354677,0.59569419,0.01056705,0.07049371,0.26802378,0.07247558,0.10807475,0.26437591,0.00000000
-5.08754377,0.66236887,0.01144120,0.08009304,0.29793157,0.08112459,0.11848029,0.28971905,0.00000000
-5.08154077,0.73407383,0.01242982,0.09050667,0.32944918,0.09047260,0.12933284,0.31658321,0.00000000
-5.07553777,0.81009086,0.01351293,0.10169314,0.36224395,0.10044618,0.14045645,0.34453970,0.00000000
-5.06953477,0.88960216,0.01467029,0.11359203,0.39593718,0.11095763,0.15166328,0.37313290,0.00000000
-5.06353177,0.97169199,0.01588132,0.12612282,0.43010799,0.12190474,0.16275640,0.40188512,0.00000000
-5.05752876,1.05535280,0.01712520,0.13918431,0.46429924,0.13317101,0.17353341,0.43030335,0.00000000
-5.05152576,1.13949596,0.01838094,0.15265464,0.49802536,0.14462655,0.18379065,0.45788792,0.00000000
-5.04552276,1.22296730,0.01962756,0.16639208,0.53078195,0.15612956,0.19332801,0.48414260,0.00000000
-5.03951976,1.30456691,0.02084445,0.18023653,0.56205693,0.16752852,0.20195408,0.50858599,0.00000000
-5.03351676,1.38307295,0.02201167,0.19401185,0.59134274,0.17866492,0.20949141,0.53076368,0.00000000
-5.02751376,1.45726874,0.02311042,0.20752894,0.61814926,0.18937657,0.21578164,0.55026068,0.00000000
-5.02151076,1.52597217,0.02412353,0.22058955,0.64201699,0.19950136,0.22069034,0.56671358,0.00000000
-5.01550775,1.58806662,0.02503593,0.23299070,0.66252980,0.20888146,0.22411114,0.57982196,0.00000000
-5.00950475,1.64253208,0.02583526,0.24452964,0.67932696,0.21736761,0.22596918,0.58935846,0.00000000
-5.00350175,1.68847549,0.02651232,0.25500911,0.69211378,0.22482361,0.22622340,0.59517714,0.00000000
-4.99749875,1.72515910,0.02706169,0.26424283,0.70067051,0.23113069,0.22486790,0.59721974,0.00000000
-4.99149575,1.75202564,0.02748210,0.27206090,0.70485911,0.23619163,0.22193194,0.59551947,0.00000000
-4.98549275,1.76871951,0.02777691,0.27831494,0.70462759,0.23993450,0.21747884,0.59020242,0.00000000
-4.97948974,1.77510296,0.02795447,0.28288278,0.70001185,0.24231584,0.21160365,0.58148624,0.00000000
-4.97348674,1.77126660,0.02802831,0.28567244,0.69113476,0.24332316,0.20442984,0.56967643,0.00000000
-4.96748374,1.75753387,0.02801736,0.28662530,0.67820281,0.24297665,0.19610501,0.55516025,0.00000000
-4.96148074,1.73445902,0.02794598,0.28571819,0.66150018,0.24132996,0.18679600,0.53839856,0.00000000
-4.95547774,1.70281868,0.02784383,0.28296442,0.64138076,0.23847007,0.17668348,0.51991593,0.00000000
-4.94947474,1.66359721,0.02774572,0.27841362,0.61825827,0.23451615,0.16595630,0.50028925,0.00000000
-4.94347174,1.61796597,0.02769120,0.27215039,0.59259495,0.22961747,0.15480590,0.48013538,0.00000000
-4.93746873,1.56725737,0.02772405,0.26429182,0.56488917,0.22395036,0.14342093,0.46009795,0.00000000
-4.93146573,1.51293407,0.02789160,0.25498398,0.53566257,0.21771428,0.13198235,0.44083386,0.00000000
-4.92546273,1.45655433,0.02824391,0.24439751,0.50544688,0.21112710,0.12065910,0.42299954,0.00000000
-4.91945973,1.39973431,0.02883271,0.23272256,0.47477118,0.20441976,0.10960452,0.40723731,0.00000000
-4.91345673,1.34410826,0.02971027,0.22016317,0.44414964,0.19783031,0.09895364,0.39416193,0.00000000
-4.90745373,1.29128764,0.03092803,0.20693141,0.41407032,0.19159768,0.08882124,0.38434749,0.00000000
-4.90145073,1.24282001,0.03253511,0.19324158,0.38498512,0.18595510,0.07930081,0.37831479,0.00000000
-4.89544772,1.20014885,0.03457675,0.17930446,0.35730114,0.18112357,0.07046430,0.37651915,0.00000000
-4.88944472,1.16457513,0.03709256,0.16532211,0.33137360,0.17730542,0.06236253,0.37933894,0.00000000
-4.88344172,1.13722164,0.04011481,0.15148319,0.30750039,0.17467815,0.05502632,0.38706477,0.00000000
-4.87743872,1.11900098,0.04366666,0.13795903,0.28591819,0.17338884,0.04846804,0.39988971,0.00000000
-4.87143572,1.11058810,0.04776053,0.12490050,0.26680033,0.17354910,0.04268354,0.41790056,0.00000000
-4.86543272,1.11239817,0.05239656,0.11243585,0.25025613,0.17523096,0.03765439,0.44107073,0.00000000
-4.85942971,1.12457066,0.05756130,0.10066938,0.23633175,0.17846365,0.03335020,0.46925484,0.00000000
-4.85342671,1.14696022,0.06322671,0.08968101,0.22501248,0.18323158,0.02973104,0.50218558,0.00000000
-4.84742371,1.17913503,0.06934955,0.07952666,0.21622624,0.18947351,0.02674979,0.53947327,0.00000000
-4.84142071,1.22038295,0.07587123,0.07023939,0.20984837,0.19708307,0.02435442,0.58060838,0.00000000
-4.83541771,1.26972597,0.08271820,0.06183110,0.20570730,0.20591070,0.02249006,0.62496760,0.00000000
-4.82941471,1.32594273,0.08980285,0.05429476,0.20359129,0.21576694,0.02110101,0.67182342,0.00000000
-4.82341171,1.38759911,0.09702505,0.04760694,0.20325582,0.22642718,0.02013245,0.72035770,0.00000000
-4.81740870,1.45308626,0.10427434,0.04173061,0.20443168,0.23763765,0.01953201,0.76967889,0.00000000
-4.81140570,1.52066533,0.11143251,0.03661802,0.20683346,0.24912255,0.01925117,0.81884287,0.00000000
-4.80540270,1.58851772,0.11837687,0.03221352,0.21016834,0.26059225,0.01924646,0.86687697,0.00000000
-4.79939970,1.65479938,0.12498378,0.02845635,0.21414493,0.27175208,0.01948046,0.91280638,0.00000000
-4.79339670,1.71769749,0.13113248,0.02528315,0.21848203,0.28231168,0.01992269,0.95568234,0.00000000
-4.78739370,1.77548751,0.13670913,0.02263025,0.22291693,0.29199431,0.02055033,0.99461088,0.00000000
-4.78139070,1.82658852,0.14161070,0.02043567,0.22721316,0.30054607,0.02134876,1.02878122,0.00000000
-4.77538769,1.86961474,0.14574871,0.01864082,0.23116743,0.30774434,0.02231187,1.05749240,0.00000000
-4.76938469,1.90342108,0.14905255,0.01719181,0.23461546,0.31340535,0.02344231,1.08017709,0.00000000
-4.76338169,1.92714079,0.15147233,0.01604048,0.23743660,0.31739043,0.02475136,1.09642149,0.00000000
-4.75737869,1.94021357,0.15298086,0.01514511,0.23955697,0.31961067,0.02625868,1.10598015,0.00000000
-4.75137569,1.94240289,0.15357504,0.01447089,0.24095110,0.32002981,0.02799174,1.10878504,0.00000000
-4.74537269,1.93380160,0.15327614,0.01399005,0.24164196,0.31866513,0.02998493,1.10494840,0.00000000
-4.73936968,1.91482560,0.15212928,0.01368189,0.24169929,0.31558644,0.03227843,1.09475884,0.00000000
-4.73336668,1.88619576,0.15020193,0.01353256,0.24123650,0.31091299,0.03491675,1.07867109,0.00000000
-4.72736368,1.84890891,0.14758148,0.01353480,0.24040606,0.30480868,0.03794685,1.05728954,0.00000000
-4.72136068,1.80419924,0.14437213,0.01368750,0.23939372,0.29747553,0.04141618,1.03134635,0.00000000
-4.71535768,1.75349173,0.14069099,0.01399535,0.23841175,0.28914589,0.04537028,1.00167503,0.00000000
-4.70935468,1.69834999,0.13666378,0.01446838,0.23769163,0.28007360,0.04985032,0.96918076,0.00000000
-4.70335168,1.64042064,0.13242017,0.01512169,0.23747639,0.27052463,0.05489045,0.93480861,0.00000000
-4.69734867,1.58137694,0.12808902,0.01597513,0.23801310,0.26076750,0.06051520,0.89951126,0.00000000
-4.69134567,1.52286414,0.12379370,0.01705325,0.23954592,0.25106395,0.06673693,0.86421746,0.00000000
-4.68534267,1.46644892,0.11964778,0.01838523,0.24230988,0.24166021,0.07355353,0.82980274,0.00000000
-4.67933967,1.41357512,0.11575109,0.02000515,0.24652598,0.23277941,0.08094642,0.79706358,0.00000000
-4.67333667,1.36552755,0.11218649,0.02195226,0.25239762,0.22461510,0.08887908,0.76669592,0.00000000
-4.66733367,1.32340514,0.10901737,0.02427152,0.26010873,0.21732651,0.09729611,0.73927906,0.00000000
-4.66133067,1.28810446,0.10628601,0.02701419,0.26982353,0.21103538,0.10612305,0.71526529,0.00000000
-4.65532766,1.26031369,0.10401285,0.03023853,0.28168799,0.20582460,0.11526688,0.69497558,0.00000000
-4.64932466,1.24051688,0.10219665,0.03401052,0.29583273,0.20173867,0.12461739,0.67860113,0.00000000
-4.64332166,1.22900779,0.10081553,0.03840446,0.31237724,0.19878570,0.13404941,0.66621067,0.00000000
-4.63731866,1.22591181,0.09982883,0.04350350,0.33143480,0.19694100,0.14342571,0.65776258,0.00000000
-4.63131566,1.23121447,0.09917960,0.04939984,0.35311787,0.19615181,0.15260078,0.65312121,0.00000000
-4.62531266,1.24479435,0.09879781,0.05619452,0.37754320,0.19634307,0.16142505,0.65207632,0.00000000
-4.61930965,1.26645820,0.09860377,0.06399681,0.40483608,0.19742367,0.16974969,0.65436430,0.00000000
-4.61330665,1.29597586,0.09851200,0.07292287,0.43513320,0.19929303,0.17743154,0.65969028,0.00000000
-4.60730365,1.33311263,0.09843499,0.08309378,0.46858342,0.20184755,0.18433818,0.66774950,0.00000000
-4.60130065,1.37765691,0.09828702,0.09463270,0.50534603,0.20498652,0.19035270,0.67824710,0.00000000
-4.59529765,1.42944110,0.09798767,0.10766130,0.54558604,0.20861735,0.19537810,0.69091499,0.00000000
-4.58929465,1.48835432,0.09746487,0.12229527,0.58946636,0.21265974,0.19934103,0.70552515,0.00000000
-4.58329165,1.55434575,0.09665760,0.13863914,0.63713678,0.21704849,0.20219463,0.72189842,0.00000000
-4.57728864,1.62741821,0.09551780,0.15678034,0.68872003,0.22173516,0.20392042,0.73990864,0.00000000
-4.57128564,1.70761196,0.09401179,0.17678286,0.74429536,0.22668806,0.20452899,0.75948167,0.00000000
-4.56528264,1.79497957,0.09212093,0.19868059,0.80388032,0.23189105,0.20405958,0.78058975,0.00000000
-4.55927964,1.88955300,0.08984160,0.22247072,0.86741170,0.23734093,0.20257846,0.80324135,0.00000000
-4.55327664,1.99130508,0.08718454,0.24810743,0.93472673,0.24304379,0.20017612,0.82746739,0.00000000
-4.54727364,2.10010739,0.08417372,0.27549634,1.00554573,0.24901054,0.19696362,0.85330453,0.00000000
-4.54127064,2.21568758,0.08084458,0.30449001,1.07945759,0.25525183,0.19306796,0.88077689,0.00000000
-4.53526763,2.33758880,0.07724203,0.33488490,1.15590929,0.26177282,0.18862699,0.90987709,0.00000000
-4.52926463,2.46513427,0.07341813,0.36642005,1.23420066,0.26856810,0.18378387,0.94054820,0.00000000
-4.52326163,2.59739987,0.06942965,0.39877793,1.31348528,0.27561703,0.17868153,0.97266749,0.00000000
-4.51725863,2.73319710,0.06533566,0.43158741,1.39277833,0.28287998,0.17345722,1.00603350,0.00000000
-4.51125563,2.87106855,0.06119516,0.46442917,1.47097161,0.29029554,0.16823763,1.04035708,0.00000000
-4.50525263,3.00929720,0.05706497,0.49684343,1.54685574,0.29777916,0.16313452,1.07525742,0.00000000
-4.49924962,3.14593018,0.05299787,0.52833990,1.61914907,0.30522306,0.15824131,1.11026343,0.00000000
-4.49324662,3.27881697,0.04904107,0.55840973,1.68653236,0.31249774,0.15363064,1.14482073,0.00000000
