energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.82591296,8.26084680,0.01324463,1.39461333,0.80554645,0.49049305,2.81642634,3.37984836,0.14723296,2.20310745
-5.81990995,8.45774172,0.01348031,1.44031029,0.82028382,0.50368444,2.85902371,3.48358223,0.14719557,2.23680045
-5.81390695,8.64924960,0.01369019,1.48558403,0.83506887,0.51605358,2.89918331,3.58557278,0.14697055,2.26883969
-5.80790395,8.83182823,0.01386701,1.52971390,0.84958027,0.52735932,2.93587254,3.68425558,0.14654066,2.29837801
-5.80190095,9.00193344,0.01400376,1.57197171,0.86350328,0.53736426,2.96811123,3.77805882,0.14588841,2.32456406
-5.79589795,9.15612087,0.01409396,1.61164121,0.87653770,0.54584175,2.99499619,3.86544707,0.14499690,2.34656924
-5.78989495,9.29115085,0.01413187,1.64803871,0.88840537,0.55258309,3.01572497,3.94496734,0.14385059,2.36361487
-5.78389195,9.40409286,0.01411272,1.68053405,0.89885725,0.55740436,3.02961846,4.01529575,0.14243610,2.37499867
-5.77788894,9.49242553,0.01403289,1.70857129,0.90767964,0.56015277,3.03614149,4.07528307,0.14074297,2.38011943
-5.77188594,9.55412793,0.01389004,1.73168815,0.91469932,0.56071226,3.03492063,4.12399709,0.13876437,2.37849874
-5.76588294,9.58775803,0.01368319,1.74953328,0.91978746,0.55900803,3.02575846,4.16075992,0.13649768,2.36979907
-5.75987994,9.59251426,0.01341276,1.76188053,0.92286210,0.55500982,3.00864351,4.18517810,0.13394497,2.35383712
-5.75387694,9.56827673,0.01308059,1.76863936,0.92388898,0.54873379,2.98375507,4.19716382,0.13111330,2.33059202
-5.74787394,9.51562540,0.01268982,1.76986063,0.92288087,0.54024288,2.95146238,4.19694563,0.12801488,2.30020778
-5.74187094,9.43583307,0.01224484,1.76573729,0.91989523,0.52964552,2.91231772,4.18506759,0.12466701,2.26299002
-5.73586793,9.33083271,0.01175110,1.75659959,0.91503038,0.51709291,2.86704318,4.16237613,0.12109181,2.21939686
-5.72986493,9.20315930,0.01121496,1.74290467,0.90842034,0.50277476,2.81651121,4.12999468,0.11731585,2.17002455
-5.72386193,9.05586799,0.01064352,1.72522090,0.90022865,0.48691380,2.76171936,4.08928655,0.11336948,2.11558832
-5.71785893,8.89243142,0.01004432,1.70420719,0.89064132,0.46975920,2.70375985,4.04180730,0.10928614,2.05689938
-5.71185593,8.71662028,0.00942522,1.68058823,0.87985937,0.45157932,2.64378487,3.98924843,0.10510144,1.99483913
-5.70585293,8.53237211,0.00879412,1.65512652,0.86809135,0.43265385,2.58296910,3.93337463,0.10085230,1.93033168
-5.69984992,8.34365405,0.00815878,1.62859249,0.85554605,0.41326598,2.52247060,3.87595747,0.09657590,1.86431596
-5.69384692,8.15432563,0.00752663,1.60173388,0.84242595,0.39369469,2.46339189,3.81870845,0.09230875,1.79771865
-5.68784392,7.96800794,0.00690462,1.57524601,0.82892160,0.37420754,2.40674289,3.76321461,0.08808581,1.73142910
-5.68184092,7.78796496,0.00629907,1.54974415,0.81520720,0.35505430,2.35340726,3.71087978,0.08393966,1.66627726
-5.67583792,7.61700270,0.00571561,1.52573936,0.80143760,0.33646154,2.30411378,3.66287439,0.07989980,1.60301539
-5.66983492,7.45739036,0.00515905,1.50361907,0.78774682,0.31862845,2.25941405,3.62009618,0.07599218,1.54230428
-5.66383192,7.31080716,0.00463343,1.48363316,0.77424806,0.30172383,2.21966761,3.58314385,0.07223877,1.48470426
-5.65782891,7.17831667,0.00414195,1.46588631,0.76103516,0.28588453,2.18503519,3.55230485,0.06865744,1.43067112
-5.65182591,7.06036939,0.00368704,1.45033693,0.74818541,0.27121498,2.15548030,3.52755782,0.06526192,1.38055667
-5.64582291,6.95683259,0.00327039,1.43680263,0.73576329,0.25778805,2.13077926,3.50858947,0.06206190,1.33461373
-5.63981991,6.86704541,0.00289306,1.42497201,0.72382513,0.24564684,2.11053895,3.49482480,0.05906339,1.29300469
-5.63381691,6.78989546,0.00255553,1.41442192,0.71242407,0.23480729,2.09422160,3.48546911,0.05626901,1.25581312
-5.62781391,6.72391262,0.00225784,1.40463951,0.70161517,0.22526153,2.08117527,3.47955924,0.05367849,1.22305726
-5.62181091,6.66737454,0.00199965,1.39504775,0.69146023,0.21698151,2.07066852,3.47602142,0.05128914,1.19470473
-5.61580790,6.61841829,0.00178041,1.38503319,0.68203194,0.20992289,2.06192772,3.47373262,0.04909636,1.17068736
-5.60980490,6.57515205,0.00159943,1.37397463,0.67341715,0.20402890,2.05417510,3.47158202,0.04709405,1.15091529
-5.60380190,6.53576132,0.00145598,1.36127133,0.66571889,0.19923397,2.04666589,3.46852960,0.04527510,1.13528959
-5.59779890,6.49860436,0.00134938,1.34636932,0.65905709,0.19546713,2.03872272,3.46365867,0.04363168,1.12371287
-5.59179590,6.46229248,0.00127908,1.32878493,0.65356777,0.19265482,2.02976594,3.45622003,0.04215551,1.11609718
-5.58579290,6.42575177,0.00124470,1.30812435,0.64940074,0.19072332,2.01933855,3.44566552,0.04083802,1.11236924
-5.57978989,6.38826400,0.00124610,1.28409861,0.64671588,0.18960062,2.00712471,3.43166968,0.03967045,1.11247266
-5.57378689,6.34948573,0.00128338,1.25653356,0.64567813,0.18921779,1.99296141,3.41413868,0.03864387,1.11636756
-5.56778389,6.30944568,0.00135688,1.22537455,0.64645141,0.18950988,1.97684281,3.39320673,0.03774907,1.12402750
-5.56178089,6.26852194,0.00146717,1.19068604,0.64919177,0.19041651,1.95891759,3.36922051,0.03697653,1.13543457
-5.55577789,6.22740131,0.00161503,1.15264641,0.65404008,0.19188211,1.93947956,3.34271295,0.03631628,1.15057282
-5.54977489,6.18702402,0.00180138,1.11153852,0.66111469,0.19385602,1.91895233,3.31436837,0.03575779,1.16942092
-5.54377189,6.14851792,0.00202722,1.06773665,0.67050429,0.19629254,1.89786895,3.28498110,0.03528991,1.19194445
-5.53776888,6.11312605,0.00229360,1.02169081,0.68226155,0.19915091,1.87684770,3.25541018,0.03490081,1.21808858
-5.53176588,6.08213229,0.00260145,0.97390913,0.69639759,0.20239546,1.85656517,3.22653284,0.03457804,1.24777171
-5.52576288,6.05678913,0.00295156,0.92493933,0.71287791,0.20599586,1.83772799,3.19919922,0.03430861,1.28088046
-5.51975988,6.03825141,0.00334447,0.87535005,0.73161962,0.20992753,1.82104433,3.17419095,0.03407919,1.31726643
-5.51375688,6.02751932,0.00378036,0.82571282,0.75249049,0.21417225,1.80719656,3.15218547,0.03387633,1.35674500
-5.50775388,6.02539334,0.00425899,0.77658548,0.77530962,0.21871884,1.79681590,3.13372793,0.03368683,1.39909624
-5.50175088,6.03244270,0.00477960,0.72849734,0.79984984,0.22356408,1.79046012,3.11921182,0.03349805,1.44406794
-5.49574787,6.04898853,0.00534084,0.68193672,0.82584183,0.22871354,1.78859493,3.10886903,0.03329836,1.49138055
-5.48974487,6.07510165,0.00594079,0.63734094,0.85297968,0.23418250,1.79157970,3.10276940,0.03307752,1.54073395
-5.48374187,6.11061459,0.00657683,0.59508908,0.88092778,0.23999675,1.79965781,3.10082948,0.03282711,1.59181561
-5.47773887,6.15514633,0.00724575,0.55549729,0.90932886,0.24619325,1.81295184,3.10282960,0.03254091,1.64430980
-5.47173587,6.20813825,0.00794370,0.51881667,0.93781280,0.25282066,1.83146358,3.10843809,0.03221520,1.69790762
-5.46573287,6.26889882,0.00866629,0.48523356,0.96600605,0.25993954,1.85507878,3.11724097,0.03184904,1.75231738
-5.45972986,6.33665487,0.00940870,0.45487179,0.99354135,0.26762248,1.88357635,3.12877552,0.03144442,1.80727498
-5.45372686,6.41060673,0.01016575,0.42779674,1.02006760,0.27595383,1.91664149,3.14256578,0.03100635,1.86255421
-5.44772386,6.48998469,0.01093212,0.40402087,1.04525945,0.28502937,1.95388245,3.15815810,0.03054286,1.91797652
-5.44172086,6.57410450,0.01170247,0.38351017,1.06882667,0.29495572,1.99485006,3.17515498,0.03006488,1.97342022
-5.43571786,6.66241951,0.01247169,0.36619143,1.09052287,0.30584963,2.03905947,3.19324547,0.02958607,2.02882895
-5.42971486,6.75456751,0.01323511,0.35195977,1.11015358,0.31783729,2.08601332,3.21223083,0.02912253,2.08421924
-5.42371186,6.85041044,0.01398870,0.34068626,1.12758340,0.33105347,2.13522533,3.23204412,0.02869253,2.13968703
-5.41770885,6.95006547,0.01472932,0.33222524,1.14274216,0.34564074,2.18624356,3.25276293,0.02831611,2.19541311
-5.41170585,7.05392622,0.01545492,0.32642109,1.15562981,0.36174869,2.23867234,3.27461467,0.02801468,2.25166708
-5.40570285,7.16267310,0.01616475,0.32311431,1.16631999,0.37953315,2.29219186,3.29797422,0.02781068,2.30880968
-5.39969985,7.27727201,0.01685949,0.32214664,1.17496193,0.39915528,2.34657457,3.32335384,0.02772712,2.36729321
-5.39369685,7.39896088,0.01754133,0.32336502,1.18178067,0.42078064,2.40169749,3.35138599,0.02778719,2.42765943
-5.38769385,7.52922389,0.01821410,0.32662455,1.18707526,0.44457802,2.45754963,3.38279932,0.02801393,2.49053481
-5.38169085,7.66975328,0.01888320,0.33179004,1.19121484,0.47071786,2.51423394,3.41838899,0.02842987,2.55662240
-5.37568784,7.82239925,0.01955550,0.33873653,1.19463242,0.49937027,2.57196342,3.45898222,0.02905665,2.62669010
-5.36968484,7.98910855,0.02023925,0.34734852,1.19781632,0.53070248,2.63105102,3.50540037,0.02991477,2.70155495
-5.36368184,8.17185301,0.02094381,0.35751820,1.20129928,0.56487545,2.69189360,3.55841886,0.03102324,2.78206317
-5.35767884,8.37254944,0.02167932,0.36914283,1.20564515,0.60203981,2.75495027,3.61872646,0.03239930,2.86906601
-5.35167584,8.59297311,0.02245641,0.38212134,1.21143365,0.64233081,2.82071564,3.68688541,0.03405807,2.96339162
-5.34567284,8.83466708,0.02328572,0.39635050,1.21924322,0.68586246,2.88968922,3.76329383,0.03601227,3.06581335
-5.33966983,9.09885050,0.02417748,0.41172086,1.22963258,0.73272085,2.96234193,3.84815216,0.03827182,3.17701524
-5.33366683,9.38632916,0.02514101,0.42811278,1.24312147,0.78295673,3.03908131,3.94143469,0.04084348,3.29755586
-5.32766383,9.69741170,0.02618429,0.44539277,1.26017123,0.83657771,3.12021713,4.04286777,0.04373044,3.42783156
-5.32166083,10.03183560,0.02731342,0.46341039,1.28116593,0.89354016,3.20592894,4.15191574,0.04693189,3.56804086
-5.31565783,10.38870635,0.02853229,0.48199610,1.30639480,0.95374132,3.29623733,4.26777543,0.05044259,3.71815156
-5.30965483,10.76645358,0.02984217,0.50095998,1.33603685,1.01701191,3.39098060,4.38937998,0.05425243,3.87787230
-5.30365183,11.16280730,0.03124147,0.52009178,1.37014822,1.08310981,3.48979811,4.51541223,0.05834608,4.04663036
-5.29764882,11.57479688,0.03272555,0.53916217,1.40865309,1.15171509,3.59212160,4.64432783,0.06270258,4.22355724
-5.29164582,11.99877464,0.03428666,0.55792530,1.45133868,1.22242699,3.69717510,4.77438755,0.06729513,4.40748347
-5.28564282,12.43046488,0.03591400,0.57612258,1.49785465,1.29476321,3.80398404,4.90369828,0.07209096,4.59694369
-5.27963982,12.86503836,0.03759394,0.59348765,1.54771728,1.36816184,3.91139323,5.03026138,0.07705125,4.79019256
-5.27363682,13.29721082,0.03931030,0.60975221,1.60031833,1.44198616,4.01809346,5.15202715,0.08213139,4.98523190
-5.26763382,13.72136325,0.04104475,0.62465266,1.65493847,1.51553255,4.12265555,5.26695352,0.08728127,5.17984841
-5.26163082,14.13168013,0.04277741,0.63793707,1.71076494,1.58804136,4.22357060,5.37306700,0.09244585,5.37166134
-5.25562781,14.52230136,0.04448740,0.64937236,1.76691278,1.65871070,4.31929467,5.46852362,0.09756591,5.55817859
-5.24962481,14.88748223,0.04615352,0.65875118,1.82244898,1.72671276,4.40829614,5.55166763,0.10257905,5.73685934
-5.24362181,15.22175559,0.04775494,0.66589837,1.87641863,1.79121231,4.48910339,5.62108553,0.10742081,5.90518107
-5.23761881,15.52008974,0.04927193,0.67067654,1.92787204,1.85138663,4.56035096,5.67565333,0.11202597,6.06070825
-5.23161581,15.77803582,0.05068646,0.67299057,1.97589200,1.90644630,4.62082199,5.71457491,0.11633007,6.20116012
-5.22561281,15.99185844,0.05198287,0.67279088,2.01961987,1.95565594,4.66948526,5.73740994,0.12027084,6.32447474
-5.21960980,16.15864413,0.05314835,0.67007516,2.05827972,1.99835422,4.70552509,5.74408989,0.12378980,6.42886664
-5.21360680,16.27638307,0.05417335,0.66488869,2.09119948,2.03397215,4.72836310,5.73492144,0.12683380,6.51287572
-5.20760380,16.34402043,0.05505186,0.65732307,2.11782844,2.06204891,4.73767102,5.71057698,0.12935639,6.57540546
-5.20160080,16.36147544,0.05578151,0.64751348,2.13775036,2.08224462,4.73337420,5.67207232,0.13131916,6.61574869
-5.19559780,16.32962717,0.05636358,0.63563460,2.15069178,2.09434937,4.71564597,5.62073259,0.13269281,6.63360027
-5.18959480,16.25026809,0.05680280,0.62189538,2.15652544,2.09828809,4.68489355,5.55814754,0.13345792,6.62905596
-5.18359180,16.12602735,0.05710705,0.60653283,2.15526855,2.09412122,4.64173634,5.48611797,0.13360558,6.60259815
-5.17758879,15.96026763,0.05728692,0.58980517,2.14707640,2.08204095,4.58697800,5.40659545,0.13313754,6.55506903
-5.17158579,15.75695989,0.05735512,0.57198455,2.13223150,2.06236341,4.52157372,5.32161781,0.13206613,6.48763276
-5.16558279,15.52054190,0.05732590,0.55334965,2.11112892,2.03551701,4.44659458,5.23324272,0.13041385,6.40172860
-5.15957979,15.25576655,0.05721437,0.53417846,2.08425856,2.00202768,4.36319045,5.14348222,0.12821262,6.29901722
-5.15357679,14.96754645,0.05703576,0.51474144,2.05218520,1.96250155,4.27255332,5.05424039,0.12550278,6.18132267
-5.14757379,14.66080113,0.05680476,0.49529536,2.01552721,1.91760594,4.17588257,4.96725667,0.12233186,6.05057272
-5.14157079,14.34031301,0.05653487,0.47607792,1.97493495,1.86804945,4.07435350,4.88405662,0.11875314,5.90874001
-5.13556778,14.01059740,0.05623783,0.45730331,1.93106965,1.81456201,3.96909012,4.80591181,0.11482417,5.75778653
-5.12956478,13.67579111,0.05592315,0.43915885,1.88458380,1.75787573,3.86114328,4.73380994,0.11060509,5.59961349
-5.12356178,13.33956299,0.05559772,0.42180271,1.83610367,1.69870716,3.75147425,4.66843584,0.10615713,5.43601828
-5.11755878,13.00504885,0.05526559,0.40536265,1.78621465,1.63774167,3.64094417,4.61016363,0.10154101,5.26865983
-5.11155578,12.67481149,0.05492788,0.38993583,1.73544992,1.57562037,3.53030909,4.55905961,0.09681559,5.09903315
-5.10555278,12.35082595,0.05458277,0.37558957,1.68428257,1.51292978,3.42022031,4.51489540,0.09203656,4.92845336
-5.09954977,12.03448838,0.05422571,0.36236285,1.63312144,1.45019453,3.31122918,4.47717004,0.08725544,4.75804887
-5.09354677,11.72664648,0.05384966,0.35026861,1.58231043,1.38787299,3.20379579,4.44513992,0.08251869,4.58876326
-5.08754377,11.42764816,0.05344553,0.33929650,1.53213103,1.32635560,3.09830044,4.41785490,0.07786717,4.42136459
-5.08154077,11.13740497,0.05300259,0.32941600,1.48280769,1.26596581,2.99505697,4.39419886,0.07333569,4.25646104
-5.07553777,10.85546609,0.05250905,0.32057987,1.43451528,1.20696310,2.89432704,4.37293319,0.06895293,4.09452122
-5.06953477,10.58109872,0.05195261,0.31272755,1.38738821,1.14954771,2.79633420,4.35274126,0.06474147,3.93589755
-5.06353177,10.31337090,0.05132107,0.30578861,1.34153019,1.09386673,2.70127717,4.33227262,0.06071802,3.78085110
-5.05752876,10.05123283,0.05060291,0.29968599,1.29702419,1.04002095,2.60934133,4.31018520,0.05689382,3.62957641
-5.05152576,9.79359357,0.04978784,0.29433898,1.25394169,0.98807222,2.52070810,4.28518471,0.05327515,3.48222478
-5.04552276,9.53939009,0.04886727,0.28966593,1.21235071,0.93805087,2.43556146,4.25605990,0.04986392,3.33892503
-5.03951976,9.28764690,0.04783479,0.28558647,1.17232201,0.88996294,2.35409175,4.22171339,0.04665833,3.19980083
-5.03351676,9.03752472,0.04668651,0.28202347,1.13393332,0.84379698,2.27649634,4.18118731,0.04365355,3.06498395
-5.02751376,8.78835747,0.04542129,0.27890449,1.09727106,0.79953024,2.20297745,4.13368379,0.04084235,2.93462328
-5.02151076,8.53967781,0.04404093,0.27616284,1.06242990,0.75713426,2.13373737,4.07858026,0.03821580,2.80888959
-5.01550775,8.29123146,0.04255022,0.27373834,1.02950995,0.71657965,2.06897135,4.01543964,0.03576381,2.68797634
-5.00950475,8.04298158,0.04095687,0.27157762,0.99861221,0.67784023,2.00885882,3.94401598,0.03347572,2.57209701
-5.00350175,7.79510456,0.03927144,0.26963428,0.96983240,0.64089650,1.95355338,3.86425583,0.03134075,2.46147976
-4.99749875,7.54797873,0.03750706,0.26786868,0.94325401,0.60573840,1.90317240,3.77629582,0.02934840,2.35636004
-4.99149575,7.30216787,0.03567915,0.26624761,0.91894091,0.57236757,1.85778663,3.68045703,0.02748877,2.25697222
-4.98549275,7.05840118,0.03380508,0.26474388,0.89693040,0.54079903,1.81741084,3.57723666,0.02575283,2.16354084
-4.97948974,6.81755122,0.03190371,0.26333572,0.87722707,0.51106232,1.78199586,3.46729726,0.02413258,2.07627251
-4.97348674,6.58061145,0.02999500,0.26200623,0.85979819,0.48320221,1.75142267,3.35145414,0.02262118,1.99534898
-4.96748374,6.34867427,0.02809953,0.26074286,0.84457103,0.45727877,1.72549904,3.23066110,0.02121300,1.92092201
-4.96148074,6.12291048,0.02623799,0.25953690,0.83143239,0.43336708,1.70395908,3.10599491,0.01990364,1.85311027
-4.95547774,5.90455074,0.02443078,0.25838303,0.82023051,0.41155625,1.68646577,2.97863857,0.01868984,1.79199863
-4.94947474,5.69486911,0.02269751,0.25727897,0.81077948,0.39194793,1.67261668,2.84986362,0.01756944,1.73763963
-4.94347174,5.49516865,0.02105663,0.25622528,0.80286572,0.37465425,1.66195261,2.72101170,0.01654127,1.69005707
-4.93746873,5.30676879,0.01952504,0.25522513,0.79625656,0.35979512,1.65396896,2.59347529,0.01560499,1.64925124
-4.93146573,5.13099383,0.01811775,0.25428423,0.79071013,0.34749497,1.64812934,2.46867805,0.01476095,1.61520538
-4.92546273,4.96916217,0.01684767,0.25341077,0.78598630,0.33787902,1.64388084,2.34805463,0.01401004,1.58789270
-4.91945973,4.82257542,0.01572531,0.25261538,0.78185779,0.33106902,1.64067039,2.23303040,0.01335349,1.56728345
-4.91345673,4.69250684,0.01475869,0.25191106,0.77812109,0.32717870,1.63796137,2.12500111,0.01279279,1.55335121
-4.90745373,4.58018864,0.01395320,0.25131312,0.77460632,0.32630899,1.63524984,2.02531289,0.01232946,1.54607807
-4.90145073,4.48679753,0.01331159,0.25083892,0.77118563,0.32854320,1.63207955,1.93524276,0.01196498,1.54545791
-4.89544772,4.41343860,0.01283396,0.25050757,0.76777959,0.33394229,1.62805522,1.85597996,0.01170066,1.55149768
-4.88944472,4.36112728,0.01251784,0.25033949,0.76436134,0.34254046,1.62285342,1.78860852,0.01153757,1.56421627
-4.88344172,4.33076963,0.01235833,0.25035575,0.76095813,0.35434123,1.61623065,1.73409108,0.01147647,1.58364102
-4.87743872,4.32314147,0.01234825,0.25057732,0.75765036,0.36931419,1.60802841,1.69325449,0.01151779,1.60980193
-4.87143572,4.33886690,0.01247836,0.25102410,0.75456816,0.38739258,1.59817510,1.66677729,0.01166162,1.64272393
-4.86543272,4.37839681,0.01273763,0.25171387,0.75188566,0.40847182,1.58668476,1.65517920,0.01190773,1.68241755
-4.85942971,4.44198845,0.01311352,0.25266115,0.74981345,0.43240907,1.57365299,1.65881285,0.01225563,1.72886859
-4.85342671,4.52968668,0.01359231,0.25387603,0.74858958,0.45902400,1.55925020,1.67785774,0.01270455,1.78202739
-4.84742371,4.64130799,0.01415943,0.25536297,0.74846953,0.48810056,1.54371280,1.71231648,0.01325358,1.84179834
-4.84142071,4.77642776,0.01479986,0.25711977,0.74971580,0.51938996,1.52733266,1.76201334,0.01390161,1.90803027
-4.83541771,4.93437172,0.01549841,0.25913666,0.75258746,0.55261450,1.51044547,1.82659494,0.01464745,1.98050827
-4.82941471,5.11421172,0.01624016,0.26139563,0.75733018,0.58747245,1.49341849,1.90553307,0.01548977,2.05894738
-4.82341171,5.31476640,0.01701075,0.26387002,0.76416714,0.62364347,1.47663811,1.99812949,0.01642711,2.14298855
-4.81740870,5.53460653,0.01779674,0.26652449,0.77329095,0.66079455,1.46049769,2.10352268,0.01745780,2.23219703
-4.81140570,5.77206493,0.01858581,0.26931534,0.78485700,0.69858627,1.44538595,2.22069623,0.01857988,2.32606318
-4.80540270,6.02525072,0.01936707,0.27219115,0.79897806,0.73667901,1.43167621,2.34848901,0.01979094,2.42400557
-4.79939970,6.29206714,0.02013118,0.27509383,0.81572033,0.77473892,1.41971653,2.48560676,0.02108798,2.52537622
-4.79339670,6.57023250,0.02087049,0.27796004,0.83510068,0.81244344,1.40982095,2.63063532,0.02246719,2.62946739
-4.78739370,6.85730350,0.02157907,0.28072274,0.85708509,0.84948624,1.40226168,2.78205506,0.02392373,2.73551967
-4.78139070,7.15070021,0.02225268,0.28331315,0.88158803,0.88558112,1.39726231,2.93825688,0.02545155,2.84273077
-4.77538769,7.44773211,0.02288867,0.28566264,0.90847252,0.92046517,1.39499197,3.09755941,0.02704313,2.95026451
-4.76938469,7.74562478,0.02348585,0.28770479,0.93755089,0.95390073,1.39556036,3.25822751,0.02868937,3.05725976
-4.76338169,8.04154665,0.02404425,0.28937730,0.96858595,0.98567640,1.39901371,3.41849210,0.03037939,3.16283876
-4.75737869,8.33263602,0.02456485,0.29062380,1.00129248,1.01560698,1.40533151,3.57657114,0.03210056,3.26611483
-4.75137569,8.61602802,0.02504934,0.29139543,1.03533925,1.04353259,1.41442435,3.73069173,0.03383843,3.36619930
-4.74537269,8.88888194,0.02549977,0.29165204,1.07035130,1.06931698,1.42613269,3.87911329,0.03557687,3.46220774
-4.73936968,9.14840915,0.02591824,0.29136314,1.10591281,1.09284535,1.44022702,4.02015158,0.03729832,3.55326576
-4.73336668,9.39190216,0.02630663,0.29050842,1.14157074,1.11402189,1.45640926,4.15220329,0.03898402,3.63851474
-4.72736368,9.61676515,0.02666634,0.28907784,1.17683919,1.13276727,1.47431594,4.27377111,0.04061445,3.71711778
-4.72136068,9.82054638,0.02699807,0.28707145,1.21120496,1.14901635,1.49352300,4.38348869,0.04216979,3.78826648
-4.71535768,10.00097283,0.02730165,0.28449878,1.24413431,1.16271636,1.51355259,4.48014522,0.04363049,3.85118888
-4.70935468,10.15598696,0.02757601,0.28137797,1.27508098,1.17382586,1.53388177,4.56270900,0.04497781,3.90515898
-4.70335168,10.28378549,0.02781912,0.27773468,1.30349573,1.18231444,1.55395315,4.63034957,0.04619446,3.94950812
-4.69734867,10.38285945,0.02802806,0.27360084,1.32883714,1.18816348,1.57318731,4.68245755,0.04726513,3.98363819
-4.69134567,10.45203483,0.02819919,0.26901333,1.35058358,1.19136794,1.59099667,4.71866177,0.04817710,4.00703671
-4.68534267,10.49051227,0.02832835,0.26401259,1.36824614,1.19193910,1.60680066,4.73884282,0.04892065,4.01929335
-4.67933967,10.49790445,0.02841109,0.25864138,1.38138205,1.18990816,1.62004141,4.74314241,0.04948944,4.02011744
-4.67333667,10.47426931,0.02844298,0.25294352,1.38960817,1.18533058,1.63019970,4.73196800,0.04988077,4.00935562
-4.66733367,10.42013698,0.02841997,0.24696288,1.39261400,1.17829074,1.63681042,4.70599209,0.05009566,3.98700886
-4.66133067,10.33652875,0.02833864,0.24074248,1.39017356,1.16890684,1.63947683,4.66614573,0.05013882,3.95324775
-4.65532766,10.22496586,0.02819659,0.23432379,1.38215570,1.15733537,1.63788316,4.61360616,0.05001845,3.90842501
-4.64932466,10.08746656,0.02799264,0.22774620,1.36853200,1.14377515,1.63180489,4.54977830,0.04974594,3.85308415
-4.64332166,9.92653022,0.02772710,0.22104665,1.34938209,1.12847019,1.62111617,4.47627029,0.04933536,3.78796345
