energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.78389195,1.94929809,0.00799634,0.93574032,0.02796391,0.24751776,0.44431668,0.79791293
-5.77788894,1.86982724,0.00766698,0.89135976,0.02693526,0.24114284,0.42576618,0.75831315
-5.77188594,1.78972379,0.00730660,0.84653269,0.02576033,0.23509431,0.40769236,0.71879750
-5.76588294,1.70936243,0.00692041,0.80155312,0.02446182,0.22931295,0.39011928,0.67957603
-5.75987994,1.62912541,0.00651403,0.75671416,0.02306401,0.22373883,0.37306039,0.64085222
-5.75387694,1.54939026,0.00609335,0.71230069,0.02159198,0.21831193,0.35651882,0.60281865
-5.74787394,1.47051820,0.00566430,0.66858240,0.02007091,0.21297293,0.34048792,0.56565292
-5.74187094,1.39284410,0.00523269,0.62580762,0.01852537,0.20766411,0.32495224,0.52951411
-5.73586793,1.31666857,0.00480402,0.58419826,0.01697877,0.20233051,0.30988884,0.49454001
-5.72986493,1.24225297,0.00438336,0.54394608,0.01545279,0.19692139,0.29526901,0.46084525
-5.72386193,1.16981720,0.00397522,0.50521059,0.01396700,0.19139181,0.28106040,0.42852055
-5.71785893,1.09954059,0.00358350,0.46811835,0.01253856,0.18570443,0.26722935,0.39763295
-5.71185593,1.03156551,0.00321142,0.43276396,0.01118208,0.17983132,0.25374348,0.36822712
-5.70585293,0.96600336,0.00286151,0.39921222,0.00990953,0.17375586,0.24057423,0.34032750
-5.69984992,0.90294234,0.00253561,0.36750150,0.00873036,0.16747436,0.22769942,0.31394117
-5.69384692,0.84245645,0.00223490,0.33764802,0.00765160,0.16099761,0.21510552,0.28906132
-5.68784392,0.78461498,0.00196000,0.30965056,0.00667817,0.15435193,0.20278962,0.26567087
-5.68184092,0.72949184,0.00171095,0.28349554,0.00581318,0.14758001,0.19076094,0.24374628
-5.67583792,0.67717429,0.00148740,0.25916198,0.00505826,0.14074118,0.17904185,0.22326117
-5.66983492,0.62777036,0.00128858,0.23662627,0.00441400,0.13391119,0.16766834,0.20418965
-5.66383192,0.58141482,0.00111347,0.21586637,0.00388030,0.12718166,0.15668993,0.18650919
-5.65782891,0.53827329,0.00096085,0.19686543,0.00345682,0.12065886,0.14616903,0.17020299
-5.65182591,0.49854451,0.00082936,0.17961467,0.00314330,0.11446228,0.13617990,0.15526169
-5.64582291,0.46246065,0.00071759,0.16411546,0.00293991,0.10872265,0.12680706,0.14168459
-5.63981991,0.43028583,0.00062414,0.15038066,0.00284752,0.10357976,0.11814353,0.12948015
-5.63381691,0.40231290,0.00054766,0.13843512,0.00286791,0.09917996,0.11028874,0.11866615
-5.62781391,0.37885879,0.00048688,0.12831563,0.00300391,0.09567344,0.10334632,0.10926921
-5.62181091,0.36025849,0.00044062,0.12007012,0.00325947,0.09321138,0.09742186,0.10132411
-5.61580790,0.34685800,0.00040787,0.11375646,0.00363964,0.09194291,0.09262063,0.09487271
-5.60980490,0.33900639,0.00038770,0.10944074,0.00415044,0.09201208,0.08904545,0.08996275
-5.60380190,0.33704719,0.00037935,0.10719528,0.00479872,0.09355465,0.08679465,0.08664653
-5.59779890,0.34130937,0.00038214,0.10709636,0.00559187,0.09669494,0.08596024,0.08497951
-5.59179590,0.35209813,0.00039550,0.10922183,0.00653749,0.10154266,0.08662624,0.08501899
-5.58579290,0.36968562,0.00041897,0.11364863,0.00764296,0.10818988,0.08886732,0.08682291
-5.57978989,0.39430212,0.00045210,0.12045042,0.00891507,0.11670809,0.09274773,0.09044877
-5.57378689,0.42612784,0.00049451,0.12969530,0.01035944,0.12714554,0.09832051,0.09595278
-5.56778389,0.46528569,0.00054583,0.14144384,0.01198012,0.13952501,0.10562712,0.10338933
-5.56178089,0.51183553,0.00060566,0.15574745,0.01377902,0.15384197,0.11469744,0.11281076
-5.55577789,0.56577028,0.00067360,0.17264726,0.01575552,0.17006349,0.12555028,0.12426753
-5.54977489,0.62701421,0.00074919,0.19217360,0.01790606,0.18812785,0.13819435,0.13780877
-5.54377189,0.69542379,0.00083193,0.21434615,0.02022378,0.20794507,0.15262976,0.15348333
-5.53776888,0.77079147,0.00092124,0.23917478,0.02269837,0.22939843,0.16885004,0.17134115
-5.53176588,0.85285222,0.00101650,0.26666122,0.02531595,0.25234700,0.18684461,0.19143508
-5.52576288,0.94129306,0.00111704,0.29680133,0.02805913,0.27662927,0.20660168,0.21382294
-5.51975988,1.03576513,0.00122211,0.32958798,0.03090718,0.30206759,0.22811146,0.23856972
-5.51375688,1.13589773,0.00133095,0.36501442,0.03383640,0.32847361,0.25136939,0.26574980
-5.50775388,1.24131382,0.00144277,0.40307766,0.03682058,0.35565409,0.27637936,0.29544879
-5.50175088,1.35164574,0.00155678,0.44378185,0.03983161,0.38341720,0.30315651,0.32776499
-5.49574787,1.46655028,0.00167221,0.48714104,0.04284014,0.41157865,0.33172941,0.36280989
-5.48974487,1.58572168,0.00178829,0.53318112,0.04581637,0.43996740,0.36214129,0.40070766
-5.48374187,1.70890139,0.00190433,0.58194047,0.04873084,0.46843063,0.39445005,0.44159318
-5.47773887,1.83588347,0.00201965,0.63346892,0.05155517,0.49683742,0.42872681,0.48560850
-5.47173587,1.96651449,0.00213368,0.68782486,0.05426282,0.52508095,0.46505275,0.53289747
-5.46573287,2.10068735,0.00224585,0.74507019,0.05682969,0.55307891,0.50351425,0.58359849
-5.45972986,2.23832857,0.00235569,0.80526308,0.05923466,0.58077202,0.54419628,0.63783554
-5.45372686,2.37937932,0.00246273,0.86844864,0.06145991,0.60812054,0.58717402,0.69570741
-5.44772386,2.52377052,0.00256657,0.93464773,0.06349114,0.63509909,0.63250329,0.75727577
-5.44172086,2.67139346,0.00266677,1.00384442,0.06531758,0.66168977,0.68020981,0.82255226
-5.43571786,2.82206718,0.00276290,1.07597250,0.06693180,0.68787423,0.73027805,0.89148540
-5.42971486,2.97550479,0.00285451,1.15090202,0.06832950,0.71362508,0.78264012,0.96394784
-5.42371186,3.13128094,0.00294108,1.22842646,0.06950901,0.73889721,0.83716544,1.03972484
-5.41770885,3.28880277,0.00302202,1.30825154,0.07047085,0.76361979,0.89365181,1.11850466
-5.41170585,3.44728674,0.00309669,1.38998649,0.07121718,0.78768941,0.95181861,1.19987171
-5.40570285,3.60574366,0.00316436,1.47313863,0.07175124,0.81096516,1.01130269,1.28330303
-5.39969985,3.76297352,0.00322425,1.55711190,0.07207693,0.83326591,1.07165753,1.36816878
-5.39369685,3.91757156,0.00327555,1.64120984,0.07219835,0.85437038,1.13235588,1.45373701
-5.38769385,4.06794625,0.00331740,1.72464342,0.07211954,0.87402004,1.19279622,1.53918291
-5.38169085,4.21234906,0.00334900,1.80654350,0.07184434,0.89192490,1.25231295,1.62360255
-5.37568784,4.34891524,0.00336960,1.88597798,0.07137633,0.90777193,1.31019005,1.70603069
-5.36968484,4.47571411,0.00337858,1.96197283,0.07071904,0.92123589,1.36567784,1.78546222
-5.36368184,4.59080664,0.00337548,2.03353648,0.06987611,0.93199177,1.41801222,1.86087638
-5.35767884,4.69230778,0.00336007,2.09968639,0.06885168,0.93972842,1.46643554,1.93126297
-5.35167584,4.77845028,0.00333239,2.15947690,0.06765074,0.94416239,1.51021846,1.99564936
-5.34567284,4.84764710,0.00329280,2.21202695,0.06627958,0.94505139,1.54868157,2.05312731
-5.33966983,4.89854912,0.00324201,2.25654666,0.06474617,0.94220638,1.58121612,2.10287844
-5.33366683,4.93009533,0.00318112,2.29236139,0.06306043,0.93550184,1.60730278,2.14419724
-5.32766383,4.94155314,0.00311163,2.31893248,0.06123453,0.92488347,1.62652778,2.17651083
-5.32166083,4.93254684,0.00303544,2.33587362,0.05928292,0.91037299,1.63859571,2.19939463
-5.31565783,4.90307320,0.00295485,2.34296238,0.05722233,0.89206980,1.64333853,2.21258335
-5.30965483,4.85350360,0.00287257,2.34014636,0.05507158,0.87014948,1.64072050,2.21597705
-5.30365183,4.78457319,0.00279163,2.32754404,0.05285125,0.84485929,1.63083891,2.20964223
-5.29764882,4.69735775,0.00271540,2.30544031,0.05058323,0.81651100,1.61392081,2.19380786
-5.29164582,4.59324014,0.00264755,2.27427709,0.04829017,0.78547144,1.59031578,2.16885704
-5.28564282,4.47386797,0.00259195,2.23463968,0.04599492,0.75215148,1.56048547,2.13531447
-5.27963982,4.34110502,0.00255265,2.18723943,0.04371982,0.71699392,1.52499015,2.09383059
-5.27363682,4.19697867,0.00253386,2.13289367,0.04148613,0.68046099,1.48447304,2.04516314
-5.26763382,4.04362574,0.00253980,2.07250363,0.03931340,0.64302209,1.43964302,1.99015669
-5.26163082,3.88323899,0.00257476,2.00703138,0.03721899,0.60514219,1.39125637,1.92972122
-5.25562781,3.71801618,0.00264293,1.93747642,0.03521758,0.56727146,1.34009817,1.86481025
-5.24962481,3.55011321,0.00274842,1.86485283,0.03332095,0.52983640,1.28696397,1.79639932
-5.24362181,3.38160268,0.00289517,1.79016750,0.03153773,0.49323258,1.23264218,1.72546536
-5.23761881,3.21443835,0.00308687,1.71440006,0.02987336,0.45781919,1.17789771,1.65296738
-5.23161581,3.05042610,0.00332691,1.63848483,0.02833016,0.42391536,1.12345711,1.57982895
-5.22561281,2.89120124,0.00361834,1.56329513,0.02690748,0.39179794,1.06999552,1.50692265
-5.21960980,2.73821193,0.00396371,1.48963011,0.02560198,0.36170076,1.01812563,1.43505665
-5.21360680,2.59270818,0.00436506,1.41820413,0.02440797,0.33381501,0.96838871,1.36496365
-5.20760380,2.45573583,0.00482383,1.34963877,0.02331779,0.30829040,0.92124777,1.29729198
-5.20160080,2.32813473,0.00534069,1.28445730,0.02232222,0.28523706,0.87708290,1.23259906
-5.19559780,2.21054051,0.00591553,1.22308157,0.02141096,0.26472764,0.83618857,1.17134697
-5.18959480,2.10338936,0.00654733,1.16583115,0.02057301,0.24679971,0.79877301,1.11390012
-5.18359180,2.00692507,0.00723404,1.11292447,0.01979713,0.23145816,0.76495937,1.06052496
-5.17758879,1.92120815,0.00797254,1.06448188,0.01907223,0.21867745,0.73478859,1.01139142
-5.17158579,1.84612663,0.00875851,1.02053034,0.01838767,0.20840400,0.70822383,0.96657619
-5.16558279,1.78140833,0.00958643,0.98100956,0.01773362,0.20055828,0.68515623,0.92606747
-5.15957979,1.72663455,0.01044950,0.94577939,0.01710129,0.19503715,0.66541184,0.88977120
-5.15357679,1.68125508,0.01133970,0.91462825,0.01648313,0.19171620,0.64875959,0.85751853
-5.14757379,1.64460462,0.01224777,0.88728230,0.01587305,0.19045230,0.63491997,0.82907438
-5.14157079,1.61592048,0.01316331,0.86341531,0.01526646,0.19108658,0.62357434,0.80414692
-5.13556778,1.59436157,0.01407492,0.84265887,0.01466038,0.19344774,0.61437456,0.78239774
-5.12956478,1.57902854,0.01497038,0.82461274,0.01405347,0.19735578,0.60695289,0.76345256
-5.12356178,1.56898486,0.01583682,0.80885526,0.01344598,0.20262631,0.60093174,0.74691219
-5.11755878,1.56327859,0.01666106,0.79495356,0.01283975,0.20907514,0.59593328,0.73236357
-5.11155578,1.56096432,0.01742983,0.78247328,0.01223802,0.21652321,0.59158863,0.71939059
-5.10555278,1.56112494,0.01813017,0.77098791,0.01164539,0.22480166,0.58754639,0.70758459
-5.09954977,1.56289252,0.01874975,0.76008729,0.01106761,0.23375681,0.58348043,0.69655408
-5.09354677,1.56546776,0.01927724,0.74938541,0.01051139,0.24325479,0.57909676,0.68593369
-5.08754377,1.56813729,0.01970261,0.73852719,0.00998416,0.25318563,0.57413924,0.67539200
-5.08154077,1.57028823,0.02001753,0.72719432,0.00949388,0.26346641,0.56839415,0.66463813
-5.07553777,1.57141928,0.02021560,0.71510993,0.00904871,0.27404329,0.56169338,0.65342684
-5.06953477,1.57114800,0.02029260,0.70204221,0.00865679,0.28489223,0.55391626,0.64156221
-5.06353177,1.56921366,0.02024665,0.68780677,0.00832592,0.29601810,0.54498998,0.62889959
-5.05752876,1.56547569,0.02007832,0.67226792,0.00806332,0.30745219,0.53488851,0.61534598
-5.05152576,1.55990744,0.01979061,0.65533875,0.00787531,0.31924814,0.52363023,0.60085877
-5.04552276,1.55258559,0.01938890,0.63698010,0.00776709,0.33147623,0.51127425,0.58544297
-5.03951976,1.54367561,0.01888080,0.61719852,0.00774246,0.34421638,0.49791552,0.56914705
-5.03351676,1.53341372,0.01827587,0.59604328,0.00780365,0.35755010,0.48367914,0.55205753
-5.02751376,1.52208640,0.01758538,0.57360250,0.00795110,0.37155173,0.46871377,0.53429266
-5.02151076,1.51000820,0.01682192,0.54999864,0.00818337,0.38627951,0.45318471,0.51599536
-5.01550775,1.49749904,0.01599904,0.52538336,0.00849699,0.40176687,0.43726677,0.49732579
-5.00950475,1.48486222,0.01513081,0.49993208,0.00888651,0.41801459,0.42113721,0.47845384
-5.00350175,1.47236414,0.01423139,0.47383826,0.00934447,0.43498427,0.40496914,0.45955181
-4.99749875,1.46021686,0.01331469,0.44730759,0.00986149,0.45259356,0.38892565,0.44078765
-4.99149575,1.44856452,0.01239396,0.42055243,0.01042646,0.47071360,0.37315475,0.42231895
-4.98549275,1.43747426,0.01148147,0.39378639,0.01102674,0.48916889,0.35778555,0.40428799
-4.97948974,1.42693222,0.01058825,0.36721941,0.01164845,0.50773979,0.34292563,0.38681790
-4.97348674,1.41684473,0.00972389,0.34105341,0.01227677,0.52616759,0.32865985,0.37001013
-4.96748374,1.40704480,0.00889641,0.31547854,0.01289638,0.54416214,0.31505038,0.35394327
-4.96148074,1.39730334,0.00811222,0.29067019,0.01349184,0.56141152,0.30213818,0.33867307
-4.95547774,1.38734458,0.00737606,0.26678684,0.01404806,0.57759351,0.28994551,0.32423376
-4.94947474,1.37686484,0.00669116,0.24396862,0.01455071,0.59238823,0.27847954,0.31064038
-4.94347174,1.36555346,0.00605930,0.22233678,0.01498673,0.60549133,0.26773667,0.29789200
-4.93746873,1.35311480,0.00548100,0.20199386,0.01534471,0.61662704,0.25770744,0.28597562
-4.93146573,1.33929017,0.00495570,0.18302469,0.01561526,0.62556043,0.24838163,0.27487049
-4.92546273,1.32387831,0.00448204,0.16549793,0.01579139,0.63210823,0.23975340,0.26455264
-4.91945973,1.30675360,0.00405802,0.14946831,0.01586874,0.63614764,0.23182615,0.25499947
-4.91345673,1.28788086,0.00368130,0.13497929,0.01584576,0.63762275,0.22461691,0.24619403
-4.90745373,1.26732635,0.00334941,0.12206612,0.01572385,0.63654814,0.21816007,0.23812905
-4.90145073,1.24526425,0.00305996,0.11075915,0.01550732,0.63300969,0.21251036,0.23081040
-4.89544772,1.22197874,0.00281085,0.10108732,0.01520339,0.62716242,0.20774486,0.22426005
-4.88944472,1.19786160,0.00260044,0.09308162,0.01482196,0.61922573,0.20396415,0.21851838
-4.88344172,1.17340580,0.00242772,0.08677852,0.01437545,0.60947625,0.20129261,0.21364579
-4.87743872,1.14919554,0.00229240,0.08222302,0.01387848,0.59823874,0.19987766,0.20972383
-4.87143572,1.12589340,0.00219503,0.07947151,0.01334752,0.58587559,0.19988842,0.20685548
-4.86543272,1.10422537,0.00213704,0.07859394,0.01280052,0.57277551,0.20151340,0.20516506
-4.85942971,1.08496451,0.00212082,0.07967545,0.01225648,0.55934190,0.20495774,0.20479734
-4.85342671,1.06891383,0.00214969,0.08281711,0.01173503,0.54598154,0.21043969,0.20591619
-4.84742371,1.05688904,0.00222789,0.08813583,0.01125598,0.53309400,0.21818668,0.20870252
-4.84142071,1.04970163,0.00236053,0.09576311,0.01083890,0.52106215,0.22843080,0.21335164
-4.83541771,1.04814237,0.00255351,0.10584268,0.01050268,0.51024408,0.24140384,0.22006979
-4.82941471,1.05296552,0.00281340,0.11852684,0.01026512,0.50096655,0.25733179,0.22906995
-4.82341171,1.06487362,0.00314725,0.13397164,0.01014251,0.49351993,0.27642886,0.24056677
-4.81740870,1.08450259,0.00356247,0.15233054,0.01014932,0.48815468,0.29889095,0.25477052
-4.81140570,1.11240705,0.00406649,0.17374709,0.01029774,0.48507902,0.32488858,0.27188020
-4.80540270,1.14904557,0.00466660,0.19834632,0.01059745,0.48445764,0.35455938,0.29207557
-4.79939970,1.19476564,0.00536955,0.22622536,0.01105523,0.48641116,0.38800005,0.31550849
-4.79339670,1.24978829,0.00618126,0.25744336,0.01167473,0.49101606,0.42525822,0.34229346
-4.78739370,1.31419255,0.00710642,0.29201120,0.01245623,0.49830469,0.46632406,0.37249780
-4.78139070,1.38790001,0.00814814,0.32988145,0.01339640,0.50826545,0.51112228,0.40613172
-4.77538769,1.47066000,0.00930754,0.37093885,0.01448823,0.52084262,0.55950465,0.44313868
-4.76938469,1.56203618,0.01058343,0.41499220,0.01572091,0.53593616,0.61124350,0.48338662
-4.76338169,1.66139558,0.01197189,0.46176786,0.01707985,0.55340134,0.66602681,0.52666051
-4.75737869,1.76790092,0.01346609,0.51090565,0.01854682,0.57304837,0.72345512,0.57265684
-4.75137569,1.88050774,0.01505602,0.56195752,0.02010011,0.59464234,0.78304097,0.62098052
-4.74537269,1.99796702,0.01672838,0.61438939,0.02171488,0.61790361,0.84421114,0.67114484
-4.73936968,2.11883459,0.01846657,0.66758655,0.02336360,0.64250911,0.90631207,0.72257472
-4.73336668,2.24148800,0.02025085,0.72086260,0.02501655,0.66809470,0.96861858,0.77461360
-4.72736368,2.36415106,0.02205849,0.77347205,0.02664255,0.69425900,1.03034605,0.82653414
-4.72136068,2.48492642,0.02386425,0.82462629,0.02820963,0.72056874,1.09066584,0.87755254
-4.71535768,2.60183533,0.02564081,0.87351246,0.02968587,0.74656575,1.14872359,0.92684630
-4.70935468,2.71286400,0.02735945,0.91931467,0.03104028,0.77177575,1.20365989,0.97357479
-4.70335168,2.81601491,0.02899074,0.96123692,0.03224364,0.79571844,1.25463269,1.01690217
-4.69734867,2.90936140,0.03050538,0.99852651,0.03326935,0.81791901,1.30084042,1.05602160
-4.69134567,2.99110327,0.03187505,1.03049730,0.03409427,0.83792032,1.34154498,1.09017984
-4.68534267,3.05962114,0.03307325,1.05655157,0.03469937,0.85529557,1.37609359,1.11870125
-4.67933967,3.11352708,0.03407616,1.07619955,0.03507037,0.86966070,1.40393839,1.14101001
-4.67333667,3.15170908,0.03486346,1.08907574,0.03519814,0.88068603,1.42465290,1.15664964
-4.66733367,3.17336734,0.03541893,1.09495118,0.03507897,0.88810658,1.43794455,1.16529877
-4.66133067,3.17804046,0.03573108,1.09374116,0.03471469,0.89173048,1.44366270,1.16678261
-4.65532766,3.16562038,0.03579350,1.08550783,0.03411251,0.89144521,1.44180159,1.16107931
-4.64932466,3.13635522,0.03560509,1.07045790,0.03328480,0.88722112,1.43249827,1.14832121
-4.64332166,3.09084005,0.03517009,1.04893518,0.03224861,0.87911226,1.41602564,1.12879062
-4.63731866,3.02999597,0.03449791,1.02140868,0.03102507,0.86725441,1.39278083,1.10291071
-4.63131566,2.95503883,0.03360281,0.98845667,0.02963872,0.85186048,1.36326977,1.07123169
-4.62531266,2.86743899,0.03250338,0.95074755,0.02811665,0.83321349,1.32808866,1.03441314
-4.61930965,2.76887436,0.03122189,0.90901847,0.02648774,0.81165760,1.28790336,0.99320331
-4.61330665,2.66117890,0.02978356,0.86405263,0.02478179,0.78758763,1.24342768,0.94841638
-4.60730365,2.54628907,0.02821573,0.81665638,0.02302867,0.76143760,1.19540169,0.90090863
-4.60130065,2.42619050,0.02654698,0.76763692,0.02125762,0.73366879,1.14457103,0.85155468
-4.59529765,2.30286719,0.02480631,0.71778168,0.01949656,0.70475800,1.09166801,0.80122463
-4.58929465,2.17825507,0.02302229,0.66783996,0.01777153,0.67518623,1.03739534,0.75076296
-4.58329165,2.05420140,0.02122231,0.61850740,0.01610631,0.64542842,0.98241281,0.70096988
-4.57728864,1.93243102,0.01943196,0.57041374,0.01452205,0.61594439,0.92732741,0.65258561
-4.57128564,1.81452014,0.01767447,0.52411398,0.01303715,0.58717114,0.87268683,0.60627791
-4.56528264,1.70187752,0.01597028,0.48008292,0.01166725,0.55951672,0.81897614,0.56263287
-4.55927964,1.59573298,0.01433683,0.43871287,0.01042521,0.53335553,0.76661761,0.52214898
-4.55327664,1.49713238,0.01278832,0.40031430,0.00932136,0.50902495,0.71597289,0.48523429
-4.54727364,1.40693820,0.01133579,0.36511891,0.00836368,0.48682326,0.66734725,0.45220612
-4.54127064,1.32583475,0.00998713,0.33328456,0.00755808,0.46700848,0.62099523,0.42329320
-4.53526763,1.25433665,0.00874733,0.30490175,0.00690869,0.44979805,0.57712709,0.39863948
-4.52926463,1.19279977,0.00761868,0.28000086,0.00641820,0.43536912,0.53591562,0.37830946
-4.52326163,1.14143338,0.00660115,0.25855990,0.00608806,0.42385930,0.49750265,0.36229433
-4.51725863,1.10031295,0.00569272,0.24051211,0.00591876,0.41536768,0.46200517,0.35051874
-4.51125563,1.06939275,0.00488972,0.22575337,0.00591002,0.40995619,0.42952053,0.34284786
-4.50525263,1.04851806,0.00418726,0.21414886,0.00606083,0.40765106,0.40013076,0.33909447
-4.49924962,1.03743670,0.00357952,0.20553913,0.00636960,0.40844458,0.37390579,0.33902593
-4.49324662,1.03580984,0.00306015,0.19974517,0.00683405,0.41229711,0.35090574,0.34237101
-4.48724362,1.04322229,0.00262252,0.19657286,0.00745122,0.41913939,0.33118235,0.34882651
-4.48124062,1.05919244,0.00225997,0.19581656,0.00821730,0.42887516,0.31477953,0.35806372
-4.47523762,1.08318206,0.00196608,0.19726221,0.00912748,0.44138431,0.30173347,0.36973474
-4.46923462,1.11460627,0.00173478,0.20068987,0.01017583,0.45652625,0.29207220,0.38347866
-4.46323162,1.15284380,0.00156053,0.20587605,0.01135511,0.47414386,0.28581499,0.39892775
-4.45722861,1.19724762,0.00143844,0.21259588,0.01265665,0.49406758,0.28297153,0.41571353
-4.45122561,1.24715608,0.00136425,0.22062528,0.01407029,0.51611988,0.28354109,0.43347280
-4.44522261,1.30190423,0.00133449,0.22974322,0.01558437,0.54011967,0.28751164,0.45185356
-4.43921961,1.36083537,0.00134642,0.23973418,0.01718576,0.56588672,0.29485912,0.47052063
-4.43321661,1.42331231,0.00139806,0.25039084,0.01886012,0.59324577,0.30554661,0.48916106
-4.42721361,1.48872814,0.00148819,0.26151686,0.02059207,0.62203016,0.31952358,0.50748898
-4.42121061,1.55651611,0.00161629,0.27292996,0.02236561,0.65208488,0.33672518,0.52524998
-4.41520760,1.62615811,0.00178256,0.28446497,0.02416456,0.68326876,0.35707146,0.54222469
-4.40920460,1.69719158,0.00198784,0.29597689,0.02597312,0.71545574,0.38046652,0.55823164
-4.40320160,1.76921435,0.00223354,0.30734379,0.02777638,0.74853514,0.40679771,0.57312918
-4.39719860,1.84188732,0.00252160,0.31846946,0.02956102,0.78241078,0.43593473,0.58681646
-4.39119560,1.91493467,0.00285439,0.32928562,0.03131584,0.81699906,0.46772886,0.59923354
-4.38519260,1.98814173,0.00323461,0.33975368,0.03303236,0.85222604,0.50201219,0.61036048
-4.37918959,2.06135037,0.00366515,0.34986575,0.03470530,0.88802347,0.53859704,0.62021562
-4.37318659,2.13445210,0.00414898,0.35964499,0.03633295,0.92432413,0.57727559,0.62885306
-4.36718359,2.20737916,0.00468893,0.36914519,0.03791739,0.96105646,0.61781986,0.63635943
-4.36118059,2.28009383,0.00528757,0.37844938,0.03946453,0.99813886,0.65998193,0.64285010
-4.35517759,2.35257629,0.00594696,0.38766761,0.04098402,1.03547378,0.70349470,0.64846487
-4.34917459,2.42481158,0.00666845,0.39693381,0.04248887,1.07294198,0.74807290,0.65336336
-4.34317159,2.49677592,0.00745246,0.40640176,0.04399490,1.11039713,0.79341466,0.65772003
-4.33716858,2.56842305,0.00829825,0.41624015,0.04552009,1.14766115,0.83920326,0.66171901
-4.33116558,2.63967092,0.00920375,0.42662690,0.04708357,1.18452050,0.88510941,0.66554885
-4.32516258,2.71038936,0.01016534,0.43774272,0.04870469,1.22072374,0.93079355,0.66939700
-4.31915958,2.78038904,0.01117772,0.44976405,0.05040186,1.25598059,0.97590845,0.67344438
-4.31315658,2.84941236,0.01223380,0.46285561,0.05219137,1.28996261,1.02010188,0.67785980
-4.30715358,2.91712643,0.01332467,0.47716252,0.05408627,1.32230583,1.06301921,0.68279443
