energy_ev,total_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.78989495,0.84001969,0.00602347,0.00000000,0.43231888,0.19033235,0.02935623,0.08227526,0.01313779,0.30212584
-5.78389195,0.88246011,0.00627282,0.00000000,0.47283675,0.20538005,0.02633704,0.09200449,0.01284781,0.30816284
-5.77788894,0.93019970,0.00656248,0.00000000,0.51635660,0.22152217,0.02350662,0.10224923,0.01264151,0.31626130
-5.77188594,0.98278196,0.00688966,0.00000000,0.56258337,0.23861682,0.02087339,0.11293331,0.01251832,0.32632137
-5.76588294,1.03961020,0.00725062,0.00000000,0.61113834,0.25648936,0.01844253,0.12396468,0.01247568,0.33819490
-5.75987994,1.09995201,0.00764061,0.00000000,0.66156090,0.27493407,0.01621589,0.13523620,0.01250909,0.35168593
-5.75387694,1.16294902,0.00805394,0.00000000,0.71331310,0.29371708,0.01419214,0.14662704,0.01261214,0.36655284
-5.74787394,1.22763139,0.00848413,0.00000000,0.76578687,0.31258054,0.01236699,0.15800444,0.01277669,0.38251224
-5.74187094,1.29293685,0.00892392,0.00000000,0.81831388,0.33124770,0.01073348,0.16922612,0.01299304,0.39924435
-5.73586793,1.35773351,0.00936552,0.00000000,0.87017788,0.34942904,0.00928241,0.18014304,0.01325020,0.41639982
-5.72986493,1.42084582,0.00980072,0.00000000,0.92062917,0.36682892,0.00800276,0.19060253,0.01353621,0.43360759
-5.72386193,1.48108281,0.01022111,0.00000000,0.96890077,0.38315288,0.00688217,0.20045175,0.01383844,0.45048372
-5.71785893,1.53726751,0.01061827,0.00000000,1.01422595,0.39811497,0.00590736,0.20954126,0.01414395,0.46664074
-5.71185593,1.58826677,0.01098398,0.00000000,1.05585654,0.41144517,0.00506458,0.21772867,0.01443984,0.48169726
-5.70585293,1.63302029,0.01131042,0.00000000,1.09308137,0.42289644,0.00434002,0.22488227,0.01471356,0.49528762
-5.69984992,1.67056799,0.01159042,0.00000000,1.12524441,0.43225120,0.00372014,0.23088437,0.01495331,0.50707110
-5.69384692,1.70007480,0.01181755,0.00000000,1.15176184,0.43932711,0.00319196,0.23563447,0.01514825,0.51674055
-5.68784392,1.72085200,0.01198637,0.00000000,1.17213763,0.44398178,0.00274329,0.23905188,0.01528882,0.52403012
-5.68184092,1.73237452,0.01209253,0.00000000,1.18597693,0.44611646,0.00236290,0.24107798,0.01536694,0.52872179
-5.67583792,1.73429358,0.01213289,0.00000000,1.19299694,0.44567834,0.00204060,0.24167774,0.01537619,0.53065061
-5.66983492,1.72644436,0.01210556,0.00000000,1.19303482,0.44266172,0.00176732,0.24084072,0.01531193,0.52970840
-5.66383192,1.70884840,0.01200999,0.00000000,1.18605224,0.43710766,0.00153512,0.23858135,0.01517134,0.52584589
-5.65782891,1.68171090,0.01184694,0.00000000,1.17213656,0.42910250,0.00133714,0.23493852,0.01495350,0.51907311
-5.65182591,1.64541290,0.01161844,0.00000000,1.15149843,0.41877501,0.00116754,0.22997449,0.01465926,0.50945824
-5.64582291,1.60049871,0.01132776,0.00000000,1.12446606,0.40629254,0.00102145,0.22377320,0.01429125,0.49712479
-5.63981991,1.54765923,0.01097924,0.00000000,1.09147606,0.39185615,0.00089482,0.21643801,0.01385366,0.48224725
-5.63381691,1.48771157,0.01057822,0.00000000,1.05306147,0.37569495,0.00078438,0.20808890,0.01335213,0.46504554
-5.62781391,1.42157584,0.01013085,0.00000000,1.00983729,0.35805992,0.00068747,0.19885934,0.01279351,0.44577821
-5.62181091,1.35024990,0.00964393,0.00000000,0.96248388,0.33921732,0.00060197,0.18889283,0.01218564,0.42473484
-5.61580790,1.27478294,0.00912474,0.00000000,0.91172913,0.31944203,0.00052622,0.17833933,0.01153709,0.40222783
-5.60980490,1.19624881,0.00858079,0.00000000,0.85832968,0.29901084,0.00045889,0.16735159,0.01085692,0.37858382
-5.60380190,1.11571985,0.00801970,0.00000000,0.80305215,0.27819619,0.00039895,0.15608160,0.01015442,0.35413518
-5.59779890,1.03424222,0.00744898,0.00000000,0.74665482,0.25726027,0.00034557,0.14467722,0.00943885,0.32921164
-5.59179590,0.95281331,0.00687586,0.00000000,0.68987046,0.23644978,0.00029807,0.13327908,0.00871921,0.30413257
-5.58579290,0.87236191,0.00630715,0.00000000,0.63339077,0.21599146,0.00025590,0.12201790,0.00800404,0.27919994
-5.57978989,0.79373165,0.00574908,0.00000000,0.57785296,0.19608849,0.00021858,0.11101221,0.00730125,0.25469224
-5.57378689,0.71766794,0.00520723,0.00000000,0.52382877,0.17691776,0.00018569,0.10036661,0.00661793,0.23085956
-5.56778389,0.64480879,0.00468645,0.00000000,0.47181615,0.15862815,0.00015685,0.09017050,0.00596029,0.20791981
-5.56178089,0.57567936,0.00419077,0.00000000,0.42223373,0.14133964,0.00013170,0.08049736,0.00533355,0.18605622
-5.55577789,0.51069019,0.00372342,0.00000000,0.37541803,0.12514337,0.00010989,0.07140458,0.00474190,0.16541606
-5.54977489,0.45013884,0.00328680,0.00000000,0.33162336,0.11010245,0.00009112,0.06293367,0.00418852,0.14611054
-5.54377189,0.39421467,0.00288252,0.00000000,0.29102408,0.09625353,0.00007506,0.05511097,0.00367558,0.12821579
-5.53776888,0.34300613,0.00251146,0.00000000,0.25371900,0.08360882,0.00006142,0.04794868,0.00320430,0.11177474
-5.53176588,0.29651023,0.00217380,0.00000000,0.21973755,0.07215872,0.00004993,0.04144622,0.00277504,0.09679989
-5.52576288,0.25464351,0.00186914,0.00000000,0.18904725,0.06187463,0.00004031,0.03559176,0.00238738,0.08327650
-5.51975988,0.21725401,0.00159654,0.00000000,0.16156218,0.05271205,0.00003232,0.03036389,0.00204022,0.07116639
-5.51375688,0.18413380,0.00135463,0.00000000,0.13715194,0.04461367,0.00002573,0.02573339,0.00173190,0.06041184
-5.50775388,0.15503136,0.00114171,0.00000000,0.11565077,0.03751243,0.00002034,0.02166498,0.00146031,0.05093960
-5.50175088,0.12966369,0.00095582,0.00000000,0.09686652,0.03133448,0.00001597,0.01811897,0.00122304,0.04266485
-5.49574787,0.10772748,0.00079484,0.00000000,0.08058909,0.02600182,0.00001245,0.01505287,0.00101740,0.03549490
-5.48974487,0.08890934,0.00065655,0.00000000,0.06659821,0.02143476,0.00000964,0.01242280,0.00084062,0.02933264
-5.48374187,0.07289473,0.00053870,0.00000000,0.05467033,0.01755403,0.00000741,0.01018471,0.00068985,0.02407954
-5.47773887,0.05937557,0.00043909,0.00000000,0.04458456,0.01428249,0.00000565,0.00829551,0.00056229,0.01963832
-5.47173587,0.04805642,0.00035557,0.00000000,0.03612760,0.01154661,0.00000428,0.00671385,0.00045522,0.01591506
-5.46573287,0.03865936,0.00028614,0.00000000,0.02909765,0.00927749,0.00000322,0.00540086,0.00036607,0.01282096
-5.45972986,0.03092756,0.00022892,0.00000000,0.02330732,0.00741170,0.00000241,0.00432063,0.00029244,0.01027363
-5.45372686,0.02462767,0.00018221,0.00000000,0.01858577,0.00589176,0.00000179,0.00344053,0.00023212,0.00819803
-5.44772386,0.01955125,0.00014447,0.00000000,0.01477994,0.00466638,0.00000131,0.00273142,0.00018312,0.00652704
-5.44172086,0.01551530,0.00011436,0.00000000,0.01175526,0.00369056,0.00000096,0.00216774,0.00014369,0.00520174
-5.43571786,0.01236219,0.00009069,0.00000000,0.00939567,0.00292547,0.00000070,0.00172745,0.00011225,0.00417150
-5.42971486,0.00995894,0.00007248,0.00000000,0.00760339,0.00233827,0.00000050,0.00139199,0.00008746,0.00339384
-5.42371186,0.00819627,0.00005889,0.00000000,0.00629827,0.00190176,0.00000036,0.00114610,0.00006818,0.00283418
-5.41770885,0.00698729,0.00004926,0.00000000,0.00541700,0.00159407,0.00000026,0.00097764,0.00005344,0.00246552
-5.41170585,0.00626610,0.00004307,0.00000000,0.00491213,0.00139826,0.00000018,0.00087745,0.00004244,0.00226803
-5.40570285,0.00598637,0.00003992,0.00000000,0.00475112,0.00130194,0.00000013,0.00083906,0.00003455,0.00222863
-5.39969985,0.00611978,0.00003957,0.00000000,0.00491524,0.00129686,0.00000009,0.00085856,0.00002923,0.00234056
-5.39369685,0.00665465,0.00004187,0.00000000,0.00539862,0.00137857,0.00000006,0.00093435,0.00002611,0.00260294
-5.38769385,0.00759444,0.00004678,0.00000000,0.00620715,0.00154602,0.00000004,0.00106695,0.00002490,0.00302033
-5.38169085,0.00895636,0.00005436,0.00000000,0.00735749,0.00180124,0.00000003,0.00125882,0.00002538,0.00360228
-5.37568784,0.01076990,0.00006473,0.00000000,0.00887591,0.00214895,0.00000002,0.00151412,0.00002743,0.00436283
-5.36968484,0.01307531,0.00007811,0.00000000,0.01079721,0.00259626,0.00000002,0.00183854,0.00003099,0.00531999
-5.36368184,0.01592195,0.00009477,0.00000000,0.01316337,0.00315224,0.00000002,0.00223904,0.00003605,0.00649517
-5.35767884,0.01936646,0.00011502,0.00000000,0.01602214,0.00382756,0.00000002,0.00272359,0.00004263,0.00791246
-5.35167584,0.02347070,0.00013922,0.00000000,0.01942540,0.00463403,0.00000003,0.00330091,0.00005080,0.00959789
-5.34567284,0.02829945,0.00016773,0.00000000,0.02342725,0.00558416,0.00000004,0.00398011,0.00006065,0.01157848
-5.33966983,0.03391776,0.00020094,0.00000000,0.02808189,0.00669056,0.00000005,0.00477035,0.00007227,0.01388127
-5.33366683,0.04038809,0.00023920,0.00000000,0.03344127,0.00796539,0.00000008,0.00568042,0.00008577,0.01653207
-5.32766383,0.04776709,0.00028286,0.00000000,0.03955243,0.00941973,0.00000011,0.00671829,0.00010124,0.01955428
-5.32166083,0.05610226,0.00033217,0.00000000,0.04645476,0.01106289,0.00000017,0.00789065,0.00011877,0.02296745
-5.31565783,0.06542836,0.00038735,0.00000000,0.05417702,0.01290168,0.00000025,0.00920240,0.00013842,0.02678586
-5.30965483,0.07576394,0.00044850,0.00000000,0.06273447,0.01493978,0.00000036,0.01065616,0.00016022,0.03101710
-5.30365183,0.08710785,0.00051560,0.00000000,0.07212596,0.01717700,0.00000052,0.01225177,0.00018416,0.03566063
-5.29764882,0.09943615,0.00058851,0.00000000,0.08233137,0.01960868,0.00000075,0.01398589,0.00021020,0.04070652
-5.29164582,0.11269938,0.00066691,0.00000000,0.09330932,0.02222520,0.00000107,0.01585158,0.00023821,0.04613433
-5.28564282,0.12682063,0.00075035,0.00000000,0.10499551,0.02501155,0.00000151,0.01783805,0.00026803,0.05191226
-5.27963982,0.14169428,0.00083818,0.00000000,0.11730171,0.02794712,0.00000213,0.01993049,0.00029944,0.05799670
-5.27363682,0.15718588,0.00092957,0.00000000,0.13011552,0.03100570,0.00000297,0.02211004,0.00033216,0.06433206
-5.26763382,0.17313315,0.00102354,0.00000000,0.14330119,0.03415568,0.00000412,0.02435394,0.00036582,0.07085121
-5.26163082,0.18934818,0.00111894,0.00000000,0.15670132,0.03736051,0.00000568,0.02663584,0.00040004,0.07747633
-5.25562781,0.20562099,0.00121446,0.00000000,0.17013979,0.04057943,0.00000777,0.02892633,0.00043436,0.08412030
-5.24962481,0.22172438,0.00130871,0.00000000,0.18342555,0.04376846,0.00001056,0.03119360,0.00046829,0.09068867
-5.24362181,0.23741990,0.00140019,0.00000000,0.19635755,0.04688159,0.00001423,0.03340427,0.00050134,0.09708198
-5.23761881,0.25246498,0.00148736,0.00000000,0.20873044,0.04987224,0.00001905,0.03552446,0.00053296,0.10319868
-5.23161581,0.26662084,0.00156869,0.00000000,0.22034097,0.05269487,0.00002532,0.03752085,0.00056266,0.10893826
-5.22561281,0.27966095,0.00164269,0.00000000,0.23099487,0.05530669,0.00003342,0.03936192,0.00058992,0.11420462
-5.21960980,0.29137976,0.00170798,0.00000000,0.24051386,0.05766937,0.00004378,0.04101917,0.00061431,0.11890959
-5.21360680,0.30160126,0.00176328,0.00000000,0.24874258,0.05975086,0.00005695,0.04246834,0.00063543,0.12297635
-5.20760380,0.31018709,0.00180755,0.00000000,0.25555515,0.06152694,0.00007355,0.04369055,0.00065296,0.12634265
-5.20160080,0.31704369,0.00183994,0.00000000,0.26086093,0.06298273,0.00009432,0.04467335,0.00066668,0.12896371
-5.19559780,0.32212828,0.00185988,0.00000000,0.26460933,0.06411380,0.00012008,0.04541154,0.00067645,0.13081462
-5.18959480,0.32545329,0.00186707,0.00000000,0.26679340,0.06492713,0.00015180,0.04590784,0.00068228,0.13189208
-5.18359180,0.32708894,0.00186153,0.00000000,0.26745198,0.06544152,0.00019053,0.04617323,0.00068425,0.13221557
-5.17758879,0.32716396,0.00184357,0.00000000,0.26667024,0.06568770,0.00023745,0.04622709,0.00068259,0.13182760
-5.17158579,0.32586422,0.00181382,0.00000000,0.26457873,0.06570799,0.00029383,0.04609704,0.00067763,0.13079334
-5.16558279,0.32342933,0.00177320,0.00000000,0.26135073,0.06555545,0.00036104,0.04581843,0.00066982,0.12919935
-5.15957979,0.32014738,0.00172292,0.00000000,0.25719822,0.06529270,0.00044050,0.04543367,0.00065967,0.12715167
-5.15357679,0.31634796,0.00166442,0.00000000,0.25236648,0.06499029,0.00053368,0.04499123,0.00064781,0.12477330
-5.14757379,0.31239378,0.00159938,0.00000000,0.24712769,0.06472477,0.00064207,0.04454451,0.00063491,0.12220111
-5.14157079,0.30867124,0.00152964,0.00000000,0.24177368,0.06457649,0.00076710,0.04415052,0.00062168,0.11958246
-5.13556778,0.30558039,0.00145721,0.00000000,0.23660835,0.06462724,0.00091014,0.04386852,0.00060884,0.11707157
-5.12956478,0.30352474,0.00138423,0.00000000,0.23193991,0.06495779,0.00107244,0.04375862,0.00059712,0.11482597
-5.12356178,0.30290136,0.00131291,0.00000000,0.22807349,0.06564547,0.00125507,0.04388042,0.00058723,0.11300303
-5.11755878,0.30409174,0.00124556,0.00000000,0.22530430,0.06676189,0.00145886,0.04429179,0.00057980,0.11175683
-5.11155578,0.30745391,0.00118453,0.00000000,0.22391177,0.06837086,0.00168438,0.04504786,0.00057542,0.11123559
-5.10555278,0.31331610,0.00113224,0.00000000,0.22415488,0.07052665,0.00193189,0.04620014,0.00057458,0.11157964
-5.09954977,0.32197228,0.00109118,0.00000000,0.22626894,0.07327268,0.00220128,0.04779602,0.00057770,0.11292011
-5.09354677,0.33367986,0.00106389,0.00000000,0.23046380,0.07664069,0.00249207,0.04987851,0.00058507,0.11537837
-5.08754377,0.34865951,0.00105302,0.00000000,0.23692379,0.08065037,0.00280340,0.05248631,0.00059690,0.11906626
-5.08154077,0.36709713,0.00106134,0.00000000,0.24580901,0.08530959,0.00313406,0.05565417,0.00061327,0.12408696
-5.07553777,0.38914788,0.00109177,0.00000000,0.25725813,0.09061522,0.00348245,0.05941352,0.00063420,0.13053654
-5.06953477,0.41494178,0.00114740,0.00000000,0.27139222,0.09655432,0.00384672,0.06379327,0.00065960,0.13850596
-5.06353177,0.44459061,0.00123154,0.00000000,0.28831943,0.10310590,0.00422473,0.06882082,0.00068931,0.14808326
-5.05752876,0.47819543,0.00134768,0.00000000,0.30814001,0.11024294,0.00461422,0.07452307,0.00072314,0.15935594
-5.05152576,0.51585407,0.00149957,0.00000000,0.33095125,0.11793468,0.00501285,0.08092734,0.00076086,0.17241297
-5.04552276,0.55766796,0.00169114,0.00000000,0.35685179,0.12614900,0.00541828,0.08806216,0.00080223,0.18734637
-5.03951976,0.60374728,0.00192648,0.00000000,0.38594478,0.13485464,0.00582833,0.09595773,0.00084703,0.20425200
-5.03351676,0.65421399,0.00220979,0.00000000,0.41833948,0.14402322,0.00624101,0.10464597,0.00089508,0.22322925
-5.02751376,0.70920176,0.00254529,0.00000000,0.45415064,0.15363090,0.00665463,0.11416004,0.00094625,0.24437951
-5.02151076,0.76885246,0.00293711,0.00000000,0.49349555,0.16365936,0.00706788,0.12453329,0.00100047,0.26780315
-5.01550775,0.83330863,0.00338910,0.00000000,0.53648830,0.17409613,0.00747983,0.13579752,0.00105778,0.29359500
-5.00950475,0.90270194,0.00390471,0.00000000,0.58323141,0.18493421,0.00788996,0.14798061,0.00111825,0.32183824
-5.00350175,0.97713770,0.00448679,0.00000000,0.63380472,0.19617072,0.00829813,0.16110355,0.00118208,0.35259688
-4.99749875,1.05667572,0.00513734,0.00000000,0.68825206,0.20780486,0.00870452,0.17517691,0.00124949,0.38590711
-4.99149575,1.14130848,0.00585732,0.00000000,0.74656601,0.21983505,0.00910954,0.19019694,0.00132077,0.42176763
-4.98549275,1.23093746,0.00664643,0.00000000,0.80867171,0.23225547,0.00951370,0.20614145,0.00139622,0.46012975
-4.97948974,1.32534893,0.00750287,0.00000000,0.87441044,0.24505218,0.00991746,0.22296574,0.00147614,0.50088752
-4.97348674,1.42419083,0.00842321,0.00000000,0.94352396,0.25819903,0.01032108,0.24059879,0.00156076,0.54386863
-4.96748374,1.52695225,0.00940218,0.00000000,1.01564096,0.27165363,0.01072443,0.25894006,0.00165025,0.58882679
-4.96148074,1.63294726,0.01043260,0.00000000,1.09026643,0.28535371,0.01112685,0.27785708,0.00174463,0.63543609
-4.95547774,1.74130462,0.01150533,0.00000000,1.16677524,0.29921411,0.01152698,0.29718418,0.00184379,0.68328808
-4.94947474,1.85096483,0.01260932,0.00000000,1.24441073,0.31312477,0.01192267,0.31672256,0.00194739,0.73189205
-4.94347174,1.96068563,0.01373166,0.00000000,1.32228917,0.32694980,0.01231087,0.33624182,0.00205489,0.78067890
-4.93746873,2.06905662,0.01485782,0.00000000,1.39941033,0.34052802,0.01268763,0.35548312,0.00216551,0.82900879
-4.93146573,2.17452326,0.01597185,0.00000000,1.47467453,0.35367489,0.01304810,0.37416390,0.00227820,0.87618269
-4.92546273,2.27541993,0.01705679,0.00000000,1.54690578,0.36618597,0.01338664,0.39198422,0.00239168,0.92145752
-4.91945973,2.37001124,0.01809501,0.00000000,1.61488046,0.37784181,0.01369695,0.40863433,0.00250444,0.96406457
-4.91345673,2.45654009,0.01906868,0.00000000,1.67736065,0.38841412,0.01397225,0.42380340,0.00261476,1.00323055
-4.90745373,2.53328080,0.01996032,0.00000000,1.73313068,0.39767294,0.01420552,0.43718901,0.00272077,1.03820041
-4.90145073,2.59859487,0.02075323,0.00000000,1.78103561,0.40539454,0.01438979,0.44850694,0.00282047,1.06826116
-4.89544772,2.65098701,0.02143208,0.00000000,1.82001969,0.41136964,0.01451839,0.45750088,0.00291183,1.09276533
-4.88944472,2.68915861,0.02198335,0.00000000,1.84916319,0.41541159,0.01458528,0.46395157,0.00299281,1.11115337
-4.88344172,2.71205632,0.02239580,0.00000000,1.86771579,0.41736397,0.01458530,0.46768496,0.00306147,1.12297361
-4.87743872,2.71891301,0.02266083,0.00000000,1.87512480,0.41710746,0.01451446,0.46857893,0.00311601,1.12789897
-4.87143572,2.70927927,0.02277277,0.00000000,1.87105697,0.41456524,0.01437011,0.46656831,0.00315486,1.12573957
-4.86543272,2.68304372,0.02272912,0.00000000,1.85541264,0.40970708,0.01415115,0.46164782,0.00317671,1.11645057
-4.85942971,2.64044110,0.02253057,0.00000000,1.82833166,0.40255147,0.01385809,0.45387295,0.00318061,1.10013489
-4.85342671,2.58204780,0.02218103,0.00000000,1.79019059,0.39316603,0.01349309,0.44335850,0.00316594,1.07704068
-4.84742371,2.50876489,0.02168746,0.00000000,1.74159155,0.38166591,0.01305994,0.43027516,0.00313251,1.04755360
-4.84142071,2.42178972,0.02105966,0.00000000,1.68334308,0.36821052,0.01256395,0.41484396,0.00308051,1.01218434
-4.83541771,2.32257726,0.02030992,0.00000000,1.61643408,0.35299848,0.01201178,0.39732916,0.00301055,0.97155205
-4.82941471,2.21279339,0.01945263,0.00000000,1.54200208,0.33626133,0.01141122,0.37802972,0.00292360,0.92636434
-4.82341171,2.09426200,0.01850379,0.00000000,1.46129721,0.31825612,0.01077096,0.35726987,0.00282100,0.87739491
-4.81740870,1.96890875,0.01748056,0.00000000,1.37564383,0.29925735,0.01010031,0.33538917,0.00270441,0.82545981
-4.81140570,1.83870364,0.01640068,0.00000000,1.28640111,0.27954857,0.00940885,0.31273247,0.00257570,0.77139327
-4.80540270,1.70560514,0.01528199,0.00000000,1.19492464,0.25941407,0.00870623,0.28964032,0.00243696,0.71602427
-4.79939970,1.57150791,0.01414198,0.00000000,1.10253028,0.23913099,0.00800180,0.26643994,0.00229042,0.66015466
-4.79339670,1.43819610,0.01299728,0.00000000,1.01046171,0.21896216,0.00730443,0.24343745,0.00213832,0.60453963
-4.78739370,1.30730373,0.01186336,0.00000000,0.91986273,0.19914993,0.00662224,0.22091121,0.00198294,0.54987116
-4.78139070,1.18028326,0.01075415,0.00000000,0.83175506,0.17991112,0.00596248,0.19910672,0.00182646,0.49676491
-4.77538769,1.05838285,0.00968185,0.00000000,0.74702198,0.16143333,0.00533133,0.17823305,0.00167095,0.44575071
-4.76938469,0.94263252,0.00865675,0.00000000,0.66639810,0.14387249,0.00473390,0.15846078,0.00151830,0.39726683
-4.76338169,0.83383887,0.00768717,0.00000000,0.59046498,0.12735176,0.00417411,0.13992147,0.00137021,0.35165772
-4.75737869,0.73258773,0.00677944,0.00000000,0.51965213,0.11196160,0.00365479,0.12270841,0.00122813,0.30917514
-4.75137569,0.63925368,0.00593798,0.00000000,0.45424291,0.09776098,0.00317763,0.10687860,0.00109324,0.26998212
-4.74537269,0.55401547,0.00516537,0.00000000,0.39438447,0.08477940,0.00274335,0.09245561,0.00096650,0.23415934
-4.73936968,0.47687579,0.00446255,0.00000000,0.34010084,0.07301976,0.00235173,0.07943328,0.00084858,0.20171337
-4.73336668,0.40768428,0.00382900,0.00000000,0.29130835,0.06246160,0.00200179,0.06777978,0.00073993,0.17258631
-4.72736368,0.34616233,0.00326295,0.00000000,0.24783237,0.05306480,0.00169188,0.05744202,0.00064074,0.14666605
-4.72136068,0.29192855,0.00276161,0.00000000,0.20942470,0.04477332,0.00141982,0.04835009,0.00055101,0.12379700
-4.71535768,0.24452377,0.00232138,0.00000000,0.17578077,0.03751893,0.00118307,0.04042161,0.00047058,0.10379046
-4.70935468,0.20343480,0.00193807,0.00000000,0.14655599,0.03122481,0.00097880,0.03356579,0.00039911,0.08643465
-4.70335168,0.16811614,0.00160711,0.00000000,0.12138097,0.02580880,0.00080404,0.02768712,0.00033614,0.07150375
-4.69734867,0.13800922,0.00132372,0.00000000,0.09987497,0.02118637,0.00065580,0.02268864,0.00028115,0.05876607
-4.69134567,0.11255889,0.00108308,0.00000000,0.08165759,0.01727306,0.00053108,0.01847468,0.00023352,0.04799099
-4.68534267,0.09122701,0.00088044,0.00000000,0.06635854,0.01398661,0.00042702,0.01495312,0.00019262,0.03895471
-4.67933967,0.07350314,0.00071124,0.00000000,0.05362535,0.01124858,0.00034090,0.01203716,0.00015777,0.03144485
-4.67333667,0.05891257,0.00057120,0.00000000,0.04312939,0.00898555,0.00027022,0.00964660,0.00012833,0.02526393
-4.66733367,0.04702184,0.00045636,0.00000000,0.03457004,0.00712996,0.00021266,0.00770875,0.00010365,0.02023176
-4.66133067,0.03744213,0.00036312,0.00000000,0.02767742,0.00562061,0.00016617,0.00615892,0.00008314,0.01618698
-4.65532766,0.02983074,0.00028829,0.00000000,0.02221385,0.00440285,0.00012892,0.00494069,0.00006622,0.01298788
-4.64932466,0.02389117,0.00022905,0.00000000,0.01797421,0.00342855,0.00009930,0.00400582,0.00005238,0.01051247
-4.64332166,0.01937199,0.00018297,0.00000000,0.01478552,0.00265587,0.00007594,0.00331413,0.00004114,0.00865819
