energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.86193097,6.53446061,0.64702877,1.99654616,0.02412435,1.03888483,0.10492892,1.76753514,2.11630319,1.25677438
-5.85592796,6.53399761,0.64859007,2.01802933,0.02412174,1.02929215,0.10530119,1.76423213,2.10869362,1.24601542
-5.84992496,6.53043557,0.65034301,2.03948884,0.02412484,1.01820745,0.10548111,1.76078838,2.09989372,1.23329041
-5.84392196,6.52389146,0.65233087,2.06098598,0.02413796,1.00564042,0.10546486,1.75718095,2.08981324,1.21861570
-5.83791896,6.51466553,0.65461211,2.08265500,0.02416542,0.99163183,0.10525152,1.75342686,2.07840360,1.20204805
-5.83191596,6.50324215,0.65725970,2.10470175,0.02421138,0.97625446,0.10484320,1.74958491,2.06566291,1.18368563
-5.82591296,6.49028187,0.66035905,2.12739853,0.02427958,0.95961329,0.10424509,1.74575488,2.05163871,1.16366775
-5.81990995,6.47660501,0.66400485,2.15107531,0.02437323,0.94184474,0.10346549,1.74207415,2.03642838,1.14217353
-5.81390695,6.46316783,0.66829684,2.17610798,0.02449477,0.92311516,0.10251562,1.73871207,2.02017714,1.11941936
-5.80790395,6.45103252,0.67333492,2.20290423,0.02464581,0.90361848,0.10140952,1.73586229,2.00307415,1.09565529
-5.80190095,6.44133273,0.67921375,2.23188779,0.02482698,0.88357319,0.10016375,1.73373376,1.98534672,1.07116054
-5.79589795,6.43523652,0.68601733,2.26348209,0.02503788,0.86321876,0.09879704,1.73254078,1.96725321,1.04623813
-5.78989495,6.43390869,0.69381390,2.29809394,0.02527708,0.84281157,0.09732994,1.73249291,1.94907505,1.02120895
-5.78389195,6.43847436,0.70265147,2.33609833,0.02554217,0.82262047,0.09578437,1.73378512,1.93110829,0.99640539
-5.77788894,6.44998543,0.71255429,2.37782471,0.02582981,0.80292220,0.09418316,1.73658904,1.91365519,0.97216476
-5.77188594,6.46939134,0.72352051,2.42354563,0.02613589,0.78399659,0.09254959,1.74104552,1.89701610,0.94882266
-5.76588294,6.49751504,0.73552125,2.47346781,0.02645566,0.76612181,0.09090694,1.74725898,1.88148217,0.92670650
-5.75987994,6.53503464,0.74850103,2.52772591,0.02678396,0.74956964,0.08927803,1.75529376,1.86732882,0.90612928
-5.75387694,6.58247081,0.76237952,2.58637897,0.02711538,0.73460081,0.08768478,1.76517245,1.85481038,0.88738377
-5.74787394,6.64017955,0.77705456,2.64940914,0.02744451,0.72146046,0.08614785,1.77687624,1.84415558,0.87073715
-5.74187094,6.70834949,0.79240618,2.71672254,0.02776614,0.71037375,0.08468629,1.79034688,1.83556420,0.85642611
-5.73586793,6.78700286,0.80830127,2.78815153,0.02807544,0.70154163,0.08331722,1.80549011,1.82920439,0.84465255
-5.72986493,6.87599886,0.82459865,2.86345811,0.02836810,0.69513671,0.08205554,1.82217997,1.82521071,0.83557978
-5.72386193,6.97503838,0.84115412,2.94233779,0.02864053,0.69129938,0.08091375,1.84026372,1.82368260,0.82932924
-5.71785893,7.08366901,0.85782521,3.02442353,0.02888983,0.69013411,0.07990173,1.85956676,1.82468314,0.82597782
-5.71185593,7.20128957,0.87447523,3.10928951,0.02911391,0.69170607,0.07902658,1.87989727,1.82823797,0.82555566
-5.70585293,7.32715373,0.89097654,3.19645450,0.02931146,0.69603810,0.07829253,1.90105028,1.83433422,0.82804466
-5.69984992,7.46037268,0.90721267,3.28538484,0.02948185,0.70310823,0.07770084,1.92281077,1.84291954,0.83337752
-5.69384692,7.59991709,0.92307936,3.37549722,0.02962509,0.71284781,0.07724975,1.94495594,1.85390123,0.84143757
-5.68784392,7.74461913,0.93848451,3.46616156,0.02974166,0.72514046,0.07693451,1.96725655,1.86714565,0.85205934
-5.68184092,7.89317547,0.95334709,3.55670439,0.02983241,0.73982198,0.07674737,1.98947744,1.88247808,0.86503017
-5.67583792,8.04415253,0.96759528,3.64641330,0.02989838,0.75668132,0.07667775,2.01137762,1.89968321,0.88009261
-5.66983492,8.19599511,0.98116403,3.73454290,0.02994065,0.77546290,0.07671234,2.03271000,1.91850665,0.89694806
-5.66383192,8.34703969,0.99399232,3.82032270,0.02996024,0.79587009,0.07683534,2.05322143,1.93865747,0.91526147
-5.65782891,8.49553328,1.00602056,3.90296737,0.02995798,0.81757019,0.07702877,2.07265310,1.95981215,0.93466712
-5.65182591,8.63965859,1.01718817,3.98168942,0.02993445,0.84020063,0.07727283,2.09074176,1.98161989,0.95477556
-5.64582291,8.77756559,1.02743190,4.05571442,0.02988993,0.86337648,0.07754632,2.10722212,2.00370935,0.97518151
-5.63981991,8.90740920,1.03668487,4.12429831,0.02982442,0.88669899,0.07782716,2.12183030,2.02569678,0.99547259
-5.63381691,9.02739242,1.04487662,4.18674654,0.02973769,0.90976494,0.07809294,2.13430870,2.04719522,1.01523869
-5.62781391,9.13581335,1.05193413,4.24243424,0.02962932,0.93217658,0.07832152,2.14441199,2.06782465,1.03408164
-5.62181091,9.23111459,1.05778380,4.29082657,0.02949884,0.95355170,0.07849169,2.15191420,2.08722250,1.05162502
-5.61580790,9.31193264,1.06235441,4.33149836,0.02934582,0.97353363,0.07858376,2.15661643,2.10505435,1.06752356
-5.60980490,9.37714526,1.06558065,4.36415191,0.02917000,0.99180057,0.07858022,2.15835497,2.12102408,1.08147200
-5.60380190,9.42591419,1.06740724,4.38863214,0.02897142,1.00807412,0.07846629,2.15700935,2.13488322,1.09321295
-5.59779890,9.45772125,1.06779310,4.40493798,0.02875047,1.02212648,0.07823045,2.15250975,2.14643898,1.10254349
-5.59179590,9.47239561,1.06671557,4.41322945,0.02850804,1.03378616,0.07786484,2.14484339,2.15556062,1.10932022
-5.58579290,9.47013084,1.06417411,4.41382987,0.02824552,1.04294198,0.07736564,2.13405958,2.16218385,1.11346265
-5.57978989,9.45149073,1.06019340,4.40722299,0.02796481,1.04954517,0.07673320,2.12027282,2.16631317,1.11495471
-5.57378689,9.41740336,1.05482555,4.39404499,0.02766832,1.05360960,0.07597214,2.10366397,2.16802203,1.11384441
-5.56778389,9.36914365,1.04815123,4.37507186,0.02735891,1.05521010,0.07509127,2.08447921,2.16745093,1.11024171
-5.56178089,9.30830532,1.04027969,4.35120256,0.02703977,1.05447916,0.07410338,2.06302670,2.16480355,1.10431466
-5.55577789,9.23676329,1.03134750,4.32343893,0.02671437,1.05160194,0.07302492,2.03967127,2.16034127,1.09628402
-5.54977489,9.15662859,1.02151625,4.29286315,0.02638627,1.04681018,0.07187551,2.01482705,2.15437626,1.08641667
-5.54377189,9.07019761,1.01096907,4.26061393,0.02605908,1.04037496,0.07067742,1.98894855,2.14726364,1.07501798
-5.53776888,8.97989798,0.99990634,4.22786237,0.02573627,1.03259885,0.06945495,1.96252044,2.13939285,1.06242356
-5.53176588,8.88823322,0.98854062,4.19578851,0.02542112,1.02380767,0.06823371,1.93604647,2.13117878,1.04899055
-5.52576288,8.79772825,0.97709114,4.16555947,0.02511661,1.01434214,0.06703997,1.91003802,2.12305277,1.03508894
-5.51975988,8.71087759,0.96577803,4.13830971,0.02482537,1.00454964,0.06589989,1.88500251,2.11545374,1.02109289
-5.51375688,8.63009754,0.95481653,4.11512398,0.02454969,0.99477634,0.06483890,1.86143224,2.10881964,1.00737256
-5.50775388,8.55768347,0.94441143,4.09702312,0.02429148,0.98535984,0.06388102,1.83979397,2.10357924,0.99428645
-5.50175088,8.49577281,0.93475199,4.08495261,0.02405233,0.97662240,0.06304827,1.82051937,2.10014431,0.98217437
-5.49574787,8.44631383,0.92600736,4.07977379,0.02383354,0.96886481,0.06236021,1.80399673,2.09890218,0.97135115
-5.48974487,8.41104011,0.91832288,4.08225713,0.02363619,0.96236099,0.06183350,1.79056393,2.10020859,0.96210116
-5.48374187,8.39145019,0.91181713,4.09307722,0.02346121,0.95735330,0.06148155,1.78050284,2.10438082,0.95467359
-5.47773887,8.38879173,0.90657994,4.11280879,0.02330942,0.95404840,0.06131430,1.77403505,2.11169103,0.94927846
-5.47173587,8.40404949,0.90267135,4.14192324,0.02318157,0.95261397,0.06133811,1.77131901,2.12235989,0.94608334
-5.46573287,8.43793636,0.90012146,4.18078512,0.02307842,0.95317587,0.06155563,1.77244841,2.13655050,0.94521083
-5.45972986,8.49088688,0.89893121,4.22964826,0.02300066,0.95581608,0.06196589,1.77745172,2.15436268,0.94673668
-5.45372686,8.56305270,0.89907391,4.28865123,0.02294897,0.96057123,0.06256434,1.78629283,2.17582790,0.95068855
-5.44772386,8.65429984,0.90049758,4.35781218,0.02292390,0.96743189,0.06334304,1.79887260,2.20090505,0.95704550
-5.44172086,8.76420774,0.90312778,4.43702322,0.02292587,0.97634256,0.06429087,1.81503125,2.22947719,0.96573816
-5.43571786,8.89207042,0.90687100,4.52604463,0.02295501,0.98720249,0.06539377,1.83455148,2.26134971,0.97664963
-5.42971486,9.03690001,0.91161828,4.62449948,0.02301114,0.99986732,0.06663509,1.85716223,2.29625012,0.98961720
-5.42371186,9.19743361,0.91724911,4.73186931,0.02309363,1.01415172,0.06799590,1.88254306,2.33382959,1.00443491
-5.41770885,9.37214388,0.92363529,4.84749166,0.02320132,1.02983290,0.06945539,1.91032900,2.37366662,1.02085693
-5.41170585,9.55925433,0.93064469,4.97056016,0.02333249,1.04665510,0.07099128,1.94011600,2.41527284,1.03860188
-5.40570285,9.75675992,0.93814487,5.10012794,0.02348478,1.06433497,0.07258024,1.97146674,2.45810087,1.05735801
-5.39969985,9.96245345,0.94600622,5.23511505,0.02365520,1.08256782,0.07419839,2.00391704,2.50155445,1.07678923
-5.39369685,10.17395822,0.95410481,5.37432046,0.02384017,1.10103457,0.07582172,2.03698263,2.54500041,1.09654191
-5.38769385,10.38876684,0.96232465,5.51643869,0.02403556,1.11940932,0.07742664,2.07016646,2.58778231,1.11625234
-5.38169085,10.60428604,0.97055948,5.66008141,0.02423680,1.13736728,0.07899041,2.10296636,2.62923548,1.13555466
-5.37568784,10.81788663,0.97871398,5.80380358,0.02443906,1.15459287,0.08049166,2.13488313,2.66870286,1.15408915
-5.36968484,11.02695788,0.98670448,5.94613366,0.02463732,1.17078777,0.08191081,2.16542885,2.70555140,1.17151054
-5.36368184,11.22896452,0.99445913,6.08560702,0.02482662,1.18567860,0.08323056,2.19413548,2.73918818,1.18749625
-5.35767884,11.42150494,1.00191765,6.22080149,0.02500222,1.19902409,0.08443620,2.22056337,2.76907600,1.20175415
-5.35167584,11.60236843,1.00903066,6.35037368,0.02515975,1.21062133,0.08551597,2.24430972,2.79474774,1.21402963
-5.34567284,11.76958925,1.01575865,6.47309461,0.02529542,1.22031104,0.08646127,2.26501657,2.81581894,1.22411182
-5.33966983,11.92149530,1.02207076,6.58788295,0.02540614,1.22798153,0.08726683,2.28237816,2.83199820,1.23183853
-5.33366683,12.05674909,1.02794325,6.69383441,0.02548962,1.23357126,0.08793076,2.29614728,2.84309502,1.23709991
-5.32766383,12.17437904,1.03335792,6.79024561,0.02554446,1.23706988,0.08845446,2.30614049,2.84902458,1.23984050
-5.32166083,12.27379920,1.03830035,6.87663127,0.02557018,1.23851770,0.08884246,2.31224165,2.84980945,1.24005969
-5.31565783,12.35481630,1.04275812,6.95273356,0.02556719,1.23800356,0.08910218,2.31440378,2.84557794,1.23781050
-5.30965483,12.41762306,1.04671902,7.01852293,0.02553673,1.23566126,0.08924351,2.31264887,2.83655930,1.23319666
-5.30365183,12.46277800,1.05016930,7.07419027,0.02548083,1.23166456,0.08927836,2.30706559,2.82307568,1.22636821
-5.29764882,12.49117201,1.05309194,7.12013046,0.02540209,1.22622108,0.08922014,2.29780482,2.80553141,1.21751562
-5.29164582,12.50398307,1.05546510,7.15691807,0.02530363,1.21956525,0.08908318,2.28507323,2.78439984,1.20686287
-5.28564282,12.50262107,1.05726077,7.18527622,0.02518884,1.21195063,0.08888214,2.26912486,2.76020827,1.19465953
-5.27963982,12.48866504,1.05844356,7.20604007,0.02506124,1.20364194,0.08863143,2.25025121,2.73352171,1.18117245
-5.27363682,12.46379592,1.05897000,7.22011682,0.02492432,1.19490711,0.08834464,2.22877022,2.70492602,1.16667713
-5.26763382,12.42972782,1.05878804,7.22844395,0.02478135,1.18600968,0.08803410,2.20501448,2.67501112,1.15144938
-5.26163082,12.38814115,1.05783725,7.23194795,0.02463526,1.17720187,0.08771045,2.17931944,2.64435508,1.13575743
-5.25562781,12.34062078,1.05604939,7.23150538,0.02448851,1.16871857,0.08738235,2.15201198,2.61350958,1.11985490
-5.24962481,12.28860187,1.05334966,7.22790798,0.02434303,1.16077242,0.08705634,2.12340003,2.58298730,1.10397491
-5.24362181,12.23332583,1.04965855,7.22183355,0.02420017,1.15355022,0.08673675,2.09376363,2.55325178,1.08832541
-5.23761881,12.17580800,1.04489432,7.21382356,0.02406068,1.14721055,0.08642583,2.06334799,2.52470974,1.07308594
-5.23161581,12.11681790,1.03897591,7.20426814,0.02392472,1.14188277,0.08612386,2.03235860,2.49770624,1.05840587
-5.22561281,12.05687234,1.03182645,7.19339899,0.02379196,1.13766701,0.08582952,2.00095888,2.47252244,1.04440393
-5.21960980,11.99624068,1.02337696,7.18128967,0.02366159,1.13463531,0.08554019,1.96927004,2.44937576,1.03116900
-5.21360680,11.93496081,1.01357025,7.16786289,0.02353248,1.13283334,0.08525235,1.93737331,2.42842206,1.01876199
-5.20760380,11.87286431,1.00236473,7.15290385,0.02340327,1.13228255,0.08496204,1.90531414,2.40975950,1.00721842
-5.20160080,11.80960810,0.98973803,7.13607832,0.02327247,1.13298257,0.08466527,1.87310803,2.39343330,0.99655151
-5.19559780,11.74471049,0.97569009,7.11695438,0.02313857,1.13491331,0.08435834,1.84074750,2.37944111,0.98675554
-5.18959480,11.67758891,0.96024563,7.09502615,0.02300020,1.13803676,0.08403819,1.80820988,2.36773833,0.97780905
-5.18359180,11.60759711,0.94345583,7.06973855,0.02285614,1.14229815,0.08370259,1.77546513,2.35824299,0.96967781
-5.17758879,11.53405987,0.92539911,7.04051172,0.02270546,1.14762644,0.08335026,1.74248351,2.35083983,0.96231727
-5.17158579,11.45630376,0.90618084,7.00676422,0.02254754,1.15393414,0.08298091,1.70924248,2.34538345,0.95567441
-5.16558279,11.37368302,0.88593220,6.96793449,0.02238210,1.16111640,0.08259510,1.67573261,2.34170045,0.94968899
-5.15957979,11.28560015,0.86480799,6.92349994,0.02220920,1.16904970,0.08219411,1.64196216,2.33959062,0.94429418
-5.15357679,11.19152156,0.84298369,6.87299378,0.02202924,1.17759038,0.08177960,1.60796036,2.33882761,0.93941664
-5.14757379,11.09098878,0.82065184,6.81601947,0.02184289,1.18657310,0.08135338,1.57377926,2.33915921,0.93497637
-5.14157079,10.98362640,0.79801790,6.75226314,0.02165107,1.19580988,0.08091702,1.53949417,2.34030787,0.93088635
-5.13556778,10.86914785,0.77529586,6.68150434,0.02145486,1.20508982,0.08047148,1.50520311,2.34197177,0.92705225
-5.12956478,10.74736043,0.75270382,6.60362535,0.02125544,1.21417991,0.08001688,1.47102516,2.34382703,0.92337250
-5.12356178,10.61817060,0.73045959,6.51861955,0.02105403,1.22282717,0.07955215,1.43709814,2.34553124,0.91973882
-5.11755878,10.48159060,0.70877673,6.42659891,0.02085179,1.23076229,0.07907491,1.40357589,2.34672884,0.91603737
-5.11155578,10.33774686,0.68786095,6.32780072,0.02064977,1.23770482,0.07858136,1.37062525,2.34705817,0.91215065
-5.10555278,10.18689038,0.66790706,6.22259348,0.02044888,1.24336989,0.07806635,1.33842300,2.34616038,0.90796020
-5.09954977,10.02940873,0.64909647,6.11148168,0.02024986,1.24747622,0.07752345,1.30715289,2.34368988,0.90334988
-5.09354677,9.86583902,0.63159531,5.99510901,0.02005322,1.24975523,0.07694524,1.27700284,2.33932603,0.89820988
-5.08754377,9.69688060,0.61555305,5.87425959,0.01985931,1.24996080,0.07632364,1.24816227,2.33278543,0.89244106
-5.08154077,9.52340631,0.60110153,5.74985657,0.01966828,1.24787918,0.07565033,1.22081965,2.32383434,0.88595941
-5.07553777,9.34647058,0.58835441,5.62295764,0.01948017,1.24333868,0.07491719,1.19516004,2.31230047,0.87870053
-5.06953477,9.16731318,0.57740675,5.49474686,0.01929491,1.23621846,0.07411684,1.17136266,2.29808342,0.87062361
-5.06353177,8.98735710,0.56833477,5.36652272,0.01911242,1.22645599,0.07324315,1.14959838,2.28116315,0.86171490
-5.05752876,8.80819959,0.56119568,5.23968196,0.01893267,1.21405284,0.07229168,1.13002699,2.26160584,0.85199020
-5.05152576,8.63159587,0.55602737,5.11569959,0.01875572,1.19907820,0.07126017,1.11279428,2.23956685,0.84149632
-5.04552276,8.45943508,0.55284813,4.99610504,0.01858181,1.18167016,0.07014885,1.09802892,2.21529020,0.83031137
-5.03951976,8.29370906,0.55165630,4.88245530,0.01841139,1.16203439,0.06896076,1.08583920,2.18910474,0.81854377
-5.03351676,8.13647453,0.55242984,4.77630549,0.01824519,1.14044043,0.06770196,1.07630965,2.16141695,0.80633000
-5.02751376,7.98981007,0.55512603,4.67917799,0.01808418,1.11721557,0.06638153,1.06949789,2.13270069,0.79383123
-5.02151076,7.85576932,0.55968130,4.59253080,0.01792964,1.09273666,0.06501163,1.06543162,2.10348421,0.78122890
-5.01550775,7.73633229,0.56601129,4.51772643,0.01778311,1.06742029,0.06360736,1.06410623,2.07433526,0.76871957
-5.00950475,7.63335669,0.57401132,4.45600213,0.01764634,1.04171153,0.06218653,1.06548299,2.04584459,0.75650914
-5.00350175,7.54853113,0.58355732,4.40844236,0.01752126,1.01607203,0.06076943,1.06948819,2.01860899,0.74480676
-4.99749875,7.48333193,0.59450724,4.37595437,0.01740988,0.99096771,0.05937842,1.07601323,1.99321419,0.73381877
-4.99149575,7.43898517,0.60670304,4.35924751,0.01731426,0.96685673,0.05803762,1.08491584,1.97021861,0.72374283
-4.98549275,7.41643505,0.61997333,4.35881657,0.01723634,0.94417802,0.05677241,1.09602241,1.95013845,0.71476247
-4.97948974,7.41631948,0.63413635,4.37492962,0.01717791,0.92334087,0.05560903,1.10913139,1.93343465,0.70704224
-4.97348674,7.43895332,0.64900351,4.40762038,0.01714051,0.90471583,0.05457411,1.12401764,1.92050207,0.70072376
-4.96748374,7.48431954,0.66438308,4.45668505,0.01712533,0.88862713,0.05369422,1.14043755,1.91166116,0.69592241
-4.96148074,7.55206783,0.68008414,4.52168361,0.01713315,0.87534679,0.05299538,1.15813468,1.90715224,0.69272511
-4.95547774,7.64152048,0.69592029,4.60194531,0.01716430,0.86509036,0.05250265,1.17684565,1.90713220,0.69118882
-4.94947474,7.75168481,0.71171327,4.69657823,0.01721862,0.85801435,0.05223966,1.19630600,1.91167365,0.69133998
-4.94347174,7.88127134,0.72729604,4.80448263,0.01729544,0.85421515,0.05222818,1.21625573,1.92076619,0.69317462
-4.93746873,8.02871719,0.74251539,4.92436793,0.01739361,0.85372939,0.05248771,1.23644427,1.93431939,0.69665920
-4.93146573,8.19221370,0.75723379,5.05477314,0.01751151,0.85653543,0.05303503,1.25663465,1.95216735,0.70173196
-4.92546273,8.36973777,0.77133055,5.19409052,0.01764712,0.86255594,0.05388384,1.27660668,1.97407429,0.70830473
-4.91945973,8.55908633,0.78470220,5.34059227,0.01779803,0.87166121,0.05504434,1.29615922,1.99974096,0.71626519
-4.91345673,8.75791324,0.79726214,5.49245999,0.01796158,0.88367318,0.05652290,1.31511129,2.02881167,0.72547930
-4.90745373,8.96376825,0.80893966,5.64781644,0.01813490,0.89836997,0.05832173,1.33330231,2.06088147,0.73579402
-4.90145073,9.17413739,0.81967846,5.80475924,0.01831496,0.91549074,0.06043860,1.35059143,2.09550359,0.74704028
-4.89544772,9.38648431,0.82943479,5.96139568,0.01849871,0.93474092,0.06286666,1.36685622,2.13219689,0.75903599
-4.88944472,9.59829176,0.83817541,6.11587787,0.01868312,0.95579765,0.06559425,1.38199094,2.17045327,0.77158925
-4.88344172,9.80710257,0.84587558,6.26643729,0.01886522,0.97831539,0.06860489,1.39590455,2.20974508,0.78450167
-4.87743872,10.01055911,0.85251710,6.41141743,0.01904220,1.00193169,0.07187729,1.40851871,2.24953249,0.79757173
-4.87143572,10.20644026,0.85808678,6.54930353,0.01921144,1.02627308,0.07538554,1.41976604,2.28927087,0.81059822
-4.86543272,10.39269477,0.86257525,6.67874801,0.01937050,1.05096105,0.07909937,1.42958865,2.32841808,0.82338367
-4.85942971,10.56746995,0.86597619,6.79859054,0.01951721,1.07561797,0.08298449,1.43793722,2.36644185,0.83573774
-4.85342671,10.72913460,0.86828617,6.90787179,0.01964963,1.09987302,0.08700311,1.44477056,2.40282695,0.84748044
-4.84742371,10.87629533,0.86950489,7.00584005,0.01976608,1.12336798,0.09111456,1.45005572,2.43708232,0.85844515
-4.84142071,11.00780568,0.86963580,7.09195048,0.01986513,1.14576267,0.09527590,1.45376850,2.46874780,0.86848141
-4.83541771,11.12276769,0.86868713,7.16585692,0.01994561,1.16674015,0.09944273,1.45589444,2.49740057,0.87745721
-4.82941471,11.22052604,0.86667300,7.22739684,0.02000659,1.18601135,0.10357001,1.45642991,2.52266095,0.88526088
-4.82341171,11.30065532,0.86361471,7.27657014,0.02004740,1.20331912,0.10761282,1.45538335,2.54419748,0.89180248
-4.81740870,11.36294131,0.85954185,7.31351339,0.02006760,1.21844160,0.11152728,1.45277643,2.56173120,0.89701456
-4.81140570,11.40735763,0.85449329,7.33847094,0.02006700,1.23119478,0.11527135,1.44864493,2.57503888,0.90085237
-4.80540270,11.43403938,0.84851782,7.35176482,0.02004566,1.24143429,0.11880562,1.44303936,2.58395528,0.90329346
-4.79939970,11.44325566,0.84167452,7.35376544,0.02000389,1.24905625,0.12209399,1.43602507,2.58837423,0.90433684
-4.79339670,11.43538276,0.83403257,7.34486501,0.01994226,1.25399742,0.12510439,1.42768191,2.58824874,0.90400149
-4.78739370,11.41088000,0.82567077,7.32545544,0.01986159,1.25623445,0.12780928,1.41810349,2.58359009,0.90232472
-4.78139070,11.37026977,0.81667660,7.29591207,0.01976299,1.25578257,0.13018609,1.40739585,2.57446603,0.89936004
-4.77538769,11.31412298,0.80714495,7.25658431,0.01964782,1.25269362,0.13221759,1.39567594,2.56099836,0.89517504
-4.76938469,11.24305090,0.79717665,7.20779376,0.01951771,1.24705370,0.13389207,1.38306969,2.54335995,0.88984912
-4.76338169,11.15770362,0.78687668,7.14983943,0.01937454,1.23898051,0.13520345,1.36971003,2.52177153,0.88347134
-4.75737869,11.05877477,0.77635252,7.08300985,0.01922045,1.22862053,0.13615131,1.35573479,2.49649837,0.87613843
-4.75137569,10.94701190,0.76571233,7.00760055,0.01905778,1.21614622,0.13674068,1.34128476,2.46784708,0.86795305
-4.74537269,10.82323109,0.75506340,6.92393557,0.01888905,1.20175326,0.13698191,1.32650182,2.43616264,0.85902229
-4.73936968,10.68833416,0.74451072,6.83239101,0.01871696,1.18565799,0.13689028,1.31152737,2.40182580,0.84945656
-4.73336668,10.54332654,0.73415578,6.73341858,0.01854429,1.16809506,0.13648565,1.29650101,2.36525081,0.83936873
-4.72736368,10.38933375,0.72409571,6.62756712,0.01837387,1.14931528,0.13579191,1.28155945,2.32688348,0.82887355
-4.72136068,10.22761440,0.71442263,6.51550003,0.01820855,1.12958366,0.13483648,1.26683570,2.28719945,0.81808732
-4.71535768,10.05956803,0.70522327,6.39800707,0.01805109,1.10917758,0.13364966,1.25245845,2.24670242,0.80712768
-4.70935468,9.88673609,0.69657879,6.27600924,0.01790413,1.08838494,0.13226396,1.23855154,2.20592223,0.79611347
-4.70335168,9.71079514,0.68856472,6.15055585,0.01777013,1.06750223,0.13071340,1.22523351,2.16541238,0.78516457
-4.69734867,9.53354165,0.68125101,6.02281366,0.01765126,1.04683236,0.12903276,1.21261703,2.12574668,0.77440160
-4.69134567,9.35686833,0.67470199,5.89404826,0.01754941,1.02668211,0.12725683,1.20080829,2.08751492,0.76394548
-4.68534267,9.18273264,0.66897629,5.76559856,0.01746605,1.00735908,0.12541965,1.18990611,2.05131701,0.75391664
-4.67933967,9.01311833,0.66412659,5.63884554,0.01740224,0.98916805,0.12355378,1.18000082,2.01775562,0.74443399
-4.67333667,8.84999153,0.66019906,5.51517680,0.01735856,0.97240674,0.12168962,1.17117289,1.98742711,0.73561353
-4.66733367,8.69525325,0.65723267,5.39594884,0.01733509,0.95736084,0.11985474,1.16349129,1.96091057,0.72756661
-4.66133067,8.55069005,0.65525805,5.28244875,0.01733137,0.94429845,0.11807332,1.15701157,1.93875537,0.72039784
-4.65532766,8.41792514,0.65429621,5.17585740,0.01734639,0.93346398,0.11636570,1.15177379,1.92146710,0.71420277
-4.64932466,8.29837187,0.65435693,5.07721569,0.01737861,0.92507166,0.11474799,1.14780032,1.90949250,0.70906526
-4.64332166,8.19319156,0.65543699,4.98739548,0.01742596,0.91929881,0.11323183,1.14509365,1.90320367,0.70505476
