energy_ev,total_up,In_p_up,In_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.83791896,1.61618560,0.31754612,0.00810681,0.71617676,0.47079862,0.61838245,0.00000000
-5.83191596,1.53752551,0.29977988,0.00776071,0.68612554,0.44654292,0.58971769,0.00000000
-5.82591296,1.45433709,0.28140280,0.00737776,0.65409545,0.42097692,0.55933663,0.00000000
-5.81990995,1.36819292,0.26275064,0.00696533,0.62084052,0.39453462,0.52780980,0.00000000
-5.81390695,1.28071505,0.24415992,0.00653108,0.58715092,0.36766104,0.49573930,0.00000000
-5.80790395,1.19352989,0.22595967,0.00608275,0.55383227,0.34079905,0.46374097,0.00000000
-5.80190095,1.10822662,0.20846420,0.00562797,0.52168557,0.31437741,0.43242757,0.00000000
-5.79589795,1.02632019,0.19196715,0.00517408,0.49148841,0.28880029,0.40239354,0.00000000
-5.78989495,0.94921984,0.17673683,0.00472794,0.46397772,0.26443872,0.37420168,0.00000000
-5.78389195,0.87820366,0.16301290,0.00429582,0.43983447,0.24162397,0.34837204,0.00000000
-5.77788894,0.81439925,0.15100434,0.00388330,0.41967039,0.22064283,0.32537304,0.00000000
-5.77188594,0.75877044,0.14088850,0.00349522,0.40401689,0.20173500,0.30561493,0.00000000
-5.76588294,0.71210957,0.13281124,0.00313564,0.39331597,0.18509207,0.28944535,0.00000000
-5.75987994,0.67503474,0.12688773,0.00280784,0.38791333,0.17085823,0.27714692,0.00000000
-5.75387694,0.64799150,0.12320392,0.00251435,0.38805324,0.15913221,0.26893650,0.00000000
-5.74787394,0.63125785,0.12181837,0.00225702,0.39387544,0.14997039,0.26496599,0.00000000
-5.74187094,0.62495226,0.12276422,0.00203706,0.40541369,0.14339066,0.26532430,0.00000000
-5.73586793,0.62904366,0.12605121,0.00185515,0.42259614,0.13937687,0.27004021,0.00000000
-5.72986493,0.64336302,0.13166767,0.00171146,0.44524740,0.13788363,0.27908612,0.00000000
-5.72386193,0.66761604,0.13958221,0.00160582,0.47309250,0.13884125,0.29238216,0.00000000
-5.71785893,0.70139651,0.14974526,0.00153770,0.50576267,0.14216065,0.30980092,0.00000000
-5.71185593,0.74420022,0.16209034,0.00150638,0.54280303,0.14773829,0.33117235,0.00000000
-5.70585293,0.79543931,0.17653509,0.00151089,0.58368240,0.15546068,0.35628903,0.00000000
-5.69984992,0.85445683,0.19298210,0.00155015,0.62780501,0.16520880,0.38491163,0.00000000
-5.69384692,0.92054164,0.21131972,0.00162297,0.67452415,0.17686212,0.41677452,0.00000000
-5.68784392,0.99294348,0.23142266,0.00172802,0.72315765,0.19030230,0.45159163,0.00000000
-5.68184092,1.07088812,0.25315283,0.00186392,0.77300470,0.20541640,0.48906225,0.00000000
-5.67583792,1.15359252,0.27636009,0.00202914,0.82336379,0.22209979,0.52887695,0.00000000
-5.66983492,1.24027962,0.30088339,0.00222208,0.87355107,0.24025841,0.57072333,0.00000000
-5.66383192,1.33019263,0.32655193,0.00244096,0.92291870,0.25981060,0.61429154,0.00000000
-5.65782891,1.42260830,0.35318684,0.00268388,0.97087221,0.28068822,0.65927940,0.00000000
-5.65182591,1.51684892,0.38060298,0.00294877,1.01688639,0.30283716,0.70539691,0.00000000
-5.64582291,1.61229247,0.40861117,0.00323334,1.06051881,0.32621706,0.75237000,0.00000000
-5.63981991,1.70838075,0.43702069,0.00353516,1.10142043,0.35080033,0.79994347,0.00000000
-5.63381691,1.80462504,0.46564210,0.00385158,1.13934264,0.37657034,0.84788277,0.00000000
-5.62781391,1.90060906,0.49429026,0.00417979,1.17414038,0.40351897,0.89597481,0.00000000
-5.62181091,1.99598930,0.52278760,0.00451682,1.20577114,0.43164338,0.94402761,0.00000000
-5.61580790,2.09049262,0.55096743,0.00485962,1.23428982,0.46094234,0.99186893,0.00000000
-5.60980490,2.18391140,0.57867736,0.00520503,1.25983965,0.49141216,1.03934394,0.00000000
-5.60380190,2.27609658,0.60578264,0.00554992,1.28263965,0.52304241,1.08631223,0.00000000
-5.59779890,2.36694911,0.63216926,0.00589118,1.30296927,0.55581173,1.13264426,0.00000000
-5.59179590,2.45641020,0.65774688,0.00622583,1.32115085,0.58968392,1.17821770,0.00000000
-5.58579290,2.54445125,0.68245120,0.00655107,1.33753105,0.62460456,1.22291373,0.00000000
-5.57978989,2.63106372,0.70624586,0.00686434,1.35246196,0.66049846,1.26661388,0.00000000
-5.57378689,2.71624977,0.72912364,0.00716341,1.36628292,0.69726795,1.30919744,0.00000000
-5.56778389,2.80001387,0.75110675,0.00744635,1.37930392,0.73479234,1.35053976,0.00000000
-5.56178089,2.88235586,0.77224623,0.00771168,1.39179138,0.77292850,1.39051152,0.00000000
-5.55577789,2.96326542,0.79262024,0.00795829,1.40395676,0.81151257,1.42897914,0.00000000
-5.54977489,3.04271804,0.81233116,0.00818551,1.41594847,0.85036264,1.46580610,0.00000000
-5.54377189,3.12067219,0.83150157,0.00839308,1.42784732,0.88928232,1.50085519,0.00000000
-5.53776888,3.19706731,0.85026886,0.00858114,1.43966530,0.92806492,1.53399138,0.00000000
-5.53176588,3.27182234,0.86877879,0.00875015,1.45134761,0.96649786,1.56508507,0.00000000
-5.52576288,3.34483410,0.88717798,0.00890087,1.46277749,1.00436715,1.59401536,0.00000000
-5.51975988,3.41597521,0.90560549,0.00903427,1.47378327,1.04146147,1.62067301,0.00000000
-5.51375688,3.48509110,0.92418387,0.00915148,1.48414713,1.07757567,1.64496280,0.00000000
-5.50775388,3.55199609,0.94300983,0.00925364,1.49361496,1.11251341,1.66680502,0.00000000
-5.50175088,3.61646827,0.96214519,0.00934190,1.50190655,1.14608884,1.68613589,0.00000000
-5.49574787,3.67824367,0.98160828,0.00941725,1.50872584,1.17812722,1.70290697,0.00000000
-5.48974487,3.73701010,1.00136648,0.00948049,1.51377059,1.20846462,1.71708343,0.00000000
-5.48374187,3.79240128,1.02133027,0.00953216,1.51674129,1.23694683,1.72864149,0.00000000
-5.47773887,3.84399219,1.04134929,0.00957248,1.51734908,1.26342771,1.73756528,0.00000000
-5.47173587,3.89129663,1.06121087,0.00960131,1.51532263,1.28776732,1.74384342,0.00000000
-5.46573287,3.93376775,1.08064126,0.00961814,1.51041403,1.30983026,1.74746579,0.00000000
-5.45972986,3.97080250,1.09930984,0.00962212,1.50240387,1.32948442,1.74842086,0.00000000
-5.45372686,4.00175057,1.11683634,0.00961207,1.49110557,1.34660063,1.74669390,0.00000000
-5.44772386,4.02592819,1.13280096,0.00958655,1.47636917,1.36105327,1.74226651,0.00000000
-5.44172086,4.04263662,1.14675713,0.00954391,1.45808479,1.37272210,1.73511744,0.00000000
-5.43571786,4.05118496,1.15824651,0.00948241,1.43618578,1.38149521,1.72522492,0.00000000
-5.42971486,4.05091635,1.16681549,0.00940030,1.41065148,1.38727306,1.71257024,0.00000000
-5.42371186,4.04123638,1.17203263,0.00929594,1.38150974,1.38997324,1.69714246,0.00000000
-5.41770885,4.02164197,1.17350611,0.00916788,1.34883887,1.38953556,1.67894368,0.00000000
-5.41170585,3.99174920,1.17090036,0.00901502,1.31276887,1.38592717,1.65799459,0.00000000
-5.40570285,3.95131809,1.16395101,0.00883662,1.27348179,1.37914704,1.63433962,0.00000000
-5.39969985,3.90027263,1.15247737,0.00863244,1.23121077,1.36922941,1.60805112,0.00000000
-5.39369685,3.83871457,1.13639181,0.00840278,1.18623782,1.35624582,1.57923230,0.00000000
-5.38769385,3.76692983,1.11570537,0.00814846,1.13888995,1.34030528,1.54801828,0.00000000
-5.38169085,3.68538674,1.09052957,0.00787088,1.08953376,1.32155255,1.51457519,0.00000000
-5.37568784,3.59472603,1.06107397,0.00757200,1.03856843,1.30016445,1.47909719,0.00000000
-5.36968484,3.49574297,1.02763994,0.00725424,0.98641728,1.27634425,1.44180153,0.00000000
-5.36368184,3.38936256,0.99061072,0.00692044,0.93351824,1.25031472,1.40292195,0.00000000
-5.35767884,3.27660918,0.95043854,0.00657380,0.88031354,1.22230995,1.36270080,0.00000000
-5.35167584,3.15857254,0.90762929,0.00621775,0.82723903,1.19256681,1.32138063,0.00000000
-5.34567284,3.03637183,0.86272567,0.00585582,0.77471369,1.16131647,1.27919561,0.00000000
-5.33966983,2.91112028,0.81628973,0.00549160,0.72312983,1.12877659,1.23636369,0.00000000
-5.33366683,2.78389216,0.76888547,0.00512857,0.67284427,1.09514495,1.19307992,0.00000000
-5.32766383,2.65569380,0.72106254,0.00477003,0.62417120,1.06059465,1.14951154,0.00000000
-5.32166083,2.52744042,0.67334153,0.00441901,0.57737674,1.02527152,1.10579521,0.00000000
-5.31565783,2.39993944,0.62620161,0.00407822,0.53267560,0.98929369,1.06203646,0.00000000
-5.30965483,2.27388102,0.58007083,0.00374997,0.49022981,0.95275345,1.01831156,0.00000000
-5.30365183,2.14983573,0.53531926,0.00343616,0.45014957,0.91572110,0.97467149,0.00000000
-5.29764882,2.02825887,0.49225514,0.00313825,0.41249600,0.87825048,0.93114777,0.00000000
-5.29164582,1.90950067,0.45112385,0.00285731,0.37728556,0.84038582,0.88775968,0.00000000
-5.28564282,1.79382103,0.41210951,0.00259399,0.34449584,0.80216923,0.84452223,0.00000000
-5.27963982,1.68140754,0.37533869,0.00234856,0.31407233,0.76364833,0.80145449,0.00000000
-5.27363682,1.57239529,0.34088606,0.00212101,0.28593587,0.72488349,0.75858749,0.00000000
-5.26763382,1.46688703,0.30878125,0.00191103,0.25999023,0.68595414,0.71597130,0.00000000
-5.26163082,1.36497237,0.27901658,0.00171811,0.23612968,0.64696377,0.67368082,0.00000000
-5.25562781,1.26674520,0.25155517,0.00154158,0.21424622,0.60804337,0.63182010,0.00000000
-5.24962481,1.17231827,0.22633904,0.00138065,0.19423612,0.56935321,0.59052486,0.00000000
-5.24362181,1.08183481,0.20329681,0.00123451,0.17600588,0.53108287,0.54996339,0.00000000
-5.23761881,0.99547689,0.18235090,0.00110231,0.15947733,0.49344981,0.51033589,0.00000000
-5.23161581,0.91347086,0.16342380,0.00098323,0.14459195,0.45669671,0.47187258,0.00000000
-5.22561281,0.83609011,0.14644362,0.00087652,0.13131457,0.42108780,0.43483088,0.00000000
-5.21960980,0.76365595,0.13134863,0.00078150,0.11963633,0.38690483,0.39949209,0.00000000
-5.21360680,0.69653707,0.11809092,0.00069761,0.10957722,0.35444285,0.36615801,0.00000000
-5.20760380,0.63514850,0.10663926,0.00062440,0.10118819,0.32400634,0.33514792,0.00000000
-5.20160080,0.57995042,0.09698116,0.00056154,0.09455302,0.29590598,0.30679612,0.00000000
-5.19559780,0.53144753,0.08912426,0.00050886,0.08978995,0.27045626,0.28145050,0.00000000
-5.18959480,0.49018915,0.08309704,0.00046629,0.08705312,0.24797412,0.25947199,0.00000000
-5.18359180,0.45677020,0.07894901,0.00043395,0.08653382,0.22877869,0.24123510,0.00000000
-5.17758879,0.43183285,0.07675025,0.00041208,0.08846143,0.21319191,0.22712936,0.00000000
-5.17158579,0.41606855,0.07659044,0.00040107,0.09310392,0.20153991,0.21756127,0.00000000
-5.16558279,0.41021988,0.07857727,0.00040145,0.10076777,0.19415490,0.21295660,0.00000000
-5.15957979,0.41508141,0.08283413,0.00041391,0.11179706,0.19137712,0.21376245,0.00000000
-5.15357679,0.43149894,0.08949714,0.00043928,0.12657141,0.19355642,0.22044858,0.00000000
-5.14757379,0.46036620,0.09871146,0.00047853,0.14550274,0.20105312,0.23350750,0.00000000
-5.14157079,0.50261811,0.11062673,0.00053277,0.16903037,0.21423769,0.25345284,0.00000000
-5.13556778,0.55922017,0.12539179,0.00060324,0.19761448,0.23348887,0.28081545,0.00000000
-5.12956478,0.63115316,0.14314863,0.00069130,0.23172767,0.25918986,0.31613697,0.00000000
-5.12356178,0.71939309,0.16402574,0.00079842,0.27184475,0.29172250,0.35996054,0.00000000
-5.11755878,0.82488627,0.18813091,0.00092617,0.31843056,0.33145926,0.41281865,0.00000000
-5.11155578,0.94851985,0.21554384,0.00107619,0.37192631,0.37875306,0.47521805,0.00000000
-5.10555278,1.09108830,0.24630863,0.00125017,0.43273451,0.43392513,0.54762228,0.00000000
-5.09954977,1.25325707,0.28042664,0.00144982,0.50120298,0.49725124,0.63043191,0.00000000
-5.09354677,1.43552428,0.31784992,0.00167686,0.57760846,0.56894664,0.72396350,0.00000000
-5.08754377,1.63818221,0.35847563,0.00193294,0.66214047,0.64915032,0.82842785,0.00000000
-5.08154077,1.86128016,0.40214173,0.00221966,0.75488609,0.73790932,0.94390854,0.00000000
-5.07553777,2.10459042,0.44862437,0.00253848,0.85581631,0.83516354,1.07034197,0.00000000
-5.06953477,2.36757924,0.49763705,0.00289068,0.96477484,0.94073206,1.20749970,0.00000000
-5.06353177,2.64938449,0.54883193,0.00327734,1.08146986,1.05430159,1.35497449,0.00000000
-5.05752876,2.94880155,0.60180325,0.00369926,1.20546947,1.17541763,1.51217078,0.00000000
-5.05152576,3.26427880,0.65609294,0.00415691,1.33620121,1.30347921,1.67830064,0.00000000
-5.04552276,3.59392352,0.71119834,0.00465037,1.47295599,1.43773748,1.85238589,0.00000000
-5.03951976,3.93551878,0.76658166,0.00517928,1.61489647,1.57729861,2.03326666,0.00000000
-5.03351676,4.28655133,0.82168117,0.00574280,1.76106990,1.72113129,2.21961670,0.00000000
-5.02751376,4.64425002,0.87592335,0.00633951,1.91042497,1.86807864,2.40996514,0.00000000
-5.02151076,5.00563374,0.92873595,0.00696741,2.06183217,2.01687463,2.60272422,0.00000000
-5.01550775,5.36756749,0.97956116,0.00762385,2.21410697,2.16616443,2.79622216,0.00000000
-5.00950475,5.72682468,1.02786856,0.00830551,2.36603486,2.31452833,2.98873992,0.00000000
-5.00350175,6.08015356,1.07316728,0.00900841,2.51639724,2.46050847,3.17855067,0.00000000
-4.99749875,6.42434535,1.11501701,0.00972784,2.66399726,2.60263768,3.36396008,0.00000000
-4.99149575,6.75630164,1.15303740,0.01045848,2.80768423,2.73946939,3.54334603,0.00000000
-4.98549275,7.07309849,1.18691561,0.01119437,2.94637604,2.86960779,3.71519584,0.00000000
-4.97948974,7.37204510,1.21641174,0.01192900,3.07907831,2.99173725,3.87813951,0.00000000
-4.97348674,7.65073486,1.24136215,0.01265542,3.20489984,3.10465009,4.03097745,0.00000000
-4.96748374,7.90708723,1.26168050,0.01336633,3.32306382,3.20727171,4.17270163,0.00000000
-4.96148074,8.13937909,1.27735672,0.01405425,3.43291453,3.29868248,4.30250912,0.00000000
-4.95547774,8.34626497,1.28845402,0.01471167,3.53391956,3.37813567,4.41980786,0.00000000
-4.94947474,8.52678592,1.29510407,0.01533123,3.62566778,3.44507095,4.52421431,0.00000000
-4.94347174,8.68036727,1.29750083,0.01590592,3.70786363,3.49912315,4.61554372,0.00000000
-4.93746873,8.80680624,1.29589304,0.01642926,3.78031832,3.54012612,4.69379362,0.00000000
-4.93146573,8.90625045,1.29057585,0.01689554,3.84293864,3.56811180,4.75912180,0.00000000
-4.92546273,8.97916913,1.28188186,0.01729995,3.89571453,3.58330473,4.81182024,0.00000000
-4.91945973,9.02631860,1.27017176,0.01763877,3.93870595,3.58611214,4.85228674,0.00000000
-4.91345673,9.04870412,1.25582494,0.01790957,3.97203018,3.57711048,4.88099582,0.00000000
-4.90745373,9.04753997,1.23923021,0.01811123,3.99585012,3.55702858,4.89847084,0.00000000
-4.90145073,9.02420950,1.22077685,0.01824410,4.01036421,3.52672835,4.90525869,0.00000000
-4.89544772,8.98022690,1.20084620,0.01831001,4.01579849,3.48718356,4.90190857,0.00000000
-4.88944472,8.91720175,1.17980392,0.01831226,4.01240083,3.43945740,4.88895570,0.00000000
-4.88344172,8.83680740,1.15799296,0.01825558,4.00043746,3.38467932,4.86691067,0.00000000
-4.87743872,8.74075359,1.13572748,0.01814603,3.98019157,3.32402196,4.83625447,0.00000000
-4.87143572,8.63076339,1.11328774,0.01799089,3.95196366,3.25867826,4.79743900,0.00000000
-4.86543272,8.50855422,1.09091592,0.01779843,3.91607311,3.18983956,4.75089234,0.00000000
-4.85942971,8.37582219,1.06881316,0.01757775,3.87286040,3.11867456,4.69702768,0.00000000
-4.85342671,8.23422909,1.04713759,0.01733855,3.82268951,3.04630967,4.63625476,0.00000000
-4.84742371,8.08539092,1.02600355,0.01709078,3.76594981,2.97381075,4.56899224,0.00000000
-4.84142071,7.93086694,1.00548195,0.01684449,3.70305701,2.90216629,4.49567959,0.00000000
-4.83541771,7.77214853,0.98560168,0.01660942,3.63445289,2.83227226,4.41678711,0.00000000
-4.82941471,7.61064698,0.96635211,0.01639480,3.56060343,2.76491857,4.33282299,0.00000000
-4.82341171,7.44767994,0.94768662,0.01620902,3.48199543,2.70077740,4.24433635,0.00000000
-4.81740870,7.28445647,0.92952696,0.01605942,3.39913166,2.64039341,4.15191602,0.00000000
-4.81140570,7.12206104,0.91176850,0.01595198,3.31252489,2.58417621,4.05618471,0.00000000
-4.80540270,6.96143724,0.89428612,0.01589119,3.22269103,2.53239521,3.95778913,0.00000000
-4.79939970,6.80337211,0.87694057,0.01587985,3.13014203,2.48517724,3.85738664,0.00000000
-4.79339670,6.64848253,0.85958530,0.01591893,3.03537899,2.44250727,3.75562946,0.00000000
-4.78739370,6.49720498,0.84207339,0.01600755,2.93888601,2.40423242,3.65314782,0.00000000
-4.78139070,6.34978998,0.82426447,0.01614296,2.84112527,2.37006960,3.55053327,0.00000000
-4.77538769,6.20630266,0.80603152,0.01632056,2.74253380,2.33961689,3.44832372,0.00000000
-4.76938469,6.06663027,0.78726714,0.01653406,2.64352210,2.31236860,3.34699140,0.00000000
-4.76338169,5.93049736,0.76788934,0.01677563,2.54447495,2.28773390,3.24693474,0.00000000
-4.75737869,5.79748865,0.74784653,0.01703612,2.44575424,2.26505870,3.14847512,0.00000000
-4.75137569,5.66707937,0.72712152,0.01730536,2.34770374,2.24365003,3.05185866,0.00000000
-4.74537269,5.53867200,0.70573454,0.01757248,2.25065561,2.22280245,2.95726318,0.00000000
-4.73936968,5.41163807,0.68374506,0.01782625,2.15493817,2.20182529,2.86480980,0.00000000
-4.73336668,5.28536328,0.66125237,0.01805548,2.06088445,2.18006989,2.77457854,0.00000000
-4.72736368,5.15929358,0.63839496,0.01824939,1.96884117,2.15695554,2.68662668,0.00000000
-4.72136068,5.03298008,0.61534863,0.01839797,1.87917742,2.13199311,2.60100864,0.00000000
-4.71535768,4.90612027,0.59232348,0.01849235,1.79229274,2.10480520,2.51779605,0.00000000
-4.70935468,4.77859338,0.56955991,0.01852509,1.70862395,2.07514187,2.43709641,0.00000000
-4.70335168,4.65048794,0.54732367,0.01849048,1.62865059,2.04289118,2.35906913,0.00000000
-4.69734867,4.52211988,0.52590030,0.01838470,1.55289846,2.00808400,2.28393787,0.00000000
-4.69134567,4.39404019,0.50558906,0.01820597,1.48194122,1.97089286,2.21199811,0.00000000
-4.68534267,4.26703164,0.48669660,0.01795462,1.41639991,1.93162484,2.14361969,0.00000000
-4.67933967,4.14209473,0.46953063,0.01763306,1.35694030,1.89070895,2.07924394,0.00000000
-4.67333667,4.02042347,0.45439373,0.01724569,1.30426824,1.84867856,2.01937569,0.00000000
-4.66733367,3.90337230,0.44157753,0.01679877,1.25912293,1.80614986,1.96457063,0.00000000
-4.66133067,3.79241588,0.43135740,0.01630019,1.22226841,1.76379743,1.91541878,0.00000000
-4.65532766,3.68910353,0.42398772,0.01575920,1.19448322,1.72232809,1.87252517,0.00000000
-4.64932466,3.59501065,0.41969780,0.01518613,1.17654839,1.68245439,1.83648865,0.00000000
-4.64332166,3.51168915,0.41868852,0.01459203,1.16923389,1.64486896,1.80788022,0.00000000
-4.63731866,3.44061904,0.42112943,0.01398842,1.17328349,1.61022074,1.78722173,0.00000000
-4.63131566,3.38316289,0.42715648,0.01338685,1.18939811,1.57909429,1.77496614,0.00000000
-4.62531266,3.34052478,0.43687012,0.01279869,1.21821770,1.55199271,1.77147994,0.00000000
-4.61930965,3.31371459,0.45033353,0.01223480,1.26030164,1.52932463,1.77702849,0.00000000
-4.61330665,3.30351852,0.46757107,0.01170524,1.31610783,1.51139575,1.79176439,0.00000000
-4.60730365,3.31047596,0.48856655,0.01121914,1.38597058,1.49840441,1.81571909,0.00000000
-4.60130065,3.33486253,0.51326141,0.01078443,1.47007760,1.49044131,1.84879759,0.00000000
-4.59529765,3.37667910,0.54155267,0.01040777,1.56844663,1.48749260,1.89077592,0.00000000
-4.58929465,3.43564594,0.57329058,0.01009441,1.68090219,1.48944573,1.94130094,0.00000000
-4.58329165,3.51120163,0.60827623,0.00984818,1.80705347,1.49609740,1.99989219,0.00000000
-4.57728864,3.60250593,0.64625910,0.00967140,1.94627422,1.50716285,2.06594521,0.00000000
-4.57128564,3.70844624,0.68693483,0.00956494,2.09768593,1.52228576,2.13873612,0.00000000
-4.56528264,3.82764746,0.72994356,0.00952823,2.26014553,1.54104825,2.21742725,0.00000000
-4.55927964,3.95848521,0.77486913,0.00955930,2.43223916,1.56298061,2.30107385,0.00000000
-4.55327664,4.09910272,0.82123944,0.00965486,2.61228321,1.58757043,2.38863207,0.00000000
-4.54727364,4.24743193,0.86852858,0.00981040,2.79833398,1.61427122,2.47896849,0.00000000
-4.54127064,4.40121954,0.91616076,0.01002028,2.98820707,1.64251051,2.57087168,0.00000000
-4.53526763,4.55805860,0.96351661,0.01027787,3.17950710,1.67169784,2.66306640,0.00000000
-4.52926463,4.71542645,1.00994178,0.01057566,3.36966817,1.70123289,2.75423081,0.00000000
-4.52326163,4.87072934,1.05475813,0.01090547,3.55600482,1.73051413,2.84301719,0.00000000
-4.51725863,5.02135390,1.09727726,0.01125856,3.73577272,1.75894847,2.92807644,0.00000000
-4.51125563,5.16472503,1.13681619,0.01162587,3.90623767,1.78596189,3.00808624,0.00000000
-4.50525263,5.29836929,1.17271478,0.01199823,4.06475108,1.81101155,3.08178269,0.00000000
-4.49924962,5.41998240,1.20435437,0.01236653,4.20882927,1.83359889,3.14799461,0.00000000
-4.49324662,5.52749858,1.23117691,0.01272199,4.33623382,1.85328379,3.20567970,0.00000000
-4.48724362,5.61915931,1.25270377,0.01305637,4.44504953,1.86969907,3.25396099,0.00000000
-4.48124062,5.69357845,1.26855347,0.01336216,4.53375683,1.88256481,3.29216222,0.00000000
-4.47523762,5.74980052,1.27845741,0.01363282,4.60129495,1.89170162,3.31984021,0.00000000
-4.46923462,5.78734892,1.28227287,0.01386293,4.64711303,1.89704194,3.33681239,0.00000000
-4.46323162,5.80626093,1.27999241,0.01404834,4.67120611,1.89863859,3.34317777,0.00000000
-4.45722861,5.80710697,1.27174931,0.01418628,4.67413399,1.89666953,3.33932962,0.00000000
-4.45122561,5.79099194,1.25781849,0.01427538,4.65702147,1.89143829,3.32595846,0.00000000
-4.44522261,5.75953736,1.23861276,0.01431573,4.62153923,1.88336944,3.30404458,0.00000000
-4.43921961,5.71484389,1.21467448,0.01430876,4.56986555,1.87299887,3.27483938,0.00000000
-4.43321661,5.65943495,1.18666278,0.01425723,4.50463001,1.86095898,3.23983582,0.00000000
-4.42721361,5.59618270,1.15533684,0.01416500,4.42884092,1.84795899,3.20072839,0.00000000
-4.42121061,5.52821912,1.12153592,0.01403688,4.34579905,1.83476111,3.15936388,0.00000000
-4.41520760,5.45883519,1.08615674,0.01387840,4.25900082,1.82215345,3.11768462,0.00000000
-4.40920460,5.39137229,1.05012922,0.01369559,4.17203448,1.81092078,3.07766612,0.00000000
-4.40320160,5.32910981,1.01439148,0.01349468,4.08847303,1.80181451,3.04125158,0.00000000
-4.39719860,5.27515388,0.97986486,0.01328191,4.01176767,1.79552314,3.01028595,0.00000000
-4.39119560,5.23233130,0.94742999,0.01306322,3.94514547,1.79264468,2.98645190,0.00000000
-4.38519260,5.20309314,0.91790453,0.01284412,3.89151472,1.79366228,2.97121059,0.00000000
-4.37918959,5.18943175,0.89202336,0.01262943,3.85338084,1.79892423,2.96574945,0.00000000
-4.37318659,5.19281431,0.87042152,0.01242320,3.83277549,1.80862934,2.97093921,0.00000000
-4.36718359,5.21413539,0.85362051,0.01222860,3.83120079,1.82281824,2.98730186,0.00000000
-4.36118059,5.25369023,0.84201790,0.01204785,3.84959006,1.84137128,3.01499102,0.00000000
-4.35517759,5.31116940,0.83588057,0.01188229,3.88828592,1.86401286,3.05378535,0.00000000
-4.34917459,5.38567511,0.83534131,0.01173234,3.94703608,1.89032227,3.10309568,0.00000000
-4.34317159,5.47575798,0.84039892,0.01159767,4.02500649,1.91975038,3.16198539,0.00000000
-4.33716858,5.57947323,0.85092132,0.01147725,4.12081146,1.95164172,3.22920363,0.00000000
-4.33116558,5.69445363,0.86665176,0.01136957,4.23255936,1.98526091,3.30323020,0.00000000
-4.32516258,5.81799700,0.88721760,0.01127272,4.35791268,2.01982240,3.38233048,0.00000000
-4.31915958,5.94716470,0.91214167,0.01118463,4.49416064,2.05452245,3.46461860,0.00000000
-4.31315658,6.07888794,0.94085571,0.01110319,4.63830217,2.08857202,3.54812639,0.00000000
-4.30715358,6.21007787,0.97271583,0.01102645,4.78713701,2.12122932,3.63087575,0.00000000
