energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.71185593,2.29515855,0.19048129,0.00186280,0.39999074,2.07778285,0.98034339,0.02394258,0.60952432
-5.70585293,2.16301509,0.18070445,0.00193055,0.36884719,1.94446725,0.92067578,0.02353266,0.58303141
-5.69984992,2.03712746,0.17151253,0.00200455,0.33899848,1.81229768,0.86485724,0.02318718,0.55776032
-5.69384692,1.91859636,0.16300676,0.00208573,0.31063146,1.68274306,0.81327099,0.02291453,0.53404235
-5.68784392,1.80837400,0.15526986,0.00217503,0.28390492,1.55718282,0.76622981,0.02272043,0.51216756
-5.68184092,1.70725868,0.14836529,0.00227339,0.25894964,1.43689151,0.72397666,0.02260791,0.49238154
-5.67583792,1.61589500,0.14233734,0.00238170,0.23586935,1.32302777,0.68668738,0.02257743,0.47488382
-5.66983492,1.53477890,0.13721181,0.00250077,0.21474253,1.21662742,0.65447563,0.02262706,0.45982784
-5.66383192,1.46426714,0.13299729,0.00263132,0.19562492,1.11860054,0.62739929,0.02275286,0.44732242
-5.65782891,1.40459006,0.12968693,0.00277393,0.17855243,1.02973216,0.60546810,0.02294917,0.43743435
-5.65182591,1.35586682,0.12726057,0.00292901,0.16354450,0.95068609,0.58865198,0.02320908,0.43019201
-5.64582291,1.31812210,0.12568707,0.00309680,0.15060757,0.88201135,0.57688948,0.02352486,0.42558961
-5.63981991,1.29130301,0.12492683,0.00327729,0.13973846,0.82415037,0.57009591,0.02388838,0.42359178
-5.63381691,1.27529550,0.12493420,0.00347024,0.13092762,0.77744860,0.56817072,0.02429153,0.42413837
-5.62781391,1.26993911,0.12565986,0.00367513,0.12416196,0.74216453,0.57100362,0.02472654,0.42714899
-5.62181091,1.27503956,0.12705297,0.00389118,0.11942716,0.71847981,0.57847940,0.02518630,0.43252731
-5.61580790,1.29037849,0.12906305,0.00411727,0.11670938,0.70650854,0.59048086,0.02566451,0.44016487
-5.60980490,1.31572012,0.13164150,0.00435199,0.11599628,0.70630554,0.60689020,0.02615583,0.44994425
-5.60380190,1.35081460,0.13474288,0.00459362,0.11727732,0.71787296,0.62758859,0.02665588,0.46174172
-5.59779890,1.39539832,0.13832572,0.00484013,0.12054326,0.74116506,0.65245412,0.02716120,0.47542927
-5.59179590,1.44919128,0.14235301,0.00508922,0.12578506,0.77609081,0.68135852,0.02766908,0.49087606
-5.58579290,1.51189213,0.14679241,0.00533830,0.13299207,0.82251443,0.71416269,0.02817741,0.50794947
-5.57978989,1.58317137,0.15161607,0.00558460,0.14214969,0.88025370,0.75071173,0.02868444,0.52651582
-5.57378689,1.66266342,0.15680025,0.00582516,0.15323666,0.94907628,0.79082958,0.02918852,0.54644080
-5.56778389,1.74995820,0.16232468,0.00605692,0.16622203,1.02869433,0.83431385,0.02968789,0.56758978
-5.56178089,1.84459298,0.16817174,0.00627678,0.18106205,1.11875756,0.88093125,0.03018045,0.58982810
-5.55577789,1.94604504,0.17432546,0.00648165,0.19769710,1.21884547,0.93041383,0.03066359,0.61302130
-5.54977489,2.05372574,0.18077040,0.00666858,0.21604886,1.32845885,0.98245650,0.03113408,0.63703539
-5.54377189,2.16697644,0.18749052,0.00683478,0.23601778,1.44701138,1.03671588,0.03158798,0.66173713
-5.53776888,2.28506645,0.19446786,0.00697773,0.25748116,1.57382186,1.09281074,0.03202070,0.68699426
-5.53176588,2.40719347,0.20168135,0.00709524,0.28029177,1.70810747,1.15032399,0.03242703,0.71267564
-5.52576288,2.53248619,0.20910556,0.00718550,0.30427727,1.84897888,1.20880624,0.03280131,0.73865132
-5.51975988,2.66000943,0.21670953,0.00724714,0.32924035,1.99543765,1.26778073,0.03313760,0.76479239
-5.51375688,2.78877137,0.22445575,0.00727928,0.35495978,2.14637648,1.32674956,0.03342987,0.79097055
-5.50775388,2.91773288,0.23229930,0.00728150,0.38119223,2.30058278,1.38520095,0.03367227,0.81705764
-5.50175088,3.04581871,0.24018719,0.00725389,0.40767496,2.45674588,1.44261726,0.03385935,0.84292477
-5.49574787,3.17193020,0.24805805,0.00719702,0.43412928,2.61346824,1.49848349,0.03398631,0.86844155
-5.48974487,3.29495945,0.25584207,0.00711191,0.46026470,2.76928060,1.55229608,0.03404913,0.89347512
-5.48374187,3.41380454,0.26346146,0.00699999,0.48578368,2.92266123,1.60357168,0.03404481,0.91788945
-5.47773887,3.52738566,0.27083118,0.00686302,0.51038686,3.07205883,1.65185567,0.03397144,0.94154477
-5.47173587,3.63466185,0.27786020,0.00670309,0.53377868,3.21591876,1.69673023,0.03382825,0.96429750
-5.46573287,3.73464806,0.28445318,0.00652249,0.55567319,3.35271199,1.73782175,0.03361565,0.98600066
-5.45972986,3.82643217,0.29051252,0.00632367,0.57579991,3.48096584,1.77480743,0.03333517,1.00650491
-5.45372686,3.90919173,0.29594078,0.00610916,0.59390956,3.59929557,1.80742088,0.03298937,1.02566029
-5.44772386,3.98220969,0.30064330,0.00588152,0.60977955,3.70643574,1.83545660,0.03258176,1.04331857
-5.44172086,4.04488892,0.30453108,0.00564328,0.62321897,3.80126996,1.85877323,0.03211661,1.05933629
-5.43571786,4.09676470,0.30752358,0.00539689,0.63407300,3.88285785,1.87729529,0.03159882,1.07357820
-5.42971486,4.13751474,0.30955148,0.00514468,0.64222655,3.95045795,1.89101357,0.03103377,1.08592096
-5.42371186,4.16696607,0.31055923,0.00488882,0.64760693,4.00354542,1.89998376,0.03042710,1.09625690
-5.41770885,4.18509824,0.31050716,0.00463134,0.65018557,4.04182355,1.90432353,0.02978464,1.10449759
-5.41170585,4.19204248,0.30937319,0.00437408,0.64997854,4.06522836,1.90420787,0.02911220,1.11057687
-5.40570285,4.18807636,0.30715396,0.00411873,0.64704597,4.07392589,1.89986272,0.02841551,1.11445320
-5.39969985,4.17361403,0.30386535,0.00386682,0.64149020,4.06830212,1.89155720,0.02770008,1.11611099
-5.39369685,4.14919207,0.29954237,0.00361973,0.63345280,4.04894574,1.87959435,0.02697116,1.11556101
-5.38769385,4.11545131,0.29423845,0.00337871,0.62311057,4.01662465,1.86430090,0.02623366,1.11283949
-5.38169085,4.07311546,0.28802415,0.00314494,0.61067049,3.97225711,1.84601629,0.02549211,1.10800634
-5.37568784,4.02296722,0.28098542,0.00291951,0.59636395,3.91687889,1.82508145,0.02475065,1.10114216
-5.36968484,3.96582319,0.27322150,0.00270344,0.58044042,3.85160823,1.80182785,0.02401301,1.09234474
-5.36368184,3.90250881,0.26484256,0.00249775,0.56316078,3.77760999,1.77656733,0.02328247,1.08172487
-5.35767884,3.83383458,0.25596735,0.00230345,0.54479062,3.69606126,1.74958329,0.02256194,1.06940212
-5.35167584,3.76057503,0.24672073,0.00212155,0.52559374,3.60811961,1.72112372,0.02185387,1.05550079
-5.34567284,3.68345158,0.23723157,0.00195311,0.50582617,3.51489598,1.69139653,0.02116036,1.04014640
-5.33966983,3.60312034,0.22763070,0.00179923,0.48573087,3.41743311,1.66056758,0.02048316,1.02346300
-5.33366683,3.52016556,0.21804935,0.00166107,0.46553339,3.31669053,1.62876145,0.01982367,1.00557161
-5.32766383,3.43509901,0.20861785,0.00153986,0.44543857,3.21353650,1.59606513,0.01918306,0.98658984
-5.32166083,3.34836546,0.19946477,0.00143691,0.42562838,3.10874687,1.56253444,0.01856227,0.96663287
-5.31565783,3.26035355,0.19071620,0.00135360,0.40626104,3.00301046,1.52820275,0.01796211,0.94581554
-5.30965483,3.17141140,0.18249548,0.00129140,0.38747114,2.89693990,1.49309169,0.01738335,0.92425552
-5.30365183,3.08186561,0.17492287,0.00125184,0.36937091,2.79108694,1.45722299,0.01682678,0.90207721
-5.29764882,2.99204229,0.16811532,0.00123650,0.35205227,2.68596045,1.42063086,0.01629331,0.87941599
-5.29164582,2.90228838,0.16218607,0.00124699,0.33558955,2.58204573,1.38337407,0.01578405,0.85642246
-5.28564282,2.81299161,0.15724409,0.00128492,0.32004270,2.47982320,1.34554678,0.01530039,0.83326617
-5.27963982,2.72459736,0.15339307,0.00135185,0.30546056,2.37978500,1.30728754,0.01484404,0.81013836
-5.27363682,2.63762104,0.15073009,0.00144926,0.29188409,2.28244809,1.26878560,0.01441707,0.78725347
-5.26763382,2.55265475,0.14934375,0.00157846,0.27934934,2.18836259,1.23028421,0.01402194,0.76484902
-5.26163082,2.47036738,0.14931188,0.00174055,0.26788980,2.09811467,1.19208028,0.01366145,0.74318357
-5.25562781,2.39149774,0.15069884,0.00193633,0.25753817,2.01232363,1.15452061,0.01333866,0.72253282
-5.24962481,2.31684090,0.15355249,0.00216623,0.24832737,1.93163308,1.11799449,0.01305688,0.70318389
-5.24362181,2.24722817,0.15790089,0.00243021,0.24029075,1.85669676,1.08292316,0.01281945,0.68542783
-5.23761881,2.18350169,0.16374913,0.00272770,0.23346152,1.78815977,1.04974659,0.01262966,0.66955082
-5.23161581,2.12648504,0.17107617,0.00305752,0.22787148,1.72663625,1.01890819,0.01249057,0.65582436
-5.22561281,2.07695135,0.17983221,0.00341784,0.22354924,1.67268494,0.99083839,0.01240480,0.64449499
-5.21960980,2.03559080,0.18993652,0.00380611,0.22051800,1.62678397,0.96593783,0.01237438,0.63577421
-5.21360680,2.00297932,0.20127621,0.00421904,0.21879304,1.58930643,0.94456117,0.01240056,0.62982881
-5.20760380,1.97955012,0.21370592,0.00465262,0.21837928,1.56049818,0.92700226,0.01248364,0.62677265
-5.20160080,1.96556996,0.22704860,0.00510215,0.21926887,1.54045909,0.91348149,0.01262288,0.62665986
-5.19559780,1.96112111,0.24109765,0.00556227,0.22143920,1.52912904,0.90413603,0.01281636,0.62948033
-5.18959480,1.96609046,0.25562012,0.00602711,0.22485129,1.52627922,0.89901326,0.01306095,0.63515742
-5.18359180,1.98016597,0.27036129,0.00649036,0.22944876,1.53150955,0.89806784,0.01335230,0.64354835
-5.17758879,2.00284097,0.28505030,0.00694545,0.23515749,1.54425227,0.90116239,0.01368487,0.65444714
-5.17158579,2.03342608,0.29940669,0.00738571,0.24188584,1.56378169,0.90807178,0.01405202,0.66759004
-5.16558279,2.07106804,0.31314773,0.00780459,0.24952562,1.58922979,0.91849058,0.01444612,0.68266343
-5.15957979,2.11477473,0.32599621,0.00819582,0.25795362,1.61960695,0.93204354,0.01485877,0.69931353
-5.15357679,2.16344517,0.33768828,0.00855367,0.26703374,1.65382704,0.94829818,0.01528092,0.71715787
-5.14757379,2.21590314,0.34798130,0.00887311,0.27661948,1.69073595,0.96677925,0.01570314,0.73579784
-5.14157079,2.27093301,0.35666097,0.00915002,0.28655682,1.72914237,0.98698410,0.01611585,0.75483179
-5.13556778,2.32731641,0.36354787,0.00938136,0.29668739,1.76784975,1.00839857,0.01650955,0.77386837
-5.12956478,2.38386816,0.36850284,0.00956528,0.30685162,1.80568830,1.03051258,0.01687507,0.79253931
-5.12356178,2.43947038,0.37143102,0.00970124,0.31689204,1.84154598,1.05283499,0.01720378,0.81051139
-5.11755878,2.49310349,0.37228463,0.00979008,0.32665640,1.87439737,1.07490724,0.01748784,0.82749707
-5.11155578,2.54387329,0.37106400,0.00983402,0.33600068,1.90332963,1.09631538,0.01772035,0.84326340
-5.10555278,2.59103336,0.36781725,0.00983660,0.34479187,1.92756484,1.11670024,0.01789556,0.85763905
-5.09954977,2.63400223,0.36263838,0.00980267,0.35291044,1.94647789,1.13576555,0.01800899,0.87051908
-5.09354677,2.67237518,0.35566401,0.00973824,0.36025244,1.95960980,1.15328396,0.01805754,0.88186754
-5.08754377,2.70593041,0.34706894,0.00965031,0.36673138,1.96667587,1.16910087,0.01803960,0.89171763
-5.08154077,2.73462977,0.33706076,0.00954672,0.37227954,1.96756875,1.18313622,0.01795509,0.90016975
-5.07553777,2.75861419,0.32587367,0.00943592,0.37684899,1.96235639,1.19538426,0.01780546,0.90738726
-5.06953477,2.77819421,0.31376191,0.00932675,0.38041214,1.95127504,1.20591138,0.01759376,0.91359038
-5.06353177,2.79383598,0.30099292,0.00922824,0.38296187,1.93471763,1.21485232,0.01732451,0.91904823
-5.05752876,2.80614326,0.28784054,0.00914929,0.38451120,1.91321797,1.22240467,0.01700373,0.92406951
-5.05152576,2.81583598,0.27457855,0.00909855,0.38509251,1.88743135,1.22882199,0.01663877,0.92899192
-5.04552276,2.82372593,0.26147445,0.00908412,0.38475632,1.85811214,1.23440563,0.01623825,0.93417075
-5.03951976,2.83069022,0.24878401,0.00911336,0.38356969,1.82608915,1.23949546,0.01581189,0.93996700
-5.03351676,2.83764321,0.23674636,0.00919276,0.38161416,1.79223945,1.24445954,0.01537032,0.94673530
-5.02751376,2.84550744,0.22557983,0.00932774,0.37898332,1.75746152,1.24968314,0.01492487,0.95481195
-5.02151076,2.85518442,0.21547851,0.00952252,0.37578016,1.72264846,1.25555705,0.01448735,0.96450357
-5.01550775,2.86752576,0.20660957,0.00978005,0.37211407,1.68866208,1.26246554,0.01406983,0.97607636
-5.00950475,2.88330544,0.19911123,0.01010193,0.36809773,1.65630847,1.27077414,0.01368427,0.98974661
-5.00350175,2.90319380,0.19309139,0.01048837,0.36384387,1.62631587,1.28081752,0.01334233,1.00567232
-4.99749875,2.92773385,0.18862679,0.01093816,0.35946207,1.59931519,1.29288764,0.01305500,1.02394638
-4.99149575,2.95732048,0.18576272,0.01144869,0.35505562,1.57582386,1.30722261,0.01283235,1.04459143
-4.98549275,2.99218318,0.18451316,0.01201599,0.35071861,1.55623316,1.32399646,0.01268318,1.06755638
-4.97948974,3.03237261,0.18486137,0.01263479,0.34653323,1.54079941,1.34331008,0.01261480,1.09271478
-4.97348674,3.07775154,0.18676082,0.01329857,0.34256755,1.52963900,1.36518384,0.01263275,1.11986513
-4.96748374,3.12799047,0.19013653,0.01399970,0.33887359,1.52272753,1.38955195,0.01274054,1.14873290
-4.96148074,3.18256822,0.19488677,0.01472949,0.33548603,1.51990265,1.41625904,0.01293955,1.17897455
-4.95547774,3.24077772,0.20088510,0.01547839,0.33242134,1.52087080,1.44505913,0.01322884,1.21018319
-4.94947474,3.30173693,0.20798284,0.01623605,0.32967761,1.52521730,1.47561717,0.01360510,1.24189604
-4.94347174,3.36440516,0.21601191,0.01699155,0.32723485,1.53241975,1.50751344,0.01406264,1.27360340
-4.93746873,3.42760427,0.22478808,0.01773353,0.32505596,1.54186420,1.54025071,0.01459345,1.30475905
-4.93146573,3.49004487,0.23411459,0.01845036,0.32308821,1.55286373,1.57326424,0.01518737,1.33479199
-4.92546273,3.55035670,0.24378616,0.01913039,0.32126530,1.56467906,1.60593446,0.01583223,1.36311915
-4.91945973,3.60712274,0.25359327,0.01976208,0.31950976,1.57654046,1.63760217,0.01651417,1.38915891
-4.91345673,3.65891628,0.26332668,0.02033427,0.31773589,1.58767062,1.66758572,0.01721794,1.41234514
-4.90745373,3.70433982,0.27278213,0.02083637,0.31585287,1.59730769,1.69519986,0.01792730,1.43214139
-4.90145073,3.74206467,0.28176495,0.02125858,0.31376812,1.60472793,1.71977559,0.01862547,1.44805483
-4.89544772,3.77087009,0.29009465,0.02159212,0.31139069,1.60926726,1.74068022,0.01929551,1.45964957
-4.88944472,3.78968035,0.29760908,0.02182941,0.30863467,1.61034101,1.75733715,0.01992088,1.46655887
-4.88344172,3.79759845,0.30416828,0.02196429,0.30542230,1.60746119,1.76924417,0.02048583,1.46849583
-4.87743872,3.79393500,0.30965755,0.02199216,0.30168689,1.60025071,1.77598987,0.02097589,1.46526212
-4.87143572,3.77823105,0.31398991,0.02191013,0.29737529,1.58845391,1.77726716,0.02137823,1.45675433
-4.86543272,3.75027360,0.31710760,0.02171715,0.29244980,1.57194302,1.77288334,0.02168207,1.44296764
-4.85942971,3.71010316,0.31898258,0.02141402,0.28688952,1.55072012,1.76276624,0.02187891,1.42399660
-4.85342671,3.65801266,0.31961610,0.02100345,0.28069103,1.52491469,1.74696599,0.02196278,1.40003279
-4.84742371,3.59453772,0.31903719,0.02048999,0.27386841,1.49477650,1.72565246,0.02193035,1.37135947
-4.84142071,3.52043852,0.31730021,0.01987998,0.26645252,1.46066433,1.69910824,0.02178094,1.33834336
-4.83541771,3.43667400,0.31448157,0.01918140,0.25848966,1.42303085,1.66771778,0.02151650,1.30142374
-4.82941471,3.34436958,0.31067568,0.01840368,0.25003973,1.38240435,1.63195298,0.02114143,1.26109936
-4.82341171,3.24477981,0.30599044,0.01755747,0.24117377,1.33936813,1.59235613,0.02066240,1.21791371
-4.81740870,3.13924775,0.30054238,0.01665442,0.23197124,1.29453840,1.54952095,0.02008806,1.17243927
-4.81140570,3.02916302,0.29445174,0.01570684,0.22251711,1.24854189,1.50407291,0.01942868,1.12526134
-4.80540270,2.91592050,0.28783774,0.01472747,0.21289875,1.20199405,1.45664954,0.01869582,1.07696226
-4.79939970,2.80088154,0.28081420,0.01372910,0.20320305,1.15547894,1.40788201,0.01790191,1.02810673
-4.79339670,2.68533961,0.27348585,0.01272435,0.19351366,1.10953165,1.35837863,0.01705989,0.97922865
-4.78739370,2.57049163,0.26594526,0.01172534,0.18390862,1.06462423,1.30871109,0.01618286,0.93082023
-4.78139070,2.45741622,0.25827085,0.01074343,0.17445841,1.02115544,1.25940398,0.01528371,0.88332368
-4.77538769,2.34705944,0.25052568,0.00978906,0.16522457,0.97944493,1.21092780,0.01437484,0.83712557
-4.76938469,2.24022824,0.24275736,0.00887151,0.15625882,0.93973192,1.16369562,0.01346791,0.79255428
-4.76338169,2.13759133,0.23499881,0.00799882,0.14760283,0.90217817,1.11806316,0.01257369,0.74988003
-4.75737869,2.03968666,0.22726986,0.00717763,0.13928842,0.86687509,1.07433183,0.01170190,0.70931763
-4.75137569,1.94693464,0.21957962,0.00641322,0.13133839,0.83385434,1.03275428,0.01086113,0.67103135
-4.74537269,1.85965553,0.21192928,0.00570946,0.12376765,0.80310124,0.99354168,0.01005886,0.63514158
-4.73936968,1.77808968,0.20431532,0.00506887,0.11658476,0.77457021,0.95687191,0.00930146,0.60173263
-4.73336668,1.70241889,0.19673283,0.00449266,0.10979359,0.74820133,0.92289799,0.00859427,0.57086129
-4.72736368,1.63278751,0.18917876,0.00398089,0.10339518,0.72393726,0.89175596,0.00794169,0.54256544
-4.72136068,1.56932190,0.18165491,0.00353253,0.09738952,0.70173951,0.86357155,0.00734729,0.51687228
-4.71535768,1.51214706,0.17417060,0.00314567,0.09177727,0.68160346,0.83846520,0.00681392,0.49380578
-4.70935468,1.46139973,0.16674470,0.00281759,0.08656125,0.66357139,0.81655514,0.00634388,0.47339305
-4.70335168,1.41723750,0.15940715,0.00254496,0.08174777,0.64774320,0.79795842,0.00593898,0.45566922
-4.69734867,1.37984366,0.15219981,0.00232399,0.07734750,0.63428415,0.78278988,0.00560070,0.44068101
-4.69134567,1.34942807,0.14517665,0.00215055,0.07337618,0.62342981,0.77115946,0.00533020,0.42848869
-4.68534267,1.32622445,0.13840332,0.00202032,0.06985490,0.61548773,0.76316807,0.00512850,0.41916671
-4.67933967,1.31048472,0.13195616,0.00192895,0.06681003,0.61083622,0.75890268,0.00499642,0.41280300
-4.67333667,1.30247114,0.12592072,0.00187213,0.06427287,0.60991995,0.75843104,0.00493467,0.40949725
-4.66733367,1.30244696,0.12038985,0.00184573,0.06227903,0.61324285,0.76179659,0.00494385,0.40935824
-4.66133067,1.31066650,0.11546148,0.00184589,0.06086743,0.62135817,0.76901415,0.00502444,0.41250053
-4.65532766,1.32736504,0.11123618,0.00186914,0.06007923,0.63485611,0.78006670,0.00517674,0.41904067
-4.64932466,1.35274927,0.10781452,0.00191243,0.05995638,0.65434894,0.79490360,0.00540089,0.42909297
-4.64332166,1.38698847,0.10529438,0.00197323,0.06054021,0.68045400,0.81344039,0.00569677,0.44276512
-4.63731866,1.43020656,0.10376815,0.00204958,0.06186964,0.71377453,0.83556019,0.00606398,0.46015351
-4.63131566,1.48247500,0.10332000,0.00214016,0.06397952,0.75487873,0.86111660,0.00650172,0.48133849
-4.62531266,1.54380651,0.10402313,0.00224428,0.06689875,0.80427721,0.88993789,0.00700878,0.50637933
-4.61930965,1.61414916,0.10593711,0.00236193,0.07064842,0.86239918,0.92183200,0.00758340,0.53530915
-4.61330665,1.69338082,0.10910527,0.00249376,0.07523993,0.92956804,0.95659223,0.00822326,0.56812958
-4.60730365,1.78130362,0.11355231,0.00264108,0.08067327,1.00597679,0.99400299,0.00892533,0.60480541
-4.60130065,1.87763849,0.11928201,0.00280581,0.08693528,1.09166422,1.03384533,0.00968586,0.64525921
-4.59529765,1.98201969,0.12627527,0.00299044,0.09399821,1.18649276,1.07590201,0.01050032,0.68936610
-4.58929465,2.09398971,0.13448849,0.00319792,0.10181854,1.29012922,1.11996168,0.01136328,0.73694898
-4.58329165,2.21299485,0.14385234,0.00343157,0.11033608,1.40202926,1.16582220,0.01226846,0.78777439
-4.57728864,2.33838206,0.15427109,0.00369497,0.11947361,1.52142723,1.21329294,0.01320870,0.84154942
-4.57128564,2.46939772,0.16562268,0.00399179,0.12913691,1.64733214,1.26219613,0.01417595,0.89791998
-4.56528264,2.60518897,0.17775939,0.00432567,0.13921546,1.77853102,1.31236748,0.01516134,0.95647085
-4.55927964,2.74480828,0.19050946,0.00470005,0.14958366,1.91360024,1.36365597,0.01615527,1.01672765
-4.55327664,2.88722183,0.20367953,0.00511799,0.16010276,2.05092545,1.41592335,0.01714752,1.07816123
-4.54727364,3.03132186,0.21705802,0.00558202,0.17062334,2.18873003,1.46904318,0.01812742,1.14019434
-4.54127064,3.17594326,0.23041937,0.00609397,0.18098843,2.32511179,1.52289990,0.01908399,1.20221081
-4.53526763,3.31988397,0.24352908,0.00665488,0.19103709,2.45808702,1.57738766,0.02000621,1.26356693
-4.52926463,3.46192868,0.25614942,0.00726483,0.20060839,2.58564053,1.63240924,0.02088326,1.32360484
-4.52326163,3.60087504,0.26804568,0.00792290,0.20954568,2.70578008,1.68787482,0.02170472,1.38166744
-4.51725863,3.73556101,0.27899260,0.00862712,0.21770087,2.81659296,1.74370058,0.02246089,1.43711423
-4.51125563,3.86489229,0.28878093,0.00937441,0.22493871,2.91630251,1.79980694,0.02314296,1.48933744
-4.50525263,3.98786816,0.29722369,0.01016068,0.23114075,3.00332206,1.85611631,0.02374333,1.53777780
-4.49924962,4.10360443,0.30416189,0.01098083,0.23620885,3.07630388,1.91255026,0.02425573,1.58193898
-4.49324662,4.21135226,0.30946948,0.01182888,0.24006808,3.13418091,1.96902585,0.02467542,1.62140035
