energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.87393697,2.62599304,-1.82702337,2.15411067,-1.66914699,0.91823229,-0.62110338,0.00232807,-0.00235229,0.81929183,-0.61523891,0.23249712,-0.07505620,0.03859030,-0.00206568,0.68732128,-0.50780008
-5.86793397,2.70356064,-1.83905177,2.26837182,-1.68771509,0.93967440,-0.62116494,0.00242281,-0.00236271,0.84690399,-0.61596667,0.23677816,-0.07739142,0.03984311,-0.00232287,0.70619787,-0.51542024
-5.86193097,2.77342848,-1.84512917,2.37962255,-1.70462603,0.95765887,-0.61861641,0.00252737,-0.00236763,0.87136550,-0.61523910,0.23986993,-0.07948086,0.04092790,-0.00262497,0.72408380,-0.52096394
-5.85592796,2.83518651,-1.84587952,2.48698845,-1.72069705,0.97205541,-0.61365084,0.00264143,-0.00236831,0.89239506,-0.61335825,0.24178343,-0.08132359,0.04184063,-0.00297857,0.74101123,-0.52452087
-5.84992496,2.88862849,-1.84216012,2.58968324,-1.73693786,0.98281903,-0.60654399,0.00276451,-0.00236624,0.90978074,-0.61070197,0.24255652,-0.08293202,0.04258176,-0.00339089,0.75705399,-0.52624717
-5.84392196,2.93374334,-1.83503076,2.68701063,-1.75450947,0.98998638,-0.59764437,0.00289599,-0.00236308,0.92338042,-0.60770929,0.24225187,-0.08433156,0.04315605,-0.00386966,0.77232256,-0.52636096
-5.83791896,2.97069860,-1.82571360,2.77836200,-1.77467377,0.99366945,-0.58736034,0.00303514,-0.00236057,0.93312013,-0.60486262,0.24095386,-0.08555979,0.04357226,-0.00442292,0.78695683,-0.52513513
-5.83191596,2.99981717,-1.81554516,2.86321037,-1.79873574,0.99404677,-0.57614478,0.00318104,-0.00236052,0.93899034,-0.60266757,0.23876473,-0.08666498,0.04384266,-0.00505882,0.80111699,-0.52288775
-5.82591296,3.02154849,-1.80592261,2.94110156,-1.82798091,0.99135260,-0.56447794,0.00333268,-0.00236467,0.94104061,-0.60163133,0.23580010,-0.08770425,0.04398243,-0.00578535,0.81497320,-0.51997031
-5.81990995,3.03643621,-1.79824639,3.01164357,-1.86361048,0.98586494,-0.55284935,0.00348889,-0.00237463,0.93937284,-0.60224047,0.23218406,-0.08874118,0.04400883,-0.00661006,0.82869443,-0.51675430
-5.81390695,3.04508408,-1.79386166,3.07449512,-1.90667735,0.97789264,-0.54173939,0.00364839,-0.00239186,0.93413361,-0.60493916,0.22804413,-0.08984319,0.04394051,-0.00753968,0.84243740,-0.51361667
-5.80790395,3.04812208,-1.79400106,3.12935487,-1.95802579,0.96776258,-0.53160138,0.00380977,-0.00241751,0.92550613,-0.61010874,0.22350643,-0.09107851,0.04379658,-0.00857975,0.85633607,-0.51092474
-5.80190095,3.04617478,-1.79973142,3.17595225,-2.01823772,0.95580725,-0.52284493,0.00397156,-0.00245247,0.91370206,-0.61804960,0.21869103,-0.09251321,0.04359592,-0.00973429,0.87049259,-0.50902125
-5.79589795,3.03983357,-1.81190650,3.21404087,-2.08758827,0.94235348,-0.51582128,0.00413222,-0.00249721,0.89895373,-0.62896611,0.21370809,-0.09420807,0.04335638,-0.01100535,0.88497003,-0.50821022
-5.78989495,3.02963416,-1.83112821,3.24339555,-2.16601295,0.92771262,-0.51081105,0.00429021,-0.00255183,0.88150706,-0.64295531,0.20865459,-0.09621573,0.04309422,-0.01239268,0.89978757,-0.50874425
-5.78389195,3.01604038,-1.85771784,3.26381301,-2.25308824,0.91217253,-0.50801508,0.00444401,-0.00261602,0.86161539,-0.65999993,0.20361200,-0.09857809,0.04282365,-0.01389336,0.91491834,-0.51081400
-5.77788894,2.99943474,-1.89169874,3.27511671,-2.34802689,0.89599157,-0.50754855,0.00459225,-0.00268901,0.83953447,-0.67996583,0.19864495,-0.10132411,0.04255652,-0.01550155,0.93029002,-0.51454011
-5.77188594,2.98011584,-1.93279133,3.27716527,-2.44968853,0.87939462,-0.50943859,0.00473368,-0.00276967,0.81551855,-0.70260433,0.19380079,-0.10446819,0.04230221,-0.01720826,0.94578824,-0.51996830
-5.76588294,2.95830218,-1.98042065,3.26986401,-2.55660556,0.86257108,-0.51362545,0.00486735,-0.00285645,0.78981766,-0.72755904,0.18911014,-0.10800923,0.04206771,-0.01900128,0.96126243,-0.52706772
-5.75987994,2.93414148,-2.03373639,3.25317859,-2.66702344,0.84567459,-0.51996708,0.00499258,-0.00294751,0.76267591,-0.75437698,0.18458823,-0.11193032,0.04185779,-0.02086509,0.97653379,-0.53573276
-5.75387694,2.90772442,-2.09164440,3.22714965,-2.77895388,0.82882423,-0.52824678,0.00510912,-0.00304074,0.73433057,-0.78252365,0.18023697,-0.11619928,0.04167541,-0.02278110,0.99140481,-0.54578838
-5.74787394,2.87910134,-2.15284853,3.19190708,-2.89023886,0.81210701,-0.53818371,0.00521717,-0.00313387,0.70501188,-0.81140114,0.17604748,-0.12076987,0.04152212,-0.02472781,1.00566980,-0.55699868
-5.74187094,2.84830039,-2.21590098,3.14768271,-2.99862276,0.79558103,-0.54944550,0.00531745,-0.00322452,0.67494313,-0.84036869,0.17200305,-0.12558380,0.04139862,-0.02668129,1.01912561,-0.56907844
-5.73586793,2.81534568,-2.27925900,3.09482003,-3.10182944,0.77927923,-0.56166259,0.00541123,-0.00331037,0.64434095,-0.86876469,0.16808210,-0.13057339,0.04130530,-0.02861567,1.03158206,-0.58170719
-5.72986493,2.78027398,-2.34134550,3.03378010,-3.19764102,0.76321333,-0.57444355,0.00550035,-0.00338918,0.61341552,-0.89592921,0.16426119,-0.13566471,0.04124275,-0.03050383,1.04287139,-0.59454520
-5.72386193,2.74314886,-2.40061100,2.96514267,-3.28397472,0.74737762,-0.58739072,0.00558722,-0.00345898,0.58237048,-0.92122604,0.16051771,-0.14078123,0.04121225,-0.03231818,1.05285617,-0.60725068
-5.71785893,2.70407141,-2.45559421,2.88960220,-3.35895455,0.73175264,-0.60011547,0.00567481,-0.00351809,0.55140251,-0.94406341,0.15683226,-0.14584767,0.04121612,-0.03403155,1.06143534,-0.61949743
-5.71185593,2.66318698,-2.50497859,2.80795862,-3.42097451,0.71630837,-0.61225251,0.00576656,-0.00356530,0.52070050,-0.96391236,0.15319044,-0.15079391,0.04125798,-0.03561810,1.06854816,-0.63099217
-5.70585293,2.62068771,-2.54764260,2.72110326,-3.46875082,0.70100718,-0.62347261,0.00586633,-0.00359989,0.49044429,-0.98032221,0.14958419,-0.15555883,0.04134284,-0.03705431,1.07417579,-0.64149080
-5.69984992,2.57681107,-2.58270150,2.63000038,-3.50136076,0.68580627,-0.63349330,0.00597826,-0.00362171,0.46080298,-0.99293248,0.14601239,-0.16009370,0.04147710,-0.03831993,1.07834077,-0.65081265
-5.69384692,2.53183477,-2.60953886,2.53566530,-3.51826687,0.67065989,-0.64208707,0.00610668,-0.00363125,0.43193310,-1.00148081,0.14248096,-0.16436521,0.04166829,-0.03939886,1.08110435,-0.65885224
-5.68784392,2.48606862,-2.62782679,2.43914035,-3.51932563,0.65552128,-0.64908694,0.00625594,-0.00362966,0.40397659,-1.00580687,0.13900242,-0.16835768,0.04192479,-0.04027997,1.08256212,-0.66558780
-5.68184092,2.43984429,-2.63753394,2.34146960,-3.50478073,0.64034452,-0.65438915,0.00643022,-0.00361876,0.37705880,-1.00585211,0.13559487,-0.17207444,0.04225533,-0.04095775,1.08283814,-0.67108616
-5.67583792,2.39350363,-2.63892139,2.24367388,-3.47524171,0.62508632,-0.65795306,0.00663343,-0.00360102,0.35128674,-1.00165571,0.13228072,-0.17553832,0.04266846,-0.04143285,1.08207810,-0.67550367
-5.66983492,2.34738648,-2.63252655,2.14672706,-3.43164944,0.60970775,-0.65979834,0.00686896,-0.00357954,0.32674767,-0.99334705,0.12908504,-0.17879106,0.04317194,-0.04171233,1.08044175,-0.67908305
-5.66383192,2.30181875,-2.61913626,2.05153474,-3.37523051,0.59417608,-0.65999976,0.00713954,-0.00355800,0.30350804,-0.98113532,0.12603382,-0.18189170,0.04377204,-0.04180979,1.07809522,-0.68214610
-5.65782891,2.25710141,-2.59975028,1.95891610,-3.30744310,0.57846654,-0.65867977,0.00744708,-0.00354056,0.28161314,-0.96529695,0.12315214,-0.18491395,0.04447297,-0.04174514,1.07520332,-0.68508268
-5.65182591,2.21350078,-2.57553707,1.86958952,-3.22991709,0.56256404,-0.65599964,0.00779253,-0.00353178,0.26108719,-0.94616149,0.12046250,-0.18794263,0.04527626,-0.04154428,1.07192240,-0.68833614
-5.64582291,2.17124068,-2.54778381,1.78416223,-3.14439140,0.54646471,-0.65214917,0.00817576,-0.00353654,0.24193411,-0.92409690,0.11798319,-0.19106942,0.04618023,-0.04123836,1.06839376,-0.69238587
-5.63981991,2.13049625,-2.51784300,1.70312407,-3.05265141,0.53017715,-0.64733600,0.00859545,-0.00355986,0.22413877,-0.89949481,0.11572699,-0.19438789,0.04717962,-0.04086302,1.06473797,-0.69772764
-5.63381691,2.09138984,-2.48707783,1.62684521,-2.95646925,0.51372323,-0.64177463,0.00904907,-0.00360683,0.20766882,-0.87275648,0.11370017,-0.19798830,0.04826529,-0.04045726,1.06105009,-0.70485251
-5.62781391,2.05398858,-2.45680867,1.55557745,-2.85754919,0.49713847,-0.63567586,0.00953282,-0.00368243,0.19247683,-0.84428016,0.11190176,-0.20195216,0.04942415,-0.04006225,1.05739603,-0.71422514
-5.62181091,2.01830365,-2.42826278,1.48945858,-2.75748020,0.48047164,-0.62923714,0.01004170,-0.00379140,0.17850276,-0.81445008,0.11032325,-0.20634707,0.05063919,-0.03971999,1.05380985,-0.72626241
-5.61580790,1.98429099,-2.40252918,1.42851925,-2.65769700,0.46378380,-0.62263401,0.01056953,-0.00393810,0.16567653,-0.78362755,0.10894859,-0.21122189,0.05188966,-0.03947188,1.05029219,-0.74131333
-5.60980490,1.95185321,-2.38052015,1.37269182,-2.55945047,0.44714658,-0.61601321,0.01110910,-0.00412637,0.15392076,-0.75214434,0.10775460,-0.21660265,0.05315154,-0.03935727,1.04680982,-0.75964096
-5.60380190,1.92084270,-2.36294079,1.32182043,-2.46378787,0.43063985,-0.60948752,0.01165224,-0.00435937,0.14315330,-0.72029815,0.10671161,-0.22248936,0.05439800,-0.03941208,1.04329609,-0.78140720
-5.59779890,1.89106551,-2.35026750,1.27567207,-2.37154255,0.41434877,-0.60313248,0.01219011,-0.00463947,0.13328972,-0.68835040,0.10578442,-0.22885390,0.05560008,-0.03966741,1.03965255,-0.80666110
-5.59179590,1.86228628,-2.34273569,1.23394792,-2.28333262,0.39836047,-0.59698512,0.01271330,-0.00496813,0.12424547,-0.65652578,0.10493348,-0.23563913,0.05672750,-0.04014836,1.03575146,-0.83533123
-5.58579290,1.83423385,-2.34033707,1.19629482,-2.19956771,0.38276048,-0.59104461,0.01321214,-0.00534579,0.11593788,-0.62501349,0.10411622,-0.24275939,0.05774947,-0.04087295,1.03143930,-0.86722244
-5.57978989,1.80660772,-2.34282612,1.16231661,-2.12046247,0.36762899,-0.58527467,0.01367692,-0.00577178,0.10828770,-0.59396980,0.10328854,-0.25010221,0.05863565,-0.04185134,1.02654116,-0.90201722
-5.57378689,1.77908530,-2.34973517,1.13158518,-2.04605554,0.35303744,-0.57960762,0.01409817,-0.00624425,0.10122045,-0.56352145,0.10240630,-0.25753137,0.05935699,-0.04308518,1.02086601,-0.93928170
-5.56778389,1.75132990,-2.36039730,1.10365112,-1.97623252,0.33904531,-0.57394980,0.01446690,-0.00676016,0.09466733,-0.53376964,0.10142686,-0.26489109,0.05988670,-0.04456735,1.01421266,-0.97847604
-5.56178089,1.72299944,-2.37397582,1.07805403,-1.91075163,0.32569754,-0.56818807,0.01477487,-0.00731521,0.08856595,-0.50479423,0.10031059,-0.27201116,0.06020105,-0.04628189,1.00637635,-1.01896892
-5.55577789,1.69375574,-2.38949921,1.05433247,-1.84927058,0.31302256,-0.56219704,0.01501481,-0.00790392,0.08286064,-0.47665789,0.09902223,-0.27871284,0.06028010,-0.04820426,0.99715579,-1.06005560
-5.54977489,1.66327424,-2.40590000,1.03203342,-1.79137371,0.30103118,-0.55584681,0.01518068,-0.00851966,0.07750266,-0.44940996,0.09753219,-0.28481525,0.06010839,-0.05030194,0.98636043,-1.10097888
-5.54377189,1.63125392,-2.42205609,1.01072152,-1.73659824,0.28971628,-0.54901068,0.01526776,-0.00915469,0.07245014,-0.42308984,0.09581766,-0.29014196,0.05967535,-0.05253518,0.97381777,-1.14095224
-5.53776888,1.59742711,-2.43683312,0.98998768,-1.68445894,0.27905336,-0.54157277,0.01527288,-0.00980035,0.06766785,-0.39772987,0.09386347,-0.29452742,0.05897571,-0.05485814,0.95938038,-1.17918421
-5.53176588,1.56156888,-2.44912621,0.96945732,-1.63447053,0.26900193,-0.53343501,0.01519442,-0.01044719,0.06312687,-0.37335754,0.09166285,-0.29782311,0.05800960,-0.05722017,0.94293247,-1.21490329
-5.52576288,1.52350568,-2.45789988,0.94879789,-1.58616753,0.25950759,-0.52452333,0.01503244,-0.01108512,0.05880419,-0.34999721,0.08921786,-0.29990299,0.05678258,-0.05956726,0.92439564,-1.24738221
-5.51975988,1.48312279,-2.46222461,0.92772560,-1.53912116,0.25050471,-0.51479280,0.01478862,-0.01170368,0.05468217,-0.32767119,0.08653961,-0.30066809,0.05530546,-0.06184369,0.90373372,-1.27596092
-5.51375688,1.44037034,-2.46130896,0.90601129,-1.49295324,0.24191960,-0.50423154,0.01446620,-0.01229227,0.05074802,-0.30640039,0.08364834,-0.30005001,0.05359391,-0.06399365,0.88095626,-1.30006733
-5.50775388,1.39526754,-2.45452625,0.88348500,-1.44734699,0.23367386,-0.49286317,0.01406992,-0.01284037,0.04699326,-0.28620460,0.08057308,-0.29801333,0.05166803,-0.06596297,0.85612081,-1.31923509
-5.50175088,1.34790491,-2.44143493,0.86003940,-1.40205484,0.22568793,-0.48074780,0.01360585,-0.01333784,0.04341312,-0.26710237,0.07735136,-0.29455672,0.04955175,-0.06770072,0.82933356,-1.33311775
-5.49574787,1.29844448,-2.42179208,0.83563169,-1.35690335,0.21788451,-0.46798143,0.01308122,-0.01377520,0.04000601,-0.24911075,0.07402851,-0.28971277,0.04727205,-0.06916081,0.80074855,-1.34149887
-5.48974487,1.24711766,-2.39555964,0.81028391,-1.31179530,0.21019172,-0.45469385,0.01250423,-0.01414386,0.03677294,-0.23224478,0.07065695,-0.28354668,0.04485831,-0.07030327,0.77056531,-1.34429766
-5.48374187,1.19422114,-2.36290324,0.78408164,-1.26670922,0.20254597,-0.44104507,0.01188381,-0.01443638,0.03371706,-0.21651693,0.06729531,-0.27615379,0.04234140,-0.07109551,0.73902510,-1.34157003
-5.47773887,1.14011064,-2.32418385,0.75717100,-1.22169645,0.19489429,-0.42722035,0.01122941,-0.01464667,0.03084314,-0.20193642,0.06400743,-0.26765618,0.03975294,-0.07151313,0.70640580,-1.33350500
-5.47173587,1.08519303,-2.27994247,0.72975400,-1.17687608,0.18719615,-0.41342417,0.01055074,-0.01477020,0.02815716,-0.18850853,0.06086142,-0.25819851,0.03712448,-0.07154063,0.67301573,-1.32041667
-5.46573287,1.02991683,-2.23087867,0.70208231,-1.13242789,0.17942459,-0.39987313,0.00985761,-0.01480412,0.02566589,-0.17623384,0.05792855,-0.24794323,0.03448680,-0.07117165,0.63918651,-1.30273207
-5.45972986,0.97476162,-2.17782370,0.67444961,-1.08858359,0.17156689,-0.38678827,0.00915965,-0.01474732,0.02337663,-0.16510751,0.05528226,-0.23706544,0.03186921,-0.07040899,0.60526529,-1.28097543
-5.45372686,0.92022661,-2.12170932,0.64718261,-1.04561681,0.16362447,-0.37438693,0.00846620,-0.01460050,0.02129684,-0.15511850,0.05299719,-0.22574771,0.02929901,-0.06926434,0.57160660,-1.25574938
-5.44772386,0.86681880,-2.06353339,0.62063115,-1.00383190,0.15561236,-0.36287452,0.00778612,-0.01436613,0.01943401,-0.14624889,0.05114821,-0.21417481,0.02680099,-0.06775763,0.53856402,-1.22771395
-5.44172086,0.81504109,-2.00432386,0.59515741,-0.96355224,0.14755810,-0.35243662,0.00712770,-0.01404839,0.01779545,-0.13847312,0.04980964,-0.20252881,0.02439712,-0.06591621,0.50648196,-1.19756414
-5.43571786,0.76538074,-1.94510227,0.57112469,-0.92510819,0.13950022,-0.34323151,0.00649855,-0.01365301,0.01638820,-0.13175746,0.04905442,-0.19098458,0.02210630,-0.06377376,0.47568784,-1.16600687
-5.42971486,0.71829836,-1.88684834,0.54888603,-0.88882527,0.13148647,-0.33538367,0.00590560,-0.01318710,0.01521901,-0.12605942,0.04895349,-0.17970581,0.01994421,-0.06136907,0.44648475,-1.13373830
-5.42371186,0.67421795,-1.83046706,0.52877298,-0.85501281,0.12357169,-0.32897842,0.00535502,-0.01265895,0.01429426,-0.12132750,0.04957517,-0.16884173,0.01792332,-0.05874467,0.41914494,-1.10142237
-5.41770885,0.63351803,-1.77675951,0.51108494,-0.82395367,0.11581570,-0.32405788,0.00485232,-0.01207779,0.01362006,-0.11750095,0.05098465,-0.15852452,0.01605293,-0.05594547,0.39390410,-1.06967125
-5.41170585,0.59652415,-1.72639845,0.49607925,-0.79589513,0.10828098,-0.32061859,0.00440230,-0.01145346,0.01320225,-0.11450995,0.05324351,-0.14886745,0.01433938,-0.05301728,0.37095680,-1.03902860
-5.40570285,0.56350296,-1.67990982,0.48396256,-0.77104149,0.10103052,-0.31861077,0.00400918,-0.01079623,0.01304646,-0.11227595,0.05640926,-0.13996381,0.01278622,-0.05000556,0.35045292,-1.00995603
-5.39969985,0.53465780,-1.63766050,0.47488366,-0.74954833,0.09412578,-0.31793939,0.00367662,-0.01011642,0.01315815,-0.11071244,0.06053493,-0.13188645,0.01139450,-0.04695411,0.33249536,-0.98282334
-5.39369685,0.51012603,-1.59985294,0.46892800,-0.73151882,0.08762474,-0.31846693,0.00340783,-0.00942421,0.01354263,-0.10972595,0.06566850,-0.12468803,0.01016308,-0.04390403,0.31713891,-0.95790269
-5.38769385,0.48997801,-1.56652653,0.46611431,-0.71700189,0.08158031,-0.32001787,0.00320560,-0.00872933,0.01420504,-0.10921747,0.07185244,-0.11840173,0.00908894,-0.04089277,0.30439040,-0.93536683
-5.38169085,0.47421762,-1.53756547,0.46639324,-0.70599233,0.07603895,-0.32238457,0.00307237,-0.00804091,0.01515029,-0.10908415,0.07912293,-0.11304249,0.00816751,-0.03795350,0.29421001,-0.91529123
-5.37568784,0.46278442,-1.51271258,0.46964831,-0.69843258,0.07103954,-0.32533448,0.00301026,-0.00736723,0.01638293,-0.10922127,0.08750911,-0.10860854,0.00739296,-0.03511454,0.28651375,-0.89765988
-5.36968484,0.45555712,-1.49158825,0.47569908,-0.69421605,0.06661261,-0.32861823,0.00302109,-0.00671561,0.01790691,-0.10952443,0.09703207,-0.10508311,0.00675850,-0.03239912,0.28117707,-0.88237418
-5.36368184,0.45235839,-1.47371328,0.48430652,-0.69319155,0.06277984,-0.33197845,0.00310638,-0.00609228,0.01972535,-0.10989186,0.10770371,-0.10243636,0.00625663,-0.02982534,0.27803931,-0.86926448
-5.35767884,0.45296065,-1.45853457,0.49518040,-0.69516854,0.05955381,-0.33515870,0.00326727,-0.00550237,0.02184014,-0.11022680,0.11952533,-0.10062723,0.00587936,-0.02740624,0.27690916,-0.85810343
-5.35167584,0.45709274,-1.44545225,0.50798842,-0.69992292,0.05693803,-0.33791237,0.00350448,-0.00494983,0.02425155,-0.11043973,0.13248617,-0.09960528,0.00561838,-0.02515009,0.27757064,-0.84862059
-5.34567284,0.46444724,-1.43384681,0.52236683,-0.70720286,0.05492710,-0.34001106,0.00381820,-0.00443748,0.02695767,-0.11045058,0.14656169,-0.09931244,0.00546522,-0.02306084,0.27978966,-0.84051730
-5.33966983,0.47468810,-1.42310515,0.53793208,-0.71673443,0.05350717,-0.34125203,0.00420801,-0.00396708,0.02995397,-0.11019052,0.16171183,-0.09968448,0.00541132,-0.02113857,0.28332087,-0.83348128
-5.33366683,0.48745851,-1.41264419,0.55429311,-0.72822686,0.05265647,-0.34146460,0.00467271,-0.00353937,0.03323267,-0.10960349,0.17787922,-0.10065246,0.00544816,-0.01938014,0.28791454,-0.82720017
-5.32766383,0.50238867,-1.40193118,0.57106372,-0.74137710,0.05234595,-0.34051507,0.00521019,-0.00315420,0.03678220,-0.10864730,0.19498750,-0.10214382,0.00556723,-0.01777973,0.29332339,-0.82137357
-5.32166083,0.51910332,-1.39050002,0.58787461,-0.75587374,0.05254008,-0.33831011,0.00581735,-0.00281069,0.04058674,-0.10729422,0.21293985,-0.10408347,0.00576010,-0.01632950,0.29930906,-0.81572304
-5.31565783,0.53722883,-1.37796303,0.60438456,-0.77140028,0.05319763,-0.33479839,0.00648992,-0.00250729,0.04462574,-0.10553116,0.23161781,-0.10639465,0.00601842,-0.01502014,0.30564802,-0.80999985
-5.30965483,0.55639977,-1.36401806,0.62029029,-0.78763777,0.05427259,-0.32997067,0.00722244,-0.00224200,0.04887364,-0.10335925,0.25088065,-0.10899978,0.00633394,-0.01384148,0.31213684,-0.80399037
-5.30365183,0.57626487,-1.34845114,0.63533467,-0.80426710,0.05571508,-0.32385812,0.00800815,-0.00201249,0.05329969,-0.10079303,0.27056532,-0.11182129,0.00669853,-0.01278288,0.31859659,-0.79751906
-5.29764882,0.59649222,-1.33113490,0.64931294,-0.82097112,0.05747238,-0.31652928,0.00883904,-0.00181622,0.05786798,-0.09785931,0.29048719,-0.11478254,0.00710420,-0.01183373,0.32487629,-0.79044933
-5.29164582,0.61677387,-1.31202335,0.66207666,-0.83743683,0.05948986,-0.30808568,0.00970584,-0.00165062,0.06253769,-0.09459551,0.31044164,-0.11780885,0.00754314,-0.01098370,0.33085536,-0.78268252
-5.28564282,0.63682964,-1.29114395,0.67353536,-0.85335795,0.06171216,-0.29865649,0.01059818,-0.00151319,0.06726353,-0.09104798,0.33020669,-0.12082867,0.00800785,-0.01022306,0.33644500,-0.77415532
-5.27963982,0.65641041,-1.26858752,0.68365584,-0.86843799,0.06408423,-0.28839246,0.01150474,-0.00140165,0.07199646,-0.08727002,0.34954646,-0.12377501,0.00849119,-0.00954282,0.34158855,-0.76483612
-5.27363682,0.67530062,-1.24449712,0.69245914,-0.88239413,0.06655252,-0.27745942,0.01241347,-0.00131399,0.07668462,-0.08331999,0.36821582,-0.12658709,0.00898656,-0.00893486,0.34626085,-0.75472077
-5.26763382,0.69332035,-1.21905658,0.70001543,-0.89496190,0.06906617,-0.26603171,0.01331185,-0.00124865,0.08127449,-0.07925936,0.38596577,-0.12921217,0.00948801,-0.00839198,0.35046665,-0.74382804
-5.26163082,0.71032679,-1.19247954,0.70643706,-0.90590059,0.07157823,-0.25428583,0.01418722,-0.00120453,0.08571217,-0.07515101,0.40254970,-0.13160754,0.00999049,-0.00790791,0.35423827,-0.73219532
