energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-0.12906453,1.48631150,0.40038525,0.08615277,0.00408908,0.07130192,0.60217894,0.00000000,0.61192109,0.73213506
-0.12306153,1.44239826,0.39045128,0.08429247,0.00387610,0.06923596,0.60778929,0.00000000,0.59352757,0.69809492
-0.11705853,1.39846239,0.38111745,0.08246419,0.00364783,0.06700792,0.61452699,0.00000000,0.57454103,0.66366934
-0.11105553,1.35481973,0.37240710,0.08066085,0.00340834,0.06462724,0.62209339,0.00000000,0.55506693,0.62927154
-0.10505253,1.31174749,0.36432159,0.07887539,0.00316171,0.06210675,0.63017753,0.00000000,0.53521837,0.59528130
-0.09904952,1.26947596,0.35684004,0.07710087,0.00291187,0.05946249,0.63846058,0.00000000,0.51511253,0.56203637
-0.09304652,1.22818203,0.34991980,0.07533040,0.00266251,0.05671325,0.64662019,0.00000000,0.49486699,0.52982564
-0.08704352,1.18798487,0.34349756,0.07355712,0.00241702,0.05388010,0.65433490,0.00000000,0.47459598,0.49888449
-0.08104052,1.14894422,0.33749125,0.07177413,0.00217841,0.05098580,0.66128868,0.00000000,0.45440689,0.46939239
-0.07503752,1.11106144,0.33180275,0.06997452,0.00194926,0.04805417,0.66717562,0.00000000,0.43439725,0.44147273
-0.06903452,1.07428341,0.32632116,0.06815138,0.00173169,0.04510941,0.67170511,0.00000000,0.41465238,0.41519486
-0.06303152,1.03850904,0.32092677,0.06629794,0.00152736,0.04217545,0.67460719,0.00000000,0.39524378,0.39057814
-0.05702851,1.00359822,0.31549550,0.06440770,0.00133747,0.03927537,0.67563821,0.00000000,0.37622842,0.36759761
-0.05102551,0.96938270,0.30990357,0.06247467,0.00116279,0.03643084,0.67458660,0.00000000,0.35764886,0.34619111
-0.04502251,0.93567837,0.30403235,0.06049366,0.00100368,0.03366165,0.67127856,0.00000000,0.33953416,0.32626724
-0.03901951,0.90229833,0.29777318,0.05846058,0.00086013,0.03098539,0.66558356,0.00000000,0.32190165,0.30771395
-0.03301651,0.86906610,0.29103179,0.05637279,0.00073185,0.02841719,0.65741914,0.00000000,0.30475912,0.29040724
-0.02701351,0.83582830,0.28373242,0.05422942,0.00061827,0.02596960,0.64675508,0.00000000,0.28810760,0.27421957
-0.02101051,0.80246621,0.27582116,0.05203166,0.00051862,0.02365256,0.63361638,0.00000000,0.27194429,0.25902768
-0.01500750,0.76890571,0.26726861,0.04978303,0.00043198,0.02147348,0.61808499,0.00000000,0.25626559,0.24471955
-0.00900450,0.73512504,0.25807171,0.04748955,0.00035734,0.01943745,0.60030011,0.00000000,0.24107004,0.23120026
-0.00300150,0.70116032,0.24825458,0.04515984,0.00029362,0.01754746,0.58045680,0.00000000,0.22636093,0.21839658
0.00300150,0.66710843,0.23786855,0.04280511,0.00023974,0.01580471,0.55880306,0.00000000,0.21214855,0.20626029
0.00900450,0.63312735,0.22699120,0.04043907,0.00019462,0.01420897,0.53563523,0.00000000,0.19845190,0.19477018
0.01500750,0.59943407,0.21572479,0.03807776,0.00015724,0.01275895,0.51129196,0.00000000,0.18529981,0.18393285
0.02101051,0.56630020,0.20419388,0.03573921,0.00012664,0.01145265,0.48614678,0.00000000,0.17273153,0.17378234
0.02701351,0.53404573,0.19254256,0.03344314,0.00010195,0.01028778,0.46059971,0.00000000,0.16079662,0.16437882
0.03301651,0.50303115,0.18093128,0.03121050,0.00008239,0.00926207,0.43506805,0.00000000,0.14955434,0.15580646
0.03901951,0.47364853,0.16953354,0.02906300,0.00006729,0.00837356,0.40997666,0.00000000,0.13907255,0.14817076
0.04502251,0.44631182,0.15853251,0.02702265,0.00005606,0.00762093,0.38574819,0.00000000,0.12942613,0.14159531
0.05102551,0.42144689,0.14811788,0.02511122,0.00004824,0.00700365,0.36279346,0.00000000,0.12069513,0.13621843
0.05702851,0.39948158,0.13848282,0.02334981,0.00004347,0.00652220,0.34150227,0.00000000,0.11296257,0.13218956
0.06303152,0.38083614,0.12982132,0.02175836,0.00004147,0.00617813,0.32223500,0.00000000,0.10631216,0.12966569
0.06903452,0.36591416,0.12232582,0.02035525,0.00004209,0.00597412,0.30531506,0.00000000,0.10082586,0.12880776
0.07503752,0.35509424,0.11618517,0.01915691,0.00004521,0.00591394,0.29102247,0.00000000,0.09658141,0.12977718
0.08104052,0.34872236,0.11158283,0.01817757,0.00005085,0.00600239,0.27958853,0.00000000,0.09364987,0.13273237
0.08704352,0.34710506,0.10869521,0.01742892,0.00005906,0.00624510,0.27119168,0.00000000,0.09209316,0.13782536
0.09304652,0.35050311,0.10769009,0.01691997,0.00006996,0.00664834,0.26595459,0.00000000,0.09196170,0.14519833
0.09904952,0.35912587,0.10872488,0.01665683,0.00008374,0.00721872,0.26394233,0.00000000,0.09329216,0.15498009
0.10505253,0.37312598,0.11194469,0.01664260,0.00010060,0.00796282,0.26516159,0.00000000,0.09610524,0.16728236
0.11105553,0.39259434,0.11748001,0.01687729,0.00012080,0.00888681,0.26956096,0.00000000,0.10040363,0.18219593
0.11705853,0.41755528,0.12544386,0.01735772,0.00014460,0.00999599,0.27703200,0.00000000,0.10617018,0.19978648
0.12306153,0.44796197,0.13592849,0.01807750,0.00017226,0.01129429,0.28741128,0.00000000,0.11336619,0.22009022
0.12906453,0.48369187,0.14900146,0.01902699,0.00020403,0.01278376,0.30048304,0.00000000,0.12193010,0.24310941
0.13506753,0.52454266,0.16470121,0.02019328,0.00024013,0.01446403,0.31598272,0.00000000,0.13177644,0.26880763
0.14107054,0.57022848,0.18303231,0.02156024,0.00028073,0.01633183,0.33360108,0.00000000,0.14279523,0.29710529
0.14707354,0.62037700,0.20396038,0.02310855,0.00032593,0.01838049,0.35298906,0.00000000,0.15485195,0.32787531
0.15307654,0.67452755,0.22740716,0.02481582,0.00037575,0.02059954,0.37376333,0.00000000,0.16778805,0.36093926
0.15907954,0.73213065,0.25324583,0.02665670,0.00043013,0.02297438,0.39551243,0.00000000,0.18142219,0.39606437
0.16508254,0.79254934,0.28129703,0.02860312,0.00048888,0.02548605,0.41780368,0.00000000,0.19555216,0.43296154
0.17108554,0.85506277,0.31132589,0.03062453,0.00055167,0.02811115,0.44019059,0.00000000,0.20995767,0.47128473
0.17708854,0.91887222,0.34304046,0.03268831,0.00061808,0.03082190,0.46222085,0.00000000,0.22440376,0.51063203
0.18309155,0.98311000,0.37609187,0.03476015,0.00068751,0.03358639,0.48344471,0.00000000,0.23864511,0.55054853
0.18909455,1.04685119,0.41007640,0.03680460,0.00075926,0.03636895,0.50342378,0.00000000,0.25243087,0.59053137
0.19509755,1.10912836,0.44453989,0.03878567,0.00083248,0.03913075,0.52173973,0.00000000,0.26551012,0.63003684
0.20110055,1.16894911,0.47898431,0.04066750,0.00090621,0.04183056,0.53800309,0.00000000,0.27763767,0.66848969
0.20710355,1.22531604,0.51287670,0.04241508,0.00097939,0.04442560,0.55186159,0.00000000,0.28858005,0.70529444
0.21310655,1.27724876,0.54566026,0.04399499,0.00105088,0.04687260,0.56300790,0.00000000,0.29812153,0.73984852
0.21910955,1.32380725,0.57676730,0.04537620,0.00111949,0.04912893,0.57118657,0.00000000,0.30606981,0.77155679
0.22511256,1.36411580,0.60563366,0.04653083,0.00118402,0.05115371,0.57619973,0.00000000,0.31226132,0.79984706
0.23111556,1.39738663,0.63171416,0.04743480,0.00124327,0.05290902,0.57791155,0.00000000,0.31656573,0.82418602
0.23711856,1.42294227,0.65449833,0.04806854,0.00129612,0.05436104,0.57625106,0.00000000,0.31888965,0.84409492
0.24312156,1.44023580,0.67352601,0.04841747,0.00134152,0.05548110,0.57121326,0.00000000,0.31917912,0.85916443
0.24912456,1.44886785,0.68840179,0.04847245,0.00137853,0.05624656,0.56285857,0.00000000,0.31742110,0.86906792
0.25512756,1.44859975,0.69880798,0.04823000,0.00140640,0.05664159,0.55131034,0.00000000,0.31364351,0.87357257
0.26113057,1.43936204,0.70451524,0.04769240,0.00142452,0.05665767,0.53675072,0.00000000,0.30791414,0.87254780
0.26713357,1.42125787,0.70539043,0.04686765,0.00143252,0.05629390,0.51941495,0.00000000,0.30033822,0.86597056
0.27313657,1.39456108,0.70140133,0.04576920,0.00143022,0.05555705,0.49958423,0.00000000,0.29105494,0.85392715
0.27913957,1.35970887,0.69261790,0.04441554,0.00141768,0.05446133,0.47757743,0.00000000,0.28023298,0.83661145
0.28514257,1.31728935,0.67921003,0.04282966,0.00139515,0.05302794,0.45374210,0.00000000,0.26806517,0.81431965
0.29114557,1.26802446,0.66144187,0.04103838,0.00136312,0.05128444,0.42844482,0.00000000,0.25476269,0.78744159
0.29714857,1.21274890,0.63966301,0.03907155,0.00132227,0.04926381,0.40206162,0.00000000,0.24054885,0.75644912
0.30315158,1.15238601,0.61429693,0.03696120,0.00127343,0.04700351,0.37496838,0.00000000,0.22565288,0.72188198
0.30915458,1.08792151,0.58582716,0.03474068,0.00121759,0.04454426,0.34753201,0.00000000,0.21030373,0.68433187
0.31515758,1.02037633,0.55478199,0.03244378,0.00115584,0.04192894,0.32010225,0.00000000,0.19472441,0.64442532
0.32116058,0.95077953,0.52171818,0.03010387,0.00108934,0.03920133,0.29300466,0.00000000,0.17912679,0.60280609
0.32716358,0.88014232,0.48720459,0.02775311,0.00101930,0.03640497,0.26653484,0.00000000,0.16370713,0.56011797
0.33316658,0.80943429,0.45180625,0.02542178,0.00094691,0.03358211,0.24095396,0.00000000,0.14864248,0.51698847
0.33916958,0.73956254,0.41606962,0.02313769,0.00087335,0.03077269,0.21648586,0.00000000,0.13408798,0.47401417
0.34517259,0.67135446,0.38050951,0.02092572,0.00079972,0.02801364,0.19331543,0.00000000,0.12017505,0.43174814
0.35117559,0.60554441,0.34559808,0.01880752,0.00072704,0.02533817,0.17158843,0.00000000,0.10701050,0.39068978
0.35717859,0.54276482,0.31175631,0.01680130,0.00065621,0.02277535,0.15141255,0.00000000,0.09467655,0.35127744
0.36318159,0.48354133,0.27934785,0.01492179,0.00058804,0.02034990,0.13285954,0.00000000,0.08323154,0.31388369
0.36918459,0.42829222,0.24867561,0.01318032,0.00052316,0.01808205,0.11596826,0.00000000,0.07271133,0.27881348
0.37518759,0.37733134,0.21998070,0.01158499,0.00046210,0.01598767,0.10074836,0.00000000,0.06313127,0.24630462
0.38119060,0.33087432,0.19344361,0.01014092,0.00040524,0.01407851,0.08718451,0.00000000,0.05448848,0.21653069
0.38719360,0.28904734,0.16918736,0.00885060,0.00035282,0.01236253,0.07524081,0.00000000,0.04676451,0.18960574
0.39319660,0.25189778,0.14728221,0.00771427,0.00030498,0.01084434,0.06486529,0.00000000,0.03992800,0.16559038
0.39919960,0.21940602,0.12775152,0.00673028,0.00026173,0.00952569,0.05599424,0.00000000,0.03393742,0.14449898
0.40520260,0.19149777,0.11057836,0.00589553,0.00022300,0.00840599,0.04855625,0.00000000,0.02874374,0.12630723
0.41120560,0.16805615,0.09571253,0.00520586,0.00018864,0.00748277,0.04247578,0.00000000,0.02429286,0.11095990
0.41720860,0.14893307,0.08307745,0.00465632,0.00015843,0.00675224,0.03767623,0.00000000,0.02052783,0.09837816
0.42321161,0.13395935,0.07257679,0.00424157,0.00013210,0.00620958,0.03408232,0.00000000,0.01739072,0.08846631
0.42921461,0.12295317,0.06410043,0.00395601,0.00010935,0.00584938,0.03162187,0.00000000,0.01482424,0.08111746
0.43521761,0.11572667,0.05752967,0.00379405,0.00008987,0.00566583,0.03022688,0.00000000,0.01277299,0.07621813
0.44122061,0.11209049,0.05274140,0.00375012,0.00007334,0.00565286,0.02983394,0.00000000,0.01118432,0.07365153
0.44722361,0.11185628,0.04961130,0.00381875,0.00005941,0.00580425,0.03038409,0.00000000,0.01000899,0.07329953
0.45322661,0.11483725,0.04801603,0.00399455,0.00004779,0.00611357,0.03182202,0.00000000,0.00920145,0.07504342
0.45922961,0.12084696,0.04783446,0.00427207,0.00003816,0.00657402,0.03409498,0.00000000,0.00871989,0.07876341
0.46523262,0.12969661,0.04894799,0.00464573,0.00003026,0.00717835,0.03715119,0.00000000,0.00852616,0.08433727
0.47123562,0.14119130,0.05124023,0.00510961,0.00002382,0.00791851,0.04093814,0.00000000,0.00858539,0.09163811
0.47723862,0.15512550,0.05459607,0.00565727,0.00001862,0.00878548,0.04540069,0.00000000,0.00886564,0.10053173
0.48324162,0.17127830,0.05890047,0.00628161,0.00001445,0.00976899,0.05047930,0.00000000,0.00933739,0.11087372
0.48924462,0.18940890,0.06403700,0.00697463,0.00001115,0.01085725,0.05610828,0.00000000,0.00997304,0.12250673
0.49524762,0.20925266,0.06988649,0.00772734,0.00000855,0.01203677,0.06221447,0.00000000,0.01074642,0.13525797
0.50125063,0.23051828,0.07632588,0.00852966,0.00000652,0.01329222,0.06871622,0.00000000,0.01163232,0.14893754
0.50725363,0.25288634,0.08322742,0.00937031,0.00000496,0.01460640,0.07552282,0.00000000,0.01260619,0.16333749
0.51325663,0.27600952,0.09045835,0.01023692,0.00000378,0.01596023,0.08253460,0.00000000,0.01364381,0.17823197
0.51925963,0.29951469,0.09788125,0.01111604,0.00000291,0.01733297,0.08964349,0.00000000,0.01472116,0.19337865
0.52526263,0.32300694,0.10535491,0.01199336,0.00000230,0.01870244,0.09673425,0.00000000,0.01581440,0.20852123
0.53126563,0.34607550,0.11273597,0.01285389,0.00000190,0.02004537,0.10368632,0.00000000,0.01689994,0.22339329
0.53726863,0.36830138,0.11988108,0.01368229,0.00000169,0.02133793,0.11037610,0.00000000,0.01795466,0.23772315
0.54327164,0.38926654,0.12664967,0.01446320,0.00000165,0.02255622,0.11667977,0.00000000,0.01895621,0.25123980
0.54927464,0.40856417,0.13290708,0.01518164,0.00000180,0.02367691,0.12247640,0.00000000,0.01988338,0.26367936
0.55527764,0.42580961,0.13852812,0.01582341,0.00000215,0.02467790,0.12765125,0.00000000,0.02071656,0.27479221
0.56128064,0.44065150,0.14340061,0.01637553,0.00000273,0.02553894,0.13209913,0.00000000,0.02143821,0.28434999
0.56728364,0.45278252,0.14742901,0.01682663,0.00000358,0.02624229,0.13572762,0.00000000,0.02203335,0.29215253
0.57328664,0.46194932,0.15053780,0.01716731,0.00000479,0.02677330,0.13846007,0.00000000,0.02248998,0.29803411
0.57928964,0.46796100,0.15267450,0.01739050,0.00000644,0.02712090,0.14023807,0.00000000,0.02279953,0.30186886
0.58529265,0.47069580,0.15381221,0.01749166,0.00000865,0.02727796,0.14102346,0.00000000,0.02295719,0.30357496
0.59129565,0.47010562,0.15395143,0.01746897,0.00001158,0.02724162,0.14079962,0.00000000,0.02296210,0.30311743
0.59729865,0.46621814,0.15312127,0.01732343,0.00001543,0.02701335,0.13957205,0.00000000,0.02281754,0.30050935
0.60330165,0.45913635,0.15137983,0.01705881,0.00002042,0.02659894,0.13736818,0.00000000,0.02253091,0.29581148
0.60930465,0.44903567,0.14881374,0.01668154,0.00002684,0.02600835,0.13423642,0.00000000,0.02211366,0.28913015
0.61530765,0.43615852,0.14553701,0.01620055,0.00003504,0.02525535,0.13024445,0.00000000,0.02158105,0.28061375
0.62131066,0.42080693,0.14168905,0.01562695,0.00004543,0.02435712,0.12547698,0.00000000,0.02095181,0.27044777
0.62731366,0.40333323,0.13743211,0.01497371,0.00005847,0.02333370,0.12003287,0.00000000,0.02024778,0.25884867
0.63331666,0.38412937,0.13294805,0.01425523,0.00007471,0.02220737,0.11402194,0.00000000,0.01949334,0.24605695
0.63931966,0.36361542,0.12843474,0.01348696,0.00009478,0.02100196,0.10756148,0.00000000,0.01871490,0.23232972
0.64532266,0.34222759,0.12410195,0.01268492,0.00011939,0.01974217,0.10077274,0.00000000,0.01794029,0.21793291
0.65132566,0.32040626,0.12016706,0.01186526,0.00014930,0.01845289,0.09377740,0.00000000,0.01719810,0.20313372
0.65732866,0.29858459,0.11685054,0.01104385,0.00018536,0.01715854,0.08669431,0.00000000,0.01651706,0.18819338
0.66333167,0.27717794,0.11437125,0.01023589,0.00022848,0.01588244,0.07963656,0.00000000,0.01592539,0.17336061
0.66933467,0.25657447,0.11294172,0.00945554,0.00027962,0.01464631,0.07270893,0.00000000,0.01545021,0.15886590
0.67533767,0.23712714,0.11276341,0.00871567,0.00033973,0.01346981,0.06600588,0.00000000,0.01511690,0.14491680
0.68134067,0.21914722,0.11402192,0.00802761,0.00040981,0.01237019,0.05961005,0.00000000,0.01494856,0.13169428
0.68734367,0.20289941,0.11688236,0.00740095,0.00049080,0.01136205,0.05359133,0.00000000,0.01496549,0.11935029
0.69334667,0.18859849,0.12148474,0.00684349,0.00058356,0.01045716,0.04800651,0.00000000,0.01518471,0.10800627
0.69934967,0.17640746,0.12793955,0.00636112,0.00068888,0.00966440,0.04289937,0.00000000,0.01561952,0.09775279
0.70535268,0.16643703,0.13632360,0.00595785,0.00080737,0.00898978,0.03830125,0.00000000,0.01627916,0.08865006
0.71135568,0.15874638,0.14667621,0.00563583,0.00093944,0.00843653,0.03423206,0.00000000,0.01716849,0.08072926
0.71735868,0.15334484,0.15899583,0.00539548,0.00108526,0.00800523,0.03070152,0.00000000,0.01828778,0.07399443
0.72336168,0.15019462,0.17323739,0.00523554,0.00124472,0.00769403,0.02771069,0.00000000,0.01963256,0.06842494
0.72936468,0.14921416,0.18931038,0.00515323,0.00141735,0.00749891,0.02525363,0.00000000,0.02119361,0.06397829
0.73536768,0.15028222,0.20707793,0.00514442,0.00160234,0.00741390,0.02331914,0.00000000,0.02295704,0.06059313
0.74137069,0.15324238,0.22635711,0.00520382,0.00179846,0.00743143,0.02189251,0.00000000,0.02490447,0.05819242
0.74737369,0.15790815,0.24692052,0.00532512,0.00200409,0.00754260,0.02095719,0.00000000,0.02701343,0.05668664
0.75337669,0.16406830,0.26849929,0.00550126,0.00221720,0.00773751,0.02049639,0.00000000,0.02925778,0.05597697
0.75937969,0.17149267,0.29078771,0.00572455,0.00243534,0.00800559,0.02049451,0.00000000,0.03160840,0.05595843
0.76538269,0.17993814,0.31344923,0.00598695,0.00265575,0.00833592,0.02093827,0.00000000,0.03403387,0.05652285
0.77138569,0.18915488,0.33612409,0.00628026,0.00287530,0.00871750,0.02181778,0.00000000,0.03650141,0.05756183
0.77738869,0.19889267,0.35843804,0.00659628,0.00309064,0.00913960,0.02312717,0.00000000,0.03897776,0.05896944
0.78339170,0.20890724,0.38001228,0.00692710,0.00329826,0.00959197,0.02486501,0.00000000,0.04143025,0.06064482
0.78939470,0.21896645,0.40047399,0.00726519,0.00349455,0.01006515,0.02703440,0.00000000,0.04382777,0.06249465
0.79539770,0.22885616,0.41946723,0.00760366,0.00367592,0.01055060,0.02964273,0.00000000,0.04614177,0.06443528
0.80140070,0.23838559,0.43666365,0.00793634,0.00383895,0.01104096,0.03270105,0.00000000,0.04834717,0.06639476
0.80740370,0.24739200,0.45177267,0.00825795,0.00398042,0.01153008,0.03622322,0.00000000,0.05042311,0.06831449
0.81340670,0.25574445,0.46455051,0.00856416,0.00409745,0.01201311,0.04022457,0.00000000,0.05235355,0.07015056
0.81940970,0.26334648,0.47480765,0.00885165,0.00418765,0.01248655,0.04472041,0.00000000,0.05412763,0.07187476
0.82541271,0.27013755,0.48241450,0.00911812,0.00424909,0.01294808,0.04972418,0.00000000,0.05573980,0.07347502
0.83141571,0.27609313,0.48730471,0.00936227,0.00428047,0.01339656,0.05524545,0.00000000,0.05718968,0.07495554
0.83741871,0.28122339,0.48947612,0.00958369,0.00428111,0.01383176,0.06128775,0.00000000,0.05848167,0.07633623
0.84342171,0.28557050,0.48898929,0.00978279,0.00425101,0.01425416,0.06784643,0.00000000,0.05962428,0.07765175
0.84942471,0.28920462,0.48596348,0.00996060,0.00419081,0.01466470,0.07490646,0.00000000,0.06062924,0.07894989
0.85542771,0.29221868,0.48057051,0.01011866,0.00410179,0.01506446,0.08244059,0.00000000,0.06151055,0.08028944
0.86143072,0.29472236,0.47302669,0.01025876,0.00398583,0.01545438,0.09040761,0.00000000,0.06228319,0.08173766
0.86743372,0.29683521,0.46358320,0.01038277,0.00384533,0.01583496,0.09875118,0.00000000,0.06296204,0.08336715
0.87343672,0.29867958,0.45251550,0.01049247,0.00368315,0.01620598,0.10739915,0.00000000,0.06356062,0.08525256
0.87943972,0.30037347,0.44011226,0.01058932,0.00350247,0.01656632,0.11626344,0.00000000,0.06409002,0.08746693
0.88544272,0.30202374,0.42666436,0.01067431,0.00330674,0.01691375,0.12524070,0.00000000,0.06455800,0.09007799
0.89144572,0.30372000,0.41245451,0.01074788,0.00309952,0.01724487,0.13421366,0.00000000,0.06496824,0.09314455
0.89744872,0.30552948,0.39774791,0.01080981,0.00288443,0.01755510,0.14305321,0.00000000,0.06531994,0.09671299
0.90345173,0.30749315,0.38278443,0.01085920,0.00266499,0.01783876,0.15162126,0.00000000,0.06560767,0.10081422
0.90945473,0.30962328,0.36777257,0.01089448,0.00244456,0.01808918,0.15977409,0.00000000,0.06582153,0.10546112
0.91545773,0.31190251,0.35288538,0.01091349,0.00222626,0.01829900,0.16736640,0.00000000,0.06594757,0.11064657
0.92146073,0.31428454,0.33825836,0.01091359,0.00201290,0.01846041,0.17425555,0.00000000,0.06596859,0.11634239
0.92746373,0.31669634,0.32398941,0.01089180,0.00180692,0.01856553,0.18030611,0.00000000,0.06586504,0.12249904
0.93346673,0.31904180,0.31014058,0.01084497,0.00161037,0.01860674,0.18539438,0.00000000,0.06561618,0.12904633
0.93946973,0.32120655,0.29674139,0.01077001,0.00142490,0.01857712,0.18941265,0.00000000,0.06520129,0.13589507
0.94547274,0.32306379,0.28379339,0.01066406,0.00125174,0.01847075,0.19227311,0.00000000,0.06460093,0.14293960
0.95147574,0.32448085,0.27127569,0.01052468,0.00109174,0.01828307,0.19391109,0.00000000,0.06379817,0.15006127
0.95747874,0.32532600,0.25915098,0.01035004,0.00094537,0.01801117,0.19428767,0.00000000,0.06277969,0.15713263
0.96348174,0.32547537,0.24737170,0.01013907,0.00081277,0.01765397,0.19339121,0.00000000,0.06153672,0.16402221
0.96948474,0.32481958,0.23588603,0.00989155,0.00069378,0.01721237,0.19123810,0.00000000,0.06006575,0.17059975
0.97548774,0.32326976,0.22464348,0.00960822,0.00058801,0.01668927,0.18787239,0.00000000,0.05836899,0.17674154
0.98149075,0.32076268,0.21359962,0.00929078,0.00049485,0.01608955,0.18336451,0.00000000,0.05645459,0.18233580
0.98749375,0.31726491,0.20272013,0.00894187,0.00041355,0.01541990,0.17780899,0.00000000,0.05433652,0.18728768
0.99349675,0.31277561,0.19198370,0.00856505,0.00034326,0.01468866,0.17132149,0.00000000,0.05203428,0.19152378
0.99949975,0.30732813,0.18138410,0.00816465,0.00028304,0.01390551,0.16403505,0.00000000,0.04957231,0.19499583
1.00550275,0.30099009,0.17093117,0.00774568,0.00023197,0.01308118,0.15609591,0.00000000,0.04697925,0.19768349
1.01150575,0.29386230,0.16065106,0.00731367,0.00018908,0.01222711,0.14765903,0.00000000,0.04428703,0.19959600
1.01750875,0.28607621,0.15058570,0.00687450,0.00015347,0.01135504,0.13888349,0.00000000,0.04152994,0.20077260
1.02351176,0.27779042,0.14079173,0.00643420,0.00012428,0.01047675,0.12992795,0.00000000,0.03874357,0.20128177
1.02951476,0.26918612,0.13133905,0.00599886,0.00010073,0.00960362,0.12094644,0.00000000,0.03596384,0.20121919
1.03551776,0.26046190,0.12230908,0.00557436,0.00008212,0.00874644,0.11208451,0.00000000,0.03322606,0.20070457
1.04152076,0.25182795,0.11379311,0.00516631,0.00006783,0.00791509,0.10347589,0.00000000,0.03056415,0.19987754
1.04752376,0.24350017,0.10589056,0.00477988,0.00005736,0.00711841,0.09523985,0.00000000,0.02800988,0.19889267
1.05352676,0.23569417,0.09870748,0.00441974,0.00005028,0.00636400,0.08747917,0.00000000,0.02559237,0.19791400
1.05952976,0.22861953,0.09235524,0.00408993,0.00004629,0.00565822,0.08027881,0.00000000,0.02333774,0.19710918
1.06553277,0.22247457,0.08694947,0.00379389,0.00004514,0.00500611,0.07370532,0.00000000,0.02126884,0.19664365
1.07153577,0.21744170,0.08260920,0.00353438,0.00004670,0.00441148,0.06780680,0.00000000,0.01940521,0.19667505
1.07753877,0.21368357,0.07945607,0.00331351,0.00005092,0.00387694,0.06261349,0.00000000,0.01776318,0.19734807
1.08354177,0.21134005,0.07761368,0.00313280,0.00005782,0.00340406,0.05813885,0.00000000,0.01635594,0.19879003
1.08954477,0.21052615,0.07720678,0.00299314,0.00006749,0.00299346,0.05438101,0.00000000,0.01519388,0.20110735
1.09554777,0.21133078,0.07836023,0.00289494,0.00008007,0.00264502,0.05132452,0.00000000,0.01428484,0.20438290
1.10155078,0.21381636,0.08119769,0.00283812,0.00009576,0.00235798,0.04894230,0.00000000,0.01363440,0.20867448
1.10755378,0.21801917,0.08583969,0.00282220,0.00011479,0.00213113,0.04719769,0.00000000,0.01324618,0.21401429
1.11355678,0.22395023,0.09240122,0.00284636,0.00013742,0.00196294,0.04604648,0.00000000,0.01312211,0.22040927
1.11955978,0.23159671,0.10098854,0.00290948,0.00016389,0.00185171,0.04543893,0.00000000,0.01326256,0.22784240
1.12556278,0.24092345,0.11169534,0.00301019,0.00019449,0.00179563,0.04532155,0.00000000,0.01366649,0.23627458
1.13156578,0.25187471,0.12459826,0.00314691,0.00022942,0.00179292,0.04563877,0.00000000,0.01433147,0.24564701
1.13756878,0.26437576,0.13975173,0.00331784,0.00026889,0.00184188,0.04633437,0.00000000,0.01525362,0.25588390
1.14357179,0.27833437,0.15718241,0.00352101,0.00031303,0.00194090,0.04735260,0.00000000,0.01642746,0.26689526
1.14957479,0.29364195,0.17688346,0.00375423,0.00036189,0.00208856,0.04863914,0.00000000,0.01784578,0.27857963
1.15557779,0.31017452,0.19880878,0.00401509,0.00041545,0.00228356,0.05014169,0.00000000,0.01949934,0.29082663
1.16158079,0.32779328,0.22286769,0.00430096,0.00047355,0.00252482,0.05181039,0.00000000,0.02137669,0.30351914
1.16758379,0.34634514,0.24892028,0.00460893,0.00053593,0.00281138,0.05359806,0.00000000,0.02346391,0.31653528
1.17358679,0.36566304,0.27677394,0.00493581,0.00060219,0.00314250,0.05546017,0.00000000,0.02574447,0.32974985
1.17958979,0.38556643,0.30618130,0.00527811,0.00067180,0.00351757,0.05735477,0.00000000,0.02819909,0.34303568
1.18559280,0.40586202,0.33683997,0.00563204,0.00074409,0.00393621,0.05924231,0.00000000,0.03080579,0.35626461
1.19159580,0.42634486,0.36839438,0.00599348,0.00081823,0.00439820,0.06108543,0.00000000,0.03353997,0.36930847
1.19759880,0.44680017,0.40043987,0.00635806,0.00089331,0.00490353,0.06284875,0.00000000,0.03637471,0.38203998
1.20360180,0.46700569,0.43252902,0.00672118,0.00096828,0.00545243,0.06449877,0.00000000,0.03928116,0.39433389
1.20960480,0.48673497,0.46418043,0.00707807,0.00104200,0.00604537,0.06600379,0.00000000,0.04222907,0.40606824
1.21560780,0.50576134,0.49488949,0.00742388,0.00111328,0.00668310,0.06733403,0.00000000,0.04518746,0.41712601
1.22161081,0.52386260,0.52414105,0.00775379,0.00118090,0.00736659,0.06846184,0.00000000,0.04812536,0.42739692
1.22761381,0.54082632,0.55142349,0.00806311,0.00124363,0.00809708,0.06936203,0.00000000,0.05101264,0.43677970
1.23361681,0.55645539,0.57624359,0.00834742,0.00130028,0.00887600,0.07001240,0.00000000,0.05382079,0.44518432
1.23961981,0.57057370,0.59814178,0.00860269,0.00134976,0.00970492,0.07039435,0.00000000,0.05652377,0.45253450
1.24562281,0.58303160,0.61670695,0.00882543,0.00139106,0.01058543,0.07049352,0.00000000,0.05909874,0.45876995
1.25162581,0.59371068,0.63159012,0.00901275,0.00142332,0.01151906,0.07030055,0.00000000,0.06152663,0.46384839
