energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.56178089,3.86608799,0.42251711,1.94585709,0.86412023,0.00842602,0.48096137,0.02358534,2.11416642
-5.55577789,3.87802839,0.40346193,1.95128604,0.86481761,0.00847801,0.48529701,0.02251360,2.12284837
-5.54977489,3.89207220,0.38636833,1.95603379,0.86638062,0.00850458,0.49029745,0.02146873,2.13204204
-5.54377189,3.90746419,0.37128257,1.95973360,0.86866165,0.00850585,0.49583566,0.02046124,2.14133039
-5.53776888,3.92314926,0.35818229,1.96191617,0.87143141,0.00848239,0.50174106,0.01949923,2.15014530
-5.53176588,3.93782306,0.34698241,1.96203497,0.87438997,0.00843513,0.50780624,0.01858838,2.15779494
-5.52576288,3.94999432,0.33754268,1.95949576,0.87718096,0.00836546,0.51379530,0.01773208,2.16349720
-5.51975988,3.95805582,0.32967679,1.95368878,0.87940836,0.00827515,0.51945343,0.01693162,2.16641756
-5.51375688,3.96036048,0.32316238,1.94402185,0.88065489,0.00816634,0.52451718,0.01618646,2.16570953
-5.50775388,3.95529886,0.31775166,1.92995270,0.88050125,0.00804153,0.52872510,0.01549457,2.16055556
-5.50175088,3.94137422,0.31318221,1.91101882,0.87854509,0.00790351,0.53182811,0.01485277,2.15020654
-5.49574787,3.91727180,0.30918758,1.88686347,0.87441911,0.00775529,0.53359914,0.01425709,2.13401793
-5.48974487,3.88191897,0.30550727,1.85725649,0.86780710,0.00760009,0.53384182,0.01370315,2.11148089
-5.48374187,3.83453374,0.30189582,1.82210906,0.85845759,0.00744123,0.53239751,0.01318648,2.08224703
-5.47773887,3.77465965,0.29813070,1.78148180,0.84619423,0.00728204,0.52915081,0.01270280,2.04614561
-5.47173587,3.70218567,0.29401881,1.73558592,0.83092280,0.00712585,0.52403295,0.01224827,2.00319282
-5.46573287,3.61735093,0.28940140,1.68477764,0.81263447,0.00697587,0.51702337,0.01181968,1.95359271
-5.45972986,3.52073433,0.28415735,1.62954620,0.79140540,0.00683510,0.50814916,0.01141451,1.89773007
-5.45372686,3.41323024,0.27820487,1.57049637,0.76739292,0.00670631,0.49748271,0.01103103,1.83615588
-5.44772386,3.29601210,0.27150146,1.50832629,0.74082849,0.00659190,0.48513771,0.01066824,1.76956631
-5.44172086,3.17048592,0.26404254,1.44380200,0.71200811,0.00649388,0.47126370,0.01032585,1.69877645
-5.43571786,3.03823659,0.25585862,1.37772979,0.68128073,0.00641380,0.45603957,0.01000408,1.62469028
-5.42971486,2.90096972,0.24701150,1.31092791,0.64903521,0.00635267,0.43966633,0.00970361,1.54826845
-5.42371186,2.76045209,0.23758949,1.24419879,0.61568674,0.00631095,0.42235958,0.00942533,1.47049551
-5.41770885,2.61845343,0.22770218,1.17830317,0.58166314,0.00628847,0.40434198,0.00917021,1.39234809
-5.41170585,2.47669231,0.21747484,1.11393713,0.54739198,0.00628447,0.38583604,0.00893912,1.31476552
-5.40570285,2.33678834,0.20704281,1.05171296,0.51328872,0.00629757,0.36705769,0.00873270,1.23862412
-5.39969985,2.20022251,0.19654618,0.99214460,0.47974665,0.00632578,0.34821057,0.00855120,1.16471606
-5.39369685,2.06830685,0.18612482,0.93563796,0.44712867,0.00636657,0.32948158,0.00839444,1.09373360
-5.38769385,1.94216426,0.17591423,0.88248638,0.41576132,0.00641691,0.31103743,0.00826174,1.02625895
-5.38169085,1.82271845,0.16604196,0.83287115,0.38593091,0.00647339,0.29302251,0.00815195,0.96275981
-5.37568784,1.71069364,0.15662505,0.78686660,0.35788190,0.00653227,0.27555786,0.00806347,0.90359042
-5.36968484,1.60662310,0.14776826,0.74444951,0.33181710,0.00658966,0.25874126,0.00799432,0.84899747
-5.36368184,1.51086511,0.13956316,0.70551174,0.30789968,0.00664165,0.24264814,0.00794231,0.79913018
-5.35767884,1.42362482,0.13208796,0.66987566,0.28625640,0.00668441,0.22733338,0.00790512,0.75405361
-5.35167584,1.34498000,0.12540801,0.63731113,0.26698187,0.00671439,0.21283357,0.00788047,0.71376413
-5.34567284,1.27490890,0.11957677,0.60755323,0.25014332,0.00672844,0.19916958,0.00786627,0.67820599
-5.33966983,1.21331827,0.11463702,0.58031983,0.23578552,0.00672396,0.18634938,0.00786076,0.64728786
-5.33366683,1.16006985,0.11062233,0.55532813,0.22393548,0.00669898,0.17437071,0.00786265,0.62089848
-5.32766383,1.11500369,0.10755835,0.53230941,0.21460671,0.00665230,0.16322363,0.00787120,0.59892035
-5.32166083,1.07795731,0.10546397,0.51102140,0.20780257,0.00658350,0.15289271,0.00788628,0.58124095
-5.31565783,1.04877966,0.10435214,0.49125792,0.20351882,0.00649301,0.14335887,0.00790843,0.56776091
-5.30965483,1.02733949,0.10423023,0.47285538,0.20174502,0.00638208,0.13460079,0.00793877,0.55839881
-5.30365183,1.01352816,0.10509998,0.45569628,0.20246495,0.00625275,0.12659583,0.00797901,0.55309266
-5.29764882,1.00725698,0.10695691,0.43970961,0.20565605,0.00610777,0.11932062,0.00803133,0.55179812
-5.29164582,1.00844984,0.10978932,0.42486858,0.21128793,0.00595049,0.11275131,0.00809823,0.55448382
-5.28564282,1.01703203,0.11357694,0.41118588,0.21932026,0.00578474,0.10686348,0.00818239,0.56112438
-5.27963982,1.03291618,0.11828928,0.39870716,0.22970018,0.00561468,0.10163194,0.00828651,0.57169158
-5.27363682,1.05598673,0.12388399,0.38750304,0.24235948,0.00544460,0.09703045,0.00841311,0.58614457
-5.26763382,1.08608396,0.13030518,0.37766043,0.25721179,0.00527882,0.09303140,0.00856438,0.60441967
-5.26163082,1.12298891,0.13748197,0.36927351,0.27415004,0.00512148,0.08960557,0.00874197,0.62642069
-5.25562781,1.16641020,0.14532751,0.36243503,0.29304435,0.00497638,0.08672204,0.00894692,0.65201017
-5.24962481,1.21597367,0.15373846,0.35722829,0.31374060,0.00484690,0.08434821,0.00917949,0.68100239
-5.24362181,1.27121552,0.16259518,0.35372018,0.33605975,0.00473584,0.08245005,0.00943912,0.71315831
-5.23761881,1.33157933,0.17176255,0.35195549,0.35979791,0.00464536,0.08099246,0.00972436,0.74818300
-5.23161581,1.39641719,0.18109173,0.35195269,0.38472738,0.00457694,0.07993979,0.01003290,0.78572545
-5.22561281,1.46499480,0.19042257,0.35370119,0.41059844,0.00453136,0.07925640,0.01036162,0.82538102
-5.21960980,1.53650022,0.19958676,0.35716005,0.43714194,0.00450872,0.07890735,0.01070660,0.86669613
-5.21360680,1.61005583,0.20841164,0.36225805,0.46407246,0.00450847,0.07885892,0.01106328,0.90917507
-5.20760380,1.68473277,0.21672449,0.36889483,0.49109204,0.00452954,0.07907919,0.01142658,0.95228860
-5.20160080,1.75956716,0.22435707,0.37694310,0.51789425,0.00457042,0.07953835,0.01179100,0.99548374
-5.19559780,1.83357734,0.23115036,0.38625147,0.54416846,0.00462925,0.08020899,0.01215080,1.03819447
-5.18959480,1.90578150,0.23695918,0.39664786,0.56960421,0.00470404,0.08106605,0.01250016,1.07985279
-5.18359180,1.97521483,0.24165647,0.40794322,0.59389549,0.00479275,0.08208666,0.01283329,1.11989975
-5.17758879,2.04094594,0.24513709,0.41993536,0.61674494,0.00489346,0.08324980,0.01314459,1.15779604
-5.17158579,2.10209193,0.24732101,0.43241295,0.63786778,0.00500455,0.08453580,0.01342874,1.19303189
-5.16558279,2.15783193,0.24815559,0.44515931,0.65699560,0.00512478,0.08592574,0.01368084,1.22513601
-5.15957979,2.20741907,0.24761698,0.45795628,0.67387985,0.00525344,0.08740082,0.01389649,1.25368344
-5.15357679,2.25019069,0.24571054,0.47058794,0.68829508,0.00539044,0.08894173,0.01407180,1.27830230
-5.14757379,2.28557714,0.24247030,0.48284420,0.70004206,0.00553638,0.09052817,0.01420351,1.29867928
-5.14157079,2.31310894,0.23795748,0.49452441,0.70895065,0.00569257,0.09213848,0.01428898,1.31456407
-5.13556778,2.33242284,0.23225803,0.50544080,0.71488245,0.00586104,0.09374942,0.01432623,1.32577265
-5.12956478,2.34326649,0.22547966,0.51542191,0.71773338,0.00604454,0.09533625,0.01431392,1.33218953
-5.12356178,2.34550205,0.21774802,0.52431581,0.71743596,0.00624639,0.09687299,0.01425142,1.33376901
-5.11755878,2.33910860,0.20920268,0.53199323,0.71396127,0.00647044,0.09833294,0.01413872,1.33053544
-5.11155578,2.32418317,0.19999274,0.53835025,0.70732069,0.00672088,0.09968938,0.01397651,1.32258240
-5.10555278,2.30094038,0.19027244,0.54331067,0.69756695,0.00700206,0.10091641,0.01376609,1.31007092
-5.09954977,2.26971027,0.18019684,0.54682784,0.68479479,0.00731830,0.10198995,0.01350941,1.29322652
-5.09354677,2.23093423,0.16991787,0.54888571,0.66914080,0.00767364,0.10288870,0.01320906,1.27233505
-5.08754377,2.18515871,0.15958063,0.54949922,0.65078240,0.00807159,0.10359511,0.01286817,1.24773738
-5.08154077,2.13302658,0.14932037,0.54871372,0.62993600,0.00851487,0.10409624,0.01249048,1.21982284
-5.07553777,2.07526610,0.13925986,0.54660355,0.60685414,0.00900516,0.10438448,0.01208022,1.18902142
-5.06953477,2.01267771,0.12950755,0.54326973,0.58182169,0.00954287,0.10445805,0.01164208,1.15579504
-5.06353177,1.94611856,0.12015622,0.53883682,0.55515112,0.01012695,0.10432127,0.01118118,1.12062791
-5.05752876,1.87648565,0.11128233,0.53344921,0.52717701,0.01075469,0.10398463,0.01070296,1.08401633
-5.05152576,1.80469777,0.10294594,0.52726686,0.49824986,0.01142163,0.10346461,0.01021314,1.04645834
-5.04552276,1.73167706,0.09519108,0.52046095,0.46872946,0.01212153,0.10278332,0.00971760,1.00844347
-5.03951976,1.65833103,0.08804666,0.51320945,0.43897808,0.01284634,0.10196796,0.00922233,0.97044330
-5.03351676,1.58553565,0.08152769,0.50569314,0.40935363,0.01358638,0.10105021,0.00873330,0.93290284
-5.02751376,1.51412035,0.07563683,0.49809205,0.38020310,0.01433046,0.10006554,0.00825644,0.89623359
-5.02151076,1.44485561,0.07036609,0.49058276,0.35185657,0.01506615,0.09905252,0.00779748,0.86080819
-5.01550775,1.37844343,0.06569870,0.48333649,0.32462176,0.01578014,0.09805217,0.00736195,0.82695713
-5.00950475,1.31551118,0.06161103,0.47651822,0.29877961,0.01645860,0.09710735,0.00695508,0.79496748
-5.00350175,1.25660878,0.05807441,0.47028657,0.27458067,0.01708761,0.09626229,0.00658176,0.76508363
-4.99749875,1.20220896,0.05505688,0.46479458,0.25224254,0.01765366,0.09556213,0.00624650,0.73750985
-4.99149575,1.15271035,0.05252488,0.46019090,0.23194827,0.01814411,0.09505257,0.00595339,0.71241432
-4.98549275,1.10844265,0.05044457,0.45662136,0.21384564,0.01854766,0.09477954,0.00570609,0.68993428
-4.97948974,1.06967330,0.04878308,0.45423045,0.19804724,0.01885475,0.09478882,0.00550782,0.67018166
-4.97348674,1.03661470,0.04750937,0.45316238,0.18463122,0.01905799,0.09512565,0.00536133,0.65324879
-4.96748374,1.00943118,0.04659492,0.45356151,0.17364251,0.01915242,0.09583419,0.00526890,0.63921360
-4.96148074,0.98824511,0.04601412,0.45557170,0.16509433,0.01913572,0.09695686,0.00523231,0.62814383
-4.95547774,0.97314129,0.04574435,0.45933455,0.15896995,0.01900835,0.09853349,0.00525283,0.62009984
-4.94947474,0.96416938,0.04576591,0.46498627,0.15522452,0.01877353,0.10060028,0.00533122,0.61513582
-4.94347174,0.96134405,0.04606173,0.47265335,0.15378679,0.01843713,0.10318862,0.00546764,0.61329921
-4.93746873,0.96464292,0.04661690,0.48244698,0.15456091,0.01800749,0.10632372,0.00566171,0.61462847
-4.93146573,0.97400258,0.04741811,0.49445665,0.15742809,0.01749506,0.11002324,0.00591240,0.61914928
-4.92546273,0.98931318,0.04845313,0.50874314,0.16224824,0.01691207,0.11429582,0.00621803,0.62686967
-4.91945973,1.01041224,0.04971014,0.52533145,0.16886178,0.01627203,0.11913981,0.00657627,0.63777435
-4.91345673,1.03707859,0.05117731,0.54420410,0.17709144,0.01558929,0.12454210,0.00698411,0.65181902
-4.90745373,1.06902717,0.05284238,0.56529537,0.18674445,0.01487848,0.13047725,0.00743787,0.66892496
-4.90145073,1.10590556,0.05469238,0.58848694,0.19761498,0.01415405,0.13690708,0.00793323,0.68897468
-4.89544772,1.14729301,0.05671364,0.61360536,0.20948708,0.01342976,0.14378062,0.00846528,0.71180898
-4.88944472,1.19270235,0.05889184,0.64042175,0.22213798,0.01271827,0.15103463,0.00902861,0.73722584
-4.88344172,1.24158528,0.06121229,0.66865391,0.23534190,0.01203075,0.15859458,0.00961737,0.76498145
-4.87743872,1.29334101,0.06366039,0.69797088,0.24887424,0.01137661,0.16637624,0.01022544,0.79479327
-4.87143572,1.34732792,0.06622211,0.72799997,0.26251608,0.01076329,0.17428765,0.01084652,0.82634526
-4.86543272,1.40287784,0.06888459,0.75833584,0.27605878,0.01019614,0.18223151,0.01147430,0.85929482
-4.85942971,1.45931225,0.07163664,0.78855145,0.28930863,0.00967838,0.19010789,0.01210262,0.89328106
-4.85342671,1.51595930,0.07446924,0.81821012,0.30209116,0.00921119,0.19781698,0.01272557,0.92793399
-4.84742371,1.57217075,0.07737579,0.84687838,0.31425506,0.00879384,0.20526192,0.01333772,0.96288377
-4.84142071,1.62733771,0.08035227,0.87413860,0.32567537,0.00842389,0.21235147,0.01393414,0.99776965
-4.83541771,1.68090415,0.08339701,0.89960111,0.33625586,0.00809743,0.21900232,0.01451056,1.03224778
-4.82941471,1.73237737,0.08651031,0.92291486,0.34593035,0.00780942,0.22514102,0.01506339,1.06599749
-4.82341171,1.78133462,0.08969369,0.94377627,0.35466293,0.00755398,0.23070540,0.01558979,1.09872553
-4.81740870,1.82742574,0.09294889,0.96193582,0.36244706,0.00732473,0.23564533,0.01608761,1.13016816
-4.81140570,1.87037144,0.09627669,0.97720199,0.36930358,0.00711510,0.23992294,0.01655538,1.16009089
-4.80540270,1.90995778,0.09967556,0.98944262,0.37527767,0.00691863,0.24351220,0.01699224,1.18828611
-4.79939970,1.94602717,0.10314025,0.99858361,0.38043507,0.00672925,0.24639795,0.01739784,1.21456894
-4.79339670,1.97846685,0.10666038,1.00460528,0.38485759,0.00654148,0.24857454,0.01777223,1.23877171
-4.78739370,2.00719583,0.11021926,1.00753668,0.38863835,0.00635065,0.25004411,0.01811571,1.26073775
-4.78139070,2.03215145,0.11379289,1.00744848,0.39187683,0.00615297,0.25081468,0.01842879,1.28031516
-4.77538769,2.05327676,0.11734934,1.00444483,0.39467422,0.00594566,0.25089828,0.01871199,1.29735123
-4.76938469,2.07050980,0.12084857,0.99865492,0.39712902,0.00572694,0.25030914,0.01896583,1.31168825
-4.76338169,2.08377571,0.12424270,0.99022477,0.39933338,0.00549603,0.24906223,0.01919074,1.32316114
-4.75737869,2.09298244,0.12747685,0.97930984,0.40137011,0.00525308,0.24717210,0.01938700,1.33159745
-4.75137569,2.09802041,0.13049044,0.96606879,0.40331054,0.00499905,0.24465224,0.01955480,1.33681980
-4.74537269,2.09876629,0.13321898,0.95065879,0.40521323,0.00473562,0.24151487,0.01969415,1.33865096
-4.73936968,2.09509050,0.13559627,0.93323260,0.40712351,0.00446505,0.23777131,0.01980505,1.33692115
-4.73336668,2.08686809,0.13755688,0.91393725,0.40907365,0.00418998,0.23343274,0.01988742,1.33147734
-4.72736368,2.07399187,0.13903879,0.89291453,0.41108364,0.00391333,0.22851137,0.01994126,1.32219389
-4.72136068,2.05638709,0.13998611,0.87030272,0.41316236,0.00363813,0.22302184,0.01996666,1.30898377
-4.71535768,2.03402628,0.14035163,0.84623946,0.41530894,0.00336736,0.21698284,0.01996387,1.29180978
-4.70935468,2.00694321,0.14009918,0.82086527,0.41751421,0.00310386,0.21041861,0.01993333,1.27069470
-4.70335168,1.97524488,0.13920557,0.79432730,0.41976206,0.00285021,0.20336047,0.01987571,1.24572986
-4.69734867,1.93912063,0.13766208,0.76678290,0.42203061,0.00260867,0.19584792,0.01979187,1.21708136
-4.69134567,1.89884761,0.13547529,0.73840265,0.42429324,0.00238109,0.18792950,0.01968289,1.18499345
-4.68534267,1.85479227,0.13266749,0.70937242,0.42651932,0.00216889,0.17966319,0.01954996,1.14978879
-4.67933967,1.80740766,0.12927623,0.67989445,0.42867488,0.00197306,0.17111621,0.01939435,1.11186541
-4.67333667,1.75722675,0.12535343,0.65018709,0.43072312,0.00179415,0.16236450,0.01921733,1.07169049
-4.66733367,1.70485214,0.12096393,0.62048329,0.43262508,0.00163228,0.15349155,0.01902008,1.02979120
-4.66133067,1.65094281,0.11618342,0.59102793,0.43434034,0.00148723,0.14458690,0.01880363,0.98674299
-4.65532766,1.59619860,0.11109622,0.56207402,0.43582809,0.00135842,0.13574421,0.01856882,0.94315596
-4.64932466,1.54134339,0.10579262,0.53387812,0.43704851,0.00124500,0.12705915,0.01831623,0.89965979
-4.64332166,1.48710771,0.10036617,0.50669514,0.43796456,0.00114592,0.11862699,0.01804620,0.85688797
-4.63731866,1.43421158,0.09491095,0.48077271,0.43854415,0.00105997,0.11054028,0.01775881,0.81546201
-4.63131566,1.38334834,0.08951891,0.45634558,0.43876264,0.00098582,0.10288647,0.01745398,0.77597601
-4.62531266,1.33516990,0.08427741,0.43363011,0.43860552,0.00092211,0.09574566,0.01713149,0.73898236
-4.61930965,1.29027375,0.07926704,0.41281910,0.43807117,0.00086749,0.08918866,0.01679114,0.70497872
-4.61330665,1.24919204,0.07455973,0.39407716,0.43717353,0.00082063,0.08327518,0.01643276,0.67439684
-4.60730365,1.21238265,0.07021730,0.37753674,0.43594426,0.00078031,0.07805247,0.01605643,0.64759312
-4.60130065,1.18022228,0.06629031,0.36329476,0.43443459,0.00074540,0.07355426,0.01566249,0.62484129
-4.59529765,1.15300137,0.06281735,0.35141018,0.43271618,0.00071490,0.06980001,0.01525170,0.60632715
-4.58929465,1.13092065,0.05982470,0.34190217,0.43088134,0.00068795,0.06679459,0.01482530,0.59214526
-4.58329165,1.11408925,0.05732631,0.33474924,0.42904211,0.00066383,0.06452833,0.01438504,0.58229775
-4.57728864,1.10252423,0.05532411,0.32988907,0.42732847,0.00064198,0.06297732,0.01393322,0.57669501
-4.57128564,1.09615142,0.05380865,0.32721921,0.42588551,0.00062196,0.06210409,0.01347263,0.57515835
-4.56528264,1.09480760,0.05275991,0.32659860,0.42486984,0.00060348,0.06185864,0.01300658,0.57742451
-4.55927964,1.09824425,0.05214832,0.32784991,0.42444524,0.00058635,0.06217957,0.01253875,0.58315202
-4.55327664,1.10613274,0.05193605,0.33076273,0.42477785,0.00057051,0.06299569,0.01207315,0.59192939
-4.54727364,1.11807134,0.05207833,0.33509767,0.42603115,0.00055598,0.06422763,0.01161397,0.60328503
-4.54127064,1.13359397,0.05252492,0.34059118,0.42836085,0.00054286,0.06578978,0.01116548,0.61669877
-4.53526763,1.15218087,0.05322168,0.34696125,0.43191007,0.00053133,0.06759234,0.01073193,0.63161499
-4.52926463,1.17327104,0.05411214,0.35391375,0.43680489,0.00052160,0.06954346,0.01031741,0.64745693
-4.52326163,1.19627632,0.05513917,0.36114937,0.44315055,0.00051395,0.07155147,0.00992578,0.66364197
-4.51725863,1.22059678,0.05624649,0.36837090,0.45102832,0.00050868,0.07352712,0.00956054,0.67959751
-4.51125563,1.24563698,0.05738031,0.37529082,0.46049320,0.00050613,0.07538574,0.00922485,0.69477700
-4.50525263,1.27082252,0.05849075,0.38163864,0.47157241,0.00050666,0.07704933,0.00892141,0.70867543
-4.49924962,1.29561623,0.05953317,0.38716808,0.48426476,0.00051065,0.07844840,0.00865246,0.72084390
-4.49324662,1.31953333,0.06046941,0.39166350,0.49854068,0.00051850,0.07952365,0.00841981,0.73090265
