energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Li_s_up,S_s_up,S_p_up
-5.86193097,1.67744090,0.13004274,0.02026874,0.26063976,0.97899841,0.06137300,0.06757632,0.24174800
-5.85592796,1.53658492,0.11598262,0.01825017,0.23471298,0.88480832,0.06161285,0.06212876,0.23019195
-5.84992496,1.41223265,0.10318925,0.01656572,0.21158566,0.79954202,0.06215251,0.05726353,0.22123933
-5.84392196,1.30413752,0.09161558,0.01521334,0.19118842,0.72296085,0.06297826,0.05298331,0.21490560
-5.83791896,1.21194173,0.08120348,0.01418874,0.17343429,0.65474643,0.06407658,0.04928820,0.21120079
-5.83191596,1.13521319,0.07188704,0.01348616,0.15822489,0.59452396,0.06543473,0.04617677,0.21013327
-5.82591296,1.07347764,0.06359553,0.01309908,0.14545557,0.54188311,0.06704122,0.04364682,0.21171267
-5.81990995,1.02624510,0.05625597,0.01302076,0.13501964,0.49639614,0.06888636,0.04169590,0.21595172
-5.81390695,0.99302980,0.04979523,0.01324471,0.12681139,0.45763285,0.07096275,0.04032161,0.22286700
-5.80790395,0.97336354,0.04414173,0.01376494,0.12072811,0.42517231,0.07326571,0.03952154,0.23247842
-5.80190095,0.96680208,0.03922675,0.01457602,0.11667102,0.39861129,0.07579361,0.03929301,0.24480742
-5.79589795,0.97292501,0.03498525,0.01567307,0.11454518,0.37756967,0.07854815,0.03963259,0.25987383
-5.78989495,0.99132931,0.03135647,0.01705144,0.11425863,0.36169291,0.08153434,0.04053537,0.27769164
-5.78389195,1.02161740,0.02828414,0.01870639,0.11572077,0.35065195,0.08476028,0.04199407,0.29826347
-5.77788894,1.06338037,0.02571654,0.02063253,0.11884021,0.34414086,0.08823675,0.04399803,0.32157420
-5.77188594,1.11617757,0.02360626,0.02282319,0.12352235,0.34187263,0.09197638,0.04653218,0.34758393
-5.76588294,1.17951358,0.02190992,0.02526978,0.12966675,0.34357345,0.09599254,0.04957589,0.37622044
-5.75987994,1.25281415,0.02058775,0.02796106,0.13716460,0.34897609,0.10029798,0.05310205,0.40737174
-5.75387694,1.33540227,0.01960314,0.03088247,0.14589654,0.35781251,0.10490311,0.05707606,0.44087896
-5.74787394,1.42647630,0.01892210,0.03401554,0.15573086,0.36980650,0.10981420,0.06145519,0.47653017
-5.74187094,1.52509137,0.01851287,0.03733737,0.16652243,0.38466658,0.11503131,0.06618809,0.51405546
-5.73586793,1.63014584,0.01834542,0.04082038,0.17811244,0.40207963,0.12054642,0.07121458,0.55312392
-5.72986493,1.74037410,0.01839116,0.04443214,0.19032908,0.42170588,0.12634151,0.07646590,0.59334279
-5.72386193,1.85434696,0.01862264,0.04813554,0.20298932,0.44317530,0.13238707,0.08186518,0.63425924
-5.71785893,1.97048055,0.01901339,0.05188921,0.21590171,0.46608614,0.13864092,0.08732846,0.67536497
-5.71185593,2.08705437,0.01953785,0.05564818,0.22887031,0.49000556,0.14504764,0.09276598,0.71610385
-5.70585293,2.20223842,0.02017149,0.05936486,0.24169964,0.51447270,0.15153863,0.09808397,0.75588250
-5.69984992,2.31412938,0.02089097,0.06299028,0.25420053,0.53900418,0.15803294,0.10318661,0.79408370
-5.69384692,2.42079472,0.02167449,0.06647556,0.26619668,0.56310202,0.16443881,0.10797846,0.83008227
-5.68784392,2.52032355,0.02250225,0.06977355,0.27753177,0.58626374,0.17065602,0.11236692,0.86326292
-5.68184092,2.61088250,0.02335696,0.07284064,0.28807671,0.60799435,0.17657896,0.11626491,0.89303947
-5.67583792,2.69077426,0.02422453,0.07563857,0.29773689,0.62781980,0.18210028,0.11959347,0.91887461
-5.66983492,2.75849658,0.02509474,0.07813623,0.30645891,0.64530123,0.18711493,0.12228433,0.94029949
-5.66383192,2.81279884,0.02596195,0.08031142,0.31423654,0.66004959,0.19152460,0.12428225,0.95693212
-5.65782891,2.85273383,0.02682587,0.08215224,0.32111558,0.67173979,0.19524208,0.12554698,0.96849381
-5.65182591,2.87770192,0.02769217,0.08365839,0.32719721,0.68012367,0.19819546,0.12605490,0.97482282
-5.64582291,2.88748551,0.02857308,0.08484196,0.33263955,0.68504133,0.20033190,0.12580017,0.97588455
-5.63981991,2.88227184,0.02948782,0.08572785,0.33765723,0.68642993,0.20162079,0.12479534,0.97177759
-5.63381691,2.86266261,0.03046287,0.08635373,0.34251879,0.68432963,0.20205597,0.12307137,0.96273539
-5.62781391,2.82966973,0.03153192,0.08676944,0.34754177,0.67888626,0.20165700,0.12067720,0.94912333
-5.62181091,2.78469688,0.03273571,0.08703592,0.35308545,0.67035042,0.20046929,0.11767864,0.93143106
-5.61580790,2.72950736,0.03412144,0.08722366,0.35954145,0.65907288,0.19856309,0.11415692,0.91026064
-5.60980490,2.66617909,0.03574191,0.08741061,0.36732223,0.64549654,0.19603129,0.11020671,0.88631062
-5.60380190,2.59704858,0.03765435,0.08767975,0.37684784,0.63014494,0.19298615,0.10593387,0.86035682
-5.59779890,2.52464560,0.03991887,0.08811636,0.38853125,0.61360784,0.18955516,0.10145288,0.83323055
-5.59179590,2.45162121,0.04259664,0.08880500,0.40276281,0.59652432,0.18587603,0.09688418,0.80579498
-5.58579290,2.38067155,0.04574772,0.08982644,0.41989418,0.57956402,0.18209126,0.09235141,0.77892076
-5.57978989,2.31446017,0.04942875,0.09125455,0.44022254,0.56340707,0.17834240,0.08797870,0.75346152
-5.57378689,2.25554168,0.05369037,0.09315333,0.46397553,0.54872349,0.17476437,0.08388801,0.73023042
-5.56778389,2.20628908,0.05857456,0.09557425,0.49129760,0.53615273,0.17147997,0.08019671,0.70997824
-5.56178089,2.16882728,0.06411202,0.09855380,0.52223839,0.52628405,0.16859508,0.07701533,0.69337395
-5.55577789,2.14497468,0.07031961,0.10211172,0.55674382,0.51963825,0.16619445,0.07444551,0.68098812
-5.54977489,2.13619446,0.07719800,0.10624952,0.59465015,0.51665150,0.16433868,0.07257830,0.67327981
-5.54377189,2.14355682,0.08472968,0.11094987,0.63568172,0.51766163,0.16306205,0.07149259,0.67058693
-5.53776888,2.16771299,0.09287740,0.11617638,0.67945241,0.52289727,0.16237175,0.07125392,0.67312048
-5.53176588,2.20888136,0.10158321,0.12187424,0.72547115,0.53247034,0.16224820,0.07191339,0.68096244
-5.52576288,2.26684577,0.11076811,0.12797140,0.77315135,0.54637183,0.16264655,0.07350685,0.69406726
-5.51975988,2.34096566,0.12033247,0.13438033,0.82182408,0.56447125,0.16349933,0.07605424,0.71226676
-5.51375688,2.43019737,0.13015724,0.14100041,0.87075476,0.58651961,0.16471993,0.07955917,0.73527793
-5.50775388,2.53312580,0.14010597,0.14772064,0.91916262,0.61215591,0.16620692,0.08400856,0.76271353
-5.50175088,2.64800522,0.15002758,0.15442283,0.96624252,0.64091701,0.16784884,0.08937254,0.79409472
-5.49574787,2.77280802,0.15975991,0.16098490,1.01118818,0.67225053,0.16952939,0.09560451,0.82886562
-5.48974487,2.90527996,0.16913393,0.16728433,1.05321600,0.70553059,0.17113254,0.10264138,0.86640909
-5.48374187,3.04300044,0.17797837,0.17320163,1.09158861,0.74007569,0.17254759,0.11040410,0.90606339
-5.47773887,3.18344624,0.18612473,0.17862358,1.12563717,0.77516857,0.17367381,0.11879837,0.94713941
-5.47173587,3.32405700,0.19341250,0.18344629,1.15478159,0.81007713,0.17442442,0.12771578,0.98893787
-5.46573287,3.46230102,0.19969417,0.18757789,1.17854791,0.84407601,0.17472996,0.13703515,1.03076632
-5.45972986,3.59573953,0.20484010,0.19094078,1.19658218,0.87646811,0.17454072,0.14662428,1.07195547
-5.45372686,3.72208809,0.20874282,0.19347343,1.20866029,0.90660521,0.17382822,0.15634207,1.11187465
-5.44772386,3.83927332,0.21132065,0.19513161,1.21469354,0.93390729,0.17258590,0.16604097,1.14994604
-5.44172086,3.94548383,0.21252049,0.19588917,1.21472976,0.95787963,0.17082867,0.17556969,1.18565742
-5.43571786,4.03921369,0.21231960,0.19573821,1.20894998,0.97812728,0.16859177,0.18477629,1.21857325
-5.42971486,4.11929758,0.21072634,0.19468877,1.19766111,0.99436630,0.16592874,0.19351139,1.24834375
-5.42371186,4.18493647,0.20777978,0.19276813,1.18128478,1.00643137,0.16290879,0.20163151,1.27471189
-5.41770885,4.23571312,0.20354828,0.19001959,1.16034308,1.01427963,0.15961369,0.20900242,1.29751795
-5.41170585,4.27159688,0.19812704,0.18650100,1.13544171,1.01799035,0.15613417,0.21550243,1.31670172
-5.40570285,4.29293770,0.19163476,0.18228295,1.10725137,1.01776074,0.15256626,0.22102541,1.33230203
-5.39969985,4.30044942,0.18420964,0.17744677,1.07648799,1.01389791,0.14900750,0.22548352,1.34445368
-5.39369685,4.29518271,0.17600473,0.17208242,1.04389261,1.00680724,0.14555322,0.22880947,1.35338173
-5.38769385,4.27848864,0.16718313,0.16628623,1.01021155,0.99697786,0.14229310,0.23095830,1.35939335
-5.38169085,4.25197394,0.15791295,0.16015871,0.97617756,0.98496548,0.13930800,0.23190848,1.36286722
-5.37568784,4.21744934,0.14836245,0.15380233,0.94249232,0.97137355,0.13666726,0.23166238,1.36424099
-5.36968484,4.17687278,0.13869545,0.14731942,0.90981096,0.95683321,0.13442648,0.23024607,1.36399695
-5.36368184,4.13228937,0.12906731,0.14081024,0.87872870,0.94198299,0.13262583,0.22770841,1.36264650
-5.35767884,4.08577017,0.11962138,0.13437110,0.84977004,0.92744887,0.13128900,0.22411944,1.36071384
-5.35167584,4.03935188,0.11048629,0.12809281,0.82338048,0.91382551,0.13042270,0.21956827,1.35871956
-5.34567284,3.99497954,0.10177391,0.12205927,0.79992092,0.90165924,0.13001679,0.21416034,1.35716451
-5.33966983,3.95445417,0.09357818,0.11634628,0.77966467,0.89143342,0.13004503,0.20801433,1.35651483
-5.33366683,3.91938704,0.08597460,0.11102065,0.76279690,0.88355657,0.13046629,0.20125873,1.35718840
-5.32766383,3.89116200,0.07902043,0.10613949,0.74941646,0.87835360,0.13122640,0.19402826,1.35954342
-5.32166083,3.87090691,0.07275554,0.10174978,0.73953980,0.87606024,0.13226032,0.18646021,1.36386937
-5.31565783,3.85947474,0.06720366,0.09788810,0.73310664,0.87682080,0.13349477,0.17869088,1.37038071
-5.30965483,3.85743450,0.06237402,0.09458067,0.72998726,0.88068900,0.13485111,0.17085219,1.37921342
-5.30365183,3.86507163,0.05826329,0.09184348,0.72999087,0.88763167,0.13624840,0.16306859,1.39042432
-5.29764882,3.88239719,0.05485747,0.08968262,0.73287495,0.89753494,0.13760656,0.15545436,1.40399318
-5.29164582,3.90916470,0.05213393,0.08809476,0.73835495,0.91021248,0.13884947,0.14811131,1.41982713
-5.28564282,3.94489313,0.05006325,0.08706769,0.74611425,0.92541519,0.13990795,0.14112709,1.43776711
-5.27963982,3.98889460,0.04861084,0.08658101,0.75581382,0.94284186,0.14072246,0.13457383,1.45759590
-5.27363682,4.04030500,0.04773842,0.08660678,0.76710146,0.96215027,0.14124547,0.12850748,1.47904705
-5.26763382,4.09811586,0.04740513,0.08711031,0.77962019,0.98296819,0.14144330,0.12296754,1.50181440
-5.26163082,4.16120609,0.04756835,0.08805090,0.79301574,1.00490378,0.14129756,0.11797736,1.52556150
-5.25562781,4.22837217,0.04818430,0.08938264,0.80694283,1.02755524,0.14080589,0.11354477,1.54993060
-5.24962481,4.29835590,0.04920831,0.09105517,0.82107026,1.05051921,0.13998218,0.10966321,1.57455090
-5.24362181,4.36986916,0.05059494,0.09301450,0.83508475,1.07339796,0.13885612,0.10631314,1.59904570
-5.23761881,4.44161535,0.05229793,0.09520388,0.84869359,1.09580525,0.13747224,0.10346373,1.62303854
-5.23161581,4.51230771,0.05427007,0.09756464,0.86162626,1.11737100,0.13588837,0.10107476,1.64615821
-5.22561281,4.58068497,0.05646304,0.10003710,0.87363519,1.13774488,0.13417366,0.09909871,1.66804286
-5.21960980,4.64552496,0.05882725,0.10256160,0.88449585,1.15659907,0.13240621,0.09748295,1.68834345
-5.21360680,4.70565702,0.06131187,0.10507951,0.89400649,1.17363040,0.13067048,0.09617193,1.70672670
-5.20760380,4.75997410,0.06386486,0.10753435,0.90198775,1.18856223,0.12905445,0.09510946,1.72287802
-5.20160080,4.80744532,0.06643328,0.10987299,0.90828237,1.20114626,0.12764684,0.09424081,1.73650469
-5.19559780,4.84712955,0.06896372,0.11204683,0.91275533,1.21116448,0.12653423,0.09351488,1.74733934
-5.18959480,4.87819060,0.07140294,0.11401310,0.91529436,1.21843138,0.12579839,0.09288608,1.75514424
-5.18359180,4.89991386,0.07369866,0.11573600,0.91581120,1.22279663,0.12551379,0.09231607,1.75971615
-5.17758879,4.91172433,0.07580048,0.11718792,0.91424339,1.22414797,0.12574531,0.09177535,1.76089184
-5.17158579,4.91320536,0.07766100,0.11835049,0.91055666,1.22241447,0.12654632,0.09124444,1.75855415
-5.16558279,4.90411733,0.07923686,0.11921545,0.90474783,1.21756975,0.12795699,0.09071485,1.75263816
-5.15957979,4.88441509,0.08048990,0.11978537,0.89684788,1.20963518,0.13000297,0.09018967,1.74313725
-5.15357679,4.85426299,0.08138820,0.12007406,0.88692508,1.19868245,0.13269436,0.08968375,1.73010857
-5.14757379,4.81404614,0.08190706,0.12010672,0.87508782,1.18483563,0.13602505,0.08922353,1.71367747
-5.14157079,4.76437671,0.08202980,0.11991971,0.86148682,1.16827204,0.13997231,0.08884641,1.69404039
-5.13556778,4.70609409,0.08174834,0.11956001,0.84631647,1.14922199,0.14449673,0.08859963,1.67146595
-5.12956478,4.64025821,0.08106360,0.11908428,0.82981496,1.12796699,0.14954250,0.08853886,1.64629371
-5.12356178,4.56813527,0.07998555,0.11855754,0.81226297,1.10483642,0.15503796,0.08872625,1.61893059
-5.11755878,4.49117591,0.07853308,0.11805154,0.79398077,1.08020254,0.16089653,0.08922814,1.58984468
-5.11155578,4.41098591,0.07673351,0.11764281,0.77532355,1.05447393,0.16701798,0.09011252,1.55955655
-5.10555278,4.32929005,0.07462190,0.11741041,0.75667509,1.02808744,0.17329007,0.09144610,1.52862824
-5.09954977,4.24789019,0.07224006,0.11743348,0.73843965,1.00149892,0.17959057,0.09329135,1.49765018
-5.09354677,4.16861863,0.06963543,0.11778868,0.72103245,0.97517286,0.18578965,0.09570338,1.46722649
-5.08754377,4.09328859,0.06685972,0.11854755,0.70486875,0.94957141,0.19175261,0.09872688,1.43795912
-5.08154077,4.02364319,0.06396748,0.11977385,0.69035210,0.92514302,0.19734299,0.10239325,1.41043142
-5.07553777,3.96130488,0.06101464,0.12152106,0.67786192,0.90231111,0.20242591,0.10671797,1.38519170
-5.06953477,3.90772707,0.05805694,0.12383007,0.66774104,0.88146313,0.20687152,0.11169848,1.36273741
-5.06353177,3.86414960,0.05514852,0.12672714,0.66028356,0.86294032,0.21055867,0.11731244,1.34350041
-5.05752876,3.83155964,0.05234057,0.13022220,0.65572350,0.84702853,0.21337841,0.12351680,1.32783405
-5.05152576,3.81065938,0.04968006,0.13430762,0.65422486,0.83395033,0.21523737,0.13024743,1.31600227
-5.04552276,3.80184155,0.04720875,0.13895743,0.65587342,0.82385873,0.21606079,0.13741972,1.30817130
-5.03951976,3.80517376,0.04496236,0.14412718,0.66067077,0.81683253,0.21579512,0.14492981,1.30440415
-5.03351676,3.82039203,0.04296997,0.14975422,0.66853089,0.81287365,0.21441001,0.15265676,1.30465809
-5.02751376,3.84690406,0.04125372,0.15575872,0.67927954,0.81190630,0.21189967,0.16046550,1.30878523
-5.02151076,3.88380189,0.03982874,0.16204519,0.69265673,0.81377826,0.20828336,0.16821037,1.31653631
-5.01550775,3.92988410,0.03870333,0.16850454,0.70832213,0.81826408,0.20360527,0.17573937,1.32756741
-5.00950475,3.98368665,0.03787940,0.17501672,0.72586360,0.82507023,0.19793339,0.18289877,1.34144962
-5.00350175,4.04352182,0.03735317,0.18145369,0.74480847,0.83384217,0.19135780,0.18953799,1.35768133
-4.99749875,4.10752411,0.03711604,0.18768283,0.76463734,0.84417303,0.18398822,0.19551457,1.37570286
-4.99149575,4.17370194,0.03715560,0.19357049,0.78479995,0.85561392,0.17595093,0.20069896,1.39491294
-4.98549275,4.23999361,0.03745685,0.19898575,0.80473257,0.86768550,0.16738540,0.20497902,1.41468672
-4.97948974,4.30432603,0.03800341,0.20380406,0.82387629,0.87989053,0.15844049,0.20826387,1.43439466
-4.97348674,4.36467431,0.03877879,0.20791079,0.84169550,0.89172720,0.14927062,0.21048713,1.45342172
-4.96748374,4.41912036,0.03976764,0.21120453,0.85769579,0.90270267,0.14003193,0.21160922,1.47118632
-4.96148074,4.46590871,0.04095689,0.21359989,0.87144057,0.91234657,0.13087862,0.21161869,1.48715830
-4.95547774,4.50349734,0.04233670,0.21502989,0.88256570,0.92022402,0.12195963,0.21053254,1.50087522
-4.94947474,4.53060197,0.04390129,0.21544774,0.89079144,0.92594762,0.11341559,0.20839542,1.51195649
-4.94347174,4.54623195,0.04564943,0.21482789,0.89593118,0.92918812,0.10537641,0.20527785,1.52011460
-4.93746873,4.54971637,0.04758466,0.21316654,0.89789657,0.92968328,0.09795917,0.20127352,1.52516301
-4.93146573,4.54071938,0.04971523,0.21048127,0.89669885,0.92724468,0.09126665,0.19649567,1.52702032
-4.92546273,4.51924396,0.05205360,0.20681023,0.89244614,0.92176211,0.08538630,0.19107294,1.52571045
-4.91945973,4.48562406,0.05461573,0.20221049,0.88533698,0.91320542,0.08038963,0.18514467,1.52135885
-4.91345673,4.44050531,0.05741996,0.19675603,0.87565040,0.90162385,0.07633200,0.17885595,1.51418471
-4.90745373,4.38481529,0.06048568,0.19053519,0.86373287,0.88714271,0.07325283,0.17235271,1.50448973
-4.90145073,4.31972469,0.06383177,0.18364785,0.84998296,0.86995779,0.07117591,0.16577688,1.49264367
-4.89544772,4.24660119,0.06747491,0.17620239,0.83483427,0.85032763,0.07011014,0.15926201,1.47906767
-4.88944472,4.16695827,0.07142788,0.16831257,0.81873762,0.82856414,0.07005032,0.15292942,1.46421602
-4.88344172,4.08240158,0.07569791,0.16009446,0.80214330,0.80502193,0.07097814,0.14688508,1.44855729
-4.87743872,3.99457523,0.08028516,0.15166356,0.78548421,0.78008697,0.07286331,0.14121731,1.43255596
-4.87143572,3.90511094,0.08518157,0.14313212,0.76916076,0.75416508,0.07566486,0.13599534,1.41665542
-4.86543272,3.81558222,0.09036999,0.13460688,0.75352823,0.72767072,0.07933253,0.13126884,1.40126329
-4.85942971,3.72746580,0.09582380,0.12618714,0.73888704,0.70101661,0.08380830,0.12706830,1.38673985
-4.85342671,3.64211197,0.10150702,0.11796330,0.72547640,0.67460462,0.08902820,0.12340633,1.37339016
-4.84742371,3.56072477,0.10737495,0.11001592,0.71347151,0.64881819,0.09492406,0.12027960,1.36146022
-4.84142071,3.48435256,0.11337533,0.10241509,0.70298428,0.62401642,0.10142558,0.11767147,1.35113723
-4.83541771,3.41388855,0.11945002,0.09522040,0.69406726,0.60053006,0.10846236,0.11555508,1.34255378
-4.82941471,3.35008031,0.12553706,0.08848113,0.68672046,0.57865913,0.11596601,0.11389662,1.33579553
-4.82341171,3.29354677,0.13157305,0.08223689,0.68090047,0.55867217,0.12387226,0.11265890,1.33091147
-4.81740870,3.24480041,0.13749574,0.07651847,0.67653109,0.54080666,0.13212282,0.11180460,1.32792608
-4.81140570,3.20427231,0.14324665,0.07134886,0.67351479,0.52527047,0.14066704,0.11129947,1.32685206
-4.80540270,3.17233728,0.14877352,0.06674442,0.67174409,0.51224371,0.14946327,0.11111502,1.32770266
-4.79939970,3.14933646,0.15403258,0.06271610,0.67111218,0.50188065,0.15847960,0.11123071,1.33050230
-4.79339670,3.13559498,0.15899025,0.05927062,0.67152197,0.49431144,0.16769413,0.11163548,1.33529461
-4.78739370,3.13143260,0.16362440,0.05641154,0.67289298,0.48964305,0.17709454,0.11232864,1.34214693
-4.78139070,3.13716582,0.16792486,0.05414032,0.67516575,0.48795941,0.18667703,0.11331997,1.35115063
-4.77538769,3.15310100,0.17189327,0.05245710,0.67830342,0.48932050,0.19644451,0.11462918,1.36241716
-4.76938469,3.17951813,0.17554218,0.05136135,0.68229044,0.49376037,0.20640419,0.11628469,1.37606966
-4.76338169,3.21664653,0.17889339,0.05085242,0.68712874,0.50128427,0.21656473,0.11832181,1.39223074
-4.75737869,3.26463382,0.18197576,0.05092973,0.69283148,0.51186510,0.22693291,0.12078051,1.41100710
-4.75137569,3.32351072,0.18482251,0.05159300,0.69941519,0.52543948,0.23751025,0.12370282,1.43247207
-4.74537269,3.39315428,0.18746814,0.05284213,0.70689085,0.54190392,0.24828965,0.12713009,1.45664741
-4.73936968,3.47325289,0.18994525,0.05467713,0.71525459,0.56111153,0.25925240,0.13110015,1.48348577
-4.73336668,3.56327620,0.19228148,0.05709783,0.72447908,0.58286966,0.27036571,0.13564465,1.51285526
-4.72736368,3.66245298,0.19449665,0.06010353,0.73450603,0.60693910,0.28158114,0.14078659,1.54452764
-4.72136068,3.76975966,0.19660044,0.06369269,0.74524081,0.63303492,0.29283399,0.14653825,1.57817120
-4.71535768,3.88392143,0.19859063,0.06786243,0.75654951,0.66082944,0.30404384,0.15289951,1.61334943
-4.70935468,4.00342717,0.20045226,0.07260813,0.76825900,0.68995728,0.31511633,0.15985674,1.64952597
-4.70335168,4.12655842,0.20215746,0.07792295,0.78015995,0.72002255,0.32594619,0.16738218,1.68607608
-4.69734867,4.25143165,0.20366631,0.08379732,0.79201295,0.75060785,0.33642131,0.17543392,1.72230419
-4.69134567,4.37605203,0.20492843,0.09021844,0.80355730,0.78128488,0.34642782,0.18395631,1.75746710
-4.68534267,4.49837619,0.20588541,0.09716970,0.81452201,0.81162605,0.35585570,0.19288092,1.79080135
-4.67933967,4.61638051,0.20647381,0.10463012,0.82463843,0.84121647,0.36460492,0.20212786,1.82155356
-4.67333667,4.72813120,0.20662857,0.11257370,0.83365350,0.86966586,0.37259128,0.21160740,1.84901187
-4.66733367,4.83185189,0.20628670,0.12096877,0.84134294,0.89661943,0.37975201,0.22122187,1.87253667
-4.66133067,4.92598493,0.20539098,0.12977731,0.84752335,0.92176730,0.38605036,0.23086765,1.89158872
-4.65532766,5.00924243,0.20389333,0.13895427,0.85206241,0.94485181,0.39147903,0.24043723,1.90575297
-4.64932466,5.08064403,0.20175789,0.14844693,0.85488647,0.96567233,0.39606207,0.24982126,1.91475649
-4.64332166,5.13953912,0.19896339,0.15819440,0.85598489,0.98408715,0.39985498,0.25891053,1.91847937
-4.63731866,5.18561202,0.19550481,0.16812715,0.85541083,1.00001259,0.40294295,0.26759778,1.91695786
-4.63131566,5.21887015,0.19139422,0.17816687,0.85327832,1.01341913,0.40543727,0.27577934,1.91037948
-4.62531266,5.23961574,0.18666070,0.18822654,0.84975572,1.02432510,0.40746989,0.28335669,1.89907031
-4.61930965,5.24840331,0.18134946,0.19821079,0.84505602,1.03278817,0.40918650,0.29023768,1.88347522
-4.61330665,5.24598561,0.17552015,0.20801673,0.83942444,1.03889535,0.41073845,0.29633765,1.86413218
-4.60730365,5.23325161,0.16924447,0.21753513,0.83312418,1.04275209,0.41227392,0.30158041,1.84164224
-4.60130065,5.21116058,0.16260334,0.22665214,0.82642129,1.04447132,0.41392882,0.30589895,1.81663682
-4.59529765,5.18067665,0.15568370,0.23525136,0.81956951,1.04416303,0.41581803,0.30923607,1.78974447
-4.58929465,5.14270783,0.14857509,0.24321645,0.81279612,1.04192526,0.41802746,0.31154494,1.76155886
-4.58329165,5.09805347,0.14136644,0.25043408,0.80628986,1.03783685,0.42060746,0.31278941,1.73261004
-4.57728864,5.04736333,0.13414286,0.25679720,0.80019154,1.03195269,0.42356795,0.31294436,1.70334040
-4.57128564,4.99111064,0.12698301,0.26220857,0.79458816,1.02430147,0.42687578,0.31199584,1.67408688
-4.56528264,4.92958072,0.11995681,0.26658435,0.78951088,1.01488635,0.43045432,0.30994118,1.64507025
-4.55927964,4.86287544,0.11312385,0.26985771,0.78493706,1.00368816,0.43418556,0.30678901,1.61639188
-4.55327664,4.79093318,0.10653229,0.27198227,0.78079633,0.99067115,0.43791454,0.30255914,1.58803815
-4.54727364,4.71356241,0.10021858,0.27293515,0.77698034,0.97579074,0.44145605,0.29728235,1.55989201
-4.54127064,4.63048683,0.09420761,0.27271967,0.77335556,0.95900275,0.44460307,0.29100013,1.53175075
-4.53526763,4.54139861,0.08851353,0.27136732,0.76977857,0.94027346,0.44713678,0.28376416,1.50334897
-4.52926463,4.44601653,0.08314099,0.26893915,0.76611272,0.91958997,0.44883735,0.27563584,1.47438500
-4.52326163,4.34414486,0.07808673,0.26552618,0.76224515,0.89696994,0.44949518,0.26668557,1.44454936
-4.51725863,4.23572951,0.07334144,0.26124907,0.75810327,0.87247030,0.44892172,0.25699195,1.41355333
-4.51125563,4.12090757,0.06889174,0.25625673,0.75366946,0.84619422,0.44695954,0.24664083,1.38115604
-4.50525263,4.00004735,0.06472217,0.25072410,0.74899312,0.81829592,0.44349098,0.23572430,1.34718854
-4.49924962,3.87377616,0.06081713,0.24484890,0.74419919,0.78898299,0.43844484,0.22433946,1.31157334
-4.49324662,3.74299435,0.05716262,0.23884763,0.73949251,0.75851613,0.43180099,0.21258721,1.27433854
