energy_ev,total_up,P_s_up,P_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.78389195,7.58383070,0.02818048,1.01969955,6.60948900,4.71353499,0.01684537,1.63646770
-5.77788894,7.63405036,0.02856801,1.01731900,6.71039153,4.74154714,0.01716221,1.64922064
-5.77188594,7.66662151,0.02886141,1.01366070,6.79489784,4.75832783,0.01745701,1.65788322
-5.76588294,7.67939553,0.02904986,1.00837000,6.86102591,4.76251006,0.01772281,1.66205188
-5.75987994,7.67052253,0.02912408,1.00112767,6.90697257,4.75294413,0.01795272,1.66137274
-5.75387694,7.63850688,0.02907669,0.99165963,6.93116253,4.72873089,0.01814010,1.65555434
-5.74787394,7.58225279,0.02890253,0.97974505,6.93229455,4.68924733,0.01827866,1.64437888
-5.74187094,7.50109864,0.02859888,0.96522282,6.90938352,4.63416392,0.01836270,1.62771152
-5.73586793,7.39483939,0.02816564,0.94799606,6.86179709,4.56345344,0.01838717,1.60550749
-5.72986493,7.26373648,0.02760536,0.92803454,6.78928544,4.47739128,0.01834790,1.57781674
-5.72386193,7.10851533,0.02692326,0.90537514,6.69200310,4.37654754,0.01824164,1.54478602
-5.71785893,6.93035077,0.02612708,0.88012020,6.57052160,4.26177145,0.01806623,1.50665823
-5.71185593,6.73084105,0.02522691,0.85243400,6.42583230,4.13416900,0.01782059,1.46376926
-5.70585293,6.51197154,0.02423490,0.82253743,6.25933859,3.99507458,0.01750487,1.41654219
-5.69984992,6.27606944,0.02316497,0.79070121,6.07283740,3.84601779,0.01712038,1.36547926
-5.69384692,6.02575087,0.02203244,0.75723787,5.86849003,3.68868658,0.01666962,1.31115176
-5.68784392,5.76386226,0.02085364,0.72249273,5.64878295,3.52488795,0.01615622,1.25418822
-5.68184092,5.49341765,0.01964552,0.68683435,5.41647931,3.35650736,0.01558488,1.19526126
-5.67583792,5.21753388,0.01842525,0.65064465,5.17456263,3.18546811,0.01496125,1.13507359
-5.66983492,4.93936544,0.01720987,0.61430911,4.92617426,3.01369174,0.01429182,1.07434346
-5.66383192,4.66204086,0.01601592,0.57820725,4.67454634,2.84306053,0.01358375,1.01379021
-5.65782891,4.38860236,0.01485913,0.54270381,4.42293264,2.67538296,0.01284471,0.95412019
-5.65182591,4.12195018,0.01375421,0.50814070,4.17453907,2.51236303,0.01208275,0.89601346
-5.64582291,3.86479300,0.01271456,0.47483003,3.93245637,2.35557390,0.01130603,0.84011178
-5.63981991,3.61960559,0.01175216,0.44304834,3.69959667,2.20643642,0.01052273,0.78700801
-5.63381691,3.38859439,0.01087743,0.41303204,3.47863587,2.06620292,0.00974080,0.73723722
-5.62781391,3.17367162,0.01009915,0.38497425,3.27196346,1.93594621,0.00896788,0.69126969
-5.62181091,2.97643811,0.00942445,0.35902294,3.08164073,1.81655396,0.00821107,0.64950584
-5.61580790,2.79817473,0.00885878,0.33528029,2.90936835,1.70872805,0.00747686,0.61227309
-5.60980490,2.63984210,0.00840595,0.31380337,2.75646371,1.61298868,0.00677102,0.57982460
-5.60380190,2.50208791,0.00806817,0.29460581,2.62384814,1.52968273,0.00609853,0.55233970
-5.59779890,2.38526105,0.00784615,0.27766049,2.51204375,1.45899556,0.00546351,0.52992587
-5.59179590,2.28943143,0.00773914,0.26290299,2.42117932,1.40096590,0.00486924,0.51262208
-5.58579290,2.21441443,0.00774506,0.25023578,2.35100478,1.35550261,0.00431815,0.50040310
-5.57978989,2.15979869,0.00786054,0.23953282,2.30091309,1.32240290,0.00381183,0.49318472
-5.57378689,2.12497604,0.00808110,0.23064457,2.26996894,1.30137088,0.00335114,0.49082940
-5.56778389,2.10917232,0.00840118,0.22340314,2.25694298,1.29203581,0.00293623,0.49315232
-5.56178089,2.11147789,0.00881427,0.21762756,2.26035077,1.29396921,0.00256666,0.49992746
-5.55577789,2.13087690,0.00931300,0.21312892,2.27849537,1.30670025,0.00224145,0.51089358
-5.54977489,2.16627420,0.00988925,0.20971537,2.30951262,1.32972866,0.00195925,0.52575992
-5.54377189,2.21651934,0.01053426,0.20719688,2.35141806,1.36253499,0.00171838,0.54421149
-5.53776888,2.28042686,0.01123869,0.20538949,2.40215461,1.40458756,0.00151696,0.56591388
-5.53176588,2.35679262,0.01199279,0.20411934,2.45963984,1.45534629,0.00135298,0.59051750
-5.52576288,2.44440583,0.01278641,0.20322595,2.52181197,1.51426315,0.00122441,0.61766120
-5.51975988,2.54205673,0.01360918,0.20256514,2.58667342,1.58077949,0.00112926,0.64697533
-5.51375688,2.64854026,0.01445058,0.20201118,2.65233092,1.65432068,0.00106563,0.67808422
-5.50775388,2.76265584,0.01530003,0.20145841,2.71703112,1.73428834,0.00103179,0.71060809
-5.50175088,2.88320400,0.01614701,0.20082208,2.77919073,1.82005102,0.00102616,0.74416456
-5.49574787,3.00898049,0.01698115,0.20003858,2.83742042,1.91093405,0.00104738,0.77836979
-5.48974487,3.13876875,0.01779235,0.19906499,2.89054168,2.00620928,0.00109430,0.81283940
-5.48374187,3.27133188,0.01857086,0.19787794,2.93759637,2.10508590,0.00116597,0.84718927
-5.47773887,3.40540498,0.01930739,0.19647194,2.97784871,2.20670310,0.00126163,0.88103642
-5.47173587,3.53968924,0.01999321,0.19485717,3.01077986,2.31012560,0.00138071,0.91400011
-5.46573287,3.67284867,0.02062026,0.19305681,3.03607579,2.41434282,0.00152276,0.94570332
-5.45972986,3.80351069,0.02118124,0.19110415,3.05360904,2.51827248,0.00168747,0.97577473
-5.45372686,3.93027118,0.02166970,0.18903943,3.06341565,2.62076901,0.00187461,1.00385135
-5.44772386,4.05170482,0.02208016,0.18690672,3.06566870,2.72063707,0.00208398,1.02958181
-5.44172086,4.16638091,0.02240818,0.18475086,3.06064982,2.81665019,0.00231541,1.05263051
-5.43571786,4.27288459,0.02265043,0.18261466,3.04872043,2.90757408,0.00256869,1.07268233
-5.42971486,4.36984312,0.02280481,0.18053646,3.03029420,2.99219401,0.00284357,1.08944813
-5.42371186,4.45595628,0.02287041,0.17854815,3.00581223,3.06934522,0.00313968,1.10267055
-5.41770885,4.53002986,0.02284764,0.17667377,2.97572201,3.13794526,0.00345656,1.11213022
-5.41170585,4.59101048,0.02273819,0.17492863,2.94046115,3.19702661,0.00379356,1.11765184
-5.40570285,4.63802029,0.02254500,0.17331913,2.90044641,3.24576815,0.00414987,1.11910998
-5.39969985,4.67038938,0.02227229,0.17184303,2.85606795,3.28352384,0.00452445,1.11643424
-5.39369685,4.68768408,0.02192539,0.17049039,2.80768874,3.30984691,0.00491601,1.10961331
-5.38769385,4.68972944,0.02151071,0.16924476,2.75564843,3.32450832,0.00532300,1.09869788
-5.38169085,4.67662405,0.02103556,0.16808491,2.70027067,3.32750815,0.00574353,1.08380190
-5.37568784,4.64874619,0.02050803,0.16698652,2.64187286,3.31907922,0.00617541,1.06510204
-5.36968484,4.60675039,0.01993676,0.16592419,2.58077714,3.29968239,0.00661608,1.04283537
-5.36368184,4.55155405,0.01933075,0.16487322,2.51732117,3.26999357,0.00706262,1.01729505
-5.35767884,4.48431459,0.01869917,0.16381134,2.45186781,3.23088293,0.00751173,0.98882431
-5.35167584,4.40639766,0.01805111,0.16272010,2.38481260,3.18338710,0.00795972,0.95780868
-5.34567284,4.31933798,0.01739537,0.16158607,2.31658825,3.12867563,0.00840255,0.92466698
-5.33966983,4.22479439,0.01674029,0.16040155,2.24766597,3.06801327,0.00883585,0.88984121
-5.33366683,4.12450113,0.01609352,0.15916497,2.17855324,3.00271980,0.00925495,0.85378594
-5.32766383,4.02021785,0.01546191,0.15788093,2.10978839,2.93412934,0.00965496,0.81695742
-5.32166083,3.91368029,0.01485137,0.15655990,2.04193240,2.86355090,0.01003086,0.77980310
-5.31565783,3.80655408,0.01426682,0.15521768,1.97555849,2.79223188,0.01037757,0.74275177
-5.30965483,3.70039356,0.01371212,0.15387460,1.91124050,2.72132613,0.01069011,0.70620476
-5.30365183,3.59660705,0.01319011,0.15255463,1.84954062,2.65186759,0.01096366,0.67052867
-5.29764882,3.49643005,0.01270263,0.15128446,1.79099762,2.58475046,0.01119376,0.63604951
-5.29164582,3.40090663,0.01225065,0.15009248,1.73611605,2.52071614,0.01137639,0.60304873
-5.28564282,3.31087957,0.01183431,0.14900791,1.68535721,2.46034718,0.01150815,0.57176096
-5.27963982,3.22698861,0.01145317,0.14805997,1.63913212,2.40406758,0.01158633,0.54237351
-5.27363682,3.14967623,0.01110624,0.14727714,1.59779680,2.35214905,0.01160905,0.51502735
-5.26763382,3.07919974,0.01079227,0.14668658,1.56164973,2.30472207,0.01157535,0.48981951
-5.26163082,3.01564840,0.01050980,0.14631360,1.53093131,2.26179073,0.01148521,0.46680659
-5.25562781,2.95896417,0.01025738,0.14618122,1.50582490,2.22325025,0.01133961,0.44600894
-5.24962481,2.90896438,0.01003368,0.14630982,1.48645889,2.18890589,0.01114049,0.42741546
-5.24362181,2.86536519,0.00983760,0.14671674,1.47290931,2.15849233,0.01089076,0.41098845
-5.23761881,2.82780452,0.00966831,0.14741591,1.46520229,2.13169253,0.01059418,0.39666846
-5.23161581,2.79586342,0.00952533,0.14841752,1.46331598,2.10815546,0.01025528,0.38437875
-5.22561281,2.76908548,0.00940852,0.14972752,1.46718136,2.08751213,0.00987925,0.37402933
-5.21960980,2.74699353,0.00931802,0.15134720,1.47668186,2.06938980,0.00947175,0.36552033
-5.21360680,2.72910393,0.00925421,0.15327270,1.49165150,2.05342425,0.00903881,0.35874470
-5.20760380,2.71493825,0.00921761,0.15549453,1.51187176,2.03927018,0.00858662,0.35359029
-5.20160080,2.70403287,0.00920876,0.15799713,1.53706740,2.02661009,0.00812139,0.34994128
-5.19559780,2.69594681,0.00922808,0.16075849,1.56690154,2.01516177,0.00764920,0.34767908
-5.18959480,2.69026821,0.00927574,0.16374992,1.60097074,2.00468475,0.00717582,0.34668280
-5.18359180,2.68661995,0.00935151,0.16693597,1.63880050,1.99498591,0.00670666,0.34682951
-5.17758879,2.68466458,0.00945466,0.17027451,1.67984193,1.98592432,0.00624657,0.34799423
-5.17158579,2.68410891,0.00958382,0.17371711,1.72347022,1.97741528,0.00579986,0.35005005
-5.16558279,2.68470805,0.00973690,0.17720963,1.76898557,1.96943355,0.00537020,0.35286823
-5.15957979,2.68626901,0.00991104,0.18069305,1.81561696,1.96201542,0.00496059,0.35631855
-5.15357679,2.68865334,0.01010262,0.18410459,1.86252919,1.95525921,0.00457338,0.36026990
-5.14757379,2.69177871,0.01030721,0.18737905,1.90883335,1.94932406,0.00421029,0.36459111
-5.14157079,2.69561868,0.01051972,0.19045029,1.95360073,1.94442634,0.00387244,0.36915213
-5.13556778,2.70020063,0.01073441,0.19325290,1.99587987,1.94083357,0.00356041,0.37382540
-5.12956478,2.70560114,0.01094509,0.19572399,2.03471646,1.93885550,0.00327427,0.37848742
-5.12356178,2.71193883,0.01114522,0.19780489,2.06917539,1.93883234,0.00301371,0.38302049
-5.11755878,2.71936448,0.01132816,0.19944288,2.09836413,1.94112022,0.00277805,0.38731447
-5.11155578,2.72804862,0.01148729,0.20059283,2.12145679,1.94607421,0.00256636,0.39126851
-5.10555278,2.73816683,0.01161630,0.20121854,2.13771751,1.95402946,0.00237749,0.39479258
-5.09954977,2.74988348,0.01170931,0.20129396,2.14652256,1.96528120,0.00221013,0.39780893
-5.09354677,2.76333444,0.01176114,0.20080403,2.14737983,1.98006443,0.00206288,0.40025313
-5.08754377,2.77860985,0.01176740,0.19974525,2.13994511,1.99853449,0.00193428,0.40207490
-5.08154077,2.79573784,0.01172471,0.19812586,2.12403407,2.02074944,0.00182285,0.40323849
-5.07553777,2.81467035,0.01163076,0.19596566,2.09962961,2.04665550,0.00172711,0.40372275
-5.06953477,2.83527193,0.01148441,0.19329552,2.06688408,2.07607654,0.00164562,0.40352084
-5.06353177,2.85731261,0.01128568,0.19015650,2.02611610,2.10870844,0.00157694,0.40263958
-5.05752876,2.88046550,0.01103582,0.18659873,1.97780230,2.14411909,0.00151972,0.40109853
-5.05152576,2.90430955,0.01073715,0.18268000,1.92256405,2.18175440,0.00147262,0.39892878
-5.04552276,2.92833789,0.01039308,0.17846416,1.86114988,2.22095034,0.00143437,0.39617166
-5.03951976,2.95197143,0.01000792,0.17401945,1.79441423,2.26095089,0.00140378,0.39287716
-5.03351676,2.97457744,0.00958676,0.16941661,1.72329345,2.30093116,0.00137969,0.38910238
-5.02751376,2.99549225,0.00913530,0.16472715,1.64877988,2.34002483,0.00136102,0.38490991
-5.02151076,3.01404701,0.00865968,0.16002151,1.57189516,2.37735466,0.00134679,0.38036613
-5.01550775,3.02959525,0.00816631,0.15536739,1.49366366,2.41206472,0.00133607,0.37553959
-5.00950475,3.04154072,0.00766167,0.15082815,1.41508693,2.44335253,0.00132807,0.37049941
-5.00350175,3.04936391,0.00715216,0.14646147,1.33712013,2.47049982,0.00132208,0.36531361
-4.99749875,3.05264586,0.00664394,0.14231805,1.26065092,2.49289992,0.00131753,0.36004757
-4.99149575,3.05108769,0.00614281,0.13844065,1.18648163,2.51008070,0.00131397,0.35476248
-4.98549275,3.04452476,0.00565412,0.13486326,1.11531480,2.52172153,0.00131112,0.34951380
-4.97948974,3.03293452,0.00518262,0.13161053,1.04774257,2.52766359,0.00130882,0.34434985
-4.97348674,3.01643765,0.00473248,0.12869742,0.98423983,2.52791287,0.00130708,0.33931039
-4.96748374,2.99529222,0.00430720,0.12612911,0.92516114,2.52263586,0.00130603,0.33442547
-4.96148074,2.96988140,0.00390964,0.12390107,0.87074128,2.51214816,0.00130594,0.32971436
-4.95547774,2.94069533,0.00354198,0.12199947,0.82109905,2.49689677,0.00130720,0.32518483
-4.94947474,2.90830836,0.00320577,0.12040171,0.77624414,2.47743720,0.00131028,0.32083270
-4.94347174,2.87335303,0.00290197,0.11907728,0.73608656,2.45440675,0.00131570,0.31664194
-4.93746873,2.83649249,0.00263099,0.11798880,0.70044832,2.42849551,0.00132401,0.31258508
-4.93146573,2.79839293,0.00239274,0.11709324,0.66907679,2.40041694,0.00133576,0.30862425
-4.92546273,2.75969795,0.00218669,0.11634341,0.64165942,2.37087954,0.00135141,0.30471279
-4.91945973,2.72100625,0.00201193,0.11568955,0.61783933,2.34056144,0.00137136,0.30079729
-4.91345673,2.68285404,0.00186726,0.11508106,0.59723122,2.31008904,0.00139586,0.29682023
-4.90745373,2.64570327,0.00175119,0.11446832,0.57943732,2.28002103,0.00142500,0.29272297
-4.90145073,2.60993620,0.00166207,0.11380451,0.56406273,2.25083847,0.00145870,0.28844902
-4.89544772,2.57585647,0.00159808,0.11304738,0.55072992,2.22294114,0.00149665,0.28394750
-4.88944472,2.54369656,0.00155735,0.11216094,0.53909180,2.19665033,0.00153836,0.27917651
-4.88344172,2.51363084,0.00153796,0.11111689,0.52884307,2.17221740,0.00158310,0.27410637
-4.87743872,2.48579315,0.00153800,0.10989586,0.51972951,2.14983729,0.00162996,0.26872235
-4.87143572,2.46029765,0.00155562,0.10848829,0.51155485,2.12966590,0.00167787,0.26302695
-4.86543272,2.43726113,0.00158907,0.10689493,0.50418508,2.11183980,0.00172560,0.25704135
-4.85942971,2.41682523,0.00163674,0.10512697,0.49754997,2.09649682,0.00177184,0.25080605
-4.85342671,2.39917676,0.00169714,0.10320570,0.49164184,2.08379578,0.00181522,0.24438061
-4.84742371,2.38456438,0.00176899,0.10116172,0.48651154,2.07393384,0.00185439,0.23784241
-4.84142071,2.37331028,0.00185119,0.09903383,0.48226181,2.06716002,0.00188804,0.23128443
-4.83541771,2.36581557,0.00194282,0.09686744,0.47903838,2.06378361,0.00191498,0.22481227
-4.82941471,2.36255864,0.00204314,0.09471274,0.47701894,2.06417662,0.00193420,0.21854029
-4.82341171,2.36408595,0.00215161,0.09262261,0.47640058,2.06876958,0.00194487,0.21258731
-4.81740870,2.37099543,0.00226779,0.09065036,0.47738624,2.07804066,0.00194641,0.20707178
-4.81140570,2.38391280,0.00239139,0.08884746,0.48017052,2.09249830,0.00193851,0.20210683
-4.80540270,2.40346189,0.00252216,0.08726129,0.48492571,2.11265785,0.00192112,0.19779543
-4.79939970,2.43023012,0.00265988,0.08593301,0.49178837,2.13901354,0.00189450,0.19422567
-4.79339670,2.46473092,0.00280429,0.08489571,0.50084730,2.17200685,0.00185915,0.19146669
-4.78739370,2.50736486,0.00295504,0.08417284,0.51213325,2.21199304,0.00181585,0.18956517
-4.78139070,2.55838160,0.00311166,0.08377704,0.52561083,2.25920757,0.00176557,0.18854266
-4.77538769,2.61784470,0.00327346,0.08370938,0.54117320,2.31373430,0.00170947,0.18839393
-4.76938469,2.68560133,0.00343954,0.08395906,0.55863958,2.37547727,0.00164882,0.18908629
-4.76338169,2.76125869,0.00360873,0.08450363,0.57775583,2.44413779,0.00158499,0.19055991
-4.75737869,2.84416865,0.00377958,0.08530958,0.59819811,2.51919831,0.00151936,0.19272927
-4.75137569,2.93342194,0.00395036,0.08633341,0.61957957,2.59991436,0.00145328,0.19548552
-4.74537269,3.02785247,0.00411906,0.08752308,0.64145969,2.68531521,0.00138802,0.19869972
-4.73936968,3.12605223,0.00428344,0.08881976,0.66335600,2.77421392,0.00132472,0.20222679
-4.73336668,3.22639641,0.00444105,0.09015981,0.68475780,2.86522644,0.00126437,0.20591004
-4.72736368,3.32707826,0.00458928,0.09147692,0.70514115,2.95679969,0.00120777,0.20958612
-4.72136068,3.42615237,0.00472546,0.09270436,0.72398471,3.04724735,0.00115550,0.21309004
-4.71535768,3.52158492,0.00484693,0.09377711,0.74078576,3.13479247,0.00110794,0.21626037
-4.70935468,3.61130920,0.00495111,0.09463404,0.75507566,3.21761514,0.00106525,0.21894405
-4.70335168,3.69328403,0.00503558,0.09521973,0.76643441,3.29390353,0.00102738,0.22100100
-4.69734867,3.76555326,0.00509819,0.09548625,0.77450353,3.36190643,0.00099411,0.22230812
-4.69134567,3.82630394,0.00513711,0.09539446,0.77899696,3.41998524,0.00096506,0.22276273
-4.68534267,3.87392107,0.00515093,0.09491512,0.77970957,3.46666359,0.00093971,0.22228516
-4.67933967,3.90703704,0.00513868,0.09402960,0.77652302,3.50067278,0.00091749,0.22082072
-4.67333667,3.92457411,0.00509990,0.09273019,0.76940897,3.52099145,0.00089774,0.21834073
-4.66733367,3.92577852,0.00503464,0.09102020,0.75842950,3.52687826,0.00087985,0.21484279
-4.66133067,3.91024523,0.00494349,0.08891357,0.74373485,3.51789643,0.00086321,0.21035028
-4.65532766,3.87793279,0.00482754,0.08643434,0.72555887,3.49392971,0.00084728,0.20491118
-4.64932466,3.82916804,0.00468838,0.08361577,0.70421227,3.45518932,0.00083166,0.19859621
-4.64332166,3.76464095,0.00452803,0.08049935,0.68007417,3.40221196,0.00081605,0.19149651
-4.63731866,3.68538998,0.00434891,0.07713356,0.65358224,3.33584940,0.00080034,0.18372092
-4.63131566,3.59277896,0.00415372,0.07357267,0.62522195,3.25725006,0.00078458,0.17539288
-4.62531266,3.48846646,0.00394544,0.06987534,0.59551527,3.16783364,0.00076902,0.16664728
-4.61930965,3.37436887,0.00372716,0.06610334,0.56500926,3.06925989,0.00075409,0.15762714
-4.61330665,3.25261864,0.00350208,0.06232022,0.53426476,2.96339251,0.00074042,0.14848037
-4.60730365,3.12551889,0.00327334,0.05859009,0.50384559,2.85225946,0.00072881,0.13935664
-4.60130065,2.99549582,0.00304403,0.05497640,0.47430844,2.73801094,0.00072024,0.13040437
-4.59529765,2.86505000,0.00281707,0.05154090,0.44619345,2.62287603,0.00071581,0.12176805
-4.58929465,2.73670776,0.00259513,0.04834266,0.42001575,2.50911892,0.00071677,0.11358567
-4.58329165,2.61297338,0.00238064,0.04543710,0.39625773,2.39899577,0.00072443,0.10598655
-4.57728864,2.49628291,0.00217569,0.04287520,0.37536222,2.29471263,0.00074018,0.09908930
-4.57128564,2.38896005,0.00198205,0.04070277,0.35772625,2.19838512,0.00076540,0.09300017
-4.56528264,2.29317447,0.00180112,0.03895967,0.34369553,2.11200003,0.00080144,0.08781144
-4.55927964,2.21090284,0.00163394,0.03767921,0.33355925,2.03737934,0.00084960,0.08360021
-4.55327664,2.14389262,0.00148121,0.03688748,0.32754546,1.97614663,0.00091102,0.08042720
-4.54727364,2.09362887,0.00134329,0.03660279,0.32581663,1.92969607,0.00098671,0.07833583
-4.54127064,2.06130420,0.00122023,0.03683514,0.32846564,1.89916427,0.00107743,0.07735133
-4.53526763,2.04779210,0.00111182,0.03758566,0.33551216,1.88540517,0.00118368,0.07748016
-4.52926463,2.05362407,0.00101762,0.03884626,0.34689954,1.88896822,0.00130566,0.07870945
-4.52326163,2.07897113,0.00093699,0.04059925,0.36249244,1.91008051,0.00144322,0.08100678
-4.51725863,2.12363025,0.00086915,0.04281719,0.38207537,1.94863334,0.00159582,0.08432010
-4.51125563,2.18701666,0.00081324,0.04546287,0.40535250,2.00417390,0.00176252,0.08857806
-4.50525263,2.26816283,0.00076833,0.04848948,0.43194902,2.07590299,0.00194199,0.09369058
-4.49924962,2.36572500,0.00073350,0.05184102,0.46141425,2.16267945,0.00213245,0.09954995
-4.49324662,2.47799813,0.00070787,0.05545303,0.49322683,2.26303212,0.00233174,0.10603235
-4.48724362,2.60293999,0.00069064,0.05925353,0.52680224,2.37517989,0.00253734,0.11299982
-4.48124062,2.73820462,0.00068110,0.06316428,0.56150247,2.49706037,0.00274641,0.12030278
-4.47523762,2.88118536,0.00067871,0.06710234,0.59664819,2.62636709,0.00295584,0.12778308
-4.46923462,3.02906709,0.00068306,0.07098187,0.63153294,2.76059507,0.00316234,0.13527739
-4.46323162,3.17888673,0.00069393,0.07471612,0.66543915,2.89709406,0.00336254,0.14262109
-4.45722861,3.32760077,0.00071129,0.07821962,0.69765570,3.03312829,0.00355306,0.14965231
-4.45122561,3.47215795,0.00073529,0.08141040,0.72749616,3.16594121,0.00373063,0.15621615
-4.44522261,3.60957495,0.00076625,0.08421224,0.75431731,3.29282318,0.00389218,0.16216894
-4.43921961,3.73701233,0.00080467,0.08655684,0.77753710,3.41117993,0.00403495,0.16738217
-4.43321661,3.85184816,0.00085118,0.08838579,0.79665127,3.51859931,0.00415659,0.17174614
-4.42721361,3.95174628,0.00090652,0.08965222,0.81124790,3.61291372,0.00425521,0.17517305
-4.42121061,4.03471648,0.00097149,0.09032222,0.82101931,3.69225574,0.00432947,0.17759942
-4.41520760,4.09916413,0.00104694,0.09037572,0.82577051,3.75510463,0.00437863,0.17898760
-4.40920460,4.14392704,0.00113367,0.08980702,0.82542395,3.80032187,0.00440254,0.17932650
-4.40320160,4.16829807,0.00123240,0.08862470,0.82002030,3.82717404,0.00440165,0.17863125
-4.39719860,4.17203247,0.00134373,0.08685120,0.80971505,3.83534236,0.00437699,0.17694199
-4.39119560,4.15533993,0.00146803,0.08452182,0.79477123,3.82491837,0.00433010,0.17432168
-4.38519260,4.11886168,0.00160542,0.08168336,0.77554851,3.79638638,0.00426300,0.17085321
-4.37918959,4.06363400,0.00175572,0.07839238,0.75248912,3.75059340,0.00417804,0.16663572
-4.37318659,3.99104000,0.00191839,0.07471320,0.72610146,3.68870840,0.00407787,0.16178051
-4.36718359,3.90275213,0.00209249,0.07071573,0.69694187,3.61217278,0.00396526,0.15640665
-4.36118059,3.80066807,0.00227666,0.06647319,0.66559573,3.52264458,0.00384305,0.15063649
-4.35517759,3.68684321,0.00246911,0.06205988,0.63265840,3.42193898,0.00371402,0.14459129
-4.34917459,3.56342258,0.00266765,0.05754903,0.59871710,3.31196785,0.00358078,0.13838719
-4.34317159,3.43257514,0.00286969,0.05301088,0.56433423,3.19468084,0.00344571,0.13213170
-4.33716858,3.29643315,0.00307228,0.04851096,0.53003302,3.07201048,0.00331088,0.12592080
-4.33116558,3.15703861,0.00327219,0.04410874,0.49628566,2.94582303,0.00317799,0.11983677
-4.32516258,3.01629855,0.00346598,0.03985657,0.46350451,2.81787695,0.00304835,0.11394691
-4.31915958,2.87595014,0.00365009,0.03579906,0.43203642,2.68978962,0.00292290,0.10830300
-4.31315658,2.73753604,0.00382095,0.03197269,0.40216017,2.56301304,0.00280218,0.10294152
-4.30715358,2.60238994,0.00397508,0.02840588,0.37408673,2.43881843,0.00268638,0.09788473
