energy_ev,total_up,Co_p_up,Co_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86193097,4.98757382,1.64757954,0.62870754,2.42096226,1.07906372,0.00588468,1.06753465,0.01769646,2.15930801
-5.85592796,4.97565992,1.64519734,0.63658751,2.38940187,1.07320465,0.00591610,1.05616831,0.01862235,2.16268187
-5.84992496,4.95155820,1.63729656,0.64382070,2.35180976,1.06428779,0.00592816,1.04139653,0.01957332,2.16122280
-5.84392196,4.91514401,1.62381369,0.65029971,2.30850167,1.05228999,0.00592069,1.02339784,0.02054408,2.15469224
-5.83791896,4.86652748,1.60478313,0.65592033,2.25993689,1.03725198,0.00589393,1.00243131,0.02152808,2.14293018
-5.83191596,4.80604918,1.58033578,0.66058164,2.20670878,1.01927820,0.00584843,0.97883135,0.02251732,2.12585765
-5.82591296,4.73426738,1.55069450,0.66418606,2.14952969,0.99853419,0.00578505,0.95299947,0.02350244,2.10347647
-5.81990995,4.65193786,1.51616687,0.66663954,2.08921080,0.97524192,0.00570488,0.92539345,0.02447266,2.07586638
-5.81390695,4.55998736,1.47713543,0.66785201,2.02663768,0.94967323,0.00560915,0.89651423,0.02541597,2.04318011
-5.80790395,4.45948214,1.43404611,0.66773808,1.96274264,0.92214160,0.00549921,0.86689106,0.02631924,2.00563662
-5.80190095,4.35159311,1.38739528,0.66621814,1.89847503,0.89299277,0.00537647,0.83706551,0.02716854,1.96351304
-5.79589795,4.23755903,1.33771596,0.66321985,1.83477057,0.86259442,0.00524230,0.80757487,0.02794941,1.91713576
-5.78989495,4.11864925,1.28556370,0.65867993,1.77252109,0.83132544,0.00509802,0.77893554,0.02864726,1.86687101
-5.78389195,3.99612743,1.23150274,0.65254623,1.71254578,0.79956510,0.00494488,0.75162718,0.02924781,1.81311537
-5.77788894,3.87121746,1.17609278,0.64477995,1.65556508,0.76768259,0.00478399,0.72607792,0.02973751,1.75628659
-5.77188594,3.74507265,1.11987680,0.63535788,1.60217823,0.73602708,0.00461637,0.70265138,0.03010403,1.69681486
-5.76588294,3.61874910,1.06337030,0.62427461,1.55284541,0.70491890,0.00444291,0.68163584,0.03033666,1.63513481
-5.75987994,3.49318399,1.00705213,0.61154432,1.50787498,0.67464187,0.00426443,0.66323600,0.03042676,1.57167843
-5.75387694,3.36917912,0.95135717,0.59720236,1.46741639,0.64543714,0.00408165,0.64756754,0.03036809,1.50686896
-5.74787394,3.24739034,0.89667085,0.58130616,1.43145910,0.61749859,0.00389525,0.63465473,0.03015710,1.44111579
-5.74187094,3.12832257,0.84332570,0.56393559,1.39983729,0.59097012,0.00370588,0.62443119,0.02979307,1.37481050
-5.73586793,3.01233068,0.79159975,0.54519269,1.37224040,0.56594459,0.00351422,0.61674373,0.02927827,1.30832385
-5.72986493,2.89962588,0.74171677,0.52520067,1.34822893,0.54246465,0.00332095,0.61135911,0.02861791,1.24200384
-5.72386193,2.79028716,0.69384815,0.50410228,1.32725490,0.52052530,0.00312682,0.60797364,0.02782000,1.17617473
-5.71785893,2.68427731,0.64811628,0.48205757,1.30868621,0.50007799,0.00293264,0.60622513,0.02689521,1.11113686
-5.71185593,2.58146286,0.60459919,0.45924124,1.29183388,0.48103619,0.00273927,0.60570678,0.02585651,1.04716737
-5.70585293,2.48163702,0.56333613,0.43583947,1.27598109,0.46328218,0.00254763,0.60598269,0.02471883,0.98452151
-5.69984992,2.38454488,0.52433390,0.41204663,1.26041302,0.44667467,0.00235871,0.60660415,0.02349865,0.92343452
-5.69384692,2.28990977,0.48757363,0.38806186,1.24444613,0.43105715,0.00217349,0.60712642,0.02221354,0.86412404
-5.68784392,2.19745974,0.45301766,0.36408566,1.22745594,0.41626638,0.00199298,0.60712513,0.02088170,0.80679276
-5.68184092,2.10695334,0.42061636,0.34031666,1.20890213,0.40214097,0.00181818,0.60621188,0.01952152,0.75163125
-5.67583792,2.01820347,0.39031458,0.31694871,1.18835014,0.38852947,0.00165002,0.60404832,0.01815114,0.69882091
-5.66983492,1.93109845,0.36205751,0.29416824,1.16548837,0.37529784,0.00148936,0.60035833,0.01678805,0.64853679
-5.66383192,1.84561964,0.33579581,0.27215213,1.14014055,0.36233588,0.00133699,0.59493777,0.01544880,0.60095015
-5.65782891,1.76185464,0.31148981,0.25106596,1.11227272,0.34956250,0.00119354,0.58766145,0.01414870,0.55623081
-5.65182591,1.68000582,0.28911276,0.23106270,1.08199486,0.33692955,0.00105955,0.57848713,0.01290163,0.51454889
-5.64582291,1.60039368,0.26865298,0.21228188,1.04955704,0.32442416,0.00093539,0.56745644,0.01171991,0.47607619
-5.63981991,1.52345499,0.25011502,0.19484906,1.01534056,0.31206948,0.00082131,0.55469266,0.01061425,0.44098677
-5.63381691,1.44973570,0.23351963,0.17887562,0.97984431,0.29992385,0.00071738,0.54039553,0.00959371,0.40945702
-5.62781391,1.37987902,0.21890295,0.16445884,0.94366723,0.28807845,0.00062358,0.52483341,0.00866575,0.38166484
-5.62181091,1.31460884,0.20631460,0.15168206,0.90748738,0.27665362,0.00053972,0.50833299,0.00783633,0.35778815
-5.61580790,1.25470945,0.19581509,0.14061495,0.87203858,0.26579386,0.00046554,0.49126708,0.00711001,0.33800269
-5.60980490,1.20100196,0.18747257,0.13131381,0.83808557,0.25566200,0.00040066,0.47404094,0.00649007,0.32247896
-5.60380190,1.15431835,0.18135895,0.12382178,0.80639839,0.24643247,0.00034463,0.45707774,0.00597863,0.31137855
-5.59779890,1.11547420,0.17754577,0.11816898,0.77772708,0.23828425,0.00029697,0.44080355,0.00557675,0.30484980
-5.59179590,1.08524066,0.17609971,0.11437251,0.75277736,0.23139348,0.00025714,0.42563265,0.00528460,0.30302293
-5.58579290,1.06431699,0.17707813,0.11243632,0.73218815,0.22592628,0.00022460,0.41195338,0.00510145,0.30600469
-5.57978989,1.05330415,0.18052453,0.11235097,0.71651149,0.22203181,0.00019879,0.40011532,0.00502577,0.31387279
-5.57378689,1.05268066,0.18646433,0.11409326,0.70619544,0.21983596,0.00017919,0.39041789,0.00505527,0.32667010
-5.56778389,1.06278116,0.19490090,0.11762583,0.70157034,0.21943577,0.00016528,0.38310098,0.00518682,0.34439900
-5.56178089,1.08377854,0.20581207,0.12289676,0.70283870,0.22089489,0.00015659,0.37833767,0.00541650,0.36701588
-5.55577789,1.11567010,0.21914724,0.12983923,0.71006896,0.22424007,0.00015269,0.37622932,0.00573949,0.39442627
-5.54977489,1.15826824,0.23482504,0.13837132,0.72319298,0.22945886,0.00015317,0.37680297,0.00615004,0.42648056
-5.54377189,1.21119593,0.25273191,0.14839602,0.74200738,0.23649859,0.00015769,0.38001126,0.00664140,0.46297075
-5.53776888,1.27388718,0.27272141,0.15980149,0.76617835,0.24526658,0.00016593,0.38573449,0.00720576,0.50362835
-5.53176588,1.34559256,0.29461443,0.17246173,0.79524986,0.25563165,0.00017764,0.39378492,0.00783424,0.54812374
-5.52576288,1.42538966,0.31820037,0.18623750,0.82865478,0.26742673,0.00019259,0.40391295,0.00851684,0.59606697
-5.51975988,1.51219829,0.34323915,0.20097778,0.86572852,0.28045263,0.00021057,0.41581484,0.00924250,0.64701041
-5.51375688,1.60480010,0.36946428,0.21652154,0.90572482,0.29448276,0.00023144,0.42914190,0.00999919,0.70045312
-5.50775388,1.70186205,0.39658668,0.23270000,0.94783316,0.30926861,0.00025504,0.44351052,0.01077398,0.75584702
-5.50175088,1.80196324,0.42429934,0.24933915,0.99119729,0.32454594,0.00028126,0.45851291,0.01155329,0.81260484
-5.49574787,1.90362443,0.45228274,0.26626268,1.03493436,0.34004131,0.00031000,0.47372813,0.01232302,0.87010972
-5.48974487,2.00533937,0.48021075,0.28329509,1.07815430,0.35547894,0.00034119,0.48873299,0.01306888,0.92772623
-5.48374187,2.10560716,0.50775703,0.30026495,1.11997880,0.37058755,0.00037475,0.50311273,0.01377669,0.98481259
-5.47773887,2.20296485,0.53460164,0.31700823,1.15955967,0.38510701,0.00041062,0.51647093,0.01443266,1.04073364
-5.47173587,2.29601918,0.56043775,0.33337147,1.19609598,0.39879465,0.00044877,0.52843861,0.01502375,1.09487438
-5.46573287,2.38347671,0.58497817,0.34921483,1.22884985,0.41143091,0.00048915,0.53868222,0.01553804,1.14665337
-5.45972986,2.46417139,0.60796153,0.36441482,1.25716046,0.42282438,0.00053173,0.54691039,0.01596499,1.19553574
-5.45372686,2.53708876,0.62915793,0.37886656,1.28045607,0.43281584,0.00057651,0.55287935,0.01629578,1.24104521
-5.44772386,2.60138609,0.64837376,0.39248554,1.29826387,0.44128131,0.00062348,0.55639688,0.01652354,1.28277471
-5.44172086,2.65640772,0.66545565,0.40520880,1.31021751,0.44813409,0.00067263,0.55732489,0.01664354,1.32039516
-5.43571786,2.70169525,0.68029325,0.41699544,1.31606217,0.45332553,0.00072399,0.55558047,0.01665331,1.35366198
-5.42971486,2.73699217,0.69282074,0.42782642,1.31565715,0.45684477,0.00077756,0.55113563,0.01655269,1.38241910
-5.42371186,2.76224278,0.70301716,0.43770368,1.30897594,0.45871728,0.00083335,0.54401575,0.01634383,1.40660029
-5.41770885,2.77758549,0.71090518,0.44664858,1.29610383,0.45900239,0.00089136,0.53429676,0.01603106,1.42622753
-5.41170585,2.78334075,0.71654875,0.45469978,1.27723311,0.45778982,0.00095157,0.52210135,0.01562077,1.44140675
-5.40570285,2.77999396,0.72004925,0.46191048,1.25265602,0.45519543,0.00101392,0.50759416,0.01512115,1.45232075
-5.39969985,2.76817418,0.72154073,0.46834538,1.22275562,0.45135632,0.00107832,0.49097633,0.01454192,1.45921989
-5.39369685,2.74862923,0.72118405,0.47407726,1.18799482,0.44642549,0.00114462,0.47247938,0.01389404,1.46241072
-5.38769385,2.72219842,0.71916034,0.47918345,1.14890389,0.44056619,0.00121261,0.45235875,0.01318936,1.46224313
-5.38169085,2.68978366,0.71566409,0.48374234,1.10606675,0.43394631,0.00128198,0.43088706,0.01244025,1.45909664
-5.37568784,2.65232043,0.71089601,0.48783011,1.06010647,0.42673294,0.00135235,0.40834739,0.01165931,1.45336630
-5.36968484,2.61074942,0.70505612,0.49151773,1.01167040,0.41908732,0.00142322,0.38502668,0.01085901,1.44544902
-5.36368184,2.56599023,0.69833733,0.49486847,0.96141531,0.41116038,0.00149399,0.36120947,0.01005141,1.43573082
-5.35767884,2.51891795,0.69091979,0.49793608,0.90999308,0.40308899,0.00156396,0.33717203,0.00924793,1.42457562
-5.35167584,2.47034360,0.68296623,0.50076355,0.85803725,0.39499319,0.00163231,0.31317720,0.00845913,1.41231609
-5.34567284,2.42099896,0.67461860,0.50338264,0.80615095,0.38697424,0.00169814,0.28946985,0.00769456,1.39924682
-5.33966983,2.37152637,0.66599599,0.50581419,0.75489642,0.37911379,0.00176047,0.26627322,0.00696266,1.38562023
-5.33366683,2.32247356,0.65719398,0.50806912,0.70478644,0.37147391,0.00181826,0.24378601,0.00627075,1.37164508
-5.32766383,2.27429341,0.64828538,0.51015000,0.65627791,0.36409818,0.00187044,0.22218049,0.00562499,1.35748772
-5.32166083,2.22734842,0.63932222,0.51205329,0.60976751,0.35701346,0.00191596,0.20160135,0.00503046,1.34327574
-5.31565783,2.18191910,0.63033890,0.51377186,0.56558961,0.35023249,0.00195377,0.18216545,0.00449123,1.32910371
-5.30965483,2.13821574,0.62135608,0.51529779,0.52401613,0.34375687,0.00198291,0.16396235,0.00401046,1.31504048
-5.30365183,2.09639237,0.61238527,0.51662524,0.48525836,0.33758041,0.00200256,0.14705548,0.00359057,1.30113761
-5.29764882,2.05656209,0.60343359,0.51775321,0.44947031,0.33169259,0.00201198,0.13148383,0.00323335,1.28743820
-5.29164582,2.01881262,0.59450851,0.51868801,0.41675333,0.32608190,0.00201066,0.11726421,0.00294008,1.27398553
-5.28564282,1.98322103,0.58562218,0.51944535,0.38716165,0.32073893,0.00199825,0.10439365,0.00271170,1.26083103
-5.27963982,1.94986677,0.57679509,0.52005178,0.36070848,0.31565895,0.00197465,0.09285213,0.00254887,1.24804091
-5.27363682,1.91884216,0.56805888,0.52054559,0.33737222,0.31084393,0.00193996,0.08260524,0.00245212,1.23570103
-5.26763382,1.89025975,0.55945798,0.52097699,0.31710253,0.30630382,0.00189454,0.07360687,0.00242185,1.22391980
-5.26163082,1.86425610,0.55105017,0.52140748,0.29982591,0.30205707,0.00183895,0.06580169,0.00245836,1.21282876
-5.25562781,1.84099190,0.54290579,0.52190861,0.28545058,0.29813043,0.00177398,0.05912743,0.00256187,1.20258089
-5.24962481,1.82064836,0.53510591,0.52256002,0.27387049,0.29455788,0.00170059,0.05351685,0.00273244,1.19334670
-5.24362181,1.80342017,0.52773933,0.52344696,0.26496832,0.29137892,0.00161992,0.04889943,0.00296991,1.18530821
-5.23761881,1.78950561,0.52089874,0.52465725,0.25861748,0.28863628,0.00153321,0.04520273,0.00327378,1.17865136
-5.23161581,1.77909423,0.51467617,0.52627802,0.25468324,0.28637318,0.00144180,0.04235339,0.00364306,1.17355703
-5.22561281,1.77235302,0.50915814,0.52839219,0.25302292,0.28463018,0.00134708,0.04027792,0.00407618,1.17019135
-5.21960980,1.76941188,0.50442057,0.53107490,0.25348549,0.28344207,0.00125043,0.03890321,0.00457077,1.16869570
-5.21360680,1.77034919,0.50052392,0.53439010,0.25591072,0.28283461,0.00115320,0.03815682,0.00512354,1.16917704
-5.20760380,1.77517848,0.49750888,0.53838737,0.26012806,0.28282164,0.00105667,0.03796720,0.00573015,1.17169908
-5.20160080,1.78383692,0.49539258,0.54309919,0.26595558,0.28340249,0.00096201,0.03826379,0.00638509,1.17627481
-5.19559780,1.79617649,0.49416596,0.54853866,0.27319925,0.28455996,0.00087027,0.03897710,0.00708161,1.18286077
-5.18959480,1.81195829,0.49379207,0.55469797,0.28165254,0.28625890,0.00078236,0.04003885,0.00781169,1.19135357
-5.18359180,1.83085066,0.49420571,0.56154751,0.29109688,0.28844561,0.00069902,0.04138211,0.00856605,1.20158876
-5.17758879,1.85243119,0.49531428,0.56903575,0.30130279,0.29104801,0.00062083,0.04294163,0.00933424,1.21334229
-5.17158579,1.87619293,0.49699996,0.57709004,0.31203195,0.29397663,0.00054821,0.04465417,0.01010479,1.22633455
-5.16558279,1.90155443,0.49912297,0.58561806,0.32304014,0.29712646,0.00048141,0.04645908,0.01086539,1.24023691
-5.15957979,1.92787362,0.50152602,0.59451018,0.33408104,0.30037948,0.00042056,0.04829883,0.01160318,1.25468058
-5.15357679,1.95446474,0.50403945,0.60364241,0.34491072,0.30360800,0.00036562,0.05011976,0.01230501,1.26926734
-5.14757379,1.98061780,0.50648713,0.61288004,0.35529273,0.30667838,0.00031646,0.05187277,0.01295779,1.28358174
-5.14157079,2.00561974,0.50869260,0.62208164,0.36500344,0.30945522,0.00027285,0.05351409,0.01354891,1.29720437
-5.13556778,2.02877630,0.51048530,0.63110344,0.37383747,0.31180580,0.00023448,0.05500599,0.01406653,1.30972539
-5.12956478,2.04943368,0.51170653,0.63980379,0.38161291,0.31360443,0.00020098,0.05631735,0.01450002,1.32075790
-5.12356178,2.06699893,0.51221486,0.64804755,0.38817599,0.31473674,0.00017196,0.05742420,0.01484027,1.32995038
-5.11755878,2.08095811,0.51189079,0.65571015,0.39340496,0.31510352,0.00014698,0.05831000,0.01507997,1.33699773
-5.11155578,2.09089133,0.51064034,0.66268125,0.39721297,0.31462405,0.00012561,0.05896569,0.01521393,1.34165030
-5.10555278,2.09648403,0.50839745,0.66886763,0.39954968,0.31323876,0.00010743,0.05938966,0.01523916,1.34372054
-5.09954977,2.09753371,0.50512515,0.67419535,0.40040160,0.31091103,0.00009204,0.05958724,0.01515505,1.34308686
-5.09354677,2.09395208,0.50081532,0.67861090,0.39979091,0.30762814,0.00007904,0.05957017,0.01496335,1.33969471
-5.08754377,2.08576226,0.49548723,0.68208137,0.39777306,0.30340125,0.00006809,0.05935572,0.01466812,1.33355460
-5.08154077,2.07309137,0.48918493,0.68459357,0.39443295,0.29826450,0.00005886,0.05896564,0.01427556,1.32473747
-5.07553777,2.05615886,0.48197350,0.68615214,0.38988015,0.29227322,0.00005109,0.05842498,0.01379380,1.31336745
-5.06953477,2.03526116,0.47393472,0.68677679,0.38424316,0.28550134,0.00004451,0.05776077,0.01323265,1.29961258
-5.06353177,2.01075367,0.46516200,0.68649878,0.37766322,0.27803821,0.00003892,0.05700074,0.01260322,1.28367400
-5.05752876,1.98303073,0.45575531,0.68535682,0.37028784,0.26998489,0.00003415,0.05617196,0.01191755,1.26577414
-5.05152576,1.95250511,0.44581595,0.68339272,0.36226440,0.26145020,0.00003004,0.05529966,0.01118829,1.24614466
-5.04552276,1.91958760,0.43544185,0.68064692,0.35373425,0.25254657,0.00002647,0.05440609,0.01042825,1.22501472
-5.03951976,1.88466823,0.42472333,0.67715436,0.34482748,0.24338606,0.00002335,0.05350971,0.00965005,1.20260030
-5.03351676,1.84809980,0.41373976,0.67294076,0.33565865,0.23407659,0.00002060,0.05262445,0.00886581,1.17909504
-5.02751376,1.81018460,0.40255708,0.66801970,0.32632371,0.22471860,0.00001817,0.05175938,0.00808683,1.15466317
-5.02151076,1.77116508,0.39122645,0.66239068,0.31689816,0.21540228,0.00001599,0.05091857,0.00732332,1.12943466
-5.01550775,1.73121862,0.37978393,0.65603825,0.30743648,0.20620539,0.00001404,0.05010124,0.00658428,1.10350309
-5.00950475,1.69045683,0.36825119,0.64893240,0.29797282,0.19719185,0.00001229,0.04930213,0.00587732,1.07692599
-5.00350175,1.64892902,0.35663719,0.64103017,0.28852289,0.18841103,0.00001072,0.04851220,0.00520859,1.04972770
-4.99749875,1.60662967,0.34494059,0.63227840,0.27908671,0.17989775,0.00000931,0.04771939,0.00458281,1.02190443
-4.99149575,1.56350934,0.33315279,0.62261762,0.26965225,0.17167298,0.00000804,0.04690959,0.00400326,0.99343127
-4.98549275,1.51948820,0.32126140,0.61198669,0.26019941,0.16374505,0.00000691,0.04606768,0.00347188,0.96427048
-4.97948974,1.47447147,0.30925378,0.60032818,0.25070441,0.15611141,0.00000591,0.04517858,0.00298942,0.93438083
-4.97348674,1.42836572,0.29712064,0.58759398,0.24114404,0.14876074,0.00000503,0.04422829,0.00255553,0.90372710
-4.96748374,1.38109530,0.28485932,0.57375099,0.23149969,0.14167523,0.00000425,0.04320482,0.00216892,0.87228954
-4.96148074,1.33261777,0.27247668,0.55878653,0.22176099,0.13483304,0.00000357,0.04209907,0.00182758,0.84007253
-4.95547774,1.28293771,0.25999141,0.54271311,0.21192872,0.12821068,0.00000299,0.04090543,0.00152890,0.80711204
-4.94947474,1.23211815,0.24743575,0.52557236,0.20201704,0.12178531,0.00000249,0.03962234,0.00126985,0.77348168
-4.94347174,1.18028905,0.23485644,0.50743788,0.19205497,0.11553669,0.00000207,0.03825255,0.00104712,0.73929679
-4.93746873,1.12765256,0.22231497,0.48841681,0.18208693,0.10944896,0.00000172,0.03680321,0.00085726,0.70471665
-4.93146573,1.07448481,0.20988718,0.46865001,0.17217264,0.10351197,0.00000143,0.03528582,0.00069678,0.66994464
-4.92546273,1.02113417,0.19766223,0.44831083,0.16238622,0.09772220,0.00000121,0.03371595,0.00056228,0.63522632
-4.91945973,0.96801635,0.18574091,0.42760248,0.15281474,0.09208331,0.00000105,0.03211280,0.00045049,0.60084575
-4.91345673,0.91560631,0.17423371,0.40675414,0.14355620,0.08660629,0.00000095,0.03049871,0.00035833,0.56711999
-4.90745373,0.86442774,0.16325831,0.38601590,0.13471725,0.08130922,0.00000091,0.02889850,0.00028298,0.53439233
-4.90145073,0.81504029,0.15293704,0.36565269,0.12641059,0.07621672,0.00000094,0.02733880,0.00022187,0.50302428
-4.89544772,0.76802540,0.14339406,0.34593761,0.11875230,0.07135916,0.00000103,0.02584735,0.00017271,0.47338682
-4.88944472,0.72397103,0.13475256,0.32714472,0.11185912,0.06677165,0.00000122,0.02445223,0.00013348,0.44585112
-4.88344172,0.68345606,0.12713197,0.30954165,0.10584584,0.06249287,0.00000150,0.02318122,0.00010243,0.42077917
-4.87743872,0.64703485,0.12064527,0.29338232,0.10082279,0.05856389,0.00000190,0.02206113,0.00007804,0.39851442
-4.87143572,0.61522237,0.11539638,0.27889995,0.09689351,0.05502696,0.00000245,0.02111717,0.00005904,0.37937293
-4.86543272,0.58848044,0.11147782,0.26630066,0.09415265,0.05192438,0.00000319,0.02037245,0.00004436,0.36363500
-4.85942971,0.56720545,0.10896843,0.25575780,0.09268400,0.04929737,0.00000415,0.01984751,0.00003311,0.35153766
-4.85342671,0.55171768,0.10793141,0.24740727,0.09255879,0.04718525,0.00000539,0.01955987,0.00002455,0.34326812
-4.84742371,0.54225265,0.10841245,0.24134377,0.09383415,0.04562461,0.00000697,0.01952375,0.00001810,0.33895820
-4.84142071,0.53895452,0.11043820,0.23761833,0.09655171,0.04464873,0.00000896,0.01974976,0.00001329,0.33868002
-4.83541771,0.54187165,0.11401493,0.23623693,0.10073640,0.04428717,0.00001145,0.02024471,0.00000973,0.34244282
-4.82941471,0.55095431,0.11912740,0.23716033,0.10639537,0.04456547,0.00001453,0.02101138,0.00000713,0.35019106
-4.82341171,0.56605453,0.12573808,0.24030506,0.11351706,0.04550504,0.00001831,0.02204848,0.00000526,0.36180381
-4.81740870,0.58692806,0.13378668,0.24554552,0.12207046,0.04712306,0.00002292,0.02335047,0.00000394,0.37709541
-4.81140570,0.61323822,0.14318997,0.25271706,0.13200450,0.04943252,0.00002849,0.02490760,0.00000303,0.39581745
-4.80540270,0.64456157,0.15384204,0.26161997,0.14324773,0.05244223,0.00003516,0.02670588,0.00000244,0.41766191
-4.79939970,0.68039521,0.16561497,0.27202421,0.15570816,0.05615680,0.00004308,0.02872713,0.00000208,0.44226562
-4.79339670,0.72016546,0.17835990,0.28367473,0.16927345,0.06057655,0.00005240,0.03094908,0.00000191,0.46921575
-4.78739370,0.76323772,0.19190862,0.29629721,0.18381139,0.06569729,0.00006328,0.03334557,0.00000189,0.49805647
-4.78139070,0.80892738,0.20607565,0.30960416,0.19917079,0.07151000,0.00007587,0.03588671,0.00000197,0.52829649
-4.77538769,0.85651129,0.22066072,0.32330097,0.21518270,0.07800029,0.00009032,0.03853928,0.00000216,0.55941740
-4.76938469,0.90523983,0.23545176,0.33709204,0.23166213,0.08514775,0.00010675,0.04126703,0.00000242,0.59088279
-4.76338169,0.95434912,0.25022833,0.35068665,0.24841014,0.09292511,0.00012525,0.04403120,0.00000275,0.62214775
-4.75737869,1.00307329,0.26476530,0.36380444,0.26521638,0.10129729,0.00014591,0.04679103,0.00000315,0.65266877
-4.75137569,1.05065653,0.27883696,0.37618052,0.28186201,0.11022038,0.00016876,0.04950446,0.00000360,0.68191368
-4.74537269,1.09636475,0.29222123,0.38756999,0.29812308,0.11964068,0.00019379,0.05212876,0.00000411,0.70937157
-4.73936968,1.13949675,0.30470400,0.39775188,0.31377411,0.12949371,0.00022093,0.05462137,0.00000468,0.73456235
-4.73336668,1.17939469,0.31608348,0.40653237,0.32859202,0.13970352,0.00025006,0.05694070,0.00000528,0.75704586
-4.72736368,1.21545387,0.32617445,0.41374744,0.34236020,0.15018222,0.00028101,0.05904695,0.00000593,0.77643025
-4.72136068,1.24713167,0.33481230,0.41926480,0.35487271,0.16082995,0.00031352,0.06090305,0.00000662,0.79237951
-4.71535768,1.27395570,0.34185666,0.42298517,0.36593839,0.17153530,0.00034728,0.06247543,0.00000734,0.80461995
-4.70935468,1.29553093,0.34719471,0.42484301,0.37538493,0.18217634,0.00038193,0.06373485,0.00000807,0.81294558
-4.70335168,1.31154605,0.35074390,0.42480666,0.38306268,0.19262230,0.00041702,0.06465715,0.00000882,0.81722210
-4.69734867,1.32177867,0.35245407,0.42287797,0.38884809,0.20273582,0.00045207,0.06522380,0.00000958,0.81738960
-4.69134567,1.32609958,0.35230887,0.41909144,0.39264675,0.21237597,0.00048657,0.06542249,0.00001033,0.81346380
-4.68534267,1.32447585,0.35032652,0.41351302,0.39439587,0.22140179,0.00051995,0.06524741,0.00001106,0.80553573
-4.67933967,1.31697259,0.34655973,0.40623842,0.39406602,0.22967638,0.00055167,0.06469946,0.00001177,0.79376997
-4.67333667,1.30375339,0.34109484,0.39739110,0.39166230,0.23707133,0.00058115,0.06378628,0.00001244,0.77840138
-4.66733367,1.28507920,0.33405022,0.38711991,0.38722459,0.24347140,0.00060786,0.06252201,0.00001307,0.75973026
-4.66133067,1.26130549,0.32557385,0.37559638,0.38082703,0.24877917,0.00063129,0.06092700,0.00001365,0.73811620
-4.65532766,1.23287758,0.31584022,0.36301163,0.37257673,0.25291949,0.00065099,0.05902722,0.00001417,0.71397056
-4.64932466,1.20032408,0.30504656,0.34957298,0.36261152,0.25584348,0.00066660,0.05685364,0.00001464,0.68774767
-4.64332166,1.16424823,0.29340844,0.33550028,0.35109706,0.25753189,0.00067781,0.05444137,0.00001505,0.65993516
