energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.77788894,3.63637077,0.00849103,1.10645915,0.16965716,0.24527979,0.05628894,1.04446186,1.77635559,0.95675273
-5.77188594,3.58674256,0.00855716,1.10324351,0.16520115,0.24036675,0.05541130,1.01881702,1.76874582,0.95170508
-5.76588294,3.54414116,0.00863624,1.10239764,0.16122106,0.23606643,0.05448521,0.99485505,1.76493073,0.94816855
-5.75987994,3.50913803,0.00872560,1.10403952,0.15778537,0.23246223,0.05352390,0.97281477,1.76533014,0.94628310
-5.75387694,3.48223029,0.00882283,1.10825900,0.15495178,0.22964217,0.05254183,0.95292137,1.77030165,0.94617558
-5.74787394,3.46383403,0.00892582,1.11511204,0.15276677,0.22769880,0.05155456,0.93538771,1.78012547,0.94795470
-5.74187094,3.45427773,0.00903282,1.12461489,0.15126539,0.22672847,0.05057858,0.92041566,1.79499045,0.95170583
-5.73586793,3.45379532,0.00914249,1.13673839,0.15047155,0.22683018,0.04963110,0.90819728,1.81498184,0.95748581
-5.72986493,3.46251875,0.00925389,1.15140275,0.15039849,0.22810380,0.04872971,0.89891523,1.84007130,0.96531790
-5.72386193,3.48047036,0.00936645,1.16847307,0.15104956,0.23064754,0.04789205,0.89274234,1.87010961,0.97518717
-5.71785893,3.50755533,0.00948000,1.18775613,0.15241919,0.23455495,0.04713531,0.88984008,1.90482271,0.98703665
-5.71185593,3.54355478,0.00959467,1.20899874,0.15449402,0.23991121,0.04647576,0.89035588,1.94381141,1.00076443
-5.70585293,3.58812045,0.00971085,1.23188808,0.15725414,0.24678911,0.04592814,0.89441943,1.98655526,1.01622207
-5.69984992,3.64077181,0.00982911,1.25605439,0.16067440,0.25524476,0.04550517,0.90213807,2.03242087,1.03321463
-5.69384692,3.70089643,0.00995014,1.28107616,0.16472582,0.26531325,0.04521689,0.91359171,2.08067464,1.05150242
-5.68784392,3.76775473,0.01007461,1.30648810,0.16937700,0.27700457,0.04507022,0.92882749,2.13050007,1.07080472
-5.68184092,3.84048948,0.01020318,1.33179163,0.17459555,0.29029997,0.04506846,0.94785471,2.18101910,1.09080537
-5.67583792,3.91814069,0.01033636,1.35646788,0.18034945,0.30514910,0.04521104,0.97064046,2.23131702,1.11116025
-5.66983492,3.99966588,0.01047447,1.37999273,0.18660849,0.32146806,0.04549329,0.99710625,2.28047017,1.13150640
-5.66383192,4.08396544,0.01061764,1.40185337,0.19334550,0.33913868,0.04590642,1.02712618,2.32757542,1.15147234
-5.65782891,4.16991230,0.01076572,1.42156571,0.20053760,0.35800906,0.04643775,1.06052662,2.37178016,1.17068930
-5.65182591,4.25638491,0.01091836,1.43869181,0.20816720,0.37789548,0.04707099,1.09708782,2.41231156,1.18880283
-5.64582291,4.34230216,0.01107497,1.45285661,0.21622287,0.39858576,0.04778685,1.13654729,2.44850383,1.20548409
-5.63981991,4.42665837,0.01123477,1.46376295,0.22469989,0.41984382,0.04856365,1.17860489,2.47982190,1.22044045
-5.63381691,4.50855680,0.01139687,1.47120423,0.23360057,0.44141551,0.04937822,1.22292935,2.50588064,1.23342475
-5.62781391,4.58723968,0.01156030,1.47507387,0.24293412,0.46303528,0.05020677,1.26916597,2.52645837,1.24424273
-5.62181091,4.66211311,0.01172410,1.47537118,0.25271617,0.48443353,0.05102584,1.31694497,2.54150409,1.25275845
-5.61580790,4.73276536,0.01188737,1.47220320,0.26296780,0.50534427,0.05181331,1.36589004,2.55113790,1.25889724
-5.60980490,4.79897735,0.01204937,1.46578230,0.27371411,0.52551274,0.05254924,1.41562669,2.55564465,1.26264627
-5.60380190,4.86072456,0.01220952,1.45641980,0.28498232,0.54470262,0.05321671,1.46578973,2.55546111,1.26405271
-5.59779890,4.91817021,0.01236749,1.44451578,0.29679947,0.56270249,0.05380245,1.51602972,2.55115722,1.26321963
-5.59179590,4.97164981,0.01252319,1.43054559,0.30918971,0.57933129,0.05429726,1.56601780,2.54341254,1.26030011
-5.58579290,5.02164779,0.01267681,1.41504380,0.32217133,0.59444243,0.05469631,1.61544892,2.53298899,1.25548977
-5.57978989,5.06876755,0.01282878,1.39858634,0.33575362,0.60792642,0.05499911,1.66404314,2.52070121,1.24901831
-5.57378689,5.11369623,0.01297979,1.38177158,0.34993375,0.61971199,0.05520928,1.71154528,2.50738617,1.24114044
-5.56778389,5.15716619,0.01313071,1.36520144,0.36469377,0.62976556,0.05533414,1.75772290,2.49387320,1.23212676
-5.56178089,5.19991506,0.01328255,1.34946311,0.37999801,0.63808930,0.05538405,1.80236299,2.48095596,1.22225493
-5.55577789,5.24264651,0.01343646,1.33511225,0.39579092,0.64471777,0.05537166,1.84526780,2.46936741,1.21180152
-5.54977489,5.28599354,0.01359362,1.32265823,0.41199564,0.64971352,0.05531096,1.88625011,2.45975870,1.20103475
-5.54377189,5.33048619,0.01375523,1.31255187,0.42851348,0.65316186,0.05521639,1.92512868,2.45268254,1.19020836
-5.53776888,5.37652508,0.01392245,1.30517590,0.44522425,0.65516516,0.05510186,1.96172410,2.44858153,1.17955661
-5.53176588,5.42436195,0.01409639,1.30083833,0.46198773,0.65583694,0.05497987,1.99585571,2.44778127,1.16929044
-5.52576288,5.47408789,0.01427805,1.29976860,0.47864617,0.65529626,0.05486073,2.02733991,2.45048823,1.15959461
-5.51975988,5.52562960,0.01446839,1.30211630,0.49502786,0.65366244,0.05475195,2.05599009,2.45679172,1.15062588
-5.51375688,5.57875348,0.01466823,1.30795224,0.51095169,0.65105070,0.05465779,2.08161845,2.46666953,1.14251184
-5.50775388,5.63307718,0.01487832,1.31727136,0.52623245,0.64756864,0.05457905,2.10403966,2.47999628,1.13535038
-5.50175088,5.68808755,0.01509937,1.32999717,0.54068691,0.64331383,0.05451306,2.12307637,2.49655395,1.12920966
-5.49574787,5.74316403,0.01533198,1.34598725,0.55414010,0.63837260,0.05445389,2.13856612,2.51604366,1.12412837
-5.48974487,5.79760604,0.01557671,1.36503938,0.56643194,0.63281995,0.05439279,2.15036963,2.53809810,1.12011630
-5.48374187,5.85066295,0.01583408,1.38689806,0.57742349,0.62672045,0.05431874,2.15837964,2.56229400,1.11715520
-5.47773887,5.90156516,0.01610452,1.41126108,0.58700288,0.62013021,0.05421921,2.16253011,2.58816434,1.11519984
-5.47173587,5.94955481,0.01638836,1.43778595,0.59509042,0.61309938,0.05408090,2.16280500,2.61520977,1.11417950
-5.46573287,5.99391490,0.01668581,1.46609616,0.60164271,0.60567533,0.05389065,2.15924617,2.64290943,1.11399975
-5.45972986,6.03399555,0.01699687,1.49578726,0.60665555,0.59790598,0.05363620,2.15195989,2.67073082,1.11454479
-5.45372686,6.06923659,0.01732131,1.52643265,0.61016539,0.58984311,0.05330698,2.14112139,2.69813910,1.11568019
-5.44772386,6.09918576,0.01765853,1.55758941,0.61224939,0.58154553,0.05289476,2.12697724,2.72460574,1.11725634
-5.44172086,6.12351206,0.01800756,1.58880407,0.61302382,0.57308171,0.05239418,2.10984506,2.74961677,1.11911227
-5.43571786,6.14201407,0.01836692,1.61961857,0.61264107,0.56453177,0.05180309,2.09011074,2.77268081,1.12108007
-5.42971486,6.15462338,0.01873456,1.64957651,0.61128523,0.55598875,0.05112273,2.06822279,2.79333685,1.12298970
-5.42371186,6.16140320,0.01910787,1.67822960,0.60916648,0.54755893,0.05035771,2.04468428,2.81116199,1.12467397
-5.41770885,6.16254272,0.01948354,1.70514457,0.60651447,0.53936130,0.04951588,2.02004233,2.82577896,1.12597368
-5.41170585,6.15834760,0.01985765,1.72991030,0.60357100,0.53152604,0.04860795,1.99487574,2.83686324,1.12674255
-5.40570285,6.14922733,0.02022564,1.75214508,0.60058230,0.52419218,0.04764704,1.96978096,2.84414978,1.12685181
-5.39969985,6.13567990,0.02058238,1.77150401,0.59779118,0.51750441,0.04664816,1.94535706,2.84743876,1.12619425
-5.39369685,6.11827464,0.02092228,1.78768598,0.59542938,0.51160929,0.04562753,1.92219015,2.84660028,1.12468740
-5.38769385,6.09763356,0.02123937,1.80044034,0.59371042,0.50665088,0.04460194,1.90083777,2.84157750,1.12227585
-5.38169085,6.07441194,0.02152752,1.80957261,0.59282325,0.50276602,0.04358813,1.88181387,2.83238805,1.11893244
-5.37568784,6.04927859,0.02178057,1.81494916,0.59292676,0.50007945,0.04260218,1.86557473,2.81912329,1.11465830
-5.36968484,6.02289608,0.02199258,1.81650050,0.59414554,0.49869892,0.04165892,1.85250643,2.80194535,1.10948172
-5.36368184,5.99590146,0.02215799,1.81422281,0.59656679,0.49871047,0.04077157,1.84291408,2.78108179,1.10345586
-5.35767884,5.96888774,0.02227185,1.80817770,0.60023861,0.50017416,0.03995130,1.83701326,2.75681795,1.09665543
-5.35167584,5.94238636,0.02233007,1.79848994,0.60516947,0.50312028,0.03920709,1.83492385,2.72948720,1.08917248
-5.34567284,5.91685112,0.02232951,1.78534317,0.61132898,0.50754635,0.03854555,1.83666642,2.69945922,1.08111149
-5.33966983,5.89264380,0.02226822,1.76897367,0.61864984,0.51341498,0.03797095,1.84216126,2.66712705,1.07258400
-5.33366683,5.87002196,0.02214548,1.74966236,0.62703064,0.52065273,0.03748533,1.85123017,2.63289307,1.06370303
-5.32766383,5.84912925,0.02196191,1.72772538,0.63633970,0.52915009,0.03708869,1.86360087,2.59715492,1.05457764
-5.32166083,5.82998897,0.02171948,1.70350356,0.64641946,0.53876272,0.03677930,1.87891401,2.56029172,1.04530778
-5.31565783,5.81250103,0.02142147,1.67735131,0.65709147,0.54931385,0.03655400,1.89673269,2.52265158,1.03597986
-5.30965483,5.79644329,0.02107238,1.64962540,0.66816167,0.56059802,0.03640864,1.91655417,2.48454084,1.02666312
-5.30365183,5.78147725,0.02067779,1.62067427,0.67942592,0.57238592,0.03633845,1.93782367,2.44621592,1.01740717
-5.29764882,5.76715885,0.02024422,1.59082834,0.69067563,0.58443046,0.03633853,1.95994993,2.40787805,1.00824074
-5.29164582,5.75295435,0.01977889,1.56039190,0.70170320,0.59647377,0.03640419,1.98232215,2.36967148,0.99917179
-5.28564282,5.73826125,0.01928951,1.52963687,0.71230746,0.60825496,0.03653142,2.00432788,2.33168523,0.99018899
-5.27963982,5.72243405,0.01878407,1.49879892,0.72229870,0.61951850,0.03671724,2.02537150,2.29395855,0.98126457
-5.27363682,5.70481413,0.01827053,1.46807607,0.73150343,0.63002277,0.03695998,2.04489268,2.25648973,0.97235839
-5.26763382,5.68476293,0.01775668,1.43762980,0.73976860,0.63954864,0.03725957,2.06238427,2.21924803,0.96342304
-5.26163082,5.66169706,0.01724991,1.40758852,0.74696537,0.64790762,0.03761770,2.07740899,2.18218805,0.95440974
-5.25562781,5.63512400,0.01675702,1.37805329,0.75299221,0.65494922,0.03803793,2.08961440,2.14526590,0.94527481
-5.24962481,5.60467655,0.01628412,1.34910519,0.75777728,0.66056731,0.03852568,2.09874541,2.10845613,0.93598614
-5.24362181,5.57014437,0.01583652,1.32081403,0.76128005,0.66470498,0.03908813,2.10465384,2.07176863,0.92652964
-5.23761881,5.53150061,0.01541870,1.29324766,0.76349201,0.66735776,0.03973406,2.10730444,2.03526444,0.91691496
-5.23161581,5.48892207,0.01503431,1.26648133,0.76443646,0.66857494,0.04047351,2.10677712,1.99906951,0.90718042
-5.22561281,5.44280127,0.01468615,1.24060638,0.76416740,0.66845883,0.04131740,2.10326487,1.96338549,0.89739661
-5.21960980,5.39374925,0.01437629,1.21573781,0.76276727,0.66716190,0.04227705,2.09706751,1.92849685,0.88766855
-5.21360680,5.34258845,0.01410610,1.19202001,0.76034394,0.66488193,0.04336358,2.08858108,1.89477377,0.87813620
-5.20760380,5.29033524,0.01387638,1.16963039,0.75702657,0.66185508,0.04458728,2.07828333,1.86267031,0.86897313
-5.20160080,5.23817242,0.01368743,1.14878051,0.75296087,0.65834739,0.04595691,2.06671554,1.83271782,0.86038341
-5.19559780,5.18741252,0.01353916,1.12971456,0.74830354,0.65464480,0.04747904,2.05446143,1.80551368,0.85259671
-5.18959480,5.13945304,0.01343114,1.11270533,0.74321636,0.65104210,0.04915729,2.04212391,1.78170558,0.84586193
-5.18359180,5.09572558,0.01336269,1.09804752,0.73785991,0.64783136,0.05099173,2.03030045,1.76197204,0.84043925
-5.17758879,5.05764072,0.01333288,1.08604900,0.73238739,0.64529019,0.05297825,2.01955825,1.74699970,0.83659128
-5.17158579,5.02653123,0.01334058,1.07702008,0.72693855,0.64367036,0.05510813,2.01041008,1.73745846,0.83457328
-5.16558279,5.00359590,0.01338440,1.07126151,0.72163424,0.64318728,0.05736770,2.00329191,1.73397524,0.83462317
-5.15957979,4.98984656,0.01346268,1.06905154,0.71657160,0.64401076,0.05973817,1.99854329,1.73710756,0.83695133
-5.15357679,4.98606060,0.01357340,1.07063276,0.71182025,0.64625743,0.06219567,1.99639141,1.74731784,0.84173094
-5.14757379,4.99274114,0.01371416,1.07619912,0.70741959,0.64998528,0.06471145,1.99693939,1.76494963,0.84908897
-5.14157079,5.01008654,0.01388206,1.08588386,0.70337737,0.65519036,0.06725235,2.00015960,1.79020647,0.85909828
-5.13556778,5.03797061,0.01407368,1.09974863,0.69966956,0.66180595,0.06978147,2.00589215,1.82313447,0.87177111
-5.12956478,5.07593442,0.01428498,1.11777450,0.69624165,0.66970426,0.07225892,2.01384876,1.86360915,0.88705422
-5.12356178,5.12319002,0.01451129,1.13985500,0.69301113,0.67870049,0.07464293,2.02362183,1.91132719,0.90482586
-5.11755878,5.17863605,0.01474733,1.16579167,0.68987127,0.68855923,0.07689091,2.03469843,1.96580351,0.92489473
-5.11155578,5.24088450,0.01498723,1.19529232,0.68669590,0.69900289,0.07896071,2.04647863,2.02637374,0.94700108
-5.10555278,5.30829783,0.01522459,1.22797197,0.68334504,0.70972192,0.08081187,2.05829749,2.09220243,0.97081985
-5.09954977,5.37903493,0.01545258,1.26335686,0.67967114,0.72038633,0.08240693,2.06944975,2.16229658,0.99596597
-5.09354677,5.45110434,0.01566413,1.30089121,0.67552567,0.73065819,0.08371258,2.07921636,2.23552434,1.02200160
-5.08754377,5.52242297,0.01585206,1.33994672,0.67076586,0.74020465,0.08470080,2.08689180,2.31063849,1.04844531
-5.08154077,5.59087827,0.01600930,1.37983476,0.66526119,0.74871089,0.08534979,2.09181122,2.38630398,1.07478282
-5.07553777,5.65439193,0.01612911,1.41982080,0.65889958,0.75589273,0.08564470,2.09337626,2.46112894,1.10047922
-5.06953477,5.71098317,0.01620527,1.45914084,0.65159291,0.76150840,0.08557823,2.09107887,2.53369819,1.12499228
-5.06353177,5.75882962,0.01623235,1.49701946,0.64328175,0.76536900,0.08515082,2.08452218,2.60260848,1.14778647
-5.05752876,5.79632425,0.01620587,1.53268893,0.63393921,0.76734748,0.08437078,2.07343784,2.66650431,1.16834741
-5.05152576,5.82212654,0.01612249,1.56540888,0.62357368,0.76738580,0.08325405,2.05769931,2.72411344,1.18619620
-5.04552276,5.83520679,0.01598013,1.59448600,0.61223052,0.76550007,0.08182378,2.03733080,2.77428083,1.20090328
-5.03951976,5.83488217,0.01577811,1.61929307,0.59999272,0.76178359,0.08010970,2.01251169,2.81600018,1.21210135
-5.03351676,5.82084372,0.01551717,1.63928666,0.58698030,0.75640768,0.07814729,1.98357641,2.84844189,1.21949685
-5.02751376,5.79317357,0.01519948,1.65402306,0.57334889,0.74962044,0.07597688,1.95100992,2.87097654,1.22287968
-5.02151076,5.75235182,0.01482858,1.66317158,0.55928715,0.74174334,0.07364259,1.91543909,2.88319321,1.22213068
-5.01550775,5.69925296,0.01440932,1.66652486,0.54501347,0.73316594,0.07119123,1.87762016,2.88491172,1.21722658
-5.00950475,5.63513162,0.01394769,1.66400578,0.53077178,0.72433872,0.06867120,1.83842294,2.87618854,1.20824221
-5.00350175,5.56159794,0.01345064,1.65567044,0.51682672,0.71576437,0.06613139,1.79881196,2.85731597,1.19534976
-4.99749875,5.48058296,0.01292589,1.64170718,0.50345820,0.70798760,0.06362014,1.75982517,2.82881452,1.17881505
-4.99149575,5.39429461,0.01238174,1.62243154,0.49095550,0.70158383,0.06118425,1.72255061,2.79141868,1.15899083
-4.98549275,5.30516521,0.01182676,1.59827720,0.47961093,0.69714681,0.05886809,1.68810165,2.74605652,1.13630736
-4.97948974,5.21579154,0.01126962,1.56978335,0.46971315,0.69527554,0.05671276,1.65759101,2.69382371,1.11126045
-4.97348674,5.12886884,0.01071884,1.53757863,0.46154035,0.69656068,0.05475546,1.63210438,2.63595288,1.08439737
-4.96748374,5.04712034,0.01018257,1.50236253,0.45535321,0.70157059,0.05302881,1.61267384,2.57377926,1.05630112
-4.96148074,4.97322403,0.00966841,1.46488469,0.45138794,0.71083740,0.05156034,1.60025165,2.50870383,1.02757364
-4.95547774,4.90973857,0.00918326,1.42592297,0.44984941,0.72484315,0.05037213,1.59568501,2.44215527,0.99881837
-4.94947474,4.85903067,0.00873315,1.38626116,0.45090461,0.74400650,0.04948044,1.59969221,2.37555194,0.97062309
-4.94347174,4.82320584,0.00832318,1.34666700,0.45467661,0.76867008,0.04889546,1.61284088,2.31026521,0.94354329
-4.93746873,4.80404494,0.00795745,1.30787156,0.46123911,0.79908886,0.04862120,1.63552877,2.24758541,0.91808701
-4.93146573,4.80294855,0.00763901,1.27055042,0.47061206,0.83541983,0.04865545,1.66796790,2.18869136,0.89470141
-4.92546273,4.82089134,0.00736987,1.23530758,0.48275834,0.87771336,0.04898979,1.71017251,2.13462458,0.87376171
-4.91945973,4.85838809,0.00715106,1.20266235,0.49758180,0.92590644,0.04960984,1.76195162,2.08626875,0.85556272
-4.91345673,4.91547290,0.00698266,1.17303983,0.51492695,0.97981819,0.05049550,1.82290647,2.04433497,0.84031330
-4.90745373,4.99169275,0.00686389,1.14676485,0.53458037,1.03914792,0.05162144,1.89243356,2.00935307,0.82813388
-4.90145073,5.08611599,0.00679323,1.12405981,0.55627399,1.10347598,0.05295761,1.96973340,1.98166888,0.81905696
-4.89544772,5.19735581,0.00676851,1.10504588,0.57969036,1.17226750,0.05447003,2.05382516,1.96144740,0.81303052
-4.88944472,5.32360843,0.00678707,1.08974756,0.60446972,1.24487935,0.05612157,2.14356718,1.94868122,0.80992416
-4.88344172,5.46270479,0.00684585,1.07810018,0.63021894,1.32057018,0.05787296,2.23768292,1.94320367,0.80953753
-4.87743872,5.61217439,0.00694158,1.06995973,0.65652199,1.39851348,0.05968385,2.33479193,1.94470601,0.81161075
-4.87143572,5.76931914,0.00707086,1.06511457,0.68295163,1.47781368,0.06151392,2.43344491,1.95275758,0.81583628
-4.86543272,5.93129479,0.00723028,1.06329850,0.70908206,1.55752479,0.06332408,2.53216201,1.96682832,0.82187180
-4.85942971,6.09519715,0.00741654,1.06420444,0.73450183,1.63667133,0.06507760,2.62947291,1.98631248,0.82935354
-4.85342671,6.25815007,0.00762654,1.06749836,0.75882680,1.71427096,0.06674122,2.72395760,2.01055281,0.83790957
-4.84742371,6.41739208,0.00785744,1.07283281,0.78171232,1.78935832,0.06828617,2.81428623,2.03886441,0.84717259
-4.84142071,6.57035857,0.00810667,1.07985968,0.80286438,1.86100920,0.06968898,2.89925655,2.07055745,0.85679179
-4.83541771,6.71475665,0.00837203,1.08824184,0.82204898,1.92836452,0.07093217,2.97782770,2.10495832,0.86644339
-4.82941471,6.84863001,0.00865162,1.09766336,0.83909953,1.99065310,0.07200469,3.04914873,2.14142856,0.87583964
-4.82341171,6.97041159,0.00894385,1.10783809,0.85392169,2.04721256,0.07290211,3.11258106,2.17938141,0.88473599
-4.81740870,7.07896228,0.00924742,1.11851660,0.86649569,2.09750751,0.07362654,3.16771370,2.21829558,0.89293633
-4.81140570,7.17359445,0.00956123,1.12949127,0.87687577,2.14114423,0.07418638,3.21437088,2.25772620,0.90029631
-4.80540270,7.25407979,0.00988436,1.14059972,0.88518689,2.17788138,0.07459570,3.25261151,2.29731289,0.90672468
-4.79939970,7.32064135,0.01021603,1.15172658,0.89161889,2.20763597,0.07487350,3.28272090,2.33678499,0.91218275
-4.79339670,7.37393057,0.01055548,1.16280363,0.89641817,2.23048446,0.07504278,3.30519470,2.37596406,0.91668225
-4.78739370,7.41499030,0.01090197,1.17380863,0.89987750,2.24665867,0.07512946,3.32071610,2.41476375,0.92028155
-4.78139070,7.44520551,0.01125474,1.18476280,0.90232428,2.25653648,0.07516120,3.33012699,2.45318721,0.92308070
-4.77538769,7.46624386,0.01161300,1.19572719,0.90410773,2.26062768,0.07516627,3.33439447,2.49132231,0.92521540
-4.76938469,7.47998839,0.01197589,1.20679808,0.90558559,2.25955527,0.07517235,3.33457384,2.52933475,0.92685023
-4.76338169,7.48846499,0.01234258,1.21810165,0.90711096,2.25403291,0.07520551,3.33176980,2.56745932,0.92817130
-4.75737869,7.49376742,0.01271222,1.22978783,0.90901956,2.24483928,0.07528922,3.32709705,2.60598965,0.92937871
-4.75137569,7.49798239,0.01308410,1.24202377,0.91161817,2.23279042,0.07544359,3.32164199,2.64526640,0.93067896
-4.74537269,7.50311753,0.01345765,1.25498688,0.91517435,2.21871100,0.07568472,3.31642680,2.68566454,0.93227748
-4.73936968,7.51103458,0.01383257,1.26885765,0.91990807,2.20340579,0.07602437,3.31237709,2.72757954,0.93437161
-4.73336668,7.52338984,0.01420889,1.28381243,0.92598520,2.18763242,0.07646971,3.31029424,2.77141316,0.93714408
-4.72736368,7.54158384,0.01458707,1.30001628,0.93351319,2.17207663,0.07702331,3.31083326,2.81755883,0.94075711
-4.72136068,7.56672163,0.01496810,1.31761608,0.94253889,2.15733095,0.07768336,3.31448667,2.86638718,0.94534740
-4.71535768,7.59958457,0.01535349,1.33673416,0.95304857,2.14387784,0.07844398,3.32157478,2.91823182,0.95102191
-4.70935468,7.64061439,0.01574533,1.35746241,0.96496992,2.13207782,0.07929573,3.33224247,2.97337597,0.95785458
-4.70335168,7.68990945,0.01614632,1.37985735,0.97817594,2.12216318,0.08022613,3.34646231,3.03204010,0.96588416
-4.69734867,7.74723311,0.01655965,1.40393605,0.99249047,2.11423741,0.08122035,3.36404353,3.09437094,0.97511297
-4.69134567,7.81203336,0.01698897,1.42967326,1.00769510,2.10828031,0.08226183,3.38464645,3.16043232,0.98550679
-4.68534267,7.88347274,0.01743827,1.45699979,1.02353720,2.10415839,0.08333301,3.40780140,3.23019798,0.99699577
-4.67933967,7.96046723,0.01791170,1.48580225,1.03973869,2.10164005,0.08441592,3.43293154,3.30354665,1.00947645
-4.67333667,8.04173238,0.01841340,1.51592429,1.05600537,2.10041465,0.08549283,3.45937830,3.38025969,1.02281472
-4.66733367,8.12583500,0.01894726,1.54716929,1.07203640,2.10011460,0.08654673,3.48642869,3.46002136,1.03684983
-4.66133067,8.21124833,0.01951672,1.57930445,1.08753368,2.10033916,0.08756185,3.51334340,3.54242178,1.05139917
-4.65532766,8.29640894,0.02012449,1.61206634,1.10221093,2.10067902,0.08852396,3.53938462,3.62696273,1.06626391
-4.64932466,8.37977309,0.02077235,1.64516760,1.11580211,2.10074027,0.08942073,3.56384268,3.71306607,1.08123517
-4.64332166,8.45987093,0.02146089,1.67830470,1.12806910,2.10016673,0.09024185,3.58606080,3.80008474,1.09610074
