energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.29164582,1.81338838,0.42789504,0.75887268,0.45592932,0.00907879,0.16805999,1.08265857,0.00000000
-5.28564282,1.84245921,0.42969290,0.74885624,0.47152210,0.00895443,0.15850017,1.10483811,0.00000000
-5.27963982,1.87732945,0.43203637,0.73966124,0.48923568,0.00881276,0.14971866,1.13028117,0.00000000
-5.27363682,1.91734697,0.43480017,0.73139727,0.50878392,0.00865753,0.14172118,1.15860212,0.00000000
-5.26763382,1.96167695,0.43782079,0.72411492,0.52982527,0.00849229,0.13449537,1.18930671,0.00000000
-5.26163082,2.00931475,0.44090185,0.71780383,0.55196802,0.00832027,0.12801283,1.22179819,0.00000000
-5.25562781,2.05910594,0.44382118,0.71239356,0.57477759,0.00814425,0.12223159,1.25538791,0.00000000
-5.24962481,2.10977303,0.44633910,0.70775727,0.59778563,0.00796651,0.11709879,1.28931025,0.00000000
-5.24362181,2.15994823,0.44820780,0.70371807,0.62050082,0.00778874,0.11255360,1.32274153,0.00000000
-5.23761881,2.20821127,0.44918121,0.70005765,0.64242100,0.00761209,0.10853020,1.35482229,0.00000000
-5.23161581,2.25313083,0.44902501,0.69652686,0.66304619,0.00743711,0.10496063,1.38468215,0.00000000
-5.22561281,2.29330814,0.44752623,0.69285770,0.68189218,0.00726385,0.10177764,1.41146635,0.00000000
-5.21960980,2.32742098,0.44450207,0.68877624,0.69850406,0.00709194,0.09891719,1.43436290,0.00000000
-5.21360680,2.35426639,0.43980754,0.68401571,0.71246932,0.00692066,0.09632068,1.45262914,0.00000000
-5.20760380,2.37280013,0.43334149,0.67832928,0.72342981,0.00674909,0.09393681,1.46561672,0.00000000
-5.20160080,2.38217146,0.42505085,0.67150190,0.73109229,0.00657623,0.09172304,1.47279381,0.00000000
-5.19559780,2.38175144,0.41493282,0.66336056,0.73523693,0.00640113,0.08964648,1.47376352,0.00000000
-5.18959480,2.37115377,0.40303511,0.65378269,0.73572351,0.00622307,0.08768446,1.46827785,0.00000000
-5.18359180,2.35024713,0.38945400,0.64270214,0.73249510,0.00604164,0.08582447,1.45624640,0.00000000
-5.17758879,2.31915844,0.37433066,0.63011261,0.72557882,0.00585690,0.08406374,1.43773956,0.00000000
-5.17158579,2.27826709,0.35784574,0.61606849,0.71508399,0.00566946,0.08240841,1.41298593,0.00000000
-5.16558279,2.22819024,0.34021257,0.60068284,0.70119738,0.00548057,0.08087222,1.38236426,0.00000000
-5.15957979,2.16975993,0.32166941,0.58412309,0.68417603,0.00529217,0.07947502,1.34639011,0.00000000
-5.15357679,2.10399318,0.30247109,0.56660433,0.66433786,0.00510696,0.07824103,1.30569804,0.00000000
-5.14757379,2.03205615,0.28288036,0.54838081,0.64205036,0.00492836,0.07719683,1.26101992,0.00000000
-5.14157079,1.95522426,0.26315946,0.52973604,0.61771804,0.00476053,0.07636951,1.21316055,0.00000000
-5.13556778,1.87483971,0.24356225,0.51097188,0.59176903,0.00460833,0.07578462,1.16297151,0.00000000
-5.12956478,1.79226843,0.22432703,0.49239737,0.56464138,0.00447724,0.07546444,1.11132437,0.00000000
-5.12356178,1.70885797,0.20567056,0.47431752,0.53676968,0.00437329,0.07542627,1.05908438,0.00000000
-5.11755878,1.62589822,0.18778324,0.45702289,0.50857251,0.00430296,0.07568111,1.00708562,0.00000000
-5.11155578,1.54458617,0.17082566,0.44078001,0.48044111,0.00427304,0.07623261,0.95610860,0.00000000
-5.10555278,1.46599605,0.15492645,0.42582330,0.45272978,0.00429048,0.07707635,0.90686091,0.00000000
-5.09954977,1.39105566,0.14018149,0.41234856,0.42574816,0.00436225,0.07819958,0.85996162,0.00000000
-5.09354677,1.32052935,0.12665434,0.40050829,0.39975581,0.00449513,0.07958123,0.81592962,0.00000000
-5.08754377,1.25500801,0.11437771,0.39040874,0.37495891,0.00469554,0.08119240,0.77517628,0.00000000
-5.08154077,1.19490577,0.10335580,0.38210892,0.35150927,0.00496930,0.08299713,0.73800204,0.00000000
-5.07553777,1.14046307,0.09356738,0.37562108,0.32950548,0.00532140,0.08495345,0.70459701,0.00000000
-5.06953477,1.09175534,0.08496931,0.37091288,0.30899589,0.00575580,0.08701468,0.67504496,0.00000000
-5.06353177,1.04870641,0.07750033,0.36791056,0.28998326,0.00627515,0.08913088,0.64933024,0.00000000
-5.05752876,1.01110569,0.07108495,0.36650326,0.27243071,0.00688061,0.09125038,0.62734710,0.00000000
-5.05152576,0.97862790,0.06563726,0.36654791,0.25626855,0.00757159,0.09332130,0.60891071,0.00000000
-5.04552276,0.95085434,0.06106452,0.36787453,0.24140162,0.00834557,0.09529305,0.59376925,0.00000000
-5.03951976,0.92729477,0.05727043,0.37029170,0.22771685,0.00919799,0.09711764,0.58161658,0.00000000
-5.03351676,0.90740876,0.05415795,0.37359206,0.21509056,0.01012207,0.09875086,0.57210482,0.00000000
-5.02751376,0.89062601,0.05163178,0.37755756,0.20339531,0.01110881,0.10015326,0.56485662,0.00000000
-5.02151076,0.87636495,0.04960032,0.38196452,0.19250600,0.01214700,0.10129083,0.55947664,0.00000000
-5.01550775,0.86404929,0.04797718,0.38658832,0.18230512,0.01322331,0.10213556,0.55556211,0.00000000
-5.00950475,0.85312227,0.04668232,0.39120790,0.17268685,0.01432246,0.10266565,0.55271237,0.00000000
-5.00350175,0.84305871,0.04564282,0.39560991,0.16356028,0.01542750,0.10286566,0.55053735,0.00000000
-4.99749875,0.83337486,0.04479334,0.39959279,0.15485146,0.01652014,0.10272637,0.54866505,0.00000000
-4.99149575,0.82363630,0.04407629,0.40297066,0.14650453,0.01758117,0.10224467,0.54674808,0.00000000
-4.98549275,0.81346425,0.04344191,0.40557712,0.13848208,0.01859096,0.10142324,0.54446946,0.00000000
-4.97948974,0.80254037,0.04284810,0.40726910,0.13076470,0.01952996,0.10027028,0.54154768,0.00000000
-4.97348674,0.79061062,0.04226024,0.40793057,0.12335011,0.02037928,0.09879926,0.53774121,0.00000000
-4.96748374,0.77748807,0.04165093,0.40747618,0.11625181,0.02112126,0.09702865,0.53285240,0.00000000
-4.96148074,0.76305513,0.04099970,0.40585471,0.10949764,0.02174003,0.09498170,0.52673087,0.00000000
-4.95547774,0.74726506,0.04029271,0.40305220,0.10312819,0.02222201,0.09268636,0.51927634,0.00000000
-4.94947474,0.73014281,0.03952247,0.39909450,0.09719529,0.02255635,0.09017512,0.51044073,0.00000000
-4.94347174,0.71178518,0.03868749,0.39404925,0.09176053,0.02273532,0.08748501,0.50022952,0.00000000
-4.93746873,0.69236012,0.03779206,0.38802689,0.08689410,0.02275455,0.08465747,0.48870219,0.00000000
-4.93146573,0.67210493,0.03684580,0.38118064,0.08267365,0.02261320,0.08173831,0.47597163,0.00000000
-4.92546273,0.65132336,0.03586340,0.37370531,0.07918336,0.02231395,0.07877755,0.46220235,0.00000000
-4.91945973,0.63038130,0.03486414,0.36583475,0.07651319,0.02186295,0.07582914,0.44760759,0.00000000
-4.91345673,0.60970109,0.03387145,0.35783793,0.07475805,0.02126952,0.07295067,0.43244504,0.00000000
-4.90745373,0.58975426,0.03291241,0.35001374,0.07401704,0.02054594,0.07020279,0.41701145,0.00000000
-4.90145073,0.57105285,0.03201713,0.34268441,0.07439260,0.01970691,0.06764860,0.40163613,0.00000000
-4.89544772,0.55413942,0.03121815,0.33618794,0.07598943,0.01876916,0.06535283,0.38667349,0.00000000
-4.88944472,0.53957582,0.03054976,0.33086954,0.07891321,0.01775084,0.06338090,0.37249482,0.00000000
-4.88344172,0.52793119,0.03004726,0.32707250,0.08326910,0.01667100,0.06179784,0.35947962,0.00000000
-4.87743872,0.51976938,0.02974628,0.32512876,0.08915983,0.01554904,0.06066713,0.34800681,0.00000000
-4.87143572,0.51563612,0.02968204,0.32534953,0.09668368,0.01440412,0.06004946,0.33844593,0.00000000
-4.86543272,0.51604659,0.02988864,0.32801632,0.10593198,0.01325471,0.06000150,0.33114890,0.00000000
-4.85942971,0.52147344,0.03039840,0.33337276,0.11698662,0.01211818,0.06057470,0.32644232,0.00000000
-4.85342671,0.53233592,0.03124127,0.34161746,0.12991730,0.01101037,0.06181408,0.32462077,0.00000000
-4.84742371,0.54899025,0.03244428,0.35289829,0.14477880,0.00994541,0.06375722,0.32594120,0.00000000
-4.84142071,0.57172160,0.03403106,0.36730821,0.16160831,0.00893549,0.06643330,0.33061842,0.00000000
-4.83541771,0.60073776,0.03602145,0.38488284,0.18042294,0.00799074,0.06986240,0.33882192,0.00000000
-4.82941471,0.63616468,0.03843114,0.40559986,0.20121754,0.00711927,0.07405485,0.35067381,0.00000000
-4.82341171,0.67804378,0.04127144,0.42938007,0.22396291,0.00632717,0.07901086,0.36624796,0.00000000
-4.81740870,0.72633096,0.04454899,0.45609016,0.24860449,0.00561862,0.08472033,0.38556993,0.00000000
-4.81140570,0.78089721,0.04826565,0.48554695,0.27506157,0.00499607,0.09116276,0.40861783,0.00000000
-4.80540270,0.84153042,0.05241820,0.51752265,0.30322713,0.00446043,0.09830738,0.43532352,0.00000000
-4.79939970,0.90793823,0.05699825,0.55175114,0.33296823,0.00401121,0.10611340,0.46557419,0.00000000
-4.79339670,0.97975154,0.06199202,0.58793454,0.36412696,0.00364678,0.11453033,0.49921396,0.00000000
-4.78739370,1.05652846,0.06738010,0.62574994,0.39652199,0.00336456,0.12349844,0.53604531,0.00000000
-4.78139070,1.13775831,0.07313723,0.66485587,0.42995052,0.00316117,0.13294920,0.57583024,0.00000000
-4.77538769,1.22286561,0.07923209,0.70489809,0.46419068,0.00303261,0.14280583,0.61829098,0.00000000
-4.76938469,1.31121389,0.08562702,0.74551460,0.49900420,0.00297436,0.15298379,0.66311048,0.00000000
-4.76338169,1.40210931,0.09227785,0.78633953,0.53413935,0.00298153,0.16339139,0.70993245,0.00000000
-4.75737869,1.49480427,0.09913378,0.82700596,0.56933410,0.00304887,0.17393038,0.75836139,0.00000000
-4.75137569,1.58850120,0.10613736,0.86714773,0.60431928,0.00317086,0.18449655,0.80796280,0.00000000
-4.74537269,1.68235683,0.11322465,0.90640024,0.63882196,0.00334170,0.19498055,0.85826377,0.00000000
-4.73936968,1.77548746,0.12032555,0.94440072,0.67256882,0.00355538,0.20526869,0.90875450,0.00000000
-4.73336668,1.86697554,0.12736444,0.98078805,0.70528959,0.00380562,0.21524400,0.95889102,0.00000000
-4.72736368,1.95587813,0.13426101,1.01520274,0.73672064,0.00408591,0.22478741,1.00809942,0.00000000
-4.72136068,2.04123745,0.14093146,1.04728734,0.76660863,0.00438953,0.23377931,1.05578201,0.00000000
-4.71535768,2.12209398,0.14728998,1.07668773,0.79471423,0.00470956,0.24210118,1.10132551,0.00000000
-4.70935468,2.19750206,0.15325048,1.10305554,0.82081601,0.00503892,0.24963767,1.14411140,0.00000000
-4.70335168,2.26654791,0.15872864,1.12605205,0.84471435,0.00537046,0.25627879,1.18352828,0.00000000
-4.69734867,2.32836984,0.16364403,1.14535354,0.86623537,0.00569700,0.26192243,1.21898609,0.00000000
-4.69134567,2.38218001,0.16792250,1.16065818,0.88523469,0.00601148,0.26647691,1.24993177,0.00000000
-4.68534267,2.42728689,0.17149842,1.17169423,0.90160100,0.00630704,0.26986374,1.27586569,0.00000000
-4.67933967,2.46311762,0.17431694,1.17822912,0.91525919,0.00657717,0.27202018,1.29635827,0.00000000
-4.67333667,2.48923892,0.17633599,1.18007914,0.92617274,0.00681586,0.27290176,1.31106592,0.00000000
-4.66733367,2.50537562,0.17752796,1.17711899,0.93434548,0.00701775,0.27248441,1.31974549,0.00000000
-4.66133067,2.51142538,0.17788102,1.16929067,0.93982215,0.00717822,0.27076623,1.32226637,0.00000000
-4.65532766,2.50746870,0.17739987,1.15661097,0.94268791,0.00729357,0.26776863,1.31861942,0.00000000
-4.64932466,2.49377328,0.17610594,1.13917714,0.94306655,0.00736108,0.26353687,1.30892211,0.00000000
-4.64332166,2.47079211,0.17403704,1.11716992,0.94111745,0.00737910,0.25813987,1.29341939,0.00000000
-4.63731866,2.43915502,0.17124638,1.09085389,0.93703128,0.00734712,0.25166912,1.27247997,0.00000000
-4.63131566,2.39965378,0.16780104,1.06057455,0.93102468,0.00726571,0.24423699,1.24658799,0.00000000
-4.62531266,2.35322120,0.16377991,1.02675239,0.92333402,0.00713658,0.23597413,1.21633034,0.00000000
-4.61930965,2.30090507,0.15927130,0.98987391,0.91420869,0.00696243,0.22702632,1.18238002,0.00000000
-4.61330665,2.24383812,0.15437014,0.95047995,0.90390418,0.00674695,0.21755067,1.14547633,0.00000000
-4.60730365,2.18320543,0.14917518,0.90915189,0.89267539,0.00649460,0.20771151,1.10640274,0.00000000
-4.60130065,2.12021081,0.14378598,0.86649635,0.88077057,0.00621053,0.19767603,1.06596343,0.00000000
-4.59529765,2.05604377,0.13830019,0.82312901,0.86842613,0.00590039,0.18760985,1.02495966,0.00000000
-4.58929465,1.99184884,0.13281090,0.77965846,0.85586287,0.00557015,0.17767278,0.98416707,0.00000000
-4.58329165,1.92869837,0.12740444,0.73667074,0.84328352,0.00522594,0.16801493,0.94431487,0.00000000
-4.57728864,1.86757024,0.12215856,0.69471528,0.83087193,0.00487385,0.15877326,0.90606794,0.00000000
-4.57128564,1.80933121,0.11714107,0.65429290,0.81879372,0.00451982,0.15006886,0.87001257,0.00000000
-4.56528264,1.75472630,0.11240899,0.61584622,0.80719836,0.00416944,0.14200481,0.83664622,0.00000000
-4.55927964,1.70437441,0.10800819,0.57975286,0.79622222,0.00382786,0.13466495,0.80637173,0.00000000
-4.55327664,1.65876970,0.10397347,0.54632153,0.78599240,0.00349967,0.12811337,0.77949586,0.00000000
-4.54727364,1.61828804,0.10032905,0.51579086,0.77663079,0.00318885,0.12239465,0.75623192,0.00000000
-4.54127064,1.58319760,0.09708933,0.48833095,0.76825784,0.00289869,0.11753475,0.73670609,0.00000000
-4.53526763,1.55367224,0.09425998,0.46404708,0.76099569,0.00263180,0.11354256,0.72096654,0.00000000
-4.52926463,1.52980645,0.09183902,0.44298522,0.75497012,0.00239010,0.11041175,0.70899480,0.00000000
-4.52326163,1.51163040,0.08981807,0.42513884,0.75031107,0.00217483,0.10812299,0.70071815,0.00000000
-4.51725863,1.49912389,0.08818355,0.41045638,0.74715138,0.00198656,0.10664624,0.69602246,0.00000000
-4.51125563,1.49222803,0.08691769,0.39884896,0.74562384,0.00182532,0.10594305,0.69476421,0.00000000
-4.50525263,1.49085393,0.08599955,0.39019765,0.74585652,0.00169057,0.10596867,0.69678116,0.00000000
-4.49924962,1.49488765,0.08540572,0.38436014,0.74796653,0.00158132,0.10667385,0.70190101,0.00000000
-4.49324662,1.50419159,0.08511094,0.38117619,0.75205287,0.00149618,0.10800630,0.70994744,0.00000000
