energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.91595798,0.65886394,-0.65886357,0.00078420,-0.00078420,0.15624239,-0.15624249,0.25778397,-0.25778337,0.27848846,-0.27848868,0.02659211,-0.02659210,0.21471046,-0.21471008,0.00000000,-0.00000000
-5.90995498,0.71344016,-0.71343959,0.00092751,-0.00092751,0.16242006,-0.16242010,0.29344179,-0.29344112,0.28701907,-0.28701919,0.03112809,-0.03112807,0.24424397,-0.24424355,0.00000000,-0.00000000
-5.90395198,0.77531602,-0.77531520,0.00108927,-0.00108927,0.16995964,-0.16995960,0.33290587,-0.33290512,0.29784704,-0.29784702,0.03618655,-0.03618653,0.27686264,-0.27686218,0.00000000,-0.00000000
-5.89794897,0.84481211,-0.84481102,0.00127024,-0.00127024,0.17900572,-0.17900558,0.37620609,-0.37620525,0.31125068,-0.31125049,0.04177654,-0.04177652,0.31256789,-0.31256738,0.00000000,-0.00000000
-5.89194597,0.92209502,-0.92209363,0.00147088,-0.00147088,0.18967648,-0.18967624,0.42329605,-0.42329513,0.32746291,-0.32746252,0.04789667,-0.04789665,0.35129434,-0.35129379,0.00000000,-0.00000000
-5.88594297,1.00715751,-1.00715580,0.00169129,-0.00169129,0.20205863,-0.20205828,0.47404551,-0.47404451,0.34666188,-0.34666129,0.05453352,-0.05453351,0.39290355,-0.39290297,0.00000000,-0.00000000
-5.87993997,1.09980295,-1.09980090,0.00193116,-0.00193116,0.21620301,-0.21620253,0.52823505,-0.52823397,0.36896275,-0.36896193,0.06166034,-0.06166033,0.43717978,-0.43717916,0.00000000,-0.00000000
-5.87393697,1.19963499,-1.19963260,0.00218975,-0.00218975,0.23212100,-0.23212039,0.58555340,-0.58555225,0.39441074,-0.39440966,0.06923594,-0.06923593,0.48382809,-0.48382744,0.00000000,-0.00000000
-5.86793397,1.30605317,-1.30605044,0.00246583,-0.00246583,0.24978185,-0.24978110,0.64559783,-0.64559662,0.42297577,-0.42297444,0.07720410,-0.07720410,0.53247519,-0.53247453,0.00000000,-0.00000000
-5.86193097,1.41825496,-1.41825190,0.00275767,-0.00275767,0.26911097,-0.26911009,0.70787790,-0.70787663,0.45454893,-0.45454735,0.08549341,-0.08549341,0.58267332,-0.58267265,0.00000000,-0.00000000
-5.85592796,1.53524462,-1.53524125,0.00306307,-0.00306307,0.28998941,-0.28998839,0.77182264,-0.77182134,0.48894079,-0.48893895,0.09401766,-0.09401766,0.63390710,-0.63390642,0.00000000,-0.00000000
-5.84992496,1.65584888,-1.65584523,0.00337936,-0.00337936,0.31225436,-0.31225322,0.83679134,-0.83679000,0.52588173,-0.52587965,0.10267685,-0.10267686,0.68560352,-0.68560286,0.00000000,-0.00000000
-5.84392196,1.77873929,-1.77873540,0.00370346,-0.00370346,0.33570095,-0.33569969,0.90208742,-0.90208607,0.56502449,-0.56502218,0.11135888,-0.11135889,0.73714481,-0.73714417,0.00000000,-0.00000000
-5.83791896,1.90246061,-1.90245651,0.00403194,-0.00403194,0.36008517,-0.36008381,0.96697540,-0.96697405,0.60594874,-0.60594622,0.11994174,-0.11994177,0.78788379,-0.78788318,0.00000000,-0.00000000
-5.83191596,2.02546456,-2.02546031,0.00436112,-0.00436112,0.38512789,-0.38512645,1.03070000,-1.03069867,0.64816784,-0.64816514,0.12829645,-0.12829648,0.83716123,-0.83716066,0.00000000,-0.00000000
-5.82591296,2.14614775,-2.14614342,0.00468719,-0.00468719,0.41052008,-0.41051857,1.09250696,-1.09250567,0.69113763,-0.69113478,0.13629037,-0.13629041,0.88432459,-0.88432408,0.00000000,-0.00000000
-5.81990995,2.26289259,-2.26288824,0.00500632,-0.00500632,0.43592887,-0.43592731,1.15166459,-1.15166335,0.73426706,-0.73426411,0.14379104,-0.14379109,0.92874737,-0.92874692,0.00000000,-0.00000000
-5.81390695,2.37410956,-2.37410525,0.00531483,-0.00531483,0.46100451,-0.46100293,1.20748504,-1.20748388,0.77693057,-0.77692756,0.15067025,-0.15067031,0.96984813,-0.96984775,0.00000000,-0.00000000
-5.80790395,2.47827937,-2.47827518,0.00560930,-0.00560930,0.48538804,-0.48538648,1.25934451,-1.25934344,0.81848179,-0.81847877,0.15680826,-0.15680833,1.00710850,-1.00710819,0.00000000,-0.00000000
-5.80190095,2.57399336,-2.57398936,0.00588675,-0.00588676,0.50871938,-0.50871785,1.30670118,-1.30670022,0.85826832,-0.85826533,0.16209798,-0.16209806,1.04008909,-1.04008887,0.00000000,-0.00000000
-5.79589795,2.65999039,-2.65998665,0.00614477,-0.00614477,0.53064565,-0.53064418,1.34911019,-1.34910935,0.89564716,-0.89564427,0.16644893,-0.16644903,1.06844270,-1.06844257,0.00000000,-0.00000000
-5.78989495,2.73518899,-2.73518559,0.00638163,-0.00638164,0.55082951,-0.55082814,1.38623477,-1.38623407,0.93000036,-0.92999761,0.16979086,-0.16979098,1.09192407,-1.09192403,0.00000000,-0.00000000
-5.78389195,2.79871331,-2.79871032,0.00659643,-0.00659643,0.56895727,-0.56895603,1.41785304,-1.41785249,0.96075030,-0.96074775,0.17207673,-0.17207686,1.11039564,-1.11039569,0.00000000,-0.00000000
-5.77788894,2.84991193,-2.84990941,0.00678912,-0.00678913,0.58474643,-0.58474534,1.44386003,-1.44385964,0.98737425,-0.98737194,0.17328507,-0.17328521,1.12382908,-1.12382922,0.00000000,-0.00000000
-5.77188594,2.88836894,-2.88836694,0.00696062,-0.00696062,0.59795241,-0.59795150,1.46426502,-1.46426479,1.00941759,-1.00941558,0.17342147,-0.17342163,1.13230255,-1.13230278,0.00000000,-0.00000000
-5.76588294,2.91390685,-2.91390543,0.00711277,-0.00711277,0.60837437,-0.60837365,1.47918413,-1.47918408,1.02650531,-1.02650363,0.17251925,-0.17251943,1.13599367,-1.13599399,0.00000000,-0.00000000
-5.75987994,2.92658167,-2.92658085,0.00724835,-0.00724836,0.61585967,-0.61585918,1.48882891,-1.48882902,1.03835127,-1.03834996,0.17063911,-0.17063931,1.13516883,-1.13516924,0.00000000,-0.00000000
-5.75387694,2.92667033,-2.92667015,0.00737101,-0.00737102,0.62030715,-0.62030688,1.49349132,-1.49349161,1.04476499,-1.04476408,0.16786786,-0.16786809,1.13016927,-1.13016976,0.00000000,-0.00000000
-5.74787394,2.91465157,-2.91465203,0.00748516,-0.00748517,0.62166870,-0.62166868,1.49352629,-1.49352674,1.04565566,-1.04565516,0.16431635,-0.16431660,1.12139475,-1.12139531,0.00000000,-0.00000000
-5.74187094,2.89118128,-2.89118239,0.00759584,-0.00759586,0.61994955,-0.61994977,1.48933259,-1.48933321,1.04103317,-1.04103309,0.16011646,-0.16011674,1.10928580,-1.10928643,0.00000000,-0.00000000
-5.73586793,2.85706371,-2.85706546,0.00770858,-0.00770860,0.61520686,-0.61520732,1.48133343,-1.48133420,1.03100629,-1.03100664,0.15541744,-0.15541775,1.09430541,-1.09430610,0.00000000,-0.00000000
-5.72986493,2.81322007,-2.81322244,0.00782918,-0.00782921,0.60754698,-0.60754768,1.46995767,-1.46995858,1.01577801,-1.01577878,0.15038174,-0.15038208,1.07692115,-1.07692189,0.00000000,-0.00000000
-5.72386193,2.76065613,-2.76065909,0.00796351,-0.00796355,0.59712144,-0.59712237,1.45562279,-1.45562384,0.99563824,-0.99563942,0.14518034,-0.14518072,1.05758883,-1.05758961,0.00000000,-0.00000000
-5.71785893,2.70043036,-2.70043386,0.00811733,-0.00811737,0.58412176,-0.58412290,1.43872056,-1.43872172,0.97095429,-0.97095585,0.13998790,-0.13998833,1.03673817,-1.03673899,0.00000000,-0.00000000
-5.71185593,2.63362394,-2.63362793,0.00829599,-0.00829603,0.56877349,-0.56877482,1.41960598,-1.41960725,0.94215950,-0.94216140,0.13497788,-0.13497834,1.01476151,-1.01476236,0.00000000,-0.00000000
-5.70585293,2.56131401,-2.56131842,0.00850428,-0.00850434,0.55132955,-0.55133105,1.39859015,-1.39859151,0.90974051,-0.90974271,0.13031761,-0.13031811,0.99200571,-0.99200659,0.00000000,-0.00000000
-5.69984992,2.48455089,-2.48455567,0.00874622,-0.00874628,0.53206337,-0.53206501,1.37593702,-1.37593845,0.87422373,-0.87422620,0.12616380,-0.12616435,0.96876757,-0.96876846,0.00000000,-0.00000000
-5.69384692,2.40434012,-2.40434518,0.00902481,-0.00902487,0.51126180,-0.51126356,1.35186413,-1.35186560,0.83616160,-0.83616428,0.12265826,-0.12265886,0.94529279,-0.94529369,0.00000000,-0.00000000
-5.68784392,2.32162930,-2.32163459,0.00934195,-0.00934202,0.48921842,-0.48922026,1.32654680,-1.32654832,0.79611901,-0.79612186,0.11992424,-0.11992488,0.92177813,-0.92177902,0.00000000,-0.00000000
-5.68184092,2.23730004,-2.23730547,0.00969826,-0.00969833,0.46622713,-0.46622903,1.30012539,-1.30012693,0.75466062,-0.75466358,0.11806325,-0.11806393,0.89837637,-0.89837726,0.00000000,-0.00000000
-5.67583792,2.15216429,-2.15216979,0.01009302,-0.01009311,0.44257646,-0.44257840,1.27271454,-1.27271608,0.71233918,-0.71234221,0.11715258,-0.11715330,0.87520357,-0.87520445,0.00000000,-0.00000000
-5.66983492,2.06696481,-2.06697031,0.01052416,-0.01052424,0.41854465,-0.41854658,1.24441380,-1.24441532,0.66968553,-0.66968858,0.11724352,-0.11724427,0.85234769,-0.85234855,0.00000000,-0.00000000
-5.66383192,1.98237875,-1.98238418,0.01098819,-0.01098829,0.39439553,-0.39439744,1.21531848,-1.21531997,0.62720018,-0.62720321,0.11836022,-0.11836101,0.82987807,-0.82987891,0.00000000,-0.00000000
-5.65782891,1.89902352,-1.89902882,0.01148038,-0.01148047,0.37037546,-0.37037732,1.18552995,-1.18553141,0.58534693,-0.58534989,0.12049939,-0.12050020,0.80785487,-0.80785567,0.00000000,-0.00000000
-5.65182591,1.81746411,-1.81746923,0.01199478,-0.01199487,0.34671108,-0.34671287,1.15516446,-1.15516586,0.54454826,-0.54455111,0.12363055,-0.12363137,0.78633773,-0.78633850,0.00000000,-0.00000000
-5.64582291,1.73822083,-1.73822572,0.01252445,-0.01252455,0.32360803,-0.32360974,1.12435980,-1.12436114,0.50518266,-0.50518537,0.12769708,-0.12769790,0.76539331,-0.76539404,0.00000000,-0.00000000
-5.63981991,1.66177688,-1.66178148,0.01306171,-0.01306180,0.30125042,-0.30125203,1.09327949,-1.09328075,0.46758371,-0.46758626,0.13261783,-0.13261864,0.74510096,-0.74510164,0.00000000,-0.00000000
-5.63381691,1.58858488,-1.58858917,0.01359833,-0.01359843,0.27980110,-0.27980260,1.06211401,-1.06211518,0.43204062,-0.43204298,0.13828933,-0.13829012,0.72555644,-0.72555707,0.00000000,-0.00000000
-5.62781391,1.51907228,-1.51907621,0.01412596,-0.01412605,0.25940244,-0.25940381,1.03107932,-1.03108041,0.39880013,-0.39880229,0.14458855,-0.14458931,0.70687363,-0.70687420,0.00000000,-0.00000000
-5.62181091,1.45364500,-1.45364855,0.01463639,-0.01463648,0.24017762,-0.24017887,1.00041276,-1.00041375,0.36806938,-0.36807133,0.15137609,-0.15137680,0.68918413,-0.68918464,0.00000000,-0.00000000
-5.61580790,1.39268973,-1.39269288,0.01512197,-0.01512205,0.22223231,-0.22223343,0.97036671,-0.97036759,0.34001960,-0.34002132,0.15849973,-0.15850038,0.67263517,-0.67263560,0.00000000,-0.00000000
-5.60980490,1.33657454,-1.33657728,0.01557597,-0.01557604,0.20565648,-0.20565746,0.94120076,-0.94120153,0.31479011,-0.31479160,0.16579826,-0.16579884,0.65738601,-0.65738637,0.00000000,-0.00000000
-5.60380190,1.28564846,-1.28565078,0.01599293,-0.01599299,0.19052635,-0.19052720,0.91317295,-0.91317361,0.29249269,-0.29249395,0.17310559,-0.17310608,0.64360343,-0.64360370,0.00000000,-0.00000000
-5.59779890,1.24024011,-1.24024198,0.01636907,-0.01636912,0.17690634,-0.17690705,0.88653085,-0.88653138,0.27321574,-0.27321677,0.18025480,-0.18025520,0.63145659,-0.63145678,0.00000000,-0.00000000
-5.59179590,1.20065572,-1.20065716,0.01670251,-0.01670254,0.16485085,-0.16485143,0.86150311,-0.86150353,0.25702823,-0.25702903,0.18708232,-0.18708262,0.62111193,-0.62111203,0.00000000,-0.00000000
-5.58579290,1.16717708,-1.16717808,0.01699356,-0.01699358,0.15440588,-0.15440633,0.83829227,-0.83829257,0.24398314,-0.24398371,0.19343191,-0.19343210,0.61272830,-0.61272830,0.00000000,-0.00000000
-5.57978989,1.14005930,-1.14005986,0.01724490,-0.01724491,0.14561034,-0.14561067,0.81706908,-0.81706926,0.23412029,-0.23412064,0.19915838,-0.19915847,0.60645276,-0.60645267,0.00000000,-0.00000000
-5.57378689,1.11952880,-1.11952892,0.01746163,-0.01746163,0.13849700,-0.13849721,0.79796890,-0.79796895,0.22746836,-0.22746849,0.20413109,-0.20413107,0.60241732,-0.60241713,0.00000000,-0.00000000
-5.56778389,1.10578136,-1.10578105,0.01765126,-0.01765124,0.13309301,-0.13309309,0.78109009,-0.78109002,0.22404607,-0.22404599,0.20823688,-0.20823674,0.60073652,-0.60073624,0.00000000,-0.00000000
-5.56178089,1.09898015,-1.09897941,0.01782358,-0.01782355,0.12941994,-0.12941991,0.76649459,-0.76649441,0.22386239,-0.22386209,0.21138254,-0.21138230,0.60150605,-0.60150567,0.00000000,-0.00000000
-5.55577789,1.09925348,-1.09925233,0.01799044,-0.01799039,0.12749338,-0.12749323,0.75421025,-0.75420994,0.22691573,-0.22691523,0.21349677,-0.21349642,0.60480198,-0.60480150,0.00000000,-0.00000000
-5.54977489,1.10669199,-1.10669043,0.01816536,-0.01816530,0.12732193,-0.12732167,0.74423460,-0.74423418,0.23319229,-0.23319158,0.21453134,-0.21453089,0.61068068,-0.61068011,0.00000000,-0.00000000
-5.54377189,1.12134492,-1.12134297,0.01836311,-0.01836304,0.12890583,-0.12890545,0.73653975,-0.73653921,0.24266326,-0.24266235,0.21446171,-0.21446118,0.61917886,-0.61917819,0.00000000,-0.00000000
-5.53776888,1.14321513,-1.14321280,0.01859918,-0.01859909,0.13223492,-0.13223444,0.73107755,-0.73107691,0.25528140,-0.25528030,0.21328693,-0.21328632,0.63031346,-0.63031271,0.00000000,-0.00000000
-5.53176588,1.17225274,-1.17225004,0.01888908,-0.01888899,0.13728646,-0.13728588,0.72778484,-0.72778410,0.27097673,-0.27097544,0.21102885,-0.21102818,0.64408127,-0.64408043,0.00000000,-0.00000000
-5.52576288,1.20834718,-1.20834415,0.01924777,-0.01924767,0.14402244,-0.14402176,0.72658794,-0.72658710,0.28965182,-0.28965035,0.20773077,-0.20773005,0.66045768,-0.66045677,0.00000000,-0.00000000
-5.51975988,1.25131791,-1.25131456,0.01968887,-0.01968877,0.15238686,-0.15238609,0.72740620,-0.72740527,0.31117676,-0.31117512,0.20345549,-0.20345473,0.67939468,-0.67939369,0.00000000,-0.00000000
-5.51375688,1.30090388,-1.30090024,0.02022402,-0.02022391,0.16230302,-0.16230216,0.73015416,-0.73015315,0.33538416,-0.33538236,0.19828287,-0.19828209,0.70081789,-0.70081685,0.00000000,-0.00000000
-5.50775388,1.35675254,-1.35674866,0.02086217,-0.02086206,0.17367091,-0.17366997,0.73474222,-0.73474114,0.36206453,-0.36206258,0.19230705,-0.19230627,0.72462276,-0.72462166,0.00000000,-0.00000000
-5.50175088,1.41840891,-1.41840481,0.02160899,-0.02160888,0.18636517,-0.18636416,0.74107583,-0.74107469,0.39096233,-0.39096026,0.18563337,-0.18563258,0.75067002,-0.75066887,0.00000000,-0.00000000
-5.49574787,1.48530560,-1.48530134,0.02246634,-0.02246624,0.20023352,-0.20023246,0.74905323,-0.74905205,0.42177321,-0.42177103,0.17837509,-0.17837432,0.77878089,-0.77877972,0.00000000,-0.00000000
-5.48974487,1.55675498,-1.55675060,0.02343190,-0.02343180,0.21509611,-0.21509501,0.75856224,-0.75856101,0.45414260,-0.45414034,0.17065018,-0.17064943,0.80873232,-0.80873113,0.00000000,-0.00000000
-5.48374187,1.63194433,-1.63193989,0.02449890,-0.02449880,0.23074588,-0.23074474,0.76947620,-0.76947495,0.48766618,-0.48766387,0.16257801,-0.16257730,0.84025274,-0.84025155,0.00000000,-0.00000000
-5.47773887,1.70993506,-1.70993061,0.02565602,-0.02565592,0.24694998,-0.24694884,0.78164984,-0.78164859,0.52189238,-0.52189005,0.15427638,-0.15427570,0.87301905,-0.87301787,0.00000000,-0.00000000
-5.47173587,1.78966694,-1.78966255,0.02688750,-0.02688741,0.26345260,-0.26345147,0.79491531,-0.79491408,0.55632718,-0.55632486,0.14585865,-0.14585802,0.90665512,-0.90665395,0.00000000,-0.00000000
-5.46573287,1.86996791,-1.86996363,0.02817344,-0.02817335,0.27997894,-0.27997783,0.80907906,-0.80907786,0.59044120,-0.59043892,0.13743137,-0.13743080,0.94073242,-0.94073130,0.00000000,-0.00000000
-5.45972986,1.94956993,-1.94956583,0.02949016,-0.02949008,0.29624050,-0.29623944,0.82391982,-0.82391867,0.62367919,-0.62367699,0.12909217,-0.12909165,0.97477315,-0.97477208,0.00000000,-0.00000000
-5.45372686,2.02713093,-2.02712708,0.03081093,-0.03081086,0.31194150,-0.31194051,0.83918824,-0.83918715,0.65547162,-0.65546954,0.12092817,-0.12092770,1.00825596,-1.00825496,0.00000000,-0.00000000
-5.44772386,2.10126247,-2.10125892,0.03210664,-0.03210657,0.32678626,-0.32678535,0.85460822,-0.85460720,0.68524817,-0.68524625,0.11301481,-0.11301439,1.04062452,-1.04062360,0.00000000,-0.00000000
-5.44172086,2.17056247,-2.17055929,0.03334674,-0.03334668,0.34048727,-0.34048647,0.86988021,-0.86987929,0.71245267,-0.71245094,0.10541517,-0.10541480,1.07129864,-1.07129782,0.00000000,-0.00000000
-5.43571786,2.23365195,-2.23364919,0.03450021,-0.03450016,0.35277369,-0.35277301,0.88468634,-0.88468553,0.73655888,-0.73655737,0.09817974,-0.09817942,1.09968778,-1.09968706,0.00000000,-0.00000000
-5.42971486,2.28921438,-2.28921209,0.03553655,-0.03553651,0.36339992,-0.36339938,0.89869727,-0.89869659,0.75708670,-0.75708544,0.09134654,-0.09134627,1.12520636,-1.12520577,0.00000000,-0.00000000
-5.42371186,2.33603601,-2.33603423,0.03642684,-0.03642681,0.37215388,-0.37215348,0.91158048,-0.91157992,0.77361788,-0.77361688,0.08494171,-0.08494147,1.14729041,-1.14728995,0.00000000,-0.00000000
-5.41770885,2.37304555,-2.37304430,0.03714473,-0.03714470,0.37886460,-0.37886435,0.92300960,-0.92300919,0.78581072,-0.78581002,0.07898030,-0.07898011,1.16541466,-1.16541434,0.00000000,-0.00000000
-5.41170585,2.39935123,-2.39935052,0.03766730,-0.03766728,0.38340893,-0.38340885,0.93267447,-0.93267420,0.79341314,-0.79341274,0.07346747,-0.07346731,1.17910938,-1.17910920,0.00000000,-0.00000000
-5.40570285,2.41427368,-2.41427352,0.03797594,-0.03797592,0.38571690,-0.38571697,0.94029127,-0.94029115,0.79627327,-0.79627317,0.06839969,-0.06839956,1.18797618,-1.18797615,0.00000000,-0.00000000
-5.39969985,2.41737301,-2.41737341,0.03805688,-0.03805687,0.38577557,-0.38577580,0.94561249,-0.94561251,0.79434738,-0.79434758,0.06376625,-0.06376614,1.19170192,-1.19170203,0.00000000,-0.00000000
-5.39369685,2.40846890,-2.40846981,0.03790174,-0.03790173,0.38363133,-0.38363171,0.94843614,-0.94843630,0.78770455,-0.78770503,0.05955068,-0.05955060,1.19007015,-1.19007040,0.00000000,-0.00000000
-5.38769385,2.38765258,-2.38765399,0.03750773,-0.03750773,0.37939033,-0.37939084,0.94861390,-0.94861418,0.77652794,-0.77652870,0.05573233,-0.05573227,1.18296945,-1.18296983,0.00000000,-0.00000000
-5.38169085,2.35529051,-2.35529238,0.03687772,-0.03687771,0.37321725,-0.37321789,0.94605790,-0.94605830,0.76111263,-0.76111364,0.05228778,-0.05228773,1.17039830,-1.17039881,0.00000000,-0.00000000
-5.37568784,2.31201930,-2.31202155,0.03602005,-0.03602005,0.36533244,-0.36533318,0.94074592,-0.94074642,0.74186007,-0.74186129,0.04919219,-0.04919216,1.15246631,-1.15246693,0.00000000,-0.00000000
-5.36968484,2.25873232,-2.25873490,0.03494823,-0.03494824,0.35600747,-0.35600829,0.93272475,-0.93272533,0.71926937,-0.71927077,0.04642061,-0.04642059,1.12939172,-1.12939245,0.00000000,-0.00000000
-5.36368184,2.19655873,-2.19656158,0.03368037,-0.03368038,0.34555943,-0.34556031,0.92211183,-0.92211246,0.69392587,-0.69392741,0.04394902,-0.04394900,1.10149544,-1.10149625,0.00000000,-0.00000000
-5.35767884,2.12683572,-2.12683875,0.03223850,-0.03223850,0.33434412,-0.33434503,0.90909492,-0.90909559,0.66648743,-0.66648906,0.04175524,-0.04175523,1.06919176,-1.06919265,0.00000000,-0.00000000
-5.35167584,2.05107521,-2.05107833,0.03064778,-0.03064779,0.32274839,-0.32274930,0.89393007,-0.89393075,0.63766891,-0.63767060,0.03981971,-0.03981969,1.03297653,-1.03297747,0.00000000,-0.00000000
-5.34567284,1.97092643,-1.97092956,0.02893566,-0.02893567,0.31118193,-0.31118282,0.87693771,-0.87693837,0.60822552,-0.60822721,0.03812594,-0.03812593,0.99341298,-0.99341394,0.00000000,-0.00000000
-5.33966983,1.88813564,-1.88813869,0.02713095,-0.02713096,0.30006864,-0.30006948,0.85849716,-0.85849777,0.57893546,-0.57893709,0.03666089,-0.03666088,0.95111614,-0.95111712,0.00000000,-0.00000000
-5.33366683,1.80450448,-1.80450736,0.02526289,-0.02526290,0.28983790,-0.28983865,0.83903955,-0.83904008,0.55058247,-0.55058401,0.03541506,-0.03541504,0.90673640,-0.90673738,0.00000000,-0.00000000
-5.32766383,1.72184804,-1.72185068,0.02336036,-0.02336037,0.28091573,-0.28091637,0.81903922,-0.81903964,0.52393873,-0.52394012,0.03438241,-0.03438238,0.86094275,-0.86094370,0.00000000,-0.00000000
-5.32166083,1.64195398,-1.64195630,0.02145103,-0.02145104,0.27371619,-0.27371670,0.79900377,-0.79900406,0.49974843,-0.49974964,0.03356008,-0.03356006,0.81440650,-0.81440741,0.00000000,-0.00000000
-5.31565783,1.56654345,-1.56654536,0.01956069,-0.01956070,0.26863291,-0.26863326,0.77946289,-0.77946303,0.47871241,-0.47871339,0.03294800,-0.03294797,0.76778582,-0.76778668,0.00000000,-0.00000000
-5.30965483,1.49723460,-1.49723605,0.01771271,-0.01771272,0.26603086,-0.26603103,0.76095598,-0.76095594,0.46147392,-0.46147464,0.03254823,-0.03254819,0.72171164,-0.72171242,0.00000000,-0.00000000
-5.30365183,1.43550931,-1.43551023,0.01592756,-0.01592757,0.26623847,-0.26623845,0.74401886,-0.74401862,0.44860584,-0.44860626,0.03236426,-0.03236422,0.67677515,-0.67677585,0.00000000,-0.00000000
-5.29764882,1.38268340,-1.38268375,0.01422255,-0.01422256,0.26954010,-0.26953986,0.72916972,-0.72916925,0.44059933,-0.44059943,0.03240017,-0.03240012,0.63351722,-0.63351783,0.00000000,-0.00000000
-5.29164582,1.33988072,-1.33988046,0.01261165,-0.01261166,0.27616884,-0.27616838,0.71689448,-0.71689378,0.43785393,-0.43785369,0.03265971,-0.03265965,0.59241978,-0.59242029,0.00000000,-0.00000000
-5.28564282,1.30801118,-1.30801030,0.01110547,-0.01110548,0.28629987,-0.28629918,0.70763214,-0.70763120,0.44066926,-0.44066867,0.03314533,-0.03314526,0.55389923,-0.55389963,0.00000000,-0.00000000
-5.27963982,1.28775304,-1.28775151,0.00971135,-0.00971136,0.30004435,-0.30004342,0.70176019,-0.70175900,0.44923826,-0.44923731,0.03385725,-0.03385718,0.51830184,-0.51830212,0.00000000,-0.00000000
-5.27363682,1.27953936,-1.27953719,0.00843355,-0.00843356,0.31744409,-0.31744293,0.69958085,-0.69957942,0.46364210,-0.46364078,0.03479255,-0.03479247,0.48590108,-0.48590125,0.00000000,-0.00000000
-5.26763382,1.28354914,-1.28354633,0.00727351,-0.00727351,0.33846716,-0.33846577,0.70130839,-0.70130671,0.48384680,-0.48384513,0.03594432,-0.03594422,0.45689674,-0.45689679,0.00000000,-0.00000000
-5.26163082,1.29970291,-1.29969949,0.00623016,-0.00623016,0.36300466,-0.36300305,0.70705830,-0.70705639,0.50970181,-0.50969979,0.03730096,-0.03730086,0.43141561,-0.43141556,0.00000000,-0.00000000
