energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.69384692,7.32248775,0.23358860,0.01005437,2.98415609,3.53883281,0.07200225,4.84754207
-5.68784392,7.58954335,0.23885398,0.01047736,3.10536442,3.66495259,0.07397656,5.02283012
-5.68184092,7.83304427,0.24278021,0.01086020,3.21861151,3.78112320,0.07553930,5.18389530
-5.67583792,8.05023980,0.24532235,0.01119641,3.32302832,3.88592354,0.07666707,5.32912047
-5.66983492,8.23894451,0.24646415,0.01148041,3.41793370,3.97819411,0.07734461,5.45724890
-5.66383192,8.39755244,0.24621808,0.01170765,3.50282853,4.05704198,0.07756507,5.56738291
-5.65782891,8.52502946,0.24462446,0.01187475,3.57738169,4.12183532,0.07733014,5.65896785
-5.65182591,8.62088610,0.24174982,0.01197957,3.64140944,4.17218871,0.07664982,5.73176358
-5.64582291,8.68513373,0.23768431,0.01202124,3.69485000,4.20794069,0.07554200,5.78580589
-5.63981991,8.71822816,0.23253867,0.01200023,3.73773553,4.22912581,0.07403183,5.82136119
-5.63381691,8.72100499,0.22644064,0.01191827,3.77016377,4.23594327,0.07215087,5.83887770
-5.62781391,8.69461145,0.21953110,0.01177829,3.79227170,4.22872455,0.06993607,5.83893690
-5.62181091,8.64043910,0.21196008,0.01158437,3.80421324,4.20790226,0.06742876,5.82220830
-5.61580790,8.56006150,0.20388287,0.01134158,3.80614266,4.17398214,0.06467347,5.78941048
-5.60980490,8.45518011,0.19545621,0.01105588,3.79820507,4.12751990,0.06171679,5.74128060
-5.60380190,8.32758082,0.18683487,0.01073391,3.78053431,4.06910388,0.05860628,5.67855379
-5.59779890,8.17910222,0.17816861,0.01038292,3.75325855,3.99934420,0.05538940,5.60195297
-5.59179590,8.01161604,0.16959953,0.01001049,3.71651267,3.91886842,0.05211257,5.51218879
-5.58579290,7.82701855,0.16125992,0.00962449,3.67045624,3.82832306,0.04882035,5.40996850
-5.57978989,7.62723143,0.15327064,0.00923281,3.61529549,3.72838012,0.04555469,5.29601208
-5.57378689,7.41420927,0.14573978,0.00884330,3.55130700,3.61974717,0.04235447,5.17107307
-5.56778389,7.18995098,0.13876192,0.00846355,3.47886107,3.50317949,0.03925497,5.03596156
-5.56178089,6.95651182,0.13241756,0.00810084,3.39844245,3.37949252,0.03628769,4.89156676
-5.55577789,6.71601322,0.12677294,0.00776198,3.31066640,3.24957301,0.03348014,4.73887632
-5.54977489,6.47064759,0.12188011,0.00745321,3.21628842,3.11438747,0.03085587,4.57899044
-5.54377189,6.22267640,0.11777714,0.00718014,3.11620648,2.97498675,0.02843453,4.41312904
-5.53776888,5.97442024,0.11448853,0.00694765,3.01145505,2.83250591,0.02623208,4.24263102
-5.53176588,5.72824046,0.11202586,0.00675982,2.90319100,2.68815915,0.02426104,4.06894527
-5.52576288,5.48651323,0.11038840,0.00661991,2.79267184,2.54322975,0.02253089,3.89361401
-5.51975988,5.25159714,0.10956409,0.00653031,2.68122762,2.39905561,0.02104845,3.71824935
-5.51375688,5.02579649,0.10953053,0.00649249,2.57022801,2.25701104,0.01981836,3.54450491
-5.50775388,4.81132281,0.11025621,0.00650702,2.46104648,2.11848616,0.01884362,3.37404429
-5.50175088,4.61025725,0.11170192,0.00657354,2.35502393,1.98486482,0.01812610,3.20850872
-5.49574787,4.42451665,0.11382230,0.00669084,2.25343370,1.85750263,0.01766718,3.04948605
-5.48974487,4.25582571,0.11656765,0.00685684,2.15745025,1.73770615,0.01746826,2.89848310
-5.48374187,4.10569733,0.11988577,0.00706866,2.06812314,1.62671444,0.01753142,2.75690302
-5.47773887,3.97542242,0.12372398,0.00732272,1.98635787,1.52568372,0.01785993,2.62602901
-5.47173587,3.86606990,0.12803112,0.00761484,1.91290431,1.43567592,0.01845878,2.50701490
-5.46573287,3.77849665,0.13275959,0.00794033,1.84835327,1.35765106,0.01933514,2.40088280
-5.45972986,3.71336643,0.13786716,0.00829412,1.79314110,1.29246372,0.02049874,2.30852729
-5.45372686,3.67117614,0.14331867,0.00867095,1.74756136,1.24086298,0.02196204,2.23072514
-5.44772386,3.65228707,0.14908739,0.00906548,1.71178286,1.20349534,0.02374042,2.16814914
-5.44172086,3.65695855,0.15515601,0.00947246,1.68587214,1.18090971,0.02585202,2.12138431
-5.43571786,3.68538097,0.16151721,0.00988690,1.66981895,1.17356352,0.02831747,2.09094458
-5.42971486,3.73770532,0.16817369,0.01030418,1.66356259,1.18182901,0.03115945,2.07728813
-5.42371186,3.81406661,0.17513778,0.01072022,1.66701732,1.20599852,0.03440187,2.08082945
-5.41770885,3.91459871,0.18243040,0.01113157,1.68009493,1.24628818,0.03806902,2.10194684
-5.41170585,4.03943902,0.19007966,0.01153549,1.70272294,1.30283900,0.04218430,2.14098410
-5.40570285,4.18872179,0.19811895,0.01192999,1.73485709,1.37571499,0.04676894,2.19824564
-5.39969985,4.36255987,0.20658463,0.01231389,1.77648720,1.46489803,0.05184046,2.27398494
-5.39369685,4.56101526,0.21551354,0.01268673,1.82763598,1.57027944,0.05741100,2.36838653
-5.38769385,4.78405975,0.22494021,0.01304880,1.88835075,1.69164846,0.06348573,2.48154225
-5.38169085,5.03152742,0.23489409,0.01340097,1.95868836,1.82867828,0.07006118,2.61342284
-5.37568784,5.30306154,0.24539675,0.01374464,2.03869433,1.98091001,0.07712372,2.76384643
-5.36968484,5.59805857,0.25645930,0.01408155,2.12837723,2.14773583,0.08464825,2.93244560
-5.36368184,5.91561260,0.26808000,0.01441365,2.22767968,2.32838196,0.09259717,3.11863472
-5.35767884,6.25446307,0.28024221,0.01474289,2.33644788,2.52189273,0.10091967,3.32157966
-5.35167584,6.61294928,0.29291277,0.01507109,2.45440111,2.72711679,0.10955152,3.54017160
-5.34567284,6.98897427,0.30604083,0.01539973,2.58110316,2.94269640,0.11841531,3.77300654
-5.33966983,7.37998079,0.31955717,0.01572981,2.71593742,3.16706104,0.12742113,4.01837224
-5.33366683,7.78294141,0.33337407,0.01606172,2.85808700,3.39842593,0.13646794,4.27424354
-5.32766383,8.19436419,0.34738568,0.01639509,3.00652148,3.63479649,0.14544528,4.53828718
-5.32166083,8.61031505,0.36146900,0.01672876,3.15999112,3.87397905,0.15423555,4.80787659
-5.31565783,9.02645690,0.37548528,0.01706072,3.31702951,4.11359843,0.16271670,5.08011690
-5.30965483,9.43810547,0.38928204,0.01738809,3.47596494,4.35112235,0.17076516,5.35188007
-5.30365183,9.84030076,0.40269545,0.01770720,3.63494056,4.58389268,0.17825911,5.61984966
-5.29764882,10.22789263,0.41555322,0.01801362,3.79194317,4.80916332,0.18508168,5.88057450
-5.29164582,10.59563865,0.42767781,0.01830234,3.94483982,5.02414400,0.19112432,6.13053004
-5.28564282,10.93831162,0.43889003,0.01856788,4.09142151,5.22604929,0.19628980,6.36618622
-5.27963982,11.25081392,0.44901287,0.01880447,4.22945247,5.41215178,0.20049513,6.58407996
-5.27363682,11.52829564,0.45787548,0.01900629,4.35672383,5.57983827,0.20367392,6.78089069
-5.26763382,11.76627293,0.46531726,0.01916767,4.47110983,5.72666726,0.20577837,6.95351664
-5.26163082,11.96074311,0.47119201,0.01928333,4.57062476,5.85042646,0.20678065,7.09915000
-5.25562781,12.10829304,0.47537186,0.01934857,4.65347892,5.94918833,0.20667370,7.21534841
-5.24962481,12.20619701,0.47775104,0.01935952,4.71813149,6.02136184,0.20547139,7.30010079
-5.24362181,12.25250107,0.47824929,0.01931331,4.76333854,6.06573882,0.20320809,7.35188518
-5.23761881,12.24609057,0.47681484,0.01920824,4.78819462,6.08153291,0.19993760,7.36971653
-5.23161581,12.18673833,0.47342674,0.01904391,4.79216606,6.06840968,0.19573166,7.35318267
-5.22561281,12.07513139,0.46809662,0.01882124,4.77511503,6.02650642,0.19067785,7.30246683
-5.21960980,11.91287480,0.46086964,0.01854261,4.73731316,5.95644057,0.18487726,7.21835562
-5.21360680,11.70247175,0.45182461,0.01821172,4.67944410,5.85930607,0.17844181,7.10223171
-5.20760380,11.44728006,0.44107330,0.01783362,4.60259485,5.73665731,0.17149141,6.95605096
-5.20160080,11.15144583,0.42875885,0.01741455,4.50823578,5.59048085,0.16415108,6.78230438
-5.19559780,10.81981608,0.41505335,0.01696176,4.39819006,5.42315558,0.15654802,6.58396574
-5.18959480,10.45783265,0.40015460,0.01648337,4.27459316,5.23740224,0.14880891,6.36442616
-5.18359180,10.07141060,0.38428223,0.01598810,4.13984382,5.03622405,0.14105727,6.12741766
-5.17758879,9.66680483,0.36767307,0.01548504,3.99654788,4.82284006,0.13341118,5.87692788
-5.17158579,9.25046907,0.35057620,0.01498337,3.84745671,4.60061349,0.12598122,5.61710862
-5.16558279,8.82891159,0.33324752,0.01449214,3.69540223,4.37297730,0.11886875,5.35218097
-5.15957979,8.40855221,0.31594424,0.01402000,3.54323040,4.14335945,0.11216460,5.08634013
-5.15357679,7.99558486,0.29891927,0.01357496,3.39373531,3.91511008,0.10594800,4.82366267
-5.14757379,7.59584978,0.28241581,0.01316422,3.24959562,3.69143288,0.10028594,4.56801904
-5.14157079,7.21471899,0.26666220,0.01279397,3.11331542,3.47532265,0.09523278,4.32299392
-5.13556778,6.85699787,0.25186718,0.01246927,2.98717079,3.26951052,0.09083020,4.09181652
-5.12956478,6.52684519,0.23821581,0.01219396,2.87316375,3.07641839,0.08710732,3.87730245
-5.12356178,6.22771316,0.22586590,0.01197063,2.77298453,2.89812313,0.08408115,3.68180867
-5.11755878,5.96230809,0.21494537,0.01180061,2.68798292,2.73633127,0.08175711,3.50720208
-5.11155578,5.73257180,0.20555026,0.01168399,2.61914940,2.59236406,0.08012975,3.35484205
-5.10555278,5.53968291,0.19774374,0.01161971,2.56710604,2.46715267,0.07918352,3.22557680
-5.09954977,5.38407695,0.19155589,0.01160565,2.53210733,2.36124285,0.07889371,3.11975295
-5.09354677,5.26548330,0.18698437,0.01163878,2.51405032,2.27480835,0.07922735,3.03723725
-5.08754377,5.18297694,0.18399594,0.01171528,2.51249383,2.20767171,0.08014424,2.97744933
-5.08154077,5.13504264,0.18252874,0.01183072,2.52668564,2.15933170,0.08159791,2.93940382
-5.07553777,5.11964905,0.18249527,0.01198021,2.55559693,2.12899582,0.08353673,2.92176048
-5.06953477,5.13433011,0.18378598,0.01215857,2.59796267,2.11561682,0.08590500,2.92288031
-5.06353177,5.17627144,0.18627340,0.01236049,2.65232688,2.11793216,0.08864399,2.94088616
-5.05752876,5.24239910,0.18981659,0.01258067,2.71709123,2.13450510,0.09169321,2.97372592
-5.05152576,5.32946864,0.19426587,0.01281400,2.79056561,2.16376663,0.09499151,3.01923658
-5.04552276,5.43415220,0.19946769,0.01305560,2.87101923,2.20405714,0.09847831,3.07520762
-5.03951976,5.55312183,0.20526933,0.01330099,2.95673065,2.25366717,0.10209487,3.13944195
-5.03351676,5.68312706,0.21152350,0.01354616,3.04603517,2.31087638,0.10578546,3.20981307
-5.02751376,5.82106523,0.21809255,0.01378760,3.13736829,2.37399000,0.10949857,3.28431692
-5.02151076,5.96404300,0.22485213,0.01402237,3.22930362,2.44137221,0.11318798,3.36111706
-5.01550775,6.10942757,0.23169425,0.01424808,3.32058419,2.51147582,0.11681378,3.43858223
-5.00950475,6.25488675,0.23852955,0.01446294,3.41014592,2.58286761,0.12034317,3.51531496
-5.00350175,6.39841652,0.24528877,0.01466567,3.49713251,2.65424886,0.12375103,3.59017075
-4.99749875,6.53835573,0.25192323,0.01485551,3.58090119,2.72447071,0.12702026,3.66226693
-4.99149575,6.67338736,0.25840444,0.01503213,3.66101898,2.79254385,0.13014177,3.73098121
-4.98549275,6.80252645,0.26472273,0.01519556,3.73724973,2.85764245,0.13311419,3.79593968
-4.97948974,6.92509508,0.27088500,0.01534611,3.80953231,2.91910233,0.13594318,3.85699487
-4.97348674,7.04068536,0.27691168,0.01548426,3.87795092,2.97641328,0.13864037,3.91419466
-4.96748374,7.14911180,0.28283295,0.01561057,3.94269872,3.02920616,0.14122205,3.96774306
-4.96148074,7.25035507,0.28868452,0.01572556,4.00403639,3.07723520,0.14370753,4.01795470
-4.95547774,7.34449952,0.29450302,0.01582963,4.06224748,3.12035632,0.14611726,4.06520476
-4.94947474,7.43166727,0.30032128,0.01592295,4.11759283,3.15850257,0.14847087,4.10987676
-4.94347174,7.51195207,0.30616368,0.01600537,4.17026598,3.19165780,0.15078514,4.15231050
-4.93746873,7.58535622,0.31204195,0.01607637,4.22035228,3.21982997,0.15307205,4.19275284
-4.93146573,7.65173395,0.31795137,0.01613500,4.26779351,3.24302547,0.15533699,4.23131378
-4.92546273,7.71074457,0.32386791,0.01617984,4.31236033,3.26122585,0.15757729,4.26793026
-4.91945973,7.76181807,0.32974618,0.01620902,4.35363413,3.27436829,0.15978113,4.30233975
-4.91345673,7.80413586,0.33551857,0.01622023,4.39099961,3.28233105,0.16192685,4.33406531
-4.90745373,7.83662816,0.34109554,0.01621076,4.42364895,3.28492466,0.16398292,4.36241338
-4.90145073,7.85798900,0.34636713,0.01617759,4.45059782,3.28188972,0.16590834,4.38648460
-4.89544772,7.86670893,0.35120568,0.01611749,4.47071274,3.27290134,0.16765366,4.40519778
-4.88944472,7.86112423,0.35546962,0.01602712,4.48274901,3.25758033,0.16916255,4.41732604
-4.88344172,7.83948106,0.35900829,0.01590319,4.48539759,3.23551048,0.17037385,4.42154354
-4.87743872,7.80001138,0.36166745,0.01574257,4.47733877,3.20626122,0.17122393,4.41648097
-4.87143572,7.74101739,0.36329535,0.01554248,4.45730022,3.16941438,0.17164947,4.40078681
-4.86543272,7.66096022,0.36374900,0.01530061,4.42411664,3.12459359,0.17159029,4.37319171
-4.85942971,7.55854843,0.36290037,0.01501527,4.37678802,3.07149476,0.17099226,4.33257261
-4.85342671,7.43282179,0.36064226,0.01468548,4.31453353,3.00991588,0.16981002,4.27801346
-4.84742371,7.28322592,0.35689345,0.01431113,4.23683844,2.93978443,0.16800955,4.20885945
-4.84142071,7.10967377,0.35160297,0.01389297,4.14349147,2.86118085,0.16557030,4.12476210
-4.83541771,6.91259064,0.34475325,0.01343273,4.03461076,2.77435665,0.16248679,4.02571290
-4.82941471,6.69294036,0.33636193,0.01293304,3.91065703,2.67974616,0.15876980,3.91206381
-4.82341171,6.45223084,0.32648236,0.01239749,3.77243328,2.57797113,0.15444681,3.78453381
-4.81740870,6.19249888,0.31520268,0.01183049,3.62107102,2.46983778,0.14956188,3.64420108
-4.81140570,5.91627458,0.30264358,0.01123722,3.45800375,2.35632650,0.14417492,3.49248144
-4.80540270,5.62652710,0.28895482,0.01062348,3.28492901,2.23857449,0.13836036,3.33109406
-4.79939970,5.32659417,0.27431076,0.00999557,3.10376094,2.11785212,0.13220529,3.16201627
-4.79339670,5.02009858,0.25890503,0.00936010,2.91657554,1.99553417,0.12580727,2.98742954
-4.78739370,4.71085535,0.24294472,0.00872386,2.72555149,1.87306698,0.11927162,2.80965921
-4.78139070,4.40277343,0.22664422,0.00809359,2.53290893,1.75193319,0.11270870,2.63111056
-4.77538769,4.09975606,0.21021915,0.00747586,2.34084922,1.63361514,0.10623088,2.45420384
-4.76938469,3.80560349,0.19388046,0.00687690,2.15149798,1.51955866,0.09994960,2.28131091
-4.76338169,3.52392152,0.17782915,0.00630245,1.96685377,1.41113826,0.09397249,2.11469556
-4.75737869,3.25803898,0.16225152,0.00575763,1.78874411,1.30962503,0.08840066,1.95645972
-4.75137569,3.01093615,0.14731546,0.00524686,1.61879035,1.21615801,0.08332617,1.80849672
-4.74537269,2.78518617,0.13316747,0.00477377,1.45838201,1.13171991,0.07882989,1.67245300
-4.73936968,2.58291020,0.11993081,0.00434116,1.30866102,1.05711756,0.07497962,1.54969874
-4.73336668,2.40574682,0.10770451,0.00395099,1.17051574,0.99296735,0.07182865,1.44130762
-4.72736368,2.25483552,0.09656342,0.00360437,1.04458397,0.93968587,0.06941460,1.34804573
-4.72136068,2.13081367,0.08655891,0.00330156,0.93126420,0.89748557,0.06775881,1.27036896
-4.71535768,2.03382596,0.07772044,0.00304206,0.83073365,0.86637523,0.06686594,1.20842844
-4.70935468,1.96354512,0.07005761,0.00282467,0.74297190,0.84616510,0.06672413,1.16208303
-4.70335168,1.91920260,0.06356262,0.00264753,0.66778833,0.83647625,0.06730540,1.13091805
-4.69734867,1.89962765,0.05821305,0.00250824,0.60485212,0.83675372,0.06856652,1.11426919
-4.69134567,1.90329339,0.05397470,0.00240395,0.55372310,0.84628313,0.07045009,1.11125071
-4.68534267,1.92836850,0.05080444,0.00233145,0.51388223,0.86421034,0.07288611,1.12078693
-4.67933967,1.97277295,0.04865291,0.00228729,0.48476050,0.88956356,0.07579364,1.14164616
-4.67333667,2.03423643,0.04746704,0.00226789,0.46576515,0.92127760,0.07908289,1.17247612
-4.66733367,2.11035826,0.04719215,0.00226962,0.45630247,0.95821965,0.08265740,1.21184016
-4.66133067,2.19866719,0.04777377,0.00228889,0.45579657,0.99921606,0.08641642,1.25825335
-4.65532766,2.29667988,0.04915904,0.00232230,0.46370369,1.04307952,0.09025744,1.31021774
-4.64932466,2.40195673,0.05129765,0.00236663,0.47952180,1.08863603,0.09407865,1.36625602
-4.64332166,2.51215359,0.05414242,0.00241899,0.50279554,1.13475091,0.09778154,1.42494289
-4.63731866,2.62506826,0.05764940,0.00247682,0.53311660,1.18035330,0.10127320,1.48493337
-4.63131566,2.73868041,0.06177772,0.00253797,0.57011978,1.22445827,0.10446864,1.54498748
-4.62531266,2.85118395,0.06648899,0.00260070,0.61347528,1.26618612,0.10729273,1.60399074
-4.61930965,2.96101111,0.07174656,0.00266370,0.66287780,1.30477804,0.10968191,1.66096998
-4.61330665,3.06684752,0.07751451,0.00272610,0.71803302,1.33960790,0.11158548,1.71510417
-4.60730365,3.16763815,0.08375659,0.00278741,0.77864247,1.37018967,0.11296653,1.76573025
-4.60130065,3.26258428,0.09043500,0.00284753,0.84438752,1.39618030,0.11380242,1.81234375
-4.59529765,3.35113198,0.09750937,0.00290664,0.91491356,1.41737816,0.11408482,1.85459476
-4.58929465,3.43295306,0.10493574,0.00296521,0.98981527,1.43371719,0.11381928,1.89227943
-4.58329165,3.50791977,0.11266576,0.00302386,1.06862394,1.44525707,0.11302447,1.92532771
-4.57728864,3.57607483,0.12064614,0.00308333,1.15079781,1.45217007,0.11173094,1.95378813
-4.57128564,3.63759843,0.12881843,0.00314440,1.23571608,1.45472517,0.10997970,1.97781042
-4.56528264,3.69277434,0.13711905,0.00320781,1.32267729,1.45327034,0.10782043,1.99762691
-4.55927964,3.74195668,0.14547976,0.00327419,1.41090251,1.44821373,0.10530961,2.01353363
-4.55327664,3.78553917,0.15382842,0.00334399,1.49954334,1.44000462,0.10250850,2.02587196
-4.54727364,3.82392835,0.16209006,0.00341750,1.58769477,1.42911505,0.09948117,2.03501153
-4.54127064,3.85752179,0.17018824,0.00349473,1.67441242,1.41602269,0.09629251,2.04133504
-4.53526763,3.88669183,0.17804657,0.00357546,1.75873353,1.40119565,0.09300644,2.04522527
-4.52926463,3.91177526,0.18559040,0.00365921,1.83970060,1.38507957,0.08968419,2.04705453
-4.52326163,3.93306850,0.19274847,0.00374528,1.91638680,1.36808731,0.08638295,2.04717652
-4.51725863,3.95082751,0.19945455,0.00383276,1.98792158,1.35059125,0.08315457,2.04592037
-4.51125563,3.96527151,0.20564885,0.00392056,2.05351533,1.33291814,0.08004470,2.04358646
-4.50525263,3.97658908,0.21127929,0.00400748,2.11248153,1.31534625,0.07709205,2.04044363
-4.49924962,3.98494511,0.21630229,0.00409227,2.16425528,1.29810443,0.07432796,2.03672722
-4.49324662,3.99048731,0.22068339,0.00417364,2.20840707,1.28137270,0.07177621,2.03263734
-4.48724362,3.99335078,0.22439729,0.00425034,2.24465096,1.26528394,0.06945302,2.02833706
-4.48124062,3.99365974,0.22742766,0.00432120,2.27284677,1.24992610,0.06736720,2.02395018
-4.47523762,3.99152565,0.22976653,0.00438515,2.29299605,1.23534473,0.06552053,2.01955827
-4.46923462,3.98704151,0.23141336,0.00444126,2.30523215,1.22154539,0.06390823,2.01519715
-4.46323162,3.98027263,0.23237393,0.00448876,2.30980502,1.20849590,0.06251946,2.01085289
-4.45722861,3.97124452,0.23265907,0.00452701,2.30706171,1.19612816,0.06133805,2.00645779
-4.45122561,3.95992902,0.23228340,0.00455554,2.29742371,1.18433981,0.06034316,2.00188670
-4.44522261,3.94623004,0.23126410,0.00457399,2.28136263,1.17299574,0.05951003,1.99695438
-4.43921961,3.92997069,0.22961982,0.00458214,2.25937566,1.16192977,0.05881081,1.99141450
-4.43321661,3.91088320,0.22736992,0.00457983,2.23196227,1.15094673,0.05821531,1.98496083
-4.42721361,3.88860344,0.22453392,0.00456697,2.19960359,1.13982522,0.05769189,1.97723106
-4.42121061,3.86267117,0.22113130,0.00454352,2.16274551,1.12832142,0.05720824,1.96781384
-4.41520760,3.83253704,0.21718175,0.00450945,2.12178651,1.11617401,0.05673223,1.95625882
-4.40920460,3.79757679,0.21270559,0.00446474,2.07707060,1.10311039,0.05623270,1.94208999
-4.40320160,3.75711259,0.20772459,0.00440936,2.02888569,1.08885423,0.05568027,1.92482170
-4.39719860,3.71044082,0.20226301,0.00434332,1.97746719,1.07313406,0.05504802,1.90397703
-4.39119560,3.65686529,0.19634873,0.00426661,1.92300615,1.05569283,0.05431221,1.87910759
-4.38519260,3.59573417,0.19001455,0.00417926,1.86566138,1.03629796,0.05345280,1.84981406
-4.37918959,3.52647877,0.18329936,0.00408135,1.80557434,1.01475152,0.05245400,1.81576615
-4.37318659,3.44865200,0.17624934,0.00397304,1.74288568,0.99089988,0.05130459,1.77672124
-4.36718359,3.36196429,0.16891886,0.00385460,1.67775225,0.96464251,0.04999816,1.73254054
-4.36118059,3.26631484,0.16137127,0.00372640,1.61036329,0.93593928,0.04853324,1.68320182
-4.35517759,3.16181640,0.15367934,0.00358897,1.54095477,0.90481595,0.04691324,1.62880813
-4.34917459,3.04881194,0.14592550,0.00344301,1.46982105,0.87136727,0.04514623,1.56959187
-4.34317159,2.92788233,0.13820165,0.00328935,1.39732300,0.83575783,0.04324467,1.50591394
-4.33716858,2.79984440,0.13060883,0.00312903,1.32389233,0.79822013,0.04122493,1.43825811
-4.33116558,2.66573945,0.12325655,0.00296322,1.25003191,0.75905034,0.03910674,1.36722068
-4.32516258,2.52681284,0.11626185,0.00279325,1.17631208,0.71860156,0.03691255,1.29349605
-4.31915958,2.38448560,0.10974824,0.00262055,1.10336350,0.67727517,0.03466683,1.21785895
-4.31315658,2.24031958,0.10384437,0.00244666,1.03186673,0.63551049,0.03239532,1.14114406
-4.30715358,2.09597790,0.09868256,0.00227316,0.96253953,0.59377333,0.03012431,1.06422407
