energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,1.98708521,-1.98708187,1.88756691,-1.88756424,0.63505133,-0.63504997,0.16400301,-0.16400291,0.14903165,-0.14903130,0.00062486,-0.00062485,0.81391542,-0.81391432,0.00700759,-0.00700759,0.30989638,-0.30989589
-5.91595798,2.04861523,-2.04861157,1.92664412,-1.92664114,0.65221984,-0.65221836,0.16627553,-0.16627540,0.15960588,-0.15960551,0.00068999,-0.00068999,0.83765862,-0.83765739,0.00717438,-0.00717438,0.32003723,-0.32003672
-5.90995498,2.11634022,-2.11633623,1.97201168,-1.97200835,0.67081368,-0.67081207,0.16953429,-0.16953413,0.17112991,-0.17112952,0.00077377,-0.00077377,0.86352111,-0.86351972,0.00738654,-0.00738654,0.33128511,-0.33128459
-5.90395198,2.19014995,-2.19014561,2.02379396,-2.02379026,0.69089282,-0.69089107,0.17368504,-0.17368486,0.18355400,-0.18355359,0.00087682,-0.00087682,0.89156948,-0.89156792,0.00763626,-0.00763626,0.34350951,-0.34350899
-5.89794897,2.26974764,-2.26974296,2.08190287,-2.08189879,0.71245733,-0.71245542,0.17862026,-0.17862006,0.19681675,-0.19681633,0.00099964,-0.00099963,0.92178538,-0.92178365,0.00791574,-0.00791574,0.35655777,-0.35655725
-5.89194597,2.35463892,-2.35463391,2.14602289,-2.14601844,0.73543951,-0.73543745,0.18422246,-0.18422225,0.21084530,-0.21084487,0.00114256,-0.00114256,0.95405618,-0.95405429,0.00821734,-0.00821734,0.37025848,-0.37025797
-5.88594297,2.44412840,-2.44412311,2.21560421,-2.21559943,0.75969881,-0.75969661,0.19036787,-0.19036766,0.22555594,-0.22555550,0.00130569,-0.00130568,0.98816924,-0.98816720,0.00853379,-0.00853379,0.38442583,-0.38442533
-5.87993997,2.53732481,-2.53731928,2.28986515,-2.28986008,0.78501979,-0.78501746,0.19693015,-0.19692995,0.24085493,-0.24085449,0.00148882,-0.00148882,1.02381042,-1.02380825,0.00885843,-0.00885842,0.39886465,-0.39886417
-5.87393697,2.63315465,-2.63314896,2.36780407,-2.36779880,0.81111358,-0.81111114,0.20378417,-0.20378397,0.25663967,-0.25663924,0.00169144,-0.00169143,1.06056703,-1.06056477,0.00918535,-0.00918535,0.41337597,-0.41337552
-5.86793397,2.73038451,-2.73037875,2.44822119,-2.44821579,0.83762281,-0.83762030,0.21080951,-0.21080932,0.27280008,-0.27279966,0.00191260,-0.00191259,1.09793546,-1.09793315,0.00950963,-0.00950962,0.42776285,-0.42776244
-5.86193097,2.82765121,-2.82764548,2.52974944,-2.52974402,0.86412995,-0.86412740,0.21789381,-0.21789363,0.28922012,-0.28921971,0.00215093,-0.00215092,1.13533336,-1.13533104,0.00982745,-0.00982744,0.44183620,-0.44183584
-5.85592796,2.92349892,-2.92349332,2.61089382,-2.61088851,0.89016885,-0.89016630,0.22493553,-0.22493537,0.30577950,-0.30577911,0.00240459,-0.00240458,1.17211582,-1.17211356,0.01013625,-0.01013625,0.45542034,-0.45542004
-5.84992496,3.01642171,-3.01641638,2.69007760,-2.69007251,0.91523898,-0.91523649,0.23184632,-0.23184618,0.32235555,-0.32235518,0.00267126,-0.00267124,1.20759530,-1.20759315,0.01043485,-0.01043485,0.46835808,-0.46835783
-5.84392196,3.10491008,-3.10490512,2.76569360,-2.76568887,0.93882185,-0.93881945,0.23855270,-0.23855258,0.33882507,-0.33882473,0.00294811,-0.00294810,1.24106406,-1.24106208,0.01072346,-0.01072346,0.48051500,-0.48051482
-5.83791896,3.18749916,-3.18749470,2.83615848,-2.83615425,0.96039881,-0.96039656,0.24499718,-0.24499709,0.35506632,-0.35506602,0.00323190,-0.00323189,1.27181856,-1.27181683,0.01100375,-0.01100376,0.49178295,-0.49178284
-5.83191596,3.26281694,-3.26281309,2.89996760,-2.89996399,0.97946957,-0.97946751,0.25113868,-0.25113861,0.37096103,-0.37096076,0.00351894,-0.00351892,1.29918447,-1.29918303,0.01127887,-0.01127887,0.50208239,-0.50208236
-5.82591296,3.32963008,-3.32962695,2.95574805,-2.95574517,0.99557048,-0.99556867,0.25695237,-0.25695232,0.38639637,-0.38639614,0.00380519,-0.00380518,1.32254119,-1.32254010,0.01155332,-0.01155333,0.51136367,-0.51136371
-5.81990995,3.38688551,-3.38688319,3.00230732,-3.00230528,1.00829188,-1.00829035,0.26242892,-0.26242890,0.40126700,-0.40126681,0.00408639,-0.00408638,1.34134490,-1.34134421,0.01183296,-0.01183297,0.51960712,-0.51960723
-5.81390695,3.43374599,-3.43374455,3.03867558,-3.03867446,1.01729353,-1.01729232,0.26757333,-0.26757333,0.41547700,-0.41547685,0.00435810,-0.00435808,1.35514892,-1.35514868,0.01212482,-0.01212482,0.52682210,-0.52682229
-5.80790395,3.46961804,-3.46961753,3.06413944,-3.06413930,1.02231771,-1.02231685,0.27240332,-0.27240334,0.42894180,-0.42894170,0.00461585,-0.00461584,1.36362052,-1.36362075,0.01243698,-0.01243698,0.53304497,-0.53304522
-5.80190095,3.49417122,-3.49417168,3.07826577,-3.07826665,1.02319919,-1.02319870,0.27694755,-0.27694759,0.44159000,-0.44158994,0.00485529,-0.00485528,1.36655339,-1.36655412,0.01277838,-0.01277839,0.53833619,-0.53833651
-5.79589795,3.50734803,-3.50734946,3.08091463,-3.08091653,1.01987177,-1.01987165,0.28124375,-0.28124380,0.45336505,-0.45336503,0.00507231,-0.00507230,1.36387536,-1.36387658,0.01315862,-0.01315862,0.54277681,-0.54277719
-5.78989495,3.50936412,-3.50936652,3.07224073,-3.07224364,1.01237115,-1.01237142,0.28533680,-0.28533687,0.46422676,-0.46422678,0.00526318,-0.00526317,1.35565085,-1.35565256,0.01358771,-0.01358771,0.54646442,-0.54646486
-5.78389195,3.50069928,-3.50070259,3.05268381,-3.05268769,1.00083412,-1.00083475,0.28927708,-0.28927716,0.47415265,-0.47415272,0.00542469,-0.00542468,1.34207832,-1.34208050,0.01407584,-0.01407584,0.54950891,-0.54950939
-5.77788894,3.48207954,-3.48208371,3.02294836,-3.02295315,0.98549407,-0.98549505,0.29311902,-0.29311911,0.48313896,-0.48313907,0.00555427,-0.00555426,1.32348270,-1.32348533,0.01463311,-0.01463311,0.55202826,-0.55202877
-5.77188594,3.45445182,-3.45445677,2.98397424,-2.98397984,0.96667325,-0.96667456,0.29692002,-0.29692011,0.49120141,-0.49120156,0.00565006,-0.00565005,1.30030342,-1.30030645,0.01526925,-0.01526925,0.55414455,-0.55414510
-5.76588294,3.41895226,-3.41895789,2.93689962,-2.93690593,0.94477223,-0.94477383,0.30073977,-0.30073987,0.49837557,-0.49837575,0.00571106,-0.00571105,1.27307859,-1.27308198,0.01599333,-0.01599333,0.55598051,-0.55598108
-5.75987994,3.37686992,-3.37687612,2.88301840,-2.88302530,0.92025693,-0.92025877,0.30464002,-0.30464012,0.50471689,-0.50471711,0.00573708,-0.00573707,1.24242630,-1.24242997,0.01681349,-0.01681348,0.55765664,-0.55765722
-5.75387694,3.32960766,-3.32961430,2.82373420,-2.82374155,0.89364408,-0.89364612,0.30868469,-0.30868479,0.51030028,-0.51030052,0.00572884,-0.00572884,1.20902373,-1.20902764,0.01773660,-0.01773658,0.55928912,-0.55928970
-5.74787394,3.27864171,-3.27864866,2.76051321,-2.76052088,0.86548558,-0.86548777,0.31294029,-0.31294039,0.51521923,-0.51521949,0.00568792,-0.00568791,1.17358534,-1.17358941,0.01876801,-0.01876800,0.56098858,-0.56098915
-5.74187094,3.22548180,-3.22548892,2.69483798,-2.69484582,0.83635257,-0.83635486,0.31747668,-0.31747677,0.51958457,-0.51958484,0.00561668,-0.00561668,1.13684076,-1.13684492,0.01991126,-0.01991124,0.56285972,-0.56286028
-5.73586793,3.17163312,-3.17164028,2.62816411,-2.62817197,0.80681970,-0.80682203,0.32236777,-0.32236785,0.52352270,-0.52352298,0.00551825,-0.00551825,1.09951350,-1.09951769,0.02116777,-0.02116774,0.56500169,-0.56500222
-5.72986493,3.11856136,-3.11856842,2.56188140,-2.56188915,0.77745020,-0.77745252,0.32769227,-0.32769233,0.52717344,-0.52717372,0.00539635,-0.00539635,1.06230115,-1.06230530,0.02253662,-0.02253658,0.56750918,-0.56750968
-5.72386193,3.06766167,-3.06766850,2.49728068,-2.49728820,0.74878223,-0.74878450,0.33353422,-0.33353427,0.53068748,-0.53068776,0.00525520,-0.00525520,1.02585778,-1.02586182,0.02401429,-0.02401425,0.57047402,-0.57047449
-5.71785893,3.02023209,-3.02023857,2.43552710,-2.43553426,0.72131686,-0.72131903,0.33998314,-0.33998317,0.53422342,-0.53422368,0.00509936,-0.00509936,0.99077879,-0.99078268,0.02559453,-0.02559448,0.57398706,-0.57398748
-5.71185593,2.97745160,-2.97745764,2.37763999,-2.37764669,0.69550779,-0.69550980,0.34713361,-0.34713361,0.53794453,-0.53794476,0.00493356,-0.00493356,0.95758883,-0.95759251,0.02726816,-0.02726811,0.57814007,-0.57814043
-5.70585293,2.94036278,-2.94036827,2.32447948,-2.32448564,0.67175309,-0.67175492,0.35508427,-0.35508424,0.54201515,-0.54201535,0.00476254,-0.00476254,0.92673262,-0.92673605,0.02902306,-0.02902300,0.58302746,-0.58302775
-5.69984992,2.90985855,-2.90986341,2.27673908,-2.27674464,0.65038897,-0.65039058,0.36393609,-0.36393602,0.54659697,-0.54659713,0.00459090,-0.00459090,0.89856875,-0.89857190,0.03084411,-0.03084406,0.58874745,-0.58874766
-5.69384692,2.88667272,-2.88667689,2.23494363,-2.23494853,0.63168530,-0.63168668,0.37378983,-0.37378970,0.55184501,-0.55184512,0.00442293,-0.00442293,0.87336636,-0.87336920,0.03271336,-0.03271330,0.59540258,-0.59540271
-5.68784392,2.87137348,-2.87137691,2.19945156,-2.19945577,0.61584311,-0.61584423,0.38474274,-0.38474256,0.55790357,-0.55790362,0.00426246,-0.00426246,0.85130429,-0.85130681,0.03461012,-0.03461006,0.60309920,-0.60309924
-5.68184092,2.86435933,-2.86436199,2.17046048,-2.17046399,0.60299352,-0.60299437,0.39688463,-0.39688439,0.56490210,-0.56490208,0.00411279,-0.00411279,0.83247258,-0.83247478,0.03651134,-0.03651128,0.61194596,-0.61194589
-5.67583792,2.86585686,-2.86585872,2.14801509,-2.14801789,0.59319825,-0.59319882,0.41029332,-0.41029301,0.57295114,-0.57295105,0.00397654,-0.00397654,0.81687580,-0.81687767,0.03839191,-0.03839185,0.62205105,-0.62205088
-5.66983492,2.87591988,-2.87592095,2.13201641,-2.13201853,0.58645124,-0.58645154,0.42502967,-0.42502929,0.58213841,-0.58213824,0.00385563,-0.00385563,0.80443797,-0.80443952,0.04022522,-0.04022515,0.63351840,-0.63351812
-5.66383192,2.89442971,-2.89443001,2.12223177,-2.12223324,0.58268146,-0.58268149,0.44113256,-0.44113210,0.59252509,-0.59252484,0.00375123,-0.00375123,0.79500871,-0.79500996,0.04198366,-0.04198359,0.64644278,-0.64644238
-5.65782891,2.92109650,-2.92109606,2.11830490,-2.11830578,0.58175651,-0.58175629,0.45861386,-0.45861331,0.60414252,-0.60414218,0.00366374,-0.00366374,0.78837043,-0.78837140,0.04363936,-0.04363929,0.66090404,-0.66090352
-5.65182591,2.95546176,-2.95546062,2.11976604,-2.11976638,0.58348713,-0.58348668,0.47745388,-0.47745325,0.61698936,-0.61698894,0.00359285,-0.00359285,0.78424621,-0.78424694,0.04516481,-0.04516475,0.67696084,-0.67696019
-5.64582291,2.99690240,-2.99690063,2.12604191,-2.12604178,0.58763240,-0.58763174,0.49759746,-0.49759674,0.63102940,-0.63102889,0.00353756,-0.00353756,0.78230831,-0.78230883,0.04653368,-0.04653362,0.69464407,-0.69464330
-5.63981991,3.04463680,-3.04463446,2.13646591,-2.13646539,0.59390554,-0.59390470,0.51895108,-0.51895028,0.64619010,-0.64618952,0.00349625,-0.00349625,0.78218714,-0.78218749,0.04772153,-0.04772147,0.71395057,-0.71394967
-5.63381691,3.09773338,-3.09773055,2.15028872,-2.15028788,0.60198051,-0.60197952,0.54138118,-0.54138030,0.66236206,-0.66236140,0.00346682,-0.00346682,0.78348061,-0.78348082,0.04870652,-0.04870647,0.73483732,-0.73483630
-5.62781391,3.15512228,-3.15511905,2.16668984,-2.16668878,0.61149899,-0.61149787,0.56471394,-0.56471298,0.67939946,-0.67939873,0.00344674,-0.00344674,0.78576376,-0.78576388,0.04947015,-0.04947010,0.75721675,-0.75721563
-5.62181091,3.21561065,-3.21560712,2.18479055,-2.18478935,0.62207808,-0.62207688,0.58873665,-0.58873562,0.69712162,-0.69712083,0.00343321,-0.00343321,0.78859867,-0.78859873,0.04999777,-0.04999772,0.78095354,-0.78095231
-5.61580790,3.27790190,-3.27789816,2.20366847,-2.20366721,0.63331846,-0.63331721,0.61320080,-0.61319971,0.71531578,-0.71531494,0.00342328,-0.00342328,0.79154443,-0.79154448,0.05027908,-0.05027904,0.80586309,-0.80586178
-5.60980490,3.34061898,-3.34061515,2.22237408,-2.22237285,0.64481291,-0.64481164,0.63782678,-0.63782564,0.73374094,-0.73374006,0.00341395,-0.00341395,0.79416725,-0.79416733,0.05030847,-0.05030843,0.83171217,-0.83171079
-5.60380190,3.40233175,-3.40232792,2.23994926,-2.23994814,0.65615519,-0.65615394,0.66231016,-0.66230898,0.75213298,-0.75213208,0.00340231,-0.00340230,0.79605032,-0.79605046,0.05008519,-0.05008517,0.85822178,-0.85822035
-5.59779890,3.46158778,-3.46158406,2.25544756,-2.25544663,0.66694903,-0.66694783,0.68632942,-0.68632822,0.77021079,-0.77020988,0.00338563,-0.00338562,0.79680344,-0.79680367,0.04961339,-0.04961337,0.88507218,-0.88507071
-5.59179590,3.51694624,-3.51694272,2.26795592,-2.26795524,0.67681701,-0.67681589,0.70955467,-0.70955347,0.78768325,-0.78768236,0.00336148,-0.00336148,0.79607213,-0.79607249,0.04890193,-0.04890191,0.91191016,-0.91190868
-5.58579290,3.56701351,-3.56701029,2.27661708,-2.27661670,0.68540922,-0.68540820,0.73165725,-0.73165606,0.80425703,-0.80425616,0.00332780,-0.00332780,0.79354593,-0.79354643,0.04796408,-0.04796407,0.93835824,-0.93835678
-5.57978989,3.61047966,-3.61047682,2.28065208,-2.28065205,0.69241132,-0.69241043,0.75231962,-0.75231846,0.81964471,-0.81964388,0.00328295,-0.00328295,0.78896570,-0.78896636,0.04681712,-0.04681711,0.96402534,-0.96402391
-5.57378689,3.64615414,-3.64615176,2.27938174,-2.27938209,0.69755181,-0.69755106,0.77124525,-0.77124413,0.83357313,-0.83357236,0.00322577,-0.00322577,0.78212967,-0.78213050,0.04548167,-0.04548167,0.98851860,-0.98851723
-5.56778389,3.67299938,-3.67299752,2.27224630,-2.27224706,0.70060821,-0.70060763,0.78816793,-0.78816687,0.84579151,-0.84579081,0.00315559,-0.00315559,0.77289799,-0.77289901,0.04398114,-0.04398114,1.01145568,-1.01145438
-5.56178089,3.69016066,-3.69015936,2.25882217,-2.25882334,0.70141199,-0.70141158,0.80286025,-0.80285927,0.85607899,-0.85607838,0.00307222,-0.00307222,0.76119564,-0.76119683,0.04234089,-0.04234090,1.03247699,-1.03247580
-5.55577789,3.69699097,-3.69699028,2.23883488,-2.23883647,0.69985194,-0.69985170,0.81514065,-0.81513976,0.86425138,-0.86425087,0.00297596,-0.00297596,0.74701344,-0.74701481,0.04058757,-0.04058758,1.05125723,-1.05125615
-5.54977489,3.69306957,-3.69306950,2.21216760,-2.21216960,0.69587592,-0.69587585,0.82487891,-0.82487811,0.87016669,-0.87016628,0.00286758,-0.00286758,0.73040735,-0.73040888,0.03874830,-0.03874832,1.06751557,-1.06751462
-5.54377189,3.67821331,-3.67821386,2.17886463,-2.17886702,0.68949084,-0.68949095,0.83199962,-0.83199893,0.87372920,-0.87372891,0.00274823,-0.00274823,0.71149579,-0.71149748,0.03685004,-0.03685005,1.08102409,-1.08102328
-5.53776888,3.65248010,-3.65248127,2.13912956,-2.13913229,0.68076096,-0.68076123,0.83648378,-0.83648320,0.87489206,-0.87489189,0.00261941,-0.00261941,0.69045525,-0.69045707,0.03491888,-0.03491890,1.09161392,-1.09161327
-5.53176588,3.61616437,-3.61616614,2.09331811,-2.09332116,0.66980434,-0.66980477,0.83836811,-0.83836765,0.87365805,-0.87365801,0.00248292,-0.00248292,0.66751426,-0.66751619,0.03297957,-0.03297959,1.09917896,-1.09917847
-5.52576288,3.56978463,-3.56978697,2.04192602,-2.04192933,0.65678788,-0.65678845,0.83774255,-0.83774221,0.87007877,-0.87007884,0.00234078,-0.00234078,0.64294599,-0.64294801,0.03105507,-0.03105510,1.10367683,-1.10367650
-5.51975988,3.51406383,-3.51406669,1.98557228,-1.98557581,0.64192086,-0.64192155,0.83474574,-0.83474551,0.86425213,-0.86425232,0.00219517,-0.00219517,0.61705977,-0.61706186,0.02916624,-0.02916627,1.10512737,-1.10512720
-5.51375688,3.44990340,-3.44990672,1.92497872,-1.92498241,0.62544741,-0.62544820,0.82955908,-0.82955896,0.85631858,-0.85631889,0.00204835,-0.00204835,0.59019177,-0.59019390,0.02733167,-0.02733171,1.10360865,-1.10360863
-5.50775388,3.37835240,-3.37835611,1.86094667,-1.86095046,0.60763818,-0.60763906,0.82239945,-0.82239944,0.84645607,-0.84645648,0.00190263,-0.00190263,0.56269528,-0.56269742,0.02556763,-0.02556767,1.09925098,-1.09925110
-5.50175088,3.30057321,-3.30057725,1.79433189,-1.79433574,0.58878156,-0.58878250,0.81351123,-0.81351131,0.83487426,-0.83487477,0.00176028,-0.00176029,0.53493091,-0.53493304,0.02388810,-0.02388814,1.09222930,-1.09222956
-5.49574787,3.21780557,-3.21780987,1.72601884,-1.72602268,0.56917467,-0.56917566,0.80315780,-0.80315797,0.82180832,-0.82180891,0.00162352,-0.00162353,0.50725701,-0.50725909,0.02230493,-0.02230497,1.08275460,-1.08275498
-5.48974487,3.13133053,-3.13133502,1.65689530,-1.65689909,0.54911477,-0.54911578,0.79161319,-0.79161344,0.80751256,-0.80751323,0.00149446,-0.00149446,0.48002066,-0.48002269,0.02082805,-0.02082809,1.07106478,-1.07106526
-5.48374187,3.04243602,-3.04244063,1.58782854,-1.58783223,0.52889104,-0.52889206,0.77915410,-0.77915442,0.79225442,-0.79225515,0.00137507,-0.00137507,0.45354961,-0.45355156,0.01946572,-0.01946577,1.05741573,-1.05741631
-5.47773887,2.95238553,-2.95239019,1.51964376,-1.51964731,0.50877737,-0.50877838,0.76605266,-0.76605303,0.77630894,-0.77630972,0.00126717,-0.00126717,0.42814511,-0.42814697,0.01822486,-0.01822490,1.04207305,-1.04207370
-5.47173587,2.86239092,-2.86239556,1.45310556,-1.45310893,0.48902613,-0.48902711,0.75257028,-0.75257070,0.75995408,-0.75995490,0.00117242,-0.00117242,0.40407616,-0.40407791,0.01711127,-0.01711132,1.02530475,-1.02530547
-5.46573287,2.77359028,-2.77359486,1.38890302,-1.38890619,0.46986328,-0.46986422,0.73895267,-0.73895312,0.74346691,-0.74346774,0.00109230,-0.00109230,0.38157499,-0.38157661,0.01612997,-0.01613002,1.00737554,-1.00737631
-5.45972986,2.68703132,-2.68703578,1.32763852,-1.32764147,0.45148477,-0.45148566,0.72542614,-0.72542661,0.72712071,-0.72712156,0.00102811,-0.00102811,0.36083397,-0.36083547,0.01528539,-0.01528544,0.98854253,-0.98854334
-5.45372686,2.60366013,-2.60366442,1.26982052,-1.26982323,0.43405442,-0.43405524,0.71219515,-0.71219564,0.71118303,-0.71118387,0.00098097,-0.00098097,0.34200390,-0.34200526,0.01458154,-0.01458159,0.96905264,-0.96905347
-5.44772386,2.52431511,-2.52431920,1.21585990,-1.21586237,0.41770304,-0.41770379,0.69944103,-0.69944153,0.69591432,-0.69591516,0.00095180,-0.00095181,0.32519355,-0.32519478,0.01402213,-0.01402218,0.94914140,-0.94914225
-5.44172086,2.44972543,-2.44972930,1.16606983,-1.16607205,0.40252889,-0.40252958,0.68732166,-0.68732215,0.68156712,-0.68156794,0.00094138,-0.00094138,0.31047044,-0.31047154,0.01361061,-0.01361066,0.92903303,-0.92903388
-5.43571786,2.38051292,-2.38051655,1.12066840,-1.12067037,0.38859918,-0.38859979,0.67597182,-0.67597231,0.66838532,-0.66838610,0.00095024,-0.00095024,0.29786257,-0.29786354,0.01335012,-0.01335016,0.90894135,-0.90894221
-5.42971486,2.31719646,-2.31719983,1.07978357,-1.07978532,0.37595240,-0.37595294,0.66550413,-0.66550460,0.65660328,-0.65660402,0.00097877,-0.00097877,0.28736105,-0.28736190,0.01324336,-0.01324340,0.88907116,-0.88907201
-5.42371186,2.26019759,-2.26020070,1.04345994,-1.04346146,0.36460132,-0.36460179,0.65601006,-0.65601052,0.64644453,-0.64644523,0.00102710,-0.00102710,0.27892336,-0.27892410,0.01329245,-0.01329249,0.86961955,-0.86962038
-5.41770885,2.20984638,-2.20984922,1.01166642,-1.01166774,0.35453643,-0.35453683,0.64756104,-0.64756148,0.63811970,-0.63812035,0.00109519,-0.00109518,0.27247702,-0.27247766,0.01349866,-0.01349870,0.85077683,-0.85077764
-5.41170585,2.16638643,-2.16638901,0.98430464,-0.98430577,0.34572945,-0.34572979,0.64020928,-0.64020970,0.63182354,-0.63182413,0.00118270,-0.00118270,0.26792364,-0.26792419,0.01386218,-0.01386221,0.83272672,-0.83272751
-5.40570285,2.12997848,-2.12998080,0.96121729,-0.96121825,0.33813685,-0.33813714,0.63398827,-0.63398867,0.62773105,-0.62773158,0.00128906,-0.00128906,0.26514295,-0.26514341,0.01438179,-0.01438182,0.81564540,-0.81564616
-5.39969985,2.10070202,-2.10070409,0.94219631,-0.94219713,0.33170315,-0.33170338,0.62891291,-0.62891329,0.62599262,-0.62599308,0.00141342,-0.00141342,0.26399685,-0.26399724,0.01505458,-0.01505460,0.79969947,-0.79970020
-5.39369685,2.07855495,-2.07855679,0.92699056,-0.92699125,0.32636377,-0.32636396,0.62497927,-0.62497963,0.62672843,-0.62672883,0.00155462,-0.00155462,0.26433339,-0.26433372,0.01587568,-0.01587570,0.78504268,-0.78504337
-5.38769385,2.06345147,-2.06345308,0.91531290,-0.91531349,0.32204754,-0.32204769,0.62216414,-0.62216448,0.63002247,-0.63002279,0.00171116,-0.00171116,0.26599040,-0.26599068,0.01683800,-0.01683802,0.77181162,-0.77181228
-5.38169085,2.05521874,-2.05522015,0.90684677,-0.90684727,0.31867865,-0.31867877,0.62042445,-0.62042478,0.63591638,-0.63591663,0.00188125,-0.00188125,0.26879898,-0.26879923,0.01793208,-0.01793209,0.76012073,-0.76012135
-5.37568784,2.05359324,-2.05359444,0.90125233,-0.90125276,0.31617819,-0.31617828,0.61969687,-0.61969718,0.64440387,-0.64440404,0.00206274,-0.00206274,0.27258667,-0.27258689,0.01914592,-0.01914593,0.75005682,-0.75005740
-5.36968484,2.05821761,-2.05821864,0.89817238,-0.89817276,0.31446521,-0.31446527,0.61989774,-0.61989802,0.65542597,-0.65542607,0.00225318,-0.00225318,0.27718038,-0.27718058,0.02046505,-0.02046505,0.74167379,-0.74167433
-5.36368184,2.06863934,-2.06864020,0.89723823,-0.89723856,0.31345760,-0.31345764,0.62092362,-0.62092389,0.66886785,-0.66886788,0.00244981,-0.00244981,0.28240912,-0.28240931,0.02187250,-0.02187250,0.73498784,-0.73498833
-5.35767884,2.08431206,-2.08431276,0.89807576,-0.89807606,0.31307266,-0.31307269,0.62265266,-0.62265292,0.68455755,-0.68455751,0.00264962,-0.00264962,0.28810652,-0.28810670,0.02334910,-0.02334909,0.72997383,-0.72997428
-5.35167584,2.10460059,-2.10460115,0.90031182,-0.90031211,0.31322773,-0.31322773,0.62494688,-0.62494713,0.70226712,-0.70226701,0.00284937,-0.00284937,0.29411324,-0.29411343,0.02487369,-0.02487368,0.72656317,-0.72656357
-5.34567284,2.12879032,-2.12879075,0.90358105,-0.90358133,0.31384078,-0.31384077,0.62765548,-0.62765572,0.72171637,-0.72171620,0.00304568,-0.00304568,0.30027932,-0.30027951,0.02642357,-0.02642356,0.72464354,-0.72464390
