energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-5.64582291,6.27903774,0.02186905,0.64416459,2.88249738,1.92780536,1.06518870,0.69232176,2.45708583,0.00000000
-5.63981991,6.45010623,0.02286268,0.65802865,2.96295948,1.97957530,1.08813130,0.71835336,2.52567009,0.00000000
-5.63381691,6.60740497,0.02401565,0.67098197,3.03879595,2.02781164,1.10785260,0.74233754,2.58767580,0.00000000
-5.62781391,6.75032415,0.02534831,0.68302877,3.10936896,2.07251337,1.12421541,0.76413339,2.64270645,0.00000000
-5.62181091,6.87838562,0.02687840,0.69416266,3.17399755,2.11371438,1.13711757,0.78364596,2.69045177,0.00000000
-5.61580790,6.99125739,0.02862023,0.70436466,3.23197871,2.15148007,1.14649706,0.80083012,2.73070171,0.00000000
-5.60980490,7.08877017,0.03058389,0.71360222,3.28261388,2.18590439,1.15233730,0.81569338,2.76336030,0.00000000
-5.60380190,7.17093488,0.03277458,0.72182930,3.32523966,2.21710732,1.15467212,0.82829774,2.78845870,0.00000000
-5.59779890,7.23795999,0.03519199,0.72898744,3.35926121,2.24523273,1.15359027,0.83876013,2.80616647,0.00000000
-5.59179590,7.29026696,0.03782982,0.73500789,3.38418641,2.27044661,1.14923898,0.84725170,2.81680017,0.00000000
-5.58579290,7.32850218,0.04067547,0.73981445,3.39965886,2.29293529,1.14182606,0.85399554,2.82082831,0.00000000
-5.57978989,7.35354369,0.04370990,0.74332713,3.40548761,2.31290371,1.13162042,0.85926303,2.81887191,0.00000000
-5.57378689,7.36650106,0.04690767,0.74546609,3.40167179,2.33057331,1.11895048,0.86336862,2.81169981,0.00000000
-5.56778389,7.36870732,0.05023719,0.74615590,3.38841835,2.34617961,1.10420037,0.86666309,2.80021844,0.00000000
-5.56178089,7.36170202,0.05366117,0.74532988,3.36615172,2.35996919,1.08780391,0.86952544,2.78545571,0.00000000
-5.55577789,7.34720518,0.05713724,0.74293404,3.33551431,2.37219610,1.07023632,0.87235352,2.76853922,0.00000000
-5.54977489,7.32708241,0.06061887,0.73893080,3.29735757,2.38311778,1.05200386,0.87555345,2.75066925,0.00000000
-5.54377189,7.30330214,0.06405628,0.73330205,3.25272367,2.39299068,1.03363182,0.87952844,2.73308731,0.00000000
-5.53776888,7.27788641,0.06739768,0.72605150,3.20281848,2.40206554,1.01565121,0.88466695,2.71704137,0.00000000
-5.53176588,7.25285724,0.07059050,0.71720628,3.14897690,2.41058302,0.99858483,0.89133094,2.70374917,0.00000000
-5.52576288,7.23018099,0.07358272,0.70681774,3.09262215,2.41876950,0.98293313,0.89984445,2.69436115,0.00000000
-5.51975988,7.21171333,0.07632428,0.69496133,3.03522087,2.42683385,0.96916075,0.91048300,2.68992463,0.00000000
-5.51375688,7.19914755,0.07876842,0.68173575,2.97823604,2.43496503,0.95768415,0.92346438,2.69135100,0.00000000
-5.50775388,7.19396879,0.08087296,0.66726136,2.92308002,2.44333102,0.94886106,0.93894120,2.69938741,0.00000000
-5.50175088,7.19741656,0.08260148,0.65167790,2.87106969,2.45207913,0.94298210,0.95699555,2.71459438,0.00000000
-5.49574787,7.21045743,0.08392439,0.63514171,2.82338577,2.46133768,0.94026508,0.97763621,2.73733045,0.00000000
-5.48974487,7.23376911,0.08481971,0.61782256,2.78103808,2.47121905,0.94085203,1.00079851,2.76774451,0.00000000
-5.48374187,7.26773671,0.08527373,0.59990007,2.74483799,2.48182375,0.94480922,1.02634695,2.80577633,0.00000000
-5.47773887,7.31246087,0.08528140,0.58156009,2.71537918,2.49324535,0.95212983,1.05408053,2.85116499,0.00000000
-5.47173587,7.36777710,0.08484637,0.56299096,2.69302712,2.50557565,0.96273922,1.08374067,2.90346479,0.00000000
-5.46573287,7.43328468,0.08398094,0.54437981,2.67791746,2.51890970,0.97650232,1.11502119,2.96206773,0.00000000
-5.45972986,7.50838312,0.08270560,0.52590905,2.66996283,2.53335010,0.99323261,1.14758007,3.02623118,0.00000000
-5.45372686,7.59231349,0.08104841,0.50775303,2.66886741,2.54901000,1.01270220,1.18105235,3.09510920,0.00000000
-5.44772386,7.68420188,0.07904414,0.49007504,2.67414810,2.56601431,1.03465232,1.21506350,3.16778584,0.00000000
-5.44172086,7.78310206,0.07673324,0.47302458,2.68516092,2.58449877,1.05880365,1.24924253,3.24330856,0.00000000
-5.43571786,7.88803446,0.07416067,0.45673512,2.70113120,2.60460653,1.08486587,1.28323436,3.32071999,0.00000000
-5.42971486,7.99801903,0.07137459,0.44132208,2.72118588,2.62648216,1.11254605,1.31671051,3.39908639,0.00000000
-5.42371186,8.11209997,0.06842503,0.42688140,2.74438637,2.65026316,1.14155530,1.34937777,3.47752161,0.00000000
-5.41770885,8.22936092,0.06536254,0.41348832,2.76976057,2.67606925,1.17161366,1.38098440,3.55520528,0.00000000
-5.41170585,8.34893000,0.06223683,0.40119676,2.79633256,2.70398988,1.20245290,1.41132343,3.63139483,0.00000000
-5.40570285,8.46997491,0.05909559,0.39003891,2.82314923,2.73407064,1.23381733,1.44023316,3.70543093,0.00000000
-5.39969985,8.59168888,0.05598325,0.38002530,2.84930267,2.76629931,1.26546293,1.46759481,3.77673684,0.00000000
-5.39369685,8.71326934,0.05294009,0.37114519,2.87394826,2.80059256,1.29715480,1.49332757,3.84481209,0.00000000
-5.38769385,8.83389148,0.05000130,0.36336733,2.89631789,2.83678415,1.32866367,1.51738162,3.90922167,0.00000000
-5.38169085,8.95267957,0.04719646,0.35664103,2.91572875,2.87461563,1.35976162,1.53972951,3.96958191,0.00000000
-5.37568784,9.06867894,0.04454901,0.35089758,2.93158778,2.91373051,1.39021781,1.56035669,4.02554473,0.00000000
-5.36968484,9.18083191,0.04207609,0.34605197,2.94339256,2.95367252,1.41979453,1.57925193,4.07678169,0.00000000
-5.36368184,9.28796047,0.03978848,0.34200488,2.95072908,2.99388870,1.44824411,1.59639831,4.12296943,0.00000000
-5.35767884,9.38875842,0.03769083,0.33864500,2.95326755,3.03373763,1.47530723,1.61176558,4.16377804,0.00000000
-5.35167584,9.48179484,0.03578199,0.33585163,2.95075665,3.07250276,1.50071276,1.62530439,4.19886345,0.00000000
-5.34567284,9.56553029,0.03405555,0.33349744,2.94301740,3.10941093,1.52417949,1.63694310,4.22786486,0.00000000
-5.33966983,9.63834625,0.03250051,0.33145155,2.92993708,3.14365532,1.54541986,1.64658729,4.25040756,0.00000000
-5.33366683,9.69858722,0.03110210,0.32958266,2.91146390,3.17442220,1.56414553,1.65412225,4.26611145,0.00000000
-5.32766383,9.74461433,0.02984255,0.32776245,2.88760295,3.20092050,1.58007464,1.65941842,4.27460491,0.00000000
-5.32166083,9.77486835,0.02870206,0.32586885,2.85841340,3.22241301,1.59294062,1.66233945,4.27554322,0.00000000
-5.31565783,9.78793916,0.02765968,0.32378950,2.82400741,3.23824776,1.60250188,1.66275261,4.26863072,0.00000000
-5.30965483,9.78263846,0.02669419,0.32142489,2.78455034,3.24788841,1.60855216,1.66054079,4.25364524,0.00000000
-5.30365183,9.75807193,0.02578491,0.31869152,2.74026216,3.25094203,1.61093075,1.65561556,4.23046339,0.00000000
-5.29764882,9.71370694,0.02491248,0.31552463,2.69141968,3.24718319,1.60953233,1.64793047,4.19908510,0.00000000
-5.29164582,9.64943216,0.02405946,0.31188061,2.63835908,3.23657298,1.60431547,1.63749367,4.15965574,0.00000000
-5.28564282,9.56560540,0.02321085,0.30773896,2.58147830,3.21927217,1.59530972,1.62437922,4.11248445,0.00000000
-5.27963982,9.46308679,0.02235448,0.30310368,2.52123860,3.19564773,1.58262043,1.60873622,4.05805716,0.00000000
-5.27363682,9.34325488,0.02148121,0.29800402,2.45816489,3.16627227,1.56643130,1.59079517,3.99704336,0.00000000
-5.26763382,9.20800396,0.02058506,0.29249463,2.39284431,3.13191628,1.54700409,1.57087096,3.93029569,0.00000000
-5.26163082,9.05972188,0.01966315,0.28665492,2.32592263,3.09353326,1.52467561,1.54936226,3.85884201,0.00000000
-5.25562781,8.90124829,0.01871554,0.28058775,2.25809831,3.05223826,1.49985176,1.52674696,3.78386973,0.00000000
-5.24962481,8.73581431,0.01774492,0.27441740,2.19011394,3.00928030,1.47299894,1.50357373,3.70670269,0.00000000
-5.24362181,8.56696508,0.01675633,0.26828690,2.12274515,2.96600981,1.44463286,1.48044979,3.62877114,0.00000000
-5.23761881,8.39846779,0.01575668,0.26235469,2.05678709,2.92384178,1.41530526,1.45802535,3.55157575,0.00000000
-5.23161581,8.23420788,0.01475427,0.25679079,1.99303883,2.88421612,1.38558874,1.43697494,3.47664663,0.00000000
-5.22561281,8.07807694,0.01375838,0.25177260,1.93228594,2.84855615,1.35606052,1.41797661,3.40549887,0.00000000
-5.21960980,7.93385611,0.01277873,0.24748030,1.87528205,2.81822677,1.32728530,1.40168931,3.33958600,0.00000000
-5.21360680,7.80509881,0.01182503,0.24409224,1.82272971,2.79449341,1.29979815,1.38872960,3.28025292,0.00000000
-5.20760380,7.69501695,0.01090663,0.24178019,1.77526147,2.77848313,1.27408778,1.37964842,3.22869016,0.00000000
-5.20160080,7.60637468,0.01003207,0.24070488,1.73342192,2.77114912,1.25058097,1.37490878,3.18589093,0.00000000
-5.19559780,7.54139352,0.00920889,0.24101179,1.69765132,2.77323969,1.22962856,1.37486543,3.15261268,0.00000000
-5.18959480,7.50167252,0.00844333,0.24282743,1.66827164,2.78527304,1.21149367,1.37974718,3.12934478,0.00000000
-5.18359180,7.48812682,0.00774022,0.24625628,1.64547584,2.80751860,1.19634258,1.38964295,3.11628357,0.00000000
-5.17758879,7.50094730,0.00710290,0.25137842,1.62932071,2.83998589,1.18423861,1.40449204,3.11331615,0.00000000
-5.17158579,7.53958372,0.00653324,0.25824806,1.61972405,2.88242167,1.17513937,1.42407938,3.12001382,0.00000000
-5.16558279,7.60275275,0.00603164,0.26689303,1.61646645,2.93431576,1.16889751,1.44803622,3.13563589,0.00000000
-5.15957979,7.68847168,0.00559719,0.27731518,1.61919775,2.99491583,1.16526519,1.47584637,3.15914416,0.00000000
-5.15357679,7.79411775,0.00522778,0.28949184,1.62744837,3.06325113,1.16390197,1.50685825,3.18922823,0.00000000
-5.14757379,7.91651189,0.00492031,0.30337823,1.64064518,3.13816477,1.16438621,1.54030245,3.22434106,0.00000000
-5.14157079,8.05202486,0.00467087,0.31891073,1.65813155,3.21835389,1.16622943,1.57531444,3.26274398,0.00000000
-5.13556778,8.19670261,0.00447495,0.33601103,1.67919097,3.30241658,1.16889338,1.61096163,3.30255994,0.00000000
-5.12956478,8.34640692,0.00432766,0.35459082,1.70307349,3.38890432,1.17180903,1.64627408,3.34183327,0.00000000
-5.12356178,8.49696638,0.00422391,0.37455709,1.72902395,3.47637796,1.17439697,1.68027762,3.37859390,0.00000000
-5.11755878,8.64433228,0.00415862,0.39581766,1.75631110,3.56346551,1.17608844,1.71202809,3.41092366,0.00000000
-5.11155578,8.78473330,0.00412684,0.41828681,1.78425640,3.64891946,1.17634601,1.74064535,3.43702230,0.00000000
-5.10555278,8.91482306,0.00412390,0.44189084,1.81226135,3.73167145,1.17468337,1.76534568,3.45527027,0.00000000
-5.09954977,9.03181438,0.00414552,0.46657333,1.83983239,3.81088200,1.17068318,1.78547102,3.46428601,0.00000000
-5.09354677,9.13359471,0.00418786,0.49229987,1.86660225,3.88598347,1.16401241,1.80051383,3.46297508,0.00000000
-5.08754377,9.21881808,0.00424758,0.51906219,1.89234701,3.95671417,1.15443440,1.81013637,3.45056914,0.00000000
-5.08154077,9.28696942,0.00432180,0.54688152,1.91699813,4.02314245,1.14181734,1.81418360,3.42665297,0.00000000
-5.07553777,9.33839897,0.00440815,0.57581106,1.94064917,4.08567970,1.12613865,1.81268895,3.39117853,0.00000000
-5.06953477,9.37432538,0.00450465,0.60593760,1.96355678,4.14508180,1.10748514,1.80587276,3.34446530,0.00000000
-5.06353177,9.39680763,0.00460972,0.63738210,1.98613623,4.20243904,1.08604918,1.79413347,3.28718701,0.00000000
-5.05752876,9.40868750,0.00472206,0.67029945,2.00895158,4.25915509,1.06212079,1.77803196,3.22034559,0.00000000
-5.05152576,9.41350514,0.00484059,0.70487719,2.03270102,4.31691601,1.03607629,1.75826978,3.14523329,0.00000000
-5.04552276,9.41539187,0.00496435,0.74133343,2.05819803,4.37765058,1.00836396,1.73566229,3.06338505,0.00000000
-5.03951976,9.41894472,0.00509241,0.77991389,2.08634899,4.44348356,0.97948736,1.71110797,2.97652321,0.00000000
-5.03351676,9.42908793,0.00522385,0.82088807,2.11812814,4.51668362,0.94998703,1.68555524,2.88649690,0.00000000
-5.02751376,9.45092677,0.00535762,0.86454469,2.15455065,4.59960770,0.92042137,1.65996835,2.79521899,0.00000000
-5.02151076,9.48959887,0.00549256,0.91118623,2.19664464,4.69464339,0.89134752,1.63529366,2.70460294,0.00000000
-5.01550775,9.55012798,0.00562730,0.96112269,2.24542283,4.80415070,0.86330288,1.61242770,2.61650229,0.00000000
-5.00950475,9.63728422,0.00576032,1.01466441,2.30185450,4.93040465,0.83678793,1.59218833,2.53265477,0.00000000
-5.00350175,9.75545442,0.00588990,1.07211404,2.36683834,5.07553922,0.81225106,1.57528981,2.45463320,0.00000000
-4.99749875,9.90852503,0.00601415,1.13375758,2.44117659,5.24149367,0.79007572,1.56232275,2.38380438,0.00000000
-4.99149575,10.09977940,0.00613105,1.19985444,2.52555088,5.42996126,0.77057024,1.55373931,2.32129715,0.00000000
-4.98549275,10.33181040,0.00623851,1.27062660,2.62050006,5.64234075,0.75396057,1.54984388,2.26798016,0.00000000
-4.97948974,10.60644873,0.00633439,1.34624710,2.72640025,5.87969076,0.74038600,1.55078941,2.22444934,0.00000000
-4.97348674,10.92470675,0.00641661,1.42682773,2.84344730,6.14268706,0.72989772,1.55657896,2.19102491,0.00000000
-4.96748374,11.28673741,0.00648317,1.51240652,2.97164190,6.43158301,0.72246024,1.56707214,2.16775716,0.00000000
-4.96148074,11.69180773,0.00653223,1.60293514,3.11077753,6.74617362,0.71795530,1.58199593,2.15444011,0.00000000
-4.95547774,12.13828636,0.00656218,1.69826670,3.26043149,7.08576377,0.71618803,1.60095912,2.15063192,0.00000000
-4.94947474,12.62364483,0.00657170,1.79814459,3.41995929,7.44914175,0.71689506,1.62346966,2.15568080,0.00000000
-4.94347174,13.14447254,0.00655976,1.90219267,3.58849258,7.83455908,0.71975412,1.64895412,2.16875499,0.00000000
-4.93746873,13.69650555,0.00652570,2.00990767,3.76494101,8.23971835,0.72439483,1.67677865,2.18887566,0.00000000
-4.93146573,14.27466967,0.00646923,2.12065431,3.94799823,8.66177051,0.73041026,1.70627041,2.21495135,0.00000000
-4.92546273,14.87313829,0.00639047,2.23366359,4.13615220,9.09732345,0.73736891,1.73673913,2.24581280,0.00000000
-4.91945973,15.48540565,0.00628991,2.34803503,4.32770009,9.54246334,0.74482675,1.76749796,2.28024716,0.00000000
-4.91345673,16.10437575,0.00616843,2.46274298,4.52076766,9.99279011,0.75233905,1.79788304,2.31703070,0.00000000
-4.90745373,16.72246705,0.00602728,2.57664745,4.71333326,10.44346813,0.75947166,1.82727159,2.35495919,0.00000000
-4.90145073,17.33173263,0.00586805,2.68850944,4.90325612,10.88929237,0.76581153,1.85509778,2.39287540,0.00000000
-4.89544772,17.92399458,0.00569265,2.79701069,5.08830865,11.32477003,0.77097625,1.88086636,2.42969333,0.00000000
-4.88944472,18.49099116,0.00550328,2.90077760,5.26621235,11.74421655,0.77462247,1.90416366,2.46441869,0.00000000
-4.88344172,19.02453408,0.00530236,2.99840871,5.43467667,12.14186453,0.77645306,1.92466590,2.49616563,0.00000000
-4.87743872,19.51667284,0.00509258,3.08850510,5.59144004,12.51198298,0.77622280,1.94214467,2.52416947,0.00000000
-4.87143572,19.95986228,0.00487675,3.16970288,5.73431240,12.84900404,0.77374280,1.95646967,2.54779561,0.00000000
-4.86543272,20.34712897,0.00465789,3.24070664,5.86121806,13.14765329,0.76888329,1.96760867,2.56654463,0.00000000
-4.85942971,20.67223164,0.00443911,3.30032294,5.97023820,13.40307976,0.76157506,1.97562493,2.58005392,0.00000000
-4.85342671,20.92981086,0.00422362,3.34749249,6.05965163,13.61098125,0.75180943,1.98067226,2.58809586,0.00000000
-4.84742371,21.11552291,0.00401473,3.38132009,6.12797312,13.76772047,0.73963683,1.98298787,2.59057327,0.00000000
-4.84142071,21.22615331,0.00381577,3.40110107,6.17398806,13.87042789,0.72516409,1.98288344,2.58751210,0.00000000
-4.83541771,21.25970574,0.00363014,3.40634334,6.19678250,13.91708727,0.70855053,1.98073468,2.57905202,0.00000000
-4.82941471,21.21546294,0.00346120,3.39678416,6.19576777,13.90660056,0.69000291,1.97696954,2.56543521,0.00000000
-4.82341171,21.09401668,0.00331233,3.37240097,6.17069871,13.83882929,0.66976953,1.97205574,2.54699385,0.00000000
-4.81740870,20.89726523,0.00318687,3.33341589,6.12168491,13.71461076,0.64813343,1.96648749,2.52413654,0.00000000
-4.81140570,20.62837747,0.00308806,3.28029348,6.04919443,13.53574786,0.62540497,1.96077211,2.49733420,0.00000000
-4.80540270,20.29172393,0.00301904,3.21373198,5.95404940,13.30497239,0.60191397,1.95541645,2.46710562,0.00000000
-4.79939970,19.89277637,0.00298279,3.13464817,5.83741360,13.02588296,0.57800149,1.95091353,2.43400309,0.00000000
-4.79339670,19.43797808,0.00298208,3.04415618,5.70077176,12.70285901,0.55401155,1.94772949,2.39859818,0.00000000
-4.78739370,18.93458859,0.00301940,2.94354120,5.54590097,12.34095373,0.53028287,1.94629107,2.36146802,0.00000000
-4.78139070,18.39050688,0.00309690,2.83422858,5.37483461,11.94576910,0.50714091,1.94697365,2.32318216,0.00000000
-4.77538769,17.81407824,0.00321633,2.71774963,5.18981961,11.52331711,0.48489031,1.95009006,2.28429013,0.00000000
-4.76938469,17.21389042,0.00337895,2.59570493,4.99326801,11.07987153,0.46380796,1.95588030,2.24530984,0.00000000
-4.76338169,16.59856495,0.00358543,2.46972648,4.78770399,10.62181486,0.44413682,1.96450234,2.20671695,0.00000000
-4.75737869,15.97655016,0.00383581,2.34143983,4.57570798,10.15548538,0.42608068,1.97602414,2.16893529,0.00000000
-4.75137569,15.35592190,0.00412941,2.21242731,4.35985929,9.68702907,0.40980001,1.99041719,2.13232843,0.00000000
-4.74537269,14.74419827,0.00446479,2.08419352,4.14267920,9.22226084,0.39540892,2.00755188,2.09719263,0.00000000
-4.73936968,14.14817404,0.00483966,1.95813414,3.92657611,8.76653944,0.38297340,2.02719494,2.06375125,0.00000000
-4.73336668,13.57377979,0.00525088,1.83550880,3.71379475,8.32465947,0.37251085,2.04900926,2.03215087,0.00000000
-4.72736368,13.02597023,0.00569443,1.71741895,3.50637093,7.90076378,0.36399095,2.07255651,2.00245920,0.00000000
-4.72136068,12.50864502,0.00616544,1.60479116,3.30609353,7.49827831,0.35733778,2.09730272,1.97466506,0.00000000
-4.71535768,12.02460429,0.00665825,1.49836614,3.11447476,7.11987099,0.35243319,2.12262704,1.94868051,0.00000000
-4.70935468,11.57554004,0.00716640,1.39869386,2.93272991,6.76743515,0.34912131,2.14783388,1.92434523,0.00000000
-4.70335168,11.16206305,0.00768285,1.30613441,2.76176685,6.44209737,0.34721405,2.17216825,1.90143319,0.00000000
-4.69734867,10.78376383,0.00819998,1.22086453,2.60218561,6.14424844,0.34649743,2.19483420,1.87966159,0.00000000
-4.69134567,10.43930488,0.00870986,1.14288923,2.45428786,5.87359566,0.34673848,2.21501604,1.85870183,0.00000000
-4.68534267,10.12654023,0.00920435,1.07205797,2.31809538,5.62923383,0.34769263,2.23190169,1.83819245,0.00000000
-4.67933967,9.84265749,0.00967532,1.00808449,2.19337671,5.40973169,0.34911118,2.24470771,1.81775350,0.00000000
-4.67333667,9.58433658,0.01011487,0.95056946,2.07968059,5.21323029,0.35074873,2.25270490,1.79700208,0.00000000
-4.66733367,9.34791897,0.01051553,0.89902508,1.97637457,5.03754912,0.35237030,2.25524382,1.77556846,0.00000000
-4.66133067,9.12958097,0.01087046,0.85290051,1.88268703,4.88029616,0.35375790,2.25177903,1.75311224,0.00000000
-4.65532766,8.92550443,0.01117369,0.81160733,1.79775084,4.73897774,0.35471634,2.24189125,1.72933791,0.00000000
-4.64932466,8.73203876,0.01142025,0.77454395,1.72064691,4.61110431,0.35507818,2.22530621,1.70400937,0.00000000
-4.64332166,8.54584854,0.01160635,0.74111839,1.65044573,4.49428871,0.35470760,2.20190962,1.67696254,0.00000000
