energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zr_p_up,Zr_d_up
-5.86193097,0.62410405,0.00737792,0.03568720,0.00083372,0.41948684,0.24068100,0.05681344,0.18964783,0.09544283
-5.85592796,0.67993548,0.00818550,0.03821025,0.00082622,0.45857863,0.26590665,0.06091305,0.20817847,0.10284242
-5.84992496,0.73859009,0.00903033,0.04078547,0.00083551,0.49975108,0.29214529,0.06534911,0.22727330,0.11047860
-5.84392196,0.79968070,0.00990500,0.04340334,0.00085952,0.54273503,0.31918562,0.07009641,0.24673760,0.11831905
-5.83791896,0.86281364,0.01080131,0.04605729,0.00089629,0.58725044,0.34679359,0.07513412,0.26636444,0.12633719
-5.83191596,0.92759633,0.01171041,0.04874412,0.00094401,0.63301148,0.37471670,0.08044612,0.28593896,0.13451333
-5.82591296,0.99364466,0.01262300,0.05146424,0.00100096,0.67973165,0.40268909,0.08602107,0.30524320,0.14283550
-5.81990995,1.06058968,0.01352949,0.05422179,0.00106557,0.72712873,0.43043722,0.09185230,0.32406111,0.15129994
-5.81390695,1.12808335,0.01442023,0.05702452,0.00113637,0.77492917,0.45768589,0.09793734,0.34218371,0.15991123
-5.80790395,1.19580282,0.01528574,0.05988360,0.00121199,0.82287191,0.48416441,0.10427729,0.35941397,0.16868190
-5.80190095,1.26345319,0.01611694,0.06281316,0.00129114,0.87071115,0.50961256,0.11087593,0.37557129,0.17763167
-5.79589795,1.33076849,0.01690537,0.06582968,0.00137264,0.91821816,0.53378618,0.11773854,0.39049535,0.18678623
-5.78989495,1.39751087,0.01764340,0.06895129,0.00145536,0.96518196,0.55646217,0.12487068,0.40404913,0.19617560
-5.78389195,1.46346801,0.01832441,0.07219684,0.00153825,1.01140893,0.57744267,0.13227677,0.41612102,0.20583219
-5.77788894,1.52844923,0.01894294,0.07558501,0.00162033,1.05672148,0.59655836,0.13995867,0.42662597,0.21578855
-5.77188594,1.59228041,0.01949480,0.07913323,0.00170067,1.10095598,0.61367075,0.14791431,0.43550561,0.22607501
-5.76588294,1.65479838,0.01997719,0.08285669,0.00177843,1.14396029,0.62867352,0.15613650,0.44272756,0.23671725
-5.75987994,1.71584525,0.02038870,0.08676734,0.00185280,1.18559112,0.64149298,0.16461186,0.44828395,0.24773400
-5.75387694,1.77526334,0.02072938,0.09087298,0.00192308,1.22571182,0.65208762,0.17332021,0.45218930,0.25913484
-5.74787394,1.83289120,0.02100072,0.09517644,0.00198863,1.26419060,0.66044713,0.18223416,0.45447811,0.27091849
-5.74187094,1.88856132,0.02120563,0.09967499,0.00204894,1.30089996,0.66659080,0.19131933,0.45520219,0.28307134
-5.73586793,1.94209985,0.02134838,0.10435986,0.00210359,1.33571715,0.67056576,0.20053479,0.45442813,0.29556663
-5.72986493,1.99332863,0.02143460,0.10921598,0.00215229,1.36852618,0.67244491,0.20983417,0.45223492,0.30836411
-5.72386193,2.04206960,0.02147112,0.11422200,0.00219492,1.39922111,0.67232500,0.21916700,0.44871199,0.32141033
-5.71785893,2.08815141,0.02146598,0.11935048,0.00223151,1.42771081,0.67032477,0.22848057,0.44395773,0.33463946
-5.71185593,2.13141794,0.02142827,0.12456830,0.00226230,1.45392470,0.66658319,0.23772190,0.43807850,0.34797476
-5.70585293,2.17173825,0.02136805,0.12983732,0.00228771,1.47781932,0.66125800,0.24683999,0.43118812,0.36133040
-5.69984992,2.20901718,0.02129618,0.13511516,0.00230841,1.49938515,0.65452431,0.25578802,0.42340778,0.37461380
-5.69384692,2.24320600,0.02122418,0.14035620,0.00232528,1.51865321,0.64657324,0.26452550,0.41486623,0.38772819
-5.68784392,2.27431216,0.02116401,0.14551268,0.00233943,1.53570091,0.63761061,0.27302008,0.40570003,0.40057540
-5.68184092,2.30240743,0.02112783,0.15053582,0.00235222,1.55065648,0.62785529,0.28124910,0.39605372,0.41305868
-5.67583792,2.32763364,0.02112771,0.15537711,0.00236521,1.56370171,0.61753738,0.28920053,0.38607981,0.42508548
-5.66983492,2.35020542,0.02117528,0.15998950,0.00238015,1.57507231,0.60689590,0.29687344,0.37593818,0.43657010
-5.66383192,2.37040958,0.02128140,0.16432860,0.00239898,1.58505583,0.59617590,0.30427776,0.36579502,0.44743606
-5.65782891,2.38860081,0.02145574,0.16835388,0.00242376,1.59398698,0.58562512,0.31143345,0.35582104,0.45761818
-5.65182591,2.40519381,0.02170638,0.17202972,0.00245662,1.60224021,0.57549000,0.31836907,0.34618899,0.46706428
-5.64582291,2.42065196,0.02203937,0.17532635,0.00249976,1.61021997,0.56601122,0.32511973,0.33707050,0.47573653
-5.63981991,2.43547313,0.02245835,0.17822070,0.00255534,1.61834886,0.55741885,0.33172469,0.32863235,0.48361227
-5.63381691,2.45017311,0.02296425,0.18069710,0.00262543,1.62705412,0.54992719,0.33822460,0.32103225,0.49068454
-5.62781391,2.46526753,0.02355492,0.18274778,0.00271198,1.63675319,0.54372965,0.34465856,0.31441443,0.49696213
-5.62181091,2.48125307,0.02422503,0.18437320,0.00281671,1.64783878,0.53899372,0.35106119,0.30890519,0.50246925
-5.61580790,2.49858882,0.02496594,0.18558224,0.00294110,1.66066434,0.53585632,0.35745995,0.30460865,0.50724484
-5.60980490,2.51767878,0.02576580,0.18639210,0.00308628,1.67553036,0.53441982,0.36387269,0.30160308,0.51134148
-5.60380190,2.53885612,0.02660970,0.18682804,0.00325301,1.69267239,0.53474884,0.37030571,0.29993787,0.51482401
-5.59779890,2.56236998,0.02748007,0.18692286,0.00344164,1.71225101,0.53686799,0.37675242,0.29963149,0.51776775
-5.59179590,2.58837541,0.02835712,0.18671619,0.00365206,1.73434444,0.54076085,0.38319264,0.30067056,0.52025648
-5.58579290,2.61692665,0.02921949,0.18625348,0.00388366,1.75894399,0.54637010,0.38959263,0.30301016,0.52238005
-5.57978989,2.64797418,0.03004498,0.18558483,0.00413533,1.78595256,0.55359893,0.39590579,0.30657545,0.52423177
-5.57378689,2.68136537,0.03081136,0.18476354,0.00440546,1.81518623,0.56231369,0.40207406,0.31126453,0.52590551
-5.56778389,2.71684888,0.03149722,0.18384451,0.00469192,1.84637900,0.57234783,0.40802990,0.31695258,0.52749264
-5.56178089,2.75408237,0.03208289,0.18288247,0.00499209,1.87919027,0.58350681,0.41369879,0.32349704,0.52907889
-5.55577789,2.79264327,0.03255129,0.18193011,0.00530290,1.91321516,0.59557407,0.41900204,0.33074368,0.53074112
-5.54977489,2.83204230,0.03288868,0.18103616,0.00562084,1.94799693,0.60831776,0.42385992,0.33853335,0.53254420
-5.54377189,2.87173909,0.03308537,0.18024349,0.00594202,1.98304139,0.62149799,0.42819482,0.34670908,0.53453816
-5.53776888,2.91115950,0.03313625,0.17958734,0.00626228,2.01783270,0.63487449,0.43193437,0.35512322,0.53675560
-5.53176588,2.94971413,0.03304115,0.17909368,0.00657718,2.05185006,0.64821432,0.43501437,0.36364440,0.53920973
-5.52576288,2.98681738,0.03280501,0.17877792,0.00688217,2.08458485,0.66129947,0.43738146,0.37216384,0.54189291
-5.51975988,3.02190657,0.03243786,0.17864392,0.00717264,2.11555754,0.67393399,0.43899532,0.38060089,0.54477606
-5.51375688,3.05446060,0.03195457,0.17868342,0.00744403,2.14433398,0.68595054,0.43983050,0.38890734,0.54780890
-5.50775388,3.08401746,0.03137443,0.17887597,0.00769192,2.17054039,0.69721599,0.43987761,0.39707042,0.55092109
-5.50175088,3.11019021,0.03072052,0.17918937,0.00791219,2.19387670,0.70763590,0.43914407,0.40511427,0.55402432
-5.49574787,3.13268081,0.03001895,0.17958057,0.00810106,2.21412754,0.71715776,0.43765426,0.41309973,0.55701533
-5.48974487,3.15129133,0.02929796,0.17999715,0.00825526,2.23117065,0.72577277,0.43544915,0.42112242,0.55977963
-5.48374187,3.16593208,0.02858697,0.18037921,0.00837205,2.24498225,0.73351602,0.43258545,0.42930923,0.56219606
-5.47773887,3.17662636,0.02791549,0.18066167,0.00844935,2.25563913,0.74046514,0.42913424,0.43781313,0.56414167
-5.47173587,3.18351136,0.02731218,0.18077684,0.00848582,2.26331725,0.74673738,0.42517932,0.44680675,0.56549694
-5.46573287,3.18683537,0.02680382,0.18065721,0.00848082,2.26828689,0.75248514,0.42081512,0.45647467,0.56615104
-5.45972986,3.18695086,0.02641438,0.18023824,0.00843452,2.27090436,0.75789018,0.41614445,0.46700506,0.56600676
-5.45372686,3.18430396,0.02616429,0.17946117,0.00834786,2.27160059,0.76315665,0.41127596,0.47858071,0.56498504
-5.44772386,3.17942036,0.02606972,0.17827548,0.00822250,2.27086694,0.76850326,0.40632165,0.49137002,0.56302871
-5.44172086,3.17288817,0.02614212,0.17664118,0.00806080,2.26923866,0.77415484,0.40139416,0.50551838,0.56010535
-5.43571786,3.16533843,0.02638788,0.17453051,0.00786575,2.26727683,0.78033360,0.39660431,0.52114011,0.55620913
-5.42971486,3.15742387,0.02680820,0.17192924,0.00764085,2.26554925,0.78725056,0.39205859,0.53831157,0.55136143
-5.42371186,3.14979685,0.02739916,0.16883730,0.00739002,2.26461117,0.79509729,0.38785697,0.55706557,0.54561035
-5.41770885,3.14308737,0.02815186,0.16526887,0.00711749,2.26498662,0.80403853,0.38409089,0.57738744,0.53902912
-5.41170585,3.13788188,0.02905287,0.16125181,0.00682763,2.26715102,0.81420569,0.38084157,0.59921283,0.53171344
-5.40570285,3.13470399,0.03008467,0.15682657,0.00652490,2.27151575,0.82569165,0.37817870,0.62242739,0.52377795
-5.39969985,3.13399758,0.03122629,0.15204459,0.00621366,2.27841522,0.83854694,0.37615942,0.64686829,0.51535209
-5.39369685,3.13611301,0.03245398,0.14696624,0.00589810,2.28809692,0.85277732,0.37482775,0.67232749,0.50657543
-5.38769385,3.14129685,0.03374201,0.14165854,0.00558214,2.30071459,0.86834292,0.37421441,0.69855652,0.49759279
-5.38169085,3.14968542,0.03506334,0.13619262,0.00526933,2.31632470,0.88515858,0.37433687,0.72527262,0.48854936
-5.37568784,3.16130207,0.03639046,0.13064117,0.00496280,2.33488609,0.90309566,0.37519988,0.75216579,0.47958605
-5.36968484,3.17605817,0.03769606,0.12507589,0.00466524,2.35626266,0.92198478,0.37679612,0.77890663,0.47083522
-5.36368184,3.19375744,0.03895370,0.11956520,0.00437884,2.38022865,0.94161947,0.37910715,0.80515437,0.46241698
-5.35767884,3.21410331,0.04013844,0.11417211,0.00410530,2.40647620,0.96176059,0.38210445,0.83056498,0.45443610
-5.35167584,3.23670861,0.04122728,0.10895252,0.00384588,2.43462467,0.98214108,0.38575054,0.85479897,0.44697970
-5.34567284,3.26110722,0.04219961,0.10395385,0.00360136,2.46423120,1.00247119,0.39000011,0.87752865,0.44011567
-5.33966983,3.28676702,0.04303753,0.09921416,0.00337214,2.49480219,1.02244373,0.39480111,0.89844469,0.43389181
-5.33366683,3.31310367,0.04372603,0.09476162,0.00315827,2.52580511,1.04173954,0.40009574,0.91726180,0.42833568
-5.32766383,3.33949471,0.04425320,0.09061452,0.00295947,2.55668041,1.06003286,0.40582131,0.93372359,0.42345508
-5.32166083,3.36529368,0.04461021,0.08678151,0.00277523,2.58685323,1.07699683,0.41191097,0.94760648,0.41923899
-5.31565783,3.38984392,0.04479137,0.08326232,0.00260485,2.61574475,1.09230888,0.41829432,0.95872280,0.41565907
-5.30965483,3.41249182,0.04479404,0.08004865,0.00244746,2.64278299,1.10565633,0.42489788,0.96692310,0.41267138
-5.30365183,3.43259944,0.04461855,0.07712531,0.00230214,2.66741309,1.11674184,0.43164548,0.97209781,0.41021841
-5.29764882,3.44955639,0.04426807,0.07447150,0.00216786,2.68910693,1.12528908,0.43845857,0.97417825,0.40823127
-5.29164582,3.46279090,0.04374843,0.07206210,0.00204361,2.70737222,1.13104835,0.44525657,0.97313716,0.40663193
-5.28564282,3.47178002,0.04306798,0.06986901,0.00192840,2.72176082,1.13380212,0.45195721,0.96898874,0.40533555
-5.27963982,3.47605890,0.04223735,0.06786246,0.00182124,2.73187650,1.13337048,0.45847695,0.96178818,0.40425270
-5.27363682,3.47522898,0.04126927,0.06601210,0.00172122,2.73738177,1.12961616,0.46473150,0.95163078,0.40329161
-5.26763382,3.46896513,0.04017830,0.06428809,0.00162751,2.73800396,1.12244911,0.47063646,0.93865050,0.40236026
-5.26163082,3.45702136,0.03898058,0.06266194,0.00153933,2.73354012,1.11183026,0.47610816,0.92301798,0.40136839
-5.25562781,3.43923514,0.03769352,0.06110723,0.00145601,2.72386078,1.09777435,0.48106452,0.90493787,0.40022936
-5.24962481,3.41553001,0.03633551,0.05960009,0.00137697,2.70891233,1.08035156,0.48542613,0.88464555,0.39886187
-5.24362181,3.38591647,0.03492553,0.05811959,0.00130169,2.68871778,1.05968785,0.48911738,0.86240314,0.39719146
-5.23761881,3.35049092,0.03348279,0.05664793,0.00122977,2.66337602,1.03596365,0.49206770,0.83849478,0.39515190
-5.23161581,3.30943272,0.03202636,0.05517049,0.00116087,2.63305918,1.00941122,0.49421278,0.81322138,0.39268634
-5.22561281,3.26299938,0.03057476,0.05367581,0.00109474,2.59800849,0.98031031,0.49549581,0.78689476,0.38974820
-5.21960980,3.21151995,0.02914556,0.05215544,0.00103119,2.55852844,0.94898246,0.49586866,0.75983145,0.38630191
-5.21360680,3.15538693,0.02775504,0.05060374,0.00097010,2.51497948,0.91578406,0.49529292,0.73234637,0.38232331
-5.20760380,3.09504687,0.02641782,0.04901765,0.00091139,2.46776961,0.88109829,0.49374084,0.70474644,0.37779993
-5.20160080,3.03099003,0.02514664,0.04739644,0.00085505,2.41734497,0.84532640,0.49119609,0.67732459,0.37273085
-5.19559780,2.96373957,0.02395208,0.04574137,0.00080107,2.36417996,0.80887857,0.48765432,0.65035417,0.36712646
-5.18959480,2.89384043,0.02284250,0.04405550,0.00074949,2.30876698,0.77216469,0.48312342,0.62408414,0.36100782
-5.18359180,2.82184852,0.02182391,0.04234339,0.00070036,2.25160645,0.73558541,0.47762363,0.59873516,0.35440597
-5.17758879,2.74832034,0.02090007,0.04061081,0.00065374,2.19319704,0.69952375,0.47118734,0.57449664,0.34736082
-5.17158579,2.67380339,0.02007256,0.03886458,0.00060967,2.13402673,0.66433760,0.46385861,0.55152495,0.33992000
-5.16558279,2.59882742,0.01934104,0.03711227,0.00056821,2.07456457,0.63035323,0.45569250,0.52994274,0.33213745
-5.15957979,2.52389689,0.01870341,0.03536204,0.00052940,2.01525351,0.59786003,0.44675402,0.50983923,0.32407194
-5.15357679,2.44948422,0.01815621,0.03362238,0.00049324,1.95650415,0.56710645,0.43711698,0.49127149,0.31578542
-5.14757379,2.37602429,0.01769490,0.03190195,0.00045976,1.89868959,0.53829733,0.42686248,0.47426651,0.30734139
-5.14157079,2.30390960,0.01731419,0.03020936,0.00042891,1.84214113,0.51159235,0.41607731,0.45882378,0.29880315
-5.13556778,2.23348632,0.01700840,0.02855294,0.00040068,1.78714483,0.48710564,0.40485211,0.44491831,0.29023217
-5.12956478,2.16505091,0.01677170,0.02694059,0.00037499,1.73393889,0.46490643,0.39327944,0.43250375,0.28168643
-5.12356178,2.09884727,0.01659836,0.02537959,0.00035178,1.68271158,0.44502042,0.38145175,0.42151548,0.27321900
-5.11755878,2.03506430,0.01648296,0.02387637,0.00033095,1.63359978,0.42743199,0.36945935,0.41187348,0.26487660
-5.11155578,1.97383391,0.01642040,0.02243642,0.00031240,1.58668805,0.41208677,0.35738839,0.40348494,0.25669854
-5.10555278,1.91522951,0.01640600,0.02106411,0.00029602,1.54200827,0.39889471,0.34531899,0.39624633,0.24871575
-5.09954977,1.85926507,0.01643541,0.01976265,0.00028167,1.49953990,0.38773341,0.33332350,0.39004514,0.24095018
-5.09354677,1.80589496,0.01650451,0.01853394,0.00026922,1.45921087,0.37845164,0.32146500,0.38476120,0.23341446
-5.08754377,1.75501473,0.01660926,0.01737864,0.00025853,1.42089944,0.37087304,0.30979612,0.38026768,0.22611187
-5.08154077,1.70646315,0.01674547,0.01629616,0.00024946,1.38443689,0.36479993,0.29835824,0.37643185,0.21903667
-5.07553777,1.66002556,0.01690867,0.01528470,0.00024186,1.34961148,0.36001733,0.28718101,0.37311582,0.21217473
-5.06953477,1.61543885,0.01709385,0.01434142,0.00023556,1.31617346,0.35629702,0.27628239,0.37017728,0.20550448
-5.06353177,1.57239811,0.01729535,0.01346254,0.00023041,1.28384150,0.35340185,0.26566902,0.36747050,0.19899813
-5.05752876,1.53056485,0.01750670,0.01264355,0.00022625,1.25231022,0.35109013,0.25533713,0.36484759,0.19262313
-5.05152576,1.48957695,0.01772064,0.01187941,0.00022289,1.22125895,0.34912027,0.24527372,0.36216025,0.18634382
-5.04552276,1.44905985,0.01792908,0.01116474,0.00022018,1.19036143,0.34725535,0.23545819,0.35926180,0.18012317
-5.03951976,1.40863879,0.01812322,0.01049406,0.00021794,1.15929614,0.34526795,0.22586412,0.35600980,0.17392460
-5.03351676,1.36795173,0.01829373,0.00986198,0.00021600,1.12775706,0.34294473,0.21646137,0.35226891,0.16771371
-5.02751376,1.32666234,0.01843099,0.00926343,0.00021420,1.09546427,0.34009100,0.20721817,0.34791409,0.16146001
-5.02151076,1.28447253,0.01852536,0.00869375,0.00021237,1.06217414,0.33653485,0.19810323,0.34283390,0.15513832
-5.01550775,1.24113405,0.01856755,0.00814889,0.00021036,1.02768849,0.33213097,0.18908781,0.33693375,0.14873011
-5.00950475,1.19645852,0.01854895,0.00762549,0.00020805,0.99186248,0.32676377,0.18014750,0.33013894,0.14222440
-5.00350175,1.15032552,0.01846199,0.00712089,0.00020530,0.95461068,0.32034983,0.17126378,0.32239725,0.13561841
-4.99749875,1.10268818,0.01830046,0.00663323,0.00020202,0.91591121,0.31283948,0.16242526,0.31368102,0.12891793
-4.99149575,1.05357618,0.01805979,0.00616135,0.00019813,0.87580758,0.30421743,0.15362849,0.30398845,0.12213716
-4.98549275,1.00309599,0.01773730,0.00570481,0.00019356,0.83440825,0.29450250,0.14487837,0.29334410,0.11529847
-4.97948974,0.95142822,0.01733230,0.00526379,0.00018830,0.79188393,0.28374622,0.13618822,0.28179845,0.10843164
-4.97348674,0.89882238,0.01684623,0.00483898,0.00018232,0.74846270,0.27203064,0.12757937,0.26942661,0.10157300
-4.96748374,0.84558933,0.01628256,0.00443152,0.00017565,0.70442327,0.25946515,0.11908045,0.25632614,0.09476430
-4.96148074,0.79209167,0.01564675,0.00404286,0.00016833,0.66008667,0.24618261,0.11072638,0.24261411,0.08805147
-4.95547774,0.73873271,0.01494602,0.00367467,0.00016043,0.61580679,0.23233491,0.10255715,0.22842346,0.08148328
-4.94947474,0.68594443,0.01418911,0.00332873,0.00015201,0.57196017,0.21808814,0.09461641,0.21389891,0.07511003
-4.94347174,0.63417500,0.01338600,0.00300686,0.00014317,0.52893550,0.20361744,0.08694999,0.19919259,0.06898224
-4.93746873,0.58387646,0.01254752,0.00271080,0.00013402,0.48712332,0.18910201,0.07960445,0.18445951,0.06314945
-4.93146573,0.53549287,0.01168500,0.00244222,0.00012467,0.44690620,0.17472015,0.07262565,0.16985311,0.05765917
-4.92546273,0.48944949,0.01080991,0.00220261,0.00011524,0.40864975,0.16064468,0.06605741,0.15552115,0.05255589
-4.91945973,0.44614323,0.00993351,0.00199331,0.00010584,0.37269472,0.14703892,0.05994040,0.14160193,0.04788041
-4.91345673,0.40593454,0.00906650,0.00181545,0.00009658,0.33935044,0.13405311,0.05431111,0.12822108,0.04366914
-4.90745373,0.36914089,0.00821877,0.00166994,0.00008756,0.30888937,0.12182159,0.04920112,0.11548905,0.03995372
-4.90145073,0.33603183,0.00739913,0.00155753,0.00007889,0.28154313,0.11046064,0.04463647,0.10349914,0.03676064
-4.89544772,0.30682547,0.00661519,0.00147875,0.00007064,0.25749960,0.10006696,0.04063723,0.09232640,0.03411102
-4.88944472,0.28168639,0.00587319,0.00143393,0.00006289,0.23690111,0.09071685,0.03721727,0.08202711,0.03202046
-4.88344172,0.26072447,0.00517800,0.00142323,0.00005570,0.21984358,0.08246585,0.03438414,0.07263887,0.03049889
-4.87743872,0.24399482,0.00453309,0.00144663,0.00004914,0.20637621,0.07534907,0.03213899,0.06418133,0.02955044
-4.87143572,0.23149818,0.00394057,0.00150390,0.00004323,0.19650181,0.06938169,0.03047668,0.05665730,0.02917337
-4.86543272,0.22318190,0.00340132,0.00159461,0.00003803,0.19017738,0.06455996,0.02938583,0.05005422,0.02935985
-4.85942971,0.21894120,0.00291509,0.00171815,0.00003357,0.18731499,0.06086236,0.02884898,0.04434598,0.03009584
-4.85342671,0.21862066,0.00248065,0.00187363,0.00002988,0.18778276,0.05825086,0.02884271,0.03949474,0.03136091
-4.84742371,0.22201595,0.00209596,0.00205997,0.00002701,0.19140610,0.05667238,0.02933786,0.03545297,0.03312805
-4.84142071,0.22887579,0.00175833,0.00227578,0.00002500,0.19796909,0.05606021,0.03029972,0.03216532,0.03536360
-4.83541771,0.23890424,0.00146457,0.00251945,0.00002391,0.20721620,0.05633552,0.03168828,0.02957057,0.03802715
-4.82941471,0.25176357,0.00121119,0.00278911,0.00002381,0.21885452,0.05740888,0.03345858,0.02760335,0.04107166
-4.82341171,0.26707775,0.00099449,0.00308263,0.00002480,0.23255651,0.05918180,0.03556108,0.02619575,0.04444370
-4.81740870,0.28443677,0.00081073,0.00339768,0.00002698,0.24796367,0.06154839,0.03794228,0.02527878,0.04808392
-4.81140570,0.30340202,0.00065620,0.00373177,0.00003051,0.26469097,0.06439697,0.04054530,0.02478365,0.05192766
-4.80540270,0.32351273,0.00052732,0.00408230,0.00003555,0.28233247,0.06761196,0.04331076,0.02464291,0.05590596
-4.79939970,0.34429354,0.00042072,0.00444666,0.00004228,0.30046783,0.07107568,0.04617773,0.02479139,0.05994668
-4.79339670,0.36526321,0.00033327,0.00482228,0.00005094,0.31867001,0.07467045,0.04908484,0.02516712,0.06397597
-4.78739370,0.38594426,0.00026210,0.00520675,0.00006178,0.33651377,0.07828067,0.05197151,0.02571201,0.06791986
-4.78139070,0.40587334,0.00020465,0.00559791,0.00007506,0.35358492,0.08179503,0.05477933,0.02637248,0.07170606
-4.77538769,0.42461204,0.00015865,0.00599392,0.00009109,0.36949003,0.08510869,0.05745335,0.02710005,0.07526587
-4.76938469,0.44175769,0.00012211,0.00639337,0.00011018,0.38386624,0.08812552,0.05994351,0.02785167,0.07853605
-4.76338169,0.45695371,0.00009331,0.00679531,0.00013265,0.39639069,0.09076012,0.06220587,0.02859016,0.08146065
-4.75737869,0.46989912,0.00007079,0.00719929,0.00015879,0.40678934,0.09293972,0.06420384,0.02928435,0.08399270
-4.75137569,0.48035658,0.00005332,0.00760534,0.00018892,0.41484454,0.09460577,0.06590903,0.02990924,0.08609560
-4.74537269,0.48815863,0.00003987,0.00801396,0.00022328,0.42040113,0.09571521,0.06730204,0.03044594,0.08774425
-4.73936968,0.49321176,0.00002960,0.00842604,0.00026211,0.42337062,0.09624125,0.06837278,0.03088160,0.08892569
-4.73336668,0.49549794,0.00002182,0.00884274,0.00030557,0.42373316,0.09617374,0.06912053,0.03120902,0.08963940
-4.72736368,0.49507354,0.00001597,0.00926532,0.00035372,0.42153725,0.09551898,0.06955368,0.03142634,0.08989702
-4.72136068,0.49206552,0.00001160,0.00969501,0.00040657,0.41689707,0.09429901,0.06968899,0.03153640,0.08972168
-4.71535768,0.48666508,0.00000837,0.01013279,0.00046400,0.40998736,0.09255040,0.06955069,0.03154611,0.08914681
-4.70935468,0.47911895,0.00000600,0.01057920,0.00052576,0.40103629,0.09032256,0.06916910,0.03146569,0.08821461
-4.70335168,0.46971868,0.00000427,0.01103414,0.00059148,0.39031639,0.08767566,0.06857921,0.03130782,0.08697417
-4.69734867,0.45878848,0.00000301,0.01149669,0.00066065,0.37813399,0.08467816,0.06781893,0.03108676,0.08547928
-4.69134567,0.44667203,0.00000212,0.01196496,0.00073264,0.36481764,0.08140427,0.06692738,0.03081745,0.08378621
-4.68534267,0.43371904,0.00000148,0.01243602,0.00080667,0.35070602,0.07793107,0.06594313,0.03051471,0.08195139
-4.67933967,0.42027199,0.00000103,0.01290583,0.00088182,0.33613583,0.07433586,0.06490252,0.03019240,0.08002918
-4.67333667,0.40665376,0.00000072,0.01336929,0.00095711,0.32143019,0.07069349,0.06383825,0.02986281,0.07806990
-4.66733367,0.39315667,0.00000051,0.01382033,0.00103142,0.30688804,0.06707393,0.06277805,0.02953605,0.07611801
-4.66133067,0.38003336,0.00000037,0.01425209,0.00110360,0.29277496,0.06354019,0.06174385,0.02921970,0.07421082
-4.65532766,0.36748996,0.00000029,0.01465717,0.00117247,0.27931575,0.06014663,0.06075115,0.02891862,0.07237749
-4.64932466,0.35568161,0.00000025,0.01502796,0.00123687,0.26668900,0.05693765,0.05980881,0.02863487,0.07063859
-4.64332166,0.34471069,0.00000024,0.01535700,0.00129566,0.25502387,0.05394695,0.05891921,0.02836790,0.06900605
