energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.83191596,3.66357056,0.00470085,0.20334105,0.64991469,1.62032723,0.57773879,0.78974734,0.03086831,1.29108282
-5.82591296,3.74198802,0.00467097,0.21535367,0.65808466,1.65555679,0.59901885,0.81255295,0.03166794,1.30236348
-5.81990995,3.81162275,0.00462280,0.22790157,0.66570774,1.68566585,0.62034866,0.83450169,0.03238934,1.30871775
-5.81390695,3.87207782,0.00455773,0.24085011,0.67270719,1.71053183,0.64156369,0.85545589,0.03302093,1.31017813
-5.80790395,3.92305508,0.00447735,0.25404480,0.67900069,1.73010782,0.66247068,0.87528026,0.03355228,1.30684681
-5.80190095,3.96434878,0.00438343,0.26731324,0.68449953,1.74441966,0.68284853,0.89383918,0.03397442,1.29889157
-5.79589795,3.99583721,0.00427777,0.28046758,0.68910813,1.75356099,0.70245058,0.91099395,0.03428011,1.28654003
-5.78989495,4.01747326,0.00416222,0.29330786,0.69272420,1.75768655,0.72100848,0.92660060,0.03446411,1.27007271
-5.78389195,4.02927477,0.00403860,0.30562600,0.69523961,1.75700403,0.73823747,0.94050851,0.03452335,1.24981498
-5.77788894,4.03131561,0.00390862,0.31721039,0.69654215,1.75176506,0.75384330,0.95256022,0.03445701,1.22612845
-5.77188594,4.02371821,0.00377386,0.32785108,0.69651813,1.74225557,0.76753022,0.96259258,0.03426666,1.19940196
-5.76588294,4.00664811,0.00363573,0.33734526,0.69505579,1.72878610,0.77901012,0.97043950,0.03395621,1.17004270
-5.75987994,3.98031077,0.00349545,0.34550293,0.69204952,1.71168244,0.78801222,0.97593613,0.03353185,1.13846745
-5.75387694,3.94495087,0.00335403,0.35215252,0.68740448,1.69127688,0.79429306,0.97892440,0.03300199,1.10509448
-5.74787394,3.90085370,0.00321230,0.35714626,0.68104162,1.66790052,0.79764612,0.97925969,0.03237701,1.07033604
-5.74187094,3.84834829,0.00307087,0.36036502,0.67290257,1.64187662,0.79791074,0.97681815,0.03166908,1.03459177
-5.73586793,3.78781167,0.00293019,0.36172235,0.66295434,1.61351537,0.79497980,0.97150434,0.03089187,0.99824291
-5.72986493,3.71967331,0.00279058,0.36116762,0.65119330,1.58310984,0.78880564,0.96325853,0.03006023,0.96164745
-5.72386193,3.64441898,0.00265224,0.35868802,0.63764825,1.55093328,0.77940395,0.95206321,0.02918985,0.92513613
-5.71785893,3.56259316,0.00251528,0.35430932,0.62238231,1.51723749,0.76685533,0.93794835,0.02829682,0.88900921
-5.71185593,3.47479922,0.00237979,0.34809532,0.60549347,1.48225217,0.75130431,0.92099488,0.02739729,0.85353400
-5.70585293,3.38169670,0.00224584,0.34014597,0.58711362,1.44618500,0.73295592,0.90133613,0.02650700,0.81894299
-5.69984992,3.28399552,0.00211350,0.33059433,0.56740614,1.40922230,0.71206981,0.87915696,0.02564085,0.78543250
-5.69384692,3.18244673,0.00198292,0.31960232,0.54656205,1.37153002,0.68895227,0.85469067,0.02481252,0.75316188
-5.68784392,3.07783033,0.00185425,0.30735562,0.52479491,1.33325491,0.66394647,0.82821356,0.02403403,0.72225315
-5.68184092,2.97094035,0.00172776,0.29405784,0.50233474,1.29452574,0.63742141,0.80003761,0.02331542,0.69279106
-5.67583792,2.86256810,0.00160372,0.27992423,0.47942119,1.25545461,0.60976012,0.77050147,0.02266446,0.66482367
-5.66983492,2.75348445,0.00148251,0.26517528,0.45629642,1.21613812,0.58134760,0.73996046,0.02208634,0.63836344
-5.66383192,2.64442218,0.00136454,0.25003040,0.43319794,1.17665863,0.55255927,0.70877583,0.02158361,0.61338882
-5.65782891,2.53605966,0.00125024,0.23470197,0.41035189,1.13708563,0.52375022,0.67730418,0.02115603,0.58984659
-5.65182591,2.42900666,0.00114007,0.21939004,0.38796699,1.09747726,0.49524596,0.64588740,0.02080063,0.56765473
-5.64582291,2.32379346,0.00103448,0.20427782,0.36622955,1.05788208,0.46733488,0.61484371,0.02051182,0.54670607
-5.63981991,2.22086395,0.00093392,0.18952816,0.34529967,1.01834129,0.44026278,0.58446031,0.02028164,0.52687260
-5.63381691,2.12057307,0.00083877,0.17528103,0.32530887,0.97889127,0.41422970,0.55498790,0.02010005,0.50801035
-5.62781391,2.02318902,0.00074937,0.16165215,0.30635907,0.93956669,0.38938882,0.52663722,0.01995532,0.48996489
-5.62181091,1.92889979,0.00066601,0.14873264,0.28852302,0.90040388,0.36584767,0.49957785,0.01983454,0.47257715
-5.61580790,1.83782391,0.00058890,0.13658970,0.27184605,0.86144461,0.34367117,0.47393894,0.01972411,0.45568945
-5.60980490,1.75002446,0.00051815,0.12526815,0.25634881,0.82274003,0.32288631,0.44981194,0.01961030,0.43915161
-5.60380190,1.66552555,0.00045382,0.11479269,0.24203100,0.78435458,0.30348817,0.42725476,0.01947979,0.42282674
-5.59779890,1.58433017,0.00039588,0.10517074,0.22887558,0.74636969,0.28544672,0.40629710,0.01932023,0.40659663
-5.59179590,1.50643822,0.00034424,0.09639564,0.21685332,0.70888705,0.26871410,0.38694658,0.01912071,0.39036641
-5.58579290,1.43186367,0.00029874,0.08845001,0.20592729,0.67203123,0.25323192,0.36919501,0.01887220,0.37406835
-5.57978989,1.36064972,0.00025917,0.08130913,0.19605718,0.63595137,0.23893816,0.35302453,0.01856791,0.35766458
-5.57378689,1.29288101,0.00022528,0.07494408,0.18720288,0.60082187,0.22577338,0.33841322,0.01820352,0.34114865
-5.56778389,1.22869238,0.00019679,0.06932468,0.17932762,0.56684198,0.21368601,0.32533970,0.01777732,0.32454582
-5.56178089,1.16827343,0.00017340,0.06442188,0.17239997,0.53423407,0.20263635,0.31378672,0.01729027,0.30791214
-5.55577789,1.11186897,0.00015480,0.06020968,0.16639518,0.50324081,0.19259942,0.30374341,0.01674588,0.29133234
-5.54977489,1.05977514,0.00014068,0.05666653,0.16129543,0.47412107,0.18356640,0.29520629,0.01615003,0.27491663
-5.54377189,1.01233169,0.00013075,0.05377603,0.15708924,0.44714493,0.17554482,0.28817900,0.01551070,0.25879660
-5.53776888,0.96991085,0.00012471,0.05152712,0.15377015,0.42258769,0.16855754,0.28267092,0.01483761,0.24312037
-5.53176588,0.93290342,0.00012230,0.04991376,0.15133473,0.40072331,0.16264070,0.27869499,0.01414180,0.22804722
-5.52576288,0.90170283,0.00012329,0.04893399,0.14978014,0.38181732,0.15784076,0.27626479,0.01343516,0.21374195
-5.51975988,0.87668804,0.00012744,0.04858870,0.14910146,0.36611956,0.15421091,0.27539128,0.01272995,0.20036917
-5.51375688,0.85820611,0.00013458,0.04888007,0.14928891,0.35385692,0.15180706,0.27607948,0.01203833,0.18808769
-5.50775388,0.84655520,0.00014452,0.04980969,0.15032521,0.34522635,0.15068358,0.27832525,0.01137189,0.17704525
-5.50175088,0.84196866,0.00015711,0.05137671,0.15218326,0.34038825,0.15088902,0.28211247,0.01074128,0.16737374
-5.49574787,0.84460101,0.00017221,0.05357593,0.15482420,0.33946063,0.15246205,0.28741070,0.01015578,0.15918496
-5.48974487,0.85451612,0.00018971,0.05639598,0.15819614,0.34251402,0.15542772,0.29417354,0.00962307,0.15256716
-5.48374187,0.87167820,0.00020947,0.05981782,0.16223345,0.34956741,0.15979432,0.30233761,0.00914898,0.14758220
-5.47773887,0.89594565,0.00023139,0.06381349,0.16685676,0.36058537,0.16555075,0.31182223,0.00873735,0.14426367
-5.47173587,0.92706819,0.00025534,0.06834532,0.17197371,0.37547637,0.17266479,0.32252980,0.00838999,0.14261563
-5.46573287,0.96468720,0.00028119,0.07336565,0.17748034,0.39409254,0.18108208,0.33434659,0.00810669,0.14261223
-5.45972986,1.00833944,0.00030880,0.07881703,0.18326318,0.41623097,0.19072610,0.34714416,0.00788532,0.14419813
-5.45372686,1.05746391,0.00033801,0.08463317,0.18920184,0.44163649,0.20149898,0.36078100,0.00772197,0.14728963
-5.44772386,1.11141202,0.00036862,0.09074030,0.19517216,0.47000609,0.21328340,0.37510449,0.00761120,0.15177649
-5.44172086,1.16946066,0.00040043,0.09705934,0.20104961,0.50099501,0.22594531,0.38995301,0.00754625,0.15752453
-5.43571786,1.23082820,0.00043319,0.10350846,0.20671307,0.53422441,0.23933764,0.40515818,0.00751940,0.16437880
-5.42971486,1.29469300,0.00046665,0.11000630,0.21204864,0.56929053,0.25330489,0.42054724,0.00752222,0.17216731
-5.42371186,1.36021423,0.00050049,0.11647547,0.21695345,0.60577527,0.26768844,0.43594546,0.00754593,0.18070537
-5.41770885,1.42655456,0.00053440,0.12284644,0.22133945,0.64325793,0.28233256,0.45117878,0.00758170,0.18980033
-5.41170585,1.49290428,0.00056803,0.12906157,0.22513682,0.68132780,0.29709087,0.46607656,0.00762098,0.19925657
-5.40570285,1.55850617,0.00060100,0.13507912,0.22829717,0.71959739,0.31183309,0.48047464,0.00765576,0.20888089
-5.39969985,1.62268069,0.00063294,0.14087708,0.23079628,0.75771575,0.32645191,0.49421862,0.00767882,0.21848775
-5.39369685,1.68485052,0.00066346,0.14645671,0.23263629,0.79538154,0.34086953,0.50716748,0.00768394,0.22790456
-5.38769385,1.74456378,0.00069218,0.15184543,0.23384744,0.83235535,0.35504377,0.51919745,0.00766607,0.23697664
-5.38169085,1.80151502,0.00071873,0.15709909,0.23448915,0.86847077,0.36897333,0.53020608,0.00762144,0.24557166
-5.37568784,1.85556307,0.00074277,0.16230325,0.23465057,0.90364386,0.38270188,0.54011643,0.00754764,0.25358348
-5.36968484,1.90674502,0.00076399,0.16757350,0.23445047,0.93788048,0.39632069,0.54888119,0.00744362,0.26093506
-5.36368184,1.95528538,0.00078214,0.17305456,0.23403664,0.97128122,0.40996953,0.55648642,0.00730969,0.26758044
-5.35767884,2.00159981,0.00079701,0.17891813,0.23358471,1.00404370,0.42383553,0.56295488,0.00714741,0.27350543
-5.35167584,2.04629294,0.00080848,0.18535944,0.23329647,1.03646201,0.43814989,0.56834835,0.00695953,0.27872723
-5.34567284,2.09014991,0.00081650,0.19259258,0.23339787,1.06892342,0.45318233,0.57276898,0.00674984,0.28329264
-5.33966983,2.13412150,0.00082109,0.20084445,0.23413659,1.10190229,0.46923322,0.57635917,0.00652298,0.28727514
-5.33366683,2.17930314,0.00082238,0.21034768,0.23577931,1.13595153,0.48662359,0.57929982,0.00628431,0.29077071
-5.32766383,2.22690806,0.00082057,0.22133259,0.23860885,1.17169183,0.50568310,0.58180691,0.00603970,0.29389271
-5.32166083,2.27823550,0.00081595,0.23401832,0.24292101,1.20979914,0.52673649,0.58412612,0.00579536,0.29676597
-5.31565783,2.33463468,0.00080891,0.24860361,0.24902141,1.25099073,0.55008889,0.58652572,0.00555762,0.29952034
-5.30965483,2.39746585,0.00079987,0.26525731,0.25722207,1.29601040,0.57601039,0.58928776,0.00533283,0.30228396
-5.30365183,2.46805971,0.00078935,0.28410919,0.26783798,1.34561317,0.60472090,0.59269784,0.00512713,0.30517667
-5.29764882,2.54767645,0.00077790,0.30524135,0.28118349,1.40054998,0.63637553,0.59703385,0.00494636,0.30830383
-5.29164582,2.63746610,0.00076610,0.32868053,0.29756850,1.46155255,0.67105161,0.60255416,0.00479593,0.31175078
-5.28564282,2.73843135,0.00075454,0.35439195,0.31729452,1.52931881,0.70873786,0.60948567,0.00468073,0.31557840
-5.27963982,2.85139419,0.00074381,0.38227476,0.34065036,1.60449884,0.74932639,0.61801247,0.00460504,0.31981981
-5.27363682,2.97696759,0.00073447,0.41215970,0.36790751,1.68768154,0.79260819,0.62826564,0.00457253,0.32447855
-5.26763382,3.11553283,0.00072704,0.44380896,0.39931521,1.77938182,0.83827242,0.64031466,0.00458614,0.32952815
-5.26163082,3.26722336,0.00072196,0.47691866,0.43509497,1.88002817,0.88590991,0.65416118,0.00464817,0.33491334
-5.25562781,3.43191531,0.00071964,0.51112385,0.47543476,1.98995071,0.93502079,0.66973526,0.00476021,0.34055262
-5.24962481,3.60922473,0.00072036,0.54600600,0.52048278,2.10936914,0.98502630,0.68689470,0.00492316,0.34634217
-5.24362181,3.79851133,0.00072432,0.58110297,0.57034086,2.23838097,1.03528421,0.70542733,0.00513729,0.35216086
-5.23761881,3.99888814,0.00073165,0.61592095,0.62505771,2.37694970,1.08510753,0.72505646,0.00540223,0.35787616
-5.23161581,4.20923656,0.00074233,0.64994808,0.68462212,2.52489321,1.13378560,0.74544920,0.00571701,0.36335048
-5.22561281,4.42822578,0.00075630,0.68266934,0.74895640,2.68187267,1.18060663,0.76622738,0.00608012,0.36844784
-5.21960980,4.65433587,0.00077339,0.71358189,0.81791024,2.84738242,1.22488092,0.78698052,0.00648947,0.37304035
-5.21360680,4.88588359,0.00079334,0.74221041,0.89125550,3.02074136,1.26596338,0.80728038,0.00694253,0.37701428
-5.20760380,5.12105004,0.00081585,0.76812174,0.96868214,3.20108671,1.30327450,0.82669632,0.00743624,0.38027546
-5.20160080,5.35790951,0.00084059,0.79093806,1.04979572,3.38737085,1.33631878,0.84481079,0.00796714,0.38275368
-5.19559780,5.59445890,0.00086719,0.81034820,1.13411677,3.57836226,1.36469958,0.86123417,0.00853132,0.38440598
-5.18959480,5.82864725,0.00089525,0.82611639,1.22108253,3.77265123,1.38812989,0.87561846,0.00912448,0.38521878
-5.18359180,6.05840499,0.00092444,0.83808816,1.31005108,3.96866109,1.40643840,0.88766890,0.00974197,0.38520863
-5.17758879,6.28167292,0.00095440,0.84619307,1.40030817,4.16466557,1.41957077,0.89715335,0.01037877,0.38442181
-5.17158579,6.49643051,0.00098487,0.85044431,1.49107686,4.35881230,1.42758597,0.90390886,0.01102955,0.38293267
-5.16558279,6.70072367,0.00101560,0.85093496,1.58152971,4.54915253,1.43064812,0.90784530,0.01168871,0.38084103
-5.15957979,6.89269175,0.00104644,0.84783152,1.67080359,4.73367653,1.42901434,0.90894599,0.01235040,0.37826857
-5.15357679,7.07059372,0.00107728,0.84136470,1.75801642,4.91035388,1.42301924,0.90726547,0.01300856,0.37535467
-5.14757379,7.23283325,0.00110810,0.83181826,1.84228564,5.07717733,1.41305703,0.90292463,0.01365701,0.37225169
-5.14157079,7.37798240,0.00113893,0.81951634,1.92274766,5.23220889,1.39956228,0.89610371,0.01428948,0.36911996
-5.13556778,7.50480344,0.00116985,0.80481001,1.99857759,5.37362637,1.38299022,0.88703342,0.01489968,0.36612272
-5.12956478,7.61226841,0.00120098,0.78806363,2.06900854,5.49976841,1.36379775,0.87598501,0.01548138,0.36342111
-5.12356178,7.69957570,0.00123245,0.76964180,2.13334967,5.60917632,1.34242602,0.86325964,0.01602849,0.36116934
-5.11755878,7.76616329,0.00126439,0.74989736,2.19100233,5.70063074,1.31928537,0.84917780,0.01653517,0.35951030
-5.11155578,7.81171785,0.00129693,0.72916101,2.24147355,5.77318177,1.29474338,0.83406913,0.01699590,0.35857147
-5.10555278,7.83617960,0.00133012,0.70773302,2.28438643,5.82617117,1.26911630,0.81826327,0.01740556,0.35846142
-5.09954977,7.83974238,0.00136398,0.68587708,2.31948690,5.85924593,1.24266422,0.80208193,0.01775959,0.35926686
-5.09354677,7.82284899,0.00139842,0.66381669,2.34664686,5.87236279,1.21558990,0.78583260,0.01805400,0.36105021
-5.08754377,7.78618180,0.00143331,0.64173378,2.36586349,5.86578372,1.18804109,0.76980390,0.01828552,0.36384790
-5.08154077,7.73064914,0.00146837,0.61976965,2.37725493,5.84006312,1.16011591,0.75426259,0.01845168,0.36766919
-5.07553777,7.65736762,0.00150327,0.59802779,2.38105278,5.79602746,1.13187078,0.73945225,0.01855085,0.37249572
-5.06953477,7.56764144,0.00153757,0.57657837,2.37759174,5.73474885,1.10333019,0.72559321,0.01858234,0.37828174
-5.06353177,7.46293904,0.00157076,0.55546383,2.36729703,5.65751384,1.07449766,0.71288367,0.01854643,0.38495494
-5.05752876,7.34486814,0.00160230,0.53470526,2.35067028,5.56578922,1.04536697,0.70150146,0.01844440,0.39241806
-5.05152576,7.21514973,0.00163161,0.51430897,2.32827443,5.46118634,1.01593317,0.69160616,0.01827854,0.40055110
-5.04552276,7.07559184,0.00165811,0.49427295,2.30071838,5.34542543,0.98620250,0.68334123,0.01805213,0.40921412
-5.03951976,6.92806340,0.00168128,0.47459275,2.26864191,5.22030119,0.95620067,0.67683562,0.01776941,0.41825070
-5.03351676,6.77446879,0.00170066,0.45526647,2.23270124,5.08765067,0.92597922,0.67220474,0.01743551,0.42749183
-5.02751376,6.61672316,0.00171593,0.43629864,2.19355581,4.94932406,0.89561935,0.66955043,0.01705636,0.43676022
-5.02151076,6.45672861,0.00172690,0.41770286,2.15185630,4.80715886,0.86523347,0.66895977,0.01663856,0.44587481
-5.01550775,6.29635124,0.00173355,0.39950311,2.10823414,4.66295730,0.83496404,0.67050273,0.01618927,0.45465548
-5.00950475,6.13739890,0.00173609,0.38173380,2.06329252,4.51846703,0.80498023,0.67422875,0.01571601,0.46292767
-5.00350175,5.98159953,0.00173491,0.36443862,2.01759884,4.37536452,0.77547243,0.68016225,0.01522652,0.47052676
-4.99749875,5.83058015,0.00173065,0.34766850,1.97167853,4.23524076,0.74664513,0.68829757,0.01472854,0.47730214
-4.99149575,5.68584631,0.00172414,0.33147873,1.92601012,4.09958873,0.71870866,0.69859352,0.01422967,0.48312075
-4.98549275,5.54876248,0.00171643,0.31592570,1.88102141,3.96979212,0.69187017,0.71096802,0.01373711,0.48787000
-4.97948974,5.42053344,0.00170874,0.30106337,1.83708679,3.84711493,0.66632463,0.72529334,0.01325758,0.49146001
-4.97348674,5.30218740,0.00170243,0.28693985,1.79452540,3.73269178,0.64224620,0.74139230,0.01279705,0.49382507
-4.96748374,5.19456145,0.00169896,0.27359429,1.75360040,3.62751879,0.61978049,0.75903605,0.01236069,0.49492437
-4.96148074,5.09828990,0.00169982,0.26105429,1.71451919,3.53244512,0.59903822,0.77794364,0.01195273,0.49474205
-4.95547774,5.01379661,0.00170651,0.24933400,1.67743460,3.44816561,0.58009059,0.79778386,0.01157637,0.49328651
-4.94947474,4.94129158,0.00172045,0.23843303,1.64244723,3.37521457,0.56296641,0.81817946,0.01123377,0.49058933
-4.94347174,4.88077278,0.00174291,0.22833613,1.60960878,3.31396152,0.54765142,0.83871385,0.01092600,0.48670358
-4.93746873,4.83203332,0.00177498,0.21901375,1.57892653,3.26460898,0.53408947,0.85894022,0.01065314,0.48170198
-4.93146573,4.79467412,0.00181752,0.21042335,1.55036875,3.22719292,0.52218563,0.87839282,0.01041428,0.47567476
-4.92546273,4.76812193,0.00187107,0.20251131,1.52387105,3.20158602,0.51181099,0.89660005,0.01020765,0.46872749
-4.91945973,4.75165213,0.00193583,0.19521535,1.49934330,3.18750388,0.50280877,0.91309891,0.01003072,0.46097891
-4.91345673,4.74441552,0.00201166,0.18846735,1.47667706,3.18451427,0.49500143,0.92745008,0.00988035,0.45255877
-4.90745373,4.74546786,0.00209802,0.18219622,1.45575307,3.19204898,0.48819844,0.93925316,0.00975294,0.44360575
-4.90145073,4.75380110,0.00219397,0.17633079,1.43644839,3.20941816,0.48220416,0.94816106,0.00964455,0.43426555
-4.89544772,4.76837464,0.00229824,0.17080261,1.41864308,3.23582640,0.47682550,0.95389321,0.00955110,0.42468887
-4.88944472,4.78814530,0.00240916,0.16554824,1.40222581,3.27039015,0.47187909,0.95624655,0.00946847,0.41502951
-4.88344172,4.81209460,0.00252477,0.16051135,1.38709823,3.31215562,0.46719744,0.95510402,0.00939265,0.40544241
-4.87743872,4.83925208,0.00264285,0.15564409,1.37317784,3.36011665,0.46263402,0.95043994,0.00931984,0.39608148
-4.87143572,4.86871380,0.00276098,0.15090810,1.36039928,3.41323189,0.45806702,0.94232208,0.00924655,0.38709740
-4.86543272,4.89965536,0.00287658,0.14627490,1.34871389,3.47044066,0.45340167,0.93091013,0.00916970,0.37863516
-4.85942971,4.93133903,0.00298704,0.14172575,1.33808764,3.53067733,0.44857122,0.91645087,0.00908664,0.37083143
-4.85342671,4.96311537,0.00308975,0.13725115,1.32849775,3.59288368,0.44353652,0.89926995,0.00899519,0.36381181
-4.84742371,4.99441949,0.00318222,0.13284980,1.31992799,3.65601951,0.43828441,0.87976090,0.00889370,0.35768787
-4.84142071,5.02476295,0.00326212,0.12852748,1.31236331,3.71907125,0.43282509,0.85837170,0.00878100,0.35255434
-4.83541771,5.05372226,0.00332736,0.12429554,1.30578398,3.78105905,0.42718871,0.83558966,0.00865646,0.34848625
-4.82941471,5.08092519,0.00337616,0.12016944,1.30015976,3.84104260,0.42142138,0.81192517,0.00851993,0.34553638
-4.82341171,5.10603624,0.00340710,0.11616721,1.29544461,3.89812602,0.41558089,0.78789511,0.00837175,0.34373309
-4.81740870,5.12874260,0.00341917,0.11230803,1.29157210,3.95146239,0.40973242,0.76400658,0.00821272,0.34307867
-4.81140570,5.14874165,0.00341175,0.10861092,1.28845215,4.00025824,0.40394433,0.74074159,0.00804407,0.34354831
-4.80540270,5.16573122,0.00338468,0.10509367,1.28596913,4.04377837,0.39828438,0.71854343,0.00786749,0.34508991
-4.79939970,5.17940327,0.00333822,0.10177190,1.28398155,4.08135124,0.39281643,0.69780501,0.00768503,0.34762471
-4.79339670,5.18944141,0.00327304,0.09865849,1.28232352,4.11237507,0.38759772,0.67885965,0.00749913,0.35104877
-4.78739370,5.19552251,0.00319019,0.09576311,1.28080769,4.13632455,0.38267688,0.66197457,0.00731259,0.35523551
-4.78139070,5.19732205,0.00309106,0.09309207,1.27922968,4.15275798,0.37809251,0.64734707,0.00712852,0.36003888
-4.77538769,5.19452288,0.00297734,0.09064827,1.27737376,4.16132449,0.37387249,0.63510355,0.00695032,0.36529747
-4.76938469,5.18682643,0.00285093,0.08843138,1.27501934,4.16177094,0.37003382,0.62530096,0.00678163,0.37083917
-4.76338169,5.17396555,0.00271394,0.08643814,1.27194796,4.15394782,0.36658297,0.61793071,0.00662628,0.37648623
-4.75737869,5.15571783,0.00256855,0.08466263,1.26795047,4.13781367,0.36351659,0.61292446,0.00648822,0.38206058
-4.75137569,5.13191822,0.00241700,0.08309677,1.26283374,4.11343746,0.36082246,0.61016158,0.00637147,0.38738919
-4.74537269,5.10246996,0.00226152,0.08173063,1.25642687,4.08099835,0.35848068,0.60947766,0.00628000,0.39230909
-4.73936968,5.06735283,0.00210427,0.08055287,1.24858629,4.04078254,0.35646480,0.61067373,0.00621765,0.39667209
-4.73336668,5.02662799,0.00194731,0.07955106,1.23919964,3.99317702,0.35474297,0.61352577,0.00618803,0.40034869
-4.72736368,4.98043896,0.00179252,0.07871199,1.22818824,3.93866011,0.35327899,0.61779399,0.00619439,0.40323124
-4.72136068,4.92900856,0.00164162,0.07802187,1.21550808,3.87778919,0.35203325,0.62323156,0.00623950,0.40523619
-4.71535768,4.87263203,0.00149611,0.07746651,1.20114935,3.81118583,0.35096344,0.62959249,0.00632554,0.40630523
-4.70935468,4.81166666,0.00135728,0.07703143,1.18513468,3.73951912,0.35002520,0.63663842,0.00645396,0.40640548
-4.70335168,4.74651883,0.00122619,0.07670195,1.16751621,3.66348794,0.34917266,0.64414413,0.00662540,0.40552865
-4.69734867,4.67762924,0.00110371,0.07646315,1.14837188,3.58380303,0.34835888,0.65190171,0.00683956,0.40368933
-4.69134567,4.60545757,0.00099046,0.07629998,1.12780118,3.50116985,0.34753630,0.65972337,0.00709515,0.40092251
-4.68534267,4.53046760,0.00088692,0.07619727,1.10592070,3.41627311,0.34665728,0.66744292,0.00738982,0.39728060
-4.67933967,4.45311383,0.00079336,0.07613977,1.08285981,3.32976392,0.34567467,0.67491613,0.00772016,0.39282998
-4.67333667,4.37383077,0.00070993,0.07611228,1.05875681,3.24225001,0.34454255,0.68202002,0.00808167,0.38764755
-4.66733367,4.29302539,0.00063666,0.07609983,1.03375574,3.15428972,0.34321713,0.68865135,0.00846886,0.38181719
-4.66133067,4.21107345,0.00057348,0.07608789,1.00800399,3.06638980,0.34165771,0.69472459,0.00887528,0.37542660
-4.65532766,4.12831967,0.00052027,0.07606270,0.98165085,2.97900701,0.33982787,0.70016942,0.00929370,0.36856446
-4.64932466,4.04508175,0.00047684,0.07601162,0.95484699,2.89255311,0.33769663,0.70492821,0.00971624,0.36131818
-4.64332166,3.96165759,0.00044300,0.07592361,0.92774468,2.80740274,0.33523968,0.70895353,0.01013457,0.35377220
