energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,Zr_p_up,Zr_d_up
-5.69384692,1.49309868,0.03262283,0.02775055,0.00387867,1.02691978,0.54806235,0.35902369,0.33173089,0.09601574
-5.68784392,1.42219206,0.03110322,0.02678906,0.00367236,0.97692731,0.51516215,0.34649317,0.31054495,0.09230870
-5.68184092,1.35048014,0.02946966,0.02586628,0.00345492,0.92659231,0.48257403,0.33326012,0.28918505,0.08884825
-5.67583792,1.27932654,0.02775025,0.02501010,0.00322969,0.87685081,0.45076034,0.31965918,0.26794782,0.08572336
-5.66983492,1.21007965,0.02597365,0.02424727,0.00299994,0.82862675,0.42016465,0.30603358,0.24711933,0.08301847
-5.66383192,1.14404699,0.02416846,0.02360268,0.00276881,0.78281534,0.39120538,0.29272724,0.22697126,0.08081190
-5.65782891,1.08247287,0.02236261,0.02309880,0.00253927,0.74026872,0.36427086,0.28007717,0.20775791,0.07917465
-5.65182591,1.02652002,0.02058277,0.02275518,0.00231406,0.70178439,0.33971597,0.26840673,0.18971427,0.07816938
-5.64582291,0.97725565,0.01885395,0.02258814,0.00209560,0.66809671,0.31786041,0.25801953,0.17305484,0.07784990
-5.63981991,0.93564198,0.01719907,0.02261048,0.00188602,0.63987125,0.29898848,0.24919453,0.15797348,0.07826089
-5.63381691,0.90253108,0.01563875,0.02283140,0.00168713,0.61770213,0.28335018,0.24218210,0.14464380,0.07943801
-5.62781391,0.87866362,0.01419107,0.02325646,0.00150037,0.60211182,0.27116339,0.23720115,0.13322029,0.08140826
-5.62181091,0.86467087,0.01287148,0.02388773,0.00132686,0.59355298,0.26261682,0.23443731,0.12383973,0.08419064
-5.61580790,0.86107911,0.01169282,0.02472392,0.00116741,0.59241168,0.25787331,0.23404195,0.11662279,0.08779693
-5.60980490,0.86831552,0.01066535,0.02576067,0.00102256,0.59901150,0.25707315,0.23613197,0.11167561,0.09223253
-5.60380190,0.88671459,0.00979680,0.02699078,0.00089255,0.61361754,0.26033696,0.24079014,0.10909116,0.09749738
-5.59779890,0.91652408,0.00909258,0.02840459,0.00077743,0.63643997,0.26776787,0.24806586,0.10895012,0.10358676
-5.59179590,0.95790972,0.00855585,0.02999029,0.00067708,0.66763630,0.27945257,0.25797616,0.11132119,0.11049197
-5.58579290,1.01095788,0.00818772,0.03173419,0.00059123,0.70731202,0.29546113,0.27050667,0.11626071,0.11820082
-5.57978989,1.07567583,0.00798734,0.03362104,0.00051951,0.75551932,0.31584532,0.28561276,0.12381153,0.12669780
-5.57378689,1.15198926,0.00795209,0.03563429,0.00046150,0.81225365,0.34063551,0.30322042,0.13400107,0.13596409
-5.56778389,1.23973713,0.00807761,0.03775626,0.00041678,0.87744830,0.36983615,0.32322715,0.14683873,0.14597722
-5.56178089,1.33866418,0.00835790,0.03996838,0.00038491,0.95096715,0.40342005,0.34550275,0.16231265,0.15671044
-5.55577789,1.44841164,0.00878540,0.04225129,0.00036551,1.03259621,0.44132175,0.36989019,0.18038603,0.16813194
-5.54977489,1.56850694,0.00935098,0.04458496,0.00035829,1.12203441,0.48343038,0.39620649,0.20099336,0.18020387
-5.54377189,1.69835339,0.01004399,0.04694881,0.00036299,1.21888452,0.52958246,0.42424405,0.22403655,0.19288129
-5.53776888,1.83722099,0.01085230,0.04932180,0.00037952,1.32264497,0.57955518,0.45377229,0.24938151,0.20611109
-5.53176588,1.98423941,0.01176232,0.05168253,0.00040784,1.43270345,0.63306070,0.48453984,0.27685532,0.21983104
-5.52576288,2.13839435,0.01275907,0.05400937,0.00044808,1.54833321,0.68974193,0.51627745,0.30624433,0.23396904
-5.51975988,2.29852814,0.01382633,0.05628064,0.00050048,1.66869271,0.74917044,0.54870157,0.33729348,0.24844271
-5.51375688,2.46334554,0.01494672,0.05847477,0.00056539,1.79282930,0.81084672,0.58151873,0.36970700,0.26315921
-5.50775388,2.63142515,0.01610197,0.06057060,0.00064333,1.91968735,0.87420324,0.61443048,0.40315067,0.27801573
-5.50175088,2.80123670,0.01727312,0.06254762,0.00073494,2.04812096,0.93861050,0.64713907,0.43725578,0.29290024
-5.49574787,2.97116411,0.01844086,0.06438631,0.00084099,2.17691126,1.00338593,0.67935331,0.47162474,0.30769292
-5.48974487,3.13953383,0.01958587,0.06606850,0.00096239,2.30478783,1.06780574,0.71079474,0.50583824,0.32226798
-5.48374187,3.30464755,0.02068922,0.06757776,0.00110016,2.43045372,1.13111930,0.74120357,0.53946382,0.33649592
-5.47773887,3.46481825,0.02173275,0.06889974,0.00125545,2.55261312,1.19256554,0.77034420,0.57206560,0.35024626
-5.47173587,3.61840806,0.02269955,0.07002252,0.00142951,2.67000069,1.25139099,0.79801000,0.60321473,0.36339039
-5.46573287,3.76386634,0.02357430,0.07093699,0.00162368,2.78141119,1.30686858,0.82402705,0.63250027,0.37580472
-5.45972986,3.89976632,0.02434371,0.07163705,0.00183935,2.88572827,1.35831644,0.84825657,0.65953995,0.38737373
-5.45372686,4.02483846,0.02499682,0.07211983,0.00207793,2.98195100,1.40511602,0.87059597,0.68399039,0.39799291
-5.44772386,4.13799915,0.02552529,0.07238582,0.00234079,3.06921680,1.44672854,0.89097828,0.70555632,0.40757152
-5.44172086,4.23837300,0.02592359,0.07243883,0.00262923,3.14681996,1.48270913,0.90936996,0.72399833,0.41603479
-5.43571786,4.32530803,0.02618907,0.07228597,0.00294438,3.21422449,1.51271796,0.92576740,0.73913881,0.42332568
-5.42971486,4.39838262,0.02632199,0.07193741,0.00328713,3.27107097,1.53652778,0.94019192,0.75086577,0.42940604
-5.42371186,4.45740419,0.02632542,0.07140613,0.00365804,3.31717698,1.55402763,0.95268391,0.75913437,0.43425702
-5.41770885,4.50239956,0.02620507,0.07070753,0.00405723,3.35253112,1.56522233,0.96329619,0.76396603,0.43787881
-5.41170585,4.53359770,0.02596894,0.06985900,0.00448432,3.37728109,1.57022809,0.97208716,0.76544528,0.44028972
-5.40570285,4.55140574,0.02562706,0.06887943,0.00493826,3.39171643,1.56926411,0.97911402,0.76371433,0.44152454
-5.39969985,4.55637965,0.02519101,0.06778867,0.00541731,3.39624699,1.56264091,0.98442656,0.75896588,0.44163240
-5.39369685,4.54919127,0.02467349,0.06660694,0.00591891,3.39137827,1.55074587,0.98806194,0.75143428,0.44067413
-5.38769385,4.53059340,0.02408788,0.06535438,0.00643965,3.37768505,1.53402661,0.99004067,0.74138569,0.43871940
-5.38169085,4.50138496,0.02344773,0.06405043,0.00697522,3.35578464,1.51297322,0.99036418,0.72910768,0.43584360
-5.37568784,4.46237792,0.02276638,0.06271341,0.00752042,3.32631135,1.48810016,0.98901406,0.71489872,0.43212482
-5.36968484,4.41436790,0.02205655,0.06136010,0.00806918,3.28989325,1.45992857,0.98595302,0.69905815,0.42764088
-5.36368184,4.35810968,0.02133003,0.06000538,0.00861466,3.24713257,1.42897005,0.98112764,0.68187709,0.42246681
-5.35767884,4.29429878,0.02059741,0.05866195,0.00914934,3.19859047,1.39571234,0.97447255,0.66363059,0.41667263
-5.35167584,4.22355986,0.01986793,0.05734016,0.00966518,3.14477690,1.36060773,0.96591596,0.64457147,0.41032171
-5.34567284,4.14644214,0.01914942,0.05604793,0.01015382,3.08614563,1.32406441,0.95538620,0.62492595,0.40346969
-5.33966983,4.06342156,0.01844826,0.05479069,0.01060681,3.02309455,1.28644109,0.94281871,0.60489115,0.39616402
-5.33366683,3.97490925,0.01776948,0.05357146,0.01101582,2.95597074,1.24804480,0.92816330,0.58463450,0.38844407
-5.32766383,3.88126514,0.01711691,0.05239099,0.01137294,2.88507957,1.20913179,0.91139107,0.56429481,0.38034179
-5.32166083,3.78281548,0.01649333,0.05124795,0.01167093,2.81069704,1.16991113,0.89250071,0.54398488,0.37188283
-5.31565783,3.67987286,0.01590071,0.05013918,0.01190347,2.73308409,1.13055048,0.87152370,0.52379523,0.36308799
-5.30965483,3.57275699,0.01534041,0.04905996,0.01206536,2.65250187,1.09118358,0.84852822,0.50379855,0.35397501
-5.30365183,3.46181469,0.01481343,0.04800438,0.01215278,2.56922656,1.05191860,0.82362141,0.48405465,0.34456034
-5.29764882,3.34743769,0.01432058,0.04696562,0.01216338,2.48356281,1.01284694,0.79695001,0.46461529,0.33486100
-5.29164582,3.23007684,0.01386264,0.04593637,0.01209642,2.39585468,0.97405154,0.76869921,0.44552867,0.32489632
-5.28564282,3.11025183,0.01344048,0.04490916,0.01195280,2.30649331,0.93561443,0.73908978,0.42684317,0.31468935
-5.27963982,2.98855563,0.01305508,0.04387670,0.01173504,2.21592083,0.89762287,0.70837371,0.40861021,0.30426813
-5.27363682,2.86565347,0.01270758,0.04283226,0.01144720,2.12463016,0.86017375,0.67682846,0.39088595,0.29366644
-5.26763382,2.74227638,0.01239917,0.04176998,0.01109475,2.03316080,0.82337618,0.64475014,0.37373181,0.28292424
-5.26163082,2.61920970,0.01213103,0.04068514,0.01068442,1.94209076,0.78735206,0.61244597,0.35721386,0.27208772
-5.25562781,2.49727725,0.01190414,0.03957443,0.01022391,1.85202532,0.75223488,0.58022637,0.34140114,0.26120896
-5.24962481,2.37732230,0.01171915,0.03843617,0.00972169,1.76358314,0.71816683,0.54839695,0.32636317,0.25034522
-5.24362181,2.26018629,0.01157620,0.03727046,0.00918670,1.67738075,0.68529464,0.51725086,0.31216676,0.23955802
-5.23761881,2.14668669,0.01147475,0.03607932,0.00862810,1.59401621,0.65376446,0.48706174,0.29887259,0.22891196
-5.23161581,2.03759518,0.01141340,0.03486671,0.00805493,1.51405295,0.62371633,0.45807755,0.28653163,0.21847342
-5.22561281,1.93361745,0.01138983,0.03363857,0.00747596,1.43800474,0.59527851,0.43051550,0.27518189,0.20830916
-5.21960980,1.83537552,0.01140073,0.03240271,0.00689938,1.36632244,0.56856229,0.40455825,0.26484561,0.19848504
-5.21360680,1.74339349,0.01144178,0.03116869,0.00633263,1.29938340,0.54365746,0.38035146,0.25552723,0.18906466
-5.20760380,1.65808740,0.01150768,0.02994770,0.00578226,1.23748375,0.52062886,0.35800266,0.24721220,0.18010822
-5.20160080,1.57975946,0.01159234,0.02875225,0.00525384,1.18083407,0.49951418,0.33758147,0.23986675,0.17167154
-5.19559780,1.50859674,0.01168899,0.02759594,0.00475187,1.12955837,0.48032310,0.31912106,0.23343869,0.16380524
-5.18959480,1.44467413,0.01179044,0.02649317,0.00427977,1.08369633,0.46303776,0.30262061,0.22785918,0.15655412
-5.18359180,1.38796127,0.01188932,0.02545877,0.00383993,1.04320849,0.44761461,0.28804871,0.22304523,0.14995682
-5.17758879,1.33833268,0.01197840,0.02450772,0.00343374,1.00798394,0.43398724,0.27534738,0.21890304,0.14404558
-5.17158579,1.29558047,0.01205085,0.02365478,0.00306169,0.97784992,0.42207024,0.26443659,0.21533166,0.13884622
-5.16558279,1.25942871,0.01210052,0.02291419,0.00272347,0.95258275,0.41176355,0.25521891,0.21222702,0.13437834
-5.15957979,1.22954870,0.01212224,0.02229942,0.00241812,0.93191945,0.40295720,0.24758420,0.20948586,0.13065549
-5.15357679,1.20557411,0.01211201,0.02182284,0.00214412,0.91556923,0.39553600,0.24141409,0.20700957,0.12768556
-5.14757379,1.18711540,0.01206715,0.02149558,0.00189955,0.90322454,0.38938399,0.23658604,0.20470752,0.12547109
-5.14157079,1.17377260,0.01198645,0.02132733,0.00168222,0.89457082,0.38438831,0.23297689,0.20249983,0.12400970
-5.13556778,1.16514614,0.01187012,0.02132617,0.00148976,0.88929480,0.38044235,0.23046578,0.20031940,0.12329435
-5.12956478,1.16084504,0.01171983,0.02149854,0.00131973,0.88709085,0.37744800,0.22893639,0.19811320,0.12331360
-5.12356178,1.16049257,0.01153855,0.02184909,0.00116974,0.88766537,0.37531688,0.22827846,0.19584269,0.12405176
-5.11755878,1.16372896,0.01133037,0.02238064,0.00103745,0.89073899,0.37397067,0.22838856,0.19348344,0.12548888
-5.11155578,1.17021160,0.01110028,0.02309418,0.00092071,0.89604692,0.37334038,0.22917031,0.19102409,0.12760063
-5.10555278,1.17961279,0.01085392,0.02398871,0.00081753,0.90333738,0.37336487,0.23053397,0.18846467,0.13035802
-5.09954977,1.19161551,0.01059724,0.02506127,0.00072612,0.91236860,0.37398866,0.23239559,0.18581440,0.13372705
-5.09354677,1.20590781,0.01033621,0.02630681,0.00064492,0.92290483,0.37515925,0.23467579,0.18308931,0.13766821
-5.08754377,1.22217627,0.01007651,0.02771808,0.00057256,0.93471155,0.37682425,0.23729846,0.18030965,0.14213596
-5.08154077,1.24009932,0.00982328,0.02928554,0.00050790,0.94755071,0.37892840,0.24018926,0.17749736,0.14707823
-5.07553777,1.25934102,0.00958084,0.03099728,0.00044995,0.96117622,0.38141095,0.24327432,0.17467374,0.15243594
-5.06953477,1.27954593,0.00935253,0.03283885,0.00039790,0.97533031,0.38420337,0.24647909,0.17185749,0.15814272
-5.06353177,1.30033573,0.00914053,0.03479328,0.00035109,0.98974111,0.38722776,0.24972755,0.16906313,0.16412481
-5.05752876,1.32130791,0.00894585,0.03684100,0.00030896,1.00412186,0.39039609,0.25294184,0.16629999,0.17030124
-5.05152576,1.34203717,0.00876828,0.03895997,0.00027105,1.01817197,0.39361026,0.25604233,0.16357173,0.17658441
-5.04552276,1.36207941,0.00860645,0.04112578,0.00023698,1.03157999,0.39676323,0.25894825,0.16087636,0.18288101
-5.03951976,1.38097863,0.00845796,0.04331200,0.00020643,1.04402873,0.39974098,0.26157879,0.15820688,0.18909341
-5.03351676,1.39827643,0.00831956,0.04549054,0.00017910,1.05520209,0.40242546,0.26385469,0.15555225,0.19512144
-5.02751376,1.41352385,0.00818731,0.04763226,0.00015475,1.06479363,0.40469820,0.26570021,0.15289877,0.20086465
-5.02151076,1.42629509,0.00805685,0.04970757,0.00013315,1.07251638,0.40644454,0.26704542,0.15023170,0.20622485
-5.01550775,1.43620240,0.00792363,0.05168734,0.00011407,1.07811331,0.40755825,0.26782868,0.14753699,0.21110897
-5.00950475,1.44291139,0.00778315,0.05354371,0.00009730,1.08136818,0.40794617,0.26799911,0.14480296,0.21543207
-5.00350175,1.44615598,0.00763122,0.05525110,0.00008265,1.08211583,0.40753278,0.26751895,0.14202195,0.21912035
-4.99749875,1.44575199,0.00746413,0.05678718,0.00006991,1.08025147,0.40626427,0.26636574,0.13919165,0.22211408
-4.99149575,1.44160870,0.00727882,0.05813378,0.00005891,1.07573840,0.40411201,0.26453395,0.13631615,0.22437019
-4.98549275,1.43373734,0.00707307,0.05927782,0.00004945,1.06861342,0.40107504,0.26203613,0.13340657,0.22586449
-4.97948974,1.42225606,0.00684553,0.06021193,0.00004138,1.05898963,0.39718151,0.25890344,0.13048130,0.22659319
-4.97348674,1.40739077,0.00659579,0.06093505,0.00003452,1.04705629,0.39248895,0.25518540,0.12756573,0.22657380
-4.96748374,1.38947160,0.00632434,0.06145266,0.00002872,1.03307546,0.38708320,0.25094896,0.12469164,0.22584518
-4.96148074,1.36892478,0.00603257,0.06177676,0.00002384,1.01737546,0.38107608,0.24627673,0.12189607,0.22446672
-4.95547774,1.34626029,0.00572265,0.06192565,0.00001976,1.00034134,0.37460193,0.24126460,0.11921996,0.22251660
-4.94947474,1.32205546,0.00539742,0.06192324,0.00001636,0.98240256,0.36781295,0.23601868,0.11670646,0.22008928
-4.94347174,1.29693529,0.00506025,0.06179819,0.00001353,0.96401844,0.36087377,0.23065177,0.11439907,0.21729213
-4.93746873,1.27155010,0.00471488,0.06158274,0.00001119,0.94566187,0.35395526,0.22527944,0.11233972,0.21424145
-4.93146573,1.24655158,0.00436528,0.06131134,0.00000925,0.92780209,0.34722805,0.22001600,0.11056684,0.21105799
-4.92546273,1.22256819,0.00401547,0.06101907,0.00000766,0.91088700,0.34085582,0.21497029,0.10911349,0.20786218
-4.91945973,1.20018091,0.00366937,0.06074004,0.00000634,0.89532611,0.33498889,0.21024179,0.10800572,0.20476924
-4.91345673,1.17990047,0.00333070,0.06050572,0.00000526,0.88147448,0.32975808,0.20591693,0.10726115,0.20188443
-4.90745373,1.16214702,0.00300283,0.06034338,0.00000436,0.86961859,0.32526948,0.20206592,0.10688785,0.19929865
-4.90145073,1.14723311,0.00268875,0.06027467,0.00000363,0.85996467,0.32159993,0.19874015,0.10688352,0.19708461
-4.89544772,1.13535061,0.00239093,0.06031444,0.00000302,0.85262988,0.31879374,0.19597028,0.10723509,0.19529370
-4.88944472,1.12656237,0.00211135,0.06046984,0.00000253,0.84763676,0.31686056,0.19376515,0.10791868,0.19395377
-4.88344172,1.12079861,0.00185144,0.06073981,0.00000212,0.84491127,0.31577449,0.19211143,0.10889985,0.19306786
-4.87743872,1.11785855,0.00161215,0.06111494,0.00000180,0.84428426,0.31547467,0.19097409,0.11013434,0.19261400
-4.87143572,1.11741691,0.00139390,0.06157767,0.00000154,0.84549659,0.31586696,0.19029768,0.11156895,0.19254611
-4.86543272,1.11903519,0.00119668,0.06210297,0.00000135,0.84820742,0.31682700,0.19000831,0.11314293,0.19279583
-4.85942971,1.12217724,0.00102009,0.06265932,0.00000122,0.85200562,0.31820424,0.19001631,0.11478941,0.19327535
-4.85342671,1.12622840,0.00086338,0.06321006,0.00000115,0.85642361,0.31982702,0.19021936,0.11643717,0.19388107
-4.84742371,1.13051754,0.00072555,0.06371492,0.00000116,0.86095330,0.32150829,0.19050615,0.11801253,0.19449783
-4.84142071,1.13434121,0.00060537,0.06413183,0.00000123,0.86506349,0.32305197,0.19076021,0.11944131,0.19500364
-4.83541771,1.13698869,0.00050150,0.06441868,0.00000140,0.86821796,0.32425953,0.19086396,0.12065088,0.19527468
-4.82941471,1.13776734,0.00041249,0.06453526,0.00000167,0.86989380,0.32493672,0.19070278,0.12157216,0.19519027
-4.82341171,1.13602699,0.00033684,0.06444493,0.00000208,0.86959917,0.32490005,0.19016884,0.12214158,0.19463770
-4.81740870,1.13118261,0.00027310,0.06411630,0.00000265,0.86688980,0.32398295,0.18916478,0.12230288,0.19351664
-4.81140570,1.12273445,0.00021984,0.06352449,0.00000343,0.86138389,0.32204124,0.18760692,0.12200874,0.19174303
-4.80540270,1.11028481,0.00017570,0.06265228,0.00000447,0.85277456,0.31895787,0.18542795,0.12122214,0.18925221
-4.79939970,1.09355101,0.00013941,0.06149075,0.00000582,0.84083967,0.31464661,0.18257909,0.11991746,0.18600126
-4.79339670,1.07237407,0.00010983,0.06003972,0.00000758,0.82544860,0.30905475,0.17903157,0.11808127,0.18197041
-4.78739370,1.04672296,0.00008590,0.05830767,0.00000982,0.80656585,0.30216457,0.17477738,0.11571266,0.17716356
-4.78139070,1.01669430,0.00006671,0.05631143,0.00001265,0.78425130,0.29399362,0.16982941,0.11282330,0.17160789
-4.77538769,0.98250774,0.00005143,0.05407550,0.00001620,0.75865736,0.28459391,0.16422078,0.10943709,0.16535264
-4.76938469,0.94449736,0.00003936,0.05163113,0.00002061,0.73002312,0.27404986,0.15800368,0.10558937,0.15846706
-4.76338169,0.90309955,0.00002991,0.04901511,0.00002605,0.69866584,0.26247543,0.15124749,0.10132590,0.15103783
-4.75737869,0.85883800,0.00002257,0.04626854,0.00003269,0.66497026,0.25001023,0.14403655,0.09670147,0.14316594
-4.75137569,0.81230657,0.00001691,0.04343535,0.00004073,0.62937621,0.23681512,0.13646745,0.09177823,0.13496318
-4.74537269,0.76415074,0.00001257,0.04056092,0.00005040,0.59236506,0.22306726,0.12864613,0.08662393,0.12654860
-4.73936968,0.71504845,0.00000928,0.03769069,0.00006192,0.55444561,0.20895496,0.12068480,0.08130995,0.11804480
-4.73336668,0.66569113,0.00000681,0.03486887,0.00007552,0.51614007,0.19467249,0.11269888,0.07590936,0.10957446
-4.72736368,0.61676558,0.00000495,0.03213726,0.00009146,0.47797045,0.18041501,0.10480394,0.07049492,0.10125703
-4.72136068,0.56893724,0.00000358,0.02953422,0.00010996,0.44044610,0.16637390,0.09711294,0.06513731,0.09320587
-4.71535768,0.52283549,0.00000257,0.02709394,0.00013125,0.40405253,0.15273255,0.08973363,0.05990336,0.08552571
-4.70935468,0.47904112,0.00000183,0.02484570,0.00015554,0.36924196,0.13966273,0.08276635,0.05485464,0.07831065
-4.70335168,0.43807631,0.00000129,0.02281354,0.00018301,0.33642563,0.12732161,0.07630214,0.05004619,0.07164265
-4.69734867,0.40039707,0.00000091,0.02101593,0.00021378,0.30596805,0.11584951,0.07042127,0.04552558,0.06559046
-4.69134567,0.36638815,0.00000063,0.01946576,0.00024794,0.27818300,0.10536825,0.06519211,0.04133221,0.06020899
-4.68534267,0.33636018,0.00000044,0.01817036,0.00028548,0.25333123,0.09598019,0.06067042,0.03749695,0.05553918
-4.67933967,0.31054869,0.00000030,0.01713169,0.00032635,0.23161964,0.08776776,0.05689885,0.03404200,0.05160808
-4.67333667,0.28911488,0.00000021,0.01634667,0.00037039,0.21320162,0.08079344,0.05390686,0.03098100,0.04842934
-4.66733367,0.27214758,0.00000014,0.01580750,0.00041735,0.19817827,0.07510012,0.05171075,0.02831938,0.04600378
-4.66133067,0.25966610,0.00000009,0.01550214,0.00046690,0.18660027,0.07071167,0.05031397,0.02605485,0.04432027
-4.65532766,0.25162377,0.00000006,0.01541473,0.00051857,0.17847009,0.06763361,0.04970751,0.02417806,0.04335654
-4.64932466,0.24791173,0.00000004,0.01552611,0.00057183,0.17374428,0.06585387,0.04987040,0.02267337,0.04308018
-4.64332166,0.24836287,0.00000003,0.01581435,0.00062603,0.17233580,0.06534356,0.05077032,0.02151965,0.04344959
