energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.74187094,2.84265067,0.23036279,0.00307640,0.05910510,1.51946957,0.94055772,1.00885248
-5.73586793,3.02584085,0.24900786,0.00341556,0.06058736,1.59985861,1.01106884,1.05232857
-5.72986493,3.20996044,0.26803266,0.00376921,0.06191131,1.67943063,1.08189080,1.09422721
-5.72386193,3.39359418,0.28727385,0.00413467,0.06307559,1.75766552,1.15224750,1.13425192
-5.71785893,3.57522387,0.30655123,0.00450891,0.06408009,1.83402373,1.22130751,1.17210351
-5.71185593,3.75326112,0.32567130,0.00488861,0.06492574,1.90795856,1.28820380,1.20748555
-5.70585293,3.92608717,0.34443157,0.00527025,0.06561424,1.97893141,1.35205713,1.24011137
-5.69984992,4.09209853,0.36262547,0.00565018,0.06614799,2.04642947,1.41200208,1.26971279
-5.69384692,4.24975623,0.38004774,0.00602471,0.06652998,2.10998501,1.46721479,1.29604981
-5.68784392,4.39763629,0.39649996,0.00639023,0.06676377,2.16919509,1.51694107,1.31892118
-5.68184092,4.53447862,0.41179594,0.00674326,0.06685356,2.22374059,1.56052368,1.33817483
-5.67583792,4.65923154,0.42576690,0.00708058,0.06680426,2.27340318,1.59742720,1.35371780
-5.66983492,4.77108897,0.43826587,0.00739925,0.06662162,2.31807882,1.62725918,1.36552480
-5.66383192,4.86951805,0.44917142,0.00769670,0.06631238,2.35778678,1.64978644,1.37364470
-5.65782891,4.95427514,0.45839028,0.00797074,0.06588435,2.39267305,1.66494538,1.37820449
-5.65182591,5.02540892,0.46585894,0.00821961,0.06534653,2.42300763,1.67284566,1.37941017
-5.64582291,5.08325017,0.47154403,0.00844194,0.06470916,2.44917543,1.67376687,1.37754439
-5.63981991,5.12838870,0.47544165,0.00863675,0.06398369,2.47166085,1.66814820,1.37296070
-5.63381691,5.16163858,0.47757567,0.00880343,0.06318277,2.49102679,1.65657159,1.36607463
-5.62781391,5.18399389,0.47799522,0.00894167,0.06232012,2.50788915,1.63973910,1.35735203
-5.62181091,5.19657766,0.47677153,0.00905143,0.06141038,2.52288804,1.61844567,1.34729515
-5.61580790,5.20058717,0.47399444,0.00913286,0.06046893,2.53665760,1.59354865,1.33642716
-5.60980490,5.19723908,0.46976871,0.00918627,0.05951168,2.54979606,1.56593568,1.32527603
-5.60380190,5.18771785,0.46421057,0.00921210,0.05855488,2.56283796,1.53649264,1.31435849
-5.59779890,5.17313046,0.45744451,0.00921086,0.05761492,2.57623033,1.50607317,1.30416498
-5.59179590,5.15447021,0.44960061,0.00918313,0.05670810,2.59031419,1.47547141,1.29514617
-5.58579290,5.13259148,0.44081252,0.00912954,0.05585051,2.60531262,1.44539904,1.28770193
-5.57978989,5.10819650,0.43121594,0.00905080,0.05505790,2.62132610,1.41646783,1.28217280
-5.57378689,5.08183441,0.42094791,0.00894770,0.05434548,2.63833523,1.38917816,1.27883450
-5.56778389,5.05391187,0.41014647,0.00882117,0.05372791,2.65621072,1.36391370,1.27789533
-5.56178089,5.02471360,0.39895073,0.00867228,0.05321908,2.67472966,1.34094225,1.27949634
-5.55577789,4.99443053,0.38750116,0.00850232,0.05283204,2.69359691,1.32042212,1.28371386
-5.54977489,4.96319287,0.37593986,0.00831283,0.05257882,2.71247005,1.30241315,1.29056393
-5.54377189,4.93110483,0.36441056,0.00810561,0.05247021,2.73098594,1.28689139,1.30000804
-5.53776888,4.89827779,0.35305831,0.00788276,0.05251549,2.74878713,1.27376607,1.31195951
-5.53176588,4.86485898,0.34202853,0.00764668,0.05272218,2.76554595,1.26289756,1.32628989
-5.52576288,4.83105291,0.33146548,0.00740003,0.05309561,2.78098477,1.25411501,1.34283483
-5.51975988,4.79713353,0.32151003,0.00714574,0.05363857,2.79489081,1.24723238,1.36139895
-5.51375688,4.76344595,0.31229671,0.00688694,0.05435090,2.80712452,1.24206186,1.38175938
-5.50775388,4.73039702,0.30395027,0.00662687,0.05522905,2.81762093,1.23842396,1.40366780
-5.50175088,4.69843542,0.29658176,0.00636883,0.05626575,2.82638389,1.23615366,1.42685110
-5.49574787,4.66802230,0.29028438,0.00611607,0.05744967,2.83347357,1.23510256,1.45101062
-5.48974487,4.63959462,0.28512936,0.00587168,0.05876518,2.83898837,1.23513717,1.47582058
-5.48374187,4.61352368,0.28116206,0.00563849,0.06019232,2.84304233,1.23613374,1.50092597
-5.47773887,4.59007192,0.27839862,0.00541901,0.06170675,2.84574003,1.23797040,1.52594049
-5.47173587,4.56935125,0.27682328,0.00521528,0.06328005,2.84715059,1.24051764,1.55044519
-5.46573287,4.55128613,0.27638680,0.00502883,0.06488003,2.84728309,1.24362784,1.57398832
-5.45972986,4.53558442,0.27700589,0.00486063,0.06647132,2.84606505,1.24712540,1.59608693
-5.45372686,4.52171864,0.27856397,0.00471102,0.06801609,2.84332599,1.25079813,1.61623065
-5.44772386,4.50891960,0.28091324,0.00457976,0.06947490,2.83878732,1.25439108,1.63388789
-5.44172086,4.49618363,0.28387797,0.00446598,0.07080769,2.83205972,1.25760351,1.64851467
-5.43571786,4.48229389,0.28725917,0.00436825,0.07197487,2.82264857,1.26008958,1.65956592
-5.42971486,4.46585523,0.29084012,0.00428464,0.07293841,2.80996737,1.26146291,1.66650894
-5.42371186,4.44534144,0.29439298,0.00421279,0.07366296,2.79335880,1.26130520,1.66883877
-5.41770885,4.41915270,0.29768588,0.00415003,0.07411697,2.77212234,1.25917840,1.66609467
-5.41170585,4.38568069,0.30049042,0.00409346,0.07427363,2.74554714,1.25463997,1.65787710
-5.40570285,4.34337801,0.30258919,0.00404010,0.07411177,2.71294832,1.24726049,1.64386440
-5.39969985,4.29082868,0.30378300,0.00398697,0.07361653,2.67370477,1.23664254,1.62382828
-5.39369685,4.22681592,0.30389755,0.00393126,0.07277992,2.62729640,1.22243994,1.59764739
-5.38769385,4.15038405,0.30278924,0.00387038,0.07160106,2.57333876,1.20437617,1.56531810
-5.38169085,4.06089133,0.30034991,0.00380209,0.07008630,2.51161322,1.18226098,1.52696210
-5.37568784,3.95805111,0.29651029,0.00372460,0.06824908,2.44209105,1.15600429,1.48283014
-5.36968484,3.84195954,0.29124210,0.00363656,0.06610951,2.36495017,1.12562656,1.43330169
-5.36368184,3.71310857,0.28455864,0.00353718,0.06369389,2.28058382,1.09126515,1.37888060
-5.35767884,3.57238382,0.27651405,0.00342619,0.06103390,2.18960063,1.05317632,1.32018666
-5.35167584,3.42104782,0.26720108,0.00330386,0.05816578,2.09281647,1.01173279,1.25794356
-5.34567284,3.26070963,0.25674774,0.00317098,0.05512932,1.99123825,0.96741710,1.19296371
-5.33966983,3.09328262,0.24531286,0.00302880,0.05196678,1.88604104,0.92081108,1.12613039
-5.33366683,2.92093267,0.23308084,0.00287897,0.04872187,1.77853929,0.87258207,1.05837830
-5.32766383,2.74601924,0.22025582,0.00272352,0.04543859,1.67015391,0.82346652,0.99067283
-5.32166083,2.57103212,0.20705554,0.00256472,0.04216028,1.56237661,0.77425177,0.92398919
-5.31565783,2.39852638,0.19370511,0.00240500,0.03892860,1.45673295,0.72575681,0.85929193
-5.30965483,2.23105829,0.18043094,0.00224695,0.03578271,1.35474578,0.67881269,0.79751545
-5.30365183,2.07112409,0.16745503,0.00209311,0.03275853,1.25790010,0.63424338,0.73954621
-5.29764882,1.92110369,0.15498981,0.00194601,0.02988812,1.16761060,0.59284758,0.68620683
-5.29164582,1.78321046,0.14323356,0.00180803,0.02719926,1.08519243,0.55538184,0.63824237
-5.28564282,1.65944805,0.13236656,0.00168137,0.02471509,1.01183602,0.52254541,0.59630908
-5.27963982,1.55157459,0.12254800,0.00156800,0.02245396,0.94858584,0.49496687,0.56096536
-5.27363682,1.46107426,0.11391362,0.00146959,0.02042934,0.89632345,0.47319265,0.53266499
-5.26763382,1.38913592,0.10657395,0.00138752,0.01864989,0.85575434,0.45767725,0.51175247
-5.26163082,1.33663816,0.10061330,0.00132282,0.01711961,0.82739860,0.44877521,0.49846018
-5.25562781,1.30414014,0.09608912,0.00127619,0.01583806,0.81158470,0.44673456,0.49290723
-5.24962481,1.29187755,0.09303196,0.00124799,0.01480065,0.80844629,0.45169167,0.49509973
-5.24362181,1.29976286,0.09144570,0.00123820,0.01399897,0.81792159,0.46366740,0.50493248
-5.23761881,1.32738974,0.09130810,0.00124649,0.01342117,0.83975504,0.48256459,0.52219182
-5.23161581,1.37404101,0.09257164,0.00127219,0.01305236,0.87350135,0.50816682,0.54655968
-5.22561281,1.43870028,0.09516452,0.00131434,0.01287502,0.91853163,0.54013875,0.57761890
-5.21960980,1.52006731,0.09899198,0.00137168,0.01286942,0.97404196,0.57802812,0.61485984
-5.21360680,1.61657736,0.10393779,0.00144270,0.01301406,1.03906448,0.62126981,0.65768825
-5.20760380,1.72642498,0.10986605,0.00152569,0.01328610,1.11248121,0.66919210,0.70543469
-5.20160080,1.84759244,0.11662328,0.00161874,0.01366181,1.19304086,0.72102549,0.75736538
-5.19559780,1.97788323,0.12404090,0.00171982,0.01411702,1.27937874,0.77591432,0.81269449
-5.18959480,2.11496055,0.13193803,0.00182681,0.01462757,1.37003984,0.83293123,0.87059784
-5.18359180,2.25639080,0.14012479,0.00193758,0.01516978,1.46350493,0.89109450,0.93022782
-5.17758879,2.39969150,0.14840588,0.00205000,0.01572082,1.55821933,0.94938806,0.99072915
-5.17158579,2.54238281,0.15658454,0.00216206,0.01625926,1.65262396,1.00678387,1.05125536
-5.16558279,2.68204158,0.16446684,0.00227191,0.01676536,1.74518778,1.06226608,1.11098526
-5.15957979,2.81635634,0.17186606,0.00237790,0.01722155,1.83444086,1.11485638,1.16913915
-5.15357679,2.94318161,0.17860714,0.00247870,0.01761270,1.91900703,1.16363957,1.22499416
-5.14757379,3.06058956,0.18453107,0.00257329,0.01792644,1.99763493,1.20778855,1.27789818
-5.14157079,3.16691710,0.18949893,0.00266105,0.01815335,2.06922636,1.24658766,1.32728196
-5.13556778,3.26080646,0.19339551,0.00274178,0.01828714,2.13286086,1.27945338,1.37266892
-5.12956478,3.34123748,0.19613236,0.00281575,0.01832464,2.18781551,1.30595149,1.41368245
-5.12356178,3.40755021,0.19765001,0.00288368,0.01826587,2.23357920,1.32580993,1.45005042
-5.11755878,3.45945675,0.19791937,0.00294675,0.01811382,2.26986070,1.33892651,1.48160688
-5.11155578,3.49704157,0.19694217,0.00300656,0.01787429,2.29659039,1.34537129,1.50829102
-5.10555278,3.52075042,0.19475037,0.00306512,0.01755559,2.31391558,1.34538326,1.53014359
-5.09954977,3.53136806,0.19140463,0.00312475,0.01716817,2.32218967,1.33936146,1.54730109
-5.09354677,3.52998584,0.18699188,0.00318802,0.01672422,2.32195579,1.32785081,1.55998816
-5.08754377,3.51796053,0.18162202,0.00325766,0.01623717,2.31392585,1.31152328,1.56850857
-5.08154077,3.49686622,0.17542402,0.00333644,0.01572123,2.29895575,1.29115518,1.57323536
-5.07553777,3.46844131,0.16854149,0.00342707,0.01519090,2.27801818,1.26760143,1.57460072
-5.06953477,3.43453311,0.16112799,0.00353209,0.01466050,2.25217418,1.24176813,1.57308585
-5.06353177,3.39704216,0.15334226,0.00365372,0.01414372,2.22254460,1.21458425,1.56921151
-5.05752876,3.35786884,0.14534360,0.00379377,0.01365327,2.19028271,1.18697397,1.56352937
-5.05152576,3.31886421,0.13728755,0.00395356,0.01320054,2.15654904,1.15983055,1.55661451
-5.04552276,3.28178712,0.12932210,0.00413380,0.01279542,2.12248917,1.13399273,1.54905924
-5.03951976,3.24826889,0.12158451,0.00433454,0.01244609,2.08921522,1.11022470,1.54146815
-5.03351676,3.21978668,0.11419888,0.00455514,0.01215904,2.05779132,1.08920014,1.53445436
-5.02751376,3.19764591,0.10727446,0.00479425,0.01193906,2.02922313,1.07149074,1.52863668
-5.02151076,3.18297189,0.10090474,0.00504983,0.01178937,2.00445122,1.05755952,1.52463753
-5.01550775,3.17670972,0.09516733,0.00531921,0.01171181,1.98434785,1.04775876,1.52308090
-5.00950475,3.17963171,0.09012441,0.00559914,0.01170706,1.96971645,1.04233231,1.52459017
-5.00350175,3.19235055,0.08582374,0.00588590,0.01177491,1.96129284,1.04142173,1.52978512
-4.99749875,3.21533637,0.08230010,0.00617544,0.01191458,1.95974721,1.04507551,1.53927752
-4.99149575,3.24893561,0.07957691,0.00646351,0.01212495,1.96568583,1.05326058,1.55366500
-4.98549275,3.29338950,0.07766797,0.00674579,0.01240483,1.97965132,1.06587518,1.57352256
-4.97948974,3.34884982,0.07657910,0.00701807,0.01275315,2.00212057,1.08276198,1.59939149
-4.97348674,3.41539013,0.07630960,0.00727638,0.01316913,2.03349954,1.10372063,1.63176555
-4.96748374,3.49301076,0.07685330,0.00751712,0.01365231,2.07411434,1.12851884,1.67107434
-4.96148074,3.58163656,0.07819933,0.00773720,0.01420254,2.12419848,1.15690119,1.71766415
-4.95547774,3.68110675,0.08033236,0.00793411,0.01481989,2.18387636,1.18859522,1.77177683
-4.94947474,3.79115721,0.08323242,0.00810597,0.01550445,2.25314360,1.22331457,1.83352732
-4.94347174,3.91139613,0.08687429,0.00825160,0.01625607,2.33184518,1.26075892,1.90288095
-4.93746873,4.04127462,0.09122663,0.00837047,0.01707407,2.41965272,1.30061131,1.97963157
-4.93146573,4.18005462,0.09625083,0.00846268,0.01795690,2.51604251,1.34253301,2.06338213
-4.92546273,4.32677707,0.10189981,0.00852889,0.01890176,2.62027630,1.38615699,2.15352891
-4.91945973,4.48023334,0.10811692,0.00857024,0.01990432,2.73138669,1.43108065,2.24925116
-4.91345673,4.63894363,0.11483505,0.00858822,0.02095837,2.84816932,1.47685919,2.34950743
-4.90745373,4.80114532,0.12197618,0.00858459,0.02205569,2.96918350,1.52300041,2.45303991
-4.90145073,4.96479447,0.12945142,0.00856118,0.02318585,3.09276303,1.56896230,2.55838775
-4.89544772,5.12758271,0.13716176,0.00851987,0.02433631,3.21703824,1.61415419,2.66390991
-4.88944472,5.28697124,0.14499952,0.00846241,0.02549248,3.33996966,1.65794232,2.76781763
-4.88344172,5.44024226,0.15285051,0.00839038,0.02663804,3.45939351,1.69966025,2.86821628
-4.87743872,5.58456757,0.16059706,0.00830514,0.02775537,3.57307781,1.73862433,2.96315541
-4.87143572,5.71709229,0.16812149,0.00820774,0.02882600,3.67878789,1.77415384,3.05068567
-4.86543272,5.83503108,0.17531032,0.00809899,0.02983137,3.77435871,1.80559540,3.12892052
-4.85942971,5.93577261,0.18205867,0.00797946,0.03075341,3.85777142,1.83235043,3.19610036
-4.85342671,6.01698775,0.18827491,0.00784952,0.03157538,3.92723055,1.85390452,3.25065626
-4.84742371,6.07673579,0.19388509,0.00770945,0.03228262,3.98123836,1.86985713,3.29127047
-4.84142071,6.11356313,0.19883705,0.00755947,0.03286320,4.01866243,1.87994972,3.31693070
-4.83541771,6.12658863,0.20310396,0.00739989,0.03330858,4.03879297,1.88409079,3.32697544
-4.82941471,6.11557051,0.20668686,0.00723115,0.03361417,4.04138634,1.88237582,3.32112788
-4.82341171,6.08094994,0.20961625,0.00705393,0.03377959,4.02669219,1.87510071,3.29951640
-4.81740870,6.02386816,0.21195232,0.00686923,0.03380891,3.99546194,1.86276735,3.26268021
-4.81140570,5.94615471,0.21378393,0.00667835,0.03371061,3.94893761,1.84608041,3.21155961
-4.80540270,5.85028609,0.21522612,0.00648298,0.03349734,3.88882053,1.82593488,3.14747073
-4.79939970,5.73931568,0.21641634,0.00628512,0.03318551,3.81722095,1.80339428,3.07206572
-4.79339670,5.61677729,0.21750936,0.00608710,0.03279464,3.73659010,1.77966027,2.98727993
-4.78739370,5.48656616,0.21867119,0.00589146,0.03234663,3.64963755,1.75603437,2.89526825
-4.78139070,5.35280249,0.22007215,0.00570092,0.03186483,3.55923723,1.73387360,2.79833349
-4.77538769,5.21968354,0.22187936,0.00551820,0.03137305,3.46832630,1.71454168,2.69884988
-4.76938469,5.09133118,0.22424922,0.00534596,0.03089458,3.37980130,1.69935804,2.59918510
-4.76338169,4.97164181,0.22731986,0.00518666,0.03045112,3.29641626,1.68954710,2.50162440
-4.75737869,4.86414580,0.23120432,0.00504245,0.03006187,3.22068747,1.68619007,2.40829993
-4.75137569,4.77188294,0.23598448,0.00491503,0.02974271,3.15480902,1.69018179,2.32112860
-4.74537269,4.69729971,0.24170634,0.00480560,0.02950545,3.10058310,1.70219477,2.24176061
-4.73936968,4.64217304,0.24837666,0.00471478,0.02935737,3.05936788,1.72265217,2.17154104
-4.73336668,4.60756395,0.25596133,0.00464258,0.02930091,3.03204525,1.75171136,2.11148552
-4.72736368,4.59380278,0.26438552,0.00458835,0.02933357,3.01900950,1.78925883,2.06227049
-4.72136068,4.60050633,0.27353559,0.00455085,0.02944810,3.02017711,1.83491693,2.02423811
-4.71535768,4.62662543,0.28326284,0.00452827,0.02963281,3.03501662,1.88806222,1.99741452
-4.70935468,4.67052004,0.29338875,0.00451833,0.02987215,3.06259672,1.94785454,1.98154016
-4.70335168,4.73005757,0.30371162,0.00451834,0.03014748,3.10164968,2.01327557,1.97610979
-4.69734867,4.80272905,0.31401423,0.00452534,0.03043788,3.15064659,2.08317490,1.98041965
-4.69134567,4.88577687,0.32407222,0.00453624,0.03072115,3.20788037,2.15632147,1.99361900
-4.68534267,4.97632747,0.33366266,0.00454791,0.03097481,3.27155209,2.23145778,2.01476292
-4.67933967,5.07152224,0.34257258,0.00455736,0.03117710,3.33985629,2.30735430,2.04286349
-4.67333667,5.16864004,0.35060685,0.00456180,0.03130797,3.41106098,2.38286142,2.07693674
-4.66733367,5.26520571,0.35759526,0.00455879,0.03134997,3.48357852,2.45695643,2.11604297
-4.66133067,5.35907966,0.36339829,0.00454630,0.03128898,3.55602432,2.52878352,2.15931875
-4.65532766,5.44852497,0.36791145,0.00452281,0.03111485,3.62726094,2.59768495,2.20599933
-4.64932466,5.53224984,0.37106799,0.00448730,0.03082186,3.69642615,2.66322232,2.25543106
-4.64332166,5.60942494,0.37283995,0.00443928,0.03040892,3.76294479,2.72518725,2.30707394
-4.63731866,5.67967623,0.37323753,0.00437880,0.02987974,3.82652470,2.78360165,2.36049521
-4.63131566,5.74305593,0.37230694,0.00430639,0.02924262,3.88713857,2.83870799,2.41535535
-4.62531266,5.79999485,0.37012697,0.00422304,0.02851028,3.94499377,2.89095092,2.47138848
-4.61930965,5.85124067,0.36680448,0.00413007,0.02769940,4.00049335,2.94095167,2.52837932
-4.61330665,5.89778718,0.36246912,0.00402912,0.02683008,4.05419134,2.98947715,2.58613922
-4.60730365,5.94079972,0.35726771,0.00392203,0.02592527,4.10674587,3.03740585,2.64448348
-4.60130065,5.98154189,0.35135848,0.00381075,0.02501005,4.15887348,3.08569243,2.70321223
-4.59529765,6.02130813,0.34490552,0.00369728,0.02411093,4.21130752,3.13533296,2.76209666
-4.58929465,6.06136584,0.33807378,0.00358357,0.02325515,4.26476317,3.18733246,2.82087188
-4.58329165,6.10290977,0.33102467,0.00347145,0.02246995,4.31991049,3.24267579,2.87923700
-4.57728864,6.14703002,0.32391246,0.00336262,0.02178194,4.37735660,3.30230284,2.93686256
-4.57128564,6.19469391,0.31688165,0.00325856,0.02121643,4.43763678,3.36708817,2.99340462
-4.56528264,6.24674048,0.31006500,0.00316053,0.02079692,4.50121363,3.43782493,3.04852415
-4.55927964,6.30388567,0.30358251,0.00306954,0.02054456,4.56848274,3.51521258,3.10191006
-4.55327664,6.36673507,0.29754089,0.00298636,0.02047773,4.63978275,3.59984748,3.15330357
-4.54727364,6.43580083,0.29203358,0.00291155,0.02061164,4.71540716,3.69221520,3.20252169
-4.54127064,6.51151886,0.28714106,0.00284541,0.02095801,4.79561549,3.79268360,3.24947725
-4.53526763,6.59426292,0.28293121,0.00278809,0.02152476,4.88064114,3.90149550,3.29419341
-4.52926463,6.68435246,0.27945971,0.00273952,0.02231584,4.97069394,4.01876022,3.33681074
-4.52326163,6.78205173,0.27677020,0.00269951,0.02333101,5.06595578,4.14444338,3.37758557
-4.51725863,6.88755900,0.27489422,0.00266774,0.02456571,5.16656857,4.27835501,3.41687885
-4.51125563,7.00098548,0.27385084,0.00264379,0.02601101,5.27261443,4.42013614,3.45513567
-4.50525263,7.12232491,0.27364611,0.00262716,0.02765361,5.38408894,4.56924475,3.49285606
-4.49924962,7.25141578,0.27427219,0.00261729,0.02947589,5.50086911,4.72494221,3.53055864
-4.49324662,7.38789922,0.27570656,0.00261356,0.03145608,5.62267841,4.88628165,3.56873917
-4.48724362,7.53117620,0.27791121,0.00261532,0.03356852,5.74905160,5.05210012,3.60782647
-4.48124062,7.68036831,0.28083206,0.00262190,0.03578402,5.87930278,5.22101611,3.64813883
-4.47523762,7.83428637,0.28439891,0.00263261,0.03807031,6.01249979,5.39143439,3.68984366
-4.46923462,7.99141129,0.28852575,0.00264676,0.04039270,6.14744819,5.56155951,3.73292348
-4.46323162,8.14989055,0.29311195,0.00266367,0.04271472,6.28268770,5.72941924,3.77715102
-4.45722861,8.30755342,0.29804407,0.00268268,0.04499897,6.41650317,5.89289860,3.82207538
-4.45122561,8.46194667,0.30319850,0.00270321,0.04720802,6.54695150,6.04978455,3.86702120
-4.44522261,8.61039124,0.30844494,0.00272473,0.04930544,6.67190499,6.19782079,3.91110141
-4.43921961,8.75005928,0.31365044,0.00274679,0.05125673,6.78911049,6.33477144,3.95324387
-4.43321661,8.87806912,0.31868408,0.00276912,0.05303048,6.89626265,6.45849161,3.99223103
-4.42721361,8.99159490,0.32342197,0.00279156,0.05459929,6.99108877,6.56700234,4.02675094
-4.42121061,9.08798601,0.32775237,0.00281417,0.05594077,7.07144146,6.65856672,4.05545755
-4.41520760,9.16489074,0.33158064,0.00283721,0.05703838,7.13539501,6.73176383,4.07703711
-4.40920460,9.22037781,0.33483384,0.00286121,0.05788211,7.18134053,6.78555658,4.09027746
-4.40320160,9.25304919,0.33746452,0.00288693,0.05846900,7.20807488,6.81935002,4.09413647
-4.39719860,9.26213759,0.33945371,0.00291543,0.05880345,7.21487824,6.83303622,4.08780599
-4.39119560,9.24758254,0.34081263,0.00294803,0.05889725,7.20157581,6.82702296,4.07076768
-4.38519260,9.21007980,0.34158312,0.00298631,0.05876939,7.16857938,6.80224350,4.04283756
-4.37918959,9.15109995,0.34183662,0.00303210,0.05844560,7.11690572,6.76014598,4.00419665
-4.37318659,9.07287353,0.34167175,0.00308740,0.05795761,7.04816968,6.70266160,3.95540560
-4.36718359,8.97834190,0.34121041,0.00315436,0.05734220,6.96455110,6.63215208,3.89740230
-4.36118059,8.87107436,0.34059266,0.00323522,0.05663999,6.86873619,6.55133782,3.83148210
-4.35517759,8.75515444,0.33997057,0.00333219,0.05589413,6.76383514,6.46320938,3.75926136
-4.34917459,8.63503951,0.33950121,0.00344736,0.05514880,6.65327926,6.37092568,3.68262564
-4.34317159,8.51539963,0.33933923,0.00358263,0.05444766,6.54070178,6.27770337,3.60366505
-4.33716858,8.40094264,0.33962938,0.00373960,0.05383228,6.42980772,6.18670215,3.52459944
-4.33116558,8.29623348,0.34049932,0.00391943,0.05334069,6.32423852,6.10091137,3.44769701
-4.32516258,8.20551598,0.34205309,0.00412278,0.05300595,6.22743760,6.02304301,3.37519003
-4.31915958,8.13254553,0.34436566,0.00434972,0.05285500,6.14252312,5.95543608,3.30919146
-4.31315658,8.08044040,0.34747884,0.00459964,0.05290769,6.07217353,5.89997686,3.25161618
-4.30715358,8.05155863,0.35139876,0.00487121,0.05317611,6.01853110,5.85803838,3.20411034
