energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.66383192,8.23271675,0.01207072,0.70963653,1.94176209,2.09308751,0.01587102,4.34091959,1.69210320,0.53958295
-5.65782891,8.35618087,0.01267515,0.71214072,1.96115149,2.11836073,0.01608997,4.41068502,1.72013988,0.55083299
-5.65182591,8.45111684,0.01328594,0.71160206,1.97613319,2.13599854,0.01627177,4.46505268,1.74308036,0.56019232
-5.64582291,8.51741881,0.01389783,0.70807214,1.98637102,2.14604734,0.01641449,4.50400637,1.76097206,0.56760159
-5.63981991,8.55556939,0.01450590,0.70167963,1.99173740,2.14871818,0.01651737,4.52780818,1.77394457,0.57303469
-5.63381691,8.56659652,0.01510549,0.69262502,1.99230289,2.14437308,0.01658059,4.53697726,1.78220472,0.57649735
-5.62781391,8.55202441,0.01569227,0.68117434,1.98832392,2.13350918,0.01660513,4.53226608,1.78603211,0.57802543
-5.62181091,8.51382085,0.01626219,0.66765205,1.98022930,2.11674151,0.01659260,4.51463526,1.78577514,0.57768307
-5.61580790,8.45434318,0.01681158,0.65243330,1.96860586,2.09478507,0.01654515,4.48522810,1.78184746,0.57556072
-5.60980490,8.37628465,0.01733713,0.63593608,1.95418367,2.06843685,0.01646531,4.44534556,1.77472482,0.57177320
-5.60380190,8.28262209,0.01783603,0.61861321,1.93782094,2.03855826,0.01635594,4.39642203,1.76494184,0.56645774
-5.59779890,8.17656549,0.01830595,0.60094447,1.92048848,2.00605835,0.01622017,4.34000220,1.75308851,0.55977214
-5.59179590,8.06150928,0.01874520,0.58342904,1.90325361,1.97187783,0.01606135,4.27771871,1.73980584,0.55189278
-5.58579290,7.94098483,0.01915273,0.56657809,1.88726313,1.93697417,0.01588304,4.21127022,1.72578021,0.54301264
-5.57978989,7.81861306,0.01952820,0.55090770,1.87372498,1.90230753,0.01568899,4.14239948,1.71173610,0.53333917
-5.57378689,7.69805626,0.01987205,0.53693195,1.86388831,1.86882734,0.01548314,4.07287049,1.69842670,0.52309184
-5.56778389,7.58296770,0.02018547,0.52515619,1.85902140,1.83745954,0.01526958,4.00444451,1.68662231,0.51249936
-5.56178089,7.47693838,0.02047039,0.51607028,1.86038741,1.80909402,0.01505255,3.93885413,1.67709636,0.50179656
-5.55577789,7.38344010,0.02072947,0.51014178,1.86921774,1.78457224,0.01483640,3.87777534,1.67060924,0.49122072
-5.54977489,7.30576487,0.02096597,0.50780910,1.88668325,1.76467494,0.01462552,3.82279756,1.66789019,0.48100752
-5.54377189,7.24696101,0.02118365,0.50947434,1.91386357,1.75010976,0.01442426,3.77539190,1.66961772,0.47138657
-5.53776888,7.20976703,0.02138662,0.51549603,1.95171521,1.74149907,0.01423686,3.73687843,1.67639928,0.46257654
-5.53176588,7.19654481,0.02157916,0.52618178,2.00103926,1.73936795,0.01406728,3.70839327,1.68875085,0.45478017
-5.52576288,7.20921433,0.02176557,0.54178078,2.06244966,1.74413278,0.01391912,3.69085680,1.70707737,0.44817914
-5.51975988,7.24919229,0.02194989,0.56247651,2.13634324,1.75609063,0.01379548,3.68494434,1.73165495,0.44292912
-5.51375688,7.31733744,0.02213578,0.58837974,2.22287290,1.77540998,0.01369877,3.69106080,1.76261573,0.43915512
-5.50775388,7.41390538,0.02232627,0.61952203,2.32192504,1.80212300,0.01363069,3.70932073,1.79993615,0.43694735
-5.50175088,7.53851549,0.02252365,0.65585006,2.43310268,1.83612002,0.01359204,3.73953515,1.84342941,0.43635786
-5.49574787,7.69013229,0.02272928,0.69722111,2.55571533,1.87714642,0.01358271,3.78120630,1.89274274,0.43739807
-5.48974487,7.86706321,0.02294354,0.74339977,2.68877649,1.92480228,0.01360162,3.83353110,1.94735956,0.44003739
-5.48374187,8.06697405,0.02316578,0.79405646,2.83100955,1.97854512,0.01364677,3.89541385,2.00660705,0.44420294
-5.47773887,8.28692265,0.02339430,0.84876773,2.98086238,2.03769584,0.01371529,3.96548818,2.06966857,0.44978067
-5.47173587,8.52341087,0.02362642,0.90701873,3.13653067,2.10144796,0.01380356,4.04214789,2.13560104,0.45661766
-5.46573287,8.77245375,0.02385859,0.96820791,3.29598970,2.16888008,0.01390739,4.12358598,2.20335636,0.46452571
-5.45972986,9.02966451,0.02408656,1.03165409,3.45703376,2.23897152,0.01402226,4.20784056,2.27180643,0.47328615
-5.45372686,9.29035304,0.02430555,1.09660588,3.61732228,2.31062083,0.01414356,4.29284633,2.33977067,0.48265571
-5.44772386,9.54963513,0.02451052,1.16225342,3.77443135,2.38266686,0.01426686,4.37648981,2.40604525,0.49237327
-5.44172086,9.80254925,0.02469638,1.22774219,3.92590893,2.45391205,0.01438830,4.45666645,2.46943288,0.50216738
-5.43571786,10.04417738,0.02485828,1.29218872,4.06933223,2.52314733,0.01450483,4.53133764,2.52877217,0.51176425
-5.42971486,10.26976614,0.02499188,1.35469786,4.20236525,2.58917819,0.01461455,4.59858579,2.58296565,0.52089597
-5.42371186,10.47484465,0.02509357,1.41438112,4.32281471,2.65085119,0.01471703,4.65666546,2.63100547,0.52930874
-5.41770885,10.65533535,0.02516075,1.47037560,4.42868256,2.70708030,0.01481352,4.70404911,2.67199595,0.53677075
-5.41170585,10.80765457,0.02519198,1.52186305,4.51821341,2.75687231,0.01490714,4.73946582,2.70517261,0.54307958
-5.40570285,10.92879970,0.02518711,1.56808838,4.58993540,2.79935056,0.01500307,4.76193204,2.72991692,0.54806872
-5.39969985,11.01642047,0.02514745,1.60837711,4.64269335,2.83377630,0.01510856,4.77077345,2.74576669,0.55161309
-5.39369685,11.06887211,0.02507573,1.64215107,4.67567318,2.85956692,0.01523292,4.76563752,2.75242194,0.55363326
-5.38769385,11.08524901,0.02497614,1.66894201,4.68841703,2.87631042,0.01538742,4.74649649,2.74974624,0.55409833
-5.38169085,11.06539794,0.02485418,1.68840243,4.68082894,2.88377552,0.01558508,4.71364113,2.73776388,0.55302715
-5.37568784,11.00991060,0.02471659,1.70031345,4.65317093,2.88191696,0.01584037,4.66766560,2.71665301,0.55048805
-5.36968484,10.92009582,0.02457112,1.70458932,4.60605002,2.87087572,0.01616884,4.60944419,2.68673535,0.54659684
-5.36368184,10.79793266,0.02442627,1.70127839,4.54039682,2.85097398,0.01658667,4.54010092,2.64846288,0.54151328
-5.35767884,10.64600584,0.02429103,1.69056066,4.45743660,2.82270488,0.01711013,4.46097311,2.60240216,0.53543603
-5.35167584,10.46742588,0.02417460,1.67274193,4.35865395,2.78671738,0.01775504,4.37357021,2.54921675,0.52859632
-5.34567284,10.26573657,0.02408600,1.64824466,4.24575233,2.74379661,0.01853614,4.27952934,2.48964848,0.52125041
-5.33966983,10.04481284,0.02403378,1.61759610,4.12060987,2.69484040,0.01946646,4.18056885,2.42449807,0.51367133
-5.33366683,9.80875246,0.02402574,1.58141397,3.98523284,2.64083279,0.02055676,4.07844139,2.35460556,0.50613995
-5.32766383,9.56176492,0.02406858,1.54039023,3.84170818,2.58281549,0.02181489,3.97488797,2.28083131,0.49893590
-5.32166083,9.30806119,0.02416766,1.49527346,3.69215647,2.52185818,0.02324532,3.87159411,2.20403766,0.49232852
-5.31565783,9.05174765,0.02432684,1.44685053,3.53868663,2.45902899,0.02484864,3.77014951,2.12507200,0.48656828
-5.30965483,8.79672743,0.02454830,1.39592800,3.38335330,2.39536597,0.02662128,3.67201202,2.04475128,0.48187895
-5.30365183,8.54661194,0.02483245,1.34331389,3.22811813,2.33185065,0.02855525,3.57847707,1.96384837,0.47845077
-5.29764882,8.30464511,0.02517792,1.28980025,3.07481546,2.26938470,0.03063804,3.49065289,1.88308037,0.47643485
-5.29164582,8.07364193,0.02558162,1.23614713,2.92512323,2.20877027,0.03285273,3.40944223,1.80309907,0.47593904
-5.28564282,7.85594285,0.02603886,1.18306808,2.78053931,2.15069472,0.03517811,3.33553062,1.72448353,0.47702538
-5.27963982,7.65338447,0.02654345,1.13121770,2.64236361,2.09572009,0.03758912,3.26938129,1.64773486,0.47970903
-5.27363682,7.46728670,0.02708797,1.08118137,2.51168591,2.04427753,0.04005729,3.21123642,1.57327309,0.48395892
-5.26763382,7.29845585,0.02766401,1.03346730,2.38937937,1.99666648,0.04255134,3.16112437,1.50143609,0.48969978
-5.26163082,7.14720259,0.02826237,0.98850095,2.27609934,1.95305871,0.04503795,3.11887236,1.43248040,0.49681558
-5.25562781,7.01337326,0.02887337,0.94662193,2.17228728,1.91350643,0.04748251,3.08412381,1.36658382,0.50515416
-5.24962481,6.89639281,0.02948710,0.90808319,2.07817915,1.87795421,0.04984999,3.05635947,1.30384949,0.51453269
-5.24362181,6.79531707,0.03009362,0.87305251,1.99381797,1.84625383,0.05210578,3.03492169,1.24431145,0.52474395
-5.23761881,6.70889228,0.03068319,0.84161599,1.91906971,1.81818151,0.05421654,3.01904055,1.18794117,0.53556294
-5.23161581,6.63561936,0.03124640,0.81378356,1.85364222,1.79345646,0.05615100,3.00786137,1.13465517,0.54675372
-5.22561281,6.57382075,0.03177433,0.78949610,1.79710638,1.77176022,0.05788066,3.00047232,1.08432315,0.55807612
-5.21960980,6.52170759,0.03225860,0.76863398,1.74891896,1.75275581,0.05938047,2.99593170,1.03677661,0.56929225
-5.21360680,6.47744513,0.03269142,0.75102675,1.70844668,1.73610604,0.06062924,2.99329391,0.99181769,0.58017244
-5.20760380,6.43921472,0.03306561,0.73646373,1.67499069,1.72149031,0.06161009,2.99163372,0.94922795,0.59050059
-5.20160080,6.40527066,0.03337459,0.72470505,1.64781114,1.70861946,0.06231066,2.99006823,0.90877689,0.60007883
-5.19559780,6.37399081,0.03361241,0.71549295,1.62615119,1.69724803,0.06272322,2.98777615,0.87023006,0.60873133
-5.18959480,6.34391981,0.03377366,0.70856291,1.60926000,1.68718383,0.06284463,2.98401428,0.83335663,0.61630723
-5.18359180,6.31380433,0.03385356,0.70365439,1.59641416,1.67829449,0.06267625,2.97813080,0.79793603,0.62268281
-5.17758879,6.28261972,0.03384792,0.70052077,1.58693714,1.67051103,0.06222368,2.96957548,0.76376393,0.62776272
-5.17158579,6.24958805,0.03375326,0.69893817,1.58021645,1.66382833,0.06149647,2.95790671,0.73065707,0.63148047
-5.16558279,6.21418727,0.03356680,0.69871301,1.57571790,1.65830286,0.06050778,2.94279533,0.69845717,0.63379816
-5.15957979,6.17615189,0.03328667,0.69968795,1.57299677,1.65404768,0.05927395,2.92402557,0.66703370,0.63470551
-5.15357679,6.13546535,0.03291195,0.70174605,1.57170569,1.65122517,0.05781413,2.90149292,0.63628566,0.63421826
-5.14757379,6.09234477,0.03244284,0.70481299,1.57159874,1.65003784,0.05614983,2.87519936,0.60614225,0.63237599
-5.14157079,6.04721857,0.03188078,0.70885737,1.57253190,1.65071753,0.05430457,2.84524599,0.57656262,0.62923949
-5.13556778,6.00069782,0.03122860,0.71388887,1.57445966,1.65351356,0.05230343,2.81182336,0.54753467,0.62488771
-5.12956478,5.95354231,0.03049055,0.71995455,1.57742781,1.65868025,0.05017275,2.77519978,0.51907306,0.61941435
-5.12356178,5.90662224,0.02967239,0.72713311,1.58156270,1.66646417,0.04793976,2.73570781,0.49121663,0.61292418
-5.11755878,5.86087681,0.02878139,0.73552760,1.58705704,1.67709172,0.04563228,2.69372956,0.46402510,0.60552931
-5.11155578,5.81727095,0.02782623,0.74525653,1.59415281,1.69075738,0.04327844,2.64968095,0.43757552,0.59734523
-5.10555278,5.77675148,0.02681688,0.75644394,1.60312176,1.70761297,0.04090637,2.60399555,0.41195838,0.58848711
-5.09954977,5.74020419,0.02576443,0.76920850,1.61424403,1.72775835,0.03854399,2.55710857,0.38727357,0.57906605
-5.09354677,5.70841315,0.02468087,0.78365239,1.62778578,1.75123374,0.03621871,2.50944134,0.36362641,0.56918581
-5.08754377,5.68202386,0.02357872,0.79985004,1.64397661,1.77801402,0.03395720,2.46138715,0.34112370,0.55893983
-5.08154077,5.66151129,0.02247081,0.81783759,1.66298763,1.80800506,0.03178518,2.41329865,0.31987004,0.54840879
-5.07553777,5.64715432,0.02136985,0.83760322,1.68491125,1.84104214,0.02972710,2.36547756,0.29996448,0.53765886
-5.06953477,5.63901744,0.02028815,0.85907905,1.70974347,1.87689057,0.02780597,2.31816707,0.28149747,0.52674053
-5.06353177,5.63694056,0.01923730,0.88213506,1.73736974,1.91524844,0.02604306,2.27154714,0.26454826,0.51568830
-5.05752876,5.64053749,0.01822785,0.90657539,1.76755505,1.95575124,0.02445768,2.22573303,0.24918277,0.50452112
-5.05152576,5.64920325,0.01726907,0.93213732,1.79993912,1.99797827,0.02306693,2.18077713,0.23545190,0.49324359
-5.04552276,5.66213016,0.01636879,0.95849341,1.83403691,2.04146062,0.02188547,2.13667383,0.22339034,0.48184793
-5.03951976,5.67833210,0.01553326,0.98525666,1.86924505,2.08569021,0.02092528,2.09336746,0.21301579,0.47031650
-5.03351676,5.69667615,0.01476708,1.01198887,1.90485399,2.13012989,0.02019543,2.05076256,0.20432870,0.45862497
-5.02751376,5.71592055,0.01407323,1.03821203,1.94006570,2.17422398,0.01970189,2.00873633,0.19731241,0.44674576
-5.02151076,5.73475740,0.01345311,1.06342233,1.97401647,2.21740903,0.01944731,1.96715227,0.19193372,0.43465178
-5.01550775,5.75185861,0.01290669,1.08710648,2.00580395,2.25912463,0.01943089,1.92587463,0.18814389,0.42232010
-5.00950475,5.76592329,0.01243265,1.10875964,2.03451746,2.29882374,0.01964823,1.88478282,0.18587994,0.40973555
-5.00350175,5.77572483,0.01202856,1.12790420,2.05927036,2.33598262,0.02009121,1.84378505,0.18506643,0.39689398
-4.99749875,5.78015595,0.01169112,1.14410871,2.07923309,2.37010997,0.02074800,1.80283073,0.18561753,0.38380492
-4.99149575,5.77827010,0.01141638,1.15700598,2.09366553,2.40075542,0.02160306,1.76192098,0.18743941,0.37049381
-4.98549275,5.76931790,0.01119993,1.16630960,2.10194722,2.42751717,0.02263721,1.72111697,0.19043294,0.35700334
-4.97948974,5.75277739,0.01103712,1.17182794,2.10360406,2.45004892,0.02382788,1.68054573,0.19449670,0.34339414
-4.97348674,5.72837751,0.01092325,1.17347493,2.09833040,2.46806609,0.02514932,1.64040351,0.19953015,0.32974458
-4.96748374,5.69611416,0.01085370,1.17127718,2.08600544,2.48135148,0.02657302,1.60095650,0.20543701,0.31614995
-4.96148074,5.65625874,0.01082412,1.16537681,2.06670332,2.48976038,0.02806819,1.56253941,0.21212866,0.30272084
-4.95547774,5.60935954,0.01083045,1.15602999,2.04069652,2.49322525,0.02960236,1.52555194,0.21952764,0.28958096
-4.94947474,5.55623603,0.01086908,1.14360111,2.00845236,2.49175992,0.03114203,1.49045360,0.22757095,0.27686450
-4.94347174,5.49796707,0.01093683,1.12855289,1.97062304,2.48546331,0.03265344,1.45775731,0.23621316,0.26471321
-4.93746873,5.43587341,0.01103100,1.11143291,1.92802959,2.47452257,0.03410344,1.42802199,0.24542920,0.25327316
-4.93146573,5.37149563,0.01114937,1.09285705,1.88164067,2.45921546,0.03546029,1.40184465,0.25521663,0.24269156
-4.92546273,5.30656792,0.01129014,1.07349091,1.83254703,2.43991160,0.03669456,1.37985210,0.26559733,0.23311360
-4.91945973,5.24298880,0.01145194,1.05402975,1.78193289,2.41707263,0.03777996,1.36269241,0.27661849,0.22467947
-4.91345673,5.18278901,0.01163374,1.03517809,1.73104534,2.39125055,0.03869413,1.35102629,0.28835268,0.21752157
-4.90745373,5.12809735,0.01183480,1.01762968,1.68116286,2.36308428,0.03941932,1.34551813,0.30089714,0.21176207
-4.90145073,5.08110452,0.01205461,1.00204876,1.63356408,2.33329389,0.03994297,1.34682673,0.31437193,0.20751077
-4.89544772,5.04402533,0.01229279,0.98905311,1.58949772,2.30267249,0.04025809,1.35559547,0.32891716,0.20486321
-4.88944472,5.01905921,0.01254900,0.97919954,1.55015430,2.27207535,0.04036353,1.37244154,0.34468913,0.20389907
-4.88344172,5.00834912,0.01282290,0.97297198,1.51664046,2.24240638,0.04026402,1.39794420,0.36185550,0.20468090
-4.87743872,5.01393889,0.01311407,0.97077244,1.48995589,2.21460202,0.03997007,1.43263178,0.38058944,0.20725289
-4.87143572,5.03772895,0.01342189,0.97291459,1.47097339,2.18961251,0.03949763,1.47696737,0.40106301,0.21163988
-4.86543272,5.08143077,0.01374556,0.97961996,1.46042180,2.16838111,0.03886762,1.53133316,0.42343978,0.21784647
-4.85942971,5.14652039,0.01408398,0.99101618,1.45887186,2.15182151,0.03810534,1.59601376,0.44786685,0.22585616
-4.85342671,5.23419154,0.01443578,1.00713710,1.46672480,2.14079408,0.03723967,1.67117867,0.47446660,0.23563065
-4.84742371,5.34530941,0.01479929,1.02792406,1.48420349,2.13608156,0.03630228,1.75686454,0.50332828,0.24710920
-4.84142071,5.48036616,0.01517251,1.05322823,1.51134598,2.13836495,0.03532671,1.85295786,0.53449970,0.26020812
-4.83541771,5.63943962,0.01555319,1.08281332,1.54800141,2.14820041,0.03434750,1.95917888,0.56797944,0.27482048
-4.82941471,5.82215696,0.01593886,1.11635871,1.59382833,2.16599795,0.03339927,2.07506769,0.60370969,0.29081614
-4.82341171,6.02766515,0.01632684,1.15346274,1.64829547,2.19200284,0.03251590,2.19997339,0.64157026,0.30804211
-4.81740870,6.25461028,0.01671439,1.19364615,1.71068530,2.22628039,0.03172970,2.33304748,0.68137392,0.32632342
-4.81140570,6.50112774,0.01709871,1.23635595,1.78010065,2.26870508,0.03107077,2.47324220,0.72286339,0.34546451
-4.80540270,6.76484504,0.01747708,1.28096991,1.85547483,2.31895446,0.03056634,2.61931478,0.76571045,0.36525129
-4.79939970,7.04289904,0.01784691,1.32680199,1.93558540,2.37650854,0.03024033,2.76983817,0.80951716,0.38545387
-4.79339670,7.33196862,0.01820579,1.37310914,2.01907216,2.44065507,0.03011291,2.92321863,0.85381961,0.40583002
-4.78739370,7.62832358,0.01855161,1.41909981,2.10445931,2.51050073,0.03020023,3.07772033,0.89809416,0.42612925
-4.78139070,7.92788964,0.01888255,1.46394449,2.19018191,2.58498845,0.03051422,3.23149659,0.94176633,0.44609757
-4.77538769,8.22632894,0.01919714,1.50678845,2.27461631,2.66292056,0.03106241,3.38262737,0.98422205,0.46548272
-4.76938469,8.51913434,0.01949423,1.54676667,2.35611420,2.74298721,0.03184795,3.52916191,1.02482139,0.48403982
-4.76338169,8.80173523,0.01977301,1.58302098,2.43303950,2.82379947,0.03286954,3.66916534,1.06291408,0.50153714
-4.75737869,9.06961168,0.02003297,1.61471883,2.50380705,2.90392614,0.03412149,3.80076768,1.09785672,0.51776182
-4.75137569,9.31841328,0.02027382,1.64107349,2.56692204,2.98193293,0.03559380,3.92221339,1.12903086,0.53252544
-4.74537269,9.54407815,0.02049547,1.66136467,2.62101873,3.05642299,0.03727230,4.03190978,1.15586156,0.54566891
-4.73936968,9.74294775,0.02069794,1.67495905,2.66489696,3.12607693,0.03913878,4.12847194,1.17783554,0.55706675
-4.73336668,9.91187273,0.02088130,1.68132959,2.69755507,3.18969117,0.04117118,4.21076272,1.19451835,0.56663031
-4.72736368,10.04830522,0.02104560,1.68007284,2.71821781,3.24621274,0.04334385,4.27792564,1.20556974,0.57430996
-4.72136068,10.15037372,0.02119084,1.67092338,2.72635783,3.29476939,0.04562784,4.32940955,1.21075672,0.58009597
-4.71535768,10.21693701,0.02131690,1.65376447,2.72170997,3.33469349,0.04799121,4.36498380,1.20996351,0.58401803
-4.70935468,10.24761466,0.02142355,1.62863439,2.70427742,3.36553886,0.05039952,4.38474320,1.20319815,0.58614346
-4.70335168,10.24279267,0.02151048,1.59572802,2.67432959,3.38708970,0.05281626,4.38910275,1.19059531,0.58657422
-4.69734867,10.20360399,0.02157729,1.55539338,2.63239149,3.39936126,0.05520343,4.37878214,1.17241519,0.58544261
-4.69134567,10.13188471,0.02162363,1.50812320,2.57922537,3.40259231,0.05752219,4.35478104,1.14903856,0.58290617
-4.68534267,10.03010794,0.02164923,1.45454185,2.51580500,3.39722973,0.05973354,4.31834601,1.12095812,0.57914165
-4.67933967,9.90129844,0.02165404,1.39538808,2.44328409,3.38390610,0.06179910,4.27093090,1.08876646,0.57433866
-4.67333667,9.74893184,0.02163840,1.33149422,2.36295995,3.36341132,0.06368189,4.21415212,1.05314123,0.56869303
-4.66733367,9.57682284,0.02160315,1.26376295,2.27623404,3.33665967,0.06534716,4.14974097,1.01482799,0.56240024
-4.66133067,9.38900732,0.02154978,1.19314226,2.18457108,3.30465392,0.06676316,4.07949472,0.97462149,0.55564924
-4.65532766,9.18962310,0.02148061,1.12060002,2.08945816,3.26844811,0.06790197,4.00522848,0.93334592,0.54861689
-4.64932466,8.98279405,0.02139889,1.04709875,1.99236573,3.22911072,0.06874013,3.92872942,0.89183506,0.54146314
-4.64332166,8.77252181,0.02130890,0.97357198,1.89471139,3.18768971,0.06925937,3.85171477,0.85091260,0.53432722
