energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.05152576,3.59694638,0.00761840,0.37321678,1.33579712,0.78988947,0.06295899,1.94039820,0.55934325,0.63099633
-5.04552276,3.67924787,0.00785930,0.39461546,1.33594395,0.82576326,0.06657061,1.96945474,0.56888763,0.66084764
-5.03951976,3.77652093,0.00812760,0.41851895,1.34474167,0.86460365,0.07008911,2.00539476,0.58106820,0.69482210
-5.03351676,3.88696641,0.00841683,0.44472832,1.36169747,0.90597268,0.07346145,2.04729524,0.59563913,0.73261501
-5.02751376,4.00859299,0.00872038,0.47300862,1.38620208,0.94938005,0.07663689,2.09414475,0.61231983,0.77386322
-5.02151076,4.13926250,0.00903167,0.50309101,1.41754608,0.99429104,0.07956855,2.14487015,0.63080005,0.81814840
-5.01550775,4.27673586,0.00934430,0.53467539,1.45493641,1.04013548,0.08221474,2.19836347,0.65074535,0.86500115
-5.00950475,4.41871881,0.00965223,0.56743365,1.49751303,1.08631747,0.08454023,2.25350807,0.67180292,0.91390590
-5.00350175,4.56290617,0.00994985,0.60101346,1.54436536,1.13222605,0.08651722,2.30920368,0.69360743,0.96430680
-4.99749875,4.70702421,0.01023217,0.63504253,1.59454845,1.17724630,0.08812607,2.36438956,0.71578721,1.01561447
-4.99149575,4.84886996,0.01049481,0.66913351,1.64709870,1.22077095,0.08935567,2.41806546,0.73797038,1.06721371
-4.98549275,4.98634728,0.01073414,0.70288939,1.70104911,1.26221210,0.09020352,2.46930983,0.75979103,1.11847215
-4.97948974,5.11749891,0.01094731,0.73590929,1.75544392,1.30101298,0.09067548,2.51729499,0.78089533,1.16874981
-4.97348674,5.24053442,0.01113220,0.76779489,1.80935249,1.33665924,0.09078514,2.56129907,0.80094748,1.21740947
-4.96748374,5.35385371,0.01128752,0.79815700,1.86188252,1.36868972,0.09055297,2.60071463,0.81963541,1.26382766
-4.96148074,5.45606611,0.01141266,0.82662259,1.91219230,1.39670635,0.09000520,2.63505390,0.83667612,1.30740629
-4.95547774,5.54600505,0.01150775,0.85284180,1.95950217,1.42038279,0.08917248,2.66395086,0.85182065,1.34758437
-4.94947474,5.62273858,0.01157354,0.87649503,2.00310489,1.43947172,0.08808851,2.68716040,0.86485842,1.38384982
-4.94347174,5.68557584,0.01161136,0.89729972,2.04237507,1.45381044,0.08678854,2.70455490,0.87562102,1.41575081
-4.93746873,5.73406983,0.01162305,0.91501677,2.07677753,1.46332466,0.08530797,2.71611863,0.88398512,1.44290635
-4.93146573,5.76801680,0.01161086,0.92945624,2.10587461,1.46803028,0.08368103,2.72194056,0.88987467,1.46501580
-4.92546273,5.78745255,0.01157743,0.94048226,2.12933244,1.46803314,0.08193960,2.72220594,0.89326211,1.48186676
-4.91945973,5.79264604,0.01152569,0.94801676,2.14692625,1.46352675,0.08011229,2.71718736,0.89416856,1.49334112
-4.91345673,5.78409048,0.01145882,0.95204200,2.15854470,1.45478799,0.07822378,2.70723558,0.89266304,1.49941895
-4.90745373,5.76249227,0.01138018,0.95260164,2.16419324,1.44217098,0.07629440,2.69277068,0.88886058,1.50017988
-4.90145073,5.72875793,0.01129331,0.94980030,2.16399657,1.42609930,0.07434000,2.67427378,0.88291935,1.49580202
-4.89544772,5.68397919,0.01120183,0.94380156,2.15820016,1.40705675,0.07237215,2.65227964,0.87503673,1.48655813
-4.88944472,5.62941639,0.01110945,0.93482434,2.14717072,1.38557705,0.07039849,2.62737012,0.86544455,1.47280934
-4.88344172,5.56648018,0.01101991,0.92313784,2.13139560,1.36223264,0.06842335,2.60016860,0.85440353,1.45499631
-4.87743872,5.49671160,0.01093695,0.90905509,2.11148083,1.33762310,0.06644852,2.57133515,0.84219703,1.43362838
-4.87143572,5.42176050,0.01086426,0.89292530,2.08814775,1.31236323,0.06447410,2.54156227,0.82912440,1.40927074
-4.86543272,5.34336239,0.01080541,0.87512534,2.06222777,1.28707145,0.06249936,2.51157083,0.81549402,1.38253027
-4.85942971,5.26331365,0.01076382,0.85605045,2.03465521,1.26235840,0.06052365,2.48210578,0.80161627,1.35404037
-4.85342671,5.18344517,0.01074267,0.83610459,2.00645778,1.23881623,0.05854718,2.45393148,0.78779662,1.32444532
-4.84742371,5.10559460,0.01074483,0.81569072,1.97874444,1.21700870,0.05657171,2.42782589,0.77432909,1.29438462
-4.84142071,5.03157742,0.01077275,0.79520126,1.95269065,1.19746205,0.05460103,2.40457369,0.76149015,1.26447782
-4.83541771,4.96315703,0.01082839,0.77500903,1.92952069,1.18065696,0.05264136,2.38495777,0.74953338,1.23531022
-4.82941471,4.90201444,0.01091315,0.75545901,1.91048715,1.16702148,0.05070141,2.36974919,0.73868488,1.20741999
-4.82341171,4.84971797,0.01102773,0.73686096,1.89684784,1.15692488,0.04879242,2.35969549,0.72913965,1.18128685
-4.81740870,4.80769369,0.01117213,0.71948340,1.88984038,1.15067266,0.04692784,2.35550746,0.72105895,1.15732272
-4.81140570,4.77719730,0.01134551,0.70354872,1.89065491,1.14850236,0.04512300,2.35784485,0.71456870,1.13586451
-4.80540270,4.75928828,0.01154623,0.68922993,1.90040579,1.15058042,0.04339456,2.36730118,0.70975891,1.11716925
-4.79939970,4.75480724,0.01177176,0.67664875,1.92010291,1.15699990,0.04175990,2.38438835,0.70668416,1.10141148
-4.79339670,4.76435711,0.01201877,0.66587533,1.95062367,1.16777924,0.04023642,2.40952165,0.70536499,1.08868309
-4.78739370,4.78828924,0.01228311,0.65692943,1.99268665,1.18286185,0.03884091,2.44300572,0.70579015,1.07899543
-4.78139070,4.82669489,0.01255992,0.64978301,2.04682796,1.20211686,0.03758881,2.48502226,0.70791959,1.07228358
-4.77538769,4.87940268,0.01284371,0.64436416,2.11338142,1.22534081,0.03649365,2.53562001,0.71168807,1.06841264
-4.76938469,4.94598251,0.01312853,0.64056217,2.19246346,1.25226066,0.03556649,2.59470766,0.71700914,1.06718578
-4.76338169,5.02575579,0.01340808,0.63823356,2.28396361,1.28253783,0.03481547,2.66205009,0.72377945,1.06835374
-4.75737869,5.11781209,0.01367589,0.63720892,2.38754114,1.31577376,0.03424553,2.73726833,0.73188314,1.07162552
-4.75137569,5.22103184,0.01392554,0.63730023,2.50262839,1.35151658,0.03385819,2.81984338,0.74119611,1.07667987
-4.74537269,5.33411421,0.01415080,0.63830841,2.62844086,1.38926929,0.03365145,2.90912395,0.75159014,1.08317710
-4.73936968,5.45560972,0.01434583,0.64003100,2.76399388,1.42849913,0.03361987,3.00433804,0.76293652,1.09077105
-4.73336668,5.58395635,0.01450536,0.64226944,2.90812556,1.46864818,0.03375466,3.10460800,0.77510930,1.09912061
-4.72736368,5.71751806,0.01462483,0.64483591,3.05952522,1.50914503,0.03404396,3.20896872,0.78798790,1.10790049
-4.72136068,5.85462465,0.01470055,0.64755949,3.21676635,1.54941728,0.03447312,3.31638852,0.80145904,1.11681097
-4.71535768,5.99361170,0.01472973,0.65029133,3.37834305,1.58890460,0.03502505,3.42579195,0.81541813,1.12558628
-4.70935468,6.13285943,0.01471063,0.65290878,3.54270851,1.62707215,0.03568069,3.53608403,0.82976992,1.13400131
-4.70335168,6.27082951,0.01464253,0.65531833,3.70831428,1.66342382,0.03641937,3.64617522,0.84442866,1.14187669
-4.69734867,6.40609877,0.01452576,0.65745733,3.87364869,1.69751516,0.03721935,3.75500626,0.85931774,1.14908192
-4.69134567,6.53738921,0.01436165,0.65929452,4.03727334,1.72896529,0.03805824,3.86157245,0.87436899,1.15553675
-4.68534267,6.66359349,0.01415247,0.66082928,4.19785602,1.75746778,0.03891350,3.96494648,0.88952178,1.16121077
-4.67933967,6.78379570,0.01390136,0.66208990,4.35419929,1.78279972,0.03976286,4.06429941,0.90472205,1.16612132
-4.67333667,6.89728687,0.01361218,0.66313085,4.50526347,1.80482894,0.04058483,4.15891903,0.91992132,1.17033005
-4.66733367,7.00357526,0.01328943,0.66402930,4.65018366,1.82351886,0.04135909,4.24822531,0.93507601,1.17393826
-4.66133067,7.10239124,0.01293807,0.66488102,4.78828015,1.83893078,0.04206690,4.33178227,0.95014700,1.17708134
-4.65532766,7.19368679,0.01256344,0.66579600,4.91906219,1.85122336,0.04269151,4.40930611,0.96509954,1.17992258
-4.64932466,7.27762984,0.01217112,0.66689376,5.04222517,1.86064923,0.04321844,4.48066917,0.97990357,1.18264662
-4.64332166,7.35459343,0.01176676,0.66829884,5.15764164,1.86754855,0.04363586,4.54589948,0.99453448,1.18545292
