energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,4.78043354,-3.08544741,0.93222561,-0.57075440,2.31365926,-1.58055109,2.42353905,-1.38873986,0.81071223,-0.39841713,0.00079305,-0.00131724,0.88063131,-0.52702021,0.05320050,-0.03173194,0.38515050,-0.33030273
-5.93396698,4.87551906,-3.15701807,0.95106499,-0.59816854,2.33832671,-1.61698180,2.52182746,-1.44356797,0.83327327,-0.40308471,0.00076888,-0.00123874,0.91302360,-0.54024069,0.05481680,-0.03352211,0.38702688,-0.33427005
-5.92796398,4.95374212,-3.23694486,0.96605302,-0.62811781,2.35568914,-1.65717306,2.60976962,-1.50276124,0.85255711,-0.40883690,0.00075287,-0.00116684,0.94172491,-0.55497993,0.05621768,-0.03543357,0.38786771,-0.33904236
-5.92196098,5.01290624,-3.32441482,0.97678321,-0.66022193,2.36499244,-1.70046603,2.68545842,-1.56600903,0.86811186,-0.41574462,0.00074389,-0.00110241,0.96610378,-0.57126944,0.05737594,-0.03744859,0.38758996,-0.34450155
-5.91595798,5.05116814,-3.41837055,0.98293597,-0.69402457,2.36563065,-1.74609289,2.74719148,-1.63285403,0.87955430,-0.42385548,0.00074094,-0.00104614,0.98560349,-0.58909830,0.05826920,-0.03954437,0.38613507,-0.35050300
-5.90995498,5.06710822,-3.51752442,0.98428996,-0.72900160,2.35717357,-1.79319051,2.79352732,-1.70269562,0.88658306,-0.43319065,0.00074305,-0.00099853,0.99976051,-0.60841059,0.05888060,-0.04169340,0.38347229,-0.35687883
-5.90395198,5.05978979,-3.62038275,0.98073044,-0.76457218,2.33938993,-1.84081900,2.82333467,-1.77479866,0.88898958,-0.44374251,0.00074939,-0.00095987,1.00822062,-0.62910407,0.05919943,-0.04386411,0.37960141,-0.36344247
-5.89794897,5.02880378,-3.72527896,0.97225451,-0.80011256,2.31226480,-1.88798455,2.83583269,-1.84830754,0.88666627,-0.45547308,0.00075923,-0.00093023,1.01075173,-0.65103040,0.05922150,-0.04602169,0.37455440,-0.36999432
-5.89194597,4.97429658,-3.83041473,0.95897272,-0.83497206,2.27601002,-1.93366572,2.83062021,-1.92226498,0.87961148,-0.46831318,0.00077199,-0.00090951,1.00725278,-0.67399672,0.05894942,-0.04812906,0.36839592,-0.37632828
-5.88594297,4.89697912,-3.93390759,0.94110708,-0.86849071,2.23106705,-1.97684237,2.80769250,-1.99563494,0.86793101,-0.48216257,0.00078720,-0.00089737,0.99775845,-0.69776862,0.05839252,-0.05014801,0.36122256,-0.38223889
-5.87993997,4.79811649,-4.03384326,0.91898540,-0.90001798,2.17810171,-2.01652607,2.76744492,-2.06732888,0.85183597,-0.49689089,0.00080450,-0.00089336,0.98243920,-0.72207440,0.05756670,-0.05204042,0.35316081,-0.38752863
-5.87393697,4.67949808,-4.12833053,0.89303232,-0.92893176,2.11799095,-2.05179073,2.71066311,-2.13623424,0.83163706,-0.51233947,0.00082366,-0.00089684,0.96159679,-0.74661059,0.05649397,-0.05376951,0.34436381,-0.39201522
-5.86793397,4.54338935,-4.21555684,0.86375718,-0.95465706,2.05180187,-2.08180234,2.63850030,-2.20124429,0.80773552,-0.52832393,0.00084454,-0.00090708,0.93565532,-0.77104842,0.05520185,-0.05530112,0.33500687,-0.39553842
-5.86193097,4.39246720,-4.29384216,0.83173939,-0.97668352,1.98076401,-2.10584660,2.55244267,-2.26128827,0.78061104,-0.54463756,0.00086708,-0.00092324,0.90514833,-0.79504114,0.05372255,-0.05660491,0.32528209,-0.39796615
-5.85592796,4.22974163,-4.36168927,0.79761189,-0.99458116,1.90623585,-2.12335320,2.45426457,-2.31536060,0.75080729,-0.56105538,0.00089124,-0.00094446,0.87070248,-0.81823201,0.05209207,-0.05765545,0.31539226,-0.39919956
-5.84992496,4.05846724,-4.41782860,0.76204325,-1.00801367,1.82966701,-2.13391591,2.34597541,-2.36254843,0.71891554,-0.57733873,0.00091704,-0.00096984,0.83301852,-0.84026268,0.05034910,-0.05843314,0.30554426,-0.39917683
-5.84392196,3.88204812,-4.46125584,0.72571929,-1.01674883,1.75255767,-2.13730753,2.22976087,-2.40205639,0.68555723,-0.59324037,0.00094449,-0.00099848,0.79285047,-0.86078174,0.04853396,-0.05892501,0.29594233,-0.39787560
-5.83791896,3.70394046,-4.49126110,0.68932474,-1.02066548,1.67641696,-2.13348923,2.10792067,-2.43322797,0.65136612,-0.60850988,0.00097360,-0.00102956,0.75098392,-0.87945320,0.04668744,-0.05912516,0.28678152,-0.39531385
-5.83191596,3.52755672,-4.50744869,0.65352591,-1.01975698,1.60272192,-2.12261381,1.98280570,-2.45556274,0.61697087,-0.62289926,0.00100432,-0.00106230,0.70821422,-0.89596466,0.04484967,-0.05903510,0.27824161,-0.39154929
-5.82591296,3.35617514,-4.50974678,0.61895458,-1.01413085,1.53287865,-2.10502272,1.85675676,-2.46872906,0.58297864,-0.63616856,0.00103656,-0.00109601,0.66532566,-0.91003499,0.04305907,-0.05866369,0.27048179,-0.38667720
-5.81990995,3.19285806,-4.49840694,0.58619406,-1.00400481,1.46818700,-2.08123710,1.73204729,-2.47257198,0.54996039,-0.64809139,0.00107017,-0.00113011,0.62307218,-0.92142120,0.04135140,-0.05802693,0.26363632,-0.38082687
-5.81390695,3.04038163,-4.47399350,0.55576734,-0.98969919,1.40981007,-2.05194303,1.61083167,-2.46711618,0.51843839,-0.65846012,0.00110494,-0.00116415,0.58216040,-0.92992444,0.03975888,-0.05714745,0.25781140,-0.37415688
-5.80790395,2.90117915,-4.43736357,0.52812802,-0.97162624,1.35874934,-2.01797156,1.49510074,-2.45256395,0.48887625,-0.66709072,0.00114059,-0.00119779,0.54323540,-0.93539483,0.03830957,-0.05605377,0.25308327,-0.36684922
-5.80190095,2.77729910,-4.38963826,0.50365379,-0.95027653,1.31582598,-1.98027432,1.38664529,-2.42928856,0.46167167,-0.67382699,0.00117679,-0.00123081,0.50686955,-0.93773514,0.03702681,-0.05477935,0.24949768,-0.35910280
-5.79589795,2.67037848,-4.33216648,0.48264257,-0.92620321,1.28166869,-1.93989546,1.28702817,-2.39782319,0.43715201,-0.67854408,0.00121320,-0.00126311,0.47355454,-0.93690312,0.03592887,-0.05336153,0.24707065,-0.35112637
-5.78989495,2.58163110,-4.26648264,0.46531128,-0.90000450,1.25670798,-1.89794098,1.19756487,-2.35884597,0.41557268,-0.68115130,0.00124945,-0.00129471,0.44369659,-0.93291238,0.03502886,-0.05184032,0.24579037,-0.34313122
-5.78389195,2.51184989,-4.19425971,0.45179671,-0.87230523,1.24117656,-1.85554640,1.11931230,-2.31316160,0.39711786,-0.68159399,0.00128517,-0.00132569,0.41761458,-0.92583203,0.03433467,-0.05025708,0.24562018,-0.33532405
-5.77788894,2.46142169,-4.11725944,0.44215846,-0.84373797,1.23511541,-1.81384394,1.05306517,-2.26168025,0.38190355,-0.67985459,0.00132008,-0.00135624,0.39554089,-0.91578482,0.03384918,-0.04865331,0.24650235,-0.32790011
-5.77188594,2.43035269,-4.03728136,0.43638344,-0.81492444,1.23838467,-1.77393021,0.99935886,-2.20539431,0.36998236,-0.67595274,0.00135394,-0.00138659,0.37762451,-0.90294411,0.03357052,-0.04706932,0.24836240,-0.32103705
-5.76588294,2.41830217,-3.95611229,0.43439159,-0.78645786,1.25067877,-1.73683539,0.95847801,-2.14535381,0.36134955,-0.66994446,0.00138664,-0.00141701,0.36393585,-0.88752956,0.03349251,-0.04554305,0.25111376,-0.31488950
-5.75987994,2.42462234,-3.87547817,0.43604234,-0.75888673,1.27154471,-1.70349509,0.93046948,-2.08264110,0.35595003,-0.66192064,0.00141822,-0.00144779,0.35447297,-0.86980192,0.03360517,-0.04410903,0.25466246,-0.30958480
-5.75387694,2.44840207,-3.79699954,0.44114171,-0.73270070,1.30040277,-1.67472544,0.91515884,-2.01834557,0.35368565,-0.65200457,0.00144886,-0.00147924,0.34916864,-0.85005685,0.03389523,-0.04279742,0.25891160,-0.30521975
-5.74787394,2.48851228,-3.72215228,0.44944944,-0.70831870,1.33656872,-1.65120259,0.91216935,-1.95353915,0.35442255,-0.64034902,0.00147896,-0.00151168,0.34789776,-0.82861819,0.03434673,-0.04163329,0.26376540,-0.30185879
-5.74187094,2.54365126,-3.65223474,0.46068624,-0.68607996,1.37927694,-1.63344682,0.92094268,-1.88925304,0.35799805,-0.62713265,0.00150910,-0.00154539,0.35048492,-0.80583075,0.03494161,-0.04063607,0.26913261,-0.29953324
-5.73586793,2.61238839,-3.58834227,0.47454069,-0.66623787,1.42770358,-1.62181217,0.94076061,-1.82645660,0.36422694,-0.61255607,0.00154008,-0.00158067,0.35671166,-0.78205288,0.03566030,-0.03981922,0.27492921,-0.29824205
-5.72986493,2.69320512,-3.53134983,0.49067599,-0.64895699,1.48098936,-1.61648158,0.97076747,-1.76603856,0.37290688,-0.59683761,0.00157289,-0.00161783,0.36632341,-0.75764912,0.03648223,-0.03919010,0.28108030,-0.29795354
-5.72386193,2.78453235,-3.48190308,0.50873627,-0.63431310,1.53826152,-1.61746791,1.00999278,-1.70879132,0.38382287,-0.58020904,0.00160869,-0.00165715,0.37903578,-0.73298298,0.03738637,-0.03875008,0.28752107,-0.29860841
-5.71785893,2.88478403,-3.44041820,0.52835267,-0.62229633,1.59865446,-1.62462069,1.05737405,-1.65539857,0.39675078,-0.56291115,0.00164884,-0.00169896,0.39454037,-0.70841026,0.03835161,-0.03849479,0.29419705,-0.30012353
-5.71185593,2.99238650,-3.40708998,0.54914912,-0.61281703,1.66132900,-1.63763838,1.11177962,-1.60642647,0.41145995,-0.54518962,0.00169479,-0.00174361,0.41250998,-0.68427285,0.03935722,-0.03841467,0.30106357,-0.30239668
-5.70585293,3.10580393,-3.38190790,0.57074798,-0.60571416,1.72548973,-1.65608571,1.17203142,-1.56231862,0.42771512,-0.52729097,0.00174808,-0.00179150,0.43260345,-0.66089333,0.04038310,-0.03849552,0.30808468,-0.30531161
-5.69984992,3.22356000,-3.36467920,0.59277549,-0.60076595,1.79040050,-1.67941549,1.23692764,-1.52339491,0.44527768,-0.50945888,0.00181029,-0.00184309,0.45447004,-0.63857043,0.04141010,-0.03871927,0.31523153,-0.30874366
-5.69384692,3.34425614,-3.35505797,0.61486729,-0.59770218,1.85539772,-1.70699404,1.30526509,-1.48985398,0.46390669,-0.49193089,0.00188295,-0.00189893,0.47775367,-0.61757537,0.04242022,-0.03906485,0.32248048,-0.31256527
-5.68784392,3.46658667,-3.35257874,0.63667373,-0.59621776,1.91990135,-1.73812940,1.37586125,-1.46177936,0.48335961,-0.47493548,0.00196752,-0.00195963,0.50209700,-0.59814919,0.04339673,-0.03950910,0.32981116,-0.31665145
-5.68184092,3.58935118,-3.35669323,0.65786532,-0.59598703,1.98342329,-1.77210102,1.44757539,-1.43914873,0.50339320,-0.45868951,0.00206532,-0.00202591,0.52714547,-0.58050101,0.04432434,-0.04002767,0.33720444,-0.32088491
-5.67583792,3.71146422,-3.36680851,0.67813794,-0.59667825,2.04557317,-1.80819007,1.51932866,-1.42184607,0.52376455,-0.44339621,0.00217743,-0.00209852,0.55255133,-0.56480726,0.04518928,-0.04059595,0.34464071,-0.32516056
-5.66983492,3.83196260,-3.38232479,0.69721792,-0.59796767,2.10606120,-1.84570878,1.59012249,-1.40967603,0.54423248,-0.42924344,0.00230470,-0.00217833,0.57797774,-0.55121169,0.04597929,-0.04118997,0.35209836,-0.32938929
-5.66383192,3.95001011,-3.40267124,0.71486677,-0.59955272,2.16469798,-1.88402794,1.65905482,-1.40238007,0.56455936,-0.41640236,0.00244764,-0.00226622,0.60310275,-0.53982621,0.04668374,-0.04178718,0.35955276,-0.33350099
-5.65782891,4.06489962,-3.42733815,0.73088540,-0.60116382,2.22139126,-1.92260115,1.72533352,-1.39965348,0.58451330,-0.40502647,0.00260639,-0.00236308,0.62762317,-0.53073236,0.04729354,-0.04236716,0.36697558,-0.33744648
-5.65182591,4.17605243,-3.45590398,0.74511767,-0.60257429,2.27613954,-1.96098493,1.78828652,-1.40116294,0.60387081,-0.39525081,0.00278072,-0.00246979,0.65125823,-0.52398324,0.04780121,-0.04291219,0.37433466,-0.34119854
-5.64582291,4.28301470,-3.48805601,0.75745309,-0.60360808,2.32902257,-1.99885366,1.84736818,-1.40656345,0.62241963,-0.38719146,0.00296996,-0.00258715,0.67375282,-0.51960587,0.04820078,-0.04340768,0.38159428,-0.34475187
-5.63981991,4.38545078,-3.52360371,0.76782852,-0.60414503,2.38018908,-2.03600884,1.90216142,-1.41551447,0.63996182,-0.38094516,0.00317301,-0.00271584,0.69488013,-0.51760369,0.04848782,-0.04384248,0.38871585,-0.34812212
-5.63381691,4.48313343,-3.56248407,0.77622867,-0.60412345,2.42984191,-2.07238204,1.95237562,-1.42769409,0.65631671,-0.37658901,0.00338835,-0.00285638,0.71444368,-0.51795916,0.04865930,-0.04420898,0.39565895,-0.35134399
-5.62781391,4.57593105,-3.60475876,0.78268542,-0.60353997,2.47822112,-2.10803150,1.99784011,-1.44281118,0.67132377,-0.37418031,0.00361406,-0.00300907,0.73227842,-0.52063628,0.04871362,-0.04450310,0.40238255,-0.35446852
-5.62181091,4.66379212,-3.65060316,0.78727577,-0.60244672,2.52558553,-2.14313251,2.03849354,-1.46061459,0.68484503,-0.37375627,0.00384781,-0.00317394,0.74825106,-0.52558283,0.04865045,-0.04472412,0.40884644,-0.35755985
-5.61580790,4.74672735,-3.70028771,0.79011869,-0.60094609,2.57219360,-2.17796189,2.07436967,-1.48089941,0.69676703,-0.37533384,0.00408696,-0.00335072,0.76225932,-0.53273228,0.04847069,-0.04487433,0.41501262,-0.36069132
-5.60980490,4.82479005,-3.75415250,0.79137058,-0.59918314,2.61828415,-2.21287733,2.10557997,-1.50350981,0.70700201,-0.37890943,0.00432858,-0.00353879,0.77423034,-0.54200532,0.04817633,-0.04495869,0.42084671,-0.36394145
-5.60380190,4.89805569,-3.81257623,0.79121987,-0.59733631,2.66405803,-2.24829252,2.13229419,-1.52833850,0.71548849,-0.38445857,0.00456955,-0.00373717,0.78411827,-0.55331076,0.04777040,-0.04498424,0.42631915,-0.36738965
-5.59779890,4.96660136,-3.87594101,0.78988069,-0.59560665,2.70966134,-2.28464916,2.15471964,-1.55532288,0.72219093,-0.39193554,0.00480658,-0.00394451,0.79190108,-0.56654601,0.04725681,-0.04495952,0.43140618,-0.37111206
-5.59179590,5.03048628,-3.94459462,0.78758584,-0.59420628,2.75517121,-2.32238718,2.17308030,-1.58443789,0.72709873,-0.40127297,0.00503634,-0.00415906,0.79757693,-0.58159687,0.04664025,-0.04489401,0.43609056,-0.37517764
-5.58579290,5.08973429,-4.01881210,0.78457951,-0.59334649,2.80058466,-2.36191462,2.18759689,-1.61568621,0.73022446,-0.41238143,0.00525553,-0.00437873,0.80116025,-0.59833688,0.04592608,-0.04479742,0.44036198,-0.37964458
-5.57978989,5.14431926,-4.09875839,0.78110976,-0.59322621,2.84581116,-2.40357845,2.19846893,-1.64908596,0.73160147,-0.42514908,0.00546098,-0.00460110,0.80267771,-0.61662615,0.04512019,-0.04467908,0.44421707,-0.38455727
-5.57378689,5.19415437,-4.18445399,0.77742120,-0.59402118,2.89066940,-2.44763777,2.20585968,-1.68465661,0.73128110,-0.43944143,0.00564970,-0.00482345,0.80216454,-0.63630986,0.04422893,-0.04454741,0.44765917,-0.38994389
-5.56778389,5.23908573,-4.27574528,0.77374804,-0.59587459,2.93488833,-2.49424069,2.20988491,-1.72240376,0.72932960,-0.45510123,0.00581900,-0.00504283,0.79966122,-0.65721651,0.04325900,-0.04440936,0.45069778,-0.39581470
-5.56178089,5.27889089,-4.37228101,0.77030777,-0.59888937,2.97811244,-2.54340596,2.21060582,-1.76230348,0.72582487,-0.47194871,0.00596651,-0.00525613,0.79521086,-0.67915609,0.04221734,-0.04427000,0.45334766,-0.40216100
-5.55577789,5.31328244,-4.47349628,0.76729559,-0.60312269,3.01991125,-2.59501012,2.20802671,-1.80428688,0.72085337,-0.48978207,0.00609030,-0.00546015,0.78885748,-0.70191844,0.04111108,-0.04413222,0.45562785,-0.40895496
-5.54977489,5.34191634,-4.57860497,0.76487985,-0.60858265,3.05979228,-2.64878093,2.20209730,-1.84822585,0.71450720,-0.50837848,0.00618889,-0.00565170,0.78064514,-0.72527187,0.03994745,-0.04399649,0.45756041,-0.41615004
-5.54377189,5.36440484,-4.68660109,0.76319856,-0.61522758,3.09721710,-2.70429731,2.19271958,-1.89392059,0.70688162,-0.52749559,0.00626127,-0.00582765,0.77061813,-0.74896236,0.03873379,-0.04386084,0.45916917,-0.42368210
-5.53776888,5.38033319,-4.79626945,0.76235698,-0.62296755,3.13161965,-2.76099580,2.17975861,-1.94108963,0.69807299,-0.54687355,0.00630696,-0.00598505,0.75882210,-0.77271354,0.03747745,-0.04372086,0.46047842,-0.43147120
-5.53176588,5.38927925,-4.90620529,0.76242642,-0.63166827,3.16242586,-2.81818320,2.16305681,-1.98936305,0.68817733,-0.56623782,0.00632596,-0.00612121,0.74530595,-0.79622752,0.03618581,-0.04356987,0.46151162,-0.43942373
-5.52576288,5.39083511,-5.01484231,0.76344421,-0.64115696,3.18907386,-2.87505498,2.14245060,-2.03827929,0.67728940,-0.58530251,0.00631879,-0.00623377,0.73012452,-0.81918685,0.03486626,-0.04339924,0.46229030,-0.44743502
-5.51975988,5.38462944,-5.12048826,0.76541477,-0.65122980,3.21103380,-2.93071841,2.11778858,-2.08728606,0.66550240,-0.60377449,0.00628639,-0.00632076,0.71334158,-0.84125769,0.03352621,-0.04319872,0.46283307,-0.45539213
-5.51375688,5.37034971,-5.22136661,0.76831180,-0.66166070,3.22782641,-2.98421952,2.08895015,-2.13574544,0.65290816,-0.62135808,0.00623014,-0.00638068,0.69503314,-0.86209415,0.03217307,-0.04295692,0.46315493,-0.46317687
-5.50775388,5.34776298,-5.31566290,0.77208135,-0.67221069,3.23903971,-3.03457274,2.05586332,-2.18294329,0.63959770,-0.63776035,0.00615177,-0.00641252,0.67529062,-0.88134386,0.03081428,-0.04266183,0.46326675,-0.47066869
-5.50175088,5.31673443,-5.40157412,0.77664587,-0.68263763,3.24434323,-3.08079182,2.01852099,-2.22810288,0.62566224,-0.65269686,0.00605331,-0.00641583,0.65422367,-0.89865472,0.02945730,-0.04230133,0.46317520,-0.47774761
-5.49574787,5.27724296,-5.47735899,0.78190889,-0.69270569,3.24349923,-3.12192093,1.97699454,-2.27040226,0.61119425,-0.66589769,0.00593700,-0.00639066,0.63196246,-0.91368251,0.02810962,-0.04186379,0.46288287,-0.48429692
-5.48974487,5.22939305,-5.54138765,0.78776028,-0.70219409,3.23637093,-3.15706452,1.93144402,-2.30899499,0.59628873,-0.67711364,0.00580524,-0.00633763,0.60865909,-0.92609935,0.02677874,-0.04133858,0.46238885,-0.49020562
-5.48374187,5.17342267,-5.59218870,0.79408200,-0.71090487,3.22292740,-3.18541502,1.88212454,-2.34303352,0.58104432,-0.68612232,0.00566051,-0.00625784,0.58448810,-0.93560251,0.02547220,-0.04071657,0.46168950,-0.49537060
-5.47773887,5.10970711,-5.62849207,0.80075387,-0.71866923,3.20324529,-3.20627720,1.82938834,-2.37169437,0.56556437,-0.69273404,0.00550529,-0.00615290,0.55964590,-0.94192341,0.02419753,-0.03999060,0.46077960,-0.49969850
-5.47173587,5.03875854,-5.64926620,0.80765951,-0.72535245,3.17750767,-3.21908856,1.77368257,-2.39420418,0.54995760,-0.69679712,0.00534202,-0.00602481,0.53434909,-0.94483633,0.02296221,-0.03915578,0.45965371,-0.50310730
-5.46573287,4.96122165,-5.65374844,0.81469183,-0.73085701,3.14600011,-3.22343515,1.71554280,-2.40986558,0.53433862,-0.69820250,0.00517302,-0.00587593,0.50883179,-0.94416644,0.02177368,-0.03820983,0.45830769,-0.50552756
-5.45972986,4.87786564,-5.64146777,0.82175815,-0.73512421,3.10910449,-3.21906245,1.65558268,-2.41808194,0.51882789,-0.69688747,0.00500046,-0.00570893,0.48334195,-0.93979695,0.02063926,-0.03715318,0.45674029,-0.50690345
-5.45372686,4.78957285,-5.61225920,0.82878455,-0.73813413,3.06729074,-3.20588130,1.59448019,-2.41837986,0.50355139,-0.69283829,0.00482632,-0.00552663,0.45813690,-0.93167473,0.01956614,-0.03598907,0.45495476,-0.50719353
-5.44772386,4.69732453,-5.56626982,0.83571922,-0.73990429,3.02110710,-3.18396890,1.53296114,-2.41042842,0.48863973,-0.68609156,0.00465237,-0.00533201,0.43347827,-0.91981443,0.01856126,-0.03472351,0.45296034,-0.50637144
-5.44172086,4.60218420,-5.50395643,0.84253461,-0.74048699,2.97116906,-3.15356525,1.47178072,-2.39405452,0.47422697,-0.67673437,0.00448014,-0.00512807,0.40962651,-0.90430058,0.01763134,-0.03336510,0.45077352,-0.50442632
-5.43571786,4.50527897,-5.42607527,0.84922835,-0.73996593,2.91814733,-3.11506547,1.41170378,-2.36925338,0.46044889,-0.66490302,0.00431092,-0.00491775,0.38683524,-0.88528776,0.01678273,-0.03192483,0.44841895,-0.50136328
-5.42971486,4.40777932,-5.33366438,0.85582258,-0.73845197,2.86275524,-3.06900854,1.35348479,-2.33619383,0.44744097,-0.65078041,0.00414579,-0.00470390,0.36534574,-0.86299853,0.01602139,-0.03041578,0.44593000,-0.49720362
-5.42371186,4.31087773,-5.22801944,0.86236181,-0.73607863,2.80573564,-3.01606306,1.29784819,-2.29521811,0.43533605,-0.63459224,0.00398560,-0.00448915,0.34538165,-0.83771941,0.01535281,-0.02885273,0.44334874,-0.49198512
-5.41770885,4.21576659,-5.11066419,0.86890941,-0.73299736,2.74784757,-2.95701078,1.24546994,-2.24683604,0.42426169,-0.61660196,0.00383098,-0.00427593,0.32714422,-0.80979478,0.01478192,-0.02725181,0.44072548,-0.48576212
-5.41170585,4.12361576,-4.98331630,0.87554259,-0.72937292,2.68985298,-2.89272840,1.19696078,-2.19171381,0.41433740,-0.59710482,0.00368237,-0.00406637,0.31080816,-0.77961912,0.01431300,-0.02563004,0.43811767,-0.47860551
-5.40570285,4.03555027,-4.84785001,0.88234635,-0.72537885,2.63250350,-2.82416838,1.15285188,-2.13065782,0.40567170,-0.57642103,0.00354007,-0.00386230,0.29651832,-0.74762771,0.01394965,-0.02400492,0.43558828,-0.47060250
-5.39969985,3.95262859,-4.70625651,0.88940651,-0.72119335,2.57652767,-2.75233918,1.11358326,-2.06459409,0.39835932,-0.55488843,0.00340419,-0.00366523,0.28438723,-0.71428627,0.01369465,-0.02239406,0.43320372,-0.46185624
-5.39369685,3.87582194,-4.56060334,0.89680223,-0.71699545,2.52261864,-2.67828555,1.07949518,-1.99454421,0.39247831,-0.53285481,0.00327474,-0.00347635,0.27449347,-0.68007985,0.01354991,-0.02081482,0.43103134,-0.45248508
-5.38769385,3.80599520,-4.41299363,0.90459842,-0.71296160,2.47142274,-2.60306914,1.05082276,-1.92159858,0.38808754,-0.51067013,0.00315160,-0.00329653,0.26688105,-0.64550146,0.01351638,-0.01928396,0.42913659,-0.44262155
-5.38169085,3.74388986,-4.26552641,0.91283848,-0.70926263,2.42352899,-2.52774986,1.02769378,-1.84688818,0.38522443,-0.48867894,0.00303456,-0.00312635,0.26155959,-0.61104076,0.01359399,-0.01781742,0.42758011,-0.43241100
-5.37568784,3.69010964,-4.12025863,0.92153781,-0.70606103,2.37945990,-2.45336825,1.01012958,-1.77155581,0.38390307,-0.46721322,0.00292335,-0.00296615,0.25850534,-0.57717333,0.01378156,-0.01643009,0.42641476,-0.42200976
-5.36968484,3.64510903,-3.97916984,0.93067851,-0.70350854,2.33966367,-2.38092909,0.99804893,-1.69672795,0.38411296,-0.44658577,0.00281759,-0.00281600,0.25766290,-0.54435082,0.01407680,-0.01513568,0.42568286,-0.41158307
-5.36368184,3.60918536,-3.84413011,0.94020557,-0.70174404,2.30450810,-2.31138640,0.99127441,-1.62348819,0.38581825,-0.42708449,0.00271689,-0.00267580,0.25894759,-0.51299223,0.01447620,-0.01394664,0.42541375,-0.40130250
-5.35767884,3.58247451,-3.71687166,0.95002497,-0.70089162,2.27427611,-2.24563005,0.98954106,-1.55285323,0.38895765,-0.40896746,0.00262079,-0.00254530,0.26224829,-0.48347671,0.01497511,-0.01287411,0.42562181,-0.39134312
-5.35167584,3.56495042,-3.59896472,0.96000372,-0.70105882,2.24916316,-2.18447408,0.99250683,-1.48575208,0.39344513,-0.39245917,0.00252881,-0.00242411,0.26743063,-0.45613790,0.01556767,-0.01192796,0.42630510,-0.38188041
-5.34567284,3.55642836,-3.49179782,0.96997207,-0.70233517,2.22927633,-2.12864681,0.99976433,-1.42300908,0.39917117,-0.37774771,0.00244043,-0.00231179,0.27434048,-0.43125991,0.01624688,-0.01111677,0.42744462,-0.37308688
