energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.87393697,3.98532688,0.01151198,0.38147620,0.05149664,2.11933364,1.63327474,0.36926956,0.52204635,0.60920198
-5.86793397,3.88993365,0.01110363,0.38034176,0.04940223,2.05437251,1.58023535,0.34942272,0.51661256,0.60398641
-5.86193097,3.80336085,0.01072930,0.38042506,0.04755618,1.99345535,1.52703514,0.33158585,0.51251740,0.60043595
-5.85592796,3.72651526,0.01039072,0.38176727,0.04596917,1.93710480,1.47417619,0.31586109,0.50981942,0.59863128
-5.84992496,3.66005416,0.01008906,0.38437219,0.04464716,1.88572952,1.42213312,0.30230653,0.50854428,0.59860086
-5.84392196,3.60437135,0.00982503,0.38820527,0.04359140,1.83961826,1.37134675,0.29093676,0.50868329,0.60031908
-5.83791896,3.55959060,0.00959888,0.39319381,0.04279844,1.79893724,1.32221859,0.28172428,0.51019295,0.60370621
-5.83191596,3.52556670,0.00941051,0.39922837,0.04226032,1.76373077,1.27510633,0.27460161,0.51299536,0.60863011
-5.82591296,3.50189397,0.00925948,0.40616539,0.04196476,1.73392494,1.23032004,0.26946403,0.51697961,0.61490964
-5.81990995,3.48792195,0.00914507,0.41383096,0.04189547,1.70933426,1.18811922,0.26617308,0.52200417,0.62231984
-5.81390695,3.48277782,0.00906634,0.42202555,0.04203249,1.68967098,1.14871051,0.26456049,0.52790015,0.63059847
-5.80790395,3.48539483,0.00902208,0.43052974,0.04235265,1.67455676,1.11224603,0.26443277,0.53447545,0.63945400
-5.80190095,3.49454587,0.00901093,0.43911047,0.04283001,1.66353639,1.07882245,0.26557614,0.54151960,0.64857446
-5.79589795,3.50888131,0.00903127,0.44752795,0.04343641,1.65609319,1.04848078,0.26776193,0.54880930,0.65763711
-5.78989495,3.52696979,0.00908130,0.45554268,0.04414205,1.65166564,1.02120689,0.27075213,0.55611435,0.66631843
-5.78389195,3.54734109,0.00915902,0.46292253,0.04491612,1.64966485,0.99693294,0.27430522,0.56320394,0.67430415
-5.77788894,3.56852952,0.00926218,0.46944958,0.04572747,1.64949238,0.97553967,0.27818199,0.56985306,0.68129900
-5.77188594,3.58911685,0.00938830,0.47492656,0.04654526,1.65055796,0.95685979,0.28215129,0.57584879,0.68703574
-5.76588294,3.60777334,0.00953464,0.47918250,0.04733969,1.65229668,0.94068234,0.28599552,0.58099644,0.69128339
-5.75987994,3.62329594,0.00969826,0.48207773,0.04808268,1.65418509,0.92675818,0.28951584,0.58512512,0.69385417
-5.75387694,3.63464232,0.00987594,0.48350778,0.04874852,1.65575593,0.91480652,0.29253676,0.58809280,0.69460917
-5.74787394,3.64096009,0.01006430,0.48340630,0.04931458,1.65661090,0.90452243,0.29491020,0.58979057,0.69346251
-5.74187094,3.64161030,0.01025977,0.48174687,0.04976183,1.65643131,0.89558524,0.29651883,0.59014597,0.69038390
-5.73586793,3.63618458,0.01045869,0.47854370,0.05007540,1.65498618,0.88766750,0.29727850,0.58912538,0.68539963
-5.72986493,3.62451576,0.01065735,0.47385124,0.05024504,1.65213765,0.88044453,0.29713986,0.58673533,0.67859207
-5.72386193,3.60668158,0.01085212,0.46776282,0.05026544,1.64784358,0.87360405,0.29608910,0.58302269,0.67009763
-5.71785893,3.58300170,0.01103951,0.46040830,0.05013648,1.64215725,0.86685561,0.29414770,0.57807381,0.66010346
-5.71185593,3.55402812,0.01121627,0.45195096,0.04986335,1.63522428,0.85993969,0.29137135,0.57201252,0.64884294
-5.70585293,3.52052951,0.01137955,0.44258372,0.04945655,1.62727687,0.85263588,0.28784799,0.56499721,0.63659014
-5.69984992,3.48346997,0.01152693,0.43252468,0.04893175,1.61862563,0.84476992,0.28369519,0.55721694,0.62365349
-5.69384692,3.44398294,0.01165658,0.42201239,0.04830955,1.60964930,0.83621943,0.27905671,0.54888673,0.61036879
-5.68784392,3.40334099,0.01176729,0.41130068,0.04761503,1.60078265,0.82691784,0.27409867,0.54024223,0.59709175
-5.68184092,3.36292253,0.01185854,0.40065333,0.04687732,1.59250317,0.81685652,0.26900513,0.53153385,0.58419021
-5.67583792,3.32417615,0.01193054,0.39033867,0.04612890,1.58531672,0.80608490,0.26397347,0.52302054,0.57203630
-5.66983492,3.28858365,0.01198419,0.38062419,0.04540488,1.57974278,0.79470853,0.25920946,0.51496336,0.56099857
-5.66383192,3.25762260,0.01202106,0.37177126,0.04474219,1.57629968,0.78288518,0.25492229,0.50761911,0.55143430
-5.65782891,3.23272947,0.01204333,0.36403001,0.04417865,1.57549016,0.77081897,0.25131962,0.50123408,0.54368221
-5.65182591,3.21526399,0.01205365,0.35763459,0.04375196,1.57778762,0.75875288,0.24860273,0.49603814,0.53805556
-5.64582291,3.20647562,0.01205504,0.35279874,0.04349873,1.58362350,0.74695977,0.24696186,0.49223941,0.53483592
-5.63981991,3.20747292,0.01205069,0.34971185,0.04345338,1.59337579,0.73573235,0.24657183,0.49001956,0.53426767
-5.63381691,3.21919630,0.01204381,0.34853554,0.04364712,1.60735910,0.72537238,0.24758809,0.48952985,0.53655338
-5.62781391,3.24239479,0.01203743,0.34940098,0.04410688,1.62581617,0.71617955,0.25014309,0.49088817,0.54185020
-5.62181091,3.27760719,0.01203425,0.35240669,0.04485434,1.64891116,0.70844049,0.25434321,0.49417699,0.55026735
-5.61580790,3.32514806,0.01203643,0.35761732,0.04590508,1.67672444,0.70241821,0.26026618,0.49944237,0.56186468
-5.60980490,3.38509853,0.01204547,0.36506301,0.04726769,1.70924912,0.69834250,0.26795912,0.50669391,0.57665253
-5.60380190,3.45730230,0.01206208,0.37473959,0.04894324,1.74638912,0.69640145,0.27743712,0.51590579,0.59459260
-5.59779890,3.54136654,0.01208612,0.38660953,0.05092472,1.78795875,0.69673455,0.28868255,0.52701858,0.61560007
-5.59179590,3.63666780,0.01211656,0.40060355,0.05319682,1.83368389,0.69942746,0.30164487,0.53994194,0.63954650
-5.58579290,3.74236244,0.01215148,0.41662274,0.05573588,1.88320443,0.70450856,0.31624126,0.55455782,0.66626369
-5.57978989,3.85740146,0.01218814,0.43454126,0.05851009,1.93607825,0.71194752,0.33235771,0.57072419,0.69554801
-5.57378689,3.98054908,0.01222308,0.45420927,0.06147995,1.99178641,0.72165562,0.34985082,0.58827897,0.72716514
-5.56778389,4.11040475,0.01225227,0.47545603,0.06459900,2.04973976,0.73348787,0.36855012,0.60704399,0.76085489
-5.56178089,4.24542788,0.01227128,0.49809307,0.06781480,2.10928670,0.74724678,0.38826087,0.62682882,0.79633593
-5.55577789,4.38396478,0.01227546,0.52191719,0.07107010,2.16972225,0.76268750,0.40876737,0.64743432,0.83331007
-5.54977489,4.52427720,0.01226016,0.54671326,0.07430429,2.23029822,0.77952404,0.42983651,0.66865568,0.87146620
-5.54377189,4.66457187,0.01222094,0.57225675,0.07745496,2.29023447,0.79743646,0.45122172,0.69028505,0.91048343
-5.53776888,4.80303052,0.01215379,0.59831594,0.08045958,2.34873104,0.81607861,0.47266706,0.71211351,0.95003381
-5.53176588,4.93783991,0.01205526,0.62465382,0.08325727,2.40498112,0.83508610,0.49391142,0.73393263,0.98978433
-5.52576288,5.06722133,0.01192271,0.65102987,0.08579053,2.45818456,0.85408447,0.51469276,0.75553557,1.02939859
-5.51975988,5.18945939,0.01175433,0.67720169,0.08800692,2.50756165,0.87269711,0.53475236,0.77671793,1.06853832
-5.51375688,5.30292965,0.01154930,0.70292679,0.08986062,2.55236699,0.89055286,0.55383887,0.79727845,1.10686485
-5.50775388,5.40612485,0.01130782,0.72796454,0.09131377,2.59190309,0.90729307,0.57171232,0.81701983,1.14404108
-5.50175088,5.49767970,0.01103111,0.75207866,0.09233760,2.62553343,0.92257820,0.58814787,0.83574984,1.17973403
-5.49574787,5.57639374,0.01072137,0.77504016,0.09291322,2.65269457,0.93609357,0.60293928,0.85328287,1.21361834
-5.48974487,5.64125235,0.01038176,0.79663099,0.09303217,2.67290715,0.94755461,0.61590219,0.86944212,1.24538079
-5.48374187,5.69144541,0.01001623,0.81664838,0.09269655,2.68578543,0.95671124,0.62687698,0.88406242,1.27472609
-5.47773887,5.72638349,0.00962948,0.83490976,0.09191884,2.69104505,0.96335165,0.63573140,0.89699374,1.30138366
-5.47173587,5.74571102,0.00922677,0.85125820,0.09072141,2.68850897,0.96730534,0.64236270,0.90810540,1.32511542
-5.46573287,5.74931621,0.00881380,0.86556809,0.08913568,2.67811124,0.96844547,0.64669942,0.91729056,1.34572415
-5.45972986,5.73733692,0.00839653,0.87775079,0.08720104,2.65989863,0.96669050,0.64870266,0.92447110,1.36306204
-5.45372686,5.71016216,0.00798107,0.88775985,0.08496355,2.63402995,0.96200511,0.64836685,0.92960234,1.37703885
-5.44772386,5.66842857,0.00757351,0.89559545,0.08247439,2.60077307,0.95440042,0.64571994,0.93267726,1.38762905
-5.44172086,5.61301136,0.00717975,0.90130760,0.07978833,2.56049968,0.94393334,0.64082293,0.93373006,1.39487748
-5.43571786,5.54500933,0.00680546,0.90499775,0.07696202,2.51367773,0.93070519,0.63376886,0.93283848,1.39890268
-5.42971486,5.46572367,0.00645586,0.90681850,0.07405237,2.46086188,0.91485936,0.62468089,0.93012463,1.39989760
-5.42371186,5.37663064,0.00613572,0.90697116,0.07111493,2.40268187,0.89657819,0.61370992,0.92575414,1.39812729
-5.41770885,5.27934817,0.00584918,0.90570110,0.06820245,2.33982922,0.87607886,0.60103131,0.91993345,1.39392323
-5.41170585,5.17559725,0.00559977,0.90329090,0.06536350,2.27304241,0.85360852,0.58684102,0.91290506,1.38767450
-5.40570285,5.06715868,0.00539027,0.90005141,0.06264139,2.20309087,0.82943863,0.57135124,0.90494105,1.37981581
-5.39969985,4.95582670,0.00522273,0.89631119,0.06007324,2.13075828,0.80385863,0.55478539,0.89633488,1.37081302
-5.39369685,4.84336086,0.00509837,0.89240470,0.05768926,2.05682544,0.77716915,0.53737291,0.88739187,1.36114660
-5.38769385,4.73143803,0.00501765,0.88865973,0.05551239,1.98205338,0.74967494,0.51934385,0.87841881,1.35129390
-5.38169085,4.62160639,0.00498017,0.88538486,0.05355804,1.90716711,0.72167782,0.50092343,0.86971309,1.34171117
-5.37568784,4.51524354,0.00498478,0.88285741,0.05183418,1.83284068,0.69346984,0.48232688,0.86155210,1.33281610
-5.36968484,4.41352059,0.00502953,0.88131275,0.05034163,1.75968403,0.66532695,0.46375473,0.85418318,1.32497205
-5.36368184,4.31737410,0.00511177,0.88093532,0.04907454,1.68823215,0.63750352,0.44538871,0.84781488,1.31847469
-5.35767884,4.22748730,0.00522823,0.88185207,0.04802107,1.61893712,0.61022788,0.42738847,0.84260993,1.31354172
-5.35167584,4.14428168,0.00537504,0.88412847,0.04716423,1.55216327,0.58369906,0.40988930,0.83868016,1.31030646
-5.34567284,4.06791957,0.00554794,0.88776744,0.04648286,1.48818586,0.55808500,0.39300095,0.83608386,1.30881533
-5.33966983,3.99831777,0.00574232,0.89271121,0.04595271,1.42719326,0.53352221,0.37680753,0.83482544,1.30902955
-5.33366683,3.93517159,0.00595343,0.89884584,0.04554752,1.36929276,0.51011683,0.36136864,0.83485756,1.31083076
-5.32766383,3.87798828,0.00617649,0.90600830,0.04524016,1.31451957,0.48794724,0.34672151,0.83608547,1.31403022
-5.32166083,3.82612829,0.00640688,0.91399545,0.04500379,1.26284890,0.46706778,0.33288422,0.83837327,1.31838096
-5.31565783,3.77885211,0.00664028,0.92257458,0.04481284,1.21421025,0.44751359,0.31985961,0.84155170,1.32359225
-5.30965483,3.73537065,0.00687286,0.93149475,0.04464401,1.16850359,0.42930617,0.30763991,0.84542708,1.32934535
-5.30365183,3.69489640,0.00710138,0.94049836,0.04447707,1.12561640,0.41245946,0.29621166,0.84979075,1.33530983
-5.29764882,3.65669302,0.00732337,0.94933230,0.04429550,1.08544076,0.39698594,0.28556080,0.85442867,1.34115957
-5.29164582,3.62012090,0.00753718,0.95775824,0.04408699,1.04788982,0.38290264,0.27567750,0.85913059,1.34658752
-5.28564282,3.58467658,0.00774207,0.96556145,0.04384367,1.01291266,0.37023654,0.26656070,0.86369845,1.35131880
-5.27963982,3.55002446,0.00793825,0.97255788,0.04356221,0.98050683,0.35902921,0.25822186,0.86795362,1.35512136
-5.27363682,3.51601934,0.00812686,0.97859940,0.04324362,0.95072802,0.34934045,0.25068802,0.87174286,1.35781421
-5.26763382,3.48271936,0.00830991,0.98357697,0.04289298,0.92369643,0.34125071,0.24400372,0.87494277,1.35927275
-5.26163082,3.45038897,0.00849024,0.98742197,0.04251889,0.89959936,0.33486222,0.23823192,0.87746278,1.35943157
-5.25562781,3.41949254,0.00867138,0.99010574,0.04213283,0.87869017,0.33029880,0.23345374,0.87924674,1.35828469
-5.24962481,3.39067915,0.00885740,0.99163776,0.04174840,0.86128351,0.32770442,0.22976709,0.88027322,1.35588372
-5.24362181,3.36476004,0.00905272,0.99206264,0.04138049,0.84774717,0.32724046,0.22728424,0.88055478,1.35233425
-5.23761881,3.34267998,0.00926200,0.99145642,0.04104445,0.83849081,0.32908197,0.22612848,0.88013635,1.34779094
-5.23161581,3.32548422,0.00948985,0.98992238,0.04075525,0.83395231,0.33341293,0.22642992,0.87909300,1.34245178
-5.22561281,3.31428256,0.00974074,0.98758676,0.04052672,0.83458213,0.34042081,0.22832076,0.87752719,1.33655177
-5.21960980,3.31021206,0.01001874,0.98459461,0.04037087,0.84082632,0.35029056,0.23193011,0.87556579,1.33035643
-5.21360680,3.31439973,0.01032741,0.98110578,0.04029736,0.85310898,0.36319818,0.23737861,0.87335681,1.32415526
-5.20760380,3.32792621,0.01066962,0.97729136,0.04031309,0.87181465,0.37930409,0.24477302,0.87106590,1.31825527
-5.20160080,3.35179125,0.01104747,0.97333032,0.04042196,0.89727115,0.39874640,0.25420107,0.86887268,1.31297450
-5.19559780,3.38688155,0.01146217,0.96940631,0.04062479,0.92973359,0.42163429,0.26572660,0.86696676,1.30863558
-5.18959480,3.43394120,0.01191403,0.96570459,0.04091941,0.96936965,0.44804145,0.27938527,0.86554332,1.30555894
-5.18359180,3.49354481,0.01240235,0.96240877,0.04130082,1.01624673,0.47799992,0.29518081,0.86479829,1.30405584
-5.17758879,3.56607342,0.01292550,0.95969727,0.04176155,1.07032111,0.51149420,0.31308212,0.86492291,1.30442067
-5.17158579,3.65169293,0.01348090,0.95773930,0.04229205,1.13142936,0.54845591,0.33302107,0.86609778,1.30692284
-5.16558279,3.75033531,0.01406505,0.95669042,0.04288109,1.19928201,0.58875897,0.35489120,0.86848629,1.31179796
-5.15957979,3.86168245,0.01467358,0.95668745,0.04351631,1.27345985,0.63221563,0.37854720,0.87222774,1.31923852
-5.15357679,3.98515300,0.01530136,0.95784300,0.04418458,1.35341271,0.67857327,0.40380536,0.87743007,1.32938429
-5.14757379,4.11989268,0.01594253,0.96023969,0.04487251,1.43846084,0.72751246,0.43044478,0.88416274,1.34231275
-5.14157079,4.26476854,0.01659057,0.96392428,0.04556672,1.52779910,0.77864611,0.45820946,0.89244987,1.35802999
-5.13556778,4.41836804,0.01723842,0.96890217,0.04625420,1.62050380,0.83152030,0.48681117,0.90226421,1.37646261
-5.12956478,4.57900374,0.01787856,0.97513239,0.04692245,1.71554245,0.88561671,0.51593306,0.91352214,1.39745109
-5.12356178,4.74472438,0.01850310,0.98252367,0.04755965,1.81178622,0.94035698,0.54523403,0.92608028,1.42074528
-5.11755878,4.91333326,0.01910387,0.99093188,0.04815468,1.90802534,0.99510907,0.57435371,0.93973391,1.44600250
-5.11155578,5.08241448,0.01967256,1.00015914,0.04869716,2.00298718,1.04919576,0.60291807,0.95421770,1.47278855
-5.10555278,5.24936732,0.02020081,1.00995490,0.04917733,2.09535689,1.10190523,0.63054553,0.96920865,1.50058219
-5.09954977,5.41144889,0.02068039,1.02001913,0.04958606,2.18380053,1.15250369,0.65685354,0.98433167,1.52878298
-5.09354677,5.56582462,0.02110329,1.03000772,0.04991474,2.26699012,1.20024982,0.68146554,0.99916746,1.55672262
-5.08754377,5.70962580,0.02146190,1.03953998,0.05015522,2.34363034,1.24441075,0.70401811,1.01326276,1.58367955
-5.08154077,5.84001296,0.02174916,1.04820807,0.05029982,2.41248628,1.28427921,0.72416829,1.02614250,1.60889642
-5.07553777,5.95424350,0.02195877,1.05558816,0.05034137,2.47241154,1.31919128,0.74160088,1.03732354,1.63159994
-5.06953477,6.04974146,0.02208529,1.06125281,0.05027325,2.52237605,1.34854428,0.75603557,1.04632947,1.65102233
-5.06353177,6.12416745,0.02212432,1.06478409,0.05008959,2.56149272,1.37181409,0.76723373,1.05270590,1.66642372
-5.05752876,6.17548604,0.02207270,1.06578716,0.04978543,2.58904214,1.38857138,0.77500467,1.05603561,1.67711459
-5.05152576,6.20202839,0.02192854,1.06390340,0.04935701,2.60449447,1.39849599,0.77921132,1.05595296,1.68247733
-5.04552276,6.20254766,0.02169142,1.05882292,0.04880200,2.60752781,1.40138898,0.77977488,1.05215697,1.68198623
-5.03951976,6.17626495,0.02136241,1.05029565,0.04811979,2.59804218,1.39718178,0.77667861,1.04442256,1.67522496
-5.03351676,6.12290397,0.02094410,1.03814079,0.04731183,2.57616867,1.38594207,0.76997033,1.03260945,1.66190102
-5.02751376,6.04271287,0.02044062,1.02225407,0.04638182,2.54227323,1.36787600,0.75976365,1.01666850,1.64185651
-5.02151076,5.93647226,0.01985760,1.00261275,0.04533597,2.49695476,1.34332672,0.74623785,0.99664503,1.61507487
-5.01550775,5.80548878,0.01920207,0.97927796,0.04418315,2.44103739,1.31276911,0.72963620,0.97267937,1.58168338
-5.00950475,5.65157444,0.01848233,0.95239450,0.04293492,2.37555717,1.27680084,0.71026291,0.94500433,1.54195143
-5.00350175,5.47701203,0.01770781,0.92218814,0.04160555,2.30174322,1.23613007,0.68847860,0.91394003,1.49628457
-4.99749875,5.28450793,0.01688889,0.88896043,0.04021189,2.22099398,1.19156017,0.66469435,0.87988608,1.44521472
-4.99149575,5.07713364,0.01603667,0.85308145,0.03877317,2.13484910,1.14397189,0.63936463,0.84331173,1.38938693
-4.98549275,4.85825803,0.01516276,0.81498071,0.03731066,2.04495777,1.09430368,0.61297899,0.80474420,1.32954324
-4.97948974,4.63147250,0.01427903,0.77513652,0.03584729,1.95304439,1.04353065,0.58605301,0.76475572,1.26650423
-4.97348674,4.40051142,0.01339741,0.73406446,0.03440716,1.86087250,0.99264292,0.55911851,0.72394982,1.20114903
-4.96748374,4.16917042,0.01252962,0.69230512,0.03301505,1.77020810,0.94262397,0.53271340,0.68294731,1.13439439
-4.96148074,3.94122488,0.01168699,0.65041171,0.03169578,1.68278323,0.89442969,0.50737136,0.64237228,1.06717364
-4.95547774,3.72035130,0.01088028,0.60893794,0.03047369,1.60026092,0.84896863,0.48361172,0.60283883,1.00041605
-4.94947474,3.51005344,0.01011947,0.56842639,0.02937198,1.52420251,0.80708401,0.46192968,0.56493859,0.93502748
-4.94347174,3.31359549,0.00941365,0.52939793,0.02841224,1.45603798,0.76953805,0.44278715,0.52922953,0.87187248
-4.93746873,3.13394374,0.00877092,0.49234230,0.02761388,1.39704024,0.73699874,0.42660459,0.49622615,0.81175871
-4.93146573,2.97371810,0.00819829,0.45771004,0.02699371,1.34830396,0.71002965,0.41375370,0.46639135,0.75542360
-4.92546273,2.83515444,0.00770164,0.42590594,0.02656564,1.31072922,0.68908264,0.40455155,0.44012990,0.70352383
-4.91945973,2.72007822,0.00728571,0.39728414,0.02634035,1.28501064,0.67449383,0.39925591,0.41778364,0.65662746
-4.91345673,2.62988949,0.00695411,0.37214470,0.02632523,1.27163172,0.66648261,0.39806200,0.39962834,0.61520888
-4.90745373,2.56555915,0.00670935,0.35073171,0.02652434,1.27086481,0.66515376,0.40110080,0.38587210,0.57964642
-4.90145073,2.52763583,0.00655290,0.33323277,0.02693848,1.28277619,0.67050241,0.40843870,0.37665525,0.55022231
-4.89544772,2.51626252,0.00648527,0.31977968,0.02756546,1.30723616,0.68242159,0.42007864,0.37205152,0.52712500
-4.88944472,2.53120181,0.00650608,0.31045017,0.02840034,1.34393366,0.70071209,0.43596250,0.37207030,0.51045319
-4.88344172,2.57186854,0.00661418,0.30527049,0.02943589,1.39239478,0.72509426,0.45597481,0.37666004,0.50022147
-4.87743872,2.63736824,0.00680773,0.30421858,0.03066305,1.45200447,0.75522120,0.47994742,0.38571226,0.49636710
-4.87143572,2.72653997,0.00708435,0.30722775,0.03207143,1.52203085,0.79069297,0.50766513,0.39906641,0.49875752
-4.86543272,2.83800179,0.00744116,0.31419059,0.03364988,1.60165094,0.83107129,0.53887202,0.41651515,0.50719837
-4.85942971,2.97019748,0.00787497,0.32496300,0.03538704,1.68997733,0.87589421,0.57327825,0.43781010,0.52144158
-4.85342671,3.12144290,0.00838227,0.33936829,0.03727190,1.78608455,0.92469026,0.61056718,0.46266781,0.54119342
-4.84742371,3.28997051,0.00895942,0.35720110,0.03929427,1.88903439,0.97699155,0.65040249,0.49077604,0.56612209
-4.84142071,3.47397098,0.00960263,0.37823129,0.04144524,1.99789942,1.03234550,0.69243528,0.52180004,0.59586488
-4.83541771,3.67163066,0.01030810,0.40220756,0.04371748,2.11178376,1.09032477,0.73631064,0.55538892,0.63003474
-4.82941471,3.88116417,0.01107199,0.42886104,0.04610551,2.22984065,1.15053510,0.78167391,0.59118190,0.66822607
-4.82341171,4.10084130,0.01189051,0.45790859,0.04860583,2.35128613,1.21262104,0.82817611,0.62881453,0.71002003
-4.81740870,4.32900811,0.01275992,0.48905613,0.05121688,2.47540871,1.27626928,0.87547864,0.66792460,0.75498904
-4.81140570,4.56410184,0.01367651,0.52200180,0.05393892,2.60157467,1.34120985,0.92325718,0.70815776,0.80270081
-4.80540270,4.80466000,0.01463662,0.55643913,0.05677375,2.72922917,1.40721529,0.97120458,0.74917285,0.85272190
-4.79939970,5.04932375,0.01563662,0.59206019,0.05972431,2.85789334,1.47409796,1.01903299,0.79064663,0.90462083
-4.79339670,5.29683646,0.01667286,0.62855875,0.06279415,2.98715780,1.54170601,1.06647505,0.83227811,0.95797094
-4.78739370,5.54603790,0.01774169,0.66563347,0.06598680,3.11667317,1.60991830,1.11328439,0.87379214,1.01235311
-4.78139070,5.79585526,0.01883940,0.70299104,0.06930508,3.24613836,1.67863877,1.15923544,0.91494238,1.06735828
-4.77538769,6.04529182,0.01996220,0.74034933,0.07275036,3.37528729,1.74779060,1.20412279,0.95551349,1.12259000
-4.76938469,6.29341434,0.02110622,0.77744040,0.07632174,3.50387512,1.81731073,1.24776013,0.99532256,1.17766689
-4.76338169,6.53934027,0.02226749,0.81401333,0.08001533,3.63166469,1.88714486,1.28997902,1.03421969,1.23222521
-4.75737869,6.78222561,0.02344193,0.84983684,0.08382355,3.75841400,1.95724334,1.33062758,1.07208776,1.28592125
-4.75137569,7.02125433,0.02462535,0.88470150,0.08773450,3.88386558,2.02755799,1.36956919,1.10884137,1.33843377
-4.74537269,7.25562987,0.02581351,0.91842150,0.09173151,4.00773807,2.09803985,1.40668135,1.14442500,1.38946626
-4.73936968,7.48456926,0.02700207,0.95083592,0.09579283,4.12972061,2.16863773,1.44185477,1.17881039,1.43874890
-4.73336668,7.70729988,0.02818669,0.98180931,0.09989153,4.24947014,2.23929750,1.47499259,1.21199331,1.48604026
-4.72736368,7.92305901,0.02936297,1.01123166,0.10399560,4.36661156,2.30996145,1.50600991,1.24398961,1.53112849
-4.72136068,8.13109565,0.03052656,1.03901762,0.10806837,4.48074060,2.38056779,1.53483337,1.27483092,1.57383198
-4.71535768,8.33067439,0.03167313,1.06510500,0.11206901,4.59142889,2.45104959,1.56140094,1.30455980,1.61399933
-4.70935468,8.52108046,0.03279836,1.08945256,0.11595345,4.69823082,2.52133294,1.58566160,1.33322476,1.65150864
-4.70335168,8.70162555,0.03389803,1.11203719,0.11967537,4.80069144,2.59133405,1.60757502,1.36087511,1.68626601
-4.69734867,8.87165333,0.03496790,1.13285059,0.12318741,4.89835471,2.66095515,1.62711104,1.38755579,1.71820327
-4.69134567,9.03054437,0.03600378,1.15189546,0.12644254,4.99077161,2.73007912,1.64424891,1.41330248,1.74727502
-4.68534267,9.17771963,0.03700146,1.16918151,0.12939543,5.07750725,2.79856304,1.65897630,1.43813698,1.77345505
-4.67933967,9.31264238,0.03795670,1.18472144,0.13200392,5.15814680,2.86623096,1.67128797,1.46206313,1.79673225
-4.67333667,9.43481823,0.03886518,1.19852697,0.13423037,5.23229976,2.93286640,1.68118431,1.48506349,1.81710625
-4.66733367,9.54379362,0.03972248,1.21060536,0.13604293,5.29960256,2.99820511,1.68866962,1.50709671,1.83458302
-4.66133067,9.63915287,0.04052402,1.22095634,0.13741665,5.35971962,3.06192888,1.69375044,1.52809602,1.84917061
-4.65532766,9.72051470,0.04126510,1.22956991,0.13833432,5.41234312,3.12366114,1.69643398,1.54796878,1.86087535
-4.64932466,9.78752875,0.04194090,1.23642495,0.13878707,5.45719197,3.18296501,1.69672685,1.56659725,1.86969878
-4.64332166,9.83987321,0.04254646,1.24148893,0.13877471,5.49401053,3.23934451,1.69463421,1.58384060,1.87563554
