energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-4.57728864,1.46784056,0.52624847,0.53805482,0.04365418,0.51361155,0.32165251,0.00627457
-4.57128564,1.51077419,0.53816271,0.57041914,0.04433276,0.51498741,0.33313055,0.00645570
-4.56528264,1.55074938,0.54868250,0.60341531,0.04482409,0.51402869,0.34406872,0.00662277
-4.55927964,1.58770033,0.55782671,0.63688076,0.04512825,0.51080379,0.35447221,0.00677706
-4.55327664,1.62166187,0.56565122,0.67065977,0.04525055,0.50544498,0.36436122,0.00692037
-4.54727364,1.65276123,0.57224448,0.70460463,0.04520134,0.49814306,0.37376857,0.00705499
-4.54127064,1.68120678,0.57772213,0.73857625,0.04499586,0.48914020,0.38273687,0.00718358
-4.53526763,1.70727445,0.58222098,0.77244456,0.04465385,0.47872149,0.39131549,0.00730905
-4.52926463,1.73129261,0.58589258,0.80608839,0.04419914,0.46720548,0.39955741,0.00743449
-4.52326163,1.75362600,0.58889692,0.83939504,0.04365918,0.45493414,0.40751616,0.00756297
-4.51725863,1.77465951,0.59139626,0.87225958,0.04306448,0.44226278,0.41524292,0.00769743
-4.51125563,1.79478242,0.59354954,0.90458381,0.04244802,0.42955021,0.42278397,0.00784055
-4.50525263,1.81437376,0.59550743,0.93627502,0.04184465,0.41714944,0.43017848,0.00799464
-4.49924962,1.83378903,0.59740811,0.96724466,0.04129045,0.40539935,0.43745671,0.00816148
-4.49324662,1.85334894,0.59937395,0.99740683,0.04082209,0.39461741,0.44463875,0.00834230
-4.48724362,1.87333005,0.60150885,1.02667691,0.04047620,0.38509350,0.45173353,0.00853765
-4.48124062,1.89395774,0.60389643,1.05497028,0.04028873,0.37708508,0.45873841,0.00874739
-4.47523762,1.91540127,0.60659886,1.08220125,0.04029429,0.37081354,0.46563899,0.00897068
-4.46923462,1.93777100,0.60965615,1.10828234,0.04052553,0.36646157,0.47240934,0.00920601
-4.46323162,1.96111752,0.61308599,1.13312400,0.04101249,0.36417174,0.47901246,0.00945122
-4.45722861,1.98543257,0.61688390,1.15663476,0.04178197,0.36404574,0.48540098,0.00970362
-4.45122561,2.01065141,0.62102371,1.17872184,0.04285687,0.36614444,0.49151805,0.00996002
-4.44522261,2.03665648,0.62545823,1.19929241,0.04425560,0.37048849,0.49729848,0.01021695
-4.43921961,2.06328193,0.63012020,1.21825510,0.04599145,0.37705924,0.50266993,0.01047069
-4.43321661,2.09031897,0.63492353,1.23552204,0.04807201,0.38580006,0.50755442,0.01071750
-4.42721361,2.11752155,0.63976477,1.25101110,0.05049867,0.39661783,0.51186984,0.01095370
-4.42121061,2.14461240,0.64452492,1.26464822,0.05326612,0.40938458,0.51553178,0.01117581
-4.41520760,2.17128902,0.64907162,1.27636970,0.05636203,0.42393934,0.51845536,0.01138070
-4.40920460,2.19722962,0.65326178,1.28612428,0.05976675,0.44009020,0.52055731,0.01156568
-4.40320160,2.22209878,0.65694457,1.29387476,0.06345326,0.45761660,0.52175805,0.01172856
-4.39719860,2.24555286,0.65996479,1.29959910,0.06738717,0.47627198,0.52198386,0.01186772
-4.39119560,2.26724505,0.66216671,1.30329083,0.07152705,0.49578681,0.52116903,0.01198214
-4.38519260,2.28682999,0.66339803,1.30495872,0.07582484,0.51587212,0.51925788,0.01207135
-4.37918959,2.30396812,0.66351410,1.30462562,0.08022655,0.53622359,0.51620667,0.01213545
-4.37318659,2.31832967,0.66238212,1.30232664,0.08467317,0.55652616,0.51198517,0.01217503
-4.36718359,2.32959847,0.65988528,1.29810665,0.08910178,0.57645920,0.50657798,0.01219106
-4.36118059,2.33747557,0.65592651,1.29201726,0.09344683,0.59570216,0.49998542,0.01218484
-4.35517759,2.34168273,0.65043189,1.28411353,0.09764160,0.61394070,0.49222399,0.01215785
-4.34917459,2.34196600,0.64335346,1.27445068,0.10161978,0.63087291,0.48332639,0.01211168
-4.34317159,2.33809929,0.63467132,1.26308091,0.10531710,0.64621580,0.47334102,0.01204789
-4.33716858,2.32988802,0.62439501,1.25005070,0.10867293,0.65971146,0.46233112,0.01196795
-4.33116558,2.31717300,0.61256404,1.23539880,0.11163187,0.67113303,0.45037346,0.01187315
-4.32516258,2.29983430,0.59924759,1.21915516,0.11414522,0.68028998,0.43755674,0.01176451
-4.31915958,2.27779528,0.58454350,1.20134078,0.11617224,0.68703267,0.42397974,0.01164281
-4.31315658,2.25102658,0.56857645,1.18196880,0.11768116,0.69125587,0.40974936,0.01150854
-4.30715358,2.21955000,0.55149560,1.16104668,0.11865004,0.69290125,0.39497856,0.01136191
