energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.86793397,1.33059932,0.45607686,0.25976138,0.00156343,0.17887470,0.01191231,0.76996938,0.46500469,0.16441579
-5.86193097,1.37602059,0.47725604,0.25974036,0.00140929,0.18993579,0.01118116,0.79719887,0.49035711,0.17088838
-5.85592796,1.42560554,0.49938247,0.26079376,0.00126798,0.20091232,0.01056904,0.82708530,0.51622064,0.17785481
-5.84992496,1.47850022,0.52210297,0.26278632,0.00113979,0.21164414,0.01007775,0.85915260,0.54218118,0.18521181
-5.84392196,1.53377871,0.54505020,0.26556484,0.00102475,0.22197189,0.00970684,0.89287892,0.56781579,0.19284837
-5.83791896,1.59046704,0.56785101,0.26896424,0.00092265,0.23174027,0.00945381,0.92770980,0.59270147,0.20064853
-5.83191596,1.64756695,0.59013465,0.27281348,0.00083310,0.24080128,0.00931425,0.96307137,0.61642386,0.20849406
-5.82591296,1.70407882,0.61154062,0.27694120,0.00075563,0.24901723,0.00928215,0.99838317,0.63858555,0.21626702
-5.81990995,1.75902317,0.63172596,0.28118080,0.00068966,0.25626336,0.00934998,1.03307035,0.65881394,0.22385210
-5.81390695,1.81146035,0.65037176,0.28537486,0.00063458,0.26243021,0.00950897,1.06657497,0.67676837,0.23113872
-5.80790395,1.86050810,0.66718894,0.28937883,0.00058982,0.26742546,0.00974920,1.09836633,0.69214648,0.23802289
-5.80190095,1.90535697,0.68192317,0.29306400,0.00055483,0.27117539,0.01005981,1.12795013,0.70468963,0.24440873
-5.79589795,1.94528337,0.69435882,0.29631962,0.00052913,0.27362591,0.01042914,1.15487661,0.71418739,0.25020985
-5.78989495,1.97966038,0.70432215,0.29905433,0.00051232,0.27474304,0.01084483,1.17874750,0.72048092,0.25535045
-5.78389195,2.00796643,0.71168346,0.30119685,0.00050408,0.27451309,0.01129407,1.19922195,0.72346533,0.25976615
-5.77788894,2.02979189,0.71635854,0.30269618,0.00050419,0.27294237,0.01176368,1.21602129,0.72309088,0.26340478
-5.77188594,2.04484360,0.71830918,0.30352109,0.00051249,0.27005656,0.01224033,1.22893286,0.71936315,0.26622692
-5.76588294,2.05294759,0.71754293,0.30365938,0.00052890,0.26589975,0.01271077,1.23781266,0.71234206,0.26820635
-5.75987994,2.05404985,0.71411211,0.30311668,0.00055340,0.26053317,0.01316200,1.24258702,0.70213980,0.26933030
-5.75387694,2.04821521,0.70811201,0.30191499,0.00058599,0.25403376,0.01358153,1.24325305,0.68891780,0.26959966
-5.74787394,2.03562438,0.69967847,0.30009110,0.00062668,0.24649240,0.01395765,1.23987803,0.67288260,0.26902900
-5.74187094,2.01656908,0.68898468,0.29769483,0.00067548,0.23801206,0.01427961,1.23259746,0.65428088,0.26764636
-5.73586793,1.99144528,0.67623739,0.29478720,0.00073237,0.22870576,0.01453795,1.22161198,0.63339371,0.26549297
-5.72986493,1.96074457,0.66167253,0.29143865,0.00079728,0.21869439,0.01472464,1.20718295,0.61053002,0.26262265
-5.72386193,1.92504373,0.64555033,0.28772713,0.00087008,0.20810451,0.01483331,1.18962683,0.58601962,0.25910108
-5.71785893,1.88499271,0.62815000,0.28373635,0.00095058,0.19706603,0.01485940,1.16930847,0.56020587,0.25500473
-5.71185593,1.84130117,0.60976411,0.27955402,0.00103849,0.18570995,0.01480027,1.14663334,0.53343815,0.25041961
-5.70585293,1.79472382,0.59069278,0.27527019,0.00113345,0.17416605,0.01465522,1.12203890,0.50606448,0.24543978
-5.69984992,1.74604504,0.57123789,0.27097569,0.00123502,0.16256070,0.01442549,1.09598542,0.47842435,0.24016561
-5.69384692,1.69606298,0.55169726,0.26676059,0.00134269,0.15101485,0.01411421,1.06894636,0.45084208,0.23470188
-5.68784392,1.64557369,0.53235923,0.26271289,0.00145587,0.13964203,0.01372623,1.04139863,0.42362087,0.22915570
-5.68184092,1.59535550,0.51349743,0.25891717,0.00157392,0.12854675,0.01326796,1.01381294,0.39703772,0.22363430
-5.67583792,1.54615426,0.49536620,0.25545343,0.00169616,0.11782297,0.01274712,0.98664457,0.37133929,0.21824287
-5.66983492,1.49866950,0.47819639,0.25239598,0.00182185,0.10755300,0.01217249,0.96032464,0.34673888,0.21308223
-5.66383192,1.45354200,0.46219192,0.24981235,0.00195024,0.09780662,0.01155362,0.93525219,0.32341451,0.20824667
-5.65782891,1.41134290,0.44752694,0.24776237,0.00208056,0.08864056,0.01090050,0.91178710,0.30150805,0.20382183
-5.65182591,1.37256448,0.43434364,0.24629717,0.00221202,0.08009827,0.01022330,0.89024400,0.28112548,0.19988276
-5.64582291,1.33761279,0.42275078,0.24545832,0.00234381,0.07221002,0.00953205,0.87088726,0.26233797,0.19649216
-5.63981991,1.30680213,0.41282282,0.24527701,0.00247510,0.06499333,0.00883641,0.85392710,0.24518391,0.19369891
-5.63381691,1.28035151,0.40459971,0.24577325,0.00260505,0.05845359,0.00814544,0.83951682,0.22967149,0.19153682
-5.62781391,1.25838301,0.39808729,0.24695528,0.00273277,0.05258498,0.00746740,0.82775124,0.21578185,0.19002387
-5.62181091,1.24092219,0.39325823,0.24881900,0.00285734,0.04737155,0.00680962,0.81866629,0.20347257,0.18916166
-5.61580790,1.22790048,0.39005363,0.25134779,0.00297778,0.04278846,0.00617841,0.81224000,0.19268138,0.18893548
-5.60980490,1.21915974,0.38838515,0.25451243,0.00309306,0.03880329,0.00557904,0.80839465,0.18332986,0.18931470
-5.60380190,1.21445891,0.38813776,0.25827151,0.00320208,0.03537748,0.00501569,0.80700038,0.17532723,0.19025373
-5.59779890,1.21348278,0.38917306,0.26257220,0.00330368,0.03246768,0.00449155,0.80788018,0.16857390,0.19169351
-5.59179590,1.21585301,0.39133324,0.26735148,0.00339664,0.03002723,0.00400886,0.81081626,0.16296494,0.19356341
-5.58579290,1.22114115,0.39444553,0.27253792,0.00347970,0.02800746,0.00356902,0.81555785,0.15839329,0.19578374
-5.57978989,1.22888357,0.39832729,0.27805388,0.00355158,0.02635904,0.00317272,0.82183022,0.15475273,0.19826859
-5.57378689,1.23859801,0.40279142,0.28381826,0.00361100,0.02503310,0.00282009,0.82934489,0.15194067,0.20092910
-5.56778389,1.24980137,0.40765222,0.28974958,0.00365673,0.02398240,0.00251084,0.83781062,0.14986062,0.20367697
-5.56178089,1.26202817,0.41273131,0.29576941,0.00368762,0.02316229,0.00224437,0.84694498,0.14842445,0.20642811
-5.55577789,1.27484896,0.41786358,0.30180588,0.00370264,0.02253150,0.00201999,0.85648595,0.14755436,0.20910635
-5.54977489,1.28788809,0.42290284,0.30779720,0.00370094,0.02205295,0.00183696,0.86620321,0.14718459,0.21164686
-5.54377189,1.30083983,0.42772700,0.31369489,0.00368189,0.02169420,0.00169466,0.87590839,0.14726280,0.21399935
-5.53776888,1.31348211,0.43224240,0.31946661,0.00364510,0.02142797,0.00159266,0.88546387,0.14775101,0.21613071
-5.53176588,1.32568698,0.43638721,0.32509835,0.00359048,0.02123233,0.00153079,0.89478959,0.14862619,0.21802702
-5.52576288,1.33742713,0.44013346,0.33059576,0.00351824,0.02109083,0.00150918,0.90386725,0.14988036,0.21969467
-5.51975988,1.34877777,0.44348776,0.33598451,0.00342892,0.02099245,0.00152827,0.91274167,0.15152010,0.22116069
-5.51375688,1.35991360,0.44649037,0.34130959,0.00332340,0.02093138,0.00158883,0.92151895,0.15356553,0.22247194
-5.50775388,1.37110052,0.44921276,0.34663345,0.00320286,0.02090664,0.00169184,0.93036136,0.15604866,0.22369346
-5.50175088,1.38268240,0.45175355,0.35203309,0.00306876,0.02092158,0.00183853,0.93947894,0.15901115,0.22490568
-5.49574787,1.39506296,0.45423300,0.35759605,0.00292283,0.02098325,0.00203018,0.94911816,0.16250143,0.22620080
-5.48974487,1.40868375,0.45678633,0.36341558,0.00276701,0.02110159,0.00226807,0.95954798,0.16657141,0.22767843
-5.48374187,1.42399881,0.45955598,0.36958511,0.00260338,0.02128862,0.00255329,0.97104379,0.17127261,0.22944053
-5.47773887,1.44144721,0.46268328,0.37619231,0.00243412,0.02155747,0.00288664,0.98387013,0.17665205,0.23158604
-5.47173587,1.46142486,0.46629986,0.38331302,0.00226147,0.02192139,0.00326842,0.99826289,0.18274802,0.23420532
-5.46573287,1.48425666,0.47051919,0.39100542,0.00208761,0.02239284,0.00369830,1.01441177,0.18958575,0.23737474
-5.45972986,1.51017062,0.47542870,0.39930458,0.00191466,0.02298244,0.00417513,1.03244409,0.19717339,0.24115164
-5.45372686,1.53927528,0.48108287,0.40821801,0.00174459,0.02369815,0.00469681,1.05241065,0.20549837,0.24556988
-5.44772386,1.57154143,0.48749758,0.41772209,0.00157920,0.02454444,0.00526015,1.07427450,0.21452434,0.25063629
-5.44172086,1.60678962,0.49464614,0.42775995,0.00142007,0.02552167,0.00586082,1.09790327,0.22418902,0.25632820
-5.43571786,1.64468380,0.50245718,0.43824081,0.00126853,0.02662558,0.00649323,1.12306561,0.23440288,0.26259218
-5.42971486,1.68473213,0.51081444,0.44904089,0.00112567,0.02784697,0.00715059,1.14943206,0.24504908,0.26934405
-5.42371186,1.72629486,0.51955880,0.46000592,0.00099230,0.02917168,0.00782489,1.17658045,0.25598446,0.27647034
-5.41770885,1.76859931,0.52849218,0.47095529,0.00086898,0.03058068,0.00850704,1.20400595,0.26704190,0.28383101
-5.41170585,1.81076166,0.53738345,0.48168759,0.00075601,0.03205044,0.00918701,1.23113516,0.27803382,0.29126355
-5.40570285,1.85181457,0.54597597,0.49198747,0.00065347,0.03355353,0.00985400,1.25734411,0.28875683,0.29858805
-5.39969985,1.89073982,0.55399658,0.50163343,0.00056125,0.03505936,0.01049676,1.28197925,0.29899741,0.30561336
-5.39369685,1.92650454,0.56116559,0.51040636,0.00047904,0.03653516,0.01110379,1.30438071,0.30853838,0.31214386
-5.38769385,1.95809964,0.56720739,0.51809836,0.00040639,0.03794703,0.01166376,1.32390685,0.31716598,0.31798663
-5.38169085,1.98457874,0.57186127,0.52452152,0.00034276,0.03926115,0.01216575,1.33995907,0.32467715,0.32295883
-5.37568784,2.00509601,0.57489188,0.52951627,0.00028750,0.04044494,0.01259966,1.35200578,0.33088692,0.32689477
-5.36968484,2.01894112,0.57609903,0.53295890,0.00023993,0.04146834,0.01295650,1.35960447,0.33563534,0.32965265
-5.36368184,2.02556990,0.57532627,0.53476788,0.00019932,0.04230487,0.01322872,1.36242096,0.33879385,0.33112034
-5.35767884,2.02462913,0.57246790,0.53490868,0.00016497,0.04293273,0.01341042,1.36024474,0.34027066,0.33122030
-5.35167584,2.01597438,0.56747418,0.53339685,0.00013616,0.04333561,0.01349760,1.35299987,0.34001489,0.32991316
-5.34567284,1.99968006,0.56035432,0.53029912,0.00011223,0.04350341,0.01348827,1.34075079,0.33801939,0.32719996
-5.33966983,1.97604098,0.55117730,0.52573256,0.00009256,0.04343265,0.01338256,1.32370265,0.33432193,0.32312291
-5.33366683,1.94556553,0.54007033,0.51986153,0.00007657,0.04312668,0.01318264,1.30219618,0.32900475,0.31776460
-5.32766383,1.90896042,0.52721503,0.51289287,0.00006376,0.04259555,0.01289273,1.27669722,0.32219248,0.31124579
-5.32166083,1.86710780,0.51284158,0.50506909,0.00005366,0.04185578,0.01251887,1.24778130,0.31404855,0.30372179
-5.31565783,1.82103558,0.49722086,0.49666023,0.00004590,0.04092967,0.01206876,1.21611386,0.30477006,0.29537763
-5.30965483,1.77188230,0.48065523,0.48795441,0.00004015,0.03984461,0.01155147,1.18242708,0.29458151,0.28642227
-5.30365183,1.72085792,0.46346797,0.47924765,0.00003613,0.03863202,0.01097713,1.14749415,0.28372755,0.27708193
-5.29764882,1.66920241,0.44599215,0.47083334,0.00003362,0.03732630,0.01035662,1.11210223,0.27246506,0.26759302
-5.29164582,1.61814361,0.42855921,0.46299180,0.00003245,0.03596357,0.00970122,1.07702510,0.26105488,0.25819480
-5.28564282,1.56885639,0.41148773,0.45598046,0.00003248,0.03458046,0.00902226,1.04299686,0.24975351,0.24912210
-5.27963982,1.52242453,0.39507294,0.45002497,0.00003362,0.03321284,0.00833081,1.01068761,0.23880512,0.24059829
-5.27363682,1.47980700,0.37957735,0.44531173,0.00003579,0.03189463,0.00763740,0.98068223,0.22843415,0.23282888
-5.26763382,1.44180981,0.36522276,0.44198212,0.00003894,0.03065676,0.00695176,0.95346303,0.21883882,0.22599579
-5.26163082,1.40906435,0.35218411,0.44012855,0.00004304,0.02952618,0.00628262,0.92939686,0.21018561,0.22025252
-5.25562781,1.38201294,0.34058527,0.43979262,0.00004805,0.02852515,0.00563756,0.90872725,0.20260509,0.21572032
-5.24962481,1.36090181,0.33049684,0.44096528,0.00005395,0.02767062,0.00502294,0.89157155,0.19618902,0.21248550
-5.24362181,1.34578150,0.32193614,0.44358892,0.00006072,0.02697392,0.00444378,0.87792312,0.19098894,0.21059774
-5.23761881,1.33651416,0.31486912,0.44756128,0.00006831,0.02644059,0.00390386,0.86765813,0.18701609,0.21006956
-5.23161581,1.33278718,0.30921420,0.45274082,0.00007669,0.02607049,0.00340570,0.86054662,0.18424271,0.21087681
-5.22561281,1.33413213,0.30484767,0.45895326,0.00008579,0.02585802,0.00295065,0.85626692,0.18260456,0.21296012
-5.21960980,1.33994792,0.30161044,0.46599893,0.00009554,0.02579263,0.00253904,0.85442273,0.18200455,0.21622721
-5.21360680,1.34952696,0.29931577,0.47366044,0.00010584,0.02585937,0.00217026,0.85456183,0.18231729,0.22055604
-5.20760380,1.36208298,0.29775757,0.48171043,0.00011658,0.02603966,0.00184295,0.85619568,0.18339436,0.22579847
-5.20160080,1.37677939,0.29671901,0.48991877,0.00012763,0.02631208,0.00155510,0.85881869,0.18507005,0.23178460
-5.19559780,1.39275688,0.29598092,0.49805927,0.00013883,0.02665323,0.00130425,0.86192657,0.18716744,0.23832740
-5.18959480,1.40915942,0.29532976,0.50591523,0.00015002,0.02703864,0.00108758,0.86503296,0.18950451,0.24522773
-5.18359180,1.42515772,0.29456483,0.51328403,0.00016103,0.02744359,0.00090209,0.86768366,0.19190012,0.25227944
-5.17758879,1.43996960,0.29350445,0.51998042,0.00017165,0.02784399,0.00074466,0.86946820,0.19417963,0.25927462
-5.17158579,1.45287697,0.29199101,0.52583871,0.00018172,0.02821704,0.00061219,0.87002848,0.19618008,0.26600880
-5.16558279,1.46323916,0.28989468,0.53071379,0.00019103,0.02854196,0.00050166,0.86906440,0.19775471,0.27228597
-5.15957979,1.47050270,0.28711591,0.53448131,0.00019940,0.02880044,0.00041020,0.86633673,0.19877668,0.27792343
-5.15357679,1.47420792,0.28358653,0.53703707,0.00020667,0.02897713,0.00033513,0.86166738,0.19914209,0.28275630
-5.14757379,1.47399247,0.27926975,0.53829605,0.00021269,0.02905988,0.00027399,0.85493758,0.19877207,0.28664152
-5.14157079,1.46959251,0.27415910,0.53819110,0.00021734,0.02903990,0.00022458,0.84608440,0.19761401,0.28946146
-5.13556778,1.46084184,0.26827646,0.53667180,0.00022050,0.02891186,0.00018493,0.83509620,0.19564205,0.29112687
-5.12956478,1.44766967,0.26166950,0.53370350,0.00022211,0.02867380,0.00015332,0.82200741,0.19285670,0.29157911
-5.12356178,1.43009736,0.25440864,0.52926676,0.00022215,0.02832700,0.00012830,0.80689325,0.18928383,0.29079174
-5.11755878,1.40823447,0.24658371,0.52335737,0.00022060,0.02787583,0.00010859,0.78986473,0.18497306,0.28877122
-5.11155578,1.38227460,0.23830068,0.51598674,0.00021750,0.02732744,0.00009316,0.77106428,0.17999565,0.28555682
-5.10555278,1.35249096,0.22967835,0.50718300,0.00021292,0.02669152,0.00008115,0.75066212,0.17444208,0.28121970
-5.09954977,1.31923183,0.22084536,0.49699227,0.00020696,0.02597999,0.00007186,0.72885355,0.16841925,0.27586111
-5.09354677,1.28291585,0.21193750,0.48548026,0.00019974,0.02520674,0.00006473,0.70585710,0.16204764,0.26960979
-5.08754377,1.24402692,0.20309530,0.47273388,0.00019142,0.02438731,0.00005933,0.68191331,0.15545838,0.26261859
-5.08154077,1.20310861,0.19446204,0.45886262,0.00018215,0.02353864,0.00005533,0.65728401,0.14879029,0.25506043
-5.07553777,1.16075769,0.18618199,0.44399949,0.00017212,0.02267880,0.00005247,0.63225181,0.14218706,0.24712368
-5.06953477,1.11761677,0.17839893,0.42830141,0.00016152,0.02182679,0.00005059,0.60711938,0.13579447,0.23900700
-5.06353177,1.07436551,0.17125480,0.41194869,0.00015054,0.02100229,0.00004955,0.58220831,0.12975785,0.23091391
-5.05752876,1.03171067,0.16488836,0.39514365,0.00013935,0.02022544,0.00004926,0.55785728,0.12421956,0.22304717
-5.05152576,0.99037456,0.15943390,0.37810824,0.00012814,0.01951666,0.00004967,0.53441919,0.11931675,0.21560313
-5.04552276,0.95108229,0.15501968,0.36108065,0.00011707,0.01889636,0.00005073,0.51225713,0.11517912,0.20876620
-5.03951976,0.91454768,0.15176626,0.34431096,0.00010628,0.01838472,0.00005244,0.49173921,0.11192692,0.20270377
-5.03351676,0.88145844,0.14978459,0.32805601,0.00009590,0.01800142,0.00005475,0.47323213,0.10966892,0.19756146
-5.02751376,0.85246070,0.14917382,0.31257363,0.00008604,0.01776530,0.00005767,0.45709364,0.10850062,0.19345920
-5.02151076,0.82814355,0.15001890,0.29811633,0.00007678,0.01769406,0.00006116,0.44366415,0.10850241,0.19048805
-5.01550775,0.80902416,0.15238804,0.28492493,0.00006819,0.01780387,0.00006520,0.43325762,0.10973795,0.18870801
-5.00950475,0.79553383,0.15633012,0.27322212,0.00006031,0.01810897,0.00006976,0.42615223,0.11225264,0.18814688
-5.00350175,0.78800589,0.16187207,0.26320639,0.00005315,0.01862128,0.00007480,0.42258105,0.11607228,0.18880032
-4.99749875,0.78666560,0.16901657,0.25504643,0.00004674,0.01934999,0.00008028,0.42272320,0.12120192,0.19063310
-4.99149575,0.79162294,0.17773996,0.24887632,0.00004106,0.02030116,0.00008614,0.42669579,0.12762507,0.19358150
-4.98549275,0.80286834,0.18799071,0.24479161,0.00003608,0.02147738,0.00009235,0.43454721,0.13530321,0.19755703
-4.97948974,0.82027189,0.19968846,0.24284642,0.00003178,0.02287743,0.00009884,0.44625180,0.14417576,0.20245102
-4.97348674,0.84358600,0.21272382,0.24305169,0.00002812,0.02449606,0.00010559,0.46170648,0.15416049,0.20814038
-4.96748374,0.87245159,0.22695896,0.24537462,0.00002505,0.02632383,0.00011256,0.48072936,0.16515449,0.21449394
-4.96148074,0.90640769,0.24222911,0.24973921,0.00002254,0.02834703,0.00011973,0.50306055,0.17703569,0.22137939
-4.95547774,0.94490403,0.25834489,0.25602797,0.00002054,0.03054775,0.00012710,0.52836512,0.18966488,0.22867043
-4.94947474,0.98731626,0.27509556,0.26408469,0.00001901,0.03290406,0.00013472,0.55623835,0.20288836,0.23625391
-4.94347174,1.03296325,0.29225301,0.27371806,0.00001790,0.03539027,0.00014261,0.58621298,0.21654101,0.24403649
-4.93746873,1.08112569,0.30957641,0.28470616,0.00001720,0.03797737,0.00015089,0.61776835,0.23044973,0.25195061
-4.93146573,1.13106537,0.32681745,0.29680152,0.00001687,0.04063351,0.00015965,0.65034111,0.24443728,0.25995940
-4.92546273,1.18204433,0.34372579,0.30973677,0.00001690,0.04332467,0.00016905,0.68333732,0.25832621,0.26806018
-4.91945973,1.23334307,0.36005480,0.32323051,0.00001727,0.04601529,0.00017927,0.71614538,0.27194285,0.27628636
-4.91345673,1.28427719,0.37556713,0.33699340,0.00001797,0.04866906,0.00019052,0.74814953,0.28512113,0.28470746
-4.90745373,1.33421175,0.39004005,0.35073426,0.00001901,0.05124971,0.00020304,0.77874351,0.29770618,0.29342714
-4.90145073,1.38257277,0.40327035,0.36416604,0.00002039,0.05372176,0.00021707,0.80734395,0.30955747,0.30257922
-4.89544772,1.42885566,0.41507857,0.37701153,0.00002211,0.05605131,0.00023287,0.83340311,0.32055138,0.31232168
-4.88944472,1.47263019,0.42531250,0.38900868,0.00002420,0.05820677,0.00025070,0.85642072,0.33058318,0.32282885
-4.88344172,1.51354194,0.43384974,0.39991551,0.00002665,0.06015949,0.00027080,0.87595442,0.33956818,0.33428195
-4.87743872,1.55131056,0.44059946,0.40951445,0.00002948,0.06188431,0.00029338,0.89162887,0.34744222,0.34685847
-4.87143572,1.58572486,0.44550310,0.41761605,0.00003270,0.06336001,0.00031862,0.90314294,0.35416139,0.36072066
-4.86543272,1.61663546,0.44853420,0.42406203,0.00003631,0.06456966,0.00034664,0.91027528,0.35970095,0.37600374
-4.85942971,1.64394541,0.44969739,0.42872769,0.00004031,0.06550076,0.00037748,0.91288781,0.36405380,0.39280440
-4.85342671,1.66759956,0.44902664,0.43152352,0.00004467,0.06614538,0.00041112,0.91092740,0.36722829,0.41117009
-4.84742371,1.68757339,0.44658286,0.43239619,0.00004939,0.06650002,0.00044744,0.90442560,0.36924574,0.43108976
-4.84142071,1.70386207,0.44245102,0.43132870,0.00005442,0.06656555,0.00048621,0.89349657,0.37013776,0.45248662
-4.83541771,1.71647061,0.43673698,0.42833991,0.00005973,0.06634684,0.00052714,0.87833338,0.36994352,0.47521330
-4.82941471,1.72540551,0.42956414,0.42348337,0.00006526,0.06585250,0.00056978,0.85920267,0.36870711,0.49904993
-4.82341171,1.73066868,0.42106994,0.41684549,0.00007095,0.06509442,0.00061364,0.83643804,0.36647521,0.52370539
-4.81740870,1.73225399,0.41140265,0.40854315,0.00007671,0.06408734,0.00065809,0.81043216,0.36329517,0.54882174
-4.81140570,1.73014655,0.40071815,0.39872073,0.00008247,0.06284837,0.00070247,0.78162803,0.35921346,0.57398202
-4.80540270,1.72432482,0.38917707,0.38754674,0.00008812,0.06139653,0.00074601,0.75050939,0.35427486,0.59872109
-4.79939970,1.71476547,0.37694227,0.37521001,0.00009359,0.05975227,0.00078793,0.71759058,0.34852200,0.62253907
-4.79339670,1.70145039,0.36417653,0.36191557,0.00009875,0.05793705,0.00082742,0.68340614,0.34199560,0.64491714
-4.78739370,1.68437557,0.35104072,0.34788035,0.00010352,0.05597294,0.00086367,0.64850021,0.33473509,0.66533480
-4.78139070,1.66356096,0.33769211,0.33332869,0.00010780,0.05388226,0.00089592,0.61341602,0.32677970,0.68328796
-4.77538769,1.63906068,0.32428304,0.31848784,0.00011149,0.05168729,0.00092344,0.57868567,0.31816976,0.69830701
-4.76938469,1.61097276,0.31095974,0.30358351,0.00011453,0.04941002,0.00094560,0.54482031,0.30894816,0.70997413
-4.76338169,1.57944747,0.29786122,0.28883549,0.00011684,0.04707191,0.00096186,0.51230097,0.29916181,0.71793890
-4.75737869,1.54469369,0.28511834,0.27445353,0.00011837,0.04469374,0.00097180,0.48157011,0.28886296,0.72193154
-4.75137569,1.50698260,0.27285280,0.26063349,0.00011908,0.04229550,0.00097516,0.45302414,0.27811024,0.72177319
-4.74537269,1.46664820,0.26117611,0.24755379,0.00011895,0.03989623,0.00097179,0.42700687,0.26696933,0.71738267
-4.73936968,1.42408456,0.25018859,0.23537234,0.00011798,0.03751397,0.00096172,0.40380420,0.25551318,0.70877945
-4.73336668,1.37973958,0.23997825,0.22422394,0.00011620,0.03516568,0.00094510,0.38363999,0.24382175,0.69608279
-4.72736368,1.33410562,0.23061970,0.21421812,0.00011363,0.03286715,0.00092226,0.36667328,0.23198124,0.67950703
-4.72136068,1.28770734,0.22217308,0.20543770,0.00011032,0.03063297,0.00089364,0.35299688,0.22008286,0.65935341
-4.71535768,1.24108736,0.21468309,0.19793785,0.00010635,0.02847643,0.00085978,0.34263745,0.20822117,0.63599877
-4.70935468,1.19479058,0.20817821,0.19174585,0.00010179,0.02640954,0.00082134,0.33555699,0.19649212,0.60988186
-4.70335168,1.14934793,0.20267015,0.18686154,0.00009674,0.02444288,0.00077905,0.33165587,0.18499093,0.58148786
-4.69734867,1.10526057,0.19815372,0.18325846,0.00009127,0.02258565,0.00073367,0.33077726,0.17380980,0.55133188
-4.69134567,1.06298533,0.19460702,0.18088556,0.00008550,0.02084558,0.00068602,0.33271294,0.16303572,0.51994223
-4.68534267,1.02292225,0.19199221,0.17966971,0.00007952,0.01922894,0.00063688,0.33721037,0.15274846,0.48784432
-4.67933967,0.98540488,0.19025671,0.17951867,0.00007343,0.01774055,0.00058705,0.34398092,0.14301875,0.45554554
-4.67333667,0.95069372,0.18933492,0.18032461,0.00006732,0.01638377,0.00053724,0.35270884,0.13390690,0.42352212
-4.66733367,0.91897324,0.18915043,0.18196802,0.00006127,0.01516056,0.00048815,0.36306102,0.12546178,0.39220801
-4.66133067,0.89035227,0.18961863,0.18432188,0.00005537,0.01407155,0.00044036,0.37469691,0.11772023,0.36198634
-4.65532766,0.86486765,0.19064953,0.18725593,0.00004968,0.01311609,0.00039441,0.38727846,0.11070691,0.33318343
-4.64932466,0.84249075,0.19215078,0.19064085,0.00004426,0.01229235,0.00035073,0.40047965,0.10443457,0.30606540
-4.64332166,0.82313609,0.19403075,0.19435226,0.00003914,0.01159745,0.00030965,0.41399513,0.09890463,0.28083725
