energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.73586793,4.00548521,0.01342357,0.76226597,0.55701557,0.26069475,0.75944066,1.32281776,0.05301548,1.41245467
-5.72986493,3.92915563,0.01247339,0.76842082,0.52805460,0.25092359,0.73937453,1.32826939,0.05246547,1.35897081
-5.72386193,3.85081374,0.01152044,0.77335192,0.49894866,0.24118876,0.72137824,1.33077675,0.05221072,1.30593065
-5.71785893,3.77305504,0.01057842,0.77723988,0.47019739,0.23174446,0.70613086,1.33068686,0.05231789,1.25466317
-5.71185593,3.69839841,0.00965993,0.78028541,0.44227135,0.22283095,0.69427555,1.32838388,0.05284715,1.20642421
-5.70585293,3.62922915,0.00877620,0.78270736,0.41560164,0.21466864,0.68641039,1.32428277,0.05385041,1.16236501
-5.69984992,3.56775097,0.00793697,0.78474173,0.39057129,0.20745288,0.68308178,1.31882432,0.05536966,1.12350500
-5.69384692,3.51594816,0.00715039,0.78664142,0.36750888,0.20134984,0.68478060,1.31247166,0.05743563,1.09070953
-5.68784392,3.47555855,0.00642298,0.78867678,0.34668430,0.19649338,0.69194078,1.30570826,0.06006659,1.06467326
-5.68184092,3.44805739,0.00575965,0.79113664,0.32830687,0.19298300,0.70494025,1.29903713,0.06326758,1.04590927
-5.67583792,3.43465169,0.00516371,0.79432963,0.31252551,0.19088300,0.72410372,1.29298089,0.06702985,1.03474424
-5.66983492,3.43628403,0.00463703,0.79858530,0.29943110,0.19022262,0.74970687,1.28808238,0.07133070,1.03131947
-5.66383192,3.45364463,0.00418009,0.80425482,0.28906062,0.19099735,0.78198141,1.28490500,0.07613365,1.03559739
-5.65782891,3.48718986,0.00379211,0.81171075,0.28140276,0.19317103,0.82112041,1.28403246,0.08138895,1.04737322
-5.65182591,3.53716539,0.00347125,0.82134553,0.27640487,0.19667885,0.86728311,1.28606726,0.08703450,1.06629090
-5.64582291,3.60363192,0.00321469,0.83356839,0.27398063,0.20143093,0.92059887,1.29162728,0.09299701,1.09186280
-5.63981991,3.68649141,0.00301884,0.84880035,0.27401829,0.20731641,0.98116933,1.30134010,0.09919359,1.12349200
-5.63381691,3.78551192,0.00287941,0.86746704,0.27638888,0.21420781,1.04906867,1.31583466,0.10553353,1.16049658
-5.62781391,3.90034924,0.00279161,0.88998950,0.28095413,0.22196555,1.12434128,1.33573003,0.11192037,1.20213458
-5.62181091,4.03056396,0.00275026,0.91677269,0.28757377,0.23044238,1.20699685,1.36162132,0.11825416,1.24762906
-5.61580790,4.17563285,0.00274989,0.94819215,0.29611178,0.23948767,1.29700285,1.39406285,0.12443387,1.29619207
-5.60980490,4.33495406,0.00278490,0.98457898,0.30644151,0.24895130,1.39427458,1.43354890,0.13035982,1.34704700
-5.60380190,4.50784608,0.00284962,1.02620375,0.31844934,0.25868718,1.49866327,1.48049275,0.13593619,1.39944843
-5.59779890,4.69354082,0.00293845,1.07325987,0.33203683,0.26855626,1.60994291,1.53520478,0.14107341,1.45269913
-5.59179590,4.89117211,0.00304593,1.12584720,0.34712144,0.27842894,1.72779670,1.59787047,0.14569042,1.50616378
-5.58579290,5.09976086,0.00316689,1.18395680,0.36363572,0.28818701,1.85180412,1.66852967,0.14971677,1.55927918
-5.57978989,5.31819905,0.00329646,1.24745764,0.38152520,0.29772498,1.98142982,1.74705814,0.15309442,1.61156108
-5.57378689,5.54523465,0.00343026,1.31608633,0.40074517,0.30695102,2.11601546,1.83315290,0.15577916,1.66260773
-5.56778389,5.77945992,0.00356437,1.38944064,0.42125665,0.31578741,2.25477573,1.92632250,0.15774179,1.71210035
-5.56178089,6.01930553,0.00369552,1.46697780,0.44302177,0.32417072,2.39679940,2.02588338,0.15896879,1.75980105
-5.55577789,6.26304263,0.00382106,1.54801806,0.46599901,0.33205169,2.54105639,2.13096356,0.15946257,1.80554876
-5.54977489,6.50879469,0.00393908,1.63175417,0.49013843,0.33939505,2.68641115,2.24051414,0.15924133,1.84925339
-5.54377189,6.75456051,0.00404839,1.71726683,0.51537745,0.34617913,2.83164265,2.35332917,0.15833841,1.89088913
-5.53776888,6.99824874,0.00414858,1.80354619,0.54163727,0.35239553,2.97547049,2.46807394,0.15680132,1.93048709
-5.53176588,7.23772389,0.00423998,1.88951885,0.56882014,0.35804873,3.11658675,2.58332121,0.15469028,1.96812780
-5.52576288,7.47086256,0.00432366,1.97407973,0.59680777,0.36315576,3.25369206,2.69759447,0.15207645,2.00393387
-5.51975988,7.69561806,0.00440135,2.05612770,0.62546081,0.36774576,3.38553482,2.80941687,0.14903993,2.03806301
-5.51375688,7.91009052,0.00447538,2.13460369,0.65461950,0.37185951,3.51095156,2.91736413,0.14566739,2.07070150
-5.50775388,8.11259918,0.00454857,2.20852956,0.68410533,0.37554890,3.62890657,3.02011908,0.14204972,2.10205805
-5.50175088,8.30175290,0.00462410,2.27704613,0.71372371,0.37887611,3.73852882,3.11652551,0.13827941,2.13235804
-5.49574787,8.47651472,0.00470540,2.33944855,0.74326723,0.38191255,3.83914419,3.20563872,0.13444809,2.16183780
-5.48974487,8.63625651,0.00479595,2.39521705,0.77251965,0.38473753,3.93030120,3.28677008,0.13064402,2.19073898
-5.48374187,8.78079973,0.00489917,2.44404167,0.80125998,0.38743649,4.01178886,3.35952315,0.12694977,2.21930253
-5.47773887,8.91043921,0.00501823,2.48583933,0.82926677,0.39009895,4.08364549,3.42381928,0.12344014,2.24776244
-5.47173587,9.02594754,0.00515593,2.52076218,0.85632216,0.39281600,4.14615794,3.47991061,0.12018035,2.27633899
-5.46573287,9.12855864,0.00531450,2.54919665,0.88221568,0.39567754,4.19985122,3.52837964,0.11722448,2.30523158
-5.45972986,9.21993023,0.00549553,2.57175271,0.90674754,0.39876934,4.24546884,3.57012434,0.11461445,2.33461129
-5.45372686,9.30208626,0.00569987,2.58924372,0.92973143,0.40216990,4.28394487,3.60632931,0.11237927,2.36461349
-5.44772386,9.37734125,0.00592752,2.60265742,0.95099679,0.40594747,4.31636908,3.63842347,0.11053476,2.39533071
-5.44172086,9.44820974,0.00617762,2.61311924,0.97039052,0.41015720,4.34394677,3.66802596,0.10908371,2.42680631
-5.43571786,9.51730479,0.00644846,2.62184935,0.98777830,0.41483869,4.36795522,3.69688229,0.10801645,2.45902937
-5.42971486,9.58723015,0.00673750,2.63011526,1.00304549,0.42001406,4.38969865,3.72679335,0.10731179,2.49193123
-5.42371186,9.66047118,0.00704144,2.63918194,1.01609784,0.42568665,4.41046374,3.75954028,0.10693829,2.52538415
-5.41770885,9.73928922,0.00735635,2.65026154,1.02686206,0.43184052,4.43147738,3.79680841,0.10685587,2.55920241
-5.41170585,9.82562455,0.00767777,2.66446478,1.03528639,0.43844074,4.45386819,3.84011354,0.10701759,2.59314597
-5.40570285,9.92101184,0.00800093,2.68275603,1.04134114,0.44543445,4.47863311,3.89073365,0.10737161,2.62692685
-5.39969985,10.02651181,0.00832087,2.70591368,1.04501943,0.45275278,4.50660978,3.94964906,0.10786319,2.66021804
-5.39369685,10.14266169,0.00863268,2.73449753,1.04633796,0.46031339,4.53845527,4.01749331,0.10843673,2.69266461
-5.38769385,10.26944592,0.00893170,2.76882411,1.04533781,0.46802357,4.57463130,4.09451696,0.10903766,2.72389662
-5.38169085,10.40628795,0.00921367,2.80895085,1.04208532,0.47578371,4.61539571,4.18056554,0.10961424,2.75354313
-5.37568784,10.55206248,0.00947498,2.85466950,1.03667275,0.48349092,4.66079984,4.27507241,0.11011905,2.78124669
-5.36968484,10.70512706,0.00971275,2.90550874,1.02921876,0.49104263,4.71069114,4.37706681,0.11051024,2.80667751
-5.36368184,10.86337091,0.00992504,2.96074579,1.01986854,0.49833992,4.76472059,4.48519639,0.11075248,2.82954648
-5.35767884,11.02427853,0.01011090,3.01942630,1.00879346,0.50529041,4.82235396,4.59776337,0.11081755,2.84961654
-5.35167584,11.18500512,0.01027046,3.08039171,0.99619018,0.51181063,4.88288668,4.71277275,0.11068453,2.86671158
-5.34567284,11.34246075,0.01040493,3.14231294,0.98227912,0.51782761,4.94546167,4.82799057,0.11033976,2.88072265
-5.33966983,11.49340034,0.01051658,3.20372931,0.96730237,0.52327979,5.00908989,4.94101024,0.10977639,2.89161111
-5.33366683,11.63451651,0.01060870,3.26309118,0.95152092,0.52811723,5.07267350,5.04932437,0.10899373,2.89940886
-5.32766383,11.76253269,0.01068552,3.31880523,0.93521144,0.53230107,5.13503158,5.15039968,0.10799637,2.90421560
-5.32166083,11.87429439,0.01075201,3.36928073,0.91866258,0.53580252,5.19492846,5.24175266,0.10679316,2.90619386
-5.31565783,11.96685658,0.01081383,3.41297574,0.90217104,0.53860146,5.25110475,5.32102342,0.10539615,2.90556198
-5.30965483,12.03756575,0.01087706,3.44844183,0.88603751,0.54068484,5.30231115,5.38604569,0.10381945,2.90258606
-5.30365183,12.08413540,0.01094811,3.47436621,0.87056265,0.54204509,5.34734484,5.43491087,0.10207827,2.89757136
-5.29764882,12.10471398,0.01103345,3.48961021,0.85604328,0.54267880,5.38508824,5.46602448,0.10018800,2.89085411
-5.29164582,12.09794432,0.01113951,3.49324316,0.84276895,0.54258579,5.41454958,5.47815347,0.09816346,2.88279425
-5.28564282,12.06301398,0.01127245,3.48457079,0.83101893,0.54176880,5.43490442,5.47046332,0.09601840,2.87376977
-5.27963982,11.99969556,0.01143804,3.46315755,0.82105975,0.54023383,5.44553702,5.44254415,0.09376519,2.86417310
-5.27363682,11.90837638,0.01164154,3.42884221,0.81314328,0.53799124,5.44608022,5.39442515,0.09141475,2.85440962
-5.26763382,11.79007657,0.01188755,3.38174643,0.80750539,0.53505764,5.43645207,5.32657742,0.08897668,2.84489853
-5.26163082,11.64645487,0.01218000,3.32227598,0.80436502,0.53145832,5.41688751,5.23990505,0.08645953,2.83607557
-5.25562781,11.47980114,0.01252203,3.25111462,0.80392368,0.52723033,5.38796321,5.13572511,0.08387126,2.82839741
-5.24962481,11.29301507,0.01291601,3.16921071,0.80636518,0.52242577,5.35061365,5.01573699,0.08121982,2.82234694
-5.24362181,11.08957021,0.01336351,3.07775685,0.81185550,0.51711520,5.30613685,4.88198221,0.07851363,2.81843886
-5.23761881,10.87346327,0.01386533,2.97816304,0.82054265,0.51139082,5.25618818,4.73679576,0.07576221,2.81722453
-5.23161581,10.64914832,0.01442150,2.87202399,0.83255631,0.50536918,5.20276132,4.58275027,0.07297660,2.81929548
-5.22561281,10.42145669,0.01503137,2.76108141,0.84800731,0.49919312,5.14815566,4.42259460,0.07016980,2.82528459
-5.21960980,10.19550303,0.01569359,2.64718225,0.86698666,0.49303259,5.09493005,4.25918840,0.06735692,2.83586423
-5.21360680,9.97657922,0.01640617,2.53223389,0.88956428,0.48708435,5.04584363,4.09543425,0.06455530,2.85174087
-5.20760380,9.77003795,0.01716656,2.41815769,0.91578718,0.48157012,5.00378460,3.93420939,0.06178431,2.87364574
-5.20160080,9.58116839,0.01797162,2.30684184,0.94567743,0.47673334,4.97168890,3.77829833,0.05906511,2.90232135
-5.19559780,9.41506698,0.01881766,2.20009515,0.97922958,0.47283434,4.95245095,3.63032850,0.05642009,2.93850399
-5.18959480,9.27650662,0.01970049,2.09960274,1.01640805,0.47014411,4.94882945,3.49271009,0.05387231,2.98290253
-5.18359180,9.16980794,0.02061536,2.00688510,1.05714421,0.46893682,4.96335108,3.36758192,0.05144474,3.03617419
-5.17758879,9.09871653,0.02155700,1.92326160,1.10133351,0.46948128,4.99821598,3.25676441,0.04915946,3.09889789
-5.17158579,9.06628999,0.02251959,1.84981942,1.14883281,0.47203165,5.05520824,3.16172091,0.04703683,3.17154634
-5.16558279,9.07479854,0.02349673,1.78738889,1.19945783,0.47681787,5.13561519,3.08352822,0.04509468,3.25445789
-5.15957979,9.12564290,0.02448147,1.73652582,1.25298113,0.48403608,5.24015871,3.02285700,0.04334762,3.34780938
-5.15357679,9.21929230,0.02546624,1.69750146,1.30913051,0.49383949,5.36894179,2.97996251,0.04180632,3.45159122
-5.14757379,9.35524542,0.02644292,1.67030014,1.36758815,0.50633020,5.52141275,2.95468570,0.04047711,3.56558585
-5.14157079,9.53201607,0.02740283,1.65462476,1.42799038,0.52155219,5.69634917,2.94646464,0.03936158,3.68935087
-5.13556778,9.74714464,0.02833676,1.64990984,1.48992830,0.53948604,5.89186266,2.95435576,0.03845648,3.82220759
-5.12956478,9.99723581,0.02923509,1.65534162,1.55294929,0.56004547,6.10542513,2.97706423,0.03775375,3.96323599
-5.12356178,10.27802163,0.03008785,1.66988463,1.61655941,0.58307609,6.33391589,3.01298255,0.03724075,4.11127657
-5.11755878,10.58444884,0.03088486,1.69231368,1.68022674,0.60835629,6.57368860,3.06023622,0.03690069,4.26493945
-5.11155578,10.91078783,0.03161590,1.72125033,1.74338574,0.63560049,6.82065584,3.11673498,0.03671315,4.42262075
-5.10555278,11.25076043,0.03227093,1.75520255,1.80544249,0.66446461,7.07038873,3.18022827,0.03665485,4.58252610
-5.09954977,11.59768278,0.03284027,1.79260638,1.86578096,0.69455360,7.31822819,3.24836328,0.03670036,4.74270073
-5.09354677,11.94461919,0.03331487,1.83186821,1.92377019,0.72543084,7.55940403,3.31874382,0.03682307,4.90106556
-5.08754377,12.28454261,0.03368653,1.87140636,1.97877242,0.75662908,7.78915781,3.38898861,0.03699597,5.05545830
-5.08154077,12.61049720,0.03394822,1.90969082,2.03015197,0.78766268,8.00286542,3.45678720,0.03719263,5.20367854
-5.07553777,12.91575838,0.03409429,1.94527993,2.07728504,0.81804067,8.19615513,3.51995228,0.03738803,5.34353573
-5.06953477,13.19398640,0.03412074,1.97685316,2.11957007,0.84728022,8.36501754,3.57646707,0.03755933,5.47289862
-5.06353177,13.43936931,0.03402541,2.00323900,2.15643875,0.87492026,8.50590393,3.62452674,0.03768657,5.58974513
-5.05752876,13.64675203,0.03380819,2.02343770,2.18736743,0.90053471,8.61581029,3.66257303,0.03775326,5.69221124
-5.05152576,13.81174884,0.03347113,2.03663816,2.21188865,0.92374505,8.69234490,3.68932171,0.03774685,5.77863762
-5.04552276,13.93083683,0.03301856,2.04222911,2.22960279,0.94423185,8.73377805,3.70378227,0.03765903,5.84761304
-5.03951976,14.00142891,0.03245710,2.03980453,2.24018928,0.96174491,8.73907314,3.70527007,0.03748595,5.89801331
-5.03351676,14.02192527,0.03179562,2.02916349,2.24341724,0.97611191,8.70789927,3.69341093,0.03722825,5.92903483
-5.02751376,13.99174272,0.03104515,2.01030503,2.23915513,0.98724517,8.64062572,3.66813856,0.03689099,5.94022178
-5.02151076,13.91132205,0.03021875,1.98341831,2.22737898,0.99514636,8.53829978,3.62968531,0.03648349,5.93148633
-5.01550775,13.78211350,0.02933126,1.94886897,2.20817888,0.99990909,8.40260919,3.57856679,0.03601897,5.90312094
-5.00950475,13.60654123,0.02839903,1.90718208,2.18176329,1.00171925,8.23583134,3.51556111,0.03551421,5.85580234
-5.00350175,13.38794768,0.02743963,1.85902259,2.14846077,1.00085286,8.04077125,3.44168341,0.03498902,5.79058665
-4.99749875,13.13051901,0.02647148,1.80517386,2.10871890,0.99767160,7.82069076,3.35815650,0.03446569,5.70889546
-4.99149575,12.83919311,0.02551345,1.74651502,2.06310005,0.99261593,7.57923094,3.26637833,0.03396836,5.61249252
-4.98549275,12.51955204,0.02458448,1.68399770,2.01227395,0.98619575,7.32033041,3.16788715,0.03352233,5.50345147
-4.97948974,12.17770081,0.02370315,1.61862288,1.95700699,0.97897889,7.04814148,3.06432503,0.03315334,5.38411465
-4.97348674,11.82013510,0.02288724,1.55141827,1.89814838,0.97157748,6.76694647,2.95740074,0.03288679,5.25704388
-4.96748374,11.45360053,0.02215337,1.48341681,1.83661347,0.96463251,6.48107612,2.84885263,0.03274696,5.12496398
-4.96148074,11.08494676,0.02151657,1.41563670,1.77336467,0.95879687,6.19483199,2.74041241,0.03275623,4.99070051
-4.95547774,10.72097999,0.02098995,1.34906337,1.70939043,0.95471730,5.91241464,2.63377068,0.03293426,4.85711314
-4.94947474,10.36831752,0.02058436,1.28463374,1.64568314,0.95301580,5.63785908,2.53054491,0.03329724,4.72702670
-4.94347174,10.03324849,0.02030816,1.22322300,1.58321655,0.95427095,5.37497874,2.43225078,0.03385718,4.60316194
-4.93746873,9.72160495,0.02016696,1.16563413,1.52292373,0.95899989,5.12731907,2.34027750,0.03462126,4.48806832
-4.93146573,9.43864701,0.02016350,1.11259027,1.46567614,0.96764147,4.89812147,2.25586769,0.03559128,4.38406117
-4.92546273,9.18896574,0.02029758,1.06473001,1.41226497,0.98054133,4.69029779,2.18010239,0.03676326,4.29316555
-4.91945973,8.97640698,0.02056603,1.02260535,1.36338516,0.99793949,4.50641534,2.11389141,0.03812714,4.21706885
-4.91345673,8.80401809,0.02096278,0.98668230,1.31962286,1.01996096,4.34869185,2.05796902,0.03966671,4.15708399
-4.90745373,8.67401926,0.02147905,0.95734376,1.28144665,1.04660988,4.21899924,2.01289508,0.04135969,4.11412460
-4.90145073,8.58779944,0.02210353,0.93489410,1.24920295,1.07776752,4.11887474,1.97906088,0.04317808,4.08869304
-4.89544772,8.54593609,0.02282270,0.91956522,1.22311532,1.11319425,4.04953737,1.95669929,0.04508863,4.08088168
-4.88944472,8.54823676,0.02362115,0.91152316,1.20328783,1.15253545,4.01190754,1.94589826,0.04705357,4.09038685
-4.88344172,8.59379943,0.02448203,0.91087493,1.18971185,1.19533132,4.00662730,1.94661663,0.04903157,4.11653496
-4.87743872,8.68108761,0.02538747,0.91767469,1.18227581,1.24103001,4.03407872,1.95870114,0.05097881,4.15831884
-4.87143572,8.80801559,0.02631903,0.93192887,1.18077727,1.28900371,4.09439802,1.98190339,0.05285018,4.21444274
-4.86543272,8.97203893,0.02725819,0.95359953,1.18493645,1.33856683,4.18748344,2.01589557,0.05460064,4.28337340
-4.85942971,9.17024506,0.02818679,0.98260574,1.19441046,1.38899579,4.31299525,2.06028398,0.05618652,4.36339474
-4.85342671,9.39943931,0.02908744,1.01882262,1.20880744,1.43954922,4.47034708,2.11461935,0.05756693,4.45266362
-4.84742371,9.65622226,0.02994394,1.06207806,1.22769979,1.48948806,4.65868853,2.17840339,0.05870497,4.54926399
-4.84142071,9.93705519,0.03074156,1.11214720,1.25063599,1.53809454,4.87687980,2.25109132,0.05956889,4.65125735
-4.83541771,10.23831153,0.03146728,1.16874515,1.27715048,1.58468937,5.12346017,2.33209036,0.06013312,4.75672750
-4.82941471,10.55631352,0.03211000,1.23151838,1.30677135,1.62864666,5.39661278,2.42075458,0.06037893,4.86381829
-4.82341171,10.88735453,0.03266058,1.30003554,1.33902568,1.66940591,5.69412915,2.51637692,0.06029504,4.97076346
-4.81740870,11.22770867,0.03311190,1.37377866,1.37344270,1.70648100,6.01337710,2.61817926,0.05987779,5.07590832
-4.81140570,11.57363059,0.03345876,1.45213546,1.40955500,1.73946599,6.35127627,2.72530193,0.05913117,5.17772358
-4.80540270,11.92134888,0.03369779,1.53439389,1.44689814,1.76803786,6.70428536,2.83679390,0.05806646,5.27481205
-4.79939970,12.26705738,0.03382726,1.61973963,1.48500926,1.79195631,7.06840477,2.95160524,0.05670172,5.36590948
-4.79339670,12.60690836,0.03384692,1.70725740,1.52342523,1.81106119,7.43919786,3.06858291,0.05506104,5.44988082
-4.78739370,12.93701185,0.03375774,1.79593661,1.56168084,1.82526778,7.81183300,3.18647135,0.05317354,5.52571366
-4.78139070,13.25344438,0.03356172,1.88468173,1.59930767,1.83456060,8.18114752,3.30391855,0.05107236,5.59251027
-4.77538769,13.55226985,0.03326167,1.97232738,1.63583407,1.83898615,8.54173323,3.41948814,0.04879346,5.64947980
-4.76938469,13.82957384,0.03286107,2.05765804,1.67078654,1.83864512,8.88804195,3.53167782,0.04637448,5.69593168
-4.76338169,14.08151167,0.03236385,2.13943175,1.70369277,1.83368443,9.21450785,3.63894367,0.04385355,5.73127124
-4.75737869,14.30436924,0.03177438,2.21640719,1.73408635,1.82428957,9.51568234,3.73972967,0.04126821,5.75499782
-4.75137569,14.49463415,0.03109733,2.28737296,1.76151306,1.81067736,9.78637621,3.83250148,0.03865447,5.76670566
-4.74537269,14.64907410,0.03033766,2.35117809,1.78553845,1.79308938,10.02180268,3.91578297,0.03604591,5.76608707
-4.73936968,14.76481822,0.02950066,2.40676228,1.80575638,1.77178608,10.21771503,3.98819390,0.03347302,5.75293751
-4.73336668,14.83943693,0.02859191,2.45318475,1.82179801,1.74704166,10.37053208,4.04848706,0.03096273,5.72716146
-4.72736368,14.87101557,0.02761737,2.48965034,1.83334074,1.71913952,10.47744556,4.09558307,0.02853802,5.68877835
-4.72136068,14.85821733,0.02658344,2.51553161,1.84011659,1.68836836,10.53650385,4.12860114,0.02621777,5.63792751
-4.71535768,14.80033148,0.02549693,2.53038610,1.84191949,1.65501863,10.54666804,4.14688439,0.02401676,5.57487113
-4.70935468,14.69730393,0.02436513,2.53396798,1.83861109,1.61937937,10.50783728,4.15001844,0.02194579,5.49999449
-4.70335168,14.54974784,0.02319582,2.52623346,1.83012467,1.58173534,10.42084241,4.13784251,0.02001190,5.41380311
-4.69734867,14.35893346,0.02199720,2.50733996,1.81646700,1.54236432,10.28740801,4.11045254,0.01821873,5.31691626
-4.69134567,14.12675732,0.02077784,2.47763909,1.79771799,1.50153460,10.11008490,4.06819617,0.01656687,5.21005705
-4.68534267,13.85569226,0.01954662,2.43766371,1.77402815,1.45950276,9.89215652,4.01166012,0.01505430,5.09403943
-4.67933967,13.54872049,0.01831259,2.38810997,1.74561402,1.41651163,9.63752374,3.94165044,0.01367687,4.96975239
-4.67333667,13.20925302,0.01708482,2.32981487,1.71275178,1.37278863,9.35057364,3.85916681,0.01242869,4.83814235
-4.66733367,12.84103906,0.01587229,2.26373056,1.67576937,1.32854452,9.03603831,3.76537199,0.01130256,4.70019436
-4.66133067,12.44806954,0.01468370,2.19089646,1.63503747,1.28397255,8.69885000,3.66155785,0.01029040,4.55691315
-4.65532766,12.03447889,0.01352734,2.11241017,1.59095980,1.23924825,8.34399879,3.54910947,0.00938355,4.40930470
-4.64932466,11.60444899,0.01241092,2.02939850,1.54396312,1.19452961,7.97639825,3.42946872,0.00857310,4.25835934
-4.64332166,11.16211896,0.01134147,1.94298951,1.49448729,1.14995788,7.60076424,3.30409875,0.00785013,4.10503680
